date,FU907005005.Q,FU903012005.Q,FU903091005.Q,FU904010005.Q,FU902050005.Q,FU903020005.Q,FU903023005.Q,FU903028003.Q,FU903029200.Q,FU903070005.Q,FU903078005.Q,FU903090005.Q,FU906000105.Q,FU087005005.Q,FU156600075.Q
1988:Q4,-16098.00,0.00,801.00,-2728.00,-9904.00,10412.00,2510.00,0.00,7902.00,39872.00,172.00,-56706.00,1984.00,10520.00,-12503.00
1989:Q1,43902.00,-97.00,16879.00,4950.00,9956.00,-7579.00,-567.00,0.00,-7012.00,-23928.00,-6584.00,51542.00,-1237.00,-8930.00,10167.00
1989:Q2,34853.00,-37.00,11012.00,-6808.00,3361.00,7017.00,2731.00,0.00,4286.00,-18317.00,13596.00,46816.00,-21787.00,12193.00,9594.00
1989:Q3,6411.00,-62.00,1075.00,-138.00,-1687.00,-1403.00,6039.00,0.00,-7442.00,-5017.00,-2162.00,40342.00,-24537.00,30782.00,-6245.00
1989:Q4,8014.00,-65.00,9535.00,-4919.00,-9712.00,8183.00,200.00,0.00,7983.00,46249.00,-6120.00,-16813.00,-18324.00,30134.00,-11810.00
1990:Q1,-85041.00,-64.00,-7130.00,5039.00,-14044.00,-935.00,2106.00,0.00,-3041.00,-22277.00,-1183.00,-21635.00,-22812.00,11112.00,11700.00
1990:Q2,-15777.00,-64.00,10936.00,512.00,599.00,4766.00,-97.00,0.00,4863.00,-28511.00,10689.00,14637.00,-29340.00,19718.00,9622.00
1990:Q3,-78163.00,-56.00,10784.00,-1994.00,-20511.00,-2394.00,1787.00,0.00,-4181.00,-15268.00,-1127.00,-15793.00,-31803.00,39214.00,-7411.00
1990:Q4,-63834.00,362.00,11202.00,-3801.00,-8029.00,10367.00,-451.00,0.00,10817.00,60859.00,-477.00,-124956.00,-9361.00,21305.00,-11944.00
1991:Q1,-17382.00,-470.00,-7962.00,6956.00,-23752.00,-10071.00,-7814.00,0.00,-2257.00,-15108.00,-9414.00,50639.00,-8201.00,-1545.00,9746.00
1991:Q2,-38091.00,-63.00,-3719.00,3533.00,5089.00,7067.00,3798.00,0.00,3269.00,-13177.00,5944.00,-13005.00,-29760.00,18694.00,11066.00
1991:Q3,-16771.00,-37.00,-703.00,6053.00,1941.00,4097.00,7938.00,0.00,-3841.00,3218.00,3833.00,-4649.00,-30523.00,37743.00,-7220.00
1991:Q4,-12480.00,-2.00,-11619.00,-3144.00,-7291.00,-9660.00,-17016.00,0.00,7356.00,72228.00,-3075.00,-27963.00,-21954.00,33496.00,-11542.00
1992:Q1,-75370.00,-103.00,-5855.00,654.00,-2183.00,-3244.00,-1765.00,0.00,-1479.00,-34195.00,-7472.00,-6377.00,-16595.00,6384.00,10211.00
1992:Q2,9479.00,-46.00,5416.00,-1777.00,2284.00,-88.00,-3269.00,0.00,3181.00,-18797.00,11878.00,37651.00,-27042.00,15623.00,11419.00
1992:Q3,-54005.00,-38.00,-1013.00,5027.00,15715.00,-8424.00,932.00,0.00,-9355.00,1450.00,5141.00,-25537.00,-46326.00,55661.00,-9335.00
1992:Q4,21153.00,-26.00,-1265.00,-10319.00,-13605.00,13990.00,4761.00,0.00,9229.00,73441.00,-1829.00,-16158.00,-23076.00,33234.00,-10158.00
1993:Q1,-84761.00,-54.00,1483.00,8299.00,53052.00,-9969.00,-4682.00,0.00,-5287.00,-47663.00,-8320.00,-37443.00,-44146.00,34009.00,10137.00
1993:Q2,-53946.00,-42.00,-2052.00,949.00,-14291.00,5023.00,168.00,0.00,4855.00,-23273.00,18407.00,4309.00,-42975.00,30330.00,12645.00
1993:Q3,-79402.00,-55.00,-6912.00,-6320.00,28365.00,-9517.00,-1642.00,0.00,-7875.00,-12407.00,4028.00,-28696.00,-47889.00,57558.00,-9669.00
1993:Q4,-42937.00,-51.00,1850.00,3264.00,-27988.00,11711.00,4674.00,0.00,7037.00,88745.00,-2535.00,-98395.00,-19537.00,30429.00,-10892.00
1994:Q1,-167902.00,-59.00,-3262.00,-3310.00,9750.00,-11540.00,-7055.00,0.00,-4485.00,-40258.00,-7205.00,-70446.00,-41573.00,30161.00,11412.00
1994:Q2,-46159.00,-51.00,20344.00,9671.00,16910.00,1945.00,-547.00,0.00,2492.00,-20170.00,18566.00,-51921.00,-41453.00,28548.00,12905.00
1994:Q3,-48660.00,-59.00,12041.00,849.00,5318.00,-7587.00,564.00,0.00,-8150.00,-1968.00,-540.00,-14373.00,-42342.00,51681.00,-9339.00
1994:Q4,-11781.00,-44.00,13573.00,140.00,-4417.00,9586.00,2197.00,0.00,7389.00,69367.00,-5652.00,-80398.00,-13936.00,26427.00,-12491.00
1995:Q1,-67639.00,-48.00,9276.00,2356.00,26229.00,-8139.00,-3425.00,0.00,-4714.00,-32953.00,-9049.00,-24747.00,-30565.00,15042.00,15523.00
1995:Q2,-90017.00,-94.00,24885.00,-1870.00,-21044.00,-2469.00,-4870.00,0.00,2401.00,-9933.00,22096.00,-66960.00,-34628.00,21384.00,13244.00
1995:Q3,-89685.00,-73.00,-13079.00,3850.00,14195.00,-8978.00,-637.00,0.00,-8341.00,-16096.00,586.00,-41445.00,-28645.00,39890.00,-11245.00
1995:Q4,-30820.00,-116.00,3882.00,-9658.00,-27593.00,9760.00,2938.00,0.00,6822.00,58136.00,1997.00,-67801.00,574.00,14245.00,-14819.00
1996:Q1,-121183.00,-267.00,18009.00,8064.00,-6878.00,-7100.00,-2503.00,0.00,-4597.00,-46372.00,-12569.00,-60012.00,-14058.00,-1695.00,15753.00
1996:Q2,-66841.00,-296.00,6804.00,-3787.00,-2529.00,-702.00,-2972.00,0.00,2270.00,-18512.00,23419.00,-49804.00,-21434.00,7580.00,13854.00
1996:Q3,-6859.00,362.00,21326.00,-3507.00,1104.00,-3232.00,5457.00,0.00,-8689.00,-37470.00,3119.00,37486.00,-26047.00,38432.00,-12385.00
1996:Q4,-31446.00,-223.00,13116.00,1834.00,-19834.00,7467.00,478.00,0.00,6989.00,79778.00,32.00,-115795.00,2179.00,12255.00,-14434.00
1997:Q1,-28342.00,-82.00,44940.00,8817.00,647.00,-9755.00,-5182.00,0.00,-4573.00,-53984.00,-5189.00,-5330.00,-8406.00,-7707.00,16113.00
1997:Q2,-142608.00,-78.00,1694.00,-3269.00,18362.00,4815.00,2484.00,0.00,2331.00,-37735.00,29587.00,-135780.00,-20203.00,6057.00,14146.00
1997:Q3,-82829.00,185.00,21281.00,-13618.00,5560.00,-8821.00,-483.00,0.00,-8338.00,864.00,2618.00,-81032.00,-9865.00,23063.00,-13198.00
1997:Q4,-4784.00,-142.00,38294.00,-13842.00,33821.00,7182.00,496.00,0.00,6686.00,65800.00,782.00,-159841.00,23163.00,-9116.00,-14047.00
1998:Q1,-69799.00,-41.00,-14827.00,12446.00,10170.00,-6722.00,-1935.00,0.00,-4787.00,-25108.00,-12055.00,-39368.00,5705.00,-21433.00,15728.00
1998:Q2,-89728.00,-66.00,28212.00,4428.00,-12803.00,-2750.00,-5463.00,0.00,2713.00,-34294.00,22617.00,-109775.00,14704.00,-29884.00,15180.00
1998:Q3,11917.00,220.00,24184.00,-498.00,45461.00,-4915.00,3537.00,0.00,-8452.00,-21959.00,621.00,-44826.00,13629.00,1627.00,-15256.00
1998:Q4,-36457.00,-280.00,-43505.00,-18980.00,-31042.00,13856.00,6424.00,0.00,7432.00,67071.00,4536.00,-51139.00,23027.00,-10477.00,-12550.00
1999:Q1,-38358.00,-368.00,10603.00,14994.00,41790.00,-8376.00,-4104.00,0.00,-4273.00,-41367.00,-17875.00,-53753.00,15994.00,-29091.00,13097.00
1999:Q2,-1833.00,151.00,16051.00,-49.00,-2606.00,-1347.00,-4540.00,0.00,3193.00,-15695.00,22496.00,-24673.00,3839.00,-20230.00,16391.00
1999:Q3,-1567.00,47.00,-310.00,-3981.00,-5231.00,-6692.00,917.00,0.00,-7608.00,-98.00,3879.00,19187.00,-8368.00,21476.00,-13108.00
1999:Q4,-81018.00,-557.00,7292.00,-21535.00,-100965.00,8189.00,302.00,0.00,7888.00,72546.00,-665.00,-68073.00,22750.00,-9663.00,-13087.00
2000:Q1,154955.00,-450.00,45406.00,11402.00,137404.00,-326.00,3775.00,0.00,-4101.00,-35501.00,-8541.00,-34347.00,39908.00,-58452.00,18544.00
2000:Q2,-61100.00,-178.00,10500.00,4049.00,18356.00,4835.00,1577.00,0.00,3258.00,-25512.00,25539.00,-101989.00,3300.00,-21519.00,18219.00
2000:Q3,-41825.00,225.00,-4760.00,-5829.00,40896.00,-9443.00,-1922.00,0.00,-7521.00,-5504.00,10382.00,-86919.00,19126.00,-3712.00,-15414.00
2000:Q4,-82031.00,-833.00,31422.00,8826.00,-56935.00,13589.00,5544.00,0.00,8045.00,71195.00,11695.00,-194574.00,33584.00,-15788.00,-17796.00
2001:Q1,15537.00,-230.00,23877.00,-5504.00,-10894.00,-32836.00,-28663.00,0.00,-4174.00,-53535.00,4756.00,49183.00,40720.00,-59981.00,19261.00
2001:Q2,-148780.00,-73.00,-33930.00,-3499.00,33176.00,361.00,-2762.00,0.00,3123.00,-31663.00,22446.00,-156190.00,20592.00,-39269.00,18677.00
2001:Q3,23781.00,271.00,926.00,7959.00,12560.00,-8662.00,-1167.00,0.00,-7495.00,5328.00,14623.00,-24416.00,15192.00,1681.00,-16873.00
2001:Q4,-36901.00,-60.00,-7531.00,-4022.00,-48859.00,641.00,-7454.00,0.00,8095.00,80465.00,-5251.00,-87011.00,34728.00,-17411.00,-17317.00
2002:Q1,22188.00,-379.00,-8024.00,13635.00,41461.00,-1346.00,2960.00,0.00,-4305.00,-33116.00,-7643.00,-3128.00,20728.00,-39878.00,19150.00
2002:Q2,205043.00,-215.00,7184.00,-8096.00,96071.00,3224.00,53.00,0.00,3171.00,-20034.00,21738.00,85620.00,19551.00,-37792.00,18241.00
2002:Q3,38866.00,284.00,20383.00,-7745.00,-52253.00,-14597.00,-6983.00,0.00,-7614.00,58898.00,18018.00,29675.00,-13797.00,29821.00,-16024.00
2002:Q4,58934.00,-282.00,1878.00,1048.00,23502.00,10450.00,2414.00,0.00,8036.00,150999.00,-76.00,-171119.00,42535.00,-24918.00,-17617.00
2003:Q1,122560.00,-60.00,33158.00,-15745.00,48999.00,-510.00,3602.00,0.00,-4112.00,-112768.00,-54901.00,214003.00,10384.00,-30245.00,19861.00
2003:Q2,278512.00,134.00,41724.00,-9862.00,70186.00,2783.00,-556.00,0.00,3339.00,5241.00,16609.00,147508.00,4188.00,-22872.00,18684.00
2003:Q3,72622.00,-185.00,-41281.00,19549.00,6489.00,-16159.00,-8741.00,0.00,-7418.00,40178.00,-7000.00,93061.00,-22031.00,39694.00,-17663.00
2003:Q4,-158665.00,-196.00,27889.00,-478.00,-10035.00,4968.00,-3211.00,0.00,8178.00,98603.00,-25113.00,-271471.00,17169.00,-206.00,-16963.00
2004:Q1,-72564.00,-97.00,26210.00,-534.00,-29399.00,9310.00,19058.00,0.00,-9748.00,-54537.00,-10843.00,4240.00,-16915.00,-3631.00,20546.00
2004:Q2,-23885.00,11.00,50257.00,19206.00,-65364.00,-221.00,-527.00,0.00,306.00,-51581.00,8791.00,24324.00,-9309.00,-9768.00,19077.00
2004:Q3,170105.00,-66.00,9547.00,-1221.00,118278.00,2770.00,2949.00,0.00,-179.00,11468.00,3603.00,41066.00,-15339.00,34782.00,-19443.00
2004:Q4,-75495.00,-125.00,42812.00,3809.00,933.00,6344.00,6433.00,0.00,-89.00,97592.00,-16687.00,-255938.00,45764.00,-29970.00,-15794.00
2005:Q1,58214.00,88.00,82802.00,2700.00,62993.00,-5119.00,-5339.00,0.00,220.00,-60810.00,-29795.00,29007.00,-23653.00,1497.00,22156.00
2005:Q2,23831.00,200.00,-54972.00,-10567.00,134688.00,-1581.00,-2111.00,0.00,530.00,-36883.00,24244.00,-24844.00,-6454.00,-15860.00,22314.00
2005:Q3,-60272.00,415.00,13402.00,3570.00,-16128.00,1489.00,1297.00,0.00,192.00,2482.00,-13922.00,-32302.00,-19278.00,36570.00,-17292.00
2005:Q4,-259449.00,-30.00,-39087.00,5195.00,-52638.00,270.00,-442.00,0.00,712.00,48867.00,-24011.00,-278222.00,80207.00,-57690.00,-22517.00
2006:Q1,101837.00,-1195.00,80897.00,-4967.00,67837.00,-1504.00,-617.00,0.00,-887.00,-61862.00,-25627.00,11902.00,36355.00,-62062.00,25707.00
2006:Q2,66279.00,78.00,100661.00,9739.00,99877.00,-300.00,-804.00,0.00,504.00,5639.00,27363.00,-218122.00,41343.00,-63637.00,22294.00
2006:Q3,209406.00,156.00,35184.00,18367.00,119614.00,1060.00,1516.00,0.00,-456.00,38720.00,14968.00,-54131.00,35469.00,-14562.00,-20907.00
2006:Q4,-34820.00,-123.00,-18037.00,-23827.00,15575.00,-2224.00,-3050.00,0.00,826.00,161396.00,-343.00,-266764.00,99528.00,-77018.00,-22510.00
2007:Q1,39774.00,-63.00,45449.00,-1443.00,55621.00,-367.00,985.00,0.00,-1351.00,-56438.00,-46539.00,31808.00,11746.00,-37143.00,25397.00
2007:Q2,256905.00,-481.00,127231.00,-3958.00,-1255.00,-1534.00,-1922.00,0.00,388.00,-29236.00,19583.00,132085.00,14470.00,-38769.00,24299.00
2007:Q3,-18356.00,-469.00,63895.00,9676.00,-43388.00,130.00,339.00,0.00,-209.00,-26435.00,-3051.00,40813.00,-59527.00,80976.00,-21449.00
2007:Q4,-141474.00,-143.00,4209.00,887.00,-228109.00,2787.00,1763.00,0.00,1024.00,63397.00,-5263.00,9682.00,11079.00,12439.00,-23518.00
2008:Q1,192654.00,-225.00,-47788.00,-36027.00,137641.00,759.00,932.00,0.00,-173.00,-48861.00,-18225.00,243773.00,-38393.00,11614.00,26779.00
2008:Q2,-16892.00,-115.00,-88114.00,8314.00,-177122.00,-3306.00,-3006.00,0.00,-300.00,-16332.00,16131.00,281571.00,-37920.00,12893.00,25027.00
2008:Q3,13361.00,-295.00,-109988.00,-7715.00,28394.00,119.00,1062.00,0.00,-943.00,23167.00,5662.00,134584.00,-60566.00,83181.00,-22615.00
2008:Q4,115427.00,-190.00,-27001.00,80256.00,-242993.00,-2807.00,-2240.00,0.00,-567.00,68497.00,-56242.00,263273.00,32634.00,-8268.00,-24366.00
2009:Q1,216845.00,-3588.00,-22765.00,1713.00,-25555.00,121.00,477.00,0.00,-356.00,-33810.00,-26100.00,379202.00,-52373.00,24522.00,27851.00
2009:Q2,189480.00,-167.00,32357.00,30589.00,262673.00,45.00,202.00,0.00,-157.00,-14718.00,7840.00,-100464.00,-28675.00,6309.00,22366.00
2009:Q3,298895.00,-387.00,46418.00,-34296.00,69163.00,-1100.00,-154.00,0.00,-946.00,55453.00,17336.00,202995.00,-56687.00,79241.00,-22554.00
2009:Q4,-96863.00,-227.00,-111088.00,16473.00,-75340.00,647.00,218.00,0.00,429.00,114355.00,-18572.00,-80584.00,57473.00,-34768.00,-22705.00
2010:Q1,-98325.00,-54.00,-51116.00,-20371.00,51477.00,-688.00,254.00,0.00,-941.00,-54385.00,-31698.00,70622.00,-62113.00,39160.00,22953.00
2010:Q2,253407.00,-461.00,38649.00,5530.00,8229.00,-1138.00,-1258.00,0.00,120.00,-35839.00,34145.00,228449.00,-24158.00,1223.00,22935.00
2010:Q3,40691.00,-483.00,29856.00,-4127.00,-38004.00,267.00,201.00,0.00,66.00,17387.00,9923.00,52818.00,-26946.00,47530.00,-20584.00
2010:Q4,113155.00,-129.00,31626.00,44817.00,19959.00,495.00,809.00,0.00,-314.00,71700.00,-20999.00,-93384.00,59071.00,-38692.00,-20379.00
2011:Q1,49473.00,-248.00,35154.00,24125.00,25437.00,-390.00,-482.00,0.00,92.00,-69346.00,-18258.00,94268.00,-41269.00,13819.00,27450.00
2011:Q2,69644.00,-163.00,-89519.00,-6517.00,8237.00,448.00,289.00,0.00,159.00,-51287.00,23137.00,182806.00,2503.00,-23645.00,21142.00
2011:Q3,-278689.00,-129.00,10377.00,5049.00,-45891.00,-731.00,-1184.00,0.00,453.00,-7136.00,-3547.00,-228402.00,-8279.00,26678.00,-18399.00
2011:Q4,277271.00,-116.00,-91125.00,-19157.00,45681.00,1434.00,1261.00,0.00,173.00,85310.00,-6283.00,180570.00,80957.00,-55174.00,-25783.00
2012:Q1,246811.00,-191.00,-18916.00,-14268.00,150480.00,248.00,450.00,0.00,-202.00,-45448.00,-28903.00,195000.00,8809.00,-46200.00,37391.00
2012:Q2,-19833.00,-128.00,-84939.00,-31011.00,-6968.00,1032.00,960.00,0.00,72.00,-5649.00,36147.00,32219.00,39464.00,-59692.00,20228.00
2012:Q3,329430.00,-118.00,12253.00,45938.00,-97166.00,-556.00,-647.00,0.00,91.00,6997.00,8634.00,349341.00,4107.00,18679.00,-22785.00
2012:Q4,130573.00,-116.00,-48731.00,5001.00,-13439.00,757.00,-134.00,0.00,891.00,103937.00,-31651.00,-31451.00,146265.00,-116042.00,-30223.00
2013:Q1,-122847.00,-220.00,23123.00,29890.00,-15318.00,-1161.00,433.00,0.00,-1593.00,-101168.00,-24733.00,-31486.00,-1774.00,-37016.00,38790.00
2013:Q2,-169861.00,-176.00,48741.00,-23339.00,-20941.00,709.00,-30.00,0.00,739.00,-69582.00,8567.00,-162903.00,49062.00,-71612.00,22550.00
2013:Q3,22726.00,-537.00,-8163.00,6329.00,-1103.00,117.00,-376.00,0.00,493.00,-15039.00,1166.00,45399.00,-5443.00,31566.00,-26123.00
2013:Q4,-83667.00,-159.00,-67478.00,43948.00,-35283.00,-410.00,415.00,0.00,-824.00,55773.00,-4342.00,-166655.00,90939.00,-60877.00,-30062.00
2014:Q1,-5143.00,-256.00,-536.00,-27049.00,46533.00,901.00,210.00,0.00,691.00,-49072.00,-16802.00,48731.00,-7594.00,-30466.00,38060.00
2014:Q2,114586.00,-214.00,-36586.00,-11257.00,-51026.00,211.00,6.00,0.00,205.00,-20982.00,37964.00,135101.00,61375.00,-86265.00,24890.00
2014:Q3,168497.00,-458.00,56323.00,37393.00,-53030.00,-845.00,271.00,0.00,-1116.00,28702.00,8699.00,62313.00,29401.00,-2257.00,-27144.00
2014:Q4,-76576.00,-130.00,-113179.00,-46164.00,-52485.00,600.00,642.00,0.00,-42.00,95667.00,-8978.00,-121527.00,169621.00,-138963.00,-30659.00
2015:Q1,-189530.00,-370.00,12471.00,-2913.00,102689.00,31.00,-36.00,0.00,67.00,-52306.00,-36136.00,-228331.00,15335.00,-55199.00,39865.00
2015:Q2,-20578.00,-329.00,-85583.00,-11805.00,-22347.00,106.00,18.00,0.00,88.00,-4193.00,24326.00,20798.00,58450.00,-85226.00,26776.00
2015:Q3,82706.00,-327.00,-44650.00,7848.00,9247.00,-395.00,250.00,0.00,-645.00,1192.00,4933.00,81281.00,23576.00,3577.00,-27153.00
2015:Q4,11120.00,-241.00,-74674.00,-2529.00,30072.00,-3.00,-253.00,0.00,250.00,62994.00,-23333.00,-132367.00,151202.00,-116829.00,-34373.00
2016:Q1,-181381.00,-159.00,41577.00,-12364.00,20536.00,-502.00,-282.00,0.00,-220.00,-45960.00,-37332.00,-159889.00,12712.00,-55722.00,43011.00
2016:Q2,143012.00,-317.00,-50103.00,-5880.00,-27315.00,44.00,-176.00,0.00,220.00,-31502.00,8078.00,183652.00,66355.00,-102924.00,36569.00
2016:Q3,-49633.00,-182.00,8592.00,9375.00,-121899.00,835.00,578.00,0.00,257.00,14580.00,2959.00,-13440.00,49547.00,-19762.00,-29785.00
