1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1983:Q1,685673.00,18173.00,28093.00,65515.00,0.00,18517.00,210438.00,0.00,132180.00,70582.00,7551.00,125.00,255164.00,96832.00,0.00,158332.00,0.00,0.00,55929.00,21063.00,12781.00,2445938.00,5285.00,4618.00,11971.00,1545313.00,1133632.00,411681.00,10340.00,307.00,10033.00,111795.00,14707.00,741909.00,543460.00,2303725.00
1983:Q2,718816.00,18459.00,42495.00,61284.00,0.00,23422.00,218814.00,0.00,140253.00,71057.00,7254.00,250.00,260846.00,99491.00,0.00,161355.00,0.00,0.00,57468.00,22700.00,13328.00,2514709.00,5234.00,4618.00,12104.00,1610850.00,1182806.00,428044.00,10625.00,275.00,10350.00,115471.00,15112.00,740695.00,568213.00,2364106.00
1983:Q3,739738.00,18255.00,48995.00,60389.00,0.00,30795.00,221197.00,0.00,142844.00,70347.00,7506.00,500.00,264990.00,101745.00,0.00,163245.00,0.00,0.00,57937.00,23440.00,13740.00,2592929.00,5178.00,4618.00,12241.00,1681581.00,1242288.00,439293.00,10964.00,261.00,10703.00,118973.00,15164.00,744210.00,586191.00,2439382.00
1983:Q4,731646.00,18986.00,25173.00,59309.00,0.00,32665.00,228232.00,0.00,149223.00,70054.00,7955.00,1000.00,268977.00,104760.00,0.00,164217.00,0.00,0.00,60589.00,23894.00,13821.00,2658121.00,5130.00,4618.00,12327.00,1730748.00,1280539.00,450209.00,11141.00,241.00,10900.00,121959.00,15637.00,756561.00,571523.00,2497998.00
1984:Q1,757785.00,19888.00,28924.00,56905.00,0.00,36581.00,235384.00,0.00,153510.00,71639.00,8454.00,1781.00,272983.00,106856.00,0.00,166127.00,0.00,0.00,62600.00,29974.00,14546.00,2736208.00,5214.00,4618.00,12501.00,1788261.00,1327434.00,460827.00,10917.00,204.00,10713.00,126429.00,15723.00,772545.00,593562.00,2571985.00
1984:Q2,781398.00,19764.00,31576.00,55924.00,0.00,40000.00,242906.00,0.00,159581.00,71707.00,8743.00,2875.00,278458.00,109882.00,0.00,168576.00,0.00,0.00,66210.00,30829.00,15731.00,2798868.00,5052.00,4618.00,12656.00,1839003.00,1361995.00,477008.00,11180.00,180.00,11000.00,130970.00,16177.00,779212.00,610817.00,2628287.00
1984:Q3,820982.00,19734.00,45190.00,57963.00,0.00,48267.00,250054.00,0.00,161925.00,75416.00,8682.00,4031.00,284386.00,111657.00,0.00,172729.00,0.00,0.00,67822.00,30483.00,17083.00,2876533.00,4895.00,4618.00,12739.00,1921820.00,1428763.00,493057.00,12093.00,152.00,11941.00,134719.00,16230.00,769419.00,647116.00,2702667.00
1984:Q4,836367.00,20307.00,35588.00,60070.00,0.00,53122.00,254581.00,0.00,165993.00,74572.00,9016.00,5000.00,296254.00,115862.00,0.00,180392.00,0.00,0.00,68781.00,30737.00,16927.00,2966204.00,4803.00,4618.00,12880.00,1991309.00,1496316.00,494993.00,18782.00,141.00,18641.00,136940.00,16721.00,780151.00,651733.00,2781570.00
1985:Q1,874379.00,20469.00,28366.00,64008.00,0.00,58548.00,275609.00,0.00,176228.00,84887.00,8650.00,5844.00,304511.00,118119.00,0.00,186392.00,0.00,0.00,71035.00,34922.00,16911.00,3049360.00,4857.00,4618.00,13157.00,2063592.00,1547453.00,516139.00,21222.00,116.00,21106.00,142047.00,16757.00,783110.00,677045.00,2852026.00
1985:Q2,923158.00,20897.00,41802.00,61675.00,0.00,67216.00,294288.00,0.00,190544.00,88968.00,8151.00,6625.00,310141.00,120752.00,0.00,189389.00,0.00,0.00,73507.00,36232.00,17400.00,3138139.00,4891.00,4618.00,13175.00,2136546.00,1597297.00,539249.00,24463.00,96.00,24367.00,147097.00,17226.00,790123.00,708247.00,2923228.00
1985:Q3,951578.00,22289.00,33889.00,63754.00,0.00,73614.00,304309.00,0.00,196949.00,90871.00,9145.00,7344.00,322310.00,123932.00,0.00,198378.00,0.00,0.00,74848.00,37692.00,18873.00,3239079.00,5191.00,4618.00,13255.00,2221723.00,1658020.00,563703.00,25618.00,83.00,25535.00,152125.00,17282.00,799267.00,729094.00,3016595.00
1985:Q4,1059865.00,25129.00,48804.00,67136.00,0.00,74128.00,381358.00,0.00,258670.00,105083.00,9605.00,8000.00,324877.00,127511.00,0.00,197366.00,0.00,0.00,76235.00,38129.00,24069.00,3419965.00,5382.00,4718.00,13267.00,2413053.00,1761942.00,651111.00,26892.00,72.00,26820.00,156329.00,17829.00,782495.00,774375.00,3134475.00
1986:Q1,1057005.00,26196.00,27590.00,69039.00,0.00,74379.00,384570.00,0.00,263205.00,102965.00,9822.00,8578.00,331631.00,132124.00,0.00,199507.00,0.00,0.00,73707.00,45381.00,24512.00,3468653.00,5577.00,4718.00,13478.00,2450199.00,1797058.00,653141.00,27003.00,61.00,26942.00,160726.00,17859.00,789093.00,766858.00,3178506.00
1986:Q2,1105822.00,27405.00,44816.00,67072.00,0.00,75637.00,407512.00,0.00,292695.00,95669.00,10086.00,9062.00,336002.00,134779.00,0.00,201223.00,0.00,0.00,74689.00,46596.00,26093.00,3568076.00,5770.00,4818.00,13571.00,2537896.00,1853824.00,684072.00,27102.00,52.00,27050.00,168062.00,18355.00,792502.00,786077.00,3248331.00
1986:Q3,1129080.00,27928.00,48055.00,68070.00,0.00,81473.00,414679.00,0.00,292579.00,102273.00,10312.00,9515.00,340376.00,136877.00,0.00,203499.00,86.00,0.00,74599.00,47145.00,26669.00,3676286.00,5945.00,5018.00,13647.00,2622877.00,1922764.00,700113.00,27039.00,40.00,26999.00,176378.00,18428.00,806954.00,809502.00,3356708.00
1986:Q4,1159262.00,28032.00,50128.00,69672.00,0.00,78977.00,439805.00,0.00,315727.00,103663.00,10415.00,10000.00,343454.00,140362.00,0.00,203092.00,219.00,0.00,74846.00,47896.00,26233.00,3777142.00,5993.00,5018.00,13756.00,2732384.00,2007511.00,724873.00,27293.00,36.00,27257.00,180461.00,18871.00,793366.00,816278.00,3434158.00
1987:Q1,1162417.00,28338.00,22736.00,74840.00,0.00,81673.00,458556.00,0.00,344782.00,92814.00,10444.00,10516.00,340840.00,143503.00,0.00,197337.00,367.00,0.00,80712.00,47917.00,26438.00,3817444.00,6299.00,5018.00,13884.00,2785845.00,2032489.00,753356.00,27093.00,27.00,27066.00,185236.00,18998.00,775071.00,790569.00,3445596.00
1987:Q2,1207116.00,24962.00,58138.00,75064.00,0.00,85191.00,464356.00,0.00,348605.00,94242.00,10446.00,11063.00,340421.00,146319.00,0.00,194102.00,500.00,0.00,82426.00,49087.00,26971.00,3875682.00,6262.00,5018.00,13991.00,2840969.00,2070146.00,770823.00,25200.00,25.00,25175.00,189028.00,19487.00,775727.00,833336.00,3501902.00
1987:Q3,1216010.00,26958.00,50616.00,74481.00,0.00,90656.00,474883.00,86.00,352819.00,100018.00,10381.00,11579.00,335533.00,142039.00,0.00,193494.00,609.00,0.00,84433.00,49576.00,28265.00,3936116.00,6270.00,5018.00,14105.00,2901553.00,2105953.00,795600.00,25370.00,22.00,25348.00,194021.00,20518.00,769261.00,837843.00,3557949.00
1987:Q4,1228617.00,29112.00,37958.00,76990.00,0.00,90908.00,488946.00,219.00,357626.00,108896.00,10205.00,12000.00,336986.00,143765.00,0.00,193221.00,687.00,0.00,86591.00,49262.00,31177.00,4082077.00,6951.00,5018.00,14225.00,2999371.00,2181693.00,817678.00,24919.00,21.00,24898.00,198027.00,20076.00,813490.00,846093.00,3699553.00
1988:Q1,1234175.00,25533.00,39977.00,79874.00,0.00,88141.00,495281.00,367.00,367029.00,105533.00,10039.00,12313.00,336848.00,145206.00,0.00,191642.00,796.00,0.00,88402.00,54718.00,24605.00,4140204.00,6797.00,5018.00,14354.00,3045720.00,2218897.00,826823.00,24211.00,21.00,24190.00,203310.00,20097.00,820697.00,842956.00,3748985.00
1988:Q2,1260232.00,23799.00,62743.00,75464.00,0.00,92201.00,497328.00,500.00,363439.00,110888.00,10000.00,12501.00,336467.00,145196.00,0.00,191271.00,1000.00,0.00,89389.00,56252.00,25589.00,4185204.00,6421.00,5018.00,14454.00,3083399.00,2245357.00,838042.00,23322.00,22.00,23300.00,208547.00,20617.00,823426.00,873493.00,3798465.00
1988:Q3,1267071.00,27264.00,67033.00,76000.00,0.00,92776.00,503848.00,609.00,355855.00,124609.00,10086.00,12689.00,327588.00,144534.00,0.00,183054.00,1297.00,55.00,88354.00,57400.00,25456.00,4260539.00,6322.00,5018.00,14574.00,3160087.00,2298425.00,861662.00,15020.00,20.00,15000.00,212379.00,20654.00,826485.00,896216.00,3889684.00
1988:Q4,1262716.00,27671.00,57000.00,74769.00,0.00,89894.00,519944.00,687.00,364256.00,131713.00,10288.00,13000.00,315466.00,146664.00,0.00,168802.00,1688.00,94.00,91439.00,58149.00,26602.00,4352996.00,6593.00,5018.00,14736.00,3253588.00,2369599.00,883989.00,9016.00,16.00,9000.00,216800.00,21249.00,825996.00,889460.00,3979740.00
1989:Q1,1254995.00,28725.00,34166.00,76609.00,0.00,97872.00,524189.00,796.00,355914.00,143527.00,10514.00,13438.00,312537.00,148227.00,0.00,164310.00,2110.00,211.00,93878.00,58187.00,26511.00,4430103.00,6334.00,5368.00,14876.00,3295321.00,2402753.00,892568.00,9391.00,15.00,9376.00,222285.00,21271.00,855257.00,889705.00,4064813.00
1989:Q2,1308354.00,30632.00,66194.00,74060.00,0.00,100237.00,537190.00,1000.00,358584.00,152932.00,10673.00,14001.00,313914.00,149255.00,0.00,164659.00,2500.00,500.00,96231.00,59605.00,27291.00,4469170.00,6107.00,8518.00,15056.00,3320748.00,2420771.00,899977.00,9417.00,14.00,9403.00,228691.00,21798.00,858835.00,940367.00,4101183.00
1989:Q3,1325438.00,31356.00,59132.00,71907.00,0.00,103620.00,548003.00,1266.00,359807.00,161595.00,10771.00,14564.00,312406.00,150547.00,0.00,161859.00,2875.00,945.00,96829.00,60701.00,37664.00,4552814.00,6270.00,8518.00,15166.00,3388834.00,2471490.00,917344.00,8814.00,13.00,8801.00,233256.00,21790.00,870166.00,956830.00,4184206.00
1989:Q4,1341034.00,32275.00,50807.00,71846.00,0.00,106040.00,559095.00,1563.00,369087.00,162629.00,10816.00,15000.00,313770.00,152246.00,0.00,161524.00,3250.00,1531.00,98118.00,60991.00,43311.00,4672309.00,6439.00,8518.00,15303.00,3482102.00,2550509.00,931593.00,8783.00,13.00,8770.00,237217.00,22406.00,891541.00,963177.00,4294452.00
1990:Q1,1362578.00,31852.00,36901.00,72921.00,0.00,106401.00,581241.00,1954.00,401112.00,151991.00,10871.00,15313.00,324990.00,160834.00,0.00,164156.00,3625.00,2226.00,99875.00,59552.00,42994.00,4775559.00,6373.00,8518.00,15453.00,3553709.00,2604040.00,949669.00,9034.00,14.00,9020.00,237751.00,22402.00,922319.00,952446.00,4365427.00
1990:Q2,1420421.00,32067.00,54708.00,70475.00,0.00,109562.00,585960.00,2500.00,404999.00,151960.00,11000.00,15501.00,336383.00,172811.00,0.00,163572.00,4000.00,3000.00,101621.00,59812.00,62833.00,4836970.00,6486.00,8518.00,15614.00,3609227.00,2648417.00,960810.00,9181.00,11.00,9170.00,242321.00,22950.00,922673.00,1006252.00,4422801.00
1990:Q3,1447738.00,34568.00,55744.00,69539.00,0.00,109957.00,589154.00,3180.00,407261.00,151795.00,11229.00,15689.00,352727.00,187627.00,0.00,165100.00,4375.00,3867.00,102065.00,60009.00,65733.00,4976354.00,6823.00,8518.00,15713.00,3695960.00,2725169.00,970791.00,9580.00,10.00,9570.00,245025.00,22985.00,971750.00,1030907.00,4559523.00
1990:Q4,1462209.00,39684.00,49377.00,68948.00,0.00,111771.00,593140.00,3969.00,410555.00,151033.00,11583.00,16000.00,352767.00,193074.00,0.00,159693.00,4750.00,4844.00,98832.00,59115.00,78981.00,5077243.00,6970.00,10018.00,16256.00,3808532.00,2830760.00,977772.00,9658.00,10.00,9648.00,244328.00,23594.00,957887.00,1042006.00,4657040.00
1991:Q1,1462466.00,36904.00,54429.00,64077.00,0.00,109672.00,601741.00,4899.00,415619.00,152905.00,11896.00,16422.00,361397.00,204095.00,0.00,157302.00,5125.00,5899.00,96442.00,53524.00,73256.00,5121296.00,6596.00,10018.00,15958.00,3866839.00,2875416.00,991423.00,9591.00,11.00,9580.00,244929.00,23655.00,943710.00,1037267.00,4696097.00
1991:Q2,1496593.00,35258.00,65729.00,62204.00,0.00,114641.00,605586.00,6000.00,416835.00,153813.00,12000.00,16938.00,369320.00,213303.00,0.00,156017.00,5500.00,7000.00,96564.00,54269.00,80522.00,5214106.00,6441.00,10018.00,16070.00,3937423.00,2927919.00,1009504.00,9413.00,10.00,9403.00,248902.00,24227.00,961612.00,1070355.00,4787868.00
1991:Q3,1542108.00,37793.00,54519.00,62191.00,0.00,115611.00,624478.00,7336.00,430235.00,157515.00,11907.00,17485.00,369270.00,216661.00,0.00,152609.00,5875.00,8156.00,97068.00,54782.00,112365.00,5348333.00,6703.00,10018.00,16170.00,4075825.00,3037866.00,1037959.00,9811.00,10.00,9801.00,252668.00,24118.00,953020.00,1102072.00,4908297.00
1991:Q4,1583666.00,39097.00,81348.00,58018.00,0.00,118442.00,636859.00,8969.00,435538.00,162725.00,11627.00,18000.00,364154.00,212011.00,0.00,152143.00,6250.00,9375.00,96599.00,54813.00,118711.00,5474591.00,7008.00,10018.00,16296.00,4215937.00,3147353.00,1068584.00,10021.00,10.00,10011.00,252483.00,24790.00,938038.00,1138117.00,5029042.00
1992:Q1,1584033.00,37607.00,51607.00,59756.00,0.00,115788.00,648526.00,10617.00,460017.00,148155.00,11284.00,18453.00,368372.00,216201.00,0.00,152171.00,6625.00,10656.00,96562.00,65853.00,122681.00,5625550.00,6721.00,10018.00,16314.00,4294953.00,3224421.00,1070532.00,10060.00,10.00,10050.00,255181.00,24674.00,1007629.00,1113966.00,5155483.00
1992:Q2,1609583.00,41615.00,78688.00,54381.00,0.00,122350.00,644502.00,12000.00,435563.00,166627.00,11000.00,19312.00,363649.00,211650.00,0.00,151999.00,7000.00,12000.00,95397.00,57207.00,132794.00,5761024.00,7012.00,10018.00,16386.00,4377857.00,3297683.00,1080174.00,10008.00,8.00,10000.00,260164.00,25287.00,1054292.00,1164020.00,5315461.00
1992:Q3,1611781.00,43109.00,88442.00,55382.00,0.00,122183.00,645889.00,13156.00,429310.00,172507.00,10751.00,20165.00,356431.00,204322.00,0.00,152109.00,7375.00,13406.00,92948.00,55536.00,131080.00,5892819.00,7216.00,10018.00,16433.00,4482513.00,3388744.00,1093769.00,9958.00,8.00,9950.00,263054.00,25454.00,1078173.00,1172521.00,5453559.00
1992:Q4,1567410.00,38847.00,63351.00,51193.00,0.00,123050.00,638604.00,14125.00,418175.00,174902.00,10502.00,20900.00,352147.00,200029.00,0.00,152118.00,7750.00,14875.00,93032.00,53793.00,130768.00,5993896.00,6737.00,8018.00,16516.00,4576348.00,3491123.00,1085225.00,9878.00,8.00,9870.00,264028.00,26229.00,1086142.00,1139365.00,5565851.00
1993:Q1,1571037.00,41089.00,53316.00,54210.00,293.00,125826.00,642929.00,15031.00,433959.00,161570.00,10253.00,22116.00,346395.00,195609.00,0.00,150786.00,8125.00,16406.00,92508.00,66994.00,122946.00,6079658.00,6848.00,8018.00,16588.00,4645880.00,3542998.00,1102882.00,9758.00,8.00,9750.00,268819.00,26232.00,1097515.00,1127328.00,5635949.00
1993:Q2,1594758.00,40682.00,94811.00,49198.00,585.00,124170.00,657243.00,16000.00,441228.00,166402.00,10000.00,23613.00,337073.00,187045.00,0.00,150028.00,8500.00,18000.00,91559.00,53934.00,119003.00,6191770.00,6877.00,8018.00,16678.00,4742175.00,3613614.00,1128561.00,9621.00,8.00,9613.00,274114.00,26872.00,1107415.00,1143917.00,5740929.00
1993:Q3,1583569.00,41605.00,87624.00,49828.00,1170.00,125838.00,666271.00,16966.00,433979.00,180476.00,9746.00,25104.00,331545.00,182639.00,0.00,148906.00,8879.00,19649.00,92619.00,55245.00,103296.00,6261262.00,6949.00,8018.00,16784.00,4818136.00,3674507.00,1143629.00,9445.00,7.00,9438.00,279902.00,26941.00,1095087.00,1140152.00,5817845.00
1993:Q4,1594941.00,40151.00,85749.00,49601.00,1755.00,133746.00,676629.00,17864.00,447775.00,175007.00,9483.00,26500.00,335279.00,193304.00,353.00,141622.00,9267.00,21347.00,94245.00,54511.00,92661.00,6370250.00,6730.00,8018.00,16962.00,4928209.00,3784327.00,1143882.00,9164.00,6.00,9158.00,281977.00,27622.00,1091568.00,1138008.00,5913317.00
1994:Q1,1586440.00,42559.00,80626.00,52885.00,2340.00,128424.00,667453.00,18830.00,443409.00,168135.00,9229.00,27850.00,322784.00,187319.00,350.00,135115.00,9646.00,23121.00,93252.00,67848.00,95502.00,6471546.00,6921.00,8018.00,17126.00,4968478.00,3827640.00,1140838.00,9160.00,6.00,9154.00,286355.00,27628.00,1147860.00,1133877.00,6018983.00
1994:Q2,1582080.00,42371.00,87088.00,50404.00,3511.00,125790.00,656060.00,20000.00,425212.00,172648.00,9000.00,29200.00,320066.00,185732.00,354.00,133980.00,10000.00,25000.00,94287.00,53196.00,114307.00,6506273.00,7096.00,8018.00,17285.00,4972877.00,3844792.00,1128085.00,9246.00,6.00,9240.00,291348.00,28307.00,1172096.00,1147628.00,6071821.00
1994:Q3,1569715.00,42379.00,68131.00,54642.00,4681.00,118353.00,642921.00,21458.00,398154.00,183963.00,8796.00,30550.00,320996.00,185840.00,558.00,134598.00,10320.00,27107.00,94999.00,55961.00,129225.00,6545745.00,7189.00,8018.00,17477.00,5011810.00,3896168.00,1115642.00,9689.00,6.00,9683.00,294907.00,28405.00,1168250.00,1161878.00,6137908.00
1994:Q4,1571946.00,41351.00,63168.00,56007.00,5851.00,118640.00,619407.00,22288.00,370011.00,186600.00,8608.00,31900.00,332017.00,181507.00,6865.00,143645.00,10598.00,29100.00,95908.00,55457.00,144442.00,6610638.00,7153.00,8018.00,17648.00,5075762.00,3977819.00,1097943.00,9560.00,6.00,9554.00,297761.00,28890.00,1165846.00,1192381.00,6231073.00
1995:Q1,1587699.00,50519.00,50464.00,61371.00,6635.00,109780.00,622374.00,24019.00,350471.00,205900.00,8442.00,33542.00,331028.00,180611.00,6874.00,143543.00,10921.00,31354.00,96324.00,79104.00,137825.00,6646021.00,7646.00,8018.00,17832.00,5117940.00,4034810.00,1083130.00,9669.00,6.00,9663.00,300430.00,28940.00,1155546.00,1227565.00,6285887.00
1995:Q2,1608818.00,55145.00,96270.00,59055.00,8802.00,101100.00,584167.00,26180.00,313657.00,200300.00,8300.00,35730.00,326543.00,177423.00,6211.00,142909.00,11427.00,33450.00,96395.00,58904.00,177560.00,6650213.00,7686.00,8018.00,18002.00,5144842.00,4070411.00,1074431.00,9632.00,6.00,9626.00,303999.00,29371.00,1128663.00,1285535.00,6326930.00
1995:Q3,1588720.00,54544.00,74341.00,59545.00,9277.00,105767.00,555888.00,34914.00,304289.00,172200.00,7192.00,37293.00,324217.00,174334.00,7166.00,142717.00,20033.00,34385.00,97196.00,60370.00,193157.00,6634956.00,7380.00,10168.00,18199.00,5153606.00,4105024.00,1048582.00,10221.00,6.00,10215.00,307944.00,29445.00,1097993.00,1274216.00,6320452.00
1995:Q4,1553181.00,53779.00,60877.00,62899.00,10672.00,115685.00,524751.00,39366.00,289791.00,151500.00,5115.00,38979.00,310846.00,171298.00,9182.00,130366.00,26415.00,35000.00,100383.00,54995.00,196879.00,6667585.00,7283.00,10168.00,18326.00,5180113.00,4143073.00,1037040.00,9698.00,6.00,9692.00,310510.00,29909.00,1101578.00,1253698.00,6368102.00
1996:Q1,1588246.00,53266.00,58197.00,67627.00,11230.00,135600.00,522754.00,41773.00,283605.00,150600.00,4057.00,42719.00,319900.00,169901.00,11536.00,138463.00,30662.00,35763.00,101257.00,81428.00,170562.00,6732267.00,7159.00,10168.00,18325.00,5260349.00,4228059.00,1032290.00,9831.00,6.00,9825.00,315253.00,30001.00,1081181.00,1294816.00,6438837.00
1996:Q2,1601315.00,52880.00,77054.00,71747.00,11156.00,143807.00,533779.00,50436.00,283255.00,149423.00,4793.00,45872.00,321312.00,169479.00,13039.00,138794.00,36489.00,39108.00,102287.00,63946.00,147750.00,6714165.00,7072.00,10168.00,18280.00,5249914.00,4216402.00,1033512.00,10389.00,5.00,10384.00,321189.00,30609.00,1066544.00,1307676.00,6420526.00
1996:Q3,1603077.00,45069.00,78627.00,74113.00,11329.00,144188.00,508455.00,54114.00,263745.00,137807.00,4560.00,48229.00,321381.00,168162.00,15529.00,137690.00,41000.00,40493.00,103076.00,62799.00,172547.00,6753255.00,7052.00,9718.00,18866.00,5283049.00,4268808.00,1014241.00,10641.00,4.00,10637.00,326521.00,30648.00,1066760.00,1328695.00,6478873.00
1996:Q4,1673848.00,44872.00,71471.00,74934.00,12037.00,147806.00,487205.00,59682.00,256993.00,116211.00,4639.00,49680.00,318687.00,167901.00,17671.00,133115.00,46898.00,41034.00,106894.00,130283.00,191727.00,6787353.00,7045.00,9718.00,18865.00,5364421.00,4343081.00,1021340.00,4851.00,2.00,4849.00,329838.00,30526.00,1022089.00,1412006.00,6525511.00
1997:Q1,1692951.00,38315.00,72652.00,75484.00,13112.00,151689.00,474112.00,65371.00,248126.00,108916.00,4430.00,47269.00,324194.00,166326.00,20512.00,137356.00,49554.00,40546.00,107655.00,131247.00,214391.00,6863017.00,6795.00,9200.00,18974.00,5405377.00,4381251.00,1024126.00,10240.00,0.00,10240.00,333124.00,31236.00,1048071.00,1434585.00,6604651.00
1997:Q2,1747942.00,38886.00,89558.00,77760.00,13716.00,149431.00,486256.00,67053.00,243332.00,121578.00,4540.00,49753.00,325651.00,166792.00,22885.00,135974.00,60139.00,38824.00,109729.00,132373.00,225619.00,6713116.00,6801.00,9200.00,19013.00,5358434.00,4321557.00,1036877.00,10016.00,0.00,10016.00,337026.00,31787.00,940839.00,1494594.00,6459768.00
1997:Q3,1772339.00,38599.00,83441.00,79642.00,14757.00,152625.00,470675.00,71236.00,235205.00,110234.00,4000.00,50000.00,332712.00,166561.00,25614.00,140537.00,70395.00,35883.00,108246.00,133416.00,251948.00,6670444.00,6689.00,9200.00,19326.00,5392830.00,4347737.00,1045093.00,10537.00,0.00,10537.00,339308.00,31763.00,860791.00,1526597.00,6424702.00
1997:Q4,1802464.00,41957.00,79124.00,81756.00,15629.00,151373.00,483654.00,74000.00,239318.00,115436.00,3900.00,51000.00,333845.00,167045.00,27635.00,139165.00,78426.00,33636.00,109997.00,132701.00,260366.00,6750092.00,6611.00,9200.00,19325.00,5473449.00,4406492.00,1066957.00,9989.00,0.00,9989.00,341156.00,32263.00,858099.00,1553157.00,6500785.00
1998:Q1,1860932.00,41682.00,70479.00,87741.00,16491.00,160000.00,483635.00,79269.00,238140.00,110226.00,3500.00,52500.00,338742.00,167787.00,31397.00,139558.00,87576.00,30500.00,112905.00,132321.00,298860.00,6705001.00,6545.00,9200.00,19405.00,5507946.00,4421163.00,1086783.00,9974.00,0.00,9974.00,344466.00,32443.00,775022.00,1612818.00,6456887.00
1998:Q2,1953128.00,42836.00,117228.00,89050.00,18936.00,154000.00,528253.00,77849.00,258470.00,132500.00,3000.00,56434.00,342327.00,168463.00,33586.00,140278.00,93943.00,32921.00,113158.00,130126.00,290350.00,6672241.00,6524.00,9200.00,19461.00,5461304.00,4350424.00,1110880.00,10082.00,0.00,10082.00,348225.00,33096.00,784349.00,1684576.00,6403689.00
1998:Q3,1948587.00,46269.00,79224.00,91383.00,20680.00,152079.00,554439.00,80743.00,271846.00,140508.00,3040.00,58302.00,343700.00,167904.00,36992.00,138804.00,84353.00,26420.00,116187.00,131162.00,302691.00,6843007.00,6719.00,9200.00,19886.00,5451268.00,4336375.00,1114893.00,10346.00,0.00,10346.00,352959.00,33099.00,959530.00,1666395.00,6560815.00
1998:Q4,1990369.00,51037.00,56826.00,97889.00,46682.00,155552.00,587283.00,86795.00,280757.00,154103.00,3194.00,62434.00,345637.00,172252.00,36516.00,136869.00,98549.00,34137.00,118509.00,131277.00,266991.00,6739842.00,6899.00,9200.00,19885.00,5528722.00,4395086.00,1133636.00,10117.00,0.00,10117.00,354389.00,33555.00,777075.00,1699495.00,6448968.00
1999:Q1,2030738.00,48262.00,61881.00,100370.00,47759.00,155072.00,612353.00,90942.00,288434.00,164525.00,3272.00,65180.00,349894.00,173027.00,40636.00,136231.00,98553.00,33976.00,122191.00,130525.00,269902.00,6766143.00,6653.00,8200.00,19885.00,5544853.00,4392185.00,1152668.00,10117.00,0.00,10117.00,360381.00,33724.00,782330.00,1732187.00,6467592.00
1999:Q2,2092639.00,45974.00,93657.00,103419.00,48597.00,153653.00,638706.00,94720.00,298601.00,174399.00,3333.00,67653.00,352481.00,173336.00,42787.00,136358.00,97972.00,33606.00,124456.00,135531.00,264587.00,6623269.00,6545.00,8200.00,20402.00,5459419.00,4294362.00,1165057.00,10199.00,0.00,10199.00,368448.00,34398.00,715658.00,1783839.00,6314469.00
1999:Q3,2153309.00,46378.00,95475.00,106869.00,49437.00,152094.00,655890.00,98575.00,299230.00,184518.00,3395.00,70172.00,390572.00,206990.00,46457.00,137125.00,97313.00,33204.00,127194.00,135482.00,263401.00,6742585.00,6799.00,7200.00,20902.00,5457331.00,4290764.00,1166567.00,10163.00,0.00,10163.00,375654.00,34455.00,830081.00,1843916.00,6433192.00
1999:Q4,2217247.00,44452.00,125472.00,112541.00,51169.00,153061.00,684733.00,104326.00,304521.00,198338.00,3519.00,74029.00,387548.00,209546.00,47988.00,130014.00,98289.00,33350.00,127801.00,139545.00,259286.00,6642856.00,6725.00,6200.00,20901.00,5537521.00,4365000.00,1172521.00,8488.00,0.00,8488.00,383035.00,34956.00,645030.00,1904238.00,6329847.00
2000:Q1,2209036.00,44052.00,81018.00,115899.00,52088.00,151373.00,704565.00,108539.00,306266.00,209390.00,3587.00,76783.00,391306.00,208988.00,52264.00,130054.00,97579.00,32914.00,132113.00,146793.00,259336.00,6612648.00,6599.00,6200.00,21441.00,5502228.00,4326404.00,1175824.00,8525.00,0.00,8525.00,395278.00,35248.00,637129.00,1894245.00,6297857.00
2000:Q2,2235290.00,41473.00,92204.00,118358.00,52581.00,148326.00,722685.00,111927.00,309254.00,218932.00,3625.00,78947.00,391520.00,208260.00,54105.00,129155.00,96002.00,32180.00,134438.00,150938.00,254585.00,6519454.00,6552.00,4200.00,22124.00,5329948.00,4147231.00,1182717.00,8584.00,0.00,8584.00,402766.00,35904.00,709376.00,1917452.00,6201616.00
2000:Q3,2250459.00,39682.00,86199.00,121919.00,53455.00,146236.00,739715.00,116187.00,307862.00,230255.00,3690.00,81721.00,393686.00,206856.00,58542.00,128288.00,95056.00,31653.00,136856.00,150119.00,255883.00,6484845.00,6359.00,3200.00,23181.00,5284138.00,4107482.00,1176656.00,8818.00,0.00,8818.00,410469.00,35958.00,712722.00,1933779.00,6168165.00
