date,FU266905005.Q,FU266903001.Q,FU266904101.Q,FU266400101.Q,FU266900005.Q,FU266903011.Q,FU266904001.Q,FU266400201.Q,FU265440005.Q,FU266000105.Q,FU265090005.Q,FU265420005.Q,FU265000005.Q,FU264090005.Q,FU263011205.Q,FU313111303.Q,FU264016005.Q,FU263020005.Q,FU263030005.Q,FU263034003.Q,FU262051003.Q,FU264022005.Q,FU263069103.Q,FU263061105.Q,FU263061110.Q,FU263061120.Q,FU263061705.Q,FU263062003.Q,FU263063005.Q,FU263069500.Q,FU263064105.Q,FU263064203.Q,FU263070003.Q,FU263092001.Q,FU264190005.Q,FU263111005.Q,FU263191005.Q,FU262151003.Q,FU264122005.Q,FU263169105.Q,FU263163005.Q,FU264123005.Q,FU263168005.Q,FU263169005.Q,FU263164103.Q,FU263170003.Q,FU263192005.Q,FU263190005.Q,FU313092803.Q,FU263191103.Q,FU263194735.Q,FU267005005.Q,FU266903005.Q,FU266904005.Q,FU266400101.Q,FU266400201.Q,FU266000005.Q
1972:Q4,24100.00,19798.00,2117.00,2186.00,23405.00,19032.00,4373.00,0.00,-9.00,705.00,1054.00,0.00,1054.00,4701.00,0.00,0.00,-609.00,564.00,946.00,0.00,0.00,1601.00,947.00,-33.00,-869.00,836.00,7.00,0.00,680.00,0.00,1089.00,0.00,708.00,402.00,3647.00,-50.00,352.00,0.00,253.00,0.00,253.00,1654.00,1006.00,648.00,-225.00,537.00,1046.00,80.00,110.00,-30.00,0.00,-350.00,-765.00,2256.00,2186.00,0.00,-696.00
1973:Q1,25509.00,21340.00,2403.00,1766.00,26060.00,20990.00,5070.00,0.00,-9.00,-542.00,2345.00,0.00,2345.00,9392.00,0.00,0.00,-1980.00,-271.00,958.00,0.00,100.00,8136.00,10.00,7690.00,6126.00,1564.00,-8.00,0.00,444.00,189.00,1273.00,0.00,356.00,631.00,7047.00,-213.00,550.00,0.00,133.00,0.00,133.00,1732.00,916.00,816.00,-188.00,113.00,3800.00,1120.00,90.00,30.00,1000.00,-2887.00,-350.00,2668.00,1766.00,0.00,551.00
1973:Q2,27234.00,22367.00,2699.00,2168.00,28586.00,22981.00,5606.00,0.00,-9.00,-1343.00,-3010.00,0.00,-3010.00,2427.00,0.00,0.00,1130.00,1145.00,984.00,0.00,100.00,-2320.00,190.00,-2935.00,-3020.00,85.00,64.00,0.00,361.00,-23.00,128.00,0.00,448.00,835.00,5437.00,-11.00,283.00,0.00,150.00,0.00,150.00,1996.00,1112.00,884.00,-64.00,64.00,2918.00,101.00,76.00,25.00,0.00,1667.00,614.00,2907.00,2168.00,0.00,1352.00
1973:Q3,27584.00,22785.00,2839.00,1960.00,30702.00,24394.00,6308.00,0.00,-10.00,-3109.00,-2196.00,0.00,-2196.00,1412.00,0.00,0.00,-558.00,276.00,118.00,0.00,100.00,-353.00,978.00,-1769.00,-1253.00,-516.00,135.00,0.00,303.00,-142.00,871.00,0.00,561.00,539.00,3608.00,23.00,-276.00,0.00,221.00,0.00,221.00,-533.00,-728.00,195.00,-25.00,551.00,2075.00,1572.00,103.00,-31.00,1500.00,-913.00,1610.00,3469.00,1960.00,0.00,3119.00
1973:Q4,29623.00,24667.00,2982.00,1974.00,33462.00,26905.00,6557.00,0.00,-9.00,-3830.00,-7277.00,0.00,-7277.00,147.00,0.00,0.00,-1282.00,2684.00,752.00,0.00,100.00,-3975.00,-877.00,-3143.00,-1832.00,-1311.00,-139.00,0.00,184.00,8.00,491.00,0.00,574.00,795.00,7424.00,43.00,600.00,0.00,454.00,0.00,454.00,2118.00,1415.00,703.00,-9.00,975.00,2560.00,683.00,104.00,579.00,0.00,3447.00,2238.00,3576.00,1974.00,0.00,3839.00
1974:Q1,32465.00,27579.00,3151.00,1736.00,36595.00,29177.00,7418.00,0.00,-9.00,-4121.00,4046.00,0.00,4046.00,7807.00,0.00,0.00,5446.00,488.00,-462.00,0.00,100.00,-358.00,113.00,-767.00,-383.00,-384.00,187.00,0.00,109.00,19.00,376.00,0.00,414.00,1784.00,3761.00,246.00,400.00,0.00,692.00,15.00,677.00,974.00,1470.00,-496.00,-77.00,1598.00,-850.00,778.00,97.00,181.00,500.00,-8167.00,1599.00,4267.00,1736.00,0.00,4130.00
1974:Q2,38583.00,32346.00,3483.00,2755.00,39249.00,31667.00,7582.00,0.00,-9.00,-657.00,-5452.00,0.00,-5452.00,3219.00,0.00,0.00,-4524.00,1365.00,2076.00,0.00,-25.00,3438.00,100.00,2706.00,2525.00,181.00,139.00,0.00,493.00,67.00,-25.00,0.00,308.00,539.00,8671.00,358.00,-200.00,0.00,459.00,-14.00,473.00,5975.00,3299.00,2676.00,-201.00,601.00,2128.00,-449.00,142.00,-591.00,0.00,4795.00,-679.00,4099.00,2755.00,0.00,666.00
1974:Q3,39198.00,33403.00,3796.00,1999.00,39275.00,31660.00,7616.00,0.00,-9.00,-68.00,-1703.00,0.00,-1703.00,5776.00,0.00,0.00,-179.00,27.00,3881.00,0.00,-25.00,-169.00,100.00,-705.00,-535.00,-170.00,-50.00,0.00,486.00,26.00,91.00,0.00,514.00,1610.00,7479.00,1003.00,-400.00,0.00,504.00,89.00,415.00,1293.00,-958.00,2251.00,-133.00,314.00,4460.00,438.00,82.00,-144.00,500.00,1635.00,-1743.00,3819.00,1999.00,0.00,77.00
1974:Q4,40253.00,34138.00,3870.00,2245.00,41351.00,34146.00,7205.00,0.00,-9.00,-1089.00,-1126.00,0.00,-1126.00,6737.00,0.00,0.00,-978.00,1932.00,2236.00,0.00,-25.00,1968.00,100.00,2733.00,1717.00,1016.00,-743.00,0.00,-122.00,109.00,-203.00,0.00,870.00,828.00,7863.00,-137.00,0.00,0.00,898.00,91.00,807.00,3132.00,845.00,2287.00,-108.00,535.00,3314.00,229.00,216.00,13.00,0.00,37.00,8.00,3335.00,2245.00,0.00,1098.00
1975:Q1,37601.00,31222.00,3882.00,2497.00,42074.00,35342.00,6731.00,0.00,-12.00,-4460.00,-5498.00,0.00,-5498.00,1289.00,0.00,0.00,-5427.00,-1702.00,94.00,0.00,-25.00,6572.00,150.00,6050.00,4903.00,1147.00,142.00,0.00,230.00,37.00,652.00,0.00,810.00,278.00,6787.00,325.00,76.00,0.00,2182.00,74.00,2108.00,-163.00,-1232.00,1069.00,-177.00,-188.00,4109.00,623.00,152.00,-29.00,500.00,1038.00,4120.00,2849.00,2497.00,0.00,4472.00
1975:Q2,35476.00,28811.00,3718.00,2946.00,40839.00,34207.00,6632.00,0.00,-15.00,-5349.00,-7450.00,0.00,-7450.00,179.00,0.00,0.00,-4130.00,1277.00,828.00,0.00,-25.00,373.00,150.00,390.00,-1815.00,2205.00,-122.00,0.00,-45.00,-52.00,592.00,0.00,446.00,870.00,7629.00,29.00,-200.00,0.00,1354.00,133.00,1221.00,2059.00,2002.00,57.00,-236.00,223.00,4274.00,126.00,119.00,7.00,0.00,2102.00,5396.00,2914.00,2946.00,0.00,5364.00
1975:Q3,35949.00,30514.00,3773.00,1663.00,40547.00,33525.00,7022.00,0.00,-15.00,-4582.00,-1476.00,0.00,-1476.00,4305.00,0.00,0.00,4115.00,-110.00,284.00,0.00,-13.00,-1105.00,100.00,-723.00,-1636.00,913.00,-433.00,0.00,-49.00,11.00,991.00,0.00,46.00,86.00,5781.00,333.00,450.00,0.00,1285.00,19.00,1266.00,1897.00,1996.00,-99.00,-328.00,494.00,1495.00,155.00,200.00,-45.00,0.00,-3106.00,3011.00,3250.00,1663.00,0.00,4597.00
1975:Q4,37866.00,32183.00,3647.00,2036.00,43271.00,35633.00,7639.00,0.00,-15.00,-5391.00,-7664.00,0.00,-7664.00,2716.00,0.00,0.00,-4417.00,1419.00,250.00,0.00,-12.00,2607.00,100.00,1531.00,794.00,737.00,323.00,0.00,653.00,76.00,818.00,0.00,606.00,1369.00,10380.00,161.00,500.00,0.00,2725.00,152.00,2573.00,2787.00,1093.00,1694.00,-180.00,262.00,4366.00,-241.00,183.00,76.00,-500.00,2273.00,3450.00,3992.00,2036.00,0.00,5406.00
1976:Q1,40455.00,34735.00,3910.00,1811.00,43743.00,35897.00,7846.00,0.00,-15.00,-3273.00,-5649.00,0.00,-5649.00,4208.00,0.00,0.00,-651.00,-502.00,-1394.00,0.00,-25.00,2817.00,75.00,2435.00,135.00,2300.00,76.00,0.00,231.00,-35.00,949.00,0.00,1577.00,1472.00,9857.00,777.00,656.00,0.00,2503.00,148.00,2355.00,1699.00,955.00,744.00,112.00,-130.00,4033.00,207.00,155.00,52.00,0.00,2376.00,1163.00,3937.00,1811.00,0.00,3288.00
1976:Q2,42470.00,36779.00,3902.00,1789.00,44719.00,36655.00,8064.00,0.00,-12.00,-2237.00,-8842.00,0.00,-8842.00,652.00,1.00,0.00,-3716.00,1114.00,-435.00,0.00,-13.00,2380.00,75.00,1574.00,686.00,888.00,311.00,0.00,420.00,87.00,102.00,0.00,46.00,1086.00,9494.00,1578.00,513.00,0.00,1560.00,213.00,1347.00,2961.00,1841.00,1120.00,58.00,183.00,2327.00,314.00,364.00,-150.00,100.00,6606.00,-124.00,4161.00,1789.00,0.00,2249.00
1976:Q3,45481.00,38962.00,3859.00,2660.00,46082.00,37944.00,8139.00,0.00,-12.00,-590.00,3016.00,0.00,3016.00,9459.00,0.00,0.00,1932.00,979.00,-735.00,0.00,-12.00,4744.00,75.00,4286.00,1862.00,2424.00,72.00,0.00,311.00,116.00,-18.00,0.00,1454.00,999.00,6443.00,408.00,-178.00,0.00,2799.00,220.00,2579.00,120.00,-508.00,628.00,172.00,-407.00,3301.00,228.00,345.00,-17.00,-100.00,-3606.00,-1018.00,4280.00,2660.00,0.00,602.00
1976:Q4,46378.00,40670.00,3846.00,1862.00,47334.00,39019.00,8315.00,0.00,-12.00,-945.00,-6681.00,0.00,-6681.00,5606.00,0.00,0.00,-3415.00,2923.00,665.00,0.00,-25.00,4232.00,75.00,3807.00,624.00,3183.00,106.00,0.00,244.00,2.00,-174.00,0.00,608.00,790.00,12287.00,-207.00,678.00,0.00,2391.00,142.00,2249.00,6452.00,4488.00,1964.00,13.00,352.00,2288.00,320.00,238.00,-18.00,100.00,5737.00,-1651.00,4469.00,1862.00,0.00,957.00
1977:Q1,49789.00,44108.00,3754.00,1927.00,47784.00,38839.00,8945.00,0.00,-13.00,2019.00,2226.00,0.00,2226.00,5498.00,-60.00,0.00,-1069.00,-1533.00,-552.00,0.00,-25.00,7033.00,100.00,6286.00,2811.00,3475.00,113.00,0.00,534.00,147.00,330.00,0.00,247.00,980.00,3272.00,362.00,846.00,0.00,881.00,326.00,555.00,-1036.00,-2475.00,1439.00,194.00,-149.00,2057.00,117.00,185.00,-68.00,0.00,-208.00,-5270.00,5191.00,1927.00,0.00,-2006.00
1977:Q2,51925.00,45760.00,4051.00,2114.00,49715.00,40477.00,9238.00,0.00,-15.00,2226.00,299.00,0.00,299.00,9104.00,0.00,0.00,-776.00,1032.00,1457.00,0.00,-13.00,6035.00,100.00,3754.00,556.00,3198.00,717.00,29.00,1435.00,-48.00,275.00,0.00,177.00,965.00,8805.00,24.00,1444.00,0.00,1875.00,208.00,1667.00,1222.00,351.00,871.00,117.00,-207.00,4005.00,325.00,227.00,98.00,0.00,1927.00,-5284.00,5187.00,2114.00,0.00,-2211.00
1977:Q3,52078.00,45726.00,4311.00,2041.00,50114.00,40581.00,9533.00,0.00,-18.00,1982.00,9832.00,0.00,9832.00,17116.00,0.00,0.00,6049.00,365.00,-1369.00,0.00,-12.00,9978.00,100.00,8175.00,-929.00,9104.00,736.00,28.00,939.00,-46.00,139.00,0.00,989.00,1023.00,7284.00,-112.00,-741.00,0.00,2026.00,146.00,1880.00,3493.00,2167.00,1326.00,297.00,-556.00,2677.00,200.00,243.00,-43.00,0.00,-7850.00,-5145.00,5221.00,2041.00,0.00,-1964.00
1977:Q4,53670.00,46848.00,4792.00,2030.00,48937.00,39452.00,9484.00,0.00,-18.00,4752.00,8677.00,0.00,8677.00,16486.00,-61.00,0.00,-5024.00,3987.00,795.00,0.00,-25.00,14917.00,100.00,12511.00,5724.00,6787.00,1143.00,29.00,1134.00,97.00,580.00,0.00,460.00,760.00,7809.00,-17.00,-234.00,0.00,834.00,-115.00,949.00,4086.00,3011.00,1075.00,-200.00,-57.00,3102.00,295.00,215.00,-20.00,100.00,-3925.00,-7396.00,4692.00,2030.00,0.00,-4734.00
1978:Q1,58020.00,50821.00,5095.00,2105.00,51768.00,41150.00,10618.00,0.00,-21.00,6274.00,7005.00,0.00,7005.00,13903.00,1.00,0.00,-4395.00,-1335.00,1683.00,0.00,700.00,14354.00,100.00,13785.00,12134.00,1651.00,224.00,28.00,217.00,148.00,341.00,0.00,1051.00,1355.00,6898.00,-187.00,1285.00,0.00,1425.00,87.00,1338.00,-661.00,923.00,-1584.00,-223.00,-50.00,4874.00,435.00,292.00,43.00,100.00,-732.00,-9671.00,5523.00,2105.00,0.00,-6253.00
1978:Q2,60414.00,52210.00,5959.00,2245.00,57200.00,46554.00,10646.00,0.00,-21.00,3235.00,522.00,0.00,522.00,6827.00,0.00,0.00,4856.00,597.00,763.00,0.00,634.00,-3771.00,100.00,-5016.00,-3936.00,-1080.00,403.00,29.00,713.00,250.00,964.00,0.00,221.00,2313.00,6305.00,-248.00,151.00,0.00,1431.00,254.00,1177.00,2317.00,1476.00,841.00,-83.00,-50.00,3947.00,-1160.00,142.00,-12.00,-1290.00,2713.00,-5656.00,4687.00,2245.00,0.00,-3214.00
1978:Q3,62232.00,53766.00,6337.00,2129.00,59385.00,47826.00,11560.00,0.00,-21.00,2868.00,11475.00,0.00,11475.00,17451.00,0.00,0.00,9670.00,-313.00,230.00,0.00,29.00,3545.00,100.00,2025.00,-412.00,2437.00,885.00,28.00,507.00,369.00,-26.00,0.00,1327.00,2620.00,5976.00,-115.00,-579.00,0.00,874.00,392.00,482.00,3465.00,4773.00,-1308.00,28.00,-50.00,2147.00,206.00,192.00,-22.00,36.00,-8608.00,-5940.00,5223.00,2129.00,0.00,-2847.00
1978:Q4,65097.00,55454.00,7280.00,2363.00,64782.00,51354.00,13428.00,0.00,-24.00,340.00,-2828.00,0.00,-2828.00,18578.00,-65.00,0.00,-4708.00,3042.00,1573.00,0.00,763.00,15318.00,165.00,14976.00,11510.00,3466.00,-239.00,29.00,387.00,-511.00,41.00,0.00,1517.00,1608.00,21406.00,-247.00,1592.00,0.00,1280.00,300.00,980.00,13638.00,11095.00,2543.00,-73.00,-43.00,4731.00,528.00,241.00,122.00,165.00,3168.00,-4100.00,6148.00,2363.00,0.00,-316.00
1979:Q1,67774.00,57457.00,7985.00,2333.00,67322.00,52917.00,14405.00,0.00,-24.00,477.00,-751.00,0.00,-751.00,13698.00,0.00,1139.00,18107.00,-2480.00,444.00,0.00,-230.00,-5559.00,535.00,-6268.00,-7493.00,1225.00,-6.00,33.00,147.00,440.00,424.00,0.00,-140.00,1553.00,14449.00,3585.00,5230.00,0.00,1105.00,226.00,879.00,-2266.00,-3455.00,1189.00,29.00,-268.00,6150.00,884.00,163.00,47.00,674.00,1228.00,-4540.00,6420.00,2333.00,0.00,-453.00
1979:Q2,71928.00,60774.00,8664.00,2490.00,71253.00,55227.00,16027.00,0.00,-27.00,702.00,-11028.00,0.00,-11028.00,2478.00,0.00,0.00,5328.00,3144.00,-953.00,0.00,1003.00,-11576.00,500.00,-12917.00,-13164.00,247.00,111.00,33.00,697.00,537.00,276.00,0.00,1366.00,3353.00,13506.00,-322.00,-372.00,0.00,672.00,135.00,537.00,4505.00,1999.00,2506.00,-45.00,490.00,7672.00,906.00,146.00,-17.00,777.00,11730.00,-5548.00,7363.00,2490.00,0.00,-675.00
1979:Q3,76315.00,64327.00,9330.00,2658.00,76923.00,58570.00,18353.00,0.00,-27.00,-581.00,-833.00,0.00,-833.00,22448.00,0.00,0.00,6752.00,1322.00,1420.00,0.00,57.00,8364.00,500.00,6528.00,4884.00,1644.00,392.00,33.00,911.00,581.00,137.00,0.00,433.00,3382.00,23281.00,-2779.00,5293.00,0.00,2458.00,735.00,1723.00,10306.00,6712.00,3594.00,608.00,971.00,7181.00,-757.00,133.00,-41.00,-849.00,252.00,-5757.00,9024.00,2658.00,0.00,608.00
1979:Q4,83600.00,70117.00,10412.00,3071.00,82953.00,63416.00,19537.00,0.00,-30.00,677.00,-9263.00,0.00,-9263.00,-5303.00,-65.00,0.00,-9900.00,3960.00,239.00,0.00,857.00,-4232.00,412.00,-5718.00,-3856.00,-1862.00,48.00,33.00,993.00,429.00,193.00,0.00,-372.00,3588.00,3960.00,583.00,-369.00,0.00,1139.00,577.00,562.00,-2678.00,-2201.00,-477.00,433.00,351.00,5818.00,-1317.00,110.00,-14.00,-1413.00,9940.00,-6700.00,9125.00,3071.00,0.00,-647.00
1980:Q1,90687.00,76078.00,11396.00,3213.00,88021.00,67127.00,20894.00,0.00,-30.00,2697.00,-1154.00,0.00,-1154.00,15163.00,0.00,1152.00,7397.00,-184.00,-259.00,0.00,-364.00,1522.00,238.00,-2057.00,-4126.00,2069.00,1149.00,33.00,2159.00,564.00,1996.00,0.00,18.00,3321.00,16317.00,3268.00,3158.00,0.00,769.00,664.00,105.00,257.00,-2742.00,2999.00,682.00,580.00,6609.00,994.00,216.00,-164.00,942.00,3851.00,-8951.00,9497.00,3213.00,0.00,-2667.00
1980:Q2,86792.00,73150.00,10953.00,2689.00,89253.00,69347.00,19906.00,0.00,-32.00,-2430.00,-10477.00,0.00,-10477.00,3307.00,0.00,0.00,-23725.00,4410.00,995.00,0.00,497.00,5533.00,250.00,3089.00,3746.00,-657.00,46.00,33.00,2115.00,2116.00,283.00,0.00,7442.00,5756.00,13784.00,-502.00,1733.00,0.00,1223.00,314.00,909.00,6506.00,3265.00,3241.00,478.00,886.00,3686.00,-226.00,171.00,-49.00,-348.00,8048.00,-3802.00,8953.00,2689.00,0.00,2462.00
1980:Q3,82846.00,69800.00,10114.00,2932.00,89886.00,71168.00,18717.00,0.00,-33.00,-7007.00,-10645.00,0.00,-10645.00,3619.00,0.00,0.00,-4180.00,-3324.00,-764.00,0.00,282.00,6888.00,250.00,3516.00,2538.00,978.00,627.00,35.00,2460.00,-305.00,48.00,0.00,261.00,4713.00,14264.00,1109.00,-2357.00,0.00,382.00,297.00,85.00,6849.00,4676.00,2173.00,859.00,2204.00,4533.00,685.00,287.00,-9.00,407.00,3639.00,1368.00,8604.00,2932.00,0.00,7040.00
1980:Q4,91028.00,74800.00,12444.00,3784.00,92705.00,73129.00,19576.00,0.00,-33.00,-1644.00,-6950.00,0.00,-6950.00,15194.00,0.00,0.00,-3964.00,1888.00,1004.00,0.00,-133.00,11040.00,184.00,7805.00,6864.00,941.00,723.00,34.00,2294.00,-761.00,1905.00,0.00,1087.00,3128.00,22144.00,4279.00,1945.00,0.00,1230.00,1127.00,103.00,6869.00,6581.00,288.00,347.00,-1851.00,8109.00,1216.00,121.00,-20.00,1115.00,5306.00,-1671.00,7132.00,3784.00,0.00,1677.00
1981:Q1,97385.00,79931.00,13584.00,3869.00,97802.00,76367.00,21435.00,0.00,-32.00,-386.00,-8292.00,0.00,-8292.00,11475.00,100.00,1093.00,-5683.00,-1776.00,-867.00,0.00,-319.00,11818.00,-334.00,8628.00,4664.00,3964.00,581.00,33.00,2910.00,3210.00,1648.00,0.00,-895.00,3146.00,19767.00,4529.00,6535.00,0.00,1843.00,1528.00,315.00,1273.00,-2068.00,3341.00,158.00,1961.00,3337.00,131.00,195.00,-168.00,104.00,7907.00,-3564.00,7851.00,3869.00,0.00,418.00
1981:Q2,99507.00,80491.00,14933.00,4083.00,99550.00,77114.00,22437.00,0.00,-30.00,-13.00,-3444.00,0.00,-3444.00,14582.00,0.00,0.00,2145.00,2422.00,1050.00,0.00,-547.00,1224.00,-300.00,-1337.00,-2531.00,1194.00,655.00,33.00,2173.00,365.00,2903.00,0.00,-274.00,5294.00,18026.00,905.00,1198.00,0.00,2420.00,1081.00,1339.00,5729.00,1903.00,3826.00,225.00,-1549.00,6334.00,2764.00,323.00,177.00,2264.00,3431.00,-3377.00,7503.00,4083.00,0.00,43.00
1981:Q3,97793.00,77474.00,15804.00,4515.00,99561.00,75584.00,23977.00,0.00,-30.00,-1738.00,-1092.00,0.00,-1092.00,11258.00,2.00,0.00,5631.00,295.00,-501.00,0.00,-128.00,-1307.00,-300.00,-5063.00,-7359.00,2296.00,631.00,34.00,3391.00,2699.00,94.00,0.00,-1032.00,5505.00,12350.00,4.00,818.00,0.00,1505.00,524.00,981.00,4424.00,3265.00,1159.00,-284.00,-366.00,2406.00,3843.00,316.00,-31.00,3558.00,-646.00,-1890.00,8174.00,4515.00,0.00,1768.00
1981:Q4,99201.00,79862.00,14768.00,4571.00,100349.00,76174.00,24176.00,0.00,-30.00,-1118.00,-769.00,0.00,-769.00,11225.00,1.00,0.00,-12828.00,-3167.00,2590.00,0.00,1003.00,7347.00,-359.00,5718.00,2946.00,2772.00,-310.00,33.00,2265.00,4624.00,184.00,0.00,220.00,11251.00,11994.00,-262.00,1868.00,0.00,3593.00,741.00,2852.00,2644.00,-73.00,2717.00,114.00,277.00,3379.00,381.00,308.00,-143.00,216.00,-349.00,-3688.00,9407.00,4571.00,0.00,1148.00
1982:Q1,97718.00,77369.00,15583.00,4766.00,97882.00,73301.00,24581.00,0.00,-30.00,-133.00,12858.00,0.00,12858.00,26267.00,1.00,0.00,22086.00,-3943.00,1774.00,0.00,466.00,2940.00,-441.00,-30.00,-5142.00,5112.00,-70.00,33.00,3448.00,1253.00,892.00,0.00,-1338.00,2136.00,13409.00,1089.00,5363.00,0.00,1377.00,552.00,825.00,-451.00,-2240.00,1789.00,-197.00,-3269.00,6786.00,2711.00,213.00,63.00,2435.00,-12991.00,-4069.00,8998.00,4766.00,0.00,163.00
1982:Q2,96119.00,74779.00,16564.00,4776.00,100478.00,73682.00,26796.00,0.00,-29.00,-4330.00,-5888.00,0.00,-5888.00,10159.00,1.00,0.00,-9412.00,2931.00,4279.00,0.00,726.00,6105.00,-400.00,-1.00,-1341.00,1340.00,528.00,34.00,5944.00,614.00,945.00,0.00,694.00,3276.00,16047.00,1132.00,1112.00,0.00,2076.00,1719.00,357.00,1760.00,-1959.00,3719.00,113.00,-468.00,4895.00,5427.00,285.00,225.00,4917.00,1558.00,-1097.00,10232.00,4776.00,0.00,4359.00
1982:Q3,98780.00,77321.00,16606.00,4854.00,95271.00,69909.00,25363.00,0.00,-27.00,3536.00,3036.00,0.00,3036.00,713.00,1.00,0.00,-12508.00,-1551.00,1096.00,0.00,274.00,8364.00,-400.00,6245.00,2758.00,3487.00,-389.00,33.00,2875.00,2831.00,398.00,0.00,-1105.00,2913.00,-2323.00,794.00,-7127.00,0.00,3089.00,-164.00,3253.00,3686.00,-775.00,4461.00,144.00,-551.00,2453.00,-4811.00,257.00,52.00,-5120.00,500.00,-7412.00,8757.00,4854.00,0.00,-3509.00
1982:Q4,94886.00,73715.00,15731.00,5441.00,90573.00,66319.00,24254.00,0.00,-27.00,4341.00,9985.00,0.00,9985.00,25163.00,0.00,0.00,3642.00,1370.00,3224.00,0.00,116.00,8698.00,-471.00,6593.00,4039.00,2554.00,-430.00,33.00,2973.00,46.00,1419.00,0.00,2338.00,4310.00,15178.00,1949.00,2656.00,0.00,1938.00,-243.00,2181.00,2778.00,-534.00,3312.00,1307.00,286.00,4046.00,218.00,252.00,21.00,-55.00,-5645.00,-7396.00,8523.00,5441.00,0.00,-4314.00
1983:Q1,93101.00,73813.00,14938.00,4350.00,91126.00,67675.00,23451.00,0.00,-27.00,2002.00,-10842.00,0.00,-10842.00,3058.00,0.00,0.00,-6488.00,887.00,-1206.00,0.00,62.00,7716.00,1116.00,5925.00,3143.00,2782.00,-433.00,34.00,1074.00,1355.00,2607.00,0.00,-3084.00,1209.00,13900.00,787.00,2225.00,0.00,2320.00,1733.00,587.00,2283.00,4427.00,-2144.00,962.00,-159.00,2800.00,2682.00,415.00,77.00,2190.00,12844.00,-6137.00,8513.00,4350.00,0.00,-1975.00
1983:Q2,99736.00,79488.00,15513.00,4736.00,92827.00,68129.00,24698.00,0.00,-26.00,6936.00,7371.00,0.00,7371.00,15876.00,0.00,0.00,712.00,2033.00,736.00,0.00,-28.00,6569.00,-313.00,5111.00,2567.00,2544.00,7.00,33.00,1731.00,1940.00,1135.00,0.00,-799.00,3578.00,8505.00,-16.00,-929.00,0.00,2822.00,1770.00,1052.00,1100.00,379.00,721.00,1761.00,-1140.00,4279.00,628.00,225.00,38.00,365.00,-435.00,-11359.00,9185.00,4736.00,0.00,-6910.00
1983:Q3,107832.00,85845.00,16844.00,5143.00,95856.00,69545.00,26310.00,0.00,-24.00,12000.00,6042.00,0.00,6042.00,17328.00,0.00,0.00,7676.00,130.00,-326.00,0.00,154.00,1230.00,-173.00,397.00,2724.00,-2327.00,-207.00,33.00,1180.00,546.00,873.00,0.00,2941.00,4104.00,11286.00,-529.00,2264.00,0.00,1382.00,829.00,553.00,829.00,-782.00,1611.00,755.00,-9.00,6062.00,532.00,349.00,-38.00,221.00,5959.00,-16300.00,9467.00,5143.00,0.00,-11976.00
1983:Q4,113261.00,89493.00,17503.00,6266.00,99070.00,71647.00,27423.00,0.00,-24.00,14216.00,8659.00,0.00,8659.00,25568.00,0.00,0.00,9721.00,2637.00,1816.00,0.00,485.00,7272.00,157.00,4227.00,4606.00,-379.00,615.00,34.00,2239.00,1905.00,380.00,0.00,-128.00,1480.00,16909.00,953.00,2891.00,0.00,3043.00,2154.00,889.00,2876.00,-401.00,3277.00,204.00,1398.00,4830.00,714.00,380.00,-27.00,361.00,5557.00,-17846.00,9920.00,6266.00,0.00,-14192.00
1984:Q1,121586.00,96995.00,19449.00,5143.00,101952.00,73243.00,28709.00,0.00,-22.00,19656.00,-67.00,0.00,-67.00,16023.00,0.00,0.00,-423.00,-103.00,-245.00,0.00,-475.00,5515.00,1168.00,1676.00,1532.00,144.00,-55.00,33.00,2693.00,5933.00,325.00,0.00,695.00,4801.00,16090.00,657.00,4865.00,0.00,2305.00,2618.00,-313.00,587.00,-822.00,1409.00,-445.00,496.00,4871.00,2754.00,324.00,252.00,2178.00,19723.00,-23751.00,9260.00,5143.00,0.00,-19634.00
1984:Q2,128333.00,101625.00,21417.00,5291.00,106352.00,75550.00,30802.00,0.00,-23.00,22004.00,14108.00,0.00,14108.00,38761.00,0.00,0.00,7690.00,1694.00,3893.00,0.00,-157.00,8969.00,260.00,6065.00,2662.00,3403.00,182.00,33.00,2429.00,7503.00,-674.00,0.00,921.00,8922.00,24653.00,565.00,1525.00,0.00,7150.00,6358.00,792.00,6679.00,-677.00,7356.00,-28.00,382.00,5532.00,2848.00,311.00,-3.00,2540.00,7896.00,-26075.00,9385.00,5291.00,0.00,-21981.00
1984:Q3,130868.00,102398.00,22484.00,5987.00,108259.00,76436.00,31823.00,0.00,-25.00,22634.00,29246.00,0.00,29246.00,15518.00,0.00,0.00,-102.00,-96.00,720.00,0.00,-267.00,9432.00,1176.00,4732.00,939.00,3793.00,466.00,34.00,3024.00,3804.00,-1679.00,0.00,-787.00,4493.00,-13729.00,799.00,-5164.00,0.00,-3399.00,-3809.00,410.00,-5354.00,-2269.00,-3085.00,696.00,-1321.00,4398.00,-4383.00,376.00,130.00,-4889.00,-6612.00,-25961.00,9339.00,5987.00,0.00,-22609.00
