date,FU266905005.Q,FU266903001.Q,FU266904101.Q,FU266400101.Q,FU266900005.Q,FU266903011.Q,FU266904001.Q,FU266400201.Q,FU265440005.Q,FU266000105.Q,FU265090005.Q,FU265420005.Q,FU265000005.Q,FU264090005.Q,FU263011205.Q,FU313111303.Q,FU264016005.Q,FU263020005.Q,FU263030005.Q,FU263034003.Q,FU262051003.Q,FU264022005.Q,FU263069103.Q,FU263061105.Q,FU263061110.Q,FU263061120.Q,FU263061705.Q,FU263062003.Q,FU263063005.Q,FU263069500.Q,FU263064105.Q,FU263064203.Q,FU263070003.Q,FU263092001.Q,FU264190005.Q,FU263111005.Q,FU263191005.Q,FU262151003.Q,FU264122005.Q,FU263169105.Q,FU263163005.Q,FU264123005.Q,FU263168005.Q,FU263169005.Q,FU263164103.Q,FU263170003.Q,FU263192005.Q,FU263190005.Q,FU313092803.Q,FU263191103.Q,FU263194735.Q,FU267005005.Q,FU266903005.Q,FU266904005.Q,FU266400101.Q,FU266400201.Q,FU266000005.Q
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,15161.00,10060.00,575.00,4526.00,17578.00,15547.00,2031.00,0.00,0.00,-2417.00,-3244.00,0.00,-3244.00,-915.00,-1531.00,0.00,179.00,481.00,21.00,0.00,0.00,101.00,49.00,100.00,0.00,100.00,0.00,0.00,-48.00,0.00,-144.00,0.00,-56.00,34.00,2329.00,356.00,-41.00,0.00,80.00,0.00,80.00,1347.00,240.00,1107.00,-65.00,19.00,721.00,-88.00,0.00,-88.00,0.00,827.00,5487.00,1456.00,4526.00,0.00,2417.00
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,15549.00,9249.00,664.00,5636.00,16428.00,14484.00,1944.00,0.00,0.00,-879.00,-841.00,0.00,-841.00,322.00,-164.00,0.00,335.00,-211.00,142.00,0.00,0.00,226.00,31.00,100.00,0.00,100.00,0.00,0.00,95.00,0.00,-21.00,0.00,-41.00,56.00,1163.00,169.00,0.00,0.00,-9.00,0.00,-9.00,182.00,-286.00,468.00,-9.00,-3.00,660.00,173.00,0.00,173.00,0.00,-38.00,5235.00,1280.00,5636.00,0.00,879.00
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,16379.00,11612.00,746.00,4021.00,14536.00,12350.00,2186.00,0.00,0.00,1843.00,3214.00,0.00,3214.00,3818.00,1743.00,0.00,225.00,47.00,227.00,0.00,0.00,1448.00,58.00,1400.00,0.00,1400.00,0.00,0.00,-10.00,0.00,3.00,0.00,45.00,80.00,604.00,-16.00,47.00,0.00,251.00,0.00,251.00,-103.00,-282.00,179.00,-227.00,-4.00,621.00,35.00,0.00,35.00,0.00,-1371.00,738.00,1440.00,4021.00,0.00,-1843.00
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,18978.00,14586.00,864.00,3528.00,19855.00,17099.00,2756.00,0.00,0.00,-877.00,-776.00,0.00,-776.00,234.00,-52.00,0.00,603.00,-335.00,-288.00,0.00,0.00,75.00,91.00,-22.00,0.00,-22.00,0.00,0.00,6.00,0.00,120.00,0.00,21.00,90.00,1010.00,-20.00,34.00,0.00,277.00,0.00,277.00,364.00,153.00,211.00,-201.00,45.00,508.00,3.00,0.00,3.00,0.00,-101.00,2513.00,1892.00,3528.00,0.00,877.00
1952:Q1,4493.00,3740.00,203.00,550.00,5373.00,4670.00,704.00,0.00,0.00,-881.00,-801.00,0.00,-801.00,-440.00,-556.00,0.00,162.00,-5.00,-6.00,0.00,0.00,-97.00,-12.00,-92.00,0.00,-92.00,0.00,0.00,7.00,0.00,4.00,0.00,-3.00,61.00,361.00,40.00,-7.00,0.00,39.00,0.00,39.00,178.00,23.00,155.00,-25.00,-28.00,170.00,-6.00,0.00,-6.00,0.00,-80.00,930.00,500.00,550.00,0.00,881.00
1952:Q2,4587.00,3658.00,218.00,711.00,4868.00,4145.00,723.00,0.00,0.00,-282.00,-92.00,0.00,-92.00,468.00,-105.00,0.00,110.00,123.00,37.00,0.00,0.00,110.00,-13.00,117.00,0.00,117.00,0.00,0.00,6.00,0.00,85.00,0.00,2.00,106.00,560.00,-20.00,18.00,0.00,49.00,0.00,49.00,168.00,6.00,162.00,-22.00,7.00,366.00,-6.00,0.00,-6.00,0.00,-190.00,488.00,505.00,711.00,0.00,282.00
1952:Q3,4791.00,3813.00,221.00,758.00,4528.00,3812.00,716.00,0.00,0.00,264.00,387.00,0.00,387.00,647.00,7.00,0.00,-222.00,484.00,-41.00,0.00,0.00,398.00,20.00,365.00,0.00,365.00,0.00,0.00,13.00,0.00,-105.00,0.00,32.00,94.00,260.00,10.00,-4.00,0.00,-83.00,0.00,-83.00,175.00,9.00,166.00,105.00,-7.00,77.00,-13.00,0.00,-13.00,0.00,-124.00,-1.00,496.00,758.00,0.00,-264.00
1952:Q4,4855.00,4086.00,230.00,540.00,4547.00,3832.00,714.00,0.00,0.00,309.00,-115.00,0.00,-115.00,86.00,274.00,0.00,32.00,-352.00,151.00,0.00,0.00,-169.00,21.00,-200.00,0.00,-200.00,0.00,0.00,10.00,0.00,271.00,0.00,8.00,-129.00,201.00,6.00,-23.00,0.00,22.00,0.00,22.00,-85.00,0.00,-85.00,-25.00,56.00,239.00,11.00,0.00,11.00,0.00,424.00,-253.00,485.00,540.00,0.00,-309.00
1953:Q1,4825.00,3949.00,229.00,647.00,4488.00,3782.00,706.00,0.00,0.00,337.00,478.00,0.00,478.00,580.00,603.00,0.00,-16.00,-169.00,45.00,0.00,0.00,121.00,-3.00,141.00,0.00,141.00,0.00,0.00,-17.00,0.00,-136.00,0.00,-3.00,135.00,102.00,-2.00,27.00,0.00,51.00,0.00,51.00,-85.00,-44.00,-41.00,-54.00,-25.00,179.00,11.00,0.00,11.00,0.00,-141.00,-167.00,477.00,647.00,0.00,-337.00
1953:Q2,4998.00,4112.00,229.00,657.00,4541.00,3799.00,742.00,0.00,0.00,457.00,339.00,0.00,339.00,442.00,128.00,0.00,41.00,-47.00,117.00,0.00,0.00,231.00,-1.00,214.00,0.00,214.00,0.00,0.00,18.00,0.00,-93.00,0.00,-26.00,91.00,103.00,-42.00,-28.00,0.00,-125.00,0.00,-125.00,-44.00,-106.00,62.00,93.00,36.00,235.00,-22.00,0.00,-22.00,0.00,118.00,-313.00,513.00,657.00,0.00,-457.00
1953:Q3,4923.00,4077.00,237.00,609.00,4628.00,3939.00,689.00,0.00,0.00,295.00,440.00,0.00,440.00,738.00,301.00,0.00,15.00,-55.00,81.00,0.00,0.00,299.00,51.00,233.00,0.00,233.00,0.00,0.00,15.00,0.00,-46.00,0.00,1.00,142.00,298.00,21.00,11.00,0.00,-45.00,0.00,-45.00,112.00,-95.00,207.00,29.00,-11.00,185.00,-4.00,0.00,-4.00,0.00,-145.00,-138.00,452.00,609.00,0.00,-295.00
1953:Q4,4732.00,3877.00,249.00,606.00,4499.00,3793.00,706.00,0.00,0.00,233.00,-41.00,0.00,-41.00,195.00,129.00,0.00,-116.00,-181.00,358.00,0.00,0.00,23.00,45.00,-21.00,0.00,-21.00,0.00,0.00,-1.00,0.00,220.00,0.00,-28.00,-210.00,236.00,-72.00,29.00,0.00,7.00,0.00,7.00,160.00,117.00,43.00,-7.00,-19.00,136.00,2.00,0.00,2.00,0.00,274.00,-84.00,457.00,606.00,0.00,-233.00
1954:Q1,4467.00,3695.00,239.00,533.00,4345.00,3606.00,739.00,0.00,0.00,122.00,975.00,0.00,975.00,944.00,56.00,0.00,-80.00,10.00,275.00,0.00,0.00,245.00,-19.00,271.00,0.00,271.00,0.00,0.00,-7.00,0.00,346.00,0.00,-1.00,93.00,-31.00,-44.00,1.00,0.00,171.00,0.00,171.00,-122.00,-6.00,-116.00,-140.00,-2.00,130.00,-25.00,0.00,-25.00,0.00,-853.00,-89.00,500.00,533.00,0.00,-122.00
1954:Q2,4762.00,4046.00,237.00,479.00,4846.00,4110.00,737.00,0.00,0.00,-84.00,12.00,0.00,12.00,383.00,8.00,0.00,4.00,114.00,281.00,0.00,0.00,-135.00,-13.00,-114.00,0.00,-114.00,0.00,0.00,-8.00,0.00,45.00,0.00,-25.00,91.00,371.00,-20.00,13.00,0.00,-63.00,0.00,-63.00,-56.00,-20.00,-36.00,155.00,23.00,260.00,59.00,0.00,59.00,0.00,-96.00,64.00,500.00,479.00,0.00,84.00
1954:Q3,4732.00,3826.00,234.00,672.00,4713.00,3970.00,743.00,0.00,0.00,19.00,368.00,0.00,368.00,645.00,164.00,0.00,21.00,-260.00,259.00,0.00,0.00,348.00,-19.00,345.00,0.00,345.00,0.00,0.00,22.00,0.00,30.00,0.00,-4.00,87.00,277.00,-128.00,22.00,0.00,-98.00,0.00,-98.00,152.00,210.00,-58.00,177.00,29.00,56.00,67.00,0.00,67.00,0.00,-349.00,144.00,510.00,672.00,0.00,-19.00
1954:Q4,4745.00,3865.00,235.00,645.00,4972.00,4151.00,821.00,0.00,0.00,-227.00,-428.00,0.00,-428.00,289.00,70.00,0.00,102.00,346.00,-323.00,0.00,0.00,162.00,234.00,-71.00,0.00,-71.00,0.00,0.00,-1.00,0.00,62.00,0.00,17.00,-147.00,717.00,10.00,8.00,0.00,-60.00,0.00,-60.00,365.00,285.00,80.00,114.00,49.00,221.00,10.00,0.00,10.00,0.00,201.00,286.00,586.00,645.00,0.00,227.00
1955:Q1,5047.00,4042.00,244.00,761.00,5168.00,4318.00,850.00,0.00,0.00,-121.00,-222.00,0.00,-222.00,-70.00,30.00,0.00,-10.00,-348.00,37.00,0.00,0.00,-1.00,-17.00,6.00,0.00,6.00,0.00,0.00,10.00,0.00,49.00,0.00,35.00,138.00,152.00,-44.00,-11.00,0.00,-94.00,0.00,-94.00,-73.00,-52.00,-21.00,149.00,24.00,99.00,102.00,0.00,102.00,0.00,101.00,276.00,606.00,761.00,0.00,121.00
1955:Q2,5159.00,4274.00,266.00,618.00,5101.00,4236.00,866.00,0.00,0.00,57.00,-206.00,0.00,-206.00,360.00,33.00,0.00,101.00,72.00,-15.00,0.00,0.00,-18.00,-110.00,86.00,0.00,86.00,0.00,0.00,6.00,0.00,33.00,0.00,-24.00,178.00,566.00,-20.00,-20.00,0.00,-58.00,0.00,-58.00,125.00,59.00,66.00,123.00,21.00,296.00,99.00,0.00,99.00,0.00,263.00,-39.00,600.00,618.00,0.00,-57.00
1955:Q3,5220.00,4355.00,274.00,591.00,5422.00,4536.00,885.00,0.00,0.00,-202.00,195.00,0.00,195.00,460.00,-15.00,0.00,12.00,-54.00,63.00,0.00,0.00,200.00,3.00,188.00,0.00,188.00,0.00,0.00,9.00,0.00,71.00,0.00,32.00,151.00,265.00,-13.00,-4.00,0.00,-40.00,0.00,-40.00,37.00,61.00,-24.00,86.00,-16.00,140.00,75.00,0.00,75.00,0.00,-397.00,181.00,612.00,591.00,0.00,202.00
1955:Q4,5387.00,4527.00,275.00,585.00,5494.00,4587.00,907.00,0.00,0.00,-107.00,-735.00,0.00,-735.00,-272.00,-8.00,0.00,14.00,154.00,-186.00,0.00,0.00,65.00,-21.00,57.00,0.00,57.00,0.00,0.00,29.00,0.00,-26.00,0.00,-15.00,-270.00,463.00,-64.00,6.00,0.00,-1.00,0.00,-1.00,134.00,149.00,-15.00,8.00,25.00,288.00,67.00,0.00,67.00,0.00,628.00,60.00,632.00,585.00,0.00,107.00
1956:Q1,5598.00,4731.00,280.00,587.00,5834.00,4841.00,992.00,0.00,0.00,-236.00,-6.00,0.00,-6.00,505.00,-12.00,0.00,98.00,50.00,-222.00,0.00,0.00,439.00,37.00,386.00,0.00,386.00,0.00,0.00,16.00,0.00,37.00,0.00,8.00,107.00,511.00,4.00,-34.00,0.00,90.00,0.00,90.00,43.00,-4.00,47.00,-66.00,62.00,302.00,110.00,0.00,110.00,0.00,-230.00,110.00,713.00,587.00,0.00,236.00
1956:Q2,5647.00,4743.00,274.00,629.00,6204.00,5221.00,984.00,0.00,0.00,-558.00,-400.00,0.00,-400.00,340.00,-103.00,0.00,-54.00,41.00,195.00,0.00,0.00,85.00,10.00,55.00,0.00,55.00,0.00,0.00,20.00,0.00,73.00,0.00,39.00,64.00,740.00,-69.00,46.00,0.00,81.00,0.00,81.00,202.00,68.00,134.00,-29.00,17.00,371.00,121.00,0.00,121.00,0.00,-158.00,477.00,710.00,629.00,0.00,558.00
1956:Q3,5723.00,4813.00,290.00,620.00,6479.00,5456.00,1023.00,0.00,0.00,-756.00,-329.00,0.00,-329.00,602.00,-164.00,0.00,269.00,-60.00,39.00,0.00,0.00,366.00,93.00,256.00,0.00,256.00,0.00,0.00,17.00,0.00,70.00,0.00,38.00,44.00,931.00,73.00,-22.00,0.00,74.00,0.00,74.00,36.00,70.00,-34.00,-26.00,26.00,550.00,220.00,35.00,185.00,0.00,-427.00,642.00,734.00,620.00,0.00,756.00
1956:Q4,5568.00,4635.00,294.00,639.00,6701.00,5767.00,934.00,0.00,0.00,-1133.00,-1902.00,0.00,-1902.00,-141.00,-26.00,0.00,37.00,190.00,-154.00,0.00,0.00,-305.00,92.00,-411.00,0.00,-411.00,0.00,0.00,14.00,0.00,76.00,0.00,24.00,17.00,1761.00,556.00,19.00,0.00,65.00,0.00,65.00,293.00,242.00,51.00,-78.00,31.00,728.00,147.00,0.00,147.00,0.00,769.00,1132.00,640.00,639.00,0.00,1133.00
1957:Q1,5911.00,5025.00,299.00,587.00,7300.00,6230.00,1070.00,0.00,0.00,-1389.00,-1292.00,0.00,-1292.00,-430.00,-348.00,0.00,-99.00,-297.00,72.00,0.00,0.00,87.00,116.00,-61.00,0.00,-61.00,0.00,0.00,32.00,0.00,107.00,0.00,19.00,29.00,862.00,-20.00,60.00,0.00,217.00,0.00,217.00,118.00,-1.00,119.00,-223.00,-21.00,474.00,257.00,0.00,257.00,0.00,-97.00,1205.00,771.00,587.00,0.00,1389.00
1957:Q2,6031.00,5068.00,299.00,665.00,7233.00,6092.00,1140.00,0.00,0.00,-1202.00,-1422.00,0.00,-1422.00,243.00,-326.00,0.00,-23.00,626.00,-131.00,0.00,0.00,-86.00,-14.00,-84.00,0.00,-84.00,0.00,0.00,12.00,0.00,72.00,0.00,59.00,52.00,1665.00,61.00,-22.00,0.00,126.00,0.00,126.00,60.00,72.00,-12.00,-84.00,40.00,1189.00,295.00,0.00,295.00,0.00,221.00,1025.00,842.00,665.00,0.00,1202.00
1957:Q3,5827.00,4941.00,307.00,579.00,7055.00,5940.00,1115.00,0.00,0.00,-1229.00,-1129.00,0.00,-1129.00,-277.00,-27.00,0.00,-67.00,-84.00,1.00,0.00,0.00,-120.00,194.00,-336.00,0.00,-336.00,0.00,0.00,22.00,0.00,6.00,0.00,14.00,0.00,852.00,249.00,-23.00,0.00,31.00,0.00,31.00,77.00,92.00,-15.00,-20.00,6.00,399.00,133.00,0.00,133.00,0.00,-100.00,999.00,808.00,579.00,0.00,1229.00
1957:Q4,5800.00,4909.00,309.00,582.00,6698.00,5756.00,943.00,0.00,0.00,-899.00,-772.00,0.00,-772.00,260.00,-98.00,0.00,-48.00,104.00,-66.00,0.00,0.00,333.00,-13.00,322.00,0.00,322.00,0.00,0.00,24.00,0.00,-38.00,0.00,-1.00,74.00,1032.00,77.00,-22.00,0.00,61.00,0.00,61.00,607.00,154.00,453.00,-73.00,63.00,380.00,-61.00,0.00,-61.00,0.00,-127.00,847.00,634.00,582.00,0.00,899.00
1958:Q1,5736.00,4864.00,314.00,558.00,6105.00,5134.00,972.00,0.00,0.00,-369.00,-99.00,0.00,-99.00,491.00,370.00,0.00,140.00,-433.00,940.00,0.00,0.00,-495.00,113.00,-642.00,0.00,-642.00,0.00,0.00,34.00,0.00,-30.00,0.00,-30.00,29.00,590.00,67.00,29.00,0.00,271.00,0.00,271.00,136.00,44.00,92.00,-150.00,-51.00,167.00,121.00,0.00,121.00,0.00,-270.00,270.00,658.00,558.00,0.00,369.00
1958:Q2,5898.00,5019.00,293.00,586.00,6103.00,5137.00,967.00,0.00,0.00,-205.00,15.00,0.00,15.00,972.00,1075.00,0.00,205.00,276.00,51.00,0.00,0.00,-634.00,-156.00,-477.00,0.00,-477.00,0.00,0.00,-1.00,0.00,-18.00,0.00,2.00,15.00,957.00,42.00,-28.00,0.00,340.00,0.00,340.00,225.00,218.00,7.00,-290.00,38.00,444.00,186.00,0.00,186.00,0.00,-220.00,118.00,674.00,586.00,0.00,205.00
1958:Q3,5846.00,4935.00,309.00,603.00,6109.00,5149.00,960.00,0.00,0.00,-262.00,219.00,0.00,219.00,920.00,483.00,0.00,-28.00,-349.00,10.00,0.00,0.00,795.00,-43.00,838.00,0.00,838.00,0.00,0.00,0.00,0.00,-8.00,0.00,13.00,4.00,701.00,-53.00,40.00,0.00,88.00,0.00,88.00,372.00,178.00,194.00,-18.00,-3.00,169.00,106.00,0.00,106.00,0.00,-481.00,214.00,651.00,603.00,0.00,262.00
1958:Q4,6148.00,5206.00,325.00,617.00,6112.00,5141.00,971.00,0.00,0.00,36.00,185.00,0.00,185.00,882.00,347.00,0.00,-165.00,410.00,-120.00,0.00,0.00,382.00,-25.00,386.00,0.00,386.00,0.00,0.00,21.00,0.00,2.00,0.00,-24.00,50.00,697.00,-73.00,-23.00,0.00,219.00,0.00,219.00,364.00,101.00,263.00,-128.00,11.00,401.00,-74.00,0.00,-74.00,0.00,-149.00,-65.00,646.00,617.00,0.00,-36.00
1959:Q1,6822.00,5349.00,345.00,1128.00,6441.00,5450.00,991.00,0.00,0.00,381.00,646.00,0.00,646.00,799.00,96.00,0.00,159.00,-56.00,30.00,0.00,0.00,423.00,-90.00,507.00,0.00,507.00,0.00,0.00,6.00,0.00,35.00,0.00,54.00,58.00,153.00,-165.00,-6.00,0.00,169.00,0.00,169.00,-105.00,-101.00,-4.00,-52.00,-31.00,287.00,56.00,0.00,56.00,0.00,-265.00,101.00,646.00,1128.00,0.00,-381.00
1959:Q2,7180.00,5636.00,364.00,1180.00,6653.00,5639.00,1014.00,0.00,0.00,527.00,1409.00,0.00,1409.00,2658.00,740.00,0.00,-63.00,172.00,-360.00,0.00,0.00,1921.00,-9.00,1912.00,0.00,1912.00,0.00,0.00,18.00,0.00,97.00,0.00,61.00,90.00,1249.00,318.00,-6.00,0.00,65.00,0.00,65.00,229.00,63.00,166.00,2.00,70.00,442.00,129.00,0.00,129.00,0.00,-882.00,3.00,650.00,1180.00,0.00,-527.00
1959:Q3,7106.00,5717.00,387.00,1002.00,6961.00,5867.00,1095.00,0.00,0.00,145.00,990.00,0.00,990.00,1123.00,167.00,0.00,-121.00,-76.00,-211.00,0.00,0.00,1201.00,-15.00,1181.00,0.00,1181.00,0.00,0.00,35.00,0.00,87.00,0.00,14.00,62.00,133.00,-26.00,8.00,0.00,130.00,0.00,130.00,84.00,72.00,12.00,-119.00,4.00,224.00,-172.00,0.00,-172.00,0.00,-845.00,150.00,708.00,1002.00,0.00,-145.00
