1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2012:Q3,875742.00,42462.00,806785.00,0.00,26495.00,875742.00,0.00,401.00,11667.00,13735.00,82088.00,253150.00,1444.00,51015.00,2598.00,3109.00,264566.00,105214.00,81953.00,3057.00,1745.00
2012:Q4,888556.00,43092.00,818753.00,0.00,26711.00,888556.00,0.00,393.00,11456.00,13744.00,82487.00,258497.00,1422.00,51058.00,2518.00,3003.00,265454.00,114222.00,79610.00,2823.00,1869.00
2013:Q1,893265.00,43099.00,818888.00,0.00,31278.00,893265.00,0.00,399.00,11544.00,13649.00,82873.00,261132.00,1292.00,50925.00,2429.00,2890.00,261918.00,121482.00,77879.00,2716.00,2137.00
2013:Q2,900850.00,43510.00,826686.00,0.00,30654.00,900850.00,0.00,405.00,11631.00,13639.00,81822.00,268604.00,892.00,51506.00,2337.00,2773.00,258068.00,130819.00,72369.00,2174.00,3811.00
2013:Q3,910928.00,44034.00,836646.00,0.00,30248.00,910928.00,0.00,411.00,11718.00,13496.00,81725.00,277052.00,1061.00,52628.00,2247.00,2808.00,251803.00,139507.00,70550.00,2139.00,3783.00
2013:Q4,923450.00,44688.00,849078.00,0.00,29684.00,923450.00,0.00,417.00,11805.00,13761.00,81612.00,287925.00,1072.00,53589.00,2176.00,2838.00,243506.00,147810.00,70819.00,1980.00,4140.00
2014:Q1,933802.00,45224.00,859265.00,0.00,29313.00,933802.00,0.00,425.00,11772.00,13721.00,82477.00,297343.00,946.00,53758.00,2083.00,2869.00,238893.00,152728.00,70629.00,1997.00,4161.00
2014:Q2,946803.00,45840.00,870951.00,0.00,30013.00,946803.00,0.00,432.00,11739.00,13614.00,84015.00,307797.00,953.00,54353.00,2180.00,2894.00,234298.00,158292.00,70129.00,2039.00,4068.00
2014:Q3,962778.00,46641.00,886186.00,0.00,29951.00,962778.00,0.00,440.00,11706.00,13352.00,83242.00,316394.00,1008.00,55087.00,2289.00,2953.00,236446.00,163910.00,69470.00,1962.00,4519.00
2014:Q4,986116.00,47753.00,907310.00,0.00,31053.00,986116.00,0.00,447.00,11673.00,13162.00,83694.00,325921.00,1256.00,56362.00,2142.00,3009.00,240780.00,172106.00,68414.00,2043.00,5107.00
2015:Q1,1007543.00,48785.00,926924.00,0.00,31834.00,1007543.00,0.00,455.00,11850.00,13080.00,85308.00,334903.00,1416.00,57017.00,2077.00,3064.00,247138.00,175703.00,68812.00,2053.00,4667.00
2015:Q2,1031305.00,49933.00,948730.00,0.00,32642.00,1031305.00,0.00,462.00,12066.00,13011.00,85538.00,345840.00,1610.00,58192.00,2012.00,3122.00,252800.00,184582.00,66192.00,1284.00,4594.00
2015:Q3,1052855.00,51037.00,969698.00,0.00,32120.00,1052855.00,0.00,470.00,12221.00,12824.00,87109.00,360947.00,2161.00,59412.00,1947.00,2978.00,252762.00,190607.00,63264.00,1250.00,4903.00
2015:Q4,1088471.00,52885.00,1004812.00,0.00,30774.00,1088471.00,0.00,477.00,12503.00,12847.00,88651.00,376943.00,2415.00,60613.00,1882.00,2879.00,256887.00,204284.00,62017.00,1243.00,4830.00
2016:Q1,1106509.00,53784.00,1021902.00,0.00,30823.00,1106509.00,0.00,485.00,12712.00,12786.00,89143.00,385963.00,2645.00,62622.00,1817.00,2494.00,259051.00,213426.00,56942.00,1243.00,5180.00
2016:Q2,1135379.00,55201.00,1048820.00,0.00,31358.00,1135379.00,0.00,492.00,12909.00,12733.00,89694.00,400271.00,3402.00,63948.00,1752.00,2497.00,259806.00,226496.00,55053.00,1243.00,5083.00
2016:Q3,1151948.00,56011.00,1064215.00,0.00,31721.00,1151948.00,0.00,500.00,13090.00,12527.00,90882.00,410232.00,3920.00,65086.00,1688.00,2448.00,269196.00,224770.00,51102.00,1241.00,5266.00
