1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1992:Q2,-7566.00,-7566.00,0.00,2730.00,0.00,0.00,-11258.00,-11800.00,3096.00,15831.00,-6165.00,18297.00,-15846.00,0.00,-10018.00
1992:Q3,12790.00,12790.00,0.00,11815.00,0.00,0.00,-13814.00,5818.00,4060.00,6349.00,-1438.00,10635.00,3617.00,0.00,-1462.00
1992:Q4,24778.00,24778.00,0.00,11814.00,0.00,0.00,-4036.00,3496.00,1936.00,13840.00,-2272.00,19609.00,5069.00,0.00,100.00
1993:Q1,32019.00,32019.00,0.00,-21747.00,0.00,0.00,35688.00,11447.00,1816.00,18006.00,-13191.00,29263.00,21808.00,0.00,-19051.00
1993:Q2,42491.00,42491.00,0.00,11291.00,0.00,0.00,30078.00,9105.00,2812.00,-519.00,-10277.00,23811.00,19706.00,0.00,-1026.00
1993:Q3,69031.00,69031.00,0.00,17406.00,0.00,0.00,31117.00,9436.00,2860.00,8150.00,62.00,37325.00,25665.00,0.00,6041.00
1993:Q4,102059.00,102059.00,0.00,20705.00,0.00,1412.00,36322.00,9772.00,3040.00,15074.00,15734.00,40614.00,35945.00,0.00,25500.00
1994:Q1,106079.00,106079.00,0.00,-17067.00,0.00,-12.00,71763.00,12257.00,2964.00,12768.00,23406.00,45315.00,37385.00,0.00,23379.00
1994:Q2,134879.00,134879.00,0.00,15641.00,0.00,16.00,60577.00,19960.00,4628.00,18520.00,15537.00,60946.00,48899.00,0.00,25034.00
1994:Q3,135987.00,135987.00,0.00,16030.00,0.00,816.00,67311.00,20328.00,2928.00,7296.00,21278.00,60171.00,43052.00,0.00,32764.00
1994:Q4,163051.00,163051.00,0.00,22965.00,0.00,25228.00,55093.00,19295.00,3740.00,23803.00,12927.00,66272.00,32384.00,0.00,64395.00
1995:Q1,148865.00,148865.00,0.00,-6171.00,0.00,36.00,68288.00,15959.00,4360.00,54282.00,12111.00,81438.00,37824.00,0.00,29602.00
1995:Q2,146533.00,146533.00,0.00,12776.00,0.00,-2652.00,46713.00,14405.00,6608.00,48530.00,20155.00,81309.00,25581.00,0.00,39643.00
1995:Q3,152485.00,152485.00,0.00,-2312.00,0.00,3820.00,46188.00,9684.00,3736.00,75779.00,15590.00,89784.00,38530.00,0.00,24172.00
1995:Q4,140077.00,140077.00,0.00,-10541.00,0.00,8064.00,19568.00,9332.00,1160.00,89541.00,22953.00,74509.00,45548.00,0.00,20019.00
1996:Q1,116789.00,116789.00,0.00,-2403.00,0.00,3875.00,21336.00,9798.00,-1820.00,74020.00,11984.00,62388.00,38534.00,0.00,15867.00
1996:Q2,110089.00,110089.00,0.00,-26926.00,0.00,11946.00,56260.00,13092.00,-916.00,55650.00,983.00,57255.00,39483.00,0.00,13351.00
1996:Q3,90309.00,90309.00,0.00,-20990.00,0.00,3939.00,43336.00,14840.00,-3140.00,48053.00,4271.00,41687.00,28347.00,0.00,20276.00
1996:Q4,105685.00,105685.00,0.00,21055.00,0.00,14197.00,-1972.00,11105.00,3544.00,63898.00,-6142.00,76547.00,16120.00,0.00,13018.00
1997:Q1,41808.00,41808.00,0.00,-22072.00,0.00,6021.00,-27980.00,11303.00,-3624.00,48571.00,29589.00,29062.00,4497.00,0.00,8249.00
1997:Q2,73812.00,73812.00,0.00,-11448.00,0.00,17343.00,36009.00,9095.00,-5436.00,15134.00,13114.00,22784.00,31123.00,0.00,19906.00
1997:Q3,74072.00,74072.00,0.00,285.00,0.00,735.00,-4684.00,4991.00,-4348.00,74444.00,2648.00,44033.00,25654.00,0.00,4385.00
1997:Q4,91456.00,91456.00,0.00,59891.00,0.00,15756.00,-43097.00,7467.00,-3520.00,49730.00,5229.00,28585.00,40790.00,0.00,22081.00
1998:Q1,33452.00,33452.00,0.00,-21675.00,0.00,9168.00,-34675.00,6010.00,-7184.00,70502.00,11307.00,26029.00,25814.00,0.00,-18391.00
1998:Q2,165024.00,165024.00,0.00,639.00,0.00,11851.00,18237.00,553.00,-8528.00,124486.00,17786.00,81933.00,26570.00,0.00,56521.00
1998:Q3,94256.00,94256.00,0.00,-30515.00,0.00,9458.00,30929.00,2670.00,4628.00,62899.00,14187.00,21294.00,46892.00,0.00,26069.00
1998:Q4,95696.00,95696.00,0.00,31312.00,0.00,5047.00,-5947.00,2943.00,6480.00,35929.00,19932.00,39248.00,54452.00,0.00,1996.00
1999:Q1,121773.00,121773.00,0.00,-12177.00,0.00,10539.00,4906.00,14440.00,7460.00,72328.00,24277.00,31780.00,69380.00,0.00,20613.00
1999:Q2,115985.00,115985.00,0.00,12266.00,0.00,11931.00,-30888.00,2962.00,6340.00,87311.00,26064.00,37567.00,52313.00,0.00,26105.00
1999:Q3,129217.00,129217.00,0.00,-22101.00,0.00,10487.00,-5134.00,13642.00,15848.00,126870.00,-10395.00,38376.00,50992.00,0.00,39849.00
1999:Q4,82429.00,82429.00,0.00,9100.00,0.00,12931.00,51564.00,19016.00,-7892.00,-35533.00,33242.00,11510.00,24846.00,0.00,46073.00
2000:Q1,123161.00,123161.00,0.00,-24015.00,0.00,10853.00,43398.00,19734.00,-8420.00,35281.00,46331.00,61959.00,66430.00,0.00,-5228.00
2000:Q2,194169.00,194169.00,0.00,13826.00,0.00,12370.00,52960.00,17436.00,-2128.00,68698.00,31007.00,62722.00,89233.00,0.00,42213.00
2000:Q3,195193.00,195193.00,0.00,22842.00,0.00,12612.00,68288.00,14184.00,-11208.00,72743.00,15732.00,81679.00,44964.00,0.00,68550.00
2000:Q4,193657.00,193657.00,0.00,8823.00,0.00,10862.00,20758.00,14698.00,6088.00,94270.00,38158.00,92755.00,64177.00,0.00,36725.00
2001:Q1,173966.00,173966.00,0.00,-33974.00,0.00,12614.00,51378.00,5783.00,2352.00,98836.00,36979.00,75552.00,62920.00,0.00,35494.00
2001:Q2,126982.00,126982.00,0.00,-29728.00,0.00,14916.00,43495.00,4058.00,4632.00,52427.00,37182.00,40715.00,69321.00,0.00,16946.00
2001:Q3,87214.00,87214.00,0.00,18384.00,0.00,11028.00,-17366.00,-2390.00,2212.00,79634.00,-4288.00,-18405.00,77687.00,0.00,27933.00
2001:Q4,214074.00,214074.00,0.00,11567.00,0.00,12674.00,17305.00,13093.00,544.00,46679.00,112212.00,33522.00,162005.00,0.00,18547.00
2002:Q1,108270.00,108270.00,0.00,-33226.00,0.00,6362.00,68748.00,3073.00,-1804.00,13782.00,51337.00,18501.00,59439.00,0.00,30329.00
2002:Q2,130886.00,130886.00,0.00,-1154.00,0.00,7432.00,17311.00,6662.00,6996.00,47387.00,46252.00,51237.00,34902.00,0.00,44747.00
2002:Q3,94802.00,94802.00,0.00,30989.00,0.00,10649.00,47170.00,10478.00,524.00,-19841.00,14834.00,43623.00,18176.00,0.00,33004.00
2002:Q4,86762.00,86762.00,0.00,10371.00,0.00,7641.00,-6284.00,4484.00,-16152.00,88933.00,-2230.00,34759.00,25843.00,0.00,26160.00
2003:Q1,117060.00,117060.00,0.00,-29392.00,0.00,819.00,67469.00,3231.00,-6304.00,29686.00,51549.00,32873.00,32882.00,0.00,51305.00
2003:Q2,128920.00,128920.00,0.00,797.00,0.00,2843.00,63608.00,12287.00,-15968.00,-17481.00,82834.00,14136.00,65371.00,0.00,49413.00
2003:Q3,95964.00,95964.00,0.00,26534.00,0.00,1486.00,14453.00,11923.00,-16280.00,-71538.00,129386.00,12115.00,62511.00,0.00,21337.00
2003:Q4,81756.00,81756.00,0.00,-60863.00,0.00,2356.00,102421.00,13090.00,-26512.00,-27072.00,78335.00,13936.00,42000.00,0.00,25821.00
2004:Q1,131741.00,131741.00,0.00,-38282.00,0.00,2625.00,83596.00,19958.00,-18352.00,-41248.00,123444.00,36245.00,30766.00,0.00,64730.00
2004:Q2,75377.00,75377.00,0.00,12609.00,0.00,2889.00,31433.00,14335.00,-54944.00,-31522.00,100576.00,1699.00,31975.00,0.00,41704.00
2004:Q3,130933.00,130933.00,0.00,27168.00,0.00,4088.00,36077.00,-2071.00,-8912.00,-12280.00,86864.00,61532.00,52043.00,0.00,17358.00
2004:Q4,130693.00,130693.00,0.00,-911.00,0.00,5229.00,42117.00,5806.00,0.00,-7874.00,86325.00,36660.00,38728.00,0.00,55304.00
2005:Q1,113566.00,113566.00,0.00,-25813.00,0.00,3824.00,27808.00,19718.00,0.00,45477.00,42552.00,4653.00,51192.00,0.00,57722.00
2005:Q2,112290.00,112290.00,0.00,20161.00,0.00,4159.00,4098.00,17369.00,0.00,56634.00,9869.00,33489.00,24589.00,0.00,54212.00
2005:Q3,96954.00,96954.00,0.00,22402.00,0.00,6412.00,91206.00,15945.00,0.00,-45577.00,6567.00,30759.00,23451.00,0.00,42744.00
2005:Q4,78934.00,78934.00,0.00,-15262.00,0.00,597.00,-40928.00,-215.00,0.00,96979.00,37764.00,60147.00,1704.00,0.00,17083.00
2006:Q1,78986.00,78986.00,-5812.00,14167.00,0.00,5016.00,45680.00,14160.00,0.00,23441.00,-17666.00,53926.00,-41927.00,-13392.00,80379.00
2006:Q2,114821.00,114821.00,5448.00,-9591.00,0.00,7712.00,76079.00,8577.00,0.00,2252.00,24345.00,65759.00,-17681.00,24636.00,42107.00
2006:Q3,124000.00,124000.00,18336.00,-31671.00,0.00,-2897.00,52683.00,-89.00,0.00,33384.00,54254.00,41324.00,19379.00,93688.00,-30391.00
2006:Q4,162621.00,162621.00,5980.00,4974.00,0.00,-3411.00,34191.00,7265.00,0.00,85539.00,28083.00,64250.00,19553.00,43336.00,35482.00
2007:Q1,126322.00,126322.00,11848.00,18276.00,0.00,6784.00,45260.00,3832.00,0.00,15110.00,25213.00,61882.00,4650.00,57018.00,2772.00
2007:Q2,138798.00,138798.00,-156.00,5221.00,0.00,12383.00,62449.00,-2213.00,0.00,9690.00,51424.00,60799.00,8914.00,71300.00,-2215.00
2007:Q3,182340.00,182340.00,15884.00,-19277.00,0.00,3245.00,64037.00,751.00,0.00,82175.00,35525.00,91332.00,43035.00,70602.00,-22629.00
2007:Q4,155007.00,155007.00,3208.00,1920.00,0.00,5556.00,60794.00,-351.00,0.00,24193.00,59686.00,97998.00,8195.00,73507.00,-24693.00
2008:Q1,158798.00,158798.00,14564.00,9120.00,0.00,13128.00,70249.00,-6553.00,0.00,15564.00,42726.00,68651.00,2702.00,80266.00,7179.00
2008:Q2,64138.00,64138.00,404.00,-4785.00,0.00,28441.00,71631.00,-2348.00,0.00,7135.00,-36340.00,7740.00,-10734.00,83015.00,-15883.00
2008:Q3,-25922.00,-25922.00,12348.00,-20656.00,0.00,14930.00,52676.00,5485.00,0.00,-85867.00,-4839.00,-28091.00,-28494.00,89361.00,-58698.00
2008:Q4,-59796.00,-59796.00,-1772.00,6367.00,0.00,21477.00,85772.00,1932.00,0.00,-105976.00,-67595.00,-38841.00,-59014.00,87421.00,-49362.00
2009:Q1,-80182.00,-80182.00,5820.00,11319.00,0.00,33426.00,-21189.00,13296.00,0.00,-45036.00,-77817.00,-72730.00,-75307.00,85520.00,-17665.00
2009:Q2,-149702.00,-149702.00,-11416.00,-18886.00,0.00,67477.00,-103560.00,-8225.00,0.00,-32459.00,-42632.00,-86141.00,-68209.00,72802.00,-68154.00
2009:Q3,-71600.00,-71600.00,-2948.00,-11804.00,0.00,81897.00,-35626.00,9110.00,0.00,-36273.00,-75956.00,-67987.00,-54434.00,96420.00,-45599.00
2009:Q4,-76894.00,-76894.00,-17032.00,4398.00,0.00,207188.00,-97625.00,-10476.00,0.00,-37248.00,-126099.00,-124875.00,-34824.00,133329.00,-50524.00
2010:Q1,-84717.00,-84717.00,7624.00,13904.00,0.00,40771.00,6225.00,-17951.00,0.00,-125722.00,-9568.00,-81818.00,2773.00,71690.00,-77362.00
2010:Q2,-67762.00,-67762.00,-6732.00,-22686.00,0.00,116403.00,-71720.00,-17317.00,0.00,-21491.00,-44219.00,-87010.00,-53793.00,97530.00,-24489.00
2010:Q3,-2965.00,-2965.00,-21816.00,787.00,0.00,188810.00,-89059.00,-16103.00,0.00,-13335.00,-52249.00,-69334.00,-63948.00,98217.00,32100.00
2010:Q4,42908.00,42908.00,-23888.00,-2145.00,0.00,178556.00,-126833.00,8742.00,0.00,-8608.00,17083.00,-41148.00,-47306.00,69260.00,62102.00
2011:Q1,102307.00,102307.00,-4912.00,16965.00,0.00,172638.00,-36729.00,-14821.00,0.00,-5276.00,-25557.00,-10285.00,-8138.00,125395.00,-4665.00
2011:Q2,90338.00,90338.00,-4336.00,-14057.00,0.00,118101.00,32357.00,383.00,0.00,-12754.00,-29355.00,492.00,2977.00,86922.00,-53.00
2011:Q3,100370.00,100370.00,-3604.00,6897.00,0.00,116303.00,-5146.00,1161.00,0.00,-1111.00,-14129.00,3971.00,16183.00,97651.00,-17435.00
2011:Q4,151239.00,151239.00,-4160.00,-702.00,0.00,116858.00,37759.00,-482.00,0.00,2609.00,-643.00,14209.00,57489.00,111156.00,-31615.00
2012:Q1,132534.00,132534.00,-12148.00,8172.00,0.00,111900.00,-2076.00,18430.00,0.00,7806.00,449.00,4386.00,45530.00,91259.00,-8641.00
2012:Q2,190394.00,190394.00,-2108.00,-4834.00,0.00,155875.00,39028.00,20514.00,0.00,2697.00,-20778.00,2512.00,64430.00,122020.00,1432.00
2012:Q3,145048.00,145048.00,-13904.00,4571.00,0.00,122341.00,29226.00,12175.00,0.00,-776.00,-8585.00,7343.00,62779.00,75779.00,-853.00
2012:Q4,188373.00,188373.00,-8036.00,-4000.00,0.00,119836.00,46049.00,31317.00,0.00,5412.00,-2205.00,2566.00,67178.00,87711.00,30918.00
2013:Q1,181493.00,181493.00,-7152.00,-15728.00,0.00,128067.00,48179.00,25970.00,0.00,4939.00,-2782.00,18026.00,64169.00,100757.00,-1459.00
2013:Q2,150910.00,150910.00,-7112.00,-2048.00,0.00,108343.00,26674.00,16794.00,0.00,-4070.00,12329.00,2818.00,62995.00,86386.00,-1289.00
2013:Q3,193914.00,193914.00,-7308.00,3684.00,0.00,108462.00,65623.00,26654.00,0.00,-3727.00,525.00,11207.00,77292.00,93258.00,12157.00
2013:Q4,177062.00,177062.00,-3164.00,-4329.00,0.00,108203.00,71288.00,18245.00,0.00,-529.00,-12653.00,15790.00,73708.00,84754.00,2810.00
2014:Q1,209315.00,209315.00,-4784.00,5900.00,0.00,114507.00,67085.00,32747.00,0.00,-3041.00,-3100.00,26080.00,74544.00,94584.00,14107.00
2014:Q2,240473.00,240473.00,-4640.00,-895.00,0.00,108302.00,92511.00,41990.00,0.00,-148.00,3354.00,46976.00,84506.00,88465.00,20526.00
2014:Q3,226490.00,226490.00,-7788.00,7725.00,0.00,116588.00,68247.00,32410.00,0.00,6844.00,2465.00,31164.00,73991.00,95313.00,26022.00
2014:Q4,210890.00,210890.00,236.00,-8982.00,0.00,103527.00,58309.00,41746.00,0.00,-1076.00,17130.00,31072.00,83484.00,80882.00,15452.00
2015:Q1,203872.00,203872.00,-3036.00,6709.00,0.00,110475.00,46496.00,37882.00,0.00,-2020.00,7365.00,17627.00,79090.00,91504.00,15651.00
2015:Q2,266633.00,266633.00,-3104.00,175.00,0.00,105476.00,91166.00,43843.00,0.00,16205.00,12873.00,62265.00,84801.00,82116.00,37451.00
2015:Q3,244104.00,244104.00,-2360.00,3545.00,0.00,94480.00,116624.00,37047.00,0.00,-17185.00,11954.00,50956.00,98369.00,86888.00,7891.00
2015:Q4,216339.00,216339.00,-5252.00,-13580.00,0.00,103233.00,146586.00,39388.00,0.00,-12129.00,-41908.00,54584.00,61244.00,67927.00,32584.00
2016:Q1,199075.00,199075.00,-5552.00,597.00,0.00,101508.00,87531.00,28940.00,0.00,-654.00,-13296.00,44728.00,54418.00,96028.00,3901.00
2016:Q2,230330.00,230330.00,-5612.00,-125.00,0.00,95520.00,101869.00,33465.00,0.00,22182.00,-16968.00,68679.00,78583.00,86082.00,-3014.00
