1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1973:Q2,1076758.00,7666.00,24818.00,30326.00,229148.00,4234.00,67225.00,42284.00,92934.00,22471.00,754658.00,231048.00,7237.00,396600.00,119773.00,4229.00,0.00,0.00,1427.00,24486.00,1038312.00,-1134.00,217372.00,582582.00,107357.00,44333.00,11268.00,7309.00,3959.00,11145.00,918.00,518.00,63953.00,22000.00,0.00,41953.00,0.00
1973:Q3,1106387.00,9671.00,30962.00,31384.00,227870.00,4699.00,63565.00,45158.00,93739.00,20709.00,780921.00,237098.00,8170.00,410989.00,124664.00,4727.00,0.00,0.00,1514.00,19338.00,1065432.00,6000.00,212108.00,577997.00,126780.00,47738.00,12192.00,8252.00,3940.00,14298.00,1024.00,536.00,66760.00,21500.00,0.00,45260.00,0.00
1973:Q4,1143534.00,10688.00,27060.00,33679.00,236303.00,4966.00,66964.00,47676.00,96762.00,19935.00,804685.00,247213.00,8892.00,420805.00,127775.00,4357.00,0.00,0.00,1607.00,25155.00,1101237.00,-1424.00,239777.00,590352.00,126442.00,50921.00,13116.00,8981.00,4135.00,15147.00,1027.00,581.00,65299.00,22500.00,0.00,42799.00,0.00
1974:Q1,1163868.00,9709.00,28410.00,39721.00,239845.00,5288.00,65941.00,49483.00,98922.00,20211.00,818114.00,251551.00,10166.00,428934.00,127463.00,4644.00,0.00,0.00,1706.00,21719.00,1123406.00,3555.00,219219.00,610529.00,132178.00,55599.00,14468.00,10268.00,4200.00,14995.00,1318.00,599.00,70947.00,24000.00,0.00,46947.00,0.00
1974:Q2,1203531.00,8355.00,30086.00,41923.00,238524.00,5825.00,60363.00,50956.00,101695.00,19685.00,857374.00,271401.00,13174.00,441366.00,131433.00,4429.00,0.00,0.00,1811.00,21029.00,1160593.00,4369.00,224228.00,615520.00,149876.00,61542.00,17616.00,13306.00,4310.00,17642.00,1004.00,670.00,68127.00,26000.00,0.00,42127.00,0.00
1974:Q3,1222947.00,10507.00,33256.00,44477.00,236059.00,5990.00,57940.00,51551.00,100909.00,19669.00,876877.00,275910.00,16035.00,450228.00,134704.00,3449.00,0.00,0.00,1922.00,16400.00,1182472.00,8535.00,219160.00,613276.00,163343.00,63110.00,20495.00,16195.00,4300.00,20772.00,1194.00,741.00,71846.00,27500.00,0.00,44346.00,0.00
1974:Q4,1244932.00,11640.00,25843.00,46942.00,244518.00,6391.00,61864.00,52893.00,102578.00,20792.00,893083.00,285987.00,18484.00,454595.00,134017.00,3869.00,0.00,0.00,2040.00,16997.00,1203011.00,-1877.00,239790.00,628062.00,167411.00,64751.00,22959.00,18669.00,4290.00,21804.00,1212.00,848.00,58052.00,28500.00,0.00,29552.00,0.00
1975:Q1,1249435.00,10562.00,30437.00,49013.00,255267.00,7369.00,67276.00,54755.00,102500.00,23367.00,879415.00,271327.00,18730.00,457838.00,131520.00,4609.00,0.00,0.00,2165.00,17967.00,1208264.00,-6608.00,218844.00,656027.00,166783.00,65466.00,23252.00,18917.00,4335.00,18164.00,1431.00,919.00,63986.00,30000.00,0.00,33986.00,0.00
1975:Q2,1277305.00,10084.00,25976.00,50238.00,275108.00,7208.00,77028.00,57701.00,104506.00,28665.00,892183.00,273444.00,17740.00,467438.00,133561.00,5179.00,0.00,0.00,2298.00,16239.00,1236066.00,-15364.00,233580.00,686292.00,158402.00,66262.00,22279.00,17917.00,4362.00,16803.00,933.00,925.00,65954.00,32000.00,0.00,33954.00,0.00
1975:Q3,1298602.00,11168.00,29363.00,39989.00,284750.00,8011.00,86171.00,59427.00,104984.00,26157.00,901804.00,268348.00,16790.00,478337.00,138329.00,4440.00,0.00,0.00,2440.00,24648.00,1261134.00,-6304.00,228233.00,705132.00,156752.00,58066.00,21438.00,16958.00,4480.00,17482.00,971.00,931.00,78434.00,34000.00,0.00,44434.00,0.00
1975:Q4,1337989.00,12252.00,26052.00,43923.00,298432.00,10171.00,96267.00,61154.00,105980.00,24860.00,923076.00,273642.00,18727.00,488890.00,141817.00,4579.00,0.00,0.00,2589.00,27086.00,1296387.00,-14833.00,248490.00,726454.00,158262.00,57935.00,23443.00,18914.00,4529.00,17845.00,1006.00,872.00,76914.00,35500.00,0.00,41414.00,0.00
1976:Q1,1356986.00,11257.00,28150.00,42856.00,311128.00,9500.00,103056.00,63348.00,104145.00,31079.00,926272.00,264455.00,18901.00,500558.00,142358.00,5068.00,0.00,0.00,2748.00,29507.00,1315518.00,-15138.00,231457.00,766015.00,148574.00,62025.00,23790.00,19090.00,4700.00,15757.00,1072.00,878.00,81088.00,36500.00,0.00,44588.00,0.00
1976:Q2,1394249.00,11981.00,27460.00,41848.00,317428.00,9640.00,106188.00,64327.00,107569.00,29704.00,960146.00,273874.00,19783.00,517625.00,148864.00,4833.00,0.00,0.00,2917.00,27636.00,1352334.00,-17501.00,242554.00,789159.00,147812.00,64503.00,24947.00,19981.00,4966.00,15274.00,1095.00,910.00,83581.00,37400.00,0.00,46181.00,0.00
1976:Q3,1426804.00,12287.00,29716.00,43649.00,324857.00,10945.00,108933.00,67298.00,108063.00,29618.00,981747.00,271220.00,19599.00,535498.00,155430.00,4637.00,0.00,0.00,3069.00,26842.00,1383751.00,-15247.00,238603.00,813587.00,143615.00,69254.00,24935.00,19795.00,5140.00,16062.00,1154.00,942.00,90847.00,38500.00,0.00,52347.00,0.00
1976:Q4,1483448.00,12121.00,25158.00,53271.00,338962.00,14190.00,118908.00,66538.00,109618.00,29708.00,1020176.00,285984.00,22523.00,551630.00,160039.00,4614.00,0.00,0.00,3286.00,25860.00,1435735.00,-22763.00,262975.00,847958.00,144413.00,76259.00,28049.00,22748.00,5301.00,15862.00,1214.00,999.00,80770.00,40040.00,0.00,40730.00,0.00
1977:Q1,1512603.00,12124.00,26883.00,53655.00,346098.00,11614.00,122392.00,69239.00,110840.00,32013.00,1036806.00,285049.00,22694.00,566240.00,162823.00,4447.00,0.00,0.00,3488.00,29102.00,1467612.00,-24744.00,248491.00,887120.00,143638.00,79919.00,28271.00,22921.00,5350.00,14462.00,1300.00,1031.00,88124.00,41400.00,0.00,46724.00,0.00
1977:Q2,1561026.00,12725.00,24562.00,51704.00,348328.00,11560.00,120088.00,71179.00,115121.00,30380.00,1082589.00,294719.00,23440.00,591209.00,173221.00,4799.00,0.00,0.00,3702.00,32617.00,1515026.00,-23399.00,256675.00,908986.00,146177.00,83218.00,29711.00,23674.00,6037.00,15717.00,1406.00,1065.00,95470.00,42400.00,0.00,53070.00,0.00
1977:Q3,1606433.00,11326.00,23953.00,53349.00,351472.00,11899.00,117939.00,72674.00,118599.00,30361.00,1125751.00,303069.00,23317.00,617043.00,182322.00,4879.00,0.00,0.00,3930.00,31773.00,1561410.00,-20913.00,258718.00,929238.00,155074.00,87854.00,29844.00,23550.00,6294.00,17054.00,1516.00,1099.00,101927.00,43400.00,0.00,58527.00,0.00
1977:Q4,1670638.00,13922.00,26870.00,61119.00,355686.00,14616.00,118547.00,74813.00,119183.00,28527.00,1173732.00,317187.00,25654.00,641224.00,189667.00,5045.00,0.00,0.00,4171.00,30093.00,1621472.00,-28938.00,288266.00,943206.00,172986.00,92225.00,32921.00,25911.00,7010.00,20173.00,1613.00,1170.00,97851.00,46448.00,0.00,51403.00,0.00
1978:Q1,1698731.00,11622.00,27900.00,57690.00,356889.00,11915.00,117151.00,77365.00,119567.00,30891.00,1200802.00,323452.00,24181.00,659322.00,193847.00,4892.00,0.00,0.00,4408.00,34528.00,1651338.00,-29493.00,263516.00,967673.00,186342.00,98973.00,31488.00,24423.00,7065.00,21278.00,1702.00,1204.00,108655.00,47200.00,0.00,61455.00,0.00
1978:Q2,1764752.00,11888.00,27920.00,56814.00,360833.00,12243.00,115402.00,80061.00,122865.00,30262.00,1258619.00,340683.00,24289.00,685393.00,208254.00,5194.00,0.00,0.00,4658.00,38826.00,1716495.00,-24428.00,280122.00,982087.00,196857.00,100423.00,32121.00,24532.00,7589.00,25274.00,1787.00,1248.00,121005.00,49490.00,0.00,71515.00,0.00
1978:Q3,1819263.00,12141.00,26830.00,54685.00,366681.00,13088.00,112122.00,84268.00,126223.00,30980.00,1300192.00,348559.00,21952.00,710992.00,218689.00,5498.00,0.00,0.00,4922.00,48314.00,1769653.00,-15215.00,280306.00,999693.00,209116.00,103149.00,29929.00,22172.00,7757.00,29158.00,1867.00,1292.00,130359.00,50454.00,0.00,79905.00,0.00
1978:Q4,1893878.00,15470.00,31223.00,61596.00,371816.00,13821.00,109224.00,87332.00,130815.00,30624.00,1354516.00,371002.00,24938.00,733802.00,224774.00,4918.00,0.00,0.00,5201.00,49138.00,1838359.00,-20143.00,314722.00,1009317.00,228076.00,105459.00,33073.00,25220.00,7853.00,32670.00,1941.00,1375.00,131869.00,52223.00,0.00,79646.00,0.00
1979:Q1,1920957.00,12345.00,31714.00,64406.00,376811.00,13263.00,109844.00,89367.00,132535.00,31802.00,1375469.00,372813.00,25214.00,749422.00,228020.00,5103.00,0.00,0.00,5497.00,49612.00,1868717.00,-7409.00,281374.00,1034464.00,231509.00,119269.00,33545.00,25505.00,8040.00,31881.00,2021.00,1524.00,140539.00,52815.00,0.00,87724.00,0.00
1979:Q2,1985394.00,13272.00,30407.00,69193.00,376284.00,14111.00,107987.00,92282.00,133758.00,28146.00,1431898.00,394161.00,27158.00,773404.00,237175.00,5022.00,0.00,0.00,5808.00,53510.00,1929686.00,-2205.00,308293.00,1047299.00,227620.00,127268.00,36508.00,28199.00,8309.00,35071.00,2116.00,1673.00,146043.00,53238.00,0.00,92805.00,0.00
1979:Q3,2048308.00,13609.00,29089.00,76795.00,384227.00,14783.00,106245.00,95051.00,137676.00,30472.00,1488863.00,414294.00,30907.00,796532.00,247130.00,5184.00,0.00,0.00,6138.00,44403.00,1988118.00,106.00,318207.00,1061536.00,245684.00,132232.00,41540.00,32566.00,8974.00,38596.00,2186.00,1822.00,146210.00,55387.00,0.00,90823.00,0.00
1979:Q4,2091822.00,18488.00,29792.00,77510.00,391186.00,16639.00,107636.00,98785.00,139663.00,28463.00,1520571.00,421697.00,32465.00,813303.00,253106.00,4829.00,0.00,0.00,6486.00,42960.00,2029334.00,-4569.00,343379.00,1069712.00,257408.00,129861.00,43588.00,34093.00,9495.00,41838.00,2185.00,1994.00,143939.00,58464.00,0.00,85475.00,0.00
1980:Q1,2115456.00,15333.00,32270.00,76013.00,395721.00,15564.00,108246.00,101031.00,140270.00,30610.00,1533514.00,424362.00,35888.00,823699.00,249565.00,4296.00,0.00,0.00,6854.00,51455.00,2049360.00,498.00,314093.00,1086744.00,267797.00,129693.00,46961.00,37491.00,9470.00,44122.00,2118.00,2409.00,154926.00,59158.00,0.00,95768.00,0.00
1980:Q2,2143477.00,16048.00,33612.00,84982.00,411469.00,18037.00,110482.00,106187.00,143866.00,32897.00,1530491.00,419907.00,38967.00,829992.00,241625.00,4440.00,0.00,0.00,7243.00,55192.00,2074850.00,-28698.00,331850.00,1107925.00,265121.00,144458.00,51097.00,41055.00,10042.00,42364.00,1975.00,2614.00,156145.00,61506.00,4024.00,90615.00,0.00
1980:Q3,2198407.00,17327.00,28146.00,89691.00,432445.00,19275.00,119342.00,112976.00,149057.00,31795.00,1562739.00,434438.00,39509.00,844331.00,244461.00,4432.00,0.00,0.00,7654.00,55973.00,2127210.00,-35469.00,344473.00,1129256.00,278200.00,150893.00,52114.00,42042.00,10072.00,44161.00,1815.00,2888.00,158879.00,63099.00,4563.00,91217.00,0.00
1980:Q4,2282109.00,19828.00,27456.00,90775.00,452099.00,19553.00,125370.00,119404.00,152362.00,35410.00,1615333.00,467025.00,39790.00,861596.00,246922.00,4317.00,0.00,0.00,8089.00,64212.00,2207326.00,-38982.00,356049.00,1153156.00,316914.00,153245.00,52238.00,42223.00,10015.00,48963.00,1688.00,4617.00,159438.00,63207.00,3892.00,92339.00,0.00
1981:Q1,2299285.00,17309.00,26164.00,97357.00,457993.00,19463.00,129194.00,123336.00,151362.00,34638.00,1619016.00,461006.00,44178.00,869924.00,243908.00,4055.00,0.00,0.00,8548.00,68843.00,2227763.00,-47707.00,342111.00,1166901.00,322964.00,165179.00,56171.00,46486.00,9685.00,49175.00,1591.00,4844.00,166535.00,66080.00,4566.00,95889.00,0.00
1981:Q2,2351691.00,18572.00,23626.00,96167.00,461727.00,21223.00,129202.00,126272.00,152447.00,32583.00,1664016.00,485454.00,45655.00,884252.00,248655.00,3770.00,0.00,0.00,9033.00,74780.00,2279463.00,-44785.00,353866.00,1168989.00,341572.00,166148.00,58016.00,48569.00,9447.00,56095.00,1502.00,5403.00,172657.00,68997.00,2775.00,100885.00,0.00
1981:Q3,2400688.00,19207.00,27243.00,96987.00,465495.00,20389.00,126174.00,131885.00,155102.00,31945.00,1700685.00,504937.00,47564.00,894565.00,253619.00,3270.00,0.00,0.00,9545.00,78256.00,2332250.00,-38882.00,355587.00,1177458.00,365555.00,168968.00,59927.00,50853.00,9074.00,64347.00,1427.00,5795.00,172068.00,70658.00,2952.00,98458.00,0.00
1981:Q4,2453309.00,18645.00,25228.00,119256.00,475993.00,21597.00,127731.00,137038.00,157608.00,32019.00,1728311.00,522273.00,51084.00,900061.00,254893.00,3303.00,0.00,0.00,10087.00,72486.00,2400462.00,-66206.00,373192.00,1207821.00,378591.00,196656.00,63362.00,53956.00,9406.00,65194.00,1364.00,6553.00,173935.00,75780.00,12610.00,85545.00,0.00
1982:Q1,2444884.00,16636.00,26357.00,115283.00,491873.00,24644.00,131812.00,145740.00,156739.00,32938.00,1701560.00,496978.00,51835.00,899395.00,253352.00,2936.00,0.00,0.00,10817.00,79422.00,2406495.00,-79368.00,352875.00,1238287.00,380905.00,199522.00,65011.00,55933.00,9078.00,66162.00,1325.00,6780.00,174997.00,73907.00,13446.00,87644.00,0.00
1982:Q2,2482552.00,20123.00,20198.00,113790.00,495050.00,22856.00,129271.00,155755.00,155572.00,31596.00,1729300.00,517454.00,55159.00,900221.00,256466.00,2731.00,0.00,0.00,11018.00,90342.00,2445695.00,-89920.00,355307.00,1253747.00,398141.00,195526.00,68160.00,59204.00,8956.00,69398.00,1307.00,7178.00,186851.00,70162.00,15043.00,101646.00,0.00
1982:Q3,2507971.00,19224.00,20318.00,116964.00,506999.00,24401.00,131418.00,162315.00,155321.00,33544.00,1739484.00,532242.00,55095.00,890593.00,261554.00,2959.00,0.00,0.00,11314.00,90709.00,2486706.00,-107573.00,371346.00,1279912.00,410809.00,207450.00,68481.00,58861.00,9620.00,67642.00,1298.00,7518.00,179823.00,82510.00,16766.00,80547.00,0.00
1982:Q4,2584505.00,19556.00,26489.00,134058.00,550371.00,23660.00,151709.00,173515.00,161638.00,39849.00,1749912.00,544511.00,58819.00,880282.00,266300.00,3376.00,0.00,0.00,11399.00,89344.00,2595262.00,-85380.00,400804.00,1355788.00,395825.00,211566.00,75454.00,65015.00,10439.00,66001.00,1283.00,7846.00,166075.00,89757.00,17067.00,59251.00,0.00
1983:Q1,2625471.00,18310.00,23419.00,132419.00,586205.00,20471.00,174627.00,188657.00,156735.00,45715.00,1750409.00,547058.00,53965.00,885712.00,263674.00,3699.00,0.00,0.00,11818.00,99192.00,2624200.00,-102108.00,390209.00,1458588.00,345303.00,210487.00,70181.00,59316.00,10865.00,60467.00,1274.00,8068.00,181732.00,85475.00,16273.00,79984.00,0.00
1983:Q2,2695184.00,20476.00,18004.00,132173.00,625096.00,20363.00,194865.00,198983.00,157836.00,53049.00,1785397.00,552280.00,57604.00,904560.00,270953.00,4249.00,0.00,0.00,12039.00,97750.00,2703227.00,-98425.00,413707.00,1490895.00,351067.00,211597.00,72253.00,61478.00,10775.00,59980.00,1270.00,8135.00,192749.00,84974.00,16866.00,90909.00,0.00
1983:Q3,2766767.00,17434.00,20697.00,126036.00,647094.00,20465.00,205233.00,210072.00,159780.00,51544.00,1835975.00,555731.00,61469.00,934228.00,284547.00,4418.00,0.00,0.00,12321.00,102792.00,2780013.00,-92396.00,411490.00,1520594.00,369618.00,216252.00,76211.00,65392.00,10819.00,59807.00,1258.00,8556.00,208624.00,93589.00,16609.00,98426.00,0.00
1983:Q4,2869238.00,21023.00,21446.00,128708.00,666032.00,19525.00,213749.00,212131.00,165160.00,55467.00,1912475.00,583772.00,65672.00,961760.00,301271.00,4394.00,0.00,0.00,12638.00,102522.00,2880993.00,-88709.00,427274.00,1563044.00,384570.00,220562.00,80827.00,70280.00,10547.00,61416.00,1254.00,8697.00,222058.00,102078.00,19257.00,100723.00,0.00
1984:Q1,2974400.00,17358.00,22167.00,134560.00,688744.00,18119.00,225736.00,218209.00,164356.00,62324.00,1963968.00,593909.00,64738.00,992235.00,313086.00,4224.00,0.00,0.00,12886.00,130493.00,2933061.00,-84737.00,422204.00,1599846.00,398659.00,237253.00,78721.00,68280.00,10441.00,60382.00,4299.00,8919.00,207516.00,96350.00,19167.00,91999.00,0.00
1984:Q2,3078992.00,18098.00,20252.00,134489.00,691103.00,17282.00,221226.00,227275.00,163912.00,61408.00,2062270.00,620232.00,71741.00,1034722.00,335575.00,4034.00,0.00,0.00,13612.00,135134.00,3036000.00,-73809.00,428007.00,1634193.00,431952.00,240113.00,88503.00,75955.00,12548.00,68772.00,4509.00,9269.00,204491.00,91745.00,14786.00,97960.00,0.00
1984:Q3,3176420.00,18374.00,23612.00,133817.00,707514.00,17582.00,223443.00,231688.00,169347.00,65454.00,2119761.00,624122.00,70101.00,1071433.00,354105.00,4294.00,0.00,0.00,13629.00,155419.00,3154366.00,-70284.00,430792.00,1660799.00,452070.00,252764.00,86188.00,73922.00,12266.00,76010.00,4560.00,10018.00,251450.00,108799.00,20041.00,122610.00,0.00
1984:Q4,3290147.00,24273.00,21819.00,150317.00,717358.00,16365.00,224515.00,227239.00,177354.00,71885.00,2194039.00,654630.00,69432.00,1099041.00,370936.00,4146.00,0.00,0.00,13774.00,164421.00,3276765.00,-78258.00,463912.00,1711393.00,471437.00,257671.00,90018.00,73977.00,16041.00,77793.00,4387.00,10326.00,268086.00,120388.00,19592.00,128106.00,0.00
1985:Q1,3323993.00,18083.00,26997.00,138837.00,728053.00,16148.00,238237.00,229381.00,172625.00,71662.00,2224959.00,656948.00,66000.00,1118664.00,383347.00,4603.00,0.00,0.00,14199.00,168262.00,3310187.00,-74896.00,437159.00,1759519.00,474554.00,256227.00,88131.00,70250.00,17881.00,78082.00,4404.00,10555.00,276452.00,119903.00,21362.00,135187.00,0.00
1985:Q2,3399647.00,18882.00,27236.00,153290.00,724341.00,15623.00,235014.00,222803.00,174646.00,76255.00,2278675.00,670029.00,62721.00,1147153.00,398772.00,4896.00,0.00,0.00,14530.00,177797.00,3388198.00,-80830.00,469079.00,1798253.00,466576.00,259125.00,86544.00,67258.00,19286.00,83264.00,4001.00,10710.00,291477.00,122536.00,21025.00,147916.00,0.00
1985:Q3,3494070.00,21104.00,27162.00,161250.00,746756.00,14420.00,238835.00,230054.00,185464.00,77983.00,2342484.00,685770.00,62360.00,1180594.00,413760.00,4679.00,0.00,0.00,14130.00,176505.00,3482618.00,-78682.00,488932.00,1824862.00,478160.00,274290.00,87424.00,65767.00,21657.00,89627.00,4293.00,11499.00,302214.00,131898.00,20436.00,149880.00,0.00
1985:Q4,3732976.00,25537.00,28631.00,173303.00,788055.00,13380.00,229278.00,229102.00,235145.00,81150.00,2512390.00,815582.00,59972.00,1207974.00,428862.00,5331.00,0.00,0.00,14810.00,184919.00,3725699.00,-61678.00,531110.00,1851712.00,592337.00,300293.00,89733.00,64617.00,25116.00,92944.00,4583.00,11377.00,313289.00,135521.00,22679.00,155089.00,0.00
1986:Q1,3754958.00,21251.00,30782.00,181545.00,789708.00,14418.00,232348.00,241027.00,217318.00,84597.00,2523617.00,815015.00,57646.00,1224257.00,426699.00,6106.00,0.00,0.00,15235.00,186714.00,3753066.00,-67243.00,508681.00,1882335.00,595416.00,306298.00,87818.00,60913.00,26905.00,91539.00,4717.00,11698.00,331807.00,145315.00,25592.00,160900.00,0.00
1986:Q2,3837308.00,22221.00,31940.00,187592.00,820226.00,13073.00,236345.00,266493.00,211947.00,92368.00,2568071.00,827298.00,55718.00,1246458.00,438597.00,6816.00,0.00,0.00,15568.00,184874.00,3831176.00,-77085.00,556883.00,1914041.00,585266.00,318953.00,88541.00,59744.00,28797.00,99315.00,5000.00,11967.00,328296.00,148223.00,18861.00,161212.00,0.00
1986:Q3,3925527.00,22609.00,36794.00,178377.00,868270.00,11587.00,240322.00,290348.00,220855.00,105158.00,2603835.00,825152.00,56902.00,1273141.00,448640.00,6617.00,0.00,0.00,15248.00,193777.00,3924052.00,-71834.00,560491.00,1945190.00,600995.00,329547.00,93173.00,61897.00,31276.00,103691.00,5294.00,12669.00,344837.00,149509.00,24477.00,170851.00,0.00
1986:Q4,4084674.00,25652.00,48107.00,185159.00,891189.00,14605.00,243033.00,315175.00,206447.00,111929.00,2711719.00,888321.00,54402.00,1308821.00,460175.00,7079.00,0.00,0.00,15028.00,200741.00,4069937.00,-78032.00,643181.00,1977510.00,613699.00,347058.00,91011.00,58760.00,32251.00,113540.00,4932.00,12394.00,344645.00,153534.00,26850.00,164261.00,0.00
1987:Q1,4104501.00,22493.00,41973.00,187018.00,902200.00,14153.00,245986.00,329489.00,195503.00,117069.00,2705183.00,861602.00,55152.00,1341716.00,446713.00,8548.00,0.00,0.00,15493.00,221593.00,4069734.00,-52800.00,573483.00,1990175.00,604987.00,351695.00,94642.00,59089.00,35553.00,111829.00,4828.00,12793.00,378103.00,156268.00,27370.00,194465.00,0.00
1987:Q2,4175023.00,23950.00,36102.00,185643.00,927938.00,12130.00,247808.00,353287.00,188529.00,126184.00,2769489.00,867343.00,59324.00,1385729.00,457093.00,8845.00,0.00,0.00,14596.00,208460.00,4145787.00,-63683.00,614888.00,2000297.00,631234.00,355983.00,98619.00,63348.00,35271.00,120184.00,2970.00,12227.00,373068.00,146940.00,30929.00,195199.00,0.00
1987:Q3,4256376.00,24422.00,39027.00,176340.00,951140.00,10285.00,256078.00,368350.00,183071.00,133356.00,2830078.00,876611.00,58217.00,1426890.00,468360.00,9339.00,0.00,0.00,14911.00,211119.00,4236020.00,-33289.00,612664.00,2012753.00,654235.00,361661.00,97135.00,61022.00,36113.00,126135.00,2783.00,13158.00,388786.00,150391.00,32855.00,205540.00,0.00
1987:Q4,4370284.00,24858.00,41784.00,174226.00,993727.00,15929.00,252382.00,387936.00,177310.00,160170.00,2880384.00,891110.00,59828.00,1448993.00,480453.00,7033.00,1752.00,0.00,18652.00,227868.00,4332105.00,-38481.00,630424.00,2047389.00,687917.00,361493.00,101636.00,64336.00,37300.00,139326.00,2497.00,14354.00,385550.00,160756.00,34073.00,190721.00,0.00
1988:Q1,4430672.00,23110.00,38777.00,187276.00,994016.00,12456.00,249075.00,391235.00,169607.00,171643.00,2914088.00,888749.00,54782.00,1490615.00,479942.00,7820.00,1700.00,0.00,19052.00,244833.00,4404420.00,-47408.00,612462.00,2121320.00,684195.00,385031.00,96180.00,59011.00,37169.00,135723.00,2001.00,15522.00,399394.00,159589.00,38721.00,201084.00,0.00
1988:Q2,4532392.00,25565.00,35681.00,185814.00,1010027.00,12155.00,243366.00,405112.00,164327.00,185067.00,2988455.00,910368.00,55768.00,1530614.00,491705.00,8309.00,1642.00,0.00,18695.00,258204.00,4521016.00,-31749.00,640346.00,2148461.00,689483.00,393740.00,98102.00,59626.00,38476.00,141018.00,1348.00,15784.00,424483.00,167415.00,42946.00,214122.00,0.00
1988:Q3,4603458.00,22093.00,39038.00,184574.00,1026333.00,13482.00,241882.00,420031.00,161531.00,189407.00,3029148.00,903469.00,55468.00,1565554.00,504657.00,8341.00,1500.00,0.00,18618.00,273813.00,4591691.00,-40251.00,628550.00,2167100.00,724580.00,401634.00,98119.00,59433.00,38686.00,147587.00,1702.00,15685.00,446986.00,175083.00,45603.00,226300.00,0.00
1988:Q4,4697163.00,27561.00,39347.00,175606.00,1029877.00,16030.00,233811.00,437615.00,154410.00,188011.00,3107255.00,930859.00,57499.00,1602988.00,515909.00,8483.00,1366.00,0.00,20239.00,287429.00,4694702.00,-34322.00,655061.00,2186306.00,749602.00,386303.00,100506.00,61597.00,38909.00,158770.00,2701.00,16906.00,472870.00,183773.00,46871.00,242226.00,0.00
1989:Q1,4675516.00,22203.00,37394.00,184182.00,1025932.00,13942.00,238200.00,446510.00,150494.00,176786.00,3123770.00,929434.00,52393.00,1633618.00,508325.00,13767.00,3608.00,0.00,20944.00,243716.00,4663595.00,-42328.00,601179.00,2198231.00,774809.00,410098.00,94559.00,56243.00,38316.00,169839.00,2239.00,17901.00,437068.00,183472.00,50758.00,202838.00,0.00
1989:Q2,4721261.00,22775.00,37381.00,188676.00,1005908.00,14425.00,217440.00,455467.00,145767.00,172809.00,3176505.00,939230.00,53984.00,1665836.00,517455.00,14763.00,3468.00,0.00,21110.00,250675.00,4713341.00,-58661.00,625205.00,2217720.00,775790.00,419663.00,96892.00,57827.00,39065.00,167665.00,2660.00,17976.00,448431.00,192141.00,49358.00,206932.00,0.00
1989:Q3,4735553.00,23122.00,32253.00,184465.00,980292.00,13219.00,204716.00,449156.00,142696.00,170505.00,3214197.00,944884.00,54668.00,1687430.00,527215.00,15629.00,3484.00,0.00,21273.00,260838.00,4712040.00,-56991.00,613336.00,2250124.00,773175.00,395890.00,96644.00,57710.00,38934.00,157118.00,2224.00,18544.00,461976.00,192623.00,47152.00,222201.00,0.00
1989:Q4,4762419.00,28671.00,38327.00,200046.00,966647.00,15711.00,203333.00,443268.00,136433.00,167902.00,3233178.00,970134.00,55361.00,1670189.00,537494.00,15704.00,3391.00,0.00,22571.00,253884.00,4743092.00,-76551.00,651867.00,2284283.00,780309.00,383906.00,95654.00,57366.00,38288.00,148319.00,1394.00,18638.00,455274.00,194161.00,49482.00,211631.00,0.00
1990:Q1,4750537.00,23251.00,36129.00,204939.00,992829.00,11402.00,217909.00,459550.00,132947.00,171021.00,3232339.00,947891.00,49763.00,1711512.00,523173.00,14741.00,3244.00,0.00,23429.00,219636.00,4757940.00,-64017.00,613187.00,2315774.00,751095.00,399092.00,90696.00,53654.00,37042.00,139523.00,1942.00,19312.00,491337.00,200549.00,46650.00,244138.00,0.00
1990:Q2,4740201.00,24294.00,36336.00,206315.00,983304.00,12325.00,213447.00,464935.00,127034.00,165563.00,3233853.00,956653.00,47272.00,1710161.00,519767.00,14877.00,3343.00,0.00,23487.00,214392.00,4751388.00,-66381.00,637644.00,2320278.00,731948.00,409295.00,85922.00,51434.00,34488.00,133466.00,1774.00,20121.00,477321.00,203209.00,44250.00,229862.00,0.00
1990:Q3,4734000.00,24752.00,33834.00,203104.00,983457.00,12238.00,214052.00,471239.00,125774.00,160154.00,3221023.00,947364.00,45383.00,1704105.00,524171.00,12736.00,3391.00,0.00,23074.00,228629.00,4761334.00,-47246.00,633654.00,2328791.00,720403.00,394126.00,83889.00,51081.00,32808.00,125375.00,1644.00,20278.00,500420.00,214203.00,50083.00,236134.00,0.00
