1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2007:Q4,13144664.00,54997.00,20767.00,768335.00,2708996.00,426.00,122711.00,1258180.00,203984.00,1123695.00,8297564.00,2146994.00,493.00,5018624.00,1131453.00,88762.00,31619.00,104291.00,150306.00,919027.00,13020710.00,-75187.00,740818.00,5224513.00,2521929.00,1028214.00,185548.00,785.00,184763.00,840110.00,12434.00,94188.00,2448143.00,1256904.00,241003.00,950236.00,11181.00
2008:Q1,13391815.00,45430.00,24162.00,746277.00,2726827.00,2739.00,118625.00,1250328.00,213568.00,1141567.00,8432609.00,2233551.00,348.00,5084732.00,1113978.00,76916.00,28875.00,105329.00,152061.00,1053329.00,13267645.00,-169746.00,745846.00,5383688.00,2594659.00,1035863.00,185382.00,429.00,184953.00,865869.00,1757.00,103607.00,2520721.00,1284259.00,240432.00,996030.00,11173.00
2008:Q2,13341607.00,45710.00,33497.00,718080.00,2752224.00,745.00,100871.00,1325529.00,214153.00,1110926.00,8461829.00,2251951.00,311.00,5075497.00,1134070.00,74485.00,27890.00,108343.00,151362.00,968187.00,13248678.00,-97003.00,747710.00,5416210.00,2543935.00,1010453.00,185613.00,1150.00,184463.00,875110.00,-11288.00,108421.00,2469518.00,1355885.00,237281.00,876352.00,10719.00
2008:Q3,13810053.00,47985.00,222059.00,745141.00,2837259.00,100037.00,116382.00,1316403.00,231963.00,1072474.00,8549050.00,2345145.00,0.00,5044449.00,1159456.00,57139.00,21993.00,114923.00,154330.00,1060175.00,13650940.00,145527.00,792574.00,5534675.00,2519845.00,997877.00,177089.00,870.00,176219.00,962736.00,-28629.00,108391.00,2440855.00,1353467.00,192610.00,894778.00,9846.00
2008:Q4,14461614.00,57725.00,860000.00,643286.00,2829525.00,15685.00,101907.00,1400335.00,224416.00,1087182.00,8559132.00,2343793.00,0.00,5014174.00,1201165.00,33791.00,21622.00,110740.00,201478.00,1144315.00,14238686.00,834626.00,880981.00,5749320.00,2339516.00,859570.00,185304.00,488.00,184816.00,848437.00,-73550.00,71671.00,2542812.00,1370538.00,276634.00,895640.00,9519.00
2009:Q1,14152443.00,50305.00,805213.00,582564.00,2838766.00,4452.00,125145.00,1421246.00,223380.00,1064543.00,8419112.00,2236891.00,0.00,5016573.00,1165648.00,28292.00,35294.00,110475.00,204877.00,1077545.00,14158770.00,715183.00,823864.00,5918706.00,2268590.00,862158.00,171048.00,767.00,170281.00,741056.00,-71192.00,75341.00,2654016.00,1578186.00,269335.00,806495.00,9132.00
2009:Q2,13764802.00,51142.00,660537.00,492478.00,2898117.00,9841.00,133809.00,1489239.00,228369.00,1036859.00,8249447.00,2135846.00,0.00,4965331.00,1148270.00,38226.00,37799.00,111156.00,202159.00,1023740.00,13740259.00,394311.00,885737.00,5936924.00,2248606.00,900942.00,168390.00,904.00,167486.00,670650.00,-80048.00,75281.00,2539466.00,1547001.00,224457.00,768008.00,8052.00
2009:Q3,13622277.00,50745.00,848085.00,408606.00,2941854.00,52.00,194046.00,1482304.00,227222.00,1038230.00,7994581.00,2005221.00,0.00,4838354.00,1151006.00,51431.00,51274.00,110416.00,207404.00,957881.00,13708523.00,341156.00,905625.00,6131151.00,2116692.00,864680.00,161330.00,712.00,160618.00,611762.00,-64549.00,79638.00,2561039.00,1590646.00,199920.00,770473.00,7288.00
2009:Q4,13554183.00,54922.00,976988.00,335202.00,2944356.00,0.00,196642.00,1579867.00,227801.00,940046.00,7837392.00,1925064.00,0.00,4768937.00,1143391.00,63597.00,47438.00,111496.00,261660.00,921131.00,13779834.00,183549.00,990671.00,6326538.00,2105942.00,727338.00,176958.00,614.00,176344.00,568243.00,-66208.00,107721.00,2659082.00,1599484.00,203086.00,856512.00,6926.00
2010:Q1,13822174.00,51802.00,1053876.00,329683.00,2955670.00,0.00,263468.00,1594640.00,228921.00,868641.00,8087700.00,1925778.00,0.00,4706734.00,1455188.00,66935.00,44748.00,112111.00,260553.00,859096.00,13939107.00,54937.00,946564.00,6459470.00,1989655.00,779499.00,553346.00,132863.00,420483.00,511164.00,-72027.00,112653.00,2603847.00,1576985.00,189184.00,837678.00,7532.00
2010:Q2,13648891.00,53787.00,973490.00,337177.00,2945745.00,0.00,261129.00,1592511.00,230464.00,861641.00,7986609.00,1903018.00,0.00,4643434.00,1440157.00,49452.00,40254.00,112826.00,262961.00,886590.00,13818678.00,30777.00,965298.00,6443418.00,1898026.00,766249.00,563888.00,135998.00,427890.00,477050.00,-63523.00,115832.00,2621664.00,1632910.00,150402.00,838352.00,6404.00
2010:Q3,13771458.00,50548.00,934555.00,366876.00,3148852.00,0.00,305628.00,1642438.00,239282.00,961504.00,7939608.00,1907411.00,0.00,4609896.00,1422301.00,60790.00,42739.00,114357.00,264650.00,848483.00,13917036.00,-20156.00,962414.00,6539722.00,1940667.00,790860.00,543731.00,129392.00,414339.00,434382.00,-63863.00,119120.00,2670160.00,1651420.00,177067.00,841673.00,6112.00
2010:Q4,13697390.00,52722.00,968052.00,356072.00,3070720.00,0.00,299636.00,1718061.00,257140.00,795883.00,7936407.00,1941376.00,0.00,4583049.00,1411982.00,73607.00,46535.00,115985.00,280055.00,797235.00,13946571.00,47769.00,1071976.00,6624854.00,1923238.00,734046.00,490078.00,113009.00,377069.00,418893.00,-59616.00,120018.00,2575315.00,1632838.00,171579.00,770898.00,6156.00
2011:Q1,14035331.00,53311.00,1406983.00,312968.00,3107696.00,0.00,304924.00,1766888.00,265521.00,770363.00,7795776.00,1966047.00,0.00,4467973.00,1361756.00,78050.00,48772.00,121550.00,282662.00,827563.00,14353241.00,330621.00,1114564.00,6741473.00,1933276.00,696684.00,471747.00,109264.00,362483.00,387670.00,-54927.00,129908.00,2602226.00,1670981.00,188946.00,742299.00,6099.00
2011:Q2,14247687.00,55427.00,1595936.00,334074.00,3081522.00,0.00,270467.00,1767218.00,273099.00,770738.00,7833029.00,2021751.00,0.00,4430642.00,1380636.00,80889.00,46861.00,122538.00,285878.00,811533.00,14566254.00,296773.00,1198132.00,6898781.00,1967546.00,670806.00,470349.00,109070.00,361279.00,368949.00,-50315.00,133897.00,2611337.00,1674186.00,173421.00,763730.00,6142.00
2011:Q3,14508992.00,50608.00,1597486.00,387328.00,3167444.00,0.00,273482.00,1787496.00,290963.00,815503.00,7918111.00,2106982.00,0.00,4424173.00,1386956.00,58735.00,38468.00,123566.00,278814.00,888432.00,14751080.00,360487.00,1312857.00,7065727.00,1778394.00,720632.00,470559.00,109933.00,360626.00,352296.00,-46925.00,143679.00,2593375.00,1694450.00,140135.00,758790.00,6172.00
2011:Q4,14580233.00,60801.00,1562253.00,378592.00,3208684.00,0.00,252943.00,1851656.00,303901.00,800184.00,8038318.00,2186499.00,0.00,4436217.00,1415602.00,67369.00,43522.00,125455.00,272464.00,822775.00,14908867.00,265976.00,1428633.00,7202226.00,1749974.00,706899.00,500081.00,120641.00,379440.00,356241.00,-49056.00,176616.00,2571278.00,1708980.00,137845.00,724453.00,6046.00
2012:Q1,14564014.00,56425.00,1549932.00,402470.00,3279124.00,0.00,280579.00,1928386.00,319987.00,750172.00,7994910.00,2216662.00,0.00,4399143.00,1379105.00,68324.00,45259.00,133757.00,275245.00,758568.00,15017555.00,275774.00,1389997.00,7412926.00,1642371.00,706245.00,445836.00,104359.00,341477.00,331964.00,-52505.00,169950.00,2694998.00,1782171.00,154270.00,758557.00,5984.00
2012:Q2,14676076.00,56621.00,1506983.00,430579.00,3284915.00,0.00,294503.00,1905842.00,337777.00,746793.00,8093871.00,2283767.00,0.00,4403999.00,1406105.00,61589.00,42412.00,134958.00,276723.00,787425.00,15116238.00,262556.00,1412855.00,7456847.00,1659537.00,728910.00,426277.00,102099.00,324178.00,351740.00,-50116.00,172061.00,2695572.00,1825733.00,128518.00,741321.00,5930.00
2012:Q3,14757878.00,56332.00,1440364.00,475819.00,3360612.00,0.00,326995.00,1905360.00,358640.00,769617.00,8144549.00,2317915.00,0.00,4403802.00,1422832.00,68563.00,44639.00,136443.00,274836.00,755721.00,15273511.00,245732.00,1448864.00,7595567.00,1636862.00,696791.00,387297.00,90741.00,296556.00,345766.00,-45989.00,173466.00,2789155.00,1871250.00,117942.00,799963.00,6179.00
2012:Q4,14985639.00,71071.00,1491045.00,490602.00,3399068.00,0.00,339534.00,1901338.00,371858.00,786338.00,8278004.00,2393292.00,0.00,4422443.00,1462269.00,71348.00,48083.00,138032.00,276997.00,721389.00,15537297.00,121693.00,1629222.00,7803851.00,1659883.00,674921.00,383400.00,87503.00,295897.00,361788.00,-47560.00,205908.00,2744191.00,1889186.00,126022.00,728983.00,6467.00
2013:Q1,15179957.00,59647.00,1790352.00,438358.00,3426476.00,0.00,329477.00,1946915.00,384210.00,765874.00,8220029.00,2401504.00,0.00,4381736.00,1436789.00,80805.00,52630.00,139214.00,279072.00,693374.00,15743950.00,246914.00,1646863.00,7869082.00,1652470.00,650833.00,341832.00,74442.00,267390.00,354332.00,-45705.00,208264.00,2819065.00,1916858.00,142936.00,759271.00,6757.00
2013:Q2,15483548.00,60223.00,2013264.00,418605.00,3405828.00,0.00,281474.00,1964161.00,400108.00,760085.00,8306243.00,2463747.00,0.00,4377846.00,1464650.00,79899.00,50236.00,140387.00,274957.00,733906.00,15969761.00,506943.00,1594214.00,7890068.00,1682412.00,638932.00,308160.00,64159.00,244001.00,396005.00,-58938.00,210155.00,2801810.00,1880499.00,142092.00,779219.00,7261.00
2013:Q3,15730794.00,62194.00,2232405.00,416485.00,3398949.00,0.00,276055.00,1934522.00,415305.00,773067.00,8373588.00,2503230.00,0.00,4377035.00,1493323.00,87750.00,54173.00,141602.00,281630.00,682017.00,16155330.00,473069.00,1658121.00,8052892.00,1736790.00,636361.00,282523.00,57341.00,225182.00,403661.00,-52925.00,212403.00,2752436.00,1898040.00,118689.00,735707.00,7711.00
2013:Q4,15920471.00,73622.00,2249070.00,392566.00,3445340.00,0.00,304416.00,1943770.00,426989.00,770165.00,8519479.00,2590241.00,0.00,4392113.00,1537125.00,101298.00,60094.00,143778.00,268648.00,666576.00,16431960.00,490235.00,1822317.00,8110838.00,1762025.00,582086.00,280699.00,59662.00,221037.00,437047.00,-47447.00,214903.00,2779257.00,1937249.00,123501.00,718507.00,7921.00
2014:Q1,16229279.00,64783.00,2444311.00,402245.00,3498863.00,0.00,351779.00,1957253.00,433176.00,756655.00,8568576.00,2646953.00,0.00,4405923.00,1515700.00,102603.00,62971.00,145189.00,271026.00,668712.00,16818322.00,580595.00,1819410.00,8265324.00,1810375.00,639743.00,272588.00,58363.00,214225.00,422124.00,-39665.00,214580.00,2833248.00,1982050.00,123872.00,727326.00,8098.00
2014:Q2,16521147.00,64931.00,2455844.00,430717.00,3540000.00,0.00,385409.00,1959671.00,437555.00,757365.00,8769730.00,2739871.00,0.00,4462151.00,1567708.00,109155.00,66819.00,146679.00,272803.00,664469.00,17129689.00,598075.00,1921495.00,8290669.00,1848588.00,638416.00,267663.00,55967.00,211696.00,472135.00,-32413.00,214545.00,2910516.00,2032241.00,120821.00,757454.00,8329.00
2014:Q3,16763440.00,64697.00,2537848.00,414794.00,3602425.00,0.00,446927.00,1973974.00,448018.00,733506.00,8875157.00,2785731.00,0.00,4490745.00,1598681.00,105401.00,61917.00,147920.00,275772.00,677509.00,17355413.00,586642.00,1940537.00,8431287.00,1833475.00,625285.00,263446.00,54714.00,208732.00,479831.00,-35325.00,214046.00,3016190.00,2059242.00,127849.00,829099.00,8593.00
2014:Q4,16897855.00,75669.00,2377996.00,403199.00,3662070.00,0.00,499841.00,1969997.00,458007.00,734225.00,9087241.00,2910218.00,0.00,4531138.00,1645885.00,108521.00,61792.00,149649.00,261047.00,710671.00,17528794.00,411917.00,2021155.00,8475813.00,1972905.00,607457.00,263493.00,54501.00,208992.00,503628.00,-32258.00,202810.00,3101875.00,2133181.00,103216.00,865478.00,8614.00
2015:Q1,17140322.00,67802.00,2437282.00,414927.00,3728845.00,0.00,501421.00,2025831.00,471859.00,729734.00,9174030.00,2988052.00,0.00,4566095.00,1619883.00,109012.00,61408.00,150945.00,262202.00,733868.00,17714645.00,405919.00,2023638.00,8762597.00,1920668.00,598619.00,243632.00,49027.00,194605.00,470942.00,-27489.00,199708.00,3116411.00,2112751.00,96241.00,907419.00,8647.00
2015:Q2,17164138.00,68272.00,2242466.00,419477.00,3752749.00,0.00,506559.00,2057434.00,483372.00,705384.00,9381266.00,3073603.00,0.00,4635342.00,1672321.00,108376.00,61978.00,153101.00,264020.00,712433.00,17710700.00,364687.00,2054082.00,8708721.00,1919506.00,601031.00,244652.00,50111.00,194541.00,518048.00,-34392.00,203161.00,3131204.00,2140176.00,109130.00,881898.00,8614.00
2015:Q3,17253410.00,67629.00,2197657.00,410821.00,3766643.00,0.00,500613.00,2062497.00,494707.00,708826.00,9516949.00,3099568.00,0.00,4700379.00,1717002.00,93961.00,55571.00,154510.00,262140.00,727529.00,17798806.00,354102.00,2000765.00,8844722.00,1917034.00,581293.00,247254.00,51103.00,196151.00,505099.00,-32232.00,203651.00,3177119.00,2158628.00,108361.00,910130.00,8260.00
2015:Q4,17372722.00,74230.00,1977166.00,428366.00,3865398.00,0.00,536597.00,2125209.00,505358.00,698234.00,9755492.00,3205790.00,0.00,4779059.00,1770643.00,100008.00,56840.00,156172.00,253157.00,705893.00,17967640.00,312200.00,2108949.00,8989505.00,1865398.00,603447.00,254219.00,53583.00,200636.00,543301.00,-36659.00,197928.00,3129353.00,2169698.00,105386.00,854269.00,7967.00
2016:Q1,17695828.00,69806.00,2125364.00,411469.00,3903781.00,0.00,545250.00,2128259.00,514257.00,716015.00,9860704.00,3283986.00,0.00,4825869.00,1750849.00,93613.00,58226.00,157555.00,254577.00,760733.00,18249590.00,249382.00,2145584.00,9163963.00,1888637.00,601641.00,263442.00,56573.00,206869.00,527449.00,-26311.00,199750.00,3236054.00,2206611.00,127109.00,902334.00,8062.00
2016:Q2,17958280.00,73273.00,2038268.00,419058.00,3972232.00,0.00,561283.00,2151856.00,530977.00,728116.00,10081677.00,3341239.00,0.00,4936041.00,1804397.00,97257.00,59725.00,158977.00,254623.00,803190.00,18529404.00,274028.00,2201832.00,9224265.00,1833327.00,613289.00,256954.00,55480.00,201474.00,593462.00,-21891.00,201318.00,3352820.00,2278626.00,114902.00,959292.00,8311.00
