1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2004:Q1,2326810.00,117604.00,12949.00,9088.00,45275.00,9745.00,0.00,0.00,0.00,40547.00,113556.00,113556.00,3337.00,527.00,3715.00,149.00,8094.00,8094.00,0.00,105154.00,744.00,104410.00,516628.00,500284.00,8405.00,0.00,7939.00,0.00,0.00,44620.00,348.00,3874.00,40398.00,0.00,109691.00,109691.00,458788.00,412909.00,45879.00,200782.00,200782.00,558740.00,558740.00,89289.00,3540.00,10075.00,17840.00,40744.00,9849.00,7241.00
2004:Q2,2415366.00,115708.00,12712.00,8729.00,44427.00,9804.00,0.00,0.00,0.00,40036.00,119412.00,119412.00,3856.00,552.00,4156.00,252.00,7374.00,7374.00,0.00,105602.00,731.00,104871.00,558066.00,539827.00,9624.00,0.00,8615.00,0.00,0.00,43427.00,208.00,4100.00,39119.00,0.00,108192.00,108192.00,453349.00,408014.00,45335.00,216509.00,216509.00,582764.00,582764.00,100555.00,4379.00,10633.00,20688.00,46328.00,11385.00,7142.00
2004:Q3,2393435.00,114504.00,12502.00,8989.00,44451.00,9859.00,0.00,0.00,0.00,38703.00,121717.00,121717.00,3356.00,629.00,3703.00,282.00,7786.00,7786.00,0.00,106398.00,718.00,105680.00,554265.00,535771.00,9855.00,0.00,8639.00,0.00,0.00,43118.00,68.00,4385.00,38665.00,0.00,113437.00,113437.00,437235.00,393512.00,43724.00,209852.00,209852.00,570750.00,570750.00,110388.00,5111.00,11120.00,23173.00,51201.00,12726.00,7057.00
2004:Q4,2563773.00,113327.00,12208.00,9141.00,44071.00,9994.00,0.00,0.00,0.00,37913.00,131240.00,131240.00,3300.00,710.00,3759.00,251.00,5349.00,5349.00,0.00,106791.00,705.00,106086.00,575816.00,553379.00,11374.00,0.00,11063.00,0.00,0.00,43574.00,0.00,4517.00,39057.00,0.00,111424.00,111424.00,451548.00,406393.00,45155.00,264019.00,264019.00,635200.00,635200.00,121475.00,5937.00,11669.00,25975.00,56696.00,14237.00,6961.00
2005:Q1,2574668.00,105607.00,12058.00,9465.00,39052.00,10073.00,0.00,0.00,0.00,34959.00,148178.00,148178.00,3403.00,619.00,3771.00,251.00,4132.00,4132.00,0.00,106401.00,695.00,105706.00,578567.00,557747.00,11758.00,661.00,8401.00,0.00,0.00,44640.00,0.00,4486.00,40154.00,0.00,110805.00,110805.00,447872.00,403085.00,44787.00,266078.00,266078.00,622686.00,622686.00,135680.00,6518.00,12569.00,28223.00,64751.00,15882.00,7737.00
2005:Q2,2646057.00,104920.00,11933.00,9764.00,39421.00,10187.00,0.00,0.00,0.00,33615.00,162022.00,162022.00,3353.00,745.00,3872.00,226.00,2867.00,2867.00,0.00,107110.00,685.00,106425.00,611878.00,589705.00,12544.00,663.00,8966.00,0.00,0.00,45879.00,0.00,4868.00,41011.00,0.00,102735.00,102735.00,455614.00,410053.00,45561.00,263518.00,263518.00,632648.00,632648.00,152768.00,7217.00,13651.00,30928.00,74440.00,17860.00,8672.00
2005:Q3,2646150.00,104151.00,11785.00,9836.00,40282.00,10428.00,0.00,0.00,0.00,31820.00,164119.00,164119.00,3554.00,768.00,4035.00,287.00,3068.00,3068.00,0.00,106808.00,675.00,106133.00,614476.00,592124.00,12619.00,672.00,9061.00,0.00,0.00,47736.00,0.00,5355.00,42381.00,0.00,99771.00,99771.00,450999.00,405899.00,45100.00,258013.00,258013.00,626156.00,626156.00,166531.00,7781.00,14523.00,33106.00,82244.00,19453.00,9424.00
2005:Q4,2675149.00,104137.00,11484.00,9958.00,40966.00,10620.00,0.00,0.00,0.00,31109.00,162541.00,162541.00,3259.00,761.00,3779.00,241.00,8079.00,8079.00,0.00,107555.00,665.00,106890.00,620167.00,595637.00,14656.00,690.00,9184.00,0.00,0.00,51632.00,0.00,5869.00,45763.00,0.00,93857.00,93857.00,479170.00,431253.00,47917.00,232447.00,232447.00,623442.00,623442.00,188102.00,8664.00,15890.00,36520.00,94475.00,21950.00,10603.00
2006:Q1,2736960.00,103421.00,11640.00,10209.00,42120.00,10694.00,0.00,0.00,0.00,28758.00,159146.00,159146.00,0.00,738.00,504.00,234.00,7637.00,7637.00,0.00,108250.00,658.00,107592.00,616867.00,591687.00,14597.00,695.00,9888.00,0.00,0.00,53280.00,0.00,6143.00,47137.00,0.00,96731.00,96731.00,482802.00,434522.00,48280.00,249478.00,249478.00,651613.00,651613.00,206997.00,8742.00,17097.00,38352.00,105915.00,25643.00,11248.00
2006:Q2,2854531.00,103750.00,11924.00,10412.00,43661.00,10922.00,0.00,0.00,0.00,26831.00,174004.00,174004.00,0.00,701.00,478.00,223.00,4519.00,4519.00,0.00,109790.00,650.00,109140.00,641491.00,614277.00,16308.00,688.00,10218.00,0.00,0.00,56091.00,0.00,6540.00,49551.00,0.00,98314.00,98314.00,497351.00,447616.00,49735.00,243845.00,243845.00,692342.00,692342.00,232333.00,8847.00,18716.00,40808.00,121253.00,30596.00,12113.00
2006:Q3,2870903.00,103509.00,12504.00,10455.00,44558.00,11067.00,0.00,0.00,0.00,24925.00,158862.00,158862.00,0.00,664.00,496.00,168.00,4608.00,4608.00,0.00,111130.00,642.00,110488.00,643680.00,615380.00,16796.00,669.00,10835.00,0.00,0.00,58097.00,0.00,6832.00,51265.00,0.00,92885.00,92885.00,490420.00,441378.00,49042.00,254532.00,254532.00,701011.00,701011.00,251505.00,8927.00,19941.00,42666.00,132860.00,34344.00,12767.00
2006:Q4,2972932.00,104714.00,12912.00,11150.00,45698.00,11215.00,0.00,0.00,0.00,23739.00,168780.00,168780.00,0.00,446.00,265.00,181.00,5573.00,5573.00,0.00,110882.00,634.00,110248.00,641386.00,609928.00,18885.00,631.00,11942.00,0.00,0.00,63539.00,0.00,7555.00,55984.00,0.00,97672.00,97672.00,498043.00,448239.00,49804.00,292099.00,292099.00,700594.00,700594.00,289204.00,9084.00,22351.00,46321.00,155683.00,41713.00,14052.00
2007:Q1,3041306.00,105130.00,12924.00,11188.00,46581.00,11427.00,0.00,0.00,0.00,23010.00,173410.00,173410.00,0.00,320.00,136.00,184.00,3913.00,3913.00,0.00,111518.00,626.00,110892.00,624424.00,594367.00,16249.00,625.00,13183.00,0.00,0.00,65732.00,0.00,7901.00,57831.00,0.00,92110.00,92110.00,505429.00,454886.00,50543.00,278962.00,278962.00,741760.00,741760.00,338598.00,11628.00,25228.00,57148.00,183470.00,45053.00,16071.00
2007:Q2,3258400.00,105253.00,12872.00,11198.00,47158.00,11603.00,0.00,0.00,0.00,22422.00,193712.00,193712.00,0.00,392.00,148.00,244.00,4133.00,4133.00,0.00,112698.00,618.00,112080.00,641952.00,606093.00,18897.00,627.00,16335.00,0.00,0.00,66616.00,0.00,8095.00,58521.00,0.00,93703.00,93703.00,509268.00,458341.00,50927.00,334032.00,334032.00,805520.00,805520.00,391121.00,14334.00,28288.00,68660.00,213017.00,48604.00,18218.00
2007:Q3,3493855.00,104228.00,12687.00,11002.00,47074.00,11756.00,0.00,0.00,0.00,21709.00,247947.00,247947.00,0.00,277.00,99.00,178.00,4572.00,4572.00,0.00,114250.00,609.00,113641.00,821754.00,769638.00,28373.00,1379.00,22364.00,0.00,0.00,70211.00,0.00,8634.00,61577.00,0.00,97626.00,97626.00,507904.00,457114.00,50790.00,296520.00,296520.00,805013.00,805013.00,423553.00,16005.00,30177.00,75769.00,231261.00,50797.00,19544.00
2007:Q4,3750363.00,102454.00,12506.00,10905.00,46802.00,11881.00,0.00,0.00,0.00,20360.00,271078.00,271078.00,0.00,493.00,183.00,310.00,6276.00,6276.00,0.00,114486.00,600.00,113886.00,867142.00,807810.00,32300.00,1366.00,25666.00,0.00,0.00,75483.00,0.00,9400.00,66083.00,0.00,93698.00,93698.00,522957.00,470661.00,52296.00,325534.00,325534.00,917008.00,917008.00,453754.00,17561.00,31936.00,82389.00,248251.00,52839.00,20778.00
2008:Q1,3971628.00,102150.00,12325.00,11035.00,46810.00,11991.00,0.00,0.00,0.00,19989.00,249671.00,249671.00,0.00,348.00,120.00,228.00,5881.00,5881.00,0.00,115677.00,591.00,115086.00,895835.00,837369.00,28500.00,1395.00,28571.00,0.00,0.00,81277.00,0.00,7165.00,74112.00,0.00,88620.00,88620.00,541997.00,487797.00,54200.00,365327.00,365327.00,1042764.00,1042764.00,482081.00,20681.00,35610.00,85568.00,261944.00,53629.00,24649.00
2008:Q2,3924503.00,103086.00,12964.00,11166.00,47247.00,12195.00,0.00,0.00,0.00,19514.00,239468.00,239468.00,0.00,311.00,142.00,169.00,7045.00,7045.00,0.00,116773.00,583.00,116190.00,906478.00,839710.00,35400.00,1500.00,29868.00,0.00,0.00,87127.00,0.00,7657.00,79470.00,0.00,84288.00,84288.00,563927.00,507534.00,56393.00,291465.00,291465.00,1019312.00,1019312.00,505223.00,23230.00,38611.00,88165.00,273131.00,54274.00,27812.00
2008:Q3,4158392.00,103482.00,12853.00,10875.00,48165.00,12470.00,0.00,0.00,0.00,19119.00,228856.00,228856.00,0.00,0.00,0.00,0.00,6359.00,6359.00,0.00,117870.00,574.00,117296.00,1003427.00,919236.00,43500.00,2201.00,38490.00,0.00,0.00,79785.00,0.00,5811.00,73974.00,0.00,80216.00,80216.00,557003.00,501303.00,55700.00,402323.00,402323.00,1018677.00,1018677.00,560394.00,29307.00,45767.00,94356.00,299800.00,55813.00,35351.00
2008:Q4,3528878.00,108563.00,12808.00,15305.00,48872.00,12716.00,0.00,0.00,0.00,18862.00,226416.00,226416.00,0.00,0.00,0.00,0.00,8241.00,8241.00,0.00,120385.00,566.00,119819.00,900464.00,807837.00,40600.00,2736.00,49291.00,0.00,0.00,80252.00,0.00,5677.00,74575.00,0.00,78122.00,78122.00,539882.00,485894.00,53988.00,164838.00,164838.00,737433.00,737433.00,564282.00,29735.00,46271.00,94792.00,301679.00,55921.00,35884.00
2009:Q1,3242323.00,123277.00,12765.00,28031.00,49910.00,12866.00,0.00,1172.00,100.00,18433.00,188760.00,188760.00,0.00,0.00,0.00,0.00,16681.00,16681.00,0.00,120772.00,557.00,120215.00,792936.00,710756.00,30300.00,2233.00,49647.00,0.00,0.00,80032.00,0.00,5924.00,74108.00,0.00,70523.00,70523.00,516685.00,465017.00,51669.00,134275.00,134275.00,664063.00,664063.00,534319.00,27381.00,40321.00,95377.00,289463.00,50246.00,31531.00
2009:Q2,3169923.00,147342.00,12691.00,50605.00,50797.00,13060.00,0.00,1370.00,100.00,18719.00,193358.00,193358.00,0.00,0.00,0.00,0.00,15911.00,15911.00,0.00,121279.00,549.00,120730.00,720547.00,642150.00,28500.00,2275.00,47622.00,0.00,0.00,80293.00,0.00,5663.00,74630.00,0.00,63481.00,63481.00,493012.00,443711.00,49301.00,147666.00,147666.00,675774.00,675774.00,511260.00,25570.00,35742.00,95826.00,280062.00,45879.00,28181.00
2009:Q3,3123957.00,171086.00,12571.00,75008.00,51433.00,13241.00,0.00,0.00,100.00,18733.00,182119.00,182119.00,0.00,0.00,0.00,0.00,16194.00,16194.00,0.00,120422.00,541.00,119881.00,658669.00,583462.00,28300.00,1956.00,44951.00,0.00,0.00,78118.00,0.00,4966.00,73152.00,0.00,53338.00,53338.00,474268.00,426841.00,47427.00,173767.00,173767.00,702804.00,702804.00,493172.00,24149.00,32150.00,96179.00,272688.00,42453.00,25553.00
2009:Q4,3000308.00,174799.00,12619.00,74868.00,52463.00,13536.00,0.00,0.00,1988.00,19325.00,182460.00,182460.00,0.00,0.00,0.00,0.00,14605.00,14605.00,0.00,121087.00,532.00,120555.00,615900.00,541743.00,26500.00,2186.00,45471.00,0.00,0.00,80028.00,0.00,5254.00,74774.00,0.00,54398.00,54398.00,448885.00,403997.00,44889.00,202985.00,202985.00,701732.00,701732.00,403429.00,26786.00,20394.00,75399.00,197819.00,60106.00,22925.00
2010:Q1,2903217.00,178387.00,12563.00,74549.00,53260.00,13676.00,0.00,0.00,4660.00,19679.00,185570.00,185570.00,0.00,0.00,0.00,0.00,17108.00,17108.00,0.00,121703.00,523.00,121180.00,556786.00,485764.00,25400.00,522.00,45006.00,94.00,0.00,77717.00,0.00,5263.00,72454.00,0.00,37711.00,37711.00,447526.00,402773.00,44753.00,196375.00,196375.00,701076.00,701076.00,383258.00,25686.00,18853.00,73685.00,191876.00,52139.00,21019.00
2010:Q2,2863113.00,178123.00,12273.00,70928.00,53755.00,13771.00,0.00,0.00,7848.00,19548.00,176602.00,176602.00,0.00,0.00,0.00,0.00,18509.00,18509.00,0.00,122406.00,515.00,121891.00,522625.00,452050.00,25000.00,1221.00,43774.00,580.00,0.00,76517.00,0.00,4792.00,71725.00,0.00,37243.00,37243.00,439207.00,395286.00,43921.00,216997.00,216997.00,703729.00,703729.00,371155.00,25875.00,18198.00,74339.00,181824.00,50140.00,20779.00
2010:Q3,2845635.00,179095.00,12271.00,71755.00,53231.00,13898.00,0.00,0.00,8324.00,19616.00,163073.00,163073.00,0.00,0.00,0.00,0.00,18564.00,18564.00,0.00,123545.00,506.00,123039.00,479720.00,409182.00,25200.00,1268.00,43540.00,530.00,0.00,81885.00,0.00,5719.00,76166.00,0.00,40612.00,40612.00,445748.00,401173.00,44575.00,233671.00,233671.00,716636.00,716636.00,363086.00,26372.00,17739.00,75878.00,173646.00,48677.00,20774.00
2010:Q4,2765674.00,178471.00,11647.00,70571.00,53024.00,14403.00,0.00,0.00,9178.00,19648.00,162272.00,162272.00,0.00,0.00,0.00,0.00,18895.00,18895.00,0.00,124494.00,493.00,124001.00,463986.00,392788.00,26105.00,773.00,43415.00,905.00,0.00,87277.00,0.00,6821.00,80456.00,0.00,3964.00,3964.00,372731.00,335458.00,37273.00,278175.00,278175.00,725246.00,725246.00,350163.00,26173.00,16735.00,74567.00,163844.00,47405.00,21439.00
2011:Q1,2777298.00,180569.00,11570.00,71881.00,53582.00,14509.00,0.00,0.00,9326.00,19701.00,167092.00,167092.00,0.00,0.00,0.00,0.00,26883.00,26883.00,0.00,124797.00,484.00,124313.00,433213.00,363977.00,23693.00,776.00,44236.00,531.00,0.00,89616.00,0.00,7977.00,81639.00,0.00,254.00,254.00,371665.00,334499.00,37167.00,315728.00,315728.00,731813.00,731813.00,335668.00,25223.00,15435.00,86743.00,144076.00,45917.00,18274.00
2011:Q2,2837016.00,177910.00,11383.00,67825.00,54730.00,14697.00,0.00,0.00,9677.00,19598.00,185073.00,185073.00,0.00,0.00,0.00,0.00,24222.00,24222.00,0.00,125497.00,474.00,125023.00,415106.00,346134.00,22815.00,865.00,44280.00,1012.00,0.00,85106.00,0.00,6717.00,78389.00,0.00,72.00,72.00,361262.00,325136.00,36126.00,312853.00,312853.00,778628.00,778628.00,371287.00,25652.00,17336.00,99736.00,161620.00,47981.00,18962.00
2011:Q3,2777199.00,179733.00,11381.00,68594.00,55161.00,14960.00,0.00,0.00,9828.00,19809.00,196903.00,196903.00,0.00,0.00,0.00,0.00,24830.00,24830.00,0.00,126412.00,465.00,125947.00,398850.00,328550.00,23746.00,930.00,44600.00,1024.00,0.00,80956.00,0.00,5568.00,75388.00,0.00,69.00,69.00,361948.00,325753.00,36195.00,251931.00,251931.00,787230.00,787230.00,368337.00,25545.00,20557.00,95269.00,156184.00,54371.00,16411.00
2011:Q4,2732118.00,183276.00,11157.00,70079.00,55925.00,15272.00,0.00,0.00,9842.00,21001.00,196129.00,196129.00,0.00,0.00,0.00,0.00,22895.00,22895.00,0.00,126911.00,455.00,126456.00,403286.00,332087.00,24154.00,878.00,44912.00,1255.00,0.00,83752.00,0.00,5919.00,77833.00,0.00,62.00,62.00,375763.00,338187.00,37576.00,238861.00,238861.00,726120.00,726120.00,375063.00,23364.00,22151.00,93479.00,162304.00,54344.00,19421.00
2012:Q1,2724436.00,186302.00,10893.00,71651.00,55976.00,15403.00,0.00,0.00,9488.00,22891.00,171620.00,171620.00,0.00,0.00,0.00,0.00,53132.00,51835.00,1297.00,126869.00,445.00,126424.00,380666.00,309080.00,22884.00,1280.00,46123.00,1299.00,0.00,86614.00,0.00,7190.00,79424.00,0.00,834.00,834.00,375495.00,337946.00,37550.00,267723.00,267723.00,723615.00,723615.00,351566.00,26525.00,20207.00,94198.00,166848.00,30615.00,13173.00
2012:Q2,2741386.00,188424.00,10997.00,73258.00,56563.00,15667.00,0.00,0.00,8939.00,23000.00,166024.00,166024.00,0.00,0.00,0.00,0.00,53246.00,50979.00,2267.00,126613.00,436.00,126177.00,404343.00,328020.00,23720.00,1348.00,49535.00,1720.00,0.00,86963.00,0.00,6445.00,80518.00,0.00,1658.00,1658.00,375681.00,338113.00,37568.00,244457.00,244457.00,742908.00,742908.00,351069.00,23201.00,21490.00,99223.00,161892.00,32847.00,12416.00
2012:Q3,2811507.00,186448.00,11013.00,74191.00,56596.00,15560.00,0.00,0.00,6126.00,22962.00,157659.00,157659.00,0.00,0.00,0.00,0.00,107846.00,103160.00,4686.00,127241.00,426.00,126815.00,398302.00,321386.00,24380.00,1275.00,49443.00,1718.00,100.00,89250.00,0.00,6584.00,82666.00,0.00,3244.00,3244.00,377473.00,339726.00,37747.00,269144.00,269144.00,751478.00,751478.00,343422.00,23082.00,22046.00,100623.00,153877.00,31908.00,11886.00
2012:Q4,2880014.00,185748.00,11044.00,75334.00,56514.00,15684.00,0.00,0.00,3007.00,24165.00,143902.00,143902.00,0.00,0.00,0.00,0.00,105327.00,99275.00,6052.00,128261.00,414.00,127847.00,413600.00,336714.00,25074.00,1254.00,48151.00,2145.00,262.00,92068.00,0.00,6726.00,85342.00,0.00,1775.00,1775.00,386975.00,348278.00,38698.00,303747.00,303747.00,757028.00,757028.00,361583.00,20899.00,22563.00,105692.00,159960.00,39566.00,12903.00
2013:Q1,2863775.00,188162.00,11185.00,76074.00,57024.00,16009.00,0.00,0.00,2462.00,25408.00,141484.00,141484.00,0.00,0.00,0.00,0.00,105980.00,101402.00,4578.00,128251.00,404.00,127847.00,407411.00,332115.00,22217.00,1392.00,49123.00,2141.00,423.00,91400.00,0.00,7533.00,83867.00,0.00,3908.00,3908.00,390907.00,351816.00,39091.00,307855.00,307855.00,743551.00,743551.00,354866.00,22686.00,21738.00,113397.00,146928.00,37179.00,12938.00
2013:Q2,2994064.00,190354.00,11820.00,76269.00,57356.00,15965.00,0.00,0.00,2352.00,26592.00,152282.00,152282.00,0.00,0.00,0.00,0.00,110730.00,106410.00,4320.00,128916.00,394.00,128522.00,450701.00,372552.00,23453.00,1496.00,50330.00,2372.00,498.00,90288.00,0.00,6674.00,83614.00,0.00,4352.00,4352.00,394821.00,355339.00,39482.00,302558.00,302558.00,794041.00,794041.00,375021.00,24026.00,22776.00,130867.00,143272.00,42240.00,11840.00
2013:Q3,3001521.00,192329.00,11559.00,76214.00,58245.00,16078.00,0.00,0.00,2352.00,27881.00,138942.00,138942.00,0.00,0.00,0.00,0.00,100511.00,96576.00,3935.00,129318.00,384.00,128934.00,457668.00,377092.00,26569.00,1550.00,49441.00,2408.00,608.00,89673.00,0.00,6312.00,83361.00,0.00,3859.00,3859.00,396898.00,357208.00,39690.00,313716.00,313716.00,791507.00,791507.00,387100.00,24500.00,23241.00,137878.00,147281.00,43812.00,10388.00
2013:Q4,3088461.00,192983.00,12133.00,76198.00,58469.00,16226.00,0.00,0.00,2352.00,27605.00,139690.00,139690.00,0.00,0.00,0.00,0.00,75695.00,71687.00,4008.00,129180.00,375.00,128805.00,492559.00,410057.00,26990.00,2073.00,50111.00,2339.00,989.00,94975.00,0.00,6958.00,88017.00,0.00,1931.00,1931.00,401336.00,361202.00,40134.00,339184.00,339184.00,815484.00,815484.00,405444.00,25903.00,25122.00,145070.00,148302.00,50447.00,10600.00
2014:Q1,3139572.00,194768.00,11909.00,77530.00,57952.00,16277.00,0.00,0.00,2352.00,28748.00,151242.00,151242.00,0.00,0.00,0.00,0.00,73032.00,70036.00,2996.00,129122.00,365.00,128757.00,478540.00,394717.00,27407.00,2244.00,50498.00,2277.00,1397.00,98320.00,0.00,8608.00,89712.00,0.00,1832.00,1832.00,397961.00,358165.00,39796.00,320598.00,320598.00,866182.00,866182.00,427975.00,26649.00,27175.00,160144.00,152891.00,49763.00,11353.00
2014:Q2,3236002.00,195703.00,13188.00,75173.00,58552.00,16408.00,0.00,0.00,2352.00,30030.00,158132.00,158132.00,0.00,0.00,0.00,0.00,64121.00,61216.00,2905.00,129431.00,355.00,129076.00,530562.00,442177.00,29958.00,2071.00,51081.00,2242.00,3033.00,97422.00,0.00,7959.00,89463.00,0.00,1189.00,1189.00,401356.00,361220.00,40136.00,375418.00,375418.00,866571.00,866571.00,416097.00,22212.00,28225.00,156488.00,149404.00,49694.00,10074.00
2014:Q3,3328906.00,195750.00,12833.00,75031.00,58491.00,16487.00,0.00,0.00,2352.00,30556.00,185938.00,185938.00,0.00,0.00,0.00,0.00,63840.00,61324.00,2516.00,130203.00,345.00,129858.00,539790.00,446688.00,33143.00,2139.00,51402.00,2173.00,4245.00,99310.00,0.00,7877.00,91433.00,0.00,10.00,10.00,401676.00,361508.00,40168.00,390257.00,390257.00,892460.00,892460.00,429672.00,23013.00,30040.00,158930.00,155583.00,51790.00,10316.00
2014:Q4,3323339.00,195023.00,13336.00,74756.00,57262.00,16595.00,0.00,0.00,2352.00,30722.00,170638.00,170638.00,0.00,0.00,0.00,0.00,64821.00,61601.00,3220.00,130838.00,337.00,130501.00,565672.00,468231.00,35397.00,2176.00,51928.00,2083.00,5857.00,106135.00,0.00,8591.00,97544.00,0.00,10.00,10.00,411532.00,370379.00,41153.00,369537.00,369537.00,868953.00,868953.00,440180.00,24266.00,31376.00,154518.00,159302.00,58622.00,12096.00
2015:Q1,3297702.00,195058.00,13552.00,74419.00,57086.00,16695.00,0.00,0.00,2352.00,30954.00,177965.00,177965.00,0.00,0.00,0.00,0.00,62334.00,59316.00,3018.00,131090.00,327.00,130763.00,536597.00,436039.00,34903.00,2233.00,54076.00,2098.00,7248.00,104993.00,0.00,9241.00,95752.00,0.00,19.00,19.00,412333.00,371100.00,41233.00,354327.00,354327.00,870526.00,870526.00,452460.00,25139.00,32054.00,160401.00,170604.00,52633.00,11629.00
2015:Q2,3330007.00,196588.00,14239.00,76137.00,56324.00,16723.00,0.00,0.00,2352.00,30813.00,188766.00,188766.00,0.00,0.00,0.00,0.00,55101.00,52634.00,2467.00,131502.00,318.00,131184.00,588152.00,478125.00,39923.00,2127.00,56223.00,2072.00,9682.00,106561.00,0.00,8925.00,97636.00,0.00,14.00,14.00,416253.00,374628.00,41625.00,364371.00,364371.00,843607.00,843607.00,439092.00,24245.00,30063.00,154373.00,167033.00,51228.00,12150.00
2015:Q3,3230601.00,194530.00,14795.00,74803.00,54260.00,16656.00,0.00,0.00,2352.00,31664.00,195159.00,195159.00,0.00,0.00,0.00,0.00,37675.00,35273.00,2402.00,132345.00,308.00,132037.00,586233.00,460227.00,44872.00,2093.00,57285.00,2861.00,18895.00,110316.00,0.00,9192.00,101124.00,0.00,14.00,14.00,422822.00,380540.00,42282.00,289407.00,289407.00,844648.00,844648.00,417452.00,21645.00,29949.00,141640.00,159225.00,51849.00,13144.00
2015:Q4,3239635.00,197931.00,15603.00,75320.00,54039.00,16866.00,0.00,0.00,2352.00,33751.00,193879.00,193879.00,0.00,0.00,0.00,0.00,23958.00,23105.00,853.00,132163.00,299.00,131864.00,631233.00,498651.00,44650.00,2306.00,58167.00,3683.00,23776.00,114970.00,0.00,9787.00,105183.00,0.00,15.00,15.00,425107.00,382596.00,42511.00,289393.00,289393.00,820628.00,820628.00,410358.00,22010.00,29567.00,138894.00,158296.00,48662.00,12929.00
2016:Q1,3272166.00,199374.00,15852.00,74859.00,53692.00,17058.00,0.00,0.00,2352.00,35561.00,201750.00,201750.00,0.00,0.00,0.00,0.00,23208.00,22292.00,916.00,131905.00,289.00,131616.00,613759.00,484531.00,42918.00,2240.00,60661.00,3688.00,19721.00,116320.00,0.00,10806.00,105514.00,0.00,201.00,201.00,410147.00,369132.00,41015.00,265726.00,265726.00,860080.00,860080.00,449696.00,24305.00,33472.00,144408.00,173798.00,56438.00,17275.00
2016:Q2,3325644.00,200679.00,16521.00,75196.00,53639.00,17117.00,0.00,0.00,2352.00,35854.00,188732.00,188732.00,0.00,0.00,0.00,0.00,22007.00,21084.00,923.00,132254.00,280.00,131974.00,684959.00,548999.00,44463.00,3477.00,65256.00,3670.00,19094.00,119360.00,0.00,11038.00,108322.00,0.00,166.00,166.00,410465.00,369419.00,41047.00,275717.00,275717.00,863840.00,863840.00,427465.00,22868.00,31897.00,139536.00,162265.00,51417.00,19482.00
