1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1976:Q2,209299.00,67763.00,6260.00,4040.00,13170.00,5733.00,1534.00,0.00,0.00,37026.00,377.00,377.00,15826.00,3957.00,8242.00,11541.00,3600.00,3600.00,0.00,26189.00,1053.00,25136.00,15274.00,15274.00,0.00,0.00,0.00,0.00,0.00,15604.00,0.00,705.00,14899.00,0.00,0.00,0.00,45605.00,41045.00,4561.00,11223.00,11223.00,3881.00,3881.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q3,214927.00,71333.00,6509.00,4137.00,14245.00,6970.00,1490.00,0.00,0.00,37982.00,493.00,493.00,15679.00,3920.00,8386.00,11213.00,3700.00,3700.00,0.00,26550.00,1056.00,25494.00,16062.00,16062.00,0.00,0.00,0.00,0.00,0.00,16050.00,0.00,734.00,15316.00,0.00,0.00,0.00,46330.00,41697.00,4633.00,11645.00,11645.00,3165.00,3165.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1976:Q4,228359.00,73171.00,6496.00,4197.00,14478.00,7817.00,1172.00,0.00,0.00,39011.00,495.00,495.00,18018.00,4505.00,10165.00,12358.00,3781.00,3781.00,0.00,26890.00,1056.00,25834.00,15862.00,15862.00,0.00,0.00,0.00,0.00,0.00,16243.00,0.00,715.00,15528.00,0.00,0.00,0.00,49460.00,44514.00,4946.00,12510.00,12510.00,7424.00,7424.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q1,228675.00,74366.00,6274.00,4331.00,15174.00,8159.00,410.00,0.00,0.00,40018.00,642.00,642.00,18155.00,4539.00,9904.00,12790.00,3700.00,3700.00,0.00,27304.00,1056.00,26248.00,14462.00,14462.00,0.00,0.00,0.00,0.00,0.00,18075.00,0.00,805.00,17270.00,0.00,0.00,0.00,53065.00,47759.00,5307.00,12936.00,12936.00,1431.00,1431.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q2,236540.00,73922.00,6319.00,4357.00,16185.00,6118.00,430.00,0.00,0.00,40513.00,594.00,594.00,18752.00,4688.00,10274.00,13166.00,3800.00,3800.00,0.00,27760.00,1051.00,26709.00,15717.00,15717.00,0.00,0.00,0.00,0.00,0.00,18247.00,0.00,851.00,17396.00,0.00,0.00,0.00,56765.00,51089.00,5677.00,14024.00,14024.00,2271.00,2271.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q3,239974.00,77185.00,6501.00,4476.00,17004.00,7334.00,510.00,0.00,0.00,41360.00,548.00,548.00,18654.00,4663.00,9672.00,13645.00,3800.00,3800.00,0.00,28198.00,1057.00,27141.00,17054.00,17054.00,0.00,0.00,0.00,0.00,0.00,18484.00,0.00,886.00,17598.00,0.00,0.00,0.00,57689.00,51920.00,5769.00,13981.00,13981.00,-282.00,-282.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q4,258793.00,78748.00,6585.00,4255.00,17605.00,8022.00,515.00,0.00,0.00,41766.00,645.00,645.00,20523.00,5131.00,11442.00,14212.00,3810.00,3810.00,0.00,28616.00,1060.00,27556.00,20173.00,20173.00,0.00,0.00,0.00,0.00,0.00,18319.00,0.00,835.00,17484.00,0.00,0.00,0.00,62957.00,56661.00,6296.00,14527.00,14527.00,5344.00,5344.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q1,264672.00,82444.00,6728.00,4955.00,19362.00,8307.00,590.00,0.00,0.00,42502.00,793.00,793.00,19345.00,4836.00,8301.00,15880.00,4000.00,4000.00,0.00,29064.00,1057.00,28007.00,21278.00,21278.00,0.00,0.00,0.00,0.00,0.00,18300.00,0.00,823.00,17477.00,0.00,0.00,0.00,66305.00,59675.00,6631.00,16401.00,16401.00,1906.00,1906.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q2,279917.00,84525.00,6851.00,5410.00,21539.00,6464.00,690.00,0.00,0.00,43571.00,1043.00,1043.00,19431.00,4858.00,8637.00,15652.00,4200.00,4200.00,0.00,29676.00,1060.00,28616.00,25274.00,25274.00,0.00,0.00,0.00,0.00,0.00,19382.00,0.00,885.00,18497.00,0.00,0.00,0.00,68980.00,62082.00,6898.00,18950.00,18950.00,3598.00,3598.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q3,290778.00,88992.00,7181.00,6060.00,23713.00,6461.00,745.00,0.00,0.00,44832.00,1412.00,1412.00,17562.00,4390.00,8869.00,13083.00,4400.00,4400.00,0.00,30311.00,1061.00,29250.00,29158.00,29158.00,0.00,0.00,0.00,0.00,0.00,20159.00,0.00,942.00,19217.00,0.00,0.00,0.00,68597.00,61737.00,6860.00,20731.00,20731.00,5066.00,5066.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q4,308827.00,91308.00,7397.00,6186.00,24942.00,6466.00,915.00,0.00,0.00,45402.00,901.00,901.00,20108.00,4830.00,9908.00,15030.00,4628.00,4628.00,0.00,31212.00,1066.00,30146.00,32670.00,32670.00,0.00,0.00,0.00,0.00,0.00,20467.00,0.00,957.00,19510.00,0.00,0.00,0.00,74411.00,66970.00,7441.00,17145.00,17145.00,11147.00,11147.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q1,309541.00,93433.00,7467.00,6485.00,25615.00,6481.00,1030.00,0.00,0.00,46355.00,1341.00,1341.00,20324.00,4890.00,9948.00,15266.00,4500.00,4500.00,0.00,32242.00,1077.00,31165.00,31881.00,31881.00,0.00,0.00,0.00,0.00,0.00,21814.00,0.00,1025.00,20789.00,0.00,0.00,0.00,78516.00,70664.00,7852.00,16326.00,16326.00,4274.00,4274.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q2,331885.00,98413.00,7893.00,7008.00,28580.00,6648.00,1140.00,0.00,0.00,47144.00,1878.00,1878.00,21878.00,5280.00,10175.00,16983.00,4400.00,4400.00,0.00,33224.00,1085.00,32139.00,35071.00,35071.00,0.00,0.00,0.00,0.00,0.00,23430.00,0.00,1123.00,22307.00,0.00,0.00,0.00,82702.00,74432.00,8270.00,18958.00,18958.00,6651.00,6651.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q3,346133.00,101502.00,8209.00,7399.00,30214.00,6551.00,1275.00,0.00,0.00,47854.00,2459.00,2459.00,24887.00,6020.00,11040.00,19867.00,4300.00,4300.00,0.00,34156.00,1095.00,33061.00,38596.00,38596.00,0.00,0.00,0.00,0.00,0.00,24000.00,0.00,1163.00,22837.00,0.00,0.00,0.00,81488.00,73339.00,8149.00,20249.00,20249.00,8476.00,8476.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q4,365510.00,105836.00,8469.00,7629.00,31064.00,6662.00,1505.00,0.00,0.00,50507.00,2888.00,2888.00,26125.00,6340.00,13842.00,18623.00,4230.00,4230.00,0.00,35944.00,1119.00,34825.00,41838.00,41838.00,0.00,0.00,0.00,0.00,0.00,25923.00,0.00,1218.00,24705.00,0.00,0.00,0.00,84529.00,76076.00,8453.00,17458.00,17458.00,14399.00,14399.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1980:Q1,376584.00,110130.00,8671.00,7982.00,32993.00,6714.00,1785.00,0.00,0.00,51985.00,3452.00,3452.00,28858.00,7030.00,15744.00,20144.00,4100.00,4100.00,0.00,38042.00,1147.00,36895.00,44122.00,44122.00,0.00,0.00,0.00,0.00,0.00,27714.00,0.00,1327.00,26387.00,0.00,0.00,0.00,85660.00,77094.00,8566.00,18735.00,18735.00,8741.00,8741.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1980:Q2,389085.00,114568.00,8720.00,8522.00,35373.00,6779.00,2180.00,0.00,0.00,52994.00,5568.00,5568.00,31350.00,7617.00,16591.00,22376.00,4000.00,4000.00,0.00,40564.00,1187.00,39377.00,42364.00,42364.00,0.00,0.00,0.00,0.00,0.00,27859.00,0.00,1438.00,26421.00,0.00,0.00,0.00,84510.00,76059.00,8451.00,18620.00,18620.00,12065.00,12065.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1980:Q3,400026.00,118536.00,9422.00,8935.00,36586.00,7138.00,2345.00,0.00,0.00,54110.00,5263.00,5263.00,31371.00,8138.00,16076.00,23433.00,3900.00,3900.00,0.00,41398.00,1192.00,40206.00,44161.00,44161.00,0.00,0.00,0.00,0.00,0.00,28800.00,0.00,1447.00,27353.00,0.00,0.00,0.00,82391.00,74152.00,8239.00,19972.00,19972.00,16096.00,16096.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1980:Q4,424980.00,122278.00,9483.00,9300.00,37655.00,7586.00,2720.00,0.00,0.00,55534.00,4502.00,4502.00,31963.00,7827.00,17076.00,22714.00,3703.00,3703.00,0.00,42612.00,1201.00,41411.00,48963.00,48963.00,0.00,0.00,0.00,0.00,0.00,29228.00,0.00,1376.00,27852.00,0.00,0.00,0.00,86946.00,78251.00,8695.00,24737.00,24737.00,22221.00,22221.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1981:Q1,430995.00,128596.00,9896.00,9572.00,40944.00,7813.00,3395.00,0.00,0.00,56976.00,7712.00,7712.00,35716.00,8462.00,19565.00,24613.00,2700.00,2700.00,0.00,44358.00,1147.00,43211.00,49175.00,49175.00,0.00,0.00,0.00,0.00,0.00,30300.00,0.00,1455.00,28845.00,0.00,0.00,0.00,87543.00,78789.00,8754.00,21807.00,21807.00,14626.00,14626.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1981:Q2,454325.00,134395.00,10292.00,10109.00,44066.00,8570.00,3400.00,0.00,0.00,57958.00,8077.00,8077.00,36701.00,8954.00,18198.00,27457.00,3167.00,3167.00,0.00,46099.00,1160.00,44939.00,56095.00,56095.00,0.00,0.00,0.00,0.00,0.00,31285.00,0.00,1613.00,29672.00,0.00,0.00,0.00,94310.00,84879.00,9431.00,22179.00,22179.00,13063.00,13063.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1981:Q3,471478.00,138370.00,10530.00,10611.00,45526.00,8469.00,4300.00,0.00,0.00,58934.00,10776.00,10776.00,38374.00,9190.00,19924.00,27640.00,3650.00,3650.00,0.00,48304.00,1262.00,47042.00,64347.00,64347.00,0.00,0.00,0.00,0.00,0.00,32050.00,0.00,1672.00,30378.00,0.00,0.00,0.00,93060.00,83754.00,9306.00,21068.00,21068.00,12289.00,12289.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1981:Q4,496962.00,141560.00,10998.00,10763.00,46394.00,8824.00,4600.00,0.00,0.00,59981.00,15400.00,15400.00,40209.00,10875.00,21448.00,29636.00,4092.00,4092.00,0.00,49966.00,1260.00,48706.00,65194.00,65194.00,0.00,0.00,0.00,0.00,0.00,30704.00,0.00,1541.00,29163.00,0.00,0.00,0.00,97580.00,87822.00,9758.00,23023.00,23023.00,18359.00,18359.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1982:Q1,495387.00,144179.00,11193.00,10970.00,47344.00,9068.00,5000.00,0.00,0.00,60604.00,16653.00,16653.00,40589.00,11246.00,21033.00,30802.00,3500.00,3500.00,0.00,51265.00,1252.00,50013.00,66162.00,66162.00,0.00,0.00,0.00,0.00,0.00,30331.00,0.00,1506.00,28825.00,0.00,0.00,0.00,98108.00,88297.00,9811.00,19250.00,19250.00,14104.00,14104.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1982:Q2,512666.00,148561.00,11717.00,11243.00,49177.00,9606.00,5000.00,0.00,0.00,61818.00,17267.00,17267.00,43666.00,11493.00,21852.00,33307.00,2928.00,2928.00,0.00,52615.00,1245.00,51370.00,69398.00,69398.00,0.00,0.00,0.00,0.00,0.00,31021.00,0.00,1628.00,29393.00,0.00,0.00,0.00,99445.00,89501.00,9945.00,19099.00,19099.00,17173.00,17173.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1982:Q3,521379.00,153834.00,12374.00,12083.00,50666.00,9653.00,5000.00,0.00,0.00,64058.00,20098.00,20098.00,43734.00,11361.00,19567.00,35528.00,3000.00,3000.00,0.00,53661.00,1238.00,52423.00,67642.00,67642.00,0.00,0.00,0.00,0.00,0.00,30600.00,0.00,1649.00,28951.00,0.00,0.00,0.00,99097.00,89187.00,9910.00,20798.00,20798.00,17554.00,17554.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1982:Q4,534140.00,155447.00,12638.00,12075.00,51184.00,9791.00,5000.00,0.00,0.00,64759.00,20144.00,20144.00,47179.00,11640.00,20666.00,38153.00,3053.00,3053.00,0.00,54187.00,1226.00,52961.00,66001.00,66001.00,0.00,0.00,0.00,0.00,0.00,29061.00,0.00,1498.00,27563.00,0.00,0.00,0.00,98324.00,88492.00,9832.00,25791.00,25791.00,23313.00,23313.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1983:Q1,523633.00,157118.00,12778.00,12011.00,51804.00,10033.00,5000.00,0.00,0.00,65492.00,21499.00,21499.00,43010.00,10955.00,18689.00,35276.00,2600.00,2600.00,0.00,54641.00,1214.00,53427.00,60016.00,60016.00,0.00,0.00,0.00,0.00,0.00,29475.00,24.00,1424.00,27576.00,451.00,0.00,0.00,99629.00,89666.00,9963.00,26743.00,26743.00,17947.00,17947.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1983:Q2,540859.00,160155.00,12900.00,12396.00,53034.00,10350.00,5000.00,0.00,0.00,66475.00,23439.00,23439.00,46526.00,11078.00,22590.00,35014.00,2240.00,2240.00,0.00,54911.00,1200.00,53711.00,58793.00,58793.00,0.00,0.00,0.00,0.00,0.00,30409.00,64.00,1488.00,27670.00,1187.00,0.00,0.00,101694.00,91525.00,10169.00,32758.00,32758.00,18856.00,18856.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1983:Q3,550233.00,162055.00,13216.00,12117.00,53648.00,10703.00,5000.00,0.00,0.00,67371.00,23985.00,23985.00,48376.00,13093.00,25740.00,35729.00,2450.00,2450.00,0.00,55050.00,1190.00,53860.00,57862.00,57862.00,0.00,0.00,0.00,0.00,0.00,31201.00,106.00,1489.00,27661.00,1945.00,0.00,0.00,102607.00,92346.00,10261.00,33781.00,33781.00,19773.00,19773.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1983:Q4,569782.00,163037.00,13400.00,11632.00,53968.00,10900.00,5000.00,0.00,0.00,68137.00,25890.00,25890.00,51796.00,13876.00,27641.00,38031.00,2726.00,2726.00,0.00,55243.00,1180.00,54063.00,58953.00,58953.00,0.00,0.00,0.00,0.00,0.00,31160.00,133.00,1404.00,27160.00,2463.00,0.00,0.00,110351.00,99316.00,11035.00,34177.00,34177.00,22573.00,22573.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1984:Q1,576141.00,164962.00,13323.00,11573.00,54639.00,10713.00,5000.00,0.00,0.00,69714.00,31823.00,31823.00,50115.00,14623.00,26875.00,37863.00,2300.00,2300.00,0.00,55349.00,1165.00,54184.00,57608.00,57608.00,0.00,0.00,0.00,0.00,0.00,32123.00,149.00,1383.00,27817.00,2774.00,0.00,0.00,116703.00,105033.00,11670.00,31723.00,31723.00,18812.00,18812.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1984:Q2,605351.00,167421.00,13500.00,11716.00,55504.00,11000.00,5000.00,0.00,0.00,70701.00,39326.00,39326.00,55097.00,16644.00,27509.00,44232.00,1970.00,1970.00,0.00,55480.00,1155.00,54325.00,65859.00,65859.00,0.00,0.00,0.00,0.00,0.00,31901.00,156.00,1432.00,27400.00,2913.00,0.00,0.00,120239.00,108215.00,12024.00,32657.00,32657.00,18757.00,18757.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1984:Q3,620155.00,171581.00,13956.00,12771.00,56310.00,11941.00,5000.00,0.00,0.00,71603.00,43130.00,43130.00,50308.00,19793.00,29856.00,40245.00,2400.00,2400.00,0.00,55587.00,1148.00,54439.00,73005.00,73005.00,0.00,0.00,0.00,0.00,0.00,32105.00,160.00,1468.00,27472.00,3005.00,0.00,0.00,121193.00,109074.00,12119.00,30415.00,30415.00,20638.00,20638.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1984:Q4,652337.00,179257.00,14000.00,12906.00,56994.00,18641.00,5000.00,0.00,0.00,71716.00,48668.00,48668.00,48949.00,20483.00,30432.00,39000.00,2797.00,2797.00,0.00,55640.00,1135.00,54505.00,74621.00,74621.00,0.00,0.00,0.00,0.00,0.00,30271.00,170.00,1308.00,25621.00,3172.00,0.00,0.00,131920.00,118728.00,13192.00,31834.00,31834.00,27897.00,27897.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1985:Q1,653297.00,185269.00,14885.00,14640.00,57407.00,21106.00,5000.00,0.00,0.00,72231.00,48317.00,48317.00,45962.00,20038.00,28453.00,37547.00,2800.00,2800.00,0.00,55603.00,1123.00,54480.00,74691.00,74691.00,0.00,0.00,0.00,0.00,0.00,29423.00,182.00,1232.00,24618.00,3391.00,0.00,0.00,137050.00,123345.00,13705.00,30614.00,30614.00,23530.00,23530.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1985:Q2,675781.00,188269.00,13200.00,14101.00,58442.00,24367.00,5000.00,0.00,0.00,73159.00,49099.00,49099.00,42054.00,20667.00,29062.00,33659.00,2915.00,2915.00,0.00,55548.00,1120.00,54428.00,79629.00,79629.00,0.00,0.00,0.00,0.00,0.00,28836.00,197.00,1234.00,23770.00,3635.00,0.00,0.00,139818.00,125836.00,13982.00,36878.00,36878.00,32068.00,32068.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1985:Q3,688377.00,197268.00,18144.00,15650.00,59361.00,25535.00,5300.00,0.00,0.00,73278.00,51608.00,51608.00,41260.00,21100.00,29931.00,32429.00,2500.00,2500.00,0.00,55461.00,1110.00,54351.00,85745.00,85745.00,0.00,0.00,0.00,0.00,0.00,28653.00,211.00,1200.00,23360.00,3882.00,0.00,0.00,136292.00,122663.00,13629.00,38968.00,38968.00,29522.00,29522.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1985:Q4,735680.00,196236.00,16500.00,15580.00,57839.00,26820.00,6085.00,0.00,0.00,73412.00,56021.00,56021.00,37877.00,22095.00,28323.00,31649.00,2127.00,2127.00,0.00,55499.00,1130.00,54369.00,88835.00,88835.00,0.00,0.00,0.00,0.00,0.00,26353.00,221.00,1031.00,20992.00,4109.00,0.00,0.00,150170.00,135153.00,15017.00,50699.00,50699.00,49768.00,49768.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1986:Q1,746010.00,198357.00,17200.00,16087.00,58321.00,26942.00,6200.00,0.00,0.00,73607.00,57016.00,57016.00,35502.00,22144.00,26358.00,31288.00,2000.00,2000.00,0.00,55518.00,1150.00,54368.00,87231.00,87231.00,0.00,0.00,0.00,0.00,0.00,25319.00,232.00,945.00,19834.00,4308.00,0.00,0.00,157683.00,141915.00,15768.00,52848.00,52848.00,52392.00,52392.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1986:Q2,757681.00,200033.00,17800.00,16267.00,59013.00,27050.00,6489.00,0.00,0.00,73414.00,65121.00,65121.00,33683.00,22035.00,26458.00,29260.00,2023.00,2023.00,0.00,55559.00,1190.00,54369.00,94840.00,94840.00,0.00,0.00,0.00,0.00,0.00,25400.00,240.00,945.00,19740.00,4475.00,0.00,0.00,159839.00,143855.00,15984.00,52842.00,52842.00,46306.00,46306.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1986:Q3,775063.00,202260.00,18400.00,16360.00,59217.00,26999.00,6056.00,0.00,0.00,75228.00,76486.00,76486.00,32225.00,24677.00,28959.00,27943.00,2584.00,2584.00,0.00,55584.00,1239.00,54345.00,99036.00,99036.00,0.00,0.00,0.00,0.00,0.00,24331.00,250.00,900.00,18526.00,4655.00,0.00,0.00,152849.00,137564.00,15285.00,55521.00,55521.00,49510.00,49510.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1986:Q4,807737.00,201790.00,19367.00,16101.00,58346.00,27257.00,5720.00,0.00,0.00,74999.00,77617.00,77617.00,30625.00,23777.00,28129.00,26273.00,3598.00,3598.00,0.00,55357.00,1302.00,54055.00,108645.00,108645.00,0.00,0.00,0.00,0.00,0.00,24121.00,263.00,866.00,18097.00,4895.00,0.00,0.00,165781.00,149203.00,16578.00,57429.00,57429.00,58997.00,58997.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1987:Q1,797857.00,195959.00,17138.00,13987.00,57990.00,27066.00,5000.00,0.00,0.00,74778.00,75597.00,75597.00,30861.00,24291.00,28190.00,26962.00,4111.00,4111.00,0.00,55089.00,1378.00,53711.00,106760.00,106760.00,0.00,0.00,0.00,0.00,0.00,23346.00,229.00,775.00,17273.00,5069.00,0.00,0.00,174092.00,156683.00,17409.00,53567.00,53567.00,54184.00,54184.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1987:Q2,819970.00,192636.00,17239.00,12541.00,57964.00,25175.00,4970.00,0.00,0.00,74747.00,79717.00,79717.00,29810.00,29514.00,30565.00,28759.00,4155.00,4155.00,0.00,55001.00,1466.00,53535.00,114335.00,114335.00,0.00,0.00,0.00,0.00,0.00,24545.00,419.00,789.00,17488.00,5849.00,0.00,0.00,180880.00,162792.00,18088.00,56889.00,56889.00,52488.00,52488.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1987:Q3,829858.00,191926.00,16627.00,13019.00,57915.00,25348.00,4970.00,0.00,0.00,74047.00,82427.00,82427.00,27777.00,30440.00,31922.00,26295.00,3675.00,3675.00,0.00,55245.00,1568.00,53677.00,120090.00,120090.00,0.00,0.00,0.00,0.00,0.00,25005.00,448.00,784.00,17728.00,6045.00,0.00,0.00,180723.00,162651.00,18072.00,59395.00,59395.00,53155.00,53155.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1987:Q4,829639.00,191539.00,18681.00,12797.00,57428.00,24898.00,4970.00,0.00,0.00,72765.00,78072.00,78072.00,29579.00,30249.00,32575.00,27253.00,4145.00,4145.00,0.00,55308.00,1682.00,53626.00,133058.00,133058.00,0.00,0.00,0.00,0.00,0.00,24753.00,334.00,755.00,17396.00,6268.00,0.00,0.00,200051.00,180046.00,20005.00,41797.00,41797.00,41088.00,41088.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1988:Q1,846850.00,190655.00,19450.00,12175.00,55601.00,24190.00,4970.00,0.00,0.00,74269.00,92107.00,92107.00,25506.00,29276.00,31612.00,23170.00,5698.00,5698.00,0.00,54129.00,987.00,53142.00,129506.00,129506.00,0.00,0.00,0.00,0.00,0.00,24835.00,104.00,665.00,17849.00,6217.00,0.00,0.00,211575.00,190418.00,21158.00,40625.00,40625.00,42938.00,42938.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1988:Q2,863169.00,190264.00,19493.00,11546.00,56141.00,23300.00,4970.00,0.00,0.00,74814.00,94175.00,94175.00,25599.00,30169.00,32248.00,23520.00,5472.00,5472.00,0.00,54659.00,1007.00,53652.00,134835.00,134835.00,0.00,0.00,0.00,0.00,0.00,25594.00,68.00,714.00,18629.00,6183.00,0.00,0.00,215802.00,194222.00,21580.00,41231.00,41231.00,45369.00,45369.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1988:Q3,870575.00,182034.00,19600.00,11203.00,58700.00,15000.00,4970.00,0.00,0.00,72561.00,101961.00,101961.00,26230.00,29238.00,32823.00,22645.00,5483.00,5483.00,0.00,54985.00,1020.00,53965.00,141562.00,141562.00,0.00,0.00,0.00,0.00,0.00,25971.00,400.00,740.00,18806.00,6025.00,0.00,0.00,215898.00,194308.00,21590.00,42131.00,42131.00,45082.00,45082.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1988:Q4,878257.00,167777.00,20100.00,10927.00,54066.00,9000.00,4970.00,0.00,0.00,68714.00,99979.00,99979.00,26511.00,30988.00,32620.00,24879.00,3891.00,3891.00,0.00,55261.00,1025.00,54236.00,152781.00,152781.00,0.00,0.00,0.00,0.00,0.00,23808.00,325.00,584.00,16910.00,5989.00,0.00,0.00,228683.00,205815.00,22868.00,43506.00,43506.00,45072.00,45072.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1989:Q1,901203.00,163287.00,15102.00,10784.00,55490.00,9376.00,4970.00,0.00,0.00,67565.00,113775.00,113775.00,25149.00,27244.00,31699.00,20694.00,5444.00,5444.00,0.00,56037.00,1023.00,55014.00,163783.00,163783.00,0.00,0.00,0.00,0.00,0.00,24037.00,282.00,564.00,17135.00,6056.00,1616.00,1616.00,235047.00,211542.00,23505.00,39338.00,39338.00,46446.00,46446.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1989:Q2,927922.00,163642.00,15416.00,10773.00,55432.00,9403.00,4970.00,0.00,0.00,67648.00,121201.00,121201.00,24114.00,29870.00,34144.00,19840.00,4733.00,4733.00,0.00,56976.00,1017.00,55959.00,161874.00,161874.00,0.00,0.00,0.00,0.00,0.00,24497.00,153.00,539.00,18014.00,5791.00,1618.00,1618.00,242393.00,218154.00,24239.00,44641.00,44641.00,52363.00,52363.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1989:Q3,903512.00,160850.00,15548.00,10533.00,54289.00,8801.00,4970.00,0.00,0.00,66709.00,118606.00,118606.00,22839.00,31829.00,35181.00,19487.00,6772.00,6772.00,0.00,57618.00,1009.00,56609.00,151110.00,151110.00,0.00,0.00,0.00,0.00,0.00,24976.00,268.00,595.00,18105.00,6008.00,1727.00,1727.00,238681.00,214813.00,23868.00,44294.00,44294.00,44210.00,44210.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1989:Q4,920753.00,160524.00,15600.00,10599.00,54151.00,8770.00,4970.00,0.00,0.00,66434.00,122347.00,122347.00,21317.00,34044.00,35801.00,19560.00,5497.00,5497.00,0.00,58439.00,1000.00,57439.00,141797.00,141797.00,0.00,0.00,0.00,0.00,0.00,26183.00,278.00,734.00,18649.00,6522.00,2021.00,2021.00,250779.00,225701.00,25078.00,42540.00,42540.00,55265.00,55265.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1990:Q1,933954.00,163163.00,16294.00,10728.00,55399.00,9020.00,4970.00,0.00,0.00,66752.00,144858.00,144858.00,20016.00,29747.00,32857.00,16906.00,6003.00,6003.00,0.00,62101.00,993.00,61108.00,132852.00,132852.00,0.00,0.00,0.00,0.00,0.00,26549.00,578.00,734.00,18566.00,6671.00,2199.00,2199.00,253769.00,228392.00,25377.00,41977.00,41977.00,50720.00,50720.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
