1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1987:Q4,119260.00,14499.00,-1945.00,87703.00,56782.00,4143.00,28864.00,-2086.00,19003.00,119260.00,115849.00,56872.00,45922.00,13506.00,-1.00,-450.00,-3396.00,13191.00,0.00,0.00,0.00,0.00,2123.00,308.00,-19126.00,108.00,0.00,6807.00,119260.00,-497.00,-7711.00,6300.00,-443.00,-67.00,1424.00,124112.00,0.00,60352.00,13623.00,35.00,3500.00,126.00,8061.00,-520.00,-77.00,0.00,12366.00,22310.00,1381.00,20302.00,489.00,-18306.00,470.00,0.00,-4355.00
1988:Q1,73942.00,732.00,17211.00,60907.00,35811.00,11952.00,14382.00,-1238.00,-4908.00,73942.00,84013.00,30178.00,35989.00,18554.00,0.00,-708.00,-3433.00,-3603.00,0.00,0.00,0.00,0.00,-4109.00,186.00,3478.00,615.00,0.00,-6638.00,73942.00,4991.00,1814.00,1039.00,2276.00,-1477.00,1339.00,54916.00,0.00,29348.00,-2528.00,173.00,1700.00,145.00,3224.00,1409.00,117.00,0.00,4.00,8447.00,1740.00,10454.00,302.00,-1172.00,1553.00,0.00,14035.00
1988:Q2,142648.00,21619.00,16319.00,88314.00,70039.00,-2365.00,21879.00,-1239.00,16396.00,142648.00,133074.00,85907.00,22621.00,25435.00,1.00,-890.00,10936.00,5295.00,0.00,0.00,0.00,0.00,4811.00,316.00,642.00,-128.00,0.00,-1362.00,142648.00,11954.00,2732.00,6072.00,3531.00,-1059.00,678.00,128626.00,0.00,58634.00,10871.00,262.00,4600.00,130.00,4829.00,1655.00,189.00,0.00,9311.00,17474.00,1805.00,18446.00,40.00,606.00,-226.00,0.00,2068.00
1988:Q3,113813.00,-6899.00,18356.00,86646.00,60957.00,3307.00,23634.00,-1252.00,15710.00,113813.00,122007.00,79810.00,17970.00,24929.00,-2.00,-700.00,1770.00,6569.00,0.00,0.00,0.00,0.00,-3016.00,66.00,-1049.00,-800.00,0.00,-9964.00,113813.00,10829.00,285.00,5111.00,3362.00,1817.00,254.00,95198.00,0.00,52907.00,-5030.00,288.00,5700.00,137.00,4962.00,2714.00,-51.00,0.00,7153.00,25822.00,2510.00,-3367.00,542.00,900.00,11.00,0.00,7786.00
1988:Q4,138091.00,19390.00,12729.00,86604.00,56874.00,5268.00,25714.00,-1252.00,19368.00,138091.00,123368.00,76568.00,32639.00,15166.00,-4.00,-1000.00,16699.00,11183.00,0.00,0.00,0.00,0.00,3345.00,1286.00,881.00,4.00,0.00,-1976.00,138091.00,6227.00,1409.00,11125.00,768.00,-8754.00,1679.00,133846.00,0.00,47242.00,19116.00,249.00,3500.00,168.00,8083.00,2683.00,17.00,0.00,10467.00,24150.00,2945.00,14609.00,834.00,1375.00,-1592.00,0.00,-1982.00
1989:Q1,67820.00,-1072.00,27946.00,50059.00,35849.00,3305.00,11414.00,-509.00,-9113.00,67820.00,63446.00,22613.00,29299.00,11158.00,-1.00,376.00,9599.00,11069.00,0.00,0.00,0.00,0.00,-4816.00,788.00,1916.00,642.00,0.00,-5225.00,67820.00,-8563.00,2074.00,-11493.00,-1215.00,494.00,1577.00,62587.00,0.00,12498.00,-2219.00,174.00,1100.00,205.00,4692.00,964.00,-471.00,0.00,10965.00,25172.00,8097.00,4292.00,-267.00,-4168.00,1553.00,0.00,13796.00
1989:Q2,122905.00,9796.00,26719.00,69966.00,58447.00,5165.00,6870.00,-516.00,16424.00,122905.00,123402.00,81255.00,26975.00,15146.00,-1.00,27.00,9413.00,-2174.00,0.00,0.00,0.00,0.00,3713.00,136.00,8343.00,-605.00,0.00,-9910.00,122905.00,4551.00,8430.00,-1689.00,-3567.00,-495.00,1872.00,110928.00,0.00,51902.00,-2927.00,60.00,3700.00,248.00,5929.00,1642.00,-14.00,0.00,746.00,24023.00,2773.00,18320.00,-66.00,5303.00,-711.00,0.00,7426.00
1989:Q3,72106.00,5654.00,-24410.00,76272.00,66253.00,824.00,9716.00,-521.00,14590.00,72106.00,87293.00,74472.00,1672.00,11752.00,-1.00,-602.00,-9203.00,-10547.00,0.00,0.00,0.00,0.00,8871.00,192.00,-7203.00,-516.00,0.00,-5984.00,72106.00,-13143.00,-5581.00,-2080.00,-3974.00,-2795.00,1287.00,87844.00,0.00,26235.00,7196.00,161.00,4100.00,243.00,5924.00,1807.00,177.00,0.00,-6992.00,32529.00,-617.00,15541.00,-153.00,-347.00,2039.00,0.00,-2595.00
1989:Q4,118462.00,7368.00,17229.00,68787.00,65808.00,1187.00,2315.00,-522.00,25078.00,118462.00,117762.00,93861.00,13599.00,10333.00,0.00,-31.00,5431.00,-8799.00,0.00,0.00,0.00,0.00,5420.00,200.00,9064.00,-454.00,0.00,-4731.00,118462.00,16131.00,14135.00,4588.00,-3944.00,-226.00,1578.00,98590.00,0.00,6697.00,10610.00,474.00,1200.00,190.00,8009.00,2215.00,4.00,0.00,-4467.00,42537.00,22796.00,11188.00,166.00,-1754.00,-1275.00,0.00,3741.00
1990:Q1,39181.00,-22243.00,13201.00,65188.00,51426.00,1910.00,12130.00,-278.00,-16965.00,39181.00,63284.00,27073.00,32530.00,3430.00,1.00,250.00,-13437.00,-8796.00,0.00,0.00,0.00,0.00,580.00,200.00,-5443.00,22.00,0.00,-10666.00,39181.00,2361.00,-1515.00,-5718.00,-1626.00,9991.00,1228.00,14310.00,0.00,-18773.00,-10405.00,887.00,-1200.00,155.00,9737.00,16.00,-118.00,0.00,-5546.00,35616.00,2616.00,1459.00,-77.00,-563.00,506.00,0.00,22511.00
1990:Q2,90632.00,8762.00,11191.00,64287.00,67003.00,-5984.00,3549.00,-281.00,6392.00,90632.00,92335.00,70206.00,20868.00,1114.00,-3.00,150.00,-2413.00,-6057.00,0.00,0.00,0.00,0.00,3550.00,200.00,735.00,-841.00,0.00,710.00,90632.00,15201.00,4006.00,667.00,-866.00,10160.00,1234.00,68329.00,0.00,-9693.00,8207.00,1400.00,1600.00,137.00,6620.00,869.00,62.00,0.00,-7368.00,39033.00,13668.00,16088.00,-31.00,-1955.00,-308.00,0.00,7102.00
1990:Q3,63665.00,-9289.00,3787.00,55577.00,50074.00,2325.00,3463.00,-285.00,13590.00,63665.00,79587.00,69841.00,8855.00,492.00,-1.00,400.00,-10433.00,-8091.00,0.00,0.00,0.00,0.00,-3485.00,300.00,2287.00,-1444.00,0.00,-5489.00,63665.00,21265.00,5492.00,80.00,-650.00,15168.00,1176.00,25826.00,0.00,-17165.00,-66.00,1301.00,3100.00,97.00,-1306.00,435.00,68.00,0.00,-5557.00,34335.00,9636.00,5596.00,-23.00,-3300.00,-1325.00,0.00,16574.00
1990:Q4,68067.00,-3027.00,17684.00,41321.00,39580.00,521.00,1505.00,-284.00,12089.00,68067.00,67304.00,59697.00,12242.00,-4713.00,0.00,78.00,7947.00,-985.00,0.00,0.00,0.00,-120.00,2601.00,200.00,6881.00,-630.00,0.00,-7184.00,68067.00,17286.00,11649.00,6656.00,-952.00,-1683.00,1616.00,46907.00,0.00,-38497.00,12393.00,591.00,1300.00,36.00,2719.00,287.00,750.00,0.00,4192.00,41328.00,20412.00,-1057.00,-529.00,2087.00,894.00,0.00,3874.00
1991:Q1,-28060.00,-13833.00,-35745.00,43702.00,34756.00,1532.00,7459.00,-45.00,-22184.00,-28060.00,-19364.00,10151.00,-24866.00,-4582.00,1.00,-68.00,-5788.00,-10492.00,0.00,0.00,0.00,0.00,6225.00,140.00,-732.00,-929.00,0.00,-2908.00,-28060.00,2880.00,-413.00,-6426.00,-1471.00,9830.00,1360.00,-16864.00,0.00,-44162.00,-184.00,-117.00,-3400.00,-26.00,4388.00,-1510.00,501.00,0.00,-6925.00,30446.00,11544.00,-4254.00,-302.00,-1942.00,-921.00,0.00,-14076.00
1991:Q2,31732.00,-11355.00,-20411.00,64399.00,58978.00,1246.00,4221.00,-46.00,-901.00,31732.00,49228.00,67294.00,-20946.00,3058.00,-1.00,-177.00,-11877.00,-12100.00,0.00,0.00,0.00,0.00,581.00,156.00,155.00,-669.00,0.00,-5619.00,31732.00,5903.00,-440.00,-255.00,-1325.00,7385.00,538.00,33143.00,0.00,-32176.00,9148.00,-822.00,1500.00,-93.00,3254.00,-2011.00,-240.00,0.00,-7102.00,35677.00,19790.00,6443.00,-29.00,695.00,-891.00,0.00,-7315.00
1991:Q3,-6054.00,-7820.00,-2122.00,2694.00,22260.00,-7547.00,-11973.00,-46.00,1194.00,-6054.00,2178.00,47028.00,-29255.00,-15993.00,0.00,398.00,-6843.00,-10810.00,0.00,0.00,0.00,0.00,-7193.00,213.00,11429.00,-482.00,0.00,-1389.00,-6054.00,12157.00,12109.00,1420.00,-1322.00,-892.00,842.00,-9700.00,0.00,-61389.00,12917.00,-928.00,2600.00,-126.00,-300.00,-1387.00,353.00,0.00,-9486.00,37329.00,22938.00,-19382.00,-151.00,7497.00,-185.00,0.00,-8511.00
1991:Q4,55177.00,-4129.00,9589.00,36636.00,48307.00,1451.00,-13076.00,-46.00,13081.00,55177.00,24687.00,71588.00,-38432.00,-8679.00,0.00,210.00,28973.00,-3865.00,0.00,0.00,0.00,-30.00,7826.00,584.00,26009.00,-1551.00,0.00,1517.00,55177.00,22376.00,21051.00,7308.00,-910.00,-5841.00,768.00,50242.00,0.00,-25737.00,14011.00,-439.00,1100.00,-129.00,-10892.00,-1767.00,211.00,0.00,2803.00,33177.00,17953.00,10075.00,-235.00,10007.00,105.00,0.00,-17441.00
1992:Q1,-31634.00,-16451.00,-23530.00,30575.00,39638.00,-180.00,-8990.00,107.00,-22228.00,-31634.00,-9358.00,11980.00,-14050.00,-7326.00,0.00,39.00,-18215.00,-2858.00,0.00,0.00,1.00,0.00,2263.00,673.00,-17786.00,-508.00,0.00,-4061.00,-31634.00,-21401.00,-18263.00,-6691.00,-665.00,4227.00,-9.00,-17032.00,0.00,-42775.00,-10785.00,205.00,-2600.00,-123.00,-501.00,-983.00,-713.00,0.00,6300.00,23238.00,15538.00,395.00,-166.00,-3839.00,-224.00,0.00,6799.00
1992:Q2,36606.00,1641.00,13770.00,22217.00,31448.00,-3847.00,-5491.00,106.00,-1021.00,36606.00,23748.00,46416.00,-18333.00,-4283.00,-2.00,-50.00,7805.00,641.00,0.00,0.00,3.00,0.00,-1378.00,172.00,8734.00,-367.00,0.00,5053.00,36606.00,2883.00,7091.00,1105.00,-590.00,-4904.00,181.00,38283.00,0.00,-28533.00,9457.00,244.00,1500.00,-121.00,-2935.00,-1169.00,893.00,0.00,5995.00,39260.00,17348.00,-9013.00,649.00,5105.00,-397.00,0.00,-4560.00
1992:Q3,45255.00,-5972.00,3229.00,38397.00,53304.00,-3490.00,-11524.00,108.00,9601.00,45255.00,39043.00,63354.00,-16077.00,-8183.00,0.00,-50.00,7726.00,2628.00,11.00,0.00,45.00,0.00,3709.00,444.00,1029.00,-140.00,0.00,-1514.00,45255.00,-7331.00,-1439.00,1238.00,89.00,-7080.00,-138.00,47742.00,0.00,-8061.00,-2802.00,266.00,1500.00,-154.00,-3879.00,-652.00,-760.00,0.00,10493.00,24660.00,22970.00,3262.00,-79.00,-492.00,1470.00,0.00,4844.00
1992:Q4,44794.00,-4746.00,6951.00,19753.00,42976.00,-5656.00,-17674.00,108.00,22836.00,44794.00,55821.00,78614.00,-16052.00,-6661.00,0.00,-80.00,-5634.00,-1033.00,35.00,0.00,-42.00,-30.00,-2584.00,-1982.00,1354.00,-1352.00,0.00,-5393.00,44794.00,931.00,-3285.00,8165.00,311.00,-4182.00,-78.00,46072.00,0.00,-17356.00,2387.00,251.00,2000.00,-224.00,-4503.00,-876.00,147.00,0.00,12941.00,28400.00,19229.00,5875.00,662.00,-2366.00,-495.00,0.00,-2209.00
1993:Q1,-27138.00,-28122.00,17306.00,1186.00,10097.00,-2104.00,-6944.00,137.00,-17507.00,-27138.00,-27448.00,5887.00,-21069.00,-12146.00,0.00,-120.00,8358.00,5035.00,-1.00,0.00,32.00,0.00,-10131.00,200.00,13263.00,-40.00,0.00,-8048.00,-27138.00,-2579.00,13709.00,-8876.00,-1660.00,-5750.00,-2.00,-24565.00,0.00,-25535.00,-22610.00,205.00,500.00,-301.00,-1497.00,108.00,-808.00,0.00,10493.00,27749.00,9683.00,-28509.00,50.00,6301.00,-393.00,0.00,6.00
1993:Q2,76146.00,11822.00,10263.00,42661.00,54252.00,-2842.00,-8886.00,138.00,11400.00,76146.00,51250.00,67545.00,-15528.00,-630.00,0.00,-137.00,26640.00,6629.00,79.00,0.00,145.00,0.00,3075.00,323.00,16281.00,108.00,0.00,-1744.00,76146.00,-971.00,9601.00,-731.00,-519.00,-6281.00,-3041.00,81890.00,0.00,34261.00,-1019.00,172.00,4500.00,-396.00,-1156.00,-324.00,-1139.00,0.00,25318.00,1504.00,11920.00,8256.00,199.00,-727.00,522.00,0.00,-4773.00
1993:Q3,73954.00,742.00,3575.00,45631.00,52376.00,-1303.00,-5581.00,139.00,24006.00,73954.00,69757.00,92960.00,-17964.00,-5064.00,-1.00,-175.00,2642.00,6388.00,84.00,0.00,-35.00,0.00,-4131.00,1483.00,-1577.00,430.00,0.00,1555.00,73954.00,-10556.00,-4767.00,101.00,-361.00,-4342.00,-1186.00,88190.00,0.00,24049.00,-3523.00,162.00,3800.00,-400.00,-2765.00,494.00,549.00,0.00,17801.00,29255.00,14420.00,-3763.00,246.00,8328.00,-463.00,0.00,-3681.00
1993:Q4,92163.00,13933.00,7066.00,27663.00,39815.00,1578.00,-13869.00,140.00,43501.00,92163.00,80601.00,94795.00,-11100.00,-2812.00,-1.00,-280.00,9115.00,3879.00,26.00,0.00,97.00,0.00,-2516.00,1392.00,5889.00,348.00,0.00,2447.00,92163.00,-1771.00,760.00,8667.00,-779.00,-9255.00,-1165.00,101259.00,0.00,34684.00,1779.00,187.00,3300.00,-320.00,-7040.00,-1840.00,-526.00,0.00,14129.00,26211.00,20286.00,3099.00,59.00,8747.00,-1496.00,0.00,-7324.00
1994:Q1,32575.00,-3666.00,15313.00,23222.00,31515.00,-141.00,-8516.00,364.00,-2293.00,32575.00,47637.00,30517.00,18562.00,-1438.00,0.00,-4.00,-4996.00,-2598.00,24.00,0.00,9.00,-4790.00,-6901.00,3102.00,6090.00,68.00,0.00,-10066.00,32575.00,-15564.00,2472.00,-4520.00,-1021.00,-12020.00,-475.00,38228.00,0.00,-10155.00,-9753.00,315.00,1500.00,-169.00,-1509.00,-437.00,108.00,0.00,4880.00,42531.00,12551.00,-4000.00,1648.00,910.00,-192.00,0.00,9912.00
1994:Q2,101332.00,9681.00,8430.00,48517.00,47474.00,1093.00,-419.00,369.00,34704.00,101332.00,101754.00,81216.00,13504.00,6948.00,0.00,86.00,243.00,7413.00,41.00,0.00,6.00,0.00,-5796.00,3800.00,-6752.00,1531.00,0.00,-665.00,101332.00,-2249.00,-3902.00,2565.00,1806.00,-2773.00,56.00,105960.00,0.00,50416.00,-4788.00,427.00,7800.00,-169.00,473.00,16.00,304.00,0.00,8702.00,33121.00,6769.00,1684.00,1649.00,-930.00,487.00,0.00,-2380.00
1994:Q3,111319.00,10856.00,8208.00,50883.00,50668.00,-166.00,8.00,373.00,41373.00,111319.00,108780.00,89657.00,12812.00,5869.00,0.00,443.00,5159.00,8085.00,117.00,0.00,8.00,0.00,-3817.00,3800.00,-3385.00,351.00,0.00,-2620.00,111319.00,1918.00,-1779.00,2511.00,256.00,-351.00,1281.00,109127.00,0.00,55847.00,2991.00,756.00,7800.00,-170.00,-160.00,-2.00,83.00,0.00,8459.00,22516.00,9195.00,4135.00,1366.00,-3535.00,-154.00,0.00,274.00
1994:Q4,163324.00,27587.00,32939.00,41584.00,47575.00,-263.00,-6102.00,373.00,61215.00,163324.00,147825.00,118749.00,26157.00,3049.00,0.00,-129.00,14166.00,9169.00,41.00,0.00,323.00,0.00,-542.00,1559.00,2309.00,1307.00,0.00,1333.00,163324.00,22825.00,-1858.00,12906.00,909.00,9507.00,1360.00,146722.00,0.00,71120.00,8600.00,1735.00,7000.00,-169.00,871.00,-4766.00,175.00,0.00,8694.00,17114.00,11473.00,22550.00,47.00,2483.00,-206.00,0.00,-6222.00
1995:Q1,79256.00,28800.00,13683.00,33396.00,28083.00,-625.00,5493.00,446.00,3377.00,79256.00,85171.00,27561.00,48815.00,8687.00,0.00,109.00,-6365.00,-6051.00,-78.00,0.00,-7.00,0.00,-2870.00,508.00,2324.00,-191.00,0.00,450.00,79256.00,-4899.00,3358.00,-6489.00,-778.00,-2270.00,1280.00,79563.00,0.00,51426.00,4776.00,409.00,2700.00,-245.00,1429.00,196.00,198.00,0.00,-5153.00,7841.00,10918.00,9175.00,447.00,-5201.00,647.00,0.00,4592.00
1995:Q2,144952.00,41139.00,10513.00,54721.00,49730.00,2108.00,2431.00,452.00,38580.00,144952.00,131675.00,91209.00,27878.00,12625.00,0.00,-37.00,10712.00,325.00,-33.00,0.00,37.00,0.00,3936.00,1185.00,6925.00,-1663.00,0.00,2565.00,144952.00,-3306.00,383.00,1149.00,-353.00,-5604.00,1119.00,149270.00,0.00,67814.00,11989.00,813.00,5400.00,-244.00,1829.00,197.00,161.00,0.00,2885.00,19152.00,18510.00,21674.00,447.00,-1108.00,-249.00,0.00,-1012.00
1995:Q3,140468.00,18174.00,14812.00,61010.00,56744.00,1112.00,2699.00,456.00,46472.00,140468.00,134244.00,111046.00,9470.00,13138.00,0.00,589.00,6508.00,1212.00,23.00,0.00,-13.00,0.00,826.00,678.00,3209.00,573.00,0.00,-284.00,140468.00,-4328.00,394.00,-1831.00,-565.00,-2454.00,128.00,143178.00,0.00,53584.00,3532.00,508.00,4900.00,-256.00,4193.00,196.00,188.00,0.00,7679.00,27632.00,26345.00,5927.00,446.00,8610.00,-306.00,0.00,1617.00
1995:Q4,150531.00,22870.00,31797.00,37303.00,32907.00,3492.00,447.00,457.00,58561.00,150531.00,122531.00,93017.00,19139.00,10899.00,0.00,-523.00,24675.00,8102.00,5.00,0.00,-97.00,0.00,-3637.00,1945.00,17669.00,688.00,0.00,3325.00,150531.00,11678.00,18412.00,7177.00,-357.00,-14330.00,775.00,144041.00,0.00,31354.00,6080.00,987.00,3700.00,-234.00,362.00,197.00,192.00,199.00,12054.00,43701.00,34085.00,9762.00,-549.00,1583.00,349.00,218.00,-5187.00
1996:Q1,110560.00,19209.00,38824.00,58480.00,49510.00,861.00,7438.00,671.00,-5952.00,110560.00,79033.00,45747.00,20467.00,12686.00,0.00,133.00,29742.00,-1972.00,-22.00,0.00,631.00,0.00,6602.00,1947.00,11939.00,10617.00,0.00,1785.00,110560.00,8204.00,8818.00,-9270.00,-398.00,8551.00,503.00,97914.00,0.00,18033.00,2699.00,881.00,1101.00,-245.00,1677.00,195.00,188.00,199.00,-5464.00,29364.00,21891.00,17096.00,-548.00,10859.00,-378.00,366.00,4442.00
1996:Q2,157093.00,28611.00,21100.00,73011.00,59572.00,3233.00,9535.00,671.00,34372.00,157093.00,140634.00,98118.00,20824.00,21134.00,-1.00,559.00,8833.00,13152.00,-56.00,0.00,70.00,0.00,-1048.00,2725.00,-4842.00,-1168.00,0.00,7626.00,157093.00,-9367.00,-4670.00,-5549.00,-560.00,862.00,550.00,166383.00,0.00,52161.00,10860.00,591.00,7900.00,-4.00,1025.00,195.00,198.00,199.00,13137.00,43610.00,32593.00,2933.00,-549.00,1083.00,85.00,366.00,77.00
1996:Q3,141044.00,27116.00,12124.00,68537.00,64902.00,2430.00,526.00,679.00,33267.00,141044.00,134235.00,92781.00,21221.00,19981.00,-1.00,253.00,9972.00,8354.00,74.00,0.00,-101.00,0.00,1074.00,3251.00,-2193.00,-487.00,0.00,-3163.00,141044.00,-7258.00,-2742.00,-4396.00,-189.00,-1001.00,1070.00,135035.00,0.00,61889.00,8288.00,458.00,6623.00,-28.00,-1458.00,198.00,202.00,199.00,6045.00,35659.00,19930.00,-540.00,-379.00,-2573.00,154.00,368.00,13267.00
1996:Q4,179727.00,22924.00,44970.00,67803.00,49255.00,5736.00,12134.00,678.00,44031.00,179727.00,118199.00,97866.00,9481.00,16642.00,-2.00,-5788.00,56655.00,7251.00,72.00,0.00,488.00,0.00,1897.00,2667.00,42600.00,1680.00,0.00,4873.00,179727.00,40919.00,35601.00,8328.00,-214.00,-4491.00,1695.00,152705.00,0.00,49049.00,10018.00,72.00,6049.00,-145.00,-1667.00,128.00,208.00,199.00,8728.00,32344.00,30388.00,7606.00,1202.00,7816.00,345.00,365.00,-13897.00
1997:Q1,80615.00,40453.00,5413.00,54451.00,45649.00,270.00,7523.00,1009.00,-19702.00,80615.00,91405.00,39609.00,26220.00,20187.00,-2.00,5391.00,-12495.00,-5168.00,-43.00,0.00,188.00,0.00,-1375.00,4820.00,-7449.00,-3468.00,0.00,1705.00,80615.00,-7103.00,-10510.00,-1402.00,-698.00,4846.00,661.00,83043.00,0.00,26548.00,5894.00,95.00,1251.00,78.00,486.00,263.00,212.00,858.00,-9559.00,28651.00,11546.00,7864.00,1190.00,7813.00,-405.00,258.00,4675.00
1997:Q2,187357.00,42976.00,44139.00,76381.00,54518.00,4032.00,16811.00,1020.00,23862.00,187357.00,141636.00,94819.00,19872.00,27169.00,0.00,-224.00,37867.00,15675.00,49.00,0.00,34.00,0.00,-2652.00,6606.00,18182.00,-27.00,0.00,7854.00,187357.00,21808.00,16152.00,4471.00,-272.00,376.00,1081.00,163881.00,0.00,77978.00,12091.00,381.00,6868.00,-117.00,2752.00,275.00,214.00,858.00,13076.00,22162.00,20006.00,-5120.00,2336.00,9906.00,-42.00,257.00,1668.00
1997:Q3,191886.00,8841.00,42791.00,112487.00,92577.00,2181.00,16698.00,1031.00,27767.00,191886.00,161379.00,106534.00,28292.00,26032.00,0.00,521.00,30958.00,9296.00,42.00,0.00,45.00,0.00,11966.00,2358.00,3991.00,3260.00,0.00,-451.00,191886.00,15224.00,1331.00,7211.00,-379.00,6137.00,924.00,173226.00,0.00,48189.00,-8372.00,522.00,6245.00,-8.00,-924.00,305.00,222.00,859.00,8050.00,28567.00,37769.00,32230.00,1653.00,17927.00,-264.00,256.00,3436.00
1997:Q4,224911.00,48327.00,68157.00,70067.00,41842.00,5420.00,21773.00,1032.00,38360.00,224911.00,182878.00,95531.00,59357.00,28538.00,0.00,-548.00,36699.00,15433.00,84.00,0.00,-84.00,0.00,-7962.00,10988.00,18304.00,-64.00,0.00,5334.00,224911.00,38912.00,15946.00,22279.00,-294.00,-33.00,1014.00,178517.00,0.00,58702.00,8588.00,436.00,4001.00,-138.00,596.00,-46.00,225.00,858.00,14921.00,35206.00,66777.00,-21022.00,3889.00,4595.00,671.00,258.00,7482.00
1998:Q1,148537.00,20935.00,58211.00,89513.00,68530.00,6607.00,13245.00,1131.00,-20122.00,148537.00,106395.00,50211.00,16761.00,39439.00,0.00,-15.00,43319.00,8049.00,122.00,0.00,2.00,0.00,-1373.00,7577.00,28393.00,549.00,0.00,-1177.00,148537.00,20894.00,23422.00,-9314.00,1889.00,3867.00,1030.00,122080.00,0.00,35115.00,-8408.00,319.00,-12.00,-27.00,221.00,31.00,1066.00,566.00,8382.00,21261.00,44380.00,7238.00,2829.00,8742.00,179.00,198.00,5563.00
1998:Q2,262185.00,50862.00,49683.00,117939.00,90600.00,7195.00,19001.00,1143.00,43701.00,262185.00,213681.00,136076.00,26558.00,50939.00,0.00,108.00,46772.00,19088.00,61.00,0.00,-153.00,0.00,1403.00,8281.00,15717.00,2375.00,0.00,1732.00,262185.00,13515.00,12525.00,-4484.00,1889.00,2573.00,1012.00,251298.00,0.00,52985.00,1069.00,967.00,5804.00,-43.00,2827.00,45.00,2008.00,909.00,17164.00,61834.00,75567.00,15628.00,3276.00,11222.00,-280.00,316.00,-2628.00
1998:Q3,244855.00,27511.00,61351.00,123019.00,91640.00,8404.00,21819.00,1156.00,32974.00,244855.00,169839.00,100815.00,25119.00,43641.00,0.00,264.00,78005.00,19903.00,262.00,0.00,405.00,0.00,4005.00,17149.00,33169.00,3112.00,0.00,-2989.00,244855.00,35875.00,37243.00,-4631.00,1890.00,1618.00,-245.00,208692.00,0.00,49977.00,491.00,651.00,4544.00,-257.00,527.00,142.00,818.00,585.00,23653.00,66858.00,45967.00,16443.00,688.00,-2609.00,10.00,204.00,288.00
1998:Q4,303342.00,34002.00,74674.00,154112.00,105769.00,12072.00,35115.00,1156.00,40554.00,303342.00,252794.00,134968.00,73056.00,44999.00,0.00,-229.00,48739.00,41937.00,108.00,0.00,438.00,0.00,1998.00,7772.00,-7538.00,4024.00,0.00,1809.00,303342.00,-926.00,-4983.00,385.00,1888.00,-2470.00,4254.00,308486.00,0.00,106581.00,-10588.00,407.00,3509.00,51.00,5152.00,-425.00,911.00,605.00,50694.00,42722.00,61147.00,45580.00,-3420.00,3553.00,1796.00,211.00,-4218.00
1999:Q1,173834.00,5153.00,43350.00,124204.00,89974.00,9529.00,23688.00,1013.00,1127.00,173834.00,173398.00,78131.00,50747.00,44520.00,0.00,0.00,3953.00,9199.00,382.00,0.00,813.00,0.00,-1033.00,146.00,-6683.00,1129.00,0.00,-3517.00,173834.00,-9311.00,-2635.00,-10497.00,-436.00,3137.00,1120.00,162164.00,0.00,15798.00,-19721.00,-647.00,2195.00,-48.00,-215.00,453.00,383.00,389.00,7735.00,94041.00,35441.00,19552.00,-900.00,7898.00,-524.00,334.00,20981.00
1999:Q2,224577.00,15110.00,41376.00,138908.00,108521.00,6427.00,22937.00,1023.00,29183.00,224577.00,189026.00,142897.00,6407.00,39640.00,0.00,82.00,39814.00,28400.00,339.00,0.00,745.00,0.00,1997.00,-3389.00,4059.00,7663.00,0.00,-4263.00,224577.00,-2226.00,2674.00,-6895.00,-592.00,2182.00,405.00,249429.00,0.00,54213.00,-18945.00,1371.00,7405.00,27.00,4990.00,454.00,1175.00,1036.00,31108.00,70632.00,46659.00,25054.00,-468.00,23213.00,616.00,889.00,-22626.00
1999:Q3,291231.00,24977.00,57624.00,168316.00,132004.00,10606.00,24671.00,1035.00,40314.00,291231.00,235558.00,156145.00,27487.00,51962.00,0.00,-36.00,55957.00,35826.00,694.00,0.00,274.00,0.00,2867.00,1205.00,15132.00,-41.00,0.00,-284.00,291231.00,17803.00,20792.00,-7563.00,-592.00,4822.00,344.00,279124.00,0.00,98448.00,678.00,615.00,9500.00,52.00,2067.00,453.00,-113.00,826.00,41468.00,63575.00,41540.00,20069.00,-106.00,2038.00,-2698.00,712.00,-5696.00
