1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1962:Q2,12982.00,1751.00,1704.00,6130.00,3749.00,719.00,1210.00,452.00,3397.00,12982.00,11661.00,7031.00,1950.00,2438.00,81.00,161.00,1162.00,616.00,0.00,0.00,0.00,-44.00,755.00,0.00,-165.00,0.00,0.00,159.00,12982.00,3020.00,1248.00,881.00,243.00,583.00,65.00,9962.00,-32.00,7948.00,-188.00,19.00,276.00,-4.00,660.00,79.00,84.00,0.00,731.00,24.00,0.00,743.00,0.00,-378.00,0.00,0.00,0.00
1962:Q3,9377.00,1392.00,435.00,6359.00,4108.00,832.00,1149.00,270.00,1191.00,9377.00,8656.00,6156.00,655.00,1745.00,48.00,52.00,931.00,279.00,0.00,0.00,0.00,34.00,142.00,0.00,476.00,0.00,0.00,-210.00,9377.00,781.00,543.00,34.00,-1.00,142.00,63.00,8596.00,-22.00,6630.00,92.00,19.00,194.00,-6.00,680.00,81.00,81.00,0.00,305.00,37.00,0.00,201.00,0.00,304.00,0.00,0.00,0.00
1962:Q4,16127.00,5281.00,1481.00,6647.00,3962.00,963.00,1473.00,249.00,2718.00,16127.00,13110.00,7424.00,3826.00,1603.00,51.00,206.00,2573.00,433.00,0.00,0.00,0.00,55.00,870.00,0.00,1215.00,0.00,0.00,444.00,16127.00,1949.00,74.00,960.00,296.00,561.00,58.00,14178.00,-10.00,10675.00,92.00,15.00,152.00,-10.00,1342.00,82.00,87.00,0.00,352.00,40.00,0.00,1102.00,0.00,259.00,0.00,0.00,0.00
1963:Q1,2426.00,-2246.00,76.00,5005.00,3045.00,650.00,942.00,368.00,-409.00,2426.00,5114.00,2816.00,311.00,1901.00,25.00,61.00,-2948.00,-965.00,0.00,0.00,0.00,-26.00,-760.00,0.00,-1197.00,0.00,0.00,260.00,2426.00,-932.00,-282.00,-1038.00,-349.00,683.00,54.00,3358.00,29.00,2207.00,154.00,12.00,24.00,-3.00,739.00,81.00,89.00,0.00,-1019.00,40.00,0.00,924.00,0.00,81.00,0.00,0.00,0.00
1963:Q2,17187.00,3319.00,3383.00,7203.00,4449.00,820.00,1344.00,590.00,3282.00,17187.00,14177.00,9390.00,1919.00,2820.00,27.00,21.00,2233.00,756.00,0.00,0.00,0.00,-63.00,591.00,0.00,949.00,0.00,0.00,777.00,17187.00,2424.00,1325.00,729.00,212.00,110.00,48.00,14763.00,-30.00,10632.00,168.00,9.00,319.00,-3.00,910.00,78.00,89.00,0.00,667.00,42.00,0.00,1104.00,0.00,778.00,0.00,0.00,0.00
1963:Q3,12161.00,1455.00,1143.00,7418.00,4861.00,792.00,1343.00,422.00,2145.00,12161.00,9942.00,7379.00,499.00,1959.00,4.00,102.00,1983.00,754.00,0.00,0.00,0.00,0.00,587.00,0.00,642.00,0.00,0.00,236.00,12161.00,582.00,140.00,177.00,46.00,172.00,47.00,11579.00,30.00,8083.00,199.00,8.00,200.00,-2.00,988.00,84.00,92.00,0.00,810.00,14.00,0.00,603.00,0.00,470.00,0.00,0.00,0.00
1963:Q4,18403.00,5387.00,2316.00,7192.00,4444.00,1030.00,1469.00,249.00,3508.00,18403.00,15397.00,8877.00,4475.00,1990.00,6.00,49.00,2050.00,760.00,0.00,0.00,0.00,0.00,1011.00,0.00,279.00,0.00,0.00,956.00,18403.00,2087.00,57.00,1093.00,329.00,560.00,48.00,16316.00,2.00,11809.00,-19.00,13.00,155.00,-5.00,1426.00,101.00,100.00,0.00,673.00,16.00,0.00,1843.00,0.00,202.00,0.00,0.00,0.00
1964:Q1,4609.00,-3389.00,2206.00,5621.00,3670.00,912.00,527.00,512.00,171.00,4609.00,6468.00,3790.00,848.00,1837.00,-3.00,-4.00,-2735.00,-616.00,0.00,0.00,0.00,0.00,-1220.00,0.00,-899.00,0.00,0.00,876.00,4609.00,979.00,1345.00,-841.00,-287.00,706.00,56.00,3630.00,-32.00,1653.00,83.00,15.00,54.00,-1.00,1033.00,137.00,104.00,0.00,-416.00,26.00,0.00,1143.00,0.00,-169.00,0.00,0.00,0.00
1964:Q2,18818.00,6612.00,1109.00,7326.00,4592.00,1159.00,841.00,734.00,3771.00,18818.00,15229.00,9504.00,2788.00,2868.00,-6.00,75.00,2828.00,601.00,0.00,0.00,0.00,4.00,1208.00,0.00,1015.00,0.00,0.00,761.00,18818.00,435.00,-946.00,541.00,138.00,642.00,60.00,18383.00,0.00,14005.00,61.00,18.00,347.00,0.00,1168.00,149.00,106.00,0.00,899.00,30.00,0.00,1599.00,0.00,1.00,0.00,0.00,0.00
1964:Q3,10436.00,-932.00,1468.00,7570.00,4708.00,1218.00,1176.00,468.00,2330.00,10436.00,10217.00,6717.00,1311.00,2073.00,18.00,98.00,-562.00,68.00,0.00,0.00,0.00,130.00,-592.00,0.00,-168.00,0.00,0.00,781.00,10436.00,2296.00,1259.00,155.00,33.00,791.00,58.00,8140.00,2.00,5802.00,77.00,19.00,271.00,0.00,1153.00,134.00,115.00,0.00,195.00,21.00,0.00,514.00,0.00,-163.00,0.00,0.00,0.00
1964:Q4,17675.00,6438.00,766.00,7261.00,4259.00,1265.00,1331.00,406.00,3210.00,17675.00,15418.00,8978.00,4809.00,1518.00,21.00,92.00,1239.00,488.00,0.00,0.00,0.00,-3.00,564.00,0.00,190.00,0.00,0.00,1018.00,17675.00,1881.00,-265.00,1105.00,342.00,646.00,53.00,15794.00,28.00,12325.00,-104.00,18.00,187.00,0.00,1739.00,138.00,133.00,0.00,483.00,22.00,0.00,979.00,0.00,-154.00,0.00,0.00,0.00
1965:Q1,8600.00,1361.00,1249.00,5697.00,3556.00,806.00,803.00,532.00,293.00,8600.00,9234.00,3351.00,3691.00,2109.00,24.00,59.00,-2024.00,-578.00,0.00,0.00,0.00,-104.00,-507.00,0.00,-835.00,0.00,0.00,1390.00,8600.00,-209.00,144.00,-872.00,-284.00,753.00,50.00,8809.00,-15.00,6111.00,89.00,18.00,107.00,4.00,1294.00,141.00,151.00,0.00,-193.00,52.00,0.00,1088.00,0.00,-38.00,0.00,0.00,0.00
1965:Q2,21078.00,6422.00,2779.00,7279.00,4438.00,916.00,1215.00,710.00,4598.00,21078.00,16843.00,9432.00,4101.00,3152.00,26.00,132.00,4088.00,839.00,0.00,0.00,0.00,-27.00,1845.00,0.00,1431.00,0.00,0.00,147.00,21078.00,1906.00,383.00,632.00,167.00,676.00,48.00,19172.00,-4.00,14161.00,-86.00,19.00,459.00,6.00,1180.00,256.00,168.00,0.00,1269.00,54.00,0.00,1670.00,0.00,20.00,0.00,0.00,0.00
1965:Q3,9135.00,-626.00,228.00,7385.00,4713.00,943.00,1216.00,513.00,2148.00,9135.00,10358.00,6738.00,1392.00,2179.00,-15.00,64.00,-1180.00,216.00,0.00,0.00,0.00,129.00,507.00,0.00,-2032.00,0.00,0.00,-43.00,9135.00,584.00,41.00,6.00,8.00,484.00,45.00,8551.00,-4.00,5777.00,129.00,19.00,252.00,7.00,1208.00,123.00,178.00,0.00,481.00,67.00,0.00,486.00,0.00,-172.00,0.00,0.00,0.00
1965:Q4,21920.00,8600.00,3107.00,7115.00,4407.00,970.00,1248.00,490.00,3098.00,21920.00,17632.00,9196.00,6508.00,1886.00,-16.00,58.00,3671.00,195.00,0.00,0.00,0.00,207.00,1473.00,0.00,1796.00,0.00,0.00,617.00,21920.00,3051.00,458.00,1183.00,370.00,994.00,46.00,18869.00,34.00,14198.00,-290.00,17.00,199.00,5.00,1717.00,87.00,179.00,0.00,567.00,72.00,0.00,1518.00,0.00,566.00,0.00,0.00,0.00
1966:Q1,6278.00,-1481.00,1753.00,6399.00,3569.00,974.00,1346.00,510.00,-393.00,6278.00,8494.00,2646.00,2421.00,3396.00,-15.00,46.00,-2477.00,-310.00,0.00,0.00,0.00,-98.00,-811.00,0.00,-1258.00,0.00,0.00,261.00,6278.00,-849.00,-695.00,-1049.00,-339.00,1189.00,45.00,7127.00,-21.00,3347.00,75.00,16.00,75.00,-2.00,1402.00,123.00,190.00,0.00,937.00,80.00,0.00,754.00,0.00,151.00,0.00,0.00,0.00
1966:Q2,22723.00,9372.00,3077.00,7165.00,3874.00,888.00,1779.00,624.00,3109.00,22723.00,18883.00,9516.00,6096.00,3199.00,-15.00,87.00,3434.00,1096.00,0.00,0.00,0.00,-238.00,1200.00,0.00,1376.00,0.00,0.00,406.00,22723.00,2615.00,1166.00,626.00,129.00,647.00,47.00,20108.00,-15.00,14743.00,-20.00,14.00,406.00,0.00,1589.00,83.00,207.00,0.00,2081.00,84.00,0.00,770.00,0.00,166.00,0.00,0.00,0.00
1966:Q3,4438.00,-2719.00,725.00,5648.00,3040.00,633.00,1521.00,454.00,784.00,4438.00,6779.00,3728.00,1243.00,1526.00,-15.00,297.00,-2325.00,392.00,0.00,0.00,0.00,401.00,-1510.00,0.00,-1608.00,0.00,0.00,-16.00,4438.00,1888.00,815.00,-331.00,-105.00,1466.00,43.00,2550.00,10.00,316.00,157.00,14.00,294.00,0.00,1540.00,119.00,201.00,0.00,982.00,134.00,0.00,-819.00,0.00,-398.00,0.00,0.00,0.00
1966:Q4,14962.00,6235.00,1829.00,4465.00,2470.00,567.00,1151.00,277.00,2433.00,14962.00,12055.00,6300.00,4011.00,1564.00,-17.00,197.00,2280.00,-240.00,0.00,0.00,0.00,-298.00,489.00,0.00,2329.00,0.00,0.00,627.00,14962.00,2475.00,615.00,951.00,263.00,606.00,40.00,12487.00,-15.00,8239.00,271.00,15.00,209.00,3.00,1504.00,201.00,172.00,0.00,133.00,147.00,0.00,1563.00,0.00,45.00,0.00,0.00,0.00
1967:Q1,640.00,-2885.00,2140.00,3459.00,1605.00,693.00,773.00,388.00,-2074.00,640.00,3108.00,-261.00,1539.00,1833.00,-13.00,10.00,-3505.00,-1760.00,0.00,0.00,0.00,-47.00,-1789.00,0.00,91.00,0.00,0.00,1037.00,640.00,1593.00,1326.00,-1002.00,-334.00,1569.00,34.00,-953.00,10.00,-1948.00,126.00,15.00,-22.00,5.00,1139.00,80.00,165.00,0.00,-1064.00,166.00,0.00,-154.00,0.00,529.00,0.00,0.00,0.00
1967:Q2,14391.00,4642.00,1381.00,5585.00,2855.00,833.00,1344.00,553.00,2783.00,14391.00,13732.00,7094.00,3182.00,3422.00,-15.00,50.00,135.00,-873.00,0.00,0.00,0.00,-56.00,1026.00,0.00,38.00,0.00,0.00,524.00,14391.00,2345.00,922.00,497.00,76.00,824.00,26.00,12046.00,5.00,10203.00,56.00,16.00,385.00,5.00,931.00,-15.00,166.00,0.00,-398.00,180.00,0.00,8.00,0.00,504.00,0.00,0.00,0.00
1967:Q3,9299.00,-1235.00,1803.00,7318.00,4471.00,947.00,1347.00,553.00,1413.00,9299.00,7205.00,5813.00,-1007.00,2310.00,-17.00,106.00,1591.00,-180.00,0.00,0.00,0.00,497.00,-78.00,0.00,1352.00,0.00,0.00,503.00,9299.00,1976.00,810.00,-200.00,-103.00,1442.00,27.00,7323.00,-15.00,4888.00,86.00,16.00,238.00,5.00,711.00,83.00,78.00,0.00,437.00,161.00,0.00,-304.00,0.00,939.00,0.00,0.00,0.00
1967:Q4,29177.00,15646.00,3218.00,7290.00,4427.00,1067.00,1325.00,471.00,3023.00,29177.00,26727.00,21422.00,2547.00,2767.00,-18.00,9.00,1970.00,264.00,0.00,0.00,0.00,-461.00,479.00,0.00,1688.00,0.00,0.00,480.00,29177.00,3306.00,1313.00,987.00,245.00,733.00,28.00,25871.00,0.00,21155.00,12.00,14.00,182.00,4.00,1068.00,24.00,78.00,0.00,957.00,167.00,0.00,968.00,0.00,1242.00,0.00,0.00,0.00
1968:Q1,-5054.00,-11235.00,1510.00,5966.00,3404.00,662.00,1294.00,606.00,-1295.00,-5054.00,-2484.00,-8625.00,4200.00,1902.00,-18.00,57.00,-3177.00,-117.00,0.00,0.00,0.00,26.00,-2005.00,145.00,-1226.00,0.00,0.00,607.00,-5054.00,369.00,115.00,-1063.00,-280.00,1556.00,41.00,-5423.00,15.00,-7914.00,172.00,5.00,43.00,3.00,734.00,8.00,145.00,0.00,1005.00,181.00,0.00,600.00,151.00,-571.00,0.00,0.00,0.00
1968:Q2,25373.00,6796.00,6940.00,7505.00,4405.00,765.00,1571.00,764.00,4132.00,25373.00,21288.00,12336.00,5000.00,3875.00,-18.00,95.00,3770.00,620.00,0.00,0.00,0.00,-6.00,1571.00,142.00,1443.00,0.00,0.00,315.00,25373.00,4290.00,2565.00,414.00,85.00,1180.00,46.00,21083.00,-2.00,13860.00,101.00,6.00,517.00,2.00,809.00,-41.00,121.00,0.00,1440.00,190.00,0.00,1927.00,232.00,1921.00,0.00,0.00,0.00
1968:Q3,13365.00,400.00,2540.00,7669.00,4508.00,899.00,1813.00,449.00,2756.00,13365.00,10269.00,7317.00,623.00,2300.00,-14.00,43.00,2635.00,137.00,0.00,0.00,0.00,238.00,-389.00,208.00,2441.00,0.00,0.00,461.00,13365.00,3099.00,2266.00,-457.00,-145.00,1384.00,51.00,10266.00,-13.00,7840.00,145.00,6.00,407.00,2.00,831.00,21.00,6.00,0.00,375.00,85.00,0.00,160.00,156.00,245.00,0.00,0.00,0.00
1968:Q4,27232.00,10752.00,3022.00,8294.00,4751.00,1110.00,2092.00,341.00,5164.00,27232.00,23745.00,13114.00,7638.00,2894.00,-16.00,115.00,3219.00,233.00,0.00,0.00,0.00,-11.00,1930.00,271.00,796.00,0.00,0.00,268.00,27232.00,2653.00,72.00,1209.00,320.00,998.00,54.00,24579.00,0.00,18174.00,-14.00,6.00,369.00,1.00,1332.00,-4.00,87.00,0.00,529.00,82.00,0.00,2480.00,291.00,1246.00,0.00,0.00,0.00
1969:Q1,2211.00,-1543.00,-2441.00,6635.00,3872.00,945.00,1348.00,470.00,-440.00,2211.00,6700.00,497.00,3014.00,3071.00,-19.00,137.00,-4977.00,72.00,0.00,0.00,0.00,-283.00,-1016.00,216.00,-3966.00,0.00,0.00,488.00,2211.00,-3318.00,-3207.00,-971.00,-322.00,1134.00,48.00,5529.00,0.00,3140.00,280.00,31.00,218.00,2.00,826.00,12.00,64.00,0.00,1138.00,90.00,0.00,950.00,162.00,-1734.00,350.00,0.00,0.00
1969:Q2,29189.00,8405.00,7836.00,8157.00,4881.00,1156.00,1425.00,695.00,4791.00,29189.00,23662.00,11221.00,7265.00,5126.00,-25.00,75.00,4672.00,1082.00,0.00,0.00,0.00,0.00,2218.00,96.00,1276.00,0.00,0.00,855.00,29189.00,3265.00,1636.00,401.00,137.00,1032.00,59.00,25924.00,0.00,16411.00,294.00,45.00,733.00,1.00,1112.00,-10.00,49.00,0.00,2173.00,85.00,0.00,3866.00,283.00,-430.00,1312.00,0.00,0.00
1969:Q3,8903.00,-2873.00,1815.00,7823.00,4774.00,1160.00,1479.00,410.00,2138.00,8903.00,12016.00,5599.00,2538.00,3825.00,-12.00,66.00,-3261.00,1527.00,0.00,0.00,0.00,0.00,-1918.00,76.00,-2946.00,0.00,0.00,148.00,8903.00,-1498.00,-2667.00,-75.00,18.00,1096.00,130.00,10401.00,0.00,3030.00,472.00,49.00,490.00,1.00,1331.00,65.00,75.00,0.00,2762.00,248.00,0.00,1084.00,223.00,-1625.00,2196.00,0.00,0.00
1969:Q4,27970.00,8925.00,7763.00,7864.00,4177.00,1664.00,1780.00,243.00,3418.00,27970.00,21400.00,10750.00,6911.00,3296.00,-25.00,468.00,5904.00,1349.00,0.00,0.00,0.00,0.00,1714.00,231.00,2610.00,0.00,0.00,666.00,27970.00,6448.00,3715.00,1012.00,327.00,1174.00,220.00,21522.00,0.00,12493.00,387.00,43.00,311.00,3.00,1302.00,82.00,25.00,0.00,3104.00,255.00,0.00,2660.00,509.00,260.00,88.00,0.00,0.00
1970:Q1,64.00,-6884.00,3531.00,5985.00,1815.00,2192.00,1381.00,597.00,-2568.00,64.00,2817.00,-3837.00,13525.00,-6813.00,-17.00,-41.00,-3089.00,456.00,0.00,0.00,0.00,0.00,-1143.00,-161.00,-2241.00,0.00,0.00,336.00,64.00,-314.00,-381.00,-1064.00,-198.00,903.00,426.00,378.00,40.00,-7444.00,908.00,30.00,-53.00,8.00,1365.00,14.00,75.00,0.00,2601.00,295.00,0.00,478.00,348.00,-1178.00,2891.00,0.00,0.00
1970:Q2,20224.00,5854.00,3997.00,7615.00,3395.00,1587.00,2303.00,330.00,2758.00,20224.00,17876.00,6332.00,6748.00,4946.00,-24.00,-126.00,1856.00,491.00,0.00,0.00,0.00,0.00,2520.00,121.00,-1276.00,0.00,0.00,492.00,20224.00,2006.00,732.00,298.00,164.00,703.00,109.00,18218.00,50.00,10756.00,90.00,23.00,542.00,12.00,1201.00,-17.00,158.00,0.00,2174.00,214.00,0.00,2146.00,389.00,-766.00,1246.00,0.00,0.00
1970:Q3,12268.00,2923.00,-1378.00,8720.00,3983.00,2114.00,2304.00,319.00,2003.00,12268.00,10211.00,6630.00,-1257.00,4670.00,-26.00,194.00,1898.00,289.00,0.00,0.00,0.00,0.00,-16.00,69.00,1556.00,0.00,0.00,159.00,12268.00,2813.00,1269.00,390.00,202.00,786.00,166.00,9455.00,-90.00,7874.00,1105.00,21.00,424.00,13.00,867.00,-20.00,-19.00,0.00,1875.00,419.00,0.00,-830.00,408.00,263.00,-2855.00,0.00,0.00
1970:Q4,18979.00,6598.00,1596.00,8549.00,3891.00,2161.00,2246.00,251.00,2236.00,18979.00,14037.00,8732.00,1399.00,3864.00,-8.00,50.00,3995.00,90.00,0.00,0.00,0.00,0.00,799.00,165.00,2941.00,0.00,0.00,947.00,18979.00,3526.00,1472.00,989.00,349.00,500.00,216.00,15453.00,0.00,12310.00,682.00,24.00,114.00,12.00,1154.00,-22.00,131.00,0.00,1055.00,623.00,0.00,499.00,752.00,393.00,-2274.00,0.00,0.00
1971:Q1,5475.00,-4274.00,1517.00,7820.00,4109.00,2183.00,1197.00,331.00,412.00,5475.00,7130.00,2475.00,439.00,4137.00,-14.00,93.00,-2280.00,-925.00,0.00,0.00,0.00,0.00,-221.00,291.00,-1425.00,0.00,0.00,625.00,5475.00,514.00,-1834.00,1011.00,-98.00,1129.00,306.00,4961.00,0.00,1638.00,-187.00,26.00,27.00,0.00,390.00,-91.00,99.00,0.00,-355.00,1202.00,0.00,1776.00,418.00,114.00,-96.00,0.00,0.00
1971:Q2,25904.00,7013.00,1101.00,12950.00,6857.00,2740.00,2390.00,963.00,4840.00,25904.00,26469.00,13426.00,5502.00,7630.00,-21.00,-68.00,-1289.00,-2449.00,0.00,0.00,0.00,0.00,1550.00,162.00,-552.00,0.00,0.00,724.00,25904.00,1411.00,-496.00,492.00,385.00,874.00,156.00,24493.00,0.00,20157.00,-26.00,54.00,700.00,-5.00,211.00,-166.00,151.00,0.00,-1692.00,1615.00,0.00,1784.00,653.00,857.00,200.00,0.00,0.00
1971:Q3,20207.00,981.00,587.00,14086.00,8173.00,2347.00,3237.00,329.00,4553.00,20207.00,20324.00,12350.00,2396.00,5347.00,-18.00,249.00,-1274.00,396.00,0.00,0.00,0.00,0.00,-1967.00,216.00,81.00,0.00,0.00,1157.00,20207.00,-567.00,-1929.00,254.00,266.00,515.00,327.00,20774.00,0.00,15004.00,482.00,27.00,632.00,-7.00,523.00,-146.00,8.00,0.00,2038.00,797.00,0.00,348.00,540.00,626.00,-98.00,0.00,0.00
1971:Q4,30738.00,7646.00,3651.00,13663.00,7656.00,2451.00,3290.00,266.00,5778.00,30738.00,24129.00,15987.00,2615.00,5455.00,-19.00,91.00,4995.00,299.00,0.00,0.00,0.00,0.00,1587.00,67.00,3042.00,0.00,0.00,1614.00,30738.00,2904.00,901.00,920.00,505.00,288.00,290.00,27834.00,0.00,19401.00,406.00,25.00,472.00,-10.00,998.00,-110.00,110.00,0.00,1634.00,1147.00,0.00,2214.00,688.00,979.00,-120.00,0.00,0.00
1972:Q1,15781.00,1038.00,1445.00,13694.00,7342.00,2586.00,3051.00,715.00,-396.00,15781.00,16953.00,6967.00,4979.00,4765.00,-25.00,267.00,-2113.00,-1944.00,0.00,0.00,0.00,0.00,-24.00,508.00,-653.00,0.00,0.00,941.00,15781.00,-1334.00,-1182.00,-1269.00,-41.00,823.00,335.00,17115.00,0.00,11740.00,502.00,2.00,174.00,-8.00,104.00,-326.00,21.00,0.00,-669.00,1026.00,0.00,1803.00,932.00,1882.00,-68.00,0.00,0.00
1972:Q2,37213.00,9467.00,1747.00,18624.00,9973.00,3366.00,4272.00,1013.00,7375.00,37213.00,35337.00,19367.00,6072.00,10219.00,-18.00,-303.00,2345.00,83.00,0.00,0.00,0.00,0.00,914.00,323.00,1025.00,0.00,0.00,-469.00,37213.00,2103.00,746.00,520.00,311.00,123.00,403.00,35110.00,0.00,27135.00,-179.00,-23.00,1146.00,-11.00,261.00,-199.00,-52.00,0.00,1368.00,1206.00,0.00,2496.00,1084.00,1354.00,-476.00,0.00,0.00
1972:Q3,28159.00,4162.00,-489.00,19179.00,11621.00,2788.00,4024.00,746.00,5307.00,28159.00,25561.00,15124.00,3318.00,7014.00,-21.00,126.00,1313.00,661.00,0.00,0.00,0.00,0.00,701.00,60.00,-109.00,0.00,0.00,1285.00,28159.00,381.00,-1437.00,424.00,239.00,868.00,287.00,27778.00,0.00,21561.00,697.00,77.00,508.00,-11.00,433.00,-268.00,83.00,0.00,1707.00,1067.00,0.00,860.00,702.00,394.00,-32.00,0.00,0.00
1972:Q4,50651.00,15753.00,7250.00,20420.00,10034.00,4042.00,5838.00,506.00,7228.00,50651.00,39622.00,18582.00,11421.00,9386.00,-22.00,255.00,9375.00,1243.00,0.00,0.00,0.00,0.00,3364.00,915.00,3853.00,0.00,0.00,1654.00,50651.00,3813.00,1886.00,996.00,534.00,35.00,362.00,46838.00,0.00,34638.00,-468.00,-47.00,519.00,-12.00,1592.00,-137.00,130.00,0.00,2354.00,1589.00,0.00,4780.00,1475.00,91.00,334.00,0.00,0.00
1973:Q1,32084.00,11623.00,2959.00,16495.00,9376.00,1817.00,4173.00,1129.00,1007.00,32084.00,33901.00,10814.00,14034.00,8908.00,-22.00,167.00,-3549.00,441.00,0.00,0.00,0.00,0.00,-475.00,1168.00,-4683.00,0.00,0.00,1732.00,32084.00,-2260.00,-1839.00,-2698.00,-169.00,2168.00,278.00,34155.00,0.00,27179.00,555.00,-4.00,501.00,-5.00,499.00,-214.00,162.00,0.00,2545.00,756.00,0.00,1829.00,873.00,-1084.00,563.00,0.00,189.00
1973:Q2,50882.00,13380.00,5973.00,22659.00,12069.00,3364.00,5755.00,1471.00,8870.00,50882.00,43429.00,18428.00,16686.00,8575.00,-18.00,-242.00,5457.00,2725.00,0.00,0.00,0.00,0.00,2459.00,1116.00,-843.00,0.00,0.00,1996.00,50882.00,2340.00,1491.00,989.00,212.00,-595.00,243.00,48565.00,0.00,34804.00,541.00,-5.00,1188.00,-3.00,1245.00,-75.00,189.00,0.00,4792.00,1455.00,0.00,3945.00,1686.00,-1556.00,359.00,0.00,-23.00
1973:Q3,38881.00,6050.00,5476.00,21058.00,11870.00,3170.00,5027.00,991.00,6297.00,38881.00,37220.00,18710.00,16285.00,1825.00,-16.00,416.00,2194.00,3153.00,0.00,0.00,0.00,0.00,-353.00,465.00,-1071.00,0.00,0.00,-533.00,38881.00,1097.00,-1376.00,115.00,-75.00,1987.00,446.00,37926.00,0.00,24147.00,1104.00,60.00,952.00,-2.00,2089.00,-78.00,67.00,0.00,5664.00,442.00,0.00,1074.00,1954.00,-664.00,1117.00,0.00,-142.00
1973:Q4,39937.00,10115.00,6002.00,17535.00,9946.00,2064.00,4671.00,854.00,6285.00,39937.00,31031.00,15961.00,16500.00,-1360.00,-15.00,-55.00,6788.00,849.00,0.00,0.00,0.00,0.00,1858.00,911.00,3170.00,0.00,0.00,2118.00,39937.00,4790.00,2549.00,1086.00,124.00,298.00,733.00,35139.00,0.00,21543.00,1691.00,61.00,469.00,-5.00,2784.00,15.00,253.00,0.00,2621.00,983.00,0.00,5046.00,1047.00,-1032.00,-337.00,0.00,8.00
1974:Q1,16779.00,4338.00,91.00,14870.00,8069.00,2164.00,3749.00,888.00,-2520.00,16779.00,20113.00,3459.00,8488.00,8128.00,-20.00,58.00,-4308.00,-152.00,0.00,0.00,0.00,0.00,-1452.00,1154.00,-4058.00,200.00,0.00,974.00,16779.00,-3859.00,-1553.00,-948.00,-247.00,-1564.00,453.00,20619.00,0.00,13097.00,347.00,56.00,-71.00,-2.00,1255.00,17.00,136.00,0.00,1865.00,1669.00,0.00,1549.00,744.00,-647.00,604.00,0.00,19.00
1974:Q2,55918.00,19850.00,10410.00,19341.00,10929.00,1866.00,4922.00,1624.00,6317.00,55918.00,44243.00,19769.00,12686.00,12003.00,-22.00,-193.00,5700.00,2647.00,0.00,0.00,0.00,0.00,809.00,1211.00,833.00,200.00,0.00,5975.00,55918.00,6197.00,2834.00,1271.00,97.00,1531.00,464.00,49654.00,0.00,34835.00,3452.00,56.00,917.00,-2.00,1707.00,-16.00,53.00,0.00,6542.00,423.00,0.00,1750.00,-62.00,-469.00,468.00,0.00,67.00
1974:Q3,34210.00,4509.00,9417.00,15820.00,10021.00,1712.00,2668.00,1419.00,4464.00,34210.00,30542.00,17606.00,2122.00,10453.00,-31.00,392.00,2375.00,3130.00,0.00,0.00,0.00,110.00,-1618.00,809.00,-256.00,200.00,0.00,1293.00,34210.00,3507.00,897.00,532.00,-114.00,1749.00,443.00,30677.00,0.00,16948.00,1140.00,234.00,1181.00,-1.00,2072.00,-9.00,93.00,0.00,7255.00,1470.00,0.00,1034.00,-296.00,-301.00,-143.00,0.00,26.00
1974:Q4,32479.00,10077.00,9565.00,12152.00,6500.00,1133.00,3334.00,1185.00,685.00,32479.00,26670.00,12444.00,7317.00,6523.00,-33.00,419.00,2677.00,1032.00,0.00,0.00,0.00,585.00,99.00,205.00,556.00,200.00,0.00,3132.00,32479.00,7495.00,1045.00,687.00,18.00,4635.00,1110.00,24875.00,0.00,12863.00,3206.00,130.00,307.00,-4.00,2494.00,4.00,279.00,0.00,3987.00,921.00,0.00,1047.00,-197.00,-149.00,-13.00,0.00,109.00
1975:Q1,-14181.00,-14660.00,-995.00,7488.00,4655.00,-82.00,1052.00,1863.00,-6014.00,-14181.00,-5175.00,-1518.00,-9250.00,5501.00,-4.00,96.00,-8843.00,-3640.00,0.00,0.00,0.00,258.00,-4284.00,-513.00,-864.00,200.00,0.00,-163.00,-14181.00,1064.00,735.00,-1946.00,-553.00,2279.00,549.00,-15282.00,0.00,-13332.00,-517.00,25.00,156.00,-6.00,1476.00,37.00,3.00,0.00,-2074.00,2962.00,0.00,-1535.00,-2251.00,-2.00,-224.00,0.00,37.00
