1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1984:Q1,162276.00,24372.00,12676.00,0.00,192.00,11504.00,137944.00,45752.00,-1076.00,93268.00,-372.00,560.00,-932.00,-640.00,972.00,162276.00,19900.00,70220.00,66496.00,3724.00,51458.00,20228.00,-4032.00,308.00,-4688.00,1388.00,892.00,-1168.00,-4.00,-1100.00,0.00,340.00,-412.00,-324.00,-88.00,4914.00
1984:Q2,-34588.00,11772.00,-1192.00,0.00,-388.00,13352.00,-48724.00,-51216.00,820.00,1672.00,760.00,640.00,120.00,-560.00,2164.00,-34588.00,25192.00,-13184.00,-17364.00,4180.00,-54492.00,-4652.00,2964.00,744.00,24.00,1612.00,668.00,1116.00,-404.00,8.00,0.00,-804.00,6776.00,1072.00,5704.00,2808.00
1984:Q3,35512.00,16464.00,5292.00,0.00,-104.00,11276.00,20508.00,44188.00,232.00,-23912.00,-3036.00,-2072.00,-964.00,-412.00,1988.00,35512.00,-22276.00,8164.00,2632.00,5532.00,48582.00,1096.00,1100.00,668.00,-464.00,-52.00,852.00,-1320.00,1156.00,408.00,0.00,-148.00,-384.00,-1944.00,1560.00,-770.00
1984:Q4,24444.00,-11500.00,-9956.00,0.00,144.00,-1688.00,36780.00,-22624.00,11952.00,47452.00,-1488.00,-2500.00,1012.00,-204.00,856.00,24444.00,30944.00,7544.00,800.00,6744.00,-24492.00,3452.00,7500.00,240.00,7796.00,-676.00,-16.00,-2504.00,1576.00,-580.00,0.00,1664.00,12004.00,9596.00,2408.00,-12508.00
1985:Q1,91040.00,27304.00,6188.00,0.00,-112.00,21228.00,60020.00,46496.00,-7608.00,21132.00,1104.00,1720.00,-616.00,52.00,2560.00,91040.00,65564.00,-24068.00,-33316.00,9248.00,40624.00,3304.00,-9724.00,1256.00,-7552.00,956.00,1360.00,-4528.00,-1608.00,260.00,0.00,132.00,-5036.00,-6000.00,964.00,20376.00
1985:Q2,35744.00,3416.00,-12292.00,0.00,180.00,15528.00,26812.00,-21540.00,3968.00,44384.00,1012.00,1076.00,-64.00,316.00,4188.00,35744.00,16072.00,36956.00,26528.00,10428.00,-34880.00,-1752.00,16136.00,1720.00,1980.00,980.00,2188.00,8084.00,812.00,1116.00,0.00,-744.00,10300.00,5224.00,5076.00,-7088.00
1985:Q3,95884.00,4752.00,-4552.00,0.00,1140.00,8164.00,83656.00,-32840.00,2312.00,114184.00,4612.00,2572.00,2040.00,428.00,2436.00,95884.00,50372.00,51076.00,37884.00,13192.00,-32038.00,3596.00,4680.00,1460.00,1896.00,160.00,-1560.00,-5064.00,3444.00,2548.00,0.00,1796.00,9780.00,6024.00,3756.00,8418.00
1985:Q4,112504.00,30908.00,26944.00,0.00,-736.00,4700.00,76100.00,48888.00,1456.00,25756.00,1716.00,0.00,1716.00,380.00,3400.00,112504.00,-60768.00,85924.00,61868.00,24056.00,78260.00,-864.00,19064.00,340.00,5672.00,-2160.00,-580.00,7104.00,484.00,-96.00,0.00,8300.00,4188.00,720.00,3468.00,-13300.00
1986:Q1,89384.00,6060.00,-12052.00,2044.00,-808.00,16876.00,85916.00,-2664.00,-836.00,89416.00,-2036.00,-1996.00,-40.00,408.00,-964.00,89384.00,121308.00,-8260.00,-13844.00,5584.00,-33534.00,7336.00,-7728.00,1368.00,-6516.00,-1840.00,-204.00,1028.00,-92.00,1504.00,0.00,-2976.00,-3604.00,-3640.00,36.00,13866.00
1986:Q2,92552.00,-8368.00,-19640.00,-244.00,128.00,11388.00,96236.00,-17924.00,2000.00,112160.00,4900.00,3744.00,1156.00,508.00,-724.00,92552.00,133048.00,-9964.00,-12264.00,2300.00,-32860.00,8232.00,1272.00,1592.00,2680.00,-1560.00,-400.00,-1240.00,1376.00,48.00,0.00,-1224.00,7348.00,5872.00,1476.00,-14524.00
1986:Q3,78256.00,27948.00,13144.00,852.00,48.00,13904.00,49856.00,7476.00,-84.00,42464.00,-1540.00,-1228.00,-312.00,468.00,1524.00,78256.00,91264.00,-25596.00,-26532.00,936.00,27854.00,-6444.00,7344.00,1428.00,-48.00,-1300.00,1196.00,-3084.00,848.00,4420.00,0.00,3884.00,792.00,-1264.00,2056.00,-16958.00
1986:Q4,241420.00,27688.00,11004.00,1016.00,168.00,15500.00,209324.00,19844.00,9648.00,179832.00,2372.00,-48.00,2420.00,292.00,1744.00,241420.00,122696.00,60332.00,58832.00,1500.00,40176.00,680.00,22140.00,880.00,6488.00,-816.00,2332.00,2548.00,3980.00,-2288.00,0.00,9016.00,15884.00,9768.00,6116.00,-20488.00
1987:Q1,-83104.00,6416.00,-3232.00,-1360.00,168.00,10840.00,-88368.00,-23860.00,-6080.00,-58428.00,-3116.00,-1596.00,-1520.00,108.00,1856.00,-83104.00,-57408.00,28292.00,27316.00,976.00,-49356.00,-2140.00,-6812.00,328.00,-3784.00,-460.00,2508.00,2812.00,-2368.00,852.00,0.00,-6700.00,-7828.00,-7508.00,-320.00,12148.00
1987:Q2,93280.00,29840.00,17036.00,-476.00,-480.00,13760.00,60372.00,12036.00,1512.00,46824.00,376.00,1372.00,-996.00,-84.00,2776.00,93280.00,51684.00,15984.00,15208.00,776.00,36790.00,-596.00,-7572.00,-220.00,-3184.00,-320.00,2368.00,-1148.00,-2796.00,-420.00,0.00,-1852.00,7960.00,2404.00,5556.00,-10970.00
1987:Q3,26704.00,-1336.00,-16512.00,-156.00,644.00,14688.00,25848.00,8384.00,-8908.00,26372.00,1472.00,1684.00,-212.00,-104.00,824.00,26704.00,28348.00,12700.00,11932.00,768.00,-12326.00,-4068.00,1368.00,-376.00,308.00,-220.00,1644.00,64.00,-1092.00,2416.00,0.00,-1376.00,-3996.00,-6580.00,2584.00,4678.00
1987:Q4,-20984.00,32004.00,-6316.00,2432.00,-776.00,36664.00,-53160.00,-19904.00,7696.00,-40952.00,-1156.00,-856.00,-300.00,44.00,1284.00,-20984.00,-25260.00,-15220.00,-16160.00,940.00,-7406.00,3868.00,13516.00,-144.00,3100.00,-64.00,528.00,-2904.00,5976.00,2612.00,0.00,4412.00,13708.00,6064.00,7644.00,-4190.00
1988:Q1,114608.00,3920.00,368.00,-2364.00,1344.00,4572.00,108084.00,40492.00,-4944.00,72536.00,2112.00,1272.00,840.00,176.00,316.00,114608.00,31024.00,35472.00,29180.00,6292.00,26310.00,3712.00,7280.00,-164.00,-3956.00,800.00,32.00,1356.00,-936.00,1316.00,0.00,8832.00,-1944.00,-2328.00,384.00,12754.00
1988:Q2,80664.00,23000.00,8688.00,-340.00,-824.00,15476.00,53940.00,-9356.00,4692.00,58604.00,3216.00,520.00,2696.00,264.00,244.00,80664.00,26944.00,29252.00,23596.00,5656.00,-4940.00,5660.00,11300.00,-268.00,752.00,2400.00,972.00,436.00,-852.00,2680.00,0.00,5180.00,11812.00,4388.00,7424.00,636.00
1988:Q3,21624.00,42220.00,16088.00,28.00,-204.00,26308.00,-21536.00,1488.00,-4000.00,-19024.00,-1056.00,-1792.00,736.00,320.00,1676.00,21624.00,-11260.00,1584.00,-1720.00,3304.00,19530.00,1188.00,6752.00,-176.00,-1444.00,4400.00,-1436.00,8448.00,644.00,-568.00,0.00,-3116.00,-2668.00,-5996.00,3328.00,6498.00
1988:Q4,-47832.00,1376.00,-11976.00,760.00,-72.00,12664.00,-50172.00,-3284.00,1912.00,-48800.00,-212.00,-40.00,-172.00,352.00,824.00,-47832.00,-48292.00,7904.00,4848.00,3056.00,-4918.00,1364.00,-984.00,92.00,3384.00,4044.00,-1304.00,-6284.00,1020.00,1192.00,0.00,-3128.00,7108.00,1800.00,5308.00,-10014.00
1989:Q1,-9682.00,6216.00,-7400.00,-1208.00,164.00,14661.00,-16751.00,-26304.00,2188.00,7366.00,-872.00,-1440.00,568.00,468.00,1256.00,-9682.00,26150.00,27819.00,25495.00,2324.00,-45029.00,-3783.00,-18016.00,392.00,-3048.00,2300.00,-2900.00,-9332.00,-1820.00,-1296.00,0.00,-2312.00,3932.00,912.00,3020.00,-756.00
1989:Q2,71739.00,36586.00,18484.00,-360.00,-508.00,18970.00,32845.00,25016.00,-6024.00,13853.00,348.00,1500.00,-1152.00,676.00,1284.00,71739.00,1344.00,5965.00,6569.00,-604.00,20519.00,1892.00,13288.00,692.00,1588.00,-200.00,-368.00,4816.00,1196.00,1888.00,0.00,3676.00,2532.00,-5032.00,7564.00,26200.00
1989:Q3,-8066.00,14608.00,9746.00,212.00,312.00,4337.00,-27502.00,-12728.00,2388.00,-17162.00,2876.00,-200.00,3076.00,556.00,1396.00,-8066.00,-14111.00,3801.00,4429.00,-628.00,-25105.00,431.00,3564.00,764.00,872.00,-1500.00,-1180.00,8448.00,-924.00,1012.00,0.00,-3928.00,1132.00,2500.00,-1368.00,22222.00
1989:Q4,-25895.00,-16515.00,-30347.00,4052.00,964.00,8816.00,-7408.00,429.00,1700.00,-9537.00,-3444.00,-368.00,-3076.00,104.00,1368.00,-25895.00,-6607.00,3499.00,-149.00,3648.00,-7099.00,2880.00,-3848.00,612.00,2396.00,-2224.00,-508.00,-6156.00,-3540.00,1536.00,0.00,4036.00,8076.00,2296.00,5780.00,-22796.00
1990:Q1,74960.00,31228.00,10472.00,-3924.00,-1220.00,25901.00,38632.00,-2749.00,-7372.00,48753.00,2416.00,2324.00,92.00,-368.00,3052.00,74960.00,30448.00,31569.00,27845.00,3724.00,-24931.00,-1370.00,-1008.00,600.00,-444.00,-1900.00,2476.00,-2228.00,-916.00,-144.00,0.00,1548.00,5520.00,-6268.00,11788.00,34732.00
1990:Q2,50098.00,8457.00,-23648.00,-232.00,320.00,32017.00,41017.00,6421.00,200.00,34395.00,-1592.00,-1004.00,-588.00,-864.00,3080.00,50098.00,61020.00,-17334.00,-19318.00,1984.00,-15918.00,-190.00,1436.00,736.00,16.00,-1600.00,2112.00,3212.00,716.00,1920.00,0.00,-5676.00,15728.00,-484.00,16212.00,5357.00
1990:Q3,50596.00,52399.00,23740.00,208.00,220.00,28230.00,-3271.00,14875.00,6032.00,-24178.00,2468.00,752.00,1716.00,-940.00,-60.00,50596.00,-21898.00,-18719.00,-22579.00,3860.00,32732.00,-1335.00,12992.00,520.00,-64.00,600.00,1592.00,836.00,-488.00,1384.00,0.00,8612.00,26564.00,7004.00,19560.00,20259.00
1990:Q4,-5302.00,4559.00,832.00,-292.00,-188.00,4208.00,-7333.00,2801.00,-444.00,-9690.00,-1872.00,-860.00,-1012.00,-620.00,-36.00,-5302.00,-115726.00,37916.00,38596.00,-680.00,27479.00,-2214.00,43084.00,-52.00,84.00,-420.00,1032.00,43292.00,-12.00,1684.00,0.00,-2524.00,17292.00,-1492.00,18784.00,-13135.00
1991:Q1,72336.00,79916.00,27147.00,-152.00,-616.00,53537.00,-9876.00,15265.00,-5416.00,-19725.00,-1836.00,252.00,-2088.00,-384.00,4516.00,72336.00,135746.00,-66772.00,-69936.00,3164.00,57972.00,3764.00,-56104.00,-716.00,576.00,-340.00,-2432.00,-54120.00,-616.00,1864.00,0.00,-320.00,10392.00,-5780.00,16172.00,-12662.00
1991:Q2,21630.00,-18863.00,-34192.00,68.00,-8.00,15269.00,37285.00,-15100.00,-5788.00,58173.00,-952.00,-108.00,-844.00,-288.00,4448.00,21630.00,22826.00,23690.00,18626.00,5064.00,-67514.00,8065.00,16112.00,-1480.00,384.00,-340.00,1096.00,16452.00,-400.00,-1304.00,0.00,1704.00,248.00,-5904.00,6152.00,18202.00
1991:Q3,113840.00,9795.00,9611.00,288.00,632.00,-737.00,102162.00,15748.00,3964.00,82449.00,2056.00,-188.00,2244.00,-124.00,-48.00,113840.00,12464.00,33751.00,36755.00,-3004.00,-13994.00,11210.00,-5324.00,-1508.00,1088.00,-340.00,-6408.00,3992.00,-408.00,4352.00,0.00,-6092.00,18560.00,4408.00,14152.00,57172.00
1991:Q4,143310.00,51756.00,32682.00,5652.00,2372.00,11050.00,89941.00,6067.00,-1576.00,85451.00,1540.00,876.00,664.00,84.00,-12.00,143310.00,46480.00,45606.00,42314.00,3292.00,133138.00,2848.00,-4232.00,-812.00,56.00,-364.00,3076.00,-12708.00,-2192.00,4232.00,0.00,4480.00,16448.00,1672.00,14776.00,-96978.00
1992:Q1,65642.00,-15550.00,-29139.00,-5804.00,-2404.00,21797.00,80232.00,-49249.00,-3092.00,132573.00,-3636.00,1360.00,-4996.00,384.00,4212.00,65642.00,128422.00,15839.00,6735.00,9104.00,-94165.00,2137.00,-7866.00,-144.00,-112.00,-192.00,612.00,-6910.00,256.00,-516.00,0.00,-860.00,-2404.00,-4136.00,1732.00,23679.00
1992:Q2,57706.00,-531.00,-22429.00,-40.00,-604.00,22543.00,53052.00,16059.00,7376.00,29617.00,288.00,-196.00,484.00,720.00,4176.00,57706.00,48889.00,9163.00,4491.00,4672.00,8548.00,215.00,-2260.00,444.00,-456.00,-32.00,1900.00,-2208.00,-1040.00,-2216.00,0.00,1348.00,8688.00,6576.00,2112.00,-15537.00
1992:Q3,228473.00,100690.00,72816.00,204.00,1284.00,26386.00,121219.00,21792.00,4216.00,95211.00,1160.00,664.00,496.00,780.00,4624.00,228473.00,97178.00,3488.00,-4032.00,7520.00,79514.00,1711.00,9336.00,540.00,-880.00,-20.00,7896.00,-1816.00,-328.00,2592.00,0.00,1352.00,28412.00,6164.00,22248.00,8834.00
1992:Q4,96771.00,-19738.00,-62580.00,124.00,-1268.00,43986.00,111197.00,-12050.00,-1556.00,124803.00,-316.00,248.00,-564.00,568.00,5060.00,96771.00,171411.00,-23834.00,-24042.00,208.00,-61313.00,649.00,2218.00,128.00,-1044.00,60.00,424.00,1006.00,1076.00,1704.00,0.00,-1136.00,15676.00,-2576.00,18252.00,-8036.00
1993:Q1,-9499.00,26142.00,13387.00,-140.00,360.00,12534.00,-35696.00,-30452.00,-960.00,-4285.00,80.00,-932.00,1012.00,436.00,-460.00,-9499.00,-42564.00,33271.00,27727.00,5544.00,-20452.00,8508.00,6122.00,-204.00,396.00,136.00,-2716.00,3258.00,-740.00,3116.00,0.00,2876.00,8196.00,-1532.00,9728.00,-2580.00
1993:Q2,167108.00,67893.00,36948.00,-116.00,-132.00,31193.00,98359.00,17576.00,-2272.00,83054.00,776.00,2000.00,-1224.00,388.00,-308.00,167108.00,41717.00,41504.00,39104.00,2400.00,65686.00,2246.00,-340.00,-480.00,400.00,100.00,1172.00,-1988.00,-640.00,1952.00,0.00,-856.00,21440.00,-404.00,21844.00,-5146.00
1993:Q3,173023.00,28288.00,-14619.00,68.00,856.00,41983.00,138111.00,23622.00,15320.00,99169.00,2632.00,-40.00,2672.00,284.00,3708.00,173023.00,130653.00,-10208.00,-12140.00,1932.00,12425.00,8545.00,-1947.00,-520.00,396.00,68.00,-2676.00,-47.00,1808.00,-1516.00,0.00,540.00,38828.00,16136.00,22692.00,-5274.00
1993:Q4,138624.00,26285.00,-6973.00,340.00,-448.00,33365.00,111755.00,37578.00,-13192.00,87369.00,-3380.00,-1592.00,-1788.00,128.00,3836.00,138624.00,74498.00,30828.00,27776.00,3052.00,25336.00,-11495.00,20489.00,-344.00,396.00,240.00,4636.00,4673.00,3280.00,2512.00,0.00,5096.00,-3024.00,-15232.00,12208.00,1992.00
1994:Q1,20733.00,3042.00,-30187.00,-300.00,256.00,33273.00,14656.00,1798.00,4668.00,8190.00,1832.00,-896.00,2728.00,40.00,1164.00,20733.00,-67000.00,68501.00,53329.00,15172.00,-12160.00,16355.00,11388.00,-176.00,424.00,516.00,-4572.00,5668.00,-1612.00,612.00,0.00,10528.00,22860.00,4028.00,18832.00,-19211.00
1994:Q2,-102699.00,11636.00,-23374.00,-132.00,620.00,34522.00,-116931.00,-45921.00,976.00,-71987.00,-800.00,492.00,-1292.00,272.00,3124.00,-102699.00,-65571.00,22155.00,12303.00,9852.00,-66890.00,-4117.00,-7638.00,-176.00,420.00,712.00,1272.00,-7878.00,-564.00,1504.00,0.00,-2928.00,25036.00,2088.00,22948.00,-5675.00
1994:Q3,15670.00,54205.00,15157.00,152.00,-1072.00,39968.00,-40251.00,-36870.00,2552.00,-5933.00,384.00,-132.00,516.00,-144.00,1476.00,15670.00,8583.00,16229.00,-383.00,16612.00,-19322.00,-9153.00,7059.00,-176.00,420.00,716.00,5372.00,2067.00,280.00,1268.00,0.00,-2888.00,17368.00,1348.00,16020.00,-5095.00
1994:Q4,19180.00,34202.00,7644.00,2228.00,-364.00,24693.00,-17934.00,5464.00,-1884.00,-21514.00,268.00,2052.00,-1784.00,264.00,2380.00,19180.00,-601.00,-10157.00,-17869.00,7712.00,11449.00,4066.00,-9522.00,-176.00,420.00,1788.00,-1600.00,-5286.00,-1248.00,2328.00,0.00,-5748.00,24344.00,-196.00,24540.00,-401.00
1995:Q1,-24131.00,37864.00,-2859.00,-1928.00,496.00,42155.00,-60359.00,-17121.00,-412.00,-42827.00,-2532.00,-1820.00,-712.00,-1524.00,2420.00,-24131.00,-1167.00,-16379.00,-36723.00,20344.00,-12096.00,8294.00,-10300.00,-160.00,-456.00,848.00,-6392.00,-15500.00,-244.00,3732.00,0.00,7872.00,19572.00,-1736.00,21308.00,-12055.00
1995:Q2,32451.00,42636.00,19360.00,-636.00,-792.00,24704.00,-13869.00,33061.00,-772.00,-46158.00,-808.00,-1236.00,428.00,1452.00,3040.00,32451.00,-22218.00,-14785.00,-24145.00,9360.00,70766.00,3813.00,15084.00,-164.00,-460.00,856.00,-1808.00,16720.00,1308.00,1512.00,0.00,-2880.00,1744.00,-2800.00,4544.00,-21953.00
1995:Q3,-63858.00,-8565.00,-16483.00,348.00,148.00,7422.00,-56577.00,-25003.00,5040.00,-36614.00,820.00,620.00,200.00,-896.00,1360.00,-63858.00,-72227.00,32387.00,17523.00,14864.00,-39892.00,-1209.00,12082.00,-160.00,-456.00,860.00,1832.00,5422.00,-2020.00,532.00,0.00,6072.00,9940.00,5808.00,4132.00,-4940.00
1995:Q4,-59845.00,-4275.00,-5005.00,2400.00,740.00,-2410.00,-60914.00,-9929.00,124.00,-51109.00,2084.00,2112.00,-28.00,1700.00,1560.00,-59845.00,-103879.00,71365.00,61797.00,9568.00,-18784.00,2521.00,-19066.00,-164.00,-460.00,896.00,-3752.00,-10546.00,1656.00,-2540.00,0.00,-4156.00,8352.00,2976.00,5376.00,-354.00
1996:Q1,-74365.00,27408.00,6624.00,-2336.00,-776.00,23896.00,-101069.00,-637.00,-1828.00,-98604.00,-380.00,-1772.00,1392.00,-764.00,440.00,-74365.00,39625.00,-96850.00,-114182.00,17332.00,21130.00,-5284.00,3276.00,-160.00,-872.00,892.00,2260.00,5188.00,-1792.00,1060.00,0.00,-3300.00,-17620.00,-4376.00,-13244.00,-18642.00
1996:Q2,-27557.00,10251.00,-24682.00,-44.00,-76.00,35053.00,-45860.00,1781.00,12740.00,-60381.00,652.00,3028.00,-2376.00,996.00,6404.00,-27557.00,-59705.00,22474.00,-4338.00,26812.00,-21866.00,-5989.00,11961.00,-4220.00,-456.00,884.00,4444.00,2153.00,-1412.00,956.00,0.00,9612.00,30680.00,15692.00,14988.00,-5111.00
1996:Q3,114407.00,38455.00,22567.00,184.00,316.00,15389.00,78871.00,37468.00,-4252.00,45655.00,-2956.00,-3156.00,200.00,284.00,-248.00,114407.00,6782.00,20413.00,4829.00,15584.00,33439.00,-7316.00,20021.00,1332.00,-460.00,896.00,5212.00,3377.00,-424.00,2816.00,7380.00,-108.00,19076.00,-7092.00,26168.00,21991.00
1996:Q4,-56445.00,16950.00,2459.00,2064.00,-356.00,12782.00,-74619.00,112.00,7184.00,-81914.00,40.00,-708.00,748.00,1436.00,-252.00,-56445.00,-153553.00,60155.00,43171.00,16984.00,11150.00,-3599.00,7097.00,-604.00,-1700.00,-8.00,1120.00,-1111.00,700.00,5744.00,1552.00,1404.00,34812.00,6120.00,28692.00,-12507.00
1997:Q1,-3691.00,38454.00,-2096.00,-2152.00,2980.00,39722.00,-48709.00,-13332.00,-72.00,-35305.00,12.00,-344.00,356.00,-340.00,6892.00,-3691.00,-41925.00,29176.00,11284.00,17892.00,24945.00,12544.00,1421.00,1180.00,-3384.00,2160.00,-8452.00,8937.00,1560.00,92.00,2892.00,-3564.00,13468.00,2564.00,10904.00,-43321.00
1997:Q2,43753.00,51943.00,12355.00,-144.00,-2924.00,42655.00,-16798.00,-19959.00,7764.00,-4603.00,3424.00,2640.00,784.00,696.00,4488.00,43753.00,10443.00,-13268.00,-38060.00,24792.00,-32884.00,-10024.00,43498.00,-684.00,2280.00,1120.00,13868.00,1034.00,8320.00,4672.00,-384.00,13272.00,24780.00,7480.00,17300.00,21208.00
1997:Q3,-50422.00,11006.00,-9347.00,308.00,-8.00,20053.00,-63560.00,19157.00,-3380.00,-79337.00,-2408.00,-1464.00,-944.00,-1152.00,5692.00,-50422.00,-117176.00,36100.00,15452.00,20648.00,-6250.00,14802.00,-9779.00,424.00,-1440.00,3304.00,-9260.00,-1523.00,-4240.00,-4376.00,3840.00,3492.00,18996.00,-4852.00,23848.00,12885.00
1997:Q4,45652.00,17942.00,-10200.00,2044.00,1084.00,25014.00,23550.00,10514.00,13308.00,-271.00,2248.00,696.00,1552.00,2488.00,-576.00,45652.00,-15222.00,-7940.00,-34012.00,26072.00,12023.00,218.00,20928.00,268.00,17792.00,-1104.00,-4764.00,2292.00,-372.00,-1984.00,-2124.00,10924.00,52736.00,15088.00,37648.00,-17091.00
1998:Q1,-17991.00,33917.00,8608.00,-2176.00,-1148.00,28633.00,-66356.00,-9345.00,-1088.00,-55923.00,-2056.00,200.00,-2256.00,504.00,16000.00,-17991.00,-100303.00,71028.00,69988.00,1040.00,44350.00,-5106.00,22761.00,-2104.00,-18316.00,-1308.00,5408.00,17945.00,-1200.00,4224.00,5132.00,12980.00,-2272.00,-2036.00,-236.00,-48449.00
1998:Q2,129529.00,88262.00,36977.00,-228.00,136.00,51377.00,45691.00,42233.00,-4288.00,7746.00,2156.00,-64.00,2220.00,868.00,-7448.00,129529.00,94321.00,-32728.00,-35788.00,3060.00,85198.00,1501.00,-13039.00,-460.00,5100.00,-1364.00,3776.00,-14191.00,1764.00,2024.00,1080.00,-10768.00,3116.00,-4216.00,7332.00,-8840.00
1998:Q3,-109151.00,-15095.00,-51065.00,224.00,584.00,35162.00,-88104.00,-47815.00,-8888.00,-31402.00,-2076.00,-260.00,-1816.00,324.00,-4200.00,-109151.00,-32975.00,10348.00,1216.00,9132.00,-124607.00,-1528.00,67.00,828.00,-1636.00,-1384.00,556.00,-4341.00,1052.00,-5852.00,-3952.00,14796.00,17464.00,-8564.00,26028.00,22080.00
1998:Q4,42010.00,49000.00,7488.00,4988.00,-720.00,37244.00,-32546.00,-43561.00,3136.00,7879.00,1044.00,-1044.00,2088.00,3116.00,21396.00,42010.00,138377.00,-87908.00,-99120.00,11212.00,-71674.00,-10474.00,16967.00,852.00,3960.00,600.00,8896.00,-9741.00,9804.00,3964.00,856.00,-2224.00,23636.00,1372.00,22264.00,33087.00
1999:Q1,-13479.00,42583.00,4661.00,-5612.00,12.00,43522.00,-54074.00,27554.00,-7792.00,-73836.00,1192.00,1088.00,104.00,-2632.00,-548.00,-13479.00,5127.00,-19052.00,-14076.00,-4976.00,89514.00,10330.00,-40019.00,-3180.00,-10936.00,-1076.00,-9492.00,-10127.00,-6652.00,6388.00,-1268.00,-3676.00,-796.00,-6692.00,5896.00,-58583.00
1999:Q2,60435.00,58208.00,-7724.00,-8.00,980.00,64959.00,3583.00,44256.00,3696.00,-44369.00,-4068.00,-1580.00,-2488.00,2080.00,632.00,60435.00,-94950.00,65292.00,65168.00,124.00,32262.00,-5719.00,47351.00,1768.00,5228.00,1712.00,7400.00,18543.00,-2248.00,2456.00,-236.00,12728.00,12728.00,3096.00,9632.00,3470.00
1999:Q3,38030.00,45079.00,1148.00,-136.00,-676.00,44742.00,-6356.00,38048.00,-380.00,-44024.00,1132.00,-228.00,1360.00,-1192.00,-632.00,38030.00,-23363.00,23056.00,12892.00,10164.00,21281.00,7604.00,-22356.00,-2064.00,-328.00,1320.00,-320.00,-20832.00,1792.00,-944.00,2648.00,-3628.00,14312.00,-1284.00,15596.00,17496.00
1999:Q4,362994.00,287119.00,91275.00,4244.00,-684.00,192284.00,60311.00,35758.00,2352.00,22201.00,3960.00,2940.00,1020.00,1744.00,9860.00,362994.00,34241.00,69368.00,54252.00,15116.00,121620.00,3429.00,58512.00,4436.00,6128.00,3536.00,-580.00,3032.00,35728.00,-1868.00,192.00,7908.00,71112.00,4608.00,66504.00,4711.00
2000:Q1,-301435.00,-209772.00,-91044.00,-4248.00,212.00,-114692.00,-110475.00,-49935.00,2116.00,-62656.00,-3552.00,-1880.00,-1672.00,-1376.00,23740.00,-301435.00,-112011.00,25420.00,-3076.00,28496.00,-98628.00,-6048.00,-33845.00,-4492.00,-5616.00,1384.00,7500.00,16199.00,-44208.00,1508.00,256.00,-6376.00,-33860.00,448.00,-34308.00,-42463.00
2000:Q2,-7214.00,18213.00,-3079.00,60.00,-80.00,21312.00,-26272.00,38379.00,2352.00,-67003.00,4284.00,2316.00,1968.00,20.00,-3460.00,-7214.00,-132774.00,76004.00,57564.00,18440.00,-46028.00,-5738.00,15930.00,-1696.00,6388.00,2380.00,6712.00,634.00,2164.00,1148.00,-1208.00,-592.00,4564.00,4588.00,-24.00,80828.00
2000:Q3,-95532.00,22650.00,8681.00,-100.00,136.00,13933.00,-114650.00,-34111.00,10428.00,-90967.00,-5128.00,-3988.00,-1140.00,-264.00,1860.00,-95532.00,-151421.00,90616.00,92220.00,-1604.00,-12984.00,2556.00,-16288.00,1408.00,-7944.00,4532.00,-888.00,9056.00,-372.00,4248.00,-1576.00,-24752.00,5120.00,6576.00,-1456.00,-13132.00
2000:Q4,-49803.00,28337.00,-6206.00,4792.00,308.00,29442.00,-83576.00,-87041.00,-5444.00,8910.00,2804.00,2212.00,592.00,1224.00,1408.00,-49803.00,-18045.00,-18228.00,-6592.00,-11636.00,-102608.00,9826.00,50430.00,2448.00,5200.00,4940.00,-10484.00,-7342.00,11636.00,3376.00,2464.00,38192.00,19436.00,-2924.00,22360.00,9385.00
2001:Q1,-46130.00,17820.00,4968.00,-4532.00,-584.00,17968.00,-77658.00,-19893.00,-8176.00,-49588.00,-2020.00,-704.00,-1316.00,-64.00,15792.00,-46130.00,145907.00,-242060.00,-262932.00,20872.00,79842.00,1515.00,68586.00,27524.00,51544.00,-4800.00,-6488.00,-3142.00,280.00,2136.00,-968.00,2500.00,-5772.00,-9464.00,3692.00,-94148.00
2001:Q2,6976.00,34100.00,-1902.00,88.00,128.00,35786.00,-23904.00,-30622.00,14712.00,-7993.00,-652.00,-10348.00,9696.00,1404.00,-3972.00,6976.00,-33982.00,-19928.00,-35764.00,15836.00,-17335.00,-4288.00,87776.00,4824.00,25712.00,564.00,19912.00,10956.00,3028.00,-3944.00,2276.00,24448.00,11584.00,4492.00,7092.00,-16851.00
