date,FL574090005.Q,FL573020005.Q,FL573030005.Q,FL573034005.Q,FL572051005.Q,FL574022005.Q,FL573069105.Q,FL573061105.Q,FL573061705.Q,FL573063005.Q,FL573065005.Q,LM573064105.Q,LM573064205.Q,FL573090005.Q,FL573095005.Q,FL573074005.Q,FL573073005.Q,FL573093005.Q,FL574190005.Q,FL574190043.Q,FL572000075.Q,FL573073005.Q,FL574090045.Q,FL574090055.Q
1975:Q3,301087.00,4183.00,13832.00,0.00,4042.00,65452.00,8447.00,11896.00,4981.00,40128.00,2366.00,99892.00,2559.00,108761.00,0.00,3431.00,72385.00,32945.00,304947.00,235234.00,162849.00,72385.00,231374.00,69713.00
1975:Q4,310442.00,4400.00,14454.00,0.00,4346.00,68839.00,9066.00,12396.00,5466.00,41911.00,2383.00,107999.00,2795.00,105226.00,0.00,3665.00,66111.00,35450.00,314515.00,239903.00,173792.00,66111.00,235830.00,74612.00
1976:Q1,321167.00,4617.00,15095.00,0.00,4385.00,71900.00,9892.00,13613.00,5951.00,42444.00,2383.00,123664.00,2795.00,96328.00,0.00,3965.00,56866.00,35497.00,325311.00,245134.00,188268.00,56866.00,240990.00,80177.00
1976:Q2,326526.00,4704.00,15646.00,0.00,4140.00,74899.00,10440.00,15211.00,6326.00,42922.00,2383.00,123557.00,3033.00,98164.00,0.00,3984.00,60902.00,33278.00,330742.00,250871.00,189969.00,60902.00,246655.00,79871.00
1976:Q3,334078.00,4619.00,16096.00,0.00,4386.00,75059.00,10756.00,16371.00,6517.00,41415.00,2373.00,123523.00,3297.00,104725.00,0.00,4032.00,65248.00,35445.00,338370.00,256841.00,191593.00,65248.00,252549.00,81529.00
1976:Q4,342610.00,4510.00,16639.00,0.00,4736.00,75346.00,10952.00,18075.00,6075.00,40244.00,2414.00,125501.00,3534.00,109930.00,0.00,4130.00,67307.00,38493.00,346977.00,262636.00,195329.00,67307.00,258269.00,84341.00
1977:Q1,349659.00,4499.00,17300.00,0.00,5319.00,76217.00,11138.00,17873.00,7089.00,40117.00,2420.00,118706.00,3692.00,121506.00,0.00,4140.00,73641.00,43725.00,354147.00,268038.00,194397.00,73641.00,263550.00,86109.00
1977:Q2,357429.00,4567.00,18034.00,23.00,5335.00,80103.00,11272.00,19957.00,7630.00,41244.00,2539.00,123183.00,3771.00,119874.00,0.00,4284.00,71857.00,43733.00,362044.00,273389.00,201532.00,71857.00,268774.00,88655.00
1977:Q3,365449.00,4694.00,18821.00,53.00,5803.00,81566.00,11309.00,20080.00,8610.00,41567.00,2486.00,120475.00,3771.00,127780.00,0.00,4348.00,75551.00,47881.00,370194.00,279082.00,203531.00,75551.00,274337.00,91112.00
1977:Q4,373256.00,4835.00,19644.00,94.00,5717.00,85675.00,11314.00,21308.00,8501.00,44552.00,2497.00,123610.00,3746.00,127438.00,0.00,4459.00,75987.00,46992.00,378135.00,285369.00,209382.00,75987.00,280490.00,92766.00
1978:Q1,382884.00,4944.00,20592.00,150.00,6268.00,86654.00,11350.00,21477.00,8472.00,45355.00,2559.00,122074.00,3750.00,135893.00,0.00,4551.00,79480.00,51862.00,387951.00,291981.00,212501.00,79480.00,286914.00,95970.00
1978:Q2,394100.00,5031.00,21590.00,212.00,6136.00,91407.00,11335.00,22185.00,8423.00,49464.00,2647.00,137026.00,3750.00,126301.00,0.00,4845.00,71078.00,50378.00,399353.00,298574.00,227496.00,71078.00,293321.00,100779.00
1978:Q3,406998.00,5119.00,22509.00,272.00,6488.00,93994.00,11173.00,21089.00,9974.00,51758.00,2706.00,154397.00,3708.00,117805.00,0.00,5214.00,59414.00,53177.00,412460.00,304185.00,244771.00,59414.00,298723.00,108275.00
1978:Q4,413048.00,5184.00,23660.00,359.00,6935.00,96009.00,11162.00,23179.00,8681.00,52987.00,2721.00,150308.00,3715.00,124157.00,0.00,5270.00,61741.00,57146.00,418723.00,308103.00,246362.00,61741.00,302428.00,110620.00
1979:Q1,424819.00,5207.00,24727.00,500.00,7253.00,99249.00,11593.00,23727.00,9895.00,54034.00,2798.00,162540.00,3862.00,118683.00,0.00,5571.00,53407.00,59705.00,430987.00,310727.00,257320.00,53407.00,304559.00,120260.00
1979:Q2,431607.00,5189.00,25677.00,688.00,7490.00,105441.00,12498.00,24928.00,10734.00,57281.00,2750.00,165969.00,4152.00,114251.00,0.00,5772.00,46839.00,61640.00,438288.00,313709.00,266870.00,46839.00,307028.00,124579.00
1979:Q3,443206.00,5142.00,26714.00,913.00,7532.00,112178.00,13894.00,25769.00,12004.00,60511.00,2968.00,178516.00,4585.00,104658.00,0.00,6095.00,36875.00,61688.00,450434.00,319654.00,282779.00,36875.00,312426.00,130780.00
1979:Q4,459357.00,5055.00,27894.00,1182.00,7768.00,117641.00,15396.00,25995.00,12559.00,63691.00,3139.00,175437.00,8079.00,113162.00,0.00,6196.00,43256.00,63710.00,467156.00,330836.00,287580.00,43256.00,323037.00,136320.00
1980:Q1,472095.00,4919.00,28830.00,1500.00,7979.00,124722.00,16621.00,27203.00,13343.00,67555.00,3191.00,167538.00,8658.00,124758.00,0.00,6240.00,52946.00,65572.00,480601.00,347595.00,294649.00,52946.00,339089.00,133006.00
1980:Q2,502887.00,4721.00,29699.00,1845.00,8189.00,133066.00,17671.00,29387.00,15027.00,70981.00,3263.00,190278.00,9302.00,122524.00,0.00,6761.00,48827.00,66936.00,512096.00,368745.00,319918.00,48827.00,359536.00,143351.00
1980:Q3,534557.00,4447.00,30520.00,2195.00,8485.00,140604.00,18650.00,30569.00,16447.00,74938.00,3471.00,210012.00,10352.00,124471.00,0.00,7241.00,48109.00,69121.00,544499.00,391576.00,343467.00,48109.00,381634.00,152923.00
1980:Q4,560725.00,4162.00,31827.00,2633.00,8378.00,147815.00,19531.00,32215.00,18345.00,77724.00,3564.00,223468.00,11184.00,127694.00,0.00,7566.00,52291.00,67837.00,571432.00,412620.00,360329.00,52291.00,401913.00,158812.00
1981:Q1,579272.00,3931.00,32923.00,3244.00,8237.00,153623.00,20286.00,33352.00,20305.00,79680.00,3748.00,226132.00,11378.00,136056.00,0.00,7697.00,61919.00,66440.00,590849.00,429638.00,367719.00,61919.00,418061.00,161211.00
1981:Q2,593569.00,3740.00,33727.00,4134.00,8355.00,160053.00,21787.00,34543.00,22926.00,80797.00,3871.00,221214.00,10829.00,147646.00,0.00,7753.00,72448.00,67445.00,606133.00,442842.00,370394.00,72448.00,430278.00,163291.00
1981:Q3,601773.00,3571.00,34960.00,5413.00,8525.00,165892.00,23227.00,34755.00,25713.00,82197.00,3878.00,202367.00,9209.00,167958.00,0.00,7600.00,91231.00,69127.00,615291.00,453076.00,361845.00,91231.00,439558.00,162215.00
1981:Q4,616832.00,3426.00,36476.00,6564.00,8258.00,174716.00,24505.00,46684.00,20199.00,83328.00,3913.00,218479.00,8297.00,156703.00,0.00,7953.00,82382.00,66368.00,631519.00,461922.00,379540.00,82382.00,447235.00,169597.00
1982:Q1,627746.00,2924.00,39585.00,7030.00,7728.00,188462.00,21975.00,56035.00,23902.00,86550.00,3913.00,224417.00,7926.00,145761.00,0.00,8215.00,76213.00,61333.00,644158.00,470987.00,394774.00,76213.00,454575.00,173171.00
1982:Q2,643231.00,2818.00,43034.00,6030.00,7840.00,199167.00,20607.00,62040.00,27580.00,88940.00,5386.00,229366.00,8486.00,141104.00,0.00,8534.00,70545.00,62025.00,660256.00,482333.00,411788.00,70545.00,465308.00,177923.00
1982:Q3,674851.00,2569.00,46147.00,5071.00,8648.00,207946.00,17800.00,67904.00,29696.00,92546.00,6361.00,266987.00,9890.00,121232.00,0.00,9410.00,43404.00,68418.00,692625.00,497787.00,454383.00,43404.00,480013.00,194838.00
1982:Q4,702148.00,2259.00,49416.00,4688.00,8705.00,217596.00,15203.00,75171.00,31997.00,95225.00,7770.00,282916.00,11240.00,117558.00,0.00,9871.00,39216.00,68471.00,720443.00,518242.00,479026.00,39216.00,499947.00,202201.00
1983:Q1,741924.00,2113.00,53491.00,4877.00,9291.00,226423.00,14243.00,79729.00,33229.00,99222.00,9056.00,319549.00,12410.00,104714.00,0.00,10730.00,21096.00,72888.00,762165.00,542586.00,521490.00,21096.00,522345.00,219579.00
1983:Q2,788690.00,2246.00,59049.00,5228.00,10383.00,233448.00,15302.00,83051.00,34441.00,100654.00,9709.00,361655.00,13627.00,93345.00,0.00,11738.00,-101.00,81708.00,811447.00,569514.00,569615.00,-101.00,546757.00,241933.00
1983:Q3,816350.00,2585.00,59222.00,5602.00,10372.00,248051.00,16997.00,89104.00,36972.00,104978.00,10569.00,354062.00,13732.00,112155.00,0.00,11868.00,18812.00,81475.00,839127.00,595586.00,576774.00,18812.00,572809.00,243541.00
1983:Q4,840629.00,2729.00,60873.00,5929.00,10596.00,257414.00,17247.00,93332.00,38890.00,107945.00,10124.00,350266.00,13889.00,128809.00,0.00,12011.00,33448.00,83350.00,863921.00,617138.00,583690.00,33448.00,593846.00,246783.00
1984:Q1,875109.00,3076.00,60168.00,6191.00,10166.00,263161.00,19581.00,95023.00,39302.00,109255.00,9892.00,323747.00,13796.00,184912.00,0.00,11629.00,93417.00,79866.00,896874.00,644883.00,551466.00,93417.00,623118.00,251991.00
1984:Q2,891442.00,3479.00,60020.00,6388.00,9894.00,257266.00,22113.00,92123.00,38414.00,104616.00,9369.00,308011.00,13274.00,223741.00,0.00,11259.00,134697.00,77785.00,912081.00,667294.00,532597.00,134697.00,646655.00,244787.00
1984:Q3,930331.00,3466.00,64875.00,6770.00,10593.00,275121.00,22171.00,98763.00,41402.00,112785.00,9041.00,339365.00,14673.00,206427.00,0.00,12189.00,111095.00,83143.00,951873.00,686825.00,575730.00,111095.00,665283.00,265048.00
1984:Q4,963415.00,3297.00,68025.00,6938.00,10909.00,296028.00,19609.00,108403.00,44618.00,123398.00,9735.00,358978.00,15515.00,193990.00,0.00,12913.00,95811.00,85266.00,985048.00,706165.00,610354.00,95811.00,684532.00,278883.00
1985:Q1,1017423.00,3536.00,73195.00,7429.00,11648.00,295012.00,19330.00,112153.00,46315.00,117214.00,11041.00,408196.00,16888.00,190478.00,0.00,13761.00,85642.00,91075.00,1039940.00,726782.00,641140.00,85642.00,704265.00,313158.00
1985:Q2,1039674.00,3781.00,79595.00,8015.00,12448.00,301886.00,19235.00,119439.00,49971.00,113241.00,11804.00,419105.00,18211.00,184829.00,0.00,14718.00,72794.00,97317.00,1063099.00,749170.00,676376.00,72794.00,725745.00,313929.00
1985:Q3,1056063.00,3821.00,78824.00,8239.00,12043.00,303540.00,19843.00,122973.00,52048.00,108676.00,11361.00,398654.00,18015.00,221566.00,0.00,14545.00,113176.00,93845.00,1078140.00,772440.00,659264.00,113176.00,750363.00,305700.00
1985:Q4,1191485.00,3281.00,76601.00,9087.00,19181.00,314830.00,21969.00,128551.00,67106.00,97204.00,14016.00,494946.00,21105.00,238438.00,131774.00,18707.00,-23961.00,111918.00,1215574.00,795192.00,819153.00,-23961.00,771103.00,420382.00
1986:Q1,1231306.00,2821.00,78044.00,9517.00,19264.00,329103.00,22481.00,131499.00,68646.00,106477.00,13862.00,549920.00,24969.00,203806.00,138808.00,18707.00,-63525.00,109816.00,1257137.00,811686.00,875211.00,-63525.00,785855.00,445451.00
1986:Q2,1247348.00,2431.00,78969.00,9427.00,19513.00,327777.00,23110.00,126849.00,66237.00,111581.00,12992.00,556234.00,25457.00,214548.00,140989.00,18707.00,-55625.00,110477.00,1274613.00,827063.00,882688.00,-55625.00,799798.00,447550.00
1986:Q3,1248970.00,2106.00,81702.00,10106.00,19857.00,336055.00,24000.00,125171.00,65490.00,121394.00,12609.00,486489.00,23831.00,276215.00,141730.00,18712.00,2447.00,113326.00,1277828.00,841888.00,839441.00,2447.00,813030.00,435940.00
1986:Q4,1281525.00,1902.00,86920.00,10990.00,20867.00,321538.00,25718.00,112795.00,59135.00,123890.00,11255.00,499172.00,24712.00,304169.00,146862.00,18742.00,10026.00,128539.00,1312364.00,856898.00,846872.00,10026.00,826059.00,455466.00
1987:Q1,1338660.00,1787.00,83688.00,11194.00,20680.00,325035.00,27248.00,112961.00,61479.00,123347.00,10096.00,622684.00,31727.00,231769.00,161214.00,19042.00,-87868.00,139381.00,1370002.00,870453.00,958321.00,-87868.00,839111.00,499549.00
1987:Q2,1377519.00,1707.00,83821.00,12008.00,21281.00,325972.00,29989.00,107248.00,68626.00,120109.00,9308.00,656616.00,36335.00,230471.00,171248.00,19492.00,-100382.00,140113.00,1409173.00,885218.00,985600.00,-100382.00,853564.00,523955.00
1987:Q3,1437123.00,1652.00,81144.00,12337.00,21224.00,332763.00,31972.00,110202.00,70435.00,120154.00,8725.00,693040.00,40555.00,245683.00,184348.00,20142.00,-116598.00,157791.00,1469351.00,901332.00,1017930.00,-116598.00,869104.00,568019.00
1987:Q4,1422181.00,1636.00,76103.00,12832.00,20444.00,338234.00,32975.00,112999.00,72258.00,120002.00,8205.00,507411.00,33224.00,424092.00,186265.00,20250.00,83270.00,134307.00,1454222.00,918605.00,835335.00,83270.00,886564.00,535617.00
1988:Q1,1459469.00,1836.00,76495.00,13450.00,20449.00,331869.00,30459.00,103552.00,80809.00,117049.00,9614.00,529276.00,35767.00,440713.00,184762.00,19750.00,99713.00,136488.00,1489282.00,933710.00,833997.00,99713.00,903897.00,555572.00
1988:Q2,1492331.00,2436.00,82766.00,14631.00,22142.00,333028.00,30414.00,104488.00,81456.00,116670.00,11269.00,541172.00,37444.00,447443.00,187501.00,19050.00,97606.00,143286.00,1520872.00,949315.00,851709.00,97606.00,920774.00,571557.00
1988:Q3,1506027.00,3536.00,82649.00,15113.00,21940.00,348593.00,27818.00,114250.00,83917.00,122608.00,13983.00,496969.00,36276.00,486968.00,183436.00,17800.00,130916.00,154816.00,1532485.00,965048.00,834132.00,130916.00,938590.00,567437.00
1988:Q4,1532424.00,4547.00,86942.00,15263.00,22583.00,351363.00,26485.00,112722.00,86584.00,125572.00,16666.00,486477.00,38262.00,510321.00,186900.00,19012.00,142506.00,161903.00,1557430.00,980312.00,837806.00,142506.00,955306.00,577118.00
1989:Q1,1571901.00,5122.00,94517.00,16048.00,23571.00,354088.00,26616.00,104456.00,97388.00,125628.00,17630.00,516157.00,40630.00,504138.00,192621.00,20696.00,128102.00,162719.00,1598740.00,995931.00,867829.00,128102.00,969092.00,602809.00
1989:Q2,1612389.00,5072.00,101600.00,17220.00,24017.00,365805.00,26081.00,109626.00,101011.00,129087.00,19272.00,550139.00,44371.00,484893.00,196637.00,22555.00,110425.00,155276.00,1640695.00,1011177.00,900752.00,110425.00,982871.00,629518.00
1989:Q3,1655813.00,4697.00,108691.00,17420.00,25085.00,379038.00,26155.00,115216.00,104862.00,132805.00,21079.00,607148.00,48823.00,443832.00,202090.00,24454.00,73057.00,144231.00,1686090.00,1026432.00,953375.00,73057.00,996155.00,659658.00
1989:Q4,1699233.00,4141.00,114406.00,18678.00,24814.00,395377.00,24814.00,122396.00,110428.00,137739.00,23294.00,599629.00,51196.00,467698.00,204708.00,26280.00,89030.00,147680.00,1730727.00,1042018.00,952988.00,89030.00,1010524.00,688709.00
1990:Q1,1713423.00,3666.00,116002.00,19649.00,24854.00,399411.00,24854.00,111101.00,122943.00,140513.00,23310.00,573647.00,51205.00,501679.00,207757.00,28004.00,126141.00,139777.00,1744293.00,1056542.00,930401.00,126141.00,1025672.00,687751.00
1990:Q2,1734487.00,3266.00,113279.00,18997.00,24503.00,417060.00,24503.00,116508.00,127920.00,148129.00,24179.00,607628.00,57280.00,468295.00,210073.00,29268.00,98250.00,130704.00,1764914.00,1071806.00,973556.00,98250.00,1041379.00,693108.00
1990:Q3,1734401.00,3416.00,111111.00,18694.00,24146.00,427635.00,24146.00,119700.00,130652.00,153137.00,24614.00,515493.00,51499.00,557793.00,210651.00,30642.00,186565.00,129935.00,1764285.00,1087666.00,901101.00,186565.00,1057782.00,676619.00
1990:Q4,1782956.00,3311.00,110223.00,19150.00,23504.00,435846.00,23504.00,122254.00,132637.00,157451.00,24901.00,572836.00,57503.00,535682.00,214824.00,32331.00,174553.00,113974.00,1812271.00,1103725.00,929172.00,174553.00,1074410.00,708546.00
1991:Q1,1848576.00,3226.00,107637.00,18268.00,23125.00,449133.00,23125.00,114699.00,146543.00,164766.00,23391.00,669778.00,68466.00,485552.00,221275.00,35015.00,118159.00,111103.00,1877447.00,1119422.00,1001263.00,118159.00,1090551.00,758025.00
1991:Q2,1878365.00,3141.00,109796.00,18785.00,24039.00,450260.00,24039.00,114156.00,144457.00,167608.00,21380.00,663272.00,72702.00,514990.00,227141.00,38479.00,130491.00,118879.00,1906890.00,1135053.00,1004562.00,130491.00,1106528.00,771837.00
1991:Q3,1930111.00,3056.00,114389.00,20128.00,25471.00,464217.00,25471.00,116866.00,147391.00,174489.00,19993.00,698467.00,82613.00,501777.00,235003.00,41713.00,107867.00,117194.00,1958536.00,1150463.00,1042596.00,107867.00,1122038.00,808073.00
1991:Q4,1989578.00,2965.00,115719.00,19840.00,27237.00,468462.00,27237.00,116946.00,145747.00,178532.00,18226.00,762709.00,88416.00,486004.00,244532.00,44403.00,85151.00,111918.00,2018205.00,1165432.00,1080281.00,85151.00,1136805.00,852773.00
1992:Q1,2004940.00,2917.00,110670.00,19944.00,27061.00,475638.00,27061.00,106319.00,157123.00,185135.00,17243.00,733323.00,94592.00,523552.00,245603.00,46813.00,131441.00,99695.00,2032719.00,1180890.00,1049449.00,131441.00,1153111.00,851829.00
1992:Q2,2036019.00,2909.00,106119.00,20012.00,27189.00,477665.00,27189.00,105472.00,155059.00,189945.00,16074.00,750537.00,102272.00,533242.00,246814.00,49189.00,134049.00,103190.00,2062880.00,1196118.00,1062069.00,134049.00,1169257.00,866762.00
1992:Q3,2086422.00,2904.00,102989.00,20744.00,27356.00,491775.00,27356.00,107974.00,157006.00,199439.00,15422.00,770972.00,106492.00,547768.00,248455.00,51659.00,146032.00,101622.00,2112074.00,1211512.00,1065480.00,146032.00,1185860.00,900562.00
1992:Q4,2132986.00,2919.00,98608.00,20909.00,27424.00,498293.00,27424.00,108371.00,156333.00,206165.00,14546.00,826681.00,119962.00,523644.00,247586.00,54321.00,122915.00,98822.00,2157410.00,1227199.00,1104284.00,122915.00,1202775.00,930211.00
1993:Q1,2202540.00,2953.00,99701.00,23125.00,28361.00,512420.00,28361.00,98822.00,171023.00,214214.00,14654.00,895716.00,130698.00,494912.00,255081.00,56975.00,84123.00,98733.00,2226628.00,1242085.00,1157962.00,84123.00,1217997.00,984543.00
1993:Q2,2242764.00,2978.00,99409.00,25182.00,28799.00,513658.00,28799.00,97622.00,169668.00,217569.00,14330.00,908457.00,142528.00,507423.00,257893.00,59829.00,95593.00,94108.00,2266239.00,1257476.00,1161883.00,95593.00,1234001.00,1008763.00
1993:Q3,2289245.00,2995.00,95060.00,25370.00,28085.00,536332.00,28085.00,110389.00,167978.00,229880.00,14824.00,936966.00,154751.00,494862.00,261806.00,62933.00,82087.00,88036.00,2312298.00,1273213.00,1191126.00,82087.00,1250160.00,1039085.00
1993:Q4,2322910.00,3055.00,95254.00,27473.00,28339.00,535408.00,28339.00,104033.00,170207.00,232829.00,12984.00,959673.00,168654.00,492070.00,267861.00,66636.00,70968.00,86605.00,2345800.00,1288967.00,1217999.00,70968.00,1266077.00,1056833.00
1994:Q1,2344454.00,3184.00,96975.00,29978.00,27158.00,535120.00,27158.00,103736.00,175517.00,228709.00,12547.00,916720.00,178759.00,544013.00,272422.00,69970.00,118023.00,83598.00,2367985.00,1304122.00,1186099.00,118023.00,1280591.00,1063863.00
1994:Q2,2389067.00,3362.00,97401.00,31613.00,25772.00,555540.00,25772.00,112112.00,188455.00,229201.00,12563.00,926180.00,188074.00,548562.00,278678.00,73062.00,109450.00,87372.00,2413544.00,1319399.00,1209949.00,109450.00,1294922.00,1094145.00
1994:Q3,2446984.00,3541.00,96231.00,31907.00,23915.00,573262.00,23915.00,118097.00,202501.00,228749.00,12561.00,988483.00,207870.00,509214.00,283400.00,75948.00,60400.00,89466.00,2472110.00,1334942.00,1274542.00,60400.00,1309816.00,1137168.00
1994:Q4,2439486.00,3988.00,101717.00,32903.00,22157.00,579670.00,22157.00,120741.00,210789.00,225983.00,7795.00,957924.00,232886.00,500446.00,297926.00,78325.00,37678.00,86517.00,2476579.00,1350735.00,1313057.00,37678.00,1313642.00,1125844.00
1995:Q1,2515660.00,4200.00,104456.00,33791.00,22229.00,587327.00,22229.00,121464.00,212380.00,231254.00,7991.00,1020651.00,270407.00,464608.00,303617.00,79682.00,-6711.00,88020.00,2553623.00,1366319.00,1373030.00,-6711.00,1328356.00,1187304.00
1995:Q2,2588495.00,4414.00,105521.00,36321.00,22300.00,591123.00,22300.00,121526.00,212445.00,234852.00,8188.00,1085160.00,308500.00,426968.00,309154.00,81041.00,-52749.00,89522.00,2627329.00,1382063.00,1434812.00,-52749.00,1343229.00,1245266.00
1995:Q3,2681511.00,4629.00,107911.00,37509.00,22373.00,590690.00,22373.00,120109.00,211891.00,236317.00,8384.00,1150487.00,353986.00,405542.00,315759.00,82398.00,-83639.00,91024.00,2721215.00,1397612.00,1481251.00,-83639.00,1357908.00,1323603.00
1995:Q4,2760392.00,4853.00,109819.00,39385.00,22443.00,595534.00,22443.00,120195.00,212661.00,240235.00,8581.00,1182795.00,392724.00,404258.00,322167.00,83757.00,-94193.00,92527.00,2800966.00,1412503.00,1506696.00,-94193.00,1371929.00,1388463.00
1996:Q1,2836645.00,5076.00,111933.00,42285.00,23466.00,602404.00,23466.00,121265.00,212456.00,245217.00,8776.00,1216346.00,425959.00,400400.00,326999.00,85114.00,-108591.00,96878.00,2878089.00,1428116.00,1536707.00,-108591.00,1386672.00,1449973.00
1996:Q2,2888146.00,5297.00,115084.00,44041.00,24487.00,606864.00,24487.00,121061.00,212494.00,248822.00,8971.00,1234430.00,452156.00,396816.00,332133.00,86471.00,-123019.00,101231.00,2930461.00,1443258.00,1566277.00,-123019.00,1400943.00,1487203.00
1996:Q3,2954030.00,5521.00,117470.00,46749.00,25509.00,594953.00,25509.00,116806.00,207148.00,245490.00,9169.00,1266377.00,483812.00,404470.00,340885.00,87829.00,-129828.00,105584.00,2997215.00,1458526.00,1588354.00,-129828.00,1415341.00,1538689.00
1996:Q4,3062736.00,5519.00,118497.00,50847.00,27332.00,585711.00,27332.00,114885.00,200606.00,242888.00,9297.00,1316271.00,536840.00,412422.00,370915.00,89185.00,-160015.00,112337.00,3106790.00,1474271.00,1634286.00,-160015.00,1430217.00,1632519.00
1997:Q1,3078128.00,6059.00,120706.00,55669.00,27044.00,596884.00,27045.00,115830.00,202344.00,251665.00,9560.00,1267457.00,555280.00,439469.00,362427.00,91610.00,-127640.00,113072.00,3123063.00,1489027.00,1616667.00,-127640.00,1444092.00,1634036.00
1997:Q2,3267161.00,6339.00,123716.00,58111.00,27508.00,605418.00,27509.00,115729.00,203419.00,258761.00,9835.00,1441013.00,651303.00,343918.00,377741.00,93059.00,-243002.00,116120.00,3312995.00,1504500.00,1747502.00,-243002.00,1458666.00,1808495.00
1997:Q3,3428350.00,7165.00,123443.00,65500.00,27468.00,616285.00,27470.00,116364.00,205385.00,267066.00,10140.00,1548592.00,731126.00,298631.00,387588.00,94508.00,-301175.00,117710.00,3475100.00,1520351.00,1821526.00,-301175.00,1473601.00,1954749.00
1997:Q4,3437228.00,6889.00,129471.00,64462.00,28537.00,628734.00,28542.00,116875.00,206810.00,276507.00,10094.00,1492906.00,740922.00,335213.00,389827.00,97572.00,-274511.00,122325.00,3484240.00,1536039.00,1810550.00,-274511.00,1489027.00,1948201.00
1998:Q1,3658083.00,6562.00,137042.00,65068.00,28934.00,627032.00,28946.00,113845.00,206165.00,278076.00,10125.00,1680465.00,830815.00,272040.00,403924.00,101929.00,-357995.00,124182.00,3706035.00,1568101.00,1926096.00,-357995.00,1520149.00,2137934.00
1998:Q2,3689588.00,6221.00,145409.00,65607.00,29310.00,619335.00,29337.00,111506.00,201145.00,277347.00,10170.00,1646721.00,833026.00,333789.00,395905.00,106429.00,-294589.00,126044.00,3738499.00,1600007.00,1894596.00,-294589.00,1551096.00,2138492.00
1998:Q3,3535657.00,5875.00,152485.00,66380.00,29583.00,617319.00,29641.00,107362.00,198451.00,281865.00,10312.00,1416009.00,749151.00,488543.00,373469.00,110976.00,-123569.00,127667.00,3585547.00,1631999.00,1755568.00,-123569.00,1582109.00,1953548.00
1998:Q4,3848029.00,6025.00,159171.00,67566.00,29690.00,618172.00,29801.00,103244.00,188681.00,296446.00,9887.00,1735641.00,889897.00,331980.00,391642.00,110453.00,-297703.00,127588.00,3902203.00,1664201.00,1961904.00,-297703.00,1610027.00,2238002.00
1999:Q1,3927677.00,5756.00,150187.00,71636.00,30857.00,635507.00,30630.00,105128.00,197595.00,302154.00,10340.00,1718908.00,953675.00,350811.00,394833.00,107339.00,-283572.00,132211.00,3983027.00,1687093.00,1970665.00,-283572.00,1631743.00,2295934.00
1999:Q2,4055778.00,6184.00,141764.00,74451.00,31023.00,663942.00,31361.00,112405.00,207008.00,313168.00,10794.00,1773829.00,1038731.00,315060.00,399477.00,103373.00,-325509.00,137719.00,4112314.00,1710224.00,2035733.00,-325509.00,1653688.00,2402090.00
1999:Q3,3990065.00,6514.00,130203.00,79597.00,31434.00,684961.00,31971.00,119550.00,213129.00,320311.00,11247.00,1591834.00,1028757.00,425518.00,395647.00,98336.00,-211234.00,142769.00,4047795.00,1733231.00,1944465.00,-211234.00,1675501.00,2314564.00
1999:Q4,4225755.00,7398.00,119998.00,80143.00,31634.00,717506.00,32439.00,120121.00,225397.00,339549.00,11700.00,1806759.00,1182367.00,268250.00,405519.00,92083.00,-376648.00,147296.00,4283404.00,1755646.00,2132294.00,-376648.00,1697997.00,2527758.00
2000:Q1,4346842.00,7744.00,117159.00,80428.00,30689.00,709576.00,31833.00,117782.00,228716.00,331245.00,11913.00,1950310.00,1248153.00,190870.00,409332.00,90069.00,-454370.00,145839.00,4403288.00,1772978.00,2227348.00,-454370.00,1716532.00,2630310.00
2000:Q2,4328831.00,8339.00,108497.00,80441.00,29423.00,678148.00,30967.00,116398.00,215439.00,315344.00,12002.00,1908923.00,1253357.00,249701.00,394385.00,83290.00,-373713.00,145739.00,4382020.00,1790036.00,2163749.00,-373713.00,1736847.00,2591984.00
2000:Q3,4379661.00,9472.00,101269.00,83354.00,28061.00,645116.00,30048.00,114613.00,206386.00,294069.00,12046.00,1941411.00,1298077.00,260855.00,385545.00,77999.00,-347845.00,145156.00,4427542.00,1807559.00,2155404.00,-347845.00,1759678.00,2619983.00
2000:Q4,4282812.00,10707.00,97215.00,84218.00,26532.00,596136.00,28970.00,110794.00,193756.00,262616.00,11934.00,1823066.00,1246111.00,386893.00,362336.00,72991.00,-193493.00,145059.00,4323332.00,1826014.00,2019507.00,-193493.00,1785494.00,2497318.00
2001:Q1,4078680.00,9507.00,85189.00,80667.00,21600.00,615442.00,24462.00,116812.00,210432.00,263736.00,10245.00,1651570.00,1090945.00,513515.00,328472.00,70761.00,1828.00,112454.00,4126297.00,1860641.00,1858813.00,1828.00,1813024.00,2265656.00
2001:Q2,4218305.00,9648.00,78105.00,80473.00,20325.00,596082.00,23545.00,111017.00,206735.00,254785.00,10082.00,1799948.00,1126529.00,497113.00,342603.00,64343.00,-17631.00,107798.00,4265371.00,1896322.00,1913953.00,-17631.00,1849256.00,2369049.00
2001:Q3,4008413.00,9786.00,69734.00,80084.00,19021.00,578755.00,22498.00,110361.00,196281.00,249615.00,9949.00,1598003.00,992575.00,650506.00,295447.00,57207.00,193439.00,104413.00,4055054.00,1932505.00,1739066.00,193439.00,1885864.00,2122549.00
