1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2000:Q4,1218787.00,556380.00,5599.00,1249.00,229.00,549303.00,593984.00,16384.00,25052.00,552548.00,8740.00,5640.00,3100.00,8431.00,51252.00,1218787.00,405349.00,407349.00,226371.00,180978.00,24271.00,37700.00,93426.00,3675.00,4966.00,10707.00,9935.00,1294.00,4412.00,23722.00,4386.00,30329.00,236327.00,30921.00,205406.00,14365.00
2001:Q1,1200749.00,556187.00,6135.00,116.00,83.00,549853.00,572712.00,23878.00,23008.00,525826.00,8235.00,5464.00,2771.00,8415.00,55200.00,1200749.00,435066.00,346834.00,160638.00,186196.00,30666.00,35326.00,106147.00,10556.00,17847.00,9507.00,8313.00,-3912.00,4482.00,24256.00,4144.00,30954.00,234884.00,28555.00,206329.00,11826.00
2001:Q2,1231239.00,567388.00,7632.00,138.00,115.00,559503.00,592806.00,37699.00,26686.00,528421.00,8072.00,2877.00,5195.00,8766.00,54207.00,1231239.00,429142.00,341852.00,151697.00,190155.00,48951.00,34148.00,127384.00,11763.00,24288.00,9648.00,13291.00,-1894.00,5239.00,23270.00,4713.00,37066.00,237780.00,29678.00,208102.00,11982.00
2001:Q3,1256533.00,586259.00,10218.00,63.00,622.00,575356.00,597433.00,36353.00,26234.00,534846.00,8503.00,2767.00,5736.00,8766.00,55572.00,1256533.00,420898.00,352432.00,164580.00,187852.00,50562.00,33269.00,148039.00,13631.00,29901.00,9786.00,13369.00,-10322.00,8357.00,24147.00,5443.00,53727.00,247218.00,29623.00,217595.00,4115.00
2001:Q4,1360842.00,603808.00,7070.00,693.00,74.00,595971.00,681677.00,47459.00,22592.00,611626.00,9095.00,3248.00,5847.00,11528.00,54734.00,1360842.00,479968.00,354320.00,172547.00,181773.00,66852.00,41679.00,159031.00,13088.00,36853.00,9898.00,11448.00,5431.00,6667.00,23034.00,5492.00,47120.00,255114.00,25914.00,229200.00,3878.00
2002:Q1,1263853.00,613400.00,6104.00,74.00,267.00,606955.00,577779.00,9510.00,21407.00,546862.00,8094.00,2766.00,5328.00,11227.00,53353.00,1263853.00,428179.00,356751.00,174282.00,182469.00,25212.00,40255.00,153881.00,16968.00,35079.00,9904.00,12126.00,862.00,7212.00,22532.00,6144.00,43054.00,257277.00,24440.00,232837.00,2298.00
2002:Q2,1302036.00,630049.00,8511.00,84.00,103.00,621351.00,590861.00,37122.00,22119.00,531620.00,7456.00,2025.00,5431.00,13270.00,60400.00,1302036.00,419864.00,359076.00,175927.00,183149.00,53502.00,43970.00,154130.00,17220.00,34618.00,9972.00,11004.00,-2401.00,8561.00,23073.00,6393.00,45690.00,264296.00,24247.00,240049.00,7198.00
2002:Q3,1327591.00,630739.00,8259.00,84.00,164.00,622232.00,617416.00,54582.00,21744.00,541090.00,7543.00,2030.00,5513.00,12174.00,59719.00,1327591.00,417840.00,359577.00,175757.00,183820.00,77651.00,42580.00,172207.00,25607.00,43677.00,10054.00,11959.00,-3490.00,13181.00,24183.00,6576.00,40460.00,265093.00,23938.00,241155.00,-7357.00
2002:Q4,1352951.00,645685.00,4787.00,1052.00,146.00,639700.00,627957.00,31065.00,22302.00,574590.00,8444.00,2885.00,5559.00,10401.00,60464.00,1352951.00,464217.00,344713.00,160221.00,184492.00,47703.00,46843.00,172443.00,25937.00,35257.00,10118.00,12925.00,-1364.00,14756.00,25201.00,5396.00,44217.00,273394.00,25333.00,248061.00,3638.00
2003:Q1,1336025.00,654726.00,7119.00,81.00,267.00,647259.00,596706.00,8528.00,-434.00,588612.00,7951.00,2269.00,5682.00,10842.00,65800.00,1336025.00,456372.00,360219.00,174194.00,186025.00,23346.00,43833.00,194623.00,30210.00,43800.00,10180.00,13910.00,-1579.00,21107.00,26226.00,6593.00,44176.00,253954.00,2102.00,251852.00,3678.00
2003:Q2,1393787.00,662063.00,7304.00,67.00,917.00,653775.00,643449.00,26680.00,230.00,616539.00,9599.00,2572.00,7027.00,12014.00,66662.00,1393787.00,472487.00,378733.00,191188.00,187545.00,41852.00,45000.00,194834.00,36352.00,44404.00,10226.00,14731.00,-8528.00,19251.00,28155.00,6664.00,43579.00,254033.00,3719.00,250314.00,6848.00
2003:Q3,1376408.00,665510.00,7565.00,87.00,96.00,657762.00,625406.00,29839.00,-23.00,595590.00,9086.00,2279.00,6807.00,11342.00,65064.00,1376408.00,424936.00,404008.00,214944.00,189064.00,53292.00,45593.00,202892.00,35406.00,46760.00,10263.00,14075.00,-7056.00,20287.00,30386.00,8914.00,43857.00,254277.00,2352.00,251925.00,-8590.00
2003:Q4,1437425.00,683034.00,6044.00,578.00,176.00,676236.00,666445.00,30154.00,1536.00,634755.00,9541.00,2535.00,7006.00,11915.00,66490.00,1437425.00,457884.00,394773.00,204193.00,190580.00,54308.00,53815.00,216380.00,34765.00,47267.00,10294.00,13741.00,-1869.00,28778.00,27069.00,9173.00,47162.00,262899.00,4247.00,258652.00,-2634.00
2004:Q1,1434584.00,681621.00,6250.00,95.00,97.00,675179.00,661148.00,17524.00,4298.00,639326.00,9027.00,2776.00,6251.00,12575.00,70213.00,1434584.00,434662.00,444798.00,223679.00,221119.00,22675.00,52975.00,209766.00,31300.00,46309.00,10303.00,13426.00,-10375.00,29027.00,26569.00,10245.00,52962.00,262881.00,7171.00,255710.00,6827.00
2004:Q2,1473961.00,696564.00,6335.00,100.00,293.00,689836.00,686097.00,40545.00,5949.00,639603.00,8569.00,2353.00,6216.00,12953.00,69778.00,1473961.00,386659.00,486831.00,240260.00,246571.00,46845.00,49151.00,225563.00,31277.00,51452.00,10331.00,12517.00,1185.00,28119.00,25546.00,11708.00,53428.00,272843.00,8595.00,264248.00,6069.00
2004:Q3,1463134.00,702876.00,6278.00,103.00,142.00,696353.00,667910.00,32254.00,6140.00,629516.00,8755.00,2213.00,6542.00,13087.00,70506.00,1463134.00,355246.00,520303.00,248271.00,272032.00,35405.00,44456.00,222326.00,34530.00,52152.00,10363.00,15294.00,1161.00,19949.00,25974.00,9823.00,53080.00,276416.00,8495.00,267921.00,8982.00
2004:Q4,1522783.00,720768.00,6182.00,1142.00,95.00,713349.00,705685.00,26919.00,11217.00,667549.00,8722.00,2021.00,6701.00,13497.00,74111.00,1522783.00,399710.00,504663.00,207164.00,297499.00,22176.00,50372.00,243885.00,25986.00,53284.00,10400.00,12871.00,828.00,39135.00,26278.00,12222.00,62881.00,285286.00,13333.00,271953.00,16691.00
2005:Q1,1499555.00,718255.00,5503.00,90.00,153.00,712509.00,679041.00,20235.00,9745.00,649061.00,11295.00,5150.00,6145.00,13504.00,77460.00,1499555.00,384343.00,518249.00,201607.00,316642.00,20806.00,61176.00,218771.00,24116.00,47161.00,10443.00,9979.00,-5881.00,33325.00,25476.00,13320.00,60832.00,285292.00,15048.00,270244.00,10918.00
2005:Q2,1514557.00,724237.00,4610.00,111.00,117.00,719399.00,690863.00,30598.00,16542.00,643723.00,8318.00,2087.00,6231.00,14322.00,76817.00,1514557.00,345306.00,566246.00,230455.00,335791.00,33467.00,63404.00,209083.00,23337.00,52398.00,10489.00,8105.00,-10934.00,26442.00,25921.00,14373.00,58952.00,288794.00,18746.00,270048.00,8257.00
2005:Q3,1481772.00,730161.00,4618.00,107.00,115.00,725321.00,649792.00,32975.00,18069.00,598748.00,8833.00,2306.00,6527.00,13122.00,79864.00,1481772.00,270533.00,611242.00,256274.00,354968.00,34784.00,55748.00,207129.00,23124.00,53584.00,10566.00,8047.00,-3028.00,20523.00,20960.00,15625.00,57728.00,292819.00,20490.00,272329.00,9517.00
2005:Q4,1527205.00,750822.00,4775.00,2019.00,95.00,743933.00,672735.00,33886.00,17389.00,621460.00,9264.00,2265.00,6999.00,13314.00,81070.00,1527205.00,285890.00,642115.00,267957.00,374158.00,37049.00,66203.00,186767.00,21114.00,47750.00,10652.00,6095.00,-899.00,14603.00,17409.00,13583.00,56460.00,300149.00,19749.00,280400.00,9032.00
2006:Q1,1507823.00,754589.00,5664.00,76.00,98.00,748751.00,647660.00,4234.00,16597.00,626829.00,8939.00,2068.00,6871.00,13637.00,82998.00,1507823.00,292773.00,632981.00,240171.00,392810.00,8624.00,66211.00,200229.00,28744.00,49856.00,10761.00,4291.00,-4378.00,16483.00,17148.00,14803.00,62521.00,299198.00,18763.00,280435.00,7807.00
2006:Q2,1536882.00,760477.00,5699.00,87.00,156.00,754535.00,670918.00,41495.00,21717.00,607706.00,9291.00,2171.00,7120.00,13468.00,82728.00,1536882.00,261976.00,605136.00,193655.00,411481.00,45946.00,66612.00,246793.00,36744.00,50452.00,10861.00,2897.00,10123.00,30929.00,16237.00,13897.00,74653.00,302134.00,24044.00,278090.00,8285.00
2006:Q3,1491113.00,756315.00,5601.00,94.00,112.00,750508.00,639063.00,48309.00,23006.00,567748.00,8259.00,1945.00,6314.00,12605.00,74871.00,1491113.00,231472.00,607708.00,177559.00,430149.00,51476.00,65039.00,225571.00,41493.00,51014.00,10969.00,3083.00,1758.00,15589.00,15695.00,16192.00,69778.00,300832.00,25063.00,275769.00,9015.00
2006:Q4,1507259.00,774349.00,4960.00,812.00,113.00,768464.00,637052.00,28025.00,26761.00,582266.00,9260.00,2061.00,7199.00,13988.00,72610.00,1507259.00,239419.00,599567.00,150742.00,448825.00,33195.00,71702.00,244617.00,30074.00,56060.00,17336.00,3274.00,6763.00,16374.00,15808.00,18448.00,80480.00,311562.00,28935.00,282627.00,7197.00
2007:Q1,1486306.00,769145.00,4546.00,88.00,104.00,764407.00,617459.00,3862.00,28161.00,585436.00,10452.00,2005.00,8447.00,13105.00,76145.00,1486306.00,236271.00,616052.00,150499.00,465553.00,7377.00,67744.00,245043.00,31821.00,59006.00,17639.00,3467.00,-1624.00,15078.00,16176.00,21621.00,81859.00,306732.00,30270.00,276462.00,7087.00
2007:Q2,1482710.00,774585.00,4955.00,77.00,211.00,769342.00,607635.00,22246.00,31251.00,554138.00,12802.00,2955.00,9847.00,13542.00,74146.00,1482710.00,175322.00,651753.00,169477.00,482276.00,28362.00,61014.00,251732.00,33059.00,56823.00,17942.00,3664.00,-3625.00,19000.00,16418.00,18626.00,89825.00,309244.00,34417.00,274827.00,5283.00
2007:Q3,1482763.00,775214.00,5875.00,86.00,128.00,769125.00,613947.00,71816.00,29154.00,512977.00,9787.00,2231.00,7556.00,13281.00,70534.00,1482763.00,88486.00,668470.00,169468.00,499002.00,77247.00,60668.00,274218.00,45203.00,63402.00,18245.00,3602.00,4203.00,17998.00,16759.00,18511.00,86295.00,306995.00,31513.00,275482.00,6679.00
2007:Q4,1532933.00,792115.00,16379.00,1684.00,111.00,773941.00,639587.00,42912.00,31742.00,564933.00,11829.00,2322.00,9507.00,15692.00,73710.00,1532933.00,153391.00,658840.00,143131.00,515709.00,56501.00,71482.00,276543.00,42715.00,58355.00,18546.00,3541.00,1923.00,13654.00,16194.00,16635.00,104980.00,306127.00,34175.00,271952.00,10049.00
2008:Q1,1521725.00,775879.00,5883.00,94.00,113.00,769789.00,636895.00,42925.00,29489.00,564481.00,14888.00,7672.00,7216.00,15276.00,78787.00,1521725.00,168720.00,642522.00,125828.00,516694.00,42885.00,66463.00,285650.00,41923.00,63090.00,17130.00,3485.00,-10122.00,11383.00,16964.00,19419.00,122378.00,302476.00,37274.00,265202.00,13009.00
2008:Q2,1533984.00,786274.00,5257.00,139.00,226.00,780652.00,640788.00,50217.00,27651.00,562920.00,14109.00,5816.00,8293.00,15801.00,77012.00,1533984.00,132510.00,632535.00,114883.00,517652.00,53267.00,66351.00,341203.00,40612.00,71835.00,15714.00,3425.00,580.00,58542.00,16914.00,17976.00,115605.00,299125.00,33693.00,265432.00,8993.00
2008:Q3,1941907.00,1149333.00,332749.00,26185.00,131.00,790268.00,690193.00,41454.00,39261.00,609478.00,12341.00,3436.00,8905.00,15517.00,74523.00,1941907.00,106103.00,636548.00,117966.00,518582.00,372655.00,65898.00,439207.00,43452.00,73870.00,14297.00,3481.00,8888.00,94445.00,16682.00,22158.00,161934.00,314105.00,42828.00,271277.00,7391.00
2008:Q4,2101314.00,1220333.00,365707.00,21073.00,1380.00,832173.00,777518.00,3453.00,62923.00,711142.00,13538.00,4691.00,8847.00,14606.00,75319.00,2101314.00,295026.00,603645.00,84154.00,519491.00,369385.00,79883.00,378191.00,28026.00,82837.00,12881.00,3511.00,7649.00,88328.00,16452.00,18429.00,120078.00,370133.00,68994.00,301139.00,5051.00
2009:Q1,1966697.00,1142833.00,267395.00,20874.00,1154.00,853410.00,714341.00,4303.00,45322.00,664716.00,13786.00,4445.00,9341.00,14946.00,80791.00,1966697.00,291758.00,611071.00,87841.00,523230.00,272199.00,74737.00,348637.00,25975.00,70302.00,12239.00,3501.00,12645.00,84074.00,17079.00,19658.00,103164.00,363876.00,50921.00,312955.00,4419.00
2009:Q2,2082298.00,1196561.00,316241.00,19973.00,1764.00,858583.00,774694.00,4038.00,42969.00,727687.00,14976.00,4597.00,10379.00,15582.00,80485.00,2082298.00,348306.00,626342.00,99414.00,526928.00,319388.00,99500.00,322758.00,33926.00,65673.00,11597.00,3445.00,-7137.00,81008.00,17511.00,24707.00,92028.00,360350.00,49330.00,311020.00,5654.00
2009:Q3,2060006.00,1154381.00,273562.00,15855.00,1918.00,863046.00,795782.00,3701.00,33722.00,758359.00,14829.00,9890.00,4939.00,15760.00,79254.00,2060006.00,343487.00,655160.00,124536.00,530624.00,275039.00,85519.00,334031.00,33596.00,64117.00,10954.00,3434.00,4253.00,87525.00,17096.00,31123.00,81933.00,360729.00,45530.00,315199.00,6041.00
2009:Q4,2093410.00,1102739.00,191872.00,35115.00,2425.00,873327.00,871553.00,3789.00,34264.00,833500.00,16126.00,10493.00,5633.00,16050.00,86942.00,2093410.00,395716.00,689285.00,154912.00,534373.00,193921.00,99169.00,348380.00,27695.00,50694.00,10312.00,3424.00,18288.00,99406.00,16987.00,30853.00,90721.00,360953.00,47182.00,313771.00,5986.00
2010:Q1,2067070.00,1120506.00,216721.00,19315.00,1683.00,882787.00,825454.00,4113.00,35280.00,786061.00,16371.00,10851.00,5520.00,16214.00,88525.00,2067070.00,336774.00,718503.00,184836.00,533667.00,219689.00,95350.00,328454.00,28285.00,47715.00,10845.00,3412.00,5368.00,99015.00,15877.00,27760.00,90177.00,363850.00,47814.00,316036.00,4450.00
2010:Q2,2173052.00,1207754.00,287813.00,27368.00,1229.00,891344.00,843883.00,3234.00,37057.00,803592.00,16429.00,10532.00,5897.00,16741.00,88245.00,2173052.00,335232.00,735215.00,202229.00,532986.00,291859.00,95894.00,345285.00,37115.00,57774.00,11377.00,3404.00,7883.00,99106.00,16140.00,26414.00,86072.00,366954.00,48818.00,318136.00,2613.00
2010:Q3,2181194.00,1218780.00,308087.00,4005.00,2487.00,904201.00,838480.00,3616.00,32130.00,802734.00,18537.00,11941.00,6596.00,16908.00,88489.00,2181194.00,341337.00,746725.00,214395.00,532330.00,310379.00,94978.00,307752.00,39334.00,59491.00,11910.00,3663.00,15802.00,47321.00,15528.00,25180.00,89523.00,375208.00,46558.00,328650.00,4815.00
2010:Q4,2359753.00,1287777.00,340914.00,13483.00,3352.00,930028.00,941100.00,3640.00,30449.00,907011.00,21858.00,14559.00,7299.00,16581.00,92437.00,2359753.00,423456.00,766120.00,234471.00,531649.00,342322.00,104856.00,327140.00,32638.00,51685.00,12442.00,3931.00,14502.00,63364.00,26534.00,25121.00,96923.00,390450.00,48360.00,342090.00,5409.00
2011:Q1,2193277.00,1078713.00,116412.00,10156.00,141.00,952004.00,977994.00,3635.00,43324.00,931035.00,20747.00,13177.00,7570.00,17136.00,98687.00,2193277.00,436549.00,786127.00,248310.00,537817.00,118683.00,103975.00,332002.00,33830.00,47052.00,13815.00,4205.00,13615.00,70422.00,28994.00,31308.00,88761.00,411308.00,56642.00,354666.00,4633.00
2011:Q2,2314572.00,1116440.00,135277.00,7259.00,378.00,973526.00,1059726.00,3715.00,46470.00,1009541.00,23200.00,15349.00,7851.00,18119.00,97087.00,2314572.00,492832.00,791599.00,247606.00,543993.00,136704.00,108792.00,348077.00,35613.00,48251.00,15187.00,4495.00,20524.00,62253.00,31732.00,24612.00,105410.00,430852.00,62197.00,368655.00,5716.00
2011:Q3,2403658.00,1090801.00,56408.00,44794.00,2643.00,986956.00,1154553.00,2963.00,51400.00,1100190.00,38212.00,17758.00,20454.00,18002.00,102090.00,2403658.00,623070.00,798063.00,247919.00,550144.00,58858.00,108425.00,360778.00,25678.00,57778.00,16559.00,4318.00,19237.00,63671.00,33739.00,28744.00,111054.00,450070.00,71801.00,378269.00,4394.00
2011:Q4,2594294.00,1165661.00,85865.00,64624.00,153.00,1015019.00,1260542.00,956.00,56052.00,1203534.00,45590.00,18991.00,26599.00,19374.00,103127.00,2594294.00,723657.00,821571.00,265303.00,556268.00,84558.00,121648.00,364261.00,24112.00,53815.00,17932.00,4123.00,20475.00,72669.00,31664.00,27622.00,111849.00,472282.00,75196.00,397086.00,6317.00
2012:Q1,2512814.00,1122817.00,43630.00,36876.00,155.00,1042156.00,1212033.00,1275.00,52677.00,1158081.00,44305.00,18920.00,25385.00,19546.00,114113.00,2512814.00,743330.00,784262.00,213126.00,571136.00,42306.00,118976.00,330594.00,29161.00,52981.00,17442.00,3927.00,3234.00,42469.00,31267.00,32746.00,117367.00,486895.00,71752.00,415143.00,6451.00
2012:Q2,2591242.00,1178387.00,91536.00,29940.00,1608.00,1055303.00,1228970.00,1212.00,51546.00,1176212.00,48896.00,20786.00,28110.00,22289.00,112700.00,2591242.00,763551.00,786517.00,200554.00,585963.00,89511.00,117502.00,330801.00,29298.00,56208.00,16954.00,3744.00,6150.00,52916.00,28589.00,31761.00,105181.00,496199.00,73940.00,422259.00,7161.00
2012:Q3,2634799.00,1185935.00,85568.00,22633.00,5652.00,1072082.00,1262141.00,1063.00,52688.00,1208390.00,53872.00,22632.00,31240.00,20925.00,111926.00,2634799.00,760446.00,817389.00,216628.00,600761.00,83569.00,112141.00,334790.00,32957.00,53642.00,16464.00,3765.00,11538.00,36147.00,30796.00,35992.00,113489.00,519387.00,80972.00,438415.00,7077.00
2012:Q4,2853836.00,1224614.00,92870.00,27201.00,6455.00,1098088.00,1431672.00,1347.00,51838.00,1378487.00,61794.00,27924.00,33870.00,21888.00,113868.00,2853836.00,887447.00,835296.00,219772.00,615524.00,92159.00,118208.00,373318.00,36442.00,56425.00,15975.00,3786.00,16782.00,52582.00,27843.00,35293.00,128190.00,540444.00,86217.00,454227.00,6964.00
2013:Q1,2872924.00,1226061.00,79383.00,20169.00,9213.00,1117296.00,1436583.00,1520.00,46295.00,1388768.00,63670.00,28541.00,35129.00,22084.00,124526.00,2872924.00,922017.00,842189.00,223657.00,618532.00,79581.00,115576.00,365693.00,31742.00,56381.00,15877.00,3801.00,11115.00,64110.00,30176.00,40857.00,111634.00,543233.00,84049.00,459184.00,4635.00
2013:Q2,2892313.00,1298099.00,134979.00,19497.00,10050.00,1133573.00,1372855.00,1297.00,40536.00,1331022.00,73416.00,32260.00,41156.00,26283.00,121660.00,2892313.00,896273.00,825893.00,204367.00,621526.00,135382.00,112922.00,365381.00,30597.00,45545.00,15781.00,3818.00,28022.00,51730.00,30007.00,38124.00,121757.00,551516.00,82846.00,468670.00,4946.00
2013:Q3,2924583.00,1266462.00,88553.00,24075.00,8965.00,1144869.00,1429077.00,1257.00,49595.00,1378225.00,82032.00,34155.00,47877.00,27700.00,119312.00,2924583.00,884237.00,871743.00,247254.00,624489.00,88643.00,116601.00,383598.00,30571.00,53631.00,15684.00,3937.00,11263.00,77358.00,34180.00,40177.00,116797.00,574049.00,92715.00,481334.00,5712.00
2013:Q4,3186459.00,1364142.00,162633.00,25906.00,7997.00,1167606.00,1579826.00,1605.00,51170.00,1527051.00,92577.00,40222.00,52355.00,28189.00,121725.00,3186459.00,1021430.00,910761.00,283280.00,627481.00,163032.00,125282.00,369698.00,29715.00,47198.00,15587.00,4055.00,13486.00,81607.00,32062.00,34268.00,111720.00,591329.00,99389.00,491940.00,4927.00
2014:Q1,3183792.00,1364382.00,142468.00,10834.00,7003.00,1204077.00,1558548.00,1711.00,52838.00,1503999.00,101656.00,44312.00,57344.00,27316.00,131890.00,3183792.00,1010153.00,938661.00,293870.00,644791.00,142571.00,122136.00,342989.00,33430.00,50689.00,16400.00,4175.00,14458.00,45420.00,32872.00,33329.00,112216.00,621262.00,104153.00,517109.00,6020.00
2014:Q2,3295659.00,1374164.00,139445.00,11176.00,5970.00,1217573.00,1649131.00,1826.00,56253.00,1591052.00,114167.00,52099.00,62068.00,28624.00,129573.00,3295659.00,1067341.00,966038.00,303938.00,662100.00,139591.00,121992.00,356439.00,34798.00,49208.00,17214.00,4292.00,16944.00,49318.00,32325.00,37995.00,114345.00,637961.00,114322.00,523639.00,6297.00
2014:Q3,3356889.00,1416352.00,158461.00,26902.00,5259.00,1225730.00,1670132.00,2078.00,52501.00,1615553.00,114158.00,54104.00,60054.00,27808.00,128439.00,3356889.00,1030045.00,1014082.00,334646.00,679436.00,160456.00,124050.00,383106.00,35668.00,52971.00,18027.00,4360.00,-3184.00,89298.00,31115.00,38143.00,116708.00,641566.00,111864.00,529702.00,3584.00
2014:Q4,3537510.00,1516355.00,223653.00,20155.00,5259.00,1267288.00,1716052.00,2489.00,56484.00,1657079.00,137758.00,54194.00,83564.00,33430.00,133915.00,3537510.00,1096036.00,1043996.00,347191.00,696805.00,226826.00,141288.00,352447.00,35576.00,50817.00,18841.00,4424.00,-4369.00,64959.00,31894.00,38543.00,111762.00,674142.00,115937.00,558205.00,2775.00
2015:Q1,3441325.00,1417687.00,100280.00,20894.00,5246.00,1291267.00,1698571.00,2451.00,55867.00,1640253.00,149429.00,59990.00,89439.00,32999.00,142639.00,3441325.00,1161095.00,1013052.00,307670.00,705382.00,104849.00,130646.00,339459.00,35413.00,49229.00,18347.00,4487.00,-10034.00,53406.00,32358.00,38592.00,117661.00,690816.00,121103.00,569713.00,1408.00
2015:Q2,3642427.00,1588345.00,254442.00,28233.00,5264.00,1300406.00,1717176.00,2294.00,52400.00,1662482.00,161162.00,61111.00,100051.00,35799.00,139945.00,3642427.00,1162159.00,1075945.00,359736.00,716209.00,258526.00,134282.00,321827.00,30388.00,41784.00,18640.00,4554.00,3308.00,41144.00,33228.00,34688.00,114093.00,687864.00,118775.00,569089.00,1824.00
2015:Q3,3558029.00,1557264.00,198907.00,32119.00,6246.00,1319992.00,1671853.00,2282.00,41023.00,1628548.00,152811.00,63286.00,89525.00,35391.00,140710.00,3558029.00,1102269.00,1079848.00,356265.00,723583.00,202596.00,131249.00,347497.00,34214.00,52059.00,19260.00,4488.00,1658.00,47366.00,34061.00,38839.00,115552.00,693008.00,110555.00,582453.00,1562.00
2015:Q4,3829703.00,1720754.00,333713.00,31058.00,5246.00,1350737.00,1766385.00,2333.00,41898.00,1722154.00,154146.00,61357.00,92789.00,35046.00,153372.00,3829703.00,1244490.00,1070632.00,332356.00,738276.00,338078.00,132504.00,337736.00,32661.00,58090.00,19855.00,4452.00,7553.00,40957.00,32427.00,35665.00,106076.00,705076.00,108501.00,596575.00,1187.00
2016:Q1,3879403.00,1733819.00,314048.00,41247.00,5215.00,1373309.00,1778800.00,2216.00,48039.00,1728545.00,172259.00,63049.00,109210.00,38415.00,156110.00,3879403.00,1285641.00,1077731.00,327690.00,750041.00,317571.00,133676.00,337636.00,30644.00,55190.00,20480.00,4249.00,7273.00,34663.00,36817.00,37435.00,110885.00,725456.00,116303.00,609153.00,1692.00
2016:Q2,4011911.00,1810944.00,363733.00,51250.00,5225.00,1390736.00,1815044.00,2126.00,47990.00,1764928.00,192372.00,69461.00,122911.00,37458.00,156093.00,4011911.00,1264096.00,1134179.00,373121.00,761058.00,366932.00,132330.00,373215.00,34919.00,75637.00,21196.00,4431.00,13365.00,43566.00,24624.00,41505.00,113972.00,739013.00,122676.00,616337.00,2146.00
2016:Q3,4033295.00,1803667.00,353453.00,39799.00,5196.00,1405219.00,1853034.00,2070.00,55359.00,1795605.00,170856.00,63850.00,107006.00,38508.00,167230.00,4033295.00,1211463.00,1180409.00,409192.00,771217.00,355671.00,134087.00,399653.00,26960.00,70449.00,21644.00,4449.00,49398.00,39678.00,22963.00,40052.00,124060.00,748684.00,124405.00,624279.00,3328.00
