date,FL102000005.Q,FL102010005.Q,LM105035005.Q,FL105015205.Q,FL105013765.Q,FL105020015.Q,FL104090005.Q,FL103091003.Q,FL103020005.Q,FL103030003.Q,FL103034003.Q,FL102051003.Q,FL104022005.Q,FL103069100.Q,FL103061103.Q,FL103061703.Q,FL103062003.Q,FL104023005.Q,FL103065003.Q,FL103066005.Q,LM103064203.Q,FL103070005.Q,FL103092005.Q,FL103090005.Q,FL104190005.Q,FL104122005.Q,FL103169100.Q,FL103162000.Q,FL103163003.Q,FL104123005.Q,FL103168005.Q,FL103169005.Q,FL103165005.Q,FL103170005.Q,FL103178000.Q,FL103192005.Q,FL103190005.Q,FL102090005.Q,FL105012665.Q,FL105013665.Q,LM103164103.Q,FL104104006.Q,FL104104016.Q,FL103164106.Q,FL102000115.Q,FL102010115.Q,FL105035045.Q,FL105013213.Q,FL105013715.Q,FL105020000.Q,FL102090115.Q,FL105012613.Q,FL105013613.Q,FL104104026.Q
1945:Q4,286322.02,217385.58,142811.35,32441.00,5846.00,36287.23,68936.44,33.00,19111.47,900.00,0.00,0.00,18760.00,0.00,18508.00,0.00,252.00,2799.00,5.00,2794.00,0.00,19821.00,6990.00,521.97,70344.85,24000.00,95.00,0.00,23905.00,20652.67,8912.32,3199.47,8540.88,13718.28,10105.00,1493.00,375.90,215977.17,2193.00,93162.00,103694.00,20.67,43.06,48.01,193305.44,124369.00,66478.00,26895.00,4744.00,26252.00,122960.59,1111.00,57867.00,36.31
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,312351.00,245007.00,159407.00,39250.00,6662.00,39688.00,67344.00,68.00,19666.00,900.00,0.00,0.00,13124.00,32.00,12779.00,0.00,313.00,3331.00,10.00,3321.00,0.00,22579.00,6971.00,705.00,80331.00,24995.00,137.00,0.00,24858.00,24894.00,12505.00,3054.00,9335.00,20069.00,8147.00,1481.00,744.00,232021.00,2634.00,112721.00,97302.00,21.50,51.27,41.94,210959.00,143615.00,70160.00,30534.00,5393.00,37528.00,130628.00,1129.00,60755.00,38.19
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,362902.00,286835.00,187736.00,47231.00,7773.00,44094.00,76067.00,51.00,21594.00,900.00,0.00,0.00,12770.00,129.00,12291.00,0.00,350.00,4135.00,16.00,4119.00,0.00,27554.00,8088.00,975.00,93182.00,27843.00,172.00,0.00,27671.00,28937.00,15574.00,2869.00,10495.00,23427.00,10333.00,1571.00,1071.00,269719.00,3004.00,134204.00,95116.00,21.05,59.70,35.26,237334.00,161267.00,74131.00,36452.00,6083.00,44601.00,144152.00,1168.00,64261.00,39.39
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,396156.00,314618.00,199450.00,57118.00,8356.00,49694.00,81538.00,10.00,22014.00,900.00,0.00,0.00,13485.00,180.00,12853.00,0.00,452.00,4935.00,30.00,4905.00,0.00,29600.00,9321.00,1274.00,102044.00,32137.00,166.00,0.00,31971.00,30674.00,16181.00,2958.00,11535.00,25024.00,11108.00,1745.00,1357.00,294112.00,3135.00,141895.00,94141.00,21.36,66.72,32.01,258547.00,177009.00,79007.00,42436.00,6702.00,48864.00,156503.00,1230.00,68803.00,40.13
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,405605.00,320174.00,203936.00,59237.00,8555.00,48445.00,85431.00,10.00,23045.00,900.00,0.00,0.00,15447.00,265.00,14697.00,0.00,485.00,5501.00,24.00,5477.00,0.00,28640.00,10367.00,1521.00,101304.00,35036.00,162.00,0.00,34874.00,29358.00,14287.00,2891.00,12181.00,24764.00,8806.00,1888.00,1453.00,304300.00,3212.00,144187.00,103822.00,21.16,62.02,34.12,267591.00,182160.00,83248.00,46429.00,7145.00,45338.00,166287.00,1295.00,72935.00,38.72
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,452351.00,350135.00,220715.00,68422.00,9455.00,51544.00,102216.00,57.00,24364.00,900.00,0.00,0.00,18665.00,143.00,17870.00,0.00,652.00,6614.00,23.00,6591.00,0.00,38583.00,11419.00,1614.00,123891.00,36705.00,207.00,0.00,36498.00,33734.00,17974.00,3126.00,12634.00,32745.00,16061.00,2328.00,2318.00,328460.00,3480.00,160033.00,126681.00,21.45,55.60,38.57,303977.00,201761.00,88127.00,50819.00,7719.00,55096.00,180086.00,1376.00,77438.00,39.11
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,500818.00,390568.00,240645.00,75311.00,10128.00,64484.00,110249.00,91.00,26006.00,900.00,0.00,0.00,19587.00,90.00,18653.00,0.00,844.00,7241.00,26.00,7215.00,0.00,41964.00,12567.00,1893.00,136724.00,40061.00,269.00,0.00,39792.00,38807.00,22183.00,3395.00,13229.00,32378.00,20537.00,2582.00,2359.00,364094.00,3662.00,172422.00,147629.00,21.66,53.42,40.55,334576.00,224327.00,94569.00,56603.00,8327.00,64828.00,197853.00,1431.00,83505.00,39.86
1952:Q1,509656.00,401236.00,247778.00,76697.00,10252.00,66509.00,108420.00,84.00,24664.00,900.00,0.00,0.00,18825.00,138.00,17862.00,0.00,825.00,5616.00,27.00,5589.00,0.00,43434.00,12945.00,1952.00,134245.00,41201.00,328.00,0.00,40873.00,38567.00,21916.00,3265.00,13386.00,30425.00,18812.00,2637.00,2602.00,375411.00,3682.00,176204.00,151463.00,21.25,52.67,40.35,337472.00,229052.00,96112.00,58182.00,8532.00,66226.00,203227.00,1444.00,85065.00,39.25
1952:Q2,511769.00,403383.00,249166.00,78381.00,10452.00,65384.00,108387.00,102.00,26006.00,900.00,0.00,0.00,17555.00,432.00,16635.00,0.00,488.00,6172.00,28.00,6144.00,0.00,42254.00,13529.00,1868.00,131308.00,42647.00,304.00,0.00,42343.00,38123.00,21494.00,3369.00,13260.00,28301.00,16610.00,2706.00,2920.00,380461.00,3717.00,177968.00,157607.00,21.23,51.25,41.43,338960.00,230573.00,97593.00,59842.00,8767.00,64371.00,207651.00,1457.00,86642.00,38.90
1952:Q3,517537.00,403862.00,248230.00,78778.00,10739.00,66115.00,113675.00,98.00,26554.00,900.00,0.00,0.00,18007.00,411.00,17018.00,0.00,578.00,6276.00,29.00,6247.00,0.00,46001.00,13827.00,2012.00,136482.00,43816.00,346.00,0.00,43470.00,38711.00,21955.00,3506.00,13250.00,30826.00,17238.00,2752.00,3139.00,381055.00,3755.00,179947.00,156907.00,21.66,52.60,41.18,347739.00,234064.00,99091.00,60953.00,9034.00,64986.00,211257.00,1471.00,88228.00,39.06
1952:Q4,524443.00,408769.00,251382.00,79673.00,11026.00,66688.00,115674.00,75.00,26792.00,900.00,0.00,0.00,18655.00,195.00,17647.00,0.00,813.00,7081.00,30.00,7051.00,0.00,45866.00,14261.00,2044.00,141544.00,44828.00,331.00,0.00,44497.00,40270.00,22979.00,3827.00,13464.00,33144.00,17381.00,2806.00,3116.00,382899.00,3735.00,182756.00,146628.00,22.22,58.04,38.29,354156.00,238482.00,100746.00,62362.00,9339.00,66035.00,212612.00,1485.00,89884.00,40.02
1953:Q1,526934.00,412881.00,252850.00,81264.00,11417.00,67350.00,114053.00,102.00,23747.00,900.00,0.00,0.00,19241.00,212.00,18164.00,0.00,865.00,6411.00,31.00,6380.00,0.00,46828.00,14635.00,2188.00,139458.00,45627.00,370.00,0.00,45257.00,40877.00,23076.00,4046.00,13756.00,31161.00,16007.00,2891.00,2895.00,387476.00,3739.00,183484.00,143052.00,22.33,60.47,36.92,357558.00,243505.00,102550.00,63923.00,9666.00,67366.00,218100.00,1500.00,91594.00,39.66
1953:Q2,533849.00,419171.00,255577.00,83276.00,11760.00,68558.00,114678.00,74.00,25869.00,900.00,0.00,0.00,17581.00,194.00,16454.00,0.00,933.00,6777.00,32.00,6745.00,0.00,46126.00,15058.00,2292.00,140148.00,46567.00,297.00,0.00,46270.00,40787.00,22709.00,4381.00,13696.00,31486.00,15201.00,2916.00,3192.00,393701.00,3746.00,186313.00,133816.00,22.19,65.28,33.99,362104.00,247426.00,104501.00,65421.00,10015.00,67489.00,221956.00,1515.00,93363.00,39.36
1953:Q3,544360.00,425689.00,258630.00,85382.00,12097.00,69580.00,118672.00,85.00,26022.00,900.00,0.00,0.00,19467.00,214.00,18232.00,0.00,1021.00,6697.00,32.00,6665.00,0.00,47561.00,15424.00,2515.00,144369.00,47147.00,347.00,0.00,46800.00,41191.00,23000.00,4430.00,13761.00,32302.00,17399.00,2996.00,3334.00,399992.00,3780.00,188991.00,129274.00,22.08,68.33,32.32,370958.00,252286.00,106473.00,66998.00,10366.00,68449.00,226589.00,1530.00,95141.00,38.99
1953:Q4,545661.00,426944.00,259102.00,86819.00,12393.00,68631.00,118717.00,114.00,26704.00,900.00,0.00,0.00,20449.00,204.00,19240.00,0.00,1005.00,7341.00,32.00,7309.00,0.00,45021.00,15735.00,2452.00,146413.00,48414.00,402.00,0.00,48012.00,40838.00,22417.00,4279.00,14142.00,32861.00,17986.00,3066.00,3248.00,399248.00,3766.00,188933.00,144082.00,22.35,61.94,36.09,373652.00,254935.00,108374.00,68431.00,10712.00,67418.00,227239.00,1544.00,96910.00,39.28
1954:Q1,544327.00,429881.00,260326.00,88561.00,12805.00,68189.00,114446.00,115.00,23864.00,950.00,0.00,0.00,19162.00,312.00,17887.00,0.00,963.00,6453.00,32.00,6421.00,0.00,45279.00,16031.00,2592.00,140892.00,49314.00,525.00,0.00,48789.00,40852.00,22094.00,4340.00,14419.00,30221.00,14340.00,3135.00,3031.00,403435.00,3758.00,188661.00,156255.00,22.35,57.70,38.73,372750.00,258304.00,110155.00,69690.00,11052.00,67407.00,231857.00,1558.00,98621.00,38.89
1954:Q2,546463.00,432546.00,261680.00,90263.00,13076.00,67527.00,113917.00,128.00,25514.00,1000.00,0.00,0.00,16134.00,338.00,14874.00,0.00,922.00,6862.00,32.00,6830.00,0.00,45273.00,16440.00,2566.00,138375.00,50208.00,484.00,0.00,49724.00,39944.00,21445.00,4213.00,14286.00,30271.00,11324.00,3226.00,3402.00,408088.00,3782.00,189041.00,172550.00,22.09,52.25,42.28,373796.00,259879.00,111822.00,70893.00,11381.00,65783.00,235421.00,1573.00,100276.00,38.29
1954:Q3,552917.00,433454.00,263287.00,89548.00,13366.00,67252.00,119463.00,150.00,26922.00,1050.00,0.00,0.00,17663.00,300.00,16366.00,0.00,997.00,6790.00,32.00,6758.00,0.00,47592.00,16649.00,2647.00,142959.00,51583.00,584.00,0.00,50999.00,39584.00,21273.00,4095.00,14216.00,31599.00,13163.00,3313.00,3718.00,409957.00,3841.00,191349.00,191985.00,22.24,47.49,46.83,382345.00,262882.00,113457.00,72151.00,11700.00,65574.00,239385.00,1589.00,101888.00,38.08
1954:Q4,560184.00,435958.00,265003.00,90062.00,13648.00,67246.00,124226.00,158.00,28491.00,1100.00,0.00,0.00,18786.00,291.00,17523.00,0.00,972.00,7687.00,33.00,7654.00,0.00,48406.00,17036.00,2562.00,149630.00,52078.00,531.00,0.00,51547.00,40765.00,21761.00,4368.00,14636.00,34900.00,14767.00,3300.00,3820.00,410554.00,3856.00,193822.00,194840.00,22.61,47.65,47.46,390166.00,265940.00,115137.00,73317.00,12015.00,65471.00,240535.00,1606.00,103461.00,38.60
1955:Q1,564091.00,439139.00,265939.00,90597.00,14181.00,68422.00,124951.00,147.00,26982.00,1075.00,0.00,0.00,19039.00,281.00,17543.00,150.00,1065.00,6834.00,36.00,6798.00,0.00,50806.00,17331.00,2737.00,147900.00,52555.00,500.00,0.00,52055.00,41165.00,22121.00,4109.00,14935.00,34158.00,12936.00,3395.00,3691.00,416191.00,3896.00,196654.00,202122.00,22.52,46.37,48.56,395445.00,270494.00,116939.00,74394.00,12335.00,66826.00,247545.00,1625.00,105081.00,37.86
1955:Q2,574930.00,446932.00,270082.00,92451.00,14470.00,69929.00,127998.00,127.00,27931.00,1050.00,0.00,0.00,18399.00,352.00,16788.00,200.00,1059.00,7398.00,40.00,7358.00,0.00,52383.00,17837.00,2873.00,150951.00,53159.00,380.00,0.00,52779.00,42228.00,22866.00,4234.00,15128.00,35783.00,12026.00,3503.00,4253.00,423979.00,3951.00,200558.00,225533.00,22.50,42.29,53.19,402512.00,274514.00,118844.00,75672.00,12661.00,67337.00,251561.00,1644.00,106743.00,37.92
1955:Q3,594521.00,459174.00,276744.00,95791.00,14837.00,71802.00,135347.00,123.00,28481.00,1025.00,0.00,0.00,20323.00,245.00,18619.00,250.00,1209.00,7477.00,44.00,7433.00,0.00,56754.00,18200.00,2963.00,159936.00,53624.00,371.00,0.00,53253.00,43249.00,23814.00,4080.00,15355.00,39758.00,15248.00,3588.00,4470.00,434585.00,4001.00,205672.00,240995.00,22.29,40.20,55.45,416258.00,280911.00,120890.00,77220.00,13009.00,69792.00,256322.00,1663.00,108513.00,37.79
1955:Q4,615620.00,473999.00,285179.00,99660.00,15241.00,73919.00,141621.00,129.00,29453.00,1000.00,0.00,0.00,23017.00,217.00,21281.00,300.00,1219.00,8385.00,47.00,8338.00,0.00,58009.00,18720.00,2908.00,171693.00,54926.00,362.00,0.00,54564.00,46290.00,25662.00,4433.00,16195.00,43953.00,18430.00,3616.00,4478.00,443927.00,4024.00,212729.00,244222.00,22.80,41.44,55.01,430133.00,288512.00,123095.00,79048.00,13402.00,72967.00,258441.00,1680.00,110438.00,39.16
1956:Q1,629169.00,491581.00,296670.00,102949.00,15809.00,76154.00,137587.00,95.00,26321.00,1000.00,0.00,0.00,20868.00,171.00,18878.00,325.00,1494.00,7505.00,49.00,7456.00,0.00,59131.00,19286.00,3381.00,168489.00,55348.00,362.00,0.00,54986.00,48256.00,27113.00,4715.00,16428.00,42074.00,15133.00,3723.00,3955.00,460680.00,4056.00,222716.00,262345.00,22.49,39.49,56.95,434102.00,296515.00,125564.00,80805.00,13845.00,76301.00,265613.00,1697.00,112603.00,39.01
1956:Q2,637296.00,499784.00,299124.00,106194.00,16365.00,78101.00,137512.00,141.00,27160.00,1000.00,0.00,0.00,17675.00,325.00,15667.00,350.00,1333.00,7910.00,50.00,7860.00,0.00,60287.00,19961.00,3378.00,170019.00,56235.00,289.00,0.00,55946.00,49746.00,28607.00,4609.00,16531.00,43813.00,12175.00,3819.00,4231.00,467277.00,4119.00,222666.00,252704.00,22.68,41.94,54.08,440644.00,303132.00,128208.00,82710.00,14327.00,77887.00,270625.00,1713.00,114899.00,39.16
1956:Q3,656827.00,514717.00,307975.00,110481.00,16947.00,79314.00,142110.00,119.00,27458.00,1000.00,0.00,0.00,17616.00,371.00,15575.00,375.00,1295.00,7936.00,51.00,7885.00,0.00,63778.00,20799.00,3404.00,175780.00,57414.00,401.00,0.00,57013.00,50343.00,29331.00,4398.00,16614.00,45517.00,14259.00,3902.00,4346.00,481047.00,4123.00,229512.00,246833.00,22.40,43.66,51.31,451997.00,309887.00,130963.00,84794.00,14827.00,79303.00,276217.00,1730.00,117311.00,39.01
1956:Q4,672577.00,525913.00,313564.00,113961.00,17473.00,80915.00,146664.00,138.00,29168.00,1000.00,0.00,0.00,18765.00,305.00,16718.00,400.00,1342.00,8701.00,54.00,8647.00,0.00,63809.00,21740.00,3343.00,183970.00,58418.00,378.00,0.00,58040.00,52543.00,30747.00,4670.00,17126.00,48076.00,16754.00,3967.00,4213.00,488607.00,4104.00,232583.00,268373.00,22.71,41.35,54.93,463170.00,316506.00,133673.00,86911.00,15333.00,80589.00,279199.00,1747.00,119734.00,39.74
1957:Q1,681273.00,536471.00,318689.00,117838.00,18084.00,81860.00,144801.00,198.00,26576.00,1000.00,0.00,0.00,18440.00,355.00,16166.00,500.00,1419.00,7609.00,58.00,7551.00,0.00,65016.00,22352.00,3610.00,182055.00,59863.00,353.00,0.00,59510.00,53682.00,30873.00,5180.00,17628.00,46402.00,14218.00,4009.00,3881.00,499218.00,4103.00,237039.00,254023.00,22.74,44.70,50.88,468599.00,323798.00,136312.00,89183.00,15810.00,82493.00,286544.00,1765.00,122150.00,39.63
1957:Q2,689633.00,544134.00,323588.00,119536.00,18580.00,82430.00,145500.00,176.00,27269.00,1000.00,0.00,0.00,16579.00,349.00,14227.00,600.00,1403.00,8152.00,63.00,8089.00,0.00,65154.00,23597.00,3572.00,182873.00,61295.00,320.00,0.00,60975.00,55042.00,32125.00,5220.00,17697.00,46398.00,11957.00,4066.00,4115.00,506760.00,4125.00,241976.00,273076.00,22.96,42.60,53.89,474741.00,329241.00,138905.00,91419.00,16266.00,82651.00,291868.00,1783.00,124592.00,39.86
1957:Q3,701559.00,552202.00,327496.00,122242.00,19062.00,83402.00,149358.00,153.00,27882.00,1000.00,0.00,0.00,17328.00,345.00,14773.00,700.00,1510.00,8064.00,68.00,7996.00,0.00,67098.00,24042.00,3791.00,187246.00,62852.00,364.00,0.00,62488.00,54971.00,31811.00,5354.00,17805.00,47515.00,13511.00,4076.00,4320.00,514314.00,4163.00,245226.00,245392.00,22.91,48.01,47.71,484778.00,335420.00,141482.00,93801.00,16715.00,83422.00,297532.00,1802.00,127007.00,39.60
1957:Q4,709225.00,557990.00,330035.00,125587.00,19457.00,82911.00,151235.00,131.00,29208.00,1000.00,0.00,0.00,18303.00,435.00,15589.00,800.00,1479.00,8742.00,72.00,8670.00,0.00,65436.00,24524.00,3891.00,193400.00,64494.00,422.00,0.00,64072.00,56138.00,31971.00,5730.00,18437.00,49675.00,14621.00,4228.00,4244.00,515825.00,4155.00,246471.00,245747.00,23.39,49.09,47.64,490698.00,339463.00,144045.00,95927.00,17147.00,82344.00,297298.00,1821.00,129314.00,40.58
1958:Q1,707474.00,559664.00,331470.00,126442.00,20024.00,81728.00,147810.00,160.00,26148.00,1550.00,0.00,0.00,17057.00,746.00,14394.00,700.00,1217.00,7512.00,76.00,7436.00,0.00,66550.00,24843.00,3989.00,187564.00,66653.00,716.00,0.00,65937.00,55704.00,30808.00,6185.00,18711.00,45610.00,11495.00,4313.00,3789.00,519909.00,4151.00,241472.00,261319.00,23.53,46.82,50.26,492118.00,344308.00,146467.00,97398.00,17571.00,82872.00,304553.00,1839.00,131396.00,40.18
1958:Q2,711211.00,562130.00,333379.00,127913.00,20417.00,80421.00,149080.00,132.00,27399.00,2100.00,0.00,0.00,14977.00,455.00,12340.00,500.00,1682.00,7958.00,80.00,7878.00,0.00,66706.00,25469.00,4339.00,187575.00,67808.00,791.00,0.00,67017.00,55462.00,30687.00,5841.00,18935.00,46976.00,8991.00,4408.00,3930.00,523636.00,4168.00,244535.00,278565.00,23.54,44.25,53.20,494990.00,345910.00,148814.00,98556.00,17990.00,80550.00,307415.00,1857.00,133323.00,40.10
1958:Q3,721778.00,565461.00,335555.00,128629.00,20776.00,80502.00,156317.00,172.00,28404.00,2000.00,0.00,0.00,15928.00,224.00,13175.00,550.00,1979.00,8051.00,84.00,7967.00,0.00,71453.00,25837.00,4473.00,193732.00,69258.00,795.00,0.00,68463.00,55018.00,30474.00,5335.00,19210.00,50214.00,10322.00,4497.00,4423.00,528046.00,4189.00,246937.00,310541.00,23.54,40.02,58.81,505918.00,349601.00,151088.00,99586.00,18423.00,80504.00,312186.00,1886.00,135143.00,39.81
1958:Q4,733083.00,570293.00,337847.00,129602.00,21159.00,81685.00,162790.00,149.00,30287.00,1900.00,0.00,0.00,18860.00,210.00,16092.00,600.00,1958.00,8907.00,87.00,8820.00,0.00,71840.00,26443.00,4404.00,203021.00,70373.00,658.00,0.00,69715.00,57592.00,31650.00,5758.00,20184.00,53926.00,12026.00,4504.00,4599.00,530062.00,4238.00,249151.00,324670.00,24.14,39.41,61.25,517705.00,354915.00,153371.00,100777.00,18879.00,81888.00,314684.00,1937.00,136984.00,40.66
1959:Q1,740460.00,576999.00,341239.00,131385.00,21532.00,82843.00,163461.00,143.00,27470.00,1800.00,0.00,0.00,20440.00,502.00,17280.00,700.00,1958.00,8118.00,74.00,8044.00,0.00,73501.00,26979.00,5010.00,203582.00,70959.00,652.00,0.00,70307.00,57891.00,31437.00,6248.00,20206.00,53803.00,11682.00,4631.00,4616.00,536878.00,4312.00,249110.00,332012.00,24.00,38.81,61.84,525100.00,361639.00,155603.00,102173.00,19347.00,84516.00,321518.00,2017.00,138767.00,40.08
1959:Q2,753172.00,583897.00,343486.00,133143.00,22141.00,85126.00,169275.00,137.00,28437.00,1700.00,0.00,0.00,21635.00,622.00,18104.00,900.00,2009.00,8667.00,62.00,8605.00,0.00,75575.00,27750.00,5374.00,209600.00,71627.00,458.00,0.00,71169.00,60298.00,33407.00,6655.00,20235.00,55638.00,12591.00,4784.00,4662.00,543571.00,4412.00,252232.00,346451.00,24.27,38.08,63.74,537076.00,367801.00,157924.00,103671.00,19829.00,86377.00,327476.00,2121.00,140625.00,40.29
1959:Q3,762822.00,589281.00,345763.00,134931.00,22721.00,85866.00,173541.00,145.00,27953.00,1600.00,0.00,0.00,24006.00,240.00,20311.00,1000.00,2455.00,8553.00,21.00,8532.00,0.00,77484.00,28249.00,5551.00,211878.00,72264.00,527.00,0.00,71737.00,60633.00,34014.00,6412.00,20208.00,55986.00,13275.00,4899.00,4821.00,550944.00,4513.00,254965.00,339875.00,24.12,39.10,61.69,546402.00,372861.00,160329.00,105337.00,20294.00,86901.00,334524.00,2231.00,142562.00,39.73
1959:Q4,772959.00,595068.00,348117.00,136434.00,23283.00,87235.00,177890.00,132.00,29394.00,1500.00,0.00,0.00,25357.00,742.00,21621.00,1200.00,1794.00,10139.00,21.00,10118.00,0.00,77386.00,28752.00,5230.00,219903.00,73109.00,315.00,0.00,72794.00,63536.00,35439.00,7088.00,21009.00,59241.00,14150.00,4923.00,4944.00,553056.00,4609.00,256937.00,362157.00,24.71,37.73,65.48,556862.00,378972.00,162706.00,107057.00,20761.00,88448.00,336959.00,2331.00,144471.00,40.55
