1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1999:Q1,3675501.00,2759943.00,2444139.00,7884.00,10750.00,297170.00,915559.00,540273.00,345006.00,10750.00,19530.00,3675501.00,2704321.00,334856.00,195635.00,139221.00,3858.00,96512.00,329597.00,150187.00,2169.00,144438.00,6055.00,25962.00,786.00,206357.00
1999:Q2,3702594.00,2777652.00,2457070.00,6892.00,11027.00,302663.00,924943.00,547395.00,345942.00,11027.00,20579.00,3702594.00,2703587.00,363230.00,210997.00,152233.00,4065.00,99354.00,324662.00,141764.00,1651.00,141164.00,10652.00,26712.00,2719.00,207696.00
1999:Q3,3761032.00,2808985.00,2488449.00,7294.00,11372.00,301870.00,952048.00,567489.00,351557.00,11372.00,21630.00,3761032.00,2760305.00,380701.00,214705.00,165996.00,4582.00,102287.00,304412.00,130203.00,2120.00,139462.00,5659.00,26424.00,544.00,208745.00
1999:Q4,3873938.00,2823714.00,2504257.00,7524.00,12173.00,299760.00,1050225.00,614351.00,402126.00,12173.00,21575.00,3873938.00,2804376.00,416386.00,236877.00,179509.00,5385.00,107156.00,323223.00,119998.00,1692.00,159208.00,9956.00,31728.00,641.00,217412.00
2000:Q1,3980530.00,2891126.00,2563334.00,7200.00,12272.00,308320.00,1089404.00,633005.00,423047.00,12272.00,21080.00,3980530.00,2885298.00,431936.00,234409.00,197527.00,5474.00,110425.00,332013.00,117159.00,2400.00,169583.00,10082.00,32294.00,495.00,215384.00
2000:Q2,4044070.00,2912201.00,2584303.00,7451.00,12893.00,307554.00,1131869.00,672828.00,423637.00,12893.00,22511.00,4044070.00,2934518.00,465842.00,249797.00,216045.00,5725.00,112633.00,308775.00,108497.00,2869.00,153457.00,10492.00,32724.00,736.00,216577.00
2000:Q3,4143137.00,2975602.00,2645077.00,6464.00,13461.00,310600.00,1167535.00,701630.00,430444.00,13461.00,22000.00,4143137.00,2985410.00,497374.00,265311.00,232063.00,6248.00,115671.00,318144.00,101269.00,4738.00,161342.00,15984.00,34318.00,493.00,220290.00
2000:Q4,4256547.00,3054702.00,2721222.00,7159.00,13582.00,312739.00,1201845.00,731065.00,432089.00,13582.00,25109.00,4256547.00,3068452.00,519923.00,272343.00,247580.00,6339.00,117766.00,317713.00,97215.00,1606.00,160566.00,22184.00,35584.00,558.00,226354.00
2001:Q1,4403813.00,3168022.00,2812219.00,7572.00,13431.00,334800.00,1235791.00,736069.00,460691.00,13431.00,25600.00,4403813.00,3219526.00,504572.00,254457.00,250115.00,8384.00,120347.00,339849.00,85189.00,1475.00,198656.00,17487.00,36385.00,657.00,211135.00
2001:Q2,4455309.00,3209596.00,2838879.00,13412.00,14534.00,342771.00,1245713.00,743602.00,458255.00,14534.00,29322.00,4455309.00,3276845.00,502983.00,250584.00,252399.00,9862.00,124498.00,326999.00,78105.00,1944.00,191572.00,19102.00,34904.00,1372.00,214122.00
2001:Q3,4521780.00,3276818.00,2898941.00,9033.00,15150.00,353694.00,1244962.00,757381.00,440397.00,15150.00,32034.00,4521780.00,3345605.00,505497.00,251814.00,253683.00,11674.00,125659.00,321007.00,69734.00,1813.00,192532.00,19789.00,36221.00,918.00,212338.00
2001:Q4,4610330.00,3369310.00,2978199.00,11638.00,18137.00,361336.00,1241020.00,726371.00,462382.00,18137.00,34130.00,4610330.00,3349430.00,535838.00,281120.00,254718.00,10530.00,129812.00,383824.00,60767.00,1781.00,247467.00,30326.00,42777.00,706.00,200896.00
2002:Q1,4780510.00,3489658.00,3076149.00,8464.00,18698.00,386347.00,1290853.00,734207.00,502948.00,18698.00,35000.00,4780510.00,3514007.00,535141.00,276810.00,258331.00,15236.00,131930.00,383921.00,59411.00,2550.00,252953.00,26059.00,41844.00,1104.00,200275.00
2002:Q2,4812098.00,3525382.00,3111488.00,9735.00,19529.00,384630.00,1286717.00,732689.00,496329.00,19529.00,38170.00,4812098.00,3532150.00,541509.00,279564.00,261945.00,9851.00,133631.00,385291.00,57677.00,2619.00,250260.00,30522.00,42851.00,1362.00,209666.00
2002:Q3,4905429.00,3619086.00,3201963.00,8276.00,19477.00,389370.00,1286344.00,775211.00,451245.00,19477.00,40411.00,4905429.00,3651145.00,529475.00,263917.00,265558.00,18414.00,134830.00,362623.00,56255.00,2249.00,226140.00,31552.00,44912.00,1515.00,208942.00
2002:Q4,4956947.00,3694692.00,3272678.00,9387.00,16200.00,396427.00,1262256.00,786423.00,416824.00,16200.00,42809.00,4956947.00,3652745.00,560473.00,291301.00,269172.00,27595.00,138661.00,357129.00,56863.00,1696.00,224818.00,25263.00,46801.00,1688.00,220344.00
2003:Q1,5109461.00,3805892.00,3367318.00,8907.00,16028.00,413639.00,1303569.00,815379.00,425201.00,16028.00,46961.00,5109461.00,3856038.00,584334.00,303994.00,280340.00,18415.00,145801.00,337261.00,52765.00,1138.00,210410.00,23067.00,48705.00,1176.00,167612.00
2003:Q2,5212649.00,3893987.00,3447987.00,9086.00,16051.00,420863.00,1318662.00,835582.00,416954.00,16051.00,50075.00,5212649.00,3919458.00,616808.00,325301.00,291507.00,27783.00,146660.00,326910.00,56225.00,903.00,188710.00,27228.00,52288.00,1556.00,175030.00
2003:Q3,5253653.00,3936068.00,3484622.00,9790.00,16672.00,424984.00,1317586.00,830310.00,418452.00,16672.00,52152.00,5253653.00,3972910.00,639727.00,337052.00,302675.00,9106.00,150763.00,315465.00,53900.00,862.00,184430.00,18580.00,56430.00,1263.00,165682.00
2003:Q4,5325214.00,4002087.00,3549526.00,10180.00,17469.00,424912.00,1323128.00,825793.00,426268.00,17469.00,53598.00,5325214.00,4012929.00,676620.00,362778.00,313842.00,2408.00,158973.00,306511.00,59540.00,842.00,164610.00,16749.00,63162.00,1608.00,167773.00
2004:Q1,5526897.00,4096286.00,3630742.00,11184.00,17529.00,436831.00,1430612.00,883190.00,475237.00,17529.00,54656.00,5526897.00,4201442.00,676534.00,369694.00,306840.00,1850.00,167554.00,309987.00,57365.00,823.00,166710.00,21426.00,61995.00,1668.00,169530.00
2004:Q2,5646205.00,4172698.00,3703266.00,10430.00,17971.00,441031.00,1473508.00,909282.00,489764.00,17971.00,56491.00,5646205.00,4309308.00,675173.00,370406.00,304767.00,2114.00,162187.00,318518.00,48809.00,767.00,182094.00,25532.00,59607.00,1709.00,178905.00
2004:Q3,5765252.00,4233305.00,3765431.00,9317.00,18846.00,439711.00,1531948.00,956102.00,498617.00,18846.00,58383.00,5765252.00,4396558.00,706906.00,404213.00,302693.00,2247.00,165039.00,311715.00,50695.00,3396.00,175034.00,19817.00,60607.00,2166.00,182787.00
2004:Q4,5880682.00,4283685.00,3814759.00,9496.00,19032.00,440398.00,1596997.00,1013800.00,504174.00,19032.00,59991.00,5880682.00,4479861.00,701076.00,400456.00,300620.00,2402.00,166752.00,327658.00,54890.00,5204.00,181113.00,23289.00,61314.00,1848.00,202933.00
2005:Q1,6043238.00,4374577.00,3890988.00,10822.00,20509.00,452258.00,1668661.00,1065224.00,521346.00,20509.00,61582.00,6043238.00,4610510.00,709000.00,402506.00,306494.00,2393.00,163189.00,341589.00,53318.00,7267.00,198045.00,21611.00,59444.00,1904.00,216557.00
2005:Q2,6150816.00,4401130.00,3917970.00,10213.00,21997.00,450950.00,1749687.00,1120731.00,543826.00,21997.00,63133.00,6150816.00,4729951.00,705568.00,393199.00,312369.00,1692.00,160406.00,334191.00,56969.00,9371.00,178611.00,26709.00,60483.00,2048.00,219008.00
2005:Q3,6371752.00,4517411.00,4029287.00,10008.00,23276.00,454840.00,1854342.00,1194214.00,575556.00,23276.00,61296.00,6371752.00,4904222.00,729839.00,411596.00,318243.00,2074.00,164289.00,346592.00,60515.00,12132.00,195568.00,27608.00,48906.00,1863.00,224736.00
2005:Q4,6490560.00,4598126.00,4111636.00,10041.00,23947.00,452502.00,1892435.00,1225044.00,580916.00,23947.00,62528.00,6490560.00,4961741.00,774477.00,450360.00,324117.00,1439.00,170198.00,359481.00,60914.00,14413.00,195171.00,35342.00,52226.00,1415.00,223224.00
2006:Q1,6692384.00,4691764.00,4187006.00,11724.00,24909.00,468125.00,2000621.00,1275967.00,636068.00,24909.00,63677.00,6692384.00,5154569.00,784520.00,455331.00,329189.00,1537.00,171092.00,360184.00,60197.00,17024.00,195659.00,34456.00,51444.00,1404.00,220482.00
2006:Q2,6816124.00,4732866.00,4228831.00,11066.00,25094.00,467875.00,2083258.00,1345629.00,650338.00,25094.00,62197.00,6816124.00,5233180.00,779699.00,445438.00,334261.00,1575.00,170079.00,394397.00,60742.00,19655.00,221963.00,41359.00,48711.00,1967.00,237194.00
2006:Q3,6975400.00,4790969.00,4273872.00,17152.00,25059.00,474886.00,2184432.00,1388809.00,706621.00,25059.00,63943.00,6975400.00,5364559.00,795675.00,456342.00,339333.00,4822.00,177063.00,390137.00,61376.00,21233.00,223381.00,35728.00,47084.00,1335.00,243144.00
2006:Q4,7126689.00,4945083.00,4418340.00,18595.00,25186.00,482962.00,2181607.00,1364365.00,727028.00,25186.00,65028.00,7126689.00,5479753.00,841397.00,496992.00,344405.00,1660.00,187511.00,359165.00,29370.00,22864.00,224076.00,33872.00,47424.00,1559.00,257203.00
2007:Q1,7337292.00,5086042.00,4539171.00,20540.00,25249.00,501082.00,2251251.00,1340181.00,817748.00,25249.00,68073.00,7337292.00,5682171.00,828555.00,480421.00,348134.00,1561.00,190718.00,365178.00,30277.00,24528.00,222135.00,38587.00,48528.00,1123.00,269109.00
2007:Q2,7414124.00,5123572.00,4567921.00,23042.00,26056.00,506553.00,2290552.00,1336748.00,858047.00,26056.00,69701.00,7414124.00,5737259.00,823357.00,471493.00,351864.00,1433.00,190474.00,374423.00,31184.00,26231.00,229625.00,36823.00,49255.00,1305.00,287178.00
2007:Q3,7600855.00,5178047.00,4619921.00,25118.00,27276.00,505732.00,2422809.00,1377505.00,947194.00,27276.00,70834.00,7600855.00,5859827.00,804639.00,449046.00,355593.00,1351.00,202934.00,447066.00,32091.00,26122.00,290505.00,47402.00,50276.00,670.00,285038.00
2007:Q4,7746442.00,5224513.00,4664012.00,25499.00,26285.00,508717.00,2521929.00,1429581.00,996190.00,26285.00,69873.00,7746442.00,5968204.00,800657.00,441335.00,359322.00,2841.00,220681.00,455124.00,32998.00,26000.00,300062.00,46642.00,48583.00,839.00,298935.00
2008:Q1,7978346.00,5383688.00,4794255.00,31595.00,26022.00,531816.00,2594659.00,1452154.00,1041986.00,26022.00,74497.00,7978346.00,6152477.00,747439.00,388425.00,359014.00,3782.00,221909.00,538668.00,31802.00,25913.00,388253.00,41292.00,50893.00,515.00,314071.00
2008:Q2,7960144.00,5416210.00,4818973.00,29416.00,26670.00,541151.00,2543935.00,1379736.00,1061892.00,26670.00,75637.00,7960144.00,6088738.00,776644.00,417939.00,358705.00,1776.00,217807.00,565941.00,30606.00,25780.00,405177.00,53159.00,50743.00,476.00,309238.00
2008:Q3,8054520.00,5534675.00,4945285.00,22066.00,28007.00,539317.00,2519845.00,1398725.00,1023253.00,28007.00,69860.00,8054520.00,6243525.00,744306.00,385910.00,358396.00,2851.00,220687.00,518806.00,29410.00,26578.00,383747.00,28498.00,50047.00,526.00,324345.00
2008:Q4,8088835.00,5749320.00,5144647.00,25575.00,27368.00,551730.00,2339516.00,1365633.00,876164.00,27368.00,70351.00,8088835.00,6226424.00,669975.00,311888.00,358087.00,1577.00,238651.00,579779.00,28214.00,27140.00,405865.00,68498.00,49357.00,705.00,372429.00
2009:Q1,8187296.00,5918706.00,5284395.00,26193.00,25930.00,582188.00,2268590.00,1329019.00,835388.00,25930.00,78253.00,8187296.00,6270209.00,680824.00,323930.00,356894.00,1730.00,251573.00,662167.00,28981.00,27337.00,476018.00,63378.00,51238.00,15215.00,320793.00
2009:Q2,8185530.00,5936924.00,5296633.00,24124.00,25269.00,590898.00,2248606.00,1252650.00,889920.00,25269.00,80767.00,8185530.00,6222677.00,664934.00,309233.00,355701.00,1614.00,240964.00,749415.00,29748.00,27149.00,559209.00,66601.00,52532.00,14176.00,305926.00
2009:Q3,8247842.00,6131151.00,5488577.00,26976.00,25114.00,590484.00,2116692.00,1058855.00,947639.00,25114.00,85084.00,8247842.00,6195342.00,786936.00,432428.00,354508.00,1922.00,246391.00,721591.00,30514.00,27339.00,550160.00,30246.00,51287.00,32045.00,295660.00
2009:Q4,8432480.00,6326538.00,5616978.00,29928.00,24465.00,655167.00,2105942.00,1029945.00,1024199.00,24465.00,27333.00,8432480.00,6315442.00,842116.00,488801.00,353315.00,1914.00,249079.00,724741.00,31281.00,27550.00,577976.00,25744.00,50960.00,11230.00,299188.00
2010:Q1,8449124.00,6459470.00,5731243.00,30239.00,24220.00,673768.00,1989655.00,972781.00,964498.00,24220.00,28156.00,8449124.00,6397589.00,844597.00,490549.00,354048.00,2017.00,254907.00,655278.00,31183.00,27754.00,515405.00,21248.00,47630.00,12058.00,294736.00
2010:Q2,8341443.00,6443418.00,5713808.00,31569.00,19640.00,678401.00,1898026.00,959931.00,890100.00,19640.00,28355.00,8341443.00,6374971.00,849982.00,495201.00,354781.00,1830.00,237826.00,577355.00,31086.00,28008.00,439109.00,23692.00,48421.00,7039.00,299479.00
2010:Q3,8480388.00,6539722.00,5789968.00,50751.00,19766.00,679237.00,1940667.00,946891.00,944561.00,19766.00,29449.00,8480388.00,6449078.00,881053.00,525539.00,355514.00,1770.00,238877.00,615208.00,30988.00,30478.00,476875.00,22066.00,46584.00,8217.00,294402.00
2010:Q4,8548092.00,6624854.00,5888613.00,35700.00,19291.00,681250.00,1923238.00,896146.00,977711.00,19291.00,30090.00,8548092.00,6442167.00,904958.00,548711.00,356247.00,1966.00,243105.00,647682.00,30891.00,33057.00,468129.00,26050.00,79602.00,9953.00,308214.00
2011:Q1,8674748.00,6741473.00,5980081.00,42632.00,19371.00,699389.00,1933276.00,879084.00,1003608.00,19371.00,31213.00,8674748.00,6535635.00,908349.00,550604.00,357745.00,1528.00,243893.00,655730.00,31331.00,35693.00,466489.00,23713.00,86983.00,11521.00,329613.00
2011:Q2,8866326.00,6898781.00,6130732.00,47423.00,19168.00,701458.00,1967546.00,889618.00,1027508.00,19168.00,31252.00,8866326.00,6692711.00,925804.00,566562.00,359242.00,1658.00,236610.00,662421.00,31772.00,38493.00,459840.00,23096.00,95195.00,14025.00,347122.00
2011:Q3,8844120.00,7065727.00,6293309.00,50922.00,19153.00,702343.00,1778394.00,856417.00,870413.00,19153.00,32411.00,8844120.00,6693644.00,930298.00,569558.00,360740.00,1802.00,243663.00,621933.00,32213.00,36981.00,425517.00,11672.00,101217.00,14333.00,352780.00
2011:Q4,8952199.00,7202226.00,6425711.00,48914.00,18927.00,708674.00,1749974.00,882941.00,814613.00,18927.00,33493.00,8952199.00,6812059.00,924181.00,561944.00,362237.00,1697.00,258901.00,599738.00,32653.00,35309.00,411043.00,13391.00,94991.00,12351.00,355623.00
2012:Q1,9055296.00,7412926.00,6601087.00,57913.00,18733.00,735193.00,1642371.00,802110.00,786244.00,18733.00,35284.00,9055296.00,6917535.00,940078.00,575321.00,364757.00,1922.00,279821.00,571049.00,31711.00,33632.00,383239.00,11083.00,93801.00,17583.00,344891.00
2012:Q2,9116383.00,7456847.00,6636344.00,62119.00,19577.00,738807.00,1659537.00,840064.00,764010.00,19577.00,35886.00,9116383.00,6988683.00,940033.00,572757.00,367276.00,2150.00,274868.00,556797.00,30771.00,32062.00,373411.00,9778.00,85768.00,25007.00,353852.00
2012:Q3,9232429.00,7595567.00,6775714.00,62415.00,18540.00,738898.00,1636862.00,818861.00,761985.00,18540.00,37476.00,9232429.00,7019485.00,953807.00,584011.00,369796.00,2116.00,287507.00,598393.00,29829.00,32246.00,404757.00,3730.00,92387.00,35444.00,371121.00
2012:Q4,9463734.00,7803851.00,6979237.00,62709.00,18843.00,743062.00,1659883.00,803003.00,798367.00,18843.00,39670.00,9463734.00,7179187.00,967539.00,595224.00,372315.00,2013.00,294534.00,627096.00,28888.00,32421.00,443541.00,4290.00,83528.00,34428.00,393365.00
2013:Q1,9521552.00,7869082.00,7018644.00,67872.00,19132.00,763434.00,1652470.00,777599.00,814399.00,19132.00,41340.00,9521552.00,7235345.00,967756.00,592560.00,375196.00,1594.00,299734.00,624668.00,30060.00,32546.00,437106.00,3617.00,90527.00,30812.00,392455.00
2013:Q2,9572480.00,7890068.00,7033208.00,70574.00,20598.00,765688.00,1682412.00,804449.00,816013.00,20598.00,41352.00,9572480.00,7247570.00,981251.00,603174.00,378077.00,1828.00,298421.00,644072.00,31233.00,32701.00,452592.00,4809.00,90022.00,32715.00,399338.00
2013:Q3,9789681.00,8052892.00,7183102.00,85936.00,21660.00,762194.00,1736790.00,799341.00,872395.00,21660.00,43394.00,9789681.00,7336086.00,1014024.00,633066.00,380958.00,1874.00,305943.00,711963.00,32406.00,33717.00,503162.00,7512.00,102539.00,32627.00,419791.00
2013:Q4,9872863.00,8110838.00,7235956.00,90383.00,21366.00,763133.00,1762025.00,826866.00,869451.00,21366.00,44342.00,9872863.00,7389909.00,1014893.00,631054.00,383839.00,1545.00,312618.00,708769.00,33578.00,34723.00,502994.00,5378.00,96186.00,35910.00,445129.00
2014:Q1,10075699.00,8265324.00,7375782.00,84531.00,20680.00,784331.00,1810375.00,815413.00,927803.00,20680.00,46479.00,10075699.00,7580702.00,996219.00,610257.00,385962.00,1521.00,319706.00,716194.00,34054.00,35753.00,502291.00,7943.00,98617.00,37536.00,461357.00
2014:Q2,10139257.00,8290669.00,7397151.00,87309.00,21388.00,784821.00,1848588.00,847422.00,934372.00,21388.00,45406.00,10139257.00,7571347.00,1034084.00,642735.00,391349.00,1510.00,312427.00,724162.00,34530.00,36751.00,518584.00,5917.00,96976.00,31404.00,495727.00
2014:Q3,10264761.00,8431287.00,7537456.00,89651.00,20925.00,783255.00,1833475.00,745919.00,1019825.00,20925.00,46806.00,10264761.00,7696659.00,1004080.00,608854.00,395226.00,1606.00,318413.00,752063.00,35007.00,37335.00,539970.00,5438.00,93346.00,40967.00,491940.00
2014:Q4,10448717.00,8475813.00,7579803.00,84522.00,23396.00,788092.00,1972905.00,929340.00,971776.00,23396.00,48393.00,10448717.00,7884582.00,1019033.00,609531.00,409502.00,1746.00,321541.00,722733.00,35483.00,37887.00,523384.00,3275.00,95683.00,27021.00,499082.00
2015:Q1,10683265.00,8762597.00,7802938.00,126399.00,21600.00,811660.00,1920668.00,924164.00,924703.00,21600.00,50201.00,10683265.00,8061852.00,1050674.00,622412.00,428262.00,1598.00,331771.00,731193.00,35952.00,38428.00,524038.00,1925.00,97073.00,33777.00,506177.00
2015:Q2,10628227.00,8708721.00,7780949.00,88766.00,22822.00,816184.00,1919506.00,919701.00,926312.00,22822.00,50671.00,10628227.00,8054192.00,1024478.00,588810.00,435668.00,1863.00,323666.00,732752.00,36157.00,39000.00,519090.00,2840.00,99684.00,35981.00,491276.00
2015:Q3,10761755.00,8844722.00,7906721.00,96837.00,22280.00,818884.00,1917034.00,948167.00,893881.00,22280.00,52706.00,10761755.00,8218822.00,1048848.00,592725.00,456123.00,2079.00,326368.00,691721.00,36491.00,38439.00,485012.00,2696.00,102183.00,26900.00,473917.00
2015:Q4,10854902.00,8989505.00,8041966.00,97500.00,21944.00,828095.00,1865398.00,951200.00,837421.00,21944.00,54833.00,10854902.00,8345811.00,1057308.00,578885.00,478423.00,1764.00,335092.00,638833.00,36811.00,38127.00,444950.00,2536.00,97282.00,19127.00,476094.00
2016:Q1,11052599.00,9163963.00,8201797.00,98229.00,23253.00,840684.00,1888637.00,962195.00,845183.00,23253.00,58006.00,11052599.00,8444004.00,1074707.00,576365.00,498342.00,1816.00,339894.00,699205.00,37231.00,36387.00,493038.00,3337.00,109620.00,19592.00,492973.00
2016:Q2,11057592.00,9224265.00,8240204.00,100400.00,22257.00,861404.00,1833327.00,967270.00,784797.00,22257.00,59003.00,11057592.00,8497954.00,1105687.00,592383.00,513304.00,1932.00,336573.00,598634.00,37601.00,36466.00,429882.00,4108.00,73627.00,16950.00,516812.00
