date,FL744090005.Q,FL744022003.Q,FL743061103.Q,FL743061703.Q,FL743062003.Q,FL743063005.Q,FL744023003.Q,FL743068005.Q,FL743065103.Q,FL743065505.Q,FL743093005.Q,FL744190005.Q,FL744110005.Q,FL743127003.Q,FL743131005.Q,FL743135005.Q,FL743193005.Q
1989:Q1,19208.00,3176.00,1994.00,502.00,657.00,23.00,12641.00,9571.00,1712.00,1358.00,3391.00,21537.00,-2888.00,5745.00,6531.00,6531.00,5618.00
1989:Q2,19726.00,3351.00,2083.00,606.00,647.00,15.00,12701.00,9453.00,1762.00,1486.00,3674.00,21935.00,-2791.00,5914.00,6600.00,6600.00,5612.00
1989:Q3,20323.00,3544.00,2167.00,707.00,636.00,34.00,12862.00,9425.00,1812.00,1625.00,3917.00,22425.00,-2708.00,6053.00,6725.00,6725.00,5630.00
1989:Q4,21119.00,3717.00,2248.00,777.00,627.00,65.00,13336.00,9702.00,1862.00,1772.00,4066.00,23124.00,-2637.00,6079.00,6986.00,6986.00,5711.00
1990:Q1,22220.00,4634.00,2323.00,817.00,627.00,867.00,14223.00,10376.00,1918.00,1929.00,3363.00,24171.00,-2598.00,5987.00,7435.00,7435.00,5913.00
1990:Q2,23747.00,3909.00,2391.00,830.00,632.00,56.00,15623.00,11541.00,1992.00,2090.00,4215.00,25686.00,-2599.00,5771.00,8124.00,8124.00,6266.00
1990:Q3,25120.00,3973.00,2457.00,836.00,635.00,45.00,16924.00,12609.00,2046.00,2269.00,4223.00,27038.00,-2589.00,5536.00,8765.00,8765.00,6561.00
1990:Q4,25764.00,4057.00,2526.00,855.00,628.00,48.00,17515.00,12994.00,2043.00,2478.00,4192.00,27496.00,-2509.00,5381.00,9069.00,9069.00,6487.00
1991:Q1,25658.00,4160.00,2579.00,866.00,611.00,104.00,17398.00,12687.00,2074.00,2637.00,4100.00,27274.00,-2359.00,5285.00,9038.00,9038.00,6272.00
1991:Q2,24794.00,4281.00,2596.00,850.00,581.00,254.00,16576.00,11678.00,2029.00,2869.00,3937.00,26218.00,-2126.00,5213.00,8675.00,8675.00,5782.00
1991:Q3,23802.00,4392.00,2651.00,865.00,552.00,324.00,15648.00,10590.00,1982.00,3076.00,3762.00,25037.00,-1898.00,5182.00,8258.00,8258.00,5237.00
1991:Q4,23344.00,4466.00,2817.00,971.00,533.00,145.00,15209.00,10040.00,2000.00,3169.00,3669.00,24441.00,-1759.00,5203.00,8067.00,8067.00,4863.00
1992:Q1,24040.00,4977.00,3094.00,1184.00,525.00,174.00,15414.00,10089.00,2155.00,3170.00,3649.00,25025.00,-1677.00,5299.00,8067.00,8067.00,5270.00
1992:Q2,24838.00,5814.00,3482.00,1517.00,525.00,290.00,15658.00,10155.00,2423.00,3080.00,3366.00,25693.00,-1577.00,5479.00,8216.00,8216.00,5359.00
1992:Q3,25635.00,6584.00,3907.00,1854.00,515.00,308.00,15924.00,10211.00,2725.00,2988.00,3127.00,26346.00,-1464.00,5674.00,8390.00,8390.00,5357.00
1992:Q4,26410.00,7243.00,4295.00,2077.00,484.00,387.00,16175.00,10200.00,2981.00,2994.00,2992.00,26921.00,-1297.00,5816.00,8462.00,8462.00,5479.00
1993:Q1,27029.00,7800.00,4690.00,2203.00,432.00,475.00,16380.00,10113.00,3320.00,2947.00,2849.00,27290.00,-1166.00,5925.00,8449.00,8449.00,5633.00
1993:Q2,27575.00,8219.00,5137.00,2249.00,340.00,493.00,16552.00,9935.00,3672.00,2945.00,2804.00,27566.00,-1016.00,6022.00,8368.00,8368.00,5825.00
1993:Q3,28017.00,8601.00,5532.00,2265.00,263.00,541.00,16714.00,9760.00,3974.00,2980.00,2702.00,27826.00,-934.00,6093.00,8278.00,8278.00,6111.00
1993:Q4,28386.00,8933.00,5773.00,2303.00,238.00,619.00,16901.00,9676.00,4136.00,3089.00,2552.00,28176.00,-1000.00,6125.00,8241.00,8241.00,6570.00
1994:Q1,28809.00,8800.00,5400.00,2400.00,325.00,675.00,17216.00,9780.00,4261.00,3175.00,2793.00,28423.00,-912.00,6135.00,8374.00,8374.00,6452.00
1994:Q2,29462.00,8900.00,5200.00,2500.00,400.00,800.00,17643.00,9743.00,4280.00,3620.00,2919.00,29118.00,-942.00,6203.00,8588.00,8588.00,6681.00
1994:Q3,30012.00,8700.00,5000.00,2600.00,500.00,600.00,18399.00,10199.00,4358.00,3842.00,2913.00,29717.00,-1072.00,6167.00,8752.00,8752.00,7118.00
1994:Q4,31607.00,9041.00,5145.00,2771.00,622.00,503.00,20134.00,11346.00,4769.00,4019.00,2432.00,31670.00,-1449.00,6233.00,9016.00,9016.00,8854.00
1995:Q1,31794.00,9225.00,5353.00,2769.00,602.00,501.00,20543.00,11625.00,4837.00,4081.00,2026.00,31585.00,-1231.00,5852.00,9237.00,9237.00,8490.00
1995:Q2,33455.00,9709.00,5854.00,2787.00,560.00,508.00,21356.00,12179.00,5340.00,3837.00,2390.00,33436.00,-1487.00,6215.00,9461.00,9461.00,9786.00
1995:Q3,34038.00,9652.00,5932.00,2829.00,670.00,221.00,21864.00,12622.00,5351.00,3891.00,2522.00,33657.00,-1173.00,5991.00,9697.00,9697.00,9445.00
1995:Q4,37398.00,10523.00,5389.00,4025.00,687.00,422.00,22851.00,13145.00,5719.00,3987.00,4024.00,37200.00,-1599.00,6416.00,10230.00,10230.00,11924.00
1996:Q1,37729.00,10166.00,5052.00,3997.00,720.00,397.00,23732.00,13661.00,5849.00,4222.00,3831.00,37312.00,-1405.00,6225.00,10450.00,10450.00,11593.00
1996:Q2,38280.00,10010.00,5260.00,3708.00,708.00,334.00,24323.00,14177.00,6084.00,4062.00,3947.00,37896.00,-1495.00,6474.00,10760.00,10760.00,11397.00
1996:Q3,38874.00,9719.00,4657.00,4184.00,619.00,259.00,24781.00,14506.00,6393.00,3882.00,4374.00,38353.00,-1429.00,6545.00,10537.00,10537.00,12163.00
1996:Q4,38890.00,9239.00,4130.00,4258.00,548.00,303.00,24853.00,14581.00,6339.00,3933.00,4798.00,38566.00,-1413.00,6904.00,10388.00,10388.00,12299.00
1997:Q1,40554.00,10661.00,4740.00,5132.00,486.00,303.00,24948.00,14666.00,6185.00,4097.00,4945.00,40151.00,-1383.00,6819.00,10119.00,10119.00,14477.00
1997:Q2,41373.00,10733.00,4840.00,5060.00,491.00,342.00,25329.00,15053.00,6124.00,4152.00,5311.00,40921.00,-1435.00,6993.00,9876.00,9876.00,15611.00
1997:Q3,42817.00,11668.00,5336.00,5460.00,440.00,432.00,25851.00,15360.00,6224.00,4267.00,5298.00,42237.00,-1402.00,6705.00,10170.00,10170.00,16594.00
1997:Q4,44421.00,11495.00,4217.00,6306.00,526.00,446.00,26287.00,15465.00,6408.00,4414.00,6639.00,43678.00,-1361.00,7327.00,10387.00,10387.00,16938.00
1998:Q1,45853.00,12549.00,4565.00,6991.00,592.00,401.00,26606.00,15417.00,6693.00,4496.00,6698.00,45091.00,-1328.00,7453.00,10660.00,10660.00,17646.00
1998:Q2,47450.00,12847.00,4340.00,7549.00,459.00,499.00,27573.00,15957.00,7077.00,4539.00,7030.00,46611.00,-1516.00,7670.00,10909.00,10909.00,18640.00
1998:Q3,48742.00,12922.00,3744.00,8044.00,469.00,665.00,28224.00,16201.00,7307.00,4716.00,7596.00,47765.00,-1382.00,7751.00,11215.00,11215.00,18966.00
1998:Q4,53556.00,15195.00,3555.00,10209.00,475.00,956.00,28631.00,16328.00,7466.00,4837.00,9730.00,53104.00,-1993.00,8530.00,11357.00,11357.00,23853.00
1999:Q1,52459.00,14752.00,2987.00,10600.00,586.00,579.00,27984.00,15820.00,6947.00,5217.00,9723.00,51925.00,-1609.00,7872.00,10750.00,10750.00,24163.00
1999:Q2,55182.00,15693.00,3005.00,11678.00,607.00,403.00,29355.00,16231.00,7538.00,5586.00,10134.00,54278.00,-1260.00,8392.00,11027.00,11027.00,25093.00
1999:Q3,57017.00,16732.00,2641.00,13187.00,558.00,346.00,29970.00,16318.00,7805.00,5847.00,10315.00,56407.00,-1652.00,8094.00,11372.00,11372.00,27222.00
1999:Q4,56979.00,17356.00,2808.00,13537.00,559.00,452.00,30915.00,16863.00,8065.00,5987.00,8708.00,56929.00,-2248.00,8530.00,12173.00,12173.00,26302.00
2000:Q1,57979.00,17282.00,2498.00,13747.00,680.00,357.00,32327.00,17810.00,8425.00,6092.00,8370.00,57478.00,-1917.00,8186.00,12272.00,12272.00,26665.00
2000:Q2,59728.00,17560.00,2366.00,14157.00,670.00,367.00,33391.00,17998.00,8976.00,6417.00,8777.00,59289.00,-2079.00,8191.00,12893.00,12893.00,27391.00
2000:Q3,63237.00,19573.00,2226.00,15972.00,680.00,695.00,34451.00,18389.00,9363.00,6699.00,9213.00,61995.00,-1417.00,8125.00,13461.00,13461.00,28365.00
2000:Q4,61567.00,21086.00,1806.00,17829.00,693.00,758.00,33883.00,17973.00,9104.00,6806.00,6598.00,60351.00,-1708.00,8431.00,13582.00,13582.00,26464.00
2001:Q1,61129.00,19434.00,1158.00,16409.00,354.00,1513.00,34624.00,18100.00,7072.00,9452.00,7071.00,59783.00,-1865.00,8415.00,13431.00,13431.00,26371.00
2001:Q2,62890.00,19088.00,1037.00,16492.00,350.00,1209.00,36015.00,18418.00,7515.00,10082.00,7787.00,61277.00,-1721.00,8766.00,14534.00,14534.00,25164.00
2001:Q3,64698.00,19992.00,1415.00,16829.00,325.00,1423.00,36524.00,18575.00,7648.00,10301.00,8182.00,63557.00,-2520.00,8766.00,15150.00,15150.00,27011.00
2001:Q4,77466.00,23308.00,1167.00,20302.00,467.00,1372.00,41681.00,22502.00,8173.00,11006.00,12477.00,76798.00,-2771.00,11528.00,18137.00,18137.00,31767.00
2002:Q1,80106.00,25017.00,1999.00,21340.00,449.00,1229.00,41613.00,22231.00,8196.00,11186.00,13476.00,78363.00,-1684.00,11227.00,18698.00,18698.00,31425.00
2002:Q2,81903.00,25754.00,1114.00,22793.00,444.00,1403.00,42099.00,22371.00,8628.00,11100.00,14050.00,81076.00,-2727.00,13270.00,19529.00,19529.00,31476.00
2002:Q3,82629.00,25752.00,1057.00,23076.00,478.00,1141.00,43093.00,22417.00,9159.00,11517.00,13784.00,81432.00,-2707.00,12174.00,19477.00,19477.00,33012.00
2002:Q4,72740.00,27298.00,1490.00,24243.00,475.00,1090.00,39003.00,18156.00,9653.00,11194.00,6439.00,71086.00,-2484.00,10401.00,16200.00,16200.00,30770.00
2003:Q1,74029.00,26285.00,1621.00,23368.00,513.00,783.00,39845.00,17969.00,10563.00,11313.00,7899.00,72727.00,-3049.00,10842.00,16028.00,16028.00,32878.00
2003:Q2,76788.00,29126.00,1972.00,24964.00,519.00,1671.00,40872.00,18175.00,11104.00,11593.00,6790.00,75204.00,-2995.00,12014.00,16051.00,16051.00,34083.00
2003:Q3,81117.00,32820.00,2337.00,28283.00,614.00,1586.00,42035.00,18135.00,11531.00,12369.00,6262.00,78751.00,-2397.00,11342.00,16672.00,16672.00,36463.00
2003:Q4,81160.00,33441.00,2480.00,28948.00,566.00,1447.00,43451.00,18493.00,12176.00,12782.00,4268.00,78556.00,-2468.00,11915.00,17469.00,17469.00,34172.00
2004:Q1,84483.00,34963.00,2796.00,29922.00,612.00,1633.00,44902.00,18983.00,12735.00,13184.00,4618.00,82184.00,-3184.00,12575.00,17529.00,17529.00,37736.00
2004:Q2,88345.00,37249.00,3700.00,31530.00,637.00,1382.00,47240.00,19537.00,13830.00,13873.00,3856.00,85769.00,-2730.00,12953.00,17971.00,17971.00,39605.00
2004:Q3,93476.00,37994.00,3217.00,33318.00,255.00,1204.00,49120.00,19565.00,14709.00,14846.00,6362.00,90810.00,-3083.00,13087.00,18846.00,18846.00,43115.00
2004:Q4,96023.00,39079.00,3836.00,33608.00,341.00,1294.00,51727.00,20284.00,15565.00,15878.00,5217.00,94041.00,-3505.00,13497.00,19032.00,19032.00,45985.00
2005:Q1,99322.00,39670.00,4034.00,34199.00,354.00,1083.00,54141.00,20519.00,20343.00,13279.00,5511.00,97353.00,-3620.00,13504.00,20509.00,20509.00,46451.00
2005:Q2,102527.00,40925.00,3497.00,35765.00,358.00,1305.00,56474.00,22217.00,20270.00,13987.00,5128.00,100341.00,-3798.00,14322.00,21997.00,21997.00,45824.00
2005:Q3,104123.00,40727.00,3335.00,35964.00,322.00,1106.00,58043.00,21857.00,20459.00,15727.00,5353.00,101505.00,-3278.00,13122.00,23276.00,23276.00,45110.00
2005:Q4,106265.00,39968.00,3935.00,34758.00,508.00,767.00,60992.00,25911.00,16314.00,18767.00,5305.00,103366.00,-3044.00,13314.00,23947.00,23947.00,45203.00
2006:Q1,108117.00,39875.00,4034.00,34652.00,641.00,548.00,62120.00,26393.00,15773.00,19954.00,6122.00,105013.00,-2697.00,13637.00,24909.00,24909.00,44256.00
2006:Q2,108401.00,38018.00,3726.00,33436.00,750.00,106.00,61923.00,23028.00,18129.00,20766.00,8460.00,105396.00,-2630.00,13468.00,25094.00,25094.00,44370.00
2006:Q3,105253.00,36633.00,3298.00,32210.00,1023.00,102.00,62493.00,24476.00,17046.00,20971.00,6127.00,101698.00,-2459.00,12605.00,25059.00,25059.00,41435.00
2006:Q4,105194.00,34408.00,3687.00,29004.00,1338.00,379.00,64842.00,25617.00,17236.00,21989.00,5944.00,102105.00,-2911.00,13988.00,25186.00,25186.00,40657.00
2007:Q1,104000.00,33878.00,3147.00,29004.00,1377.00,350.00,63742.00,24692.00,16701.00,22349.00,6380.00,100435.00,-2701.00,13105.00,25249.00,25249.00,39534.00
2007:Q2,106057.00,33627.00,3161.00,28874.00,1134.00,458.00,63764.00,23615.00,17460.00,22689.00,8666.00,102164.00,-2143.00,13542.00,26056.00,26056.00,38653.00
2007:Q3,105794.00,31823.00,2211.00,27447.00,1386.00,779.00,65400.00,24173.00,17815.00,23412.00,8571.00,102443.00,-2907.00,13281.00,27276.00,27276.00,37518.00
2007:Q4,104905.00,30670.00,1834.00,26336.00,2024.00,476.00,62174.00,21397.00,21522.00,19255.00,12061.00,94429.00,-2603.00,15692.00,26285.00,26285.00,28770.00
2008:Q1,105470.00,29829.00,1405.00,25732.00,2022.00,670.00,62889.00,21418.00,22060.00,19411.00,12752.00,94129.00,-2649.00,15276.00,26022.00,26022.00,29459.00
2008:Q2,107982.00,31850.00,1207.00,27826.00,2199.00,618.00,62614.00,21052.00,22071.00,19491.00,13518.00,96451.00,-2718.00,15801.00,26670.00,26670.00,30029.00
2008:Q3,106893.00,31303.00,1192.00,27407.00,2263.00,441.00,62749.00,20883.00,22393.00,19473.00,12841.00,95095.00,-2633.00,15517.00,28007.00,28007.00,26197.00
2008:Q4,101980.00,28607.00,1190.00,24386.00,2521.00,510.00,62299.00,19718.00,22901.00,19680.00,11074.00,91046.00,-3230.00,14606.00,27368.00,27368.00,24935.00
2009:Q1,99206.00,26822.00,847.00,22806.00,2977.00,192.00,62375.00,19723.00,23017.00,19635.00,10009.00,88639.00,-4308.00,14946.00,25930.00,25930.00,26141.00
2009:Q2,98515.00,28117.00,768.00,23488.00,2386.00,1475.00,61335.00,18619.00,22938.00,19778.00,9063.00,86958.00,-3291.00,15582.00,25269.00,25269.00,24129.00
2009:Q3,98906.00,28338.00,689.00,21811.00,3496.00,2342.00,62558.00,19722.00,22950.00,19886.00,8010.00,92736.00,-2807.00,15760.00,25114.00,25114.00,29556.00
2009:Q4,94657.00,26457.00,496.00,20491.00,3465.00,2005.00,61671.00,19408.00,22619.00,19644.00,6529.00,89976.00,-4190.00,16050.00,24465.00,24465.00,29186.00
2010:Q1,91240.00,23805.00,904.00,18390.00,3085.00,1426.00,59973.00,18418.00,22250.00,19305.00,7462.00,86857.00,-3876.00,16214.00,24220.00,24220.00,26080.00
2010:Q2,85503.00,20006.00,1284.00,16185.00,1988.00,549.00,52220.00,15732.00,20812.00,15676.00,13277.00,82136.00,-5389.00,16741.00,19640.00,19640.00,31505.00
2010:Q3,81382.00,17346.00,1118.00,12971.00,2720.00,537.00,51945.00,15863.00,20453.00,15629.00,12091.00,78002.00,-5261.00,16908.00,19766.00,19766.00,26824.00
2010:Q4,79881.00,16994.00,1062.00,12810.00,2535.00,587.00,51872.00,16059.00,20124.00,15689.00,11015.00,75162.00,-3331.00,16581.00,19291.00,19291.00,23330.00
2011:Q1,78457.00,16709.00,1063.00,6941.00,2832.00,5873.00,50873.00,16039.00,18778.00,16056.00,10875.00,74650.00,-4113.00,17136.00,19371.00,19371.00,22886.00
2011:Q2,77137.00,15319.00,1587.00,6006.00,2497.00,5229.00,49870.00,15956.00,18223.00,15691.00,11948.00,73624.00,-4403.00,18119.00,19168.00,19168.00,21573.00
2011:Q3,80355.00,13671.00,935.00,5366.00,2843.00,4527.00,49997.00,16633.00,17937.00,15427.00,16687.00,76475.00,-4866.00,18002.00,19153.00,19153.00,25034.00
2011:Q4,75798.00,13479.00,1031.00,4841.00,3431.00,4176.00,50511.00,17109.00,17766.00,15636.00,11808.00,72054.00,-4556.00,19374.00,18927.00,18927.00,19383.00
2012:Q1,75673.00,13720.00,863.00,5131.00,3415.00,4311.00,50130.00,17208.00,17505.00,15417.00,11823.00,71700.00,-4422.00,19546.00,18733.00,18733.00,19111.00
2012:Q2,78534.00,13029.00,1333.00,4820.00,2776.00,4100.00,49681.00,17277.00,17257.00,15147.00,15824.00,74734.00,-4563.00,22289.00,19577.00,19577.00,17855.00
2012:Q3,75198.00,12360.00,965.00,4000.00,2792.00,4603.00,49617.00,17637.00,17047.00,14933.00,13221.00,71864.00,-5291.00,20925.00,18540.00,18540.00,19150.00
2012:Q4,75836.00,10890.00,441.00,2630.00,2615.00,5204.00,52966.00,18064.00,20027.00,14875.00,11980.00,71994.00,-4918.00,21888.00,18843.00,18843.00,17338.00
2013:Q1,76012.00,11125.00,408.00,2445.00,2674.00,5598.00,52456.00,18140.00,19954.00,14362.00,12431.00,72190.00,-4597.00,22084.00,19132.00,19132.00,16439.00
2013:Q2,81967.00,10869.00,424.00,2173.00,2724.00,5548.00,52686.00,19041.00,19199.00,14446.00,18412.00,78717.00,-5266.00,26283.00,20598.00,20598.00,16504.00
2013:Q3,83928.00,11682.00,622.00,1947.00,3486.00,5627.00,51061.00,19501.00,19050.00,12510.00,21185.00,81743.00,-5000.00,27700.00,21660.00,21660.00,15724.00
2013:Q4,84669.00,12366.00,1166.00,1857.00,3556.00,5787.00,51773.00,19354.00,18910.00,13509.00,20530.00,80539.00,-4699.00,28189.00,21366.00,21366.00,14317.00
2014:Q1,81460.00,12886.00,1313.00,1760.00,3401.00,6412.00,51168.00,19194.00,18362.00,13612.00,17406.00,78020.00,-5502.00,27316.00,20680.00,20680.00,14846.00
2014:Q2,83944.00,11589.00,830.00,1785.00,2710.00,6264.00,49878.00,18106.00,18297.00,13475.00,22477.00,80813.00,-5848.00,28624.00,21388.00,21388.00,15261.00
2014:Q3,80992.00,11386.00,1267.00,1781.00,2638.00,5700.00,48337.00,17399.00,17621.00,13317.00,21269.00,77106.00,-5186.00,27808.00,20925.00,20925.00,12635.00
2014:Q4,91926.00,11119.00,1347.00,1730.00,2703.00,5339.00,47443.00,17083.00,17367.00,12993.00,33364.00,87593.00,-5313.00,33430.00,23396.00,23396.00,12685.00
2015:Q1,85796.00,11074.00,1485.00,1476.00,2746.00,5367.00,43416.00,15647.00,16455.00,11314.00,31306.00,82282.00,-5744.00,32999.00,21600.00,21600.00,11827.00
2015:Q2,90917.00,11444.00,1843.00,1819.00,2501.00,5281.00,42567.00,15512.00,16258.00,10797.00,36906.00,87844.00,-6222.00,35799.00,22822.00,22822.00,12623.00
2015:Q3,89424.00,11436.00,2206.00,1829.00,2238.00,5163.00,41927.00,15104.00,16068.00,10755.00,36061.00,85401.00,-5429.00,35391.00,22280.00,22280.00,10880.00
2015:Q4,88490.00,11912.00,2400.00,1818.00,2131.00,5563.00,41676.00,15090.00,15831.00,10755.00,34902.00,84229.00,-5089.00,35046.00,21944.00,21944.00,10385.00
2016:Q1,93363.00,11802.00,2467.00,1527.00,1972.00,5836.00,41213.00,14619.00,15672.00,10922.00,40348.00,89912.00,-5788.00,38415.00,23253.00,23253.00,10780.00
2016:Q2,90174.00,12546.00,2816.00,1502.00,1967.00,6261.00,40550.00,14328.00,15452.00,10770.00,37078.00,86813.00,-5900.00,37458.00,22257.00,22257.00,10741.00
