1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2001:Q1,4758.00,16506.00,8676.00,27524.00,-14692.00,8312.00,-33552.00,-29304.00,-6995.00,8888.00,-12508.00,6367.00,32.00,5656.00,368.00,12060.00,2968.00,0.00,26508.00,3060.00,-1832.00,0.00,308.00,16660.00,8312.00,0.00,8312.00,6084.00
2001:Q2,-10202.00,16119.00,11112.00,4824.00,-1604.00,1144.00,-4120.00,-3432.00,-684.00,-1.00,-1.00,-1.00,128.00,2492.00,364.00,9028.00,-1144.00,0.00,15808.00,-232.00,-2216.00,0.00,308.00,-8936.00,26884.00,0.00,26884.00,-21625.00
2001:Q3,-1840.00,15789.00,51068.00,7476.00,7004.00,-3672.00,21692.00,13680.00,1698.00,17987.00,-24783.00,13110.00,128.00,6644.00,364.00,11452.00,-20.00,0.00,64380.00,-1428.00,-6580.00,0.00,304.00,5104.00,66980.00,0.00,66980.00,-4317.00
2001:Q4,17689.00,15298.00,-15516.00,-2164.00,-3152.00,1188.00,23992.00,-6548.00,4641.00,13638.00,-3932.00,16192.00,684.00,-17524.00,364.00,-11320.00,-7584.00,0.00,19876.00,5220.00,12556.00,0.00,308.00,-536.00,2328.00,0.00,2328.00,37783.00
2002:Q1,15402.00,15598.00,77756.00,15520.00,-2576.00,3640.00,27812.00,-9224.00,8920.00,17768.00,8376.00,1972.00,8.00,-344.00,-56.00,13904.00,19848.00,0.00,38600.00,-1840.00,16244.00,0.00,-7400.00,1196.00,30400.00,0.00,30400.00,-39352.00
2002:Q2,17017.00,15572.00,66560.00,1008.00,672.00,-48.00,36424.00,-1040.00,10728.00,17892.00,7788.00,1056.00,68.00,4628.00,-56.00,17576.00,6288.00,0.00,57712.00,620.00,-1372.00,0.00,-7404.00,11572.00,54296.00,0.00,54296.00,-7404.00
2002:Q3,18293.00,15718.00,92724.00,33524.00,13084.00,620.00,45796.00,13784.00,17680.00,15544.00,3116.00,-4328.00,12.00,680.00,-56.00,-48.00,-888.00,0.00,60536.00,1736.00,4376.00,0.00,-7400.00,524.00,61300.00,0.00,61300.00,-29613.00
2002:Q4,21786.00,15373.00,90668.00,1324.00,8724.00,-456.00,82024.00,8284.00,20664.00,24656.00,17392.00,11028.00,320.00,-9112.00,-132.00,-11708.00,19684.00,0.00,42724.00,-3372.00,5524.00,0.00,-7400.00,17480.00,30492.00,0.00,30492.00,-41531.00
2003:Q1,33752.00,19674.00,83912.00,17048.00,-6248.00,2824.00,50184.00,-10588.00,7204.00,1004.00,36072.00,16492.00,20.00,-3076.00,1400.00,17912.00,3848.00,0.00,66380.00,10068.00,-1096.00,0.00,4716.00,-8516.00,61208.00,0.00,61208.00,-3454.00
2003:Q2,42086.00,20016.00,122712.00,23800.00,5280.00,1024.00,70684.00,5012.00,17488.00,-716.00,34796.00,14104.00,-236.00,1464.00,1400.00,9356.00,9940.00,0.00,83688.00,11404.00,18348.00,0.00,4716.00,4684.00,44536.00,0.00,44536.00,-16954.00
2003:Q3,43012.00,20750.00,90604.00,-4116.00,-1008.00,-276.00,78860.00,-1264.00,14984.00,2388.00,42176.00,20576.00,-32.00,5024.00,1400.00,2552.00,8200.00,0.00,59892.00,-12788.00,-3256.00,0.00,4716.00,-1696.00,72916.00,0.00,72916.00,-8450.00
2003:Q4,45678.00,21173.00,60784.00,-2160.00,-1708.00,-1316.00,103092.00,-1084.00,17424.00,6180.00,51828.00,28744.00,656.00,-19244.00,904.00,-11692.00,-7748.00,0.00,28528.00,-3912.00,2524.00,0.00,4716.00,17376.00,7824.00,0.00,7824.00,-7751.00
2004:Q1,59857.00,18607.00,119588.00,-13852.00,-3724.00,876.00,105312.00,-6544.00,16768.00,3828.00,53756.00,37504.00,236.00,-6772.00,1072.00,12100.00,24340.00,0.00,52656.00,-3640.00,1620.00,0.00,9164.00,3052.00,42460.00,0.00,42460.00,-25683.00
2004:Q2,59906.00,18915.00,86436.00,-116.00,-5152.00,412.00,60808.00,-7660.00,9352.00,-4396.00,40092.00,23420.00,312.00,4968.00,1072.00,11680.00,12452.00,0.00,37548.00,5496.00,-5676.00,0.00,-8960.00,-5048.00,51736.00,0.00,51736.00,-7897.00
2004:Q3,-2601.00,19515.00,140308.00,13512.00,4272.00,1824.00,98488.00,1416.00,30612.00,-4000.00,44144.00,26316.00,528.00,3508.00,1072.00,4576.00,12528.00,0.00,72252.00,-5204.00,-4628.00,0.00,-11172.00,-5948.00,99204.00,0.00,99204.00,-90172.00
2004:Q4,62452.00,19957.00,-22252.00,-34428.00,992.00,-7984.00,77876.00,7236.00,24492.00,-8540.00,36328.00,18360.00,320.00,-19812.00,912.00,-27228.00,-12900.00,0.00,-8284.00,-564.00,-7192.00,0.00,12848.00,-11444.00,-1932.00,0.00,-1932.00,56463.00
2005:Q1,59975.00,16808.00,105948.00,-7232.00,492.00,1508.00,97552.00,3568.00,5980.00,9732.00,52524.00,25748.00,172.00,-1540.00,492.00,10364.00,4136.00,4.00,56628.00,2824.00,-3644.00,4.00,17732.00,11484.00,28228.00,0.00,28228.00,-6153.00
2005:Q2,58179.00,17211.00,78356.00,-3112.00,-2532.00,2388.00,45484.00,-616.00,-6476.00,3104.00,38024.00,11448.00,244.00,-5140.00,492.00,11020.00,29556.00,-44.00,13068.00,-376.00,-4992.00,8.00,-9564.00,-9780.00,37772.00,0.00,37772.00,-24320.00
2005:Q3,-52519.00,17455.00,121196.00,-756.00,332.00,-1884.00,119516.00,7412.00,6676.00,11936.00,62248.00,31244.00,504.00,-6464.00,492.00,-160.00,9616.00,0.00,62736.00,-2380.00,-4376.00,36.00,-29440.00,-9496.00,108392.00,0.00,108392.00,-128434.00
2005:Q4,49767.00,17593.00,-3904.00,-8280.00,-896.00,544.00,27496.00,3652.00,-4904.00,-1552.00,28752.00,1548.00,280.00,-12000.00,472.00,-11436.00,-84.00,0.00,53368.00,528.00,1624.00,72.00,9036.00,7228.00,34880.00,0.00,34880.00,89446.00
2006:Q1,71171.00,16513.00,94012.00,30740.00,-2324.00,-2152.00,45456.00,-2352.00,-4548.00,6264.00,27264.00,18828.00,64.00,3248.00,4948.00,8112.00,5944.00,-24.00,54684.00,-44.00,-5880.00,20.00,31336.00,17536.00,11716.00,0.00,11716.00,15330.00
2006:Q2,69884.00,16814.00,57316.00,31656.00,-4096.00,-1880.00,26564.00,-4960.00,-9696.00,4256.00,22392.00,14572.00,436.00,-7484.00,4948.00,7652.00,-436.00,-44.00,8944.00,-140.00,-6932.00,-28.00,-16488.00,2116.00,30416.00,0.00,30416.00,4698.00
2006:Q3,68708.00,17112.00,75548.00,19036.00,3396.00,5084.00,34588.00,-1384.00,9604.00,1664.00,15784.00,8920.00,228.00,40.00,4948.00,-3440.00,11692.00,-24.00,36812.00,324.00,-10900.00,-76.00,8632.00,10444.00,28388.00,0.00,28388.00,12860.00
2006:Q4,60476.00,17383.00,30896.00,-45784.00,5888.00,-4020.00,69660.00,11012.00,17100.00,4132.00,22792.00,14624.00,2168.00,-3520.00,4064.00,7284.00,-4820.00,-24.00,67676.00,-568.00,-10380.00,-152.00,20480.00,62464.00,-4168.00,0.00,-4168.00,79873.00
2007:Q1,56281.00,17990.00,56708.00,7180.00,11704.00,3816.00,16888.00,-1432.00,-33364.00,4876.00,35724.00,11084.00,416.00,1888.00,-1976.00,0.00,16816.00,-24.00,-3084.00,-2504.00,-13848.00,-24.00,12484.00,-27824.00,28632.00,0.00,28632.00,-21502.00
2007:Q2,53858.00,18234.00,36212.00,5076.00,976.00,2944.00,-8164.00,-11464.00,-49364.00,4920.00,36548.00,11196.00,1992.00,6388.00,-1976.00,10436.00,18576.00,-36.00,37340.00,988.00,-8616.00,8.00,-7540.00,23584.00,28916.00,0.00,28916.00,36752.00
2007:Q3,51680.00,18486.00,86960.00,48816.00,5672.00,1912.00,11852.00,-3972.00,-37856.00,4972.00,37400.00,11308.00,972.00,11852.00,-1976.00,-3584.00,11220.00,224.00,38576.00,-768.00,-20392.00,3008.00,-244.00,27764.00,29208.00,0.00,29208.00,-15190.00
2007:Q4,46507.00,18780.00,-7820.00,-9956.00,10300.00,-1920.00,-4768.00,4404.00,-34244.00,372.00,34636.00,-9936.00,1884.00,-12260.00,-1940.00,-13056.00,23932.00,-36.00,-32184.00,-448.00,-10044.00,-52.00,-14460.00,4744.00,-11924.00,0.00,-11924.00,3363.00
2008:Q1,39964.00,19230.00,46888.00,-3416.00,21436.00,-6936.00,10852.00,21376.00,2780.00,-11140.00,12252.00,-14416.00,380.00,13628.00,-520.00,3416.00,8064.00,-16.00,36784.00,6772.00,-5300.00,116.00,-4196.00,10012.00,29380.00,0.00,29380.00,10630.00
2008:Q2,41834.00,19280.00,404.00,-5020.00,3888.00,4144.00,-21072.00,-3908.00,-9884.00,-10132.00,15044.00,-12192.00,584.00,4840.00,-520.00,3452.00,10060.00,48.00,54336.00,868.00,18776.00,420.00,-35752.00,28352.00,41672.00,0.00,41672.00,76486.00
2008:Q3,-3430.00,19169.00,19992.00,11364.00,-2688.00,-920.00,-49408.00,-3596.00,-13992.00,-13936.00,3044.00,-20928.00,-1404.00,52920.00,-520.00,0.00,10516.00,132.00,63016.00,-2312.00,-10936.00,2804.00,1076.00,12204.00,60180.00,0.00,60180.00,20425.00
2008:Q4,43695.00,18484.00,33208.00,-62036.00,25836.00,6908.00,-4788.00,9420.00,-1468.00,-10900.00,12212.00,-14052.00,1176.00,70260.00,-1060.00,-1852.00,-1292.00,56.00,-91268.00,2088.00,-1080.00,2140.00,-73552.00,8840.00,-29704.00,0.00,-29704.00,-99266.00
2009:Q1,35490.00,19110.00,-7280.00,-7844.00,1600.00,-60.00,9500.00,-6564.00,22928.00,-2044.00,-24836.00,20016.00,152.00,-18056.00,492.00,2840.00,4216.00,-120.00,-71464.00,-6380.00,-1448.00,-2012.00,-12496.00,-41100.00,-8028.00,0.00,-8028.00,-47804.00
2009:Q2,42516.00,18765.00,62088.00,31796.00,-16360.00,3728.00,23672.00,-21276.00,17636.00,3032.00,-8580.00,32860.00,160.00,9060.00,492.00,-392.00,9896.00,36.00,22320.00,-228.00,-2160.00,168.00,14796.00,11692.00,-1948.00,0.00,-1948.00,-16017.00
2009:Q3,42718.00,18634.00,58388.00,-1312.00,-3164.00,3220.00,36832.00,-11660.00,22852.00,2740.00,-10232.00,33132.00,-968.00,9304.00,492.00,-7656.00,21704.00,-64.00,39104.00,-136.00,-6592.00,-1276.00,24172.00,19704.00,3232.00,0.00,3232.00,4800.00
2009:Q4,43457.00,18719.00,47144.00,-23852.00,5108.00,-6404.00,65284.00,2388.00,28224.00,4052.00,-6576.00,37196.00,-1376.00,-11664.00,464.00,-9696.00,29276.00,4.00,-9328.00,-204.00,-10908.00,920.00,-5184.00,19384.00,-13336.00,0.00,-13336.00,-31734.00
2010:Q1,46661.00,15598.00,-25700.00,2620.00,-17192.00,14980.00,1100.00,5076.00,-5696.00,-440.00,-21456.00,23616.00,-716.00,-42964.00,-156.00,7440.00,9588.00,-400.00,-21692.00,-640.00,-23632.00,-6656.00,12576.00,268.00,-3608.00,0.00,-3608.00,35071.00
2010:Q2,55051.00,15592.00,24812.00,35324.00,-2676.00,-8848.00,1776.00,-2904.00,2180.00,-440.00,-21144.00,24084.00,-76.00,-1952.00,-156.00,7712.00,-6472.00,180.00,10000.00,708.00,-3820.00,2796.00,-25788.00,9464.00,26640.00,0.00,26640.00,24647.00
2010:Q3,54395.00,15841.00,30640.00,8892.00,13312.00,-744.00,19744.00,5608.00,10852.00,-440.00,-20836.00,24560.00,-76.00,-22136.00,-156.00,1292.00,10492.00,20.00,25496.00,-484.00,-10032.00,188.00,13608.00,4380.00,17836.00,0.00,17836.00,33410.00
2010:Q4,49009.00,16131.00,-182960.00,-26784.00,-9308.00,-8316.00,-5980.00,-15520.00,5464.00,-440.00,-20532.00,25048.00,-360.00,-16428.00,-8.00,-13072.00,-102572.00,-132.00,-7744.00,3708.00,-13420.00,-1980.00,22184.00,-2732.00,-15504.00,0.00,-15504.00,208094.00
2011:Q1,33955.00,16005.00,25740.00,4772.00,8436.00,-2752.00,18852.00,2600.00,6068.00,4052.00,-24312.00,30444.00,-196.00,2260.00,-660.00,2472.00,-7444.00,0.00,8432.00,7352.00,-11080.00,12.00,8820.00,5292.00,-1964.00,0.00,-1964.00,642.00
2011:Q2,26894.00,16397.00,-14884.00,7132.00,-6408.00,-1572.00,-20856.00,-1976.00,-5332.00,384.00,-34464.00,20532.00,1024.00,-9620.00,-660.00,15188.00,880.00,8.00,26856.00,224.00,2928.00,356.00,-20688.00,-8872.00,52908.00,0.00,52908.00,52237.00
2011:Q3,25651.00,17016.00,-3716.00,-39740.00,-10192.00,-724.00,272.00,-11140.00,-4848.00,4660.00,-21704.00,33304.00,980.00,27628.00,-660.00,2036.00,16672.00,12.00,-20160.00,-452.00,-20656.00,260.00,-25088.00,-4168.00,29944.00,0.00,29944.00,-7810.00
2011:Q4,38124.00,17411.00,102492.00,-6340.00,-14084.00,-400.00,143428.00,13972.00,22588.00,18464.00,10912.00,77492.00,1360.00,-8620.00,-888.00,-6116.00,-5788.00,-60.00,63576.00,-440.00,-14044.00,-208.00,19328.00,-932.00,59872.00,0.00,59872.00,-18203.00
2012:Q1,64897.00,18775.00,-4984.00,20248.00,-8580.00,-916.00,-19148.00,-5856.00,-7280.00,-10724.00,-7328.00,12040.00,976.00,3440.00,1828.00,15764.00,-18660.00,64.00,-65336.00,-292.00,-18120.00,1608.00,26048.00,-7524.00,-67056.00,-40100.00,-26956.00,-14230.00
2012:Q2,60028.00,19114.00,13248.00,544.00,4340.00,-2576.00,-10852.00,-320.00,-6920.00,-10200.00,-6472.00,13060.00,840.00,10324.00,1828.00,3604.00,5196.00,0.00,44500.00,-4624.00,-13072.00,272.00,-20740.00,66320.00,16344.00,10428.00,5916.00,72166.00
2012:Q3,59610.00,19051.00,38408.00,14628.00,12648.00,376.00,4412.00,2536.00,-5744.00,-8444.00,-2088.00,18152.00,512.00,-3524.00,1828.00,9792.00,-2252.00,-12.00,-6156.00,-364.00,-22228.00,-292.00,17916.00,-4248.00,3060.00,1448.00,1612.00,-4005.00
2012:Q4,-3624.00,19349.00,59016.00,13940.00,572.00,40.00,26772.00,-1912.00,-6784.00,-4032.00,4300.00,35200.00,452.00,8264.00,1760.00,-9968.00,17180.00,4.00,7616.00,1176.00,-4756.00,-84.00,-8116.00,-24060.00,43456.00,980.00,42476.00,-74373.00
2013:Q1,57026.00,21456.00,33632.00,-18800.00,-4144.00,992.00,21756.00,48.00,3164.00,-5328.00,-1136.00,25008.00,852.00,6300.00,436.00,8068.00,18164.00,8.00,19420.00,2416.00,-3568.00,552.00,30424.00,23472.00,-33876.00,-24636.00,-9240.00,21358.00
2013:Q2,59538.00,21288.00,37772.00,-4580.00,-12800.00,-616.00,10160.00,-3180.00,-3880.00,-5508.00,-1836.00,24564.00,2856.00,11176.00,436.00,10448.00,20680.00,12.00,12148.00,-4912.00,-6380.00,416.00,-8108.00,7280.00,23852.00,48.00,23804.00,12626.00
2013:Q3,76578.00,21554.00,55556.00,-104.00,280.00,-396.00,25432.00,1436.00,7312.00,-5572.00,-2224.00,24480.00,1804.00,596.00,436.00,6800.00,20680.00,28.00,14596.00,676.00,-9532.00,216.00,10676.00,2944.00,9616.00,772.00,8844.00,14064.00
2013:Q4,67764.00,21928.00,40604.00,-3428.00,8064.00,76.00,57144.00,4464.00,19032.00,-3028.00,-1636.00,38312.00,3712.00,-3376.00,2584.00,-12308.00,-12080.00,216.00,50868.00,-612.00,-10952.00,2092.00,43524.00,17688.00,-872.00,-308.00,-564.00,56100.00
2014:Q1,58295.00,20518.00,17948.00,14880.00,-9952.00,384.00,-15920.00,-3420.00,-5460.00,-6164.00,-10384.00,9508.00,1272.00,2432.00,1336.00,19308.00,4168.00,40.00,-10768.00,-1420.00,-17868.00,684.00,7300.00,-3264.00,3800.00,-2160.00,5960.00,9061.00
2014:Q2,61718.00,20943.00,30892.00,5472.00,5332.00,-600.00,12588.00,2784.00,13684.00,-5708.00,-9180.00,11008.00,2104.00,-12640.00,1336.00,15212.00,2124.00,-36.00,19804.00,464.00,-9416.00,-692.00,-2844.00,-1988.00,34280.00,1856.00,32424.00,29687.00
2014:Q3,56836.00,21437.00,56960.00,3488.00,1476.00,92.00,39688.00,1252.00,12096.00,-1892.00,2248.00,25984.00,2276.00,3692.00,1336.00,-2008.00,6900.00,20.00,17504.00,-576.00,-22244.00,272.00,2968.00,10268.00,26816.00,-240.00,27056.00,-4058.00
2014:Q4,65857.00,21491.00,40000.00,-372.00,-4280.00,388.00,42948.00,-1184.00,5084.00,532.00,328.00,38188.00,2408.00,16840.00,1640.00,-10344.00,-9224.00,-4.00,-25172.00,-256.00,-17892.00,148.00,360.00,-1752.00,-5780.00,864.00,-6644.00,-20807.00
2015:Q1,54541.00,22432.00,-916.00,-644.00,2440.00,-52.00,-28908.00,640.00,-6252.00,-10564.00,-468.00,-12264.00,1892.00,-960.00,964.00,21268.00,3072.00,12.00,-29956.00,364.00,-19392.00,228.00,1384.00,-1368.00,-11172.00,-5536.00,-5636.00,3069.00
2015:Q2,54818.00,22522.00,20552.00,-20100.00,2300.00,-68.00,14220.00,552.00,-2824.00,-5612.00,14492.00,7612.00,2028.00,-3824.00,964.00,12916.00,12104.00,12.00,-5668.00,0.00,-20532.00,-424.00,-18904.00,712.00,33480.00,2800.00,30680.00,6076.00
2015:Q3,51196.00,22700.00,38212.00,15304.00,4672.00,124.00,-2292.00,1528.00,-1580.00,-7756.00,7400.00,-1884.00,2264.00,9836.00,964.00,5540.00,1816.00,-16.00,6467.00,631.00,-24824.00,-136.00,-23416.00,13032.00,41180.00,796.00,40384.00,-3249.00
2015:Q4,46886.00,22678.00,-17032.00,-6204.00,3316.00,-4.00,7652.00,920.00,-2304.00,-6336.00,11700.00,3672.00,3388.00,-13268.00,1012.00,-15600.00,2640.00,36.00,14768.00,512.00,-23380.00,852.00,8092.00,33096.00,-4404.00,-1104.00,-3300.00,56008.00
2016:Q1,31492.00,22809.00,34812.00,-7816.00,-3356.00,-272.00,26576.00,-1372.00,240.00,3416.00,10392.00,13900.00,4040.00,-3980.00,1012.00,16812.00,1824.00,-28.00,115248.00,864.00,-24384.00,-264.00,5284.00,108244.00,25504.00,-2052.00,27556.00,89119.00
2016:Q2,39916.00,22882.00,11244.00,16696.00,172.00,12.00,-10212.00,64.00,-680.00,-776.00,-3732.00,-5088.00,1720.00,-13540.00,-1200.00,13408.00,3940.00,248.00,-11112.00,968.00,-19168.00,4948.00,-16468.00,44.00,18564.00,1496.00,17068.00,-5322.00
