1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1998:Q3,39064.00,0.00,30878.00,ND,ND,18847.00,ND,ND,-274.00,0.00,0.00,0.00,-3248.00,-7309.00,170.00,0.00,-6397.00,761.00,-1921.00,-6312.00,25094.00,ND,ND,16994.00,ND,ND,-3891.00,ND,ND,0.00,0.00,273.00,2470.00,18620.00,1874.00,-916.00,0.00,-45271.00,-22.00,0.00,-14150.00,45461.00,0.00,0.00,0.00
1998:Q4,-161626.00,0.00,41843.00,ND,ND,-32459.00,ND,ND,12.00,0.00,0.00,0.00,-9722.00,-162222.00,922.00,0.00,-130584.00,956.00,3473.00,16142.00,16480.00,ND,ND,-13829.00,ND,ND,587.00,ND,ND,0.00,0.00,107.00,-777.00,-23357.00,-2937.00,-2101.00,0.00,-111749.00,5464.00,0.00,-19043.00,-31042.00,0.00,0.00,0.00
1999:Q1,30148.00,0.00,5415.00,ND,ND,1042.00,ND,ND,449.00,0.00,0.00,0.00,1005.00,24006.00,-1769.00,0.00,-11642.00,567.00,-480.00,-12040.00,-28017.00,ND,ND,-3352.00,ND,ND,512.00,ND,ND,0.00,0.00,1167.00,3505.00,-1033.00,1182.00,-6578.00,0.00,20295.00,-1703.00,0.00,14333.00,41790.00,0.00,0.00,0.00
1999:Q2,-11591.00,0.00,12072.00,ND,ND,781.00,ND,ND,355.00,0.00,0.00,0.00,185.00,-25141.00,157.00,0.00,-8985.00,-1341.00,-1419.00,-4057.00,776.00,ND,ND,-865.00,ND,ND,-206.00,ND,ND,0.00,0.00,166.00,-128.00,2117.00,1458.00,-2178.00,0.00,-560.00,320.00,0.00,-3068.00,-2606.00,0.00,0.00,0.00
1999:Q3,-7346.00,0.00,-13557.00,ND,ND,-12466.00,ND,ND,-400.00,0.00,0.00,0.00,-558.00,19078.00,557.00,0.00,-2115.00,2655.00,-1559.00,7784.00,-24266.00,ND,ND,-4400.00,ND,ND,-2499.00,ND,ND,0.00,0.00,411.00,-1650.00,-971.00,-596.00,1487.00,0.00,21557.00,826.00,0.00,-894.00,-5231.00,0.00,0.00,0.00
1999:Q4,51916.00,0.00,24143.00,ND,ND,-8288.00,ND,ND,571.00,0.00,0.00,0.00,-890.00,34112.00,2268.00,0.00,152881.00,-296.00,967.00,118577.00,3797.00,ND,ND,-3975.00,ND,ND,4637.00,ND,ND,0.00,0.00,200.00,1116.00,2151.00,2385.00,19992.00,0.00,4125.00,1626.00,0.00,-2421.00,-100965.00,0.00,0.00,0.00
2000:Q1,74930.00,0.00,30595.00,ND,ND,3015.00,ND,ND,-973.00,0.00,0.00,0.00,-2302.00,46508.00,-1913.00,0.00,-62474.00,2202.00,-1688.00,-116895.00,17984.00,ND,ND,13956.00,ND,ND,346.00,ND,ND,0.00,0.00,-945.00,5025.00,19952.00,957.00,862.00,0.00,1938.00,-2122.00,0.00,-4046.00,137404.00,0.00,0.00,0.00
2000:Q2,47689.00,0.00,-870.00,ND,ND,24569.00,ND,ND,1432.00,0.00,0.00,0.00,-312.00,22924.00,-54.00,0.00,29333.00,-2052.00,-3047.00,3185.00,-14119.00,ND,ND,12548.00,ND,ND,-6788.00,ND,ND,0.00,0.00,-1266.00,-221.00,11632.00,5230.00,-9741.00,0.00,22919.00,-515.00,0.00,11568.00,18356.00,0.00,0.00,0.00
2000:Q3,31874.00,0.00,-11147.00,ND,ND,12564.00,ND,ND,-858.00,0.00,0.00,0.00,567.00,30951.00,-203.00,0.00,-9022.00,-180.00,-2090.00,-9610.00,-7752.00,ND,ND,11747.00,ND,ND,5005.00,ND,ND,0.00,0.00,-1362.00,-3322.00,4868.00,1962.00,2840.00,0.00,-15986.00,-92.00,0.00,4950.00,40896.00,0.00,0.00,0.00
2000:Q4,73791.00,0.00,-2061.00,ND,ND,19679.00,ND,ND,-485.00,0.00,0.00,0.00,-467.00,56461.00,664.00,0.00,130726.00,-1559.00,-3483.00,26055.00,46419.00,ND,ND,7322.00,ND,ND,-3834.00,ND,ND,0.00,0.00,-1529.00,-2021.00,8276.00,-937.00,-8649.00,55263.00,62898.00,2850.00,0.00,-1082.00,-56935.00,0.00,0.00,0.00
2001:Q1,105941.00,0.00,19848.00,ND,ND,11627.00,ND,ND,664.00,765.00,2650.00,104.00,1228.00,69259.00,-204.00,0.00,116835.00,-855.00,-3015.00,-21380.00,31438.00,ND,ND,12528.00,ND,ND,6843.00,ND,ND,2078.00,1346.00,-4932.00,-3821.00,27208.00,-6227.00,19488.00,8370.00,54946.00,-1960.00,0.00,3150.00,-10894.00,0.00,0.00,0.00
2001:Q2,24937.00,0.00,-526.00,ND,ND,-23151.00,ND,ND,-365.00,-58.00,-254.00,126.00,2072.00,51384.00,99.00,-4390.00,-8239.00,-153.00,-1249.00,1255.00,-1732.00,ND,ND,-27504.00,ND,ND,-2497.00,ND,ND,285.00,1665.00,-1275.00,2679.00,3658.00,-2253.00,-7078.00,-14676.00,29201.00,-17.00,0.00,-3224.00,33176.00,0.00,0.00,0.00
2001:Q3,45838.00,0.00,17759.00,ND,ND,-12605.00,ND,ND,-625.00,-357.00,431.00,24.00,2526.00,55857.00,378.00,-17550.00,33278.00,300.00,-4767.00,24630.00,29027.00,ND,ND,-9071.00,ND,ND,-426.00,ND,ND,-917.00,-1401.00,-1304.00,-2322.00,10579.00,-632.00,-1581.00,5913.00,5468.00,192.00,0.00,-14497.00,12560.00,0.00,0.00,0.00
2001:Q4,20013.00,0.00,-12854.00,ND,ND,11699.00,ND,ND,1568.00,1305.00,-1548.00,546.00,3365.00,-8665.00,-1239.00,25836.00,68872.00,484.00,-1828.00,2370.00,-20736.00,ND,ND,12887.00,ND,ND,-5429.00,ND,ND,297.00,-425.00,-1347.00,-2421.00,10432.00,-1559.00,14054.00,-6476.00,21882.00,902.00,0.00,39309.00,-48859.00,0.00,0.00,0.00
2002:Q1,33305.00,0.00,6575.00,ND,ND,-26275.00,ND,ND,-1326.00,-460.00,14595.00,1490.00,6142.00,47299.00,45.00,-14780.00,-8156.00,-1307.00,-4187.00,-20750.00,5309.00,ND,ND,-13211.00,ND,ND,4778.00,ND,ND,910.00,5572.00,950.00,-1521.00,4288.00,3787.00,-11435.00,5341.00,39340.00,-2158.00,0.00,-18521.00,41461.00,0.00,0.00,0.00
2002:Q2,166541.00,0.00,-6042.00,ND,ND,23065.00,ND,ND,58.00,155.00,1431.00,-586.00,4497.00,107042.00,1336.00,35585.00,70470.00,2994.00,-4325.00,2500.00,-3378.00,ND,ND,7593.00,ND,ND,-4911.00,ND,ND,-12.00,2001.00,61.00,-3722.00,16854.00,-4410.00,-12416.00,-4933.00,36834.00,1311.00,0.00,33496.00,96071.00,0.00,0.00,0.00
2002:Q3,77854.00,0.00,19594.00,ND,ND,27106.00,ND,ND,180.00,434.00,-2413.00,-204.00,4735.00,21587.00,-949.00,7784.00,130107.00,-385.00,-4950.00,-10250.00,18157.00,ND,ND,8570.00,ND,ND,2677.00,ND,ND,155.00,2236.00,304.00,-371.00,-2783.00,-1610.00,8550.00,2712.00,63876.00,-1195.00,0.00,47126.00,-52253.00,0.00,0.00,0.00
2002:Q4,12153.00,21091.00,23641.00,ND,ND,24007.00,ND,ND,77.00,-843.00,-1005.00,199.00,-746.00,-50600.00,1315.00,-4983.00,-11349.00,889.00,-2880.00,17750.00,-14439.00,ND,ND,15264.00,ND,ND,-3302.00,ND,ND,-115.00,-6382.00,32.00,-1281.00,27608.00,2232.00,8094.00,-4833.00,-33187.00,1406.00,0.00,-23038.00,23502.00,0.00,0.00,0.00
2003:Q1,84457.00,-1673.00,29175.00,ND,ND,34382.00,ND,ND,-12.00,2517.00,5809.00,201.00,-2950.00,-9587.00,6144.00,20451.00,35458.00,-454.00,-74.00,-7750.00,39506.00,ND,ND,17183.00,ND,ND,2734.00,ND,ND,705.00,7480.00,418.00,-1248.00,-17220.00,-2.00,-16259.00,-3900.00,-29741.00,1148.00,0.00,39032.00,48999.00,0.00,0.00,0.00
2003:Q2,189888.00,2662.00,42957.00,ND,ND,10955.00,-16443.00,27398.00,391.00,2851.00,78.00,300.00,5072.00,97099.00,3716.00,23807.00,119702.00,504.00,3566.00,0.00,15049.00,ND,ND,398.00,7506.00,-7108.00,-1300.00,ND,ND,242.00,-2426.00,378.00,-671.00,-4451.00,1314.00,11703.00,-1583.00,94210.00,1114.00,0.00,72.00,70186.00,0.00,0.00,0.00
2003:Q3,-46098.00,2903.00,-54548.00,ND,ND,-21469.00,-934.00,-20535.00,780.00,-3197.00,3065.00,500.00,24.00,503.00,-7688.00,33029.00,-52587.00,1020.00,-2190.00,5750.00,-9228.00,ND,ND,13217.00,5154.00,8063.00,1424.00,ND,ND,-74.00,-1245.00,279.00,-1120.00,-31827.00,5.00,-17188.00,-1569.00,-60741.00,-1097.00,0.00,50428.00,6489.00,0.00,0.00,0.00
2003:Q4,29997.00,669.00,-24085.00,ND,ND,-23590.00,-12717.00,-10873.00,1357.00,-978.00,-8159.00,3673.00,3308.00,77522.00,-716.00,996.00,40032.00,-1255.00,204.00,6250.00,-38394.00,ND,ND,-7775.00,-14805.00,7030.00,-2287.00,ND,ND,-320.00,-6345.00,363.00,-571.00,25705.00,3901.00,2253.00,-2900.00,15421.00,-620.00,0.00,43502.00,-10035.00,0.00,0.00,0.00
2004:Q1,214099.00,-3951.00,39628.00,ND,ND,31482.00,15794.00,15688.00,-2507.00,-910.00,647.00,-3673.00,10260.00,103183.00,2685.00,37255.00,243498.00,-803.00,57.00,-16250.00,19759.00,ND,ND,30103.00,-1957.00,32060.00,1604.00,ND,ND,219.00,1618.00,234.00,-536.00,15682.00,17111.00,8476.00,4225.00,89828.00,3544.00,0.00,72852.00,-29399.00,0.00,0.00,0.00
2004:Q2,78384.00,-2473.00,18869.00,ND,ND,11092.00,-14985.00,26077.00,588.00,1374.00,2182.00,0.00,6387.00,46215.00,-7522.00,1672.00,143748.00,-354.00,4031.00,6000.00,-2615.00,ND,ND,-3317.00,-9285.00,5968.00,-1171.00,ND,ND,101.00,-188.00,543.00,-1551.00,-12074.00,-17757.00,3405.00,-27.00,143434.00,-7698.00,0.00,32959.00,-65364.00,0.00,0.00,0.00
2004:Q3,307686.00,6465.00,27034.00,ND,ND,-7228.00,2385.00,-9613.00,1009.00,-1301.00,-683.00,0.00,3765.00,217829.00,816.00,59980.00,189408.00,890.00,497.00,-4250.00,22192.00,ND,ND,4570.00,873.00,3697.00,761.00,ND,ND,465.00,-434.00,252.00,-4752.00,1022.00,903.00,2137.00,19388.00,103358.00,988.00,0.00,60809.00,118278.00,0.00,0.00,0.00
2004:Q4,-90053.00,5090.00,-48786.00,ND,ND,-32798.00,-2888.00,-29910.00,712.00,-141.00,-3345.00,2479.00,8254.00,-69711.00,-1134.00,49327.00,-90986.00,703.00,2117.00,3750.00,-3513.00,ND,ND,-43155.00,2872.00,-46027.00,455.00,ND,ND,-1995.00,577.00,-477.00,-774.00,-23308.00,5608.00,3559.00,-5718.00,-57677.00,-729.00,0.00,23873.00,933.00,0.00,0.00,0.00
2005:Q1,193325.00,-6677.00,2486.00,ND,ND,-6218.00,4152.00,-10370.00,-2419.00,706.00,6454.00,-1102.00,1724.00,192390.00,7034.00,-1053.00,130332.00,-232.00,522.00,-2000.00,-1986.00,ND,ND,14062.00,-4497.00,18559.00,1065.00,ND,ND,378.00,7008.00,890.00,-2096.00,17983.00,4201.00,2082.00,7126.00,74991.00,7406.00,0.00,6058.00,62993.00,0.00,0.00,0.00
2005:Q2,202825.00,2077.00,22486.00,ND,ND,14079.00,-3258.00,17337.00,1785.00,-94.00,-32.00,-744.00,3117.00,105731.00,2193.00,52227.00,68137.00,2269.00,116.00,3500.00,-48000.00,ND,ND,18428.00,5300.00,13128.00,-2208.00,ND,ND,597.00,-2136.00,-7.00,-937.00,42332.00,-1069.00,-4486.00,-896.00,42168.00,508.00,0.00,17062.00,134688.00,0.00,0.00,0.00
2005:Q3,175709.00,737.00,30354.00,ND,ND,13681.00,11775.00,1906.00,2182.00,-595.00,814.00,-966.00,5471.00,124007.00,452.00,-428.00,191837.00,3233.00,4225.00,-8750.00,31632.00,ND,ND,5098.00,-3750.00,8848.00,3494.00,ND,ND,-470.00,-2659.00,11.00,-4187.00,9567.00,-635.00,18807.00,20912.00,83470.00,1074.00,0.00,47927.00,-16128.00,0.00,0.00,0.00
2005:Q4,-99645.00,3585.00,-13775.00,ND,ND,20522.00,761.00,19761.00,-511.00,132.00,208.00,932.00,2874.00,-52280.00,-3471.00,-57861.00,-47007.00,2868.00,1575.00,21000.00,-2525.00,ND,ND,1203.00,14088.00,-12885.00,-147.00,ND,ND,134.00,-3198.00,174.00,-1655.00,43905.00,-1754.00,-2455.00,-1182.00,-73849.00,-2595.00,0.00,-29688.00,-52638.00,0.00,0.00,0.00
2006:Q1,194126.00,-3965.00,35240.00,ND,ND,-12773.00,4842.00,-17615.00,-2067.00,-11.00,3136.00,-904.00,1073.00,131544.00,1465.00,41388.00,126289.00,-4457.00,-901.00,-20000.00,28996.00,ND,ND,7366.00,-2113.00,9479.00,2495.00,ND,ND,-536.00,-735.00,357.00,-1870.00,-5601.00,8479.00,8414.00,4062.00,33755.00,2086.00,0.00,68441.00,67837.00,0.00,0.00,0.00
2006:Q2,46523.00,2624.00,33006.00,ND,ND,6766.00,142.00,6624.00,2946.00,-35.00,-604.00,2.00,9054.00,32151.00,27.00,-39414.00,-53354.00,2051.00,1386.00,4500.00,-41535.00,ND,ND,16070.00,-7287.00,23357.00,-2460.00,ND,ND,-472.00,-137.00,204.00,-2361.00,11816.00,418.00,-7336.00,-11170.00,6389.00,120.00,0.00,-42007.00,99877.00,0.00,0.00,0.00
2006:Q3,373177.00,1991.00,57900.00,ND,ND,41755.00,13989.00,27766.00,954.00,81.00,-3099.00,-197.00,4746.00,229774.00,2402.00,36870.00,253563.00,514.00,3564.00,-9750.00,83137.00,ND,ND,15623.00,4083.00,11540.00,-628.00,ND,ND,1269.00,218.00,224.00,151.00,17569.00,1922.00,7420.00,3851.00,78878.00,2703.00,0.00,50749.00,119614.00,0.00,0.00,0.00
2006:Q4,-71622.00,-1540.00,-99220.00,ND,ND,21583.00,-3841.00,25424.00,-919.00,-142.00,884.00,700.00,-469.00,-6789.00,-2779.00,17069.00,-87197.00,2865.00,1793.00,19250.00,535.00,ND,ND,20180.00,-5691.00,25871.00,-1002.00,ND,ND,-1004.00,577.00,227.00,154.00,27072.00,-3089.00,830.00,-244.00,-134210.00,-3926.00,0.00,-17449.00,15575.00,0.00,0.00,0.00
2007:Q1,435879.00,7668.00,22942.00,ND,ND,10235.00,20829.00,-10594.00,-4498.00,-626.00,-3378.00,500.00,6146.00,324100.00,356.00,72434.00,380258.00,-1619.00,3077.00,-7500.00,39399.00,ND,ND,1165.00,-6257.00,7422.00,5118.00,ND,ND,954.00,-608.00,59.00,156.00,-7154.00,-618.00,34891.00,21158.00,161787.00,478.00,0.00,150673.00,55621.00,0.00,0.00,0.00
2007:Q2,86342.00,-4934.00,14011.00,ND,ND,9298.00,4948.00,4350.00,1199.00,247.00,539.00,-288.00,2294.00,8840.00,-1805.00,56941.00,87597.00,-5219.00,1280.00,-8000.00,-24479.00,ND,ND,14167.00,16584.00,-2417.00,-3391.00,ND,ND,736.00,860.00,60.00,157.00,39071.00,-1993.00,-6002.00,2158.00,43218.00,-1886.00,0.00,39018.00,-1255.00,0.00,0.00,0.00
2007:Q3,66871.00,3340.00,3055.00,ND,ND,-33613.00,-29481.00,-4132.00,1459.00,-192.00,759.00,-67.00,-20718.00,92200.00,-1159.00,21807.00,110259.00,-1052.00,1341.00,19500.00,77933.00,ND,ND,9293.00,280.00,9013.00,1129.00,ND,ND,482.00,99.00,60.00,-81.00,104493.00,1711.00,-22648.00,-2177.00,-9899.00,-1282.00,0.00,-70820.00,-43388.00,0.00,0.00,0.00
2007:Q4,-164556.00,8296.00,15977.00,ND,ND,-7379.00,-11895.00,4516.00,-107.00,-112.00,1016.00,-776.00,6090.00,-159644.00,90.00,-28007.00,63553.00,407.00,553.00,1750.00,49940.00,ND,ND,-7454.00,-12783.00,5329.00,-5439.00,ND,ND,-480.00,-135.00,60.00,-80.00,78487.00,1531.00,18265.00,-12377.00,-27710.00,103.00,0.00,-46245.00,-228109.00,0.00,0.00,0.00
2008:Q1,214690.00,116.00,-11821.00,ND,ND,20744.00,40717.00,-19973.00,-1274.00,1693.00,1165.00,-358.00,-1843.00,136412.00,-2014.00,71870.00,77049.00,-950.00,-810.00,29500.00,17515.00,ND,ND,-41059.00,10817.00,-51876.00,1486.00,ND,ND,-1735.00,307.00,-243.00,-74.00,-14420.00,-106.00,-11113.00,6783.00,93994.00,-1809.00,0.00,6566.00,137641.00,0.00,0.00,0.00
2008:Q2,-363237.00,-279.00,15810.00,ND,ND,-41086.00,-17290.00,-23796.00,-134.00,217.00,2162.00,-268.00,1764.00,-230246.00,272.00,-111449.00,-186115.00,956.00,-3306.00,38500.00,12205.00,ND,ND,-38355.00,-9406.00,-28949.00,-2047.00,ND,ND,1037.00,126.00,-243.00,-77.00,-74969.00,5997.00,10239.00,-3247.00,5799.00,467.00,0.00,-142444.00,-177122.00,0.00,0.00,0.00
2008:Q3,38176.00,34115.00,24178.00,ND,ND,-37910.00,-3281.00,-34629.00,1156.00,-578.00,-2035.00,1436.00,-2048.00,57987.00,-1081.00,-37044.00,9782.00,-2756.00,-5232.00,-31500.00,29797.00,ND,ND,-811.00,11447.00,-12258.00,-1925.00,ND,ND,-230.00,491.00,-242.00,21.00,76153.00,-5382.00,-3577.00,4977.00,84752.00,-527.00,0.00,-129250.00,28394.00,0.00,0.00,0.00
2008:Q4,-1287907.00,10415.00,-37910.00,ND,ND,-98427.00,-58330.00,-40097.00,-1970.00,522.00,-8565.00,-1802.00,-10211.00,-829560.00,-4199.00,-306200.00,-1044914.00,1878.00,-3113.00,-3000.00,-4623.00,ND,ND,-97305.00,-27330.00,-69975.00,73.00,ND,ND,1721.00,4412.00,-243.00,2.00,-50256.00,-11266.00,-23886.00,-54032.00,-490062.00,-4707.00,0.00,-364539.00,-242993.00,0.00,0.00,0.00
2009:Q1,-32894.00,-17762.00,-36008.00,ND,ND,39115.00,14927.00,24188.00,-519.00,-1595.00,309.00,-65.00,-106.00,-134254.00,-17.00,118008.00,-7339.00,291.00,-3970.00,-80000.00,-85572.00,ND,ND,24864.00,5187.00,19677.00,-14.00,ND,ND,-9.00,4696.00,39.00,-31.00,23279.00,-10903.00,44783.00,23103.00,64924.00,61.00,100.00,10123.00,-25555.00,0.00,0.00,0.00
2009:Q2,-5664.00,2079.00,-6552.00,ND,ND,45317.00,10438.00,34879.00,19.00,-57.00,-2347.00,-12.00,2717.00,-38146.00,117.00,-8799.00,-268337.00,435.00,24.00,0.00,-85738.00,ND,ND,-4322.00,-1778.00,-2544.00,-26.00,ND,ND,932.00,-1782.00,39.00,-67.00,-78980.00,5105.00,-57146.00,-5671.00,-47027.00,5904.00,0.00,-5688.00,262673.00,0.00,0.00,0.00
2009:Q3,45736.00,-3756.00,-32742.00,ND,ND,-3363.00,-12032.00,8669.00,-157.00,-34.00,3389.00,112.00,7152.00,23698.00,-192.00,51629.00,-23427.00,1093.00,1414.00,0.00,-69978.00,ND,ND,-13901.00,-5684.00,-8217.00,7.00,ND,ND,805.00,804.00,38.00,-29.00,6307.00,7580.00,14158.00,7083.00,42043.00,5149.00,0.00,-18917.00,69163.00,0.00,0.00,0.00
2009:Q4,-352104.00,8819.00,-119730.00,ND,ND,-17546.00,63846.00,-81392.00,-66.00,-51.00,-1822.00,-112.00,1353.00,-148083.00,-68.00,-74798.00,-276764.00,-1145.00,-560.00,0.00,-66895.00,ND,ND,-6547.00,-72.00,-6475.00,38.00,ND,ND,-1606.00,-1372.00,39.00,-31.00,-15856.00,6333.00,5750.00,-10217.00,-163274.00,8665.00,3.00,-40306.00,-75340.00,0.00,0.00,0.00
2010:Q1,339354.00,-19966.00,25311.00,ND,ND,26850.00,-64252.00,91102.00,0.00,-160.00,-3283.00,180.00,-1567.00,219026.00,449.00,92514.00,287877.00,1144.00,-1289.00,0.00,-10942.00,ND,ND,5474.00,1925.00,3549.00,-51.00,ND,ND,3749.00,1247.00,-59.00,-32.00,-41594.00,-1189.00,47283.00,24369.00,224950.00,4190.00,1.00,54995.00,51477.00,0.00,0.00,0.00
2010:Q2,79155.00,9457.00,-36239.00,ND,ND,22989.00,1728.00,21261.00,0.00,177.00,697.00,-38.00,5475.00,385.00,262.00,75990.00,70926.00,225.00,-1780.00,0.00,-836.00,ND,ND,8305.00,-2507.00,10812.00,25.00,ND,ND,-2211.00,-339.00,-59.00,-31.00,24763.00,-10846.00,-12629.00,-8984.00,84235.00,7842.00,1.00,-25739.00,8229.00,0.00,0.00,0.00
2010:Q3,29823.00,-3413.00,11558.00,ND,ND,13053.00,-16197.00,29250.00,0.00,-121.00,1123.00,43.00,7652.00,-57559.00,1060.00,56427.00,67827.00,2326.00,1399.00,0.00,8914.00,ND,ND,20898.00,-469.00,21367.00,-113.00,ND,ND,-186.00,0.00,-59.00,189.00,30910.00,4400.00,-39.00,5180.00,-74424.00,9364.00,1.00,64247.00,-38004.00,0.00,0.00,0.00
2010:Q4,-27003.00,-4107.00,-48736.00,ND,ND,-8078.00,2984.00,-11062.00,0.00,927.00,-713.00,-133.00,18345.00,34016.00,-1529.00,-16995.00,-46962.00,580.00,701.00,0.00,3606.00,ND,ND,-14412.00,-788.00,-13624.00,2.00,ND,ND,-2078.00,59.00,-59.00,196.00,-14656.00,4818.00,-13927.00,693.00,8680.00,-19322.00,1.00,-1151.00,19959.00,0.00,0.00,0.00
2011:Q1,89936.00,2468.00,-39782.00,ND,ND,2420.00,5896.00,-3476.00,0.00,1838.00,2504.00,-27.00,40426.00,80880.00,323.00,-1114.00,64499.00,512.00,-2441.00,0.00,-44883.00,ND,ND,1781.00,1483.00,298.00,-2.00,-2.00,0.00,-688.00,-3247.00,9.00,199.00,-42639.00,24916.00,6268.00,4956.00,59583.00,8391.00,1.00,56739.00,25437.00,0.00,0.00,0.00
2011:Q2,62473.00,8138.00,-16273.00,ND,ND,-9605.00,-6222.00,-3383.00,0.00,56.00,-240.00,-25.00,26292.00,-9650.00,195.00,63585.00,54236.00,188.00,-1956.00,0.00,2116.00,ND,ND,145.00,17.00,128.00,18845.00,18845.00,0.00,-393.00,330.00,9.00,211.00,17567.00,5741.00,-41159.00,-25940.00,17468.00,3049.00,1.00,32074.00,8237.00,0.00,0.00,0.00
2011:Q3,130418.00,13814.00,-4772.00,ND,ND,54598.00,-2329.00,56927.00,0.00,-113.00,-992.00,0.00,23753.00,27548.00,-125.00,16707.00,176309.00,-949.00,83.00,0.00,27522.00,ND,ND,33668.00,727.00,32941.00,-7936.00,-7936.00,0.00,-182.00,386.00,9.00,-143.00,38515.00,6263.00,-843.00,1070.00,144296.00,-9042.00,1.00,-55339.00,-45891.00,0.00,0.00,0.00
2011:Q4,-2113.00,15777.00,-20710.00,ND,ND,6977.00,-7242.00,14219.00,0.00,-110.00,578.00,-800.00,7250.00,-28320.00,28.00,17217.00,-47794.00,698.00,-230.00,0.00,-9796.00,ND,ND,-3924.00,-755.00,-3169.00,4984.00,4984.00,0.00,-100.00,-2520.00,9.00,-157.00,-1779.00,-21920.00,-3212.00,-14802.00,-66778.00,-2218.00,1.00,59148.00,45681.00,0.00,0.00,0.00
2012:Q1,70542.00,-3229.00,-22985.00,ND,ND,22331.00,7758.00,14573.00,0.00,-73.00,2040.00,-400.00,43471.00,31855.00,-96.00,-2372.00,-79938.00,1334.00,-152.00,0.00,-13409.00,ND,ND,32321.00,3262.00,29059.00,4966.00,4916.00,50.00,-229.00,2787.00,-79.00,-159.00,7828.00,4945.00,-5106.00,6184.00,-33005.00,-50348.00,1.00,-31633.00,150480.00,0.00,0.00,0.00
2012:Q2,80333.00,-11193.00,20746.00,73.00,20673.00,1919.00,-7112.00,9031.00,0.00,-1156.00,714.00,153.00,20272.00,35103.00,-86.00,13861.00,87301.00,-93.00,1153.00,0.00,15247.00,6519.00,8728.00,20781.00,-2352.00,23133.00,-7919.00,-7869.00,-50.00,-643.00,171.00,-78.00,-148.00,17161.00,3973.00,31722.00,-251.00,25707.00,41.00,1.00,-19775.00,-6968.00,0.00,0.00,0.00
2012:Q3,43040.00,7265.00,-18384.00,5901.00,-24285.00,-13735.00,-732.00,-13003.00,0.00,-91.00,1532.00,-153.00,40001.00,21223.00,119.00,5263.00,140206.00,-2658.00,2101.00,0.00,40027.00,89.00,39938.00,9573.00,-435.00,10008.00,-4360.00,-4435.00,75.00,93.00,457.00,-79.00,18.00,-2350.00,4669.00,36067.00,4254.00,32691.00,128.00,1.00,23828.00,-97166.00,0.00,0.00,0.00
2012:Q4,50672.00,14445.00,-31976.00,-7195.00,-24781.00,10106.00,-2559.00,12665.00,0.00,294.00,-2021.00,0.00,-1297.00,42989.00,-1122.00,19254.00,64111.00,-1463.00,1174.00,0.00,18219.00,4199.00,14020.00,-4513.00,-1255.00,-3258.00,1077.00,1077.00,0.00,11.00,-1311.00,-78.00,16.00,31464.00,-7273.00,-24115.00,-7316.00,29722.00,834.00,1.00,20346.00,-13439.00,0.00,0.00,0.00
2013:Q1,-149891.00,-1731.00,-22622.00,1052.00,-23674.00,-1466.00,1387.00,-2853.00,0.00,604.00,7945.00,218.00,1458.00,-123216.00,-18.00,-11063.00,-134573.00,-456.00,1145.00,0.00,-43446.00,-1322.00,-42124.00,470.00,-2002.00,2472.00,-9268.00,-9268.00,0.00,248.00,-3578.00,105.00,12.00,-75829.00,10731.00,42778.00,4031.00,-119648.00,-371.00,-113.00,62647.00,-15318.00,0.00,0.00,0.00
2013:Q2,-160001.00,-10304.00,1624.00,-1977.00,3601.00,-13525.00,-529.00,-12996.00,0.00,-1228.00,569.00,-198.00,-12310.00,-83659.00,-1.00,-40969.00,-139060.00,-610.00,-1048.00,0.00,-21865.00,-3302.00,-18563.00,2331.00,874.00,1457.00,-219.00,-204.00,-15.00,-155.00,781.00,105.00,15.00,-20282.00,3420.00,-42333.00,3588.00,-39593.00,-3126.00,0.00,-16481.00,-20941.00,0.00,0.00,0.00
2013:Q3,-36336.00,62252.00,-23679.00,-4138.00,-19541.00,21108.00,-4363.00,25471.00,0.00,169.00,-370.00,-20.00,-21258.00,-91125.00,0.00,16587.00,-35233.00,3870.00,414.00,0.00,-20195.00,-5093.00,-15102.00,18195.00,1039.00,17156.00,-120.00,-110.00,-10.00,-98.00,250.00,105.00,95.00,39066.00,4840.00,-17854.00,-18746.00,-65042.00,2761.00,0.00,-1520.00,-1103.00,58157.00,54865.00,3292.00
