1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1960:Q4,137012.00,46424.00,45284.00,20836.00,96.00,16424.00,2803.00,4771.00,374.00,139410.00,88002.00,25964.00,7540.00,16672.00,1232.00,-2398.00,20102.00,-316.00,-2474.00,20494.00,17719.00,36870.00,1365.00,-20516.00,449.00,-632.00,-1472.00,1708.00,0.00,-1324.00,1252.00,0.00,-144.00,1160.00,236.00,0.00,1280.00,728.00,0.00,552.00,0.00,0.00,524.00,-1859.00,972.00,20965.00,0.00,0.00,52.00,5628.00,728.00,4964.00,368.00,408.00,-40.00,2064.00,80.00,12773.00,2775.00,633.00,21149.00
1961:Q1,137926.00,46511.00,45776.00,20556.00,104.00,16788.00,2939.00,4953.00,299.00,140536.00,87175.00,27800.00,7288.00,16701.00,1572.00,-2610.00,20381.00,-56.00,-2443.00,20270.00,16732.00,39619.00,1331.00,-24218.00,-4949.00,-186.00,-7842.00,1092.00,0.00,1020.00,548.00,0.00,-632.00,944.00,236.00,0.00,2728.00,584.00,0.00,2144.00,0.00,0.00,-4.00,-2757.00,452.00,19269.00,0.00,0.00,20.00,6120.00,172.00,5380.00,416.00,216.00,200.00,1332.00,84.00,11297.00,3538.00,-4517.00,19701.00
1961:Q2,141029.00,46944.00,46463.00,21984.00,108.00,16956.00,3007.00,5306.00,261.00,145489.00,89341.00,28624.00,8532.00,16984.00,2008.00,-4460.00,20654.00,40.00,-2275.00,18429.00,14164.00,38509.00,1540.00,-25885.00,384.00,514.00,-2274.00,1308.00,0.00,-316.00,756.00,0.00,1460.00,-776.00,72.00,0.00,-328.00,644.00,0.00,-972.00,0.00,0.00,156.00,228.00,340.00,26269.00,0.00,0.00,64.00,11916.00,8032.00,3952.00,668.00,216.00,452.00,40.00,88.00,13493.00,4265.00,-1528.00,24357.00
1961:Q3,143849.00,47402.00,47256.00,23284.00,112.00,17116.00,2965.00,5431.00,283.00,146332.00,90714.00,28768.00,7328.00,17350.00,2172.00,-2483.00,20958.00,20.00,-2443.00,20898.00,25994.00,39852.00,1621.00,-15479.00,20974.00,1632.00,9700.00,1040.00,0.00,2224.00,836.00,0.00,-624.00,1528.00,-68.00,0.00,3228.00,808.00,0.00,2420.00,0.00,0.00,676.00,1766.00,-128.00,36453.00,0.00,0.00,64.00,22732.00,16708.00,6192.00,380.00,228.00,152.00,1596.00,96.00,11585.00,-5096.00,21446.00,36925.00
1961:Q4,148434.00,48143.00,48377.00,25300.00,124.00,17368.00,3123.00,5502.00,497.00,148735.00,92552.00,28268.00,7968.00,17643.00,2304.00,-301.00,21306.00,-216.00,-2383.00,23604.00,17360.00,41616.00,1449.00,-25705.00,3676.00,-1320.00,4.00,280.00,0.00,-2444.00,848.00,0.00,848.00,176.00,-176.00,0.00,2088.00,828.00,0.00,1260.00,0.00,0.00,344.00,2896.00,980.00,29381.00,0.00,0.00,68.00,12272.00,5388.00,5988.00,328.00,228.00,100.00,2048.00,104.00,14561.00,6244.00,2728.00,28433.00
1962:Q1,150887.00,49402.00,49396.00,23784.00,128.00,18940.00,3167.00,5707.00,363.00,153282.00,95814.00,28844.00,8312.00,18028.00,2284.00,-2395.00,21728.00,20.00,-2298.00,21611.00,19608.00,41953.00,1608.00,-23953.00,6548.00,-804.00,1456.00,2216.00,0.00,384.00,-240.00,0.00,-104.00,68.00,-204.00,0.00,3048.00,464.00,0.00,2584.00,0.00,0.00,48.00,216.00,224.00,30501.00,0.00,0.00,32.00,16564.00,9188.00,6644.00,660.00,320.00,340.00,200.00,116.00,12929.00,2003.00,6312.00,30265.00
1962:Q2,153149.00,50924.00,49906.00,23540.00,144.00,19164.00,3417.00,5717.00,337.00,155627.00,97198.00,28748.00,8872.00,18425.00,2384.00,-2478.00,22004.00,144.00,-2607.00,21989.00,25435.00,41861.00,1753.00,-18179.00,8982.00,700.00,2040.00,1056.00,0.00,-164.00,1056.00,0.00,976.00,212.00,-132.00,0.00,2592.00,240.00,0.00,2352.00,0.00,0.00,396.00,910.00,396.00,27161.00,0.00,0.00,36.00,12180.00,6016.00,4932.00,968.00,324.00,644.00,1252.00,124.00,12601.00,-3446.00,7362.00,25541.00
1962:Q3,156629.00,52319.00,50888.00,24244.00,148.00,19252.00,3376.00,5989.00,413.00,157670.00,99591.00,29140.00,7868.00,18855.00,2216.00,-1041.00,22504.00,-60.00,-2541.00,24064.00,31069.00,43107.00,1615.00,-13653.00,6440.00,-1856.00,648.00,124.00,0.00,3648.00,1648.00,0.00,1444.00,352.00,-148.00,0.00,820.00,248.00,0.00,572.00,0.00,0.00,976.00,340.00,92.00,20093.00,0.00,0.00,-32.00,3072.00,-108.00,4640.00,400.00,192.00,208.00,1732.00,132.00,14789.00,-7005.00,4788.00,18441.00
1962:Q4,158473.00,53575.00,51338.00,24320.00,160.00,19340.00,3364.00,5975.00,401.00,160284.00,100725.00,29836.00,8376.00,19139.00,2208.00,-1811.00,22998.00,48.00,-2602.00,23741.00,11580.00,43474.00,1628.00,-33522.00,4895.00,-490.00,-82.00,484.00,0.00,-1784.00,2644.00,0.00,2304.00,616.00,-276.00,0.00,2476.00,340.00,0.00,2136.00,0.00,0.00,788.00,635.00,224.00,38417.00,0.00,0.00,44.00,20420.00,13164.00,5588.00,1028.00,204.00,824.00,2736.00,128.00,14061.00,12161.00,1767.00,35289.00
1963:Q1,162287.00,54101.00,52005.00,24424.00,176.00,21396.00,3405.00,6057.00,723.00,162278.00,101137.00,31192.00,8496.00,19421.00,2032.00,9.00,23329.00,60.00,-2705.00,25983.00,24485.00,43255.00,1516.00,-20286.00,8121.00,210.00,406.00,3172.00,0.00,-1868.00,2332.00,0.00,3800.00,-1148.00,-320.00,0.00,2948.00,20.00,0.00,2928.00,0.00,0.00,1288.00,-671.00,304.00,28407.00,0.00,0.00,36.00,12780.00,7532.00,4908.00,344.00,100.00,244.00,760.00,132.00,14355.00,1498.00,4077.00,24363.00
1963:Q2,165725.00,54311.00,52938.00,26124.00,192.00,21620.00,3476.00,6310.00,754.00,163224.00,101247.00,30184.00,9828.00,19789.00,2176.00,2501.00,23707.00,284.00,-2822.00,28746.00,30330.00,43556.00,1835.00,-15061.00,14342.00,276.00,5524.00,808.00,0.00,4.00,1344.00,0.00,1164.00,416.00,-236.00,0.00,632.00,-1180.00,0.00,1812.00,0.00,0.00,1296.00,3458.00,1000.00,29403.00,0.00,0.00,40.00,15788.00,8864.00,6908.00,192.00,108.00,84.00,292.00,136.00,12955.00,-1584.00,13094.00,28155.00
1963:Q3,168377.00,54593.00,53919.00,26868.00,196.00,21820.00,3600.00,6557.00,824.00,165986.00,104788.00,30384.00,8252.00,20266.00,2296.00,2391.00,23998.00,52.00,-2946.00,29283.00,35663.00,45809.00,1862.00,-12008.00,5015.00,-544.00,-4740.00,1160.00,0.00,4016.00,1308.00,0.00,2272.00,-772.00,-192.00,0.00,876.00,-60.00,0.00,936.00,0.00,0.00,420.00,2459.00,60.00,17023.00,0.00,0.00,36.00,220.00,-2632.00,4052.00,424.00,16.00,408.00,1828.00,132.00,14383.00,-6380.00,2335.00,14343.00
1963:Q4,171045.00,55203.00,54682.00,27508.00,188.00,22104.00,3644.00,6820.00,896.00,169553.00,106588.00,30900.00,8816.00,20817.00,2432.00,1492.00,24343.00,156.00,-2715.00,28394.00,18528.00,45137.00,1491.00,-28100.00,1727.00,200.00,760.00,1396.00,0.00,-6996.00,944.00,0.00,-2608.00,3760.00,-208.00,0.00,2432.00,412.00,0.00,2020.00,0.00,0.00,792.00,1959.00,240.00,29827.00,0.00,0.00,72.00,11780.00,6528.00,5092.00,220.00,24.00,196.00,3008.00,124.00,14623.00,9866.00,4139.00,32239.00
1964:Q1,171444.00,53755.00,55671.00,27744.00,180.00,22104.00,3810.00,7315.00,865.00,172502.00,107523.00,31824.00,9248.00,21179.00,2728.00,-1058.00,24655.00,124.00,-2867.00,26340.00,27474.00,45769.00,1960.00,-20255.00,4781.00,-60.00,3316.00,884.00,0.00,-792.00,36.00,0.00,760.00,-512.00,-212.00,0.00,3048.00,272.00,0.00,2776.00,0.00,0.00,-16.00,-1139.00,-496.00,25036.00,0.00,0.00,76.00,10456.00,6316.00,5104.00,-28.00,-12.00,-16.00,752.00,112.00,13668.00,-1134.00,4037.00,24292.00
1964:Q2,168781.00,49723.00,56746.00,27796.00,180.00,22348.00,3928.00,7218.00,842.00,174674.00,108575.00,31356.00,10272.00,21591.00,2880.00,-5893.00,24966.00,100.00,-3277.00,22250.00,30056.00,46505.00,2190.00,-18639.00,8497.00,-700.00,-1000.00,1672.00,0.00,3772.00,764.00,0.00,-232.00,1148.00,-152.00,0.00,2808.00,12.00,0.00,2796.00,0.00,0.00,516.00,781.00,-116.00,27136.00,0.00,0.00,64.00,12928.00,4800.00,6612.00,276.00,-24.00,300.00,-168.00,96.00,13940.00,-7806.00,8429.00,27068.00
1964:Q3,172486.00,51575.00,57881.00,28416.00,180.00,22600.00,3988.00,7255.00,591.00,174825.00,110250.00,31624.00,8552.00,21751.00,2648.00,-2339.00,25257.00,216.00,-3343.00,26045.00,31200.00,46563.00,2239.00,-17602.00,15674.00,-382.00,5054.00,2048.00,0.00,1376.00,2028.00,0.00,1388.00,712.00,-72.00,0.00,3396.00,220.00,0.00,3176.00,0.00,0.00,1224.00,1138.00,-208.00,33276.00,0.00,0.00,56.00,15188.00,8316.00,6596.00,464.00,72.00,392.00,1960.00,96.00,15512.00,-5155.00,13894.00,31496.00
1964:Q4,175147.00,53223.00,58778.00,27984.00,192.00,22804.00,3709.00,7700.00,757.00,176081.00,110200.00,31848.00,9340.00,22033.00,2660.00,-934.00,25535.00,68.00,-3409.00,27942.00,16103.00,46719.00,1147.00,-31763.00,2209.00,490.00,-466.00,2320.00,0.00,-8408.00,2856.00,0.00,2160.00,704.00,-8.00,0.00,2796.00,208.00,0.00,2588.00,0.00,0.00,1380.00,233.00,1008.00,33972.00,0.00,0.00,-100.00,14992.00,6232.00,6168.00,452.00,84.00,368.00,2828.00,112.00,15688.00,11839.00,-319.00,31444.00
1965:Q1,182319.00,56964.00,60184.00,29372.00,196.00,22976.00,4188.00,7702.00,737.00,179328.00,111611.00,33072.00,9256.00,22465.00,2924.00,2991.00,25854.00,292.00,-3510.00,32063.00,29994.00,46209.00,1869.00,-18084.00,8679.00,-176.00,-744.00,2336.00,0.00,3640.00,1336.00,0.00,1056.00,288.00,-8.00,0.00,3212.00,64.00,0.00,3148.00,0.00,0.00,396.00,-601.00,-720.00,26763.00,0.00,0.00,136.00,10192.00,3460.00,6768.00,332.00,96.00,236.00,1328.00,124.00,14651.00,2069.00,7387.00,25471.00
1965:Q2,185966.00,58415.00,60340.00,30316.00,204.00,23280.00,4331.00,8283.00,797.00,183857.00,113725.00,32968.00,11232.00,22960.00,2972.00,2109.00,26228.00,364.00,-3326.00,31299.00,39667.00,46900.00,1439.00,-8672.00,18579.00,2128.00,5712.00,1128.00,0.00,3392.00,1852.00,0.00,1560.00,348.00,-56.00,0.00,2896.00,-260.00,0.00,3156.00,0.00,0.00,1180.00,-113.00,404.00,27251.00,0.00,0.00,148.00,8656.00,1008.00,8024.00,632.00,104.00,528.00,1544.00,136.00,16135.00,-8368.00,16491.00,25163.00
1965:Q3,185849.00,57005.00,60516.00,30900.00,212.00,23636.00,4265.00,8655.00,660.00,191145.00,118756.00,36308.00,9920.00,23173.00,2988.00,-5296.00,26613.00,376.00,-3550.00,24491.00,33538.00,48869.00,1813.00,-17144.00,2543.00,-674.00,-11658.00,3232.00,0.00,2156.00,2952.00,0.00,3092.00,-68.00,-72.00,0.00,2116.00,304.00,0.00,1812.00,0.00,0.00,1676.00,2159.00,584.00,19687.00,0.00,0.00,192.00,-20.00,-9616.00,7544.00,196.00,-60.00,256.00,2456.00,140.00,16723.00,-9047.00,-805.00,16339.00
1965:Q4,190727.00,58272.00,61796.00,32916.00,212.00,24108.00,4105.00,8792.00,526.00,196079.00,123995.00,35116.00,10188.00,23636.00,3144.00,-5352.00,26963.00,76.00,-3722.00,25257.00,16744.00,49473.00,1939.00,-34668.00,7803.00,-232.00,-1940.00,2712.00,0.00,-4988.00,3204.00,0.00,3056.00,236.00,-88.00,0.00,4160.00,572.00,0.00,3588.00,0.00,0.00,1352.00,3787.00,-252.00,42471.00,0.00,0.00,460.00,21816.00,15052.00,6612.00,168.00,-64.00,232.00,2484.00,136.00,17407.00,8513.00,4515.00,39183.00
1966:Q1,202970.00,61526.00,61365.00,33960.00,216.00,30484.00,4652.00,10295.00,472.00,201877.00,126007.00,36112.00,12012.00,24182.00,3564.00,1093.00,27341.00,284.00,-3866.00,32016.00,28655.00,51922.00,2366.00,-25633.00,4862.00,-816.00,-3416.00,112.00,0.00,1772.00,1220.00,0.00,1244.00,80.00,-104.00,0.00,4936.00,1040.00,0.00,3896.00,0.00,0.00,884.00,318.00,-148.00,30495.00,0.00,0.00,712.00,12756.00,4708.00,6652.00,124.00,-60.00,184.00,1428.00,116.00,15359.00,3361.00,3434.00,29067.00
1966:Q2,210025.00,65567.00,62827.00,33988.00,216.00,30948.00,4724.00,11417.00,338.00,210247.00,130630.00,36188.00,14660.00,24841.00,3928.00,-222.00,27888.00,328.00,-3867.00,31205.00,48067.00,51935.00,1914.00,-5782.00,21337.00,210.00,21726.00,2332.00,0.00,1060.00,1172.00,0.00,2044.00,-784.00,-88.00,0.00,2776.00,1036.00,0.00,1740.00,0.00,0.00,1188.00,-9899.00,772.00,27119.00,0.00,0.00,1204.00,7060.00,-8168.00,8176.00,288.00,-60.00,348.00,1892.00,112.00,16563.00,-16862.00,18945.00,24727.00
1966:Q3,214357.00,67854.00,63748.00,33648.00,240.00,32028.00,4921.00,11831.00,87.00,216811.00,136243.00,38092.00,12920.00,25492.00,4064.00,-2454.00,28363.00,240.00,-3781.00,29450.00,35655.00,54181.00,2113.00,-20639.00,5620.00,-512.00,-14452.00,1872.00,0.00,6832.00,320.00,0.00,-392.00,740.00,-28.00,0.00,6036.00,1344.00,0.00,4692.00,0.00,0.00,2784.00,2160.00,580.00,26259.00,0.00,0.00,788.00,4296.00,1520.00,4912.00,1128.00,-60.00,1188.00,2624.00,104.00,17319.00,-6205.00,4824.00,25463.00
1966:Q4,218518.00,70565.00,64904.00,33036.00,240.00,32304.00,5127.00,12149.00,193.00,224060.00,138421.00,41480.00,13816.00,26103.00,4240.00,-5542.00,28898.00,220.00,-3698.00,26834.00,16995.00,56229.00,1659.00,-40893.00,2938.00,94.00,-3326.00,668.00,0.00,-3612.00,1696.00,0.00,-604.00,2248.00,52.00,0.00,2584.00,1428.00,0.00,1156.00,0.00,0.00,2704.00,1718.00,412.00,43831.00,0.00,0.00,892.00,20476.00,16164.00,5204.00,720.00,-68.00,788.00,3328.00,96.00,18319.00,9839.00,2754.00,43647.00
1967:Q1,220904.00,71175.00,65564.00,32256.00,236.00,33744.00,5251.00,12537.00,141.00,234932.00,145708.00,44396.00,14492.00,26344.00,3992.00,-14028.00,29345.00,328.00,-3899.00,18888.00,23545.00,57893.00,1412.00,-35760.00,5099.00,-1874.00,-1478.00,6236.00,0.00,-3140.00,612.00,0.00,72.00,508.00,32.00,0.00,6412.00,784.00,0.00,5628.00,0.00,0.00,1460.00,-1517.00,-1612.00,40859.00,0.00,0.00,852.00,19016.00,7776.00,5744.00,-12.00,-52.00,40.00,1236.00,96.00,19671.00,-4657.00,4987.00,40747.00
1967:Q2,223475.00,70942.00,66832.00,31956.00,240.00,34688.00,5455.00,13114.00,248.00,239263.00,148291.00,45504.00,15092.00,26504.00,3872.00,-15788.00,29849.00,476.00,-3787.00,17372.00,25937.00,56556.00,841.00,-31460.00,-12465.00,812.00,1500.00,3556.00,0.00,-80.00,-356.00,0.00,-448.00,80.00,12.00,0.00,3400.00,500.00,0.00,2900.00,0.00,0.00,2844.00,-24881.00,740.00,18995.00,0.00,0.00,872.00,-5836.00,-21444.00,8184.00,140.00,-60.00,200.00,3348.00,96.00,20375.00,-8565.00,-12217.00,19243.00
1967:Q3,229650.00,73833.00,68746.00,32240.00,248.00,35348.00,5787.00,13176.00,272.00,244234.00,151532.00,47156.00,14572.00,27290.00,3684.00,-14584.00,30471.00,160.00,-4079.00,19806.00,24733.00,57914.00,2344.00,-35525.00,20554.00,988.00,5524.00,392.00,0.00,3836.00,-764.00,0.00,120.00,-848.00,-36.00,0.00,5876.00,1360.00,0.00,4516.00,0.00,0.00,2056.00,2606.00,40.00,56079.00,0.00,0.00,664.00,33628.00,25744.00,7968.00,356.00,-68.00,424.00,1720.00,80.00,19631.00,-4927.00,20010.00,55535.00
1967:Q4,237393.00,75894.00,70606.00,34152.00,268.00,36136.00,6079.00,14301.00,-43.00,252056.00,156088.00,48172.00,15576.00,28524.00,3696.00,-14663.00,31108.00,64.00,-3807.00,20188.00,6457.00,58280.00,3.00,-51826.00,7973.00,2538.00,-418.00,-920.00,0.00,-2812.00,296.00,0.00,-1164.00,1468.00,-8.00,0.00,3044.00,1520.00,0.00,1524.00,0.00,0.00,1824.00,3745.00,676.00,59799.00,0.00,0.00,344.00,39092.00,28600.00,6708.00,-36.00,-72.00,36.00,3052.00,48.00,17299.00,13731.00,9101.00,60927.00
1968:Q1,248483.00,78564.00,73367.00,38472.00,284.00,37720.00,6392.00,13361.00,323.00,261144.00,162530.00,50424.00,14900.00,29254.00,4036.00,-12661.00,31842.00,-116.00,-3588.00,22885.00,17504.00,58354.00,-622.00,-40228.00,17374.00,1546.00,-10666.00,2460.00,0.00,2452.00,2452.00,0.00,-1688.00,4300.00,-160.00,0.00,6388.00,1768.00,0.00,4620.00,0.00,0.00,588.00,12438.00,-284.00,57602.00,0.00,0.00,896.00,33332.00,25516.00,6748.00,156.00,-72.00,228.00,656.00,8.00,22554.00,5381.00,18834.00,59062.00
1968:Q2,256902.00,81665.00,75424.00,39240.00,304.00,38560.00,6459.00,14906.00,344.00,270438.00,165304.00,53704.00,16916.00,30310.00,4204.00,-13536.00,32404.00,128.00,-3920.00,22660.00,28120.00,59517.00,567.00,-31964.00,2506.00,1566.00,1194.00,1508.00,0.00,-2676.00,4340.00,0.00,-68.00,4172.00,236.00,0.00,4904.00,1588.00,0.00,3316.00,0.00,0.00,1860.00,-10786.00,596.00,34470.00,0.00,0.00,240.00,11720.00,-332.00,7388.00,308.00,-72.00,380.00,1244.00,-32.00,20990.00,-5460.00,2194.00,34158.00
1968:Q3,269703.00,91861.00,77693.00,39396.00,332.00,39220.00,6717.00,14140.00,344.00,275759.00,169119.00,55096.00,16248.00,31076.00,4220.00,-6056.00,32966.00,40.00,-4073.00,30943.00,37142.00,59530.00,507.00,-22895.00,32375.00,1340.00,10652.00,5004.00,0.00,4676.00,4468.00,0.00,844.00,3604.00,20.00,0.00,5740.00,1668.00,0.00,4072.00,0.00,0.00,1696.00,-357.00,-844.00,55270.00,0.00,0.00,184.00,29948.00,17668.00,7564.00,116.00,-56.00,172.00,2092.00,-32.00,22962.00,-6199.00,31359.00,54254.00
1968:Q4,277099.00,95858.00,79144.00,40352.00,356.00,39856.00,6646.00,14681.00,206.00,282751.00,173141.00,56228.00,17472.00,31674.00,4236.00,-5652.00,33676.00,-64.00,-4323.00,32411.00,16073.00,59536.00,1546.00,-45009.00,-4587.00,3138.00,-13190.00,4028.00,0.00,-10568.00,3820.00,0.00,1648.00,2084.00,88.00,0.00,4208.00,1520.00,0.00,2688.00,0.00,0.00,1944.00,2781.00,-748.00,40422.00,0.00,0.00,344.00,14464.00,200.00,12072.00,396.00,-64.00,460.00,3428.00,0.00,21790.00,16338.00,-6695.00,38314.00
1969:Q1,289313.00,102602.00,80589.00,41184.00,380.00,43100.00,6686.00,14759.00,13.00,283398.00,173531.00,57740.00,15876.00,31911.00,4340.00,5915.00,34389.00,104.00,-4478.00,44678.00,34925.00,61517.00,1132.00,-27724.00,16666.00,40.00,-4060.00,-2648.00,0.00,4452.00,5120.00,0.00,2024.00,3000.00,96.00,0.00,4728.00,1176.00,0.00,3552.00,0.00,0.00,2036.00,8002.00,-1004.00,44390.00,0.00,0.00,184.00,20060.00,4080.00,15492.00,472.00,-76.00,548.00,612.00,44.00,23018.00,9753.00,14094.00,41818.00
1969:Q2,295656.00,105660.00,82901.00,40136.00,392.00,43904.00,6998.00,15669.00,-4.00,293249.00,178513.00,58756.00,18408.00,33108.00,4464.00,2407.00,35120.00,-428.00,-4724.00,42679.00,48880.00,59714.00,1168.00,-12002.00,-6544.00,1692.00,4220.00,-5840.00,0.00,5840.00,1412.00,0.00,2096.00,-912.00,228.00,0.00,4364.00,1336.00,0.00,3028.00,0.00,0.00,2736.00,-21492.00,524.00,5458.00,0.00,0.00,232.00,-18888.00,-30712.00,12880.00,200.00,-100.00,300.00,1896.00,80.00,21938.00,-6201.00,-8940.00,3062.00
1969:Q3,297526.00,104139.00,85217.00,38832.00,404.00,44844.00,7333.00,16789.00,-32.00,301604.00,184078.00,60124.00,18248.00,34486.00,4668.00,-4078.00,35717.00,700.00,-4473.00,35412.00,37159.00,59910.00,1050.00,-23801.00,21929.00,1848.00,5396.00,-11400.00,0.00,14232.00,2716.00,0.00,3180.00,-476.00,12.00,0.00,4904.00,1312.00,0.00,3592.00,0.00,0.00,2532.00,1317.00,384.00,45730.00,0.00,0.00,128.00,20976.00,16496.00,10496.00,216.00,-48.00,264.00,1400.00,88.00,22922.00,-1747.00,18485.00,42286.00
1969:Q4,302235.00,105623.00,86717.00,38544.00,400.00,45512.00,7594.00,17803.00,42.00,310488.00,187322.00,61612.00,20292.00,36598.00,4664.00,-8253.00,36493.00,-676.00,-4509.00,33425.00,16230.00,57022.00,990.00,-41782.00,8040.00,2796.00,8444.00,-4060.00,0.00,-9036.00,3552.00,0.00,5024.00,-1396.00,-76.00,0.00,5576.00,1884.00,0.00,3692.00,0.00,0.00,1328.00,-596.00,36.00,49822.00,0.00,0.00,544.00,17176.00,13132.00,6676.00,1772.00,-100.00,1872.00,3876.00,52.00,26402.00,17195.00,1144.00,42926.00
1970:Q1,300386.00,104573.00,88466.00,34100.00,384.00,46216.00,8025.00,19299.00,-677.00,318339.00,190445.00,63616.00,20828.00,38714.00,4736.00,-17953.00,37296.00,524.00,-4664.00,23483.00,31713.00,58997.00,861.00,-28145.00,20289.00,-798.00,16278.00,5308.00,0.00,-2356.00,1964.00,0.00,3824.00,-1748.00,-112.00,0.00,5316.00,2052.00,0.00,3264.00,0.00,0.00,-740.00,-4863.00,180.00,48434.00,3468.00,1600.00,252.00,16312.00,9544.00,8576.00,-232.00,-68.00,-164.00,1428.00,276.00,25330.00,-8230.00,16629.00,44774.00
1970:Q2,304825.00,105512.00,90535.00,34256.00,380.00,46488.00,8334.00,20614.00,-1294.00,333729.00,191893.00,73848.00,22792.00,40376.00,4820.00,-28904.00,38124.00,-236.00,-4652.00,14108.00,13139.00,58846.00,710.00,-46417.00,5765.00,-2422.00,1642.00,12352.00,0.00,-8040.00,256.00,0.00,1612.00,-1700.00,344.00,0.00,3248.00,956.00,0.00,2292.00,0.00,0.00,-4.00,-1623.00,356.00,52182.00,0.00,0.00,96.00,24072.00,12656.00,13360.00,-600.00,-96.00,-504.00,-4.00,48.00,28570.00,969.00,4657.00,51074.00
1970:Q3,304832.00,100657.00,92512.00,35316.00,368.00,46948.00,8459.00,21848.00,-1276.00,341378.00,195998.00,74256.00,24264.00,42120.00,4740.00,-36546.00,38934.00,336.00,-4564.00,6616.00,2506.00,60239.00,1013.00,-58746.00,8812.00,-2192.00,-5744.00,14392.00,0.00,4292.00,-3900.00,0.00,-1992.00,-1916.00,8.00,0.00,3808.00,856.00,0.00,2952.00,0.00,0.00,20.00,-1764.00,-100.00,67558.00,0.00,0.00,284.00,34696.00,26240.00,8852.00,672.00,-104.00,776.00,1764.00,44.00,30098.00,4110.00,10028.00,68774.00
1970:Q4,306039.00,101538.00,94139.00,33752.00,364.00,46720.00,8620.00,22455.00,-1549.00,349837.00,199275.00,78112.00,24756.00,42882.00,4812.00,-43798.00,39745.00,-412.00,-4656.00,1015.00,-14020.00,61088.00,732.00,-75840.00,-11534.00,-1602.00,-2242.00,8804.00,0.00,-9956.00,-7712.00,0.00,-3712.00,-4352.00,352.00,0.00,2864.00,1012.00,0.00,1852.00,0.00,0.00,104.00,-2194.00,400.00,64306.00,0.00,0.00,256.00,30928.00,13468.00,17144.00,168.00,-32.00,200.00,1408.00,56.00,31490.00,15035.00,-8022.00,67818.00
1971:Q1,314714.00,98331.00,97652.00,37400.00,356.00,50764.00,8815.00,23338.00,-1942.00,360262.00,205644.00,80108.00,26208.00,43538.00,4764.00,-45548.00,40465.00,36.00,-4778.00,-341.00,4304.00,58046.00,-845.00,-52897.00,8818.00,234.00,862.00,10244.00,0.00,-1612.00,-8376.00,0.00,-3720.00,-4572.00,-84.00,0.00,5740.00,868.00,0.00,4872.00,0.00,0.00,-1460.00,3410.00,-224.00,61715.00,2868.00,0.00,392.00,24760.00,10468.00,17120.00,316.00,-56.00,372.00,2320.00,68.00,30991.00,-4645.00,12166.00,65063.00
1971:Q2,322174.00,100714.00,98947.00,38148.00,364.00,51376.00,9128.00,24922.00,-1425.00,374058.00,209635.00,87760.00,27912.00,43939.00,4812.00,-51884.00,41049.00,-468.00,-4903.00,-5464.00,-8039.00,58331.00,1794.00,-68164.00,26607.00,-1972.00,10904.00,4052.00,0.00,7276.00,-3564.00,0.00,-480.00,-2956.00,-128.00,0.00,4120.00,464.00,0.00,3656.00,0.00,0.00,-2888.00,8603.00,76.00,94771.00,0.00,0.00,572.00,58436.00,42384.00,16992.00,-356.00,-84.00,-272.00,812.00,72.00,35235.00,2575.00,27359.00,95523.00
1971:Q3,326141.00,102307.00,101674.00,37488.00,364.00,51648.00,9126.00,25288.00,-1754.00,377647.00,212512.00,87692.00,27916.00,45015.00,4512.00,-51506.00,41491.00,-156.00,-5310.00,-4549.00,-8993.00,59181.00,1921.00,-70095.00,13188.00,-4540.00,1924.00,5556.00,0.00,7604.00,-956.00,0.00,-168.00,-604.00,-184.00,0.00,3368.00,1032.00,0.00,2336.00,0.00,0.00,-52.00,-368.00,652.00,83283.00,0.00,0.00,456.00,46920.00,34656.00,14028.00,924.00,-72.00,996.00,2080.00,76.00,32827.00,4444.00,12360.00,82455.00
