1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1982:Q3,1006288.00,350149.00,241777.00,65196.00,1320.00,211032.00,60882.00,79803.00,-3871.00,1187706.00,557042.00,353801.00,73080.00,190743.00,13040.00,-181418.00,115280.00,-152.00,-9732.00,-56254.00,-83093.00,157493.00,1707.00,-242293.00,87212.00,3342.00,22222.00,6508.00,0.00,5004.00,14924.00,0.00,-7780.00,22688.00,16.00,0.00,26480.00,5416.00,0.00,21064.00,0.00,0.00,1152.00,6052.00,1528.00,329505.00,0.00,1600.00,284.00,266956.00,228552.00,38572.00,68.00,-120.00,188.00,11512.00,40.00,49045.00,26839.00,94804.00,337097.00
1982:Q4,1014507.00,356573.00,246292.00,59668.00,1504.00,211380.00,61876.00,80978.00,-3764.00,1231866.00,573669.00,369169.00,76275.00,193325.00,19428.00,-217359.00,117175.00,-376.00,-8360.00,-91448.00,-81600.00,163553.00,-7507.00,-237646.00,68139.00,5952.00,18180.00,-3284.00,0.00,5540.00,11040.00,0.00,10896.00,1032.00,-888.00,0.00,16300.00,9952.00,0.00,6348.00,0.00,0.00,13524.00,-9.00,896.00,305785.00,0.00,1600.00,380.00,268472.00,228124.00,40716.00,428.00,-124.00,552.00,12076.00,1748.00,21081.00,-9848.00,56691.00,294337.00
1983:Q1,1028406.00,350873.00,250664.00,60984.00,1152.00,221624.00,63632.00,82463.00,-2986.00,1246122.00,584240.00,371662.00,73703.00,196617.00,19900.00,-217716.00,119011.00,-2760.00,-8112.00,-87833.00,-120305.00,164549.00,2220.00,-287074.00,60602.00,6016.00,10640.00,-10096.00,0.00,9724.00,29212.00,0.00,26432.00,1608.00,672.00,500.00,11348.00,4712.00,0.00,6636.00,0.00,0.00,1032.00,962.00,1764.00,347676.00,0.00,0.00,448.00,303196.00,260868.00,42184.00,908.00,-60.00,968.00,5680.00,112.00,37332.00,32472.00,33202.00,320276.00
1983:Q2,1069913.00,359553.00,261239.00,75824.00,1244.00,224852.00,64810.00,84881.00,-2490.00,1271519.00,593697.00,377374.00,76684.00,202180.00,21584.00,-201606.00,120585.00,2680.00,-8288.00,-75413.00,-107668.00,167293.00,-12441.00,-262520.00,97144.00,1122.00,3314.00,-6996.00,0.00,19620.00,32764.00,0.00,31552.00,1900.00,-1188.00,500.00,22728.00,10636.00,0.00,12092.00,0.00,0.00,3140.00,19264.00,2188.00,359664.00,0.00,0.00,532.00,305688.00,244236.00,61624.00,1140.00,-128.00,1268.00,14192.00,1620.00,36492.00,32255.00,64324.00,326844.00
1983:Q3,1076899.00,345432.00,267494.00,84988.00,1220.00,228468.00,66858.00,84584.00,-2145.00,1288019.00,606222.00,372082.00,77316.00,210203.00,22196.00,-211120.00,122732.00,-1676.00,-8752.00,-77960.00,-65275.00,174662.00,-2949.00,-236988.00,80376.00,-444.00,8180.00,-2104.00,0.00,29492.00,14164.00,0.00,14996.00,-2840.00,1008.00,1000.00,16576.00,9016.00,0.00,7560.00,0.00,0.00,2740.00,10124.00,1648.00,317364.00,0.00,0.00,548.00,242788.00,205752.00,37132.00,1356.00,-56.00,1412.00,12720.00,208.00,59744.00,-12685.00,63968.00,300956.00
1983:Q4,1103240.00,355658.00,273727.00,87168.00,1228.00,233888.00,69308.00,83891.00,-1628.00,1287726.00,594156.00,375378.00,79780.00,216876.00,21536.00,-184486.00,124711.00,3540.00,-7452.00,-55863.00,-14024.00,178155.00,2266.00,-194445.00,1798.00,4876.00,-57908.00,-7648.00,0.00,7480.00,21448.00,0.00,18824.00,-1172.00,1796.00,2000.00,16784.00,12060.00,0.00,4724.00,0.00,0.00,14148.00,2150.00,468.00,196243.00,0.00,0.00,344.00,132564.00,88636.00,43964.00,708.00,-80.00,788.00,15912.00,1892.00,44823.00,-41839.00,-17814.00,176631.00
1984:Q1,1155205.00,361174.00,281644.00,100332.00,1324.00,252300.00,71386.00,89163.00,-2118.00,1315845.00,610344.00,379816.00,79812.00,224649.00,21224.00,-160640.00,127405.00,692.00,-8600.00,-25327.00,-54252.00,183808.00,-431.00,-237629.00,141627.00,2154.00,71686.00,-19156.00,0.00,15664.00,29728.00,0.00,18268.00,6340.00,1996.00,3124.00,16024.00,8384.00,0.00,7640.00,0.00,0.00,6232.00,16395.00,2900.00,379256.00,0.00,0.00,696.00,300652.00,253600.00,47200.00,-896.00,-148.00,-748.00,15748.00,344.00,62712.00,28925.00,124107.00,361736.00
1984:Q2,1180727.00,370444.00,287748.00,99404.00,1328.00,257152.00,74711.00,91551.00,-1611.00,1346066.00,629424.00,382696.00,81845.00,231105.00,20996.00,-165339.00,129704.00,7720.00,-8116.00,-35239.00,-69670.00,189755.00,-3730.00,-255695.00,30680.00,2452.00,-59144.00,4988.00,0.00,13676.00,32860.00,0.00,27056.00,272.00,1156.00,4376.00,21900.00,12104.00,0.00,9796.00,0.00,0.00,10960.00,-1752.00,4740.00,286375.00,0.00,0.00,620.00,236788.00,182284.00,54552.00,1052.00,-96.00,1148.00,17540.00,1816.00,28559.00,34431.00,2476.00,258171.00
1984:Q3,1191139.00,384110.00,292172.00,87648.00,1228.00,261280.00,76444.00,89548.00,-1291.00,1368243.00,638592.00,384088.00,82286.00,242397.00,20880.00,-177104.00,131988.00,452.00,-8088.00,-37480.00,-20996.00,194069.00,-1701.00,-213364.00,152594.00,2802.00,49678.00,9924.00,0.00,33068.00,35232.00,0.00,16016.00,14836.00,-244.00,4624.00,22120.00,5508.00,0.00,16612.00,0.00,0.00,8076.00,-13714.00,5408.00,365958.00,0.00,0.00,332.00,314248.00,245292.00,68984.00,3652.00,-112.00,3764.00,13672.00,212.00,33842.00,-16484.00,132814.00,346178.00
1984:Q4,1220081.00,395936.00,297528.00,88764.00,1336.00,264492.00,79018.00,93490.00,-483.00,1402651.00,649602.00,391728.00,90277.00,249884.00,21160.00,-182570.00,134169.00,2584.00,-8212.00,-42773.00,19053.00,205082.00,278.00,-186307.00,68215.00,2968.00,-21040.00,7288.00,0.00,19420.00,7576.00,0.00,5740.00,-3376.00,1336.00,3876.00,47896.00,16820.00,0.00,31076.00,0.00,0.00,7500.00,-3177.00,-216.00,254522.00,0.00,0.00,564.00,190556.00,182200.00,8400.00,26756.00,-44.00,26800.00,12964.00,1964.00,21718.00,-61826.00,35675.00,221982.00
1985:Q1,1284716.00,432285.00,301047.00,95876.00,1416.00,276836.00,82106.00,94922.00,228.00,1429891.00,666692.00,402070.00,86244.00,253766.00,21119.00,-145175.00,136702.00,2188.00,-8770.00,-1891.00,-22737.00,207854.00,3040.00,-233631.00,190860.00,340.00,43928.00,5004.00,0.00,21704.00,86160.00,0.00,42988.00,41260.00,-1464.00,3376.00,34028.00,9028.00,0.00,25000.00,0.00,0.00,7516.00,-7756.00,-64.00,424491.00,0.00,0.00,1108.00,376768.00,283460.00,93364.00,9760.00,-100.00,9860.00,19792.00,144.00,16919.00,20846.00,138012.00,371643.00
1985:Q2,1257903.00,388524.00,305701.00,94120.00,1848.00,280256.00,84355.00,101555.00,1544.00,1453235.00,679823.00,404446.00,88201.00,259771.00,20994.00,-195332.00,138920.00,1944.00,-8429.00,-49927.00,-55767.00,218677.00,2795.00,-277239.00,114376.00,976.00,-36632.00,972.00,0.00,34672.00,76484.00,0.00,59032.00,16324.00,-1996.00,3124.00,34520.00,10532.00,0.00,23988.00,0.00,0.00,7492.00,-6064.00,1956.00,391615.00,0.00,0.00,72.00,344228.00,243868.00,100396.00,12964.00,-80.00,13044.00,18576.00,1876.00,13899.00,5840.00,42300.00,319539.00
1985:Q3,1305915.00,421527.00,311851.00,99272.00,2176.00,284248.00,87505.00,97493.00,1843.00,1482496.00,697823.00,409670.00,91303.00,262367.00,21333.00,-176581.00,141427.00,152.00,-9210.00,-26096.00,-27593.00,226736.00,-1394.00,-252935.00,118741.00,-10.00,-28442.00,12140.00,0.00,25592.00,49084.00,0.00,34620.00,7612.00,3976.00,2876.00,38676.00,12720.00,0.00,25956.00,0.00,0.00,7752.00,8057.00,5892.00,371676.00,0.00,0.00,320.00,324716.00,239960.00,84780.00,4620.00,-52.00,4672.00,18240.00,224.00,23556.00,1497.00,79449.00,332384.00
1985:Q4,1322029.00,428916.00,313933.00,96780.00,2316.00,289840.00,89026.00,99605.00,1613.00,1506354.00,709893.00,412374.00,93995.00,268098.00,21994.00,-184325.00,143920.00,1840.00,-8739.00,-33506.00,-3073.00,226220.00,3003.00,-232296.00,421012.00,6320.00,77396.00,10148.00,0.00,2056.00,295380.00,0.00,234068.00,56848.00,1840.00,2624.00,4028.00,14316.00,0.00,-10288.00,0.00,0.00,7056.00,-2292.00,20920.00,653308.00,0.00,400.00,48.00,638360.00,295320.00,343032.00,5096.00,-44.00,5140.00,20948.00,2188.00,-13732.00,-30433.00,181804.00,414100.00
1986:Q1,1350520.00,426304.00,317495.00,103132.00,1468.00,299396.00,91043.00,109794.00,1888.00,1526418.00,715587.00,424221.00,90487.00,273018.00,23105.00,-175898.00,146325.00,3168.00,-9386.00,-23355.00,-32544.00,228585.00,3413.00,-264542.00,5150.00,74.00,-26198.00,-3732.00,0.00,1004.00,15308.00,0.00,20600.00,-8472.00,868.00,2312.00,31016.00,18452.00,0.00,12564.00,0.00,0.00,-11624.00,-2470.00,1772.00,269692.00,0.00,0.00,844.00,209552.00,197664.00,12104.00,2444.00,-44.00,2488.00,16744.00,120.00,39988.00,9189.00,-17938.00,246604.00
1986:Q2,1355529.00,429417.00,319475.00,103412.00,1584.00,302156.00,90965.00,106570.00,1950.00,1560271.00,731176.00,429909.00,99218.00,275781.00,24187.00,-204742.00,149179.00,2592.00,-9850.00,-48305.00,-153888.00,234668.00,-3829.00,-384727.00,110695.00,-476.00,-24628.00,304.00,0.00,5032.00,88636.00,0.00,114828.00,-29184.00,1056.00,1936.00,27364.00,12500.00,0.00,14864.00,0.00,0.00,1428.00,6711.00,6324.00,495422.00,0.00,400.00,372.00,432052.00,297260.00,134784.00,2396.00,-36.00,2432.00,26388.00,1984.00,31830.00,105583.00,-6565.00,378162.00
1986:Q3,1381682.00,439467.00,326155.00,104236.00,1748.00,306496.00,92661.00,108966.00,1953.00,1589349.00,746703.00,437217.00,102918.00,277060.00,25451.00,-207667.00,151850.00,1100.00,-10374.00,-46543.00,7508.00,246319.00,3745.00,-242556.00,115627.00,-1914.00,21410.00,9604.00,0.00,23344.00,38440.00,0.00,9308.00,26416.00,904.00,1812.00,19496.00,8392.00,0.00,11104.00,344.00,0.00,2040.00,559.00,2304.00,358183.00,0.00,800.00,304.00,306460.00,254456.00,50428.00,-252.00,-48.00,-204.00,32196.00,292.00,18383.00,-54051.00,106523.00,349079.00
1986:Q4,1411080.00,456036.00,330367.00,115168.00,2052.00,311512.00,89624.00,104259.00,2062.00,1591692.00,752065.00,440673.00,93870.00,278247.00,26837.00,-180612.00,155008.00,2324.00,-10022.00,-17906.00,61034.00,242764.00,-729.00,-181001.00,138503.00,-652.00,40856.00,3968.00,0.00,-9984.00,91404.00,0.00,83492.00,5560.00,412.00,1940.00,12020.00,13940.00,0.00,-1920.00,520.00,0.00,2600.00,-633.00,-1596.00,319504.00,0.00,0.00,436.00,325260.00,231332.00,93732.00,1016.00,-16.00,1032.00,21200.00,1772.00,-30180.00,-78940.00,53979.00,234980.00
1987:Q1,1415329.00,450732.00,336035.00,115878.00,1860.00,317916.00,88149.00,102296.00,2463.00,1602999.00,760586.00,446093.00,87755.00,280284.00,28281.00,-187670.00,157476.00,724.00,-10586.00,-20332.00,7275.00,247430.00,4040.00,-244195.00,39491.00,-5336.00,-51496.00,10260.00,0.00,10784.00,76784.00,0.00,118000.00,-43396.00,116.00,2064.00,3100.00,12564.00,0.00,-9464.00,416.00,0.00,21744.00,-27586.00,821.00,283686.00,0.00,0.00,512.00,277996.00,142784.00,131268.00,-800.00,-36.00,-764.00,17644.00,508.00,-12174.00,-27607.00,-77745.00,166450.00
1987:Q2,1505863.00,511671.00,344369.00,129458.00,2000.00,321716.00,87518.00,106883.00,2248.00,1627899.00,771342.00,451749.00,91708.00,282657.00,30443.00,-122036.00,160077.00,1552.00,-10435.00,46924.00,60516.00,253705.00,3955.00,-197144.00,122675.00,-7094.00,36194.00,9456.00,0.00,14072.00,20764.00,0.00,12856.00,5712.00,8.00,2188.00,14360.00,11264.00,0.00,3096.00,492.00,0.00,4180.00,28118.00,2133.00,319819.00,0.00,0.00,428.00,303724.00,230860.00,74732.00,-7572.00,-8.00,-7564.00,11740.00,1956.00,9543.00,-13592.00,117383.00,314527.00
1987:Q3,1496610.00,488976.00,352378.00,134196.00,1924.00,326076.00,86578.00,104488.00,1994.00,1638437.00,776965.00,453773.00,89612.00,286781.00,31306.00,-141827.00,162984.00,3748.00,-10774.00,28183.00,48767.00,259011.00,3390.00,-213634.00,35753.00,-498.00,-16394.00,2240.00,0.00,21860.00,49132.00,344.00,23880.00,23104.00,-260.00,2064.00,-19552.00,-17120.00,0.00,-2432.00,328.00,0.00,10556.00,-17094.00,5175.00,249387.00,0.00,0.00,456.00,203420.00,124536.00,79788.00,680.00,-12.00,692.00,18864.00,4124.00,21843.00,-20584.00,11181.00,224815.00
1987:Q4,1519961.00,506969.00,357398.00,128824.00,2376.00,332844.00,84687.00,104902.00,1961.00,1672802.00,795586.00,457157.00,95314.00,293647.00,31098.00,-152841.00,166044.00,-1556.00,-9957.00,24716.00,34633.00,258416.00,3526.00,-227309.00,69402.00,-8522.00,-3538.00,7316.00,0.00,1008.00,49884.00,532.00,12860.00,35512.00,-704.00,1684.00,5428.00,6904.00,0.00,-1476.00,892.00,0.00,10500.00,-6254.00,12688.00,296711.00,0.00,0.00,480.00,282808.00,192404.00,85432.00,-1804.00,-4.00,-1800.00,22016.00,-1768.00,-5021.00,-9917.00,58342.00,285651.00
1988:Q1,1552818.00,502056.00,365088.00,124699.00,2124.00,353756.00,93634.00,109774.00,1687.00,1702258.00,803498.00,474805.00,95925.00,297666.00,30364.00,-149440.00,169505.00,724.00,-10448.00,29789.00,-53241.00,253533.00,4420.00,-311194.00,27579.00,-4162.00,30022.00,652.00,0.00,-11068.00,27624.00,592.00,39896.00,-13452.00,-664.00,1252.00,-552.00,5764.00,0.00,-6316.00,248.00,0.00,3176.00,-13485.00,-4876.00,338773.00,0.00,0.00,516.00,242560.00,200352.00,42700.00,-2832.00,0.00,-2832.00,21728.00,84.00,76717.00,83030.00,-9485.00,301709.00
1988:Q2,1571098.00,497812.00,372587.00,131899.00,2748.00,360804.00,88886.00,110437.00,5925.00,1713508.00,812328.00,477965.00,94690.00,298683.00,29842.00,-142410.00,172636.00,2520.00,-10252.00,37958.00,-18677.00,258509.00,6718.00,-283904.00,21313.00,-584.00,720.00,-7360.00,0.00,16240.00,3800.00,532.00,-18748.00,21420.00,-156.00,752.00,-1524.00,-40.00,0.00,-1484.00,636.00,0.00,1216.00,4232.00,3937.00,305217.00,0.00,0.00,400.00,235588.00,176012.00,51852.00,-3556.00,4.00,-3560.00,15248.00,2080.00,55457.00,56635.00,43621.00,327525.00
1988:Q3,1605883.00,506669.00,377635.00,142600.00,2392.00,366084.00,89946.00,114511.00,6046.00,1735855.00,819698.00,483457.00,99281.00,304182.00,29237.00,-129972.00,175605.00,44.00,-11566.00,57155.00,53936.00,258717.00,1985.00,-206766.00,75967.00,14450.00,20718.00,1504.00,0.00,2300.00,33204.00,436.00,-23212.00,54884.00,344.00,752.00,8284.00,-2648.00,0.00,10932.00,1220.00,220.00,-2272.00,-3128.00,-533.00,282733.00,0.00,0.00,480.00,238976.00,168456.00,49624.00,-2808.00,-8.00,-2800.00,12420.00,148.00,33517.00,3219.00,101979.00,308745.00
1988:Q4,1639339.00,517219.00,382546.00,149434.00,2232.00,371980.00,93181.00,116244.00,6503.00,1778938.00,843570.00,489549.00,105826.00,311428.00,28565.00,-139599.00,178598.00,2108.00,-11654.00,48545.00,-7685.00,262821.00,3617.00,-274123.00,30481.00,-4142.00,-3554.00,-3680.00,0.00,-11528.00,59364.00,312.00,28584.00,28416.00,808.00,1244.00,-28300.00,8520.00,0.00,-36820.00,1500.00,152.00,17272.00,-287.00,3684.00,304604.00,0.00,0.00,648.00,249340.00,137064.00,70668.00,-4016.00,-16.00,-4000.00,25696.00,2380.00,30556.00,56230.00,5897.00,280020.00
1989:Q1,1701306.00,552892.00,391097.00,153882.00,3000.00,381524.00,93749.00,118618.00,6544.00,1819107.00,853437.00,513031.00,101076.00,323609.00,27954.00,-117801.00,181549.00,-140.00,-11417.00,75305.00,21976.00,263439.00,4725.00,-246188.00,25534.00,7792.00,-48812.00,-4153.00,0.00,31912.00,20374.00,436.00,-29974.00,47256.00,904.00,1752.00,8285.00,6253.00,0.00,2032.00,1256.00,444.00,4616.00,4184.00,-364.00,271722.00,0.00,1400.00,560.00,220022.00,191180.00,30018.00,1500.00,-4.00,1504.00,23160.00,88.00,24992.00,53329.00,54005.00,300193.00
1989:Q2,1713262.00,566676.00,397372.00,140749.00,2464.00,384520.00,94803.00,119954.00,6724.00,1857854.00,878563.00,520555.00,99768.00,331579.00,27389.00,-144592.00,184594.00,2978.00,-12443.00,49467.00,89508.00,267517.00,3223.00,-181232.00,108862.00,24328.00,22411.00,-1171.00,0.00,9460.00,44855.00,816.00,3531.00,37620.00,636.00,2252.00,5507.00,4111.00,0.00,1396.00,912.00,1092.00,7897.00,-9549.00,3121.00,290094.00,0.00,12600.00,720.00,183175.00,143672.00,34371.00,104.00,-4.00,108.00,18588.00,2108.00,72799.00,-40041.00,105223.00,286455.00
1989:Q3,1733994.00,571576.00,403844.00,135866.00,2736.00,388052.00,97721.00,127575.00,6624.00,1890318.00,889558.00,529991.00,108974.00,334700.00,27095.00,-156324.00,187566.00,-561.00,-12197.00,44000.00,45078.00,275009.00,4243.00,-234174.00,82209.00,11772.00,-24674.00,-8760.00,0.00,13532.00,50955.00,1064.00,12595.00,34652.00,392.00,2252.00,-6031.00,5169.00,0.00,-11200.00,612.00,1604.00,3735.00,-2027.00,41491.00,316383.00,0.00,0.00,440.00,233145.00,175752.00,50293.00,-2412.00,-4.00,-2408.00,13852.00,-32.00,71390.00,-1079.00,72022.00,306195.00
1989:Q4,1744468.00,579792.00,403155.00,135315.00,2760.00,393652.00,95428.00,127567.00,6799.00,1922620.00,904395.00,541231.00,111732.00,337988.00,27274.00,-178152.00,190400.00,2719.00,-12291.00,21820.00,-3654.00,275758.00,4401.00,-283813.00,101728.00,6842.00,-4219.00,2392.00,0.00,9680.00,40420.00,1188.00,33172.00,4136.00,180.00,1744.00,5409.00,6797.00,0.00,-1388.00,1488.00,2340.00,10468.00,4208.00,22700.00,385541.00,0.00,0.00,548.00,277714.00,206561.00,75733.00,-124.00,0.00,-124.00,26069.00,2464.00,78870.00,25474.00,68680.00,352493.00
1990:Q1,1779294.00,582507.00,419362.00,135042.00,2688.00,405992.00,95771.00,133284.00,4648.00,1972067.00,927401.00,562164.00,113223.00,342155.00,27124.00,-192773.00,193437.00,-284.00,-12767.00,13715.00,11450.00,286629.00,5073.00,-280252.00,98118.00,6392.00,-26301.00,-9039.00,0.00,1444.00,91218.00,1564.00,130734.00,-42552.00,220.00,1252.00,44877.00,34349.00,0.00,10528.00,2060.00,3044.00,2189.00,-16499.00,-1268.00,378370.00,0.00,0.00,600.00,345151.00,242976.00,72603.00,1004.00,4.00,1000.00,3024.00,-16.00,28607.00,2265.00,-33616.00,246636.00
1990:Q2,1802843.00,594581.00,419501.00,139979.00,2888.00,410296.00,95245.00,137098.00,3255.00,2007945.00,940147.00,573740.00,120784.00,346325.00,26949.00,-205102.00,196395.00,1486.00,-18578.00,8385.00,68747.00,288438.00,4332.00,-224023.00,141682.00,-1304.00,-16108.00,1602.00,0.00,12644.00,9366.00,2184.00,6038.00,-124.00,516.00,752.00,45574.00,47910.00,0.00,-2336.00,864.00,2704.00,7744.00,-761.00,79357.00,365705.00,0.00,0.00,644.00,293084.00,246921.00,40791.00,588.00,-12.00,600.00,10220.00,2192.00,58978.00,-60362.00,135045.00,359068.00
1990:Q3,1832213.00,600726.00,426879.00,144623.00,3040.00,416092.00,96865.00,141147.00,2841.00,2036859.00,949690.00,584444.00,121037.00,354757.00,26931.00,-204646.00,199517.00,-290.00,-15410.00,10571.00,73294.00,290711.00,4387.00,-221804.00,133454.00,-4212.00,31398.00,-8005.00,0.00,1580.00,21172.00,2720.00,17444.00,-660.00,916.00,752.00,65374.00,59262.00,0.00,6112.00,4012.00,5352.00,2364.00,2818.00,11600.00,355258.00,0.00,0.00,396.00,310847.00,290116.00,22050.00,1596.00,-4.00,1600.00,7456.00,140.00,34823.00,-62723.00,114409.00,336213.00
1990:Q4,1854480.00,600858.00,434218.00,142781.00,3504.00,415920.00,107757.00,147252.00,2190.00,2081446.00,974739.00,603004.00,116501.00,360234.00,26968.00,-226966.00,202034.00,2468.00,13227.00,-40627.00,-10605.00,295690.00,6003.00,-312298.00,91079.00,2370.00,25266.00,3849.00,0.00,7256.00,14424.00,3156.00,11656.00,-3048.00,1416.00,1244.00,-266.00,21790.00,0.00,-22056.00,152.00,2716.00,-9442.00,-8594.00,53348.00,403377.00,0.00,6000.00,2172.00,356638.00,308378.00,49271.00,312.00,0.00,312.00,7745.00,2436.00,28075.00,-30023.00,79111.00,391409.00
1991:Q1,1854053.00,580765.00,444271.00,136761.00,2664.00,426480.00,100425.00,157152.00,5535.00,2059039.00,996436.00,628596.00,41319.00,365551.00,27137.00,-204986.00,205110.00,-74.00,-11087.00,11285.00,-14773.00,290745.00,5999.00,-311517.00,42090.00,1314.00,61736.00,-34869.00,0.00,-8396.00,39520.00,3720.00,25372.00,7488.00,1252.00,1688.00,44761.00,44081.00,0.00,680.00,-1464.00,1196.00,-13369.00,-25440.00,-22900.00,353607.00,0.00,0.00,-1192.00,282880.00,257492.00,49388.00,-268.00,4.00,-272.00,1177.00,244.00,70765.00,26057.00,16990.00,328507.00
1991:Q2,1870639.00,585974.00,451603.00,131671.00,2688.00,429768.00,97638.00,163328.00,7969.00,2139740.00,1001420.00,649452.00,90938.00,370717.00,27213.00,-269101.00,207904.00,2614.00,-14397.00,-49414.00,-33829.00,295137.00,6001.00,-334967.00,58395.00,-1768.00,-59448.00,5441.00,0.00,19876.00,2879.00,4404.00,-7637.00,3632.00,416.00,2064.00,31693.00,36833.00,0.00,-5140.00,1724.00,4664.00,2526.00,21744.00,29064.00,393362.00,0.00,0.00,448.00,351667.00,295217.00,62651.00,-712.00,-4.00,-708.00,9489.00,2288.00,30182.00,-15585.00,66740.00,401707.00
1991:Q3,1898282.00,590233.00,461167.00,132420.00,2564.00,434668.00,97416.00,171598.00,8216.00,2190610.00,1006826.00,659684.00,123715.00,372881.00,27504.00,-292328.00,210377.00,618.00,-469.00,-82100.00,-33226.00,295562.00,5985.00,-334773.00,198041.00,-7536.00,-2783.00,-2857.00,0.00,3880.00,84246.00,5344.00,62278.00,14808.00,-372.00,2188.00,-200.00,13432.00,0.00,-13632.00,268.00,3056.00,2524.00,-9930.00,127373.00,532814.00,0.00,0.00,400.00,504768.00,434091.00,99469.00,1592.00,0.00,1592.00,13820.00,-436.00,12669.00,-48874.00,134171.00,468944.00
1991:Q4,1926384.00,598632.00,471323.00,133459.00,2492.00,438012.00,93524.00,179307.00,9635.00,2245184.00,1011602.00,689384.00,137617.00,378483.00,28098.00,-318800.00,211694.00,2897.00,-15239.00,-94764.00,-187741.00,294922.00,6001.00,-488664.00,180735.00,-2448.00,135986.00,-11435.00,0.00,11324.00,48231.00,6532.00,19919.00,20840.00,-1120.00,2060.00,-20293.00,-18601.00,0.00,-1692.00,-356.00,2300.00,-613.00,-7168.00,25207.00,669399.00,0.00,0.00,504.00,490300.00,334744.00,151740.00,840.00,0.00,840.00,8134.00,2688.00,166933.00,92977.00,159976.00,648640.00
1992:Q1,1946563.00,588813.00,476247.00,142781.00,2652.00,450812.00,92312.00,183537.00,9409.00,2302696.00,1026589.00,716187.00,152523.00,378822.00,28575.00,-356133.00,212615.00,-1320.00,-15561.00,-126637.00,-158242.00,300311.00,6076.00,-464629.00,-28821.00,2260.00,-92028.00,-7799.00,0.00,-10616.00,51439.00,6592.00,102687.00,-58280.00,-1372.00,1812.00,16874.00,16762.00,0.00,112.00,2000.00,5876.00,-2868.00,-9840.00,15880.00,435807.00,0.00,0.00,72.00,361296.00,373850.00,-1389.00,156.00,0.00,156.00,8741.00,-464.00,66006.00,31605.00,-131665.00,332964.00
1992:Q2,1977804.00,607137.00,481066.00,144147.00,2604.00,455804.00,90024.00,186829.00,10193.00,2345211.00,1040935.00,736087.00,157378.00,381587.00,29224.00,-367407.00,214587.00,2759.00,-14573.00,-141006.00,-112679.00,297732.00,6064.00,-416475.00,41016.00,-2586.00,8763.00,-7205.00,0.00,26248.00,-28211.00,5532.00,-109931.00,73888.00,-1136.00,3436.00,-18890.00,-18202.00,0.00,-688.00,1712.00,5716.00,-1816.00,16832.00,40452.00,457491.00,0.00,0.00,288.00,385204.00,362969.00,21847.00,-208.00,-8.00,-200.00,14680.00,2452.00,55075.00,-28327.00,151147.00,567622.00
1992:Q3,1996046.00,616129.00,485909.00,138330.00,2592.00,459908.00,88353.00,194101.00,10724.00,2383088.00,1061145.00,747643.00,161938.00,381970.00,30392.00,-387042.00,216266.00,553.00,-15861.00,-155468.00,-146327.00,294276.00,6023.00,-446626.00,45737.00,-3306.00,81225.00,1297.00,0.00,-668.00,13233.00,4624.00,-17327.00,23520.00,-996.00,3412.00,-28873.00,-29313.00,0.00,440.00,828.00,4472.00,-9102.00,-6513.00,-6856.00,492363.00,0.00,0.00,188.00,435834.00,370467.00,56340.00,-200.00,0.00,-200.00,10503.00,668.00,45369.00,-9141.00,63264.00,509890.00
1992:Q4,2039224.00,639129.00,490282.00,147335.00,2704.00,461828.00,88110.00,200449.00,9387.00,2409306.00,1068344.00,751983.00,177089.00,379729.00,32161.00,-370082.00,218798.00,2575.00,-16273.00,-137586.00,-162302.00,292151.00,5992.00,-460445.00,-122547.00,-3288.00,-60664.00,-13593.00,0.00,3468.00,-29481.00,3876.00,-44881.00,9580.00,-996.00,2940.00,-17040.00,-17172.00,0.00,132.00,-448.00,2336.00,-483.00,-2278.00,-1076.00,337898.00,0.00,-8000.00,332.00,259309.00,266875.00,-10234.00,-320.00,0.00,-320.00,12256.00,3100.00,71221.00,24716.00,-77346.00,383099.00
