1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1981:Q2,171143.00,17541.00,3068.00,14158.00,2506.00,1010.00,1010.00,0.00,0.00,128711.00,0.00,120017.00,43593.00,76424.00,8694.00,0.00,8694.00,0.00,0.00,0.00,0.00,0.00,0.00,4149.00,0.00,4149.00,169446.00,23626.00,18572.00,123372.00,3401.00,478.00,2923.00,0.00,468.00,0.00,119503.00,0.00,0.00,0.00,3876.00,1246.00,2630.00
1981:Q3,176190.00,16679.00,3318.00,14313.00,2811.00,2486.00,2486.00,0.00,0.00,132991.00,0.00,124330.00,46930.00,77400.00,8661.00,0.00,8661.00,0.00,0.00,0.00,0.00,0.00,0.00,3592.00,0.00,3592.00,174508.00,27243.00,19207.00,123780.00,3977.00,457.00,3520.00,0.00,501.00,0.00,119302.00,0.00,0.00,0.00,4278.00,1257.00,3021.00
1981:Q4,181901.00,16241.00,3318.00,14482.00,1762.00,1601.00,1601.00,0.00,3680.00,136863.00,0.00,127738.00,49359.00,78379.00,9125.00,0.00,9125.00,0.00,0.00,0.00,0.00,0.00,0.00,3954.00,0.00,3954.00,180623.00,25228.00,18645.00,132354.00,4745.00,444.00,4301.00,0.00,684.00,0.00,126925.00,0.00,0.00,0.00,4396.00,1278.00,3118.00
1982:Q1,177889.00,16063.00,3568.00,14637.00,1882.00,2646.00,2646.00,0.00,2167.00,133005.00,0.00,123992.00,45543.00,78449.00,9013.00,0.00,9013.00,0.00,0.00,0.00,0.00,0.00,0.00,3921.00,0.00,3921.00,176387.00,26357.00,16636.00,129843.00,3350.00,484.00,2866.00,0.00,552.00,0.00,125941.00,0.00,0.00,0.00,3551.00,1298.00,2253.00
1982:Q2,178545.00,15889.00,3818.00,14777.00,2545.00,1638.00,1638.00,0.00,0.00,136007.00,0.00,127005.00,47921.00,79084.00,9002.00,0.00,9002.00,0.00,0.00,0.00,0.00,0.00,0.00,3871.00,0.00,3871.00,177114.00,20198.00,20123.00,133300.00,4559.00,460.00,4099.00,0.00,731.00,0.00,128010.00,0.00,0.00,0.00,3493.00,1327.00,2166.00
1982:Q3,186578.00,16233.00,4218.00,14912.00,550.00,1123.00,1123.00,0.00,5616.00,139540.00,0.00,130591.00,50309.00,80282.00,8949.00,0.00,8949.00,0.00,0.00,0.00,0.00,0.00,0.00,4386.00,0.00,4386.00,184899.00,20318.00,19224.00,141917.00,11398.00,423.00,10975.00,0.00,512.00,0.00,130007.00,0.00,0.00,0.00,3440.00,1341.00,2099.00
1982:Q4,194259.00,16882.00,4618.00,15043.00,2735.00,717.00,717.00,0.00,5773.00,144544.00,0.00,135607.00,54425.00,81182.00,8937.00,0.00,8937.00,0.00,0.00,0.00,0.00,0.00,0.00,3947.00,0.00,3947.00,192900.00,26489.00,19556.00,142505.00,5462.00,429.00,5033.00,0.00,435.00,0.00,136608.00,0.00,0.00,0.00,4350.00,1359.00,2991.00
1983:Q1,188815.00,16088.00,4618.00,15213.00,486.00,2808.00,2808.00,0.00,0.00,145566.00,0.00,136651.00,55469.00,81182.00,8915.00,0.00,8915.00,0.00,0.00,0.00,0.00,0.00,0.00,4036.00,0.00,4036.00,187126.00,23419.00,18310.00,142079.00,4070.00,498.00,3572.00,0.00,587.00,0.00,137422.00,0.00,0.00,0.00,3318.00,1393.00,1925.00
1983:Q2,194943.00,15417.00,4618.00,15392.00,1020.00,3610.00,3610.00,0.00,1580.00,149401.00,0.00,140511.00,58213.00,82298.00,8890.00,0.00,8890.00,0.00,0.00,0.00,0.00,0.00,0.00,3905.00,0.00,3905.00,193274.00,18004.00,20476.00,151251.00,9297.00,533.00,8764.00,0.00,379.00,0.00,141575.00,0.00,0.00,0.00,3543.00,1421.00,2122.00
1983:Q3,206823.00,14811.00,4618.00,15568.00,-60.00,1625.00,1625.00,0.00,10925.00,154908.00,0.00,146171.00,62898.00,83273.00,8737.00,0.00,8737.00,0.00,0.00,0.00,0.00,0.00,0.00,4428.00,0.00,4428.00,204935.00,20697.00,17434.00,162901.00,17025.00,468.00,16557.00,0.00,487.00,0.00,145389.00,0.00,0.00,0.00,3903.00,1446.00,2457.00
1983:Q4,203665.00,14761.00,4618.00,15732.00,1563.00,918.00,918.00,0.00,2010.00,159203.00,0.00,150558.00,54425.00,96133.00,8645.00,0.00,8645.00,0.00,0.00,0.00,0.00,0.00,0.00,4860.00,0.00,4860.00,202200.00,21446.00,21023.00,155497.00,4124.00,463.00,3661.00,0.00,461.00,0.00,150912.00,0.00,0.00,0.00,4234.00,1465.00,2769.00
1984:Q1,201531.00,15087.00,4618.00,15889.00,787.00,896.00,896.00,0.00,0.00,159372.00,0.00,150814.00,66366.00,84448.00,8558.00,0.00,8558.00,0.00,0.00,0.00,0.00,0.00,0.00,4882.00,0.00,4882.00,199545.00,22167.00,17358.00,156075.00,4187.00,503.00,3684.00,0.00,509.00,0.00,151379.00,0.00,0.00,0.00,3945.00,1499.00,2446.00
1984:Q2,206609.00,14783.00,4618.00,16113.00,-655.00,4760.00,4760.00,0.00,0.00,161360.00,0.00,152859.00,66928.00,85931.00,8501.00,0.00,8501.00,0.00,0.00,0.00,0.00,0.00,0.00,5630.00,0.00,5630.00,204707.00,20252.00,18098.00,162304.00,4920.00,523.00,4397.00,0.00,412.00,0.00,156972.00,0.00,0.00,0.00,4053.00,1541.00,2512.00
1984:Q3,214321.00,14572.00,4618.00,16237.00,289.00,6633.00,6633.00,0.00,0.00,163511.00,0.00,155018.00,68487.00,86531.00,8493.00,0.00,8493.00,0.00,0.00,0.00,0.00,0.00,0.00,8461.00,0.00,8461.00,212438.00,23612.00,18374.00,166331.00,8979.00,465.00,8514.00,0.00,386.00,0.00,156966.00,0.00,0.00,0.00,4121.00,1597.00,2524.00
1984:Q4,218245.00,14627.00,4618.00,16418.00,855.00,3577.00,3577.00,0.00,2015.00,167612.00,0.00,159223.00,71035.00,88188.00,8389.00,0.00,8389.00,0.00,0.00,0.00,0.00,0.00,0.00,8523.00,0.00,8523.00,216619.00,21819.00,24273.00,165774.00,5829.00,513.00,5316.00,0.00,422.00,0.00,159523.00,0.00,0.00,0.00,4753.00,1626.00,3127.00
1985:Q1,216737.00,15024.00,4618.00,16588.00,298.00,2582.00,2582.00,0.00,0.00,169355.00,0.00,160983.00,71469.00,89514.00,8372.00,0.00,8372.00,0.00,0.00,0.00,0.00,0.00,0.00,8272.00,0.00,8272.00,214269.00,26997.00,18083.00,165124.00,3617.00,554.00,3063.00,0.00,394.00,0.00,161113.00,0.00,0.00,0.00,4065.00,1687.00,2378.00
1985:Q2,223645.00,15190.00,4618.00,16783.00,262.00,1338.00,1338.00,0.00,0.00,177413.00,0.00,169110.00,78301.00,90809.00,8303.00,0.00,8303.00,0.00,0.00,0.00,0.00,0.00,0.00,8041.00,0.00,8041.00,221390.00,27236.00,18882.00,171332.00,3876.00,588.00,3288.00,0.00,439.00,0.00,167017.00,0.00,0.00,0.00,3940.00,1721.00,2219.00
1985:Q3,226487.00,16005.00,4618.00,16924.00,69.00,2520.00,2520.00,0.00,0.00,177929.00,0.00,169702.00,79231.00,90471.00,8227.00,0.00,8227.00,0.00,0.00,0.00,0.00,0.00,0.00,8422.00,0.00,8422.00,223982.00,27162.00,21104.00,171676.00,4720.00,546.00,4174.00,0.00,724.00,0.00,166232.00,0.00,0.00,0.00,4040.00,1753.00,2287.00
1985:Q4,243163.00,18062.00,4718.00,17052.00,988.00,3060.00,3060.00,0.00,5223.00,186025.00,0.00,177798.00,85425.00,92373.00,8227.00,0.00,8227.00,0.00,0.00,0.00,0.00,0.00,0.00,8035.00,0.00,8035.00,241382.00,28631.00,25537.00,182369.00,9901.00,550.00,9351.00,0.00,540.00,0.00,171928.00,0.00,0.00,0.00,4845.00,1781.00,3064.00
1986:Q1,234540.00,18723.00,4718.00,17207.00,560.00,818.00,818.00,0.00,0.00,184807.00,0.00,176620.00,84247.00,92373.00,8187.00,0.00,8187.00,0.00,0.00,0.00,0.00,0.00,0.00,7707.00,0.00,7707.00,232383.00,30782.00,21251.00,176704.00,3897.00,617.00,3280.00,0.00,338.00,511.00,171958.00,0.00,0.00,0.00,3646.00,1821.00,1825.00
1986:Q2,241940.00,19230.00,4818.00,17330.00,283.00,952.00,952.00,0.00,0.00,191986.00,0.00,183849.00,91476.00,92373.00,8137.00,0.00,8137.00,0.00,0.00,0.00,0.00,0.00,0.00,7341.00,0.00,7341.00,239453.00,31940.00,22221.00,181624.00,3744.00,601.00,3143.00,0.00,370.00,450.00,177060.00,0.00,0.00,0.00,3668.00,1807.00,1861.00
1986:Q3,252585.00,20159.00,5018.00,17438.00,849.00,879.00,879.00,0.00,8123.00,192484.00,0.00,184437.00,92064.00,92373.00,8047.00,0.00,8047.00,0.00,0.00,0.00,0.00,0.00,0.00,7635.00,0.00,7635.00,250164.00,36794.00,22609.00,187072.00,8006.00,492.00,7514.00,0.00,382.00,663.00,178021.00,0.00,0.00,0.00,3689.00,1849.00,1840.00
1986:Q4,275083.00,20479.00,5018.00,17567.00,1261.00,1565.00,1565.00,0.00,16005.00,205454.00,0.00,197625.00,103775.00,93850.00,7829.00,0.00,7829.00,0.00,0.00,0.00,0.00,0.00,0.00,7734.00,0.00,7734.00,273209.00,48107.00,25652.00,195701.00,8015.00,427.00,7588.00,0.00,424.00,917.00,186345.00,0.00,0.00,0.00,3749.00,1874.00,1875.00
1987:Q1,261087.00,20486.00,5018.00,17735.00,5241.00,1587.00,1587.00,0.00,0.00,204128.00,0.00,196409.00,102812.00,93597.00,7719.00,0.00,7719.00,0.00,0.00,0.00,0.00,0.00,0.00,6892.00,0.00,6892.00,258540.00,41973.00,22493.00,190443.00,4094.00,518.00,3576.00,0.00,466.00,577.00,185306.00,0.00,0.00,0.00,3631.00,1916.00,1715.00
1987:Q2,272864.00,20178.00,5018.00,17889.00,1579.00,972.00,972.00,0.00,3054.00,217931.00,0.00,210248.00,107702.00,102546.00,7683.00,0.00,7683.00,0.00,0.00,0.00,0.00,0.00,0.00,6243.00,0.00,6243.00,270333.00,36102.00,23950.00,206282.00,14266.00,492.00,13774.00,0.00,346.00,458.00,191212.00,0.00,0.00,0.00,3999.00,1961.00,2038.00
1987:Q3,272602.00,18112.00,5018.00,18006.00,248.00,1941.00,1941.00,0.00,0.00,219564.00,0.00,211941.00,105785.00,106156.00,7623.00,0.00,7623.00,0.00,0.00,0.00,0.00,0.00,0.00,9713.00,0.00,9713.00,270334.00,39027.00,24422.00,202869.00,9580.00,460.00,9120.00,0.00,507.00,419.00,192363.00,0.00,0.00,0.00,4016.00,2009.00,2007.00
1987:Q4,285836.00,16688.00,5018.00,18177.00,811.00,3815.00,3815.00,0.00,4961.00,226459.00,0.00,218906.00,107691.00,111215.00,7553.00,0.00,7553.00,0.00,0.00,0.00,0.00,0.00,0.00,9907.00,0.00,9907.00,283789.00,41784.00,24858.00,212432.00,5759.00,446.00,5313.00,0.00,313.00,1027.00,205333.00,0.00,0.00,0.00,4715.00,2047.00,2668.00
1988:Q1,276796.00,17653.00,5018.00,18339.00,298.00,2311.00,2311.00,0.00,0.00,225049.00,0.00,217496.00,107256.00,110240.00,7553.00,0.00,7553.00,0.00,0.00,0.00,0.00,0.00,0.00,8128.00,0.00,8128.00,274264.00,38777.00,23110.00,207930.00,2882.00,479.00,2403.00,0.00,649.00,436.00,203963.00,0.00,0.00,0.00,4447.00,2095.00,2352.00
1988:Q2,289191.00,17229.00,5018.00,18501.00,259.00,2464.00,2464.00,0.00,7426.00,230003.00,0.00,222450.00,105473.00,116977.00,7553.00,0.00,7553.00,0.00,0.00,0.00,0.00,0.00,0.00,8291.00,0.00,8291.00,287022.00,35681.00,25565.00,220898.00,10194.00,432.00,9762.00,0.00,443.00,351.00,209910.00,0.00,0.00,0.00,4878.00,2110.00,2768.00
1988:Q3,296600.00,20524.00,5018.00,18637.00,1199.00,2154.00,2154.00,0.00,9490.00,231126.00,0.00,223573.00,106596.00,116977.00,7553.00,0.00,7553.00,0.00,0.00,0.00,0.00,0.00,0.00,8452.00,0.00,8452.00,294075.00,39038.00,22093.00,227590.00,13412.00,389.00,13023.00,0.00,392.00,358.00,213428.00,0.00,0.00,0.00,5354.00,2097.00,3257.00
1988:Q4,304881.00,20131.00,5018.00,18799.00,1286.00,2170.00,2170.00,0.00,6861.00,241215.00,0.00,233662.00,112782.00,120880.00,7553.00,0.00,7553.00,0.00,0.00,0.00,0.00,0.00,0.00,9401.00,0.00,9401.00,302768.00,39347.00,27561.00,230061.00,9051.00,395.00,8656.00,0.00,374.00,548.00,220088.00,0.00,0.00,0.00,5799.00,2113.00,3686.00
1989:Q1,292581.00,21475.00,5368.00,19036.00,557.00,2454.00,2454.00,0.00,0.00,235422.00,0.00,228643.00,108011.00,120632.00,6779.00,0.00,6779.00,0.00,0.00,0.00,0.00,0.00,0.00,8269.00,0.00,8269.00,290295.00,37394.00,22203.00,226332.00,4919.00,457.00,4462.00,0.00,415.00,246.00,220752.00,0.00,0.00,0.00,4366.00,2131.00,2235.00
1989:Q2,306775.00,30216.00,8518.00,19253.00,-203.00,841.00,841.00,0.00,0.00,238421.00,0.00,231767.00,109031.00,122736.00,6654.00,0.00,6654.00,0.00,0.00,0.00,0.00,0.00,0.00,9729.00,0.00,9729.00,304014.00,37381.00,22775.00,239477.00,12627.00,474.00,12153.00,0.00,288.00,156.00,226406.00,0.00,0.00,0.00,4381.00,2145.00,2236.00
1989:Q3,302034.00,37408.00,8518.00,19425.00,501.00,598.00,598.00,0.00,0.00,227606.00,0.00,221051.00,98487.00,122564.00,6555.00,0.00,6555.00,0.00,0.00,0.00,0.00,0.00,0.00,7978.00,0.00,7978.00,298536.00,32253.00,23122.00,238925.00,13892.00,440.00,13452.00,0.00,366.00,209.00,224458.00,0.00,0.00,0.00,4236.00,2198.00,2038.00
1989:Q4,314704.00,42334.00,8518.00,19627.00,1131.00,481.00,481.00,0.00,2117.00,233300.00,0.00,226775.00,104581.00,122194.00,6525.00,0.00,6525.00,0.00,0.00,0.00,0.00,0.00,0.00,7196.00,0.00,7196.00,312461.00,38327.00,28671.00,240285.00,6672.00,455.00,6217.00,0.00,607.00,1222.00,231784.00,0.00,0.00,0.00,5178.00,2243.00,2935.00
1990:Q1,307102.00,44451.00,8518.00,19841.00,376.00,2163.00,2163.00,0.00,1933.00,224423.00,0.00,217899.00,95504.00,122395.00,6524.00,0.00,6524.00,0.00,0.00,0.00,0.00,0.00,0.00,5397.00,0.00,5397.00,304929.00,36129.00,23251.00,240341.00,5372.00,540.00,4832.00,0.00,302.00,241.00,234426.00,0.00,0.00,0.00,5208.00,2313.00,2895.00
1990:Q2,317837.00,45231.00,8518.00,20066.00,656.00,586.00,586.00,0.00,0.00,237829.00,0.00,231383.00,108838.00,122545.00,6446.00,0.00,6446.00,0.00,0.00,0.00,0.00,0.00,0.00,4951.00,0.00,4951.00,314979.00,36336.00,24294.00,249320.00,6050.00,580.00,5470.00,0.00,382.00,183.00,242705.00,0.00,0.00,0.00,5029.00,2344.00,2685.00
1990:Q3,323020.00,45456.00,8518.00,20221.00,1877.00,505.00,505.00,0.00,0.00,240750.00,0.00,234373.00,111828.00,122545.00,6377.00,0.00,6377.00,0.00,0.00,0.00,0.00,0.00,0.00,5693.00,0.00,5693.00,319834.00,33834.00,24752.00,255984.00,8165.00,527.00,7638.00,0.00,437.00,235.00,247147.00,0.00,0.00,0.00,5264.00,2399.00,2865.00
1990:Q4,342296.00,43632.00,10018.00,20402.00,2222.00,190.00,190.00,0.00,18354.00,241432.00,0.00,235090.00,112520.00,122570.00,6342.00,0.00,6342.00,0.00,0.00,0.00,0.00,0.00,0.00,6046.00,0.00,6046.00,339873.00,38658.00,32590.00,264446.00,9521.00,561.00,8960.00,0.00,390.00,162.00,254373.00,0.00,0.00,0.00,4179.00,2423.00,1756.00
1991:Q1,327141.00,41098.00,10018.00,20574.00,2582.00,244.00,244.00,0.00,0.00,247307.00,0.00,240965.00,114245.00,126720.00,6342.00,0.00,6342.00,0.00,0.00,0.00,0.00,0.00,0.00,5318.00,0.00,5318.00,326519.00,24067.00,24707.00,273881.00,11545.00,623.00,10922.00,0.00,236.00,124.00,261976.00,0.00,0.00,0.00,3864.00,2501.00,1363.00
1991:Q2,332550.00,39682.00,10018.00,20749.00,442.00,1479.00,1479.00,0.00,1439.00,253697.00,0.00,247484.00,119314.00,128170.00,6213.00,0.00,6213.00,0.00,0.00,0.00,0.00,0.00,0.00,5044.00,0.00,5044.00,330405.00,22201.00,25627.00,278743.00,12435.00,613.00,11822.00,0.00,234.00,141.00,265933.00,0.00,0.00,0.00,3834.00,2545.00,1289.00
1991:Q3,338233.00,36938.00,10018.00,20886.00,232.00,315.00,315.00,0.00,0.00,264708.00,0.00,258554.00,128569.00,129985.00,6154.00,0.00,6154.00,0.00,0.00,0.00,0.00,0.00,0.00,5136.00,0.00,5136.00,334178.00,27404.00,28757.00,273892.00,8535.00,607.00,7928.00,0.00,392.00,213.00,264752.00,0.00,0.00,0.00,4125.00,2565.00,1560.00
1991:Q4,364603.00,38622.00,10018.00,21014.00,731.00,218.00,218.00,0.00,15898.00,272530.00,0.00,266486.00,132635.00,133851.00,6044.00,0.00,6044.00,0.00,0.00,0.00,0.00,0.00,0.00,5572.00,0.00,5572.00,361952.00,29413.00,33603.00,295097.00,18333.00,636.00,17697.00,0.00,985.00,1626.00,274153.00,0.00,0.00,0.00,3839.00,2652.00,1187.00
1992:Q1,347421.00,37050.00,10018.00,21135.00,512.00,52.00,52.00,0.00,1805.00,271756.00,0.00,265796.00,129492.00,136304.00,5960.00,0.00,5960.00,0.00,0.00,0.00,0.00,0.00,0.00,5093.00,0.00,5093.00,344294.00,29480.00,29338.00,281986.00,7557.00,711.00,6846.00,0.00,384.00,175.00,273870.00,0.00,0.00,0.00,3490.00,2745.00,745.00
1992:Q2,355688.00,35477.00,10018.00,21253.00,-166.00,1359.00,1359.00,0.00,0.00,282593.00,0.00,276883.00,136849.00,140034.00,5710.00,0.00,5710.00,0.00,0.00,0.00,0.00,0.00,0.00,5154.00,0.00,5154.00,351012.00,22740.00,29693.00,295878.00,14242.00,612.00,13630.00,0.00,233.00,165.00,281238.00,0.00,0.00,0.00,2701.00,2832.00,-131.00
1992:Q3,377609.00,35418.00,10018.00,21338.00,-227.00,609.00,609.00,0.00,18160.00,285246.00,0.00,279712.00,133752.00,145960.00,5534.00,0.00,5534.00,0.00,0.00,0.00,0.00,0.00,0.00,7047.00,0.00,7047.00,374403.00,27665.00,30194.00,313607.00,25113.00,527.00,24586.00,0.00,554.00,216.00,287724.00,0.00,0.00,0.00,2937.00,2977.00,-40.00
1992:Q4,381738.00,32476.00,8018.00,21447.00,3253.00,675.00,675.00,0.00,8094.00,300424.00,0.00,295011.00,141794.00,153217.00,5413.00,0.00,5413.00,0.00,0.00,0.00,0.00,0.00,0.00,7351.00,0.00,7351.00,378685.00,32079.00,31870.00,311315.00,8000.00,508.00,7492.00,0.00,237.00,247.00,302831.00,0.00,0.00,0.00,3421.00,3054.00,367.00
1993:Q1,382567.00,33289.00,8018.00,21573.00,337.00,753.00,753.00,0.00,7323.00,303584.00,0.00,298461.00,142104.00,156357.00,5123.00,0.00,5123.00,0.00,0.00,0.00,0.00,0.00,0.00,7690.00,0.00,7690.00,379160.00,34533.00,30561.00,310062.00,7267.00,515.00,6752.00,0.00,327.00,212.00,302256.00,0.00,0.00,0.00,4004.00,3187.00,817.00
1993:Q2,408148.00,33286.00,8018.00,21705.00,221.00,1534.00,1534.00,0.00,16005.00,318175.00,0.00,313143.00,151796.00,161347.00,5032.00,0.00,5032.00,0.00,0.00,0.00,0.00,0.00,0.00,9204.00,0.00,9204.00,404960.00,27724.00,32210.00,341203.00,28818.00,432.00,28386.00,0.00,294.00,183.00,311908.00,0.00,0.00,0.00,3823.00,3288.00,535.00
1993:Q3,408930.00,34230.00,8018.00,21866.00,947.00,2918.00,2918.00,0.00,8442.00,324161.00,0.00,319357.00,151982.00,167375.00,4804.00,0.00,4804.00,0.00,0.00,0.00,0.00,0.00,0.00,8348.00,0.00,8348.00,404988.00,29934.00,31735.00,338171.00,17673.00,384.00,17289.00,0.00,508.00,200.00,319790.00,0.00,0.00,0.00,5148.00,3331.00,1817.00
1993:Q4,423836.00,33291.00,8018.00,22095.00,909.00,94.00,94.00,0.00,13212.00,336653.00,0.00,332015.00,160368.00,171647.00,4638.00,0.00,4638.00,0.00,0.00,0.00,0.00,0.00,0.00,9564.00,0.00,9564.00,420434.00,34951.00,32671.00,348467.00,15186.00,377.00,14809.00,0.00,396.00,285.00,332600.00,0.00,0.00,0.00,4345.00,3401.00,944.00
1994:Q1,421002.00,34250.00,8018.00,22318.00,444.00,463.00,463.00,0.00,5450.00,341487.00,0.00,337260.00,162947.00,174313.00,4227.00,0.00,4227.00,0.00,0.00,0.00,0.00,0.00,0.00,8572.00,0.00,8572.00,416513.00,35733.00,31439.00,344814.00,6551.00,370.00,6181.00,0.00,460.00,210.00,337593.00,0.00,0.00,0.00,4527.00,3445.00,1082.00
1994:Q2,436542.00,33361.00,8018.00,22528.00,866.00,701.00,701.00,0.00,10639.00,351564.00,0.00,347644.00,168576.00,179068.00,3920.00,0.00,3920.00,0.00,0.00,0.00,0.00,0.00,0.00,8865.00,0.00,8865.00,431866.00,33358.00,34426.00,358228.00,9709.00,353.00,9356.00,0.00,615.00,177.00,347727.00,0.00,0.00,0.00,5854.00,3523.00,2331.00
1994:Q3,433704.00,34153.00,8018.00,22779.00,188.00,504.00,504.00,0.00,2510.00,356816.00,0.00,353010.00,169785.00,183225.00,3806.00,0.00,3806.00,0.00,0.00,0.00,0.00,0.00,0.00,8736.00,0.00,8736.00,429131.00,30054.00,31155.00,362183.00,7211.00,363.00,6848.00,0.00,347.00,215.00,354410.00,0.00,0.00,0.00,5739.00,3608.00,2131.00
1994:Q4,452082.00,32984.00,8018.00,22994.00,-716.00,223.00,223.00,0.00,10590.00,368156.00,0.00,364519.00,177378.00,187141.00,3637.00,0.00,3637.00,0.00,0.00,0.00,0.00,0.00,0.00,9833.00,0.00,9833.00,448398.00,30789.00,38129.00,374238.00,7496.00,335.00,7161.00,0.00,256.00,772.00,365714.00,0.00,0.00,0.00,5242.00,3683.00,1559.00
1995:Q1,450064.00,36242.00,8018.00,23226.00,57.00,84.00,84.00,0.00,6698.00,367115.00,0.00,363707.00,177187.00,186520.00,3408.00,0.00,3408.00,0.00,0.00,0.00,0.00,0.00,0.00,8624.00,0.00,8624.00,443980.00,30009.00,31291.00,375906.00,4904.00,361.00,4543.00,0.00,380.00,290.00,370332.00,0.00,0.00,0.00,6774.00,3786.00,2988.00
1995:Q2,468884.00,34918.00,8018.00,23490.00,292.00,217.00,217.00,0.00,16785.00,375737.00,0.00,372641.00,181965.00,190676.00,3096.00,0.00,3096.00,0.00,0.00,0.00,0.00,0.00,0.00,9427.00,0.00,9427.00,464199.00,24946.00,33596.00,398487.00,21296.00,319.00,20977.00,0.00,182.00,131.00,376878.00,0.00,0.00,0.00,7170.00,3815.00,3355.00
1995:Q3,453413.00,32608.00,10168.00,23760.00,73.00,421.00,421.00,0.00,6520.00,370564.00,0.00,367669.00,177093.00,190576.00,2895.00,0.00,2895.00,0.00,0.00,0.00,0.00,0.00,0.00,9299.00,0.00,9299.00,448857.00,23432.00,33072.00,385573.00,8942.00,322.00,8620.00,0.00,219.00,218.00,376194.00,0.00,0.00,0.00,6780.00,3915.00,2865.00
1995:Q4,471896.00,32053.00,10168.00,24003.00,107.00,135.00,135.00,0.00,13862.00,380831.00,0.00,378197.00,183116.00,195081.00,2634.00,0.00,2634.00,0.00,0.00,0.00,0.00,0.00,0.00,10737.00,0.00,10737.00,467929.00,29611.00,40562.00,391153.00,6249.00,270.00,5979.00,0.00,404.00,818.00,383682.00,0.00,0.00,0.00,6603.00,3966.00,2637.00
1996:Q1,459741.00,30943.00,10168.00,24269.00,28.00,43.00,43.00,0.00,4896.00,379582.00,0.00,377056.00,183202.00,193854.00,2526.00,0.00,2526.00,0.00,0.00,0.00,0.00,0.00,0.00,9812.00,0.00,9812.00,455325.00,24740.00,34386.00,389673.00,7335.00,314.00,7021.00,0.00,210.00,234.00,381894.00,0.00,0.00,0.00,6526.00,4037.00,2489.00
1996:Q2,469234.00,30509.00,10168.00,24520.00,-190.00,636.00,636.00,0.00,7086.00,386302.00,0.00,383914.00,187370.00,196544.00,2388.00,0.00,2388.00,0.00,0.00,0.00,0.00,0.00,0.00,10203.00,0.00,10203.00,464462.00,24594.00,35677.00,397507.00,7981.00,280.00,7701.00,0.00,191.00,223.00,389112.00,0.00,0.00,0.00,6684.00,4138.00,2546.00
1996:Q3,471922.00,30440.00,9718.00,24744.00,640.00,1654.00,1654.00,0.00,8352.00,386219.00,0.00,383910.00,183650.00,200260.00,2309.00,0.00,2309.00,0.00,0.00,0.00,0.00,0.00,0.00,10155.00,0.00,10155.00,467228.00,20997.00,38227.00,400670.00,7986.00,286.00,7700.00,0.00,270.00,269.00,392145.00,0.00,0.00,0.00,7334.00,4535.00,2799.00
1996:Q4,495199.00,30218.00,9718.00,24966.00,4296.00,85.00,85.00,0.00,21583.00,393132.00,0.00,390907.00,190647.00,200260.00,2225.00,0.00,2225.00,0.00,0.00,0.00,0.00,0.00,0.00,11201.00,0.00,11201.00,490704.00,24524.00,45186.00,414419.00,7991.00,249.00,7742.00,0.00,181.00,785.00,405462.00,0.00,0.00,0.00,6575.00,4602.00,1973.00
1997:Q1,485952.00,28907.00,9200.00,25157.00,-519.00,3998.00,3998.00,0.00,11581.00,397070.00,0.00,395076.00,189149.00,205927.00,1994.00,0.00,1994.00,0.00,0.00,0.00,0.00,0.00,0.00,10558.00,0.00,10558.00,480559.00,21845.00,37151.00,414807.00,6258.00,313.00,5945.00,0.00,926.00,247.00,407376.00,0.00,0.00,0.00,6756.00,4762.00,1994.00
1997:Q2,507522.00,28927.00,9200.00,25274.00,461.00,1894.00,1894.00,0.00,16573.00,412410.00,0.00,410914.00,195531.00,215383.00,1496.00,0.00,1496.00,0.00,0.00,0.00,0.00,0.00,0.00,12783.00,0.00,12783.00,502084.00,23219.00,38407.00,432273.00,16711.00,343.00,16368.00,0.00,195.00,211.00,415156.00,0.00,0.00,0.00,8185.00,5050.00,3135.00
1997:Q3,502182.00,28549.00,9200.00,25402.00,-263.00,313.00,313.00,0.00,13918.00,412747.00,0.00,411822.00,193693.00,218129.00,925.00,0.00,925.00,0.00,0.00,0.00,0.00,0.00,0.00,12316.00,0.00,12316.00,495821.00,21791.00,38531.00,428099.00,7947.00,255.00,7692.00,0.00,193.00,288.00,419671.00,0.00,0.00,0.00,7400.00,5227.00,2173.00
