date,FU893065105.Q,FU153165105.Q,FU103165105.Q,FU113165105.Q,FU893065105.Q,FU153065103.Q,FU103065105.Q,FU113065103.Q,FU313065105.Q,FU213065103.Q,FU763065105.Q,FU753065103.Q,FU743065103.Q,FU473065100.Q,FU543065105.Q,FU573065103.Q,FU223065143.Q,FU403065105.Q,FU413065105.Q,FU673065105.Q,FU613065105.Q,FU643065105.Q,FV893065153.Q,FU893065125.Q,FU763065125.Q,FU753065203.Q,FU473065125.Q,FU673065123.Q,FU613065123.Q
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1993:Q1,10097.00,13818.00,-805.00,-2916.00,10097.00,-2227.00,-1287.00,-628.00,-1227.00,-139.00,-8607.00,0.00,339.00,717.00,-1287.00,24.00,-37.00,4974.00,28381.00,3656.00,-12805.00,250.00,0.00,-1535.00,-1447.00,0.00,-87.00,112.00,-113.00
1993:Q2,54252.00,53608.00,-11.00,655.00,54252.00,-2252.00,-1352.00,-195.00,-2519.00,-3525.00,20426.00,0.00,352.00,483.00,-18.00,-71.00,65.00,17334.00,2156.00,7924.00,15078.00,366.00,0.00,-130.00,541.00,0.00,-294.00,150.00,-527.00
1993:Q3,52376.00,50148.00,296.00,1932.00,52376.00,-2277.00,-1329.00,-135.00,-1447.00,-914.00,9323.00,0.00,302.00,239.00,-360.00,109.00,-11.00,9937.00,29480.00,10160.00,-1008.00,308.00,0.00,-1064.00,-822.00,0.00,-152.00,179.00,-269.00
1993:Q4,39815.00,38739.00,86.00,990.00,39815.00,-2277.00,-1214.00,-292.00,-771.00,-1387.00,11711.00,0.00,162.00,505.00,-993.00,-76.00,42.00,7800.00,26084.00,3894.00,-3560.00,187.00,0.00,-4002.00,-3412.00,0.00,-724.00,137.00,-3.00
1994:Q1,31515.00,30274.00,45.00,1196.00,31515.00,-2228.00,362.00,-383.00,-2065.00,-778.00,-13438.00,0.00,125.00,1330.00,-53.00,124.00,66.00,5480.00,42681.00,11717.00,-12059.00,633.00,0.00,-1676.00,-1571.00,0.00,-250.00,215.00,-70.00
1994:Q2,47474.00,45082.00,285.00,2107.00,47474.00,-2252.00,452.00,677.00,-418.00,-128.00,20512.00,0.00,19.00,976.00,28.00,224.00,146.00,258.00,33139.00,1410.00,-8508.00,938.00,0.00,5392.00,4555.00,0.00,420.00,129.00,288.00
1994:Q3,50668.00,46356.00,635.00,3677.00,50668.00,-2277.00,481.00,96.00,72.00,898.00,27533.00,0.00,78.00,1414.00,21.00,219.00,103.00,-642.00,22761.00,1147.00,-2203.00,968.00,0.00,5010.00,3224.00,0.00,1010.00,131.00,645.00
1994:Q4,47575.00,44797.00,319.00,2459.00,47575.00,-2277.00,455.00,341.00,-1460.00,963.00,30452.00,0.00,411.00,1523.00,105.00,-33.00,113.00,-2122.00,16722.00,829.00,1270.00,284.00,0.00,2693.00,1785.00,0.00,413.00,126.00,369.00
1995:Q1,28083.00,25939.00,-225.00,2369.00,28083.00,-2227.00,277.00,-292.00,-739.00,1183.00,20014.00,0.00,68.00,1566.00,136.00,166.00,129.00,-1254.00,8062.00,2997.00,-2723.00,720.00,0.00,2825.00,1198.00,0.00,991.00,152.00,484.00
1995:Q2,49730.00,46210.00,-42.00,3562.00,49730.00,-2252.00,283.00,-132.00,-1946.00,881.00,21868.00,0.00,503.00,239.00,156.00,166.00,122.00,264.00,17486.00,3047.00,8572.00,472.00,0.00,7462.00,6525.00,0.00,207.00,156.00,574.00
1995:Q3,56744.00,51442.00,332.00,4970.00,56744.00,-2277.00,274.00,-212.00,-733.00,442.00,22502.00,0.00,11.00,1316.00,305.00,166.00,129.00,4161.00,26796.00,422.00,2806.00,636.00,0.00,4359.00,2713.00,0.00,888.00,129.00,629.00
1995:Q4,32907.00,30049.00,-180.00,3038.00,32907.00,-1991.00,293.00,-134.00,-1460.00,709.00,-3914.00,0.00,368.00,840.00,-252.00,167.00,134.00,2259.00,41469.00,4291.00,-9898.00,25.00,0.00,1024.00,971.00,0.00,-77.00,179.00,-49.00
1996:Q1,49510.00,45325.00,163.00,4022.00,49510.00,-2231.00,-3813.00,-149.00,-1642.00,295.00,10915.00,0.00,130.00,1381.00,-375.00,166.00,134.00,-5372.00,28456.00,7315.00,14027.00,273.00,0.00,316.00,-749.00,0.00,311.00,221.00,533.00
1996:Q2,59572.00,53356.00,597.00,5619.00,59572.00,-2231.00,-1645.00,-210.00,-488.00,397.00,14146.00,0.00,235.00,3266.00,-376.00,166.00,139.00,67.00,42477.00,7132.00,-3473.00,-30.00,0.00,10239.00,7906.00,0.00,376.00,232.00,1725.00
1996:Q3,64902.00,57162.00,912.00,6828.00,64902.00,-2231.00,-1892.00,-71.00,-859.00,845.00,23371.00,0.00,309.00,1660.00,-729.00,166.00,142.00,-1128.00,33896.00,5645.00,5779.00,-1.00,0.00,5895.00,3542.00,0.00,-159.00,217.00,2295.00
1996:Q4,49255.00,49252.00,-558.00,561.00,49255.00,-2231.00,-1990.00,-80.00,-45.00,773.00,13398.00,0.00,-54.00,2754.00,-374.00,74.00,146.00,-145.00,30555.00,1506.00,4121.00,847.00,0.00,8638.00,4848.00,0.00,2078.00,151.00,1561.00
1997:Q1,45649.00,42296.00,-645.00,3998.00,45649.00,-2231.00,1211.00,-262.00,-1320.00,573.00,10908.00,0.00,-154.00,1447.00,-6.00,200.00,151.00,-3710.00,27395.00,9219.00,1502.00,726.00,0.00,6234.00,3682.00,0.00,973.00,276.00,1303.00
1997:Q2,54518.00,51377.00,405.00,2736.00,54518.00,-2231.00,1306.00,-102.00,-36.00,713.00,29944.00,0.00,-61.00,3074.00,159.00,212.00,155.00,-1834.00,20738.00,4496.00,-3511.00,1496.00,0.00,12048.00,9766.00,0.00,753.00,232.00,1297.00
1997:Q3,92577.00,84994.00,297.00,7286.00,92577.00,-2231.00,1377.00,-142.00,-698.00,927.00,22242.00,0.00,100.00,3799.00,-68.00,231.00,160.00,-570.00,27356.00,14694.00,24285.00,1115.00,0.00,9780.00,6601.00,0.00,984.00,411.00,1784.00
1997:Q4,41842.00,37236.00,253.00,4353.00,41842.00,-2231.00,1377.00,-111.00,4.00,742.00,11829.00,0.00,184.00,1593.00,185.00,133.00,166.00,1425.00,33777.00,10038.00,-19898.00,2629.00,0.00,6367.00,3269.00,0.00,816.00,380.00,1902.00
1998:Q1,68530.00,55226.00,193.00,13111.00,68530.00,-2231.00,-661.00,680.00,-209.00,814.00,24675.00,0.00,285.00,1598.00,-319.00,45.00,353.00,1184.00,20037.00,15180.00,5465.00,1634.00,0.00,1041.00,-741.00,0.00,262.00,441.00,1079.00
1998:Q2,90600.00,78502.00,287.00,11811.00,90600.00,-2231.00,-677.00,680.00,-169.00,849.00,681.00,0.00,384.00,4081.00,-189.00,53.00,643.00,261.00,60411.00,18733.00,4414.00,2676.00,0.00,3695.00,2709.00,0.00,221.00,580.00,185.00
1998:Q3,91640.00,76694.00,597.00,14349.00,91640.00,-2229.00,-671.00,680.00,-107.00,-4643.00,3389.00,0.00,230.00,2541.00,-311.00,149.00,262.00,-234.00,62646.00,20029.00,10187.00,-278.00,0.00,4164.00,644.00,0.00,411.00,580.00,2529.00
1998:Q4,105769.00,91036.00,295.00,14438.00,105769.00,1773.00,-672.00,680.00,149.00,2169.00,34654.00,0.00,159.00,2148.00,251.00,-142.00,291.00,4420.00,39021.00,14123.00,9977.00,-3232.00,0.00,4051.00,770.00,0.00,-155.00,501.00,2935.00
1999:Q1,89974.00,79240.00,349.00,10385.00,89974.00,1773.00,-1627.00,-213.00,-262.00,572.00,-13085.00,0.00,-519.00,1770.00,404.00,178.00,123.00,-5459.00,91472.00,12139.00,4176.00,-1468.00,0.00,1177.00,-167.00,0.00,545.00,458.00,341.00
1999:Q2,108521.00,96499.00,488.00,11534.00,108521.00,1773.00,-1699.00,-213.00,-232.00,206.00,17459.00,0.00,591.00,4924.00,416.00,178.00,376.00,-2179.00,68355.00,11303.00,7578.00,-315.00,0.00,2566.00,1202.00,0.00,241.00,460.00,663.00
1999:Q3,132004.00,118015.00,720.00,13269.00,132004.00,1773.00,-1770.00,-213.00,315.00,176.00,52518.00,0.00,267.00,4642.00,194.00,178.00,-36.00,-1193.00,61295.00,3216.00,10524.00,118.00,0.00,12598.00,7938.00,0.00,2041.00,295.00,2324.00
1999:Q4,97039.00,85477.00,578.00,10984.00,97039.00,1773.00,-1770.00,-213.00,-241.00,1315.00,40280.00,0.00,260.00,2431.00,-874.00,178.00,586.00,-1576.00,43460.00,5217.00,5758.00,455.00,0.00,8070.00,7448.00,0.00,855.00,297.00,-530.00
2000:Q1,71216.00,62248.00,496.00,8472.00,71216.00,1773.00,309.00,-59.00,-63.00,196.00,36088.00,0.00,360.00,2746.00,-466.00,264.00,-455.00,10.00,28262.00,594.00,5085.00,-3428.00,0.00,14941.00,12605.00,0.00,2319.00,-340.00,357.00
2000:Q2,124205.00,112384.00,544.00,11277.00,124205.00,1773.00,309.00,-59.00,-40.00,-383.00,62396.00,0.00,551.00,4802.00,-54.00,262.00,184.00,8085.00,31124.00,1423.00,14208.00,-376.00,0.00,20995.00,15902.00,0.00,1933.00,1252.00,1908.00
2000:Q3,125337.00,113937.00,652.00,10748.00,125337.00,1773.00,309.00,-59.00,-496.00,77.00,35533.00,0.00,387.00,3475.00,-104.00,303.00,-935.00,3097.00,57229.00,13230.00,11700.00,-182.00,0.00,18837.00,14253.00,0.00,2319.00,371.00,1894.00
2000:Q4,104262.00,94968.00,285.00,9009.00,104262.00,1773.00,309.00,-58.00,-97.00,-538.00,-2924.00,0.00,-259.00,1802.00,-213.00,287.00,114.00,4934.00,74261.00,15844.00,8501.00,526.00,0.00,18823.00,15791.00,0.00,726.00,804.00,1502.00
2001:Q1,96870.00,84599.00,869.00,11402.00,96870.00,1773.00,375.00,302.00,-106.00,-299.00,26995.00,0.00,-2032.00,1804.00,-126.00,-891.00,-50.00,1110.00,39298.00,17981.00,10499.00,237.00,0.00,3512.00,1039.00,0.00,686.00,1006.00,781.00
2001:Q2,172059.00,160824.00,661.00,10574.00,172059.00,1773.00,387.00,303.00,-157.00,580.00,28403.00,0.00,443.00,4404.00,224.00,-852.00,-424.00,6428.00,96762.00,16955.00,17100.00,-270.00,0.00,17132.00,13721.00,0.00,795.00,725.00,1891.00
2001:Q3,159700.00,148342.00,389.00,10969.00,159700.00,1767.00,391.00,303.00,-253.00,-1089.00,-5341.00,0.00,133.00,7436.00,174.00,-714.00,162.00,4001.00,119815.00,21754.00,10501.00,660.00,0.00,12340.00,7647.00,0.00,3099.00,544.00,1050.00
2001:Q4,124441.00,114397.00,180.00,9864.00,124441.00,1522.00,392.00,302.00,-82.00,386.00,35408.00,0.00,525.00,2076.00,87.00,-595.00,47.00,10122.00,67018.00,22374.00,-15300.00,159.00,0.00,-1989.00,6358.00,0.00,-365.00,-334.00,-7648.00
2002:Q1,147479.00,137503.00,-42.00,10018.00,147479.00,1522.00,471.00,-56.00,-165.00,-762.00,-20750.00,0.00,23.00,4651.00,-45.00,-559.00,-11.00,4480.00,122100.00,30757.00,5500.00,323.00,0.00,13212.00,11005.00,0.00,-712.00,2169.00,750.00
2002:Q2,187253.00,176078.00,191.00,10984.00,187253.00,1522.00,476.00,-57.00,-390.00,-817.00,46216.00,0.00,432.00,4844.00,174.00,-499.00,-32.00,8259.00,84354.00,26008.00,14799.00,1964.00,0.00,25519.00,21034.00,0.00,2463.00,238.00,1784.00
2002:Q3,209547.00,195013.00,487.00,14047.00,209547.00,1522.00,481.00,-57.00,-139.00,-1139.00,99262.00,0.00,531.00,3566.00,15.00,-382.00,714.00,13013.00,41064.00,21598.00,26200.00,3298.00,0.00,20264.00,14220.00,0.00,1441.00,1008.00,3595.00
2002:Q4,211884.00,197417.00,55.00,14412.00,211884.00,1522.00,482.00,-56.00,-216.00,-4.00,83336.00,0.00,494.00,3245.00,-1211.00,-394.00,61.00,19820.00,67661.00,3200.00,29400.00,4544.00,0.00,2794.00,-1015.00,0.00,-176.00,-825.00,4810.00
2003:Q1,171515.00,174858.00,364.00,-3707.00,171515.00,1522.00,292.00,11.00,-254.00,-40.00,54671.00,0.00,910.00,2845.00,-71.00,-372.00,72.00,23064.00,68222.00,24884.00,-2800.00,-1441.00,0.00,15926.00,16398.00,0.00,-561.00,133.00,-44.00
2003:Q2,242194.00,258425.00,428.00,-16659.00,242194.00,1522.00,297.00,10.00,-257.00,1958.00,90494.00,0.00,541.00,4865.00,-488.00,-326.00,540.00,31500.00,58865.00,14912.00,31000.00,6761.00,0.00,19766.00,13544.00,0.00,1054.00,-79.00,5247.00
2003:Q3,226835.00,241752.00,450.00,-15367.00,226835.00,1522.00,304.00,11.00,-251.00,234.00,63757.00,0.00,427.00,8035.00,317.00,-236.00,-484.00,35074.00,73855.00,31282.00,6700.00,6288.00,0.00,23057.00,19312.00,0.00,941.00,303.00,2501.00
2003:Q4,173745.00,197050.00,690.00,-23995.00,173745.00,1522.00,304.00,10.00,-98.00,940.00,-7052.00,0.00,645.00,5203.00,1916.00,-188.00,-379.00,4540.00,107320.00,52501.00,-300.00,6861.00,0.00,33903.00,30572.00,0.00,2288.00,738.00,305.00
2004:Q1,204743.00,173751.00,1030.00,29962.00,204743.00,1522.00,3440.00,410.00,-133.00,864.00,96550.00,0.00,559.00,3286.00,46.00,-196.00,-484.00,-1041.00,7716.00,74080.00,12800.00,5324.00,0.00,25551.00,18921.00,0.00,1788.00,2063.00,2779.00
2004:Q2,294779.00,273907.00,1000.00,19872.00,294779.00,1522.00,3439.00,410.00,-145.00,3197.00,114074.00,0.00,1095.00,10131.00,-54.00,-9.00,-468.00,-3125.00,17021.00,92352.00,45300.00,10039.00,0.00,55487.00,42313.00,0.00,3685.00,1794.00,7695.00
2004:Q3,247701.00,225898.00,1396.00,20407.00,247701.00,1518.00,3481.00,409.00,-112.00,1198.00,88876.00,0.00,879.00,7309.00,-26.00,1.00,-215.00,-3895.00,15162.00,119404.00,14900.00,-1188.00,0.00,55570.00,47226.00,0.00,4348.00,665.00,3331.00
2004:Q4,274650.00,260854.00,1271.00,12525.00,274650.00,2000.00,3480.00,410.00,-85.00,2192.00,90366.00,0.00,856.00,5009.00,-322.00,-25.00,-775.00,-2456.00,3936.00,104328.00,28800.00,36936.00,0.00,45947.00,34704.00,0.00,2371.00,2963.00,5909.00
2005:Q1,229953.00,214871.00,1504.00,13578.00,229953.00,2500.00,244.00,481.00,-120.00,1257.00,70051.00,0.00,4778.00,4724.00,-46.00,-18.00,-505.00,-10587.00,24468.00,118919.00,6800.00,7007.00,0.00,29207.00,22463.00,0.00,1714.00,3379.00,1651.00
2005:Q2,302748.00,281867.00,2049.00,18832.00,302748.00,2000.00,247.00,481.00,-56.00,1046.00,102696.00,0.00,-73.00,8385.00,85.00,-11.00,-702.00,-12430.00,36440.00,143747.00,10000.00,10893.00,0.00,48992.00,39144.00,0.00,3752.00,3912.00,2184.00
2005:Q3,317006.00,297204.00,1899.00,17903.00,317006.00,1000.00,250.00,481.00,-151.00,3631.00,81285.00,0.00,189.00,7936.00,16.00,-10.00,928.00,-14934.00,43772.00,167790.00,15299.00,9524.00,0.00,30780.00,18076.00,0.00,3973.00,5462.00,3269.00
2005:Q4,279123.00,259694.00,2179.00,17250.00,279123.00,-500.00,250.00,482.00,-102.00,2055.00,35325.00,0.00,-4145.00,6401.00,-657.00,-10.00,-286.00,-16793.00,64331.00,159697.00,35701.00,-2626.00,0.00,32500.00,16212.00,0.00,2568.00,6558.00,7162.00
2006:Q1,330414.00,305282.00,2577.00,22555.00,330414.00,-2000.00,-1247.00,-139.00,-14.00,500.00,70138.00,0.00,-541.00,5018.00,387.00,-8.00,-129.00,976.00,81088.00,144782.00,23956.00,7647.00,0.00,30824.00,14280.00,0.00,2042.00,10885.00,3617.00
2006:Q2,325351.00,301747.00,2240.00,21364.00,325351.00,-4000.00,-1261.00,-139.00,216.00,1997.00,90710.00,0.00,2356.00,9676.00,697.00,-10.00,64.00,1275.00,67275.00,145150.00,9251.00,2094.00,0.00,52429.00,37189.00,0.00,3907.00,9426.00,1907.00
2006:Q3,259094.00,238905.00,1994.00,18195.00,259094.00,-5000.00,-1275.00,-139.00,-23.00,3485.00,29584.00,0.00,-1083.00,7961.00,529.00,-9.00,368.00,535.00,78857.00,129924.00,18900.00,-3520.00,0.00,36886.00,20252.00,0.00,4097.00,8755.00,3782.00
2006:Q4,165091.00,151606.00,1419.00,12066.00,165091.00,-4000.00,-1275.00,-139.00,-26.00,2398.00,12856.00,0.00,190.00,3759.00,1248.00,-26.00,381.00,935.00,75543.00,103791.00,-546.00,-29998.00,0.00,30390.00,18802.00,0.00,970.00,10258.00,360.00
2007:Q1,233455.00,217324.00,1638.00,14493.00,233455.00,-3500.00,-2685.00,669.00,-47.00,3348.00,17020.00,0.00,-535.00,2830.00,-430.00,-34.00,388.00,-2360.00,117221.00,95536.00,-324.00,6358.00,4293.00,12286.00,6934.00,0.00,84.00,7427.00,-2159.00
2007:Q2,217212.00,205995.00,104.00,11113.00,217212.00,-3000.00,-2714.00,670.00,80.00,2232.00,45557.00,0.00,759.00,8645.00,-180.00,-14.00,397.00,-1371.00,121708.00,72864.00,-17503.00,-10918.00,6000.00,22535.00,26245.00,0.00,1955.00,-2191.00,-3474.00
2007:Q3,200224.00,192665.00,833.00,6726.00,200224.00,-3113.00,-2744.00,670.00,60.00,2395.00,52610.00,0.00,355.00,8156.00,-248.00,5.00,-36.00,2833.00,175714.00,-28382.00,1069.00,-9120.00,8800.00,24395.00,29175.00,0.00,3248.00,-6673.00,-1355.00
2007:Q4,120887.00,117440.00,296.00,3151.00,120887.00,-2500.00,-2745.00,670.00,228.00,1964.00,29282.00,0.00,3707.00,8126.00,-68.00,-65.00,-38.00,-8828.00,210713.00,-79699.00,-30177.00,-9683.00,13100.00,12270.00,23805.00,0.00,1954.00,-7399.00,-6090.00
2008:Q1,101046.00,101034.00,-743.00,755.00,101046.00,-2000.00,-1323.00,-268.00,108.00,1156.00,20432.00,0.00,538.00,7657.00,-309.00,40.00,-30.00,3084.00,139963.00,-46082.00,-7490.00,-14430.00,20900.00,1526.00,9698.00,0.00,381.00,-5603.00,-2950.00
2008:Q2,16574.00,29075.00,-2672.00,-9829.00,16574.00,6400.00,-1151.00,-267.00,656.00,-479.00,-49864.00,0.00,11.00,10842.00,-259.00,29.00,-41.00,25.00,157804.00,-71571.00,-30074.00,-5487.00,32700.00,6251.00,18149.00,0.00,809.00,-5202.00,-7505.00
2008:Q3,-6037.00,9842.00,-3165.00,-12714.00,-6037.00,8772.00,-1164.00,-267.00,26.00,-1899.00,-63109.00,-19.00,322.00,8436.00,-333.00,83.00,-485.00,-16632.00,137314.00,-55964.00,-16080.00,-5038.00,39100.00,-5494.00,1820.00,3.00,1856.00,-4128.00,-5045.00
2008:Q4,-53240.00,-31103.00,-3629.00,-18508.00,-53240.00,2668.00,-1165.00,-268.00,1934.00,-258.00,-49357.00,-1433.00,508.00,5293.00,75.00,-40.00,-460.00,22309.00,67564.00,-58341.00,-21155.00,-21114.00,45100.00,4217.00,11924.00,-402.00,1510.00,-4853.00,-3962.00
2009:Q1,40802.00,48739.00,-2699.00,-5238.00,40802.00,2668.00,-607.00,-108.00,-40.00,-1014.00,8844.00,-783.00,116.00,1396.00,156.00,408.00,-451.00,13179.00,84491.00,-36111.00,-5564.00,-25778.00,48100.00,-9884.00,-3270.00,81.00,-1674.00,-3622.00,-1399.00
2009:Q2,9591.00,20344.00,-3242.00,-7511.00,9591.00,2668.00,-613.00,-109.00,2545.00,2202.00,-31717.00,-969.00,-79.00,2123.00,180.00,72.00,-458.00,-19807.00,132496.00,-68105.00,-11798.00,960.00,59700.00,-12502.00,-5700.00,-602.00,-923.00,-2801.00,-2476.00
2009:Q3,-12772.00,4525.00,-3457.00,-13840.00,-12772.00,2668.00,-620.00,-109.00,3890.00,3669.00,-86964.00,-3998.00,12.00,1871.00,257.00,108.00,-16.00,-9560.00,137712.00,-51325.00,-10114.00,-253.00,66300.00,-13845.00,-8379.00,7.00,-1130.00,-2160.00,-2183.00
2009:Q4,5962.00,12369.00,-2992.00,-3415.00,5962.00,2668.00,-619.00,-108.00,-726.00,2389.00,-16023.00,-298.00,-331.00,-37.00,-429.00,128.00,-16.00,-7013.00,90859.00,-46558.00,-17749.00,-175.00,65400.00,-9942.00,-4518.00,-43.00,-387.00,-1498.00,-3496.00
2010:Q1,-81960.00,-84249.00,-1941.00,4230.00,-81960.00,2668.00,-232.00,375.00,1162.00,1361.00,-55509.00,214.00,-369.00,-593.00,-382.00,-1.00,-18.00,-14485.00,33934.00,-37306.00,-14949.00,2170.00,49400.00,-10041.00,-3970.00,27.00,-1867.00,-2094.00,-2137.00
2010:Q2,-15283.00,-17802.00,-2460.00,4979.00,-15283.00,2668.00,-233.00,375.00,662.00,990.00,-16397.00,-14.00,-1438.00,1367.00,-84.00,157.00,-14.00,-9468.00,61788.00,-39620.00,-13942.00,-2080.00,50000.00,-10127.00,-5278.00,-13.00,-906.00,-1196.00,-2734.00
2010:Q3,-30215.00,-38691.00,-1153.00,9629.00,-30215.00,2671.00,-237.00,375.00,-3902.00,3625.00,7310.00,-12.00,-359.00,591.00,132.00,-224.00,-33.00,-39528.00,45947.00,-38963.00,-7498.00,-110.00,47500.00,-13366.00,-9431.00,33.00,-1510.00,-850.00,-1608.00
2010:Q4,-12769.00,-19801.00,-1225.00,8257.00,-12769.00,-862.00,-235.00,375.00,292.00,3010.00,15719.00,-39.00,-329.00,-479.00,638.00,-33.00,-45.00,-12920.00,40295.00,-44890.00,-13438.00,172.00,39800.00,-19248.00,-13088.00,-7.00,-2082.00,-1299.00,-2772.00
2011:Q1,-21717.00,-15331.00,-1177.00,-5209.00,-21717.00,-862.00,-83.00,-523.00,-65.00,329.00,-75941.00,-13.00,-1346.00,85.00,-186.00,-229.00,-53.00,42910.00,43666.00,-35030.00,-5826.00,11450.00,41100.00,-17400.00,-13513.00,-5.00,-1653.00,-984.00,-1245.00
2011:Q2,-24730.00,-19106.00,-1021.00,-4603.00,-24730.00,-862.00,-84.00,-522.00,697.00,843.00,-8046.00,20.00,-555.00,1225.00,30.00,-60.00,-63.00,-25428.00,43177.00,-30510.00,-3958.00,-634.00,40700.00,-14595.00,-11504.00,-15.00,-1616.00,-592.00,-868.00
2011:Q3,-19810.00,-16055.00,-665.00,-3090.00,-19810.00,-862.00,-84.00,-523.00,-347.00,696.00,20294.00,200.00,-286.00,1377.00,105.00,-95.00,-37.00,-48393.00,38804.00,-27341.00,-3413.00,95.00,36600.00,-11370.00,-8899.00,4.00,-1129.00,-601.00,-745.00
2011:Q4,-20272.00,-17272.00,-501.00,-2499.00,-20272.00,-862.00,-84.00,-522.00,-125.00,-30.00,26131.00,43.00,-171.00,1839.00,-10.00,67.00,-56.00,-35624.00,22291.00,-28029.00,-5196.00,66.00,36200.00,-10513.00,-7212.00,-16.00,-1628.00,-555.00,-1102.00
2012:Q1,-26613.00,-22541.00,-255.00,-3817.00,-26613.00,-862.00,-281.00,-217.00,1145.00,32.00,-22973.00,129.00,-261.00,1361.00,891.00,77.00,-58.00,3944.00,20259.00,-27965.00,-3381.00,1547.00,36500.00,-16731.00,-13213.00,18.00,-2361.00,-439.00,-736.00
2012:Q2,-20365.00,-17609.00,-14.00,-2742.00,-20365.00,-862.00,-281.00,-218.00,367.00,1082.00,13537.00,-121.00,-248.00,2598.00,874.00,-38.00,-47.00,-45785.00,38658.00,-29344.00,-3607.00,3070.00,36400.00,-13901.00,-11119.00,-40.00,-1521.00,-450.00,-771.00
2012:Q3,-11457.00,-9376.00,16.00,-2097.00,-11457.00,-862.00,-285.00,-217.00,305.00,2054.00,9864.00,261.00,-210.00,2682.00,825.00,-49.00,-120.00,-24035.00,25328.00,-25151.00,-2013.00,166.00,37600.00,-15256.00,-13010.00,8.00,-1108.00,-688.00,-458.00
2012:Q4,-19236.00,-15737.00,-244.00,-3255.00,-19236.00,-862.00,-283.00,-217.00,-690.00,1018.00,-403.00,231.00,2980.00,1708.00,-599.00,-50.00,-127.00,-17134.00,19434.00,-24193.00,-2144.00,2095.00,32200.00,-16832.00,-14370.00,-22.00,-1532.00,-437.00,-471.00
2013:Q1,-25631.00,-21748.00,-309.00,-3574.00,-25631.00,-862.00,230.00,90.00,674.00,943.00,-33407.00,-49.00,-73.00,302.00,-141.00,-55.00,-136.00,9225.00,18132.00,-18006.00,-2698.00,200.00,27700.00,-18094.00,-15396.00,36.00,-1678.00,-482.00,-574.00
2013:Q2,-7709.00,-7428.00,166.00,-447.00,-7709.00,-862.00,232.00,90.00,-772.00,-946.00,-21400.00,-198.00,-755.00,4303.00,143.00,-58.00,-141.00,18075.00,25072.00,-29835.00,-3289.00,2632.00,25800.00,-14844.00,-11667.00,-16.00,-1507.00,-967.00,-687.00
2013:Q3,35450.00,33873.00,199.00,1378.00,35450.00,-865.00,235.00,89.00,-601.00,174.00,-26931.00,-190.00,-149.00,8380.00,388.00,-56.00,42.00,45582.00,33895.00,-20774.00,-4053.00,284.00,22084.00,-12806.00,-12108.00,96.00,2.00,39.00,-835.00
2013:Q4,392.00,462.00,232.00,-302.00,392.00,-862.00,235.00,90.00,1148.00,118.00,-17422.00,28.00,-140.00,5639.00,-26.00,-44.00,37.00,16173.00,20255.00,-19458.00,-7240.00,1861.00,16999.00,-10203.00,-7760.00,15.00,-524.00,-467.00,-1467.00
2014:Q1,-12185.00,-13060.00,414.00,461.00,-12185.00,-862.00,287.00,-34.00,252.00,1322.00,-217.00,257.00,-548.00,4476.00,-365.00,-31.00,37.00,-11156.00,11352.00,-15395.00,-3145.00,1585.00,14737.00,-10615.00,-9011.00,1.00,-540.00,-420.00,-645.00
2014:Q2,10905.00,8444.00,511.00,1950.00,10905.00,-862.00,291.00,-34.00,-223.00,2194.00,24443.00,290.00,-65.00,6878.00,711.00,62.00,30.00,-13789.00,8634.00,-17609.00,-2367.00,2321.00,13531.00,-5227.00,-4592.00,0.00,297.00,-444.00,-488.00
2014:Q3,27535.00,25029.00,371.00,2135.00,27535.00,-862.00,294.00,-34.00,245.00,-812.00,611.00,518.00,-676.00,9404.00,901.00,70.00,70.00,14670.00,18002.00,-18837.00,-2322.00,6293.00,12106.00,-3752.00,-4382.00,-13.00,1587.00,-467.00,-477.00
2014:Q4,20502.00,18922.00,207.00,1373.00,20502.00,-862.00,295.00,-34.00,902.00,771.00,1894.00,407.00,-254.00,6094.00,1171.00,-94.00,68.00,13314.00,12838.00,-12355.00,-1997.00,-1656.00,12410.00,-5293.00,-4909.00,63.00,324.00,-359.00,-412.00
2015:Q1,-9120.00,-10428.00,494.00,814.00,-9120.00,-862.00,291.00,191.00,882.00,2461.00,8262.00,-118.00,-912.00,4684.00,42.00,-35.00,66.00,-1213.00,-5876.00,-12677.00,-3359.00,-947.00,17941.00,-11201.00,-9671.00,-9.00,-418.00,-406.00,-697.00
