1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1995:Q1,1891.00,14810.00,9024.00,-28396.00,872.00,5581.00,-8814.00,2536.00,16942.00,-2132.00,0.00,-26160.00,10705.00,3375.00,3375.00,0.00,11435.00,13567.00,-2132.00,0.00,2536.00,2536.00,3092.00,-556.00,2048.00,18440.00,16392.00,-28684.00,-260.00,28424.00,2436.00,108.00,2328.00,2912.00,0.00,2912.00,-26160.00,4548.00,-21340.00,-25592.00,-872.00,-5581.00,-25888.00,10705.00
1995:Q2,-35456.00,-15757.00,-24458.00,9156.00,-1024.00,-3373.00,-17105.00,1472.00,-17121.00,1364.00,0.00,-2820.00,-18351.00,5251.00,5251.00,0.00,-21009.00,-22373.00,1364.00,0.00,1472.00,1472.00,940.00,532.00,-16532.00,-25180.00,-8648.00,11212.00,88800.00,77588.00,-3868.00,-4632.00,764.00,-1368.00,-36.00,-1332.00,-2820.00,-13994.00,9526.00,23480.00,1024.00,3373.00,23520.00,-18351.00
1995:Q3,5616.00,-5742.00,6835.00,10992.00,1256.00,-7724.00,-19194.00,-60.00,-4594.00,-1148.00,0.00,-13392.00,24810.00,-3958.00,-3958.00,0.00,-1784.00,-636.00,-1148.00,0.00,-60.00,-60.00,-876.00,816.00,-3272.00,-53752.00,-50480.00,-3748.00,5836.00,9584.00,10420.00,6540.00,3880.00,4048.00,724.00,3324.00,-13392.00,15983.00,-1417.00,-32696.00,-1256.00,7724.00,-17400.00,24810.00
1995:Q4,-14958.00,11710.00,-24265.00,-1032.00,-1704.00,332.00,23494.00,-1008.00,10210.00,1500.00,0.00,12792.00,-38452.00,5064.00,5064.00,0.00,6646.00,5146.00,1500.00,0.00,-1008.00,-1008.00,136.00,-1144.00,-21868.00,-15464.00,6404.00,6900.00,67268.00,60368.00,-10332.00,-12064.00,1732.00,17428.00,3572.00,13856.00,12792.00,-17025.00,-89333.00,-52252.00,1704.00,-332.00,-72308.00,-38452.00
1996:Q1,-17856.00,-494.00,-67951.00,54492.00,776.00,-4680.00,-50202.00,-684.00,1082.00,-1576.00,0.00,-49024.00,32345.00,3916.00,3916.00,0.00,-4409.00,-2833.00,-1576.00,0.00,-684.00,-684.00,-316.00,-368.00,-65132.00,-70056.00,-4924.00,19876.00,-57568.00,-77444.00,9592.00,7864.00,1728.00,5824.00,2028.00,3796.00,-49024.00,3701.00,-4019.00,-40268.00,-776.00,4680.00,-7720.00,32345.00
1996:Q2,-83241.00,-1314.00,-47978.00,-33232.00,-360.00,-358.00,-54182.00,1500.00,-1842.00,528.00,0.00,-54368.00,-29059.00,2366.00,2366.00,0.00,-3680.00,-4208.00,528.00,0.00,1500.00,1500.00,-872.00,2372.00,-32720.00,-10112.00,22608.00,-22064.00,-12868.00,9196.00,-6024.00,2704.00,-8728.00,-5608.00,676.00,-6284.00,-54368.00,-14730.00,-25158.00,3184.00,360.00,358.00,-10428.00,-29059.00
1996:Q3,-66596.00,-5647.00,-16714.00,-43484.00,264.00,-1015.00,-56247.00,7392.00,-5899.00,252.00,0.00,-57992.00,-10349.00,7815.00,7815.00,0.00,-13462.00,-13714.00,252.00,0.00,7392.00,7392.00,3320.00,4072.00,-6788.00,19060.00,25848.00,-24820.00,-26008.00,-1188.00,13180.00,10960.00,2220.00,-13204.00,-4376.00,-8828.00,-57992.00,-1982.00,-11642.00,-2044.00,-264.00,1015.00,-9660.00,-10349.00
1996:Q4,67626.00,5603.00,8910.00,44516.00,64.00,8533.00,50147.00,8348.00,3723.00,1880.00,0.00,36196.00,17479.00,4399.00,4399.00,0.00,1203.00,-677.00,1880.00,0.00,8348.00,8348.00,14624.00,-6276.00,2604.00,51976.00,49372.00,44364.00,119756.00,75392.00,1176.00,-1028.00,2204.00,-9596.00,-1272.00,-8324.00,36196.00,-1798.00,-286.00,-9168.00,-64.00,-8533.00,1512.00,17479.00
1997:Q1,-6288.00,5020.00,28766.00,-32640.00,120.00,-7554.00,-54500.00,-3608.00,6884.00,-1864.00,0.00,-55912.00,48212.00,-1394.00,-1394.00,0.00,6414.00,8278.00,-1864.00,0.00,-3608.00,-3608.00,-19260.00,15652.00,36656.00,27560.00,-9096.00,-59836.00,39980.00,99816.00,36464.00,32044.00,4420.00,3732.00,788.00,2944.00,-55912.00,26974.00,41946.00,-13700.00,-120.00,7554.00,14972.00,48212.00
1997:Q2,-11823.00,5864.00,41915.00,-55292.00,-208.00,-4103.00,14880.00,-4496.00,4400.00,1464.00,0.00,13512.00,-26704.00,3507.00,3507.00,0.00,2357.00,893.00,1464.00,0.00,-4496.00,-4496.00,3920.00,-8416.00,43096.00,26132.00,-16964.00,-46324.00,32296.00,78620.00,-13136.00,-7204.00,-5932.00,3604.00,340.00,3264.00,13512.00,-4229.00,-10965.00,11428.00,208.00,4103.00,-6736.00,-26704.00
1997:Q3,-73593.00,-7282.00,-22858.00,-49612.00,132.00,6027.00,-28318.00,-9220.00,-5566.00,-1716.00,0.00,-11816.00,-45275.00,1437.00,1437.00,0.00,-8719.00,-7003.00,-1716.00,0.00,-9220.00,-9220.00,-2896.00,-6324.00,6204.00,-1572.00,-7776.00,-19724.00,1880.00,21604.00,-9344.00,-4356.00,-4988.00,-7640.00,-1284.00,-6356.00,-11816.00,-22914.00,-65734.00,-14300.00,-132.00,-6027.00,-42820.00,-45275.00
1997:Q4,63633.00,20926.00,2333.00,39544.00,164.00,666.00,127514.00,10816.00,11646.00,9280.00,0.00,95772.00,-63881.00,-4278.00,-4278.00,0.00,25204.00,15924.00,9280.00,0.00,10816.00,10816.00,3928.00,6888.00,32244.00,168372.00,136128.00,57204.00,154100.00,96896.00,-12524.00,-16120.00,3596.00,-6200.00,788.00,-6988.00,95772.00,-57635.00,-60123.00,4588.00,-164.00,-666.00,-2488.00,-63881.00
1998:Q1,-200857.00,-5123.00,77554.00,-268960.00,132.00,-4460.00,-256371.00,-4892.00,3013.00,-8136.00,0.00,-246356.00,55514.00,7403.00,7403.00,0.00,-12526.00,-4390.00,-8136.00,0.00,-4892.00,-4892.00,3132.00,-8024.00,47440.00,-30032.00,-77472.00,-173516.00,-187724.00,-14208.00,112356.00,18720.00,93636.00,-7924.00,-196.00,-7728.00,-246356.00,53922.00,21462.00,-38380.00,-132.00,4460.00,-32460.00,55514.00
1998:Q2,92117.00,-6651.00,40216.00,70972.00,-752.00,-11667.00,75137.00,3392.00,-9919.00,3268.00,0.00,78396.00,16980.00,-526.00,-526.00,0.00,-6126.00,-9394.00,3268.00,0.00,3392.00,3392.00,-344.00,3736.00,-9884.00,38648.00,48532.00,46928.00,80008.00,33080.00,-26944.00,-8424.00,-18520.00,14408.00,5088.00,9320.00,78396.00,33196.00,16316.00,-13084.00,752.00,11667.00,-16880.00,16980.00
1998:Q3,98783.00,9292.00,127042.00,-32572.00,536.00,-5514.00,87300.00,-10216.00,12976.00,-3684.00,0.00,88224.00,11484.00,5451.00,5451.00,0.00,3840.00,7524.00,-3684.00,0.00,-10216.00,-10216.00,-10584.00,368.00,92912.00,35268.00,-57644.00,22260.00,206008.00,183748.00,21196.00,2248.00,18948.00,-5752.00,-244.00,-5508.00,88224.00,46838.00,19866.00,3404.00,-536.00,5514.00,-26972.00,11484.00
1998:Q4,-12636.00,-27434.00,-105256.00,130296.00,-2444.00,-7798.00,81758.00,7312.00,-28338.00,904.00,0.00,101880.00,-94394.00,-24117.00,-24117.00,0.00,-3316.00,-4220.00,904.00,0.00,7312.00,7312.00,11464.00,-4152.00,-25520.00,47708.00,73228.00,142256.00,114452.00,-27804.00,23580.00,14648.00,8932.00,8724.00,5584.00,3140.00,101880.00,-77984.00,-100932.00,-16780.00,2444.00,7798.00,-22948.00,-94394.00
1999:Q1,15239.00,19275.00,49480.00,-48452.00,1536.00,-6600.00,-50193.00,-9156.00,21095.00,-1820.00,0.00,-60312.00,65432.00,23064.00,23064.00,0.00,-3789.00,-1969.00,-1820.00,0.00,-9156.00,-9156.00,-10072.00,916.00,12072.00,-18960.00,-31032.00,-84992.00,-117360.00,-32368.00,-41340.00,-11236.00,-30104.00,-28732.00,-5844.00,-22888.00,-60312.00,41172.00,64904.00,-5592.00,-1536.00,6600.00,23732.00,65432.00
1999:Q2,61809.00,702.00,135306.00,-71024.00,1396.00,-4571.00,57130.00,4512.00,-1958.00,2660.00,0.00,51916.00,4679.00,4901.00,4901.00,0.00,-4199.00,-6859.00,2660.00,0.00,4512.00,4512.00,4616.00,-104.00,119740.00,82024.00,-37716.00,-65832.00,45316.00,111148.00,-4300.00,720.00,-5020.00,-6292.00,-1552.00,-4740.00,51916.00,13326.00,5414.00,-2440.00,-1396.00,4571.00,-7912.00,4679.00
1999:Q3,11149.00,-2384.00,36627.00,-16220.00,-1568.00,-5307.00,19852.00,212.00,476.00,-2860.00,0.00,22024.00,-8703.00,3944.00,3944.00,0.00,-6327.00,-3467.00,-2860.00,0.00,212.00,212.00,-828.00,1040.00,40232.00,-25888.00,-66120.00,-5164.00,4080.00,9244.00,21888.00,5572.00,16316.00,8844.00,1708.00,7136.00,22024.00,47.00,24291.00,26120.00,1568.00,5307.00,24244.00,-8703.00
1999:Q4,-21273.00,71283.00,-15233.00,-49244.00,-2384.00,-25694.00,82419.00,-2196.00,67511.00,3772.00,0.00,13332.00,-103691.00,66083.00,66083.00,0.00,5199.00,1427.00,3772.00,0.00,-2196.00,-2196.00,-1208.00,-988.00,45112.00,115884.00,70772.00,-48424.00,41128.00,89552.00,-18796.00,-1252.00,-17544.00,-2152.00,4712.00,-6864.00,13332.00,-64113.00,-10429.00,65184.00,2384.00,25694.00,53684.00,-103691.00
2000:Q1,-389672.00,-105074.00,14713.00,-325100.00,1324.00,24466.00,-437966.00,108.00,-102954.00,-3916.00,1796.00,-333000.00,48294.00,-81750.00,-81750.00,0.00,-23324.00,-21204.00,-3916.00,1796.00,108.00,108.00,96.00,12.00,1824.00,10820.00,8996.00,-317368.00,-191556.00,125812.00,756.00,-8000.00,8756.00,-16700.00,-7856.00,-8844.00,-333000.00,12637.00,-30127.00,-52632.00,-1324.00,-24466.00,-42764.00,48294.00
2000:Q2,279802.00,3185.00,205073.00,47420.00,-648.00,24771.00,228545.00,1908.00,2413.00,640.00,132.00,223452.00,51256.00,1917.00,1917.00,0.00,1268.00,496.00,640.00,132.00,1908.00,1908.00,804.00,1104.00,173188.00,240384.00,67196.00,31600.00,-1840.00,-33440.00,-10200.00,-1520.00,-8680.00,8464.00,3256.00,5208.00,223452.00,25201.00,43357.00,16224.00,648.00,-24771.00,18156.00,51256.00
2000:Q3,-91574.00,-13527.00,-13971.00,-43656.00,2648.00,-23068.00,-51919.00,976.00,-12667.00,-740.00,-120.00,-39368.00,-39655.00,-9971.00,-9971.00,0.00,-3556.00,-2696.00,-740.00,-120.00,976.00,976.00,1536.00,-560.00,-1780.00,14020.00,15800.00,-38164.00,8960.00,47124.00,-2784.00,-3512.00,728.00,-2208.00,1480.00,-3688.00,-39368.00,-18159.00,-35763.00,-16528.00,-2648.00,23068.00,-17604.00,-39655.00
2000:Q4,4405.00,6832.00,-11675.00,31640.00,-1164.00,-21229.00,-9492.00,1068.00,6608.00,180.00,44.00,-17392.00,13897.00,1148.00,1148.00,0.00,5684.00,5460.00,180.00,44.00,1068.00,1068.00,2116.00,-1048.00,72.00,42384.00,42312.00,-25668.00,48848.00,74516.00,-8932.00,2788.00,-11720.00,-728.00,968.00,-1696.00,-17392.00,-10995.00,40565.00,4276.00,1164.00,21229.00,51560.00,13897.00
2001:Q1,-269105.00,1217.00,-134804.00,-124132.00,-628.00,-10758.00,-269627.00,-3236.00,1001.00,316.00,-100.00,-267608.00,522.00,6085.00,6085.00,0.00,-4868.00,-5084.00,316.00,-100.00,-3236.00,-3236.00,-2884.00,-352.00,-181668.00,-158540.00,23128.00,-75860.00,66540.00,142400.00,-6880.00,-5952.00,-928.00,-16960.00,-5004.00,-11956.00,-267608.00,49152.00,-4780.00,-16688.00,628.00,10758.00,-53932.00,522.00
2001:Q2,29531.00,2825.00,83255.00,-34392.00,576.00,-22734.00,12021.00,-1704.00,3153.00,-384.00,56.00,10900.00,17510.00,-451.00,-451.00,0.00,3276.00,3604.00,-384.00,56.00,-1704.00,-1704.00,-2216.00,512.00,77480.00,41296.00,-36184.00,-78628.00,-3428.00,75200.00,-3312.00,-472.00,-2840.00,8736.00,1868.00,6868.00,10900.00,5139.00,21767.00,-17900.00,-576.00,22734.00,16628.00,17510.00
2001:Q3,105971.00,22981.00,-37129.00,105564.00,-3196.00,17751.00,96877.00,-948.00,22001.00,672.00,308.00,74844.00,9094.00,-2179.00,-2179.00,0.00,25160.00,24180.00,672.00,308.00,-948.00,-948.00,-700.00,-248.00,-19568.00,44832.00,64400.00,79024.00,-59920.00,-138944.00,-12760.00,-692.00,-12068.00,2628.00,2916.00,-288.00,74844.00,-20221.00,-18773.00,-13312.00,3196.00,-17751.00,1448.00,9094.00
2001:Q4,5687.00,-21535.00,109178.00,-26992.00,-1004.00,-53959.00,53077.00,1888.00,-21571.00,-4.00,40.00,72724.00,-47390.00,8301.00,8301.00,0.00,-29836.00,-29872.00,-4.00,40.00,1888.00,1888.00,2104.00,-216.00,131816.00,130288.00,-1528.00,-53548.00,246212.00,299760.00,-6324.00,4052.00,-10376.00,-11868.00,-3480.00,-8388.00,72724.00,-16994.00,17554.00,9980.00,1004.00,53959.00,34548.00,-47390.00
2002:Q1,-52408.00,5687.00,-151283.00,34720.00,4348.00,54120.00,-166233.00,-1868.00,5647.00,-256.00,296.00,-170052.00,113825.00,-14061.00,-14061.00,0.00,19748.00,19708.00,-256.00,296.00,-1868.00,-1868.00,-1812.00,-56.00,-150036.00,-188764.00,-38728.00,22540.00,139240.00,116700.00,23416.00,19236.00,4180.00,-19140.00,-4824.00,-14316.00,-170052.00,24681.00,75513.00,20156.00,-4348.00,-54120.00,50832.00,113825.00
2002:Q2,-144069.00,-1339.00,31094.00,-123804.00,-4172.00,-45848.00,-97327.00,1608.00,-2931.00,1668.00,-76.00,-97596.00,-46742.00,-975.00,-975.00,0.00,-364.00,-1956.00,1668.00,-76.00,1608.00,1608.00,952.00,656.00,34412.00,40252.00,5840.00,-117352.00,11420.00,128772.00,9844.00,24196.00,-14352.00,-4812.00,-2692.00,-2120.00,-97596.00,21962.00,-31854.00,-35132.00,4172.00,45848.00,-53816.00,-46742.00
2002:Q3,126905.00,13029.00,-7659.00,147820.00,80.00,-26365.00,170845.00,2508.00,12281.00,-152.00,900.00,155308.00,-43940.00,9653.00,9653.00,0.00,3376.00,2628.00,-152.00,900.00,2508.00,2508.00,2536.00,-28.00,-4284.00,-64756.00,-60472.00,164116.00,-25704.00,-189820.00,5860.00,8020.00,-2160.00,1336.00,1904.00,-568.00,155308.00,233.00,-7939.00,9716.00,-80.00,26365.00,-8172.00,-43940.00
2002:Q4,129452.00,4827.00,175860.00,-57832.00,892.00,5704.00,157227.00,-460.00,4367.00,1160.00,-700.00,152860.00,-27776.00,7335.00,7335.00,0.00,-2508.00,-2968.00,1160.00,-700.00,-460.00,-460.00,88.00,-548.00,176792.00,175028.00,-1764.00,-44180.00,123668.00,167848.00,-13552.00,-14060.00,508.00,6696.00,808.00,5888.00,152860.00,-15340.00,-42980.00,-8608.00,-892.00,-5704.00,-27640.00,-27776.00
2003:Q1,-111018.00,13091.00,-22990.00,-64700.00,-2260.00,-34159.00,-107373.00,-6500.00,13643.00,-424.00,-128.00,-113964.00,-3645.00,-3893.00,-3893.00,0.00,16984.00,17536.00,-424.00,-128.00,-6500.00,-6500.00,-6460.00,-40.00,-39056.00,455380.00,494436.00,-75220.00,-138976.00,-63756.00,-1972.00,-10720.00,8748.00,-1660.00,412.00,-2072.00,-113964.00,11434.00,14410.00,-18364.00,2260.00,34159.00,2976.00,-3645.00
2003:Q2,-159107.00,-12.00,-113609.00,-23948.00,216.00,-21754.00,-87308.00,5640.00,-516.00,76.00,428.00,-92936.00,-71799.00,-3744.00,-3744.00,0.00,3732.00,3228.00,76.00,428.00,5640.00,5640.00,2688.00,2952.00,-79580.00,-136456.00,-56876.00,-16644.00,140220.00,156864.00,-3260.00,-8008.00,4748.00,28.00,1600.00,-1572.00,-92936.00,-49277.00,-23069.00,27192.00,-216.00,21754.00,26208.00,-71799.00
2003:Q3,222376.00,17614.00,205677.00,-14176.00,2392.00,10869.00,161194.00,-2260.00,12422.00,5116.00,76.00,145840.00,61182.00,11930.00,11930.00,0.00,5684.00,492.00,5116.00,76.00,-2260.00,-2260.00,116.00,-2376.00,187788.00,82432.00,-105356.00,-25904.00,-43808.00,-17904.00,29892.00,27136.00,2756.00,13848.00,1344.00,12504.00,145840.00,45941.00,40041.00,-7880.00,-2392.00,-10869.00,-5900.00,61182.00
2003:Q4,66485.00,-28093.00,87147.00,-15664.00,-284.00,23379.00,78367.00,260.00,-22357.00,-6280.00,544.00,106200.00,-11882.00,-3761.00,-3761.00,0.00,-24332.00,-18596.00,-6280.00,544.00,260.00,260.00,708.00,-448.00,95720.00,55976.00,-39744.00,-8232.00,-137188.00,-128956.00,-29336.00,-17708.00,-11628.00,-10624.00,-916.00,-9708.00,106200.00,-25625.00,-20705.00,14272.00,284.00,-23379.00,4920.00,-11882.00
2004:Q1,-277638.00,17376.00,-36319.00,-261704.00,-2864.00,5873.00,-307932.00,-1072.00,15832.00,1040.00,504.00,-324236.00,30295.00,9788.00,9788.00,0.00,7588.00,6044.00,1040.00,504.00,-1072.00,-1072.00,-1080.00,8.00,-40744.00,92628.00,133372.00,-265504.00,61708.00,327212.00,23596.00,12736.00,10860.00,5608.00,-980.00,6588.00,-324236.00,19213.00,43397.00,16112.00,2864.00,-5873.00,24184.00,30295.00
2004:Q2,252201.00,18983.00,299169.00,-73904.00,1816.00,6137.00,231007.00,4044.00,20115.00,-992.00,-140.00,207980.00,21194.00,291.00,291.00,0.00,18692.00,19824.00,-992.00,-140.00,4044.00,4044.00,3008.00,1036.00,319036.00,106664.00,-212372.00,-110140.00,-47836.00,62304.00,6568.00,11168.00,-4600.00,5652.00,2364.00,3288.00,207980.00,-15107.00,18261.00,5020.00,-1816.00,-6137.00,33368.00,21194.00
2004:Q3,-128108.00,-12148.00,-61524.00,-49164.00,-1412.00,-3860.00,-111224.00,6356.00,-12516.00,744.00,-376.00,-105432.00,-16884.00,7708.00,7708.00,0.00,-19856.00,-20224.00,744.00,-376.00,6356.00,6356.00,6704.00,-348.00,-76132.00,-78192.00,-2060.00,-18704.00,-3320.00,15384.00,-1728.00,-9932.00,8204.00,-12324.00,-5232.00,-7092.00,-105432.00,3552.00,13592.00,25204.00,1412.00,3860.00,10040.00,-16884.00
2004:Q4,107476.00,-45963.00,81390.00,73824.00,-1688.00,-86.00,57041.00,-4428.00,-44511.00,-1356.00,-96.00,107432.00,50435.00,-43479.00,-43479.00,0.00,-2484.00,-1032.00,-1356.00,-96.00,-4428.00,-4428.00,-3656.00,-772.00,53284.00,28952.00,-24332.00,81100.00,270656.00,189556.00,22560.00,12156.00,10404.00,-4392.00,-1396.00,-2996.00,107432.00,46086.00,64922.00,12712.00,1688.00,86.00,18836.00,50435.00
2005:Q1,27777.00,44922.00,-144985.00,89348.00,-460.00,38952.00,2582.00,-9316.00,44746.00,-88.00,264.00,-33024.00,25195.00,41158.00,41158.00,0.00,3764.00,3588.00,-88.00,264.00,-9316.00,-9316.00,-9352.00,36.00,-90116.00,-122680.00,-32564.00,30168.00,-164876.00,-195044.00,-17008.00,-17820.00,812.00,9916.00,3808.00,6108.00,-33024.00,-67181.00,-37685.00,-24388.00,460.00,-38952.00,29496.00,25195.00
2005:Q2,-122408.00,744.00,-91276.00,-29776.00,-712.00,-1388.00,20056.00,2476.00,-500.00,1800.00,-556.00,16836.00,-142464.00,8248.00,8248.00,0.00,-7504.00,-8748.00,1800.00,-556.00,2476.00,2476.00,1744.00,732.00,-67468.00,141312.00,208780.00,13472.00,214600.00,201128.00,-64636.00,-41192.00,-23444.00,6196.00,1648.00,4548.00,16836.00,-69124.00,-141280.00,-916.00,712.00,1388.00,-72156.00,-142464.00
2005:Q3,-11162.00,-11838.00,96030.00,-78728.00,2080.00,-18706.00,-39982.00,5364.00,-10782.00,-1004.00,-52.00,-33508.00,28820.00,-7114.00,-7114.00,0.00,-4724.00,-3668.00,-1004.00,-52.00,5364.00,5364.00,2664.00,2700.00,79732.00,78212.00,-1520.00,-110824.00,225188.00,336012.00,10476.00,-2608.00,13084.00,8060.00,4444.00,3616.00,-33508.00,3882.00,56934.00,11488.00,-2080.00,18706.00,53052.00,28820.00
2005:Q4,81165.00,-19616.00,75203.00,17884.00,936.00,6758.00,-10876.00,1432.00,-19572.00,20.00,-64.00,7308.00,92041.00,-8080.00,-8080.00,0.00,-11536.00,-11492.00,20.00,-64.00,1432.00,1432.00,4784.00,-3352.00,440.00,-10684.00,-11124.00,30764.00,136172.00,105408.00,27460.00,11440.00,16020.00,3564.00,-1460.00,5024.00,7308.00,86231.00,63551.00,-20796.00,-936.00,-6758.00,-22680.00,92041.00
2006:Q1,-73201.00,7784.00,-43862.00,-74636.00,1388.00,36125.00,-62308.00,-4988.00,7700.00,124.00,-40.00,-65104.00,-10893.00,-132.00,-132.00,0.00,7916.00,7832.00,124.00,-40.00,-4988.00,-4988.00,-6964.00,1976.00,2908.00,40624.00,37716.00,-101056.00,155304.00,256360.00,-18056.00,4692.00,-22748.00,14988.00,6440.00,8548.00,-65104.00,-43530.00,-71202.00,-22796.00,-1388.00,-36125.00,-27672.00,-10893.00
2006:Q2,-213875.00,5849.00,-152115.00,-64964.00,268.00,-2914.00,-51771.00,-1824.00,5597.00,-80.00,332.00,-55796.00,-162104.00,6085.00,6085.00,0.00,-236.00,-488.00,-80.00,332.00,-1824.00,-1824.00,-724.00,-1100.00,-7268.00,97764.00,105032.00,-73732.00,-103836.00,-30104.00,-22732.00,-5636.00,-17096.00,2472.00,3448.00,-976.00,-55796.00,-152107.00,-163003.00,-3544.00,-268.00,2914.00,-10896.00,-162104.00
2006:Q3,107563.00,-19669.00,274665.00,-118072.00,684.00,-30046.00,-17409.00,-124.00,-18045.00,-952.00,-672.00,2384.00,124971.00,-5137.00,-5137.00,0.00,-14532.00,-12908.00,-952.00,-672.00,-124.00,-124.00,-248.00,124.00,176604.00,45340.00,-131264.00,-158068.00,93108.00,251176.00,-2584.00,-856.00,-1728.00,-18736.00,-4612.00,-14124.00,2384.00,101941.00,161961.00,7628.00,-684.00,30046.00,60020.00,124971.00
2006:Q4,198122.00,11184.00,296227.00,-98528.00,-1808.00,-8954.00,152848.00,2044.00,11568.00,-256.00,-128.00,139620.00,45274.00,5708.00,5708.00,0.00,5476.00,5860.00,-256.00,-128.00,2044.00,2044.00,3064.00,-1020.00,223316.00,210100.00,-13216.00,-96612.00,247424.00,344036.00,1632.00,-2720.00,4352.00,14548.00,4168.00,10380.00,139620.00,63979.00,69587.00,13552.00,1808.00,8954.00,5608.00,45274.00
2007:Q1,-466734.00,-5437.00,-144281.00,-324264.00,840.00,6409.00,-485573.00,-2308.00,-5781.00,540.00,-196.00,-477828.00,18839.00,-3953.00,-3953.00,0.00,-1484.00,-1828.00,540.00,-196.00,-2308.00,-2308.00,-2148.00,-160.00,-110588.00,-22852.00,87736.00,-363412.00,29048.00,392460.00,2848.00,-944.00,3792.00,-980.00,-280.00,-700.00,-477828.00,-32049.00,-6913.00,-18504.00,-840.00,-6409.00,25136.00,18839.00
2007:Q2,-36720.00,396.00,19007.00,-51536.00,2232.00,-6820.00,177552.00,-1016.00,-792.00,1028.00,160.00,178172.00,-214273.00,4536.00,4536.00,0.00,-4140.00,-5328.00,1028.00,160.00,-1016.00,-1016.00,-1724.00,708.00,198664.00,263692.00,65028.00,-3368.00,25040.00,28408.00,30640.00,28804.00,1836.00,13516.00,6356.00,7160.00,178172.00,-156193.00,-203653.00,6032.00,-2232.00,6820.00,-47460.00,-214273.00
2007:Q3,349686.00,20506.00,294934.00,31424.00,-3056.00,5878.00,255010.00,2308.00,21334.00,-836.00,8.00,232196.00,94677.00,-2378.00,-2378.00,0.00,22884.00,23712.00,-836.00,8.00,2308.00,2308.00,2316.00,-8.00,172800.00,48388.00,-124412.00,107244.00,147484.00,40240.00,19000.00,-2084.00,21084.00,-28848.00,-9248.00,-19600.00,232196.00,126990.00,107818.00,15964.00,3056.00,-5878.00,-19172.00,94677.00
2007:Q4,-46684.00,5947.00,231720.00,-284004.00,1216.00,-1563.00,-168089.00,196548.00,5667.00,764.00,-484.00,-370584.00,121405.00,14935.00,14935.00,0.00,-8988.00,-9268.00,764.00,-484.00,196548.00,196548.00,2812.00,193736.00,-61524.00,6032.00,67556.00,-309172.00,114184.00,423356.00,-1652.00,5744.00,-7396.00,-1540.00,4252.00,-5792.00,-370584.00,98188.00,106960.00,-14792.00,-1216.00,1563.00,8772.00,121405.00
2008:Q1,-309050.00,10117.00,23471.00,-311208.00,-184.00,-31245.00,-224011.00,248480.00,8589.00,548.00,980.00,-482608.00,-85038.00,-3463.00,-3463.00,0.00,13580.00,12052.00,548.00,980.00,248480.00,248480.00,-2144.00,250624.00,-204956.00,17468.00,222424.00,-282452.00,-52200.00,230252.00,-11684.00,3352.00,-15036.00,-6884.00,-4536.00,-2348.00,-482608.00,-12165.00,-36801.00,16808.00,184.00,31245.00,-24636.00,-85038.00
2008:Q2,144075.00,34156.00,259497.00,-155648.00,-276.00,6346.00,291872.00,251256.00,36088.00,-1700.00,-232.00,6460.00,-147797.00,-3184.00,-3184.00,0.00,37340.00,39272.00,-1700.00,-232.00,251256.00,251256.00,-332.00,251588.00,123108.00,-102008.00,-225116.00,-124444.00,-189396.00,-64952.00,-4192.00,-4568.00,376.00,3604.00,3920.00,-316.00,6460.00,-123355.00,-141959.00,11908.00,276.00,-6346.00,-18604.00,-147797.00
2008:Q3,1772065.00,769979.00,633169.00,353852.00,340.00,14725.00,1770959.00,502208.00,634335.00,133600.00,2044.00,498772.00,1106.00,15731.00,15731.00,0.00,754248.00,618604.00,133600.00,2044.00,502208.00,502208.00,-1264.00,503472.00,76980.00,233068.00,156088.00,395284.00,13404.00,-381880.00,3092.00,-4788.00,7880.00,29600.00,8236.00,21364.00,498772.00,40957.00,3105.00,17064.00,-340.00,-14725.00,-37852.00,1106.00
2008:Q4,5400006.00,2553592.00,1820823.00,1045040.00,-2388.00,-17062.00,4988964.00,1036392.00,1722824.00,819456.00,11312.00,1398980.00,411041.00,1828.00,1828.00,0.00,2551764.00,1720996.00,819456.00,11312.00,1036392.00,1036392.00,-2160.00,1038552.00,424060.00,525684.00,101624.00,957996.00,421536.00,-536460.00,-4444.00,26628.00,-31072.00,12480.00,8320.00,4160.00,1398980.00,378679.00,388199.00,-42292.00,2388.00,17062.00,9520.00,411041.00
