1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1972:Q1,86920.00,26562.00,24714.00,9320.00,99.00,17418.00,2330.00,6799.00,-322.00,100042.00,55967.00,23750.00,7911.00,11771.00,644.00,-13123.00,10679.00,-229.00,-1885.00,-330.00,-1098.00,13783.00,479.00,-15360.00,3891.00,674.00,-4097.00,1525.00,0.00,800.00,774.00,0.00,692.00,210.00,-128.00,0.00,1158.00,421.00,0.00,737.00,0.00,0.00,27.00,3069.00,-39.00,19251.00,710.00,0.00,173.00,8101.00,3900.00,4115.00,242.00,-25.00,267.00,343.00,30.00,9652.00,768.00,2932.00,18292.00
1972:Q2,101855.00,35695.00,26406.00,10761.00,102.00,17167.00,2364.00,9630.00,-270.00,104065.00,57224.00,23492.00,10450.00,12038.00,862.00,-2210.00,10766.00,644.00,-1447.00,9359.00,8688.00,15595.00,476.00,-7383.00,-269.00,-65.00,1963.00,1288.00,0.00,63.00,986.00,0.00,305.00,961.00,-280.00,0.00,526.00,358.00,0.00,168.00,0.00,0.00,213.00,-5300.00,57.00,7114.00,0.00,0.00,153.00,-504.00,-3873.00,3384.00,-321.00,-18.00,-303.00,188.00,39.00,7559.00,670.00,-271.00,7112.00
1972:Q3,90714.00,31998.00,25127.00,10278.00,102.00,13961.00,2450.00,7120.00,-322.00,104286.00,56830.00,22673.00,8242.00,12299.00,4243.00,-13573.00,10906.00,-263.00,-1533.00,-871.00,3282.00,15806.00,322.00,-12846.00,5900.00,-37.00,-1222.00,376.00,0.00,2314.00,1467.00,0.00,566.00,688.00,213.00,0.00,1155.00,176.00,0.00,979.00,0.00,0.00,333.00,1525.00,-11.00,18746.00,0.00,0.00,111.00,8621.00,4748.00,3411.00,105.00,-21.00,126.00,874.00,42.00,8993.00,-4153.00,5208.00,18054.00
1972:Q4,96418.00,29385.00,31682.00,11500.00,100.00,11032.00,2544.00,10418.00,-243.00,107979.00,57534.00,25858.00,11087.00,12613.00,888.00,-11561.00,11055.00,-198.00,-1715.00,1407.00,-3072.00,15508.00,-334.00,-18246.00,7944.00,-22.00,2927.00,3631.00,0.00,-3266.00,2087.00,0.00,746.00,1445.00,-104.00,0.00,397.00,-261.00,0.00,658.00,0.00,0.00,62.00,2132.00,-4.00,26190.00,0.00,0.00,96.00,15491.00,12417.00,2708.00,233.00,-22.00,255.00,1331.00,41.00,8998.00,4479.00,6943.00,25189.00
1973:Q1,101136.00,29429.00,26871.00,11270.00,97.00,21814.00,2726.00,9352.00,-423.00,109533.00,58688.00,27216.00,9621.00,13166.00,842.00,-8397.00,11270.00,-274.00,-1766.00,4913.00,5339.00,15409.00,-888.00,-9183.00,12229.00,-98.00,238.00,3039.00,0.00,606.00,2124.00,0.00,528.00,1371.00,225.00,0.00,2446.00,117.00,0.00,2329.00,0.00,0.00,394.00,3358.00,122.00,21412.00,0.00,0.00,88.00,11188.00,7761.00,3166.00,145.00,-22.00,167.00,424.00,43.00,9524.00,-426.00,11534.00,20717.00
1973:Q2,108716.00,33242.00,28782.00,13031.00,96.00,21284.00,2869.00,9828.00,-416.00,112698.00,60047.00,27382.00,10542.00,13650.00,1077.00,-3982.00,11513.00,633.00,-1483.00,8381.00,9694.00,16715.00,138.00,-7159.00,-435.00,-1.00,1169.00,420.00,0.00,346.00,2171.00,0.00,465.00,1711.00,-5.00,0.00,-352.00,-787.00,0.00,435.00,0.00,0.00,1094.00,-5390.00,108.00,6724.00,0.00,0.00,193.00,-1276.00,-3908.00,3049.00,-260.00,-18.00,-242.00,745.00,47.00,7275.00,-1313.00,-658.00,6501.00
1973:Q3,104550.00,35665.00,27165.00,12234.00,92.00,18050.00,2998.00,8964.00,-618.00,113782.00,60258.00,26966.00,9577.00,14119.00,2862.00,-9232.00,11752.00,-351.00,-1531.00,4402.00,7239.00,17105.00,-767.00,-9099.00,3864.00,5.00,-6748.00,1632.00,0.00,1706.00,1956.00,0.00,263.00,1784.00,-91.00,0.00,2433.00,1406.00,0.00,1027.00,0.00,0.00,570.00,2218.00,92.00,12963.00,0.00,0.00,64.00,2044.00,-1857.00,3459.00,400.00,-16.00,416.00,937.00,46.00,9472.00,-2837.00,3185.00,12284.00
1973:Q4,107629.00,34071.00,34402.00,12753.00,93.00,14890.00,3187.00,8980.00,-747.00,114064.00,61731.00,28222.00,9140.00,14522.00,449.00,-6435.00,12056.00,-179.00,-1627.00,7427.00,4909.00,16412.00,35.00,-11538.00,11192.00,29.00,3595.00,1357.00,0.00,-1209.00,1778.00,0.00,-87.00,1765.00,100.00,0.00,1031.00,375.00,0.00,656.00,0.00,0.00,1043.00,2942.00,626.00,22730.00,0.00,0.00,77.00,10977.00,6724.00,4109.00,-70.00,-15.00,-55.00,1455.00,39.00,10252.00,2518.00,11334.00,22872.00
1974:Q1,107634.00,31916.00,28795.00,11173.00,90.00,23722.00,3433.00,9164.00,-659.00,119008.00,63647.00,30336.00,9314.00,14863.00,848.00,-11374.00,12456.00,-266.00,-1622.00,2970.00,1755.00,16544.00,-486.00,-14304.00,3822.00,234.00,-3426.00,1640.00,0.00,2251.00,1656.00,0.00,37.00,1637.00,-18.00,0.00,-1111.00,379.00,0.00,-1490.00,0.00,0.00,485.00,1875.00,218.00,18126.00,0.00,0.00,100.00,6890.00,2613.00,3920.00,38.00,-20.00,58.00,470.00,33.00,10595.00,1215.00,3727.00,18031.00
1974:Q2,120817.00,39483.00,30775.00,13600.00,91.00,23804.00,3629.00,10025.00,-590.00,124656.00,65401.00,31900.00,11186.00,15310.00,859.00,-3839.00,12970.00,737.00,-1535.00,9929.00,9372.00,19381.00,-3020.00,-6990.00,1113.00,312.00,3644.00,1310.00,0.00,-2748.00,1344.00,0.00,-293.00,1233.00,404.00,0.00,1995.00,1339.00,0.00,656.00,0.00,0.00,954.00,-5274.00,-423.00,8103.00,0.00,0.00,97.00,1854.00,-2117.00,4000.00,-215.00,-22.00,-193.00,945.00,27.00,5395.00,557.00,1599.00,8589.00
1974:Q3,118527.00,41227.00,29194.00,14383.00,92.00,20687.00,3765.00,9820.00,-641.00,126992.00,67527.00,32802.00,10164.00,15842.00,657.00,-8465.00,13557.00,-484.00,-1479.00,7055.00,9027.00,20523.00,528.00,-12025.00,7688.00,920.00,-3645.00,-386.00,0.00,3331.00,1114.00,0.00,449.00,578.00,87.00,0.00,2192.00,795.00,0.00,1397.00,0.00,0.00,968.00,3224.00,-30.00,19713.00,0.00,0.00,103.00,7081.00,3692.00,3597.00,361.00,-31.00,392.00,1381.00,26.00,10761.00,-1972.00,6847.00,18872.00
1974:Q4,117929.00,38422.00,36137.00,12638.00,94.00,17537.00,3876.00,10018.00,-793.00,132580.00,70377.00,34840.00,10239.00,16181.00,943.00,-14651.00,14027.00,-286.00,-1403.00,1065.00,-4489.00,19714.00,-820.00,-23383.00,1106.00,-94.00,-905.00,2433.00,0.00,-4590.00,-52.00,0.00,265.00,-368.00,51.00,0.00,5745.00,2655.00,0.00,3090.00,0.00,0.00,-3447.00,1838.00,177.00,24489.00,0.00,0.00,145.00,11667.00,10676.00,1241.00,386.00,-33.00,419.00,-30.00,29.00,12292.00,5554.00,422.00,23805.00
1975:Q1,113649.00,34073.00,31141.00,9729.00,100.00,24837.00,4019.00,10749.00,-998.00,140362.00,72032.00,39081.00,11351.00,16569.00,1329.00,-26713.00,14342.00,830.00,-1411.00,-11789.00,-10720.00,18417.00,297.00,-29434.00,3392.00,300.00,-597.00,-1517.00,0.00,2212.00,727.00,0.00,468.00,283.00,-24.00,0.00,2828.00,817.00,0.00,2011.00,0.00,0.00,-124.00,-545.00,108.00,32826.00,0.00,0.00,167.00,20750.00,19608.00,1435.00,92.00,-4.00,96.00,58.00,1144.00,10615.00,-1070.00,2828.00,32262.00
1975:Q2,120636.00,34722.00,32909.00,12335.00,108.00,24843.00,4110.00,12748.00,-1139.00,148075.00,74340.00,41726.00,13891.00,17023.00,1095.00,-27439.00,14582.00,908.00,-1542.00,-12223.00,-10024.00,20899.00,339.00,-31262.00,1330.00,21.00,3358.00,-481.00,0.00,-953.00,932.00,0.00,-257.00,1283.00,-94.00,0.00,4560.00,2569.00,0.00,1991.00,0.00,0.00,713.00,-6931.00,111.00,32592.00,0.00,100.00,211.00,24835.00,21948.00,2936.00,-52.00,-42.00,-10.00,1519.00,379.00,5600.00,-2198.00,1597.00,32859.00
1975:Q3,122968.00,40495.00,31407.00,14281.00,122.00,21439.00,4171.00,12169.00,-1116.00,147216.00,75409.00,41502.00,11858.00,17522.00,925.00,-24248.00,14785.00,-607.00,-1605.00,-7251.00,-1967.00,23470.00,423.00,-25860.00,12489.00,241.00,191.00,-497.00,0.00,1946.00,2076.00,0.00,449.00,896.00,731.00,0.00,3981.00,2306.00,0.00,1675.00,0.00,0.00,1066.00,3333.00,153.00,38349.00,0.00,0.00,199.00,24115.00,22422.00,1702.00,98.00,-17.00,115.00,1831.00,39.00,12067.00,-5284.00,11925.00,37785.00
1975:Q4,127315.00,38318.00,39835.00,14561.00,141.00,18778.00,4139.00,12645.00,-1102.00,151457.00,76759.00,42812.00,12661.00,18080.00,1145.00,-24142.00,15036.00,292.00,-1592.00,-7806.00,-12955.00,21610.00,452.00,-35017.00,8002.00,123.00,242.00,988.00,0.00,-4026.00,2070.00,0.00,600.00,-300.00,1770.00,0.00,3660.00,2424.00,0.00,1236.00,0.00,0.00,924.00,3803.00,219.00,43019.00,0.00,0.00,260.00,30698.00,25816.00,4884.00,-39.00,-27.00,-12.00,1169.00,719.00,10212.00,5149.00,7414.00,42431.00
1976:Q1,129012.00,35533.00,34205.00,14484.00,164.00,28062.00,4132.00,13156.00,-723.00,155387.00,77280.00,45581.00,12642.00,18534.00,1350.00,-26375.00,15300.00,-396.00,-1628.00,-9051.00,-10633.00,19993.00,250.00,-30876.00,12015.00,536.00,-3848.00,1487.00,0.00,565.00,5172.00,0.00,3827.00,183.00,1162.00,0.00,3380.00,631.00,0.00,2749.00,0.00,0.00,-132.00,4689.00,166.00,42891.00,0.00,0.00,148.00,26982.00,23529.00,3397.00,1237.00,-22.00,1259.00,2782.00,-99.00,11841.00,1582.00,6929.00,37805.00
1976:Q2,143949.00,46362.00,35302.00,17070.00,180.00,28274.00,4144.00,13339.00,-721.00,155780.00,78729.00,44074.00,13003.00,18867.00,1107.00,-11831.00,15534.00,1082.00,-1703.00,4325.00,401.00,22624.00,-305.00,-21918.00,6757.00,1196.00,8885.00,-2866.00,0.00,1515.00,2676.00,0.00,1467.00,340.00,869.00,0.00,-1100.00,-668.00,0.00,-432.00,0.00,0.00,976.00,-4842.00,317.00,28675.00,0.00,0.00,339.00,24378.00,15575.00,8761.00,-1329.00,-22.00,-1307.00,2008.00,334.00,2945.00,3924.00,6597.00,28515.00
1976:Q3,138687.00,46839.00,33867.00,16605.00,186.00,24129.00,4206.00,13532.00,-676.00,158243.00,78995.00,44628.00,14032.00,19261.00,1327.00,-19556.00,15789.00,-583.00,-1736.00,-1448.00,5535.00,24525.00,-656.00,-18334.00,17206.00,568.00,1519.00,916.00,0.00,572.00,3823.00,0.00,2459.00,1016.00,348.00,0.00,4753.00,1180.00,0.00,3573.00,0.00,0.00,612.00,4064.00,379.00,35540.00,0.00,300.00,-101.00,19675.00,16484.00,2906.00,1205.00,-32.00,1237.00,2866.00,53.00,11542.00,-6982.00,13510.00,31844.00
1976:Q4,142798.00,43939.00,43015.00,16054.00,184.00,21508.00,4174.00,14512.00,-587.00,162092.00,81180.00,45851.00,13934.00,19786.00,1341.00,-19294.00,16074.00,117.00,-1920.00,-1417.00,-2859.00,22499.00,70.00,-25427.00,8976.00,125.00,-3653.00,2744.00,0.00,-2447.00,5312.00,0.00,4705.00,614.00,-7.00,0.00,2155.00,527.00,0.00,1628.00,0.00,0.00,724.00,3820.00,196.00,34403.00,0.00,400.00,103.00,19277.00,18310.00,1371.00,832.00,-15.00,847.00,1428.00,311.00,12052.00,1442.00,3424.00,28851.00
1977:Q1,142816.00,41635.00,37050.00,14957.00,177.00,31290.00,4437.00,14014.00,-744.00,165829.00,82392.00,48272.00,13507.00,20128.00,1530.00,-23014.00,16363.00,-517.00,-3500.00,-2634.00,-4419.00,20142.00,428.00,-24988.00,9238.00,399.00,-4467.00,2597.00,0.00,521.00,6719.00,0.00,3385.00,3591.00,-257.00,0.00,1567.00,372.00,0.00,1195.00,0.00,0.00,154.00,1627.00,121.00,34226.00,0.00,0.00,-11.00,19029.00,16689.00,2494.00,309.00,-33.00,342.00,2340.00,52.00,12507.00,1785.00,5511.00,30499.00
1977:Q2,165140.00,55917.00,38677.00,19928.00,174.00,31632.00,4601.00,15073.00,-862.00,169012.00,84955.00,47304.00,14668.00,20686.00,1399.00,-3872.00,16656.00,882.00,-1898.00,13799.00,12889.00,23804.00,151.00,-11065.00,7990.00,105.00,8576.00,-1111.00,0.00,1354.00,6890.00,0.00,6153.00,880.00,-143.00,0.00,532.00,981.00,0.00,-449.00,0.00,0.00,408.00,-9019.00,256.00,19055.00,0.00,0.00,117.00,9947.00,516.00,9509.00,-2071.00,-30.00,-2041.00,1965.00,167.00,8930.00,910.00,3878.00,14943.00
1977:Q3,155322.00,51587.00,36535.00,19825.00,181.00,27458.00,4784.00,15898.00,-946.00,172534.00,86569.00,47594.00,15338.00,21313.00,1720.00,-17212.00,16922.00,-502.00,-1850.00,2062.00,10546.00,25564.00,-480.00,-14538.00,23085.00,-93.00,1729.00,2238.00,0.00,715.00,8089.00,0.00,6101.00,1572.00,416.00,0.00,4839.00,1570.00,0.00,3269.00,0.00,0.00,887.00,4551.00,130.00,37623.00,0.00,0.00,99.00,29935.00,26106.00,4327.00,1191.00,-25.00,1216.00,2047.00,99.00,4252.00,-8484.00,15768.00,30306.00
1977:Q4,158504.00,48741.00,47401.00,18334.00,195.00,23473.00,4910.00,16232.00,-782.00,177871.00,88686.00,48891.00,15494.00,22349.00,2451.00,-19368.00,17269.00,-51.00,-1804.00,-244.00,-4500.00,23648.00,39.00,-28186.00,8787.00,-76.00,-5212.00,3125.00,0.00,-2685.00,6349.00,0.00,5483.00,303.00,563.00,0.00,3482.00,1814.00,0.00,1668.00,0.00,0.00,133.00,3495.00,176.00,36973.00,0.00,50.00,45.00,23770.00,20469.00,3344.00,663.00,-25.00,688.00,1045.00,353.00,11047.00,4256.00,2616.00,30802.00
1978:Q1,161090.00,45315.00,40258.00,17056.00,217.00,36723.00,5312.00,17176.00,-967.00,183183.00,89865.00,51222.00,16546.00,23557.00,1993.00,-22093.00,17639.00,-346.00,-1735.00,-2373.00,-4267.00,20708.00,439.00,-25414.00,16858.00,-250.00,-7905.00,3624.00,0.00,588.00,9760.00,0.00,7411.00,1710.00,639.00,0.00,5359.00,1666.00,0.00,3693.00,0.00,0.00,1595.00,3754.00,332.00,42272.00,0.00,0.00,136.00,26926.00,19560.00,7689.00,261.00,-24.00,285.00,2181.00,53.00,12715.00,1894.00,9162.00,34576.00
1978:Q2,189869.00,64901.00,42688.00,22339.00,235.00,36814.00,5720.00,18035.00,-863.00,187036.00,92339.00,50782.00,17382.00,24502.00,2031.00,2833.00,18048.00,1202.00,-1711.00,21390.00,18697.00,26347.00,-359.00,-7291.00,18421.00,-284.00,12384.00,-486.00,0.00,1382.00,9239.00,0.00,4827.00,4625.00,-213.00,0.00,3525.00,1441.00,0.00,2084.00,0.00,0.00,1332.00,-8850.00,179.00,25712.00,0.00,0.00,97.00,16524.00,4083.00,12538.00,-1870.00,-27.00,-1843.00,1786.00,306.00,8869.00,2693.00,15437.00,22728.00
1978:Q3,177135.00,61029.00,40100.00,21537.00,247.00,31258.00,6057.00,17596.00,-689.00,189848.00,93844.00,51616.00,16827.00,25543.00,2018.00,-12713.00,18451.00,-633.00,-1733.00,8104.00,17195.00,29811.00,719.00,-13335.00,26461.00,-136.00,3908.00,2328.00,0.00,479.00,8427.00,0.00,7064.00,1541.00,-178.00,0.00,6980.00,2512.00,0.00,4468.00,0.00,0.00,865.00,3365.00,245.00,39796.00,0.00,50.00,129.00,31042.00,21578.00,10016.00,-29.00,-26.00,-3.00,2312.00,67.00,6225.00,-9091.00,19400.00,32735.00
1978:Q4,181045.00,58404.00,47854.00,22574.00,255.00,27330.00,6515.00,18443.00,-329.00,195452.00,95773.00,52549.00,17719.00,26517.00,2894.00,-14407.00,18810.00,210.00,-1759.00,5952.00,4509.00,28700.00,344.00,-24535.00,16499.00,-2464.00,-3969.00,1744.00,0.00,1679.00,6999.00,0.00,3015.00,4914.00,-930.00,0.00,4048.00,1701.00,0.00,2347.00,0.00,0.00,2244.00,5832.00,386.00,41034.00,0.00,0.00,112.00,26109.00,15723.00,10749.00,-15.00,-20.00,5.00,2817.00,264.00,11747.00,1443.00,13479.00,38014.00
1979:Q1,185747.00,55522.00,43846.00,20306.00,257.00,41781.00,7154.00,17492.00,-610.00,199982.00,97894.00,55745.00,16622.00,27548.00,2173.00,-14235.00,19244.00,-561.00,-1788.00,7358.00,4338.00,24132.00,-155.00,-19640.00,14276.00,2399.00,-11986.00,2555.00,0.00,1625.00,8549.00,0.00,5830.00,3500.00,-781.00,0.00,5194.00,3058.00,0.00,2136.00,0.00,0.00,688.00,4982.00,270.00,33916.00,1139.00,0.00,276.00,14581.00,8981.00,6228.00,-11.00,-26.00,15.00,2059.00,-18.00,15890.00,3021.00,8431.00,28071.00
1979:Q2,208935.00,76267.00,42841.00,23129.00,270.00,41705.00,7551.00,17968.00,-795.00,203724.00,100287.00,55888.00,17101.00,28281.00,2167.00,5212.00,19784.00,1087.00,-1744.00,25653.00,23602.00,29225.00,430.00,-6053.00,14940.00,-113.00,12178.00,-3343.00,0.00,4217.00,3254.00,0.00,-179.00,3509.00,-76.00,0.00,8057.00,3069.00,0.00,4988.00,0.00,0.00,1747.00,-11224.00,167.00,20993.00,0.00,500.00,323.00,4549.00,-2528.00,7524.00,126.00,-41.00,167.00,2314.00,263.00,12918.00,2051.00,14952.00,21005.00
1979:Q3,195983.00,69457.00,41716.00,22493.00,294.00,36656.00,8074.00,18274.00,-980.00,209172.00,101963.00,58514.00,17615.00,29022.00,2058.00,-13188.00,20386.00,-547.00,-1772.00,9517.00,20622.00,34129.00,-178.00,-13330.00,23104.00,-1269.00,5481.00,163.00,0.00,2528.00,4518.00,0.00,755.00,3707.00,56.00,0.00,6369.00,3270.00,0.00,3099.00,0.00,0.00,1463.00,3716.00,135.00,36434.00,0.00,0.00,280.00,27655.00,20040.00,7691.00,-122.00,-25.00,-97.00,2656.00,2.00,5963.00,-11105.00,22446.00,35776.00
1979:Q4,202130.00,67668.00,51698.00,22068.00,327.00,33536.00,8557.00,19103.00,-826.00,216238.00,105293.00,60237.00,18488.00,30087.00,2133.00,-14107.00,20987.00,243.00,-1886.00,8523.00,7392.00,32614.00,-949.00,-24274.00,11780.00,393.00,-6840.00,-1429.00,0.00,1253.00,4871.00,0.00,-4626.00,9146.00,351.00,0.00,6121.00,3663.00,0.00,2458.00,0.00,0.00,2394.00,5005.00,12.00,36054.00,0.00,0.00,231.00,23543.00,18699.00,4976.00,85.00,-26.00,111.00,503.00,271.00,11421.00,1131.00,16295.00,40569.00
1980:Q1,207026.00,63649.00,47643.00,22069.00,370.00,45510.00,9290.00,19536.00,-1041.00,227013.00,108553.00,65233.00,19090.00,31725.00,2412.00,-19987.00,21636.00,-649.00,-1939.00,4237.00,4380.00,29596.00,-128.00,-25088.00,13269.00,2228.00,-9207.00,1705.00,0.00,2232.00,-809.00,0.00,-3431.00,2374.00,248.00,0.00,8844.00,4522.00,0.00,4322.00,0.00,0.00,1940.00,6263.00,73.00,38357.00,1152.00,1168.00,216.00,19267.00,15507.00,3824.00,31.00,-21.00,52.00,2309.00,-32.00,14246.00,-143.00,16648.00,41736.00
1980:Q2,223603.00,82512.00,48133.00,19512.00,400.00,44806.00,9823.00,19667.00,-1250.00,232618.00,113205.00,65421.00,18630.00,33113.00,2249.00,-9016.00,22359.00,886.00,-2076.00,14533.00,11154.00,33848.00,729.00,-23423.00,239.00,-255.00,7531.00,-3822.00,0.00,3487.00,-629.00,0.00,448.00,-1395.00,318.00,0.00,9079.00,4601.00,0.00,4478.00,0.00,0.00,500.00,-15719.00,67.00,23662.00,0.00,50.00,140.00,13970.00,7808.00,6351.00,33.00,-32.00,65.00,2102.00,244.00,7123.00,3379.00,-274.00,23149.00
1980:Q3,213918.00,77704.00,46616.00,20897.00,414.00,39587.00,10458.00,19697.00,-1455.00,240846.00,114609.00,71763.00,18823.00,33486.00,2165.00,-26928.00,23132.00,-744.00,-2240.00,-812.00,12845.00,36932.00,76.00,-24163.00,26418.00,844.00,7088.00,-1100.00,0.00,2753.00,4696.00,0.00,5510.00,-869.00,55.00,0.00,7987.00,4014.00,0.00,3973.00,0.00,0.00,1840.00,2058.00,252.00,50581.00,0.00,250.00,76.00,43894.00,37438.00,6568.00,330.00,-29.00,359.00,2049.00,18.00,3964.00,-13657.00,20549.00,44712.00
1980:Q4,224470.00,75646.00,57937.00,22307.00,413.00,37300.00,11062.00,21110.00,-1305.00,249412.00,118527.00,72623.00,20477.00,34811.00,2974.00,-24942.00,23906.00,-22.00,-2119.00,1105.00,844.00,35576.00,-2567.00,-32165.00,12036.00,2144.00,-8555.00,1040.00,0.00,-3256.00,5188.00,0.00,5335.00,254.00,-401.00,0.00,7485.00,4151.00,0.00,3334.00,0.00,0.00,2252.00,5643.00,95.00,44201.00,0.00,-750.00,132.00,30542.00,26119.00,4551.00,426.00,-22.00,448.00,1697.00,335.00,11819.00,261.00,6253.00,38418.00
1981:Q1,235256.00,72032.00,57454.00,20398.00,396.00,53106.00,11812.00,21620.00,-1561.00,260262.00,122057.00,76629.00,20251.00,38432.00,2893.00,-25005.00,24658.00,-675.00,-2084.00,2412.00,-2264.00,32338.00,613.00,-35215.00,25209.00,3231.00,-614.00,1556.00,0.00,138.00,5038.00,0.00,4329.00,843.00,-134.00,0.00,9836.00,3572.00,0.00,6264.00,0.00,0.00,1907.00,3991.00,126.00,60424.00,1093.00,300.00,110.00,36210.00,31445.00,4819.00,197.00,-30.00,227.00,3014.00,-32.00,19532.00,4676.00,20653.00,55868.00
1981:Q2,261941.00,99220.00,57603.00,20399.00,384.00,52824.00,12437.00,20485.00,-1410.00,263261.00,125929.00,75949.00,19162.00,39563.00,2658.00,-1320.00,25455.00,970.00,-2212.00,25377.00,24253.00,36604.00,-769.00,-11582.00,-1956.00,853.00,-1425.00,-2568.00,0.00,-834.00,7796.00,0.00,5894.00,2064.00,-162.00,0.00,9589.00,3777.00,0.00,5812.00,0.00,0.00,1297.00,-17213.00,549.00,9626.00,0.00,250.00,99.00,3984.00,-952.00,5095.00,730.00,-27.00,757.00,1580.00,334.00,2649.00,1124.00,-8607.00,2975.00
1981:Q3,241507.00,88174.00,53896.00,21147.00,373.00,46883.00,13118.00,19330.00,-1413.00,269236.00,127907.00,79205.00,18148.00,41385.00,2591.00,-27729.00,26147.00,-872.00,-2301.00,1591.00,13180.00,39772.00,-2703.00,-23889.00,21335.00,435.00,5460.00,39.00,0.00,1014.00,7222.00,0.00,3384.00,3625.00,213.00,0.00,6564.00,2487.00,0.00,4077.00,0.00,0.00,690.00,-436.00,347.00,45224.00,0.00,250.00,108.00,38703.00,29369.00,9396.00,-129.00,-28.00,-101.00,1291.00,-24.00,5025.00,-11588.00,18052.00,41941.00
1981:Q4,249366.00,86355.00,66691.00,19199.00,364.00,44056.00,13824.00,19664.00,-787.00,276992.00,131496.00,80315.00,18511.00,43339.00,3331.00,-27626.00,26856.00,-296.00,-2341.00,1867.00,-14144.00,38633.00,-423.00,-52354.00,5856.00,114.00,-4520.00,3070.00,0.00,-3654.00,4432.00,0.00,1386.00,2832.00,214.00,0.00,5647.00,2785.00,0.00,2862.00,0.00,0.00,982.00,-253.00,38.00,58210.00,0.00,0.00,128.00,43068.00,36062.00,7072.00,331.00,-24.00,355.00,976.00,360.00,13347.00,16011.00,4115.00,56469.00
1982:Q1,245191.00,80653.00,59369.00,13695.00,334.00,57394.00,14533.00,20048.00,-835.00,284647.00,134016.00,83610.00,18714.00,44747.00,3560.00,-39457.00,27546.00,-653.00,-2773.00,-8485.00,-14812.00,33878.00,-326.00,-48364.00,10468.00,1019.00,-1123.00,4584.00,0.00,-1765.00,5507.00,0.00,8370.00,-3322.00,459.00,0.00,4318.00,1707.00,0.00,2611.00,0.00,0.00,718.00,-3049.00,259.00,58832.00,0.00,250.00,104.00,37345.00,30133.00,7810.00,218.00,-26.00,244.00,2671.00,35.00,18209.00,6328.00,1854.00,50218.00
1982:Q2,268776.00,101450.00,59607.00,16421.00,332.00,56702.00,14906.00,20368.00,-1010.00,288797.00,135987.00,84825.00,18537.00,46097.00,3351.00,-20022.00,28264.00,1184.00,-2495.00,9553.00,2065.00,39190.00,298.00,-37423.00,2999.00,1093.00,-605.00,-1838.00,0.00,1554.00,7305.00,0.00,8815.00,-1513.00,3.00,0.00,6429.00,2054.00,0.00,4375.00,0.00,0.00,1753.00,-13186.00,494.00,40422.00,0.00,250.00,87.00,23099.00,11131.00,11989.00,506.00,-32.00,538.00,3512.00,364.00,12604.00,7488.00,-6354.00,31069.00
1982:Q3,245297.00,90740.00,54580.00,16996.00,330.00,49817.00,15221.00,18958.00,-1344.00,295152.00,139745.00,87297.00,17298.00,47686.00,3126.00,-49855.00,28820.00,-688.00,-2433.00,-17914.00,-11581.00,42539.00,427.00,-54546.00,32381.00,836.00,15768.00,1714.00,0.00,1251.00,2967.00,0.00,-2709.00,5672.00,4.00,0.00,6620.00,1354.00,0.00,5266.00,0.00,0.00,288.00,2556.00,382.00,86927.00,0.00,400.00,71.00,80088.00,69581.00,10549.00,17.00,-30.00,47.00,3169.00,10.00,3172.00,-6334.00,35043.00,89589.00
1982:Q4,247542.00,81899.00,67377.00,15969.00,376.00,46173.00,15469.00,20884.00,-605.00,307936.00,143323.00,91449.00,19853.00,48331.00,4980.00,-60395.00,29294.00,-412.00,-2090.00,-28599.00,-36015.00,41342.00,-1877.00,-75480.00,8410.00,1488.00,-9166.00,-160.00,0.00,1385.00,3517.00,0.00,3481.00,258.00,-222.00,0.00,4075.00,2488.00,0.00,1587.00,0.00,0.00,3381.00,3666.00,224.00,83890.00,0.00,400.00,95.00,73711.00,63398.00,10405.00,107.00,-31.00,138.00,2082.00,437.00,7058.00,7417.00,4791.00,80271.00
