1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1972:Q3,3366.00,0.00,0.00,0.00,0.00,0.00,0.00,1757.00,1757.00,1681.00,0.00,0.00,67.00,0.00,9.00,0.00,0.00,1609.00,1248.00,361.00,0.00,0.00,0.00,3366.00,67.00,0.00,0.00,0.00,67.00,0.00,67.00,0.00,0.00,0.00,3290.00,1248.00,1248.00,2042.00,0.00,361.00,1681.00,0.00,0.00,0.00,0.00,9.00,9.00,0.00,-67.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-67.00,0.00,-1533.00,509.00,-2042.00,1609.00,-9.00
1972:Q4,3220.00,0.00,0.00,0.00,0.00,0.00,0.00,1465.00,1465.00,1425.00,0.00,0.00,31.00,0.00,9.00,0.00,0.00,1755.00,1360.00,395.00,0.00,0.00,0.00,3220.00,31.00,0.00,0.00,0.00,31.00,0.00,31.00,0.00,0.00,0.00,3180.00,1360.00,1360.00,1820.00,0.00,395.00,1425.00,0.00,0.00,0.00,0.00,9.00,9.00,0.00,-31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-31.00,0.00,-1715.00,105.00,-1820.00,1755.00,-9.00
1973:Q1,3297.00,0.00,0.00,0.00,0.00,0.00,0.00,1483.00,1483.00,1435.00,0.00,0.00,39.00,0.00,9.00,0.00,0.00,1814.00,1416.00,398.00,0.00,0.00,0.00,3297.00,39.00,0.00,0.00,0.00,39.00,0.00,39.00,0.00,0.00,0.00,3249.00,1416.00,1416.00,1833.00,0.00,398.00,1435.00,0.00,0.00,0.00,0.00,9.00,9.00,0.00,-39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-39.00,0.00,-1766.00,67.00,-1833.00,1814.00,-9.00
1973:Q2,3127.00,0.00,0.00,0.00,0.00,0.00,0.00,1598.00,1598.00,1552.00,0.00,0.00,37.00,0.00,9.00,0.00,0.00,1529.00,1170.00,359.00,0.00,0.00,0.00,3127.00,37.00,0.00,0.00,0.00,37.00,0.00,37.00,0.00,0.00,0.00,3081.00,1170.00,1170.00,1911.00,0.00,359.00,1552.00,0.00,0.00,0.00,0.00,9.00,9.00,0.00,-37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-37.00,0.00,-1483.00,428.00,-1911.00,1529.00,-9.00
1973:Q3,2961.00,0.00,0.00,0.00,0.00,0.00,0.00,1383.00,1383.00,1336.00,0.00,0.00,37.00,0.00,10.00,0.00,0.00,1578.00,1203.00,375.00,0.00,0.00,0.00,2961.00,37.00,0.00,0.00,0.00,37.00,0.00,37.00,0.00,0.00,0.00,2914.00,1203.00,1203.00,1711.00,0.00,375.00,1336.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,-37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-37.00,0.00,-1531.00,180.00,-1711.00,1578.00,-10.00
1973:Q4,3213.00,0.00,0.00,0.00,0.00,0.00,0.00,1533.00,1533.00,1480.00,0.00,0.00,44.00,0.00,9.00,0.00,0.00,1680.00,1303.00,377.00,0.00,0.00,0.00,3213.00,44.00,0.00,0.00,0.00,44.00,0.00,44.00,0.00,0.00,0.00,3160.00,1303.00,1303.00,1857.00,0.00,377.00,1480.00,0.00,0.00,0.00,0.00,9.00,9.00,0.00,-44.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-44.00,0.00,-1627.00,230.00,-1857.00,1680.00,-9.00
1974:Q1,3678.00,0.00,0.00,0.00,0.00,0.00,0.00,1998.00,1998.00,1940.00,0.00,0.00,49.00,0.00,9.00,0.00,0.00,1680.00,1310.00,370.00,0.00,0.00,0.00,3678.00,49.00,0.00,0.00,0.00,49.00,0.00,49.00,0.00,0.00,0.00,3620.00,1310.00,1310.00,2310.00,0.00,370.00,1940.00,0.00,0.00,0.00,0.00,9.00,9.00,0.00,-49.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-49.00,0.00,-1622.00,688.00,-2310.00,1680.00,-9.00
1974:Q2,3812.00,0.00,0.00,0.00,0.00,0.00,0.00,2210.00,2210.00,2143.00,0.00,0.00,58.00,0.00,9.00,0.00,0.00,1602.00,1222.00,380.00,0.00,0.00,0.00,3812.00,58.00,0.00,0.00,0.00,58.00,0.00,58.00,0.00,0.00,0.00,3745.00,1222.00,1222.00,2523.00,0.00,380.00,2143.00,0.00,0.00,0.00,0.00,9.00,9.00,0.00,-58.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-58.00,0.00,-1535.00,988.00,-2523.00,1602.00,-9.00
1974:Q3,3227.00,0.00,0.00,0.00,0.00,0.00,0.00,1686.00,1686.00,1624.00,0.00,0.00,53.00,0.00,9.00,0.00,0.00,1541.00,1159.00,382.00,0.00,0.00,0.00,3227.00,53.00,0.00,0.00,0.00,53.00,0.00,53.00,0.00,0.00,0.00,3165.00,1159.00,1159.00,2006.00,0.00,382.00,1624.00,0.00,0.00,0.00,0.00,9.00,9.00,0.00,-53.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-53.00,0.00,-1479.00,527.00,-2006.00,1541.00,-9.00
1974:Q4,3507.00,0.00,0.00,0.00,0.00,0.00,0.00,2032.00,2032.00,1960.00,0.00,0.00,63.00,0.00,9.00,0.00,0.00,1475.00,1104.00,371.00,0.00,0.00,0.00,3507.00,63.00,0.00,0.00,0.00,63.00,0.00,63.00,0.00,0.00,0.00,3435.00,1104.00,1104.00,2331.00,0.00,371.00,1960.00,0.00,0.00,0.00,0.00,9.00,9.00,0.00,-63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-63.00,0.00,-1403.00,928.00,-2331.00,1475.00,-9.00
1975:Q1,3726.00,0.00,0.00,0.00,0.00,0.00,0.00,2239.00,2239.00,2163.00,0.00,0.00,64.00,0.00,12.00,0.00,0.00,1487.00,1119.00,368.00,0.00,0.00,0.00,3726.00,64.00,0.00,0.00,0.00,64.00,0.00,64.00,0.00,0.00,0.00,3650.00,1119.00,1119.00,2531.00,0.00,368.00,2163.00,0.00,0.00,0.00,0.00,12.00,12.00,0.00,-64.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-64.00,0.00,-1411.00,1120.00,-2531.00,1487.00,-12.00
1975:Q2,3641.00,0.00,0.00,0.00,0.00,0.00,0.00,2025.00,2025.00,1951.00,0.00,0.00,59.00,0.00,15.00,0.00,0.00,1616.00,1233.00,383.00,0.00,0.00,0.00,3641.00,59.00,0.00,0.00,0.00,59.00,0.00,59.00,0.00,0.00,0.00,3567.00,1233.00,1233.00,2334.00,0.00,383.00,1951.00,0.00,0.00,0.00,0.00,15.00,15.00,0.00,-59.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-59.00,0.00,-1542.00,792.00,-2334.00,1616.00,-15.00
1975:Q3,4446.00,0.00,0.00,0.00,0.00,0.00,0.00,2767.00,2767.00,2693.00,0.00,0.00,59.00,0.00,15.00,0.00,0.00,1679.00,1286.00,393.00,0.00,0.00,0.00,4446.00,59.00,0.00,0.00,0.00,59.00,0.00,59.00,0.00,0.00,0.00,4372.00,1286.00,1286.00,3086.00,0.00,393.00,2693.00,0.00,0.00,0.00,0.00,15.00,15.00,0.00,-59.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-59.00,0.00,-1605.00,1481.00,-3086.00,1679.00,-15.00
1975:Q4,4346.00,0.00,0.00,0.00,0.00,0.00,0.00,2680.00,2680.00,2606.00,0.00,0.00,59.00,0.00,15.00,0.00,0.00,1666.00,1249.00,417.00,0.00,0.00,0.00,4346.00,59.00,0.00,0.00,0.00,59.00,0.00,59.00,0.00,0.00,0.00,4272.00,1249.00,1249.00,3023.00,0.00,417.00,2606.00,0.00,0.00,0.00,0.00,15.00,15.00,0.00,-59.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-59.00,0.00,-1592.00,1431.00,-3023.00,1666.00,-15.00
1976:Q1,4279.00,0.00,0.00,0.00,0.00,0.00,0.00,2577.00,2577.00,2503.00,0.00,0.00,59.00,0.00,15.00,0.00,0.00,1702.00,1305.00,397.00,0.00,0.00,0.00,4279.00,59.00,0.00,0.00,0.00,59.00,0.00,59.00,0.00,0.00,0.00,4205.00,1305.00,1305.00,2900.00,0.00,397.00,2503.00,0.00,0.00,0.00,0.00,15.00,15.00,0.00,-59.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-59.00,0.00,-1628.00,1272.00,-2900.00,1702.00,-15.00
1976:Q2,4269.00,0.00,0.00,0.00,0.00,0.00,0.00,2503.00,2503.00,2440.00,0.00,0.00,51.00,0.00,12.00,0.00,0.00,1766.00,1374.00,392.00,0.00,0.00,0.00,4269.00,51.00,0.00,0.00,0.00,51.00,0.00,51.00,0.00,0.00,0.00,4206.00,1374.00,1374.00,2832.00,0.00,392.00,2440.00,0.00,0.00,0.00,0.00,12.00,12.00,0.00,-51.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-51.00,0.00,-1703.00,1129.00,-2832.00,1766.00,-12.00
1976:Q3,4498.00,0.00,0.00,0.00,0.00,0.00,0.00,2705.00,2705.00,2648.00,0.00,0.00,45.00,0.00,12.00,0.00,0.00,1793.00,1373.00,420.00,0.00,0.00,0.00,4498.00,45.00,0.00,0.00,0.00,45.00,0.00,45.00,0.00,0.00,0.00,4441.00,1373.00,1373.00,3068.00,0.00,420.00,2648.00,0.00,0.00,0.00,0.00,12.00,12.00,0.00,-45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-45.00,0.00,-1736.00,1332.00,-3068.00,1793.00,-12.00
1976:Q4,4807.00,0.00,0.00,0.00,0.00,0.00,0.00,2832.00,2832.00,2777.00,0.00,0.00,43.00,0.00,12.00,0.00,0.00,1975.00,1531.00,444.00,0.00,0.00,0.00,4807.00,43.00,0.00,0.00,0.00,43.00,0.00,43.00,0.00,0.00,0.00,4752.00,1531.00,1531.00,3221.00,0.00,444.00,2777.00,0.00,0.00,0.00,0.00,12.00,12.00,0.00,-43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-43.00,0.00,-1920.00,1301.00,-3221.00,1975.00,-12.00
1977:Q1,6261.00,0.00,0.00,0.00,0.00,0.00,0.00,2720.00,2720.00,2679.00,0.00,0.00,28.00,0.00,13.00,0.00,0.00,3541.00,3007.00,534.00,0.00,0.00,0.00,6261.00,28.00,0.00,0.00,0.00,28.00,0.00,28.00,0.00,0.00,0.00,6220.00,3007.00,3007.00,3213.00,0.00,534.00,2679.00,0.00,0.00,0.00,0.00,13.00,13.00,0.00,-28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-28.00,0.00,-3500.00,-287.00,-3213.00,3541.00,-13.00
1977:Q2,4703.00,0.00,0.00,0.00,0.00,0.00,0.00,2734.00,2734.00,2663.00,0.00,0.00,56.00,0.00,15.00,0.00,0.00,1969.00,1372.00,597.00,0.00,0.00,0.00,4703.00,56.00,0.00,0.00,0.00,56.00,0.00,56.00,0.00,0.00,0.00,4632.00,1372.00,1372.00,3260.00,0.00,597.00,2663.00,0.00,0.00,0.00,0.00,15.00,15.00,0.00,-56.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-56.00,0.00,-1898.00,1362.00,-3260.00,1969.00,-15.00
1977:Q3,4927.00,0.00,0.00,0.00,0.00,0.00,0.00,3014.00,3014.00,2951.00,0.00,0.00,45.00,0.00,18.00,0.00,0.00,1913.00,1422.00,491.00,0.00,0.00,0.00,4927.00,45.00,0.00,0.00,0.00,45.00,0.00,45.00,0.00,0.00,0.00,4864.00,1422.00,1422.00,3442.00,0.00,491.00,2951.00,0.00,0.00,0.00,0.00,18.00,18.00,0.00,-45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-45.00,0.00,-1850.00,1592.00,-3442.00,1913.00,-18.00
1977:Q4,4579.00,0.00,0.00,0.00,0.00,0.00,0.00,2725.00,2725.00,2675.00,0.00,0.00,32.00,0.00,18.00,0.00,0.00,1854.00,1356.00,498.00,0.00,0.00,0.00,4579.00,32.00,0.00,0.00,0.00,32.00,0.00,32.00,0.00,0.00,0.00,4529.00,1356.00,1356.00,3173.00,0.00,498.00,2675.00,0.00,0.00,0.00,0.00,18.00,18.00,0.00,-32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-32.00,0.00,-1804.00,1369.00,-3173.00,1854.00,-18.00
1978:Q1,4591.00,0.00,0.00,0.00,0.00,0.00,0.00,2799.00,2799.00,2742.00,0.00,0.00,36.00,0.00,21.00,0.00,0.00,1792.00,1324.00,468.00,0.00,0.00,0.00,4591.00,36.00,0.00,0.00,0.00,36.00,0.00,36.00,0.00,0.00,0.00,4534.00,1324.00,1324.00,3210.00,0.00,468.00,2742.00,0.00,0.00,0.00,0.00,21.00,21.00,0.00,-36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-36.00,0.00,-1735.00,1475.00,-3210.00,1792.00,-21.00
1978:Q2,4719.00,0.00,0.00,0.00,0.00,0.00,0.00,2945.00,2945.00,2882.00,0.00,0.00,42.00,0.00,21.00,0.00,0.00,1774.00,1286.00,488.00,0.00,0.00,0.00,4719.00,42.00,0.00,0.00,0.00,42.00,0.00,42.00,0.00,0.00,0.00,4656.00,1286.00,1286.00,3370.00,0.00,488.00,2882.00,0.00,0.00,0.00,0.00,21.00,21.00,0.00,-42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-42.00,0.00,-1711.00,1659.00,-3370.00,1774.00,-21.00
1978:Q3,4842.00,0.00,0.00,0.00,0.00,0.00,0.00,3043.00,3043.00,2977.00,0.00,0.00,45.00,0.00,21.00,0.00,0.00,1799.00,1285.00,514.00,0.00,0.00,0.00,4842.00,45.00,0.00,0.00,0.00,45.00,0.00,45.00,0.00,0.00,0.00,4776.00,1285.00,1285.00,3491.00,0.00,514.00,2977.00,0.00,0.00,0.00,0.00,21.00,21.00,0.00,-45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-45.00,0.00,-1733.00,1758.00,-3491.00,1799.00,-21.00
1978:Q4,5021.00,0.00,0.00,0.00,0.00,0.00,0.00,3197.00,3197.00,3132.00,0.00,0.00,41.00,0.00,24.00,0.00,0.00,1824.00,1317.00,507.00,0.00,0.00,0.00,5021.00,41.00,0.00,0.00,0.00,41.00,0.00,41.00,0.00,0.00,0.00,4956.00,1317.00,1317.00,3639.00,0.00,507.00,3132.00,0.00,0.00,0.00,0.00,24.00,24.00,0.00,-41.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-41.00,0.00,-1759.00,1880.00,-3639.00,1824.00,-24.00
1979:Q1,5334.00,0.00,0.00,0.00,0.00,0.00,0.00,3472.00,3472.00,3398.00,0.00,0.00,50.00,0.00,24.00,0.00,0.00,1862.00,1352.00,510.00,0.00,0.00,0.00,5334.00,50.00,0.00,0.00,0.00,50.00,0.00,50.00,0.00,0.00,0.00,5260.00,1352.00,1352.00,3908.00,0.00,510.00,3398.00,0.00,0.00,0.00,0.00,24.00,24.00,0.00,-50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-50.00,0.00,-1788.00,2120.00,-3908.00,1862.00,-24.00
1979:Q2,5174.00,0.00,0.00,0.00,0.00,0.00,0.00,3346.00,3346.00,3262.00,0.00,0.00,57.00,0.00,27.00,0.00,0.00,1828.00,1336.00,492.00,0.00,0.00,0.00,5174.00,57.00,0.00,0.00,0.00,57.00,0.00,57.00,0.00,0.00,0.00,5090.00,1336.00,1336.00,3754.00,0.00,492.00,3262.00,0.00,0.00,0.00,0.00,27.00,27.00,0.00,-57.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-57.00,0.00,-1744.00,2010.00,-3754.00,1828.00,-27.00
1979:Q3,5533.00,0.00,0.00,0.00,0.00,0.00,0.00,3667.00,3667.00,3573.00,0.00,0.00,67.00,0.00,27.00,0.00,0.00,1866.00,1350.00,516.00,0.00,0.00,0.00,5533.00,67.00,0.00,0.00,0.00,67.00,0.00,67.00,0.00,0.00,0.00,5439.00,1350.00,1350.00,4089.00,0.00,516.00,3573.00,0.00,0.00,0.00,0.00,27.00,27.00,0.00,-67.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-67.00,0.00,-1772.00,2317.00,-4089.00,1866.00,-27.00
1979:Q4,6022.00,0.00,0.00,0.00,0.00,0.00,0.00,4037.00,4037.00,3938.00,0.00,0.00,69.00,0.00,30.00,0.00,0.00,1985.00,1456.00,529.00,0.00,0.00,0.00,6022.00,69.00,0.00,0.00,0.00,69.00,0.00,69.00,0.00,0.00,0.00,5923.00,1456.00,1456.00,4467.00,0.00,529.00,3938.00,0.00,0.00,0.00,0.00,30.00,30.00,0.00,-69.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-69.00,0.00,-1886.00,2581.00,-4467.00,1985.00,-30.00
1980:Q1,6210.00,0.00,0.00,0.00,0.00,0.00,0.00,4168.00,4168.00,4065.00,0.00,0.00,73.00,0.00,30.00,0.00,0.00,2042.00,1508.00,534.00,0.00,0.00,0.00,6210.00,73.00,0.00,0.00,0.00,73.00,0.00,73.00,0.00,0.00,0.00,6107.00,1508.00,1508.00,4599.00,0.00,534.00,4065.00,0.00,0.00,0.00,0.00,30.00,30.00,0.00,-73.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-73.00,0.00,-1939.00,2660.00,-4599.00,2042.00,-30.00
1980:Q2,6416.00,0.00,0.00,0.00,0.00,0.00,0.00,4237.00,4237.00,4134.00,0.00,0.00,71.00,0.00,32.00,0.00,0.00,2179.00,1621.00,558.00,0.00,0.00,0.00,6416.00,71.00,0.00,0.00,0.00,71.00,0.00,71.00,0.00,0.00,0.00,6313.00,1621.00,1621.00,4692.00,0.00,558.00,4134.00,0.00,0.00,0.00,0.00,32.00,32.00,0.00,-71.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-71.00,0.00,-2076.00,2616.00,-4692.00,2179.00,-32.00
1980:Q3,6387.00,0.00,0.00,0.00,0.00,0.00,0.00,4063.00,4063.00,3979.00,0.00,0.00,51.00,0.00,33.00,0.00,0.00,2324.00,1741.00,583.00,0.00,0.00,0.00,6387.00,51.00,0.00,0.00,0.00,51.00,0.00,51.00,0.00,0.00,0.00,6303.00,1741.00,1741.00,4562.00,0.00,583.00,3979.00,0.00,0.00,0.00,0.00,33.00,33.00,0.00,-51.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-51.00,0.00,-2240.00,2322.00,-4562.00,2324.00,-33.00
1980:Q4,6504.00,0.00,0.00,0.00,0.00,0.00,0.00,4271.00,4271.00,4157.00,0.00,0.00,81.00,0.00,33.00,0.00,0.00,2233.00,1644.00,589.00,0.00,0.00,0.00,6504.00,81.00,0.00,0.00,0.00,81.00,0.00,81.00,0.00,0.00,0.00,6390.00,1644.00,1644.00,4746.00,0.00,589.00,4157.00,0.00,0.00,0.00,0.00,33.00,33.00,0.00,-81.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-81.00,0.00,-2119.00,2627.00,-4746.00,2233.00,-33.00
1981:Q1,6265.00,0.00,0.00,0.00,0.00,0.00,0.00,4102.00,4102.00,4023.00,0.00,0.00,47.00,0.00,32.00,0.00,0.00,2163.00,1587.00,576.00,0.00,0.00,0.00,6265.00,47.00,0.00,0.00,0.00,47.00,0.00,47.00,0.00,0.00,0.00,6186.00,1587.00,1587.00,4599.00,0.00,576.00,4023.00,0.00,0.00,0.00,0.00,32.00,32.00,0.00,-47.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-47.00,0.00,-2084.00,2515.00,-4599.00,2163.00,-32.00
1981:Q2,6279.00,0.00,0.00,0.00,0.00,0.00,0.00,3998.00,3998.00,3929.00,0.00,0.00,39.00,0.00,30.00,0.00,0.00,2281.00,1681.00,600.00,0.00,0.00,0.00,6279.00,39.00,0.00,0.00,0.00,39.00,0.00,39.00,0.00,0.00,0.00,6210.00,1681.00,1681.00,4529.00,0.00,600.00,3929.00,0.00,0.00,0.00,0.00,30.00,30.00,0.00,-39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-39.00,0.00,-2212.00,2317.00,-4529.00,2281.00,-30.00
1981:Q3,6160.00,0.00,0.00,0.00,0.00,0.00,0.00,3783.00,3783.00,3707.00,0.00,0.00,46.00,0.00,30.00,0.00,0.00,2377.00,1781.00,596.00,0.00,0.00,0.00,6160.00,46.00,0.00,0.00,0.00,46.00,0.00,46.00,0.00,0.00,0.00,6084.00,1781.00,1781.00,4303.00,0.00,596.00,3707.00,0.00,0.00,0.00,0.00,30.00,30.00,0.00,-46.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-46.00,0.00,-2301.00,2002.00,-4303.00,2377.00,-30.00
1981:Q4,6294.00,0.00,0.00,0.00,0.00,0.00,0.00,3853.00,3853.00,3753.00,0.00,0.00,70.00,0.00,30.00,0.00,0.00,2441.00,1842.00,599.00,0.00,0.00,0.00,6294.00,70.00,0.00,0.00,0.00,70.00,0.00,70.00,0.00,0.00,0.00,6194.00,1842.00,1842.00,4352.00,0.00,599.00,3753.00,0.00,0.00,0.00,0.00,30.00,30.00,0.00,-70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-70.00,0.00,-2341.00,2011.00,-4352.00,2441.00,-30.00
1982:Q1,6428.00,0.00,0.00,0.00,0.00,0.00,0.00,3559.00,3559.00,3463.00,0.00,0.00,66.00,0.00,30.00,0.00,0.00,2869.00,2257.00,612.00,0.00,0.00,0.00,6428.00,66.00,0.00,0.00,0.00,66.00,0.00,66.00,0.00,0.00,0.00,6332.00,2257.00,2257.00,4075.00,0.00,612.00,3463.00,0.00,0.00,0.00,0.00,30.00,30.00,0.00,-66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-66.00,0.00,-2773.00,1302.00,-4075.00,2869.00,-30.00
1982:Q2,6311.00,0.00,0.00,0.00,0.00,0.00,0.00,3727.00,3727.00,3638.00,0.00,0.00,60.00,0.00,29.00,0.00,0.00,2584.00,1939.00,645.00,0.00,0.00,0.00,6311.00,60.00,0.00,0.00,0.00,60.00,0.00,60.00,0.00,0.00,0.00,6222.00,1939.00,1939.00,4283.00,0.00,645.00,3638.00,0.00,0.00,0.00,0.00,29.00,29.00,0.00,-60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-60.00,0.00,-2495.00,1788.00,-4283.00,2584.00,-29.00
1982:Q3,6205.00,0.00,0.00,0.00,0.00,0.00,0.00,3704.00,3704.00,3636.00,0.00,0.00,41.00,0.00,27.00,0.00,0.00,2501.00,1832.00,669.00,0.00,0.00,0.00,6205.00,41.00,0.00,0.00,0.00,41.00,0.00,41.00,0.00,0.00,0.00,6137.00,1832.00,1832.00,4305.00,0.00,669.00,3636.00,0.00,0.00,0.00,0.00,27.00,27.00,0.00,-41.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-41.00,0.00,-2433.00,1872.00,-4305.00,2501.00,-27.00
1982:Q4,5829.00,0.00,0.00,0.00,0.00,0.00,0.00,3680.00,3680.00,3621.00,0.00,0.00,32.00,0.00,27.00,0.00,0.00,2149.00,1487.00,662.00,0.00,0.00,0.00,5829.00,32.00,0.00,0.00,0.00,32.00,0.00,32.00,0.00,0.00,0.00,5770.00,1487.00,1487.00,4283.00,0.00,662.00,3621.00,0.00,0.00,0.00,0.00,27.00,27.00,0.00,-32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-32.00,0.00,-2090.00,2193.00,-4283.00,2149.00,-27.00
1983:Q1,6089.00,0.00,0.00,0.00,0.00,0.00,0.00,4018.00,4018.00,3975.00,0.00,0.00,16.00,0.00,27.00,0.00,0.00,2071.00,1389.00,682.00,0.00,0.00,0.00,6089.00,16.00,0.00,0.00,0.00,16.00,0.00,16.00,0.00,0.00,0.00,6046.00,1389.00,1389.00,4657.00,0.00,682.00,3975.00,0.00,0.00,0.00,0.00,27.00,27.00,0.00,-16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-16.00,0.00,-2028.00,2629.00,-4657.00,2071.00,-27.00
1983:Q2,5694.00,0.00,0.00,0.00,0.00,0.00,0.00,3586.00,3586.00,3550.00,0.00,0.00,10.00,0.00,26.00,0.00,0.00,2108.00,1451.00,657.00,0.00,0.00,0.00,5694.00,10.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,5658.00,1451.00,1451.00,4207.00,0.00,657.00,3550.00,0.00,0.00,0.00,0.00,26.00,26.00,0.00,-10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,0.00,-2072.00,2135.00,-4207.00,2108.00,-26.00
1983:Q3,6230.00,0.00,0.00,0.00,0.00,0.00,0.00,4009.00,4009.00,3976.00,0.00,0.00,9.00,0.00,24.00,0.00,0.00,2221.00,1617.00,604.00,0.00,0.00,0.00,6230.00,9.00,0.00,0.00,0.00,9.00,0.00,9.00,0.00,0.00,0.00,6197.00,1617.00,1617.00,4580.00,0.00,604.00,3976.00,0.00,0.00,0.00,0.00,24.00,24.00,0.00,-9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.00,0.00,-2188.00,2392.00,-4580.00,2221.00,-24.00
1983:Q4,5859.00,0.00,0.00,0.00,0.00,0.00,0.00,3969.00,3969.00,3942.00,0.00,0.00,3.00,0.00,24.00,0.00,0.00,1890.00,1316.00,574.00,0.00,0.00,0.00,5859.00,3.00,0.00,0.00,0.00,3.00,0.00,3.00,0.00,0.00,0.00,5832.00,1316.00,1316.00,4516.00,0.00,574.00,3942.00,0.00,0.00,0.00,0.00,24.00,24.00,0.00,-3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,0.00,-1863.00,2653.00,-4516.00,1890.00,-24.00
1984:Q1,6343.00,0.00,0.00,0.00,0.00,0.00,0.00,4166.00,4166.00,4139.00,0.00,0.00,5.00,0.00,22.00,0.00,0.00,2177.00,1582.00,595.00,0.00,0.00,0.00,6343.00,5.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,6316.00,1582.00,1582.00,4734.00,0.00,595.00,4139.00,0.00,0.00,0.00,0.00,22.00,22.00,0.00,-5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.00,0.00,-2150.00,2584.00,-4734.00,2177.00,-22.00
