1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1987:Q1,39484.00,-100.00,-14828.00,816.00,-756.00,45524.00,1264.00,14572.00,16868.00,12820.00,916.00,-10904.00,4124.00,14692.00,21472.00,1600.00,-8380.00,39484.00
1987:Q2,22448.00,-80.00,-7772.00,3256.00,440.00,-7372.00,3104.00,1440.00,812.00,-12728.00,-120.00,13260.00,2224.00,18612.00,30604.00,3000.00,-14992.00,22448.00
1987:Q3,82480.00,-60.00,-13328.00,1316.00,-552.00,8236.00,1760.00,6108.00,3432.00,-3064.00,220.00,4152.00,1684.00,80812.00,30156.00,4400.00,46256.00,82480.00
1987:Q4,36540.00,-32.00,-11716.00,1980.00,-264.00,-2692.00,2332.00,1612.00,904.00,-7540.00,-8.00,23540.00,-1104.00,26836.00,32356.00,3020.00,-8540.00,36540.00
1988:Q1,49704.00,600.00,14756.00,2472.00,752.00,-31448.00,-2528.00,-14672.00,2520.00,-16768.00,1236.00,24972.00,-1532.00,37896.00,17188.00,800.00,19908.00,49704.00
1988:Q2,32056.00,1400.00,18952.00,4724.00,1388.00,1112.00,-1476.00,3116.00,2076.00,-2604.00,2416.00,-6360.00,-828.00,9252.00,19004.00,-1200.00,-8552.00,32056.00
1988:Q3,44376.00,1200.00,13424.00,1928.00,248.00,-2772.00,-3024.00,1876.00,1252.00,-2876.00,2812.00,8272.00,-1696.00,20960.00,8112.00,-3600.00,16448.00,44376.00
1988:Q4,50976.00,732.00,10064.00,600.00,-308.00,-4304.00,-3428.00,1932.00,-2600.00,-208.00,3920.00,2052.00,3896.00,34324.00,23796.00,424.00,10104.00,50976.00
1989:Q1,30836.00,700.00,15044.00,3140.00,1652.00,-14828.00,672.00,-13160.00,2560.00,-4900.00,-404.00,260.00,4152.00,21120.00,17228.00,2336.00,1556.00,30836.00
1989:Q2,29748.00,600.00,21440.00,4688.00,2524.00,11336.00,1512.00,4884.00,364.00,4576.00,1156.00,-9136.00,4892.00,-7752.00,11660.00,2936.00,-22348.00,29748.00
1989:Q3,37736.00,500.00,10260.00,800.00,820.00,21200.00,-444.00,9092.00,3804.00,8748.00,1908.00,-8936.00,4940.00,6244.00,10200.00,2996.00,-6952.00,37736.00
1989:Q4,45668.00,452.00,24700.00,5032.00,2820.00,14548.00,1540.00,6320.00,1532.00,5156.00,1416.00,-28224.00,6356.00,18568.00,17676.00,3040.00,-2148.00,45668.00
1990:Q1,38840.00,-300.00,12788.00,3884.00,2024.00,5136.00,2024.00,-11180.00,8360.00,5932.00,-240.00,-11492.00,6556.00,20484.00,24384.00,3096.00,-6996.00,38840.00
1990:Q2,-6268.00,-800.00,-8224.00,-2608.00,-936.00,28624.00,-936.00,8520.00,5184.00,15856.00,1352.00,-500.00,8144.00,-31320.00,5488.00,3256.00,-40064.00,-6268.00
1990:Q3,55376.00,200.00,-4892.00,-1212.00,-468.00,2980.00,-468.00,220.00,-3112.00,6340.00,-220.00,9100.00,4624.00,45264.00,20404.00,3296.00,21564.00,55376.00
1990:Q4,26504.00,-344.00,5780.00,1824.00,1056.00,3116.00,1056.00,-360.00,-3688.00,6108.00,-344.00,3216.00,6548.00,5652.00,13168.00,3344.00,-10860.00,26504.00
1991:Q1,47300.00,-300.00,-8748.00,-3528.00,396.00,19636.00,396.00,6092.00,2760.00,10388.00,548.00,13356.00,9156.00,16784.00,17844.00,3736.00,-4796.00,47300.00
1991:Q2,70208.00,-280.00,3712.00,2068.00,2348.00,7716.00,2348.00,1836.00,-1492.00,5024.00,-208.00,4384.00,10108.00,40360.00,28304.00,3856.00,8200.00,70208.00
1991:Q3,62404.00,-280.00,13220.00,5372.00,4112.00,5808.00,4112.00,708.00,-2628.00,3616.00,-400.00,4200.00,10724.00,19648.00,21120.00,3936.00,-5408.00,62404.00
1991:Q4,68596.00,-324.00,-8032.00,-1152.00,728.00,19160.00,728.00,5780.00,2448.00,10204.00,364.00,15772.00,12016.00,30064.00,24576.00,4108.00,1380.00,68596.00
1992:Q1,59400.00,-180.00,-9332.00,416.00,936.00,3728.00,936.00,816.00,-2516.00,4492.00,-804.00,24304.00,25456.00,14876.00,20160.00,4012.00,-9296.00,59400.00
1992:Q2,68116.00,-72.00,-10068.00,272.00,796.00,-5172.00,796.00,-1864.00,-5196.00,1092.00,-1160.00,47636.00,26628.00,9256.00,10212.00,4136.00,-5092.00,68116.00
1992:Q3,67956.00,-68.00,-2864.00,2928.00,2312.00,30516.00,2312.00,8428.00,5096.00,14680.00,244.00,25680.00,7488.00,1720.00,-2500.00,4412.00,-192.00,67956.00
1992:Q4,-47856.00,40.00,-9652.00,660.00,960.00,9400.00,960.00,2416.00,-912.00,6936.00,-572.00,-17784.00,21592.00,-52500.00,-46352.00,4844.00,-10992.00,-47856.00
1993:Q1,118924.00,160.00,-2468.00,8864.00,2976.00,17920.00,2976.00,2356.00,-980.00,13568.00,952.00,75128.00,22388.00,-6996.00,-3712.00,4348.00,-7632.00,118924.00
1993:Q2,77864.00,148.00,-6376.00,8228.00,2380.00,-11992.00,2380.00,-6416.00,-9748.00,1792.00,-196.00,48148.00,33548.00,3976.00,15488.00,4348.00,-15860.00,77864.00
1993:Q3,13796.00,136.00,-22128.00,752.00,-1816.00,48088.00,-1816.00,12360.00,9028.00,28516.00,2340.00,-6112.00,23480.00,-30944.00,-15628.00,4548.00,-19864.00,13796.00
1993:Q4,19896.00,120.00,-8240.00,8412.00,188.00,-2880.00,188.00,-3264.00,-6592.00,6788.00,-3744.00,-21484.00,39740.00,7784.00,8996.00,6544.00,-7756.00,19896.00
1994:Q1,142328.00,24.00,220.00,10020.00,692.00,464.00,692.00,9912.00,6576.00,-16716.00,368.00,-3920.00,55360.00,79100.00,59472.00,6136.00,13492.00,142328.00
1994:Q2,141092.00,24.00,-6160.00,6540.00,-1212.00,27268.00,-1212.00,17736.00,14404.00,-3660.00,1756.00,51836.00,29676.00,31364.00,32424.00,5968.00,-7028.00,141092.00
1994:Q3,9404.00,24.00,-13196.00,1176.00,-3672.00,8448.00,-3672.00,-1336.00,10000.00,3456.00,2584.00,4860.00,27632.00,-18452.00,-24600.00,5944.00,204.00,9404.00
1994:Q4,-22788.00,512.00,-7260.00,3984.00,-3784.00,-16356.00,-3784.00,56.00,8604.00,-21232.00,-10468.00,-59132.00,47568.00,22148.00,21184.00,4008.00,-3044.00,-22788.00
1995:Q1,-19184.00,584.00,2868.00,3552.00,716.00,6136.00,716.00,736.00,1768.00,2916.00,668.00,-37944.00,42352.00,-38116.00,-49188.00,3788.00,7284.00,-19184.00
1995:Q2,30836.00,580.00,-4032.00,10120.00,716.00,-1228.00,716.00,-368.00,-748.00,-828.00,672.00,-42580.00,46520.00,20068.00,8996.00,3792.00,7280.00,30836.00
1995:Q3,75212.00,584.00,1160.00,4752.00,720.00,-22476.00,720.00,-7020.00,-4928.00,-11248.00,668.00,-5496.00,69504.00,25796.00,14728.00,3788.00,7280.00,75212.00
1995:Q4,52024.00,620.00,-676.00,7504.00,712.00,-5860.00,712.00,-1752.00,-1380.00,-3440.00,672.00,-39836.00,57924.00,30964.00,19888.00,3792.00,7284.00,52024.00
1996:Q1,55332.00,600.00,-5360.00,11600.00,720.00,21376.00,720.00,6340.00,4416.00,9900.00,664.00,-31052.00,45780.00,11004.00,-60.00,3788.00,7276.00,55332.00
1996:Q2,37456.00,600.00,-1076.00,7024.00,712.00,-2720.00,712.00,-1284.00,-500.00,-1648.00,668.00,-29800.00,45504.00,16544.00,5472.00,3788.00,7284.00,37456.00
1996:Q3,45828.00,612.00,-4232.00,10832.00,720.00,-7304.00,720.00,-4976.00,-2856.00,-192.00,672.00,-20632.00,43656.00,21504.00,10428.00,3792.00,7284.00,45828.00
1996:Q4,38632.00,252.00,-11680.00,16392.00,5376.00,-5636.00,5376.00,-1000.00,-128.00,-9884.00,688.00,-30616.00,46364.00,17492.00,-7556.00,3788.00,21260.00,38632.00
1997:Q1,9116.00,1304.00,-11172.00,19288.00,548.00,14596.00,548.00,900.00,660.00,12488.00,924.00,-59956.00,57912.00,-14328.00,-23492.00,1152.00,8012.00,9116.00
1997:Q2,46684.00,696.00,-4644.00,9768.00,544.00,368.00,544.00,-3380.00,-2204.00,5408.00,968.00,-42812.00,55532.00,26264.00,16856.00,1172.00,8236.00,46684.00
1997:Q3,43720.00,1968.00,-19404.00,29556.00,548.00,5512.00,548.00,-1480.00,-1088.00,7532.00,1016.00,-50136.00,53148.00,21512.00,11860.00,1188.00,8464.00,43720.00
1997:Q4,75764.00,-180.00,12092.00,-4152.00,2912.00,4332.00,2912.00,-956.00,-868.00,3244.00,-1720.00,-37100.00,67536.00,32044.00,9164.00,8548.00,14332.00,75764.00
1998:Q1,133624.00,-1780.00,12480.00,2424.00,1308.00,27968.00,1308.00,10372.00,16420.00,-132.00,204.00,28416.00,48988.00,13616.00,512.00,6576.00,6528.00,133624.00
1998:Q2,95068.00,-1820.00,16432.00,2156.00,1312.00,12820.00,1312.00,9788.00,-6872.00,8592.00,208.00,20628.00,55248.00,-11916.00,-25932.00,7248.00,6768.00,95068.00
1998:Q3,86592.00,-1836.00,12460.00,3092.00,1072.00,23332.00,1072.00,4164.00,8996.00,9100.00,580.00,-10832.00,68392.00,-9668.00,-23856.00,7952.00,6236.00,86592.00
1998:Q4,98172.00,-248.00,11656.00,4744.00,756.00,-13072.00,756.00,3648.00,-18096.00,620.00,-316.00,51592.00,46608.00,-3548.00,-1476.00,-2396.00,324.00,98172.00
1999:Q1,-27900.00,1152.00,-22992.00,16280.00,3960.00,9236.00,2252.00,-8508.00,11276.00,4216.00,1808.00,-106948.00,63940.00,5664.00,5692.00,-10848.00,10820.00,-27900.00
1999:Q2,8172.00,912.00,-18532.00,11260.00,544.00,7424.00,2252.00,-2128.00,4056.00,3244.00,1808.00,-54300.00,59544.00,-488.00,-468.00,-10844.00,10824.00,8172.00
1999:Q3,31572.00,716.00,-27344.00,20584.00,2256.00,7192.00,2256.00,672.00,880.00,3384.00,1808.00,-82320.00,74540.00,34140.00,34164.00,-10848.00,10824.00,31572.00
1999:Q4,69304.00,1824.00,-9008.00,2184.00,2248.00,17352.00,2248.00,2888.00,8856.00,3360.00,1808.00,52640.00,41436.00,-41180.00,-41156.00,-10844.00,10820.00,69304.00
2000:Q1,104060.00,896.00,-764.00,1140.00,1324.00,32700.00,1324.00,564.00,32564.00,-1752.00,1236.00,13144.00,53636.00,748.00,-9780.00,-288.00,10816.00,104060.00
2000:Q2,25264.00,1560.00,652.00,52.00,2840.00,-21856.00,2840.00,2368.00,-19860.00,-7204.00,1412.00,-23536.00,69388.00,-5248.00,-21720.00,-1228.00,17700.00,25264.00
2000:Q3,29500.00,2712.00,-3024.00,11652.00,5032.00,-3076.00,5032.00,9880.00,-4344.00,-13644.00,1576.00,-41688.00,60912.00,-4596.00,-29004.00,-2176.00,26584.00,29500.00
2000:Q4,64668.00,3132.00,6844.00,3456.00,6548.00,-3516.00,6548.00,-3428.00,14180.00,-20816.00,1756.00,-30908.00,76852.00,504.00,-29820.00,-3116.00,33440.00,64668.00
2001:Q1,-86312.00,-5236.00,-3388.00,-14204.00,-25992.00,21948.00,-25992.00,6212.00,7068.00,34660.00,-10172.00,61876.00,74108.00,-185252.00,-58544.00,23876.00,-150584.00,-86312.00
2001:Q2,93496.00,4.00,-96.00,-776.00,-492.00,-38588.00,-492.00,-18920.00,-3176.00,-16000.00,-316.00,53400.00,48524.00,31836.00,41436.00,-4960.00,-4640.00,93496.00
2001:Q3,27464.00,-120.00,-536.00,-1556.00,-1108.00,-32284.00,-1108.00,2740.00,-27640.00,-6276.00,-128.00,77180.00,77576.00,-91560.00,-85236.00,-4380.00,-1944.00,27464.00
2001:Q4,136648.00,-312.00,-1276.00,-6228.00,-1976.00,-17884.00,-1976.00,-18284.00,19976.00,-17600.00,-620.00,67588.00,42228.00,55128.00,74072.00,-9824.00,-9120.00,136648.00
2002:Q1,260544.00,1308.00,5064.00,4480.00,6632.00,49668.00,6616.00,24708.00,11232.00,7112.00,1688.00,18792.00,50412.00,122500.00,71640.00,25920.00,24940.00,260544.00
2002:Q2,-97520.00,132.00,480.00,20156.00,428.00,17232.00,428.00,-576.00,-4172.00,21552.00,48.00,-94100.00,64592.00,-106488.00,-107692.00,456.00,748.00,-97520.00
2002:Q3,-80708.00,128.00,456.00,12464.00,408.00,41732.00,408.00,3840.00,2668.00,34816.00,-152.00,-80352.00,67880.00,-123272.00,-119604.00,-1392.00,-2276.00,-80708.00
2002:Q4,25800.00,136.00,480.00,572.00,432.00,3224.00,432.00,4924.00,-4416.00,2284.00,-96.00,-42388.00,42680.00,20760.00,23044.00,-864.00,-1420.00,25800.00
2003:Q1,254980.00,188.00,668.00,-4704.00,596.00,4172.00,596.00,5740.00,6264.00,-8428.00,252.00,192720.00,69572.00,-8484.00,-14524.00,2260.00,3780.00,254980.00
2003:Q2,122020.00,116.00,412.00,1168.00,368.00,-9292.00,368.00,-5412.00,-916.00,-3332.00,-268.00,15096.00,47604.00,66816.00,73164.00,-2408.00,-3940.00,122020.00
2003:Q3,37724.00,84.00,308.00,1372.00,280.00,1160.00,280.00,-828.00,652.00,1056.00,16.00,-73992.00,61184.00,47312.00,46952.00,136.00,224.00,37724.00
2003:Q4,112908.00,44.00,148.00,108.00,132.00,-228.00,132.00,-52.00,1444.00,-1752.00,-60.00,-10768.00,50624.00,72908.00,74376.00,-560.00,-908.00,112908.00
2004:Q1,76760.00,-4.00,-8.00,-432.00,-28.00,-4408.00,4.00,272.00,-1060.00,-3624.00,-492.00,6484.00,77568.00,-1920.00,9844.00,-4460.00,-7304.00,76760.00
2004:Q2,102100.00,36.00,124.00,848.00,112.00,11132.00,112.00,2628.00,2656.00,5736.00,-20.00,8220.00,81856.00,-208.00,244.00,-172.00,-280.00,102100.00
2004:Q3,172268.00,56.00,204.00,1068.00,180.00,19172.00,180.00,4340.00,4716.00,9936.00,388.00,56056.00,82056.00,13088.00,3820.00,3516.00,5752.00,172268.00
2004:Q4,186116.00,64.00,216.00,732.00,196.00,8356.00,196.00,988.00,6264.00,908.00,-376.00,52812.00,64044.00,60072.00,69024.00,-3400.00,-5552.00,186116.00
2005:Q1,75612.00,76.00,288.00,1532.00,288.00,5996.00,216.00,1780.00,1484.00,2516.00,-52.00,-16048.00,87380.00,-3848.00,-2560.00,-484.00,-804.00,75612.00
2005:Q2,97792.00,68.00,248.00,1372.00,220.00,6820.00,220.00,212.00,2716.00,3672.00,184.00,-2688.00,78188.00,13380.00,15700.00,1652.00,-3972.00,97792.00
2005:Q3,114452.00,136.00,480.00,2660.00,432.00,19136.00,432.00,3724.00,5308.00,9672.00,108.00,-92.00,72420.00,19172.00,23220.00,980.00,-5028.00,114452.00
2005:Q4,98968.00,172.00,608.00,2988.00,548.00,7444.00,548.00,1356.00,2044.00,3496.00,-228.00,-5496.00,79208.00,13724.00,25528.00,-2068.00,-9736.00,98968.00
2006:Q1,111824.00,212.00,744.00,3916.00,672.00,22320.00,672.00,1676.00,10824.00,9148.00,-156.00,4412.00,72192.00,7512.00,20080.00,-1408.00,-11160.00,111824.00
2006:Q2,97640.00,192.00,680.00,4648.00,612.00,25424.00,852.00,1928.00,13568.00,9076.00,-252.00,-21920.00,87528.00,728.00,11620.00,-1924.00,-8968.00,97640.00
2006:Q3,141780.00,212.00,760.00,4636.00,680.00,43236.00,440.00,13820.00,13904.00,15072.00,-252.00,10724.00,73708.00,8076.00,18696.00,-1912.00,-8708.00,141780.00
2006:Q4,130908.00,216.00,768.00,4388.00,688.00,4200.00,444.00,-6164.00,14820.00,-4900.00,-248.00,25564.00,67380.00,27952.00,22280.00,-1892.00,7564.00,130908.00
2007:Q1,75080.00,448.00,216.00,7328.00,0.00,6680.00,504.00,1732.00,-1048.00,5492.00,508.00,-25356.00,44500.00,40756.00,17948.00,2072.00,20736.00,75080.00
2007:Q2,93008.00,448.00,216.00,7616.00,0.00,6680.00,504.00,1728.00,-1044.00,5492.00,504.00,-25356.00,50012.00,52888.00,30080.00,2076.00,20732.00,93008.00
2007:Q3,77344.00,448.00,216.00,7944.00,0.00,6680.00,500.00,1732.00,-1048.00,5496.00,504.00,-25356.00,44704.00,42204.00,19396.00,2072.00,20736.00,77344.00
2007:Q4,67776.00,444.00,216.00,7272.00,0.00,6676.00,504.00,1728.00,-1048.00,5492.00,504.00,-25356.00,47624.00,30396.00,7588.00,2076.00,20732.00,67776.00
2008:Q1,30332.00,-1456.00,676.00,21720.00,0.00,44468.00,1580.00,14984.00,20192.00,7712.00,-348.00,12428.00,9244.00,-56400.00,-44604.00,-1972.00,-9824.00,30332.00
2008:Q2,71116.00,-1456.00,676.00,20284.00,0.00,44460.00,1576.00,14984.00,20188.00,7712.00,-344.00,12428.00,24628.00,-29560.00,-17768.00,-1972.00,-9820.00,71116.00
2008:Q3,21024.00,-1456.00,676.00,21144.00,0.00,44468.00,1580.00,14984.00,20192.00,7712.00,-348.00,12428.00,7708.00,-63596.00,-51800.00,-1972.00,-9824.00,21024.00
2008:Q4,15076.00,-1456.00,676.00,23896.00,0.00,44460.00,1576.00,14984.00,20188.00,7712.00,-348.00,12428.00,11096.00,-75676.00,-63884.00,-1968.00,-9824.00,15076.00
2009:Q1,106040.00,60.00,-328.00,-9004.00,0.00,4520.00,-772.00,18464.00,292.00,-13464.00,-496.00,-42176.00,91264.00,62200.00,64400.00,-3260.00,1060.00,106040.00
2009:Q2,153892.00,56.00,-332.00,-11460.00,0.00,4528.00,-772.00,18464.00,296.00,-13460.00,-496.00,-42176.00,99084.00,104688.00,106884.00,-3260.00,1064.00,153892.00
2009:Q3,150464.00,56.00,-332.00,-11580.00,0.00,4520.00,-772.00,18464.00,292.00,-13464.00,-496.00,-42176.00,95188.00,105284.00,107484.00,-3260.00,1060.00,150464.00
2009:Q4,129932.00,56.00,-328.00,-10972.00,0.00,4520.00,-772.00,18464.00,292.00,-13464.00,-492.00,-42176.00,93928.00,85396.00,87596.00,-3260.00,1060.00,129932.00
2010:Q1,153572.00,-532.00,-172.00,-5772.00,0.00,45704.00,-396.00,22424.00,3880.00,19796.00,1604.00,25736.00,67560.00,19444.00,12556.00,2020.00,4868.00,153572.00
2010:Q2,106064.00,-532.00,-168.00,-5504.00,0.00,45704.00,-396.00,22424.00,3880.00,19796.00,1604.00,25736.00,55688.00,-16464.00,-23352.00,2020.00,4868.00,106064.00
2010:Q3,158716.00,-532.00,-172.00,-5640.00,0.00,45704.00,-396.00,22424.00,3880.00,19796.00,1604.00,25736.00,61276.00,30740.00,23848.00,2024.00,4868.00,158716.00
2010:Q4,156976.00,-532.00,-168.00,-5816.00,0.00,45704.00,-396.00,22424.00,3880.00,19796.00,1600.00,25736.00,64144.00,26308.00,19420.00,2020.00,4868.00,156976.00
2011:Q1,90220.00,3720.00,552.00,16972.00,0.00,-5436.00,1288.00,5472.00,-10168.00,-2028.00,-2184.00,-9960.00,37632.00,48924.00,25472.00,1288.00,22164.00,90220.00
2011:Q2,74224.00,3720.00,552.00,17244.00,0.00,-5432.00,1292.00,5472.00,-10168.00,-2028.00,-2180.00,-9960.00,34452.00,35828.00,12376.00,1288.00,22164.00,74224.00
2011:Q3,20016.00,3716.00,556.00,18332.00,0.00,-5428.00,1292.00,5476.00,-10168.00,-2028.00,-2184.00,-9960.00,22448.00,-7464.00,-30916.00,1288.00,22164.00,20016.00
2011:Q4,94788.00,3720.00,552.00,17004.00,0.00,-5436.00,1288.00,5472.00,-10168.00,-2028.00,-2184.00,-9960.00,37484.00,53608.00,30156.00,1288.00,22164.00,94788.00
2012:Q1,121616.00,-916.00,-432.00,-13476.00,0.00,58948.00,-1004.00,27492.00,11044.00,21416.00,1308.00,-12708.00,66576.00,22316.00,8720.00,60.00,13536.00,121616.00
2012:Q2,110108.00,-912.00,-428.00,-12608.00,0.00,58948.00,-1004.00,27496.00,11040.00,21416.00,1308.00,-12708.00,59404.00,17104.00,3504.00,64.00,13536.00,110108.00
2012:Q3,133812.00,-916.00,-432.00,-12692.00,0.00,58952.00,-1004.00,27492.00,11044.00,21420.00,1312.00,-12708.00,60224.00,40072.00,26476.00,60.00,13536.00,133812.00
2012:Q4,118800.00,-912.00,-432.00,-12552.00,0.00,58944.00,-1004.00,27492.00,11040.00,21416.00,1308.00,-12708.00,56844.00,28308.00,14704.00,64.00,13540.00,118800.00
2013:Q1,120148.00,-672.00,228.00,6840.00,0.00,15456.00,528.00,672.00,360.00,13896.00,376.00,-21632.00,133220.00,-13668.00,-43248.00,1660.00,27920.00,120148.00
2013:Q2,156948.00,-668.00,228.00,7652.00,0.00,15460.00,532.00,672.00,360.00,13896.00,380.00,-21632.00,128272.00,27256.00,-2332.00,1664.00,27924.00,156948.00
2013:Q3,174332.00,-668.00,228.00,7532.00,0.00,15456.00,532.00,672.00,360.00,13892.00,376.00,-21632.00,130280.00,42760.00,13176.00,1660.00,27924.00,174332.00
2013:Q4,175284.00,-668.00,228.00,6936.00,0.00,15452.00,532.00,668.00,356.00,13896.00,380.00,-21632.00,129248.00,45340.00,15756.00,1660.00,27924.00,175284.00
2014:Q1,-13880.00,1104.00,-60.00,-1416.00,0.00,7108.00,-140.00,796.00,428.00,6024.00,1556.00,-42376.00,40180.00,-19976.00,-26476.00,1020.00,5480.00,-13880.00
2014:Q2,19416.00,1108.00,-60.00,-1444.00,0.00,7104.00,-136.00,796.00,424.00,6020.00,1556.00,-42376.00,38544.00,14984.00,8492.00,1016.00,5476.00,19416.00
2014:Q3,596.00,1104.00,-56.00,-1352.00,0.00,7116.00,-136.00,800.00,428.00,6024.00,1556.00,-42376.00,35116.00,-512.00,-7008.00,1016.00,5480.00,596.00
2014:Q4,21296.00,1108.00,-60.00,-1612.00,0.00,7104.00,-140.00,796.00,424.00,6024.00,1556.00,-42376.00,44440.00,11136.00,4636.00,1020.00,5480.00,21296.00
2015:Q1,166920.00,-2780.00,1376.00,-31348.00,0.00,24696.00,4096.00,34276.00,-22284.00,8608.00,-4236.00,-2428.00,81764.00,99876.00,19212.00,-248.00,80912.00,166920.00
2015:Q2,87188.00,468.00,32.00,4188.00,0.00,14780.00,424.00,7944.00,-3120.00,9532.00,368.00,-25732.00,84644.00,8440.00,-5208.00,132.00,13516.00,87188.00
2015:Q3,23344.00,1676.00,916.00,10308.00,0.00,33612.00,1812.00,13312.00,2520.00,15968.00,548.00,14856.00,-42088.00,3516.00,-15432.00,788.00,18160.00,23344.00
2015:Q4,118764.00,1556.00,848.00,-340.00,0.00,22496.00,1620.00,7604.00,1060.00,12212.00,332.00,11108.00,50528.00,32236.00,8528.00,-28.00,23736.00,118764.00
2016:Q1,227184.00,1824.00,996.00,7852.00,0.00,17188.00,1928.00,5448.00,80.00,9732.00,532.00,15140.00,152788.00,30864.00,9896.00,692.00,20276.00,227184.00
2016:Q2,105380.00,2008.00,1092.00,8236.00,0.00,20624.00,2120.00,6652.00,564.00,11288.00,616.00,22432.00,17016.00,33356.00,13236.00,972.00,19148.00,105380.00
