1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1963:Q3,140489.00,88355.00,79211.00,9143.00,14057.00,4711.00,17914.00,16384.00,16442.00,13378.00,2061.00,1003.00,6751.00,5851.00,900.00,9691.00,4083.00,3136.00,300.00,647.00,5608.00,4391.00,861.00,356.00,-58.00,1530.00,1572.00,-42.00,3864.00,11793.00,1003.00,634.00,471.00,163.00,0.00,165.00,140489.00,13617.00,6000.00,4183.00,1110.00,162532.00
1963:Q4,147285.00,89894.00,80560.00,9334.00,14397.00,4709.00,18238.00,16663.00,16851.00,13732.00,2067.00,1053.00,6915.00,6004.00,911.00,9936.00,4190.00,3188.00,298.00,704.00,5746.00,4540.00,858.00,349.00,-188.00,1575.00,1610.00,-36.00,3978.00,15705.00,562.00,655.00,489.00,166.00,0.00,271.00,147285.00,13796.00,6086.00,-875.00,1156.00,163564.00
1964:Q1,147374.00,91499.00,82056.00,9444.00,14479.00,4710.00,19263.00,17642.00,17701.00,14400.00,2162.00,1140.00,6976.00,5933.00,1043.00,10725.00,4364.00,3270.00,282.00,812.00,6361.00,5197.00,837.00,328.00,-59.00,1621.00,1646.00,-25.00,4172.00,12936.00,588.00,680.00,518.00,162.00,0.00,223.00,147374.00,13987.00,6164.00,-1015.00,1265.00,165771.00
1964:Q2,151704.00,93366.00,83708.00,9658.00,14705.00,4695.00,19330.00,17663.00,17699.00,14414.00,2184.00,1102.00,6991.00,5928.00,1063.00,10708.00,4505.00,3452.00,268.00,785.00,6203.00,5034.00,853.00,317.00,-36.00,1667.00,1686.00,-19.00,4315.00,14707.00,302.00,696.00,543.00,153.00,0.00,193.00,151704.00,14196.00,6242.00,-1606.00,1219.00,171106.00
1964:Q3,151501.00,95215.00,85352.00,9863.00,14822.00,4716.00,19610.00,17898.00,18123.00,14805.00,2200.00,1118.00,7146.00,6071.00,1075.00,10977.00,4603.00,3561.00,236.00,806.00,6374.00,5173.00,889.00,312.00,-225.00,1712.00,1730.00,-18.00,4506.00,12852.00,1148.00,802.00,560.00,242.00,0.00,127.00,151501.00,14423.00,6314.00,4048.00,1262.00,174388.00
1964:Q4,157762.00,96741.00,86672.00,10070.00,15126.00,4710.00,19505.00,17749.00,17923.00,14604.00,2209.00,1109.00,7042.00,5956.00,1086.00,10881.00,4722.00,3713.00,209.00,800.00,6159.00,4935.00,914.00,309.00,-174.00,1756.00,1776.00,-20.00,4549.00,16774.00,691.00,827.00,566.00,261.00,0.00,221.00,157762.00,14669.00,6384.00,-1442.00,1175.00,174518.00
1965:Q1,159339.00,98458.00,88204.00,10254.00,15487.00,4771.00,21461.00,19661.00,19761.00,16398.00,2170.00,1193.00,7389.00,6472.00,917.00,12372.00,4802.00,3740.00,176.00,886.00,7570.00,6186.00,1077.00,307.00,-100.00,1800.00,1827.00,-27.00,4784.00,13909.00,627.00,876.00,583.00,293.00,0.00,222.00,159339.00,14933.00,6464.00,-2152.00,1359.00,177956.00
1965:Q2,164127.00,100212.00,89719.00,10493.00,15794.00,4818.00,22011.00,20172.00,20452.00,16996.00,2219.00,1236.00,7626.00,6683.00,943.00,12826.00,4972.00,3924.00,155.00,893.00,7854.00,6389.00,1121.00,343.00,-280.00,1840.00,1873.00,-33.00,4894.00,15671.00,302.00,876.00,575.00,301.00,0.00,153.00,164127.00,15222.00,6557.00,-2457.00,1410.00,183870.00
1965:Q3,163336.00,102323.00,91554.00,10769.00,15992.00,4876.00,22315.00,20439.00,20819.00,17338.00,2328.00,1154.00,7771.00,6785.00,986.00,13048.00,5135.00,4161.00,160.00,814.00,7913.00,6392.00,1182.00,340.00,-380.00,1876.00,1915.00,-39.00,5037.00,13274.00,1466.00,872.00,561.00,311.00,0.00,114.00,163336.00,15536.00,6653.00,5092.00,1313.00,188473.00
1965:Q4,173449.00,105354.00,94280.00,11073.00,16390.00,4873.00,23502.00,21593.00,22078.00,18368.00,2587.00,1123.00,8279.00,7197.00,1082.00,13799.00,5296.00,4370.00,188.00,738.00,8503.00,6801.00,1317.00,385.00,-485.00,1908.00,1953.00,-45.00,5036.00,17855.00,612.00,861.00,546.00,315.00,0.00,192.00,173449.00,15875.00,6741.00,291.00,1197.00,193427.00
1966:Q1,174906.00,108522.00,96441.00,12081.00,17307.00,4959.00,24343.00,22406.00,22705.00,18927.00,2692.00,1087.00,8542.00,7476.00,1066.00,14163.00,5317.00,4394.00,233.00,690.00,8846.00,7057.00,1393.00,397.00,-299.00,1937.00,1987.00,-50.00,5333.00,14063.00,559.00,855.00,538.00,317.00,0.00,85.00,174906.00,16239.00,6835.00,317.00,1250.00,197322.00
1966:Q2,179787.00,111354.00,98976.00,12378.00,16801.00,4939.00,24092.00,22134.00,22800.00,19027.00,2652.00,1122.00,8552.00,7476.00,1076.00,14248.00,5219.00,4234.00,268.00,717.00,9029.00,7317.00,1308.00,405.00,-666.00,1958.00,2011.00,-53.00,5501.00,16516.00,371.00,845.00,527.00,318.00,0.00,110.00,179787.00,16606.00,6972.00,-1552.00,1263.00,202359.00
1966:Q3,178154.00,114181.00,101533.00,12648.00,16791.00,5006.00,23707.00,21735.00,22638.00,18789.00,2713.00,1137.00,8468.00,7351.00,1117.00,14170.00,5133.00,4143.00,291.00,699.00,9037.00,7295.00,1305.00,438.00,-903.00,1972.00,2025.00,-54.00,5707.00,14154.00,2189.00,842.00,522.00,320.00,0.00,-44.00,178154.00,16976.00,7091.00,6160.00,1242.00,206668.00
1966:Q4,186844.00,116229.00,103371.00,12858.00,17036.00,5007.00,23980.00,22001.00,22240.00,18375.00,2684.00,1182.00,8319.00,7189.00,1130.00,13921.00,5001.00,3980.00,285.00,736.00,8920.00,7206.00,1269.00,446.00,-239.00,1979.00,2031.00,-52.00,5972.00,18478.00,830.00,851.00,526.00,325.00,0.00,121.00,186844.00,17349.00,7224.00,198.00,1316.00,208688.00
1967:Q1,184895.00,117780.00,104710.00,13070.00,17225.00,5064.00,23336.00,21358.00,21451.00,17554.00,2725.00,1172.00,8125.00,6884.00,1241.00,13326.00,5266.00,4276.00,285.00,705.00,8060.00,6394.00,1199.00,467.00,-93.00,1979.00,2026.00,-48.00,6177.00,15130.00,736.00,867.00,539.00,328.00,0.00,52.00,184895.00,17725.00,7336.00,131.00,1305.00,209535.00
1967:Q2,188282.00,119195.00,105901.00,13294.00,17124.00,5093.00,23042.00,21074.00,21405.00,17520.00,2771.00,1113.00,8051.00,6799.00,1252.00,13354.00,5420.00,4474.00,278.00,668.00,7934.00,6247.00,1241.00,445.00,-331.00,1969.00,2013.00,-44.00,6396.00,16846.00,346.00,892.00,554.00,338.00,0.00,40.00,188282.00,18118.00,7462.00,-1108.00,1270.00,213776.00
1967:Q3,188603.00,121611.00,108002.00,13609.00,17632.00,5107.00,23304.00,21355.00,21787.00,17734.00,2797.00,1255.00,8121.00,6860.00,1261.00,13666.00,5518.00,4390.00,257.00,871.00,8148.00,6484.00,1279.00,384.00,-432.00,1949.00,1990.00,-41.00,6492.00,15625.00,2067.00,922.00,574.00,348.00,0.00,-21.00,188603.00,18528.00,7618.00,4768.00,1422.00,217271.00
1967:Q4,198413.00,124358.00,110396.00,13962.00,17493.00,5082.00,24184.00,22264.00,22962.00,18825.00,2902.00,1235.00,8602.00,7285.00,1317.00,14360.00,5306.00,4133.00,237.00,936.00,9054.00,7407.00,1348.00,299.00,-698.00,1920.00,1959.00,-39.00,6593.00,20337.00,662.00,947.00,595.00,352.00,0.00,83.00,198413.00,18955.00,7777.00,-381.00,1396.00,221148.00
1968:Q1,199810.00,128038.00,113553.00,14485.00,17920.00,5023.00,24531.00,22650.00,23819.00,19376.00,3139.00,1305.00,9682.00,8215.00,1467.00,14137.00,5651.00,4662.00,265.00,724.00,8486.00,6499.00,1407.00,581.00,-1169.00,1881.00,1919.00,-38.00,6712.00,17116.00,589.00,978.00,626.00,352.00,0.00,82.00,199810.00,19399.00,7961.00,-57.00,1454.00,225871.00
1968:Q2,206810.00,131329.00,116481.00,14848.00,18294.00,5022.00,25528.00,23667.00,24398.00,19773.00,3251.00,1373.00,9874.00,8345.00,1529.00,14524.00,5843.00,4651.00,266.00,926.00,8681.00,6777.00,1456.00,447.00,-731.00,1862.00,1898.00,-37.00,6831.00,19044.00,345.00,1032.00,680.00,352.00,0.00,75.00,206810.00,19877.00,8101.00,139.00,1500.00,235462.00
1968:Q3,206983.00,134799.00,119583.00,15216.00,18738.00,5057.00,25661.00,23797.00,24535.00,19821.00,3283.00,1432.00,9916.00,8359.00,1557.00,14619.00,5992.00,4844.00,290.00,858.00,8627.00,6618.00,1436.00,574.00,-738.00,1864.00,1898.00,-34.00,6918.00,17446.00,2678.00,1068.00,722.00,346.00,0.00,-24.00,206983.00,20390.00,8242.00,4600.00,1563.00,238040.00
1968:Q4,218458.00,137936.00,122356.00,15580.00,18877.00,5010.00,26028.00,24142.00,25155.00,20413.00,3216.00,1526.00,10156.00,8615.00,1541.00,14999.00,6049.00,4881.00,308.00,860.00,8950.00,6917.00,1367.00,666.00,-1013.00,1886.00,1917.00,-32.00,7092.00,22802.00,562.00,1105.00,760.00,345.00,0.00,172.00,218458.00,20936.00,8419.00,-1503.00,1568.00,243104.00
1969:Q1,218212.00,141057.00,124767.00,16290.00,18908.00,5062.00,25869.00,23941.00,25174.00,20182.00,3426.00,1565.00,10365.00,8745.00,1620.00,14809.00,5991.00,4757.00,304.00,930.00,8818.00,6680.00,1502.00,635.00,-1233.00,1929.00,1957.00,-28.00,7792.00,18907.00,567.00,1179.00,815.00,364.00,0.00,6.00,218212.00,21517.00,8597.00,-517.00,1584.00,246958.00
1969:Q2,223652.00,144559.00,127846.00,16714.00,19278.00,5079.00,25083.00,23146.00,24451.00,19492.00,3350.00,1609.00,10107.00,8480.00,1627.00,14344.00,6031.00,4790.00,317.00,924.00,8313.00,6222.00,1406.00,685.00,-1305.00,1937.00,1965.00,-28.00,8218.00,20589.00,345.00,1207.00,839.00,368.00,0.00,-15.00,223652.00,22086.00,8780.00,-973.00,1540.00,254158.00
1969:Q3,224494.00,148758.00,131608.00,17151.00,19492.00,5119.00,24355.00,22442.00,23676.00,18639.00,3349.00,1687.00,9785.00,8139.00,1646.00,13891.00,6067.00,4703.00,348.00,1016.00,7824.00,5797.00,1355.00,671.00,-1234.00,1913.00,1943.00,-30.00,8650.00,20036.00,3014.00,1209.00,842.00,367.00,0.00,-110.00,224494.00,22643.00,8929.00,5009.00,1487.00,259018.00
1969:Q4,233162.00,151641.00,134113.00,17529.00,19328.00,5116.00,23110.00,21255.00,23353.00,18108.00,3511.00,1734.00,9720.00,7980.00,1740.00,13633.00,6150.00,4776.00,408.00,966.00,7483.00,5352.00,1363.00,768.00,-2098.00,1855.00,1891.00,-35.00,8924.00,24325.00,608.00,1203.00,835.00,368.00,0.00,123.00,233162.00,23188.00,9123.00,-1903.00,1504.00,259751.00
1970:Q1,230561.00,154165.00,136275.00,17891.00,19268.00,5122.00,21166.00,19402.00,21600.00,16246.00,3554.00,1800.00,8617.00,6873.00,1744.00,12983.00,6127.00,4568.00,447.00,1112.00,6856.00,4805.00,1363.00,688.00,-2198.00,1764.00,1807.00,-43.00,9343.00,20798.00,308.00,1154.00,781.00,373.00,0.00,-146.00,230561.00,23722.00,9324.00,-1831.00,1572.00,261335.00
1970:Q2,235187.00,155498.00,137267.00,18232.00,19178.00,5069.00,22118.00,20443.00,21588.00,16120.00,3623.00,1845.00,8663.00,6878.00,1785.00,12925.00,6065.00,4621.00,511.00,933.00,6860.00,4621.00,1327.00,912.00,-1145.00,1675.00,1725.00,-50.00,9871.00,23094.00,395.00,1116.00,742.00,374.00,0.00,-361.00,235187.00,24272.00,9531.00,-859.00,1659.00,268650.00
1970:Q3,232545.00,157498.00,138931.00,18567.00,19621.00,5229.00,22096.00,20507.00,22069.00,16244.00,4003.00,1822.00,8931.00,7006.00,1925.00,13138.00,6060.00,4511.00,543.00,1006.00,7078.00,4727.00,1535.00,816.00,-1562.00,1589.00,1645.00,-56.00,10443.00,20699.00,3652.00,1056.00,712.00,344.00,0.00,-444.00,232545.00,24840.00,9733.00,7848.00,1646.00,272707.00
1970:Q4,241854.00,157957.00,139089.00,18868.00,19736.00,5305.00,20865.00,19360.00,21007.00,15063.00,4311.00,1633.00,8546.00,6529.00,2017.00,12461.00,6055.00,4595.00,575.00,885.00,6406.00,3939.00,1719.00,748.00,-1647.00,1505.00,1566.00,-61.00,10809.00,26823.00,422.00,1031.00,691.00,340.00,0.00,-249.00,241854.00,25425.00,9936.00,196.00,1516.00,273198.00
1971:Q1,246111.00,162467.00,142628.00,19838.00,20079.00,5298.00,24156.00,22732.00,23634.00,17545.00,4220.00,1869.00,9456.00,7453.00,2003.00,14178.00,6262.00,4728.00,584.00,950.00,7916.00,5364.00,1633.00,919.00,-902.00,1424.00,1488.00,-64.00,11080.00,22947.00,457.00,1033.00,669.00,364.00,0.00,-490.00,246111.00,26026.00,10116.00,918.00,1854.00,282636.00
1971:Q2,252018.00,165456.00,145112.00,20343.00,20712.00,5444.00,24685.00,23267.00,24434.00,18104.00,4340.00,1990.00,9642.00,7640.00,2002.00,14792.00,6239.00,4396.00,536.00,1307.00,8553.00,6068.00,1802.00,683.00,-1167.00,1418.00,1482.00,-64.00,11323.00,24329.00,583.00,1026.00,664.00,362.00,0.00,-373.00,252018.00,26620.00,10262.00,1669.00,1994.00,290957.00
1971:Q3,252758.00,168048.00,147198.00,20851.00,21149.00,5538.00,25359.00,23872.00,25274.00,18665.00,4671.00,1938.00,9479.00,7386.00,2093.00,15795.00,6292.00,4752.00,569.00,971.00,9503.00,6527.00,2009.00,967.00,-1402.00,1487.00,1548.00,-61.00,11382.00,23831.00,2949.00,1038.00,674.00,364.00,0.00,-637.00,252758.00,27206.00,10373.00,7560.00,1815.00,295547.00
1971:Q4,266127.00,171061.00,149611.00,21450.00,21965.00,5650.00,26448.00,24816.00,25929.00,19219.00,4652.00,2058.00,9588.00,7516.00,2072.00,16341.00,6234.00,4269.00,503.00,1462.00,10107.00,7434.00,2077.00,596.00,-1113.00,1632.00,1686.00,-54.00,11442.00,29387.00,686.00,1060.00,689.00,371.00,0.00,-199.00,266127.00,27784.00,10479.00,-666.00,1932.00,298626.00
1972:Q1,269840.00,177639.00,154618.00,23021.00,21976.00,5802.00,27880.00,26027.00,27481.00,20447.00,4818.00,2216.00,10092.00,7984.00,2108.00,17389.00,6526.00,4975.00,581.00,970.00,10863.00,7488.00,2129.00,1246.00,-1454.00,1852.00,1895.00,-43.00,11661.00,24714.00,644.00,1135.00,729.00,406.00,0.00,-322.00,269840.00,28354.00,10679.00,-1153.00,2044.00,307137.00
1972:Q2,275855.00,181187.00,157593.00,23593.00,22832.00,5065.00,28353.00,26359.00,27821.00,20630.00,4920.00,2272.00,10165.00,8010.00,2155.00,17656.00,6607.00,4947.00,573.00,1087.00,11049.00,7673.00,2192.00,1185.00,-1462.00,1993.00,2023.00,-30.00,11972.00,26406.00,862.00,1174.00,759.00,415.00,0.00,-270.00,275855.00,28989.00,10766.00,1760.00,2029.00,318108.00
1972:Q3,278276.00,184528.00,160581.00,23946.00,23884.00,5995.00,29543.00,27488.00,28943.00,21688.00,4773.00,2482.00,10488.00,8376.00,2112.00,18455.00,6776.00,4928.00,566.00,1282.00,11679.00,8384.00,2095.00,1200.00,-1455.00,2055.00,2070.00,-15.00,12546.00,25127.00,4243.00,1219.00,797.00,422.00,0.00,-322.00,278276.00,29691.00,10906.00,8237.00,2230.00,324529.00
1972:Q4,299006.00,190288.00,165993.00,24295.00,26404.00,5964.00,31437.00,29400.00,31639.00,24134.00,4941.00,2564.00,11596.00,9425.00,2171.00,20043.00,6927.00,4822.00,550.00,1555.00,13116.00,9887.00,2220.00,1009.00,-2239.00,2037.00,2034.00,3.00,13110.00,31682.00,888.00,1252.00,827.00,425.00,0.00,-243.00,299006.00,30458.00,11055.00,-1712.00,2256.00,332674.00
1973:Q1,302513.00,196940.00,170838.00,26102.00,26036.00,5908.00,33374.00,31434.00,35391.00,27106.00,5164.00,3121.00,12434.00,10164.00,2270.00,22957.00,7099.00,4922.00,573.00,1604.00,15858.00,12020.00,2321.00,1517.00,-3957.00,1940.00,1917.00,23.00,13255.00,26871.00,842.00,1394.00,907.00,487.00,0.00,-423.00,302513.00,31291.00,11270.00,-206.00,2668.00,343938.00
1973:Q2,310021.00,201392.00,175047.00,26345.00,27486.00,5871.00,32813.00,31004.00,36267.00,27435.00,5321.00,3511.00,12552.00,10146.00,2406.00,23715.00,7327.00,5145.00,604.00,1578.00,16388.00,12144.00,2311.00,1933.00,-5263.00,1808.00,1772.00,37.00,13699.00,28782.00,1077.00,1472.00,966.00,506.00,0.00,-416.00,310021.00,32257.00,11513.00,1179.00,2907.00,354936.00
1973:Q3,312827.00,205689.00,179041.00,26648.00,28448.00,5621.00,33257.00,31616.00,36286.00,26924.00,5262.00,4101.00,12148.00,9727.00,2421.00,24138.00,7601.00,5356.00,609.00,1636.00,16537.00,11841.00,2232.00,2465.00,-4670.00,1641.00,1597.00,44.00,14716.00,27165.00,2862.00,1412.00,1016.00,396.00,0.00,-618.00,312827.00,33355.00,11752.00,5982.00,3469.00,360176.00
1973:Q4,331621.00,211018.00,183836.00,27182.00,30552.00,5858.00,33946.00,32507.00,38186.00,28672.00,5350.00,4165.00,12839.00,10372.00,2467.00,25347.00,7880.00,5327.00,571.00,1982.00,17467.00,12973.00,2312.00,2183.00,-5679.00,1439.00,1394.00,45.00,15579.00,34402.00,449.00,1462.00,1051.00,411.00,0.00,-747.00,331621.00,34587.00,12056.00,-858.00,3576.00,369490.00
1974:Q1,328193.00,215213.00,187045.00,28168.00,28934.00,5919.00,32574.00,31373.00,39315.00,29349.00,5163.00,4803.00,12436.00,10070.00,2366.00,26879.00,8136.00,5069.00,507.00,2560.00,18743.00,14210.00,2290.00,2243.00,-7942.00,1201.00,1161.00,40.00,16691.00,28795.00,848.00,1575.00,1083.00,492.00,0.00,-659.00,328193.00,35951.00,12456.00,-1104.00,4267.00,372320.00
1974:Q2,334298.00,220270.00,191324.00,28945.00,27159.00,5770.00,32231.00,31366.00,40552.00,30872.00,5139.00,4541.00,13039.00,10596.00,2443.00,27513.00,8327.00,5762.00,533.00,2032.00,19186.00,14514.00,2163.00,2509.00,-9186.00,866.00,840.00,26.00,17899.00,30775.00,859.00,1643.00,1128.00,515.00,0.00,-590.00,334298.00,37432.00,12970.00,464.00,4099.00,384023.00
1974:Q3,338835.00,225710.00,195783.00,29927.00,27750.00,5858.00,31071.00,30639.00,43143.00,33534.00,5353.00,4256.00,14331.00,11742.00,2589.00,28812.00,8392.00,5536.00,472.00,2384.00,20420.00,16256.00,2292.00,1872.00,-12504.00,432.00,429.00,3.00,18807.00,29194.00,657.00,1743.00,1220.00,523.00,0.00,-641.00,338835.00,39030.00,13557.00,4459.00,3819.00,391825.00
1974:Q4,349454.00,229128.00,198130.00,30998.00,28370.00,5793.00,29829.00,29928.00,38517.00,29520.00,5128.00,3869.00,12979.00,10441.00,2538.00,25538.00,8364.00,5165.00,410.00,2789.00,17174.00,13914.00,2180.00,1080.00,-8589.00,-100.00,-71.00,-29.00,20106.00,36137.00,943.00,1828.00,1307.00,521.00,0.00,-793.00,349454.00,40746.00,14027.00,3571.00,3335.00,400650.00
1975:Q1,345649.00,230294.00,197980.00,32314.00,28184.00,5725.00,29438.00,30167.00,33255.00,24641.00,5149.00,3465.00,10948.00,8462.00,2486.00,22307.00,8233.00,6210.00,474.00,1549.00,14074.00,9969.00,2189.00,1916.00,-3088.00,-729.00,-661.00,-69.00,21107.00,31141.00,1329.00,2089.00,1537.00,552.00,0.00,-998.00,345649.00,42578.00,14342.00,2097.00,2849.00,402415.00
1975:Q2,354227.00,233532.00,200092.00,33440.00,28579.00,5661.00,32235.00,33462.00,35207.00,26892.00,4977.00,3338.00,11697.00,9329.00,2368.00,23510.00,8170.00,6055.00,447.00,1668.00,15340.00,11508.00,2162.00,1670.00,-1745.00,-1227.00,-1122.00,-104.00,21272.00,32909.00,1095.00,2274.00,1725.00,549.00,0.00,-1139.00,354227.00,44159.00,14582.00,1988.00,2914.00,415410.00
1975:Q3,366351.00,239755.00,205323.00,34432.00,30177.00,5621.00,37441.00,39032.00,41964.00,33447.00,4925.00,3592.00,14302.00,11930.00,2372.00,27662.00,8213.00,6023.00,442.00,1748.00,19449.00,15494.00,2111.00,1844.00,-2932.00,-1591.00,-1457.00,-135.00,21673.00,31407.00,925.00,2319.00,1774.00,545.00,0.00,-1116.00,366351.00,45488.00,14785.00,7256.00,3250.00,430585.00
1975:Q4,384930.00,246596.00,211443.00,35153.00,31299.00,5523.00,39746.00,41569.00,44348.00,34736.00,5376.00,4236.00,14699.00,12187.00,2512.00,29649.00,8344.00,6283.00,470.00,1591.00,21305.00,16266.00,2394.00,2645.00,-2779.00,-1823.00,-1663.00,-161.00,21825.00,39835.00,1145.00,2354.00,1808.00,546.00,0.00,-1102.00,384930.00,46566.00,15036.00,1888.00,3992.00,440509.00
1976:Q1,391505.00,254410.00,217805.00,36606.00,31599.00,5487.00,43778.00,45701.00,48387.00,38456.00,5928.00,4003.00,16655.00,13849.00,2806.00,31732.00,9040.00,6035.00,466.00,2539.00,22692.00,18572.00,2656.00,1464.00,-2686.00,-1923.00,-1742.00,-181.00,21712.00,34205.00,1350.00,2387.00,1762.00,625.00,0.00,-723.00,391505.00,47393.00,15300.00,2361.00,3937.00,452670.00
1976:Q2,398386.00,259600.00,222346.00,37255.00,32157.00,5192.00,43288.00,45258.00,48983.00,38619.00,6218.00,4146.00,16295.00,13422.00,2873.00,32688.00,9528.00,6969.00,559.00,2000.00,23160.00,18228.00,2786.00,2146.00,-3725.00,-1970.00,-1767.00,-203.00,22327.00,35302.00,1107.00,2349.00,1745.00,604.00,0.00,-721.00,398386.00,48418.00,15534.00,2854.00,4161.00,464796.00
1976:Q3,404104.00,265309.00,227113.00,38196.00,33171.00,5084.00,43687.00,45651.00,49455.00,38810.00,6546.00,4099.00,16223.00,13235.00,2988.00,33232.00,9981.00,7243.00,605.00,2133.00,23251.00,18332.00,2953.00,1966.00,-3804.00,-1964.00,-1740.00,-225.00,22726.00,33867.00,1327.00,2263.00,1664.00,599.00,0.00,-676.00,404104.00,49641.00,15789.00,9666.00,4280.00,474915.00
1976:Q4,420771.00,271915.00,232482.00,39433.00,34048.00,4859.00,43586.00,45492.00,49390.00,38181.00,6909.00,4300.00,16115.00,12989.00,3126.00,33275.00,10465.00,7528.00,650.00,2287.00,22810.00,17664.00,3133.00,2013.00,-3898.00,-1906.00,-1660.00,-247.00,23140.00,43015.00,1341.00,2138.00,1523.00,615.00,0.00,-587.00,420771.00,51062.00,16074.00,5582.00,4469.00,485210.00
1977:Q1,424654.00,279067.00,237511.00,41556.00,34648.00,4283.00,46031.00,47826.00,53188.00,41016.00,7385.00,4787.00,17201.00,13963.00,3238.00,35987.00,10669.00,7305.00,633.00,2731.00,25318.00,19748.00,3514.00,2056.00,-5362.00,-1795.00,-1526.00,-269.00,23810.00,37050.00,1530.00,2040.00,1367.00,673.00,0.00,-744.00,424654.00,52681.00,16363.00,5890.00,5191.00,494984.00
1977:Q2,443133.00,288342.00,245227.00,43115.00,35128.00,4156.00,51228.00,52962.00,56793.00,44057.00,7942.00,4795.00,18596.00,15178.00,3418.00,38197.00,10985.00,7464.00,655.00,2866.00,27212.00,21415.00,3869.00,1929.00,-3831.00,-1734.00,-1457.00,-277.00,25908.00,38677.00,1399.00,1956.00,1251.00,705.00,0.00,-862.00,443133.00,54369.00,16656.00,1545.00,5187.00,515537.00
1977:Q3,454189.00,296335.00,251877.00,44458.00,35592.00,3940.00,54911.00,56633.00,58996.00,45668.00,8388.00,4940.00,19187.00,15658.00,3529.00,39809.00,11408.00,7808.00,707.00,2893.00,28401.00,22202.00,4152.00,2047.00,-2363.00,-1722.00,-1452.00,-271.00,27536.00,36535.00,1720.00,2007.00,1215.00,792.00,0.00,-946.00,454189.00,56125.00,16922.00,10317.00,5221.00,532949.00
1977:Q4,476679.00,305242.00,259544.00,45698.00,39124.00,3816.00,53615.00,55375.00,59517.00,46040.00,8886.00,4591.00,19457.00,15779.00,3678.00,40060.00,11707.00,8334.00,784.00,2589.00,28353.00,21927.00,4424.00,2002.00,-4142.00,-1760.00,-1510.00,-250.00,28636.00,47401.00,2451.00,2078.00,1257.00,821.00,0.00,-782.00,476679.00,57949.00,17269.00,1503.00,4692.00,542481.00
1978:Q1,478737.00,313949.00,266053.00,47896.00,39631.00,4124.00,52485.00,54332.00,59533.00,44617.00,9307.00,5609.00,18124.00,14181.00,3943.00,41409.00,12067.00,8483.00,831.00,2753.00,29342.00,21953.00,4533.00,2856.00,-5201.00,-1847.00,-1633.00,-215.00,28913.00,40258.00,1993.00,2338.00,1411.00,927.00,0.00,-967.00,478737.00,59842.00,17639.00,-4725.00,5523.00,549041.00
1978:Q2,502999.00,325735.00,276488.00,49247.00,41529.00,4047.00,59931.00,61888.00,67688.00,52698.00,10070.00,4920.00,21654.00,17431.00,4223.00,46034.00,12364.00,8272.00,842.00,3250.00,33670.00,26995.00,5005.00,1670.00,-5800.00,-1957.00,-1761.00,-196.00,29456.00,42688.00,2031.00,2509.00,1544.00,965.00,0.00,-863.00,502999.00,61873.00,18048.00,1521.00,4687.00,584499.00
1978:Q3,512581.00,334792.00,284282.00,50510.00,42086.00,4350.00,61556.00,63644.00,69472.00,53272.00,10583.00,5617.00,21857.00,17382.00,4475.00,47615.00,12944.00,9367.00,979.00,2598.00,34671.00,26523.00,5129.00,3019.00,-5828.00,-2088.00,-1894.00,-194.00,29723.00,40100.00,2018.00,2683.00,1687.00,996.00,0.00,-689.00,512581.00,64045.00,18451.00,13812.00,5223.00,602368.00
1978:Q4,535617.00,345749.00,293747.00,52002.00,42729.00,4390.00,64597.00,66838.00,73718.00,56193.00,10802.00,6723.00,23223.00,18562.00,4661.00,50495.00,13418.00,9804.00,1031.00,2583.00,37077.00,27827.00,5110.00,4140.00,-6880.00,-2241.00,-2032.00,-209.00,30678.00,47854.00,2894.00,2845.00,1821.00,1024.00,0.00,-329.00,535617.00,66355.00,18810.00,12545.00,6148.00,620662.00
1979:Q1,545021.00,356835.00,302089.00,54746.00,45014.00,4442.00,62423.00,64839.00,73606.00,56126.00,10538.00,6942.00,22527.00,17819.00,4708.00,51079.00,13857.00,9550.00,1031.00,3276.00,37222.00,28757.00,4799.00,3666.00,-8767.00,-2416.00,-2175.00,-240.00,32174.00,43846.00,2173.00,3071.00,1963.00,1108.00,0.00,-610.00,545021.00,68805.00,19244.00,1263.00,6420.00,629185.00
1979:Q2,553076.00,364570.00,308507.00,56062.00,44795.00,3897.00,63036.00,65757.00,75753.00,56828.00,10731.00,8195.00,22733.00,17888.00,4845.00,53020.00,14236.00,9544.00,1036.00,3656.00,38784.00,29396.00,4850.00,4539.00,-9996.00,-2722.00,-2422.00,-300.00,33725.00,42841.00,2167.00,3175.00,2048.00,1127.00,0.00,-795.00,553076.00,71336.00,19784.00,7997.00,7363.00,649175.00
