1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2001:Q3,681381.00,0.00,628.00,83083.00,238144.00,0.00,108594.00,56271.00,0.00,73279.00,319896.00,301097.00,910.00,17889.00,0.00,39630.00,776851.00,-98291.00,-122423.00,24132.00,8503.00,9033.00,440397.00,131988.00,1030.00,68312.00,215879.00,109261.00,106618.00
2001:Q4,685617.00,0.00,627.00,95970.00,241455.00,0.00,103830.00,50682.00,0.00,86943.00,315547.00,296670.00,1010.00,17867.00,0.00,32018.00,787699.00,-105039.00,-135313.00,30274.00,9095.00,11638.00,462382.00,143687.00,1089.00,67207.00,197640.00,108718.00,88922.00
2002:Q1,666021.00,0.00,563.00,82759.00,226922.00,0.00,94055.00,51681.00,0.00,81186.00,323961.00,304713.00,996.00,18252.00,0.00,31816.00,782710.00,-96359.00,-134302.00,37943.00,8094.00,8464.00,502948.00,117412.00,966.00,68268.00,172917.00,102208.00,70709.00
2002:Q2,679679.00,0.00,980.00,90352.00,242377.00,0.00,105714.00,55258.00,0.00,81405.00,311939.00,292496.00,850.00,18593.00,0.00,34031.00,819934.00,-127310.00,-160582.00,33272.00,7456.00,9735.00,496329.00,140477.00,939.00,68928.00,223380.00,123404.00,99976.00
2002:Q3,692650.00,0.00,942.00,98922.00,260775.00,0.00,114976.00,61487.00,0.00,84312.00,297760.00,277761.00,983.00,19016.00,0.00,34251.00,841731.00,-90355.00,-119155.00,28800.00,7543.00,8276.00,451245.00,167583.00,1066.00,69141.00,227232.00,116654.00,110578.00
2002:Q4,702521.00,0.00,1232.00,114186.00,264217.00,0.00,116699.00,61559.00,0.00,85959.00,286633.00,267020.00,624.00,18989.00,0.00,36253.00,831614.00,-104813.00,-128855.00,24042.00,8444.00,9387.00,416824.00,191590.00,655.00,73305.00,236222.00,127291.00,108931.00
2003:Q1,731492.00,0.00,1126.00,136369.00,272775.00,0.00,44507.00,60338.00,0.00,167930.00,285789.00,266258.00,531.00,19000.00,0.00,35433.00,873727.00,-120988.00,-150365.00,29377.00,7951.00,8907.00,425201.00,241972.00,538.00,77126.00,233020.00,127473.00,105547.00
2003:Q2,740371.00,0.00,1145.00,136767.00,279592.00,0.00,44497.00,63426.00,0.00,171669.00,277705.00,257722.00,440.00,19543.00,0.00,45162.00,903197.00,-126975.00,-156106.00,29131.00,9599.00,9086.00,416954.00,252927.00,458.00,77000.00,264148.00,126110.00,138038.00
2003:Q3,710024.00,0.00,2424.00,149984.00,261005.00,0.00,39872.00,55002.00,0.00,166131.00,263283.00,238610.00,484.00,24189.00,0.00,33328.00,854020.00,-130519.00,-160145.00,29626.00,9086.00,9790.00,418452.00,231458.00,470.00,76854.00,238429.00,122928.00,115501.00
2003:Q4,695644.00,0.00,854.00,142209.00,250722.00,0.00,33412.00,53263.00,0.00,164047.00,272298.00,254182.00,614.00,17502.00,0.00,29561.00,849449.00,-134435.00,-161723.00,27288.00,9541.00,10180.00,426268.00,207868.00,592.00,85195.00,244240.00,134697.00,109543.00
2004:Q1,731568.00,0.00,1114.00,172312.00,261743.00,0.00,36540.00,50463.00,0.00,174740.00,268394.00,250085.00,527.00,17782.00,0.00,28005.00,890123.00,-199861.00,-229167.00,29306.00,9027.00,11184.00,475237.00,239350.00,550.00,85516.00,269120.00,158950.00,110170.00
2004:Q2,719884.00,0.00,866.00,168995.00,253011.00,0.00,33488.00,53519.00,0.00,166004.00,264318.00,248703.00,552.00,15063.00,0.00,32694.00,862230.00,-218337.00,-254730.00,36393.00,8569.00,10430.00,489764.00,250442.00,576.00,86702.00,234084.00,136478.00,97606.00
2004:Q3,724089.00,0.00,1052.00,173565.00,255897.00,0.00,34385.00,50170.00,0.00,171342.00,261397.00,245162.00,629.00,15606.00,0.00,32178.00,887488.00,-230628.00,-263230.00,32602.00,8755.00,9317.00,498617.00,243214.00,651.00,98728.00,258834.00,151060.00,107774.00
2004:Q4,706996.00,0.00,713.00,130410.00,267798.00,0.00,27725.00,51839.00,0.00,188234.00,277289.00,259713.00,710.00,16866.00,0.00,30786.00,919177.00,-212172.00,-246305.00,34133.00,8722.00,9496.00,504174.00,210416.00,736.00,122674.00,275131.00,167746.00,107385.00
2005:Q1,781161.00,0.00,691.00,144472.00,306557.00,0.00,32173.00,50923.00,0.00,223461.00,299211.00,280781.00,619.00,17811.00,0.00,30230.00,977291.00,-189835.00,-237439.00,47604.00,11295.00,10822.00,521346.00,204198.00,641.00,128107.00,290717.00,169130.00,121587.00
2005:Q2,831068.00,0.00,1141.00,162900.00,324544.00,0.00,27352.00,57916.00,0.00,239276.00,309043.00,289832.00,745.00,18466.00,0.00,33440.00,1019072.00,-197279.00,-227073.00,29794.00,8318.00,10213.00,543826.00,218277.00,759.00,130229.00,304729.00,184756.00,119973.00
2005:Q3,879961.00,0.00,890.00,167998.00,347425.00,0.00,27529.00,51132.00,0.00,268764.00,327953.00,305561.00,768.00,21624.00,0.00,35695.00,1073869.00,-216961.00,-257146.00,40185.00,8833.00,10008.00,575556.00,231958.00,780.00,131083.00,332612.00,189781.00,142831.00
2005:Q4,903923.00,0.00,895.00,169201.00,346307.00,0.00,27843.00,50944.00,0.00,267520.00,353319.00,331710.00,761.00,20848.00,0.00,34201.00,1077947.00,-212490.00,-252204.00,39714.00,9264.00,10041.00,580916.00,252480.00,770.00,130184.00,306782.00,188781.00,118001.00
2006:Q1,939139.00,0.00,926.00,176567.00,344870.00,0.00,24043.00,44290.00,0.00,276537.00,378547.00,356290.00,738.00,21519.00,0.00,38229.00,1148609.00,-231149.00,-269644.00,38495.00,8939.00,11724.00,636068.00,239707.00,756.00,136580.00,345984.00,212905.00,133079.00
2006:Q2,992677.00,0.00,906.00,192637.00,365924.00,0.00,26992.00,51678.00,0.00,287254.00,392741.00,368875.00,701.00,23165.00,0.00,40469.00,1181532.00,-247390.00,-284047.00,36657.00,9291.00,11066.00,650338.00,246473.00,717.00,137864.00,373173.00,214981.00,158192.00
2006:Q3,1037393.00,0.00,668.00,208260.00,369477.00,0.00,29877.00,51905.00,0.00,287695.00,417270.00,393300.00,664.00,23306.00,0.00,41718.00,1242065.00,-276908.00,-326663.00,49755.00,8259.00,17152.00,706621.00,288228.00,700.00,142367.00,355646.00,211805.00,143841.00
2006:Q4,1076523.00,0.00,604.00,228440.00,377669.00,0.00,26795.00,55099.00,0.00,295775.00,432273.00,406902.00,446.00,24925.00,0.00,37537.00,1233013.00,-301540.00,-349309.00,47769.00,9260.00,18595.00,727028.00,309811.00,491.00,135391.00,333977.00,197338.00,136639.00
2007:Q1,1131432.00,0.00,739.00,229605.00,404308.00,0.00,31250.00,54393.00,0.00,318665.00,455546.00,427557.00,320.00,27669.00,0.00,41234.00,1311870.00,-382606.00,-441285.00,58679.00,10452.00,20540.00,817748.00,320046.00,336.00,138850.00,386504.00,231086.00,155418.00
2007:Q2,1196198.00,0.00,996.00,243772.00,432220.00,0.00,23261.00,56526.00,0.00,352433.00,474498.00,444116.00,392.00,29990.00,0.00,44712.00,1373452.00,-395490.00,-440796.00,45306.00,12802.00,23042.00,858047.00,329344.00,411.00,142620.00,402676.00,240738.00,161938.00
2007:Q3,1282068.00,0.00,787.00,253065.00,444584.00,0.00,30131.00,58065.00,0.00,356388.00,530632.00,495136.00,277.00,35219.00,0.00,53000.00,1436201.00,-387634.00,-424156.00,36522.00,9787.00,25118.00,947194.00,295731.00,290.00,154503.00,391212.00,225287.00,165925.00
2007:Q4,1313020.00,0.00,978.00,245611.00,460671.00,0.00,30403.00,57135.00,0.00,373133.00,559881.00,520395.00,493.00,38993.00,0.00,45879.00,1360387.00,-458635.00,-501048.00,42413.00,11829.00,25499.00,996190.00,288352.00,511.00,94188.00,402453.00,241003.00,161450.00
2008:Q1,1325314.00,0.00,1115.00,204552.00,480638.00,0.00,37557.00,54914.00,0.00,388167.00,577390.00,537189.00,348.00,39853.00,1.00,61618.00,1383712.00,-536437.00,-568489.00,32052.00,14888.00,31595.00,1041986.00,309096.00,369.00,103607.00,418608.00,240432.00,178176.00
2008:Q2,1235269.00,0.00,690.00,166197.00,453571.00,0.00,35024.00,54621.00,0.00,363926.00,572126.00,530768.00,311.00,41047.00,1.00,42684.00,1296292.00,-575349.00,-599773.00,24424.00,14109.00,29416.00,1061892.00,268010.00,332.00,108421.00,389461.00,237281.00,152180.00
2008:Q3,1284643.00,0.00,34090.00,165386.00,436053.00,0.00,30819.00,45397.00,0.00,359837.00,595459.00,553738.00,0.00,41721.00,0.00,53655.00,1265359.00,-486886.00,-497581.00,10695.00,12341.00,22066.00,1023253.00,230100.00,0.00,108391.00,356094.00,192610.00,163484.00
2008:Q4,1469199.00,0.00,238954.00,68081.00,491473.00,0.00,35508.00,50596.00,0.00,405369.00,621756.00,577593.00,0.00,44163.00,0.00,48935.00,1375657.00,-225626.00,-249274.00,23648.00,13538.00,25575.00,876164.00,131673.00,0.00,71671.00,482662.00,276634.00,206028.00
2009:Q1,1391081.00,0.00,213623.00,92945.00,441986.00,0.00,41281.00,45133.00,0.00,355572.00,592569.00,548334.00,0.00,44235.00,0.00,49958.00,1283731.00,-285649.00,-308797.00,23148.00,13786.00,26193.00,835388.00,170788.00,0.00,75341.00,447884.00,269335.00,178549.00
2009:Q2,1215482.00,0.00,145466.00,88623.00,378855.00,0.00,33226.00,38677.00,0.00,306952.00,553043.00,509937.00,0.00,43106.00,0.00,49495.00,1118055.00,-466850.00,-497045.00,30195.00,14976.00,24124.00,889920.00,216105.00,0.00,75281.00,364499.00,224457.00,140042.00
2009:Q3,1238431.00,0.00,229403.00,74722.00,382340.00,0.00,55258.00,34507.00,0.00,292575.00,510205.00,469695.00,0.00,40510.00,0.00,41761.00,1217239.00,-411850.00,-437227.00,25377.00,14829.00,26976.00,947639.00,212742.00,0.00,79638.00,347265.00,199920.00,147345.00
2009:Q4,1218062.00,0.00,284089.00,68175.00,336341.00,0.00,57468.00,31296.00,0.00,247577.00,484961.00,447153.00,0.00,37808.00,0.00,44496.00,1319122.00,-377825.00,-410963.00,33138.00,16126.00,29928.00,1024199.00,195196.00,0.00,107721.00,323777.00,203086.00,120691.00
2010:Q1,1262148.00,0.00,331433.00,73649.00,328581.00,0.00,58044.00,30757.00,0.00,239780.00,484293.00,446417.00,0.00,37876.00,0.00,44192.00,1366256.00,-302992.00,-346769.00,43777.00,16371.00,30239.00,964498.00,222046.00,0.00,112653.00,323441.00,189184.00,134257.00
2010:Q2,1230757.00,0.00,299051.00,81954.00,341842.00,0.00,54654.00,30005.00,0.00,257183.00,464349.00,428140.00,0.00,36209.00,0.00,43561.00,1296229.00,-300342.00,-347180.00,46838.00,16429.00,31569.00,890100.00,245035.00,0.00,115832.00,297606.00,150402.00,147204.00
2010:Q3,1389595.00,0.00,315035.00,102852.00,465469.00,0.00,67534.00,29504.00,0.00,368431.00,463364.00,428053.00,0.00,35311.00,0.00,42875.00,1368763.00,-357821.00,-406200.00,48379.00,18537.00,50751.00,944561.00,258088.00,0.00,119120.00,335527.00,177067.00,158460.00
2010:Q4,1268342.00,0.00,350774.00,88440.00,325623.00,0.00,60943.00,26519.00,0.00,238161.00,474282.00,438928.00,0.00,35354.00,50.00,29173.00,1351473.00,-347147.00,-383998.00,36851.00,21858.00,35700.00,977711.00,250010.00,0.00,120018.00,293323.00,171579.00,121744.00
2011:Q1,1584136.00,0.00,640847.00,90221.00,321928.00,0.00,66145.00,31421.00,0.00,224362.00,488417.00,454582.00,0.00,33835.00,44.00,42679.00,1699182.00,-61399.00,-104145.00,42746.00,20747.00,42632.00,1003608.00,252430.00,0.00,129908.00,311256.00,188946.00,122310.00
2011:Q2,1651517.00,0.00,677510.00,90366.00,326830.00,0.00,63637.00,30568.00,0.00,232625.00,508907.00,475880.00,0.00,33027.00,0.00,47904.00,1768626.00,-14644.00,-40859.00,26215.00,23200.00,47423.00,1027508.00,242825.00,0.00,133897.00,308417.00,173421.00,134996.00
2011:Q3,1811824.00,0.00,762469.00,124034.00,349000.00,0.00,58148.00,32184.00,0.00,258668.00,531397.00,497730.00,0.00,33667.00,3.00,44921.00,1861194.00,156082.00,128263.00,27819.00,38212.00,50922.00,870413.00,297423.00,0.00,143679.00,304463.00,140135.00,164328.00
2011:Q4,1736438.00,0.00,710971.00,120110.00,327778.00,0.00,60481.00,30566.00,0.00,236731.00,533377.00,500616.00,0.00,32761.00,3.00,44199.00,1851058.00,157495.00,134841.00,22654.00,45590.00,48914.00,814613.00,304400.00,0.00,176616.00,303430.00,137845.00,165585.00
2012:Q1,1732482.00,0.00,679144.00,152431.00,319370.00,0.00,71602.00,29049.00,0.00,218719.00,531647.00,500476.00,0.00,31171.00,3.00,49887.00,1860746.00,165565.00,143128.00,22437.00,44305.00,57913.00,786244.00,326731.00,0.00,169950.00,310038.00,154270.00,155768.00
2012:Q2,1739801.00,0.00,687782.00,173212.00,311644.00,0.00,60951.00,32273.00,0.00,218420.00,521598.00,490443.00,0.00,31155.00,3.00,45562.00,1868793.00,213833.00,190844.00,22989.00,48896.00,62119.00,764010.00,328650.00,0.00,172061.00,279224.00,128518.00,150706.00
2012:Q3,1758197.00,0.00,670556.00,182785.00,333503.00,0.00,77271.00,30194.00,0.00,226038.00,517085.00,485900.00,0.00,31185.00,3.00,54265.00,1856290.00,207526.00,134931.00,72595.00,53872.00,62415.00,761985.00,314915.00,0.00,173466.00,282111.00,117942.00,164169.00
2012:Q4,1720612.00,0.00,638754.00,178272.00,339200.00,0.00,76601.00,32099.00,0.00,230500.00,520475.00,489591.00,0.00,30884.00,3.00,43908.00,1877107.00,155556.00,83596.00,71960.00,61794.00,62709.00,798367.00,325021.00,0.00,205908.00,267752.00,126022.00,141730.00
2013:Q1,1819442.00,0.00,741290.00,178742.00,319191.00,0.00,79539.00,27730.00,0.00,211922.00,527364.00,497694.00,0.00,29670.00,3.00,52852.00,1981085.00,219655.00,124181.00,95474.00,63670.00,67872.00,814399.00,323555.00,0.00,208264.00,283670.00,142936.00,140734.00
2013:Q2,2027721.00,26.00,959598.00,181073.00,295809.00,0.00,66909.00,26133.00,0.00,202767.00,530597.00,501026.00,0.00,29571.00,3.00,60615.00,2195171.00,438527.00,357336.00,81191.00,73416.00,70574.00,816013.00,310030.00,0.00,210155.00,276456.00,142092.00,134364.00
2013:Q3,2063861.00,27.00,963518.00,199268.00,298537.00,0.00,69270.00,26165.00,0.00,203102.00,545390.00,515563.00,0.00,29827.00,3.00,57118.00,2176186.00,351593.00,282245.00,69348.00,82032.00,85936.00,872395.00,331138.00,0.00,212403.00,240689.00,118689.00,122000.00
2013:Q4,2037076.00,27.00,948046.00,177081.00,288782.00,0.00,67035.00,25385.00,0.00,196362.00,566169.00,535866.00,0.00,30303.00,3.00,56968.00,2145244.00,330632.00,242816.00,87816.00,92577.00,90383.00,869451.00,312733.00,0.00,214903.00,234565.00,123501.00,111064.00
2014:Q1,2215914.00,25.00,1071029.00,200267.00,289322.00,0.00,66310.00,22506.00,0.00,200506.00,584226.00,551980.00,0.00,32246.00,3.00,71042.00,2357560.00,436488.00,346290.00,90198.00,101656.00,84531.00,927803.00,356507.00,0.00,214580.00,235995.00,123872.00,112123.00
2014:Q2,2251377.00,55.00,1068602.00,228187.00,287285.00,0.00,65570.00,20920.00,0.00,200795.00,595269.00,561065.00,0.00,34204.00,3.00,71976.00,2390979.00,441484.00,358134.00,83350.00,114167.00,87309.00,934372.00,366497.00,0.00,214545.00,232605.00,120821.00,111784.00
2014:Q3,2265292.00,31.00,1087776.00,218746.00,279720.00,0.00,60397.00,20452.00,0.00,198871.00,604839.00,569357.00,0.00,35482.00,3.00,74177.00,2385267.00,323826.00,298571.00,25255.00,114158.00,89651.00,1019825.00,375367.00,0.00,214046.00,248394.00,127849.00,120545.00
2014:Q4,2093412.00,49.00,888773.00,218132.00,274256.00,0.00,56511.00,20473.00,0.00,197272.00,640856.00,603293.00,0.00,37563.00,3.00,71343.00,2188718.00,197734.00,174432.00,23302.00,137758.00,84522.00,971776.00,371283.00,0.00,202810.00,222835.00,103216.00,119619.00
2015:Q1,2082194.00,9.00,872317.00,199793.00,265783.00,0.00,55710.00,19287.00,0.00,190786.00,668489.00,631071.00,0.00,37418.00,3.00,75800.00,2162750.00,166909.00,138972.00,27937.00,149429.00,126399.00,924703.00,369942.00,0.00,199708.00,225660.00,96241.00,129419.00
2015:Q2,2105774.00,8.00,886707.00,210534.00,253281.00,0.00,57255.00,23252.00,0.00,172774.00,685357.00,644391.00,0.00,40966.00,3.00,69884.00,2198007.00,229593.00,202732.00,26861.00,161162.00,88766.00,926312.00,374807.00,0.00,203161.00,214206.00,109130.00,105076.00
2015:Q3,2090134.00,8.00,871149.00,198476.00,262745.00,0.00,54656.00,20917.00,0.00,187172.00,696762.00,650130.00,0.00,46632.00,3.00,60991.00,2199807.00,256496.00,225241.00,31255.00,152811.00,96837.00,893881.00,375372.00,0.00,203651.00,220759.00,108361.00,112398.00
2015:Q4,1951457.00,8.00,690349.00,218513.00,265253.00,0.00,69820.00,23069.00,0.00,172364.00,718973.00,667646.00,0.00,51327.00,3.00,58358.00,2055433.00,148129.00,119834.00,28295.00,154146.00,97500.00,837421.00,406623.00,0.00,197928.00,213686.00,105386.00,108300.00
2016:Q1,2040749.00,8.00,749238.00,205821.00,286540.00,0.00,79188.00,23165.00,0.00,184187.00,735060.00,678998.00,0.00,56062.00,3.00,64079.00,2111299.00,133285.00,101347.00,31938.00,172259.00,98229.00,845183.00,407908.00,0.00,199750.00,254685.00,127109.00,127576.00
2016:Q2,2103718.00,8.00,765966.00,203392.00,310692.00,0.00,89245.00,22940.00,0.00,198507.00,753121.00,692586.00,0.00,60535.00,3.00,70536.00,2140430.00,176244.00,141181.00,35063.00,192372.00,100400.00,784797.00,429144.00,0.00,201318.00,256155.00,114902.00,141253.00
