1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1962:Q1,3536.00,0.00,0.00,14.00,1106.00,128.00,682.00,0.00,117.00,179.00,2226.00,1726.00,500.00,0.00,16.00,174.00,3668.00,2101.00,2335.00,-234.00,1280.00,33.00,301.00,5.00,505.00,347.00,-904.00,0.00,-904.00
1962:Q2,3620.00,0.00,0.00,13.00,1389.00,145.00,827.00,0.00,165.00,252.00,2038.00,1570.00,468.00,0.00,17.00,163.00,3753.00,2133.00,2354.00,-221.00,1323.00,33.00,301.00,3.00,473.00,350.00,-863.00,0.00,-863.00
1962:Q3,3585.00,0.00,0.00,13.00,1265.00,139.00,693.00,0.00,171.00,262.00,2130.00,1674.00,456.00,0.00,17.00,160.00,3723.00,2131.00,2373.00,-242.00,1242.00,33.00,300.00,2.00,461.00,353.00,-799.00,0.00,-799.00
1962:Q4,3630.00,0.00,0.00,13.00,1054.00,148.00,506.00,0.00,158.00,242.00,2222.00,1692.00,530.00,0.00,16.00,325.00,3771.00,2182.00,2372.00,-190.00,1194.00,34.00,301.00,3.00,535.00,330.00,-808.00,0.00,-808.00
1963:Q1,3679.00,0.00,0.00,15.00,1071.00,163.00,521.00,0.00,153.00,234.00,2376.00,1858.00,518.00,0.00,17.00,200.00,3826.00,2257.00,2466.00,-209.00,1113.00,35.00,313.00,6.00,523.00,333.00,-754.00,0.00,-754.00
1963:Q2,3788.00,0.00,0.00,16.00,1037.00,165.00,538.00,0.00,132.00,202.00,2544.00,2005.00,539.00,0.00,17.00,174.00,3941.00,2318.00,2549.00,-231.00,1127.00,37.00,328.00,9.00,545.00,333.00,-756.00,0.00,-756.00
1963:Q3,3776.00,0.00,0.00,18.00,804.00,157.00,422.00,0.00,89.00,136.00,2743.00,2201.00,542.00,0.00,17.00,194.00,3935.00,2354.00,2602.00,-248.00,1055.00,38.00,344.00,5.00,547.00,333.00,-741.00,0.00,-741.00
1963:Q4,3829.00,0.00,0.00,18.00,735.00,159.00,399.00,0.00,70.00,107.00,2724.00,2146.00,578.00,0.00,17.00,335.00,3991.00,2347.00,2573.00,-226.00,1097.00,40.00,357.00,10.00,584.00,348.00,-792.00,0.00,-792.00
1964:Q1,3931.00,0.00,0.00,18.00,745.00,180.00,398.00,0.00,66.00,101.00,2807.00,2187.00,620.00,0.00,17.00,344.00,4097.00,2408.00,2619.00,-211.00,1133.00,41.00,364.00,14.00,627.00,348.00,-838.00,0.00,-838.00
1964:Q2,4080.00,0.00,0.00,18.00,742.00,176.00,396.00,0.00,67.00,103.00,2868.00,2238.00,630.00,0.00,18.00,434.00,4250.00,2460.00,2655.00,-195.00,1334.00,41.00,370.00,18.00,636.00,350.00,-959.00,0.00,-959.00
1964:Q3,4302.00,0.00,0.00,14.00,883.00,188.00,485.00,0.00,83.00,127.00,2945.00,2310.00,635.00,0.00,19.00,441.00,4464.00,2550.00,2805.00,-255.00,1604.00,42.00,376.00,17.00,641.00,352.00,-1118.00,0.00,-1118.00
1964:Q4,4327.00,0.00,0.00,74.00,811.00,167.00,442.00,0.00,80.00,122.00,2841.00,2164.00,677.00,0.00,20.00,581.00,4627.00,2643.00,2940.00,-297.00,1832.00,42.00,381.00,22.00,684.00,371.00,-1348.00,0.00,-1348.00
1965:Q1,4724.00,0.00,0.00,32.00,854.00,221.00,433.00,0.00,79.00,121.00,2930.00,2265.00,665.00,0.00,24.00,884.00,4933.00,2909.00,3165.00,-256.00,1987.00,44.00,398.00,18.00,672.00,373.00,-1468.00,0.00,-1468.00
1965:Q2,4933.00,0.00,0.00,47.00,823.00,196.00,425.00,0.00,80.00,122.00,2844.00,2173.00,671.00,0.00,27.00,1192.00,5178.00,3139.00,3394.00,-255.00,1852.00,46.00,414.00,13.00,678.00,370.00,-1334.00,0.00,-1334.00
1965:Q3,4600.00,0.00,0.00,49.00,906.00,199.00,482.00,0.00,89.00,136.00,2973.00,2310.00,663.00,0.00,28.00,644.00,4855.00,2716.00,3077.00,-361.00,1632.00,48.00,429.00,13.00,669.00,367.00,-1019.00,0.00,-1019.00
1965:Q4,4315.00,0.00,0.00,58.00,930.00,183.00,509.00,0.00,94.00,144.00,2683.00,2005.00,678.00,0.00,30.00,614.00,4593.00,2397.00,2729.00,-332.00,1661.00,50.00,448.00,20.00,685.00,369.00,-1037.00,0.00,-1037.00
1966:Q1,4360.00,0.00,0.00,48.00,885.00,204.00,458.00,0.00,88.00,135.00,2758.00,2080.00,678.00,0.00,33.00,636.00,4620.00,2265.00,2593.00,-328.00,1649.00,52.00,464.00,16.00,684.00,366.00,-876.00,0.00,-876.00
1966:Q2,4683.00,0.00,0.00,66.00,814.00,201.00,408.00,0.00,81.00,124.00,2738.00,2054.00,684.00,0.00,36.00,1029.00,4986.00,2268.00,2616.00,-348.00,1956.00,54.00,482.00,12.00,691.00,370.00,-847.00,0.00,-847.00
1966:Q3,4908.00,0.00,0.00,46.00,955.00,229.00,483.00,0.00,96.00,147.00,2895.00,2221.00,674.00,0.00,38.00,974.00,5171.00,2472.00,2787.00,-315.00,1948.00,54.00,481.00,24.00,681.00,374.00,-863.00,0.00,-863.00
1966:Q4,4979.00,0.00,0.00,38.00,977.00,240.00,459.00,0.00,110.00,168.00,3166.00,2445.00,721.00,0.00,41.00,757.00,5228.00,2656.00,2936.00,-280.00,1844.00,54.00,482.00,34.00,728.00,352.00,-922.00,0.00,-922.00
1967:Q1,4663.00,0.00,0.00,11.00,1017.00,278.00,435.00,0.00,120.00,184.00,3292.00,2551.00,741.00,0.00,44.00,299.00,4858.00,2469.00,2898.00,-429.00,1780.00,56.00,506.00,33.00,748.00,356.00,-1090.00,0.00,-1090.00
1967:Q2,5035.00,0.00,0.00,24.00,1050.00,266.00,407.00,0.00,149.00,228.00,3348.00,2522.00,826.00,0.00,46.00,567.00,5262.00,2360.00,2769.00,-409.00,2188.00,59.00,528.00,33.00,834.00,358.00,-1098.00,0.00,-1098.00
1967:Q3,5071.00,0.00,0.00,31.00,1252.00,275.00,491.00,0.00,192.00,294.00,3434.00,2605.00,829.00,0.00,49.00,305.00,5320.00,2412.00,3078.00,-666.00,2100.00,62.00,553.00,30.00,837.00,360.00,-1034.00,0.00,-1034.00
1967:Q4,5137.00,0.00,0.00,63.00,1389.00,261.00,576.00,0.00,218.00,334.00,3446.00,2583.00,863.00,0.00,52.00,187.00,5461.00,2510.00,3346.00,-836.00,1974.00,65.00,582.00,27.00,872.00,373.00,-942.00,0.00,-942.00
1968:Q1,5500.00,0.00,0.00,49.00,1420.00,286.00,590.00,0.00,215.00,329.00,3618.00,2751.00,867.00,0.00,55.00,358.00,5799.00,2434.00,3439.00,-1005.00,2333.00,69.00,618.00,31.00,876.00,375.00,-937.00,0.00,-937.00
1968:Q2,5893.00,0.00,0.00,51.00,1412.00,303.00,608.00,0.00,198.00,303.00,3719.00,2862.00,857.00,0.00,59.00,652.00,6200.00,2321.00,3504.00,-1183.00,3007.00,73.00,657.00,35.00,866.00,379.00,-1138.00,0.00,-1138.00
1968:Q3,5123.00,0.00,0.00,48.00,1408.00,323.00,630.00,0.00,180.00,275.00,3864.00,2999.00,865.00,0.00,62.00,-259.00,5428.00,2410.00,3704.00,-1294.00,2094.00,76.00,687.00,41.00,874.00,383.00,-1137.00,0.00,-1137.00
1968:Q4,6067.00,0.00,0.00,56.00,1361.00,318.00,620.00,0.00,167.00,256.00,3850.00,2964.00,886.00,0.00,64.00,736.00,6394.00,2547.00,3702.00,-1155.00,3105.00,80.00,721.00,48.00,894.00,392.00,-1393.00,0.00,-1393.00
1969:Q1,6645.00,0.00,0.00,66.00,1401.00,359.00,622.00,0.00,166.00,254.00,4130.00,3237.00,893.00,0.00,64.00,984.00,7001.00,2576.00,3900.00,-1324.00,4940.00,86.00,770.00,60.00,902.00,396.00,-2729.00,0.00,-2729.00
1969:Q2,6735.00,0.00,0.00,92.00,1424.00,391.00,623.00,0.00,162.00,248.00,4424.00,3448.00,976.00,0.00,64.00,731.00,7151.00,2607.00,4122.00,-1515.00,5048.00,88.00,789.00,71.00,986.00,402.00,-2840.00,0.00,-2840.00
1969:Q3,7208.00,0.00,0.00,83.00,1482.00,451.00,631.00,0.00,158.00,242.00,4896.00,3850.00,1046.00,0.00,68.00,679.00,7611.00,2778.00,4341.00,-1563.00,5326.00,96.00,859.00,77.00,1057.00,408.00,-2990.00,0.00,-2990.00
1969:Q4,6978.00,0.00,0.00,92.00,1572.00,503.00,641.00,0.00,169.00,259.00,5283.00,4193.00,1090.00,0.00,72.00,-41.00,7405.00,3185.00,4678.00,-1493.00,3093.00,103.00,929.00,87.00,1101.00,372.00,-1465.00,0.00,-1465.00
1970:Q1,8314.00,0.00,0.00,118.00,1322.00,643.00,350.00,0.00,130.00,199.00,6191.00,5121.00,1070.00,0.00,76.00,607.00,8807.00,2741.00,4472.00,-1731.00,7045.00,121.00,1085.00,78.00,1081.00,378.00,-3722.00,0.00,-3722.00
1970:Q2,7920.00,0.00,0.00,160.00,1419.00,638.00,394.00,0.00,153.00,234.00,6281.00,5086.00,1195.00,0.00,81.00,-21.00,8517.00,2292.00,4476.00,-2184.00,6663.00,130.00,1166.00,80.00,1207.00,383.00,-3404.00,0.00,-3404.00
1970:Q3,8708.00,0.00,0.00,123.00,1674.00,807.00,488.00,0.00,150.00,229.00,7386.00,6216.00,1170.00,0.00,85.00,-560.00,9229.00,2121.00,4396.00,-2275.00,7940.00,137.00,1228.00,79.00,1181.00,388.00,-3845.00,0.00,-3845.00
1970:Q4,9147.00,0.00,0.00,116.00,2281.00,873.00,497.00,0.00,360.00,551.00,8068.00,6656.00,1412.00,0.00,89.00,-1407.00,9648.00,2340.00,4383.00,-2043.00,7273.00,141.00,1267.00,107.00,1426.00,384.00,-3290.00,0.00,-3290.00
1971:Q1,9061.00,0.00,0.00,152.00,1749.00,841.00,458.00,0.00,178.00,272.00,7881.00,6446.00,1435.00,0.00,91.00,-812.00,9621.00,1628.00,4333.00,-2705.00,8853.00,146.00,1318.00,103.00,1449.00,389.00,-4265.00,0.00,-4265.00
1971:Q2,8633.00,0.00,0.00,264.00,1505.00,821.00,277.00,0.00,161.00,246.00,7855.00,6326.00,1529.00,0.00,94.00,-1085.00,9399.00,670.00,4337.00,-3667.00,10450.00,150.00,1352.00,114.00,1544.00,395.00,-5276.00,0.00,-5276.00
1971:Q3,9402.00,0.00,0.00,215.00,1582.00,877.00,277.00,0.00,169.00,259.00,8337.00,6707.00,1630.00,0.00,89.00,-821.00,10020.00,1069.00,4513.00,-3444.00,9805.00,162.00,1454.00,211.00,1646.00,401.00,-4728.00,0.00,-4728.00
1971:Q4,9830.00,0.00,0.00,152.00,1630.00,944.00,263.00,0.00,167.00,256.00,8743.00,7165.00,1578.00,0.00,85.00,-780.00,10283.00,3066.00,4829.00,-1763.00,7426.00,167.00,1501.00,518.00,1594.00,434.00,-4423.00,0.00,-4423.00
1972:Q1,11359.00,0.00,0.00,301.00,1950.00,1014.00,466.00,70.00,158.00,242.00,9245.00,7648.00,1597.00,0.00,101.00,-238.00,12132.00,6276.00,4475.00,1801.00,3152.00,177.00,1588.00,866.00,1613.00,440.00,-1980.00,0.00,-1980.00
1972:Q2,11258.00,0.00,0.00,393.00,1869.00,1011.00,369.00,140.00,138.00,211.00,9066.00,7652.00,1414.00,0.00,108.00,-178.00,12248.00,6922.00,4713.00,2209.00,1861.00,184.00,1657.00,665.00,1428.00,445.00,-914.00,0.00,-914.00
1972:Q3,12196.00,0.00,0.00,344.00,2125.00,1126.00,478.00,210.00,123.00,188.00,9763.00,8443.00,1320.00,0.00,108.00,-144.00,13084.00,8061.00,4934.00,3127.00,1706.00,157.00,1410.00,1093.00,1334.00,450.00,-1127.00,0.00,-1127.00
1972:Q4,14838.00,0.00,0.00,443.00,2425.00,1203.00,480.00,271.00,138.00,333.00,11360.00,9980.00,1380.00,0.00,108.00,502.00,15794.00,5576.00,6318.00,-742.00,4244.00,247.00,2168.00,828.00,1393.00,495.00,843.00,0.00,843.00
1973:Q1,15517.00,0.00,0.00,480.00,2506.00,1410.00,352.00,355.00,137.00,252.00,11915.00,10523.00,1372.00,20.00,123.00,493.00,16105.00,6181.00,4616.00,1565.00,3102.00,287.00,2515.00,1375.00,1386.00,500.00,759.00,0.00,759.00
1973:Q2,16680.00,0.00,0.00,771.00,2827.00,1615.00,396.00,403.00,136.00,277.00,12456.00,10995.00,1447.00,14.00,103.00,523.00,17852.00,6213.00,5312.00,901.00,4110.00,299.00,2548.00,1731.00,1462.00,518.00,971.00,0.00,971.00
1973:Q3,17751.00,0.00,0.00,684.00,2657.00,1337.00,429.00,477.00,162.00,252.00,13560.00,11896.00,1634.00,30.00,121.00,729.00,19053.00,7795.00,5184.00,2611.00,2988.00,335.00,2868.00,1913.00,1650.00,536.00,968.00,0.00,968.00
1973:Q4,19556.00,0.00,0.00,750.00,2806.00,1441.00,449.00,462.00,164.00,290.00,15251.00,13421.00,1778.00,52.00,157.00,592.00,20697.00,6869.00,4539.00,2330.00,4508.00,363.00,3013.00,2260.00,1796.00,581.00,1307.00,0.00,1307.00
1974:Q1,20572.00,0.00,0.00,1184.00,3096.00,1606.00,442.00,571.00,188.00,289.00,15598.00,13505.00,2033.00,60.00,168.00,526.00,22660.00,9233.00,7183.00,2050.00,4210.00,375.00,3083.00,2149.00,2054.00,599.00,957.00,0.00,957.00
1974:Q2,24157.00,0.00,0.00,1026.00,3407.00,1841.00,465.00,602.00,220.00,279.00,19050.00,16349.00,2635.00,66.00,169.00,505.00,25189.00,6582.00,5362.00,1220.00,7886.00,388.00,3259.00,2665.00,2661.00,670.00,1078.00,0.00,1078.00
1974:Q3,25366.00,0.00,0.00,1274.00,3375.00,1867.00,416.00,557.00,244.00,291.00,20190.00,16901.00,3207.00,82.00,168.00,359.00,27884.00,10980.00,7252.00,3728.00,5130.00,435.00,3741.00,2860.00,3239.00,741.00,758.00,0.00,758.00
1974:Q4,28096.00,0.00,0.00,840.00,3716.00,2094.00,503.00,602.00,214.00,303.00,23396.00,19599.00,3697.00,100.00,169.00,-25.00,30736.00,12166.00,6539.00,5627.00,5662.00,470.00,4030.00,3136.00,3734.00,848.00,690.00,0.00,690.00
1975:Q1,27316.00,0.00,0.00,1116.00,3037.00,1684.00,439.00,379.00,232.00,303.00,22879.00,18918.00,3746.00,215.00,183.00,101.00,30158.00,11778.00,6218.00,5560.00,4427.00,493.00,4186.00,3066.00,3783.00,919.00,1506.00,0.00,1506.00
1975:Q2,28250.00,0.00,0.00,912.00,3401.00,2043.00,426.00,331.00,264.00,337.00,23128.00,19232.00,3548.00,348.00,166.00,643.00,30682.00,9738.00,6079.00,3659.00,6387.00,533.00,4646.00,3202.00,3583.00,925.00,1668.00,0.00,1668.00
1975:Q3,28285.00,0.00,0.00,1325.00,3317.00,2007.00,436.00,277.00,277.00,320.00,23303.00,19659.00,3358.00,286.00,165.00,175.00,31665.00,11205.00,7359.00,3846.00,5096.00,648.00,5495.00,2863.00,3392.00,931.00,2035.00,0.00,2035.00
1975:Q4,29851.00,0.00,0.00,1150.00,3608.00,2084.00,610.00,331.00,247.00,336.00,24670.00,20740.00,3745.00,185.00,179.00,244.00,32892.00,8848.00,5094.00,3754.00,6238.00,844.00,7040.00,3312.00,3783.00,872.00,1955.00,0.00,1955.00
1976:Q1,30287.00,0.00,0.00,1399.00,3615.00,2110.00,705.00,316.00,219.00,265.00,24962.00,21017.00,3780.00,165.00,242.00,69.00,33924.00,10284.00,6496.00,3788.00,6355.00,762.00,6508.00,3161.00,3818.00,878.00,2158.00,0.00,2158.00
1976:Q2,31354.00,0.00,0.00,1359.00,3750.00,2015.00,861.00,371.00,229.00,274.00,26255.00,22136.00,3957.00,162.00,234.00,-244.00,34955.00,10983.00,6490.00,4493.00,6800.00,819.00,6811.00,3135.00,3996.00,910.00,1501.00,0.00,1501.00
1976:Q3,31686.00,0.00,0.00,1234.00,3968.00,2386.00,783.00,302.00,235.00,262.00,26310.00,22262.00,3920.00,128.00,222.00,-48.00,35069.00,10446.00,8849.00,1597.00,6993.00,855.00,7147.00,3201.00,3959.00,942.00,1526.00,0.00,1526.00
1976:Q4,35199.00,0.00,0.00,1445.00,4540.00,2542.00,1162.00,325.00,249.00,262.00,29224.00,24630.00,4505.00,89.00,214.00,-224.00,39110.00,11453.00,8129.00,3324.00,8605.00,874.00,7392.00,3787.00,4550.00,999.00,1450.00,0.00,1450.00
1977:Q1,33739.00,0.00,0.00,1474.00,4376.00,2720.00,977.00,258.00,169.00,252.00,28106.00,23476.00,4539.00,91.00,240.00,-457.00,37783.00,10310.00,8942.00,1368.00,7786.00,903.00,7639.00,3709.00,4584.00,1031.00,1821.00,0.00,1821.00
1977:Q2,34662.00,0.00,0.00,1689.00,3941.00,2393.00,876.00,240.00,181.00,251.00,29300.00,24510.00,4688.00,102.00,239.00,-507.00,39252.00,10792.00,9318.00,1474.00,8705.00,946.00,7926.00,3940.00,4735.00,1065.00,1143.00,0.00,1143.00
1977:Q3,38097.00,0.00,0.00,2376.00,4574.00,2677.00,1054.00,232.00,318.00,293.00,31500.00,26756.00,4663.00,81.00,236.00,-589.00,44278.00,12767.00,8255.00,4512.00,11130.00,949.00,8057.00,3997.00,4710.00,1099.00,1569.00,0.00,1569.00
1977:Q4,41410.00,0.00,0.00,2229.00,4735.00,2619.00,1189.00,211.00,297.00,419.00,35019.00,29833.00,5131.00,55.00,245.00,-818.00,47356.00,12169.00,9003.00,3166.00,11624.00,1106.00,9376.00,4711.00,5182.00,1170.00,2018.00,0.00,2018.00
1978:Q1,45152.00,0.00,200.00,2148.00,5004.00,2903.00,1132.00,242.00,263.00,464.00,37829.00,32926.00,4836.00,67.00,274.00,-303.00,51017.00,15371.00,8265.00,7106.00,11098.00,1198.00,10186.00,4609.00,4885.00,1204.00,2466.00,0.00,2466.00
1978:Q2,49284.00,0.00,489.00,2457.00,5587.00,3287.00,1283.00,331.00,206.00,480.00,40506.00,35562.00,4858.00,86.00,271.00,-26.00,55933.00,17565.00,9833.00,7732.00,11832.00,1268.00,10627.00,5096.00,4906.00,1248.00,3391.00,0.00,3391.00
1978:Q3,54245.00,0.00,474.00,2816.00,5823.00,3467.00,1294.00,342.00,187.00,533.00,44323.00,39837.00,4390.00,96.00,279.00,530.00,61796.00,19697.00,13000.00,6697.00,12375.00,1476.00,12398.00,5368.00,4434.00,1292.00,4756.00,0.00,4756.00
1978:Q4,63260.00,0.00,578.00,3066.00,6172.00,3588.00,1450.00,409.00,164.00,561.00,53009.00,48076.00,4830.00,103.00,118.00,317.00,71790.00,22639.00,12358.00,10281.00,14083.00,1797.00,15106.00,7364.00,4930.00,1375.00,4496.00,0.00,4496.00
1979:Q1,65506.00,0.00,617.00,3438.00,5994.00,3500.00,1290.00,369.00,154.00,681.00,55000.00,49991.00,4890.00,119.00,120.00,337.00,75562.00,25316.00,17142.00,8174.00,14066.00,1845.00,15296.00,6545.00,4990.00,1524.00,5980.00,0.00,5980.00
1979:Q2,71255.00,0.00,800.00,3543.00,6092.00,3329.00,1526.00,359.00,178.00,700.00,60412.00,54996.00,5280.00,136.00,119.00,289.00,81268.00,28105.00,16474.00,11631.00,16046.00,2038.00,16821.00,7013.00,5550.00,1673.00,4022.00,0.00,4022.00
1979:Q3,81806.00,0.00,893.00,3910.00,7106.00,3704.00,1658.00,394.00,197.00,1153.00,69383.00,62898.00,6020.00,465.00,120.00,394.00,92426.00,35500.00,20166.00,15334.00,14753.00,2288.00,18888.00,8621.00,6440.00,1822.00,4114.00,0.00,4114.00
1979:Q4,81162.00,0.00,566.00,4402.00,7286.00,3981.00,1953.00,430.00,230.00,692.00,68405.00,61209.00,6340.00,856.00,129.00,374.00,92616.00,34932.00,18145.00,16787.00,14840.00,2276.00,18260.00,9929.00,6750.00,1994.00,3635.00,0.00,3635.00
1980:Q1,83709.00,0.00,766.00,4883.00,7297.00,3961.00,2010.00,377.00,261.00,688.00,70271.00,61993.00,7030.00,1248.00,131.00,361.00,95574.00,39360.00,19565.00,19795.00,10391.00,2221.00,17986.00,11074.00,7450.00,2409.00,4683.00,0.00,4683.00
1980:Q2,89898.00,19.00,788.00,5534.00,7103.00,3709.00,2125.00,354.00,336.00,579.00,72572.00,63316.00,7617.00,1639.00,121.00,3761.00,101925.00,38826.00,14070.00,24756.00,13601.00,2278.00,17802.00,11669.00,8103.00,2614.00,7032.00,4024.00,3008.00
1980:Q3,97634.00,20.00,512.00,5769.00,8147.00,4363.00,2447.00,353.00,384.00,600.00,78844.00,68777.00,8138.00,1929.00,125.00,4217.00,110559.00,43859.00,19053.00,24806.00,14716.00,2604.00,20832.00,9111.00,8894.00,2888.00,7655.00,4563.00,3092.00
1980:Q4,107487.00,21.00,719.00,6690.00,8805.00,4764.00,2530.00,389.00,386.00,736.00,86153.00,76148.00,7827.00,2178.00,117.00,4982.00,122476.00,49442.00,17299.00,32143.00,13749.00,3109.00,25320.00,10313.00,8649.00,4617.00,7277.00,3892.00,3385.00
1981:Q1,106931.00,21.00,907.00,5517.00,9001.00,4951.00,2343.00,447.00,387.00,873.00,85961.00,74941.00,8462.00,2558.00,92.00,5432.00,125876.00,48699.00,16159.00,32540.00,12950.00,3205.00,26537.00,11956.00,9291.00,4844.00,8394.00,4566.00,3828.00
1981:Q2,111035.00,23.00,1144.00,7374.00,9677.00,5414.00,2371.00,460.00,350.00,1082.00,86973.00,74965.00,8954.00,3054.00,80.00,5764.00,129706.00,54782.00,17526.00,37256.00,12487.00,3236.00,27172.00,10224.00,10248.00,5403.00,6154.00,2775.00,3379.00
1981:Q3,120341.00,22.00,1417.00,7471.00,9816.00,5500.00,2431.00,654.00,347.00,884.00,94333.00,81716.00,9190.00,3427.00,82.00,7200.00,142219.00,61727.00,20929.00,40798.00,11456.00,3569.00,29931.00,11924.00,10633.00,5795.00,7184.00,2952.00,4232.00
1981:Q4,125813.00,22.00,1316.00,9480.00,10703.00,5808.00,2942.00,590.00,315.00,1048.00,97038.00,82247.00,10875.00,3916.00,66.00,7188.00,149434.00,52291.00,7891.00,44400.00,7605.00,3967.00,32075.00,18474.00,11865.00,6553.00,16604.00,12610.00,3994.00
1982:Q1,96865.00,24.00,1393.00,7331.00,9840.00,5285.00,3108.00,580.00,287.00,580.00,70410.00,54909.00,11246.00,4255.00,73.00,7794.00,169698.00,77365.00,36852.00,40513.00,6116.00,3220.00,27561.00,18388.00,12423.00,6780.00,17845.00,13446.00,4399.00
1982:Q2,96968.00,26.00,1312.00,8163.00,9571.00,5265.00,2841.00,582.00,269.00,614.00,70223.00,54079.00,11493.00,4651.00,70.00,7603.00,172685.00,74738.00,34662.00,40076.00,6343.00,3565.00,30343.00,18080.00,13356.00,7178.00,19082.00,15043.00,4039.00
1982:Q3,97338.00,26.00,1547.00,5071.00,9549.00,5229.00,2798.00,597.00,265.00,660.00,73375.00,57138.00,11361.00,4876.00,72.00,7698.00,180386.00,75203.00,33126.00,42077.00,5506.00,3828.00,32763.00,21698.00,12661.00,7518.00,21209.00,16766.00,4443.00
1982:Q4,99323.00,24.00,1663.00,6984.00,10377.00,5109.00,3757.00,589.00,265.00,657.00,73583.00,56949.00,11640.00,4994.00,76.00,6616.00,180572.00,73333.00,32982.00,40351.00,5920.00,4136.00,35818.00,19147.00,13415.00,7846.00,20957.00,17067.00,3890.00
1983:Q1,100024.00,24.00,1827.00,8315.00,7647.00,1487.00,4645.00,555.00,265.00,695.00,75925.00,59945.00,10955.00,5025.00,85.00,6201.00,171471.00,76510.00,34557.00,41953.00,5446.00,3196.00,26485.00,19297.00,12492.00,8068.00,19977.00,16273.00,3704.00
1983:Q2,97106.00,25.00,1241.00,7999.00,8777.00,1936.00,5424.00,523.00,150.00,744.00,73292.00,57240.00,11078.00,4974.00,86.00,5686.00,174354.00,74027.00,35030.00,38997.00,6271.00,3548.00,29976.00,19726.00,12432.00,8135.00,20239.00,16866.00,3373.00
1983:Q3,99801.00,24.00,938.00,6239.00,8646.00,1849.00,5034.00,617.00,250.00,896.00,77502.00,59576.00,13093.00,4833.00,83.00,6369.00,177484.00,75023.00,34404.00,40619.00,5751.00,3550.00,29818.00,20011.00,14553.00,8556.00,20222.00,16609.00,3613.00
1983:Q4,104995.00,27.00,997.00,9066.00,9002.00,1743.00,5390.00,648.00,168.00,1053.00,79181.00,60115.00,13876.00,5190.00,77.00,6645.00,175991.00,75109.00,34790.00,40319.00,6252.00,3283.00,27076.00,16948.00,15652.00,8697.00,22974.00,19257.00,3717.00
1984:Q1,104628.00,25.00,900.00,8044.00,7877.00,794.00,5183.00,603.00,156.00,1141.00,80827.00,61782.00,14623.00,4422.00,79.00,6876.00,175123.00,70943.00,33724.00,37219.00,6159.00,3046.00,25199.00,21339.00,16358.00,8919.00,23160.00,19167.00,3993.00
1984:Q2,105784.00,25.00,1000.00,6982.00,8403.00,854.00,5068.00,599.00,106.00,1776.00,82033.00,61125.00,16644.00,4264.00,79.00,7262.00,176566.00,72112.00,35831.00,36281.00,6349.00,3453.00,27996.00,20073.00,18510.00,9269.00,18804.00,14786.00,4018.00
1984:Q3,113440.00,29.00,1100.00,9103.00,9240.00,795.00,4996.00,756.00,171.00,2522.00,85474.00,61274.00,19793.00,4407.00,75.00,8419.00,181229.00,65840.00,34382.00,31458.00,5590.00,3269.00,26638.00,22895.00,21840.00,10018.00,25139.00,20041.00,5098.00
1984:Q4,119454.00,35.00,1300.00,8568.00,9156.00,852.00,4812.00,597.00,77.00,2818.00,92755.00,66656.00,20483.00,5616.00,4.00,7636.00,183402.00,63841.00,33641.00,30200.00,5218.00,3773.00,30951.00,21865.00,22921.00,10326.00,24507.00,19592.00,4915.00
1985:Q1,118047.00,25.00,1450.00,7805.00,9982.00,887.00,4807.00,581.00,75.00,3632.00,90519.00,65028.00,20038.00,5453.00,69.00,8197.00,186522.00,61778.00,33020.00,28758.00,5494.00,3975.00,32042.00,23004.00,22505.00,10555.00,27169.00,21362.00,5807.00
1985:Q2,121148.00,25.00,1600.00,8369.00,10120.00,1164.00,3992.00,590.00,87.00,4287.00,93821.00,67774.00,20667.00,5380.00,74.00,7139.00,188046.00,59586.00,30860.00,28726.00,5747.00,3718.00,29251.00,30098.00,23159.00,10710.00,25777.00,21025.00,4752.00
1985:Q3,132407.00,34.00,1700.00,10366.00,11978.00,1269.00,4424.00,708.00,71.00,5506.00,99793.00,73222.00,21100.00,5471.00,85.00,8451.00,196498.00,62886.00,32769.00,30117.00,6900.00,4141.00,33281.00,28573.00,23012.00,11499.00,26206.00,20436.00,5770.00
1985:Q4,214954.00,0.00,2014.00,8782.00,13378.00,1178.00,4773.00,1079.00,0.00,6348.00,183443.00,155605.00,22095.00,5743.00,90.00,7247.00,299035.00,77711.00,40278.00,37433.00,7329.00,4915.00,113065.00,32259.00,24416.00,11377.00,27963.00,22679.00,5284.00
1986:Q1,214931.00,0.00,1852.00,8571.00,13104.00,820.00,4148.00,1583.00,0.00,6553.00,181939.00,153621.00,22144.00,6174.00,99.00,9366.00,300431.00,79546.00,45017.00,34529.00,6820.00,3763.00,111637.00,30658.00,24309.00,11698.00,32000.00,25592.00,6408.00
