date,FL893065105.Q,FL153165105.Q,FL103165105.Q,FL113165105.Q,FL893065105.Q,FL153065103.Q,FL103065105.Q,FL113065103.Q,FL313065105.Q,FL213065103.Q,FL763065105.Q,FL753065103.Q,FL743065103.Q,FL473065100.Q,FL543065105.Q,FL573065103.Q,FL223065143.Q,FL403065105.Q,FL413065105.Q,FL673065105.Q,FL613065105.Q,FL643065105.Q,FL893065125.Q,FL763065125.Q,FL753065203.Q,FL473065125.Q,FL673065123.Q,FL613065123.Q
1997:Q2,3782127.00,3631000.00,8045.00,143082.00,3782127.00,82523.00,27001.00,7281.00,19839.00,64094.00,1229828.00,0.00,6124.00,77585.00,8621.00,5369.00,5296.00,197408.00,1726919.00,229072.00,84941.00,10226.00,280835.00,219541.00,0.00,27202.00,4007.00,30085.00
1997:Q3,3874730.00,3716020.00,8341.00,150369.00,3874730.00,80292.00,28378.00,7139.00,19141.00,65021.00,1252070.00,0.00,6224.00,81384.00,8553.00,5600.00,5456.00,196864.00,1754275.00,243766.00,109226.00,11341.00,290615.00,226142.00,0.00,28186.00,4418.00,31869.00
1997:Q4,3916512.00,3753196.00,8594.00,154722.00,3916512.00,78061.00,29755.00,7028.00,19145.00,65763.00,1263899.00,0.00,6408.00,82977.00,8738.00,5733.00,5622.00,198229.00,1788052.00,253804.00,89328.00,13970.00,296982.00,229411.00,0.00,29002.00,4798.00,33771.00
1998:Q1,3985042.00,3808422.00,8787.00,167833.00,3985042.00,75830.00,29094.00,7708.00,18936.00,66577.00,1288574.00,0.00,6693.00,84575.00,8419.00,5778.00,5975.00,199413.00,1808089.00,268984.00,94793.00,15604.00,298023.00,228670.00,0.00,29264.00,5239.00,34850.00
1998:Q2,4075643.00,3886925.00,9074.00,179644.00,4075643.00,73599.00,28417.00,8388.00,18767.00,67426.00,1289255.00,0.00,7077.00,88656.00,8230.00,5831.00,6618.00,199675.00,1868500.00,287717.00,99207.00,18280.00,301718.00,231379.00,0.00,29485.00,5819.00,35035.00
1998:Q3,4167282.00,3963618.00,9670.00,193994.00,4167282.00,71370.00,27746.00,9068.00,18660.00,62783.00,1292644.00,0.00,7307.00,91197.00,7919.00,5980.00,6880.00,199440.00,1931146.00,307746.00,109394.00,18002.00,305882.00,232023.00,0.00,29896.00,6399.00,37564.00
1998:Q4,4273052.00,4054655.00,9966.00,208431.00,4273052.00,73143.00,27074.00,9748.00,18809.00,64952.00,1327298.00,0.00,7466.00,93345.00,8170.00,5838.00,7171.00,203861.00,1970167.00,321869.00,119371.00,14770.00,309933.00,232793.00,0.00,29741.00,6900.00,40499.00
1999:Q1,4363002.00,4133871.00,10315.00,218816.00,4363002.00,74916.00,25447.00,9535.00,18547.00,65524.00,1314213.00,0.00,6947.00,95115.00,8551.00,6016.00,7294.00,198401.00,2061639.00,334008.00,123547.00,13302.00,311110.00,232626.00,0.00,30286.00,7358.00,40840.00
1999:Q2,4471523.00,4230370.00,10803.00,230350.00,4471523.00,76689.00,23748.00,9322.00,18315.00,65730.00,1331672.00,0.00,7538.00,100039.00,8967.00,6194.00,7670.00,196222.00,2129994.00,345311.00,131125.00,12987.00,313676.00,233828.00,0.00,30527.00,7818.00,41503.00
1999:Q3,4603527.00,4348385.00,11523.00,243619.00,4603527.00,78462.00,21978.00,9109.00,18630.00,65906.00,1384190.00,0.00,7805.00,104681.00,9161.00,6372.00,7634.00,195029.00,2191289.00,348527.00,141649.00,13105.00,326274.00,241766.00,0.00,32568.00,8113.00,43827.00
1999:Q4,4698268.00,4431564.00,12101.00,254603.00,4698268.00,80235.00,20208.00,8896.00,18389.00,67221.00,1424470.00,0.00,8065.00,107112.00,8287.00,6550.00,8220.00,193454.00,2234749.00,353744.00,147407.00,11261.00,334344.00,249214.00,0.00,33423.00,8410.00,43297.00
2000:Q1,4769484.00,4493812.00,12597.00,263075.00,4769484.00,82008.00,20517.00,8837.00,18326.00,67417.00,1460558.00,0.00,8425.00,109858.00,7821.00,6814.00,7765.00,193464.00,2263011.00,354338.00,152492.00,7833.00,349285.00,261819.00,0.00,35742.00,8070.00,43654.00
2000:Q2,4893689.00,4606196.00,13141.00,274352.00,4893689.00,83781.00,20826.00,8778.00,18286.00,67034.00,1522954.00,0.00,8976.00,114660.00,7767.00,7076.00,7949.00,201549.00,2294135.00,355761.00,166700.00,7457.00,370280.00,277721.00,0.00,37675.00,9322.00,45562.00
2000:Q3,5017799.00,4718906.00,13793.00,285100.00,5017799.00,85554.00,21135.00,8719.00,16563.00,67111.00,1558487.00,0.00,9363.00,118135.00,7663.00,7379.00,7014.00,204646.00,2351364.00,368991.00,178400.00,7275.00,389117.00,291974.00,0.00,39994.00,9693.00,47456.00
2000:Q4,5122061.00,4813874.00,14078.00,294109.00,5122061.00,87327.00,21444.00,8661.00,16466.00,66573.00,1555563.00,0.00,9104.00,119937.00,7450.00,7666.00,7128.00,209580.00,2425625.00,384835.00,186901.00,7801.00,407940.00,307765.00,0.00,40720.00,10497.00,48958.00
2001:Q1,5218931.00,4898473.00,14947.00,305511.00,5218931.00,89100.00,21819.00,8963.00,16360.00,66274.00,1582558.00,0.00,7072.00,121741.00,7324.00,6775.00,7078.00,210690.00,2464923.00,402816.00,197400.00,8038.00,411452.00,308804.00,0.00,41406.00,11503.00,49739.00
2001:Q2,5390990.00,5059297.00,15608.00,316085.00,5390990.00,90873.00,22206.00,9266.00,16203.00,66854.00,1610961.00,0.00,7515.00,126145.00,7548.00,5923.00,6654.00,217118.00,2561685.00,419771.00,214500.00,7768.00,428584.00,322525.00,0.00,42201.00,12228.00,51630.00
2001:Q3,5550690.00,5207639.00,15998.00,327053.00,5550690.00,92640.00,22597.00,9569.00,15950.00,65765.00,1605620.00,0.00,7648.00,133581.00,7722.00,5209.00,6816.00,221119.00,2681500.00,441525.00,225001.00,8428.00,440924.00,330172.00,0.00,45300.00,12772.00,52680.00
2001:Q4,5675131.00,5322036.00,16178.00,336917.00,5675131.00,94162.00,22989.00,9871.00,15868.00,66151.00,1641028.00,0.00,8173.00,135657.00,7809.00,4614.00,6863.00,231241.00,2748518.00,463899.00,209701.00,8587.00,438935.00,336530.00,0.00,44935.00,12438.00,45032.00
2002:Q1,5822610.00,5459539.00,16136.00,346935.00,5822610.00,95684.00,23460.00,9815.00,15703.00,65389.00,1620278.00,0.00,8196.00,140308.00,7764.00,4055.00,6852.00,235721.00,2870618.00,494656.00,215201.00,8910.00,452147.00,347535.00,0.00,44223.00,14607.00,45782.00
2002:Q2,6009863.00,5635617.00,16327.00,357919.00,6009863.00,97206.00,23936.00,9758.00,15313.00,64572.00,1666494.00,0.00,8628.00,145152.00,7938.00,3556.00,6820.00,243980.00,2954972.00,520664.00,230000.00,10874.00,477666.00,368569.00,0.00,46686.00,14845.00,47566.00
2002:Q3,6219410.00,5830630.00,16814.00,371966.00,6219410.00,98728.00,24417.00,9701.00,15174.00,63433.00,1765756.00,0.00,9159.00,148718.00,7953.00,3174.00,7534.00,256993.00,2996036.00,542262.00,256200.00,14172.00,497930.00,382789.00,0.00,48127.00,15853.00,51161.00
2002:Q4,6431294.00,6028047.00,16868.00,386378.00,6431294.00,100250.00,24899.00,9645.00,14958.00,63429.00,1849092.00,0.00,9653.00,151963.00,6742.00,2780.00,7595.00,276813.00,3063697.00,545462.00,285600.00,18716.00,500724.00,381774.00,0.00,47951.00,15028.00,55971.00
2003:Q1,6602809.00,6202905.00,17232.00,382671.00,6602809.00,101772.00,25191.00,9656.00,14704.00,63389.00,1903763.00,0.00,10563.00,154808.00,6671.00,2408.00,7667.00,299877.00,3131919.00,570346.00,282800.00,17275.00,516650.00,398172.00,0.00,47390.00,15161.00,55927.00
2003:Q2,6845003.00,6461330.00,17660.00,366013.00,6845003.00,103294.00,25488.00,9666.00,14447.00,65347.00,1994257.00,0.00,11104.00,159673.00,6183.00,2082.00,8207.00,331377.00,3190784.00,585258.00,313800.00,24036.00,536416.00,411716.00,0.00,48444.00,15082.00,61174.00
2003:Q3,7071838.00,6703082.00,18110.00,350645.00,7071838.00,104816.00,25792.00,9677.00,14196.00,65581.00,2058014.00,0.00,11531.00,167708.00,6500.00,1846.00,7723.00,366451.00,3264639.00,616540.00,320500.00,30324.00,559473.00,431028.00,0.00,49385.00,15385.00,63675.00
2003:Q4,7255271.00,6909820.00,18801.00,326650.00,7255271.00,106338.00,26096.00,9687.00,14098.00,66521.00,2050962.00,0.00,12176.00,172911.00,8416.00,1658.00,7344.00,519127.00,3233511.00,669041.00,320200.00,37185.00,593376.00,461600.00,0.00,51673.00,16123.00,63980.00
2004:Q1,7460014.00,7083571.00,19830.00,356612.00,7460014.00,107860.00,29536.00,10097.00,13965.00,67385.00,2147512.00,0.00,12735.00,176197.00,8462.00,1462.00,6860.00,518086.00,3241227.00,743121.00,333000.00,42509.00,618927.00,480521.00,0.00,53461.00,18186.00,66759.00
2004:Q2,7754793.00,7357478.00,20830.00,376485.00,7754793.00,109382.00,32975.00,10507.00,13820.00,70582.00,2261586.00,0.00,13830.00,186328.00,8408.00,1453.00,6392.00,514961.00,3258248.00,835473.00,378300.00,52548.00,674414.00,522834.00,0.00,57146.00,19980.00,74454.00
2004:Q3,8017342.00,7598224.00,22225.00,396892.00,8017342.00,110900.00,36456.00,10916.00,13708.00,71780.00,2350462.00,0.00,14709.00,193637.00,8382.00,1454.00,6177.00,511066.00,3273410.00,954877.00,393200.00,66208.00,729984.00,570060.00,0.00,61494.00,20645.00,77785.00
2004:Q4,8291992.00,7859078.00,23496.00,409417.00,8291992.00,112900.00,39936.00,11326.00,13623.00,73972.00,2440828.00,0.00,15565.00,198646.00,8060.00,1429.00,5402.00,508610.00,3277346.00,1059205.00,422000.00,103144.00,775931.00,604764.00,0.00,63865.00,23608.00,83694.00
2005:Q1,8521945.00,8073949.00,25000.00,422996.00,8521945.00,115400.00,40180.00,11807.00,13503.00,75229.00,2510879.00,0.00,20343.00,203370.00,8014.00,1411.00,4897.00,498023.00,3301814.00,1178124.00,428800.00,110151.00,805138.00,627227.00,0.00,65579.00,26987.00,85345.00
2005:Q2,8824693.00,8355816.00,27049.00,441827.00,8824693.00,117400.00,40427.00,12288.00,13447.00,76275.00,2613575.00,0.00,20270.00,211755.00,8099.00,1400.00,4195.00,485593.00,3338254.00,1321871.00,438800.00,121044.00,854130.00,666371.00,0.00,69331.00,30899.00,87529.00
2005:Q3,9141699.00,8653020.00,28948.00,459730.00,9141699.00,118400.00,40677.00,12769.00,13296.00,79906.00,2694860.00,0.00,20459.00,219691.00,8115.00,1390.00,5123.00,470659.00,3382026.00,1489661.00,454099.00,130568.00,884910.00,684447.00,0.00,73304.00,36361.00,90798.00
2005:Q4,9420822.00,8912714.00,31127.00,476980.00,9420822.00,117900.00,40927.00,13251.00,13194.00,81961.00,2730185.00,0.00,16314.00,226092.00,7458.00,1380.00,4837.00,453866.00,3446357.00,1649358.00,489800.00,127942.00,917410.00,700659.00,0.00,75872.00,42919.00,97960.00
2006:Q1,9751236.00,9217996.00,33705.00,499535.00,9751236.00,115900.00,39680.00,13112.00,13180.00,82461.00,2800323.00,0.00,15773.00,231110.00,7845.00,1372.00,4708.00,454842.00,3527445.00,1794140.00,513756.00,135589.00,948234.00,714939.00,0.00,77914.00,53804.00,101577.00
2006:Q2,10076587.00,9519743.00,35945.00,520899.00,10076587.00,111900.00,38419.00,12973.00,13396.00,84458.00,2891033.00,0.00,18129.00,240786.00,8542.00,1362.00,4772.00,456117.00,3594720.00,1939290.00,523007.00,137683.00,1000663.00,752128.00,0.00,81821.00,63230.00,103484.00
2006:Q3,10335681.00,9758648.00,37939.00,539094.00,10335681.00,106900.00,37144.00,12834.00,13373.00,87943.00,2920617.00,0.00,17046.00,248747.00,9071.00,1353.00,5140.00,456652.00,3673577.00,2069214.00,541907.00,134163.00,1037549.00,772380.00,0.00,85918.00,71985.00,107266.00
2006:Q4,10500772.00,9910254.00,39358.00,551160.00,10500772.00,102900.00,35869.00,12695.00,13347.00,90341.00,2933473.00,0.00,17236.00,252506.00,10319.00,1327.00,5521.00,457587.00,3749120.00,2173005.00,541361.00,104165.00,1067939.00,791182.00,0.00,86888.00,82243.00,107626.00
2007:Q1,10729933.00,10123491.00,40995.00,565446.00,10729933.00,99400.00,33184.00,13364.00,13300.00,93635.00,2949412.00,0.00,16701.00,255326.00,9889.00,1293.00,5909.00,455227.00,3866021.00,2265834.00,540936.00,110502.00,1079601.00,797595.00,0.00,86972.00,89567.00,105467.00
2007:Q2,10941150.00,10323780.00,41100.00,576270.00,10941150.00,96400.00,30470.00,14034.00,13380.00,95801.00,2993548.00,0.00,17460.00,263965.00,9709.00,1279.00,6306.00,453856.00,3987383.00,2334686.00,523312.00,99561.00,1101136.00,823140.00,0.00,88927.00,87076.00,101993.00
2007:Q3,11132558.00,10508054.00,41933.00,582571.00,11132558.00,93287.00,27726.00,14704.00,13440.00,98077.00,3043823.00,0.00,17815.00,272110.00,9461.00,1284.00,6270.00,456689.00,4162092.00,2301218.00,524159.00,90403.00,1123931.00,851115.00,0.00,92175.00,80003.00,100638.00
2007:Q4,11240393.00,10613076.00,42229.00,585088.00,11240393.00,90787.00,24981.00,15374.00,13668.00,99857.00,3068860.00,0.00,21522.00,280213.00,9393.00,1219.00,6232.00,447861.00,4371759.00,2214338.00,493661.00,80668.00,1133201.00,872720.00,0.00,94129.00,71804.00,94548.00
2008:Q1,11320562.00,10694240.00,41485.00,584836.00,11320562.00,88787.00,23658.00,15106.00,13776.00,100695.00,3081637.00,0.00,22060.00,287846.00,9084.00,1259.00,6202.00,450945.00,4509951.00,2157773.00,485620.00,66163.00,1129727.00,878518.00,0.00,94510.00,65101.00,91598.00
2008:Q2,11304403.00,10692159.00,38813.00,573431.00,11304403.00,95187.00,22507.00,14839.00,14432.00,99747.00,3020149.00,0.00,22071.00,298644.00,8825.00,1288.00,6161.00,450970.00,4665549.00,2068660.00,454798.00,60576.00,1129378.00,891467.00,0.00,95319.00,58499.00,84093.00
2008:Q3,11267680.00,10669709.00,36346.00,561625.00,11267680.00,103959.00,21343.00,14572.00,14458.00,97370.00,2946352.00,8401.00,22393.00,307035.00,8492.00,1371.00,5676.00,434338.00,4799492.00,1988992.00,437990.00,55446.00,1118595.00,888287.00,1214.00,97175.00,52871.00,79048.00
2008:Q4,11169220.00,10595560.00,32717.00,540943.00,11169220.00,106627.00,20178.00,14304.00,16392.00,96489.00,2884498.00,6968.00,22901.00,312193.00,8567.00,1331.00,5216.00,456647.00,4863990.00,1902581.00,416069.00,34269.00,1115912.00,894711.00,812.00,98685.00,46618.00,75086.00
2009:Q1,11161987.00,10598582.00,30018.00,533387.00,11161987.00,109295.00,19571.00,14196.00,16352.00,94897.00,2880570.00,6185.00,23017.00,313473.00,8723.00,1739.00,4765.00,469826.00,4943534.00,1837715.00,409656.00,8473.00,1098028.00,884741.00,893.00,97011.00,41696.00,73687.00
2009:Q2,11111960.00,10562182.00,26776.00,523002.00,11111960.00,111963.00,18958.00,14087.00,18897.00,96323.00,2832274.00,5216.00,22938.00,315469.00,8903.00,1811.00,4307.00,450019.00,5068631.00,1736003.00,396754.00,9407.00,1076026.00,870941.00,291.00,96088.00,37495.00,71211.00
2009:Q3,11032954.00,10503665.00,23319.00,505970.00,11032954.00,114631.00,18338.00,13978.00,22787.00,98879.00,2728159.00,1218.00,22950.00,317179.00,9160.00,1919.00,4291.00,440459.00,5192139.00,1652506.00,385241.00,9120.00,1052681.00,854362.00,298.00,94958.00,34035.00,69028.00
2009:Q4,10973368.00,10453634.00,20326.00,499407.00,10973368.00,117299.00,17719.00,13870.00,22061.00,99949.00,2693377.00,920.00,22619.00,316943.00,8731.00,2047.00,4275.00,433446.00,5266500.00,1578701.00,366002.00,8909.00,1033339.00,841444.00,255.00,94571.00,31537.00,65532.00
2010:Q1,10840949.00,10321234.00,18398.00,501317.00,10840949.00,119967.00,17487.00,14245.00,23223.00,100427.00,2648757.00,1134.00,22250.00,316160.00,8349.00,2046.00,4257.00,4783934.00,926934.00,1486981.00,353750.00,11048.00,1014498.00,829574.00,282.00,92704.00,28543.00,63395.00
2010:Q2,10775719.00,10255889.00,15938.00,503891.00,10775719.00,122635.00,17254.00,14620.00,23885.00,100528.00,2618454.00,1120.00,20812.00,317317.00,8265.00,2203.00,4243.00,4763409.00,988722.00,1424484.00,338826.00,8942.00,996671.00,817596.00,269.00,91798.00,26347.00,60661.00
2010:Q3,10701562.00,10175538.00,14785.00,511239.00,10701562.00,125306.00,17017.00,14995.00,23583.00,103267.00,2613083.00,1108.00,20453.00,317684.00,8397.00,1979.00,4210.00,4711756.00,1034669.00,1364874.00,330374.00,8807.00,976405.00,802065.00,302.00,90288.00,24697.00,59053.00
2010:Q4,10502086.00,9970939.00,13560.00,517587.00,10502086.00,124444.00,16782.00,15370.00,23875.00,105500.00,2615609.00,1069.00,20124.00,316961.00,9035.00,1946.00,4165.00,4690718.00,1074964.00,1303039.00,169528.00,8957.00,928482.00,783277.00,295.00,88206.00,22798.00,33906.00
2011:Q1,10439310.00,9916518.00,12383.00,510409.00,10439310.00,123582.00,16699.00,14847.00,23810.00,105080.00,2528657.00,1056.00,18778.00,316808.00,8849.00,1717.00,4112.00,4723822.00,1118630.00,1249200.00,163306.00,20357.00,905082.00,764364.00,290.00,86553.00,21214.00,32661.00
2011:Q2,10373848.00,9858633.00,11362.00,503853.00,10373848.00,122720.00,16615.00,14325.00,24507.00,105077.00,2509963.00,1076.00,18223.00,317790.00,8879.00,1657.00,4049.00,4688305.00,1161807.00,1200217.00,158963.00,19675.00,884787.00,747760.00,275.00,84937.00,20022.00,31793.00
2011:Q3,10317425.00,9807720.00,10697.00,499008.00,10317425.00,121858.00,16531.00,13802.00,24160.00,105149.00,2521261.00,1276.00,17937.00,318936.00,8984.00,1562.00,4012.00,4631976.00,1200611.00,1154396.00,155243.00,19731.00,869017.00,734961.00,279.00,83808.00,18921.00,31048.00
2011:Q4,10260966.00,9755997.00,10196.00,494772.00,10260966.00,120996.00,16447.00,13280.00,24035.00,104466.00,2538015.00,1319.00,17766.00,320502.00,8974.00,1629.00,3956.00,4587726.00,1222902.00,1109466.00,149731.00,19756.00,853504.00,723149.00,263.00,82180.00,17966.00,29946.00
2012:Q1,10197847.00,9698699.00,9942.00,489206.00,10197847.00,120134.00,16166.00,13063.00,25180.00,103862.00,2506093.00,1448.00,17505.00,321621.00,9865.00,1706.00,3898.00,4583096.00,1243161.00,1063741.00,146050.00,21258.00,831673.00,705336.00,281.00,79819.00,17027.00,29210.00
2012:Q2,10136073.00,9641427.00,9928.00,484718.00,10136073.00,119272.00,15885.00,12845.00,25547.00,104376.00,2511715.00,1327.00,17257.00,323953.00,10739.00,1668.00,3851.00,4530002.00,1281819.00,1014337.00,137196.00,24284.00,812372.00,690217.00,241.00,78298.00,16177.00,27439.00
2012:Q3,10086962.00,9596199.00,9943.00,480819.00,10086962.00,118410.00,15600.00,12628.00,25852.00,105688.00,2510941.00,1588.00,17047.00,326389.00,11564.00,1619.00,3731.00,4498932.00,1307147.00,970524.00,134903.00,24399.00,790316.00,670707.00,249.00,77190.00,15189.00,26981.00
2012:Q4,10035489.00,9549772.00,9699.00,476018.00,10035489.00,117548.00,15317.00,12411.00,25162.00,106202.00,2503574.00,1819.00,20027.00,327848.00,10965.00,1569.00,3604.00,4475578.00,1326581.00,928278.00,132553.00,26453.00,769584.00,652737.00,227.00,75658.00,14452.00,26510.00
2013:Q1,9982138.00,9501633.00,9390.00,471115.00,9982138.00,116686.00,15547.00,12501.00,25836.00,106699.00,2464276.00,1770.00,19954.00,327978.00,10824.00,1514.00,3468.00,4479370.00,1344713.00,894703.00,129682.00,26617.00,748090.00,634241.00,263.00,73980.00,13670.00,25936.00
2013:Q2,9948594.00,9469610.00,9556.00,469427.00,9948594.00,115824.00,15779.00,12591.00,25064.00,105346.00,2437391.00,1572.00,19199.00,332115.00,10967.00,1456.00,3327.00,4492827.00,1369785.00,849895.00,126243.00,29213.00,730546.00,620074.00,247.00,72473.00,12503.00,25249.00
2013:Q3,9961991.00,9482490.00,9755.00,469746.00,9961991.00,114959.00,16014.00,12680.00,24463.00,105221.00,2406816.00,1382.00,19050.00,340375.00,11355.00,1400.00,3369.00,4533723.00,1403680.00,815965.00,122071.00,29468.00,715544.00,605949.00,343.00,72475.00,12363.00,24414.00
2013:Q4,9945425.00,9466819.00,9987.00,468619.00,9945425.00,114097.00,16249.00,12770.00,25611.00,105076.00,2385663.00,1410.00,18910.00,345892.00,11329.00,1356.00,3406.00,4546391.00,1423935.00,787294.00,114733.00,31303.00,703282.00,596241.00,358.00,71951.00,11785.00,22947.00
2014:Q1,9918482.00,9439716.00,10401.00,468365.00,9918482.00,113235.00,16536.00,12736.00,25863.00,106189.00,2382641.00,1667.00,18362.00,350385.00,10964.00,1325.00,3443.00,4532161.00,1435287.00,763312.00,111511.00,32865.00,690981.00,585638.00,359.00,71411.00,11271.00,22302.00
2014:Q2,9916782.00,9436216.00,10912.00,469654.00,9916782.00,112373.00,16827.00,12702.00,25640.00,108169.00,2404317.00,1957.00,18297.00,357161.00,11675.00,1387.00,3473.00,4515219.00,1443921.00,739433.00,109069.00,35162.00,684353.00,579700.00,359.00,71708.00,10772.00,21814.00
2014:Q3,9932224.00,9449727.00,11283.00,471213.00,9932224.00,111511.00,17121.00,12668.00,25885.00,107174.00,2402436.00,2475.00,17621.00,366474.00,12576.00,1457.00,3543.00,4527219.00,1461923.00,714028.00,106683.00,41430.00,679579.00,574296.00,346.00,73295.00,10305.00,21337.00
2014:Q4,9944559.00,9461074.00,11490.00,471995.00,9944559.00,110649.00,17416.00,12634.00,26787.00,107755.00,2401786.00,2882.00,17367.00,372468.00,13747.00,1363.00,3611.00,4537869.00,1474761.00,694861.00,104623.00,43980.00,672997.00,568208.00,409.00,73619.00,9836.00,20925.00
2015:Q1,9917498.00,9433560.00,11984.00,471954.00,9917498.00,109787.00,17707.00,12825.00,27669.00,109834.00,2407838.00,2764.00,16455.00,377094.00,13789.00,1328.00,3677.00,4528289.00,1468885.00,675434.00,101142.00,42981.00,660714.00,557515.00,400.00,73201.00,9370.00,20228.00
2015:Q2,9963259.00,9475441.00,12491.00,475327.00,9963259.00,108925.00,18000.00,13058.00,28130.00,110130.00,2432822.00,2811.00,16258.00,387095.00,14846.00,1293.00,3747.00,4540203.00,1491089.00,649028.00,96575.00,49249.00,652699.00,550010.00,396.00,74060.00,8918.00,19315.00
2015:Q3,10014585.00,9522857.00,12923.00,478805.00,10014585.00,108063.00,18291.00,13225.00,28583.00,112152.00,2434013.00,2569.00,16068.00,397688.00,15939.00,1258.00,3574.00,4568403.00,1536482.00,617365.00,92854.00,48058.00,643247.00,541086.00,395.00,74813.00,8382.00,18571.00
2015:Q4,10042127.00,9547191.00,13432.00,481504.00,10042127.00,107201.00,18583.00,13530.00,28422.00,114138.00,2449285.00,1516.00,15831.00,404865.00,17672.00,1223.00,3455.00,4568674.00,1568836.00,593032.00,89758.00,46106.00,634862.00,532896.00,403.00,75660.00,7951.00,17952.00
2016:Q1,10063470.00,9565722.00,13903.00,483845.00,10063470.00,106339.00,18875.00,13757.00,28934.00,114771.00,2458723.00,1417.00,15672.00,402982.00,17971.00,1188.00,2993.00,4574741.00,1587741.00,581579.00,87860.00,47927.00,624023.00,523415.00,316.00,75256.00,7464.00,17572.00
2016:Q2,10122973.00,9621214.00,14303.00,487455.00,10122973.00,105477.00,19167.00,13970.00,29105.00,115481.00,2501358.00,1133.00,15452.00,416732.00,18557.00,1153.00,2997.00,4574885.00,1614763.00,557553.00,84763.00,50427.00,618542.00,516432.00,307.00,78189.00,6661.00,16953.00
2016:Q3,10216479.00,9707467.00,14926.00,494087.00,10216479.00,104615.00,19458.00,14166.00,29033.00,117011.00,2527046.00,1112.00,15309.00,428841.00,19039.00,1119.00,2832.00,4602390.00,1648377.00,543381.00,82931.00,59820.00,609709.00,506639.00,314.00,79865.00,6305.00,16586.00
