1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1982:Q3,24820.00,0.00,0.00,0.00,0.00,0.00,0.00,14816.00,14816.00,14544.00,0.00,0.00,164.00,0.00,108.00,0.00,0.00,10004.00,7328.00,2676.00,0.00,0.00,0.00,24820.00,164.00,0.00,0.00,0.00,164.00,0.00,164.00,0.00,0.00,0.00,24548.00,7328.00,7328.00,17220.00,0.00,2676.00,14544.00,0.00,0.00,0.00,0.00,108.00,108.00,0.00,-164.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-164.00,0.00,-9732.00,7488.00,-17220.00,10004.00,-108.00
1982:Q4,23316.00,0.00,0.00,0.00,0.00,0.00,0.00,14720.00,14720.00,14484.00,0.00,0.00,128.00,0.00,108.00,0.00,0.00,8596.00,5948.00,2648.00,0.00,0.00,0.00,23316.00,128.00,0.00,0.00,0.00,128.00,0.00,128.00,0.00,0.00,0.00,23080.00,5948.00,5948.00,17132.00,0.00,2648.00,14484.00,0.00,0.00,0.00,0.00,108.00,108.00,0.00,-128.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-128.00,0.00,-8360.00,8772.00,-17132.00,8596.00,-108.00
1983:Q1,24356.00,0.00,0.00,0.00,0.00,0.00,0.00,16072.00,16072.00,15900.00,0.00,0.00,64.00,0.00,108.00,0.00,0.00,8284.00,5556.00,2728.00,0.00,0.00,0.00,24356.00,64.00,0.00,0.00,0.00,64.00,0.00,64.00,0.00,0.00,0.00,24184.00,5556.00,5556.00,18628.00,0.00,2728.00,15900.00,0.00,0.00,0.00,0.00,108.00,108.00,0.00,-64.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-64.00,0.00,-8112.00,10516.00,-18628.00,8284.00,-108.00
1983:Q2,22776.00,0.00,0.00,0.00,0.00,0.00,0.00,14344.00,14344.00,14200.00,0.00,0.00,40.00,0.00,104.00,0.00,0.00,8432.00,5804.00,2628.00,0.00,0.00,0.00,22776.00,40.00,0.00,0.00,0.00,40.00,0.00,40.00,0.00,0.00,0.00,22632.00,5804.00,5804.00,16828.00,0.00,2628.00,14200.00,0.00,0.00,0.00,0.00,104.00,104.00,0.00,-40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-40.00,0.00,-8288.00,8540.00,-16828.00,8432.00,-104.00
1983:Q3,24920.00,0.00,0.00,0.00,0.00,0.00,0.00,16036.00,16036.00,15904.00,0.00,0.00,36.00,0.00,96.00,0.00,0.00,8884.00,6468.00,2416.00,0.00,0.00,0.00,24920.00,36.00,0.00,0.00,0.00,36.00,0.00,36.00,0.00,0.00,0.00,24788.00,6468.00,6468.00,18320.00,0.00,2416.00,15904.00,0.00,0.00,0.00,0.00,96.00,96.00,0.00,-36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-36.00,0.00,-8752.00,9568.00,-18320.00,8884.00,-96.00
1983:Q4,23436.00,0.00,0.00,0.00,0.00,0.00,0.00,15876.00,15876.00,15768.00,0.00,0.00,12.00,0.00,96.00,0.00,0.00,7560.00,5264.00,2296.00,0.00,0.00,0.00,23436.00,12.00,0.00,0.00,0.00,12.00,0.00,12.00,0.00,0.00,0.00,23328.00,5264.00,5264.00,18064.00,0.00,2296.00,15768.00,0.00,0.00,0.00,0.00,96.00,96.00,0.00,-12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-12.00,0.00,-7452.00,10612.00,-18064.00,7560.00,-96.00
1984:Q1,25372.00,0.00,0.00,0.00,0.00,0.00,0.00,16664.00,16664.00,16556.00,0.00,0.00,20.00,0.00,88.00,0.00,0.00,8708.00,6328.00,2380.00,0.00,0.00,0.00,25372.00,20.00,0.00,0.00,0.00,20.00,0.00,20.00,0.00,0.00,0.00,25264.00,6328.00,6328.00,18936.00,0.00,2380.00,16556.00,0.00,0.00,0.00,0.00,88.00,88.00,0.00,-20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-20.00,0.00,-8600.00,10336.00,-18936.00,8708.00,-88.00
1984:Q2,25544.00,0.00,0.00,0.00,0.00,0.00,0.00,17332.00,17332.00,17236.00,0.00,0.00,4.00,0.00,92.00,0.00,0.00,8212.00,5896.00,2316.00,0.00,0.00,0.00,25544.00,4.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,25448.00,5896.00,5896.00,19552.00,0.00,2316.00,17236.00,0.00,0.00,0.00,0.00,92.00,92.00,0.00,-4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.00,0.00,-8116.00,11436.00,-19552.00,8212.00,-92.00
1984:Q3,26388.00,0.00,0.00,0.00,0.00,0.00,0.00,18196.00,18196.00,18092.00,0.00,0.00,4.00,0.00,100.00,0.00,0.00,8192.00,5908.00,2284.00,0.00,0.00,0.00,26388.00,4.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,26284.00,5908.00,5908.00,20376.00,0.00,2284.00,18092.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,-4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.00,0.00,-8088.00,12288.00,-20376.00,8192.00,-100.00
1984:Q4,27268.00,0.00,0.00,0.00,0.00,0.00,0.00,18940.00,18940.00,18824.00,0.00,0.00,4.00,0.00,112.00,0.00,0.00,8328.00,5748.00,2580.00,0.00,0.00,0.00,27268.00,4.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,27152.00,5748.00,5748.00,21404.00,0.00,2580.00,18824.00,0.00,0.00,0.00,0.00,112.00,112.00,0.00,-4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.00,0.00,-8212.00,13192.00,-21404.00,8328.00,-112.00
1985:Q1,26086.00,0.00,0.00,0.00,0.00,0.00,0.00,17180.00,17180.00,17044.00,0.00,0.00,0.00,0.00,136.00,0.00,0.00,8906.00,6520.00,2386.00,0.00,0.00,0.00,26086.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25950.00,6520.00,6520.00,19430.00,0.00,2386.00,17044.00,0.00,0.00,0.00,0.00,136.00,136.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8770.00,10660.00,-19430.00,8906.00,-136.00
1985:Q2,28165.00,0.00,0.00,0.00,0.00,0.00,0.00,19572.00,19572.00,19408.00,0.00,0.00,16.00,0.00,148.00,0.00,0.00,8593.00,6080.00,2513.00,0.00,0.00,0.00,28165.00,16.00,0.00,0.00,0.00,16.00,0.00,16.00,0.00,0.00,0.00,28001.00,6080.00,6080.00,21921.00,0.00,2513.00,19408.00,0.00,0.00,0.00,0.00,148.00,148.00,0.00,-16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-16.00,0.00,-8429.00,13492.00,-21921.00,8593.00,-148.00
1985:Q3,29550.00,0.00,0.00,0.00,0.00,0.00,0.00,20188.00,20188.00,20036.00,0.00,0.00,0.00,0.00,152.00,0.00,0.00,9362.00,6728.00,2634.00,0.00,0.00,0.00,29550.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29398.00,6728.00,6728.00,22670.00,0.00,2634.00,20036.00,0.00,0.00,0.00,0.00,152.00,152.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9210.00,13460.00,-22670.00,9362.00,-152.00
1985:Q4,30195.00,0.00,0.00,0.00,0.00,0.00,0.00,21320.00,21320.00,21184.00,0.00,0.00,0.00,0.00,136.00,0.00,0.00,8875.00,6164.00,2711.00,0.00,0.00,0.00,30195.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30059.00,6164.00,6164.00,23895.00,0.00,2711.00,21184.00,0.00,0.00,0.00,0.00,136.00,136.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8739.00,15156.00,-23895.00,8875.00,-136.00
1986:Q1,29346.00,0.00,0.00,0.00,0.00,0.00,0.00,19840.00,19840.00,19720.00,0.00,0.00,0.00,0.00,120.00,0.00,0.00,9506.00,6628.00,2878.00,0.00,0.00,0.00,29346.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29226.00,6628.00,6628.00,22598.00,0.00,2878.00,19720.00,0.00,0.00,0.00,0.00,120.00,120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9386.00,13212.00,-22598.00,9506.00,-120.00
1986:Q2,30622.00,0.00,0.00,0.00,0.00,0.00,0.00,20664.00,20664.00,20556.00,0.00,0.00,0.00,0.00,108.00,0.00,0.00,9958.00,6956.00,3002.00,0.00,0.00,0.00,30622.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30514.00,6956.00,6956.00,23558.00,0.00,3002.00,20556.00,0.00,0.00,0.00,0.00,108.00,108.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9850.00,13708.00,-23558.00,9958.00,-108.00
1986:Q3,31874.00,0.00,0.00,0.00,0.00,0.00,0.00,21392.00,21392.00,21284.00,0.00,0.00,0.00,0.00,108.00,0.00,0.00,10482.00,7372.00,3110.00,0.00,0.00,0.00,31874.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31766.00,7372.00,7372.00,24394.00,0.00,3110.00,21284.00,0.00,0.00,0.00,0.00,108.00,108.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10374.00,14020.00,-24394.00,10482.00,-108.00
1986:Q4,28558.00,0.00,0.00,0.00,0.00,0.00,0.00,18428.00,18428.00,18320.00,0.00,0.00,0.00,0.00,108.00,0.00,0.00,10130.00,6928.00,3202.00,0.00,0.00,0.00,28558.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28450.00,6928.00,6928.00,21522.00,0.00,3202.00,18320.00,0.00,0.00,0.00,0.00,108.00,108.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10022.00,11500.00,-21522.00,10130.00,-108.00
1987:Q1,29602.00,0.00,0.00,0.00,0.00,0.00,0.00,18888.00,18888.00,18760.00,0.00,0.00,0.00,0.00,128.00,0.00,0.00,10714.00,7468.00,3246.00,0.00,0.00,0.00,29602.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29474.00,7468.00,7468.00,22006.00,0.00,3246.00,18760.00,0.00,0.00,0.00,0.00,128.00,128.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10586.00,11420.00,-22006.00,10714.00,-128.00
1987:Q2,30267.00,0.00,0.00,0.00,0.00,0.00,0.00,19696.00,19696.00,19560.00,0.00,0.00,0.00,0.00,136.00,0.00,0.00,10571.00,7248.00,3323.00,0.00,0.00,0.00,30267.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30131.00,7248.00,7248.00,22883.00,0.00,3323.00,19560.00,0.00,0.00,0.00,0.00,136.00,136.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10435.00,12448.00,-22883.00,10571.00,-136.00
1987:Q3,29890.00,0.00,0.00,0.00,0.00,0.00,0.00,18972.00,18972.00,18828.00,0.00,0.00,0.00,0.00,144.00,0.00,0.00,10918.00,7512.00,3406.00,0.00,0.00,0.00,29890.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29746.00,7512.00,7512.00,22234.00,0.00,3406.00,18828.00,0.00,0.00,0.00,0.00,144.00,144.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10774.00,11460.00,-22234.00,10918.00,-144.00
1987:Q4,28941.00,0.00,0.00,0.00,0.00,0.00,0.00,18840.00,18840.00,18696.00,0.00,0.00,0.00,0.00,144.00,0.00,0.00,10101.00,6604.00,3497.00,0.00,0.00,0.00,28941.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28797.00,6604.00,6604.00,22193.00,0.00,3497.00,18696.00,0.00,0.00,0.00,0.00,144.00,144.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9957.00,12236.00,-22193.00,10101.00,-144.00
1988:Q1,29692.00,0.00,0.00,0.00,0.00,0.00,0.00,19108.00,19108.00,18972.00,0.00,0.00,0.00,0.00,136.00,0.00,0.00,10584.00,7156.00,3428.00,0.00,0.00,0.00,29692.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29556.00,7156.00,7156.00,22400.00,0.00,3428.00,18972.00,0.00,0.00,0.00,0.00,136.00,136.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10448.00,11952.00,-22400.00,10584.00,-136.00
1988:Q2,30352.00,0.00,0.00,0.00,0.00,0.00,0.00,19968.00,19968.00,19836.00,0.00,0.00,0.00,0.00,132.00,0.00,0.00,10384.00,6916.00,3468.00,0.00,0.00,0.00,30352.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30220.00,6916.00,6916.00,23304.00,0.00,3468.00,19836.00,0.00,0.00,0.00,0.00,132.00,132.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10252.00,13052.00,-23304.00,10384.00,-132.00
1988:Q3,32226.00,0.00,0.00,0.00,0.00,0.00,0.00,20524.00,20524.00,20388.00,0.00,0.00,0.00,0.00,136.00,0.00,0.00,11702.00,8212.00,3490.00,0.00,0.00,0.00,32226.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32090.00,8212.00,8212.00,23878.00,0.00,3490.00,20388.00,0.00,0.00,0.00,0.00,136.00,136.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-11566.00,12312.00,-23878.00,11702.00,-136.00
1988:Q4,31202.00,0.00,0.00,0.00,0.00,0.00,0.00,19416.00,19416.00,19284.00,0.00,0.00,0.00,0.00,132.00,0.00,0.00,11786.00,8288.00,3498.00,0.00,0.00,0.00,31202.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31070.00,8288.00,8288.00,22782.00,0.00,3498.00,19284.00,0.00,0.00,0.00,0.00,132.00,132.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-11654.00,11128.00,-22782.00,11786.00,-132.00
1989:Q1,31873.00,0.00,0.00,0.00,0.00,0.00,0.00,20324.00,20324.00,20192.00,0.00,0.00,0.00,0.00,132.00,0.00,0.00,11549.00,8120.00,3429.00,0.00,0.00,0.00,31873.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31741.00,8120.00,8120.00,23621.00,0.00,3429.00,20192.00,0.00,0.00,0.00,0.00,132.00,132.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-11417.00,12204.00,-23621.00,11549.00,-132.00
1989:Q2,32667.00,0.00,0.00,0.00,0.00,0.00,0.00,20080.00,20080.00,19936.00,0.00,0.00,0.00,0.00,144.00,0.00,0.00,12587.00,9116.00,3471.00,0.00,0.00,0.00,32667.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32523.00,9116.00,9116.00,23407.00,0.00,3471.00,19936.00,0.00,0.00,0.00,0.00,144.00,144.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-12443.00,10964.00,-23407.00,12587.00,-144.00
1989:Q3,40517.00,9200.00,9200.00,9200.00,0.00,0.00,0.00,18976.00,18976.00,18832.00,0.00,0.00,0.00,0.00,144.00,0.00,0.00,12341.00,8784.00,3557.00,0.00,0.00,0.00,40517.00,4046.00,134.00,134.00,0.00,2825.00,2825.00,0.00,1087.00,1087.00,0.00,31173.00,8784.00,8784.00,22389.00,0.00,3557.00,18832.00,0.00,5154.00,5154.00,0.00,144.00,144.00,0.00,5154.00,9066.00,9066.00,0.00,0.00,0.00,0.00,0.00,0.00,-2825.00,-1087.00,-12197.00,10192.00,-22389.00,7187.00,-144.00
1989:Q4,38527.00,3800.00,3800.00,3800.00,0.00,0.00,0.00,21464.00,21464.00,20492.00,0.00,0.00,0.00,0.00,972.00,0.00,0.00,13263.00,9576.00,3687.00,0.00,0.00,0.00,38527.00,2362.00,90.00,90.00,0.00,1910.00,1910.00,0.00,362.00,362.00,0.00,33755.00,9576.00,9576.00,24179.00,0.00,3687.00,20492.00,0.00,1438.00,1438.00,0.00,972.00,972.00,0.00,1438.00,3710.00,3710.00,0.00,0.00,0.00,0.00,0.00,0.00,-1910.00,-362.00,-12291.00,11888.00,-24179.00,11825.00,-972.00
1990:Q1,35879.00,0.00,0.00,0.00,0.00,0.00,0.00,22280.00,22280.00,21448.00,0.00,0.00,0.00,0.00,832.00,0.00,0.00,13599.00,9684.00,3915.00,0.00,0.00,0.00,35879.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35047.00,9684.00,9684.00,25363.00,0.00,3915.00,21448.00,0.00,0.00,0.00,0.00,832.00,832.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-12767.00,12596.00,-25363.00,13599.00,-832.00
1990:Q2,39066.00,0.00,0.00,0.00,0.00,0.00,0.00,20336.00,20336.00,20184.00,0.00,0.00,0.00,0.00,152.00,0.00,0.00,18730.00,14644.00,4086.00,0.00,0.00,0.00,39066.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38914.00,14644.00,14644.00,24270.00,0.00,4086.00,20184.00,0.00,0.00,0.00,0.00,152.00,152.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-18578.00,5692.00,-24270.00,18730.00,-152.00
1990:Q3,36230.00,0.00,0.00,0.00,0.00,0.00,0.00,20664.00,20664.00,20508.00,0.00,0.00,0.00,0.00,156.00,0.00,0.00,15566.00,11320.00,4246.00,0.00,0.00,0.00,36230.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36074.00,11320.00,11320.00,24754.00,0.00,4246.00,20508.00,0.00,0.00,0.00,0.00,156.00,156.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-15410.00,9344.00,-24754.00,15566.00,-156.00
1990:Q4,64665.00,0.00,0.00,0.00,0.00,0.00,0.00,49540.00,49540.00,21188.00,0.00,0.00,0.00,0.00,28352.00,0.00,0.00,15125.00,10740.00,4385.00,0.00,0.00,0.00,64665.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36313.00,10740.00,10740.00,25573.00,0.00,4385.00,21188.00,0.00,0.00,0.00,0.00,28352.00,28352.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13227.00,38800.00,-25573.00,15125.00,-28352.00
1991:Q1,41519.00,0.00,0.00,0.00,0.00,0.00,0.00,25992.00,25992.00,21552.00,0.00,0.00,0.00,0.00,4440.00,0.00,0.00,15527.00,11000.00,4527.00,0.00,0.00,0.00,41519.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37079.00,11000.00,11000.00,26079.00,0.00,4527.00,21552.00,0.00,0.00,0.00,0.00,4440.00,4440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-11087.00,14992.00,-26079.00,15527.00,-4440.00
1991:Q2,37145.00,0.00,0.00,0.00,0.00,0.00,0.00,22180.00,22180.00,21612.00,0.00,0.00,0.00,0.00,568.00,0.00,0.00,14965.00,10364.00,4601.00,0.00,0.00,0.00,37145.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36577.00,10364.00,10364.00,26213.00,0.00,4601.00,21612.00,0.00,0.00,0.00,0.00,568.00,568.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-14397.00,11816.00,-26213.00,14965.00,-568.00
1991:Q3,53549.00,0.00,0.00,0.00,0.00,0.00,0.00,37068.00,37068.00,21056.00,0.00,0.00,0.00,0.00,16012.00,0.00,0.00,16481.00,11848.00,4633.00,0.00,0.00,0.00,53549.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37537.00,11848.00,11848.00,25689.00,0.00,4633.00,21056.00,0.00,0.00,0.00,0.00,16012.00,16012.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-469.00,25220.00,-25689.00,16481.00,-16012.00
1991:Q4,41339.00,5136.00,5136.00,5136.00,0.00,0.00,0.00,20788.00,20788.00,20612.00,0.00,0.00,0.00,0.00,176.00,0.00,0.00,15415.00,10788.00,4627.00,0.00,0.00,0.00,41339.00,556.00,0.00,0.00,0.00,0.00,0.00,0.00,556.00,556.00,0.00,36027.00,10788.00,10788.00,25239.00,0.00,4627.00,20612.00,0.00,4580.00,4580.00,0.00,176.00,176.00,0.00,4580.00,5136.00,5136.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-556.00,-15239.00,10000.00,-25239.00,10835.00,-176.00
1992:Q1,37309.00,0.00,0.00,0.00,0.00,0.00,0.00,21568.00,21568.00,21388.00,0.00,0.00,0.00,0.00,180.00,0.00,0.00,15741.00,11216.00,4525.00,0.00,0.00,0.00,37309.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37129.00,11216.00,11216.00,25913.00,0.00,4525.00,21388.00,0.00,0.00,0.00,0.00,180.00,180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-15561.00,10352.00,-25913.00,15741.00,-180.00
1992:Q2,38149.00,0.00,0.00,0.00,0.00,0.00,0.00,23188.00,23188.00,22800.00,0.00,0.00,0.00,0.00,388.00,0.00,0.00,14961.00,10460.00,4501.00,0.00,0.00,0.00,38149.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37761.00,10460.00,10460.00,27301.00,0.00,4501.00,22800.00,0.00,0.00,0.00,0.00,388.00,388.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-14573.00,12728.00,-27301.00,14961.00,-388.00
1992:Q3,115433.00,70800.00,70800.00,70800.00,0.00,0.00,0.00,22460.00,22460.00,22288.00,0.00,0.00,0.00,0.00,172.00,0.00,0.00,16033.00,11532.00,4501.00,6140.00,6140.00,0.00,115433.00,36480.00,1360.00,1360.00,0.00,27820.00,27820.00,0.00,7300.00,7300.00,0.00,38321.00,11532.00,11532.00,26789.00,0.00,4501.00,22288.00,0.00,40460.00,40460.00,0.00,172.00,172.00,0.00,34320.00,69440.00,69440.00,0.00,0.00,0.00,0.00,0.00,0.00,-27820.00,-7300.00,-15861.00,10928.00,-26789.00,-24427.00,5968.00
1992:Q4,39681.00,0.00,0.00,0.00,0.00,0.00,0.00,23236.00,23236.00,23064.00,0.00,0.00,0.00,0.00,172.00,0.00,0.00,16445.00,11916.00,4529.00,0.00,0.00,0.00,39681.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39509.00,11916.00,11916.00,27593.00,0.00,4529.00,23064.00,0.00,0.00,0.00,0.00,172.00,172.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-16273.00,11320.00,-27593.00,16445.00,-172.00
1993:Q1,47992.00,7074.00,7074.00,7074.00,0.00,0.00,0.00,24380.00,24380.00,21784.00,0.00,0.00,0.00,0.00,2596.00,0.00,0.00,16538.00,11936.00,4602.00,0.00,0.00,0.00,47992.00,3214.00,96.00,96.00,0.00,1919.00,1919.00,0.00,1199.00,1199.00,0.00,38322.00,11936.00,11936.00,26386.00,0.00,4602.00,21784.00,0.00,3860.00,3860.00,0.00,2596.00,2596.00,0.00,3860.00,6978.00,6978.00,0.00,0.00,0.00,0.00,0.00,0.00,-1919.00,-1199.00,-13942.00,12444.00,-26386.00,12678.00,-2596.00
1993:Q2,39941.00,0.00,0.00,0.00,0.00,0.00,0.00,22632.00,22632.00,22472.00,0.00,0.00,0.00,0.00,160.00,0.00,0.00,17309.00,12628.00,4681.00,0.00,0.00,0.00,39941.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39781.00,12628.00,12628.00,27153.00,0.00,4681.00,22472.00,0.00,0.00,0.00,0.00,160.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-17149.00,10004.00,-27153.00,17309.00,-160.00
1993:Q3,44082.00,1240.00,1240.00,1240.00,0.00,0.00,0.00,25284.00,25284.00,24884.00,0.00,0.00,0.00,0.00,400.00,0.00,0.00,17558.00,12784.00,4774.00,0.00,0.00,0.00,44082.00,770.00,24.00,24.00,0.00,492.00,492.00,0.00,254.00,254.00,0.00,42442.00,12784.00,12784.00,29658.00,0.00,4774.00,24884.00,0.00,470.00,470.00,0.00,400.00,400.00,0.00,470.00,1216.00,1216.00,0.00,0.00,0.00,0.00,0.00,0.00,-492.00,-254.00,-17158.00,12500.00,-29658.00,17088.00,-400.00
1993:Q4,44063.00,0.00,0.00,0.00,0.00,0.00,0.00,24920.00,24920.00,24764.00,0.00,0.00,0.00,0.00,156.00,0.00,0.00,19143.00,14264.00,4879.00,0.00,0.00,0.00,44063.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43907.00,14264.00,14264.00,29643.00,0.00,4879.00,24764.00,0.00,0.00,0.00,0.00,156.00,156.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-18987.00,10656.00,-29643.00,19143.00,-156.00
