date,FA406000105.Q,FA405013005.Q,FA404090005.Q,FA403020005.Q,FA403030005.Q,FA402050005.Q,FA404022005.Q,FA403069105.Q,FA403061105.Q,FA403061705.Q,FA403062005.Q,FA403063005.Q,FA404023005.Q,FA403069305.Q,FA403069385.Q,FA403069345.Q,FA403069330.Q,FA403065005.Q,FA403065105.Q,FA403065195.Q,FA403065185.Q,FA403065405.Q,FA403065495.Q,FA403065485.Q,FA403065605.Q,FA403066005.Q,FA403093005.Q,FA404190005.Q,FA402150005.Q,FA403161705.Q,FA403161795.Q,FA403161785.Q,FA403169283.Q,FA403164105.Q,FA403190005.Q,FA407005005.Q
1987:Q1,197.00,398.00,-12016.00,-2368.00,0.00,-1192.00,9408.00,1508.00,7720.00,80.00,100.00,0.00,-22184.00,-7652.00,560.00,-672.00,-7540.00,-15056.00,-8092.00,0.00,-8092.00,-2124.00,0.00,-2124.00,-4840.00,524.00,4320.00,-11916.00,0.00,-18536.00,0.00,-18536.00,-2880.00,1268.00,8232.00,-101.00
1987:Q2,464.00,406.00,22296.00,-2796.00,0.00,9384.00,-13388.00,1532.00,-15528.00,-80.00,688.00,0.00,21540.00,33312.00,3880.00,-868.00,30300.00,-14388.00,-10600.00,0.00,-10600.00,1104.00,0.00,1104.00,-4892.00,2616.00,7556.00,21760.00,0.00,29580.00,0.00,29580.00,-120.00,1268.00,-8968.00,-478.00
1987:Q3,633.00,419.00,17572.00,-1092.00,0.00,-14556.00,8136.00,-432.00,8060.00,-140.00,648.00,0.00,25368.00,23452.00,900.00,-468.00,23020.00,-496.00,4944.00,0.00,4944.00,-492.00,0.00,-492.00,-4948.00,2412.00,-284.00,19008.00,0.00,31816.00,0.00,31816.00,0.00,1268.00,-14076.00,1650.00
1987:Q4,1036.00,419.00,83944.00,5976.00,0.00,-2464.00,14868.00,-2796.00,18556.00,-156.00,-736.00,0.00,49668.00,51068.00,436.00,-1240.00,51872.00,-3324.00,1336.00,0.00,1336.00,288.00,0.00,288.00,-4948.00,1924.00,15896.00,84240.00,0.00,77956.00,0.00,77956.00,0.00,1268.00,5016.00,913.00
1988:Q1,1302.00,346.00,63128.00,-936.00,0.00,47336.00,16080.00,7064.00,7700.00,1396.00,-80.00,0.00,2596.00,-11300.00,-1124.00,4032.00,-14208.00,11304.00,12916.00,0.00,12916.00,684.00,0.00,684.00,-2296.00,2592.00,-1948.00,60556.00,0.00,41220.00,0.00,41220.00,0.00,1092.00,18244.00,-1616.00
1988:Q2,1236.00,357.00,4892.00,-852.00,0.00,-17344.00,-17764.00,2172.00,-19824.00,-300.00,188.00,0.00,36236.00,23344.00,-280.00,2308.00,21316.00,9676.00,10720.00,0.00,10720.00,1252.00,0.00,1252.00,-2296.00,3216.00,4616.00,4576.00,0.00,17452.00,0.00,17452.00,0.00,1092.00,-13968.00,563.00
1988:Q3,1231.00,360.00,51820.00,644.00,0.00,11436.00,4132.00,-4548.00,9320.00,0.00,-640.00,0.00,27172.00,26976.00,696.00,-628.00,26908.00,-3692.00,-2360.00,0.00,-2360.00,988.00,0.00,988.00,-2320.00,3888.00,8436.00,53680.00,0.00,42420.00,0.00,42420.00,0.00,1092.00,10168.00,2731.00
1988:Q4,1678.00,368.00,69516.00,1020.00,0.00,-15056.00,22840.00,-3268.00,23888.00,-244.00,2464.00,0.00,41736.00,36092.00,-444.00,-8340.00,44876.00,2704.00,3540.00,0.00,3540.00,1488.00,0.00,1488.00,-2324.00,2940.00,18976.00,69528.00,0.00,78440.00,0.00,78440.00,0.00,1092.00,-10004.00,1322.00
1989:Q1,1960.00,335.00,64490.00,-1820.00,0.00,27732.00,3236.00,20.00,4044.00,-72.00,-756.00,0.00,45662.00,46726.00,96.00,2622.00,44008.00,-2948.00,-2688.00,0.00,-2688.00,1260.00,0.00,1260.00,-1520.00,1884.00,-10320.00,60100.00,0.00,64876.00,0.00,64876.00,0.00,-760.00,-4016.00,-2765.00
1989:Q2,2013.00,341.00,24825.00,1196.00,0.00,78540.00,-77632.00,1600.00,-80032.00,996.00,-196.00,0.00,1913.00,-6866.00,-1576.00,2346.00,-7636.00,6499.00,6078.00,0.00,6078.00,1965.00,0.00,1965.00,-1544.00,2280.00,20808.00,22368.00,0.00,18680.00,0.00,18680.00,0.00,-760.00,4448.00,-785.00
1989:Q3,1854.00,352.00,21963.00,-924.00,0.00,-6516.00,35732.00,2388.00,29800.00,3252.00,292.00,0.00,-28773.00,-41947.00,1328.00,-219.00,-43056.00,10482.00,9872.00,0.00,9872.00,2166.00,0.00,2166.00,-1556.00,2692.00,22444.00,24384.00,0.00,5772.00,0.00,5772.00,0.00,-760.00,19372.00,3923.00
1989:Q4,1436.00,348.00,18800.00,-3540.00,0.00,12288.00,20604.00,7416.00,-6896.00,19516.00,568.00,0.00,-17792.00,-32349.00,2096.00,2807.00,-37252.00,10105.00,7046.00,0.00,7046.00,4615.00,0.00,4615.00,-1556.00,4452.00,7240.00,16076.00,0.00,11592.00,0.00,11592.00,0.00,-760.00,5244.00,-1636.00
1990:Q1,1786.00,295.00,-6010.00,-916.00,0.00,-8392.00,29092.00,-896.00,22068.00,6984.00,936.00,0.00,-12598.00,-24728.00,1796.00,1448.00,-27972.00,9207.00,9775.00,0.00,9775.00,299.00,0.00,299.00,-868.00,2924.00,-13196.00,-9120.00,0.00,6100.00,0.00,6100.00,0.00,-3216.00,-12004.00,-1619.00
1990:Q2,1818.00,290.00,17888.00,716.00,0.00,7252.00,26072.00,-2848.00,21740.00,5528.00,1652.00,0.00,-28052.00,-20862.00,2744.00,-748.00,-22859.00,-9330.00,-8386.00,0.00,-8386.00,-67.00,0.00,-67.00,-876.00,2140.00,11900.00,12452.00,0.00,11616.00,0.00,11616.00,0.00,-3216.00,4052.00,-3908.00
1990:Q3,1527.00,295.00,4104.00,-488.00,0.00,-36340.00,69028.00,-276.00,64548.00,4200.00,556.00,0.00,-24240.00,-33496.00,1352.00,28.00,-34876.00,6964.00,5429.00,0.00,5429.00,2424.00,0.00,2424.00,-888.00,2292.00,-3856.00,-824.00,0.00,13744.00,0.00,13744.00,0.00,-3216.00,-11352.00,-3696.00
1990:Q4,1727.00,291.00,77531.00,-12.00,0.00,65072.00,-11180.00,6076.00,-23012.00,5772.00,-16.00,0.00,7771.00,-13493.00,-1764.00,1340.00,-13069.00,15765.00,14546.00,0.00,14546.00,2103.00,0.00,2103.00,-884.00,5500.00,15880.00,70964.00,0.00,37136.00,0.00,37136.00,-480.00,-3216.00,37524.00,-5131.00
1991:Q1,2060.00,285.00,21829.00,-616.00,0.00,5716.00,47016.00,-9804.00,60640.00,-3088.00,-732.00,0.00,-17239.00,-32856.00,-2120.00,1740.00,-32476.00,12081.00,13193.00,0.00,13193.00,-432.00,0.00,-432.00,-680.00,3536.00,-13048.00,15976.00,0.00,13112.00,0.00,13112.00,0.00,-1176.00,4040.00,-4078.00
1991:Q2,2081.00,281.00,-20477.00,-400.00,0.00,7360.00,5624.00,-432.00,1944.00,4352.00,-240.00,0.00,-30329.00,-43611.00,844.00,3961.00,-48416.00,11322.00,10897.00,0.00,10897.00,1108.00,0.00,1108.00,-684.00,1960.00,-2732.00,-23576.00,0.00,-29484.00,0.00,-29484.00,0.00,-1176.00,7084.00,-1299.00
1991:Q3,1931.00,280.00,48729.00,-408.00,0.00,16100.00,66804.00,25684.00,19152.00,22032.00,-64.00,0.00,-42635.00,-44564.00,604.00,2231.00,-47399.00,1321.00,1609.00,0.00,1609.00,404.00,0.00,404.00,-692.00,608.00,8868.00,44096.00,0.00,20560.00,0.00,20560.00,0.00,-1176.00,24712.00,-2982.00
1991:Q4,1470.00,277.00,26845.00,-2192.00,0.00,-33660.00,23352.00,12928.00,-8992.00,21196.00,-1780.00,0.00,7365.00,-15373.00,5260.00,3228.00,-23860.00,21398.00,19255.00,0.00,19255.00,2836.00,0.00,2836.00,-692.00,1340.00,31980.00,24572.00,0.00,32648.00,0.00,32648.00,-120.00,-1176.00,-6780.00,-1080.00
1992:Q1,1913.00,280.00,60724.00,256.00,0.00,4832.00,62972.00,-10824.00,51408.00,22088.00,300.00,0.00,52724.00,17327.00,-1560.00,5394.00,13493.00,32214.00,30106.00,0.00,30106.00,2015.00,0.00,2015.00,92.00,3184.00,-60060.00,58900.00,0.00,11332.00,0.00,11332.00,0.00,48.00,47520.00,-191.00
1992:Q2,1478.00,291.00,37148.00,-1040.00,0.00,-5276.00,14350.00,3200.00,-9848.00,20924.00,74.00,0.00,16058.00,-4760.00,242.00,-2184.00,-2818.00,17722.00,16606.00,0.00,16606.00,1025.00,0.00,1025.00,92.00,3096.00,13056.00,32692.00,0.00,50212.00,0.00,50212.00,0.00,48.00,-17568.00,-3269.00
1992:Q3,1360.00,297.00,88754.00,-328.00,0.00,17168.00,27088.00,12888.00,14592.00,-572.00,180.00,0.00,34870.00,4456.00,-1976.00,11.00,6421.00,26353.00,24959.00,0.00,24959.00,1302.00,0.00,1302.00,92.00,4060.00,9956.00,86984.00,0.00,67700.00,0.00,67700.00,0.00,48.00,19236.00,-707.00
1992:Q4,1193.00,306.00,37223.00,1076.00,0.00,-20692.00,29748.00,5404.00,15640.00,8432.00,272.00,0.00,39267.00,-14653.00,-3000.00,2179.00,-13832.00,51984.00,49716.00,0.00,49716.00,2176.00,0.00,2176.00,92.00,1936.00,-12176.00,34152.00,0.00,33580.00,0.00,33580.00,-120.00,48.00,644.00,-2184.00
1993:Q1,1963.00,521.00,-14502.00,-740.00,0.00,-37092.00,-28946.00,-16152.00,-9588.00,-6556.00,-650.00,4000.00,77204.00,52417.00,-42.00,1423.00,51036.00,22971.00,22095.00,0.00,22095.00,1328.00,0.00,1328.00,-452.00,1816.00,-24928.00,-15384.00,0.00,32272.00,0.00,32272.00,0.00,2372.00,-50028.00,560.00
1993:Q2,1906.00,536.00,95899.00,-640.00,0.00,-30948.00,29076.00,2216.00,12212.00,6728.00,-80.00,8000.00,92375.00,16767.00,-960.00,-1337.00,19064.00,72796.00,72379.00,0.00,72379.00,873.00,0.00,873.00,-456.00,2812.00,6036.00,95904.00,0.00,68656.00,0.00,68656.00,0.00,2372.00,24876.00,1375.00
1993:Q3,1480.00,541.00,161502.00,1808.00,0.00,-3864.00,71936.00,13252.00,23984.00,20204.00,-1504.00,16000.00,62362.00,22204.00,-1760.00,1294.00,22670.00,37298.00,35701.00,0.00,35701.00,2057.00,0.00,2057.00,-460.00,2860.00,29260.00,159420.00,0.00,167692.00,0.00,167692.00,0.00,2372.00,-10644.00,-1143.00
1993:Q4,1328.00,565.00,72485.00,3280.00,0.00,6928.00,11072.00,-5956.00,-55044.00,53860.00,2000.00,16212.00,39021.00,3934.00,-552.00,4256.00,230.00,32047.00,30007.00,0.00,30007.00,2500.00,0.00,2500.00,-460.00,3040.00,12184.00,72124.00,0.00,53628.00,0.00,53628.00,0.00,2372.00,16124.00,402.00
1994:Q1,1608.00,507.00,95280.00,-1612.00,0.00,14388.00,70130.00,-6516.00,21892.00,46472.00,94.00,8188.00,58042.00,29908.00,614.00,5541.00,23754.00,25169.00,23657.00,0.00,23657.00,1784.00,0.00,1784.00,-272.00,2964.00,-45668.00,91468.00,0.00,159976.00,0.00,159976.00,-19160.00,324.00,-49672.00,-2711.00
1994:Q2,1399.00,514.00,121050.00,-564.00,0.00,31368.00,64994.00,13416.00,-6340.00,47208.00,2310.00,8400.00,23420.00,12462.00,-2418.00,-4247.00,19127.00,6330.00,5802.00,0.00,5802.00,800.00,0.00,800.00,-272.00,4628.00,1832.00,117984.00,0.00,146512.00,0.00,146512.00,0.00,324.00,-28852.00,-2181.00
1994:Q3,1436.00,524.00,144755.00,280.00,0.00,29880.00,88690.00,25572.00,-36304.00,87828.00,3194.00,8400.00,25505.00,28945.00,2402.00,-129.00,26672.00,-6368.00,-6424.00,0.00,-6424.00,328.00,0.00,328.00,-272.00,2928.00,400.00,143132.00,0.00,151992.00,0.00,151992.00,0.00,324.00,-9184.00,-711.00
1994:Q4,1553.00,547.00,241536.00,-1248.00,0.00,66112.00,138242.00,25272.00,22148.00,77500.00,2566.00,10756.00,15974.00,23125.00,-510.00,2156.00,21479.00,-10891.00,-11139.00,0.00,-11139.00,524.00,0.00,524.00,-276.00,3740.00,22456.00,237344.00,0.00,249012.00,0.00,249012.00,0.00,324.00,-11992.00,-3186.00
1995:Q1,1552.00,406.00,51702.00,-244.00,0.00,26108.00,47404.00,-3980.00,18716.00,21376.00,-1704.00,12996.00,24098.00,19613.00,-1052.00,5564.00,15101.00,125.00,-1187.00,0.00,-1187.00,972.00,0.00,972.00,340.00,4360.00,-45664.00,47084.00,0.00,62956.00,0.00,62956.00,0.00,-620.00,-15252.00,-3472.00
1995:Q2,1803.00,410.00,154502.00,1308.00,0.00,44264.00,91298.00,-12908.00,-1132.00,91056.00,1962.00,12320.00,-2060.00,-13381.00,-746.00,-507.00,-12128.00,4713.00,4545.00,0.00,4545.00,-172.00,0.00,-172.00,340.00,6608.00,19692.00,149628.00,0.00,127124.00,0.00,127124.00,0.00,-620.00,23124.00,-3481.00
1995:Q3,1998.00,414.00,113687.00,-2020.00,0.00,16688.00,27966.00,23912.00,-10444.00,20160.00,3030.00,-8692.00,24185.00,5968.00,-1614.00,3604.00,3978.00,14481.00,13489.00,0.00,13489.00,644.00,0.00,644.00,348.00,3736.00,46868.00,111288.00,0.00,102116.00,0.00,102116.00,0.00,-620.00,9792.00,-815.00
1995:Q4,1889.00,421.00,140640.00,1656.00,0.00,-5116.00,144788.00,-10352.00,17076.00,107548.00,7416.00,23100.00,23640.00,16552.00,-8840.00,6848.00,18545.00,5928.00,4872.00,0.00,4872.00,712.00,0.00,712.00,344.00,1160.00,-24328.00,137396.00,0.00,131656.00,0.00,131656.00,0.00,-620.00,6360.00,-1776.00
1996:Q1,1959.00,542.00,39888.00,-1792.00,0.00,-9224.00,59594.00,-3856.00,-15204.00,70704.00,10026.00,-2076.00,27514.00,45148.00,-2074.00,8224.00,38997.00,-15814.00,-17474.00,0.00,-17474.00,692.00,0.00,692.00,968.00,-1820.00,-36204.00,34784.00,0.00,31604.00,0.00,31604.00,0.00,-436.00,3616.00,-3687.00
1996:Q2,1836.00,554.00,108360.00,-1412.00,0.00,-2172.00,74622.00,-3692.00,26460.00,55716.00,5838.00,-9700.00,35678.00,37862.00,-1650.00,-1626.00,41138.00,-1269.00,-613.00,0.00,-613.00,-1620.00,0.00,-1620.00,964.00,-916.00,1644.00,104804.00,0.00,126640.00,0.00,126640.00,0.00,-436.00,-21400.00,-2274.00
1996:Q3,1742.00,572.00,83909.00,-424.00,0.00,280.00,59796.00,4020.00,-236.00,57252.00,448.00,-1688.00,21293.00,28399.00,380.00,-3686.00,31705.00,-3967.00,-3987.00,0.00,-3987.00,-972.00,0.00,-972.00,992.00,-3140.00,2964.00,79252.00,0.00,80148.00,0.00,80148.00,0.00,-436.00,-460.00,-3487.00
1996:Q4,1674.00,585.00,134828.00,700.00,0.00,-36044.00,105578.00,42028.00,-62776.00,79540.00,746.00,46040.00,5302.00,6149.00,-1202.00,2767.00,4583.00,-4390.00,-4242.00,0.00,-4242.00,-1156.00,0.00,-1156.00,1008.00,3544.00,59292.00,143432.00,0.00,123352.00,0.00,123352.00,0.00,-436.00,20516.00,9693.00
1997:Q1,1946.00,443.00,23703.00,1560.00,0.00,6388.00,83388.00,21880.00,1188.00,61120.00,-612.00,-188.00,14419.00,30890.00,-1320.00,3940.00,28269.00,-12847.00,-12799.00,0.00,-12799.00,-1488.00,0.00,-1488.00,1440.00,-3624.00,-82052.00,20364.00,0.00,-6520.00,0.00,-6520.00,0.00,-688.00,27572.00,-1836.00
1997:Q2,1951.00,452.00,179325.00,8320.00,0.00,24468.00,78342.00,6468.00,-22368.00,90416.00,-966.00,4792.00,37655.00,52061.00,-194.00,223.00,52031.00,-8970.00,-8366.00,0.00,-8366.00,-2152.00,0.00,-2152.00,1548.00,-5436.00,30540.00,172704.00,0.00,198876.00,0.00,198876.00,0.00,-1940.00,-24232.00,-5122.00
1997:Q3,2105.00,473.00,66112.00,-4240.00,0.00,1604.00,32628.00,-51364.00,32888.00,69056.00,148.00,-18100.00,23968.00,31254.00,-44.00,-1738.00,33036.00,-2937.00,-3205.00,0.00,-3205.00,-1200.00,0.00,-1200.00,1468.00,-4348.00,12152.00,65472.00,0.00,46268.00,0.00,46268.00,0.00,-2088.00,21292.00,992.00
1997:Q4,2029.00,474.00,177140.00,-372.00,0.00,-48816.00,126682.00,18812.00,16768.00,49836.00,3618.00,37648.00,29910.00,27344.00,-2570.00,-2426.00,32340.00,6086.00,5614.00,0.00,5614.00,-1108.00,0.00,-1108.00,1580.00,-3520.00,69736.00,167900.00,0.00,157648.00,0.00,157648.00,0.00,-760.00,11012.00,-7685.00
1998:Q1,1917.00,435.00,203478.00,-1200.00,-9700.00,-14668.00,203762.00,129788.00,-55676.00,129256.00,4082.00,-3688.00,84984.00,83980.00,226.00,7829.00,75925.00,8188.00,9400.00,0.00,9400.00,-3104.00,0.00,-3104.00,1892.00,-7184.00,-59700.00,205424.00,0.00,142980.00,0.00,142980.00,0.00,2220.00,60224.00,3428.00
1998:Q2,1982.00,448.00,158825.00,1764.00,5084.00,-26748.00,100848.00,-50000.00,12516.00,114484.00,2124.00,21724.00,54529.00,64529.00,-940.00,-3967.00,69436.00,-1472.00,-2624.00,0.00,-2624.00,-852.00,0.00,-852.00,2004.00,-8528.00,23348.00,158720.00,0.00,166792.00,0.00,166792.00,0.00,1388.00,-9460.00,1429.00
1998:Q3,2148.00,451.00,312310.00,1052.00,-13120.00,-3664.00,242012.00,19644.00,15740.00,158956.00,13500.00,34172.00,83294.00,78893.00,-72.00,4858.00,74107.00,-227.00,-2931.00,0.00,-2931.00,744.00,0.00,744.00,1960.00,4628.00,2736.00,307524.00,0.00,294464.00,0.00,294464.00,0.00,3564.00,9496.00,-3089.00
1998:Q4,2137.00,465.00,545406.00,9804.00,10972.00,-8404.00,323040.00,14868.00,24536.00,231068.00,6300.00,46268.00,176766.00,146472.00,-324.00,4660.00,142135.00,23814.00,18682.00,0.00,18682.00,3052.00,0.00,3052.00,2080.00,6480.00,33228.00,538508.00,0.00,511420.00,0.00,511420.00,0.00,3392.00,23696.00,-5226.00
1999:Q1,2488.00,343.00,170528.00,-6652.00,5348.00,-26312.00,155940.00,-108376.00,18716.00,224696.00,-3268.00,24172.00,80444.00,84731.00,-284.00,2148.00,82867.00,-11746.00,-16278.00,0.00,-16278.00,3896.00,0.00,3896.00,636.00,7460.00,-38240.00,170172.00,0.00,193332.00,0.00,193332.00,0.00,2964.00,-26124.00,1789.00
1999:Q2,2587.00,352.00,296182.00,-2248.00,18388.00,-8712.00,167588.00,-29332.00,-9992.00,194816.00,5636.00,6460.00,110814.00,109208.00,-1292.00,-1833.00,112333.00,-4734.00,-12490.00,0.00,-12490.00,6176.00,0.00,6176.00,1580.00,6340.00,10352.00,297800.00,0.00,306796.00,0.00,306796.00,0.00,3440.00,-12436.00,3853.00
1999:Q3,2949.00,360.00,399414.00,1792.00,-19972.00,5948.00,230294.00,25952.00,3396.00,162184.00,6574.00,32188.00,152584.00,137787.00,86.00,929.00,136771.00,-1051.00,-6679.00,0.00,-6679.00,4680.00,0.00,4680.00,948.00,15848.00,28768.00,398464.00,0.00,407508.00,0.00,407508.00,0.00,4452.00,-13496.00,1639.00
1999:Q4,2938.00,361.00,403475.00,35728.00,17188.00,79968.00,161018.00,-17680.00,11020.00,109948.00,5362.00,52368.00,90653.00,100843.00,258.00,2332.00,98253.00,-2298.00,-6182.00,0.00,-6182.00,2536.00,0.00,2536.00,1348.00,-7892.00,18920.00,402652.00,0.00,367504.00,0.00,367504.00,0.00,4956.00,30192.00,1754.00
2000:Q1,2496.00,395.00,114651.00,-44208.00,504.00,3448.00,120836.00,16508.00,-23168.00,115212.00,-1680.00,13964.00,66903.00,58326.00,-392.00,4670.00,54048.00,16997.00,10393.00,0.00,10393.00,5008.00,0.00,5008.00,1596.00,-8420.00,-32832.00,124956.00,0.00,105092.00,0.00,105092.00,0.00,1832.00,18032.00,12406.00
2000:Q2,2625.00,410.00,225734.00,2164.00,1640.00,-38964.00,94712.00,-14728.00,-17968.00,77572.00,2312.00,47524.00,137966.00,110744.00,332.00,-646.00,111058.00,29350.00,25514.00,0.00,25514.00,2236.00,0.00,2236.00,1600.00,-2128.00,28216.00,231940.00,0.00,249040.00,0.00,249040.00,0.00,-2748.00,-14352.00,8421.00
2000:Q3,2850.00,416.00,269092.00,-372.00,21968.00,11360.00,230966.00,7696.00,33456.00,153808.00,5134.00,30872.00,-17706.00,-24296.00,146.00,2567.00,-27008.00,17798.00,13110.00,0.00,13110.00,3020.00,0.00,3020.00,1668.00,-11208.00,22876.00,243844.00,0.00,279440.00,0.00,279440.00,0.00,824.00,-36420.00,-22814.00
2000:Q4,2818.00,418.00,271125.00,11636.00,-22128.00,-34596.00,283388.00,33312.00,9996.00,250116.00,5820.00,-15856.00,67069.00,36252.00,148.00,5737.00,30367.00,24728.00,15488.00,0.00,15488.00,7552.00,0.00,7552.00,1688.00,6088.00,-34244.00,338120.00,0.00,307080.00,0.00,307080.00,0.00,-1268.00,32308.00,69395.00
2001:Q1,2696.00,415.00,384364.00,280.00,-18788.00,77952.00,250068.00,-39232.00,-5484.00,258896.00,1012.00,34876.00,76656.00,49774.00,16.00,4067.00,45691.00,24530.00,14234.00,0.00,14234.00,7248.00,0.00,7248.00,3048.00,2352.00,-1804.00,400460.00,416.00,265932.00,0.00,265932.00,0.00,2040.00,132072.00,18377.00
2001:Q2,2877.00,406.00,271250.00,3028.00,6460.00,-28312.00,260658.00,12312.00,1560.00,178060.00,4678.00,64048.00,26356.00,-9933.00,-238.00,1484.00,-11179.00,31657.00,20165.00,0.00,20165.00,8072.00,0.00,8072.00,3420.00,4632.00,3060.00,278848.00,504.00,286836.00,0.00,286836.00,0.00,3120.00,-11612.00,10069.00
2001:Q3,2365.00,401.00,362335.00,12472.00,2748.00,-6324.00,268512.00,-6164.00,1200.00,234288.00,780.00,38408.00,53639.00,26608.00,28.00,1241.00,25339.00,24819.00,13975.00,0.00,13975.00,7404.00,0.00,7404.00,3440.00,2212.00,31288.00,407736.00,96.00,326676.00,0.00,326676.00,0.00,8.00,80956.00,47365.00
2001:Q4,3220.00,384.00,363991.00,-6760.00,42148.00,56216.00,183772.00,44000.00,4128.00,156396.00,18172.00,-38924.00,99015.00,46585.00,36.00,4656.00,41893.00,51887.00,38271.00,0.00,38271.00,10184.00,0.00,10184.00,3432.00,544.00,-10400.00,340584.00,2184.00,337148.00,0.00,337148.00,0.00,1292.00,-40.00,-20571.00
2002:Q1,2659.00,529.00,227010.00,2180.00,-17068.00,-45740.00,257540.00,-56840.00,17744.00,242720.00,4220.00,49696.00,30962.00,-5504.00,-156.00,5772.00,-11121.00,38270.00,25614.00,0.00,25614.00,7332.00,0.00,7332.00,5324.00,-1804.00,-864.00,168804.00,5960.00,180232.00,0.00,180232.00,0.00,-3672.00,-13716.00,-56076.00
2002:Q2,2522.00,521.00,105157.00,5396.00,17852.00,-49664.00,88204.00,2256.00,10344.00,29948.00,4244.00,41412.00,21581.00,-26368.00,-1128.00,1987.00,-27227.00,40953.00,27821.00,0.00,27821.00,6076.00,0.00,6076.00,7056.00,6996.00,21788.00,164056.00,-2344.00,139108.00,0.00,139108.00,0.00,-1480.00,28772.00,60900.00
2002:Q3,3028.00,518.00,327885.00,18480.00,4120.00,34200.00,111756.00,-40280.00,17560.00,89664.00,4516.00,40296.00,114729.00,52939.00,52.00,-1161.00,54048.00,61265.00,47929.00,0.00,47929.00,8168.00,0.00,8168.00,5168.00,524.00,44600.00,369220.00,-816.00,289556.00,0.00,289556.00,0.00,-2316.00,82796.00,43845.00
2002:Q4,2870.00,510.00,306885.00,6300.00,-25156.00,32376.00,174136.00,960.00,2816.00,164464.00,3168.00,2728.00,96925.00,14357.00,-180.00,1498.00,13039.00,98720.00,80924.00,0.00,80924.00,12448.00,0.00,12448.00,5348.00,-16152.00,22304.00,337268.00,796.00,270436.00,0.00,270436.00,0.00,6516.00,59520.00,32743.00
2003:Q1,3573.00,538.00,266290.00,25404.00,-8784.00,-65036.00,151834.00,2940.00,-1892.00,113252.00,-1274.00,38808.00,157444.00,59846.00,-134.00,2312.00,57668.00,103902.00,95686.00,0.00,95686.00,12580.00,0.00,12580.00,-4364.00,-6304.00,5428.00,202388.00,804.00,225752.00,0.00,225752.00,0.00,-524.00,-23644.00,-60867.00
2003:Q2,3633.00,552.00,138511.00,-7424.00,16644.00,46812.00,-38842.00,-7824.00,884.00,-38764.00,-154.00,7016.00,85897.00,-28309.00,-146.00,-3300.00,-24863.00,130174.00,120126.00,0.00,120126.00,14668.00,0.00,14668.00,-4620.00,-15968.00,35424.00,202804.00,1200.00,192436.00,0.00,192436.00,0.00,1324.00,7844.00,67374.00
2003:Q3,2926.00,567.00,466282.00,4144.00,-34592.00,-68752.00,381398.00,-2988.00,-6040.00,367372.00,5278.00,17776.00,166120.00,42670.00,-26.00,-3491.00,46187.00,139730.00,139422.00,0.00,139422.00,5056.00,0.00,5056.00,-4748.00,-16280.00,17964.00,411708.00,2000.00,459872.00,0.00,459872.00,0.00,-312.00,-49852.00,-52215.00
2003:Q4,3435.00,577.00,111249.00,33964.00,-7324.00,9012.00,3440.00,-6792.00,-42020.00,-34420.00,16096.00,70576.00,56993.00,50340.00,-104.00,4635.00,45809.00,33166.00,21478.00,0.00,21478.00,16292.00,0.00,16292.00,-4604.00,-26512.00,15164.00,45880.00,14692.00,125432.00,0.00,125432.00,0.00,6340.00,-100584.00,-62511.00
2004:Q1,3557.00,684.00,164480.00,996.00,18708.00,33904.00,11922.00,5184.00,-1652.00,-150416.00,14190.00,144616.00,119250.00,130229.00,10.00,6183.00,124035.00,7373.00,-10955.00,0.00,-10955.00,14520.00,0.00,14520.00,3808.00,-18352.00,-20300.00,88056.00,-14692.00,5600.00,0.00,5600.00,0.00,1936.00,95212.00,-73551.00
2004:Q2,4173.00,703.00,119237.00,-3632.00,16424.00,13620.00,45494.00,-896.00,2700.00,-119548.00,9090.00,154148.00,53583.00,103441.00,-562.00,-4558.00,108561.00,5086.00,-13406.00,0.00,-13406.00,14784.00,0.00,14784.00,3708.00,-54944.00,-6252.00,103976.00,0.00,214812.00,0.00,214812.00,0.00,1568.00,-112404.00,-11791.00
2004:Q3,3907.00,727.00,36429.00,-32680.00,-22860.00,8548.00,83196.00,-4628.00,-2800.00,-84820.00,12024.00,163420.00,-26455.00,-21744.00,-560.00,-1766.00,-19418.00,4201.00,-15663.00,0.00,-15663.00,16148.00,0.00,16148.00,3716.00,-8912.00,26680.00,162808.00,0.00,118280.00,0.00,118280.00,0.00,4492.00,40036.00,129559.00
2004:Q4,3672.00,747.00,31286.00,76744.00,13888.00,14236.00,-187010.00,-3152.00,-656.00,-454724.00,-34250.00,305772.00,95596.00,82236.00,-270.00,-852.00,83358.00,13360.00,-2044.00,0.00,-2044.00,11564.00,0.00,11564.00,3840.00,0.00,17832.00,-49344.00,9916.00,-38696.00,0.00,-38696.00,0.00,29068.00,-49632.00,-77705.00
2005:Q1,4149.00,736.00,-13451.00,-23240.00,-6712.00,8328.00,-127380.00,8324.00,692.00,-169144.00,-5872.00,38620.00,50169.00,93744.00,0.00,7166.00,86578.00,-43575.00,-56911.00,0.00,-56911.00,9384.00,0.00,9384.00,3952.00,0.00,85384.00,-99292.00,-4408.00,-141516.00,0.00,-141516.00,0.00,4184.00,42448.00,-82428.00
