date,FA106060005.Q,FA106231005.Q,FA106121075.Q,FA106300015.Q,FA106000135.Q,FA106006065.Q,FA105020601.Q,FA105440005.Q,FA106000105.Q,FA105090005.Q,FA105050005.Q,FA105019005.Q,FA105020005.Q,FA105420005.Q,FA105000005.Q,FA104090005.Q,FA103091003.Q,FA103020005.Q,FA103030003.Q,FA103034003.Q,FA102051003.Q,FA104022005.Q,FA103069100.Q,FA103061103.Q,FA103061703.Q,FA103062003.Q,FA104023005.Q,FA103065003.Q,FA103066005.Q,FA103064203.Q,FA103070005.Q,FA103092005.Q,FA103090005.Q,FA103076005.Q,FA103092405.Q,FA103094105.Q,FA103093005.Q,FA104190005.Q,FA104122005.Q,FA103169100.Q,FA103162000.Q,FA103163003.Q,FA104123005.Q,FA103168005.Q,FA103169005.Q,FA103165005.Q,FA103164103.Q,FA103170005.Q,FA103178000.Q,FA103192005.Q,FA103190005.Q,FA573074005.Q,FA573073005.Q,FA103193005.Q,FA107005005.Q,FA105005305.Q
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,32493.00,11681.00,5877.00,8393.00,23328.00,412.00,-2152.00,0.00,21588.00,17224.00,21863.00,19080.00,2899.00,-116.00,-4639.00,5446.00,-41.00,396.00,0.00,0.00,0.00,715.00,51.00,562.00,0.00,102.00,800.00,14.00,786.00,0.00,2046.00,695.00,834.00,236.00,0.00,0.00,599.00,10085.00,4294.00,-6.00,0.00,4300.00,1799.00,684.00,89.00,1025.00,1000.00,1591.00,775.00,25.00,601.00,0.00,865.00,-264.00,4364.00,687.00
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,25616.00,9262.00,6040.00,9376.00,19690.00,284.00,1856.00,0.00,21830.00,18195.00,15057.00,17252.00,-1996.00,-199.00,3138.00,3893.00,0.00,1031.00,0.00,0.00,0.00,1962.00,85.00,1844.00,0.00,33.00,566.00,-6.00,572.00,0.00,-960.00,631.00,662.00,192.00,0.00,0.00,470.00,755.00,2899.00,-4.00,0.00,2903.00,-1316.00,-1894.00,-68.00,646.00,1212.00,-260.00,-2302.00,45.00,477.00,0.00,771.00,-294.00,3635.00,-6489.00
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,39202.00,16764.00,7375.00,10346.00,25409.00,275.00,-4965.00,0.00,20719.00,17170.00,24226.00,18935.00,5560.00,-269.00,-7056.00,16785.00,47.00,1319.00,0.00,0.00,0.00,3218.00,-122.00,3173.00,0.00,167.00,1113.00,-1.00,1114.00,0.00,9943.00,585.00,560.00,36.00,0.00,0.00,524.00,23841.00,1669.00,45.00,0.00,1624.00,4379.00,3688.00,238.00,453.00,1288.00,7978.00,7255.00,70.00,1202.00,0.00,844.00,358.00,3549.00,3782.00
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,39909.00,21104.00,7042.00,11937.00,23700.00,563.00,-1199.00,0.00,23064.00,23967.00,30957.00,22744.00,8485.00,-272.00,-6991.00,8033.00,34.00,1642.00,0.00,0.00,0.00,922.00,-53.00,783.00,0.00,192.00,627.00,3.00,624.00,0.00,3381.00,465.00,962.00,131.00,0.00,0.00,831.00,15024.00,3356.00,62.00,0.00,3294.00,5073.00,4209.00,269.00,595.00,2107.00,-368.00,4476.00,77.00,302.00,0.00,3695.00,-3393.00,-903.00,8456.00
1952:Q1,35655.00,18228.00,6660.00,12712.00,23479.00,732.00,1272.00,0.00,25483.00,8956.00,27534.00,24187.00,3592.00,-245.00,-18578.00,-5935.00,-28.00,3284.00,0.00,0.00,0.00,-3232.00,8.00,-3164.00,0.00,-76.00,-2646.00,4.00,-2650.00,0.00,4274.00,656.00,-8243.00,124.00,0.00,0.00,-8368.00,12643.00,4404.00,80.00,0.00,4324.00,52.00,203.00,-774.00,624.00,2292.00,2746.00,384.00,44.00,2720.00,556.00,1371.00,793.00,16527.00,2783.00
1952:Q2,33480.00,16976.00,7236.00,13038.00,22306.00,780.00,1156.00,0.00,24242.00,23332.00,21518.00,24954.00,-3192.00,-244.00,1815.00,-1396.00,72.00,2004.00,0.00,0.00,0.00,-4748.00,1508.00,-4908.00,0.00,-1348.00,802.00,4.00,798.00,0.00,-2226.00,1416.00,1284.00,120.00,0.00,0.00,1164.00,-3211.00,6036.00,156.00,0.00,5880.00,-325.00,-260.00,439.00,-504.00,2656.00,-9532.00,-2552.00,120.00,387.00,24.00,2819.00,-2456.00,910.00,-1944.00
1952:Q3,33435.00,16836.00,7056.00,13439.00,22982.00,769.00,700.00,0.00,24451.00,37235.00,26164.00,23178.00,3238.00,-252.00,11071.00,21312.00,-16.00,348.00,0.00,0.00,0.00,1804.00,-88.00,1532.00,0.00,360.00,1282.00,4.00,1278.00,0.00,6894.00,256.00,10744.00,120.00,0.00,0.00,10624.00,10241.00,4536.00,28.00,0.00,4508.00,2585.00,1532.00,1093.00,-40.00,1560.00,6900.00,-5772.00,32.00,400.00,24.00,2655.00,-2279.00,-12784.00,2482.00
1952:Q4,37341.00,18668.00,7260.00,13911.00,25324.00,775.00,796.00,0.00,26895.00,28354.00,29402.00,25082.00,4587.00,-267.00,-1047.00,7716.00,-92.00,-2496.00,0.00,0.00,0.00,2448.00,-1008.00,2516.00,0.00,940.00,-78.00,4.00,-82.00,0.00,6666.00,912.00,356.00,120.00,0.00,0.00,236.00,8763.00,4092.00,-16.00,0.00,4108.00,3530.00,1708.00,970.00,852.00,2772.00,2948.00,-4684.00,196.00,-90.00,36.00,2723.00,-2849.00,-1459.00,3282.00
1953:Q1,39342.00,19764.00,6848.00,14456.00,27186.00,719.00,-432.00,0.00,27473.00,9981.00,29019.00,26349.00,2979.00,-309.00,-19038.00,-4920.00,108.00,-3620.00,0.00,0.00,0.00,2204.00,-72.00,2068.00,0.00,208.00,2125.00,4.00,2121.00,0.00,1423.00,664.00,-7824.00,128.00,0.00,0.00,-7952.00,14118.00,3052.00,12.00,0.00,3040.00,3402.00,1636.00,598.00,1168.00,2072.00,2540.00,1924.00,196.00,932.00,28.00,2978.00,-2074.00,17492.00,2265.00
1953:Q2,39383.00,19836.00,7440.00,14957.00,27064.00,658.00,-1596.00,0.00,26126.00,21718.00,30427.00,26720.00,4033.00,-326.00,-8709.00,1096.00,-112.00,5196.00,0.00,0.00,0.00,-6384.00,184.00,-6840.00,0.00,272.00,-747.00,4.00,-751.00,0.00,391.00,884.00,1868.00,132.00,0.00,0.00,1736.00,9805.00,4012.00,-40.00,0.00,4052.00,-218.00,-144.00,166.00,-240.00,2180.00,384.00,3220.00,-28.00,254.00,32.00,3362.00,-3140.00,4408.00,4959.00
1953:Q3,38385.00,19268.00,7416.00,15410.00,27111.00,617.00,-2004.00,0.00,25724.00,38187.00,28624.00,27381.00,1580.00,-337.00,9563.00,16076.00,44.00,-1076.00,0.00,0.00,0.00,7556.00,92.00,7112.00,0.00,352.00,741.00,0.00,741.00,0.00,-2569.00,680.00,10700.00,124.00,0.00,0.00,10576.00,6513.00,2160.00,40.00,0.00,2120.00,2065.00,984.00,821.00,260.00,1260.00,128.00,472.00,180.00,248.00,28.00,3534.00,-3314.00,-12463.00,3517.00
1953:Q4,28908.00,14608.00,7268.00,15817.00,22849.00,567.00,44.00,0.00,23460.00,27813.00,22825.00,27045.00,-3876.00,-344.00,4988.00,-80.00,116.00,-852.00,0.00,0.00,0.00,3800.00,-168.00,4032.00,0.00,-64.00,-1079.00,0.00,-1079.00,0.00,-2625.00,484.00,76.00,108.00,0.00,0.00,-32.00,-5068.00,5120.00,272.00,0.00,4848.00,-4183.00,-4724.00,-979.00,1520.00,1552.00,-4180.00,-3196.00,76.00,-257.00,36.00,3350.00,-3643.00,-4353.00,-68.00
1954:Q1,31143.00,14320.00,7572.00,16179.00,25430.00,496.00,-12.00,0.00,25914.00,7705.00,23712.00,26682.00,-2654.00,-316.00,-16007.00,-15036.00,4.00,-2768.00,200.00,0.00,0.00,-5228.00,352.00,-5412.00,0.00,-168.00,1521.00,0.00,1521.00,0.00,-1505.00,460.00,-7720.00,92.00,0.00,0.00,-7812.00,971.00,3480.00,372.00,0.00,3108.00,920.00,-72.00,-116.00,1108.00,2948.00,-548.00,-6844.00,52.00,963.00,32.00,2763.00,-1832.00,18209.00,-1706.00
1954:Q2,32177.00,14800.00,7048.00,16652.00,26981.00,505.00,-36.00,0.00,27450.00,20487.00,23135.00,26485.00,-3013.00,-337.00,-2648.00,-4120.00,52.00,3400.00,200.00,0.00,0.00,-12020.00,196.00,-12052.00,0.00,-164.00,-719.00,0.00,-719.00,0.00,3059.00,972.00,936.00,64.00,0.00,0.00,872.00,-1472.00,3828.00,88.00,0.00,3740.00,-2329.00,-1380.00,-417.00,-532.00,2088.00,-304.00,-5412.00,96.00,562.00,24.00,2331.00,-1793.00,6963.00,-3810.00
1954:Q3,34465.00,15844.00,7424.00,17238.00,28435.00,525.00,-684.00,0.00,28276.00,38856.00,23765.00,26777.00,-2635.00,-377.00,15090.00,22632.00,88.00,4136.00,200.00,0.00,0.00,6172.00,-96.00,5968.00,0.00,300.00,801.00,0.00,801.00,0.00,939.00,156.00,10140.00,72.00,0.00,0.00,10068.00,7542.00,5328.00,228.00,0.00,5100.00,-737.00,-716.00,255.00,-276.00,912.00,2080.00,-1016.00,68.00,906.00,32.00,1951.00,-1077.00,-10580.00,-3986.00
1954:Q4,37083.00,17148.00,7384.00,17935.00,30486.00,568.00,-540.00,0.00,30514.00,32779.00,26274.00,26512.00,196.00,-434.00,6504.00,18560.00,32.00,2376.00,200.00,0.00,0.00,4424.00,-104.00,4628.00,0.00,-100.00,-219.00,4.00,-223.00,0.00,11047.00,808.00,-108.00,108.00,0.00,0.00,-216.00,12056.00,2020.00,-172.00,0.00,2192.00,1864.00,-452.00,636.00,1680.00,384.00,6924.00,396.00,72.00,396.00,44.00,1703.00,-1351.00,-2265.00,-3672.00
1955:Q1,42191.00,19460.00,7984.00,18744.00,33491.00,648.00,-1108.00,-8.00,33039.00,20670.00,29990.00,26802.00,3728.00,-540.00,-9320.00,5620.00,-44.00,2792.00,-100.00,0.00,0.00,888.00,-164.00,80.00,600.00,372.00,2057.00,12.00,2045.00,0.00,6719.00,324.00,-7016.00,136.00,0.00,0.00,-7152.00,14940.00,1840.00,-192.00,0.00,2032.00,2380.00,2720.00,-1536.00,1196.00,2124.00,6120.00,692.00,124.00,1660.00,52.00,1671.00,-63.00,12369.00,-2393.00
1955:Q2,42857.00,19692.00,8216.00,19424.00,34373.00,745.00,-884.00,-8.00,34242.00,22851.00,32982.00,28159.00,5424.00,-601.00,-10130.00,9504.00,-80.00,504.00,-100.00,0.00,0.00,-2552.00,292.00,-3020.00,200.00,-24.00,-295.00,16.00,-311.00,0.00,9107.00,1108.00,1812.00,144.00,0.00,0.00,1668.00,19634.00,2628.00,-268.00,0.00,2896.00,5439.00,4000.00,667.00,772.00,640.00,6704.00,3088.00,168.00,968.00,88.00,1755.00,-875.00,11391.00,-507.00
1955:Q3,43988.00,20216.00,8704.00,19974.00,35042.00,788.00,-2192.00,-8.00,33646.00,38846.00,34748.00,30092.00,5303.00,-647.00,4098.00,29940.00,-16.00,1028.00,-100.00,0.00,0.00,7812.00,-312.00,7324.00,200.00,600.00,1513.00,16.00,1497.00,0.00,9683.00,480.00,9540.00,176.00,0.00,0.00,9364.00,25842.00,1672.00,-224.00,0.00,1896.00,5197.00,3992.00,297.00,908.00,1112.00,12772.00,4560.00,92.00,438.00,84.00,1919.00,-1565.00,-5200.00,1898.00
1955:Q4,45976.00,21092.00,8756.00,20394.00,36522.00,816.00,-2760.00,-8.00,34586.00,27693.00,38193.00,32283.00,6586.00,-676.00,-10499.00,24516.00,24.00,-476.00,-100.00,0.00,0.00,10776.00,-112.00,10648.00,200.00,40.00,-483.00,12.00,-495.00,0.00,12903.00,1060.00,812.00,232.00,8.00,0.00,572.00,35015.00,5252.00,8.00,0.00,5244.00,9495.00,4892.00,1243.00,3360.00,3000.00,10616.00,6312.00,160.00,180.00,60.00,2035.00,-1915.00,6893.00,4431.00
1956:Q1,44166.00,20084.00,8880.00,20685.00,35887.00,853.00,-2912.00,-18.00,33846.00,17837.00,38846.00,33422.00,6095.00,-671.00,-21008.00,-12776.00,-136.00,-3380.00,0.00,0.00,0.00,-8804.00,-392.00,-9612.00,100.00,1100.00,2845.00,8.00,2837.00,0.00,771.00,1128.00,-5200.00,304.00,8.00,0.00,-5512.00,8232.00,1648.00,-40.00,0.00,1688.00,8650.00,7228.00,490.00,932.00,2088.00,580.00,-5284.00,244.00,306.00,64.00,1813.00,-1571.00,16009.00,5871.00
1956:Q2,45167.00,20440.00,8944.00,21072.00,36855.00,919.00,-3644.00,-18.00,34148.00,20959.00,39116.00,35045.00,4752.00,-681.00,-18157.00,-3576.00,184.00,-108.00,0.00,0.00,0.00,-12808.00,580.00,-12844.00,100.00,-644.00,-1503.00,4.00,-1507.00,0.00,7475.00,1392.00,1792.00,360.00,8.00,0.00,1424.00,14581.00,3724.00,-116.00,0.00,3840.00,6994.00,6832.00,-250.00,412.00,936.00,7920.00,-5192.00,228.00,-29.00,24.00,1825.00,-1878.00,13189.00,5905.00
1956:Q3,42231.00,19024.00,8868.00,21554.00,35893.00,1004.00,-1192.00,-18.00,35723.00,44141.00,40072.00,36675.00,4083.00,-686.00,4069.00,19084.00,-88.00,360.00,0.00,0.00,0.00,-52.00,368.00,-368.00,100.00,-152.00,1105.00,4.00,1101.00,0.00,7087.00,2108.00,8564.00,388.00,16.00,0.00,8160.00,15015.00,4508.00,240.00,0.00,4268.00,3906.00,3284.00,290.00,332.00,2292.00,3620.00,304.00,196.00,189.00,28.00,2137.00,-1976.00,-8418.00,5371.00
1956:Q4,44936.00,20128.00,9336.00,22133.00,37605.00,1118.00,-3024.00,-18.00,35717.00,37169.00,40257.00,37310.00,3637.00,-690.00,-3088.00,17436.00,76.00,1988.00,0.00,0.00,0.00,4656.00,-204.00,4572.00,100.00,188.00,-711.00,12.00,-723.00,0.00,7395.00,2812.00,1220.00,400.00,12.00,0.00,808.00,20524.00,4088.00,-20.00,0.00,4108.00,5461.00,2992.00,421.00,2048.00,3684.00,4372.00,3468.00,64.00,-613.00,60.00,2749.00,-3422.00,-1452.00,5676.00
1957:Q1,45543.00,20436.00,9288.00,22807.00,38626.00,1208.00,-2424.00,-24.00,37434.00,22440.00,39254.00,38126.00,1817.00,-689.00,-16813.00,-3480.00,240.00,-836.00,0.00,0.00,0.00,-1624.00,-124.00,-2208.00,400.00,308.00,2275.00,16.00,2259.00,0.00,861.00,1804.00,-6200.00,504.00,20.00,0.00,-6724.00,13333.00,5744.00,-136.00,0.00,5880.00,5431.00,2156.00,1267.00,2008.00,3040.00,636.00,-2796.00,80.00,1198.00,36.00,3530.00,-2368.00,14994.00,3052.00
1957:Q2,43089.00,19496.00,9148.00,23369.00,37814.00,1207.00,-1508.00,-24.00,37537.00,24436.00,39616.00,38396.00,1917.00,-697.00,-15180.00,-744.00,-88.00,-944.00,0.00,0.00,0.00,-7440.00,-20.00,-7756.00,400.00,-64.00,-1129.00,20.00,-1149.00,0.00,3189.00,4652.00,1016.00,588.00,20.00,0.00,408.00,14436.00,5856.00,-4.00,0.00,5860.00,6221.00,5648.00,297.00,276.00,3612.00,1356.00,-2860.00,188.00,63.00,88.00,4314.00,-4339.00,13101.00,3310.00
1957:Q3,41860.00,18948.00,9232.00,23821.00,37501.00,1172.00,-1280.00,-24.00,37417.00,46573.00,40784.00,39285.00,2208.00,-709.00,5789.00,15952.00,-92.00,2216.00,0.00,0.00,0.00,3260.00,248.00,2184.00,400.00,428.00,519.00,20.00,499.00,0.00,1885.00,1492.00,6672.00,616.00,16.00,0.00,6040.00,10163.00,5976.00,-76.00,0.00,6052.00,1851.00,-512.00,1931.00,432.00,1196.00,1524.00,-1036.00,-20.00,672.00,12.00,4510.00,-3850.00,-9156.00,4563.00
1957:Q4,37912.00,17044.00,9236.00,24159.00,35791.00,1083.00,-944.00,-24.00,35954.00,30418.00,34203.00,38258.00,-3330.00,-725.00,-3785.00,6560.00,-88.00,-272.00,0.00,0.00,0.00,3956.00,416.00,3264.00,400.00,-124.00,-1501.00,16.00,-1517.00,0.00,573.00,1400.00,2492.00,596.00,20.00,0.00,1876.00,10345.00,6728.00,392.00,0.00,6336.00,865.00,-2404.00,745.00,2524.00,1916.00,2880.00,-1840.00,284.00,-487.00,20.00,3886.00,-4393.00,5536.00,-644.00
1958:Q1,31655.00,14032.00,9232.00,24386.00,32777.00,923.00,-220.00,-29.00,33509.00,24197.00,28031.00,34672.00,-5885.00,-756.00,-3833.00,-9140.00,116.00,-2228.00,2200.00,0.00,0.00,-5328.00,900.00,-4780.00,-400.00,-1048.00,1425.00,16.00,1409.00,0.00,1023.00,576.00,-6924.00,544.00,16.00,0.00,-7484.00,-5307.00,8520.00,1060.00,0.00,7460.00,-575.00,-2652.00,981.00,1096.00,884.00,-9272.00,-5996.00,96.00,1036.00,60.00,2740.00,-1764.00,9312.00,-4526.00
1958:Q2,32346.00,14348.00,9224.00,24688.00,33462.00,781.00,312.00,-29.00,34584.00,18481.00,26975.00,33243.00,-5497.00,-771.00,-8494.00,1336.00,-112.00,1016.00,2200.00,0.00,0.00,-8392.00,-1236.00,-8216.00,-800.00,1860.00,-1215.00,16.00,-1231.00,0.00,2679.00,1684.00,3476.00,544.00,0.00,0.00,2932.00,9830.00,4772.00,452.00,0.00,4320.00,-403.00,32.00,-1327.00,892.00,3432.00,6840.00,-4640.00,48.00,-219.00,84.00,1956.00,-2259.00,16103.00,-6799.00
1958:Q3,37107.00,16552.00,9132.00,25063.00,36486.00,680.00,-244.00,-29.00,36951.00,41586.00,31413.00,32775.00,-578.00,-784.00,10173.00,29548.00,160.00,4144.00,-400.00,0.00,0.00,4028.00,-700.00,3340.00,200.00,1188.00,1045.00,16.00,1029.00,0.00,13683.00,580.00,6308.00,548.00,4.00,0.00,5756.00,19375.00,5512.00,-272.00,0.00,5784.00,843.00,156.00,-417.00,1104.00,1940.00,10292.00,-784.00,4.00,1568.00,104.00,1632.00,-168.00,-4635.00,-4829.00
1958:Q4,43113.00,19324.00,8872.00,25514.00,40431.00,663.00,-868.00,-29.00,40255.00,37944.00,36504.00,33992.00,3305.00,-793.00,1440.00,24476.00,-92.00,1388.00,-400.00,0.00,0.00,11920.00,136.00,11668.00,200.00,-84.00,-595.00,12.00,-607.00,0.00,8231.00,1500.00,2524.00,564.00,4.00,0.00,1956.00,23036.00,4712.00,-296.00,0.00,5008.00,5961.00,1184.00,881.00,3896.00,1616.00,9148.00,1040.00,196.00,363.00,116.00,1788.00,-1541.00,2311.00,-3059.00
1959:Q1,46009.00,20800.00,9480.00,26040.00,41769.00,689.00,-628.00,-44.00,41874.00,27211.00,38809.00,35662.00,3940.00,-793.00,-11598.00,7834.00,-24.00,-968.00,-400.00,0.00,0.00,5840.00,688.00,4752.00,400.00,0.00,2963.00,-52.00,3015.00,0.00,3809.00,1044.00,-4430.00,568.00,4.00,0.00,-5002.00,19432.00,2156.00,-212.00,0.00,2368.00,2710.00,1460.00,1106.00,144.00,2044.00,6472.00,4280.00,208.00,1562.00,60.00,2654.00,-1152.00,14663.00,-2332.00
