1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2007:Q3,31931.00,64496.00,416620.00,-387634.00,-2907.00,-58644.00,89080.00,-520.00,63098.00,787.00,611.00,25104.00,-57149.00,41482.00,41482.00,0.00,23014.00,21616.00,787.00,611.00,-520.00,-520.00,-722.00,202.00,462682.00,683396.00,220714.00,-422899.00,736013.00,1158912.00,36066.00,20090.00,15976.00,21387.00,6668.00,14719.00,25104.00,-32120.00,59919.00,55517.00,2907.00,58644.00,92039.00,-57149.00
2007:Q4,577.00,75764.00,445833.00,-458635.00,-2603.00,-59782.00,56839.00,48617.00,74296.00,978.00,490.00,-67542.00,-56262.00,54997.00,54997.00,0.00,20767.00,19299.00,978.00,490.00,48617.00,48617.00,-19.00,48636.00,447301.00,684904.00,237603.00,-500192.00,764559.00,1264751.00,35653.00,21526.00,14127.00,21002.00,7731.00,13271.00,-67542.00,-36290.00,57942.00,51819.00,2603.00,59782.00,94232.00,-56262.00
2008:Q1,-100154.00,69592.00,452413.00,-536437.00,-2649.00,-83073.00,-7865.00,110737.00,67742.00,1115.00,735.00,-188194.00,-92289.00,45430.00,45430.00,0.00,24162.00,22312.00,1115.00,735.00,110737.00,110737.00,-555.00,111292.00,396062.00,689271.00,293209.00,-570805.00,751509.00,1322314.00,32732.00,22364.00,10368.00,19281.00,6597.00,12684.00,-188194.00,-38619.00,49454.00,56021.00,2649.00,83073.00,88073.00,-92289.00
2008:Q2,-17796.00,79207.00,554769.00,-575349.00,-2718.00,-73705.00,66179.00,173551.00,77840.00,690.00,677.00,-186579.00,-83975.00,45710.00,45710.00,0.00,33497.00,32130.00,690.00,677.00,173551.00,173551.00,-638.00,174189.00,426839.00,663769.00,236930.00,-601916.00,704160.00,1306076.00,31684.00,21222.00,10462.00,20182.00,7577.00,12605.00,-186579.00,-31976.00,51446.00,58998.00,2718.00,73705.00,83422.00,-83975.00
2008:Q3,415571.00,270044.00,696866.00,-486886.00,-2633.00,-61820.00,507261.00,299103.00,234766.00,34090.00,1188.00,-61886.00,-91690.00,47985.00,47985.00,0.00,222059.00,186781.00,34090.00,1188.00,299103.00,299103.00,-954.00,300057.00,446084.00,722036.00,275952.00,-503095.00,707511.00,1210606.00,32457.00,20025.00,12432.00,27582.00,9636.00,17946.00,-61886.00,-37932.00,36027.00,63264.00,2633.00,61820.00,73959.00,-91690.00
2008:Q4,1752351.00,917725.00,1130073.00,-225626.00,-3230.00,-66591.00,1763785.00,558201.00,674755.00,238954.00,4016.00,287859.00,-11434.00,57725.00,57725.00,0.00,860000.00,617030.00,238954.00,4016.00,558201.00,558201.00,-1494.00,559695.00,552099.00,853457.00,301358.00,-263596.00,812895.00,1076491.00,31346.00,26682.00,4664.00,30702.00,11716.00,18986.00,287859.00,34739.00,111078.00,52691.00,3230.00,66591.00,76339.00,-11434.00
2009:Q1,1570701.00,855518.00,1076710.00,-285649.00,-4308.00,-71570.00,1580422.00,537735.00,618161.00,213623.00,23734.00,187169.00,-9721.00,50305.00,50305.00,0.00,805213.00,567856.00,213623.00,23734.00,537735.00,537735.00,-3075.00,540810.00,512856.00,796946.00,284090.00,-311958.00,764580.00,1076538.00,28965.00,22258.00,6707.00,15236.00,5368.00,9868.00,187169.00,43009.00,109542.00,43385.00,4308.00,71570.00,66533.00,-9721.00
2009:Q2,1105990.00,711679.00,932156.00,-466850.00,-3291.00,-67704.00,1085122.00,325680.00,543662.00,145466.00,22551.00,47763.00,20868.00,51142.00,51142.00,0.00,660537.00,492520.00,145466.00,22551.00,325680.00,325680.00,-2831.00,328511.00,554677.00,770903.00,216226.00,-503243.00,685238.00,1188481.00,22948.00,17152.00,5796.00,19277.00,7283.00,11994.00,47763.00,61668.00,133225.00,41362.00,3291.00,67704.00,71557.00,20868.00
2009:Q3,1239986.00,898830.00,828895.00,-411850.00,-2807.00,-73082.00,1253414.00,204697.00,653067.00,229403.00,16360.00,149887.00,-13428.00,50745.00,50745.00,0.00,848085.00,602322.00,229403.00,16360.00,204697.00,204697.00,-2535.00,207232.00,588727.00,842189.00,253462.00,-438246.00,768935.00,1207181.00,23737.00,11175.00,12562.00,23143.00,9562.00,13581.00,149887.00,37084.00,101384.00,38923.00,2807.00,73082.00,64300.00,-13428.00
2009:Q4,1215459.00,1031910.00,633711.00,-377825.00,-4190.00,-68147.00,1212414.00,94521.00,716325.00,284089.00,31496.00,85983.00,3045.00,54922.00,54922.00,0.00,976988.00,661403.00,284089.00,31496.00,94521.00,94521.00,-2097.00,96618.00,498557.00,803268.00,304711.00,-413174.00,787336.00,1200510.00,21730.00,11333.00,10397.00,22330.00,9722.00,12608.00,85983.00,42244.00,109281.00,33899.00,4190.00,68147.00,67037.00,3045.00
2010:Q1,1160615.00,1105678.00,441439.00,-302992.00,-3876.00,-79634.00,1182048.00,9898.00,740614.00,331433.00,33631.00,66472.00,-21433.00,51802.00,51802.00,0.00,1053876.00,688812.00,331433.00,33631.00,9898.00,9898.00,-1625.00,11523.00,417299.00,798003.00,380704.00,-346815.00,813390.00,1160205.00,27233.00,13660.00,13573.00,23221.00,9602.00,13619.00,66472.00,18300.00,93667.00,31590.00,3876.00,79634.00,75367.00,-21433.00
2010:Q2,1058054.00,1027277.00,418617.00,-300342.00,-5389.00,-82109.00,1073957.00,-1275.00,701279.00,299051.00,26947.00,47955.00,-15903.00,53787.00,53787.00,0.00,973490.00,647492.00,299051.00,26947.00,-1275.00,-1275.00,-1948.00,673.00,403191.00,817479.00,414288.00,-344376.00,781118.00,1125494.00,32680.00,18046.00,14634.00,21820.00,9990.00,11830.00,47955.00,24757.00,103189.00,31594.00,5389.00,82109.00,78432.00,-15903.00
2010:Q3,964947.00,985103.00,419852.00,-357821.00,-5261.00,-76926.00,984977.00,-1278.00,631828.00,315035.00,38240.00,1152.00,-20030.00,50548.00,50548.00,0.00,934555.00,581280.00,315035.00,38240.00,-1278.00,-1278.00,-1574.00,296.00,415745.00,819252.00,403507.00,-398972.00,824964.00,1223936.00,33716.00,16361.00,17355.00,18095.00,7968.00,10127.00,1152.00,13778.00,95722.00,33565.00,5261.00,76926.00,81944.00,-20030.00
2010:Q4,1068543.00,1020774.00,428274.00,-347147.00,-3331.00,-30027.00,1043756.00,-1200.00,628520.00,350774.00,41480.00,24182.00,24787.00,52722.00,52722.00,0.00,968052.00,575798.00,350774.00,41480.00,-1200.00,-1200.00,-1421.00,221.00,420136.00,824768.00,404632.00,-376149.00,841161.00,1217310.00,35286.00,18246.00,17040.00,15481.00,6290.00,9191.00,24182.00,21294.00,91205.00,33060.00,3331.00,30027.00,69911.00,24787.00
2011:Q1,1790915.00,1460294.00,419026.00,-61399.00,-4113.00,-22893.00,1742003.00,-1322.00,764114.00,640847.00,55333.00,283031.00,48912.00,53311.00,53311.00,0.00,1406983.00,710803.00,640847.00,55333.00,-1322.00,-1322.00,-1380.00,58.00,397157.00,822075.00,424918.00,-96284.00,1085102.00,1181386.00,37692.00,18956.00,18736.00,19850.00,8975.00,10875.00,283031.00,33172.00,110908.00,34990.00,4113.00,22893.00,77736.00,48912.00
2011:Q2,1948136.00,1651363.00,347497.00,-14644.00,-4403.00,-31677.00,1905741.00,-797.00,921113.00,677510.00,52740.00,255175.00,42395.00,55427.00,55427.00,0.00,1595936.00,865686.00,677510.00,52740.00,-797.00,-797.00,-917.00,120.00,302367.00,704390.00,402023.00,-40645.00,1058211.00,1098856.00,28171.00,16299.00,11872.00,21624.00,9966.00,11658.00,255175.00,52260.00,113217.00,34742.00,4403.00,31677.00,60957.00,42395.00
2011:Q3,2008581.00,1648094.00,252571.00,156082.00,-4866.00,-43300.00,1961137.00,-659.00,834309.00,762469.00,51316.00,313702.00,47444.00,50608.00,50608.00,0.00,1597486.00,783701.00,762469.00,51316.00,-659.00,-659.00,-769.00,110.00,194480.00,703294.00,508814.00,130449.00,1078754.00,948305.00,27916.00,16586.00,11330.00,16689.00,7545.00,9144.00,313702.00,67791.00,128490.00,32880.00,4866.00,43300.00,60699.00,47444.00
2011:Q4,1889030.00,1623054.00,164916.00,157495.00,-4556.00,-51879.00,1860743.00,-435.00,859526.00,710971.00,52557.00,238124.00,28287.00,60801.00,60801.00,0.00,1562253.00,798725.00,710971.00,52557.00,-435.00,-435.00,-631.00,196.00,110868.00,602570.00,491702.00,135929.00,1137883.00,1001954.00,22880.00,14258.00,8622.00,14207.00,6673.00,7534.00,238124.00,62068.00,112894.00,28172.00,4556.00,51879.00,50826.00,28287.00
2012:Q1,1882131.00,1606357.00,166461.00,165565.00,-4422.00,-51830.00,1882007.00,-714.00,859993.00,679144.00,67220.00,276364.00,124.00,56425.00,56425.00,0.00,1549932.00,803568.00,679144.00,67220.00,-714.00,-714.00,-720.00,6.00,136258.00,559563.00,423305.00,142181.00,1098827.00,956646.00,21258.00,11177.00,10081.00,19183.00,8155.00,11028.00,276364.00,33939.00,85374.00,28998.00,4422.00,51830.00,51435.00,124.00
2012:Q2,1826160.00,1563604.00,114586.00,213833.00,-4563.00,-61300.00,1857047.00,-632.00,820157.00,687782.00,55665.00,294075.00,-30887.00,56621.00,56621.00,0.00,1506983.00,763536.00,687782.00,55665.00,-632.00,-632.00,-709.00,77.00,107939.00,515030.00,407091.00,189784.00,1102847.00,913063.00,20743.00,11918.00,8825.00,17095.00,7210.00,9885.00,294075.00,11987.00,63975.00,28999.00,4563.00,61300.00,51988.00,-30887.00
2012:Q3,1742428.00,1496696.00,109995.00,207526.00,-5291.00,-66498.00,1727377.00,-481.00,778431.00,670556.00,47709.00,231162.00,15051.00,56332.00,56332.00,0.00,1440364.00,722099.00,670556.00,47709.00,-481.00,-481.00,-607.00,126.00,98399.00,488646.00,390247.00,134293.00,1090524.00,956231.00,18508.00,9961.00,8547.00,16978.00,7793.00,9185.00,231162.00,14245.00,119232.00,32392.00,5291.00,66498.00,104987.00,15051.00
2012:Q4,1683809.00,1562116.00,36745.00,155556.00,-4918.00,-65690.00,1663757.00,-416.00,869563.00,638754.00,53799.00,102057.00,20052.00,71071.00,71071.00,0.00,1491045.00,798492.00,638754.00,53799.00,-416.00,-416.00,-486.00,70.00,23030.00,403585.00,380555.00,84301.00,1047932.00,963631.00,20330.00,11017.00,9313.00,15056.00,6448.00,8608.00,102057.00,18700.00,121976.00,31316.00,4918.00,65690.00,103276.00,20052.00
2013:Q1,2096913.00,1849999.00,96603.00,219655.00,-4597.00,-64747.00,2046971.00,-582.00,1040717.00,741290.00,67992.00,197554.00,49942.00,59647.00,59647.00,0.00,1790352.00,981070.00,741290.00,67992.00,-582.00,-582.00,-591.00,9.00,78145.00,415621.00,337476.00,123561.00,1061003.00,937442.00,19877.00,11458.00,8419.00,15725.00,6686.00,9039.00,197554.00,23812.00,145814.00,26528.00,4597.00,64747.00,122002.00,49942.00
2013:Q2,2580430.00,2073487.00,135449.00,438527.00,-5266.00,-61767.00,2553827.00,-594.00,1061379.00,959624.00,52484.00,480934.00,26603.00,60223.00,60197.00,26.00,2013264.00,1001182.00,959598.00,52484.00,-594.00,-594.00,-714.00,120.00,128400.00,421142.00,292742.00,357973.00,1258063.00,900090.00,20198.00,12113.00,8085.00,14759.00,7311.00,7448.00,480934.00,12445.00,125086.00,31450.00,5266.00,61767.00,112641.00,26603.00
2013:Q3,2767668.00,2294599.00,190956.00,351593.00,-5000.00,-64480.00,2734736.00,-389.00,1284617.00,963545.00,46437.00,440526.00,32932.00,62194.00,62167.00,27.00,2232405.00,1222450.00,963518.00,46437.00,-389.00,-389.00,-566.00,177.00,162000.00,433050.00,271050.00,278576.00,1153647.00,875071.00,18290.00,11277.00,7013.00,18240.00,7558.00,10682.00,440526.00,33064.00,152402.00,49990.00,5000.00,64480.00,119338.00,32932.00
2013:Q4,2812927.00,2322692.00,227763.00,330632.00,-4699.00,-63461.00,2736047.00,-888.00,1326480.00,948073.00,48139.00,414243.00,76880.00,73622.00,73595.00,27.00,2249070.00,1252885.00,948046.00,48139.00,-888.00,-888.00,-962.00,74.00,176514.00,507265.00,330751.00,242214.00,1191249.00,949035.00,20002.00,11461.00,8541.00,15517.00,6374.00,9143.00,414243.00,57224.00,174079.00,29039.00,4699.00,63461.00,116855.00,76880.00
2014:Q1,3089689.00,2509094.00,213432.00,436488.00,-5502.00,-63823.00,3039858.00,-511.00,1376032.00,1071054.00,62008.00,531275.00,49831.00,64783.00,64758.00,25.00,2444311.00,1311274.00,1071029.00,62008.00,-511.00,-511.00,-546.00,35.00,190705.00,500519.00,309814.00,343037.00,1211410.00,868373.00,20511.00,12500.00,8011.00,18044.00,6780.00,11264.00,531275.00,28958.00,153111.00,33955.00,5502.00,63823.00,124153.00,49831.00
2014:Q2,3118850.00,2520775.00,227563.00,441484.00,-5848.00,-65124.00,3080276.00,-360.00,1404642.00,1068657.00,47476.00,559861.00,38574.00,64931.00,64876.00,55.00,2455844.00,1339766.00,1068602.00,47476.00,-360.00,-360.00,-524.00,164.00,209179.00,487352.00,278173.00,356132.00,1240700.00,884568.00,21290.00,12932.00,8358.00,15840.00,5480.00,10360.00,559861.00,26196.00,148738.00,39192.00,5848.00,65124.00,122542.00,38574.00
2014:Q3,3189187.00,2602545.00,329704.00,323826.00,-5186.00,-61702.00,3175855.00,-588.00,1475734.00,1087807.00,39004.00,573898.00,13332.00,64697.00,64666.00,31.00,2537848.00,1411068.00,1087776.00,39004.00,-588.00,-588.00,-915.00,327.00,283584.00,556126.00,272542.00,297846.00,1211072.00,913226.00,21287.00,12898.00,8389.00,13755.00,4641.00,9114.00,573898.00,54965.00,109385.00,29165.00,5186.00,61702.00,54420.00,13332.00
2014:Q4,2865582.00,2453665.00,282291.00,197734.00,-5313.00,-62795.00,2898414.00,-410.00,1519184.00,888822.00,45659.00,445159.00,-32832.00,75669.00,75620.00,49.00,2377996.00,1443564.00,888773.00,45659.00,-410.00,-410.00,-555.00,145.00,278844.00,523437.00,244593.00,175011.00,1067476.00,892465.00,21446.00,12218.00,9228.00,12750.00,4101.00,8649.00,445159.00,11974.00,62917.00,27641.00,5313.00,62795.00,50943.00,-32832.00
2015:Q1,2911003.00,2505084.00,306755.00,166909.00,-5744.00,-62001.00,2946748.00,-699.00,1573206.00,872326.00,59552.00,442363.00,-35745.00,67802.00,67793.00,9.00,2437282.00,1505413.00,872317.00,59552.00,-699.00,-699.00,-748.00,49.00,311693.00,535121.00,223428.00,139260.00,1028466.00,889206.00,19845.00,12273.00,7572.00,11255.00,3971.00,7284.00,442363.00,4063.00,55562.00,23562.00,5744.00,62001.00,51499.00,-35745.00
2015:Q2,2675425.00,2310738.00,204249.00,229593.00,-6222.00,-62933.00,2722975.00,-246.00,1374080.00,886715.00,49943.00,412483.00,-47550.00,68272.00,68264.00,8.00,2242466.00,1305816.00,886707.00,49943.00,-246.00,-246.00,-412.00,166.00,216549.00,472773.00,256224.00,205577.00,1028470.00,822893.00,19023.00,9957.00,9066.00,9380.00,3159.00,6221.00,412483.00,-5256.00,45552.00,23947.00,6222.00,62933.00,50808.00,-47550.00
2015:Q3,2619388.00,2265286.00,164695.00,256496.00,-5429.00,-61660.00,2659090.00,165.00,1346404.00,871157.00,47725.00,393639.00,-39702.00,67629.00,67621.00,8.00,2197657.00,1278783.00,871149.00,47725.00,165.00,165.00,-87.00,252.00,171094.00,438010.00,266916.00,225066.00,1018821.00,793755.00,17873.00,9323.00,8550.00,15352.00,6627.00,8725.00,393639.00,-3868.00,49669.00,22282.00,5429.00,61660.00,53537.00,-39702.00
2015:Q4,2363596.00,2051396.00,229640.00,148129.00,-5089.00,-60480.00,2405827.00,79.00,1309871.00,690357.00,51168.00,354352.00,-42231.00,74230.00,74222.00,8.00,1977166.00,1235649.00,690349.00,51168.00,79.00,79.00,-36.00,115.00,239307.00,496677.00,257370.00,121001.00,928322.00,807321.00,18743.00,9658.00,9085.00,12787.00,4869.00,7918.00,354352.00,-4957.00,46349.00,23011.00,5089.00,60480.00,51306.00,-42231.00
2016:Q1,2444552.00,2195170.00,184961.00,133285.00,-5788.00,-63076.00,2499147.00,-1120.00,1381634.00,749246.00,64290.00,305097.00,-54595.00,69806.00,69798.00,8.00,2125364.00,1311836.00,749238.00,64290.00,-1120.00,-1120.00,-1178.00,58.00,206049.00,461343.00,255294.00,98907.00,889210.00,790303.00,19782.00,10106.00,9676.00,19923.00,7807.00,12116.00,305097.00,-17669.00,36617.00,22348.00,5788.00,63076.00,54286.00,-54595.00
2016:Q2,2385569.00,2111541.00,168155.00,176244.00,-5900.00,-64471.00,2446056.00,-1087.00,1290884.00,765974.00,54683.00,335602.00,-60487.00,73273.00,73265.00,8.00,2038268.00,1217619.00,765966.00,54683.00,-1087.00,-1087.00,-1287.00,200.00,199638.00,455559.00,255921.00,145617.00,957057.00,811440.00,25761.00,11841.00,13920.00,16108.00,6624.00,9484.00,335602.00,-25179.00,32104.00,22220.00,5900.00,64471.00,57283.00,-60487.00
