1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1977:Q4,11854.00,40792.00,-33979.00,12169.00,-1252.00,-5876.00,32200.00,4075.00,40792.00,0.00,0.00,-12667.00,-20346.00,13922.00,13922.00,0.00,26870.00,26870.00,0.00,0.00,4075.00,4075.00,3810.00,265.00,-16736.00,7806.00,24542.00,12025.00,24398.00,12373.00,7956.00,4934.00,3022.00,0.00,0.00,0.00,-12667.00,-16384.00,1392.00,14610.00,1252.00,5876.00,17776.00,-20346.00
1978:Q1,10029.00,39522.00,-36110.00,15371.00,-1332.00,-7422.00,25524.00,3064.00,39322.00,200.00,0.00,-17062.00,-15495.00,11622.00,11622.00,0.00,27900.00,27700.00,200.00,0.00,3064.00,3064.00,2732.00,332.00,-20942.00,6708.00,27650.00,11056.00,24098.00,13042.00,7176.00,4385.00,2791.00,0.00,0.00,0.00,-17062.00,-13847.00,5508.00,12249.00,1332.00,7422.00,19355.00,-15495.00
1978:Q2,15380.00,39808.00,-34480.00,17565.00,-1414.00,-6099.00,32348.00,4746.00,39319.00,489.00,0.00,-12206.00,-16968.00,11888.00,11888.00,0.00,27920.00,27431.00,489.00,0.00,4746.00,4746.00,3318.00,1428.00,-18449.00,6750.00,25199.00,12743.00,25542.00,12799.00,6500.00,3590.00,2910.00,0.00,0.00,0.00,-12206.00,-17187.00,3324.00,12779.00,1414.00,6099.00,20511.00,-16968.00
1978:Q3,23756.00,38971.00,-28286.00,19697.00,-1489.00,-5137.00,41519.00,5084.00,38497.00,474.00,0.00,-2536.00,-17763.00,12141.00,12141.00,0.00,26830.00,26356.00,474.00,0.00,5084.00,5084.00,3719.00,1365.00,-12237.00,10693.00,22930.00,15910.00,30115.00,14205.00,6209.00,3299.00,2910.00,0.00,0.00,0.00,-2536.00,-17834.00,4431.00,15568.00,1489.00,5137.00,22265.00,-17763.00
1978:Q4,26550.00,46693.00,-36667.00,22639.00,-1578.00,-4537.00,47137.00,7688.00,46115.00,578.00,0.00,-7244.00,-20587.00,15470.00,15470.00,0.00,31223.00,30645.00,578.00,0.00,7688.00,7688.00,6516.00,1172.00,-15521.00,12161.00,27682.00,15761.00,31472.00,15711.00,7484.00,4081.00,3403.00,0.00,0.00,0.00,-7244.00,-24753.00,2774.00,17246.00,1578.00,4537.00,27527.00,-20587.00
1979:Q1,36650.00,44059.00,-25130.00,25316.00,-1673.00,-5922.00,58548.00,5300.00,43442.00,617.00,0.00,9189.00,-21898.00,12345.00,12345.00,0.00,31714.00,31097.00,617.00,0.00,5300.00,5300.00,4337.00,963.00,-4572.00,17314.00,21886.00,21551.00,37520.00,15969.00,7790.00,3381.00,4409.00,0.00,0.00,0.00,9189.00,-22477.00,3725.00,18028.00,1673.00,5922.00,26202.00,-21898.00
1979:Q2,41474.00,43679.00,-21752.00,28105.00,-1755.00,-6803.00,63678.00,5482.00,42879.00,800.00,0.00,14517.00,-22204.00,13272.00,13272.00,0.00,30407.00,29607.00,800.00,0.00,5482.00,5482.00,3924.00,1558.00,1380.00,22641.00,21261.00,21908.00,41001.00,19093.00,8771.00,3337.00,5434.00,0.00,0.00,0.00,14517.00,-25277.00,4024.00,17670.00,1755.00,6803.00,29301.00,-22204.00
1979:Q3,42804.00,42698.00,-26892.00,35500.00,-2090.00,-6412.00,67777.00,3810.00,41805.00,893.00,0.00,21269.00,-24973.00,13609.00,13609.00,0.00,29089.00,28196.00,893.00,0.00,3810.00,3810.00,2654.00,1156.00,5842.00,29931.00,24089.00,25038.00,45391.00,20353.00,9611.00,4739.00,4872.00,0.00,0.00,0.00,21269.00,-31805.00,4366.00,20837.00,2090.00,6412.00,36171.00,-24973.00
1979:Q4,43711.00,48280.00,-31300.00,34932.00,-2441.00,-5760.00,67870.00,8221.00,47714.00,566.00,0.00,11369.00,-24159.00,18488.00,18488.00,0.00,29792.00,29226.00,566.00,0.00,8221.00,8221.00,6767.00,1454.00,-2860.00,25925.00,28785.00,21524.00,46942.00,25418.00,7295.00,3916.00,3379.00,0.00,0.00,0.00,11369.00,-32745.00,6070.00,22028.00,2441.00,5760.00,38815.00,-24159.00
1980:Q1,48101.00,47603.00,-30886.00,39360.00,-2531.00,-5445.00,72553.00,6184.00,46837.00,766.00,0.00,18766.00,-24452.00,15333.00,15333.00,0.00,32270.00,31504.00,766.00,0.00,6184.00,6184.00,3682.00,2502.00,3158.00,28224.00,25066.00,21641.00,49348.00,27707.00,6033.00,3957.00,2076.00,0.00,0.00,0.00,18766.00,-36271.00,4154.00,20630.00,2531.00,5445.00,40425.00,-24452.00
1980:Q2,20962.00,49660.00,-56918.00,38826.00,-2621.00,-7985.00,49083.00,4382.00,48853.00,807.00,0.00,-4959.00,-28121.00,16048.00,16029.00,19.00,33612.00,32824.00,788.00,0.00,4382.00,4382.00,4167.00,215.00,-14076.00,18565.00,32641.00,18642.00,50097.00,31455.00,9525.00,4953.00,4572.00,0.00,0.00,0.00,-4959.00,-42271.00,1047.00,18562.00,2621.00,7985.00,43318.00,-28121.00
1980:Q3,10004.00,45473.00,-67809.00,43859.00,-2711.00,-8808.00,40508.00,4174.00,44941.00,532.00,0.00,-9139.00,-30504.00,17327.00,17307.00,20.00,28146.00,27634.00,512.00,0.00,4174.00,4174.00,3192.00,982.00,-22507.00,19685.00,42192.00,23352.00,55491.00,32139.00,9984.00,5685.00,4299.00,0.00,0.00,0.00,-9139.00,-43791.00,1961.00,20946.00,2711.00,8808.00,45752.00,-30504.00
1980:Q4,8302.00,47284.00,-77354.00,49442.00,-2800.00,-8270.00,40457.00,6276.00,46544.00,740.00,0.00,-13103.00,-32155.00,19828.00,19807.00,21.00,27456.00,26737.00,719.00,0.00,6276.00,6276.00,4467.00,1809.00,-23083.00,20202.00,43285.00,22687.00,60398.00,37711.00,12707.00,7319.00,5388.00,0.00,0.00,0.00,-13103.00,-53228.00,213.00,21298.00,2800.00,8270.00,53441.00,-32155.00
1981:Q1,-4234.00,43473.00,-84488.00,48699.00,-2754.00,-9164.00,28604.00,3917.00,42545.00,928.00,0.00,-18786.00,-32838.00,17309.00,17288.00,21.00,26164.00,25257.00,907.00,0.00,3917.00,3917.00,3261.00,656.00,-26826.00,18641.00,45467.00,19721.00,55529.00,35808.00,11681.00,8119.00,3562.00,0.00,0.00,0.00,-18786.00,-53460.00,3548.00,24468.00,2754.00,9164.00,57008.00,-32838.00
1981:Q2,-2587.00,42198.00,-88270.00,54782.00,-2775.00,-8522.00,29073.00,3516.00,41031.00,1167.00,0.00,-16641.00,-31660.00,18572.00,18549.00,23.00,23626.00,22482.00,1144.00,0.00,3516.00,3516.00,2506.00,1010.00,-24807.00,24311.00,49118.00,21334.00,60889.00,39555.00,13168.00,9360.00,3808.00,0.00,0.00,0.00,-16641.00,-57619.00,18454.00,38817.00,2775.00,8522.00,76073.00,-31660.00
1981:Q3,7568.00,46450.00,-90320.00,61727.00,-2833.00,-7456.00,40737.00,5297.00,45011.00,1439.00,0.00,-11010.00,-33169.00,19207.00,19185.00,22.00,27243.00,25826.00,1417.00,0.00,5297.00,5297.00,2811.00,2486.00,-21101.00,32272.00,53373.00,25223.00,68352.00,43129.00,15132.00,10838.00,4294.00,0.00,0.00,0.00,-11010.00,-63678.00,15143.00,38023.00,2833.00,7456.00,78821.00,-33169.00
1981:Q4,-22333.00,43873.00,-106888.00,52291.00,-2900.00,-8709.00,15434.00,3363.00,42535.00,1338.00,0.00,-31802.00,-37767.00,18645.00,18623.00,22.00,25228.00,23912.00,1316.00,0.00,3363.00,3363.00,1762.00,1601.00,-28991.00,25905.00,54896.00,12901.00,37456.00,24555.00,15712.00,10702.00,5010.00,0.00,0.00,0.00,-31802.00,-70558.00,-11861.00,14297.00,2900.00,8709.00,58697.00,-37767.00
1982:Q1,-36375.00,42993.00,-141157.00,77365.00,-2999.00,-12577.00,6528.00,4528.00,41576.00,1417.00,0.00,-40993.00,-42903.00,16636.00,16612.00,24.00,26357.00,24964.00,1393.00,0.00,4528.00,4528.00,1882.00,2646.00,-63602.00,27658.00,91260.00,39856.00,34495.00,-5361.00,17247.00,14243.00,3004.00,0.00,0.00,0.00,-40993.00,-67840.00,-15633.00,11694.00,2999.00,12577.00,52207.00,-42903.00
1982:Q2,-49599.00,40321.00,-148610.00,74738.00,-3145.00,-12903.00,-5901.00,4183.00,38983.00,1338.00,0.00,-50405.00,-43698.00,20123.00,20097.00,26.00,20198.00,18886.00,1312.00,0.00,4183.00,4183.00,2545.00,1638.00,-66919.00,27394.00,94313.00,37771.00,35525.00,-2246.00,21257.00,18148.00,3109.00,0.00,0.00,0.00,-50405.00,-67726.00,-15920.00,11730.00,3145.00,12903.00,51806.00,-43698.00
1982:Q3,-68031.00,39542.00,-165416.00,75203.00,-3294.00,-14066.00,-21698.00,1673.00,37969.00,1573.00,0.00,-62913.00,-46333.00,19224.00,19198.00,26.00,20318.00,18771.00,1547.00,0.00,1673.00,1673.00,550.00,1123.00,-77129.00,25746.00,102875.00,35896.00,33038.00,-2858.00,21680.00,18910.00,2770.00,0.00,0.00,0.00,-62913.00,-71050.00,-15260.00,13713.00,3294.00,14066.00,55790.00,-46333.00
1982:Q4,-39335.00,46045.00,-138983.00,73333.00,-3400.00,-16330.00,10226.00,3452.00,44358.00,1687.00,0.00,-39271.00,-49561.00,19556.00,19532.00,24.00,26489.00,24826.00,1663.00,0.00,3452.00,3452.00,2735.00,717.00,-51728.00,23176.00,74904.00,35968.00,31176.00,-4792.00,23511.00,20525.00,2986.00,0.00,0.00,0.00,-39271.00,-70182.00,-16952.00,12879.00,3400.00,16330.00,53230.00,-49561.00
1983:Q1,-60379.00,41729.00,-153194.00,76510.00,-3470.00,-21954.00,-736.00,3294.00,39878.00,1851.00,0.00,-45759.00,-59643.00,18310.00,18286.00,24.00,23419.00,21592.00,1827.00,0.00,3294.00,3294.00,486.00,2808.00,-59450.00,23297.00,82747.00,37881.00,34231.00,-3650.00,24190.00,20866.00,3324.00,0.00,0.00,0.00,-45759.00,-76172.00,-21545.00,12674.00,3470.00,21954.00,54627.00,-59643.00
1983:Q2,-59945.00,38480.00,-147232.00,74027.00,-3503.00,-21717.00,-1937.00,4630.00,37214.00,1266.00,0.00,-45047.00,-58008.00,20476.00,20451.00,25.00,18004.00,16763.00,1241.00,0.00,4630.00,4630.00,1020.00,3610.00,-59136.00,20943.00,80079.00,37276.00,31594.00,-5682.00,23187.00,20941.00,2246.00,0.00,0.00,0.00,-45047.00,-71785.00,-21107.00,11681.00,3503.00,21717.00,50678.00,-58008.00
1983:Q3,-54265.00,38131.00,-145950.00,75023.00,-3536.00,-17933.00,2325.00,1565.00,37169.00,962.00,0.00,-37371.00,-56590.00,17434.00,17410.00,24.00,20697.00,19759.00,938.00,0.00,1565.00,1565.00,-60.00,1625.00,-52998.00,21744.00,74742.00,36773.00,31402.00,-5371.00,21146.00,18777.00,2369.00,0.00,0.00,0.00,-37371.00,-75740.00,-22270.00,12851.00,3536.00,17933.00,53470.00,-56590.00
1983:Q4,-46240.00,42469.00,-141842.00,75109.00,-3600.00,-18376.00,17300.00,2481.00,41445.00,1024.00,0.00,-27650.00,-63540.00,21023.00,20996.00,27.00,21446.00,20449.00,997.00,0.00,2481.00,2481.00,1563.00,918.00,-43179.00,31646.00,74825.00,37204.00,36446.00,-758.00,21675.00,19261.00,2414.00,0.00,0.00,0.00,-27650.00,-81883.00,-28391.00,13173.00,3600.00,18376.00,53492.00,-63540.00
1984:Q1,-45212.00,39525.00,-132437.00,70943.00,-3699.00,-19544.00,13135.00,1683.00,38600.00,925.00,0.00,-28073.00,-58347.00,17358.00,17333.00,25.00,22167.00,21267.00,900.00,0.00,1683.00,1683.00,787.00,896.00,-42989.00,32287.00,75276.00,35842.00,29976.00,-5866.00,20926.00,18808.00,2118.00,0.00,0.00,0.00,-28073.00,-72323.00,-21469.00,13635.00,3699.00,19544.00,50854.00,-58347.00
1984:Q2,-35459.00,38350.00,-121864.00,72112.00,-3825.00,-20232.00,22072.00,4105.00,37325.00,1025.00,0.00,-20383.00,-57531.00,18098.00,18073.00,25.00,20252.00,19252.00,1000.00,0.00,4105.00,4105.00,-655.00,4760.00,-38135.00,38484.00,76619.00,38291.00,34420.00,-3871.00,20539.00,18079.00,2460.00,0.00,0.00,0.00,-20383.00,-69755.00,-19359.00,14115.00,3825.00,20232.00,50396.00,-57531.00
1984:Q3,-28298.00,41986.00,-113309.00,65840.00,-3958.00,-18857.00,28423.00,6922.00,40857.00,1129.00,0.00,-20485.00,-56721.00,18374.00,18345.00,29.00,23612.00,22512.00,1100.00,0.00,6922.00,6922.00,289.00,6633.00,-40387.00,34560.00,74947.00,36385.00,34624.00,-1761.00,16483.00,14480.00,2003.00,0.00,0.00,0.00,-20485.00,-65364.00,-20179.00,13727.00,3958.00,18857.00,45185.00,-56721.00
1984:Q4,-32166.00,46092.00,-120440.00,63841.00,-4075.00,-17584.00,24296.00,4432.00,44757.00,1335.00,0.00,-26228.00,-56462.00,24273.00,24238.00,35.00,21819.00,20519.00,1300.00,0.00,4432.00,4432.00,855.00,3577.00,-45244.00,32511.00,77755.00,37745.00,35583.00,-2162.00,18729.00,14625.00,4104.00,0.00,0.00,0.00,-26228.00,-65003.00,-21410.00,13393.00,4075.00,17584.00,43593.00,-56462.00
1985:Q1,-29816.00,45080.00,-112804.00,61778.00,-4194.00,-19676.00,29206.00,2880.00,43605.00,1475.00,0.00,-18754.00,-59022.00,18083.00,18058.00,25.00,26997.00,25547.00,1450.00,0.00,2880.00,2880.00,298.00,2582.00,-36899.00,36922.00,73821.00,35992.00,32638.00,-3354.00,17847.00,14875.00,2972.00,0.00,0.00,0.00,-18754.00,-63910.00,-20910.00,14242.00,4194.00,19676.00,43000.00,-59022.00
1985:Q2,-34712.00,46118.00,-114847.00,59586.00,-4325.00,-21244.00,25162.00,1600.00,44493.00,1625.00,0.00,-22556.00,-59874.00,18882.00,18857.00,25.00,27236.00,25636.00,1600.00,0.00,1600.00,1600.00,262.00,1338.00,-39480.00,40760.00,80240.00,33967.00,33333.00,-634.00,17043.00,13936.00,3107.00,0.00,0.00,0.00,-22556.00,-63031.00,-19313.00,14992.00,4325.00,21244.00,43718.00,-59874.00
1985:Q3,-30416.00,48266.00,-115519.00,62886.00,-4438.00,-21611.00,29809.00,2589.00,46532.00,1734.00,0.00,-21046.00,-60225.00,21104.00,21070.00,34.00,27162.00,25462.00,1700.00,0.00,2589.00,2589.00,69.00,2520.00,-39504.00,41203.00,80707.00,36041.00,36247.00,206.00,17583.00,14311.00,3272.00,0.00,0.00,0.00,-21046.00,-64293.00,-18209.00,15967.00,4438.00,21611.00,46084.00,-60225.00
1985:Q4,-7510.00,54168.00,-111633.00,77711.00,-4500.00,-23256.00,40698.00,4048.00,52154.00,2014.00,0.00,-17518.00,-48208.00,25537.00,25537.00,0.00,28631.00,26617.00,2014.00,0.00,4048.00,4048.00,988.00,3060.00,-44234.00,55761.00,99995.00,43817.00,92545.00,48728.00,17101.00,13562.00,3539.00,0.00,0.00,0.00,-17518.00,-57885.00,21562.00,42014.00,4500.00,23256.00,79447.00,-48208.00
1986:Q1,-15210.00,52033.00,-115741.00,79546.00,-4529.00,-26519.00,43897.00,1378.00,50181.00,1852.00,0.00,-9514.00,-59107.00,21251.00,21251.00,0.00,30782.00,28930.00,1852.00,0.00,1378.00,1378.00,560.00,818.00,-42388.00,51488.00,93876.00,48445.00,100891.00,52446.00,15571.00,12143.00,3428.00,0.00,0.00,0.00,-9514.00,-62588.00,16092.00,44151.00,4529.00,26519.00,78680.00,-59107.00
1986:Q2,-22924.00,54161.00,-120627.00,77096.00,-4533.00,-29021.00,39903.00,1235.00,51595.00,2566.00,0.00,-15493.00,-62827.00,22221.00,22221.00,0.00,31940.00,29374.00,2566.00,0.00,1235.00,1235.00,283.00,952.00,-49169.00,44561.00,93730.00,49107.00,111342.00,62235.00,15431.00,11560.00,3871.00,0.00,0.00,0.00,-15493.00,-61133.00,19750.00,49023.00,4533.00,29021.00,80883.00,-62827.00
1986:Q3,-12431.00,59403.00,-117726.00,81184.00,-4498.00,-30794.00,48150.00,1728.00,57438.00,1965.00,0.00,-12981.00,-60581.00,22609.00,22609.00,0.00,36794.00,34829.00,1965.00,0.00,1728.00,1728.00,849.00,879.00,-48084.00,51682.00,99766.00,49837.00,117193.00,67356.00,14734.00,11254.00,3480.00,0.00,0.00,0.00,-12981.00,-60116.00,29985.00,55274.00,4498.00,30794.00,90101.00,-60581.00
1986:Q4,-4273.00,73759.00,-128006.00,85387.00,-4406.00,-31007.00,59279.00,2826.00,71153.00,2606.00,0.00,-17306.00,-63552.00,25652.00,25652.00,0.00,48107.00,45501.00,2606.00,0.00,2826.00,2826.00,1261.00,1565.00,-50965.00,47730.00,98695.00,49263.00,144249.00,94986.00,15604.00,12273.00,3331.00,0.00,0.00,0.00,-17306.00,-67594.00,32534.00,60673.00,4406.00,31007.00,100128.00,-63552.00
1987:Q1,11666.00,64466.00,-102972.00,87806.00,-4248.00,-33386.00,68120.00,6828.00,62232.00,2234.00,0.00,-3174.00,-56454.00,22493.00,22493.00,0.00,41973.00,39739.00,2234.00,0.00,6828.00,6828.00,5241.00,1587.00,-38000.00,47374.00,85374.00,49559.00,134675.00,85116.00,14733.00,11688.00,3045.00,0.00,0.00,0.00,-3174.00,-60112.00,40576.00,59396.00,4248.00,33386.00,100688.00,-56454.00
1987:Q2,-3631.00,60052.00,-104804.00,80426.00,-4002.00,-35303.00,56988.00,2551.00,57256.00,2796.00,0.00,-5615.00,-60619.00,23950.00,23950.00,0.00,36102.00,33306.00,2796.00,0.00,2551.00,2551.00,1579.00,972.00,-30929.00,55182.00,86111.00,39128.00,137515.00,98387.00,13814.00,10618.00,3196.00,0.00,0.00,0.00,-5615.00,-65808.00,42501.00,63815.00,4002.00,35303.00,108309.00,-60619.00
1987:Q3,30160.00,63449.00,-88628.00,90811.00,-3751.00,-31721.00,81596.00,2189.00,60748.00,2701.00,0.00,15958.00,-51436.00,24422.00,24422.00,0.00,39027.00,36326.00,2701.00,0.00,2189.00,2189.00,248.00,1941.00,-21819.00,67330.00,89149.00,50057.00,146251.00,96194.00,12280.00,9068.00,3212.00,0.00,0.00,0.00,15958.00,-59930.00,50913.00,66877.00,3751.00,31721.00,110843.00,-51436.00
1987:Q4,28161.00,66642.00,-95390.00,91888.00,-3571.00,-31408.00,89595.00,4626.00,64452.00,2190.00,0.00,18327.00,-61434.00,24858.00,24858.00,0.00,41784.00,39594.00,2190.00,0.00,4626.00,4626.00,811.00,3815.00,-20137.00,62731.00,82868.00,52229.00,169214.00,116985.00,13765.00,10395.00,3370.00,0.00,0.00,0.00,18327.00,-69484.00,41425.00,67880.00,3571.00,31408.00,110909.00,-61434.00
1988:Q1,14479.00,61887.00,-96701.00,87155.00,-3405.00,-34457.00,78811.00,2609.00,59757.00,2130.00,0.00,14315.00,-64332.00,23110.00,23110.00,0.00,38777.00,36647.00,2130.00,0.00,2609.00,2609.00,298.00,2311.00,-22366.00,57181.00,79547.00,47921.00,167385.00,119464.00,11240.00,8308.00,2932.00,0.00,0.00,0.00,14315.00,-68636.00,38740.00,65210.00,3405.00,34457.00,107376.00,-64332.00
1988:Q2,29497.00,61246.00,-85874.00,90274.00,-3257.00,-32892.00,92304.00,2723.00,59956.00,1290.00,0.00,28335.00,-62807.00,25565.00,25565.00,0.00,35681.00,34391.00,1290.00,0.00,2723.00,2723.00,259.00,2464.00,-9498.00,64405.00,73903.00,50649.00,184303.00,133654.00,12816.00,10355.00,2461.00,0.00,0.00,0.00,28335.00,-68744.00,41860.00,68518.00,3257.00,32892.00,110604.00,-62807.00
1988:Q3,20880.00,61131.00,-91150.00,83666.00,-3123.00,-29644.00,82295.00,3353.00,59770.00,1361.00,0.00,17811.00,-61415.00,22093.00,22093.00,0.00,39038.00,37677.00,1361.00,0.00,3353.00,3353.00,1199.00,2154.00,-9933.00,71528.00,81461.00,40580.00,185893.00,145313.00,12836.00,10815.00,2021.00,0.00,0.00,0.00,17811.00,-73755.00,46400.00,75048.00,3123.00,29644.00,120155.00,-61415.00
1988:Q4,32586.00,66908.00,-100009.00,96835.00,-2997.00,-28151.00,96729.00,3456.00,65834.00,1074.00,0.00,26365.00,-64143.00,27561.00,27561.00,0.00,39347.00,38273.00,1074.00,0.00,3456.00,3456.00,1286.00,2170.00,-16305.00,76065.00,92370.00,54835.00,197164.00,142329.00,12165.00,9901.00,2264.00,0.00,0.00,0.00,26365.00,-77259.00,39238.00,72233.00,2997.00,28151.00,116497.00,-64143.00
1989:Q1,17269.00,59597.00,-98014.00,86751.00,-2888.00,-28177.00,76462.00,3011.00,58577.00,1020.00,0.00,13854.00,-59193.00,22203.00,22203.00,0.00,37394.00,36374.00,1020.00,0.00,3011.00,3011.00,557.00,2454.00,-20776.00,73112.00,93888.00,45328.00,199799.00,154471.00,10698.00,9037.00,1661.00,0.00,0.00,0.00,13854.00,-71212.00,45185.00,73313.00,2888.00,28177.00,116397.00,-59193.00
1989:Q2,1495.00,60156.00,-104066.00,74730.00,-2791.00,-26534.00,67496.00,638.00,58773.00,1383.00,0.00,6702.00,-66001.00,22775.00,22775.00,0.00,37381.00,35998.00,1383.00,0.00,638.00,638.00,-203.00,841.00,-15929.00,67196.00,83125.00,35248.00,179262.00,144014.00,12617.00,8828.00,3789.00,0.00,0.00,0.00,6702.00,-79947.00,42980.00,79656.00,2791.00,26534.00,122927.00,-66001.00
1989:Q3,-1616.00,55375.00,-105209.00,76593.00,-2708.00,-25667.00,64523.00,1099.00,54458.00,917.00,0.00,8049.00,-66139.00,23122.00,23122.00,0.00,32253.00,31336.00,917.00,0.00,1099.00,1099.00,501.00,598.00,-16149.00,61045.00,77194.00,34331.00,187594.00,153263.00,10133.00,7655.00,2478.00,0.00,0.00,0.00,8049.00,-82504.00,51578.00,89342.00,2708.00,25667.00,134082.00,-66139.00
1989:Q4,-9553.00,66998.00,-121887.00,74020.00,-2637.00,-26047.00,61505.00,1612.00,65963.00,1035.00,0.00,-7105.00,-71058.00,28671.00,28671.00,0.00,38327.00,37292.00,1035.00,0.00,1612.00,1612.00,1131.00,481.00,-25826.00,63635.00,89461.00,30436.00,195231.00,164795.00,11715.00,7822.00,3893.00,0.00,0.00,0.00,-7105.00,-89851.00,46012.00,88386.00,2637.00,26047.00,135863.00,-71058.00
1990:Q1,-4637.00,59380.00,-107306.00,73233.00,-2598.00,-27346.00,61382.00,2539.00,58009.00,1371.00,0.00,-537.00,-66019.00,23251.00,23251.00,0.00,36129.00,34758.00,1371.00,0.00,2539.00,2539.00,376.00,2163.00,-21724.00,50652.00,72376.00,30722.00,188346.00,157624.00,9535.00,6408.00,3127.00,0.00,0.00,0.00,-537.00,-81713.00,47308.00,83383.00,2598.00,27346.00,129021.00,-66019.00
1990:Q2,-5751.00,60630.00,-98829.00,63013.00,-2599.00,-27966.00,59756.00,1242.00,59597.00,1033.00,0.00,-2116.00,-65507.00,24294.00,24294.00,0.00,36336.00,35303.00,1033.00,0.00,1242.00,1242.00,656.00,586.00,-7227.00,54283.00,61510.00,14754.00,190257.00,175503.00,9643.00,6176.00,3467.00,0.00,0.00,0.00,-2116.00,-86668.00,41857.00,76799.00,2599.00,27966.00,128525.00,-65507.00
1990:Q3,11340.00,58586.00,-88603.00,70639.00,-2589.00,-26693.00,78841.00,2382.00,57268.00,1318.00,0.00,17873.00,-67501.00,24752.00,24752.00,0.00,33834.00,32516.00,1318.00,0.00,2382.00,2382.00,1877.00,505.00,-9214.00,62062.00,71276.00,36460.00,200977.00,164517.00,9373.00,6198.00,3175.00,0.00,0.00,0.00,17873.00,-75573.00,46133.00,84352.00,2589.00,26693.00,121706.00,-67501.00
1990:Q4,-731.00,71248.00,-110403.00,67409.00,-2509.00,-26476.00,70571.00,2412.00,70038.00,1210.00,0.00,-3089.00,-71302.00,32590.00,32590.00,0.00,38658.00,37448.00,1210.00,0.00,2412.00,2412.00,2222.00,190.00,-19539.00,77529.00,97068.00,26241.00,195919.00,169678.00,9791.00,6753.00,3038.00,0.00,0.00,0.00,-3089.00,-86523.00,47231.00,89548.00,2509.00,26476.00,133754.00,-71302.00
1991:Q1,-15615.00,48774.00,-83661.00,51520.00,-2359.00,-29889.00,48731.00,2826.00,48249.00,525.00,0.00,-2869.00,-64346.00,24707.00,24707.00,0.00,24067.00,23542.00,525.00,0.00,2826.00,2826.00,2582.00,244.00,-15115.00,79937.00,95052.00,22474.00,195233.00,172759.00,10228.00,6903.00,3325.00,0.00,0.00,0.00,-2869.00,-64469.00,55681.00,87779.00,2359.00,29889.00,120150.00,-64346.00
1991:Q2,-15521.00,47828.00,-68221.00,38043.00,-2126.00,-31045.00,45292.00,1921.00,47404.00,424.00,0.00,-4457.00,-60813.00,25627.00,25627.00,0.00,22201.00,21777.00,424.00,0.00,1921.00,1921.00,442.00,1479.00,-8486.00,87848.00,96334.00,16851.00,192222.00,175371.00,12822.00,7496.00,5326.00,0.00,0.00,0.00,-4457.00,-54160.00,59604.00,87246.00,2126.00,31045.00,113764.00,-60813.00
1991:Q3,7855.00,56161.00,-70442.00,54855.00,-1898.00,-30821.00,62615.00,547.00,55329.00,832.00,0.00,5907.00,-54760.00,28757.00,28757.00,0.00,27404.00,26572.00,832.00,0.00,547.00,547.00,232.00,315.00,-12403.00,86395.00,98798.00,29421.00,201907.00,172486.00,11111.00,7206.00,3905.00,0.00,0.00,0.00,5907.00,-51380.00,66018.00,88059.00,1898.00,30821.00,117398.00,-54760.00
1991:Q4,4939.00,63016.00,-77986.00,53746.00,-1759.00,-32078.00,62843.00,949.00,62073.00,943.00,0.00,-1122.00,-57904.00,33603.00,33603.00,0.00,29413.00,28470.00,943.00,0.00,949.00,949.00,731.00,218.00,-16556.00,85992.00,102548.00,28891.00,221280.00,192389.00,13457.00,9720.00,3737.00,0.00,0.00,0.00,-1122.00,-52659.00,71931.00,95998.00,1759.00,32078.00,124590.00,-57904.00
1992:Q1,14025.00,58818.00,-42675.00,34556.00,-1677.00,-34997.00,71275.00,564.00,58027.00,791.00,0.00,11893.00,-57250.00,29338.00,29338.00,0.00,29480.00,28689.00,791.00,0.00,564.00,564.00,512.00,52.00,11510.00,124112.00,112602.00,13492.00,216019.00,202527.00,13109.00,10058.00,3051.00,0.00,0.00,0.00,11893.00,-44691.00,69473.00,90049.00,1677.00,34997.00,114164.00,-57250.00
1992:Q2,913.00,52433.00,-49808.00,33840.00,-1577.00,-33975.00,59940.00,1193.00,51943.00,490.00,0.00,6314.00,-59027.00,29693.00,29693.00,0.00,22740.00,22250.00,490.00,0.00,1193.00,1193.00,-166.00,1359.00,-159.00,116882.00,117041.00,18564.00,214180.00,195616.00,12091.00,8492.00,3599.00,0.00,0.00,0.00,6314.00,-42350.00,73199.00,96674.00,1577.00,33975.00,115549.00,-59027.00
