date,FA893169005.Q,FA313069205.Q,FA153169203.Q,FA103169205.Q,FA113169205.Q,FA213169203.Q,FA403169283.Q,FA313069223.Q,FA503169205.Q,FA263169205.Q,FA263069500.Q,FA263069500.Q,FA763069703.Q,FA753069703.Q,FA103169705.Q,FA263169705.Q,FA733069005.Q,FA733069013.Q,FA733069023.Q,FA153169405.Q,FA313069403.Q,FA543069405.Q,FA403069330.Q,FA763169335.Q,FA473169333.Q,FA513169333.Q,FA543169373.Q,FA613169333.Q,FA643169373.Q,FA403069395.Q,FA153169305.Q,FA183169305.Q,FA113169305.Q,FA763169383.Q,FA673069505.Q,FA673069505.Q,FA613069500.Q,FA103169535.Q,FA113169535.Q,FA663067003.Q,FA663067003.Q,FA153067005.Q,FA153067005.Q,FA103169803.Q,FA153069803.Q,FA543069873.Q,FA653069803.Q,FA673069803.Q,FA663069803.Q,FA503069805.Q
1977:Q1,636.00,4780.00,752.00,536.00,2784.00,1368.00,-4688.00,0.00,0.00,4028.00,588.00,588.00,548.00,720.00,-1044.00,2312.00,-324.00,-324.00,0.00,1656.00,0.00,1656.00,-5600.00,-5600.00,0.00,0.00,0.00,0.00,0.00,7600.00,0.00,382.00,7218.00,0.00,0.00,0.00,12936.00,11642.00,1294.00,1704.00,1704.00,-23972.00,-23972.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q2,28180.00,-1776.00,180.00,108.00,4040.00,-8164.00,80.00,0.00,0.00,1980.00,-192.00,-192.00,2388.00,528.00,1480.00,1436.00,400.00,400.00,0.00,1824.00,-20.00,1844.00,5020.00,5020.00,0.00,0.00,0.00,0.00,0.00,-1544.00,0.00,34.00,-1578.00,0.00,0.00,0.00,13820.00,12438.00,1382.00,4352.00,4352.00,3360.00,3360.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q3,22820.00,13052.00,728.00,476.00,3276.00,4864.00,320.00,0.00,0.00,3388.00,-184.00,-184.00,-392.00,484.00,-2408.00,2500.00,0.00,0.00,0.00,1752.00,24.00,1728.00,5348.00,5348.00,0.00,0.00,0.00,0.00,0.00,480.00,0.00,109.00,371.00,0.00,0.00,0.00,12664.00,11398.00,1266.00,-172.00,-172.00,-10212.00,-10212.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1977:Q4,70508.00,6660.00,336.00,-884.00,2404.00,2752.00,20.00,0.00,0.00,2032.00,388.00,388.00,7476.00,772.00,7080.00,1168.00,40.00,40.00,0.00,1672.00,12.00,1660.00,12476.00,12476.00,0.00,0.00,0.00,0.00,0.00,1768.00,0.00,-45.00,1813.00,0.00,0.00,0.00,14568.00,13111.00,1457.00,2184.00,2184.00,22504.00,22504.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q1,23024.00,14784.00,572.00,2800.00,7028.00,1140.00,300.00,0.00,0.00,2944.00,592.00,592.00,-4712.00,-672.00,3388.00,-8772.00,760.00,760.00,0.00,1792.00,-12.00,1804.00,4420.00,4420.00,0.00,0.00,0.00,0.00,0.00,148.00,0.00,-33.00,181.00,0.00,0.00,0.00,12168.00,10951.00,1217.00,7496.00,7496.00,-13752.00,-13752.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q2,57132.00,8324.00,492.00,1820.00,8708.00,-7372.00,400.00,0.00,0.00,4276.00,1000.00,1000.00,344.00,84.00,1344.00,-916.00,800.00,800.00,0.00,2448.00,12.00,2436.00,15984.00,15984.00,0.00,0.00,0.00,0.00,0.00,1872.00,0.00,84.00,1788.00,0.00,0.00,0.00,9312.00,8381.00,931.00,10196.00,10196.00,6768.00,6768.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q3,53940.00,17868.00,1320.00,2600.00,8696.00,-12.00,220.00,0.00,0.00,5044.00,1476.00,1476.00,-7476.00,-1316.00,928.00,-9720.00,800.00,800.00,0.00,2540.00,4.00,2536.00,15536.00,15536.00,0.00,0.00,0.00,0.00,0.00,2432.00,0.00,187.00,2245.00,0.00,0.00,0.00,9084.00,8176.00,908.00,7124.00,7124.00,5872.00,5872.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978:Q4,66144.00,9368.00,864.00,500.00,4920.00,20.00,680.00,0.00,0.00,2384.00,-2044.00,-2044.00,10184.00,700.00,4156.00,6728.00,912.00,912.00,0.00,3604.00,20.00,3584.00,14048.00,14048.00,0.00,0.00,0.00,0.00,0.00,4140.00,0.00,256.00,3884.00,0.00,0.00,0.00,15252.00,13727.00,1525.00,-14344.00,-14344.00,24324.00,24324.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q1,2828.00,8500.00,280.00,1196.00,2692.00,60.00,460.00,0.00,0.00,3812.00,1760.00,1760.00,864.00,764.00,160.00,1468.00,-512.00,-512.00,0.00,4120.00,44.00,4076.00,-3156.00,-3156.00,0.00,0.00,0.00,0.00,0.00,5664.00,0.00,291.00,5373.00,0.00,0.00,0.00,15592.00,14033.00,1559.00,-3276.00,-3276.00,-27492.00,-27492.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q2,85088.00,19920.00,1704.00,2092.00,11860.00,668.00,440.00,0.00,0.00,3156.00,2148.00,2148.00,6216.00,1596.00,908.00,6904.00,-400.00,-400.00,0.00,3928.00,32.00,3896.00,12760.00,12760.00,0.00,0.00,0.00,0.00,0.00,3632.00,0.00,194.00,3438.00,0.00,0.00,0.00,15252.00,13727.00,1525.00,10528.00,10528.00,9508.00,9508.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q3,68168.00,12356.00,1264.00,1560.00,6540.00,-388.00,540.00,0.00,0.00,2840.00,2324.00,2324.00,12036.00,3500.00,3460.00,12076.00,-400.00,-400.00,0.00,3728.00,40.00,3688.00,14100.00,14100.00,0.00,0.00,0.00,0.00,0.00,1352.00,0.00,95.00,1257.00,0.00,0.00,0.00,6708.00,6037.00,671.00,5164.00,5164.00,7300.00,7300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1979:Q4,65848.00,9792.00,1040.00,924.00,3396.00,444.00,920.00,0.00,0.00,3068.00,1716.00,1716.00,4952.00,180.00,11208.00,-6076.00,2520.00,2520.00,0.00,7096.00,40.00,7056.00,12968.00,12968.00,0.00,0.00,0.00,0.00,0.00,11176.00,0.00,462.00,10714.00,0.00,0.00,0.00,2920.00,2628.00,292.00,-11164.00,-11164.00,23692.00,23692.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1980:Q1,48100.00,17176.00,808.00,1412.00,7716.00,208.00,1120.00,0.00,0.00,5912.00,2256.00,2256.00,10932.00,3624.00,7608.00,6948.00,-520.00,-520.00,0.00,8392.00,112.00,8280.00,9136.00,9136.00,0.00,0.00,0.00,0.00,0.00,7520.00,0.00,462.00,7058.00,0.00,0.00,0.00,7108.00,6397.00,711.00,5108.00,5108.00,-22632.00,-22632.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1980:Q2,48996.00,17752.00,196.00,2160.00,9520.00,260.00,1580.00,0.00,0.00,4036.00,8464.00,8464.00,9968.00,3128.00,3388.00,9708.00,-400.00,-400.00,0.00,10088.00,160.00,9928.00,-7032.00,-7032.00,0.00,0.00,0.00,0.00,0.00,-4216.00,0.00,98.00,-4314.00,0.00,0.00,0.00,-1592.00,-1433.00,-159.00,-460.00,-460.00,13296.00,13296.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1980:Q3,53440.00,15872.00,2808.00,1652.00,4852.00,1436.00,660.00,0.00,0.00,4464.00,-1220.00,-1220.00,84.00,868.00,-2060.00,3012.00,-400.00,-400.00,0.00,3336.00,20.00,3316.00,7188.00,7188.00,0.00,0.00,0.00,0.00,0.00,2404.00,0.00,-61.00,2465.00,0.00,0.00,0.00,3776.00,3398.00,378.00,5408.00,5408.00,16124.00,16124.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1980:Q4,91472.00,13300.00,244.00,1460.00,4276.00,1792.00,1500.00,0.00,0.00,4028.00,-3044.00,-3044.00,2368.00,-1672.00,4000.00,-3304.00,-788.00,-788.00,0.00,4856.00,36.00,4820.00,19208.00,19208.00,0.00,0.00,0.00,0.00,0.00,7512.00,0.00,131.00,7381.00,0.00,0.00,0.00,6172.00,5555.00,617.00,19060.00,19060.00,24500.00,24500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1981:Q1,32496.00,25272.00,1652.00,1088.00,13156.00,908.00,2700.00,0.00,0.00,5768.00,12840.00,12840.00,15012.00,3696.00,9956.00,8752.00,388.00,388.00,0.00,6984.00,-216.00,7200.00,848.00,848.00,0.00,0.00,0.00,0.00,0.00,5036.00,0.00,370.00,4666.00,0.00,0.00,0.00,4520.00,4068.00,452.00,-11720.00,-11720.00,-30380.00,-30380.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1981:Q2,86612.00,23196.00,1584.00,2148.00,12488.00,3028.00,20.00,0.00,0.00,3928.00,1460.00,1460.00,3940.00,2732.00,-5468.00,12140.00,1868.00,1868.00,0.00,6964.00,52.00,6912.00,27680.00,27680.00,0.00,0.00,0.00,0.00,0.00,-992.00,0.00,268.00,-1260.00,0.00,0.00,0.00,24528.00,22075.00,2453.00,1488.00,1488.00,-6252.00,-6252.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1981:Q3,77656.00,15900.00,952.00,2008.00,5840.00,-404.00,3600.00,0.00,0.00,3904.00,10796.00,10796.00,6692.00,-784.00,6904.00,-996.00,1932.00,1932.00,0.00,8820.00,408.00,8412.00,33008.00,33008.00,0.00,0.00,0.00,0.00,0.00,1592.00,0.00,132.00,1460.00,0.00,0.00,0.00,7240.00,6516.00,724.00,-4444.00,-4444.00,-3096.00,-3096.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1981:Q4,94260.00,11456.00,1872.00,608.00,3472.00,1420.00,1200.00,0.00,0.00,2884.00,18496.00,18496.00,7340.00,6548.00,6096.00,7792.00,1768.00,1768.00,0.00,6648.00,-8.00,6656.00,3388.00,3388.00,0.00,0.00,0.00,0.00,0.00,268.00,0.00,-118.00,386.00,0.00,0.00,0.00,6248.00,5623.00,625.00,7820.00,7820.00,24280.00,24280.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1982:Q1,-5288.00,10476.00,780.00,828.00,3800.00,976.00,1600.00,0.00,0.00,2492.00,5012.00,5012.00,1520.00,4380.00,-1660.00,7560.00,-2368.00,-2368.00,0.00,5196.00,-32.00,5228.00,3872.00,3872.00,0.00,0.00,0.00,0.00,0.00,452.00,0.00,3.00,449.00,0.00,0.00,0.00,-1716.00,-1544.00,-172.00,-15092.00,-15092.00,-17020.00,-17020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1982:Q2,67248.00,17528.00,2096.00,1096.00,7328.00,2152.00,0.00,0.00,0.00,4856.00,2456.00,2456.00,12308.00,776.00,3276.00,9808.00,-2288.00,-2288.00,0.00,5400.00,-28.00,5428.00,12944.00,12944.00,0.00,0.00,0.00,0.00,0.00,-2372.00,0.00,108.00,-2480.00,0.00,0.00,0.00,8824.00,7942.00,882.00,-604.00,-604.00,12276.00,12276.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1982:Q3,50132.00,21092.00,2628.00,3360.00,5956.00,188.00,0.00,0.00,0.00,8960.00,11324.00,11324.00,272.00,-3732.00,-9140.00,5680.00,288.00,288.00,0.00,4184.00,-28.00,4212.00,-7024.00,-7024.00,0.00,0.00,0.00,0.00,0.00,-3416.00,0.00,-44.00,-3372.00,0.00,0.00,0.00,18824.00,16942.00,1882.00,6796.00,6796.00,1524.00,1524.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1982:Q4,36564.00,6396.00,1056.00,-36.00,2076.00,552.00,0.00,0.00,0.00,2748.00,184.00,184.00,13780.00,1636.00,4396.00,11020.00,212.00,212.00,0.00,2104.00,-48.00,2152.00,-6564.00,-6564.00,0.00,0.00,0.00,0.00,0.00,-1236.00,0.00,-242.00,-994.00,0.00,0.00,0.00,-22956.00,-20660.00,-2296.00,19972.00,19972.00,23036.00,23036.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1983:Q1,-43100.00,6684.00,560.00,-256.00,2480.00,968.00,0.00,0.00,0.00,2932.00,5420.00,5420.00,-16676.00,320.00,152.00,-16508.00,-1812.00,-1812.00,0.00,1816.00,-48.00,1864.00,-23940.00,-23940.00,0.00,0.00,0.00,0.00,0.00,3024.00,96.00,-195.00,1319.00,1804.00,0.00,0.00,-280.00,-252.00,-28.00,3808.00,3808.00,-21464.00,-21464.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1983:Q2,70048.00,12148.00,488.00,1544.00,4916.00,1268.00,0.00,0.00,0.00,3932.00,7760.00,7760.00,14064.00,-172.00,12192.00,1700.00,-1440.00,-1440.00,0.00,1080.00,-56.00,1136.00,-4892.00,-4892.00,0.00,0.00,0.00,0.00,0.00,156.00,160.00,-7.00,-2941.00,2944.00,0.00,0.00,13648.00,12283.00,1365.00,24060.00,24060.00,3636.00,3636.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1983:Q3,61784.00,7600.00,1264.00,-1116.00,2456.00,1412.00,0.00,0.00,0.00,3584.00,2184.00,2184.00,7400.00,4400.00,5784.00,6016.00,840.00,840.00,0.00,556.00,-40.00,596.00,-3724.00,-3724.00,0.00,0.00,0.00,0.00,0.00,1392.00,168.00,-127.00,-1681.00,3032.00,0.00,0.00,33376.00,30038.00,3338.00,4092.00,4092.00,3668.00,3668.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1983:Q4,54672.00,4764.00,736.00,-1940.00,1280.00,788.00,0.00,0.00,0.00,3900.00,7620.00,7620.00,13680.00,4396.00,9772.00,8304.00,1104.00,1104.00,0.00,772.00,-40.00,812.00,4364.00,4364.00,0.00,0.00,0.00,0.00,0.00,3824.00,108.00,-42.00,1686.00,2072.00,0.00,0.00,1364.00,1228.00,136.00,1584.00,1584.00,11200.00,11200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1984:Q1,32296.00,7700.00,-308.00,-236.00,2684.00,-748.00,0.00,0.00,0.00,6308.00,34424.00,34424.00,-6724.00,6068.00,864.00,-1520.00,-1704.00,-1704.00,0.00,424.00,-60.00,484.00,-5380.00,-5380.00,0.00,0.00,0.00,0.00,0.00,5376.00,64.00,25.00,4043.00,1244.00,0.00,0.00,16972.00,15275.00,1697.00,-9816.00,-9816.00,-15044.00,-15044.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1984:Q2,109128.00,9836.00,708.00,572.00,3460.00,1148.00,0.00,0.00,0.00,3948.00,22368.00,22368.00,19928.00,5212.00,368.00,24772.00,-1320.00,-1320.00,0.00,524.00,-40.00,564.00,33004.00,33004.00,0.00,0.00,0.00,0.00,0.00,-3792.00,28.00,-20.00,-4356.00,556.00,0.00,0.00,19852.00,17867.00,1985.00,3736.00,3736.00,-220.00,-220.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1984:Q3,81668.00,16640.00,1824.00,4220.00,3224.00,3764.00,0.00,0.00,0.00,3608.00,6028.00,6028.00,-19156.00,10868.00,3956.00,-12244.00,1720.00,1720.00,0.00,428.00,-28.00,456.00,28584.00,28584.00,0.00,0.00,0.00,0.00,0.00,-760.00,16.00,27.00,-1171.00,368.00,0.00,0.00,38760.00,34884.00,3876.00,-8968.00,-8968.00,7524.00,7524.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1984:Q4,107552.00,31128.00,176.00,540.00,2736.00,26800.00,0.00,0.00,0.00,876.00,28292.00,28292.00,-5436.00,4280.00,5976.00,-7132.00,1588.00,1588.00,0.00,212.00,-52.00,264.00,6464.00,6464.00,0.00,0.00,0.00,0.00,0.00,-4380.00,40.00,-427.00,-4661.00,668.00,0.00,0.00,10692.00,9623.00,1069.00,5676.00,5676.00,29036.00,29036.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1985:Q1,-3732.00,25048.00,5540.00,5936.00,1652.00,9860.00,0.00,0.00,0.00,2060.00,-6472.00,-6472.00,-11948.00,1852.00,-3492.00,-6604.00,12.00,12.00,0.00,-148.00,-48.00,-100.00,280.00,280.00,0.00,0.00,0.00,0.00,0.00,-1120.00,48.00,-135.00,-1909.00,876.00,0.00,0.00,11112.00,10001.00,1111.00,-4880.00,-4880.00,-17468.00,-17468.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1985:Q2,96872.00,24000.00,5260.00,-2156.00,4140.00,13044.00,0.00,0.00,0.00,3712.00,-288.00,-288.00,-15632.00,-1792.00,-1296.00,-16128.00,460.00,460.00,0.00,-220.00,-12.00,-208.00,19752.00,19752.00,0.00,0.00,0.00,0.00,0.00,-4964.00,60.00,-187.00,-5813.00,976.00,0.00,0.00,16348.00,14713.00,1635.00,25056.00,25056.00,34152.00,34152.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1985:Q3,70564.00,25996.00,19776.00,-3804.00,3676.00,4672.00,1200.00,0.00,0.00,476.00,2640.00,2640.00,-3176.00,2700.00,-196.00,-280.00,-1660.00,-1660.00,0.00,-348.00,-40.00,-308.00,24464.00,24464.00,0.00,0.00,0.00,0.00,0.00,-1784.00,56.00,-210.00,-2618.00,988.00,0.00,0.00,23556.00,21200.00,2356.00,8360.00,8360.00,-10184.00,-10184.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1985:Q4,166428.00,-10368.00,-2576.00,-10284.00,-6084.00,5140.00,3140.00,0.00,0.00,296.00,33532.00,33532.00,-13532.00,3688.00,-3452.00,-6392.00,-1492.00,-1492.00,0.00,152.00,80.00,72.00,12360.00,12360.00,0.00,0.00,0.00,0.00,0.00,-7804.00,40.00,-576.00,-8176.00,908.00,0.00,0.00,21984.00,19786.00,2198.00,46924.00,46924.00,80984.00,80984.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1986:Q1,28068.00,12484.00,4800.00,2032.00,1924.00,2488.00,460.00,0.00,0.00,780.00,-14020.00,-14020.00,-9500.00,6496.00,-3576.00,572.00,-508.00,-508.00,0.00,76.00,80.00,-4.00,-6416.00,-6416.00,0.00,0.00,0.00,0.00,0.00,-1152.00,44.00,-119.00,-1873.00,796.00,0.00,0.00,21516.00,19364.00,2152.00,8596.00,8596.00,10496.00,10496.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1986:Q2,47224.00,14704.00,4400.00,4720.00,2768.00,2432.00,1156.00,0.00,0.00,-772.00,30020.00,30020.00,-7276.00,-5652.00,-3344.00,-9584.00,92.00,92.00,0.00,164.00,160.00,4.00,30436.00,30436.00,0.00,0.00,0.00,0.00,0.00,-2036.00,32.00,-175.00,-2561.00,668.00,0.00,0.00,11140.00,10026.00,1114.00,-24.00,-24.00,-24344.00,-24344.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1986:Q3,104116.00,10908.00,4400.00,372.00,816.00,-204.00,-1732.00,0.00,0.00,7256.00,42344.00,42344.00,-5832.00,10544.00,6524.00,-1812.00,2244.00,2244.00,0.00,100.00,196.00,-96.00,16784.00,16784.00,0.00,0.00,0.00,0.00,0.00,-5320.00,40.00,-262.00,-5818.00,720.00,0.00,0.00,8812.00,7931.00,881.00,10716.00,10716.00,12816.00,12816.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1986:Q4,122528.00,-2172.00,3868.00,-1036.00,-3484.00,1032.00,-1344.00,0.00,0.00,-1208.00,28040.00,28040.00,-6400.00,-4660.00,-380.00,-10680.00,4056.00,4056.00,0.00,-908.00,252.00,-1160.00,38436.00,38436.00,0.00,0.00,0.00,0.00,0.00,-420.00,52.00,-101.00,-1331.00,960.00,0.00,0.00,20976.00,18878.00,2098.00,7632.00,7632.00,37948.00,37948.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1987:Q1,-39204.00,-9768.00,-4208.00,392.00,-1424.00,-764.00,-2880.00,0.00,0.00,-884.00,-38200.00,-38200.00,944.00,15532.00,5908.00,10568.00,2052.00,2052.00,0.00,-1072.00,304.00,-1376.00,-7540.00,-7540.00,0.00,0.00,0.00,0.00,0.00,-112.00,-136.00,-142.00,-530.00,696.00,0.00,0.00,33660.00,30294.00,3366.00,-15448.00,-15448.00,-19252.00,-19252.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1987:Q2,96352.00,2744.00,11604.00,-944.00,-108.00,-7564.00,-120.00,0.00,0.00,-124.00,20124.00,20124.00,-4204.00,13788.00,5784.00,3800.00,176.00,176.00,0.00,-352.00,352.00,-704.00,30300.00,30300.00,0.00,0.00,0.00,0.00,0.00,3012.00,760.00,-76.00,-792.00,3120.00,0.00,0.00,24260.00,21834.00,2426.00,13288.00,13288.00,-6784.00,-6784.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1987:Q3,65580.00,-2840.00,-2448.00,1908.00,-192.00,692.00,0.00,0.00,0.00,-2800.00,11212.00,11212.00,-8132.00,4172.00,2708.00,-6668.00,-1920.00,-1920.00,0.00,976.00,408.00,568.00,23020.00,23020.00,0.00,0.00,0.00,0.00,0.00,432.00,116.00,-125.00,-343.00,784.00,0.00,0.00,25968.00,23371.00,2597.00,10024.00,10024.00,2668.00,2668.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1987:Q4,-12432.00,-1932.00,8216.00,-888.00,-1948.00,-1800.00,0.00,0.00,0.00,-5512.00,8684.00,8684.00,7208.00,-7604.00,3384.00,-3780.00,1880.00,1880.00,0.00,252.00,456.00,-204.00,51872.00,51872.00,0.00,0.00,0.00,0.00,0.00,-804.00,-456.00,-101.00,-1139.00,892.00,0.00,0.00,53192.00,47873.00,5319.00,-73224.00,-73224.00,-51956.00,-51956.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1988:Q1,56172.00,-3536.00,3076.00,-2488.00,-7308.00,-2832.00,0.00,0.00,0.00,6016.00,24096.00,24096.00,-16292.00,9012.00,2540.00,-9820.00,6212.00,6212.00,0.00,-4716.00,-2780.00,-1936.00,-14208.00,-14208.00,0.00,0.00,0.00,0.00,0.00,2908.00,-920.00,-167.00,4199.00,-204.00,0.00,0.00,49984.00,44986.00,4998.00,-4688.00,-4688.00,7400.00,7400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1988:Q2,63088.00,-1564.00,172.00,-2516.00,2160.00,-3560.00,0.00,0.00,0.00,2180.00,18696.00,18696.00,372.00,-1628.00,-156.00,-1100.00,-904.00,-904.00,0.00,2120.00,80.00,2040.00,21316.00,21316.00,0.00,0.00,0.00,0.00,0.00,2028.00,-144.00,121.00,2187.00,-136.00,0.00,0.00,10504.00,9454.00,1050.00,2424.00,2424.00,9724.00,9724.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1988:Q3,89232.00,10880.00,10228.00,752.00,11712.00,-2800.00,0.00,0.00,0.00,-9012.00,28924.00,28924.00,2524.00,-4312.00,-1820.00,32.00,44.00,44.00,0.00,1304.00,52.00,1252.00,26908.00,26908.00,0.00,0.00,0.00,0.00,0.00,68.00,1328.00,-5.00,-623.00,-632.00,0.00,0.00,20440.00,18396.00,2044.00,3600.00,3600.00,-1148.00,-1148.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1988:Q4,49968.00,-36840.00,2000.00,-1104.00,-18536.00,-4000.00,0.00,0.00,0.00,-15200.00,15912.00,15912.00,1124.00,-116.00,-384.00,1392.00,-6368.00,-6368.00,0.00,1104.00,20.00,1084.00,44876.00,44876.00,0.00,0.00,0.00,0.00,0.00,-8784.00,-300.00,-638.00,-7702.00,-144.00,0.00,0.00,33600.00,30240.00,3360.00,5500.00,5500.00,-40.00,-40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1989:Q1,109419.00,2040.00,8.00,-572.00,5696.00,1504.00,0.00,0.00,0.00,-4596.00,28738.00,28738.00,-5448.00,-2364.00,3293.00,-11106.00,6212.00,6212.00,0.00,3104.00,-8.00,3112.00,44008.00,44008.00,0.00,0.00,0.00,0.00,0.00,2718.00,-172.00,57.00,2565.00,268.00,864.00,864.00,40722.00,36650.00,4072.00,-16672.00,-16672.00,5496.00,5496.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1989:Q2,95601.00,1420.00,1256.00,-40.00,-236.00,108.00,0.00,0.00,0.00,332.00,39338.00,39338.00,-4140.00,3573.00,7274.00,-7842.00,-2844.00,-2844.00,0.00,3756.00,-24.00,3780.00,-7636.00,-7636.00,0.00,0.00,0.00,0.00,0.00,770.00,-516.00,-181.00,2527.00,-1060.00,8.00,8.00,16476.00,14828.00,1648.00,21212.00,21212.00,23668.00,23668.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1989:Q3,-83382.00,-11168.00,528.00,-960.00,-4572.00,-2408.00,0.00,0.00,0.00,-3756.00,-11957.00,-11957.00,-5100.00,7027.00,376.00,1551.00,8156.00,8156.00,0.00,2568.00,-32.00,2600.00,-43056.00,-43056.00,0.00,0.00,0.00,0.00,0.00,1109.00,460.00,162.00,-381.00,868.00,436.00,436.00,2602.00,2342.00,260.00,-1388.00,-1388.00,-32612.00,-32612.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1989:Q4,68299.00,-1352.00,208.00,264.00,-552.00,-124.00,0.00,0.00,0.00,-1148.00,33352.00,33352.00,-6088.00,3988.00,1780.00,-3880.00,-5100.00,-5100.00,0.00,3284.00,-36.00,3320.00,-37252.00,-37252.00,0.00,0.00,0.00,0.00,0.00,4903.00,40.00,562.00,2245.00,2056.00,1176.00,1176.00,34184.00,30766.00,3418.00,-7016.00,-7016.00,44220.00,44220.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1990:Q1,55332.00,10556.00,2776.00,512.00,4996.00,1000.00,0.00,0.00,0.00,1272.00,63662.00,63662.00,-5204.00,-10321.00,-7320.00,-8205.00,2024.00,2024.00,0.00,14648.00,-28.00,14676.00,-27972.00,-27972.00,0.00,0.00,0.00,0.00,0.00,3244.00,1200.00,133.00,1314.00,596.00,712.00,712.00,24415.00,21974.00,2442.00,-2252.00,-2252.00,-18180.00,-18180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1990:Q2,48823.00,-2312.00,3224.00,-204.00,-8104.00,600.00,0.00,0.00,0.00,2172.00,48507.00,48507.00,-7912.00,-7300.00,-9133.00,-6080.00,-1232.00,-1232.00,0.00,8120.00,-24.00,8144.00,-22859.00,-22859.00,0.00,0.00,0.00,0.00,0.00,1996.00,744.00,-99.00,-648.00,2000.00,216.00,216.00,32747.00,29472.00,3275.00,-7820.00,-7820.00,6672.00,6672.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1990:Q3,12209.00,6128.00,3288.00,816.00,1052.00,1600.00,0.00,0.00,0.00,-628.00,53351.00,53351.00,2004.00,-8423.00,-8101.00,1682.00,-5300.00,-5300.00,0.00,-10028.00,-16.00,-10012.00,-34876.00,-34876.00,0.00,0.00,0.00,0.00,0.00,1380.00,80.00,-1.00,29.00,1272.00,3332.00,3332.00,5953.00,5358.00,595.00,-13200.00,-13200.00,11888.00,11888.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1990:Q4,67088.00,-22028.00,2632.00,-4156.00,-2512.00,312.00,-480.00,0.00,0.00,-17824.00,34724.00,34724.00,-5260.00,3080.00,-1935.00,-245.00,3576.00,3576.00,0.00,3656.00,-28.00,3684.00,-13069.00,-13069.00,0.00,0.00,0.00,0.00,0.00,-424.00,-956.00,130.00,1210.00,-808.00,10160.00,10160.00,6361.00,5725.00,636.00,8348.00,8348.00,37964.00,37964.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
