1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2003:Q4,51193097.00,54972.00,90986.00,960976.00,4850930.00,1368879.00,123018.00,3476544.00,303394.00,862547.00,747338.00,677168.00,886097.00,1184681.00,641253.00,401997.00,141431.00,6906219.00,2825433.00,2207320.00,1013152.00,11281674.00,168787.00,6033218.00,1745058.00,6901251.00,31596567.00,7281.00,2200.00,26014.00,9558251.00,82481.00,4823169.00,24866.00,1900376.00,2727359.00,13639946.00,1096935.00,1180180.00,9259899.00,2102932.00,2395518.00,40480.00,150872.00,1305296.00,4470710.00
2004:Q1,53284062.00,54360.00,96903.00,955312.00,5047380.00,1371847.00,122311.00,4253264.00,307566.00,883655.00,716062.00,1460044.00,885937.00,1235034.00,680628.00,413000.00,141406.00,7053561.00,2996006.00,2326845.00,1016866.00,11530681.00,170978.00,6290530.00,1807089.00,6955096.00,33009146.00,7254.00,2200.00,26210.00,10529786.00,91623.00,4944973.00,25132.00,2715380.00,2752678.00,13899088.00,1073399.00,1210746.00,9518471.00,2096472.00,2459744.00,40468.00,162486.00,1325674.00,4556236.00
2004:Q2,54266335.00,52282.00,105514.00,969684.00,5148782.00,1346544.00,125975.00,4343271.00,309565.00,880354.00,703682.00,1531445.00,918226.00,1269441.00,703582.00,425031.00,140828.00,7032161.00,2970480.00,2393306.00,1028378.00,11742684.00,173168.00,6617855.00,1872058.00,7074751.00,33727195.00,7184.00,2200.00,26499.00,10631549.00,98673.00,4994623.00,24221.00,2790143.00,2723889.00,14299525.00,1084879.00,1234248.00,9865859.00,2114539.00,2486874.00,40940.00,166001.00,1342106.00,4724317.00
2004:Q3,54955505.00,52002.00,103561.00,955483.00,5270750.00,1291272.00,127361.00,4378693.00,315716.00,834338.00,779371.00,1547126.00,902143.00,1267127.00,691083.00,434800.00,141244.00,6861891.00,2998377.00,2423181.00,1036786.00,11927715.00,175912.00,6968073.00,1923622.00,7193698.00,34447450.00,7197.00,2200.00,26673.00,10773012.00,105121.00,5093081.00,24183.00,2827172.00,2723455.00,14656231.00,1074240.00,1229435.00,10187681.00,2164875.00,2533792.00,40994.00,176321.00,1360252.00,4870779.00
2004:Q4,57612312.00,54298.00,115469.00,977056.00,5350091.00,1340300.00,130177.00,4588296.00,331463.00,964259.00,839847.00,1579556.00,873171.00,1348345.00,755169.00,447891.00,145285.00,7663067.00,3252177.00,2381795.00,1060352.00,12411509.00,179232.00,7232805.00,2094695.00,7432649.00,35204429.00,7609.00,2200.00,26703.00,10941087.00,97782.00,5226622.00,24261.00,2876826.00,2715596.00,15175406.00,1113817.00,1314593.00,10526877.00,2220119.00,2578712.00,41566.00,166000.00,1412797.00,4852349.00
2005:Q1,58320190.00,47496.00,128703.00,984647.00,5485092.00,1304456.00,130469.00,4658369.00,328825.00,975974.00,842236.00,1602554.00,908780.00,1335754.00,735506.00,455473.00,144775.00,7658876.00,3218777.00,2516374.00,1059341.00,12505687.00,182632.00,7451122.00,2151198.00,7501197.00,36095814.00,7402.00,2200.00,26902.00,11164566.00,112002.00,5379919.00,24076.00,2936062.00,2712507.00,15476100.00,1128538.00,1338205.00,10804383.00,2204974.00,2654898.00,41567.00,179862.00,1439553.00,5102764.00
2005:Q2,59640471.00,46157.00,122045.00,1008495.00,5597617.00,1310638.00,132857.00,4731600.00,330115.00,966934.00,910469.00,1639356.00,884726.00,1352602.00,745470.00,462180.00,144952.00,7844547.00,3266097.00,2629168.00,1063746.00,12754182.00,186032.00,7735805.00,2184743.00,7674140.00,36814116.00,7137.00,2200.00,27172.00,11152791.00,110680.00,5333242.00,23730.00,3000212.00,2684927.00,15968285.00,1185953.00,1367690.00,11182253.00,2232389.00,2739212.00,41985.00,180403.00,1432383.00,5262548.00
2005:Q3,61283479.00,41025.00,118003.00,972355.00,5800424.00,1353066.00,140316.00,4703659.00,346275.00,984694.00,921410.00,1659010.00,792270.00,1362003.00,738763.00,473728.00,149512.00,8249040.00,3413803.00,2730579.00,1078204.00,13038886.00,189437.00,8026302.00,2174867.00,7891510.00,37579390.00,7102.00,2200.00,27401.00,11290343.00,116494.00,5420140.00,23636.00,3043677.00,2686396.00,16423227.00,1199460.00,1373411.00,11571971.00,2278385.00,2836264.00,42055.00,181445.00,1471577.00,5297776.00
2005:Q4,62876469.00,35057.00,127418.00,1031366.00,5907855.00,1453400.00,144758.00,5027428.00,362907.00,1043169.00,993829.00,1690730.00,936793.00,1367222.00,736908.00,480909.00,149405.00,8352679.00,3458793.00,2752636.00,1082599.00,13304593.00,193916.00,8336318.00,2205709.00,8094722.00,38385873.00,7003.00,2200.00,27482.00,11449274.00,90072.00,5560940.00,23835.00,3099948.00,2674479.00,16915935.00,1244891.00,1400190.00,11950299.00,2320555.00,2905986.00,42702.00,172902.00,1552759.00,5309630.00
2006:Q1,65011012.00,34898.00,109875.00,1000644.00,6111718.00,1460638.00,139398.00,5164384.00,357871.00,1197925.00,983749.00,1684747.00,940092.00,1472560.00,764434.00,477512.00,230614.00,9099011.00,3710082.00,2821888.00,1010841.00,13635953.00,198479.00,8483178.00,2295735.00,8261729.00,39144738.00,7059.00,2200.00,27626.00,11629872.00,96496.00,5703174.00,23582.00,3115338.00,2691282.00,17416188.00,1287709.00,1439488.00,12351406.00,2337585.00,2937678.00,42778.00,187071.00,1597822.00,5296444.00
2006:Q2,65489420.00,36558.00,125711.00,979816.00,6184533.00,1514941.00,142837.00,5286406.00,375107.00,1197632.00,943660.00,1744484.00,1025523.00,1510132.00,805589.00,476119.00,228424.00,8781511.00,3649747.00,2905249.00,1008792.00,13734994.00,203042.00,8587479.00,2355401.00,8482271.00,39916060.00,7248.00,2200.00,27815.00,11657467.00,111673.00,5632891.00,23639.00,3178423.00,2710841.00,17912177.00,1331763.00,1493644.00,12737159.00,2349611.00,3009715.00,43333.00,186331.00,1658667.00,5411107.00
2006:Q3,66597374.00,35088.00,115446.00,955825.00,6342119.00,1566665.00,146918.00,5087238.00,382934.00,1114605.00,950829.00,1728176.00,910694.00,1521260.00,814089.00,475043.00,232128.00,9047027.00,3769036.00,2898399.00,1027851.00,14047385.00,206329.00,8710324.00,2447677.00,8672787.00,40613481.00,7234.00,2200.00,28065.00,11748119.00,110581.00,5691443.00,23385.00,3205030.00,2717680.00,18361651.00,1377893.00,1501119.00,13071198.00,2411441.00,3041701.00,43470.00,187903.00,1709242.00,5483896.00
2006:Q4,69083942.00,34239.00,119282.00,944044.00,6510321.00,1705793.00,151621.00,5101879.00,392455.00,1006346.00,1052884.00,1745453.00,904741.00,1520663.00,815026.00,473840.00,231797.00,10338675.00,4053760.00,2780853.00,1055178.00,14309890.00,210515.00,8753277.00,2440731.00,9053222.00,41267736.00,7371.00,2200.00,28064.00,11952035.00,112519.00,5780414.00,23509.00,3286520.00,2749073.00,18848264.00,1429682.00,1607032.00,13354834.00,2456716.00,3086727.00,44204.00,181110.00,1726286.00,5391475.00
2007:Q1,70745164.00,34491.00,118840.00,927555.00,6703005.00,1702676.00,153030.00,5235782.00,382819.00,1012043.00,1101667.00,1767669.00,971584.00,1571634.00,859144.00,474601.00,237889.00,10718466.00,4237926.00,2878880.00,1059391.00,14490897.00,213394.00,8907709.00,2669269.00,9122219.00,42123919.00,7399.00,2200.00,28166.00,12202589.00,126170.00,5917644.00,23180.00,3359782.00,2775813.00,19193838.00,1451970.00,1651928.00,13649673.00,2440267.00,3129865.00,44565.00,169864.00,1761275.00,5584158.00
2007:Q2,72495256.00,34129.00,135753.00,916543.00,6752523.00,1780896.00,149092.00,5332679.00,393784.00,1028603.00,1141428.00,1820436.00,948428.00,1637504.00,925725.00,472851.00,238928.00,11082311.00,4503395.00,2982713.00,1076425.00,14846723.00,216274.00,8935896.00,2734264.00,9378136.00,42775691.00,7426.00,2200.00,27835.00,12237916.00,154348.00,5796827.00,23156.00,3442176.00,2821409.00,19699315.00,1480843.00,1788262.00,13953017.00,2477193.00,3196495.00,45132.00,160694.00,1830504.00,5568174.00
2007:Q3,73636246.00,35716.00,141808.00,894904.00,6868751.00,1932095.00,149401.00,5643811.00,343216.00,1010587.00,1289865.00,1812201.00,1187942.00,1644745.00,925855.00,471743.00,247147.00,10952370.00,4619955.00,3036552.00,1079149.00,15062236.00,218476.00,8937278.00,2854255.00,9564745.00,43615253.00,7627.00,2200.00,27484.00,12380109.00,131417.00,5918987.00,22953.00,3471376.00,2835376.00,20234596.00,1583603.00,1845201.00,14249972.00,2555820.00,3227041.00,45116.00,150407.00,1884178.00,5656495.00
2007:Q4,73649992.00,36379.00,137972.00,940243.00,6992383.00,2091791.00,150298.00,5760855.00,326699.00,944883.00,1313570.00,1831310.00,1344393.00,1756040.00,1037623.00,470397.00,248020.00,10188256.00,4552185.00,3007131.00,1077158.00,15074847.00,222379.00,8814802.00,2892897.00,9954376.00,44491830.00,7742.00,2200.00,27383.00,12609632.00,123815.00,6051176.00,23139.00,3542387.00,2869115.00,20666954.00,1664182.00,1945543.00,14447349.00,2609880.00,3278531.00,45769.00,135299.00,1965544.00,5752776.00
2008:Q1,71961220.00,39232.00,139102.00,920671.00,7125607.00,2280838.00,148556.00,5667524.00,294101.00,929408.00,1264359.00,1821651.00,1358005.00,1888006.00,1166186.00,467983.00,253837.00,9218932.00,4251491.00,3038660.00,1063985.00,14834330.00,227007.00,8414898.00,2971093.00,9731288.00,45337773.00,8057.00,2200.00,27156.00,12870054.00,139958.00,6235995.00,23458.00,3578203.00,2892440.00,20940445.00,1737246.00,2012812.00,14587922.00,2602465.00,3283653.00,45682.00,156149.00,1993765.00,6010612.00
2008:Q2,71176898.00,39560.00,115345.00,884690.00,7084965.00,2225232.00,146231.00,5954255.00,261504.00,1056842.00,1340595.00,1857443.00,1437871.00,1875656.00,1146211.00,473743.00,255702.00,8735130.00,4292110.00,3055716.00,1070140.00,14900442.00,231634.00,7963250.00,3085487.00,9517055.00,45541512.00,8004.00,2200.00,27039.00,12939164.00,139829.00,6194084.00,23521.00,3621511.00,2960219.00,20978102.00,1742199.00,1979030.00,14636048.00,2620825.00,3277742.00,46170.00,140753.00,2026076.00,6096262.00
2008:Q3,69840973.00,37076.00,102106.00,1181228.00,7211369.00,2285523.00,138256.00,6441330.00,210880.00,1022031.00,1547321.00,1889665.00,1771433.00,1886152.00,1152040.00,467105.00,267007.00,7589422.00,3755674.00,2985095.00,1063746.00,14632645.00,236796.00,7769051.00,3092661.00,9432842.00,46573429.00,7630.00,2200.00,26742.00,13515172.00,146540.00,6739828.00,23098.00,3625980.00,2979726.00,21196681.00,1820505.00,2117169.00,14614888.00,2644119.00,3228934.00,46054.00,158551.00,2000239.00,6391226.00
2008:Q4,66194539.00,40556.00,94596.00,1348121.00,7136627.00,2507928.00,137023.00,6456748.00,190818.00,854866.00,1556901.00,1955541.00,1898622.00,1615494.00,876297.00,467786.00,271411.00,5929650.00,2939265.00,2824724.00,1050163.00,14081512.00,242383.00,7331735.00,3011097.00,9446917.00,47613734.00,7547.00,2200.00,26551.00,14147613.00,131479.00,7353471.00,23346.00,3653281.00,2986036.00,20917741.00,1852554.00,1872119.00,14548884.00,2644184.00,3142468.00,46747.00,145108.00,2053934.00,7123825.00
2009:Q1,65176325.00,40167.00,91251.00,1249804.00,7204336.00,2486922.00,133331.00,7145013.00,176730.00,1162859.00,1355353.00,1975206.00,2474865.00,1561139.00,815278.00,464420.00,281441.00,5176860.00,2759021.00,2820303.00,1055032.00,13961250.00,244734.00,6940791.00,3123958.00,9182413.00,47965847.00,7325.00,2200.00,26550.00,14702739.00,106923.00,7797619.00,22548.00,3684905.00,3090744.00,20567584.00,1691150.00,1765619.00,14532185.00,2578630.00,3064385.00,46689.00,144810.00,1990383.00,7413182.00
2009:Q2,66642851.00,45699.00,91828.00,1393555.00,7130189.00,2403237.00,133788.00,6840680.00,189903.00,1233320.00,1127981.00,2000950.00,2288526.00,1606047.00,849235.00,471233.00,285579.00,6251260.00,3282914.00,2836185.00,1073408.00,14472669.00,247085.00,6471433.00,3234537.00,9128338.00,48186283.00,7605.00,2200.00,26549.00,15138438.00,86182.00,8140620.00,22274.00,3730794.00,3158568.00,20389078.00,1622592.00,1753413.00,14463809.00,2549264.00,3056833.00,47204.00,137671.00,2000754.00,7379951.00
2009:Q3,68534313.00,97060.00,92275.00,1359228.00,7230591.00,2240450.00,136254.00,6712431.00,190742.00,1378617.00,1115924.00,1976046.00,2051102.00,1693815.00,898580.00,482088.00,313147.00,7445006.00,3835952.00,2799555.00,1094398.00,15023172.00,249637.00,6132280.00,3328533.00,9063676.00,48429910.00,55953.00,5200.00,26299.00,15568521.00,72903.00,8534306.00,23202.00,3757328.00,3180782.00,20198589.00,1535483.00,1743651.00,14360345.00,2559110.00,3060795.00,47239.00,143201.00,2046231.00,7277882.00
2009:Q4,69482094.00,94289.00,94252.00,1378169.00,7408551.00,2178001.00,134581.00,6695712.00,168189.00,1513420.00,1016359.00,2040262.00,1957482.00,1743448.00,903849.00,480828.00,358771.00,7532241.00,4065022.00,2743199.00,1109537.00,15290349.00,250938.00,6126869.00,3245113.00,9391823.00,48666998.00,55364.00,5200.00,26199.00,15965802.00,58412.00,8859150.00,23495.00,3823445.00,3201300.00,19952816.00,1474195.00,1661363.00,14261868.00,2555390.00,3100819.00,47845.00,135593.00,1991217.00,7386143.00
2010:Q1,70688291.00,91928.00,96583.00,1370352.00,7499110.00,1980390.00,134432.00,6747075.00,189557.00,1646739.00,1047308.00,2075483.00,1787988.00,1762629.00,905672.00,479432.00,377525.00,7853659.00,4316562.00,2840954.00,1115109.00,15713845.00,253622.00,6164398.00,3239728.00,9507916.00,49151045.00,53618.00,5200.00,26199.00,16532924.00,73619.00,9320148.00,23581.00,3858383.00,3257193.00,19702862.00,1488323.00,1621016.00,14099977.00,2493546.00,3160686.00,47750.00,149174.00,2044594.00,7428038.00
2010:Q2,69782968.00,89592.00,99998.00,1458212.00,7464609.00,1874663.00,132890.00,6588879.00,190752.00,1762154.00,910096.00,2069750.00,1656127.00,1778914.00,908242.00,478239.00,392433.00,7067151.00,4051015.00,2918341.00,1099967.00,15661350.00,256306.00,6433461.00,3293718.00,9513902.00,49882319.00,52228.00,5200.00,26198.00,16897733.00,81981.00,9668612.00,23850.00,3859913.00,3263377.00,19541474.00,1469443.00,1609363.00,13983809.00,2478859.00,3216479.00,47927.00,143402.00,2074677.00,7877001.00
2010:Q3,72083334.00,96025.00,99666.00,1493427.00,7570778.00,1857152.00,136603.00,6231005.00,196715.00,1739477.00,906487.00,2039457.00,1348869.00,1847952.00,922609.00,479393.00,445950.00,8080664.00,4463132.00,2936293.00,1126551.00,16300881.00,259335.00,6571612.00,3425721.00,9586537.00,50405558.00,54958.00,5200.00,25923.00,17404635.00,97941.00,10075277.00,23971.00,3862587.00,3344859.00,19457127.00,1465140.00,1621339.00,13866431.00,2504217.00,3249411.00,48092.00,146404.00,2147457.00,7866352.00
2010:Q4,74959747.00,95148.00,107897.00,1636765.00,7592196.00,1854288.00,137889.00,6738485.00,191882.00,1796316.00,971407.00,2107420.00,1671460.00,1891795.00,930383.00,481517.00,479895.00,8972067.00,4721465.00,2885739.00,1137483.00,16873720.00,262089.00,6759122.00,3402902.00,9890697.00,50795182.00,54387.00,5200.00,25923.00,17917852.00,82930.00,10504401.00,24161.00,3926913.00,3379447.00,19315095.00,1465612.00,1547616.00,13654664.00,2647203.00,3301684.00,48707.00,142018.00,2134024.00,7850293.00
2011:Q1,76333730.00,100919.00,117580.00,1445344.00,7689405.00,1808723.00,135991.00,6649628.00,190985.00,1664165.00,1138106.00,2114360.00,1542012.00,1946375.00,938089.00,480094.00,528192.00,9593100.00,4972032.00,2966246.00,1153338.00,17197418.00,265460.00,6945713.00,3443022.00,9903436.00,51105738.00,55993.00,5200.00,25923.00,18207442.00,110462.00,10750189.00,24459.00,3910480.00,3411852.00,19229572.00,1457157.00,1583245.00,13559974.00,2629196.00,3321111.00,48777.00,160009.00,2147214.00,7904497.00
2011:Q2,76753929.00,108521.00,106930.00,1529936.00,7856783.00,1786103.00,134199.00,6363448.00,184720.00,1477890.00,1079989.00,2077055.00,1543794.00,2006831.00,982664.00,479722.00,544445.00,9556925.00,5037261.00,3060776.00,1167209.00,17327797.00,268690.00,7014000.00,3618177.00,9810343.00,51436167.00,56521.00,5200.00,25923.00,18223541.00,106912.00,10756203.00,24498.00,3878899.00,3457029.00,19161512.00,1434893.00,1614007.00,13458334.00,2654278.00,3367696.00,49209.00,150042.00,2186543.00,8209980.00
2011:Q3,74465209.00,109893.00,102546.00,1588429.00,7869407.00,1784414.00,133326.00,6250852.00,175669.00,1335595.00,1026085.00,2049650.00,1663853.00,2059094.00,992973.00,479474.00,586647.00,7926017.00,4464928.00,3088726.00,1171739.00,16898430.00,271213.00,7169886.00,3686556.00,9889752.00,52212183.00,55150.00,5200.00,25923.00,18770462.00,124687.00,11251962.00,24982.00,3863846.00,3504985.00,19108362.00,1467477.00,1561482.00,13375535.00,2703868.00,3392733.00,49498.00,159124.00,2250915.00,8394817.00
2011:Q4,76429608.00,110914.00,92187.00,1751566.00,7996838.00,1802266.00,133781.00,6148553.00,177971.00,1353579.00,878551.00,2025445.00,1713007.00,2019391.00,933215.00,477284.00,608892.00,8585992.00,4661623.00,3040521.00,1199263.00,17301287.00,272789.00,7412833.00,3759184.00,10140621.00,52695826.00,54219.00,5200.00,25923.00,19204235.00,116309.00,11641982.00,25268.00,3878914.00,3541762.00,19182243.00,1541720.00,1571869.00,13310387.00,2758267.00,3430075.00,49970.00,151398.00,2236799.00,8355764.00
2012:Q1,78867597.00,112491.00,88358.00,1688997.00,8139356.00,1789784.00,134992.00,5968576.00,166185.00,1443935.00,770916.00,1995192.00,1592348.00,2050542.00,936887.00,472205.00,641450.00,9699804.00,5202526.00,3110744.00,1198336.00,17881018.00,274281.00,7512385.00,3815478.00,10199929.00,53169667.00,54707.00,5200.00,25923.00,19682826.00,127585.00,12024672.00,24433.00,3878033.00,3628103.00,19145297.00,1580632.00,1586479.00,13230643.00,2747543.00,3457467.00,50076.00,163675.00,2251222.00,8333274.00
2012:Q2,78886697.00,113605.00,79214.00,1757206.00,8205734.00,1749100.00,136043.00,6035235.00,163058.00,1515558.00,776257.00,1985097.00,1595265.00,2091219.00,954969.00,467798.00,668452.00,9254224.00,5113604.00,3159242.00,1173144.00,17834159.00,275839.00,7684689.00,3904218.00,10320222.00,53825279.00,53593.00,5200.00,25923.00,19953837.00,132082.00,12229137.00,24468.00,3889668.00,3678482.00,19197755.00,1684144.00,1559929.00,13156785.00,2796897.00,3502722.00,50436.00,163822.00,2319849.00,8552143.00
2012:Q3,80745744.00,116305.00,84862.00,1773663.00,8262915.00,1779967.00,135493.00,6010463.00,164247.00,1481156.00,810525.00,1926771.00,1627764.00,2136051.00,961434.00,465386.00,709231.00,9844490.00,5417862.00,3181900.00,1181835.00,18187141.00,277440.00,7989417.00,4056086.00,10309854.00,54323154.00,54463.00,5200.00,25923.00,20293120.00,136004.00,12478715.00,24394.00,3878086.00,3775921.00,19234253.00,1645701.00,1627953.00,13103854.00,2856745.00,3541157.00,50381.00,166615.00,2371779.00,8580263.00
2012:Q4,81880060.00,114201.00,84860.00,1933163.00,8443273.00,1868746.00,135199.00,6000592.00,161499.00,1638177.00,735134.00,1873330.00,1592452.00,2152329.00,964089.00,459933.00,728307.00,9968839.00,5497087.00,3105638.00,1186353.00,18338934.00,279911.00,8172485.00,4134652.00,10463798.00,55124878.00,54277.00,5200.00,25923.00,20717025.00,130330.00,12822949.00,24879.00,3871607.00,3867260.00,19416072.00,1742771.00,1676162.00,13076785.00,2920354.00,3561828.00,50257.00,161320.00,2406125.00,8726851.00
2013:Q1,84638809.00,111638.00,106984.00,1959416.00,8504429.00,1815785.00,135884.00,5901156.00,155556.00,1715904.00,693693.00,1871171.00,1464832.00,2179900.00,954803.00,461911.00,763186.00,11223813.00,5938304.00,3252369.00,1198003.00,18798425.00,282237.00,8387037.00,4092764.00,10750665.00,55525537.00,52945.00,5200.00,25923.00,21157712.00,140087.00,13171026.00,24626.00,3877192.00,3944781.00,19361542.00,1737207.00,1680365.00,13022745.00,2921225.00,3611121.00,50298.00,168524.00,2432852.00,8659420.00
2013:Q2,85843239.00,111271.00,120259.00,1970525.00,8529070.00,1804821.00,134228.00,6018496.00,148501.00,1835782.00,705623.00,1896608.00,1431982.00,2244205.00,1008815.00,458259.00,777131.00,11434685.00,5904724.00,3387660.00,1201356.00,18950124.00,284797.00,8696797.00,4188866.00,10861355.00,55740282.00,53113.00,5200.00,25923.00,21087294.00,147247.00,13066246.00,24962.00,3861830.00,3987009.00,19468649.00,1779973.00,1716058.00,13008100.00,2964518.00,3676109.00,50481.00,157033.00,2468801.00,8747680.00
2013:Q3,88050904.00,112631.00,120123.00,1961394.00,8657927.00,1875140.00,138514.00,5995148.00,143682.00,1827199.00,726064.00,1885856.00,1412347.00,2282223.00,1008720.00,458234.00,815269.00,12146136.00,6191352.00,3451126.00,1217525.00,19363542.00,287365.00,9051901.00,4313096.00,10885762.00,56200559.00,54177.00,5200.00,25573.00,21232262.00,171169.00,13118316.00,25098.00,3824145.00,4093534.00,19629057.00,1824908.00,1718178.00,13050440.00,3035531.00,3727543.00,50357.00,159446.00,2513330.00,8803615.00
2013:Q4,90843397.00,109789.00,129590.00,2220560.00,8718965.00,1939903.00,135124.00,5943322.00,141270.00,1826824.00,741273.00,1864951.00,1369004.00,2324395.00,1034745.00,458863.00,830787.00,13047208.00,6539783.00,3428786.00,1233043.00,19860867.00,287257.00,9326280.00,4389539.00,11208987.00,56661225.00,54386.00,5200.00,25573.00,21796392.00,144511.00,13680640.00,24487.00,3803473.00,4143281.00,19767585.00,1866974.00,1746453.00,13057959.00,3096199.00,3754276.00,50487.00,155416.00,2587325.00,8464585.00
2014:Q1,91979915.00,109286.00,119384.00,2213569.00,8898148.00,1863968.00,139702.00,5811424.00,144764.00,1716179.00,774195.00,1844497.00,1331789.00,2427042.00,1087964.00,469038.00,870040.00,13364734.00,6754937.00,3497819.00,1242635.00,20063645.00,291425.00,9418751.00,4417276.00,11346170.00,57287482.00,54585.00,5200.00,25573.00,22142561.00,180154.00,13930548.00,24003.00,3791609.00,4216247.00,19826639.00,1909158.00,1760754.00,13053755.00,3102972.00,3798728.00,50467.00,162292.00,2566484.00,8654954.00
2014:Q2,93854928.00,110123.00,129294.00,2295015.00,8919368.00,1832081.00,144939.00,5667058.00,138711.00,1567990.00,757018.00,1827958.00,1375381.00,2444736.00,1084841.00,474982.00,884913.00,14230235.00,7040624.00,3577287.00,1258371.00,20382989.00,289883.00,9582199.00,4534670.00,11416055.00,57753336.00,54594.00,5200.00,25573.00,22160925.00,185778.00,13886966.00,24035.00,3787130.00,4277016.00,20076948.00,2013449.00,1803582.00,13089331.00,3170586.00,3861742.00,50605.00,158470.00,2635327.00,8723952.00
2014:Q3,94232148.00,103748.00,125569.00,2328679.00,9020758.00,1867025.00,151929.00,5714292.00,136312.00,1535565.00,814520.00,1771992.00,1455903.00,2511972.00,1111568.00,475399.00,925005.00,13974843.00,6941947.00,3584820.00,1264801.00,20421836.00,294980.00,9748039.00,4588913.00,11587997.00,58488185.00,52358.00,5200.00,25323.00,22426505.00,207060.00,14117408.00,23857.00,3752524.00,4325656.00,20310594.00,2051805.00,1861232.00,13148130.00,3249427.00,3892120.00,50911.00,167030.00,2718329.00,8839816.00
2014:Q4,96182071.00,97964.00,114362.00,2508173.00,9226902.00,1922237.00,153825.00,5761715.00,137548.00,1578243.00,783034.00,1747222.00,1515668.00,2505295.00,1088579.00,478503.00,938213.00,14572153.00,7045592.00,3535175.00,1282760.00,20658687.00,302863.00,9980713.00,4615590.00,11898065.00,59240407.00,51166.00,5200.00,25323.00,22797660.00,181963.00,14416680.00,24374.00,3761510.00,4413133.00,20526737.00,2144936.00,1852420.00,13211390.00,3317991.00,3939269.00,51257.00,157768.00,2750836.00,8935191.00
2015:Q1,97805589.00,88721.00,96233.00,2409666.00,9445895.00,1817319.00,157381.00,5713552.00,137769.00,1615847.00,764601.00,1750486.00,1444849.00,2553318.00,1091050.00,484963.00,977305.00,15111486.00,7149690.00,3598272.00,1299959.00,21039453.00,309469.00,10244865.00,4651898.00,12118413.00,59723741.00,48718.00,5200.00,25323.00,22962460.00,188237.00,14434858.00,24131.00,3789363.00,4525871.00,20612152.00,2207714.00,1854255.00,13227354.00,3322829.00,3958129.00,50736.00,176161.00,2853871.00,9030990.00
2015:Q2,98644359.00,89475.00,96905.00,2630936.00,9404199.00,1804456.00,159941.00,5843937.00,135289.00,1702210.00,802246.00,1768102.00,1436090.00,2544701.00,1064758.00,487731.00,992212.00,15044847.00,7142041.00,3657351.00,1303799.00,21169841.00,311158.00,10396072.00,4714230.00,12330471.00,60306882.00,49668.00,5200.00,25323.00,23034248.00,177495.00,14353401.00,24650.00,3799368.00,4679334.00,20865455.00,2271711.00,1862616.00,13333312.00,3397816.00,4015642.00,50967.00,175648.00,2914448.00,9170283.00
2015:Q3,97237952.00,89177.00,85068.00,2515971.00,9596117.00,1828541.00,164338.00,6009502.00,136377.00,1788890.00,881996.00,1740151.00,1462088.00,2580282.00,1061131.00,492090.00,1027061.00,13696173.00,6687315.00,3653903.00,1298267.00,20878321.00,323600.00,10564932.00,4724582.00,12541863.00,61093441.00,49574.00,5200.00,25323.00,23149477.00,201196.00,14376720.00,24095.00,3787066.00,4760400.00,20993878.00,2310738.00,1763302.00,13438487.00,3481351.00,4015609.00,50822.00,178069.00,2957441.00,9668048.00
2015:Q4,99601071.00,86912.00,79588.00,2785713.00,9739975.00,1912171.00,168052.00,6099194.00,133078.00,1908853.00,973367.00,1690347.00,1393549.00,2575871.00,1040868.00,497600.00,1037403.00,14369614.00,6841618.00,3586250.00,1310567.00,21247598.00,331968.00,10747569.00,4807171.00,12911240.00,61903531.00,48938.00,5200.00,25322.00,23932913.00,176548.00,15141072.00,24554.00,3777040.00,4813699.00,21271499.00,2436424.00,1750818.00,13548529.00,3535728.00,4006290.00,51149.00,164927.00,2976539.00,9420754.00
2016:Q1,100339590.00,87957.00,70010.00,2814654.00,9860421.00,1881874.00,165654.00,6014835.00,131813.00,1884794.00,935986.00,1692039.00,1370203.00,2657791.00,1084048.00,499508.00,1074235.00,14408623.00,6854804.00,3634546.00,1324278.00,21455189.00,336869.00,10813673.00,4899449.00,13058963.00,62583113.00,49753.00,5200.00,25322.00,24330922.00,185460.00,15377316.00,24439.00,3797574.00,4946133.00,21424840.00,2511937.00,1759498.00,13614038.00,3539367.00,4013522.00,51050.00,164964.00,2988616.00,9528924.00
