date,FU146110005.Q,FU146000105.Q,FU145090005.Q,FU145050005.Q,FU145019005.Q,FU145012005.Q,FU145013005.Q,FU145020005.Q,FU105420005.Q,FU145000005.Q,FU144090005.Q,FU103091003.Q,FU143020005.Q,FU143030005.Q,FU143034005.Q,FU102051003.Q,FU144022005.Q,FU103069100.Q,FU143061105.Q,FU103061703.Q,FU143062005.Q,FU144023005.Q,FU143065005.Q,FU143066005.Q,FU103064203.Q,FU143070005.Q,FU103092005.Q,FU143090005.Q,FU144190005.Q,FU104122005.Q,FU103169100.Q,FU103162000.Q,FU103163003.Q,FU144123005.Q,FU143168005.Q,FU143169005.Q,FU143165005.Q,FU103164103.Q,FU143170005.Q,FU143178005.Q,FU143192005.Q,FU143190005.Q,FU112090205.Q,FU107005005.Q
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,76102.00,27407.00,23044.00,35007.00,29465.00,2427.00,27038.00,5658.00,-116.00,-11963.00,5390.00,-41.00,-74.00,0.00,0.00,0.00,715.00,51.00,562.00,0.00,102.00,921.00,14.00,907.00,0.00,2116.00,695.00,1058.00,17353.00,4294.00,-6.00,0.00,4300.00,3113.00,697.00,416.00,2000.00,1000.00,2722.00,775.00,29.00,601.00,4819.00,4364.00
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,64531.00,28252.00,24617.00,24363.00,27254.00,2390.00,24864.00,-2692.00,-199.00,254.00,4064.00,0.00,903.00,0.00,0.00,0.00,1962.00,85.00,1844.00,0.00,33.00,630.00,-6.00,636.00,0.00,-899.00,631.00,837.00,3810.00,2899.00,-4.00,0.00,2903.00,66.00,-2026.00,210.00,1882.00,1212.00,0.00,-2302.00,46.00,477.00,1412.00,3635.00
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,81298.00,27677.00,24128.00,36032.00,30531.00,3052.00,27479.00,5770.00,-269.00,-11904.00,18413.00,47.00,1548.00,0.00,0.00,0.00,3218.00,-122.00,3173.00,0.00,167.00,1294.00,-1.00,1295.00,0.00,11039.00,585.00,682.00,30317.00,1669.00,45.00,0.00,1624.00,7485.00,4598.00,602.00,2285.00,1288.00,9236.00,7255.00,80.00,1202.00,2103.00,3549.00
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,87373.00,30974.00,31877.00,43493.00,33856.00,2543.00,31313.00,9909.00,-272.00,-11616.00,8740.00,34.00,2148.00,0.00,0.00,0.00,922.00,-53.00,783.00,0.00,192.00,736.00,3.00,733.00,0.00,3264.00,465.00,1171.00,20356.00,3356.00,62.00,0.00,3294.00,8366.00,5023.00,723.00,2620.00,2107.00,-43.00,4476.00,83.00,302.00,1709.00,-903.00
1952:Q1,20535.00,8430.00,9003.00,9848.00,8726.00,621.00,8106.00,1183.00,-61.00,-844.00,-181.00,-7.00,-1330.00,0.00,0.00,0.00,-762.00,48.00,-791.00,0.00,-19.00,-783.00,1.00,-784.00,0.00,2198.00,164.00,339.00,663.00,1140.00,59.00,0.00,1081.00,286.00,-227.00,-3.00,516.00,573.00,-1303.00,-1725.00,56.00,260.00,1376.00,-574.00
1952:Q2,20336.00,8136.00,9738.00,8456.00,8898.00,642.00,8256.00,-381.00,-61.00,1282.00,-95.00,18.00,1183.00,0.00,0.00,0.00,-1270.00,294.00,-1227.00,0.00,-337.00,742.00,1.00,741.00,0.00,-1343.00,354.00,221.00,-1377.00,1446.00,-24.00,0.00,1470.00,695.00,-89.00,222.00,562.00,664.00,-2039.00,-2202.00,98.00,246.00,-285.00,-1602.00
1952:Q3,20799.00,8206.00,8396.00,9535.00,8204.00,632.00,7573.00,1394.00,-63.00,-1139.00,5634.00,-4.00,346.00,0.00,0.00,0.00,452.00,-21.00,383.00,0.00,90.00,169.00,1.00,168.00,0.00,4153.00,64.00,454.00,6773.00,1169.00,42.00,0.00,1127.00,1149.00,488.00,152.00,509.00,390.00,2717.00,628.00,86.00,144.00,490.00,-190.00
1952:Q4,21324.00,8835.00,5671.00,10186.00,8934.00,674.00,8260.00,1319.00,-67.00,-4515.00,2163.00,-23.00,117.00,0.00,0.00,0.00,648.00,-216.00,629.00,0.00,235.00,1126.00,1.00,1125.00,0.00,-242.00,228.00,309.00,6678.00,1012.00,-15.00,0.00,1027.00,1834.00,1003.00,352.00,479.00,693.00,1972.00,143.00,-138.00,205.00,957.00,3164.00
1953:Q1,21794.00,9000.00,9297.00,10274.00,9378.00,697.00,8681.00,973.00,-77.00,-976.00,-806.00,27.00,-3129.00,0.00,0.00,0.00,586.00,17.00,517.00,0.00,52.00,-891.00,1.00,-892.00,0.00,2015.00,166.00,420.00,170.00,799.00,39.00,0.00,760.00,770.00,-22.00,340.00,452.00,518.00,-820.00,-1374.00,126.00,-225.00,376.00,-298.00
1953:Q2,21689.00,8681.00,9463.00,10347.00,9534.00,699.00,8835.00,894.00,-82.00,-883.00,579.00,-28.00,2049.00,0.00,0.00,0.00,-1660.00,-18.00,-1710.00,0.00,68.00,477.00,1.00,476.00,0.00,-850.00,221.00,370.00,1462.00,940.00,-73.00,0.00,1013.00,461.00,-197.00,83.00,575.00,545.00,423.00,-806.00,78.00,229.00,-407.00,-782.00
1953:Q3,21181.00,8599.00,8795.00,10274.00,9776.00,675.00,9100.00,583.00,-84.00,-1479.00,4119.00,11.00,112.00,0.00,0.00,0.00,1886.00,20.00,1778.00,0.00,88.00,-88.00,0.00,-88.00,0.00,1542.00,170.00,486.00,5598.00,580.00,50.00,0.00,530.00,938.00,426.00,54.00,458.00,315.00,1118.00,2198.00,130.00,82.00,237.00,-196.00
1953:Q4,18934.00,8049.00,5501.00,9075.00,9663.00,665.00,8998.00,-502.00,-86.00,-3574.00,-258.00,29.00,684.00,0.00,0.00,0.00,982.00,-10.00,1008.00,0.00,-16.00,890.00,0.00,890.00,0.00,-3157.00,121.00,193.00,3316.00,1267.00,55.00,0.00,1212.00,-984.00,-1279.00,-232.00,527.00,388.00,-637.00,587.00,-222.00,210.00,2707.00,2548.00
1954:Q1,19722.00,8677.00,8615.00,8799.00,9370.00,659.00,8711.00,-492.00,-79.00,-185.00,-3591.00,1.00,-2781.00,50.00,0.00,0.00,-1287.00,108.00,-1353.00,0.00,-42.00,-1197.00,0.00,-1197.00,0.00,1122.00,115.00,386.00,-3406.00,900.00,123.00,0.00,777.00,460.00,-236.00,240.00,456.00,737.00,-1281.00,-3646.00,80.00,-203.00,-454.00,62.00
1954:Q2,19861.00,9076.00,9522.00,8448.00,9376.00,705.00,8672.00,-845.00,-84.00,1075.00,-585.00,13.00,1774.00,50.00,0.00,0.00,-3028.00,26.00,-3013.00,0.00,-41.00,482.00,0.00,482.00,0.00,-326.00,243.00,207.00,-1660.00,894.00,-41.00,0.00,935.00,196.00,-406.00,-82.00,684.00,522.00,405.00,-3016.00,80.00,326.00,-1067.00,-446.00
1954:Q3,20474.00,9298.00,8970.00,8983.00,9600.00,758.00,8843.00,-523.00,-94.00,-13.00,5840.00,22.00,1546.00,50.00,0.00,0.00,1529.00,-38.00,1492.00,0.00,75.00,-122.00,0.00,-122.00,0.00,2458.00,39.00,318.00,5853.00,1375.00,100.00,0.00,1275.00,617.00,93.00,-70.00,594.00,228.00,2178.00,1839.00,76.00,262.00,-722.00,329.00
1954:Q4,21085.00,9872.00,6734.00,9463.00,9650.00,802.00,8848.00,-79.00,-109.00,-2728.00,4476.00,8.00,1672.00,50.00,0.00,0.00,1123.00,-9.00,1157.00,0.00,-25.00,1184.00,1.00,1183.00,0.00,72.00,202.00,165.00,7204.00,495.00,-53.00,0.00,548.00,1212.00,120.00,304.00,788.00,96.00,2474.00,1604.00,-157.00,322.00,1158.00,3138.00
1955:Q1,22726.00,10521.00,11682.00,10607.00,9791.00,844.00,8947.00,951.00,-135.00,1074.00,1352.00,-11.00,-1428.00,-25.00,0.00,0.00,253.00,-10.00,20.00,150.00,93.00,-1151.00,3.00,-1154.00,0.00,3181.00,81.00,452.00,278.00,477.00,-31.00,0.00,508.00,1087.00,348.00,-27.00,766.00,531.00,197.00,-1831.00,127.00,-158.00,-152.00,-1161.00
1955:Q2,23058.00,10846.00,10425.00,11413.00,10408.00,869.00,9539.00,1155.00,-150.00,-988.00,2818.00,-20.00,1018.00,-25.00,0.00,0.00,-640.00,71.00,-755.00,50.00,-6.00,682.00,4.00,678.00,0.00,1098.00,277.00,428.00,3806.00,604.00,-120.00,0.00,724.00,2766.00,1388.00,292.00,1086.00,160.00,2054.00,-910.00,164.00,450.00,-1482.00,421.00
1955:Q3,23430.00,10731.00,9140.00,11940.00,11028.00,855.00,10173.00,1074.00,-162.00,-2800.00,7517.00,-4.00,616.00,-25.00,0.00,0.00,1924.00,-107.00,1831.00,50.00,150.00,73.00,4.00,69.00,0.00,4416.00,120.00,397.00,10317.00,465.00,-9.00,0.00,474.00,2210.00,1321.00,-49.00,938.00,278.00,4515.00,3222.00,137.00,118.00,-628.00,1591.00
1955:Q4,23904.00,11009.00,5499.00,13151.00,11512.00,825.00,10687.00,1808.00,-169.00,-7652.00,6084.00,6.00,1039.00,-25.00,0.00,0.00,2694.00,-28.00,2662.00,50.00,10.00,1200.00,3.00,1197.00,0.00,641.00,265.00,264.00,13736.00,1302.00,-9.00,0.00,1311.00,3485.00,1920.00,446.00,1119.00,750.00,3714.00,3182.00,-283.00,399.00,1186.00,5509.00
1956:Q1,23527.00,10875.00,10717.00,13137.00,11705.00,831.00,10874.00,1600.00,-168.00,-2419.00,-3214.00,-34.00,-3095.00,0.00,0.00,0.00,-2149.00,-46.00,-2403.00,25.00,275.00,-1154.00,2.00,-1156.00,0.00,2127.00,282.00,809.00,-795.00,422.00,0.00,0.00,422.00,2581.00,1478.00,360.00,743.00,522.00,-832.00,-3297.00,93.00,-451.00,167.00,158.00
1956:Q2,23877.00,10997.00,10423.00,12727.00,12001.00,837.00,11164.00,896.00,-170.00,-2304.00,174.00,46.00,858.00,0.00,0.00,0.00,-3193.00,154.00,-3211.00,25.00,-161.00,506.00,1.00,505.00,0.00,1237.00,348.00,372.00,2478.00,887.00,-73.00,0.00,960.00,2946.00,1947.00,34.00,965.00,234.00,1987.00,-2958.00,55.00,295.00,-968.00,574.00
1956:Q3,23437.00,11432.00,10787.00,13094.00,12374.00,827.00,11547.00,892.00,-172.00,-2308.00,5203.00,-22.00,333.00,0.00,0.00,0.00,-59.00,46.00,-92.00,25.00,-38.00,66.00,1.00,65.00,0.00,3972.00,527.00,386.00,7511.00,1179.00,112.00,0.00,1067.00,1596.00,1072.00,-190.00,714.00,573.00,2205.00,2084.00,35.00,161.00,-322.00,645.00
1956:Q4,24211.00,11465.00,8012.00,12889.00,12501.00,798.00,11703.00,561.00,-173.00,-4877.00,4555.00,19.00,1790.00,0.00,0.00,0.00,1149.00,-66.00,1143.00,25.00,47.00,1172.00,3.00,1169.00,0.00,-510.00,703.00,232.00,9432.00,1004.00,-23.00,0.00,1027.00,2221.00,1130.00,393.00,698.00,921.00,1686.00,2495.00,8.00,-44.00,1141.00,3452.00
1957:Q1,24366.00,11924.00,11577.00,13167.00,12798.00,866.00,11933.00,541.00,-172.00,-1590.00,-1120.00,60.00,-2471.00,0.00,0.00,0.00,-325.00,50.00,-552.00,100.00,77.00,-1405.00,4.00,-1409.00,0.00,2083.00,451.00,487.00,470.00,1445.00,-25.00,0.00,1470.00,1455.00,65.00,670.00,720.00,760.00,-716.00,-2536.00,21.00,-213.00,254.00,347.00
1957:Q2,23958.00,11980.00,11429.00,13305.00,12815.00,846.00,11969.00,664.00,-174.00,-1877.00,257.00,-22.00,832.00,0.00,0.00,0.00,-1861.00,-6.00,-1939.00,100.00,-16.00,664.00,5.00,659.00,0.00,-630.00,1163.00,111.00,2134.00,1432.00,-33.00,0.00,1465.00,2451.00,1616.00,112.00,723.00,903.00,-332.00,-2261.00,48.00,294.00,-401.00,551.00
1957:Q3,23936.00,11981.00,11975.00,13671.00,13146.00,841.00,12305.00,702.00,-177.00,-1696.00,3908.00,-23.00,790.00,0.00,0.00,0.00,749.00,-4.00,546.00,100.00,107.00,-114.00,5.00,-119.00,0.00,1782.00,373.00,351.00,5604.00,1557.00,44.00,0.00,1513.00,679.00,-238.00,167.00,750.00,299.00,1198.00,1554.00,-4.00,256.00,64.00,6.00
1957:Q4,22679.00,11649.00,6436.00,11636.00,12946.00,838.00,12108.00,-1130.00,-181.00,-5199.00,1797.00,-22.00,1556.00,0.00,0.00,0.00,975.00,90.00,816.00,100.00,-31.00,937.00,4.00,933.00,0.00,-2281.00,350.00,282.00,6996.00,1642.00,58.00,0.00,1584.00,1459.00,234.00,344.00,881.00,479.00,1735.00,1110.00,72.00,24.00,476.00,5213.00
1958:Q1,21769.00,11073.00,11830.00,10863.00,12054.00,976.00,11078.00,-1002.00,-189.00,968.00,-2152.00,29.00,-2675.00,550.00,0.00,0.00,-1246.00,311.00,-1195.00,-100.00,-262.00,-1630.00,4.00,-1634.00,0.00,2353.00,144.00,323.00,-3120.00,2159.00,294.00,0.00,1865.00,28.00,-1286.00,669.00,645.00,221.00,-2802.00,-3126.00,26.00,-332.00,706.00,-757.00
1958:Q2,21986.00,11370.00,9876.00,10484.00,11735.00,1002.00,10733.00,-1059.00,-193.00,-608.00,1838.00,-28.00,1809.00,550.00,0.00,0.00,-2080.00,-291.00,-2054.00,-200.00,465.00,518.00,4.00,514.00,0.00,55.00,421.00,593.00,2446.00,1155.00,75.00,0.00,1080.00,1153.00,368.00,-216.00,1001.00,858.00,1491.00,-2504.00,14.00,219.00,60.00,1494.00
1958:Q3,23129.00,11987.00,11246.00,11928.00,11737.00,1085.00,10652.00,387.00,-196.00,-682.00,8156.00,40.00,1484.00,-100.00,0.00,0.00,951.00,-231.00,835.00,50.00,297.00,127.00,4.00,123.00,0.00,5105.00,145.00,404.00,8838.00,1450.00,4.00,0.00,1446.00,632.00,-153.00,-464.00,1249.00,485.00,3527.00,1331.00,3.00,531.00,878.00,741.00
1958:Q4,24585.00,12833.00,8540.00,13405.00,12294.00,1204.00,11090.00,1309.00,-198.00,-4864.00,6470.00,-23.00,2034.00,-100.00,0.00,0.00,2932.00,-14.00,2917.00,50.00,-21.00,1151.00,3.00,1148.00,0.00,-110.00,375.00,211.00,11334.00,1115.00,-137.00,0.00,1252.00,3443.00,1306.00,457.00,1680.00,404.00,3110.00,1704.00,51.00,268.00,1239.00,4293.00
1959:Q1,25342.00,13253.00,12217.00,13512.00,12741.00,1287.00,11455.00,969.00,-198.00,-1295.00,1005.00,-6.00,-2982.00,-100.00,0.00,0.00,1580.00,292.00,1188.00,100.00,0.00,-1056.00,-13.00,-1043.00,0.00,2363.00,261.00,945.00,2299.00,586.00,-6.00,0.00,592.00,1719.00,-186.00,830.00,1075.00,511.00,551.00,-344.00,54.00,5.00,-783.00,1036.00
1959:Q2,26584.00,13856.00,13139.00,14807.00,13185.00,1328.00,11858.00,1822.00,-200.00,-1668.00,5001.00,-6.00,475.00,-100.00,0.00,0.00,1195.00,120.00,824.00,200.00,51.00,682.00,-12.00,694.00,0.00,1551.00,415.00,789.00,6669.00,668.00,-194.00,0.00,862.00,4757.00,2539.00,693.00,1525.00,738.00,1841.00,909.00,82.00,34.00,-2359.00,717.00
1959:Q3,24938.00,13229.00,14424.00,13274.00,13523.00,1289.00,12234.00,96.00,-345.00,1150.00,3852.00,8.00,-1046.00,-100.00,0.00,0.00,2371.00,-382.00,2207.00,100.00,446.00,-139.00,-41.00,-98.00,0.00,2001.00,197.00,560.00,2701.00,637.00,69.00,0.00,568.00,1902.00,836.00,-233.00,1299.00,260.00,666.00,684.00,54.00,117.00,-1619.00,-1195.00
1959:Q4,24595.00,13440.00,9209.00,14166.00,13481.00,1251.00,12231.00,1030.00,-346.00,-4957.00,3102.00,-13.00,1062.00,-100.00,0.00,0.00,1351.00,502.00,1310.00,200.00,-661.00,2067.00,0.00,2067.00,0.00,-1512.00,390.00,-144.00,8059.00,845.00,-212.00,0.00,1057.00,3536.00,1489.00,560.00,1487.00,569.00,1848.00,875.00,20.00,122.00,243.00,4231.00
1960:Q1,25601.00,13834.00,12996.00,16580.00,13901.00,1259.00,12643.00,2800.00,-121.00,-3584.00,-487.00,-11.00,-2923.00,-232.00,0.00,0.00,-982.00,-2.00,-1635.00,0.00,655.00,-2360.00,1.00,-2361.00,0.00,4083.00,650.00,1288.00,3097.00,534.00,112.00,0.00,422.00,2736.00,659.00,1277.00,800.00,351.00,994.00,-1333.00,74.00,-137.00,-122.00,839.00
1960:Q2,24730.00,13422.00,10213.00,14646.00,14019.00,1187.00,12832.00,806.00,-179.00,-4433.00,-712.00,19.00,812.00,-181.00,0.00,0.00,-1849.00,17.00,-1739.00,143.00,-270.00,865.00,1.00,864.00,0.00,-228.00,636.00,-786.00,3721.00,1011.00,120.00,0.00,891.00,3430.00,1265.00,840.00,1325.00,369.00,555.00,-914.00,85.00,69.00,-884.00,3209.00
1960:Q3,24270.00,13439.00,13737.00,14688.00,13792.00,1200.00,12592.00,1080.00,-185.00,-951.00,2303.00,51.00,61.00,259.00,0.00,0.00,-1694.00,-109.00,-1801.00,-153.00,369.00,-365.00,1.00,-366.00,0.00,3090.00,668.00,233.00,3253.00,1017.00,235.00,0.00,782.00,673.00,-282.00,-398.00,1353.00,400.00,1240.00,-108.00,84.00,59.00,-112.00,-298.00
1960:Q4,23741.00,13180.00,7210.00,12153.00,13773.00,1258.00,12516.00,-1453.00,-168.00,-4942.00,1345.00,-56.00,418.00,1654.00,0.00,0.00,-794.00,140.00,-694.00,-74.00,-166.00,1145.00,0.00,1145.00,0.00,-1700.00,866.00,-188.00,6288.00,1314.00,-13.00,0.00,1327.00,3007.00,1085.00,642.00,1280.00,245.00,642.00,765.00,2.00,82.00,230.00,5969.00
1961:Q1,23753.00,12960.00,12812.00,12852.00,13639.00,1338.00,12301.00,-637.00,-150.00,-40.00,-1100.00,41.00,-1809.00,272.00,0.00,0.00,-535.00,-226.00,-527.00,-180.00,398.00,-2263.00,2.00,-2265.00,0.00,2079.00,751.00,364.00,-1059.00,215.00,-146.00,0.00,361.00,1600.00,102.00,96.00,1402.00,670.00,-673.00,-1639.00,54.00,93.00,-1380.00,148.00
1961:Q2,24701.00,13770.00,14257.00,14223.00,13971.00,1426.00,12545.00,448.00,-196.00,34.00,5934.00,24.00,1358.00,591.00,0.00,0.00,-239.00,51.00,-589.00,297.00,2.00,751.00,2.00,749.00,0.00,2297.00,596.00,556.00,5900.00,2056.00,103.00,0.00,1953.00,1910.00,-55.00,199.00,1766.00,1168.00,1113.00,-337.00,80.00,119.00,-209.00,-488.00
1961:Q3,25588.00,14150.00,13777.00,15662.00,14209.00,1573.00,12637.00,1664.00,-212.00,-1884.00,4148.00,25.00,207.00,743.00,0.00,0.00,-1292.00,-368.00,-1348.00,15.00,409.00,80.00,2.00,78.00,0.00,3786.00,658.00,-59.00,6032.00,998.00,291.00,0.00,707.00,1581.00,-29.00,-246.00,1856.00,383.00,1607.00,973.00,59.00,151.00,280.00,373.00
1961:Q4,26952.00,14739.00,9304.00,16025.00,14691.00,1684.00,13006.00,1499.00,-165.00,-6721.00,5029.00,-2.00,3457.00,-506.00,0.00,0.00,856.00,844.00,808.00,0.00,-796.00,1363.00,3.00,1360.00,0.00,80.00,514.00,-733.00,11750.00,1451.00,77.00,0.00,1374.00,4277.00,1517.00,630.00,2130.00,-100.00,2728.00,1624.00,80.00,146.00,1543.00,5435.00
1962:Q1,26844.00,15305.00,15366.00,17160.00,15012.00,1769.00,13244.00,2352.00,-204.00,-1794.00,313.00,-2.00,-3447.00,1295.00,0.00,0.00,565.00,-527.00,121.00,-10.00,981.00,-1434.00,5.00,-1439.00,31.00,1893.00,505.00,907.00,2107.00,863.00,37.00,0.00,826.00,1711.00,-340.00,400.00,1651.00,61.00,-663.00,-358.00,79.00,138.00,276.00,-61.00
1962:Q2,26563.00,15295.00,13159.00,16607.00,15484.00,1872.00,13611.00,1361.00,-237.00,-3449.00,2818.00,32.00,1297.00,159.00,0.00,0.00,-1172.00,345.00,-1156.00,-54.00,-307.00,1124.00,6.00,1118.00,74.00,571.00,763.00,-30.00,6267.00,1505.00,-39.00,0.00,1544.00,4388.00,1914.00,340.00,2134.00,144.00,467.00,85.00,123.00,165.00,-610.00,2136.00
1962:Q3,26949.00,15600.00,14141.00,17043.00,15695.00,1910.00,13785.00,1547.00,-200.00,-2902.00,4549.00,-19.00,1292.00,-651.00,0.00,0.00,-1133.00,172.00,-1416.00,124.00,-13.00,33.00,6.00,27.00,49.00,4021.00,707.00,250.00,7450.00,848.00,271.00,0.00,577.00,2400.00,756.00,-398.00,2042.00,64.00,2679.00,995.00,59.00,155.00,250.00,1458.00
1962:Q4,27301.00,16342.00,12506.00,16324.00,15682.00,1932.00,13750.00,841.00,-199.00,-3819.00,4194.00,-136.00,4440.00,97.00,0.00,0.00,495.00,225.00,662.00,-33.00,-359.00,1256.00,4.00,1252.00,20.00,-2408.00,723.00,-293.00,8012.00,920.00,-165.00,0.00,1085.00,5429.00,2425.00,498.00,2506.00,100.00,365.00,359.00,46.00,135.00,658.00,3836.00
