1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1985:Q3,99804.00,55513.00,14370.00,-44.00,68.00,454.00,1018.00,649.00,-157.00,880.00,8959.00,-3910.00,-203.00,844.00,2983.00,18380.00,39778.00,38665.00,118.00,0.00,1155.00,1073.00,-1868.00,1312.00,-11.00,1023.00,938.00,-3471.00,36.00,343.00,-14.00,0.00,-1636.00,1645.00,78.00,17.00,375.00,60027.00
1985:Q4,68104.00,38977.00,4525.00,-7209.00,777.00,12350.00,-2357.00,130.00,727.00,2741.00,-6660.00,2048.00,639.00,1016.00,2823.00,17577.00,73201.00,41431.00,494.00,0.00,4842.00,103.00,5612.00,-3317.00,-232.00,-478.00,2032.00,18073.00,50.00,6.00,1272.00,0.00,-1363.00,-1769.00,-138.00,5433.00,1150.00,-5097.00
1986:Q1,20204.00,-4701.00,3353.00,6178.00,-1239.00,4493.00,1124.00,-362.00,-153.00,1250.00,-1255.00,-4056.00,490.00,3771.00,11711.00,-400.00,3202.00,-10388.00,734.00,0.00,257.00,237.00,560.00,2119.00,-432.00,803.00,-418.00,-2102.00,99.00,-417.00,625.00,0.00,524.00,-523.00,-720.00,6168.00,6076.00,17002.00
1986:Q2,-16375.00,-9621.00,922.00,644.00,36.00,2370.00,-880.00,-810.00,-368.00,-633.00,2330.00,-5236.00,848.00,-4380.00,-4471.00,2874.00,-16787.00,-20611.00,860.00,0.00,1230.00,38.00,709.00,-673.00,-611.00,979.00,3241.00,661.00,91.00,748.00,533.00,0.00,-3930.00,-1625.00,161.00,892.00,520.00,412.00
1986:Q3,62919.00,49028.00,1452.00,-214.00,-21.00,7954.00,1892.00,-925.00,718.00,-1260.00,791.00,2398.00,816.00,2354.00,3559.00,-5623.00,73482.00,63956.00,1484.00,0.00,814.00,1025.00,3656.00,2497.00,-603.00,258.00,3087.00,2849.00,-9.00,796.00,484.00,0.00,922.00,5112.00,851.00,-13839.00,142.00,-10563.00
1986:Q4,-57099.00,-53377.00,2755.00,-3443.00,35.00,-5165.00,-708.00,-720.00,3.00,-945.00,2226.00,-4568.00,-2037.00,1190.00,2648.00,5007.00,75482.00,35189.00,1860.00,0.00,-608.00,388.00,6776.00,-573.00,-417.00,868.00,2643.00,15213.00,31.00,471.00,1207.00,0.00,4387.00,-1950.00,-679.00,11895.00,-1219.00,-132581.00
1987:Q1,90917.00,62221.00,-4463.00,-802.00,-160.00,26665.00,1752.00,-573.00,144.00,360.00,3408.00,-651.00,445.00,-4332.00,1394.00,5509.00,62906.00,11067.00,1411.00,0.00,-137.00,-213.00,24859.00,1298.00,-290.00,1812.00,3093.00,10842.00,68.00,-140.00,908.00,0.00,1826.00,1370.00,-314.00,3920.00,1526.00,28011.00
1987:Q2,-3233.00,3836.00,-544.00,757.00,323.00,-24155.00,-591.00,-566.00,-169.00,-1913.00,1324.00,969.00,-243.00,3494.00,-1092.00,15337.00,13983.00,17450.00,1537.00,0.00,410.00,689.00,-8831.00,-534.00,-203.00,-183.00,3253.00,732.00,-5.00,63.00,-1151.00,0.00,1442.00,-1012.00,692.00,38.00,-404.00,-17216.00
1987:Q3,1999.00,-9721.00,-2153.00,-234.00,-31.00,7890.00,2105.00,-473.00,819.00,1356.00,-444.00,4404.00,226.00,-4686.00,8456.00,-5515.00,54332.00,14885.00,2161.00,0.00,883.00,1312.00,3335.00,2729.00,-102.00,-75.00,4075.00,17678.00,-146.00,-135.00,1304.00,0.00,-424.00,2863.00,149.00,2539.00,1302.00,-52333.00
1987:Q4,-21478.00,-14609.00,718.00,-9092.00,661.00,-14607.00,-18.00,-300.00,106.00,-699.00,-1428.00,36384.00,-11.00,-9387.00,-2344.00,-6852.00,41186.00,71741.00,2537.00,0.00,2723.00,382.00,-6201.00,-382.00,30.00,-2414.00,1340.00,-23484.00,-48.00,1012.00,367.00,0.00,4028.00,3650.00,403.00,-13977.00,-521.00,-62664.00
1988:Q1,66804.00,31905.00,4345.00,10317.00,-316.00,5679.00,2909.00,-138.00,-81.00,1852.00,-147.00,31983.00,797.00,-22263.00,-952.00,914.00,30253.00,18064.00,4161.00,0.00,-1390.00,-353.00,-8173.00,3433.00,206.00,2109.00,5261.00,2181.00,-44.00,2510.00,504.00,0.00,157.00,-341.00,-394.00,2627.00,-265.00,36551.00
1988:Q2,61174.00,21648.00,4345.00,5522.00,416.00,13545.00,-266.00,53.00,-294.00,-1448.00,446.00,5848.00,-46.00,-2603.00,2622.00,11386.00,31744.00,-81.00,4036.00,0.00,709.00,-368.00,18295.00,-416.00,409.00,-977.00,2241.00,6798.00,-44.00,-1525.00,113.00,0.00,901.00,2265.00,4.00,55.00,-671.00,29430.00
1988:Q3,33606.00,16646.00,4346.00,-693.00,489.00,9382.00,1486.00,116.00,1194.00,-36.00,2563.00,-947.00,971.00,-5527.00,7735.00,-4119.00,35982.00,17957.00,3411.00,0.00,-398.00,-311.00,-672.00,1015.00,453.00,1338.00,2900.00,11530.00,29.00,-318.00,-891.00,0.00,1748.00,-1539.00,-223.00,-245.00,198.00,-2376.00
1988:Q4,149601.00,137480.00,4345.00,-5504.00,429.00,7961.00,336.00,48.00,-419.00,581.00,-2395.00,3334.00,610.00,4431.00,-1183.00,-453.00,206886.00,171986.00,3036.00,0.00,595.00,1446.00,16718.00,670.00,294.00,-2347.00,-882.00,7087.00,1605.00,-322.00,-21.00,0.00,4714.00,58.00,1431.00,654.00,164.00,-57285.00
1989:Q1,135308.00,145100.00,5218.00,-1737.00,-1451.00,-1126.00,2221.00,174.00,-1100.00,2683.00,164.00,-11141.00,-2009.00,-6245.00,5378.00,-821.00,80993.00,91275.00,1602.00,0.00,-349.00,-1840.00,-6959.00,2869.00,214.00,1564.00,804.00,816.00,616.00,832.00,726.00,0.00,-2129.00,-12026.00,636.00,1876.00,466.00,54316.00
1989:Q2,30397.00,-724.00,5218.00,10998.00,1.00,3898.00,302.00,-6.00,-100.00,-4856.00,-2306.00,3648.00,347.00,-791.00,1272.00,13496.00,-11320.00,-26177.00,1477.00,0.00,576.00,4186.00,5898.00,-512.00,283.00,-1237.00,3303.00,-7443.00,1186.00,1517.00,1112.00,0.00,4935.00,-3568.00,1220.00,1763.00,161.00,41717.00
1989:Q3,61033.00,51840.00,5218.00,2973.00,-198.00,11099.00,3852.00,18.00,300.00,-7079.00,3011.00,9609.00,-238.00,-19162.00,-2813.00,2603.00,28381.00,6381.00,853.00,9098.00,928.00,2386.00,4855.00,3746.00,243.00,640.00,1711.00,-11045.00,1281.00,1021.00,731.00,0.00,5409.00,-2805.00,167.00,2775.00,7.00,32652.00
1989:Q4,2900.00,1611.00,5219.00,3926.00,897.00,-9204.00,-1747.00,81.00,300.00,12520.00,-879.00,-2918.00,528.00,10065.00,1169.00,-18668.00,10624.00,-2202.00,477.00,5213.00,212.00,2653.00,-5056.00,-2011.00,149.00,282.00,3184.00,3449.00,1069.00,-339.00,648.00,0.00,1829.00,-1123.00,-386.00,494.00,2083.00,-7724.00
1990:Q1,12618.00,-17562.00,-821.00,-166.00,-40.00,24656.00,26.00,202.00,-300.00,-3618.00,-235.00,-12497.00,165.00,7881.00,97.00,14830.00,33497.00,29478.00,-306.00,-1075.00,360.00,-1262.00,19945.00,513.00,-703.00,786.00,-5710.00,-7903.00,340.00,792.00,529.00,0.00,-902.00,1502.00,-333.00,-3032.00,478.00,-20879.00
1990:Q2,-21055.00,-33416.00,-821.00,3796.00,-210.00,-14957.00,128.00,353.00,200.00,-632.00,1972.00,13034.00,-729.00,2783.00,107.00,7337.00,-31480.00,-45531.00,-180.00,18396.00,1150.00,374.00,-5033.00,-1077.00,852.00,1751.00,3477.00,-9073.00,1220.00,2449.00,504.00,0.00,3330.00,584.00,-788.00,-3161.00,-724.00,10425.00
1990:Q3,22141.00,22962.00,-821.00,-7912.00,180.00,2322.00,3455.00,295.00,200.00,-2813.00,-5087.00,7521.00,708.00,8367.00,11293.00,-18529.00,34084.00,22900.00,445.00,3844.00,-1433.00,1655.00,6502.00,3532.00,8.00,402.00,-3805.00,-769.00,-204.00,-5227.00,-71.00,0.00,-1467.00,-2971.00,-508.00,2272.00,8979.00,-11943.00
1990:Q4,-75352.00,-4831.00,-820.00,-12807.00,-1109.00,-19280.00,-730.00,-74.00,100.00,-5187.00,5666.00,-1622.00,-1090.00,-1145.00,-4974.00,-27449.00,52535.00,52301.00,819.00,11651.00,1431.00,-1966.00,-1116.00,-314.00,-31.00,-991.00,427.00,-15961.00,206.00,-1552.00,346.00,0.00,1721.00,4348.00,1209.00,824.00,-817.00,-127887.00
1991:Q1,96016.00,53425.00,-152.00,13270.00,-393.00,-4344.00,3980.00,-215.00,-100.00,22224.00,859.00,10088.00,-31.00,-1475.00,-3199.00,2079.00,31772.00,45367.00,1480.00,-6876.00,805.00,-3287.00,-4.00,4871.00,-92.00,2060.00,-70.00,-2871.00,-3921.00,680.00,-1455.00,0.00,-647.00,-3865.00,3.00,2425.00,-2832.00,64244.00
1991:Q2,-21947.00,-6779.00,348.00,-6930.00,-74.00,-6682.00,-2451.00,-490.00,100.00,1756.00,1970.00,-1783.00,606.00,2934.00,1037.00,-5509.00,-8092.00,-19903.00,1606.00,6370.00,269.00,-1122.00,-10793.00,-3403.00,-163.00,3437.00,-1325.00,7776.00,853.00,1768.00,130.00,0.00,-1164.00,4662.00,20.00,1853.00,1037.00,-13855.00
1991:Q3,16904.00,46058.00,2348.00,-14427.00,271.00,-7189.00,2280.00,-545.00,900.00,-2104.00,3737.00,3954.00,-32.00,-1206.00,491.00,-17632.00,22447.00,-11140.00,-270.00,32497.00,-1432.00,-658.00,-8105.00,4364.00,-175.00,1900.00,7189.00,-1685.00,269.00,-824.00,-20.00,0.00,1044.00,3502.00,-518.00,-2535.00,-957.00,-5542.00
1991:Q4,-24063.00,-38344.00,1098.00,22379.00,-373.00,2260.00,745.00,-374.00,-300.00,-18287.00,379.00,7534.00,1106.00,-3191.00,644.00,661.00,8244.00,-16657.00,1356.00,1594.00,3981.00,2739.00,4670.00,-822.00,-93.00,-2751.00,-75.00,-5276.00,-411.00,1991.00,1670.00,0.00,7034.00,5507.00,1636.00,559.00,1592.00,-32307.00
1992:Q1,107791.00,74160.00,3459.00,777.00,-442.00,3849.00,-984.00,407.00,-500.00,6197.00,8413.00,-2299.00,-1604.00,-94.00,6551.00,9901.00,115305.00,103292.00,1002.00,7377.00,-3789.00,-2543.00,-748.00,589.00,-20.00,4170.00,19.00,-12223.00,117.00,16.00,36837.00,0.00,-8134.00,-7446.00,989.00,-3349.00,-851.00,-7514.00
1992:Q2,-21255.00,-29804.00,3459.00,-2857.00,-876.00,3604.00,914.00,89.00,400.00,1937.00,-3618.00,-10499.00,900.00,2802.00,7153.00,5141.00,-57630.00,-74604.00,1128.00,8121.00,1547.00,-697.00,3411.00,387.00,-283.00,-220.00,2010.00,3495.00,3.00,2616.00,375.00,0.00,1283.00,-3773.00,-372.00,-3638.00,1580.00,36375.00
1992:Q3,-17180.00,-25993.00,2209.00,970.00,91.00,2602.00,4877.00,-2.00,589.00,2771.00,3491.00,3991.00,-106.00,-6801.00,9189.00,-15058.00,10018.00,-19459.00,2252.00,1124.00,-2990.00,2960.00,-4103.00,5813.00,-239.00,882.00,2428.00,-1568.00,-704.00,941.00,9561.00,0.00,713.00,1687.00,405.00,8460.00,1856.00,-27198.00
1992:Q4,-32980.00,-29909.00,4710.00,987.00,407.00,-3974.00,-3850.00,122.00,-435.00,-9426.00,5262.00,3534.00,1383.00,633.00,3224.00,-5648.00,-14253.00,9995.00,1627.00,-2735.00,1951.00,-1915.00,-1363.00,-3572.00,-135.00,-995.00,-1872.00,-2800.00,507.00,1468.00,-1956.00,0.00,-6168.00,-1194.00,-3299.00,-663.00,-1134.00,-18727.00
1993:Q1,15769.00,43340.00,1264.00,3090.00,450.00,7107.00,922.00,154.00,201.00,5201.00,-10778.00,-3420.00,-1778.00,-6523.00,6193.00,-29654.00,52109.00,51933.00,2808.00,-1008.00,-7368.00,846.00,-4683.00,1693.00,-143.00,2263.00,3671.00,-89.00,93.00,2343.00,-10459.00,0.00,2576.00,6354.00,-886.00,2075.00,91.00,-36340.00
1993:Q2,13595.00,-25876.00,1264.00,-4346.00,-282.00,14415.00,325.00,192.00,221.00,4686.00,9685.00,11929.00,854.00,2694.00,5495.00,-7661.00,7930.00,17012.00,2932.00,-1642.00,-3003.00,1858.00,7143.00,1684.00,-45.00,33.00,6632.00,-4625.00,88.00,2845.00,-20055.00,0.00,-715.00,-6677.00,1029.00,1933.00,1504.00,5665.00
1993:Q3,-4144.00,-18631.00,1265.00,-1175.00,1282.00,5228.00,949.00,286.00,216.00,-4703.00,-1124.00,-3450.00,119.00,1140.00,4348.00,10106.00,23449.00,14465.00,3558.00,-4979.00,-11537.00,-107.00,-110.00,892.00,-102.00,1166.00,-3484.00,-6072.00,-423.00,3476.00,18515.00,0.00,5104.00,4474.00,1160.00,-998.00,-1549.00,-27593.00
1993:Q4,-27126.00,-18174.00,1264.00,3123.00,-873.00,4323.00,-3387.00,459.00,-126.00,343.00,2682.00,-1967.00,718.00,-6965.00,3347.00,-11893.00,67781.00,93924.00,3933.00,2373.00,-12363.00,44.00,3933.00,-5013.00,-150.00,-1452.00,2459.00,-1431.00,-193.00,2423.00,-5782.00,0.00,-1328.00,-15647.00,143.00,1999.00,-91.00,-94907.00
