1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1981:Q4,1967534.00,14722.00,699514.00,42896.00,607596.00,88185.00,4396.00,148512.00,16604.00,5619.00,3200.00,135270.00,61308.00,32384.00,67091.00,251.00,7332.00,2238.00,9346.00,21070.00,1705980.00,87432.00,410803.00,73338.00,10912.00,205.00,3954.00,51099.00,7188.00,9462.00,4737.00,0.00,28568.00,156703.00,607596.00,88326.00,1627.00,0.00,0.00,4747.00,0.00,12307.00,539.00,8623.00,121001.00,16813.00,261554.00
1982:Q1,2050873.00,15001.00,743611.00,50009.00,622222.00,93417.00,3551.00,148786.00,17845.00,5619.00,2747.00,137461.00,62875.00,33212.00,70650.00,357.00,5220.00,3466.00,11043.00,23781.00,1748151.00,88916.00,430159.00,71274.00,11188.00,188.00,3921.00,58921.00,7794.00,9042.00,3665.00,0.00,29998.00,145761.00,622222.00,93588.00,2122.00,0.00,0.00,4970.00,0.00,14778.00,582.00,8093.00,123041.00,17928.00,302722.00
1982:Q2,2094812.00,15194.00,741895.00,56919.00,632212.00,96677.00,3493.00,159593.00,19082.00,5396.00,2780.00,139615.00,64215.00,33780.00,72238.00,317.00,5875.00,2275.00,14048.00,29208.00,1775419.00,90268.00,430681.00,69334.00,11698.00,172.00,3871.00,70012.00,7603.00,7860.00,4867.00,0.00,31762.00,141104.00,632212.00,96879.00,1706.00,0.00,0.00,4807.00,0.00,16166.00,551.00,9163.00,124645.00,20058.00,319393.00
1982:Q3,2127108.00,15349.00,769644.00,63908.00,632274.00,93738.00,3440.00,150641.00,21209.00,5275.00,2698.00,141792.00,65897.00,32117.00,75779.00,329.00,6157.00,6715.00,15749.00,24397.00,1797701.00,91856.00,461098.00,67959.00,12007.00,245.00,4386.00,71651.00,7698.00,6688.00,4672.00,0.00,33682.00,121232.00,632274.00,93971.00,1359.00,0.00,0.00,2241.00,0.00,16111.00,578.00,10736.00,134902.00,22355.00,329407.00
1982:Q4,2106484.00,15515.00,746333.00,71472.00,643816.00,90035.00,4350.00,137237.00,20957.00,5581.00,2300.00,146102.00,67754.00,38041.00,74155.00,325.00,-334.00,3771.00,14595.00,24479.00,1876593.00,96097.00,520806.00,66404.00,12144.00,196.00,3947.00,72202.00,6616.00,6298.00,4228.00,0.00,35623.00,117558.00,643816.00,90299.00,1013.00,0.00,0.00,5668.00,0.00,14311.00,578.00,10864.00,145169.00,22756.00,229891.00
1983:Q1,2177033.00,15665.00,758848.00,74238.00,658644.00,83265.00,3318.00,153327.00,19977.00,5995.00,2433.00,148572.00,69863.00,38096.00,77463.00,305.00,7952.00,2719.00,29192.00,27161.00,1924716.00,99238.00,552812.00,66879.00,12636.00,145.00,4036.00,82612.00,6201.00,6314.00,4065.00,0.00,36909.00,104714.00,658644.00,83564.00,901.00,204.00,0.00,6234.00,0.00,17713.00,646.00,14543.00,143845.00,21861.00,252317.00
1983:Q2,2215324.00,15810.00,770332.00,77655.00,668516.00,72179.00,3543.00,163065.00,20239.00,6985.00,2460.00,150698.00,72197.00,38184.00,79386.00,348.00,10516.00,1968.00,33454.00,27789.00,1941491.00,103046.00,575298.00,66491.00,12899.00,429.00,3905.00,82197.00,5686.00,7155.00,2712.00,0.00,39079.00,93345.00,668516.00,72530.00,1022.00,223.00,0.00,6617.00,0.00,17794.00,689.00,13181.00,145823.00,22854.00,273833.00
1983:Q3,2267000.00,15950.00,787823.00,80665.00,668402.00,75808.00,3903.00,177987.00,20222.00,7932.00,2483.00,153812.00,74605.00,38279.00,78874.00,275.00,8382.00,4442.00,38835.00,28321.00,1987753.00,107708.00,575189.00,66868.00,13210.00,530.00,4428.00,84535.00,6369.00,7960.00,3928.00,0.00,41946.00,112155.00,668402.00,76230.00,1035.00,225.00,0.00,6434.00,0.00,17429.00,667.00,12195.00,157646.00,22664.00,279247.00
1983:Q4,2296848.00,16099.00,767963.00,84094.00,679178.00,77383.00,4234.00,188470.00,22974.00,8314.00,2300.00,158322.00,76968.00,37797.00,84047.00,328.00,11986.00,5010.00,42382.00,28999.00,2070051.00,112505.00,603141.00,68713.00,13527.00,294.00,4860.00,83659.00,6645.00,7977.00,4241.00,0.00,43595.00,128809.00,679178.00,77892.00,816.00,277.00,0.00,6748.00,0.00,14305.00,812.00,16329.00,169779.00,25949.00,226797.00
1984:Q1,2362665.00,15949.00,817047.00,87251.00,694176.00,78369.00,3945.00,173489.00,23160.00,8648.00,2219.00,161848.00,80470.00,37532.00,84902.00,348.00,9223.00,11616.00,40720.00,31753.00,2175317.00,107437.00,613306.00,75445.00,14103.00,443.00,4882.00,112063.00,6876.00,7737.00,3817.00,0.00,43704.00,184912.00,694176.00,78843.00,1041.00,201.00,0.00,7716.00,0.00,3545.00,804.00,17204.00,170434.00,26628.00,187348.00
1984:Q2,2404164.00,15600.00,835627.00,87669.00,703521.00,75691.00,4053.00,174810.00,18804.00,8451.00,2426.00,165451.00,84507.00,40386.00,87498.00,395.00,9957.00,5014.00,49703.00,34601.00,2269169.00,110091.00,658710.00,74143.00,14411.00,1320.00,5630.00,117230.00,7262.00,6790.00,3852.00,0.00,45291.00,223741.00,703521.00,76130.00,1080.00,201.00,0.00,8094.00,0.00,3503.00,985.00,15522.00,170984.00,20678.00,134995.00
1984:Q3,2488496.00,15255.00,880819.00,91000.00,703789.00,65630.00,4121.00,215816.00,25139.00,8175.00,2320.00,169030.00,88577.00,42538.00,87710.00,467.00,11382.00,6975.00,39535.00,30218.00,2367029.00,112567.00,731561.00,72332.00,14917.00,2166.00,8461.00,137754.00,8419.00,5719.00,3527.00,0.00,46327.00,206427.00,703789.00,66052.00,1157.00,199.00,0.00,8952.00,0.00,3012.00,1180.00,18429.00,186256.00,27826.00,121467.00
1984:Q4,2452437.00,15108.00,813943.00,93673.00,714320.00,65831.00,4753.00,232307.00,24507.00,8372.00,2900.00,173138.00,90691.00,48035.00,89155.00,519.00,12206.00,4262.00,27430.00,31287.00,2431357.00,115370.00,772093.00,70451.00,15229.00,1698.00,8523.00,148027.00,7636.00,5214.00,3544.00,0.00,50223.00,193990.00,714320.00,66200.00,1667.00,469.00,0.00,9529.00,0.00,-1627.00,1472.00,18939.00,201278.00,27112.00,21080.00
1985:Q1,2581051.00,15071.00,888404.00,99651.00,719874.00,63236.00,4065.00,237886.00,27169.00,8625.00,2772.00,177502.00,94533.00,47275.00,92262.00,419.00,14775.00,4362.00,50439.00,32731.00,2494198.00,117474.00,818879.00,71836.00,15634.00,1277.00,8272.00,151080.00,8197.00,4766.00,4219.00,0.00,50695.00,190478.00,719874.00,63622.00,1802.00,361.00,0.00,9404.00,0.00,436.00,1673.00,18240.00,205813.00,30166.00,86853.00
1985:Q2,2652632.00,15180.00,915660.00,103927.00,730317.00,59806.00,3940.00,254155.00,25777.00,9315.00,2230.00,186584.00,98376.00,51326.00,96188.00,218.00,12278.00,4891.00,50347.00,32117.00,2536191.00,124284.00,831567.00,73072.00,15708.00,1692.00,8041.00,161750.00,7139.00,4686.00,4222.00,0.00,52765.00,184829.00,730317.00,60210.00,1655.00,215.00,0.00,9422.00,0.00,594.00,1752.00,20377.00,211448.00,30446.00,116441.00
1985:Q3,2773016.00,15279.00,959918.00,118297.00,731194.00,68073.00,4040.00,263971.00,26206.00,9964.00,2073.00,199049.00,100317.00,58203.00,98151.00,15.00,15276.00,5843.00,67519.00,29628.00,2640490.00,134776.00,861606.00,75030.00,16026.00,2847.00,8422.00,158134.00,8451.00,4675.00,5245.00,0.00,53802.00,221566.00,731194.00,68513.00,1998.00,201.00,0.00,7785.00,0.00,2239.00,1830.00,19640.00,220785.00,35725.00,132526.00
1985:Q4,2937845.00,15209.00,951725.00,122822.00,732878.00,49617.00,4845.00,272432.00,27963.00,10094.00,2800.00,210175.00,234129.00,54874.00,103358.00,654.00,19287.00,4572.00,87469.00,32942.00,2758060.00,146692.00,935590.00,75165.00,16380.00,7689.00,8035.00,168462.00,7247.00,4443.00,4767.00,0.00,56192.00,238438.00,732878.00,50107.00,2004.00,1473.00,0.00,3920.00,0.00,602.00,1692.00,25900.00,231679.00,38705.00,179785.00
1986:Q1,2968578.00,14968.00,930185.00,126175.00,752129.00,36964.00,3646.00,287428.00,32000.00,9732.00,2647.00,219607.00,243488.00,56097.00,102066.00,1144.00,19937.00,14539.00,87925.00,27901.00,2779905.00,150920.00,961987.00,77549.00,16566.00,7946.00,7707.00,167767.00,9366.00,4011.00,5570.00,0.00,55599.00,203806.00,752129.00,37553.00,1587.00,2098.00,0.00,4444.00,0.00,79.00,972.00,31307.00,238011.00,42931.00,188673.00
1986:Q2,2968767.00,14548.00,906463.00,127097.00,763859.00,28643.00,3668.00,292706.00,24389.00,8922.00,2279.00,229527.00,246108.00,56335.00,100419.00,1992.00,26167.00,11238.00,94974.00,29433.00,2814197.00,155787.00,964451.00,80451.00,16917.00,9176.00,7341.00,166232.00,8693.00,3400.00,6549.00,0.00,58420.00,214548.00,763859.00,29323.00,2335.00,2631.00,0.00,514.00,0.00,-1546.00,1133.00,35217.00,242803.00,45963.00,154570.00
1986:Q3,3052543.00,14129.00,941743.00,128549.00,769794.00,37160.00,3689.00,301946.00,31897.00,7997.00,2997.00,241131.00,246608.00,58902.00,106354.00,2808.00,23899.00,13432.00,88753.00,30755.00,2961438.00,161828.00,1010659.00,83643.00,16679.00,9990.00,7635.00,172983.00,11190.00,2797.00,6807.00,0.00,61088.00,276215.00,769794.00,37831.00,3131.00,3115.00,0.00,1437.00,0.00,3566.00,1984.00,21947.00,250384.00,46735.00,91105.00
1986:Q4,2993552.00,13885.00,868450.00,131304.00,772026.00,21340.00,3749.00,300806.00,33562.00,7277.00,3000.00,252382.00,251796.00,63109.00,102076.00,771.00,25883.00,15532.00,94469.00,32135.00,3058020.00,167440.00,1054993.00,86123.00,16851.00,9382.00,7734.00,180069.00,10617.00,2380.00,7675.00,0.00,63336.00,304169.00,772026.00,22042.00,3602.00,4323.00,0.00,5823.00,0.00,579.00,1305.00,33525.00,257789.00,46237.00,-64468.00
1987:Q1,3056451.00,13853.00,883384.00,126841.00,790197.00,-15126.00,3631.00,332421.00,35834.00,6704.00,3144.00,262972.00,267861.00,65167.00,101772.00,1216.00,22940.00,14219.00,103750.00,35671.00,3088518.00,175068.00,1125953.00,86939.00,17193.00,9245.00,6892.00,198101.00,11915.00,2090.00,9487.00,0.00,66360.00,231769.00,790197.00,-14356.00,3462.00,5231.00,0.00,7649.00,0.00,1949.00,991.00,37786.00,267486.00,47111.00,-32067.00
1987:Q2,3081915.00,14193.00,878853.00,126297.00,799584.00,-23857.00,3999.00,325153.00,38802.00,6138.00,2975.00,273839.00,277494.00,62925.00,103963.00,973.00,22956.00,12143.00,122679.00,32806.00,3108146.00,182217.00,1152182.00,86630.00,17316.00,9655.00,6243.00,185888.00,11381.00,1887.00,9304.00,0.00,69953.00,230471.00,799584.00,-23092.00,3525.00,4081.00,0.00,9091.00,0.00,937.00,1683.00,40876.00,256997.00,51337.00,-26231.00
1987:Q3,3095274.00,14503.00,859289.00,124144.00,802079.00,-32818.00,4016.00,336494.00,42833.00,5665.00,3794.00,284329.00,293363.00,59406.00,100159.00,1199.00,25577.00,16126.00,118652.00,36463.00,3185939.00,188943.00,1186775.00,86774.00,17727.00,10538.00,9713.00,185995.00,14110.00,1785.00,9229.00,0.00,74338.00,245683.00,801117.00,-32199.00,3390.00,5386.00,0.00,8668.00,0.00,3800.00,1832.00,43886.00,267072.00,51377.00,-90666.00
1987:Q4,3170756.00,15093.00,837871.00,124862.00,803357.00,10133.00,4715.00,332252.00,44033.00,5365.00,3900.00,293788.00,298628.00,60660.00,131634.00,1188.00,33104.00,16721.00,123717.00,29735.00,3418040.00,195779.00,1159116.00,88173.00,17916.00,13261.00,9907.00,207310.00,13728.00,1815.00,5015.00,0.00,75894.00,424092.00,802191.00,10704.00,4402.00,5753.00,0.00,12696.00,0.00,7146.00,2235.00,35404.00,269684.00,55819.00,-247284.00
1988:Q1,3248056.00,14963.00,855830.00,129207.00,823028.00,-2331.00,4447.00,338758.00,51590.00,5227.00,3819.00,302176.00,300935.00,65221.00,151363.00,1985.00,25838.00,17217.00,126882.00,31901.00,3517019.00,200504.00,1197449.00,91939.00,18087.00,6518.00,8128.00,218593.00,17161.00,2021.00,7058.00,0.00,80753.00,440713.00,821265.00,-1804.00,6912.00,6256.00,0.00,12853.00,0.00,6805.00,1841.00,39533.00,270355.00,64079.00,-268964.00
1988:Q2,3291638.00,15023.00,837467.00,133552.00,832383.00,-8957.00,4878.00,360129.00,55549.00,5280.00,3525.00,309455.00,303891.00,61729.00,155153.00,1939.00,29091.00,15677.00,143627.00,32247.00,3586327.00,204896.00,1213021.00,95989.00,18362.00,7227.00,8291.00,232969.00,16745.00,2430.00,6060.00,0.00,82460.00,447443.00,829576.00,-8474.00,5387.00,6369.00,0.00,13753.00,0.00,9070.00,1845.00,44373.00,278666.00,69869.00,-294689.00
1988:Q3,3322634.00,15187.00,844366.00,137898.00,835556.00,-9071.00,5354.00,377179.00,59692.00,5396.00,4719.00,316433.00,301091.00,64271.00,150681.00,2910.00,25340.00,20016.00,133068.00,32548.00,3674378.00,210368.00,1230891.00,99716.00,18627.00,6829.00,8452.00,245753.00,17760.00,2883.00,7417.00,0.00,82259.00,486968.00,831973.00,-8559.00,5069.00,5478.00,0.00,15501.00,0.00,7531.00,1622.00,37759.00,285243.00,74838.00,-351744.00
1988:Q4,3450144.00,15542.00,922613.00,142243.00,837107.00,-11111.00,5799.00,401830.00,61296.00,5444.00,4300.00,323916.00,307678.00,61770.00,149469.00,3520.00,32365.00,17628.00,139481.00,29254.00,3909537.00,216737.00,1397143.00,103281.00,19178.00,7424.00,9401.00,260762.00,18430.00,3177.00,5060.00,0.00,84277.00,510321.00,831285.00,-8994.00,4747.00,5457.00,0.00,20215.00,0.00,7798.00,3053.00,44515.00,290897.00,75373.00,-459393.00
1989:Q1,3550455.00,15450.00,1021935.00,147461.00,857592.00,-2335.00,4366.00,360846.00,67404.00,5618.00,3200.00,331848.00,315629.00,60766.00,141110.00,1511.00,27099.00,20664.00,135496.00,34795.00,4014148.00,220288.00,1506115.00,105895.00,19436.00,7075.00,8269.00,212425.00,21299.00,3391.00,6601.00,0.00,86252.00,504138.00,851486.00,398.00,5579.00,6183.00,0.00,18086.00,0.00,7172.00,3689.00,43080.00,295693.00,81598.00,-463693.00
1989:Q2,3588111.00,15565.00,1003214.00,152679.00,866567.00,-7732.00,4381.00,373413.00,66306.00,5612.00,3100.00,340175.00,321248.00,61878.00,143841.00,1858.00,29896.00,19705.00,154926.00,31479.00,4034404.00,224139.00,1503239.00,109070.00,19640.00,7651.00,9729.00,220903.00,20787.00,3674.00,5311.00,0.00,90168.00,484893.00,859414.00,-3813.00,7096.00,7295.00,0.00,23021.00,0.00,3604.00,4909.00,49120.00,303483.00,81071.00,-446293.00
1989:Q3,3654089.00,15693.00,1027726.00,157897.00,870107.00,59.00,4236.00,384994.00,67952.00,5630.00,3400.00,348311.00,328352.00,66721.00,150120.00,1620.00,16264.00,20258.00,155327.00,29421.00,4057742.00,229015.00,1524409.00,111458.00,29085.00,8579.00,7978.00,226485.00,24533.00,3917.00,5903.00,0.00,92731.00,443832.00,862624.00,5259.00,8117.00,8026.00,0.00,28430.00,0.00,799.00,5076.00,47985.00,304231.00,79270.00,-403654.00
1989:Q4,3661443.00,16371.00,997254.00,163116.00,868531.00,23010.00,5178.00,377328.00,68535.00,5711.00,3700.00,355670.00,334213.00,68032.00,147662.00,2148.00,22639.00,22027.00,151826.00,28492.00,4132129.00,233853.00,1538603.00,112559.00,34520.00,8791.00,7196.00,221135.00,22522.00,4066.00,6161.00,0.00,88404.00,467698.00,860759.00,29279.00,7778.00,8674.00,0.00,30259.00,0.00,-5149.00,4690.00,64208.00,308292.00,77831.00,-470686.00
1990:Q1,3734131.00,16011.00,980452.00,162295.00,889263.00,33056.00,5208.00,416295.00,65729.00,5913.00,3400.00,362296.00,335291.00,61688.00,139288.00,2313.00,29250.00,21007.00,176629.00,28747.00,4199215.00,242529.00,1568122.00,111714.00,33843.00,9151.00,5397.00,186245.00,23035.00,3363.00,6993.00,0.00,83926.00,501679.00,881823.00,39665.00,8570.00,9202.00,0.00,29357.00,0.00,-3647.00,4357.00,67654.00,309726.00,76511.00,-465084.00
1990:Q2,3716108.00,16022.00,943255.00,161474.00,898509.00,24164.00,5029.00,403998.00,63457.00,6266.00,3600.00,368235.00,337038.00,62701.00,150098.00,1584.00,32101.00,19058.00,191900.00,27619.00,4155532.00,244231.00,1534892.00,109993.00,52532.00,10301.00,4951.00,179518.00,21958.00,4215.00,8701.00,0.00,83870.00,468295.00,890816.00,31993.00,11019.00,9706.00,0.00,32687.00,0.00,-3063.00,3569.00,72060.00,306134.00,77154.00,-439424.00
1990:Q3,3833062.00,15972.00,970625.00,160653.00,900856.00,70894.00,5264.00,417314.00,72745.00,6561.00,3800.00,373891.00,336220.00,59863.00,166308.00,2292.00,28012.00,27460.00,187242.00,27090.00,4343491.00,249142.00,1538926.00,108881.00,56865.00,8868.00,5693.00,189708.00,25490.00,4223.00,9208.00,0.00,82418.00,557793.00,893419.00,78519.00,5792.00,9634.00,0.00,31220.00,0.00,-6034.00,3061.00,89957.00,319834.00,80874.00,-510429.00
1990:Q4,3785847.00,16459.00,978075.00,159833.00,899596.00,58291.00,4179.00,395584.00,69572.00,6487.00,3900.00,379667.00,338234.00,69244.00,156775.00,1202.00,29993.00,25228.00,164111.00,29417.00,4365538.00,253804.00,1578553.00,109230.00,68682.00,10299.00,6046.00,189183.00,25176.00,4192.00,8175.00,0.00,82909.00,535682.00,891908.00,66122.00,4240.00,9980.00,0.00,32941.00,0.00,-2589.00,4270.00,94523.00,310782.00,81430.00,-579691.00
1991:Q1,3883062.00,16331.00,1045412.00,159681.00,921602.00,22108.00,3864.00,401973.00,72644.00,6272.00,3800.00,383448.00,368380.00,70254.00,161291.00,1171.00,30334.00,20684.00,166808.00,27005.00,4385295.00,255650.00,1648496.00,111380.00,62152.00,11104.00,5318.00,192265.00,30047.00,4100.00,10157.00,0.00,96071.00,485552.00,914181.00,26018.00,4920.00,8525.00,0.00,32294.00,0.00,-6454.00,4273.00,96255.00,311043.00,81948.00,-502233.00
1991:Q2,3915023.00,16104.00,1052866.00,160029.00,929106.00,32506.00,3834.00,397333.00,66095.00,5782.00,3900.00,385780.00,377472.00,72025.00,161118.00,1777.00,31575.00,19947.00,168772.00,29002.00,4427705.00,258023.00,1629504.00,114706.00,69149.00,11373.00,5044.00,181052.00,26644.00,3937.00,13615.00,0.00,93562.00,514990.00,921431.00,37269.00,6688.00,8654.00,0.00,31129.00,0.00,-1792.00,4293.00,105638.00,313057.00,79739.00,-512682.00
1991:Q3,3990273.00,15875.00,1120011.00,162377.00,930520.00,22500.00,4125.00,391631.00,70211.00,5237.00,4800.00,388067.00,384702.00,78203.00,167410.00,1745.00,30834.00,20042.00,161666.00,30317.00,4462844.00,260429.00,1628024.00,116241.00,102424.00,9941.00,5136.00,174698.00,31008.00,3762.00,15458.00,0.00,99815.00,501777.00,923815.00,27532.00,5864.00,8634.00,0.00,32173.00,0.00,1710.00,3775.00,113100.00,312425.00,85103.00,-472571.00
1991:Q4,4009612.00,15737.00,1125726.00,163475.00,927644.00,10394.00,3839.00,397143.00,73719.00,4863.00,4500.00,391713.00,379630.00,76508.00,172506.00,2851.00,29983.00,19769.00,175244.00,34368.00,4488067.00,264525.00,1634497.00,118583.00,104789.00,13922.00,5572.00,175597.00,30186.00,3669.00,12767.00,0.00,98497.00,486004.00,920685.00,15015.00,7855.00,10305.00,0.00,39208.00,0.00,6010.00,5411.00,125540.00,317710.00,91720.00,-478455.00
1992:Q1,4374857.00,15673.00,1338274.00,166934.00,951228.00,56401.00,3490.00,404240.00,73190.00,5270.00,4000.00,396645.00,389021.00,88388.00,183441.00,247.00,33412.00,20499.00,205200.00,39304.00,4739996.00,268694.00,1744384.00,119758.00,112548.00,10133.00,5093.00,175130.00,30775.00,3649.00,16934.00,0.00,96918.00,523552.00,944559.00,61139.00,7871.00,23953.00,0.00,31073.00,0.00,-1436.00,6400.00,136972.00,324517.00,97380.00,-365139.00
1992:Q2,4418476.00,15652.00,1319895.00,170393.00,959429.00,94863.00,2701.00,420212.00,77964.00,5359.00,4400.00,402793.00,394289.00,83996.00,172234.00,1147.00,36321.00,19642.00,201681.00,35505.00,4746609.00,273440.00,1670446.00,120401.00,121114.00,11680.00,5154.00,178305.00,31162.00,3366.00,16669.00,0.00,97454.00,533242.00,952505.00,99604.00,10487.00,28117.00,0.00,32356.00,0.00,-5209.00,6028.00,124871.00,331080.00,104337.00,-328133.00
1992:Q3,4513478.00,15680.00,1328633.00,172602.00,961370.00,116803.00,2937.00,431808.00,82999.00,5357.00,4989.00,409039.00,400818.00,88805.00,173145.00,1041.00,38661.00,23729.00,221559.00,33503.00,4857637.00,278423.00,1658132.00,122081.00,122390.00,8690.00,7047.00,175309.00,36975.00,3127.00,17615.00,0.00,98661.00,547768.00,954739.00,120840.00,11428.00,38513.00,0.00,33069.00,0.00,-3522.00,6433.00,167810.00,341332.00,110777.00,-344159.00
1992:Q4,4549568.00,15762.00,1334466.00,177312.00,958305.00,127837.00,3421.00,440063.00,78547.00,5479.00,4554.00,414265.00,392813.00,88966.00,184971.00,2424.00,41569.00,23645.00,225177.00,29992.00,4890499.00,282796.00,1719154.00,123602.00,120127.00,10641.00,7351.00,165852.00,33403.00,2992.00,16485.00,0.00,95362.00,523644.00,951421.00,132381.00,12896.00,29522.00,0.00,26901.00,0.00,-4440.00,3134.00,174992.00,347516.00,114767.00,-340931.00
1993:Q1,4603795.00,15889.00,1389239.00,178576.00,982896.00,114619.00,4004.00,455704.00,70364.00,5633.00,4755.00,418557.00,407447.00,76459.00,180052.00,646.00,31251.00,23516.00,207752.00,36436.00,4969111.00,286453.00,1783667.00,126902.00,119673.00,3273.00,7690.00,159881.00,35096.00,2849.00,18681.00,0.00,96492.00,494912.00,976105.00,119256.00,15239.00,30923.00,0.00,29477.00,0.00,1914.00,2248.00,182852.00,363659.00,111869.00,-365316.00
1993:Q2,4675162.00,16015.00,1398136.00,179840.00,990024.00,117391.00,3823.00,477194.00,66749.00,5825.00,4976.00,422000.00,416770.00,82678.00,192980.00,1500.00,38480.00,24240.00,203898.00,32643.00,5036773.00,289537.00,1802907.00,130575.00,118733.00,270.00,9204.00,164114.00,36780.00,2804.00,18660.00,0.00,100579.00,507423.00,983236.00,122116.00,18084.00,30868.00,0.00,28763.00,0.00,-4763.00,3277.00,188668.00,370875.00,114063.00,-361611.00
1993:Q3,4724682.00,16141.00,1409481.00,181105.00,991703.00,103384.00,5148.00,489532.00,73709.00,6111.00,5192.00,425370.00,419073.00,80017.00,189064.00,1619.00,39828.00,24359.00,228431.00,35415.00,5066468.00,293805.00,1824960.00,135014.00,114563.00,-11267.00,8348.00,163019.00,37672.00,2702.00,19726.00,0.00,94549.00,494862.00,985155.00,107686.00,21560.00,32007.00,0.00,33867.00,0.00,-289.00,4437.00,201552.00,379227.00,123313.00,-341786.00
1993:Q4,4735969.00,16268.00,1403583.00,182369.00,988099.00,103469.00,4345.00,501195.00,70793.00,6570.00,5066.00,429441.00,422990.00,84048.00,185856.00,2337.00,38676.00,21429.00,235725.00,33710.00,5199251.00,296097.00,1949221.00,139711.00,116291.00,-23630.00,9564.00,165208.00,32659.00,2552.00,18187.00,0.00,93476.00,492070.00,981299.00,107578.00,23983.00,29466.00,0.00,32538.00,0.00,-15484.00,4580.00,224298.00,394205.00,125382.00,-463282.00
1994:Q1,4970162.00,16400.00,1363464.00,183569.00,1012231.00,135629.00,4527.00,703396.00,74654.00,6452.00,5042.00,433000.00,432741.00,71630.00,180546.00,4324.00,41909.00,23002.00,243827.00,33819.00,5443740.00,299686.00,1920737.00,145312.00,114471.00,-18969.00,8572.00,262091.00,38466.00,2793.00,19777.00,0.00,104528.00,544013.00,1005728.00,139451.00,28596.00,43872.00,0.00,30753.00,0.00,-22181.00,6134.00,236100.00,399353.00,134457.00,-473578.00
1994:Q2,5025296.00,16533.00,1351500.00,188520.00,1019650.00,152446.00,5854.00,745548.00,83644.00,6681.00,5401.00,436500.00,435545.00,64417.00,175818.00,4110.00,39493.00,21418.00,231595.00,40623.00,5555260.00,302387.00,1915360.00,149718.00,119535.00,-5228.00,8865.00,293699.00,45924.00,2919.00,19536.00,0.00,95021.00,548562.00,1013095.00,156520.00,28554.00,58089.00,0.00,28368.00,0.00,-25115.00,5448.00,250294.00,406231.00,137478.00,-529964.00
1994:Q3,5014662.00,16665.00,1322866.00,193471.00,1022260.00,145990.00,5739.00,732653.00,80919.00,7118.00,5884.00,440000.00,439820.00,62121.00,180368.00,4799.00,42620.00,20889.00,251290.00,39190.00,5549862.00,307118.00,1937614.00,154720.00,117564.00,11661.00,8736.00,265957.00,46974.00,2913.00,14453.00,0.00,102322.00,509214.00,1015620.00,150621.00,27262.00,57225.00,0.00,26384.00,0.00,-28846.00,5644.00,263428.00,416016.00,137262.00,-535200.00
1994:Q4,5050936.00,16797.00,1316700.00,198422.00,1017836.00,148010.00,5242.00,724999.00,84976.00,8854.00,6443.00,443988.00,464117.00,59123.00,192288.00,5284.00,49149.00,24151.00,241493.00,43064.00,5675932.00,310751.00,2029605.00,158904.00,119508.00,24934.00,9833.00,270517.00,45841.00,2432.00,14785.00,0.00,100348.00,500446.00,1011034.00,152597.00,28400.00,54447.00,0.00,27293.00,0.00,-12970.00,6376.00,251636.00,428240.00,140975.00,-624996.00
1995:Q1,5139204.00,16977.00,1297465.00,201823.00,1042937.00,112609.00,6774.00,767944.00,121317.00,8490.00,4921.00,453000.00,485174.00,55310.00,198386.00,5330.00,46056.00,25454.00,244479.00,44758.00,5738172.00,317800.00,2092524.00,168119.00,115846.00,21979.00,8624.00,262564.00,43576.00,2026.00,15200.00,0.00,106469.00,464608.00,1036347.00,116836.00,28311.00,51061.00,0.00,27502.00,0.00,-11470.00,6396.00,263307.00,445022.00,155525.00,-598968.00
1995:Q2,5096525.00,17156.00,1293125.00,205224.00,1049898.00,78765.00,7170.00,720215.00,132958.00,9786.00,4654.00,461890.00,487526.00,61091.00,209018.00,5950.00,48041.00,25203.00,232978.00,45877.00,5745508.00,324802.00,2125153.00,177427.00,114545.00,63015.00,9427.00,240633.00,40142.00,2390.00,14602.00,0.00,100282.00,426968.00,1043145.00,83346.00,31292.00,59892.00,0.00,29030.00,0.00,-11900.00,7195.00,246056.00,457729.00,160337.00,-648983.00
