1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1952:Q3,91451.00,1142.00,3139.00,0.00,49233.00,16297.00,220.00,2954.00,-219.00,161.00,80.00,8677.00,5046.00,1328.00,1555.00,0.00,721.00,0.00,60.00,1057.00,111069.00,9811.00,2012.00,2865.00,1296.00,244.00,307.00,2994.00,39.00,224.00,-29.00,0.00,1773.00,26443.00,46220.00,16297.00,0.00,0.00,0.00,222.00,0.00,437.00,0.00,-86.00,0.00,0.00,-19618.00
1952:Q4,94235.00,1162.00,3116.00,0.00,50927.00,16720.00,524.00,2771.00,-229.00,158.00,87.00,8916.00,5204.00,1384.00,1653.00,0.00,708.00,0.00,66.00,1068.00,114897.00,10648.00,2044.00,2936.00,1307.00,361.00,207.00,3157.00,28.00,227.00,-32.00,0.00,1807.00,27049.00,47996.00,16720.00,0.00,0.00,0.00,81.00,0.00,454.00,0.00,-93.00,0.00,0.00,-20662.00
1953:Q1,96614.00,1184.00,2895.00,0.00,52625.00,16994.00,431.00,2992.00,-247.00,158.00,93.00,9140.00,5365.00,1514.00,1626.00,0.00,695.00,0.00,70.00,1079.00,118165.00,10829.00,2188.00,3004.00,1318.00,245.00,224.00,3052.00,218.00,226.00,-33.00,0.00,1842.00,27852.00,49741.00,16994.00,0.00,0.00,0.00,229.00,0.00,333.00,0.00,-97.00,0.00,0.00,-21551.00
1953:Q2,99037.00,1207.00,3192.00,0.00,54060.00,17185.00,281.00,3098.00,-223.00,158.00,101.00,9355.00,5515.00,1543.00,1768.00,0.00,680.00,0.00,60.00,1057.00,120878.00,10996.00,2292.00,3068.00,1296.00,136.00,148.00,3261.00,-20.00,222.00,-36.00,0.00,1873.00,28699.00,51242.00,17185.00,0.00,0.00,0.00,228.00,0.00,389.00,0.00,-101.00,0.00,0.00,-21841.00
1953:Q3,102093.00,1231.00,3334.00,0.00,55776.00,17406.00,443.00,3464.00,-224.00,159.00,110.00,9557.00,5625.00,1537.00,1898.00,0.00,666.00,0.00,58.00,1053.00,124493.00,11146.00,2515.00,3135.00,1292.00,273.00,244.00,3203.00,-36.00,221.00,-38.00,0.00,1906.00,29593.00,53004.00,17406.00,0.00,0.00,0.00,233.00,0.00,501.00,0.00,-105.00,0.00,0.00,-22400.00
1953:Q4,104050.00,1254.00,3248.00,0.00,57521.00,17775.00,572.00,2909.00,-229.00,160.00,123.00,9741.00,5721.00,1621.00,1825.00,0.00,676.00,0.00,78.00,1055.00,128064.00,11293.00,2452.00,3201.00,1294.00,397.00,205.00,3596.00,-62.00,222.00,-40.00,0.00,1942.00,30383.00,54830.00,17775.00,0.00,0.00,0.00,228.00,0.00,458.00,0.00,-110.00,0.00,0.00,-24014.00
1954:Q1,106697.00,1275.00,3031.00,0.00,59278.00,18076.00,458.00,3145.00,-232.00,160.00,140.00,9901.00,5945.00,1856.00,1899.00,0.00,661.00,0.00,74.00,1030.00,131080.00,11408.00,2592.00,3266.00,1261.00,267.00,219.00,3570.00,-28.00,226.00,-41.00,0.00,1985.00,31046.00,56631.00,18076.00,0.00,0.00,0.00,234.00,0.00,483.00,0.00,-115.00,0.00,0.00,-24383.00
1954:Q2,109586.00,1294.00,3402.00,0.00,60740.00,18380.00,465.00,3293.00,-234.00,158.00,156.00,10032.00,6171.00,1900.00,2015.00,0.00,657.00,0.00,68.00,1089.00,134250.00,11487.00,2566.00,3333.00,1299.00,121.00,150.00,4173.00,-6.00,230.00,-44.00,0.00,2032.00,31718.00,58169.00,18380.00,0.00,0.00,0.00,252.00,0.00,510.00,0.00,-120.00,0.00,0.00,-24664.00
1954:Q3,113062.00,1315.00,3718.00,0.00,62601.00,18809.00,477.00,3794.00,-240.00,158.00,172.00,10160.00,6293.00,1855.00,2080.00,0.00,643.00,0.00,71.00,1156.00,137786.00,11573.00,2647.00,3400.00,1366.00,212.00,232.00,4251.00,14.00,236.00,-46.00,0.00,2081.00,32258.00,60047.00,18809.00,0.00,0.00,0.00,233.00,0.00,598.00,0.00,-125.00,0.00,0.00,-24724.00
1954:Q4,115913.00,1341.00,3820.00,0.00,64357.00,19242.00,546.00,3537.00,-310.00,154.00,190.00,10310.00,6345.00,2024.00,2485.00,0.00,629.00,0.00,77.00,1166.00,141202.00,11668.00,2562.00,3465.00,1469.00,315.00,192.00,4673.00,-18.00,248.00,-49.00,0.00,2128.00,32583.00,61876.00,19242.00,0.00,0.00,0.00,321.00,0.00,657.00,0.00,-130.00,0.00,0.00,-25289.00
1955:Q1,119204.00,1371.00,3691.00,0.00,66265.00,19731.00,529.00,3692.00,-299.00,155.00,203.00,10479.00,6447.00,2115.00,2838.00,0.00,625.00,0.00,94.00,1268.00,144243.00,11810.00,2737.00,3528.00,1571.00,213.00,199.00,4517.00,-1.00,250.00,-50.00,0.00,2171.00,32872.00,63773.00,19731.00,0.00,0.00,0.00,306.00,0.00,752.00,0.00,-136.00,0.00,0.00,-25039.00
1955:Q2,123960.00,1405.00,4253.00,0.00,67707.00,20227.00,528.00,4242.00,-277.00,157.00,218.00,10661.00,6634.00,2161.00,3966.00,0.00,620.00,0.00,91.00,1367.00,147052.00,11918.00,2873.00,3591.00,1670.00,141.00,197.00,4877.00,-9.00,250.00,-53.00,0.00,2211.00,32729.00,65346.00,20227.00,0.00,0.00,0.00,319.00,0.00,907.00,0.00,-142.00,0.00,0.00,-23092.00
1955:Q3,127612.00,1442.00,4470.00,0.00,69298.00,20689.00,500.00,4856.00,-288.00,160.00,234.00,10849.00,6786.00,2025.00,4430.00,0.00,615.00,0.00,104.00,1442.00,149932.00,12009.00,2963.00,3655.00,1745.00,313.00,208.00,4942.00,-59.00,251.00,-56.00,0.00,2254.00,32665.00,67041.00,20689.00,0.00,0.00,0.00,317.00,0.00,1143.00,0.00,-148.00,0.00,0.00,-22320.00
1955:Q4,131044.00,1482.00,4478.00,0.00,71176.00,21157.00,646.00,4461.00,-293.00,163.00,252.00,11034.00,6955.00,2027.00,5306.00,0.00,600.00,0.00,91.00,1509.00,152691.00,12173.00,2908.00,3719.00,1812.00,469.00,221.00,4657.00,-69.00,255.00,-59.00,0.00,2310.00,32880.00,68954.00,21157.00,0.00,0.00,0.00,313.00,0.00,1145.00,0.00,-154.00,0.00,0.00,-21647.00
1956:Q1,133240.00,1525.00,3955.00,0.00,73002.00,21601.00,449.00,4941.00,-288.00,166.00,272.00,11215.00,7178.00,2149.00,4736.00,0.00,585.00,0.00,135.00,1619.00,155963.00,12247.00,3381.00,3771.00,1922.00,391.00,182.00,4793.00,36.00,258.00,-62.00,0.00,2378.00,32987.00,70876.00,21601.00,0.00,0.00,0.00,311.00,0.00,1052.00,0.00,-161.00,0.00,0.00,-22723.00
1956:Q2,136538.00,1573.00,4231.00,0.00,74621.00,22304.00,451.00,5050.00,-285.00,172.00,292.00,11390.00,7404.00,2198.00,4727.00,0.00,572.00,0.00,98.00,1740.00,159746.00,12356.00,3378.00,3819.00,2040.00,291.00,292.00,4989.00,125.00,261.00,-65.00,0.00,2460.00,33767.00,72532.00,22304.00,0.00,0.00,0.00,328.00,0.00,1037.00,0.00,-168.00,0.00,0.00,-23208.00
1956:Q3,139300.00,1622.00,4346.00,0.00,76098.00,23036.00,354.00,5440.00,-299.00,177.00,314.00,11574.00,7471.00,2088.00,4430.00,0.00,569.00,0.00,120.00,1960.00,163626.00,12433.00,3404.00,3868.00,2260.00,466.00,353.00,4976.00,202.00,266.00,-67.00,0.00,2543.00,34592.00,74045.00,23036.00,0.00,0.00,0.00,316.00,0.00,1108.00,0.00,-175.00,0.00,0.00,-24326.00
1956:Q4,142162.00,1669.00,4213.00,0.00,78185.00,23775.00,551.00,4745.00,-320.00,183.00,336.00,11783.00,7610.00,2285.00,4349.00,0.00,583.00,0.00,108.00,2107.00,167455.00,12548.00,3343.00,3923.00,2407.00,533.00,325.00,4978.00,234.00,274.00,-71.00,0.00,2616.00,35262.00,76182.00,23775.00,0.00,0.00,0.00,296.00,0.00,1011.00,0.00,-181.00,0.00,0.00,-25293.00
1957:Q1,147512.00,1714.00,3881.00,0.00,82231.00,24289.00,449.00,5158.00,-317.00,190.00,359.00,12019.00,7767.00,2327.00,4393.00,0.00,568.00,0.00,120.00,2364.00,173412.00,12672.00,3610.00,3982.00,2739.00,379.00,220.00,4811.00,235.00,288.00,-74.00,0.00,2681.00,36448.00,80227.00,24289.00,0.00,0.00,0.00,300.00,0.00,794.00,0.00,-189.00,0.00,0.00,-25900.00
1957:Q2,153097.00,1760.00,4115.00,0.00,86075.00,24778.00,199.00,5323.00,-303.00,198.00,384.00,12285.00,7978.00,2383.00,4573.00,0.00,564.00,0.00,126.00,2659.00,179094.00,12753.00,3572.00,4049.00,3027.00,222.00,212.00,5305.00,278.00,308.00,-77.00,0.00,2742.00,37041.00,84083.00,24778.00,0.00,0.00,0.00,301.00,0.00,697.00,0.00,-197.00,0.00,0.00,-25997.00
1957:Q3,158832.00,1804.00,4320.00,0.00,90152.00,25278.00,415.00,5958.00,-377.00,206.00,412.00,12554.00,8088.00,2238.00,4313.00,0.00,560.00,0.00,119.00,2792.00,186075.00,12828.00,3791.00,4109.00,3160.00,376.00,210.00,5263.00,258.00,329.00,-79.00,0.00,2800.00,38683.00,88276.00,25278.00,0.00,0.00,0.00,308.00,0.00,690.00,0.00,-205.00,0.00,0.00,-27243.00
1957:Q4,163253.00,1843.00,4244.00,0.00,94183.00,25887.00,412.00,5325.00,-423.00,210.00,443.00,12800.00,8259.00,2412.00,4255.00,0.00,549.00,0.00,123.00,2731.00,192814.00,12911.00,3891.00,4159.00,3099.00,540.00,308.00,5339.00,288.00,352.00,-84.00,0.00,2854.00,40058.00,92474.00,25887.00,0.00,0.00,0.00,300.00,0.00,652.00,0.00,-214.00,0.00,0.00,-29561.00
1958:Q1,166050.00,1877.00,3789.00,0.00,96385.00,26482.00,451.00,5509.00,-400.00,215.00,478.00,13022.00,8353.00,2790.00,3545.00,0.00,549.00,0.00,153.00,2852.00,196733.00,13027.00,3989.00,4209.00,3220.00,320.00,259.00,5598.00,311.00,362.00,-87.00,0.00,2905.00,40598.00,94703.00,26482.00,0.00,0.00,0.00,298.00,0.00,760.00,0.00,-221.00,0.00,0.00,-30683.00
1958:Q2,170404.00,1903.00,3930.00,0.00,98389.00,27345.00,879.00,5698.00,-308.00,221.00,511.00,13220.00,8677.00,2940.00,3229.00,0.00,549.00,0.00,183.00,3038.00,201348.00,13045.00,4339.00,4247.00,3402.00,125.00,259.00,6579.00,393.00,367.00,-90.00,0.00,2946.00,40644.00,96793.00,27345.00,0.00,0.00,0.00,314.00,0.00,869.00,0.00,-229.00,0.00,0.00,-30944.00
1958:Q3,174980.00,1931.00,4423.00,0.00,100588.00,28093.00,492.00,6641.00,-322.00,225.00,544.00,13422.00,8821.00,2668.00,3600.00,0.00,539.00,0.00,171.00,3144.00,203689.00,13164.00,4473.00,4294.00,3502.00,246.00,244.00,5529.00,465.00,370.00,-92.00,0.00,2992.00,40384.00,98966.00,28093.00,0.00,0.00,0.00,318.00,0.00,978.00,0.00,-237.00,0.00,0.00,-28709.00
1958:Q4,178728.00,1969.00,4599.00,0.00,102902.00,28806.00,599.00,6373.00,-358.00,225.00,577.00,13656.00,8823.00,2675.00,4155.00,0.00,541.00,0.00,116.00,3070.00,207272.00,13242.00,4404.00,4343.00,3428.00,461.00,240.00,5986.00,448.00,376.00,-97.00,0.00,3052.00,40060.00,101365.00,28806.00,0.00,0.00,0.00,320.00,0.00,1083.00,0.00,-245.00,0.00,0.00,-28544.00
1959:Q1,181620.00,2017.00,4616.00,0.00,105211.00,28219.00,737.00,7105.00,-352.00,173.00,604.00,13923.00,8812.00,2794.00,3955.00,0.00,531.00,0.00,149.00,3126.00,210707.00,13379.00,5010.00,4406.00,3487.00,489.00,245.00,5860.00,591.00,363.00,-100.00,0.00,3129.00,40681.00,103708.00,28219.00,0.00,0.00,0.00,308.00,0.00,1186.00,0.00,-254.00,0.00,0.00,-29087.00
1959:Q2,183942.00,2074.00,4662.00,0.00,107300.00,27719.00,511.00,7652.00,-348.00,116.00,630.00,14224.00,8865.00,2778.00,3825.00,0.00,528.00,0.00,150.00,3255.00,214007.00,13513.00,5374.00,4476.00,3619.00,452.00,279.00,6440.00,791.00,346.00,-104.00,0.00,3223.00,40854.00,105856.00,27719.00,0.00,0.00,0.00,316.00,0.00,1116.00,0.00,-263.00,0.00,0.00,-30066.00
1959:Q3,186705.00,2133.00,4821.00,0.00,109516.00,27076.00,556.00,8453.00,-391.00,60.00,657.00,14527.00,8868.00,2539.00,4105.00,0.00,516.00,0.00,186.00,3083.00,217402.00,13661.00,5551.00,4556.00,3440.00,461.00,319.00,6546.00,953.00,305.00,-107.00,0.00,3320.00,41916.00,108124.00,27076.00,0.00,0.00,0.00,342.00,0.00,1211.00,0.00,-272.00,0.00,0.00,-30697.00
1959:Q4,189142.00,2187.00,4944.00,0.00,112047.00,26520.00,885.00,7373.00,-437.00,51.00,686.00,14800.00,9045.00,2662.00,4628.00,0.00,517.00,0.00,152.00,3082.00,217725.00,13801.00,5230.00,4621.00,3441.00,472.00,363.00,5117.00,440.00,324.00,-112.00,0.00,3407.00,42040.00,110699.00,26520.00,0.00,0.00,0.00,363.00,0.00,1280.00,0.00,-281.00,0.00,0.00,-28583.00
1960:Q1,191998.00,2238.00,4805.00,0.00,114517.00,27145.00,522.00,7844.00,-483.00,50.00,719.00,15049.00,9356.00,2722.00,3608.00,0.00,503.00,0.00,180.00,3223.00,223353.00,13927.00,6554.00,4675.00,3582.00,463.00,365.00,4472.00,580.00,330.00,-115.00,0.00,3486.00,43313.00,113225.00,27145.00,0.00,0.00,0.00,343.00,0.00,1299.00,0.00,-291.00,0.00,0.00,-31355.00
1960:Q2,195323.00,2288.00,4890.00,0.00,116417.00,27841.00,1026.00,6832.00,-403.00,52.00,750.00,15280.00,9638.00,2933.00,3642.00,0.00,495.00,0.00,189.00,3453.00,226426.00,14049.00,6035.00,4715.00,3814.00,469.00,535.00,4697.00,696.00,336.00,-119.00,0.00,3558.00,43365.00,115183.00,27841.00,0.00,0.00,0.00,360.00,0.00,1193.00,0.00,-301.00,0.00,0.00,-31103.00
1960:Q3,199204.00,2336.00,4934.00,0.00,118979.00,28727.00,532.00,7087.00,-540.00,57.00,776.00,15501.00,9819.00,2991.00,3761.00,0.00,488.00,0.00,208.00,3548.00,232094.00,14183.00,6549.00,4767.00,3913.00,501.00,384.00,5020.00,629.00,343.00,-121.00,0.00,3630.00,44432.00,117789.00,28727.00,0.00,0.00,0.00,392.00,0.00,1267.00,0.00,-311.00,0.00,0.00,-32890.00
1960:Q4,202278.00,2379.00,5002.00,0.00,121646.00,29412.00,728.00,5791.00,-630.00,61.00,798.00,15721.00,9988.00,3193.00,3751.00,0.00,497.00,0.00,177.00,3764.00,235441.00,14332.00,6483.00,4818.00,4134.00,523.00,317.00,5923.00,582.00,357.00,-127.00,0.00,3706.00,43261.00,120485.00,29412.00,0.00,0.00,0.00,366.00,0.00,1191.00,0.00,-322.00,0.00,0.00,-33163.00
1961:Q1,207462.00,2417.00,5100.00,0.00,124270.00,29895.00,585.00,7051.00,-677.00,67.00,824.00,15936.00,10215.00,3465.00,3754.00,0.00,479.00,0.00,240.00,3841.00,236186.00,14481.00,6817.00,4877.00,4211.00,559.00,321.00,4600.00,192.00,368.00,-130.00,0.00,3788.00,41839.00,123150.00,29895.00,0.00,0.00,0.00,370.00,0.00,1181.00,0.00,-333.00,0.00,0.00,-28724.00
1961:Q2,210753.00,2448.00,5253.00,0.00,126246.00,30602.00,508.00,6754.00,-717.00,76.00,849.00,16146.00,10564.00,3506.00,3897.00,0.00,475.00,0.00,202.00,3944.00,242519.00,14643.00,7222.00,4938.00,4318.00,537.00,371.00,7398.00,258.00,384.00,-134.00,0.00,3875.00,41671.00,125155.00,30602.00,0.00,0.00,0.00,380.00,0.00,1246.00,0.00,-345.00,0.00,0.00,-31766.00
1961:Q3,216021.00,2478.00,5461.00,0.00,129016.00,31343.00,409.00,7719.00,-767.00,85.00,872.00,16349.00,10803.00,3371.00,4194.00,0.00,474.00,0.00,256.00,3958.00,244118.00,14803.00,6981.00,5011.00,4321.00,502.00,354.00,5806.00,229.00,400.00,-137.00,0.00,3961.00,41057.00,127956.00,31343.00,0.00,0.00,0.00,384.00,0.00,1504.00,0.00,-357.00,0.00,0.00,-28097.00
1961:Q4,220560.00,2512.00,5665.00,0.00,131899.00,32134.00,605.00,7308.00,-882.00,93.00,890.00,16545.00,10923.00,3606.00,4443.00,0.00,449.00,0.00,174.00,4196.00,247486.00,14966.00,7065.00,5062.00,4560.00,508.00,348.00,6413.00,177.00,418.00,-143.00,0.00,4037.00,39283.00,130862.00,32134.00,0.00,0.00,0.00,387.00,0.00,1778.00,0.00,-369.00,0.00,0.00,-26926.00
1962:Q1,223219.00,2549.00,5824.00,0.00,134615.00,30219.00,547.00,8728.00,-904.00,96.00,903.00,16725.00,10989.00,3552.00,4382.00,0.00,434.00,0.00,316.00,4244.00,248515.00,15102.00,7970.00,5105.00,4609.00,515.00,379.00,5367.00,174.00,426.00,-147.00,0.00,4107.00,39277.00,133717.00,30219.00,0.00,0.00,0.00,386.00,0.00,1691.00,0.00,-382.00,0.00,0.00,-25296.00
1962:Q2,224908.00,2587.00,5977.00,0.00,136703.00,28765.00,592.00,8294.00,-863.00,97.00,915.00,16882.00,11245.00,3698.00,4936.00,0.00,431.00,0.00,254.00,4395.00,255868.00,15245.00,8032.00,5129.00,4762.00,461.00,365.00,7630.00,163.00,430.00,-150.00,0.00,4167.00,43111.00,135841.00,28765.00,0.00,0.00,0.00,384.00,0.00,1928.00,0.00,-395.00,0.00,0.00,-30960.00
1962:Q3,227773.00,2626.00,6085.00,0.00,139712.00,27067.00,582.00,9015.00,-799.00,98.00,921.00,17047.00,11478.00,3404.00,5378.00,0.00,417.00,0.00,272.00,4470.00,256415.00,15388.00,8337.00,5171.00,4826.00,420.00,398.00,7153.00,160.00,436.00,-153.00,0.00,4226.00,41937.00,138878.00,27067.00,0.00,0.00,0.00,404.00,0.00,2176.00,0.00,-409.00,0.00,0.00,-28642.00
1962:Q4,229378.00,2667.00,6175.00,0.00,142708.00,25454.00,707.00,7786.00,-808.00,100.00,923.00,17249.00,11935.00,3703.00,5472.00,0.00,455.00,0.00,289.00,4563.00,255951.00,15545.00,8046.00,5220.00,4921.00,381.00,411.00,7434.00,325.00,450.00,-159.00,0.00,4295.00,39589.00,141893.00,25454.00,0.00,0.00,0.00,400.00,0.00,2169.00,0.00,-423.00,0.00,0.00,-26573.00
1963:Q1,234928.00,2711.00,6413.00,0.00,145688.00,25928.00,485.00,9281.00,-754.00,101.00,924.00,17503.00,11966.00,3858.00,5450.00,0.00,446.00,0.00,315.00,4613.00,257826.00,15700.00,8943.00,5299.00,4973.00,405.00,394.00,6113.00,200.00,461.00,-163.00,0.00,4372.00,38214.00,144899.00,25928.00,0.00,0.00,0.00,382.00,0.00,2144.00,0.00,-438.00,0.00,0.00,-22898.00
1963:Q2,239615.00,2758.00,6616.00,0.00,147805.00,26231.00,501.00,9541.00,-756.00,102.00,919.00,17820.00,12297.00,3888.00,6278.00,0.00,448.00,0.00,288.00,4879.00,263100.00,15862.00,9548.00,5398.00,5248.00,380.00,376.00,8584.00,174.00,472.00,-167.00,0.00,4457.00,37108.00,147075.00,26231.00,0.00,0.00,0.00,394.00,0.00,2413.00,0.00,-453.00,0.00,0.00,-23485.00
1963:Q3,246003.00,2806.00,6801.00,0.00,150909.00,26733.00,480.00,11399.00,-741.00,104.00,914.00,18120.00,12473.00,3522.00,6842.00,0.00,445.00,0.00,286.00,4910.00,266078.00,16018.00,9990.00,5515.00,5266.00,377.00,392.00,7624.00,194.00,487.00,-170.00,0.00,4544.00,36169.00,150207.00,26733.00,0.00,0.00,0.00,439.00,0.00,2762.00,0.00,-469.00,0.00,0.00,-20075.00
1963:Q4,249864.00,2853.00,7149.00,0.00,154057.00,27276.00,617.00,10101.00,-792.00,107.00,906.00,18323.00,12650.00,3681.00,7128.00,0.00,430.00,0.00,306.00,5072.00,269532.00,16178.00,9409.00,5586.00,5375.00,328.00,351.00,8200.00,335.00,503.00,-177.00,0.00,4627.00,35355.00,153370.00,27276.00,0.00,0.00,0.00,375.00,0.00,2926.00,0.00,-485.00,0.00,0.00,-19668.00
1964:Q1,254225.00,2898.00,7384.00,0.00,157189.00,27612.00,514.00,10943.00,-838.00,105.00,891.00,18618.00,12759.00,3546.00,6888.00,0.00,422.00,0.00,290.00,5004.00,272584.00,16389.00,10189.00,5685.00,5293.00,286.00,437.00,8100.00,344.00,526.00,-181.00,0.00,4706.00,33999.00,156519.00,27612.00,0.00,0.00,0.00,376.00,0.00,2806.00,0.00,-502.00,0.00,0.00,-18359.00
1964:Q2,258831.00,2941.00,7657.00,0.00,159508.00,27992.00,547.00,11209.00,-959.00,102.00,876.00,18917.00,13046.00,3810.00,7449.00,0.00,421.00,0.00,334.00,4981.00,275920.00,16611.00,10615.00,5786.00,5271.00,279.00,349.00,8389.00,434.00,553.00,-187.00,0.00,4781.00,33203.00,158915.00,27992.00,0.00,0.00,0.00,359.00,0.00,3089.00,0.00,-519.00,0.00,0.00,-17089.00
1964:Q3,264252.00,2986.00,7890.00,0.00,162716.00,28646.00,598.00,12209.00,-1118.00,104.00,862.00,19238.00,13200.00,3542.00,7748.00,0.00,410.00,0.00,262.00,4959.00,280575.00,16863.00,10826.00,5911.00,5205.00,293.00,458.00,8850.00,441.00,578.00,-192.00,0.00,4858.00,32613.00,162141.00,28646.00,0.00,0.00,0.00,394.00,0.00,3227.00,0.00,-537.00,0.00,0.00,-16323.00
1964:Q4,269486.00,3039.00,8128.00,0.00,166085.00,29475.00,1328.00,11269.00,-1348.00,102.00,847.00,19599.00,13425.00,3824.00,7841.00,0.00,388.00,0.00,281.00,5203.00,284801.00,17163.00,10503.00,6020.00,5441.00,309.00,359.00,8889.00,581.00,601.00,-200.00,0.00,4948.00,32120.00,165529.00,29475.00,0.00,0.00,0.00,387.00,0.00,3232.00,0.00,-556.00,0.00,0.00,-15315.00
1965:Q1,275483.00,3097.00,8361.00,0.00,169378.00,29946.00,1057.00,12973.00,-1468.00,99.00,835.00,19961.00,13691.00,3767.00,7962.00,0.00,376.00,0.00,386.00,5062.00,289259.00,17481.00,11519.00,6127.00,5300.00,270.00,464.00,8058.00,884.00,605.00,-204.00,0.00,5048.00,31840.00,168846.00,29946.00,0.00,0.00,0.00,381.00,0.00,3269.00,0.00,-575.00,0.00,0.00,-13776.00
1965:Q2,280127.00,3160.00,8603.00,0.00,171900.00,30740.00,942.00,13009.00,-1334.00,93.00,823.00,20341.00,14097.00,3885.00,7924.00,0.00,384.00,0.00,404.00,5156.00,296510.00,17824.00,11998.00,6243.00,5389.00,282.00,412.00,9307.00,1192.00,597.00,-209.00,0.00,5160.00,33054.00,171266.00,30740.00,0.00,0.00,0.00,420.00,0.00,3430.00,0.00,-595.00,0.00,0.00,-16383.00
1965:Q3,286859.00,3228.00,8852.00,0.00,175307.00,31543.00,845.00,14264.00,-1019.00,89.00,810.00,20736.00,14356.00,3601.00,8155.00,0.00,385.00,0.00,437.00,5270.00,298432.00,18184.00,11837.00,6357.00,5498.00,319.00,446.00,8591.00,644.00,590.00,-213.00,0.00,5276.00,31085.00,174689.00,31543.00,0.00,0.00,0.00,434.00,0.00,3768.00,0.00,-616.00,0.00,0.00,-11573.00
1965:Q4,292166.00,3303.00,9085.00,0.00,178973.00,32451.00,840.00,14271.00,-1037.00,83.00,796.00,21145.00,14604.00,3918.00,7634.00,0.00,385.00,0.00,496.00,5219.00,302973.00,18540.00,11397.00,6473.00,5447.00,307.00,451.00,9076.00,614.00,604.00,-222.00,0.00,5395.00,30583.00,178374.00,32451.00,0.00,0.00,0.00,442.00,0.00,3678.00,0.00,-637.00,0.00,0.00,-10807.00
1966:Q1,298717.00,3385.00,9316.00,0.00,182631.00,33249.00,717.00,16452.00,-876.00,87.00,787.00,21569.00,14502.00,3923.00,6973.00,0.00,381.00,0.00,493.00,5128.00,310947.00,18903.00,13621.00,6601.00,5408.00,309.00,609.00,8771.00,636.00,623.00,-226.00,0.00,5348.00,31677.00,182052.00,33249.00,0.00,0.00,0.00,441.00,0.00,3584.00,0.00,-659.00,0.00,0.00,-12230.00
1966:Q2,302657.00,3475.00,9494.00,0.00,185095.00,34363.00,799.00,16021.00,-847.00,96.00,780.00,22009.00,15083.00,4023.00,6099.00,0.00,366.00,0.00,583.00,5218.00,319241.00,19172.00,13438.00,6740.00,5536.00,374.00,610.00,9740.00,1029.00,652.00,-231.00,0.00,5328.00,34505.00,184788.00,34363.00,0.00,0.00,0.00,393.00,0.00,3486.00,0.00,-682.00,0.00,0.00,-16584.00
1966:Q3,310904.00,3568.00,9575.00,0.00,189155.00,35369.00,738.00,18345.00,-863.00,105.00,771.00,22463.00,15694.00,3779.00,5707.00,0.00,349.00,0.00,793.00,5356.00,329299.00,19511.00,13164.00,6887.00,5678.00,377.00,690.00,9907.00,974.00,684.00,-233.00,0.00,5303.00,39164.00,188635.00,35369.00,0.00,0.00,0.00,486.00,0.00,3409.00,0.00,-706.00,0.00,0.00,-18395.00
1966:Q4,311872.00,3659.00,9670.00,0.00,193408.00,36343.00,956.00,14083.00,-922.00,111.00,761.00,22930.00,15846.00,4082.00,4418.00,0.00,376.00,0.00,767.00,5384.00,331651.00,19884.00,11563.00,7026.00,5706.00,452.00,650.00,9137.00,757.00,716.00,-241.00,0.00,5607.00,38790.00,192617.00,36343.00,0.00,0.00,0.00,351.00,0.00,3023.00,0.00,-730.00,0.00,0.00,-19779.00
1967:Q1,318271.00,3736.00,9810.00,0.00,197393.00,36365.00,768.00,16334.00,-1090.00,121.00,759.00,23427.00,16002.00,4569.00,4001.00,0.00,368.00,0.00,732.00,4976.00,334272.00,20461.00,12099.00,7179.00,5298.00,457.00,733.00,9243.00,299.00,741.00,-245.00,0.00,6322.00,36127.00,196662.00,36365.00,0.00,0.00,0.00,296.00,0.00,2973.00,0.00,-738.00,0.00,0.00,-16002.00
1967:Q2,322630.00,3807.00,9870.00,0.00,200580.00,36640.00,889.00,15034.00,-1098.00,133.00,757.00,23945.00,16632.00,5029.00,4105.00,0.00,362.00,0.00,800.00,5145.00,340955.00,20866.00,11736.00,7349.00,5442.00,498.00,663.00,10070.00,567.00,768.00,-252.00,0.00,6359.00,37685.00,199658.00,36640.00,0.00,0.00,0.00,293.00,0.00,3360.00,0.00,-747.00,0.00,0.00,-18325.00
1967:Q3,329545.00,3876.00,10220.00,0.00,204736.00,36851.00,889.00,17232.00,-1034.00,147.00,753.00,24482.00,17130.00,4434.00,3518.00,0.00,354.00,0.00,775.00,5182.00,346120.00,21252.00,12127.00,7511.00,5482.00,468.00,848.00,10427.00,305.00,792.00,-256.00,0.00,6387.00,36917.00,203869.00,36851.00,0.00,0.00,0.00,419.00,0.00,3476.00,0.00,-755.00,0.00,0.00,-16575.00
