date,FA796902505.A,FA796300081.A,FA796902605.A,FA796025005.A,FA796020001.A,FA796401001.A,FA796240101.A,FA796402101.A,FA796140005.A,FA796402101.A,FA796150105.A,FA796130101.A,FA796121101.A,FA793092281.A,FA796150005.A,FA796130001.A,FA796120005.A,FA796121001.A,FA796122001.A,FA793192281.A,FA796112001.A,FA796140005.A,FA796220001.A,FA796403005.A,FA796012095.A,FA796012095.A,FA796006385.A,FA796012095.A,FA795440005.A,FA795015085.A,FA795013005.A,FA796300081.A,FA795000995.A,FA795000995.A,FA794090005.A,FA713011203.A,FA794000005.A,FA794022005.A,FA793069175.A,FA793061105.A,FA793061705.A,FA793062005.A,FA793063005.A,FA794035005.A,FA794041005.A,FA793065005.A,FA793081005.A,FA793064105.A,FA793064205.A,FA793034005.A,FA793092405.A,FA793092005.A,FA713164003.A,FA793094005.A,FA793052005.A,FA793096005.A,FA794190005.A,FA794100005.A,FA794122005.A,FA423161705.A,FA793163005.A,FA793169175.A,FA794135005.A,FA794141005.A,FA643165005.A,FA793181005.A,FA634090005.A,FA793164105.A,FA653164205.A,FA403192405.A,FA793192005.A,FA662090205.A,FA793194005.A,FA713164003.A,FA583152005.A,FA793196005.A,FA795000005.A,FV798090185.A,FV792010095.A,FV798090085.A,FU797005045.A,FR792010095.A,FR795013665.A,FR795013265.A,FR795013765.A,FR793081085.A,FR793064105.A,FR793064205.A,FR793092005.A,FR793181085.A,FR793164105.A,FR653164205.A,FR793192005.A,FR662090205.A,FR153050005.A,FR793194005.A,FR798200005.A,FC792090095.A,FL792000095.A,FL792010095.A,FL795013665.A,FL795013265.A,FL795013765.A,FL794090005.A,FL713011203.A,FL794000005.A,FL794022005.A,FL793069175.A,FL793061105.A,FL793061705.A,FL793062005.A,FL793063005.A,FL794035005.A,FL794041005.A,FL793065005.A,FL793081005.A,LM793064105.A,LM793064205.A,FL793034005.A,FL793092405.A,FL793092005.A,FL713164003.A,FL793094005.A,FL793052005.A,FL793096005.A,FL792100005.A,FL794194005.A,FL794100005.A,FL794122005.A,FL423161705.A,FL793163005.A,FL793169175.A,FL794135005.A,FL794141005.A,FL643165005.A,FL793181005.A,FL634090005.A,LM793164105.A,LM653164205.A,FL403192405.A,FL793192005.A,FL662090205.A,FL793194005.A,FL713164003.A,FL583152005.A,FL793196005.A,FL792090095.A
1960,20652.00,1182.00,19471.00,11396.00,10448.00,948.00,1536.00,6539.00,7503.00,6539.00,31950.00,29637.00,2263.00,50.00,30986.00,26085.00,4860.00,3218.00,1642.00,41.00,0.00,7503.00,3640.00,243.00,3619.00,3619.00,3619.00,3619.00,0.00,845.00,2027.00,1182.00,2774.00,2774.00,55743.00,-1689.00,264.00,11536.00,656.00,2819.00,1256.00,2044.00,4761.00,25357.00,11240.00,14117.00,6361.00,6096.00,0.00,0.00,123.00,120.00,22.00,0.00,13194.00,720.00,52033.00,17726.00,5699.00,738.00,3236.00,1725.00,-767.00,-767.00,0.00,2392.00,0.00,1075.00,1049.00,176.00,70.00,0.00,0.00,22.00,28308.00,-1325.00,3710.00,950.00,0.00,14.00,-936.00,-203.00,-190.00,-11.00,-2.00,-1908.00,-1908.00,0.00,0.00,-1996.00,-141.00,159.00,-2.00,0.00,-2012.00,0.00,-115.00,4454.00,891383.00,16911.00,12756.00,4110.00,45.00,874472.00,17767.00,35670.00,258559.00,1915.00,135796.00,5513.00,34835.00,80500.00,303931.00,136503.00,167428.00,53796.00,51203.00,0.00,0.00,989.00,1195.00,409.00,0.00,193674.00,11075.00,891383.00,873993.00,356265.00,23616.00,8061.00,9780.00,5775.00,14226.00,14226.00,0.00,76640.00,0.00,55908.00,17026.00,1690.00,1607.00,0.00,0.00,409.00,386087.00,17159.00,17390.00
1961,21815.00,1220.00,20595.00,12295.00,11285.00,1010.00,1632.00,6668.00,7438.00,6668.00,34186.00,31712.00,2430.00,44.00,33416.00,28131.00,5228.00,3360.00,1868.00,57.00,0.00,7438.00,3471.00,239.00,3728.00,3728.00,3728.00,3728.00,0.00,795.00,2015.00,1220.00,2933.00,2933.00,66687.00,-878.00,2425.00,19704.00,844.00,8834.00,851.00,3850.00,5325.00,26429.00,9853.00,16576.00,5823.00,5534.00,0.00,0.00,118.00,135.00,36.00,0.00,12197.00,987.00,62539.00,28051.00,1952.00,703.00,722.00,527.00,1535.00,1535.00,0.00,967.00,0.00,-923.00,1671.00,145.00,38.00,0.00,0.00,36.00,28654.00,1380.00,4148.00,-2481.00,0.00,-3696.00,-1215.00,154.00,171.00,-15.00,-3.00,9332.00,9332.00,0.00,0.00,25848.00,23533.00,4178.00,162.00,0.00,-2025.00,0.00,-16363.00,-15115.00,964918.00,17853.00,13624.00,4159.00,70.00,947065.00,16889.00,38016.00,278263.00,2759.00,144630.00,6364.00,38685.00,85825.00,330360.00,146356.00,184004.00,68951.00,66069.00,0.00,0.00,1107.00,1330.00,445.00,0.00,202770.00,11816.00,964918.00,962643.00,384316.00,25568.00,8764.00,10502.00,6302.00,15761.00,15761.00,0.00,105480.00,0.00,78518.00,22875.00,1835.00,1807.00,0.00,0.00,445.00,413073.00,18445.00,2275.00
1962,22536.00,1275.00,21260.00,12986.00,11819.00,1167.00,1668.00,6607.00,7973.00,6607.00,38096.00,35140.00,2904.00,52.00,36729.00,31192.00,5485.00,3670.00,1815.00,52.00,0.00,7973.00,3504.00,283.00,4186.00,4186.00,4186.00,4186.00,0.00,981.00,2257.00,1275.00,3205.00,3205.00,75776.00,-911.00,2120.00,18394.00,233.00,4581.00,1861.00,5758.00,5961.00,35328.00,14375.00,20953.00,7522.00,7124.00,204.00,0.00,19.00,153.00,22.00,0.00,11097.00,2227.00,72602.00,33984.00,3144.00,1637.00,331.00,1176.00,2580.00,2580.00,0.00,1686.00,0.00,326.00,1250.00,49.00,39.00,0.00,0.00,22.00,28548.00,2660.00,3174.00,2760.00,0.00,2791.00,31.00,221.00,227.00,-6.00,1.00,-10946.00,-10936.00,-10.00,0.00,-10499.00,-4049.00,-2854.00,-128.00,0.00,-3468.00,0.00,-226.00,6720.00,1024356.00,19048.00,14583.00,4363.00,102.00,1005308.00,15978.00,40225.00,296657.00,2992.00,149211.00,8225.00,44443.00,91786.00,365688.00,160731.00,204957.00,65527.00,62257.00,194.00,0.00,1126.00,1483.00,467.00,0.00,207048.00,14185.00,1024356.00,1015361.00,418300.00,28712.00,10401.00,10833.00,7478.00,18341.00,18341.00,0.00,100135.00,0.00,74795.00,21271.00,1884.00,1718.00,0.00,0.00,467.00,428710.00,21163.00,8995.00
1963,23278.00,1342.00,21937.00,13831.00,12522.00,1309.00,1841.00,6265.00,7724.00,6265.00,41672.00,38720.00,2886.00,67.00,40214.00,34166.00,5994.00,4004.00,1990.00,54.00,0.00,7724.00,3617.00,701.00,3406.00,3406.00,3406.00,3406.00,0.00,908.00,2249.00,1342.00,2498.00,2498.00,81141.00,-465.00,-821.00,12570.00,115.00,1267.00,480.00,4382.00,6326.00,46157.00,20665.00,25492.00,8018.00,7791.00,-20.00,0.00,45.00,172.00,30.00,0.00,13061.00,2621.00,79913.00,33644.00,4462.00,1648.00,1551.00,1263.00,3663.00,3663.00,0.00,2051.00,0.00,1038.00,967.00,18.00,-2.00,0.00,0.00,30.00,32184.00,3909.00,1228.00,-5187.00,0.00,-3918.00,1270.00,177.00,192.00,-18.00,2.00,6066.00,6047.00,19.00,0.00,11851.00,11718.00,2977.00,95.00,0.00,-2939.00,0.00,-5608.00,-7390.00,1107909.00,20124.00,15512.00,4468.00,144.00,1087785.00,15513.00,39420.00,309227.00,3107.00,150478.00,8705.00,48825.00,98112.00,411845.00,181396.00,230449.00,79611.00,76095.00,193.00,0.00,1171.00,1655.00,497.00,0.00,216069.00,16100.00,1107909.00,1106304.00,451944.00,33174.00,12049.00,12384.00,8741.00,22004.00,22004.00,0.00,116976.00,0.00,87551.00,25215.00,1902.00,1811.00,0.00,0.00,497.00,457178.00,25028.00,1605.00
1964,25569.00,1434.00,24135.00,14899.00,13478.00,1421.00,2079.00,7157.00,8548.00,7157.00,46387.00,42745.00,3577.00,66.00,44996.00,38142.00,6779.00,4572.00,2207.00,75.00,0.00,8548.00,4267.00,890.00,3393.00,3393.00,3393.00,3393.00,0.00,1501.00,2935.00,1434.00,1892.00,1892.00,91349.00,-125.00,1494.00,17050.00,267.00,5077.00,881.00,3578.00,7247.00,47088.00,21082.00,26006.00,9109.00,8624.00,209.00,0.00,56.00,193.00,27.00,0.00,14142.00,2591.00,88939.00,40003.00,5648.00,512.00,3141.00,1995.00,1787.00,1787.00,0.00,1275.00,0.00,7.00,1190.00,28.00,23.00,0.00,0.00,27.00,37214.00,3012.00,2410.00,-2958.00,0.00,-3477.00,-519.00,523.00,564.00,-43.00,2.00,4579.00,4565.00,14.00,0.00,7394.00,8463.00,2711.00,100.00,0.00,-3880.00,0.00,-2292.00,-1858.00,1201880.00,22138.00,16947.00,4961.00,230.00,1179742.00,15388.00,40946.00,326277.00,3374.00,155555.00,9586.00,52403.00,105359.00,458933.00,202478.00,256455.00,93299.00,89284.00,416.00,0.00,1227.00,1848.00,524.00,0.00,226382.00,18517.00,1201880.00,1202133.00,491947.00,38822.00,12561.00,15525.00,10736.00,24291.00,24291.00,0.00,129525.00,0.00,96021.00,29116.00,1930.00,1934.00,0.00,0.00,524.00,490057.00,27491.00,-253.00
1965,27687.00,1607.00,26080.00,15978.00,14395.00,1583.00,2190.00,7912.00,9511.00,7912.00,51141.00,46698.00,4373.00,70.00,49542.00,41915.00,7544.00,5052.00,2492.00,83.00,0.00,9511.00,3928.00,1051.00,4532.00,4532.00,4532.00,4532.00,0.00,1855.00,3462.00,1607.00,2677.00,2677.00,101002.00,-1655.00,1162.00,14646.00,-44.00,1292.00,940.00,4696.00,7762.00,56153.00,29364.00,26789.00,10840.00,10519.00,26.00,0.00,50.00,218.00,27.00,0.00,17767.00,2090.00,98218.00,40920.00,4552.00,2154.00,1205.00,1193.00,5039.00,5039.00,0.00,1513.00,0.00,-706.00,2150.00,99.00,-57.00,0.00,0.00,27.00,42641.00,3553.00,2784.00,-3562.00,0.00,-3669.00,-107.00,321.00,493.00,-165.00,-8.00,4463.00,4425.00,38.00,0.00,10188.00,10748.00,3954.00,31.00,0.00,-4545.00,0.00,-5404.00,-4434.00,1305717.00,24311.00,18348.00,5635.00,328.00,1281406.00,13733.00,42461.00,340923.00,3330.00,156847.00,10526.00,57099.00,113121.00,515102.00,231858.00,283244.00,108602.00,104228.00,480.00,0.00,1277.00,2066.00,551.00,0.00,240371.00,20214.00,1305717.00,1310404.00,533255.00,43374.00,14715.00,16730.00,11929.00,29330.00,29330.00,0.00,145771.00,0.00,106063.00,35220.00,2029.00,1908.00,0.00,0.00,551.00,527834.00,30840.00,-4687.00
1966,30126.00,1786.00,28340.00,17382.00,15562.00,1820.00,2324.00,8635.00,9724.00,8635.00,56236.00,52029.00,4130.00,77.00,55146.00,47247.00,7825.00,5207.00,2618.00,74.00,0.00,9724.00,4389.00,275.00,5059.00,5059.00,5059.00,5059.00,0.00,1819.00,3605.00,1786.00,3240.00,3240.00,96390.00,-574.00,3849.00,15959.00,596.00,2063.00,1444.00,2619.00,9237.00,43548.00,22765.00,20783.00,12243.00,11752.00,135.00,0.00,92.00,245.00,19.00,0.00,20959.00,406.00,93143.00,31394.00,10836.00,5503.00,1600.00,3733.00,1389.00,1389.00,0.00,3202.00,0.00,374.00,2482.00,264.00,63.00,0.00,0.00,19.00,48826.00,-2504.00,3247.00,4451.00,0.00,4444.00,-7.00,710.00,771.00,-51.00,-10.00,-16524.00,-16463.00,-61.00,0.00,-7792.00,1772.00,-2873.00,-161.00,0.00,-6530.00,0.00,-8022.00,1488.00,1393076.00,26836.00,19962.00,6452.00,422.00,1366240.00,13159.00,46286.00,356882.00,3926.00,158910.00,11970.00,59718.00,122358.00,558650.00,254623.00,304027.00,104321.00,99517.00,554.00,0.00,1369.00,2311.00,570.00,0.00,266054.00,20888.00,1393076.00,1396275.00,564649.00,54210.00,20218.00,18330.00,15662.00,30719.00,30719.00,0.00,147705.00,0.00,108209.00,34829.00,2293.00,1804.00,0.00,0.00,570.00,570827.00,28165.00,-3199.00
1967,33625.00,1986.00,31639.00,19274.00,17208.00,2066.00,2541.00,9823.00,10406.00,9823.00,61542.00,57122.00,4339.00,81.00,60959.00,52590.00,8282.00,5396.00,2886.00,87.00,0.00,10406.00,5071.00,454.00,4881.00,4881.00,4881.00,4881.00,0.00,1984.00,3969.00,1986.00,2897.00,2897.00,129915.00,-1177.00,4244.00,38271.00,1185.00,10865.00,3244.00,10442.00,12535.00,45355.00,24889.00,20466.00,14970.00,14612.00,42.00,0.00,26.00,262.00,28.00,0.00,24426.00,3826.00,118007.00,58622.00,3837.00,120.00,968.00,2749.00,2307.00,2307.00,0.00,444.00,0.00,-765.00,1095.00,78.00,8.00,0.00,0.00,28.00,53292.00,-495.00,11908.00,2926.00,0.00,-6085.00,-9011.00,737.00,677.00,63.00,-2.00,13443.00,13339.00,104.00,0.00,14261.00,10204.00,8384.00,86.00,0.00,-4413.00,0.00,-81.00,7726.00,1530242.00,29548.00,21498.00,7499.00,551.00,1500694.00,11982.00,50747.00,395166.00,5111.00,169775.00,15214.00,70160.00,134906.00,604028.00,279512.00,324516.00,132734.00,127468.00,700.00,0.00,1395.00,2573.00,598.00,0.00,281606.00,24431.00,1530242.00,1525715.00,623271.00,58047.00,20338.00,19298.00,18411.00,33026.00,33026.00,0.00,166823.00,0.00,117648.00,44308.00,2371.00,1898.00,0.00,0.00,598.00,617057.00,27491.00,4527.00
1968,37594.00,2272.00,35322.00,21665.00,19423.00,2242.00,2812.00,10846.00,12421.00,10846.00,69929.00,64794.00,5025.00,110.00,68353.00,58888.00,9372.00,6154.00,3218.00,93.00,0.00,12421.00,6094.00,796.00,5531.00,5531.00,5531.00,5531.00,0.00,2848.00,5119.00,2272.00,2684.00,2684.00,138448.00,-1615.00,5406.00,30021.00,441.00,7953.00,2767.00,9529.00,9331.00,53320.00,27809.00,25511.00,19514.00,19029.00,129.00,0.00,8.00,316.00,32.00,0.00,28512.00,3291.00,141602.00,54747.00,7349.00,3767.00,597.00,2985.00,9003.00,8803.00,200.00,3479.00,0.00,1055.00,2512.00,-153.00,33.00,0.00,0.00,32.00,60560.00,6464.00,-3154.00,-10782.00,0.00,-4944.00,5838.00,1557.00,1496.00,61.00,0.00,4766.00,4737.00,29.00,0.00,25788.00,27780.00,4412.00,53.00,0.00,-6457.00,0.00,-19465.00,-24716.00,1675128.00,33950.00,24325.00,8918.00,707.00,1641178.00,10367.00,56022.00,425187.00,5552.00,177728.00,17981.00,79689.00,144237.00,657064.00,307321.00,349743.00,157014.00,151234.00,858.00,0.00,1403.00,2889.00,630.00,0.00,307321.00,28203.00,1675128.00,1695317.00,678018.00,65396.00,24105.00,19895.00,21396.00,42029.00,41829.00,200.00,202547.00,0.00,146483.00,51232.00,2218.00,1984.00,0.00,0.00,630.00,673573.00,33754.00,-20189.00
1969,42371.00,2636.00,39734.00,23822.00,21422.00,2400.00,3194.00,12719.00,13439.00,12719.00,82765.00,76999.00,5639.00,127.00,82044.00,71900.00,10067.00,7016.00,3051.00,77.00,0.00,13439.00,6633.00,1261.00,5545.00,5545.00,5545.00,5545.00,0.00,2895.00,5531.00,2636.00,2651.00,2651.00,138215.00,0.00,224.00,6337.00,2572.00,-8313.00,1623.00,1549.00,8906.00,67726.00,40814.00,26912.00,26286.00,21177.00,610.00,0.00,75.00,385.00,39.00,4000.00,36028.00,1614.00,140012.00,20204.00,22130.00,9744.00,1032.00,11354.00,9595.00,9365.00,230.00,9271.00,0.00,1632.00,3331.00,208.00,61.00,0.00,4000.00,39.00,71938.00,6874.00,-1797.00,3750.00,0.00,8198.00,4448.00,1837.00,1616.00,205.00,16.00,-26122.00,-25919.00,-203.00,0.00,-36694.00,-19534.00,-6975.00,-207.00,0.00,-9978.00,0.00,12409.00,21704.00,1797291.00,38677.00,27192.00,10574.00,911.00,1758614.00,10367.00,56572.00,431084.00,8124.00,169415.00,19604.00,81238.00,152703.00,724849.00,348594.00,376255.00,157178.00,146492.00,1265.00,0.00,1478.00,3274.00,669.00,4000.00,348927.00,29637.00,1797291.00,1795776.00,693523.00,87526.00,33849.00,20927.00,32750.00,51624.00,51194.00,430.00,185102.00,0.00,128581.00,47588.00,2426.00,1838.00,0.00,4000.00,669.00,736374.00,41627.00,1515.00
1970,45569.00,3014.00,42555.00,25845.00,23166.00,2679.00,3239.00,13471.00,13860.00,13471.00,99050.00,93002.00,5904.00,144.00,98661.00,87573.00,11023.00,7980.00,3043.00,65.00,0.00,13860.00,7471.00,585.00,5804.00,5804.00,5804.00,5804.00,0.00,2791.00,5805.00,3014.00,3012.00,3012.00,163243.00,365.00,4321.00,50418.00,1811.00,15340.00,6761.00,12560.00,13946.00,50739.00,23646.00,27093.00,16404.00,9236.00,537.00,0.00,129.00,469.00,33.00,6000.00,38404.00,2593.00,164209.00,64960.00,12643.00,9785.00,2541.00,317.00,6757.00,6641.00,116.00,7282.00,0.00,-336.00,1575.00,-30.00,40.00,0.00,6000.00,33.00,68289.00,4278.00,-966.00,3209.00,0.00,7187.00,3978.00,1968.00,1832.00,132.00,4.00,-2053.00,-1917.00,-136.00,0.00,-4279.00,-5774.00,-2351.00,-16.00,0.00,3862.00,0.00,4194.00,13206.00,1968512.00,43434.00,30250.00,12000.00,1184.00,1925078.00,10732.00,60260.00,481502.00,9935.00,184755.00,26365.00,93798.00,166649.00,775480.00,372240.00,403240.00,171529.00,153811.00,1666.00,0.00,1607.00,3743.00,702.00,10000.00,392697.00,32878.00,1968512.00,1953791.00,758483.00,100169.00,43634.00,23468.00,33067.00,58381.00,57835.00,546.00,184243.00,0.00,122471.00,46812.00,2396.00,1862.00,0.00,10000.00,702.00,812329.00,40186.00,14721.00
1971,50077.00,3422.00,46655.00,28072.00,25078.00,2994.00,3931.00,14653.00,15359.00,14653.00,109154.00,102605.00,6392.00,156.00,108447.00,96226.00,12141.00,8584.00,3557.00,80.00,0.00,15359.00,8170.00,-153.00,7342.00,7342.00,7342.00,7342.00,0.00,3445.00,6868.00,3422.00,3897.00,3897.00,213026.00,-600.00,5653.00,50057.00,968.00,8506.00,8594.00,16577.00,15412.00,83184.00,33173.00,50011.00,25940.00,19906.00,-163.00,0.00,11.00,581.00,40.00,5565.00,40758.00,8035.00,210283.00,96876.00,11420.00,5903.00,4737.00,780.00,7866.00,7732.00,134.00,9039.00,0.00,3146.00,117.00,94.00,77.00,0.00,5565.00,40.00,75231.00,9851.00,2743.00,-11341.00,-3.00,-10184.00,1154.00,2703.00,2989.00,-257.00,-29.00,26866.00,26619.00,247.00,0.00,30289.00,17860.00,8517.00,200.00,0.00,3712.00,0.00,-720.00,-4719.00,2209643.00,49586.00,34699.00,13457.00,1430.00,2160057.00,10132.00,65863.00,531559.00,10903.00,193261.00,34959.00,110375.00,182061.00,858026.00,405413.00,452613.00,224335.00,200336.00,1750.00,0.00,1618.00,4324.00,742.00,15565.00,428758.00,41384.00,2209643.00,2199641.00,855359.00,111589.00,49537.00,28205.00,33847.00,66247.00,65567.00,680.00,219859.00,0.00,143477.00,55446.00,2490.00,2139.00,0.00,15565.00,742.00,898639.00,47948.00,10002.00
1972,54635.00,3842.00,50793.00,30967.00,27369.00,3598.00,4258.00,15568.00,17255.00,15568.00,122402.00,115190.00,6982.00,230.00,120715.00,107302.00,13320.00,9252.00,4068.00,93.00,0.00,17255.00,8546.00,34.00,8675.00,8675.00,8675.00,8675.00,0.00,3362.00,7204.00,3842.00,5313.00,5313.00,267970.00,-544.00,1493.00,49274.00,3131.00,5513.00,11466.00,11753.00,17411.00,135329.00,66206.00,69123.00,30331.00,21086.00,-50.00,0.00,138.00,721.00,51.00,8385.00,34653.00,17435.00,267463.00,104498.00,16699.00,8409.00,7417.00,873.00,23060.00,22589.00,471.00,9925.00,0.00,2652.00,-1461.00,240.00,58.00,0.00,8385.00,51.00,90227.00,23054.00,507.00,-8305.00,-66.00,-3433.00,4806.00,2906.00,2605.00,291.00,11.00,21527.00,21416.00,111.00,0.00,22477.00,13951.00,4941.00,271.00,0.00,3314.00,0.00,1956.00,2326.00,2504487.00,55792.00,38791.00,15372.00,1629.00,2448695.00,10410.00,67512.00,580831.00,14034.00,198789.00,46410.00,122126.00,199472.00,993783.00,471978.00,521805.00,276193.00,242838.00,1811.00,0.00,1756.00,5045.00,793.00,23950.00,463574.00,56392.00,2504487.00,2492159.00,961433.00,128288.00,57946.00,35622.00,34720.00,89394.00,88243.00,1151.00,248947.00,0.00,160080.00,58926.00,2730.00,2468.00,0.00,23950.00,793.00,1001291.00,62806.00,12328.00
1973,58470.00,4461.00,54009.00,33737.00,29785.00,3952.00,4551.00,15721.00,19485.00,15721.00,147916.00,139143.00,8337.00,436.00,144152.00,130017.00,13995.00,10694.00,3301.00,140.00,0.00,19485.00,9564.00,323.00,9599.00,9599.00,9599.00,9599.00,0.00,5070.00,9531.00,4461.00,4529.00,4529.00,289681.00,0.00,5847.00,37377.00,2646.00,901.00,13245.00,9331.00,11254.00,163971.00,87679.00,76292.00,24174.00,14116.00,858.00,0.00,366.00,899.00,51.00,7884.00,42881.00,15431.00,280797.00,95745.00,32275.00,19931.00,5392.00,6952.00,26158.00,25858.00,300.00,11247.00,0.00,5568.00,-1128.00,546.00,119.00,707.00,5384.00,51.00,90593.00,24779.00,8884.00,34618.00,-18.00,30281.00,-4355.00,3846.00,3426.00,367.00,54.00,-46506.00,-46002.00,-504.00,0.00,-63687.00,-46713.00,-11163.00,248.00,243.00,-6302.00,0.00,21027.00,65244.00,2755395.00,64691.00,44281.00,18360.00,2050.00,2690704.00,11567.00,73262.00,618208.00,16680.00,199690.00,59655.00,131457.00,210726.00,1157754.00,559657.00,598097.00,253861.00,210952.00,2165.00,0.00,2122.00,5944.00,844.00,31834.00,503173.00,72879.00,2755395.00,2677823.00,1058335.00,160563.00,77877.00,41014.00,41672.00,115552.00,114101.00,1451.00,202794.00,0.00,118935.00,46635.00,3276.00,2820.00,950.00,29334.00,844.00,1063277.00,77302.00,77572.00
1974,66843.00,5398.00,61445.00,37269.00,32988.00,4281.00,4786.00,19390.00,21745.00,19390.00,181096.00,171231.00,9417.00,447.00,178741.00,164036.00,14564.00,11339.00,3225.00,141.00,0.00,21745.00,9936.00,2565.00,9244.00,9244.00,9244.00,9244.00,0.00,6482.00,11880.00,5398.00,2762.00,2762.00,241119.00,85.00,4845.00,42920.00,7318.00,2480.00,11022.00,7038.00,15062.00,138773.00,85651.00,53122.00,18224.00,6730.00,1142.00,0.00,502.00,1130.00,53.00,8667.00,47526.00,-11254.00,242207.00,85758.00,41459.00,21085.00,6927.00,13447.00,19315.00,19186.00,129.00,13824.00,2379.00,2177.00,51.00,742.00,-38.00,793.00,7667.00,53.00,97882.00,-16031.00,-1089.00,23115.00,-1.00,26966.00,3850.00,9258.00,6596.00,2486.00,176.00,-54929.00,-54145.00,-784.00,0.00,-73768.00,-55212.00,-11534.00,-140.00,-37.00,-6845.00,0.00,28097.00,60455.00,2979379.00,80421.00,53665.00,23996.00,2760.00,2898958.00,11652.00,78088.00,661228.00,23998.00,202170.00,70677.00,138595.00,225788.00,1294847.00,644993.00,649854.00,217156.00,163537.00,2523.00,0.00,2624.00,7074.00,897.00,40501.00,572455.00,63532.00,2979379.00,2841352.00,1144859.00,200957.00,97897.00,47941.00,55119.00,134867.00,133287.00,1580.00,149776.00,2379.00,65900.00,35152.00,4018.00,2723.00,1706.00,37001.00,897.00,1154521.00,56372.00,138027.00
1975,75412.00,6619.00,68793.00,42179.00,36355.00,5824.00,4963.00,21651.00,22013.00,21651.00,201400.00,190813.00,10077.00,510.00,201038.00,185403.00,15481.00,11910.00,3571.00,154.00,0.00,22013.00,9738.00,3560.00,8716.00,8716.00,8716.00,8716.00,0.00,6317.00,12935.00,6619.00,2399.00,2399.00,238680.00,-53.00,9412.00,115509.00,9189.00,54065.00,12744.00,7737.00,31774.00,38161.00,-1918.00,40079.00,24714.00,9292.00,387.00,0.00,81.00,1423.00,32.00,13499.00,31732.00,19205.00,238946.00,96856.00,18828.00,9395.00,8123.00,1310.00,-16195.00,-16125.00,-70.00,16774.00,1317.00,-1130.00,-358.00,358.00,426.00,630.00,15499.00,32.00,109688.00,12995.00,-266.00,-19093.00,0.00,-16427.00,2665.00,3600.00,1877.00,1676.00,47.00,49036.00,48551.00,485.00,0.00,30999.00,10206.00,8240.00,3.00,-201.00,12751.00,0.00,21637.00,11260.00,3253374.00,90322.00,58149.00,28673.00,3500.00,3163052.00,11599.00,87420.00,776855.00,33187.00,256353.00,83421.00,146332.00,257562.00,1330324.00,640141.00,690183.00,290906.00,221380.00,3395.00,0.00,2705.00,8497.00,929.00,54000.00,581501.00,84447.00,3253374.00,3104087.00,1241715.00,219785.00,107292.00,56064.00,56429.00,118672.00,117162.00,1510.00,184798.00,3696.00,74976.00,43034.00,4376.00,3152.00,2135.00,52500.00,929.00,1277514.00,61603.00,149287.00
1976,81743.00,7631.00,74112.00,46683.00,40003.00,6680.00,5432.00,21997.00,23689.00,21997.00,207746.00,196461.00,10762.00,523.00,206053.00,188919.00,16943.00,13042.00,3901.00,191.00,0.00,23689.00,11793.00,923.00,10973.00,10973.00,10973.00,10973.00,0.00,6479.00,14109.00,7631.00,4495.00,4495.00,331568.00,-1.00,3230.00,110817.00,8640.00,50421.00,9906.00,13116.00,28734.00,148224.00,68906.00,79318.00,19254.00,7734.00,414.00,305.00,184.00,1802.00,54.00,8761.00,48334.00,1710.00,325326.00,125221.00,27622.00,14642.00,6951.00,6029.00,27759.00,27269.00,490.00,10798.00,-10.00,1921.00,-2522.00,481.00,789.00,424.00,9661.00,54.00,120042.00,13884.00,6242.00,-2940.00,-5.00,-4682.00,-1748.00,4350.00,3081.00,1217.00,52.00,26776.00,26475.00,301.00,0.00,30563.00,20578.00,5998.00,23.00,-616.00,4580.00,0.00,563.00,8596.00,3585243.00,101121.00,63509.00,33382.00,4230.00,3484122.00,11598.00,90607.00,887672.00,41827.00,306774.00,93327.00,159448.00,286296.00,1475938.00,706402.00,769536.00,336936.00,255589.00,4110.00,305.00,2889.00,10299.00,983.00,62761.00,593277.00,88094.00,3585243.00,3427360.00,1366936.00,247407.00,121934.00,63015.00,62458.00,146431.00,144431.00,2000.00,221559.00,3686.00,97475.00,46510.00,4857.00,3944.00,1943.00,62161.00,983.00,1376930.00,68097.00,157883.00
