1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1975:Q4,93378.00,281.00,0.00,1777.00,4545.00,1186.00,2935.00,424.00,0.00,0.00,85279.00,31819.00,0.00,13974.00,17845.00,53460.00,30934.00,0.00,30934.00,6410.00,0.00,6410.00,16116.00,0.00,1496.00,90967.00,0.00,78781.00,0.00,78781.00,1559.00,10627.00
1976:Q1,94191.00,285.00,0.00,2083.00,6058.00,1595.00,4093.00,370.00,0.00,0.00,84478.00,30357.00,0.00,14600.00,15757.00,54121.00,31064.00,0.00,31064.00,6275.00,0.00,6275.00,16782.00,0.00,1287.00,91724.00,0.00,79029.00,0.00,79029.00,1534.00,11161.00
1976:Q2,94434.00,265.00,0.00,1702.00,6085.00,1860.00,3847.00,378.00,0.00,0.00,85498.00,30878.00,0.00,15604.00,15274.00,54620.00,30856.00,0.00,30856.00,6279.00,0.00,6279.00,17485.00,0.00,884.00,91753.00,0.00,79556.00,0.00,79556.00,1534.00,10663.00
1976:Q3,96520.00,217.00,0.00,1310.00,5891.00,1330.00,4205.00,356.00,0.00,0.00,88018.00,32112.00,0.00,16050.00,16062.00,55906.00,31540.00,0.00,31540.00,6284.00,0.00,6284.00,18082.00,0.00,1084.00,93709.00,0.00,80871.00,0.00,80871.00,1490.00,11348.00
1976:Q4,97848.00,235.00,0.00,2062.00,6000.00,1153.00,4392.00,455.00,0.00,0.00,88528.00,32105.00,0.00,16243.00,15862.00,56423.00,31430.00,0.00,31430.00,6350.00,0.00,6350.00,18643.00,0.00,1023.00,95010.00,0.00,81241.00,0.00,81241.00,1172.00,12597.00
1977:Q1,98335.00,234.00,0.00,2596.00,5143.00,1392.00,3202.00,549.00,0.00,0.00,89406.00,32537.00,0.00,18075.00,14462.00,56459.00,30656.00,0.00,30656.00,6351.00,0.00,6351.00,19452.00,410.00,956.00,95430.00,0.00,82118.00,0.00,82118.00,410.00,12902.00
1977:Q2,101720.00,224.00,0.00,3404.00,4101.00,2333.00,1401.00,367.00,0.00,0.00,92647.00,33964.00,0.00,18247.00,15717.00,58253.00,31467.00,0.00,31467.00,6472.00,0.00,6472.00,20314.00,430.00,1344.00,98580.00,0.00,84671.00,0.00,84671.00,430.00,13479.00
1977:Q3,102917.00,272.00,0.00,3122.00,2911.00,1739.00,830.00,342.00,0.00,0.00,95242.00,35538.00,0.00,18484.00,17054.00,59194.00,31652.00,0.00,31652.00,6528.00,0.00,6528.00,21014.00,510.00,1370.00,99626.00,0.00,86022.00,0.00,86022.00,510.00,13094.00
1977:Q4,105900.00,304.00,0.00,2218.00,2431.00,1386.00,961.00,84.00,0.00,0.00,98951.00,38492.00,0.00,18319.00,20173.00,59944.00,31918.00,0.00,31918.00,6403.00,0.00,6403.00,21623.00,515.00,1996.00,102641.00,0.00,88197.00,0.00,88197.00,515.00,13929.00
1978:Q1,111151.00,264.00,0.00,3680.00,2201.00,1149.00,842.00,210.00,0.00,0.00,102488.00,39578.00,0.00,18300.00,21278.00,62320.00,33566.00,0.00,33566.00,6370.00,0.00,6370.00,22384.00,590.00,2518.00,107707.00,0.00,92621.00,0.00,92621.00,590.00,14496.00
1978:Q2,119335.00,298.00,0.00,3511.00,2745.00,788.00,1320.00,637.00,0.00,0.00,110360.00,44656.00,0.00,19382.00,25274.00,65014.00,35564.00,0.00,35564.00,6176.00,0.00,6176.00,23274.00,690.00,2421.00,115664.00,0.00,99279.00,0.00,99279.00,690.00,15695.00
1978:Q3,127013.00,248.00,0.00,3759.00,1688.00,236.00,1097.00,355.00,0.00,0.00,118694.00,49317.00,0.00,20159.00,29158.00,68632.00,38282.00,0.00,38282.00,6246.00,0.00,6246.00,24104.00,745.00,2624.00,123120.00,0.00,105268.00,0.00,105268.00,745.00,17107.00
1978:Q4,134484.00,334.00,0.00,3641.00,1823.00,188.00,1442.00,193.00,0.00,0.00,126244.00,53137.00,0.00,20467.00,32670.00,72192.00,40942.00,0.00,40942.00,6395.00,0.00,6395.00,24855.00,915.00,2442.00,130653.00,0.00,111266.00,0.00,111266.00,915.00,18472.00
1979:Q1,141755.00,301.00,0.00,5863.00,1257.00,170.00,862.00,225.00,0.00,0.00,131575.00,53695.00,0.00,21814.00,31881.00,76850.00,44367.00,0.00,44367.00,6460.00,0.00,6460.00,26023.00,1030.00,2759.00,137727.00,0.00,117354.00,0.00,117354.00,1030.00,19343.00
1979:Q2,149379.00,356.00,0.00,4692.00,2219.00,47.00,1827.00,345.00,0.00,0.00,139812.00,58501.00,0.00,23430.00,35071.00,80171.00,46341.00,0.00,46341.00,6412.00,0.00,6412.00,27418.00,1140.00,2300.00,144954.00,0.00,122559.00,0.00,122559.00,1140.00,21255.00
1979:Q3,154377.00,370.00,0.00,3527.00,1373.00,52.00,931.00,390.00,0.00,0.00,146775.00,62596.00,0.00,24000.00,38596.00,82904.00,47778.00,0.00,47778.00,6522.00,0.00,6522.00,28604.00,1275.00,2332.00,149648.00,0.00,126976.00,0.00,126976.00,1275.00,21397.00
1979:Q4,165640.00,506.00,0.00,4205.00,2177.00,336.00,1239.00,602.00,0.00,0.00,155896.00,67761.00,0.00,25923.00,41838.00,86630.00,50128.00,0.00,50128.00,6583.00,0.00,6583.00,29919.00,1505.00,2856.00,161184.00,0.00,135522.00,0.00,135522.00,1505.00,24157.00
1980:Q1,175366.00,482.00,0.00,3760.00,2908.00,488.00,1810.00,610.00,0.00,0.00,165304.00,71836.00,0.00,27714.00,44122.00,91736.00,53327.00,0.00,53327.00,6619.00,0.00,6619.00,31790.00,1732.00,2912.00,170571.00,0.00,144295.00,0.00,144295.00,1785.00,24491.00
1980:Q2,181731.00,466.00,0.00,7158.00,3683.00,1159.00,1817.00,707.00,0.00,0.00,167538.00,70223.00,0.00,27859.00,42364.00,95193.00,54775.00,0.00,54775.00,6557.00,0.00,6557.00,33861.00,2122.00,2886.00,176947.00,0.00,148876.00,0.00,148876.00,2180.00,25891.00
1980:Q3,184280.00,366.00,0.00,4716.00,3479.00,658.00,2055.00,766.00,0.00,0.00,172483.00,72961.00,0.00,28800.00,44161.00,97244.00,55536.00,0.00,55536.00,6643.00,0.00,6643.00,35065.00,2278.00,3236.00,179496.00,0.00,150744.00,0.00,150744.00,2345.00,26407.00
1980:Q4,195140.00,533.00,0.00,6008.00,2881.00,374.00,1682.00,825.00,0.00,0.00,181612.00,78191.00,0.00,29228.00,48963.00,100782.00,57758.00,0.00,57758.00,6744.00,0.00,6744.00,36280.00,2639.00,4106.00,190359.00,0.00,159926.00,0.00,159926.00,2720.00,27713.00
