1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2008:Q3,13226589.00,31580.00,117966.00,385910.00,640465.00,5300.00,115059.00,56981.00,25505.00,8502.00,24071.00,82233.00,35591.00,46642.00,135848.00,2245089.00,3092661.00,6374479.00,314055.00,386.00,83481.00,5976557.00,13118636.00,3545821.00,146540.00,420858.00,2978423.00,3107546.00,783204.00,1393814.00,930528.00,1748845.00,54068.00,1996667.00,2665689.00,80338.00,398185.00,2187166.00,12331886.00,1432128.00,4126471.00,34.71,34.92
2008:Q4,12923223.00,24704.00,84154.00,311888.00,726976.00,7178.00,124057.00,57286.00,30455.00,10152.00,26164.00,80986.00,33649.00,47337.00,106333.00,2093572.00,3011097.00,6352278.00,310940.00,423.00,80453.00,5960462.00,13224309.00,3549425.00,131479.00,435313.00,2982633.00,3061347.00,779878.00,1383937.00,897533.00,1672688.00,38954.00,2050284.00,2851611.00,84024.00,676106.00,2091481.00,9612026.00,1385290.00,4006936.00,34.57,34.72
2009:Q1,12821405.00,25736.00,87841.00,323930.00,733118.00,7469.00,122987.00,49862.00,41105.00,9702.00,22318.00,76815.00,32638.00,44177.00,108583.00,2101051.00,3123958.00,6109917.00,309591.00,461.00,76946.00,5722919.00,13029394.00,3637124.00,106923.00,442860.00,3087341.00,2910279.00,720257.00,1309254.00,880767.00,1587025.00,40221.00,1987132.00,2867613.00,81872.00,793208.00,1992533.00,8563330.00,1409664.00,3763681.00,37.45,32.63
2009:Q2,12932134.00,26241.00,99414.00,309233.00,717070.00,7904.00,133827.00,55949.00,41890.00,13963.00,22025.00,75411.00,31615.00,43796.00,129437.00,2121509.00,3234537.00,6077550.00,308946.00,446.00,72341.00,5695818.00,12972241.00,3691524.00,86182.00,453689.00,3151653.00,2798873.00,661328.00,1283988.00,853557.00,1566563.00,34647.00,1997541.00,2883093.00,79721.00,672514.00,2130857.00,9957801.00,1423126.00,3632708.00,39.18,31.30
2009:Q3,13099192.00,26260.00,124536.00,432428.00,674826.00,8997.00,128226.00,49698.00,40835.00,13612.00,24081.00,73729.00,30581.00,43148.00,151868.00,2114346.00,3328533.00,6035442.00,308800.00,412.00,70878.00,5655353.00,12926181.00,3708616.00,72903.00,461846.00,3173867.00,2647906.00,583054.00,1251638.00,813214.00,1556455.00,41742.00,2042412.00,2929051.00,77570.00,535856.00,2315625.00,11534806.00,1547141.00,3505791.00,44.13,30.01
2009:Q4,13317474.00,31528.00,154912.00,488801.00,655532.00,7852.00,140373.00,55987.00,42964.00,14321.00,27101.00,73141.00,29548.00,43593.00,162039.00,2064079.00,3245113.00,6294103.00,306989.00,445.00,71178.00,5915491.00,12903595.00,3725075.00,58412.00,472278.00,3194385.00,2453724.00,545830.00,1139010.00,768884.00,1590062.00,35700.00,1986431.00,3112603.00,75419.00,498632.00,2538552.00,12225987.00,1641037.00,3369014.00,48.71,28.21
2010:Q1,13479098.00,38111.00,184836.00,490549.00,569208.00,8996.00,140981.00,57137.00,42376.00,17459.00,24009.00,74494.00,29162.00,45332.00,168981.00,2147679.00,3239728.00,6415535.00,308861.00,462.00,95877.00,6010336.00,12968261.00,3804434.00,73619.00,480537.00,3250278.00,2347749.00,493914.00,1106232.00,747603.00,1628291.00,49464.00,2039851.00,3098471.00,79265.00,472176.00,2547031.00,12694944.00,1601662.00,3351521.00,47.79,27.21
2010:Q2,13564984.00,38657.00,202229.00,495201.00,518327.00,9221.00,148548.00,63594.00,45011.00,18337.00,21606.00,73658.00,28772.00,44886.00,158672.00,2215335.00,3293718.00,6411418.00,313828.00,430.00,94555.00,6002605.00,13044376.00,3829906.00,81981.00,491463.00,3256462.00,2240223.00,461093.00,1074515.00,704615.00,1669743.00,43875.00,2069860.00,3190769.00,83110.00,638130.00,2469530.00,11207136.00,1570855.00,3331207.00,47.16,26.65
2010:Q3,13794846.00,35791.00,214395.00,525539.00,508887.00,11547.00,160230.00,70683.00,46889.00,18963.00,23695.00,73048.00,28378.00,44670.00,173581.00,2221015.00,3425721.00,6445092.00,317876.00,506.00,94205.00,6032505.00,13192880.00,3930035.00,97941.00,494128.00,3337966.00,2192318.00,452767.00,1063983.00,675569.00,1697538.00,47060.00,2142625.00,3183305.00,86957.00,553114.00,2543233.00,12558516.00,1629970.00,3359288.00,48.52,26.37
2010:Q4,14016756.00,40626.00,234471.00,548711.00,497830.00,12127.00,155945.00,67978.00,48024.00,16008.00,23935.00,72769.00,27985.00,44784.00,186788.00,2157231.00,3402902.00,6707357.00,318692.00,569.00,60735.00,6327360.00,13226698.00,3960959.00,82930.00,505291.00,3372738.00,2098377.00,477139.00,948144.00,673094.00,1746384.00,42857.00,2128728.00,3249394.00,90802.00,448509.00,2710083.00,13998628.00,1676498.00,3297454.00,50.84,24.89
2011:Q1,14096099.00,47972.00,248310.00,550604.00,482387.00,12639.00,141311.00,70393.00,37899.00,12633.00,20386.00,72018.00,27847.00,44171.00,189996.00,2221064.00,3443022.00,6686776.00,318011.00,653.00,72887.00,6295225.00,13358317.00,4023575.00,110462.00,507970.00,3405143.00,2084083.00,495035.00,944254.00,644794.00,1729150.00,60702.00,2142026.00,3318782.00,91542.00,386425.00,2840815.00,14918658.00,1673219.00,3339602.00,50.10,25.37
2011:Q2,14212072.00,41634.00,247606.00,566562.00,469098.00,12827.00,141832.00,69571.00,35989.00,15330.00,20942.00,72568.00,27708.00,44860.00,185956.00,2295685.00,3618177.00,6560127.00,322857.00,583.00,72165.00,6164521.00,13496715.00,4069951.00,106912.00,512694.00,3450345.00,2118323.00,524369.00,980331.00,613623.00,1747504.00,50589.00,2181307.00,3329042.00,92282.00,403531.00,2833229.00,14817777.00,1665515.00,3409705.00,48.85,26.04
2011:Q3,14273675.00,38164.00,247919.00,569558.00,451026.00,11878.00,137510.00,62004.00,39667.00,13222.00,22617.00,73311.00,27568.00,45743.00,161716.00,2306030.00,3686556.00,6590007.00,325456.00,515.00,70953.00,6193082.00,13664509.00,4134365.00,124687.00,511294.00,3498384.00,2156277.00,571888.00,990055.00,594335.00,1748334.00,59525.00,2245660.00,3320349.00,93022.00,623806.00,2603520.00,12494126.00,1617771.00,3494488.00,46.29,26.81
2011:Q4,14508905.00,34827.00,265303.00,561944.00,462387.00,12576.00,147446.00,67864.00,42968.00,14323.00,22291.00,74487.00,27428.00,47059.00,165874.00,2240671.00,3759184.00,6784206.00,330979.00,533.00,69106.00,6383588.00,13878394.00,4164936.00,116309.00,513466.00,3535161.00,2230361.00,629243.00,1008334.00,592785.00,1771573.00,51653.00,2230737.00,3429135.00,93762.00,517586.00,2817787.00,13889973.00,1650357.00,3577111.00,46.14,27.42
2012:Q1,14640335.00,32101.00,213126.00,575321.00,507444.00,13910.00,123369.00,58278.00,31201.00,10400.00,23490.00,72980.00,26959.00,46021.00,178667.00,2307963.00,3815478.00,6799976.00,329516.00,641.00,69150.00,6400669.00,14039422.00,4263629.00,127585.00,514548.00,3621496.00,2176086.00,634387.00,992642.00,549058.00,1775536.00,62028.00,2245062.00,3517081.00,90681.00,382302.00,3044099.00,15601801.00,1643938.00,3592178.00,45.76,27.25
2012:Q2,14804013.00,28517.00,200554.00,572757.00,491863.00,13817.00,128224.00,57578.00,40583.00,11028.00,19035.00,72941.00,26490.00,46451.00,172205.00,2351484.00,3904218.00,6867433.00,331570.00,560.00,66476.00,6468827.00,14228059.00,4328450.00,132082.00,524493.00,3671875.00,2160991.00,662300.00,987546.00,511145.00,1804099.00,60273.00,2313195.00,3561052.00,87601.00,444899.00,3028552.00,15024983.00,1607937.00,3646300.00,44.10,27.46
2012:Q3,14961154.00,32825.00,216628.00,584011.00,497578.00,11159.00,137487.00,60035.00,43931.00,12144.00,21377.00,73007.00,26016.00,46991.00,177962.00,2369999.00,4056086.00,6804412.00,333225.00,565.00,66223.00,6404399.00,14464238.00,4428477.00,136004.00,523163.00,3769310.00,2181199.00,671390.00,1027986.00,481823.00,1825456.00,61164.00,2365084.00,3602858.00,84520.00,380952.00,3137386.00,15829030.00,1657650.00,3722001.00,44.54,27.77
2012:Q4,15088392.00,35380.00,219772.00,595224.00,519448.00,9696.00,134995.00,59497.00,39437.00,13146.00,22915.00,73578.00,25542.00,48036.00,179575.00,2293235.00,4134652.00,6892837.00,338989.00,564.00,71674.00,6481610.00,14695545.00,4517631.00,130330.00,526482.00,3860819.00,2226686.00,712137.00,1036873.00,477676.00,1836998.00,53967.00,2399793.00,3660470.00,81441.00,390852.00,3188178.00,15583569.00,1694090.00,3770305.00,44.93,27.87
2013:Q1,15398215.00,54285.00,223657.00,592560.00,513584.00,9240.00,110292.00,56201.00,31954.00,5651.00,16486.00,67640.00,25925.00,41715.00,188845.00,2427289.00,4092764.00,7118059.00,336026.00,638.00,85691.00,6695704.00,14867181.00,4607368.00,140087.00,528951.00,3938330.00,2204534.00,713433.00,1037083.00,454018.00,1854476.00,60378.00,2426498.00,3713927.00,80822.00,309820.00,3323286.00,17550845.00,1692463.00,3805457.00,44.47,27.75
2013:Q2,15663257.00,63748.00,204367.00,603174.00,509309.00,8630.00,115920.00,52607.00,36804.00,7268.00,19241.00,68416.00,26313.00,42103.00,190563.00,2543847.00,4188866.00,7166417.00,336383.00,588.00,86868.00,6742578.00,15004169.00,4661100.00,147247.00,533439.00,3980414.00,2266906.00,739039.00,1076347.00,451520.00,1892733.00,48093.00,2462501.00,3672836.00,80205.00,335011.00,3257620.00,17754163.00,1695711.00,3903459.00,43.44,28.33
2013:Q3,15902757.00,63635.00,247254.00,633066.00,537729.00,12500.00,117067.00,50332.00,37111.00,7370.00,22254.00,69269.00,26704.00,42565.00,199527.00,2593875.00,4313096.00,7115739.00,335189.00,577.00,87066.00,6692907.00,15182710.00,4788405.00,171169.00,529512.00,4087724.00,2278301.00,749548.00,1066212.00,462542.00,1922269.00,49713.00,2506594.00,3637428.00,79587.00,300821.00,3257019.00,18866102.00,1810778.00,3958911.00,45.74,28.12
2013:Q4,16260706.00,77511.00,283280.00,631054.00,559144.00,8744.00,121816.00,52886.00,38822.00,8941.00,21167.00,70527.00,27096.00,43431.00,211023.00,2554812.00,4389539.00,7353256.00,332966.00,611.00,86405.00,6933274.00,15396959.00,4811609.00,144511.00,529733.00,4137365.00,2315171.00,785839.00,1063110.00,466222.00,1938336.00,44889.00,2580240.00,3706713.00,78969.00,219381.00,3408363.00,20565280.00,1892572.00,3976686.00,47.59,27.97
2014:Q1,16442457.00,68487.00,293870.00,611189.00,505434.00,11320.00,135968.00,56926.00,44935.00,12978.00,21129.00,70423.00,27576.00,42847.00,217617.00,2624602.00,4417276.00,7486271.00,334554.00,768.00,103132.00,7047817.00,15674153.00,4918688.00,180154.00,528915.00,4209619.00,2317274.00,780035.00,1095388.00,441852.00,1970967.00,51327.00,2559214.00,3856684.00,78253.00,244842.00,3533589.00,20916279.00,1843885.00,4077870.00,45.22,28.41
2014:Q2,16728093.00,79957.00,303938.00,644319.00,500309.00,13558.00,132814.00,51617.00,44657.00,14886.00,21654.00,71693.00,28061.00,43632.00,228576.00,2699949.00,4534670.00,7518310.00,339005.00,720.00,101935.00,7076650.00,15945080.00,4985756.00,185778.00,528749.00,4271229.00,2329994.00,816310.00,1080986.00,432697.00,2018134.00,46395.00,2627725.00,3937076.00,77536.00,229610.00,3629930.00,21997300.00,1903471.00,4147604.00,45.89,28.47
2014:Q3,16975330.00,73642.00,334646.00,611102.00,518217.00,21071.00,130472.00,52284.00,43316.00,14439.00,20433.00,73001.00,28552.00,44449.00,228838.00,2718613.00,4588913.00,7676815.00,342879.00,713.00,100303.00,7232921.00,16230830.00,5055341.00,207060.00,526823.00,4321458.00,2364535.00,813869.00,1121361.00,429306.00,2042661.00,54156.00,2710662.00,4003475.00,76820.00,292039.00,3634615.00,21817974.00,1917988.00,4239107.00,45.25,28.87
2014:Q4,17274404.00,69695.00,347191.00,613081.00,558226.00,21672.00,133344.00,56549.00,41679.00,13893.00,21223.00,73413.00,29043.00,44370.00,234535.00,2658919.00,4615590.00,7948738.00,343316.00,747.00,100487.00,7504188.00,16572339.00,5120598.00,181963.00,529634.00,4409001.00,2413111.00,855976.00,1126155.00,430980.00,2088659.00,43497.00,2740629.00,4165846.00,76104.00,283456.00,3806285.00,22679340.00,1977744.00,4296250.00,46.03,28.73
2015:Q1,17478700.00,52051.00,307670.00,625318.00,545250.00,22284.00,127616.00,57538.00,34185.00,11395.00,24498.00,72716.00,29529.00,43187.00,241106.00,2709223.00,4651898.00,8123568.00,341931.00,827.00,98581.00,7682229.00,16766282.00,5244385.00,188237.00,535220.00,4520928.00,2456934.00,876408.00,1144520.00,436005.00,2080891.00,58100.00,2842868.00,4083103.00,74708.00,305866.00,3702529.00,23069501.00,1921295.00,4348157.00,44.19,28.69
2015:Q2,17766627.00,57966.00,359736.00,592079.00,546207.00,23905.00,122104.00,56790.00,31338.00,10446.00,23530.00,74805.00,30016.00,44789.00,242138.00,2754125.00,4714230.00,8279332.00,344117.00,795.00,94547.00,7839873.00,16972628.00,5396418.00,177495.00,544442.00,4674481.00,2483569.00,898346.00,1140196.00,445028.00,2108814.00,56060.00,2903018.00,4024748.00,73745.00,358401.00,3592602.00,22712251.00,1944135.00,4380910.00,44.38,28.12
2015:Q3,17882369.00,49831.00,356265.00,595882.00,558766.00,26967.00,117549.00,54901.00,30362.00,10121.00,22165.00,75548.00,30503.00,45045.00,228266.00,2733761.00,4724582.00,8414951.00,347101.00,804.00,94156.00,7972891.00,17134720.00,5500653.00,201196.00,544826.00,4754631.00,2468733.00,905463.00,1112432.00,450837.00,2077583.00,56771.00,2945836.00,4085144.00,72653.00,519637.00,3492854.00,20658723.00,1933526.00,4353446.00,44.41,27.85
2015:Q4,18172980.00,48808.00,332356.00,582072.00,576821.00,27694.00,126451.00,54778.00,35769.00,11923.00,23981.00,74570.00,30989.00,43581.00,235719.00,2637865.00,4807171.00,8723453.00,345681.00,836.00,96363.00,8280573.00,17355185.00,5527029.00,176548.00,543117.00,4807364.00,2499247.00,935836.00,1095160.00,468250.00,2047512.00,41690.00,2964781.00,4274926.00,71785.00,496950.00,3706191.00,21678275.00,1929921.00,4296747.00,44.92,27.50
2016:Q1,18384998.00,38190.00,327690.00,579698.00,574619.00,24523.00,134530.00,55065.00,44168.00,14723.00,20574.00,73194.00,31476.00,41718.00,238066.00,2670646.00,4903898.00,8819944.00,347277.00,929.00,90601.00,8381137.00,17572188.00,5671574.00,185460.00,546933.00,4939181.00,2566214.00,964493.00,1127382.00,474339.00,2024213.00,40694.00,3012100.00,4257394.00,71522.00,522032.00,3663840.00,21783090.00,1917316.00,4342242.00,44.15,27.64
2016:Q2,18723355.00,49803.00,373121.00,584234.00,577036.00,23280.00,130915.00,59020.00,34035.00,16345.00,21515.00,73898.00,31963.00,41935.00,244051.00,2774289.00,4970822.00,8921906.00,350022.00,964.00,90766.00,8480154.00,17814968.00,5756362.00,186852.00,557509.00,5012001.00,2558308.00,977316.00,1093509.00,487483.00,2089263.00,32388.00,3142886.00,4235761.00,71016.00,528442.00,3636303.00,22158650.00,1982440.00,4379328.00,45.27,27.15
2016:Q3,19047807.00,59662.00,409192.00,627648.00,575240.00,23428.00,159694.00,61548.00,39128.00,18043.00,40975.00,74630.00,32449.00,42181.00,254501.00,2815344.00,5069588.00,8978880.00,353935.00,905.00,87260.00,8536780.00,17997133.00,5835620.00,177917.00,560285.00,5097418.00,2608211.00,987804.00,1116082.00,504325.00,2129226.00,51172.00,3212846.00,4160058.00,70444.00,507332.00,3582282.00,22641480.00,2109365.00,4462201.00,47.27,27.02
