1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1979:Q1,1144453.00,12524.00,71062.00,36026.00,1028.00,3434.00,31664.00,8896.00,14519.00,3364.00,4885.00,41436.00,16344.00,25092.00,680.00,438034.00,278507.00,230058.00,35586.00,149.00,5600.00,188724.00,1609069.00,370006.00,17665.00,27366.00,324975.00,419214.00,180066.00,93963.00,145185.00,276162.00,38940.00,64018.00,440729.00,5571.00,53407.00,381751.00,910760.00,156418.00,606796.00,25.78,36.96
1979:Q2,1177123.00,11273.00,69275.00,33981.00,1581.00,2949.00,34343.00,8604.00,17689.00,3430.00,4620.00,42940.00,17158.00,25782.00,800.00,459209.00,285589.00,235183.00,37043.00,160.00,5875.00,192105.00,1658879.00,380512.00,20564.00,29681.00,330267.00,434687.00,190082.00,99016.00,145589.00,290229.00,34071.00,66667.00,452712.00,5772.00,46839.00,400101.00,920994.00,154202.00,633962.00,24.32,37.99
1979:Q3,1240647.00,9777.00,69273.00,37659.00,2246.00,2685.00,28160.00,7732.00,13855.00,2570.00,4003.00,44530.00,17980.00,26550.00,939.00,490540.00,292149.00,262689.00,38469.00,166.00,6150.00,217904.00,1735291.00,390286.00,23828.00,32325.00,334133.00,444430.00,198376.00,99700.00,146354.00,306524.00,38687.00,69345.00,486019.00,6095.00,36875.00,443049.00,980996.00,150739.00,667116.00,22.60,38.56
1979:Q4,1279087.00,10080.00,79579.00,40414.00,3000.00,3116.00,29316.00,9586.00,13472.00,1800.00,4458.00,47101.00,18803.00,28298.00,1060.00,479655.00,323562.00,262204.00,39810.00,176.00,6425.00,215793.00,1800594.00,397461.00,24518.00,35028.00,337915.00,454312.00,204440.00,105883.00,143988.00,328508.00,40986.00,79475.00,499853.00,6196.00,43256.00,450401.00,1014625.00,166565.00,704335.00,23.65,39.31
1980:Q1,1303818.00,9174.00,77188.00,38748.00,3757.00,2334.00,34124.00,10176.00,14300.00,1933.00,7715.00,45853.00,20939.00,24914.00,1177.00,511553.00,329488.00,250421.00,41113.00,192.00,6700.00,202417.00,1873059.00,412059.00,31052.00,37147.00,343860.00,463301.00,211726.00,109698.00,141876.00,329610.00,46024.00,81805.00,540260.00,6240.00,52946.00,481074.00,956763.00,166502.00,728110.00,22.87,40.27
1980:Q2,1318589.00,8564.00,78890.00,36770.00,4432.00,3023.00,29518.00,9757.00,9914.00,1969.00,7878.00,48835.00,23075.00,25760.00,1304.00,510604.00,332458.00,264190.00,42341.00,201.00,6975.00,214673.00,1898628.00,431388.00,36334.00,40024.00,355030.00,449537.00,200606.00,112178.00,136753.00,322833.00,39592.00,86591.00,568688.00,6761.00,48827.00,513100.00,1076420.00,162501.00,711542.00,22.84,39.63
1980:Q3,1401333.00,8670.00,79486.00,37399.00,5389.00,3443.00,31966.00,9264.00,13704.00,1679.00,7319.00,52123.00,25235.00,26888.00,1421.00,530436.00,336240.00,314760.00,43500.00,206.00,7250.00,263804.00,1971605.00,437306.00,32189.00,42743.00,362374.00,455202.00,211545.00,109772.00,133884.00,329964.00,42354.00,89911.00,616868.00,7241.00,48109.00,561518.00,1213806.00,167774.00,725824.00,23.11,39.61
1980:Q4,1446284.00,9696.00,79182.00,45022.00,6993.00,3887.00,34396.00,9132.00,13697.00,2205.00,9362.00,56795.00,27394.00,29401.00,1507.00,529353.00,376110.00,303343.00,44592.00,220.00,7525.00,251007.00,2023892.00,439488.00,28026.00,45892.00,365570.00,480124.00,231595.00,114209.00,134320.00,357752.00,43864.00,111406.00,591258.00,7566.00,52291.00,531401.00,1346332.00,180683.00,775446.00,23.30,40.65
1981:Q1,1567303.00,9384.00,73559.00,51034.00,9437.00,3459.00,28656.00,8799.00,12593.00,2243.00,5021.00,57251.00,29493.00,27758.00,1541.00,572031.00,378620.00,382332.00,45644.00,230.00,7800.00,328658.00,2168443.00,452370.00,31837.00,48925.00,371608.00,484523.00,229633.00,119793.00,135097.00,375831.00,46958.00,114350.00,694411.00,7697.00,61919.00,624795.00,1350793.00,177070.00,804052.00,22.02,40.69
1981:Q2,1593375.00,9411.00,69318.00,50593.00,12915.00,2925.00,32498.00,8163.00,17272.00,3864.00,3199.00,60390.00,31615.00,28775.00,1504.00,588802.00,384088.00,380932.00,46635.00,244.00,8075.00,325977.00,2208210.00,469953.00,37819.00,52894.00,379240.00,507179.00,240073.00,126043.00,141063.00,383036.00,41488.00,118454.00,688100.00,7753.00,72448.00,607899.00,1315628.00,179164.00,828459.00,21.63,41.34
1981:Q3,1615243.00,10495.00,64978.00,49315.00,16288.00,1514.00,36467.00,8021.00,19985.00,4475.00,3986.00,62684.00,33761.00,28923.00,1498.00,603446.00,385587.00,382971.00,47555.00,257.00,8350.00,326809.00,2277118.00,483822.00,44081.00,56029.00,383712.00,530186.00,253343.00,130388.00,146455.00,379431.00,44008.00,122726.00,716945.00,7600.00,91231.00,618114.00,1135956.00,180555.00,851251.00,21.21,42.19
1981:Q4,1640039.00,12386.00,58223.00,54971.00,18416.00,1784.00,43236.00,8199.00,18652.00,5779.00,10606.00,66228.00,35906.00,30322.00,1624.00,574123.00,398245.00,410803.00,48396.00,271.00,8625.00,353511.00,2307763.00,492376.00,42722.00,59323.00,390331.00,546304.00,263884.00,141066.00,141354.00,384759.00,39864.00,144946.00,699514.00,7953.00,82382.00,609179.00,1225445.00,190640.00,872295.00,21.85,43.10
1982:Q1,1657740.00,10066.00,54453.00,54405.00,19547.00,1820.00,36605.00,7908.00,16030.00,3809.00,8858.00,64508.00,36483.00,28025.00,1882.00,580813.00,403482.00,430159.00,49167.00,288.00,8900.00,371804.00,2372079.00,511040.00,49836.00,62963.00,398241.00,558635.00,276785.00,141959.00,139891.00,373348.00,39220.00,146225.00,743611.00,8215.00,76213.00,659183.00,1090243.00,178778.00,881148.00,20.29,43.81
1982:Q2,1663744.00,11310.00,54257.00,50577.00,19930.00,2452.00,31586.00,8236.00,12805.00,3837.00,6708.00,65968.00,37066.00,28902.00,2265.00,587005.00,407713.00,430681.00,49782.00,288.00,9175.00,371436.00,2399288.00,521369.00,51741.00,66287.00,403341.00,578244.00,297491.00,144418.00,136334.00,376311.00,33080.00,148390.00,741895.00,8534.00,70545.00,662816.00,1073469.00,172377.00,903042.00,19.09,44.89
1982:Q3,1716452.00,8268.00,54821.00,58000.00,19711.00,3305.00,33659.00,7731.00,15150.00,2506.00,8272.00,66827.00,37656.00,29171.00,2689.00,598450.00,409625.00,461098.00,50408.00,292.00,9450.00,400947.00,2453820.00,531636.00,49726.00,70589.00,411321.00,588616.00,313553.00,145584.00,129479.00,378638.00,34754.00,150533.00,769644.00,9410.00,43404.00,716830.00,1172612.00,180453.00,922255.00,19.57,45.42
1982:Q4,1750812.00,10063.00,68591.00,63573.00,19031.00,2435.00,44459.00,7948.00,21011.00,3322.00,12178.00,69033.00,38246.00,30787.00,3070.00,569115.00,380636.00,520806.00,51213.00,302.00,9725.00,459565.00,2468685.00,533077.00,37614.00,74466.00,420997.00,596856.00,323733.00,145927.00,127196.00,395569.00,35585.00,161264.00,746333.00,9871.00,39216.00,697246.00,1386269.00,211222.00,938428.00,22.51,44.89
1983:Q1,1795619.00,11580.00,62481.00,63337.00,17526.00,3278.00,49745.00,8071.00,24404.00,2830.00,14440.00,67578.00,38689.00,28889.00,3409.00,581521.00,382352.00,552812.00,52011.00,303.00,10000.00,490497.00,2500626.00,545301.00,41187.00,76920.00,427194.00,615358.00,326056.00,145888.00,143413.00,378034.00,41447.00,161638.00,758848.00,10730.00,21096.00,727022.00,1533575.00,211356.00,932613.00,22.66,44.21
1983:Q2,1860883.00,11545.00,69117.00,67829.00,14825.00,3899.00,56051.00,9343.00,26870.00,3753.00,16085.00,69881.00,39136.00,30745.00,3707.00,602729.00,386002.00,575298.00,52824.00,304.00,10275.00,511895.00,2538268.00,556969.00,38849.00,79803.00,438317.00,627543.00,325790.00,153678.00,148075.00,381444.00,37404.00,164575.00,770332.00,11738.00,-101.00,758695.00,1736437.00,226973.00,937166.00,24.22,43.76
1983:Q3,1893532.00,13176.00,74105.00,66597.00,12259.00,3847.00,51430.00,9943.00,24105.00,3141.00,14241.00,71455.00,39589.00,31866.00,4044.00,630051.00,391380.00,575189.00,53717.00,307.00,10550.00,510614.00,2582610.00,565361.00,40547.00,81876.00,442938.00,642848.00,331693.00,158127.00,153028.00,378274.00,41038.00,167266.00,787823.00,11868.00,18812.00,757143.00,1709243.00,225458.00,949679.00,23.74,43.90
1983:Q4,1928536.00,14393.00,90169.00,69974.00,11153.00,3248.00,64787.00,12188.00,30144.00,4187.00,18268.00,75406.00,40041.00,35365.00,4501.00,626517.00,365247.00,603141.00,54756.00,311.00,10825.00,537249.00,2624853.00,567652.00,36775.00,83897.00,446980.00,679590.00,352715.00,168609.00,158266.00,403363.00,38646.00,167638.00,767963.00,12011.00,33448.00,722504.00,1630197.00,258225.00,1000109.00,25.82,44.75
1984:Q1,2004822.00,15541.00,103086.00,67460.00,11509.00,4127.00,76853.00,12632.00,38101.00,2548.00,23572.00,75953.00,42877.00,33076.00,5034.00,662415.00,369538.00,613306.00,55868.00,312.00,11100.00,546026.00,2734410.00,583617.00,42518.00,85897.00,455202.00,708296.00,368369.00,178987.00,160941.00,411972.00,43234.00,170243.00,817047.00,11629.00,93417.00,712001.00,1527519.00,283610.00,1045080.00,27.14,45.66
1984:Q2,2086399.00,16503.00,97845.00,65810.00,13318.00,5917.00,74845.00,11246.00,37282.00,3291.00,23026.00,80278.00,45712.00,34566.00,5604.00,693100.00,374469.00,658710.00,57194.00,314.00,11375.00,589827.00,2835387.00,605223.00,53463.00,88116.00,463644.00,746237.00,388451.00,190168.00,167617.00,430436.00,39561.00,178304.00,835627.00,11259.00,134697.00,689671.00,1455724.00,279842.00,1102079.00,25.39,46.77
1984:Q3,2177018.00,12418.00,97333.00,61132.00,15272.00,3928.00,69308.00,11189.00,33740.00,3715.00,20664.00,83559.00,48579.00,34980.00,6295.00,717799.00,378413.00,731561.00,58571.00,317.00,11650.00,661024.00,2922018.00,628268.00,60349.00,90480.00,477439.00,761973.00,391315.00,198699.00,171960.00,429567.00,40087.00,181303.00,880819.00,12189.00,111095.00,757535.00,1542913.00,265686.00,1120017.00,23.72,46.78
1984:Q4,2202785.00,13284.00,103309.00,69124.00,16062.00,3919.00,74011.00,9742.00,36467.00,5319.00,22483.00,89824.00,51446.00,38378.00,7193.00,694120.00,359846.00,772093.00,59893.00,314.00,11925.00,699961.00,2943602.00,657987.00,58490.00,104439.00,495058.00,799981.00,411929.00,214839.00,173213.00,437970.00,42167.00,191554.00,813943.00,12913.00,95811.00,705219.00,1553280.00,286902.00,1165396.00,24.62,47.00
1985:Q1,2266932.00,12568.00,90993.00,73050.00,15820.00,8081.00,62817.00,10202.00,30156.00,4183.00,18276.00,88325.00,52819.00,35506.00,8651.00,724675.00,363073.00,818879.00,61120.00,318.00,12223.00,745217.00,3048738.00,682669.00,62972.00,106139.00,513558.00,803627.00,422840.00,218787.00,162000.00,435081.00,42555.00,196402.00,888404.00,13761.00,85642.00,789001.00,1671084.00,271980.00,1182235.00,23.01,47.41
1985:Q2,2313713.00,11895.00,97146.00,66808.00,14675.00,4225.00,82688.00,9798.00,42730.00,3502.00,26658.00,91298.00,54207.00,37091.00,10112.00,736169.00,367130.00,831567.00,62582.00,311.00,14237.00,754437.00,3121004.00,715218.00,68886.00,110639.00,535693.00,812051.00,425185.00,222247.00,164619.00,438888.00,38470.00,200716.00,915660.00,14718.00,72794.00,828148.00,1743624.00,287549.00,1193676.00,24.09,46.90
1985:Q3,2361262.00,12514.00,107667.00,68688.00,14413.00,4794.00,70885.00,9326.00,35913.00,3533.00,22113.00,93710.00,55610.00,38100.00,10393.00,746326.00,370266.00,861606.00,63671.00,303.00,13999.00,783633.00,3199899.00,739841.00,69036.00,116039.00,554766.00,818613.00,434380.00,223553.00,160680.00,435838.00,41296.00,204392.00,959918.00,14545.00,113176.00,832197.00,1641750.00,289354.00,1204103.00,24.03,46.65
1985:Q4,2473318.00,16023.00,126549.00,69301.00,14520.00,3374.00,81169.00,10478.00,41102.00,4017.00,25572.00,99518.00,57013.00,42505.00,10799.00,739342.00,377132.00,935590.00,64155.00,296.00,16657.00,854482.00,3320976.00,777480.00,72207.00,127039.00,578234.00,861463.00,453930.00,238234.00,169299.00,480430.00,39009.00,210869.00,951725.00,18707.00,-23961.00,956979.00,1916908.00,321735.00,1283810.00,25.06,46.64
1986:Q1,2476996.00,17734.00,119162.00,74757.00,13091.00,3349.00,69882.00,11646.00,33539.00,4167.00,20530.00,95439.00,55321.00,40118.00,12589.00,724905.00,384101.00,961987.00,68584.00,280.00,14908.00,878215.00,3321052.00,807745.00,69514.00,124039.00,614192.00,875228.00,460434.00,244321.00,170472.00,445359.00,40329.00,222207.00,930185.00,18707.00,-63525.00,975003.00,2136797.00,310564.00,1259957.00,24.65,46.01
1986:Q2,2515720.00,18854.00,116910.00,80427.00,13282.00,2900.00,80815.00,10268.00,40715.00,4518.00,25314.00,95210.00,53610.00,41600.00,13947.00,739512.00,389412.00,964451.00,72687.00,284.00,19259.00,872221.00,3356187.00,842883.00,68654.00,120767.00,653462.00,898595.00,469700.00,254670.00,174225.00,439732.00,39574.00,228941.00,906463.00,18707.00,-55625.00,943381.00,2244577.00,327135.00,1272329.00,25.71,45.54
1986:Q3,2588502.00,18104.00,109432.00,92218.00,13588.00,3742.00,78234.00,9378.00,38961.00,5750.00,24145.00,94395.00,51880.00,42515.00,14709.00,759201.00,394220.00,1010659.00,77366.00,270.00,18493.00,914530.00,3452803.00,874104.00,72779.00,119531.00,681794.00,913422.00,471790.00,262853.00,178779.00,445868.00,41274.00,236392.00,941743.00,18712.00,2447.00,920584.00,2031804.00,330027.00,1294564.00,25.49,45.17
1986:Q4,2642328.00,19201.00,128098.00,85530.00,14895.00,5073.00,77913.00,10173.00,40325.00,2360.00,25055.00,97167.00,50150.00,47017.00,15676.00,741486.00,402295.00,1054993.00,83082.00,256.00,18726.00,952929.00,3509553.00,885353.00,62865.00,117138.00,705350.00,980448.00,519640.00,275514.00,185294.00,478450.00,42784.00,254068.00,868450.00,18742.00,10026.00,839682.00,2240835.00,346386.00,1379253.00,25.11,45.99
1987:Q1,2741360.00,16826.00,128289.00,81118.00,16353.00,5556.00,75671.00,12384.00,37705.00,2274.00,23308.00,94913.00,50490.00,44423.00,16057.00,772240.00,408383.00,1125953.00,87788.00,239.00,19050.00,1018877.00,3584219.00,911433.00,63593.00,117349.00,730491.00,999214.00,504674.00,279343.00,215198.00,478401.00,43947.00,267840.00,883384.00,19042.00,-87868.00,952210.00,2708148.00,339870.00,1369957.00,24.81,44.36
1987:Q2,2790769.00,15896.00,133226.00,81792.00,15225.00,5532.00,69549.00,13815.00,32734.00,3006.00,19994.00,97404.00,50833.00,46571.00,15039.00,788985.00,415938.00,1152182.00,94772.00,232.00,14500.00,1042679.00,3635245.00,932274.00,67916.00,116146.00,748212.00,1025486.00,508793.00,290560.00,226133.00,473821.00,46928.00,277883.00,878853.00,19492.00,-100382.00,959743.00,2783592.00,336259.00,1388017.00,24.23,44.30
1987:Q3,2855966.00,15081.00,133413.00,80483.00,15262.00,5601.00,70878.00,16886.00,31671.00,3036.00,19285.00,99255.00,51180.00,48075.00,14628.00,811164.00,423426.00,1186775.00,101819.00,221.00,13750.00,1070984.00,3684341.00,952968.00,68108.00,116097.00,768763.00,1042687.00,512770.00,294477.00,235440.00,483385.00,47763.00,298248.00,859289.00,20142.00,-116598.00,955745.00,2944431.00,335346.00,1406504.00,23.84,43.86
1987:Q4,2873195.00,16262.00,137673.00,85943.00,15827.00,3362.00,68768.00,14966.00,31790.00,2648.00,19364.00,105555.00,51527.00,54028.00,12817.00,805346.00,462526.00,1159116.00,106590.00,224.00,12500.00,1039802.00,3784511.00,974107.00,73768.00,116224.00,784115.00,1085104.00,524047.00,308390.00,252667.00,522817.00,47866.00,316746.00,837871.00,20250.00,83270.00,734351.00,2286653.00,340652.00,1476888.00,23.07,44.01
1988:Q1,2942410.00,18334.00,134774.00,81972.00,14509.00,3658.00,66367.00,12295.00,31319.00,3702.00,19051.00,106594.00,55681.00,50913.00,12167.00,841376.00,465211.00,1197449.00,112532.00,215.00,12167.00,1072534.00,3873942.00,998872.00,73507.00,115753.00,809612.00,1115453.00,527446.00,332674.00,255332.00,525483.00,48823.00,329481.00,855830.00,19750.00,99713.00,736367.00,2419233.00,331781.00,1507934.00,22.00,44.16
1988:Q2,3004565.00,25398.00,141269.00,74680.00,12760.00,3075.00,64426.00,15348.00,26880.00,6107.00,16091.00,112666.00,59836.00,52830.00,11478.00,877010.00,468782.00,1213021.00,117083.00,216.00,11635.00,1084087.00,3941778.00,1034690.00,77847.00,116168.00,840675.00,1138074.00,543546.00,338377.00,256151.00,535005.00,46307.00,350235.00,837467.00,19050.00,97606.00,720811.00,2514872.00,333086.00,1541081.00,21.61,44.17
1988:Q3,3048573.00,26273.00,139912.00,78949.00,11295.00,3695.00,62416.00,13725.00,26761.00,5918.00,16012.00,117777.00,63990.00,53787.00,10912.00,890081.00,476372.00,1230891.00,119673.00,226.00,10726.00,1100266.00,3991908.00,1061889.00,80303.00,115932.00,865654.00,1142342.00,544311.00,346519.00,251512.00,531672.00,45149.00,366491.00,844366.00,17800.00,130916.00,695650.00,2459275.00,333452.00,1547953.00,21.54,44.06
1988:Q4,3252473.00,21554.00,151649.00,82273.00,10339.00,4981.00,64397.00,13648.00,27933.00,6022.00,16794.00,128902.00,68145.00,60757.00,10627.00,895916.00,484692.00,1397143.00,121624.00,231.00,9489.00,1265800.00,4201830.00,1089317.00,85676.00,116409.00,887232.00,1174207.00,565416.00,353815.00,254976.00,576977.00,44371.00,394345.00,922613.00,19012.00,142506.00,761095.00,2558076.00,345820.00,1626255.00,21.26,44.40
1989:Q1,3393294.00,18622.00,145832.00,74379.00,9761.00,3744.00,82449.00,14686.00,37140.00,7692.00,22931.00,117409.00,64756.00,52653.00,10876.00,927042.00,497065.00,1506115.00,125944.00,202.00,11132.00,1368837.00,4383976.00,1113576.00,96147.00,115626.00,901803.00,1210315.00,568118.00,375424.00,266773.00,578192.00,49134.00,410824.00,1021935.00,20696.00,128102.00,873137.00,2669423.00,345663.00,1667015.00,20.74,44.74
1989:Q2,3434638.00,17113.00,147934.00,80721.00,9607.00,3524.00,88980.00,17526.00,39716.00,7090.00,24648.00,115720.00,61328.00,54392.00,11643.00,955263.00,500894.00,1503239.00,129233.00,169.00,10874.00,1362963.00,4438529.00,1148350.00,110059.00,115090.00,923201.00,1237290.00,577005.00,391162.00,269123.00,582649.00,43378.00,423649.00,1003214.00,22555.00,110425.00,870234.00,2835812.00,359522.00,1704253.00,21.10,45.20
1989:Q3,3464104.00,13992.00,149435.00,73203.00,9871.00,2449.00,93651.00,14351.00,44739.00,6564.00,27997.00,113640.00,57864.00,55776.00,12045.00,964676.00,506733.00,1524409.00,131720.00,165.00,9936.00,1382588.00,4492263.00,1166999.00,113273.00,114688.00,939038.00,1238962.00,580513.00,388228.00,270220.00,578290.00,42076.00,438210.00,1027726.00,24454.00,73057.00,930215.00,3056089.00,354646.00,1702380.00,20.83,44.97
1989:Q4,3480886.00,14705.00,160735.00,80610.00,10379.00,2783.00,107244.00,14291.00,51432.00,9170.00,32351.00,118228.00,54399.00,63829.00,11709.00,937992.00,497898.00,1538603.00,135952.00,166.00,9922.00,1392563.00,4542844.00,1183681.00,107112.00,115490.00,961079.00,1270443.00,604541.00,402701.00,263201.00,598546.00,38289.00,454631.00,997254.00,26280.00,89030.00,881944.00,3138600.00,388165.00,1751189.00,22.17,45.41
1990:Q1,3486121.00,15669.00,153160.00,69847.00,11833.00,2036.00,87382.00,11574.00,44125.00,7046.00,24637.00,112510.00,53998.00,58512.00,11097.00,943706.00,510759.00,1568122.00,134930.00,162.00,16611.00,1416419.00,4592645.00,1208939.00,126034.00,114943.00,967962.00,1302461.00,598251.00,425770.00,278441.00,589012.00,42256.00,469524.00,980452.00,28004.00,126141.00,826307.00,3005478.00,351024.00,1781323.00,19.71,45.79
1990:Q2,3497863.00,15551.00,150291.00,70925.00,16065.00,1800.00,87450.00,12555.00,45692.00,5292.00,23911.00,113177.00,53592.00,59585.00,11261.00,979042.00,517408.00,1534892.00,141803.00,159.00,15672.00,1377258.00,4607457.00,1228355.00,128659.00,115278.00,984418.00,1322017.00,600956.00,439376.00,281685.00,594132.00,37130.00,482568.00,943255.00,29268.00,98250.00,815737.00,3134877.00,353343.00,1800253.00,19.63,45.84
1990:Q3,3538764.00,14509.00,146896.00,72369.00,17207.00,2792.00,77320.00,12016.00,36616.00,2886.00,25802.00,113257.00,53182.00,60075.00,9296.00,1012945.00,533247.00,1538926.00,145552.00,157.00,19338.00,1373879.00,4699646.00,1238704.00,131811.00,115026.00,991867.00,1330870.00,592325.00,453434.00,285111.00,616781.00,40934.00,501731.00,970625.00,30642.00,186565.00,753418.00,2653601.00,340389.00,1835285.00,18.55,45.83
1990:Q4,3588924.00,14717.00,166871.00,74564.00,19655.00,2137.00,79441.00,13836.00,37649.00,3285.00,24671.00,119913.00,52772.00,67141.00,9723.00,967178.00,556172.00,1578553.00,149305.00,158.00,15463.00,1413627.00,4739789.00,1240172.00,116852.00,115153.00,1008167.00,1343113.00,594058.00,463113.00,285942.00,626861.00,38302.00,513266.00,978075.00,32331.00,174553.00,771191.00,2955814.00,367108.00,1839186.00,19.96,45.45
1991:Q1,3621090.00,15349.00,135968.00,77964.00,21669.00,1324.00,76700.00,13845.00,34502.00,2873.00,25480.00,113487.00,54301.00,59186.00,11775.00,950905.00,567453.00,1648496.00,151970.00,156.00,16894.00,1479477.00,4763029.00,1262042.00,119851.00,114860.00,1027331.00,1313684.00,581381.00,440469.00,291834.00,588570.00,34609.00,518713.00,1045412.00,35015.00,118159.00,892238.00,3396441.00,340749.00,1764880.00,19.31,44.33
1991:Q2,3651047.00,12599.00,141857.00,81294.00,22499.00,1430.00,81002.00,15866.00,34726.00,4955.00,25455.00,113232.00,55847.00,57385.00,12357.00,980610.00,574663.00,1629504.00,151737.00,161.00,17769.00,1459836.00,4780564.00,1286441.00,119437.00,115537.00,1051467.00,1292738.00,565328.00,434647.00,292762.00,601309.00,27402.00,519808.00,1052866.00,38479.00,130491.00,883896.00,3354319.00,353038.00,1748124.00,20.20,43.40
1991:Q3,3709462.00,13578.00,154229.00,84043.00,23290.00,1635.00,96531.00,14318.00,42221.00,3350.00,36642.00,114652.00,57409.00,57243.00,13606.00,995877.00,583997.00,1628024.00,151344.00,166.00,19040.00,1457474.00,4841670.00,1294169.00,107016.00,115277.00,1071876.00,1263484.00,552776.00,425167.00,285541.00,616744.00,31379.00,515883.00,1120011.00,41713.00,107867.00,970431.00,3536308.00,386912.00,1733082.00,22.33,42.42
1991:Q4,3714582.00,16435.00,173811.00,77581.00,24131.00,1620.00,108051.00,14695.00,43426.00,5112.00,44818.00,121960.00,58972.00,62988.00,14828.00,961380.00,580288.00,1634497.00,151517.00,175.00,17603.00,1465203.00,4840448.00,1299396.00,98477.00,113984.00,1086935.00,1225052.00,542316.00,405620.00,277115.00,650126.00,28892.00,511257.00,1125726.00,44403.00,85151.00,996172.00,3998481.00,416457.00,1725431.00,24.14,41.45
1992:Q1,3831009.00,14978.00,166453.00,74167.00,27185.00,3211.00,97058.00,13853.00,42011.00,7872.00,33322.00,115269.00,59237.00,56032.00,16197.00,977573.00,594534.00,1744384.00,154157.00,171.00,18785.00,1571271.00,5068854.00,1330818.00,110434.00,114334.00,1106050.00,1214170.00,536795.00,405581.00,271794.00,628500.00,34543.00,522549.00,1338274.00,46813.00,131441.00,1160020.00,3908353.00,399249.00,1715852.00,23.27,41.37
1992:Q2,3836891.00,14987.00,163919.00,73250.00,31417.00,3872.00,120338.00,14122.00,57611.00,7727.00,40878.00,116374.00,59501.00,56873.00,17119.00,1019494.00,605675.00,1670446.00,158072.00,162.00,18382.00,1493829.00,5076544.00,1352584.00,111996.00,115097.00,1125491.00,1195837.00,525425.00,403696.00,266716.00,647414.00,31419.00,529395.00,1319895.00,49189.00,134049.00,1136657.00,3870341.00,424902.00,1719950.00,24.70,40.85
1992:Q3,3847046.00,15639.00,161547.00,74612.00,35656.00,3194.00,115495.00,14757.00,52292.00,8462.00,39984.00,117612.00,59769.00,57843.00,18891.00,1031412.00,614855.00,1658132.00,162119.00,170.00,16626.00,1479217.00,5093742.00,1365248.00,108216.00,116104.00,1140928.00,1179760.00,517213.00,404923.00,257624.00,655911.00,35418.00,528772.00,1328633.00,51659.00,146032.00,1130942.00,3966349.00,425034.00,1721681.00,24.69,40.49
1992:Q4,3877506.00,15791.00,169599.00,75991.00,37619.00,5057.00,132031.00,17044.00,60589.00,8585.00,45813.00,125777.00,60036.00,65741.00,21148.00,988942.00,586397.00,1719154.00,165196.00,172.00,19573.00,1534213.00,5120527.00,1379895.00,107106.00,118285.00,1154504.00,1163708.00,513956.00,411826.00,237926.00,683484.00,35344.00,523630.00,1334466.00,54321.00,122915.00,1157230.00,4361179.00,457236.00,1751716.00,26.10,40.61
1993:Q1,3966375.00,13489.00,162405.00,82120.00,38515.00,3905.00,118464.00,15860.00,42943.00,15167.00,44494.00,121475.00,58124.00,63351.00,23483.00,1025995.00,592857.00,1783667.00,167383.00,176.00,15154.00,1600954.00,5221168.00,1445589.00,113900.00,119327.00,1212362.00,1142640.00,508097.00,405635.00,228908.00,667385.00,41686.00,534629.00,1389239.00,56975.00,84123.00,1248141.00,4481787.00,442381.00,1736703.00,25.47,39.70
1993:Q2,4045691.00,13667.00,168556.00,85412.00,36676.00,3071.00,124607.00,18076.00,47830.00,11620.00,47081.00,120744.00,56191.00,64553.00,25215.00,1057388.00,607448.00,1802907.00,168884.00,181.00,15558.00,1618284.00,5277124.00,1503576.00,124025.00,120705.00,1258846.00,1127113.00,507802.00,398576.00,220735.00,669612.00,38333.00,540354.00,1398136.00,59829.00,95593.00,1242714.00,4502439.00,457204.00,1738348.00,26.30,39.17
1993:Q3,4120153.00,15278.00,165628.00,81130.00,34391.00,1963.00,143150.00,16698.00,53078.00,17224.00,56150.00,120845.00,54237.00,66608.00,27899.00,1082549.00,622359.00,1824960.00,170263.00,184.00,15369.00,1639144.00,5325594.00,1548852.00,123232.00,122697.00,1302923.00,1109149.00,500974.00,390662.00,217513.00,678692.00,41382.00,538038.00,1409481.00,62933.00,82087.00,1264461.00,4628385.00,469439.00,1734942.00,27.06,38.18
1993:Q4,4225850.00,14502.00,190216.00,91982.00,33947.00,2506.00,142017.00,19411.00,48839.00,19059.00,54708.00,129512.00,52283.00,77229.00,29776.00,1035046.00,607125.00,1949221.00,172076.00,188.00,14409.00,1762548.00,5399989.00,1580574.00,117829.00,124864.00,1337881.00,1109793.00,506662.00,384799.00,218331.00,720020.00,40725.00,545294.00,1403583.00,66636.00,70968.00,1265979.00,4842338.00,504946.00,1770036.00,28.53,37.51
