1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1993:Q1,6748183.00,4368484.00,527853.00,1079129.00,2761502.00,1083901.00,1047961.00,776560.00,48687.00,566748.00,74997.00,86128.00,271401.00,229429.00,-436.00,39919.00,2489.00,35940.00,38686.00,-2746.00,-55707.00,643603.00,699310.00,1351505.00,1063065.00,424644.00,638421.00,288440.00,152404.00,136036.00,38013.00,151953.00,113940.00,6786196.00,-4255.00,-1760.00,224.00,5835.00,-44.00
1993:Q2,6829594.00,4437456.00,547844.00,1086326.00,2803286.00,1094466.00,1070362.00,792357.00,48134.00,580270.00,75416.00,88537.00,278005.00,234762.00,86.00,41112.00,2045.00,24104.00,26891.00,-2787.00,-63187.00,653094.00,716281.00,1360859.00,1067530.00,424088.00,643442.00,293329.00,151476.00,141853.00,31480.00,154392.00,122912.00,6861074.00,-4269.00,-1690.00,156.00,5855.00,-52.00
1993:Q3,6904222.00,4506030.00,556638.00,1092527.00,2856865.00,1095941.00,1089343.00,798404.00,47283.00,584918.00,76419.00,89784.00,290939.00,246245.00,-6004.00,42497.00,8201.00,6598.00,16950.00,-10352.00,-68354.00,650897.00,719251.00,1370605.00,1079164.00,430104.00,649060.00,291441.00,148828.00,142613.00,37014.00,157408.00,120394.00,6941236.00,-4300.00,-1649.00,100.00,5897.00,-48.00
1993:Q4,7032844.00,4572021.00,573796.00,1105274.00,2892951.00,1152995.00,1136383.00,829495.00,48208.00,606297.00,81205.00,93785.00,306888.00,261326.00,-5760.00,43434.00,7888.00,16612.00,17132.00,-520.00,-73449.00,671600.00,745049.00,1381277.00,1086944.00,431964.00,654980.00,294333.00,150024.00,144309.00,21484.00,158646.00,137162.00,7054328.00,-4344.00,-1705.00,136.00,5957.00,-44.00
1994:Q1,7136259.00,4640857.00,588823.00,1116846.00,2935188.00,1202059.00,1156697.00,841100.00,48323.00,616193.00,81069.00,95515.00,315597.00,271028.00,-5603.00,42327.00,7845.00,45362.00,28646.00,16716.00,-80596.00,681231.00,761827.00,1373939.00,1090651.00,423240.00,667411.00,283288.00,141180.00,142108.00,28261.00,165410.00,137149.00,7164520.00,-4419.00,-1518.00,-68.00,6037.00,-32.00
1994:Q2,7269847.00,4702884.00,598720.00,1128096.00,2976068.00,1265089.00,1183678.00,855749.00,48591.00,625479.00,85005.00,96674.00,327929.00,282129.00,-6797.00,43325.00,9272.00,81411.00,62163.00,19248.00,-90572.00,706988.00,797560.00,1392446.00,1102101.00,424852.00,677249.00,290345.00,144180.00,146165.00,23774.00,176125.00,152351.00,7293621.00,-4491.00,-685.00,-936.00,6136.00,-24.00
1994:Q3,7352255.00,4773113.00,609310.00,1149579.00,3014224.00,1251594.00,1198371.00,871944.00,48922.00,639778.00,86224.00,97020.00,326427.00,279410.00,-7004.00,44308.00,9713.00,53223.00,41021.00,12202.00,-96868.00,736883.00,833751.00,1424416.00,1122062.00,434224.00,687838.00,302354.00,149732.00,152622.00,22190.00,190956.00,168766.00,7374445.00,-4580.00,-3065.00,1408.00,6257.00,-20.00
1994:Q4,7476660.00,4847226.00,631828.00,1163012.00,3052386.00,1307188.00,1232046.00,906611.00,50250.00,670539.00,87504.00,98318.00,325435.00,275241.00,843.00,47174.00,2177.00,75142.00,67751.00,7391.00,-101910.00,758649.00,860559.00,1424156.00,1123457.00,427008.00,696449.00,300699.00,146344.00,154355.00,21235.00,205681.00,184446.00,7497895.00,-4683.00,-1580.00,-108.00,6399.00,-28.00
1995:Q1,7545296.00,4883349.00,621251.00,1166853.00,3095245.00,1327265.00,1266086.00,944300.00,51693.00,700494.00,93487.00,98626.00,321786.00,267232.00,1409.00,51408.00,1737.00,61179.00,62196.00,-1017.00,-105326.00,781573.00,886899.00,1440008.00,1134487.00,428892.00,705595.00,305521.00,148676.00,156845.00,30650.00,221248.00,190598.00,7575946.00,-4792.00,-1572.00,-164.00,6560.00,-32.00
1995:Q2,7604923.00,4954959.00,626914.00,1176984.00,3151061.00,1303825.00,1270066.00,956615.00,51699.00,715241.00,92024.00,97651.00,313451.00,257363.00,-857.00,52890.00,4055.00,33759.00,43090.00,-9331.00,-109492.00,798851.00,908343.00,1455631.00,1145550.00,430920.00,714630.00,310081.00,148788.00,161293.00,33427.00,231694.00,198267.00,7638350.00,-4843.00,510.00,-2772.00,6629.00,476.00
1995:Q3,7706531.00,5020462.00,642542.00,1183689.00,3194231.00,1303220.00,1291894.00,965501.00,51488.00,725220.00,90914.00,97879.00,326393.00,267011.00,935.00,56153.00,2294.00,11326.00,27724.00,-16398.00,-74444.00,831399.00,905843.00,1457293.00,1150607.00,430240.00,720367.00,306686.00,146672.00,160014.00,19638.00,229869.00,210231.00,7726169.00,-4828.00,26571.00,-28348.00,6609.00,-4.00
1995:Q4,7799493.00,5077937.00,652243.00,1191651.00,3234043.00,1335619.00,1317188.00,982542.00,51682.00,738375.00,91933.00,100552.00,334646.00,274770.00,285.00,56700.00,2891.00,18431.00,20979.00,-2548.00,-69779.00,839422.00,909201.00,1455716.00,1147284.00,420584.00,726700.00,308432.00,146668.00,161764.00,31315.00,236521.00,205206.00,7830808.00,-4747.00,-1767.00,-432.00,6498.00,448.00
1996:Q1,7893146.00,5153790.00,659826.00,1211172.00,3282792.00,1355230.00,1348349.00,1003624.00,52045.00,751234.00,94962.00,105383.00,344725.00,286298.00,116.00,55420.00,2891.00,6881.00,5504.00,1377.00,-88795.00,847940.00,936735.00,1472921.00,1158186.00,423492.00,734694.00,314735.00,153664.00,161071.00,38161.00,240530.00,202369.00,7931307.00,-4856.00,-258.00,-1172.00,6294.00,-8.00
1996:Q2,8061535.00,5244132.00,676331.00,1239542.00,3328259.00,1418560.00,1388039.00,1026640.00,53202.00,768688.00,95696.00,109054.00,361399.00,302263.00,-983.00,56069.00,4050.00,30521.00,18563.00,11958.00,-93705.00,859046.00,952751.00,1492548.00,1174637.00,430440.00,744197.00,317911.00,152076.00,165835.00,29928.00,239222.00,209294.00,8091463.00,-4709.00,-687.00,-700.00,6104.00,-8.00
1996:Q3,8159044.00,5298287.00,679383.00,1246504.00,3372400.00,1474446.00,1423376.00,1059061.00,55611.00,792653.00,98567.00,112230.00,364315.00,305521.00,-1675.00,55638.00,4831.00,51070.00,33427.00,17643.00,-114180.00,859577.00,973757.00,1500491.00,1178798.00,427256.00,751542.00,321693.00,149648.00,172045.00,26747.00,245764.00,219017.00,8185791.00,-4571.00,295.00,-1640.00,5924.00,-8.00
1996:Q4,8287078.00,5376067.00,689641.00,1268285.00,3418141.00,1479995.00,1445270.00,1083463.00,58449.00,809262.00,102857.00,112895.00,361807.00,302718.00,-2431.00,55541.00,5979.00,34725.00,28588.00,6137.00,-88823.00,903797.00,992620.00,1519839.00,1194373.00,432484.00,761889.00,325466.00,143780.00,181686.00,32292.00,260100.00,227808.00,8319370.00,-4442.00,14320.00,-15628.00,5758.00,-8.00
1997:Q1,8402060.00,5456730.00,705590.00,1281105.00,3470035.00,1521951.00,1472193.00,1106833.00,62150.00,830870.00,102169.00,111644.00,365360.00,303969.00,-4747.00,57544.00,8594.00,49758.00,45937.00,3821.00,-108839.00,918374.00,1027213.00,1532218.00,1201856.00,430620.00,771236.00,330362.00,141460.00,188902.00,23940.00,270174.00,246234.00,8426000.00,-4631.00,364.00,-1272.00,5603.00,-64.00
1997:Q2,8551940.00,5495080.00,696587.00,1277940.00,3520553.00,1589852.00,1501464.00,1129187.00,65772.00,847192.00,103951.00,112272.00,372277.00,309009.00,-4950.00,59197.00,9021.00,88388.00,80140.00,8248.00,-85201.00,954450.00,1039651.00,1552209.00,1222184.00,443320.00,778864.00,330025.00,142368.00,187657.00,31470.00,283013.00,251543.00,8583410.00,-4659.00,26742.00,-27644.00,5637.00,-76.00
1997:Q3,8691756.00,5603459.00,722779.00,1297690.00,3582990.00,1625338.00,1557390.00,1178438.00,70982.00,879148.00,110578.00,117730.00,378952.00,314888.00,-7192.00,59877.00,11379.00,67948.00,55377.00,12571.00,-96831.00,974057.00,1070888.00,1559790.00,1228505.00,438764.00,789741.00,331285.00,146600.00,184685.00,23857.00,286111.00,262254.00,8715613.00,-4845.00,3164.00,-4100.00,5861.00,-80.00
1997:Q4,8788320.00,5687614.00,737162.00,1308208.00,3642244.00,1645296.00,1567632.00,1181879.00,73396.00,874330.00,113132.00,121021.00,385753.00,322033.00,-12112.00,59575.00,16257.00,77664.00,67231.00,10433.00,-117010.00,968334.00,1085344.00,1572420.00,1245961.00,442080.00,803881.00,326459.00,144392.00,182067.00,17141.00,280986.00,263845.00,8805461.00,-5188.00,1172.00,-2188.00,6276.00,-72.00
1998:Q1,8889732.00,5745924.00,737701.00,1307068.00,3701155.00,1712314.00,1607214.00,1212368.00,77411.00,891727.00,113631.00,129599.00,394846.00,332263.00,-8717.00,58536.00,12764.00,105100.00,91447.00,13653.00,-135215.00,963021.00,1098236.00,1566709.00,1242132.00,427488.00,814644.00,324577.00,143964.00,180613.00,26178.00,289855.00,263677.00,8915910.00,-5344.00,1437.00,-2984.00,6879.00,12.00
1998:Q2,8994738.00,5857832.00,769239.00,1320269.00,3768324.00,1694789.00,1657449.00,1246118.00,80530.00,908024.00,118255.00,139309.00,411331.00,348323.00,-7047.00,58985.00,11070.00,37340.00,38011.00,-671.00,-162327.00,947295.00,1109622.00,1604444.00,1267556.00,439356.00,828200.00,336888.00,147268.00,189620.00,23327.00,293271.00,269944.00,9018065.00,-5752.00,9489.00,-11156.00,7403.00,16.00
1998:Q3,9146521.00,5952816.00,785044.00,1335085.00,3832687.00,1739786.00,1687367.00,1259816.00,81135.00,913996.00,124487.00,140198.00,427551.00,363613.00,-9464.00,59843.00,13559.00,52419.00,47429.00,4990.00,-174638.00,935263.00,1109901.00,1628557.00,1276794.00,433860.00,842934.00,351763.00,150868.00,200895.00,10389.00,282138.00,271749.00,9156910.00,-6097.00,6733.00,-8500.00,7848.00,16.00
1998:Q4,9325651.00,6055545.00,825189.00,1355273.00,3875083.00,1794417.00,1734400.00,1292898.00,82018.00,936880.00,123607.00,150393.00,441502.00,375881.00,-3936.00,61243.00,8314.00,60017.00,51733.00,8284.00,-178660.00,966340.00,1145000.00,1654349.00,1301970.00,445028.00,856942.00,352379.00,148552.00,203827.00,13044.00,281853.00,268809.00,9338695.00,-6380.00,-390.00,-1460.00,8214.00,16.00
1999:Q1,9447103.00,6129002.00,819948.00,1384849.00,3924205.00,1850634.00,1767240.00,1319877.00,84995.00,957923.00,126913.00,150046.00,447363.00,376410.00,-1703.00,66276.00,6380.00,83394.00,72266.00,11128.00,-208515.00,961573.00,1170088.00,1675982.00,1319681.00,446396.00,873285.00,356301.00,148092.00,208209.00,22087.00,295235.00,273148.00,9469190.00,-6487.00,-1755.00,-268.00,8502.00,8.00
1999:Q2,9557005.00,6252980.00,854806.00,1417903.00,3980271.00,1845773.00,1810661.00,1351390.00,85401.00,979901.00,132342.00,153746.00,459271.00,385872.00,8734.00,68478.00,-3813.00,35112.00,31940.00,3172.00,-245428.00,972753.00,1218181.00,1703680.00,1339432.00,446728.00,892704.00,364248.00,154324.00,209924.00,27386.00,310987.00,283601.00,9584391.00,-6614.00,-1246.00,-816.00,8668.00,8.00
1999:Q3,9712280.00,6357222.00,871191.00,1439734.00,4046297.00,1890917.00,1850400.00,1383775.00,86377.00,1003588.00,135215.00,158595.00,466625.00,391924.00,2469.00,69725.00,2507.00,40517.00,43830.00,-3313.00,-276106.00,1002420.00,1278526.00,1740247.00,1369690.00,457496.00,912194.00,370557.00,157108.00,213449.00,24538.00,330557.00,306019.00,9736818.00,-6646.00,1359.00,-3436.00,8711.00,12.00
1999:Q4,9926101.00,6488890.00,876329.00,1482311.00,4130250.00,1949443.00,1865202.00,1391397.00,86252.00,1010810.00,137962.00,156373.00,473805.00,398618.00,2489.00,70498.00,2200.00,84241.00,80767.00,3474.00,-296475.00,1031175.00,1327650.00,1784243.00,1401483.00,471660.00,929823.00,382760.00,159904.00,222856.00,34516.00,348903.00,314387.00,9960617.00,-6586.00,-1718.00,-348.00,8632.00,20.00
2000:Q1,10031031.00,6642744.00,920876.00,1491846.00,4230022.00,1945917.00,1929760.00,1445517.00,90580.00,1057155.00,141084.00,156698.00,484243.00,407617.00,1515.00,71587.00,3524.00,16157.00,28326.00,-12169.00,-352760.00,1054005.00,1406765.00,1795130.00,1407422.00,461776.00,945646.00,387708.00,156348.00,231360.00,30774.00,363341.00,332567.00,10061805.00,-6687.00,-1414.00,-348.00,8429.00,20.00
2000:Q2,10278340.00,6737272.00,901930.00,1534849.00,4300493.00,2071760.00,1981317.00,1494704.00,93968.00,1093000.00,147378.00,160358.00,486613.00,409301.00,3209.00,71803.00,2300.00,90443.00,77048.00,13395.00,-359587.00,1092723.00,1452310.00,1828895.00,1442939.00,482988.00,959951.00,385956.00,156340.00,229616.00,33822.00,386129.00,352307.00,10312162.00,-6674.00,-1271.00,-496.00,8413.00,28.00
2000:Q3,10357445.00,6845136.00,911657.00,1557165.00,4376314.00,2055769.00,1998536.00,1515456.00,97187.00,1107138.00,150946.00,160185.00,483080.00,405852.00,2156.00,71564.00,3508.00,57233.00,52543.00,4690.00,-388487.00,1125202.00,1513689.00,1845027.00,1453412.00,477696.00,975716.00,391615.00,158480.00,233135.00,29288.00,379632.00,350344.00,10386733.00,-6808.00,-634.00,-1172.00,8582.00,32.00
2000:Q4,10472286.00,6944405.00,915824.00,1577265.00,4451316.00,2061573.00,2007230.00,1519438.00,98031.00,1107583.00,155788.00,158036.00,487792.00,409883.00,-98.00,71951.00,6056.00,54343.00,43382.00,10961.00,-402351.00,1115402.00,1517753.00,1868659.00,1472921.00,477768.00,995153.00,395738.00,158336.00,237402.00,54144.00,401656.00,347512.00,10526430.00,-7088.00,-1392.00,-484.00,8936.00,28.00
2001:Q1,10508122.00,7020383.00,926811.00,1572072.00,4521500.00,1967535.00,1998166.00,1501459.00,100144.00,1095250.00,141537.00,164528.00,496707.00,421665.00,3768.00,69298.00,1976.00,-30631.00,-31643.00,1012.00,-391688.00,1096683.00,1488371.00,1911892.00,1510212.00,493712.00,1016500.00,401680.00,158744.00,242936.00,40503.00,361356.00,320853.00,10548625.00,-7322.00,2482.00,-4668.00,9476.00,32.00
2001:Q2,10638384.00,7072101.00,919478.00,1590207.00,4562416.00,1966993.00,1978553.00,1467559.00,99025.00,1069133.00,141644.00,157757.00,510994.00,434113.00,5569.00,71120.00,192.00,-11560.00,-8079.00,-3481.00,-359331.00,1054592.00,1413923.00,1958621.00,1536912.00,502868.00,1034044.00,421709.00,163500.00,258209.00,49710.00,337998.00,288288.00,10688094.00,-7687.00,-1591.00,-704.00,9950.00,32.00
2001:Q3,10639486.00,7103358.00,923888.00,1591002.00,4588468.00,1937338.00,1967453.00,1445023.00,98500.00,1044581.00,152049.00,149893.00,522430.00,443958.00,8634.00,72702.00,-2864.00,-30115.00,-28305.00,-1810.00,-366666.00,998510.00,1365176.00,1965456.00,1558750.00,509136.00,1049614.00,406706.00,165720.00,240986.00,26827.00,310245.00,283418.00,10666313.00,-8000.00,-1954.00,-428.00,10354.00,28.00
2001:Q4,10701317.00,7216591.00,995881.00,1581609.00,4639101.00,1842681.00,1923510.00,1401460.00,98869.00,1000811.00,157433.00,144347.00,522050.00,443211.00,-11284.00,73143.00,16980.00,-80829.00,-69077.00,-11752.00,-357048.00,957053.00,1314101.00,1999093.00,1574650.00,515848.00,1058802.00,424443.00,167416.00,257027.00,90175.00,291634.00,201459.00,10791492.00,-8261.00,-2463.00,0.00,10692.00,32.00
2002:Q1,10834445.00,7251359.00,974943.00,1584605.00,4691811.00,1910026.00,1910240.00,1371907.00,104657.00,965612.00,145392.00,156246.00,538333.00,457185.00,-1138.00,75326.00,6960.00,-214.00,-3189.00,2975.00,-375263.00,973326.00,1348589.00,2048323.00,1613936.00,542532.00,1071404.00,434387.00,171844.00,262543.00,51187.00,299720.00,248533.00,10885632.00,-8151.00,-2806.00,-52.00,10961.00,48.00
2002:Q2,10934752.00,7344494.00,979662.00,1608168.00,4756664.00,1925596.00,1906476.00,1351630.00,106563.00,938612.00,149794.00,156661.00,554846.00,471444.00,2450.00,77228.00,3724.00,19120.00,24683.00,-5563.00,-415978.00,1007493.00,1423471.00,2080640.00,1641193.00,554580.00,1086613.00,439447.00,178480.00,260967.00,32545.00,313935.00,281390.00,10967297.00,-8301.00,-2843.00,-72.00,11164.00,52.00
2002:Q3,11037057.00,7433115.00,1003535.00,1616618.00,4812962.00,1927858.00,1902565.00,1343682.00,106623.00,927463.00,151820.00,157776.00,558883.00,475010.00,875.00,77714.00,5284.00,25293.00,24672.00,621.00,-431634.00,1021602.00,1453236.00,2107718.00,1659750.00,561596.00,1098154.00,447968.00,184568.00,263400.00,46830.00,330255.00,283425.00,11083887.00,-8403.00,-2770.00,-180.00,11301.00,52.00
2002:Q4,11103835.00,7507237.00,983333.00,1643456.00,4880448.00,1936499.00,1906696.00,1328379.00,107088.00,920238.00,148160.00,152893.00,578317.00,491926.00,4005.00,79998.00,2388.00,29803.00,27190.00,2613.00,-482967.00,1007614.00,1490581.00,2143066.00,1690579.00,582600.00,1107979.00,452487.00,186216.00,266271.00,63833.00,319310.00,255477.00,11167668.00,-8454.00,-2212.00,-760.00,11370.00,56.00
2003:Q1,11230078.00,7593530.00,974014.00,1682501.00,4937015.00,1960189.00,1929185.00,1327812.00,108777.00,926516.00,142024.00,150495.00,601373.00,511210.00,5661.00,83542.00,960.00,31004.00,25438.00,5566.00,-501593.00,1011490.00,1513083.00,2177952.00,1722603.00,600412.00,1122191.00,455349.00,188864.00,266485.00,50076.00,334093.00,284017.00,11280154.00,-8426.00,-2187.00,-820.00,11373.00,60.00
2003:Q2,11370653.00,7684580.00,1007844.00,1668468.00,5008268.00,1970549.00,1970937.00,1359064.00,111105.00,949777.00,146189.00,151993.00,611873.00,520033.00,5848.00,85184.00,808.00,-388.00,649.00,-1037.00,-501364.00,1012331.00,1513695.00,2216888.00,1755845.00,635136.00,1120709.00,461043.00,196276.00,264767.00,63880.00,345471.00,281591.00,11434533.00,-8442.00,-1648.00,-1364.00,11394.00,60.00
2003:Q3,11625137.00,7845545.00,1042259.00,1722882.00,5080404.00,2048269.00,2040142.00,1388532.00,113321.00,968905.00,146023.00,160283.00,651610.00,554131.00,11852.00,90351.00,-4724.00,8127.00,6579.00,1548.00,-499917.00,1042523.00,1542440.00,2231240.00,1759000.00,631360.00,1127640.00,472240.00,199124.00,273116.00,63961.00,357485.00,293524.00,11689098.00,-8471.00,-2119.00,-912.00,11434.00,68.00
2003:Q4,11816827.00,7938463.00,1045995.00,1742262.00,5150206.00,2132792.00,2094391.00,1411470.00,114754.00,981101.00,152216.00,163399.00,682921.00,582123.00,5311.00,93403.00,2084.00,38401.00,35538.00,2863.00,-511744.00,1094772.00,1606516.00,2257316.00,1784922.00,646908.00,1138014.00,472394.00,201152.00,271242.00,90538.00,387405.00,296867.00,11907365.00,-8514.00,-2474.00,-576.00,11492.00,72.00
2004:Q1,11988404.00,8076797.00,1062284.00,1779210.00,5235303.00,2155154.00,2106284.00,1400250.00,117910.00,966145.00,147944.00,168251.00,706034.00,605762.00,-2134.00,92998.00,9408.00,48870.00,40170.00,8700.00,-546643.00,1141286.00,1687929.00,2303096.00,1827830.00,668896.00,1158934.00,475266.00,203644.00,271622.00,108935.00,421103.00,312168.00,12097339.00,-8934.00,-2280.00,-412.00,11614.00,12.00
2004:Q2,12181398.00,8186343.00,1071657.00,1801589.00,5313097.00,2259525.00,2183290.00,1440225.00,121069.00,989814.00,155696.00,173646.00,743065.00,638273.00,1663.00,97141.00,5988.00,76235.00,54491.00,21744.00,-608021.00,1172310.00,1780331.00,2343551.00,1855996.00,677756.00,1178240.00,487555.00,208992.00,278563.00,83894.00,437310.00,353416.00,12265292.00,-8889.00,-1834.00,-844.00,11555.00,12.00
2004:Q3,12367743.00,8312675.00,1084242.00,1825949.00,5402484.00,2311281.00,2248997.00,1485569.00,123253.00,1021929.00,160542.00,179845.00,763428.00,656174.00,5188.00,99458.00,2608.00,62284.00,49734.00,12550.00,-637979.00,1185987.00,1823966.00,2381766.00,1887353.00,691604.00,1195749.00,494413.00,215280.00,279133.00,94635.00,459108.00,364473.00,12462378.00,-8704.00,-2038.00,-592.00,11314.00,20.00
2004:Q4,12562163.00,8464252.00,1101102.00,1874982.00,5488168.00,2380750.00,2312701.00,1526546.00,126119.00,1057561.00,158489.00,184377.00,786155.00,675190.00,3933.00,102912.00,4120.00,68049.00,56992.00,11057.00,-684036.00,1226443.00,1910479.00,2401197.00,1904589.00,687236.00,1217353.00,496608.00,216108.00,280500.00,69064.00,488256.00,419192.00,12631227.00,-8382.00,-1055.00,-1480.00,10897.00,20.00
2005:Q1,12813729.00,8573119.00,1110514.00,1895879.00,5566726.00,2475169.00,2375665.00,1560532.00,123055.00,1087256.00,177222.00,172999.00,815133.00,702978.00,3970.00,104013.00,4172.00,99504.00,92621.00,6883.00,-676782.00,1268200.00,1944982.00,2442223.00,1944049.00,714548.00,1229501.00,498174.00,216676.00,281498.00,102887.00,538567.00,435680.00,12916616.00,-9361.00,24.00,-1044.00,10309.00,72.00
2005:Q2,12974083.00,8723929.00,1140593.00,1916792.00,5666544.00,2469547.00,2438921.00,1595213.00,124673.00,1119167.00,173641.00,177732.00,843708.00,727972.00,4787.00,107353.00,3596.00,30626.00,26425.00,4201.00,-689086.00,1300133.00,1989219.00,2469693.00,1960108.00,716768.00,1243340.00,509585.00,221392.00,288193.00,91754.00,554202.00,462448.00,13065837.00,-9041.00,109.00,-1096.00,9956.00,72.00
2005:Q3,13205445.00,8888051.00,1145409.00,1980036.00,5762606.00,2527238.00,2509298.00,1633757.00,127912.00,1151905.00,170167.00,183773.00,875541.00,755891.00,7331.00,111027.00,1292.00,17940.00,12836.00,5104.00,-731395.00,1310884.00,2042279.00,2521551.00,2002172.00,736216.00,1265956.00,519379.00,226896.00,292483.00,102333.00,585093.00,482760.00,13307778.00,-8927.00,3772.00,-4760.00,9831.00,84.00
2005:Q4,13381629.00,8991340.00,1112412.00,2019484.00,5859444.00,2636478.00,2546229.00,1656371.00,128709.00,1170603.00,171743.00,185316.00,889858.00,768745.00,7884.00,112421.00,808.00,90249.00,78169.00,12080.00,-787480.00,1356376.00,2143856.00,2541291.00,2013863.00,726232.00,1287631.00,527428.00,226552.00,300876.00,73303.00,625288.00,551985.00,13454932.00,-9016.00,76.00,-1072.00,9928.00,84.00
2006:Q1,13648904.00,9134285.00,1153328.00,2038595.00,5942362.00,2699654.00,2625230.00,1729374.00,132542.00,1222419.00,188547.00,185866.00,895856.00,774299.00,6025.00,112488.00,3044.00,74424.00,63225.00,11199.00,-777220.00,1417188.00,2194408.00,2592185.00,2057934.00,762064.00,1295870.00,534251.00,233252.00,300999.00,75436.00,661948.00,586512.00,13724340.00,-9436.00,583.00,-1400.00,10253.00,0.00
2006:Q2,13799794.00,9253742.00,1147013.00,2075303.00,6031426.00,2696951.00,2619666.00,1760965.00,136094.00,1248059.00,191348.00,185464.00,858701.00,741710.00,6539.00,108304.00,2148.00,77285.00,73934.00,3351.00,-781568.00,1463415.00,2244983.00,2630669.00,2076942.00,760276.00,1316666.00,553727.00,238444.00,315283.00,70363.00,719546.00,649183.00,13870157.00,-9825.00,1369.00,-2220.00,10676.00,0.00
2006:Q3,13908498.00,9374319.00,1157970.00,2109542.00,6106807.00,2684405.00,2607314.00,1793572.00,138844.00,1271336.00,193422.00,189970.00,813742.00,701965.00,-917.00,103538.00,9156.00,77091.00,72531.00,4560.00,-805590.00,1480136.00,2285726.00,2655364.00,2099605.00,763172.00,1336433.00,555759.00,237216.00,318543.00,57055.00,744661.00,687606.00,13965553.00,-10305.00,1623.00,-2516.00,11198.00,0.00
2006:Q4,14066370.00,9453632.00,1166147.00,2095290.00,6192195.00,2641582.00,2602493.00,1821237.00,141973.00,1286534.00,199415.00,193315.00,781256.00,672949.00,8166.00,100321.00,-180.00,39089.00,37034.00,2055.00,-719401.00,1544523.00,2263924.00,2690557.00,2124904.00,770248.00,1354656.00,565653.00,243284.00,322369.00,67550.00,770803.00,703253.00,14133920.00,-10873.00,50862.00,-51496.00,11815.00,-308.00
2007:Q1,14233227.00,9591854.00,1173351.00,2128754.00,6289749.00,2634210.00,2614049.00,1864717.00,148592.00,1309221.00,196158.00,210746.00,749332.00,634610.00,3103.00,106151.00,5468.00,20161.00,14316.00,5845.00,-728479.00,1580470.00,2308949.00,2735642.00,2160068.00,775268.00,1384800.00,575574.00,243044.00,332530.00,68628.00,803048.00,734420.00,14301855.00,-10530.00,-135.00,-2196.00,12861.00,0.00
2007:Q2,14422314.00,9700919.00,1184942.00,2166140.00,6349837.00,2671911.00,2624847.00,1907538.00,152010.00,1333624.00,212857.00,209047.00,717309.00,607051.00,7624.00,101998.00,636.00,47064.00,45360.00,1704.00,-732975.00,1625070.00,2358045.00,2782459.00,2191751.00,789088.00,1402663.00,590708.00,251680.00,339028.00,90632.00,869151.00,778519.00,14512946.00,-11130.00,628.00,-5068.00,13594.00,1976.00
2007:Q3,14569675.00,9799229.00,1190188.00,2184306.00,6424735.00,2658237.00,2609591.00,1937870.00,155903.00,1354271.00,215308.00,212388.00,671721.00,567662.00,52047.00,96268.00,-44256.00,48646.00,44967.00,3679.00,-712113.00,1687522.00,2399635.00,2824322.00,2227091.00,809168.00,1417923.00,597231.00,254692.00,342539.00,148139.00,911712.00,763573.00,14717814.00,-11472.00,-1792.00,-748.00,14012.00,0.00
2007:Q4,14685330.00,9910027.00,1190051.00,2228567.00,6491409.00,2610614.00,2588679.00,1972326.00,158965.00,1385381.00,214255.00,213725.00,616353.00,519728.00,5996.00,89481.00,1148.00,21935.00,20133.00,1802.00,-700597.00,1765432.00,2466029.00,2865286.00,2259974.00,819876.00,1440098.00,605312.00,256272.00,349040.00,194925.00,918709.00,723784.00,14880255.00,-11558.00,2824.00,-5384.00,14118.00,0.00
2008:Q1,14668445.00,9974369.00,1152314.00,2253949.00,6568106.00,2527014.00,2547150.00,1981616.00,155644.00,1393600.00,225470.00,206902.00,565534.00,467144.00,6771.00,90959.00,660.00,-20136.00,-13344.00,-6792.00,-756759.00,1814612.00,2571371.00,2923821.00,2312458.00,850088.00,1462370.00,611363.00,260652.00,350711.00,180273.00,906108.00,725835.00,14848718.00,-11083.00,7826.00,-10648.00,13905.00,0.00
2008:Q2,14812974.00,10095765.00,1139845.00,2318911.00,6637009.00,2493261.00,2517180.00,1978748.00,156648.00,1398200.00,220410.00,203490.00,538432.00,444177.00,5945.00,87070.00,1240.00,-23919.00,-24054.00,135.00,-759427.00,1920458.00,2679885.00,2983375.00,2350620.00,865668.00,1484952.00,632755.00,274800.00,357955.00,184503.00,899608.00,715105.00,14997477.00,-10982.00,19056.00,-21852.00,13778.00,0.00
