date,FL614090005.Q,FL613020003.Q,FL613030003.Q,FL613063003.Q,FL614023005.Q,FL613069500.Q,FL613065000.Q,FL613066005.Q,FL613092003.Q,FL613090005.Q,FL614190005.Q,FL614122005.Q,FL613169100.Q,FL613163005.Q,FL614123005.Q,FL613168000.Q,FL613169005.Q,FL613178003.Q,FL613192003.Q,FL613190005.Q,FL613194003.Q,FL613193005.Q,FL613066303.Q
2005:Q3,1777297.00,20960.00,48906.00,204224.00,1465216.00,450999.00,505792.00,508425.00,19110.00,18881.00,1796491.00,899795.00,146034.00,753761.00,138823.00,138823.00,0.00,19887.00,28477.00,709509.00,271007.00,438502.00,82320.00
2005:Q4,1856918.00,17409.00,52226.00,203548.00,1537068.00,479170.00,541364.00,516534.00,17691.00,28976.00,1828299.00,966475.00,159997.00,806478.00,142103.00,142103.00,0.00,16943.00,38753.00,664025.00,312241.00,351784.00,85309.00
2006:Q1,1854302.00,17148.00,51444.00,200501.00,1549380.00,482802.00,565457.00,501121.00,19922.00,15907.00,1822143.00,961901.00,150971.00,810930.00,137421.00,137421.00,0.00,17107.00,40354.00,665360.00,319007.00,346353.00,91705.00
2006:Q2,1856802.00,16237.00,48711.00,189849.00,1578609.00,497351.00,574540.00,506718.00,20724.00,2672.00,1836439.00,985305.00,152685.00,832620.00,136939.00,136939.00,0.00,16630.00,41856.00,655709.00,327445.00,328264.00,97767.00
2006:Q3,1871811.00,15695.00,47084.00,183508.00,1616896.00,490420.00,593998.00,532478.00,21920.00,-13292.00,1848328.00,988034.00,164014.00,824020.00,131487.00,131487.00,0.00,16844.00,42657.00,669306.00,336692.00,332614.00,102124.00
2006:Q4,1891258.00,15808.00,47424.00,184833.00,1627259.00,498043.00,594284.00,534932.00,41993.00,-26059.00,1876815.00,1014933.00,165267.00,849666.00,129240.00,129240.00,0.00,16969.00,51113.00,664560.00,338536.00,326024.00,105956.00
2007:Q1,1892394.00,16176.00,48528.00,189133.00,1630728.00,505429.00,591065.00,534234.00,47181.00,-39352.00,1914176.00,1096064.00,132480.00,963584.00,138132.00,138132.00,0.00,15497.00,46870.00,617613.00,327020.00,290593.00,110718.00
2007:Q2,1896599.00,16418.00,49255.00,191967.00,1630477.00,509268.00,574189.00,547020.00,60950.00,-52468.00,1929626.00,1086853.00,127034.00,959819.00,153453.00,153453.00,0.00,15402.00,47520.00,626398.00,344452.00,281946.00,116317.00
2007:Q3,1924376.00,16759.00,50276.00,195949.00,1653428.00,507904.00,578712.00,566812.00,65467.00,-57503.00,1958882.00,1103631.00,119756.00,983875.00,176736.00,176736.00,0.00,15695.00,45527.00,617293.00,327807.00,289486.00,120465.00
2007:Q4,1911153.00,16194.00,48583.00,189350.00,1650719.00,522957.00,549868.00,577894.00,177893.00,-171586.00,1949558.00,1097625.00,123528.00,974097.00,182006.00,182006.00,0.00,15508.00,68611.00,585808.00,321433.00,264375.00,122898.00
2008:Q1,1940975.00,16964.00,50893.00,198352.00,1673749.00,541997.00,550011.00,581741.00,186723.00,-185706.00,1982881.00,1118050.00,113543.00,1004507.00,183388.00,183388.00,0.00,15667.00,73254.00,592522.00,328662.00,263860.00,124934.00
2008:Q2,1929762.00,16914.00,50743.00,197768.00,1660050.00,563927.00,523219.00,572904.00,192424.00,-188137.00,1974346.00,1101679.00,112391.00,989288.00,197585.00,197585.00,0.00,15661.00,72638.00,586783.00,319914.00,266869.00,121912.00
2008:Q3,1909813.00,16682.00,50047.00,195057.00,1643435.00,557003.00,505797.00,580635.00,197281.00,-192689.00,1950647.00,1083805.00,103261.00,980544.00,180873.00,180873.00,0.00,15596.00,76907.00,593466.00,324826.00,268640.00,118522.00
2008:Q4,1851669.00,16452.00,49357.00,192364.00,1584181.00,539882.00,482918.00,561381.00,220997.00,-211682.00,1880485.00,1025341.00,100885.00,924456.00,174924.00,174924.00,0.00,15424.00,78058.00,586738.00,313046.00,273692.00,111090.00
2009:Q1,1816158.00,17079.00,51238.00,199695.00,1528147.00,516685.00,475890.00,535572.00,223339.00,-203340.00,1827640.00,980846.00,72834.00,908012.00,168365.00,167193.00,1172.00,15357.00,81887.00,581185.00,303178.00,278007.00,101795.00
2009:Q2,1777245.00,17511.00,52532.00,204739.00,1479580.00,493012.00,462057.00,524511.00,226073.00,-203190.00,1750884.00,924769.00,66766.00,858003.00,178834.00,177464.00,1370.00,14563.00,84281.00,548437.00,285033.00,263404.00,94012.00
2009:Q3,1733904.00,17096.00,51287.00,199890.00,1437129.00,474268.00,450239.00,512622.00,229620.00,-201118.00,1698589.00,913259.00,58972.00,854287.00,161685.00,161685.00,0.00,13779.00,85799.00,524067.00,279265.00,244802.00,90228.00
2009:Q4,1662467.00,16987.00,50960.00,198615.00,1359923.00,448885.00,430283.00,480755.00,186943.00,-150961.00,1630277.00,899562.00,62074.00,837488.00,144501.00,144501.00,0.00,12659.00,89990.00,483565.00,280451.00,203114.00,85370.00
2010:Q1,1665760.00,15877.00,47630.00,185636.00,1468900.00,447526.00,419496.00,601878.00,186151.00,-238434.00,1631650.00,922116.00,63987.00,858129.00,125990.00,125896.00,94.00,12555.00,89208.00,481781.00,277340.00,204441.00,80746.00
2010:Q2,1642915.00,16140.00,48421.00,188716.00,1432452.00,439207.00,402561.00,590684.00,188838.00,-231652.00,1598966.00,897070.00,63082.00,833988.00,120589.00,120009.00,580.00,12630.00,87524.00,481153.00,273519.00,207634.00,77212.00
2010:Q3,1613444.00,15528.00,46584.00,181558.00,1421271.00,445748.00,392460.00,583063.00,189752.00,-241249.00,1558032.00,879328.00,56817.00,822511.00,95524.00,94994.00,530.00,12784.00,95776.00,474620.00,272505.00,202115.00,74790.00
2010:Q4,1588500.00,26534.00,79602.00,84123.00,1321259.00,372731.00,243542.00,704986.00,205972.00,-128990.00,1558695.00,1188281.00,111029.00,1077252.00,92443.00,91538.00,905.00,6028.00,114663.00,157280.00,175688.00,-18408.00,111827.00
2011:Q1,1572091.00,28994.00,86983.00,84436.00,1300414.00,371665.00,236833.00,691916.00,207995.00,-136731.00,1538354.00,1173614.00,114440.00,1059174.00,94329.00,93798.00,531.00,5889.00,115537.00,148985.00,172676.00,-23691.00,112750.00
2011:Q2,1551207.00,31732.00,95195.00,86157.00,1273344.00,361262.00,227786.00,684296.00,211168.00,-146389.00,1514035.00,1162109.00,108727.00,1053382.00,90456.00,89444.00,1012.00,5745.00,118210.00,137515.00,170967.00,-33452.00,113459.00
2011:Q3,1575980.00,33739.00,101217.00,88663.00,1264487.00,361948.00,217715.00,684824.00,213760.00,-125886.00,1541997.00,1164775.00,111762.00,1053013.00,99362.00,98338.00,1024.00,6563.00,117967.00,153330.00,168096.00,-14766.00,115112.00
2011:Q4,1569277.00,31664.00,94991.00,85002.00,1274551.00,375763.00,211223.00,687565.00,221779.00,-138710.00,1532713.00,1158531.00,120987.00,1037544.00,103335.00,102080.00,1255.00,6702.00,91101.00,173044.00,163721.00,9323.00,119737.00
2012:Q1,1553083.00,31267.00,93801.00,84900.00,1262038.00,375495.00,206346.00,680197.00,229039.00,-147962.00,1515052.00,1151607.00,122810.00,1028797.00,98847.00,97548.00,1299.00,6998.00,89187.00,168413.00,157087.00,11326.00,124200.00
2012:Q2,1514430.00,28589.00,85768.00,86899.00,1243223.00,375681.00,192277.00,675265.00,229666.00,-159715.00,1474794.00,1128436.00,122535.00,1005901.00,105195.00,103475.00,1720.00,6626.00,89129.00,145408.00,151013.00,-5605.00,129902.00
2012:Q3,1513760.00,30796.00,92387.00,85315.00,1242171.00,377473.00,188058.00,676640.00,231896.00,-168805.00,1473519.00,1126468.00,123055.00,1003413.00,117564.00,115846.00,1718.00,6481.00,89334.00,133672.00,150439.00,-16767.00,137166.00
2012:Q4,1493692.00,27843.00,83528.00,78701.00,1246241.00,386975.00,179481.00,679785.00,226335.00,-168956.00,1445644.00,1084452.00,129147.00,955305.00,120667.00,118522.00,2145.00,6717.00,88677.00,145131.00,162821.00,-17690.00,144029.00
2013:Q1,1480240.00,30176.00,90527.00,74999.00,1236623.00,390907.00,174432.00,671284.00,229249.00,-181334.00,1428801.00,1072147.00,121822.00,950325.00,120831.00,118690.00,2141.00,6918.00,88983.00,139922.00,160440.00,-20518.00,149809.00
2013:Q2,1476091.00,30007.00,90022.00,70078.00,1240564.00,394821.00,171164.00,674579.00,229875.00,-184455.00,1422679.00,1066162.00,119555.00,946607.00,129876.00,127504.00,2372.00,6756.00,89480.00,130405.00,162643.00,-32238.00,157165.00
2013:Q3,1487852.00,34180.00,102539.00,69971.00,1241224.00,396898.00,165875.00,678451.00,232346.00,-192408.00,1432173.00,1077540.00,124874.00,952666.00,129096.00,126688.00,2408.00,6991.00,86320.00,132226.00,163014.00,-30788.00,163896.00
2013:Q4,1472767.00,32062.00,96186.00,67939.00,1237490.00,401336.00,157014.00,679140.00,223298.00,-184208.00,1424028.00,1078333.00,118815.00,959518.00,130986.00,128647.00,2339.00,6774.00,73408.00,134527.00,161776.00,-27249.00,167347.00
2014:Q1,1466595.00,32872.00,98617.00,71832.00,1221996.00,397961.00,154100.00,669935.00,229940.00,-188662.00,1411028.00,1054631.00,114018.00,940613.00,127455.00,125178.00,2277.00,7448.00,80677.00,140817.00,167016.00,-26199.00,172147.00
2014:Q2,1463868.00,32325.00,96976.00,72451.00,1222685.00,401356.00,149646.00,671683.00,229814.00,-190383.00,1406621.00,1059862.00,109795.00,950067.00,125207.00,122965.00,2242.00,7477.00,81817.00,132258.00,165076.00,-32818.00,177680.00
2014:Q3,1478688.00,31115.00,93346.00,69928.00,1226499.00,401676.00,148183.00,676640.00,232240.00,-174440.00,1417559.00,1066592.00,115754.00,950838.00,132400.00,130227.00,2173.00,7683.00,82342.00,128542.00,162434.00,-33892.00,184354.00
2014:Q4,1501360.00,31894.00,95683.00,73938.00,1243717.00,411532.00,148083.00,684102.00,228037.00,-171909.00,1438088.00,1080315.00,117764.00,962551.00,141227.00,139144.00,2083.00,7766.00,82669.00,126111.00,162732.00,-36621.00,188938.00
2015:Q1,1502575.00,32358.00,97073.00,76059.00,1234662.00,412333.00,144863.00,677466.00,234403.00,-171980.00,1450319.00,1089989.00,113826.00,976163.00,144279.00,142181.00,2098.00,8190.00,84343.00,123518.00,159646.00,-36128.00,193319.00
2015:Q2,1483016.00,33228.00,99684.00,79616.00,1232348.00,416253.00,134030.00,682065.00,237683.00,-199543.00,1430076.00,1070373.00,120986.00,949387.00,151706.00,149634.00,2072.00,8432.00,83077.00,116488.00,153113.00,-36625.00,199176.00
2015:Q3,1481639.00,34061.00,102183.00,78286.00,1239934.00,422822.00,127861.00,689251.00,239739.00,-212564.00,1431418.00,1076241.00,120900.00,955341.00,153232.00,150371.00,2861.00,8505.00,75239.00,118201.00,152480.00,-34279.00,206874.00
2015:Q4,1480813.00,32427.00,97282.00,80014.00,1226298.00,425107.00,119518.00,681673.00,232789.00,-187997.00,1422734.00,1071511.00,113339.00,958172.00,156548.00,152865.00,3683.00,8351.00,63750.00,122574.00,156054.00,-33480.00,212459.00
2016:Q1,1488375.00,36817.00,110451.00,80915.00,1196853.00,410510.00,116903.00,669440.00,236884.00,-173545.00,1421358.00,1072220.00,117601.00,954619.00,157444.00,153756.00,3688.00,8773.00,64467.00,118454.00,146723.00,-28269.00,217660.00
2016:Q2,1433403.00,24624.00,73871.00,87241.00,1190043.00,411035.00,111791.00,667217.00,261243.00,-203619.00,1367886.00,1033767.00,121557.00,912210.00,155946.00,152276.00,3670.00,8342.00,65489.00,104342.00,146989.00,-42647.00,222453.00
2016:Q3,1414392.00,22963.00,68889.00,91204.00,1193132.00,411169.00,108063.00,673900.00,266295.00,-228091.00,1347877.00,1016544.00,120137.00,896407.00,157578.00,153953.00,3625.00,8498.00,67322.00,97935.00,141312.00,-43377.00,225873.00
