1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1990:Q2,230522.00,244384.00,-23937.00,11200.00,-1124.00,230522.00,224564.00,5451.00,9979.00,-4528.00,-12.00,520.00,230522.00,9354.00,-1624.00,-3464.00,42974.00,4936.00,-46029.00,11136.00,940.00,4066.00,548.00,14768.00,3476.00,248.00,-9330.00,156133.00,18914.00,23600.00,-124.00
1990:Q3,210461.00,186692.00,9299.00,15609.00,-1140.00,210461.00,198592.00,10953.00,15465.00,-4512.00,-4.00,920.00,210461.00,10079.00,-1640.00,-2600.00,54558.00,4704.00,-55156.00,11124.00,932.00,7393.00,388.00,6155.00,1740.00,272.00,6964.00,137338.00,18743.00,9558.00,-92.00
1990:Q4,175446.00,169765.00,2084.00,4733.00,-1136.00,175446.00,190473.00,-15547.00,2037.00,-17584.00,0.00,520.00,175446.00,8632.00,-1640.00,-3808.00,15326.00,6464.00,-94948.00,16832.00,824.00,5895.00,144.00,7719.00,1148.00,3000.00,15765.00,165313.00,31716.00,-821.00,-2116.00
1991:Q1,214075.00,177104.00,6129.00,31022.00,-180.00,214075.00,206220.00,7571.00,24751.00,-17180.00,4.00,280.00,214075.00,4302.00,6116.00,-5884.00,38641.00,5440.00,-26804.00,14380.00,760.00,707.00,-104.00,4526.00,-6040.00,2004.00,12081.00,121782.00,21220.00,22154.00,-1208.00
1991:Q2,230444.00,213749.00,4985.00,11893.00,-184.00,230444.00,230229.00,-109.00,-1273.00,1164.00,-4.00,328.00,230444.00,7203.00,6184.00,-5300.00,34681.00,2152.00,-58056.00,10276.00,748.00,6632.00,-372.00,4979.00,-8044.00,-960.00,11322.00,142708.00,56625.00,19782.00,-116.00
1991:Q3,-2768.00,74809.00,-30187.00,-47206.00,-184.00,-2768.00,89741.00,-92893.00,-28201.00,-64692.00,0.00,384.00,-2768.00,2384.00,6248.00,-5288.00,10064.00,3368.00,-162510.00,3392.00,640.00,7770.00,-504.00,-5778.00,-5548.00,1412.00,1321.00,149316.00,53579.00,-62030.00,-604.00
1991:Q4,147974.00,191541.00,5806.00,-49189.00,-184.00,147974.00,206017.00,-58903.00,-30587.00,-28316.00,0.00,860.00,147974.00,-7104.00,6252.00,-3640.00,-21673.00,3072.00,-47541.00,7012.00,444.00,1559.00,-516.00,-37135.00,-7068.00,844.00,21398.00,132707.00,42384.00,57918.00,-940.00
1992:Q1,156809.00,193750.00,-720.00,-36650.00,428.00,156809.00,203234.00,-47285.00,-21973.00,-25312.00,0.00,860.00,156809.00,-5025.00,1060.00,-2660.00,16798.00,-36.00,-35717.00,-364.00,624.00,-6663.00,-492.00,-6550.00,-3932.00,-2852.00,32214.00,92953.00,50722.00,27392.00,-664.00
1992:Q2,66320.00,108694.00,-15386.00,-27412.00,424.00,66320.00,121398.00,-55155.00,-25763.00,-29392.00,-8.00,84.00,66320.00,-5420.00,1056.00,-2360.00,-18926.00,724.00,-93447.00,732.00,712.00,13495.00,-484.00,-22181.00,-4676.00,3572.00,17722.00,157039.00,53356.00,-37190.00,2596.00
1992:Q3,120332.00,179328.00,-13960.00,-45468.00,432.00,120332.00,191216.00,-71324.00,-35740.00,-35584.00,0.00,440.00,120332.00,-5554.00,1072.00,356.00,-28761.00,-552.00,-48659.00,-3496.00,840.00,-1367.00,-616.00,-20894.00,-2608.00,-3040.00,26353.00,98639.00,75991.00,32943.00,-316.00
1992:Q4,100311.00,187690.00,-22626.00,-65185.00,432.00,100311.00,202458.00,-103011.00,-73279.00,-29732.00,0.00,864.00,100311.00,-7934.00,1068.00,1244.00,-16860.00,-312.00,-47289.00,-7648.00,1048.00,6231.00,-896.00,-20423.00,-3504.00,588.00,51984.00,113600.00,39203.00,-12437.00,2648.00
1993:Q1,45820.00,83439.00,-8415.00,-29751.00,548.00,45820.00,108287.00,-63846.00,-38046.00,-25800.00,0.00,1380.00,45820.00,-7211.00,-7648.00,-6640.00,-17674.00,-8.00,-6953.00,-5480.00,1168.00,2320.00,-1204.00,-13226.00,432.00,-3232.00,22971.00,113074.00,25715.00,-50784.00,200.00
1993:Q2,149605.00,200588.00,-11370.00,-40166.00,552.00,149605.00,207972.00,-59720.00,-37316.00,-22404.00,0.00,1352.00,149605.00,-7457.00,-7732.00,-2076.00,-22091.00,-12164.00,38574.00,-4944.00,1400.00,1535.00,-1584.00,-14095.00,-1296.00,-4556.00,72796.00,10834.00,43972.00,57692.00,796.00
1993:Q3,153472.00,178896.00,-5212.00,-20768.00,556.00,153472.00,179948.00,-32640.00,-11332.00,-21308.00,-4.00,6168.00,153472.00,-7602.00,-7816.00,-1444.00,-12881.00,-4744.00,17224.00,-4792.00,1348.00,884.00,-1600.00,-17502.00,1976.00,2196.00,37298.00,113468.00,43800.00,-7324.00,984.00
1993:Q4,119672.00,163236.00,6312.00,-50436.00,560.00,119672.00,171788.00,-57568.00,-38664.00,-18904.00,-4.00,5456.00,119672.00,-7571.00,-7816.00,-3116.00,-9126.00,-4660.00,43415.00,-10964.00,1084.00,3037.00,-1280.00,-27677.00,-7360.00,-2104.00,32047.00,101498.00,32157.00,-12128.00,236.00
1994:Q1,143967.00,174582.00,-564.00,-31506.00,1456.00,143967.00,168794.00,-34650.00,-19250.00,-15400.00,0.00,9824.00,143967.00,-8041.00,4016.00,-4084.00,-22040.00,-1900.00,-36487.00,-6096.00,844.00,6683.00,-676.00,-12568.00,-1748.00,432.00,25169.00,191423.00,49562.00,-47113.00,6592.00
1994:Q2,173251.00,170548.00,4373.00,-3146.00,1476.00,173251.00,160164.00,687.00,843.00,-156.00,0.00,12400.00,173251.00,-8565.00,4056.00,7224.00,-6570.00,224.00,67781.00,-4088.00,1856.00,2083.00,-676.00,-11356.00,64.00,1216.00,6330.00,128414.00,13473.00,-34812.00,6596.00
1994:Q3,173128.00,163133.00,-666.00,9169.00,1492.00,173128.00,145065.00,16063.00,12295.00,3768.00,0.00,12000.00,173128.00,-8667.00,4104.00,1024.00,-4693.00,5124.00,83012.00,-4360.00,1200.00,4727.00,-680.00,-1959.00,-8.00,332.00,-6368.00,85163.00,17780.00,-8067.00,5464.00
1994:Q4,166474.00,200664.00,-1050.00,-34632.00,1492.00,166474.00,188728.00,-27158.00,-20642.00,-6516.00,0.00,4904.00,166474.00,-8732.00,4104.00,3636.00,-22770.00,5440.00,149194.00,-4652.00,2352.00,7478.00,-676.00,-6513.00,-19064.00,700.00,-10891.00,56125.00,-291.00,10845.00,188.00
1995:Q1,185273.00,159661.00,-2501.00,26329.00,1784.00,185273.00,150525.00,31384.00,12600.00,18784.00,0.00,3364.00,185273.00,-7420.00,1544.00,-3112.00,-8706.00,5120.00,124785.00,-5740.00,520.00,8789.00,-980.00,973.00,784.00,792.00,125.00,56238.00,13677.00,-3905.00,1788.00
1995:Q2,195112.00,177116.00,8432.00,7756.00,1808.00,195112.00,162476.00,24788.00,-3208.00,27996.00,0.00,7848.00,195112.00,-7543.00,1564.00,-1412.00,-17229.00,4476.00,96571.00,-4672.00,1036.00,-2075.00,-976.00,-3383.00,788.00,644.00,4713.00,68902.00,16303.00,35617.00,1788.00
1995:Q3,216836.00,185427.00,4448.00,25137.00,1824.00,216836.00,163659.00,48689.00,12961.00,35728.00,0.00,4488.00,216836.00,-7567.00,1580.00,-2260.00,-12867.00,512.00,77272.00,-3316.00,260.00,3904.00,-1024.00,15824.00,784.00,752.00,14481.00,102842.00,12951.00,10924.00,1784.00
1995:Q4,148499.00,147646.00,13968.00,-14943.00,1828.00,148499.00,135658.00,7241.00,-26167.00,33408.00,0.00,5600.00,148499.00,-6390.00,1584.00,-1428.00,-15243.00,3100.00,30452.00,-6824.00,1856.00,5225.00,-936.00,-23954.00,788.00,768.00,5928.00,165321.00,24494.00,-34045.00,-2196.00
1996:Q1,310682.00,270890.00,3444.00,33665.00,2684.00,310682.00,258254.00,46821.00,15881.00,30940.00,0.00,5608.00,310682.00,-7104.00,-3552.00,-1592.00,-7600.00,2012.00,83148.00,-7676.00,1460.00,9911.00,-980.00,295.00,780.00,752.00,-15814.00,146555.00,41842.00,70437.00,-2192.00
1996:Q2,287969.00,235866.00,12932.00,36487.00,2684.00,287969.00,215106.00,65019.00,15251.00,49768.00,-4.00,7848.00,287969.00,-7504.00,-3552.00,-2240.00,-3888.00,2200.00,84243.00,-3576.00,300.00,8426.00,-16.00,-4179.00,780.00,792.00,-1269.00,157248.00,40498.00,21901.00,-2196.00
1996:Q3,225305.00,195014.00,9720.00,17855.00,2716.00,225305.00,168158.00,47787.00,8499.00,39288.00,-4.00,9364.00,225305.00,-7680.00,-3592.00,-756.00,-9548.00,4280.00,96563.00,-328.00,516.00,5562.00,-112.00,-8756.00,792.00,808.00,-3967.00,129690.00,35983.00,-12634.00,-1516.00
1996:Q4,247365.00,191183.00,22944.00,30525.00,2712.00,247365.00,195275.00,43489.00,2741.00,40748.00,-8.00,8608.00,247365.00,-7640.00,-3588.00,-856.00,-7824.00,6780.00,92473.00,-20.00,-12.00,12345.00,-580.00,-7264.00,512.00,832.00,-4390.00,130415.00,26145.00,5228.00,4808.00
1997:Q1,295018.00,252057.00,1080.00,37844.00,4036.00,295018.00,241697.00,36732.00,9772.00,26960.00,-8.00,16596.00,295018.00,-7452.00,25540.00,-2792.00,-8944.00,2644.00,98132.00,-5832.00,40.00,8805.00,344.00,-1106.00,1052.00,848.00,-12847.00,130343.00,46650.00,14832.00,4760.00
1997:Q2,281734.00,195112.00,16128.00,66414.00,4080.00,281734.00,185600.00,79922.00,23482.00,56440.00,0.00,16212.00,281734.00,-6736.00,25824.00,-1088.00,-2460.00,4324.00,153996.00,-9952.00,-24.00,7668.00,-440.00,-227.00,1100.00,856.00,-8970.00,82054.00,38285.00,-11821.00,9344.00
1997:Q3,409950.00,318586.00,8724.00,78517.00,4124.00,409950.00,291306.00,111961.00,62233.00,49728.00,0.00,6684.00,409950.00,-6332.00,26108.00,-1516.00,-4620.00,3696.00,119229.00,-2664.00,860.00,12868.00,-16.00,-913.00,1220.00,888.00,-2937.00,96982.00,81642.00,78844.00,6612.00
1997:Q4,267314.00,172589.00,21680.00,68916.00,4128.00,267314.00,157217.00,89956.00,19300.00,70656.00,0.00,20140.00,267314.00,-7800.00,26108.00,-1176.00,-2120.00,4056.00,64587.00,-6056.00,1324.00,10311.00,-544.00,-3042.00,-184.00,900.00,6086.00,148965.00,84578.00,-74235.00,15556.00
1998:Q1,474709.00,373902.00,26428.00,69855.00,4524.00,474709.00,330562.00,135047.00,-12361.00,147408.00,0.00,9100.00,474709.00,-8140.00,-12808.00,7556.00,-1152.00,4120.00,188068.00,-8560.00,1468.00,10341.00,-108.00,5292.00,124.00,4264.00,8188.00,104333.00,128019.00,32388.00,11316.00
1998:Q2,422521.00,316781.00,28780.00,72388.00,4572.00,422521.00,278269.00,124400.00,-23120.00,147520.00,0.00,19852.00,422521.00,-8392.00,-12948.00,7556.00,-1344.00,4048.00,6584.00,-3724.00,1708.00,10662.00,-172.00,1500.00,180.00,8032.00,-1472.00,239675.00,150524.00,7001.00,13104.00
1998:Q3,433839.00,301289.00,33616.00,94309.00,4624.00,433839.00,251385.00,142833.00,-4967.00,147800.00,0.00,39620.00,433839.00,-7880.00,-13088.00,7560.00,-1256.00,-980.00,44697.00,-744.00,1628.00,7784.00,-1028.00,2087.00,568.00,3272.00,-227.00,239002.00,114174.00,35517.00,2752.00
1998:Q4,607463.00,434187.00,48288.00,120364.00,4624.00,607463.00,385135.00,191744.00,43552.00,148192.00,0.00,30584.00,607463.00,7308.00,-13092.00,7552.00,376.00,17016.00,192799.00,-9776.00,1120.00,12685.00,204.00,18321.00,-1700.00,3644.00,23814.00,187691.00,119043.00,54138.00,-13680.00
1999:Q1,616513.00,462342.00,38116.00,112004.00,4052.00,616513.00,421942.00,174448.00,44960.00,129488.00,0.00,20124.00,616513.00,7936.00,-25676.00,-1744.00,-1380.00,4480.00,78754.00,-8136.00,-556.00,11335.00,-184.00,22302.00,1812.00,1532.00,-11746.00,394648.00,109194.00,37542.00,-3600.00
1999:Q2,505891.00,388003.00,25708.00,88089.00,4092.00,505891.00,342451.00,175701.00,53765.00,121936.00,0.00,-12260.00,505891.00,6540.00,-25964.00,-2368.00,-384.00,1620.00,118695.00,-4860.00,3840.00,13987.00,116.00,18993.00,1816.00,4700.00,-4734.00,274462.00,74432.00,26873.00,-1872.00
1999:Q3,617953.00,466178.00,42424.00,105211.00,4140.00,617953.00,412758.00,195827.00,49759.00,146068.00,0.00,9368.00,617953.00,7788.00,-26248.00,-2368.00,1540.00,1376.00,289042.00,-1104.00,2112.00,15756.00,208.00,9934.00,1812.00,-452.00,-1051.00,230747.00,55977.00,33308.00,-424.00
1999:Q4,558230.00,393629.00,55136.00,105324.00,4140.00,558230.00,349921.00,196660.00,41648.00,155012.00,0.00,11648.00,558230.00,6952.00,-26248.00,-2368.00,-88.00,10312.00,254465.00,-3724.00,1600.00,13991.00,-272.00,11615.00,1812.00,7328.00,-2298.00,198390.00,42689.00,39933.00,4140.00
2000:Q1,549457.00,395348.00,27212.00,129365.00,-2468.00,549457.00,371092.00,169797.00,43329.00,126468.00,0.00,8568.00,549457.00,2104.00,2308.00,-652.00,-3772.00,1540.00,313036.00,2848.00,1860.00,15824.00,2512.00,1522.00,852.00,-5548.00,16997.00,133026.00,40071.00,40416.00,-15488.00
2000:Q2,578784.00,431542.00,33708.00,116002.00,-2468.00,578784.00,395878.00,176374.00,31022.00,145352.00,0.00,6532.00,578784.00,1964.00,2308.00,-656.00,92.00,-3004.00,299936.00,2208.00,3504.00,15368.00,-2804.00,10427.00,356.00,1764.00,29350.00,153111.00,34031.00,32880.00,-2052.00
2000:Q3,560175.00,450113.00,21304.00,91254.00,-2496.00,560175.00,416133.00,146450.00,22930.00,123520.00,0.00,-2408.00,560175.00,1756.00,2308.00,-652.00,-1312.00,604.00,186565.00,-800.00,2676.00,9171.00,-688.00,9015.00,176.00,-11840.00,17798.00,229843.00,81531.00,38453.00,-4428.00
2000:Q4,548950.00,423079.00,35100.00,93266.00,-2496.00,548950.00,397519.00,145222.00,2318.00,142904.00,0.00,6208.00,548950.00,1816.00,2308.00,-652.00,1552.00,-4220.00,66451.00,496.00,-608.00,10937.00,-168.00,-348.00,-448.00,1364.00,24728.00,282876.00,106290.00,58631.00,-2056.00
2001:Q1,472201.00,503320.00,19176.00,-54059.00,3764.00,472201.00,468536.00,2313.00,-100967.00,103280.00,0.00,1352.00,472201.00,5832.00,3060.00,3368.00,-2360.00,-2348.00,240669.00,-68.00,2456.00,13706.00,32.00,2618.00,-6756.00,-1040.00,24530.00,161149.00,-60781.00,88598.00,-464.00
2001:Q2,749621.00,619651.00,45300.00,80862.00,3808.00,749621.00,584815.00,155494.00,35278.00,120216.00,0.00,9312.00,749621.00,5288.00,3092.00,3356.00,-544.00,4552.00,135005.00,-1488.00,4292.00,13766.00,128.00,7638.00,-652.00,-5436.00,31657.00,432414.00,93436.00,26638.00,-3520.00
2001:Q3,813899.00,618561.00,37696.00,153794.00,3848.00,813899.00,579865.00,243078.00,110402.00,132676.00,0.00,-9044.00,813899.00,5508.00,3128.00,3364.00,-3396.00,-8536.00,70896.00,4600.00,1408.00,23596.00,128.00,8882.00,-532.00,1764.00,24819.00,495632.00,147460.00,32803.00,2376.00
2001:Q4,697167.00,470748.00,64276.00,158295.00,3848.00,697167.00,434750.00,255201.00,117129.00,138072.00,0.00,7216.00,697167.00,4504.00,3128.00,3364.00,1840.00,3024.00,196714.00,-88.00,4920.00,11812.00,684.00,9182.00,-796.00,160.00,51887.00,264961.00,205537.00,-66879.00,3212.00
2002:Q1,803658.00,695549.00,24864.00,76456.00,6788.00,803658.00,667813.00,127944.00,6568.00,121376.00,0.00,7900.00,803658.00,9700.00,2884.00,-632.00,-120.00,-5976.00,10523.00,1540.00,812.00,26047.00,8.00,7508.00,2384.00,-236.00,38270.00,522545.00,140212.00,49576.00,-1388.00
2002:Q2,768890.00,616579.00,40368.00,105079.00,6864.00,768890.00,584051.00,161803.00,34747.00,127056.00,0.00,23036.00,768890.00,6068.00,2916.00,-628.00,-1052.00,-6408.00,180062.00,1364.00,1384.00,13250.00,68.00,5829.00,-104.00,-636.00,40953.00,354574.00,133410.00,28497.00,9344.00
2002:Q3,962723.00,809416.00,29060.00,117311.00,6936.00,962723.00,763448.00,193659.00,66767.00,126892.00,0.00,5616.00,962723.00,7964.00,2948.00,-624.00,-1800.00,-8936.00,452372.00,1692.00,3792.00,9342.00,12.00,4148.00,264.00,644.00,61265.00,168398.00,139723.00,107478.00,14040.00
2002:Q4,1101705.00,903108.00,66080.00,125577.00,6940.00,1101705.00,857412.00,236041.00,109157.00,126884.00,0.00,8252.00,1101705.00,8036.00,2948.00,-636.00,5052.00,-24.00,511636.00,-108.00,684.00,16585.00,320.00,10506.00,-196.00,684.00,98720.00,261758.00,63411.00,103613.00,18716.00
2003:Q1,846482.00,703616.00,44796.00,110138.00,-12068.00,846482.00,723252.00,127878.00,63510.00,64368.00,0.00,-4648.00,846482.00,4956.00,2168.00,116.00,-9400.00,-320.00,258256.00,44.00,4116.00,20408.00,20.00,11121.00,-280.00,796.00,103902.00,287936.00,136762.00,32322.00,-6440.00
2003:Q2,1035510.00,851792.00,73000.00,122922.00,-12204.00,1035510.00,922984.00,105150.00,41070.00,64080.00,0.00,7376.00,1035510.00,5060.00,2188.00,120.00,220.00,15352.00,346053.00,2172.00,3284.00,10740.00,-236.00,10361.00,-680.00,5996.00,130174.00,278825.00,109117.00,88353.00,28412.00
2003:Q3,1093570.00,889009.00,64564.00,152334.00,-12336.00,1093570.00,954945.00,125410.00,61390.00,64020.00,0.00,13216.00,1093570.00,4760.00,2216.00,120.00,-1700.00,-3208.00,326403.00,18584.00,4812.00,27105.00,-32.00,11290.00,140.00,-5372.00,139730.00,310483.00,184620.00,45551.00,28068.00
2003:Q4,995086.00,812679.00,96912.00,97831.00,-12336.00,995086.00,912167.00,63283.00,-793.00,64076.00,0.00,19636.00,995086.00,5444.00,2216.00,112.00,984.00,7240.00,207036.00,-26748.00,4232.00,25539.00,656.00,10928.00,468.00,-4216.00,33166.00,464244.00,238450.00,-7517.00,32852.00
2004:Q1,1107293.00,856322.00,41720.00,196855.00,12396.00,1107293.00,737306.00,347583.00,154303.00,193280.00,0.00,22404.00,1107293.00,9792.00,14760.00,4552.00,8024.00,6884.00,537780.00,1120.00,3844.00,21566.00,236.00,10740.00,-268.00,-5376.00,7373.00,-9974.00,385127.00,83341.00,27772.00
2004:Q2,1331479.00,1098214.00,70300.00,150565.00,12400.00,1331479.00,1019678.00,287197.00,57613.00,229584.00,0.00,24604.00,1331479.00,10028.00,14756.00,4556.00,-5988.00,24772.00,499257.00,-10876.00,7136.00,31737.00,312.00,5140.00,-180.00,-5200.00,5086.00,90117.00,434706.00,182137.00,43984.00
2004:Q3,1265838.00,995200.00,48176.00,209930.00,12532.00,1265838.00,912940.00,337070.00,107306.00,229764.00,0.00,15828.00,1265838.00,9580.00,14924.00,4548.00,724.00,9300.00,502536.00,2172.00,7408.00,24699.00,528.00,14366.00,268.00,-2380.00,4201.00,51062.00,560244.00,65954.00,-4296.00
2004:Q4,1405918.00,1137804.00,53732.00,201846.00,12536.00,1405918.00,1087572.00,279174.00,49362.00,229812.00,0.00,39172.00,1405918.00,12240.00,14920.00,4552.00,3648.00,17004.00,543611.00,5040.00,7552.00,24938.00,320.00,19275.00,-696.00,-8624.00,13360.00,31863.00,473735.00,91752.00,151428.00
2005:Q1,1115388.00,885236.00,43156.00,178004.00,8992.00,1115388.00,832920.00,262172.00,85056.00,177116.00,0.00,20296.00,1115388.00,12520.00,1628.00,5344.00,1060.00,9776.00,396621.00,3780.00,8716.00,28029.00,172.00,12401.00,-348.00,-5604.00,-43575.00,83250.00,552843.00,18066.00,30708.00
2005:Q2,1510062.00,1192158.00,62788.00,246027.00,9088.00,1510062.00,1116342.00,369155.00,191887.00,177268.00,0.00,24564.00,1510062.00,11076.00,1648.00,5348.00,612.00,8144.00,519711.00,2620.00,2540.00,24994.00,244.00,8550.00,-84.00,-7800.00,-40581.00,163650.00,697030.00,64208.00,48152.00
2005:Q3,1535965.00,1225142.00,58784.00,242847.00,9192.00,1535965.00,1153642.00,367219.00,189467.00,177752.00,0.00,15104.00,1535965.00,7124.00,1668.00,5348.00,3844.00,28208.00,526296.00,12632.00,7716.00,27108.00,504.00,7606.00,-112.00,10312.00,-44589.00,145453.00,730353.00,27913.00,38580.00
2005:Q4,1588713.00,1212796.00,78400.00,288329.00,9188.00,1588713.00,1142788.00,449449.00,271461.00,177988.00,0.00,-3524.00,1588713.00,1736.00,1664.00,5344.00,4028.00,15952.00,358013.00,-3104.00,-4420.00,29652.00,280.00,20000.00,-324.00,-3176.00,-32148.00,265507.00,782442.00,151456.00,-4188.00
2006:Q1,1596880.00,1274572.00,47820.00,271252.00,3236.00,1596880.00,1191912.00,388392.00,105344.00,283048.00,0.00,16576.00,1596880.00,-9368.00,-8316.00,-1540.00,1764.00,3872.00,433140.00,2684.00,2584.00,28980.00,64.00,18383.00,-220.00,-1440.00,-1766.00,327590.00,679780.00,81592.00,39096.00
2006:Q2,1577625.00,1322619.00,29024.00,222710.00,3272.00,1577625.00,1246075.00,315878.00,32538.00,283340.00,0.00,15672.00,1577625.00,-18024.00,-8412.00,-1544.00,6888.00,15520.00,498690.00,6584.00,12672.00,30561.00,436.00,24292.00,-348.00,708.00,27259.00,267167.00,643402.00,62387.00,9388.00
2006:Q3,1320311.00,1020058.00,35352.00,261597.00,3304.00,1320311.00,957174.00,357745.00,74473.00,283272.00,0.00,5392.00,1320311.00,-24948.00,-8504.00,-1548.00,3612.00,27084.00,328109.00,564.00,-3512.00,28177.00,228.00,12710.00,-324.00,4100.00,21767.00,268373.00,611206.00,51777.00,1440.00
2006:Q4,1055164.00,702679.00,56420.00,292758.00,3308.00,1055164.00,666607.00,399866.00,116466.00,283400.00,0.00,-11308.00,1055164.00,-16188.00,-8500.00,-1544.00,2560.00,18860.00,178542.00,6476.00,4832.00,17938.00,2168.00,17963.00,-320.00,4232.00,26236.00,307414.00,570019.00,15925.00,-91448.00
2007:Q1,1158847.00,887590.00,67316.00,199368.00,4572.00,1158847.00,836334.00,338616.00,30496.00,308120.00,0.00,-16104.00,1158847.00,-14792.00,-18192.00,7444.00,3256.00,25544.00,56555.00,10976.00,-700.00,19657.00,416.00,16235.00,2220.00,4308.00,-9030.00,479273.00,554217.00,-28064.00,49524.00
2007:Q2,1262400.00,882217.00,68776.00,306787.00,4620.00,1262400.00,850613.00,398987.00,90647.00,308340.00,0.00,12800.00,1262400.00,-16100.00,-18392.00,7440.00,3224.00,17092.00,305251.00,9284.00,4396.00,27054.00,1992.00,19729.00,2216.00,4412.00,40143.00,485977.00,448922.00,-43503.00,-36736.00
2007:Q3,1221287.00,790842.00,88036.00,337737.00,4672.00,1221287.00,773870.00,434637.00,125721.00,308916.00,0.00,12780.00,1221287.00,-10984.00,-18596.00,7444.00,-76.00,18256.00,378388.00,20916.00,4312.00,29187.00,972.00,13619.00,2216.00,-400.00,54463.00,660981.00,94109.00,-4217.00,-29304.00
2007:Q4,874866.00,526214.00,122520.00,221460.00,4672.00,874866.00,525690.00,339940.00,30496.00,309444.00,0.00,9236.00,874866.00,-9652.00,-18592.00,7444.00,1928.00,14224.00,268042.00,15096.00,-1800.00,35130.00,1884.00,39908.00,2216.00,-428.00,58101.00,877833.00,-281884.00,-98820.00,-35764.00
2008:Q1,639662.00,357746.00,64224.00,195829.00,21864.00,639662.00,354666.00,264573.00,72749.00,191824.00,0.00,20424.00,639662.00,-7644.00,-7684.00,-2976.00,2044.00,7876.00,239140.00,3440.00,2776.00,37984.00,380.00,24011.00,-8012.00,-332.00,32038.00,579217.00,-192514.00,-13638.00,-56444.00
2008:Q2,336425.00,81515.00,65848.00,167198.00,21864.00,336425.00,128487.00,210542.00,16990.00,193552.00,0.00,-2604.00,336425.00,29032.00,-7680.00,-2964.00,11872.00,-5344.00,-40753.00,4776.00,364.00,36996.00,584.00,18905.00,-8004.00,-452.00,64630.00,631311.00,-290323.00,-85010.00,-21516.00
2008:Q3,68421.00,-71751.00,27258.00,90807.00,22108.00,68421.00,-11275.00,73805.00,-120551.00,194356.00,0.00,5892.00,68421.00,-9364.00,-7768.00,-2972.00,12112.00,-16484.00,-79341.00,2696.00,1216.00,30521.00,-1404.00,11227.00,-8008.00,-5384.00,9415.00,502065.00,-263498.00,-85751.00,-20856.00
2008:Q4,-59745.00,-196133.00,38539.00,75614.00,22236.00,-59745.00,-110629.00,47481.00,-147499.00,194980.00,0.00,3404.00,-59745.00,-7532.00,-7768.00,-2976.00,27828.00,-4736.00,-122807.00,9768.00,2860.00,23411.00,1176.00,10877.00,-8012.00,-5116.00,142825.00,317103.00,-277061.00,-72229.00,-87356.00
2009:Q1,123517.00,105166.00,13540.00,-6333.00,11144.00,123517.00,139590.00,-39741.00,-53237.00,13496.00,0.00,23668.00,123517.00,596.00,-4044.00,-1204.00,3620.00,-10120.00,54999.00,288.00,284.00,11614.00,152.00,-10935.00,-2448.00,-5012.00,25794.00,368982.00,-182630.00,-40434.00,-85984.00
2009:Q2,6234.00,38007.00,22476.00,-65520.00,11272.00,6234.00,84387.00,-99412.00,-107412.00,8000.00,0.00,21260.00,6234.00,-288.00,-4092.00,-1208.00,21780.00,14164.00,-138015.00,-4516.00,256.00,3638.00,160.00,-16567.00,-2448.00,-5088.00,-28507.00,527373.00,-314985.00,-37426.00,-7996.00
2009:Q3,-159950.00,-77146.00,12020.00,-106216.00,11392.00,-159950.00,-4082.00,-156308.00,-165604.00,9296.00,0.00,440.00,-159950.00,-1920.00,-4136.00,-1208.00,31076.00,23660.00,-411343.00,-10384.00,480.00,4371.00,-968.00,-16959.00,-2448.00,-180.00,15137.00,522371.00,-234429.00,-54567.00,-18504.00
2009:Q4,-114298.00,32345.00,-17860.00,-140175.00,11392.00,-114298.00,62237.00,-178195.00,-188383.00,10188.00,0.00,1660.00,-114298.00,-1968.00,-4132.00,-1208.00,-6232.00,12976.00,-217853.00,-10808.00,-2292.00,1789.00,-1376.00,-20847.00,-2444.00,-172.00,-2980.00,414590.00,-204444.00,-58745.00,-8152.00
2010:Q1,-478216.00,-375266.00,-21863.00,-89076.00,7988.00,-478216.00,-382174.00,-90023.00,-83111.00,-6912.00,0.00,-6020.00,-478216.00,-6656.00,-1544.00,4172.00,-5240.00,6816.00,-267798.00,272.00,-2832.00,2669.00,-716.00,-14342.00,2776.00,-204.00,-145842.00,167788.00,-172661.00,-66987.00,22112.00
2010:Q2,-229468.00,-45060.00,-10938.00,-181550.00,8080.00,-229468.00,-51512.00,-174080.00,-167380.00,-6700.00,0.00,-3876.00,-229468.00,-13432.00,-1560.00,4164.00,5188.00,4024.00,-171360.00,-6668.00,-20268.00,1900.00,-76.00,-15447.00,2776.00,-152.00,-262.00,255166.00,-197077.00,-54636.00,-21748.00
