1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2010:Q1,72827479.00,23340986.00,49486493.00,7990478.00,5006286.00,920462.00,13477923.00,7686669.00,5791254.00,888901.00,1935534.00,112993.00,181969.00,2671857.00,22091345.00,13938698.00,58888781.00,18.51,27.24
2010:Q2,71835354.00,23401396.00,48433958.00,7911774.00,4857030.00,918263.00,12072807.00,6912202.00,5160605.00,785081.00,1748077.00,99833.00,160690.00,2366924.00,22674084.00,13883423.00,57951930.00,16.81,24.93
2010:Q3,73447394.00,23115545.00,50331849.00,7980179.00,4480254.00,923232.00,13690170.00,7913608.00,5776562.00,885384.00,1937216.00,111741.00,177763.00,2664458.00,23258014.00,13836970.00,59610424.00,18.64,27.20
2010:Q4,75862837.00,23044767.00,52818070.00,8061340.00,4984262.00,922798.00,15160543.00,8795180.00,6365364.00,991373.00,2139677.00,128539.00,194791.00,2910984.00,23689127.00,13796277.00,62066560.00,19.98,28.70
2011:Q1,77247430.00,23010338.00,54237092.00,8138827.00,4939010.00,927417.00,16154265.00,9400191.00,6754074.00,1052862.00,2250557.00,136471.00,200493.00,3113691.00,24077573.00,13743796.00,63503634.00,20.91,29.78
2011:Q2,77491096.00,22994863.00,54496233.00,8336716.00,4705560.00,973174.00,16098168.00,9361839.00,6736329.00,1043957.00,2239858.00,137557.00,195934.00,3119023.00,24382615.00,13658464.00,63832632.00,20.77,29.54
2011:Q3,75311197.00,23120044.00,52191153.00,8483051.00,4644004.00,981985.00,13334731.00,7751286.00,5583445.00,850590.00,1905076.00,111482.00,159490.00,2556807.00,24747382.00,13578834.00,61732362.00,17.71,25.55
2011:Q4,77098264.00,23274394.00,53823870.00,8701888.00,4580885.00,917471.00,14435379.00,8403204.00,6032175.00,940090.00,2065526.00,123981.00,168612.00,2733966.00,25188247.00,13588136.00,63510128.00,18.72,26.82
2012:Q1,79581864.00,23513379.00,56068485.00,8767935.00,4461628.00,910644.00,16309988.00,9516387.00,6793601.00,1048394.00,2297426.00,141845.00,186020.00,3119916.00,25618291.00,13567390.00,66014474.00,20.49,29.09
2012:Q2,79740376.00,23978171.00,55762205.00,8826588.00,4511091.00,921146.00,15552436.00,9078047.00,6474389.00,985763.00,2212052.00,135816.00,176028.00,2964730.00,25950944.00,13587657.00,66152719.00,19.50,27.89
2012:Q3,81756455.00,24441888.00,57314567.00,8877500.00,4467022.00,921733.00,16498892.00,9664775.00,6834117.00,1035241.00,2323337.00,143256.00,182881.00,3149402.00,26549419.00,13559549.00,68196905.00,20.18,28.79
2012:Q4,83066982.00,24870421.00,58196561.00,9226411.00,4451077.00,918772.00,16682635.00,9790302.00,6892333.00,1040190.00,2341817.00,138312.00,181064.00,3190950.00,26917666.00,13645202.00,69421780.00,20.08,28.67
2013:Q1,85946262.00,25430162.00,60516100.00,9271461.00,4377735.00,903891.00,18565588.00,11036824.00,7528764.00,1124848.00,2543539.00,157254.00,192012.00,3511111.00,27397425.00,13594228.00,72352033.00,21.60,30.68
2013:Q2,87414607.00,26085269.00,61329338.00,9256025.00,4509638.00,952391.00,18908120.00,11247479.00,7660640.00,1139110.00,2609713.00,163293.00,192343.00,3556181.00,27703164.00,13609581.00,73805026.00,21.63,30.83
2013:Q3,89949594.00,26715890.00,63233704.00,9373613.00,4519462.00,947149.00,20165679.00,11956644.00,8209035.00,1218125.00,2779099.00,174197.00,202452.00,3835162.00,28227802.00,13726348.00,76223246.00,22.42,31.89
2013:Q4,92701440.00,27228027.00,65473413.00,9602631.00,4470317.00,970677.00,21761486.00,12849730.00,8911757.00,1322148.00,3009921.00,195006.00,215160.00,4169522.00,28668302.00,13792576.00,78908864.00,23.47,33.24
2014:Q1,93937794.00,27555560.00,66382234.00,9771750.00,4325928.00,1026883.00,22266931.00,13165039.00,9101892.00,1329408.00,3060424.00,200796.00,214158.00,4297106.00,28990742.00,13786636.00,80151158.00,23.70,33.54
2014:Q2,95727084.00,27849211.00,67877873.00,9801440.00,4160918.00,1021423.00,23498107.00,14025268.00,9472839.00,1372886.00,3175675.00,210512.00,216087.00,4497679.00,29395984.00,13954202.00,81772883.00,24.55,34.62
2014:Q3,96183038.00,28230025.00,67953013.00,9925237.00,4228451.00,1045990.00,23084892.00,13772155.00,9312736.00,1337747.00,3148656.00,213798.00,206970.00,4405565.00,29668443.00,14078741.00,82104296.00,24.00,33.97
2014:Q4,98110985.00,28701193.00,69409792.00,10197573.00,4257110.00,1023972.00,23914927.00,14364902.00,9550025.00,1371130.00,3262726.00,208154.00,207119.00,4500896.00,30016210.00,14167030.00,83943955.00,24.38,34.45
2015:Q1,99977718.00,29190246.00,70787472.00,10340972.00,4193299.00,1025714.00,24651263.00,14901537.00,9749726.00,1395414.00,3354421.00,215956.00,211022.00,4572913.00,30576224.00,14152363.00,85825355.00,24.66,34.82
2015:Q2,100696372.00,29597253.00,71099119.00,10314984.00,4345222.00,997550.00,24603455.00,14834832.00,9768623.00,1387929.00,3364977.00,215617.00,209129.00,4590971.00,30837907.00,14293360.00,86403012.00,24.43,34.60
2015:Q3,99461570.00,30008407.00,69453163.00,10418391.00,4494772.00,995088.00,22438122.00,13491711.00,8946411.00,1256380.00,3113703.00,197762.00,189153.00,4189413.00,31106791.00,14372802.00,85088769.00,22.56,32.31
2015:Q4,101679772.00,30462635.00,71217137.00,10743680.00,4568557.00,970266.00,23495325.00,14158205.00,9337120.00,1315593.00,3254270.00,210236.00,197024.00,4359997.00,31439309.00,14509524.00,87170248.00,23.11,32.99
2016:Q1,102512039.00,30896673.00,71615366.00,10853491.00,4472566.00,1008553.00,23491640.00,14196347.00,9295293.00,1296070.00,3281878.00,208020.00,199298.00,4310027.00,31789115.00,14524319.00,87987720.00,22.92,32.80
2016:Q2,103750285.00,31419840.00,72330445.00,10860225.00,4242164.00,1007620.00,23943674.00,14524335.00,9419338.00,1300904.00,3351460.00,210689.00,201227.00,4355058.00,32276761.00,14687565.00,89062720.00,23.08,33.10
