date,LM554090005.Q,LM554022005.Q,LM553061103.Q,LM553062003.Q,LM553063003.Q,LM553064103.Q,LM554090005.Q,LM554091603.Q,LM554092603.Q,LM554091303.Q,LM554091203.Q,LM554092303.Q
2008:Q3,229930.00,130864.00,5479.00,72581.00,52804.00,99066.00,229930.00,62482.00,36584.00,45151.00,72581.00,13132.00
2008:Q4,184175.00,111898.00,4310.00,67334.00,40254.00,72277.00,184175.00,45753.00,26525.00,33673.00,67334.00,10891.00
2009:Q1,178343.00,113439.00,4261.00,70351.00,38827.00,64904.00,178343.00,40924.00,23980.00,32469.00,70351.00,10619.00
2009:Q2,197336.00,122512.00,4502.00,72670.00,45340.00,74824.00,197336.00,46281.00,28543.00,37953.00,72670.00,11889.00
2009:Q3,218665.00,135012.00,4748.00,79395.00,50869.00,83653.00,218665.00,50513.00,33140.00,42478.00,79395.00,13139.00
2009:Q4,222894.00,135464.00,5151.00,77677.00,52636.00,87430.00,222894.00,52940.00,34489.00,44126.00,77677.00,13660.00
2010:Q1,228307.00,139220.00,5767.00,78561.00,54892.00,89087.00,228307.00,54486.00,34601.00,46276.00,78561.00,14382.00
2010:Q2,221390.00,139348.00,5821.00,79728.00,53799.00,82042.00,221390.00,50957.00,31085.00,45604.00,79728.00,14016.00
2010:Q3,238211.00,146110.00,6028.00,83017.00,57065.00,92101.00,238211.00,57428.00,34673.00,48291.00,83017.00,14802.00
2010:Q4,237791.00,141090.00,5931.00,77140.00,58019.00,96701.00,237791.00,60461.00,36239.00,48985.00,77140.00,14965.00
2011:Q1,241930.00,141519.00,6012.00,75950.00,59557.00,100411.00,241930.00,63746.00,36666.00,50428.00,75950.00,15141.00
2011:Q2,246855.00,145925.00,6079.00,80226.00,59620.00,100930.00,246855.00,64658.00,36272.00,50466.00,80226.00,15233.00
2011:Q3,239277.00,144180.00,5998.00,80980.00,57202.00,95097.00,239277.00,61134.00,33963.00,48805.00,80980.00,14394.00
2011:Q4,242387.00,146532.00,5988.00,84100.00,56444.00,95855.00,242387.00,62414.00,33441.00,48009.00,84100.00,14422.00
2012:Q1,248036.00,150123.00,6146.00,85303.00,58674.00,97913.00,248036.00,65441.00,32472.00,49402.00,85303.00,15418.00
2012:Q2,249308.00,153092.00,6154.00,86940.00,59998.00,96216.00,249308.00,64844.00,31372.00,49853.00,86940.00,16299.00
2012:Q3,260360.00,159984.00,6331.00,89344.00,64309.00,100376.00,260360.00,68264.00,32112.00,53452.00,89344.00,17188.00
2012:Q4,263618.00,162978.00,6231.00,90594.00,66153.00,100640.00,263618.00,68461.00,32179.00,53638.00,90594.00,18746.00
2013:Q1,277338.00,169318.00,6702.00,90774.00,71842.00,108020.00,277338.00,75135.00,32885.00,56329.00,90774.00,22215.00
2013:Q2,275586.00,167703.00,6621.00,86754.00,74328.00,107883.00,275586.00,76806.00,31077.00,56993.00,86753.00,23956.00
2013:Q3,275634.00,165560.00,6516.00,83929.00,75115.00,110074.00,275634.00,77945.00,32129.00,57585.00,83929.00,24046.00
2013:Q4,279323.00,165137.00,6404.00,82876.00,75857.00,114186.00,279323.00,81757.00,32429.00,58489.00,82876.00,23773.00
2014:Q1,286484.00,169209.00,6532.00,86259.00,76418.00,117275.00,286484.00,84813.00,32461.00,58790.00,86259.00,24160.00
2014:Q2,296694.00,172709.00,6671.00,88478.00,77560.00,123985.00,296694.00,90520.00,33466.00,59657.00,88477.00,24575.00
2014:Q3,294782.00,171318.00,6537.00,89137.00,75644.00,123464.00,294782.00,91222.00,32242.00,57933.00,89137.00,24248.00
2014:Q4,289227.00,169894.00,6391.00,90164.00,73339.00,119333.00,289227.00,88962.00,30370.00,56820.00,90207.00,22910.00
2015:Q1,289322.00,170714.00,6369.00,90280.00,74065.00,118608.00,289322.00,87674.00,30934.00,57656.00,90324.00,22777.00
2015:Q2,283211.00,167284.00,6215.00,87929.00,73140.00,115927.00,283211.00,84634.00,31293.00,56877.00,87972.00,22478.00
2015:Q3,264589.00,163236.00,6103.00,88457.00,68676.00,101353.00,264589.00,73488.00,27791.00,54027.00,88537.00,20786.00
2015:Q4,260808.00,161133.00,5834.00,89501.00,65798.00,99675.00,260808.00,72134.00,27542.00,51720.00,89545.00,19912.00
2016:Q1,259477.00,161866.00,5839.00,90711.00,65316.00,97611.00,259477.00,70522.00,27090.00,51212.00,90711.00,19942.00
2016:Q2,265313.00,163868.00,4172.00,93288.00,66408.00,101445.00,265313.00,74285.00,27160.00,50521.00,93288.00,20059.00
2016:Q3,268600.00,165329.00,4197.00,91807.00,69325.00,103271.00,268600.00,75418.00,27853.00,52836.00,91807.00,20685.00
