1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2010:Q4,14.00,0.00,14.00,0.00,0.00,-5286.00,-5286.00,-851.00,-851.00,2149.00,2149.00,2282.00,4526.00,545.00,-2789.00,2282.00,-3876.00,-11541.00,816.00,6849.00,10651.00,2866.00,7785.00,3845.00,3845.00,-40116.00,-40116.00,18493.00,18493.00,-6306.00,-38839.00,57925.00,-6306.00,-38839.00,57925.00
2011:Q1,-75.00,0.00,-75.00,0.00,0.00,610.00,610.00,-1794.00,-1794.00,373.00,373.00,2902.00,1859.00,225.00,818.00,2902.00,-491.00,2512.00,-681.00,-2322.00,13248.00,9542.00,3706.00,740.00,740.00,-23910.00,-23910.00,-86.00,-86.00,-3776.00,36604.00,72647.00,-3776.00,36604.00,72647.00
2011:Q2,0.00,0.00,0.00,0.00,0.00,-905.00,-905.00,-2464.00,-2464.00,480.00,480.00,2683.00,4463.00,-1291.00,-489.00,2683.00,13227.00,8895.00,4846.00,-514.00,4230.00,6268.00,-2038.00,740.00,740.00,18184.00,18184.00,-6344.00,-6344.00,-3511.00,214273.00,90350.00,-3511.00,214273.00,90350.00
2011:Q3,500.00,0.00,500.00,0.00,0.00,2158.00,2158.00,-4568.00,-4568.00,-1246.00,-1246.00,6720.00,6218.00,-143.00,645.00,6720.00,7486.00,5992.00,2599.00,-1105.00,-21857.00,-4555.00,-17302.00,740.00,740.00,-911.00,-911.00,8981.00,8981.00,-3844.00,-188710.00,81799.00,-3844.00,-188710.00,81799.00
2011:Q4,99323.00,0.00,99323.00,0.00,0.00,-3700.00,-3700.00,371.00,371.00,-73.00,-73.00,2458.00,3045.00,-549.00,-38.00,2458.00,14968.00,10173.00,5523.00,-728.00,16716.00,10713.00,6003.00,740.00,740.00,-67972.00,-67972.00,15980.00,15980.00,-5026.00,-41340.00,72996.00,-5026.00,-41340.00,72996.00
2012:Q1,-53341.00,0.00,-53341.00,0.00,0.00,4267.00,4267.00,-1159.00,-1159.00,1830.00,1830.00,-48.00,-876.00,191.00,637.00,-48.00,-6739.00,-8137.00,-1463.00,2861.00,1008.00,-315.00,1323.00,-3081.00,-3081.00,-7224.00,-7224.00,-1152.00,-1152.00,2552.00,40716.00,68799.00,2552.00,40716.00,68799.00
2012:Q2,-18513.00,0.00,-18513.00,0.00,0.00,-3788.00,-3788.00,2633.00,2633.00,1859.00,1859.00,-3764.00,-4615.00,385.00,466.00,-3764.00,1479.00,-4738.00,2054.00,4163.00,-7111.00,-1619.00,-5492.00,-3080.00,-3080.00,54957.00,54957.00,2853.00,2853.00,499.00,14211.00,78889.00,499.00,14211.00,78889.00
2012:Q3,-15419.00,-1.00,-15418.00,0.00,0.00,-521.00,-521.00,1137.00,1137.00,403.00,403.00,4762.00,3996.00,358.00,408.00,4762.00,403.00,-4992.00,1655.00,3740.00,7592.00,4124.00,3468.00,-3081.00,-3081.00,-49612.00,-49612.00,-1669.00,-1669.00,-1691.00,2659.00,89144.00,-1691.00,2659.00,89144.00
2012:Q4,-3661.00,1.00,-3662.00,0.00,0.00,1199.00,1199.00,-2988.00,-2988.00,-3460.00,-3460.00,-2707.00,-900.00,-565.00,-1242.00,-2707.00,10619.00,198.00,5764.00,4657.00,720.00,1181.00,-461.00,-3079.00,-3079.00,-77319.00,-77319.00,13314.00,13314.00,-3977.00,-7207.00,75492.00,-3977.00,-7207.00,75492.00
2013:Q1,-834.00,-1.00,-833.00,0.00,0.00,-345.00,-345.00,1135.00,1135.00,1012.00,1012.00,-1455.00,-2053.00,296.00,302.00,-1455.00,-2310.00,7677.00,-2963.00,-7024.00,-18925.00,-11720.00,-7205.00,-619.00,-619.00,59041.00,59041.00,-1136.00,-1136.00,29421.00,11877.00,62917.00,29421.00,11877.00,62917.00
2013:Q2,-6377.00,0.00,-6377.00,0.00,0.00,-1404.00,-1404.00,-6784.00,-6784.00,1903.00,1903.00,-301.00,43.00,-379.00,35.00,-301.00,5951.00,11497.00,357.00,-5903.00,-3131.00,-1491.00,-1640.00,-617.00,-617.00,74570.00,74570.00,-2385.00,-2385.00,27632.00,120999.00,45550.00,27632.00,120999.00,45550.00
2013:Q3,-1168.00,0.00,-1168.00,0.00,0.00,-1515.00,-1515.00,-1005.00,-1005.00,-1002.00,-1002.00,3611.00,3219.00,47.00,345.00,3611.00,2211.00,9835.00,-1194.00,-6430.00,5660.00,2386.00,3274.00,-618.00,-618.00,-10903.00,-10903.00,-265.00,-265.00,26223.00,141210.00,71704.00,26223.00,141210.00,71704.00
2013:Q4,-239.00,0.00,-239.00,0.00,0.00,98.00,98.00,-1833.00,-1833.00,1112.00,1112.00,-1436.00,-1017.00,267.00,-686.00,-1436.00,-141.00,8815.00,-2224.00,-6732.00,7881.00,3031.00,4850.00,-618.00,-618.00,-28710.00,-28710.00,15943.00,15943.00,25283.00,-283744.00,64694.00,25283.00,-283744.00,64694.00
2014:Q1,135.00,0.00,135.00,0.00,0.00,-117.00,-117.00,-3075.00,-3075.00,984.00,984.00,3758.00,3628.00,-147.00,277.00,3758.00,1490.00,-2685.00,1588.00,2587.00,-13678.00,-7373.00,-6305.00,-716.00,-716.00,120992.00,120992.00,-686.00,-686.00,22008.00,34888.00,82775.00,22008.00,34888.00,82775.00
2014:Q2,-283.00,0.00,-283.00,0.00,0.00,-1393.00,-1393.00,4046.00,4046.00,1372.00,1372.00,3182.00,3072.00,498.00,-388.00,3182.00,8106.00,-151.00,4451.00,3806.00,2054.00,1370.00,684.00,-717.00,-717.00,-47990.00,-47990.00,2754.00,2754.00,21545.00,19807.00,78725.00,21545.00,19807.00,78725.00
2014:Q3,116.00,0.00,116.00,0.00,0.00,267.00,267.00,5105.00,5105.00,-660.00,-660.00,427.00,-827.00,223.00,1031.00,427.00,6764.00,-716.00,3874.00,3606.00,-3818.00,-2506.00,-1312.00,-716.00,-716.00,-11194.00,-11194.00,-160.00,-160.00,21125.00,3667.00,43631.00,21125.00,3667.00,43631.00
2014:Q4,1288.00,0.00,1288.00,0.00,0.00,-248.00,-248.00,3139.00,3139.00,-470.00,-470.00,-1556.00,-414.00,-331.00,-811.00,-1556.00,-1661.00,-4851.00,437.00,2753.00,972.00,405.00,567.00,-716.00,-716.00,-14730.00,-14730.00,8470.00,8470.00,20677.00,-36229.00,55967.00,20677.00,-36229.00,55967.00
2015:Q1,-718.00,0.00,-718.00,0.00,0.00,1094.00,1094.00,1553.00,1553.00,1105.00,1105.00,2300.00,1958.00,-1388.00,1730.00,2300.00,-1409.00,3289.00,-1386.00,-3312.00,5827.00,4127.00,1700.00,-1396.00,-1396.00,34767.00,34767.00,-4072.00,-4072.00,17358.00,132508.00,59839.00,17358.00,132508.00,59839.00
2015:Q2,-175.00,0.00,-175.00,0.00,0.00,-919.00,-919.00,-1487.00,-1487.00,863.00,863.00,-1132.00,870.00,-1337.00,-665.00,-1132.00,7670.00,7560.00,2187.00,-2077.00,-2288.00,-2899.00,611.00,-963.00,-963.00,-52313.00,-52313.00,-2644.00,-2644.00,17510.00,154562.00,54833.00,17510.00,154562.00,54833.00
2015:Q3,46.00,0.00,46.00,0.00,0.00,-986.00,-986.00,-3044.00,-3044.00,-216.00,-216.00,3431.00,3677.00,-1290.00,1044.00,3431.00,10096.00,9014.00,2983.00,-1901.00,-9401.00,-5597.00,-3804.00,-1092.00,-1092.00,44422.00,44422.00,436.00,436.00,17230.00,119716.00,74492.00,17230.00,119716.00,74492.00
2015:Q4,316.00,0.00,316.00,0.00,0.00,280.00,280.00,4551.00,4551.00,-44.00,-44.00,-1450.00,1298.00,-1244.00,-1504.00,-1450.00,-825.00,3534.00,-1420.00,-2939.00,3978.00,749.00,3229.00,-868.00,-868.00,-40662.00,-40662.00,13665.00,13665.00,14801.00,-388079.00,66822.00,14801.00,-388079.00,66822.00
2016:Q1,-851.00,0.00,-851.00,0.00,0.00,-254.00,-254.00,-966.00,-966.00,1190.00,1190.00,7671.00,6081.00,501.00,1089.00,7671.00,4722.00,3400.00,1596.00,-274.00,1828.00,1959.00,-131.00,-263.00,-263.00,78822.00,78822.00,-1722.00,-1722.00,-191.00,39320.00,54526.00,-191.00,39320.00,54526.00
2016:Q2,2848.00,0.00,2848.00,0.00,0.00,382.00,382.00,1991.00,1991.00,826.00,826.00,7427.00,6519.00,863.00,45.00,7427.00,7566.00,4644.00,2745.00,177.00,3233.00,1352.00,1881.00,-506.00,-506.00,-66614.00,-66614.00,2010.00,2010.00,5659.00,24099.00,51005.00,5659.00,24099.00,51005.00
2016:Q3,4009.00,0.00,4009.00,0.00,0.00,119.00,119.00,449.00,449.00,-967.00,-967.00,3927.00,2980.00,593.00,354.00,3927.00,10217.00,5650.00,3913.00,654.00,6937.00,2279.00,4658.00,-572.00,-572.00,-26658.00,-26658.00,-5.00,-5.00,4363.00,6876.00,58864.00,4363.00,6876.00,58864.00
