1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2008:Q2,6194084.00,4656134.00,1055697.00,3586437.00,14000.00,1537950.00,195003.00,275200.00,94389.00,929460.00,43898.00,6194084.00,328602.00,195003.00,133599.00,28797.00,55572.00,634969.00,275200.00,359769.00,478841.00,21740.00,457101.00,54409.00,35024.00,1207.00,10231.00,71712.00,14351.00,57361.00,96588.00,10078.00,86510.00,136925.00,104786.00,32139.00,1042540.00,945317.00,97223.00,131788.00,289666.00,244055.00,45611.00,172832.00,0.00,172832.00,5887.00,23387.00,16051.00,73007.00,-93297.00,11846.00,2587500.00,376743.00,2210757.00
2008:Q3,6739828.00,5192997.00,1484332.00,3694665.00,14000.00,1546831.00,194253.00,260240.00,101452.00,948291.00,42595.00,6739828.00,317742.00,194253.00,123489.00,25505.00,53689.00,613583.00,260240.00,353343.00,476627.00,18423.00,458204.00,74468.00,30819.00,1192.00,9903.00,68682.00,11199.00,57483.00,106232.00,12243.00,93989.00,137943.00,102058.00,35885.00,1068263.00,963967.00,104296.00,134215.00,470378.00,414568.00,55810.00,192794.00,0.00,192794.00,5479.00,27033.00,16422.00,70503.00,-9173.00,13650.00,2833879.00,504793.00,2329086.00
2008:Q4,7353471.00,5757055.00,1861187.00,3881868.00,14000.00,1596416.00,194075.00,249320.00,108216.00,1001287.00,43518.00,7353471.00,156868.00,194075.00,-37207.00,30455.00,51806.00,601585.00,249320.00,352265.00,475921.00,18423.00,457498.00,56362.00,35508.00,1190.00,8847.00,68773.00,10827.00,57946.00,116740.00,21032.00,95708.00,138960.00,99329.00,39631.00,1127900.00,1017229.00,110671.00,127599.00,590959.00,489744.00,101215.00,200790.00,0.00,200790.00,4310.00,27785.00,16767.00,67653.00,190624.00,3095.00,3252974.00,758010.00,2494964.00
2009:Q1,7797619.00,6227207.00,2027691.00,4185516.00,14000.00,1570412.00,193975.00,240100.00,112623.00,979222.00,44492.00,7797619.00,470816.00,193975.00,276841.00,41105.00,50390.00,588582.00,240100.00,348482.00,492323.00,18423.00,473900.00,74644.00,41281.00,847.00,8373.00,74115.00,12611.00,61504.00,128842.00,23611.00,105231.00,146763.00,102516.00,44247.00,1110448.00,995388.00,115060.00,132951.00,532664.00,444322.00,88342.00,231114.00,0.00,231114.00,4261.00,32941.00,21562.00,64256.00,130942.00,560.00,3417839.00,858614.00,2559225.00
2009:Q2,8140620.00,6571808.00,2000458.00,4559429.00,11921.00,1568812.00,193592.00,232970.00,112955.00,985639.00,43656.00,8140620.00,544947.00,193592.00,351355.00,41890.00,48975.00,588755.00,232970.00,355785.00,656466.00,18423.00,638043.00,87285.00,33226.00,768.00,12530.00,78073.00,12574.00,65499.00,130708.00,21129.00,109579.00,154565.00,105702.00,48863.00,1115398.00,999951.00,115447.00,138636.00,500464.00,411284.00,89180.00,251445.00,0.00,251445.00,4502.00,36921.00,30656.00,59457.00,155937.00,7033.00,3461983.00,856841.00,2605142.00
2009:Q3,8534306.00,6968783.00,1986173.00,4970689.00,11921.00,1565523.00,192452.00,216490.00,113319.00,1001599.00,41663.00,8534306.00,701302.00,192452.00,508850.00,40835.00,47560.00,583853.00,216490.00,367363.00,769160.00,18423.00,750737.00,124989.00,55258.00,689.00,13110.00,83247.00,13697.00,69550.00,132035.00,17882.00,114153.00,162368.00,108889.00,53479.00,1131970.00,1015966.00,116004.00,139603.00,435474.00,344576.00,90898.00,282798.00,0.00,282798.00,4748.00,39844.00,33894.00,55817.00,105725.00,4170.00,3585857.00,862615.00,2723242.00
2009:Q4,8859150.00,7232689.00,1787913.00,5432855.00,11921.00,1626461.00,191298.00,214140.00,114853.00,1065300.00,40870.00,8859150.00,835846.00,191298.00,644548.00,42964.00,46145.00,587628.00,214140.00,373488.00,776588.00,18423.00,758165.00,124473.00,57468.00,496.00,14205.00,89667.00,15776.00,73891.00,133184.00,14531.00,118653.00,170171.00,112076.00,58095.00,1197253.00,1079533.00,117720.00,145402.00,414572.00,324892.00,89680.00,286678.00,0.00,286678.00,5151.00,43267.00,36640.00,51961.00,122977.00,5817.00,3670597.00,750437.00,2920160.00
2010:Q1,9320148.00,7714997.00,1838020.00,5865056.00,11921.00,1605151.00,190293.00,208490.00,116254.00,1048643.00,41471.00,9320148.00,969983.00,190293.00,779690.00,42376.00,46624.00,585863.00,208490.00,377373.00,776705.00,18423.00,758282.00,188737.00,58044.00,904.00,15783.00,88465.00,13637.00,74828.00,139160.00,13569.00,125591.00,177615.00,113914.00,63701.00,1182020.00,1062805.00,119215.00,147659.00,379203.00,309693.00,69510.00,336521.00,0.00,336521.00,5767.00,47878.00,89675.00,50051.00,123620.00,5793.00,3861702.00,725805.00,3135897.00
2010:Q2,9668612.00,8059428.00,1777032.00,6272157.00,10239.00,1609184.00,189665.00,204000.00,120116.00,1054569.00,40834.00,9668612.00,1083134.00,189665.00,893469.00,45011.00,47104.00,583870.00,204000.00,379870.00,776989.00,18423.00,758566.00,187866.00,54654.00,1284.00,17325.00,89237.00,13276.00,75961.00,145640.00,12582.00,133058.00,185058.00,115751.00,69307.00,1190194.00,1066944.00,123250.00,144778.00,356585.00,279299.00,77286.00,394772.00,0.00,394772.00,5821.00,52999.00,99465.00,44984.00,87092.00,5015.00,4069735.00,726862.00,3342873.00
2010:Q3,10075277.00,8457152.00,1783675.00,6663238.00,10239.00,1618125.00,188796.00,193210.00,123563.00,1071245.00,41311.00,10075277.00,1055114.00,188796.00,866318.00,46889.00,47583.00,585616.00,193210.00,392406.00,811669.00,18423.00,793246.00,226228.00,67534.00,1118.00,10748.00,92183.00,15073.00,77110.00,152649.00,11628.00,141021.00,192502.00,117589.00,74913.00,1210776.00,1083648.00,127128.00,145189.00,314578.00,236518.00,78060.00,414248.00,0.00,414248.00,6028.00,52991.00,99067.00,42397.00,73779.00,17211.00,4409180.00,747492.00,3661688.00
2010:Q4,10504401.00,8822662.00,1768931.00,7043492.00,10239.00,1681739.00,188007.00,192930.00,124750.00,1132674.00,43378.00,10504401.00,1098573.00,188007.00,910566.00,48024.00,48062.00,596040.00,192930.00,403110.00,1021493.00,18423.00,1003070.00,217511.00,60943.00,1062.00,20120.00,93783.00,15511.00,78272.00,160220.00,10979.00,149241.00,199946.00,119427.00,80519.00,1273046.00,1144976.00,128070.00,153668.00,342126.00,239219.00,102907.00,417386.00,41283.00,376103.00,5931.00,52151.00,82577.00,38797.00,94503.00,19615.00,4458824.00,710280.00,3748544.00
2011:Q1,10750189.00,9090815.00,1694692.00,7385884.00,10239.00,1659374.00,186864.00,181920.00,128734.00,1118550.00,43306.00,10750189.00,982151.00,186864.00,795287.00,37899.00,48273.00,585578.00,181920.00,403658.00,1340446.00,18423.00,1322023.00,216057.00,66145.00,1063.00,21659.00,95987.00,16788.00,79199.00,167788.00,10352.00,157436.00,209547.00,127660.00,81887.00,1262724.00,1130741.00,131983.00,157859.00,344405.00,220667.00,123738.00,399064.00,61074.00,337990.00,6012.00,54197.00,84053.00,34037.00,78298.00,16067.00,4540880.00,664932.00,3875948.00
2011:Q2,10756203.00,9295140.00,1529417.00,7757282.00,8441.00,1461063.00,186085.00,166420.00,27221.00,1033700.00,47637.00,10756203.00,806108.00,186085.00,620023.00,35989.00,48484.00,572233.00,166420.00,405813.00,1619538.00,18423.00,1601115.00,183289.00,63637.00,1587.00,21954.00,95322.00,15818.00,79504.00,174564.00,9483.00,165081.00,219147.00,135892.00,83255.00,1074766.00,1044002.00,30764.00,158018.00,348416.00,219855.00,128561.00,400045.00,37167.00,362878.00,6079.00,58126.00,81091.00,31982.00,56308.00,8958.00,4690562.00,641382.00,4049180.00
2011:Q3,11251962.00,9588341.00,1475557.00,8104343.00,8441.00,1663621.00,185187.00,151830.00,139325.00,1140890.00,46389.00,11251962.00,669125.00,185187.00,483938.00,39667.00,48695.00,557921.00,151830.00,406091.00,1664660.00,18423.00,1646237.00,191729.00,58148.00,935.00,22670.00,94802.00,14274.00,80528.00,185001.00,11586.00,173415.00,228749.00,144125.00,84624.00,1294215.00,1151101.00,143114.00,155657.00,381865.00,250696.00,131169.00,400788.00,38457.00,362331.00,5998.00,61121.00,86701.00,29843.00,78918.00,20355.00,4974399.00,635127.00,4339272.00
2011:Q4,11641982.00,9906085.00,1519462.00,8378182.00,8441.00,1735897.00,185278.00,152060.00,147726.00,1205233.00,45600.00,11641982.00,673926.00,185278.00,488648.00,42968.00,48906.00,562220.00,152060.00,410160.00,1663446.00,18423.00,1645023.00,173851.00,60481.00,1031.00,17580.00,101284.00,17410.00,83874.00,196039.00,15077.00,180962.00,238350.00,152358.00,85992.00,1367227.00,1215415.00,151812.00,160743.00,452553.00,269148.00,183405.00,469317.00,36888.00,432429.00,5988.00,62630.00,100197.00,28572.00,183559.00,26760.00,5004354.00,647673.00,4356681.00
2012:Q1,12024672.00,10306692.00,1672607.00,8625644.00,8441.00,1717980.00,184840.00,152780.00,146153.00,1188783.00,45424.00,12024672.00,771226.00,184840.00,586386.00,31201.00,49910.00,567165.00,152780.00,414385.00,1661133.00,18423.00,1642710.00,187772.00,71602.00,863.00,20342.00,98483.00,14372.00,84111.00,197445.00,12141.00,185304.00,254216.00,161351.00,92865.00,1349637.00,1198905.00,150732.00,169397.00,483637.00,291296.00,192341.00,525623.00,49988.00,475635.00,6146.00,62393.00,104915.00,26332.00,203769.00,36405.00,5145060.00,634173.00,4510887.00
2012:Q2,12229137.00,10490548.00,1594427.00,8889009.00,7112.00,1738589.00,184433.00,162020.00,150544.00,1196412.00,45180.00,12229137.00,816671.00,184433.00,632238.00,40583.00,50914.00,585089.00,162020.00,423069.00,1659908.00,18423.00,1641485.00,212299.00,60951.00,1333.00,19920.00,95647.00,14087.00,81560.00,195242.00,12335.00,182907.00,270083.00,170344.00,99739.00,1360867.00,1205147.00,155720.00,171173.00,453928.00,244774.00,209154.00,537758.00,49326.00,488432.00,6154.00,67750.00,76951.00,25212.00,201167.00,8666.00,5310871.00,630097.00,4680774.00
2012:Q3,12478715.00,10723156.00,1613026.00,9103018.00,7112.00,1755559.00,183661.00,158510.00,153942.00,1216144.00,43302.00,12478715.00,770701.00,183661.00,587040.00,43931.00,51918.00,593681.00,158510.00,435171.00,1645285.00,0.00,1645285.00,227828.00,77271.00,965.00,20931.00,93117.00,15187.00,77930.00,197349.00,11021.00,186328.00,285950.00,179338.00,106612.00,1384294.00,1224745.00,159549.00,171422.00,465356.00,249883.00,215473.00,609054.00,50983.00,558071.00,6331.00,63687.00,72287.00,23278.00,190192.00,11171.00,5472716.00,679051.00,4793665.00
2012:Q4,12822949.00,11027944.00,1626480.00,9394352.00,7112.00,1795005.00,182513.00,162590.00,158521.00,1246971.00,44410.00,12822949.00,919496.00,182513.00,736983.00,39437.00,52922.00,606699.00,162590.00,444109.00,1666145.00,0.00,1666145.00,243180.00,76601.00,441.00,19312.00,90412.00,14123.00,76289.00,199784.00,9992.00,189792.00,301816.00,188331.00,113485.00,1419765.00,1255547.00,164218.00,172903.00,466315.00,288063.00,178252.00,559231.00,50526.00,508705.00,6231.00,64375.00,69013.00,22668.00,246539.00,8182.00,5571482.00,661654.00,4909828.00
2013:Q1,13171026.00,11373129.00,1788158.00,9577859.00,7112.00,1797897.00,181783.00,157810.00,156671.00,1258426.00,43207.00,13171026.00,1004635.00,181783.00,822852.00,31954.00,53481.00,610698.00,157810.00,452888.00,1796048.00,0.00,1796048.00,230312.00,79539.00,408.00,19218.00,91193.00,15715.00,75478.00,190494.00,7409.00,183085.00,301318.00,187665.00,113653.00,1428839.00,1266958.00,161881.00,173852.00,478774.00,281047.00,197727.00,581226.00,52638.00,528588.00,6702.00,63588.00,74596.00,20742.00,202634.00,9464.00,5721311.00,720235.00,5001076.00
2013:Q2,13066246.00,11368166.00,1568076.00,9794395.00,5695.00,1698080.00,180958.00,154880.00,146962.00,1172656.00,42624.00,13066246.00,1125327.00,180958.00,944369.00,36804.00,54041.00,608718.00,154880.00,453838.00,1936592.00,0.00,1936592.00,194041.00,66909.00,424.00,20100.00,90215.00,15577.00,74638.00,183323.00,6677.00,176646.00,300820.00,186999.00,113821.00,1331502.00,1179741.00,151761.00,178734.00,457270.00,227377.00,229893.00,536196.00,51466.00,484730.00,6621.00,62827.00,75499.00,20887.00,165649.00,18730.00,5595017.00,675367.00,4919650.00
2013:Q3,13118316.00,11563589.00,1527909.00,10029985.00,5695.00,1554727.00,180022.00,124080.00,52479.00,1155848.00,42298.00,13118316.00,1144504.00,180022.00,964482.00,37111.00,54600.00,584137.00,124080.00,460057.00,2072283.00,0.00,2072283.00,186608.00,69270.00,622.00,19555.00,92034.00,18250.00,73784.00,177070.00,7285.00,169785.00,300322.00,186333.00,113989.00,1219856.00,1162981.00,56875.00,182788.00,474429.00,277283.00,197146.00,495211.00,44910.00,450301.00,6516.00,62810.00,82623.00,19713.00,166327.00,17107.00,5652820.00,645031.00,5007789.00
2013:Q4,13680640.00,11834187.00,1590563.00,10228624.00,15000.00,1846453.00,179226.00,120600.00,172695.00,1337319.00,36613.00,13680640.00,1143507.00,179226.00,964281.00,38822.00,55159.00,586768.00,120600.00,466168.00,2208775.00,0.00,2208775.00,217103.00,67035.00,1166.00,19112.00,96784.00,23510.00,73274.00,170523.00,6662.00,163861.00,299823.00,185667.00,114156.00,1530615.00,1353741.00,176874.00,188307.00,496081.00,294175.00,201906.00,472816.00,40424.00,432392.00,6404.00,55727.00,59094.00,21720.00,136043.00,16640.00,5792616.00,685527.00,5107089.00
2014:Q1,13930548.00,12098504.00,1650233.00,10433271.00,15000.00,1832044.00,178372.00,108540.00,176525.00,1324746.00,43861.00,13930548.00,1023059.00,178372.00,844687.00,44935.00,55668.00,586319.00,108540.00,477779.00,2319605.00,0.00,2319605.00,263755.00,66310.00,1313.00,20401.00,95666.00,21821.00,73845.00,177261.00,6619.00,170642.00,298760.00,184405.00,114355.00,1521062.00,1341128.00,179934.00,188961.00,464024.00,270657.00,193367.00,579551.00,47913.00,531638.00,6532.00,57516.00,65188.00,21772.00,108042.00,16537.00,5948311.00,689327.00,5258984.00
2014:Q2,13886966.00,12047511.00,1386402.00,10647497.00,13612.00,1839455.00,177677.00,111860.00,178429.00,1328942.00,42547.00,13886966.00,851774.00,177677.00,674097.00,44657.00,56178.00,605419.00,111860.00,493559.00,2400576.00,0.00,2400576.00,297708.00,65570.00,830.00,21301.00,99340.00,24850.00,74490.00,184228.00,6553.00,177675.00,297698.00,183144.00,114554.00,1525951.00,1343911.00,182040.00,189329.00,378512.00,188158.00,190354.00,592685.00,34975.00,557710.00,6671.00,61575.00,64500.00,22031.00,79971.00,21769.00,6018693.00,627612.00,5391081.00
2014:Q3,14117408.00,12255772.00,1409628.00,10832532.00,13612.00,1861636.00,176762.00,105670.00,183738.00,1348217.00,47249.00,14117408.00,820136.00,176762.00,643374.00,43316.00,56688.00,601570.00,105670.00,495900.00,2451743.00,0.00,2451743.00,359027.00,60397.00,1267.00,26236.00,102626.00,26826.00,75800.00,191270.00,7064.00,184206.00,296636.00,181882.00,114754.00,1550686.00,1363344.00,187342.00,187149.00,400260.00,237593.00,162667.00,660802.00,36185.00,624617.00,6537.00,62008.00,65020.00,24913.00,56025.00,23945.00,6069151.00,614066.00,5455085.00
2014:Q4,14416680.00,12480854.00,1456692.00,11010550.00,13612.00,1935826.00,175970.00,116490.00,191269.00,1407513.00,44584.00,14416680.00,839569.00,175970.00,663599.00,41679.00,57197.00,622001.00,116490.00,505511.00,2461364.00,0.00,2461364.00,420392.00,56511.00,1347.00,21591.00,104173.00,26842.00,77331.00,198978.00,8651.00,190327.00,295573.00,180620.00,114953.00,1617656.00,1422620.00,195036.00,181298.00,419026.00,244575.00,174451.00,682894.00,31928.00,650966.00,6391.00,67475.00,64267.00,27236.00,60178.00,13850.00,6156034.00,671636.00,5484398.00
2015:Q1,14434858.00,12606703.00,1476540.00,11116551.00,13612.00,1828155.00,174958.00,117930.00,131662.00,1358679.00,44926.00,14434858.00,866923.00,174958.00,691965.00,34185.00,58062.00,640091.00,117930.00,522161.00,2459562.00,0.00,2459562.00,421309.00,55710.00,1485.00,22917.00,102359.00,25616.00,76743.00,206898.00,7938.00,198960.00,305725.00,182203.00,123522.00,1509318.00,1373744.00,135574.00,176435.00,440993.00,213494.00,227499.00,709433.00,32297.00,677136.00,6369.00,70827.00,71772.00,27917.00,63691.00,10246.00,6172631.00,702290.00,5470341.00
2015:Q2,14353401.00,12670654.00,1393162.00,11265177.00,12315.00,1682747.00,173981.00,99770.00,68607.00,1295329.00,45060.00,14353401.00,966205.00,173981.00,792224.00,31338.00,59116.00,630335.00,99770.00,530565.00,2460957.00,0.00,2460957.00,424192.00,57255.00,1843.00,23269.00,101418.00,24374.00,77044.00,207031.00,7038.00,199993.00,308836.00,183328.00,125508.00,1381716.00,1309084.00,72632.00,177973.00,404112.00,196955.00,207157.00,725560.00,33518.00,692042.00,6215.00,70792.00,70752.00,28894.00,43589.00,8862.00,6163141.00,701278.00,5461863.00
2015:Q3,14376720.00,12812842.00,1355231.00,11445296.00,12315.00,1563878.00,172826.00,78120.00,0.00,1271898.00,41034.00,14376720.00,1035420.00,172826.00,862594.00,30362.00,59871.00,643629.00,78120.00,565509.00,2461948.00,0.00,2461948.00,420881.00,54656.00,2206.00,22870.00,100780.00,23860.00,76920.00,210923.00,7906.00,203017.00,313657.00,184821.00,128836.00,1289347.00,1285454.00,3893.00,173523.00,397137.00,182562.00,214575.00,789089.00,43264.00,745825.00,6103.00,85283.00,77645.00,28575.00,53551.00,12945.00,6106319.00,667144.00,5439175.00
2015:Q4,15141072.00,13168996.00,1511030.00,11642966.00,15000.00,1972076.00,171630.00,75150.00,206930.00,1481824.00,36542.00,15141072.00,1132727.00,171630.00,961097.00,35769.00,61249.00,666683.00,75150.00,591533.00,2461552.00,0.00,2461552.00,435158.00,69820.00,2400.00,29219.00,99964.00,22919.00,77045.00,210759.00,6513.00,204246.00,317081.00,186344.00,130737.00,1708931.00,1498035.00,210896.00,174823.00,482915.00,236018.00,246897.00,826586.00,44339.00,782247.00,5834.00,80311.00,87503.00,28230.00,65311.00,10173.00,6148074.00,724705.00,5423369.00
2016:Q1,15377316.00,13407102.00,1614378.00,11777724.00,15000.00,1970214.00,170370.00,82800.00,212968.00,1466952.00,37124.00,15377316.00,1082982.00,170370.00,912612.00,44168.00,62275.00,680464.00,82800.00,597664.00,2461325.00,0.00,2461325.00,435099.00,79188.00,2467.00,28496.00,102085.00,21757.00,80328.00,222345.00,6960.00,215385.00,318155.00,186056.00,132099.00,1700163.00,1483142.00,217021.00,175598.00,545499.00,283437.00,262062.00,832927.00,42896.00,790031.00,5839.00,92326.00,90885.00,27233.00,90778.00,10020.00,6286999.00,724922.00,5562077.00
2016:Q2,15385151.00,13391647.00,1504987.00,11873636.00,13024.00,1993504.00,169053.00,101784.00,216089.00,1469277.00,37301.00,15385151.00,1036373.00,169053.00,867320.00,34035.00,63236.00,697957.00,101784.00,596173.00,2462330.00,0.00,2462330.00,445840.00,89245.00,2816.00,23383.00,103720.00,22050.00,81670.00,230202.00,6863.00,223339.00,320869.00,185798.00,135071.00,1703845.00,1483466.00,220379.00,182244.00,518287.00,240884.00,277403.00,879818.00,49224.00,830594.00,4172.00,93472.00,90542.00,24940.00,87880.00,8972.00,6280973.00,682213.00,5598760.00
2016:Q3,15643934.00,13621965.00,1644759.00,11964182.00,13024.00,2021969.00,167524.00,109211.00,220876.00,1486849.00,37509.00,15643934.00,1173414.00,167524.00,1005890.00,39128.00,64125.00,712953.00,109211.00,603742.00,2463456.00,0.00,2463456.00,487798.00,99043.00,2642.00,23139.00,113321.00,31257.00,82064.00,231519.00,6905.00,224614.00,322518.00,185840.00,136678.00,1726477.00,1501005.00,225472.00,186359.00,635196.00,295932.00,339264.00,885447.00,51634.00,833813.00,4197.00,94118.00,103846.00,21197.00,94588.00,7718.00,6151735.00,692745.00,5458990.00
