1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1972:Q2,346318.00,257796.00,94648.00,163148.00,0.00,88522.00,56037.00,0.00,0.00,32423.00,62.00,346318.00,75289.00,56037.00,19252.00,5200.00,1000.00,23584.00,0.00,23584.00,70756.00,31258.00,39498.00,69280.00,369.00,368.00,533.00,2886.00,0.00,2886.00,3722.00,0.00,3722.00,2451.00,1838.00,613.00,32423.00,32423.00,0.00,3723.00,0.00,0.00,0.00,570.00,0.00,570.00,650.00,0.00,3228.00,0.00,1107.00,0.00,49179.00,31871.00,17308.00
1972:Q3,351066.00,261550.00,96363.00,165187.00,0.00,89516.00,56797.00,0.00,0.00,32693.00,26.00,351066.00,76500.00,56797.00,19703.00,4828.00,1050.00,24150.00,0.00,24150.00,68677.00,29660.00,39017.00,69176.00,478.00,508.00,517.00,2757.00,0.00,2757.00,3875.00,0.00,3875.00,2623.00,1967.00,656.00,32693.00,32693.00,0.00,3643.00,0.00,0.00,0.00,712.00,0.00,712.00,659.00,0.00,1957.00,0.00,1770.00,0.00,54493.00,32714.00,21779.00
1972:Q4,363483.00,272428.00,103870.00,168558.00,0.00,91055.00,57667.00,0.00,0.00,33364.00,24.00,363483.00,77357.00,57667.00,19690.00,6881.00,1100.00,24896.00,0.00,24896.00,69808.00,29664.00,40144.00,75648.00,480.00,643.00,518.00,2901.00,0.00,2901.00,3827.00,0.00,3827.00,3381.00,2536.00,845.00,33364.00,33364.00,0.00,3597.00,0.00,0.00,0.00,689.00,0.00,689.00,676.00,0.00,1245.00,0.00,2012.00,0.00,54460.00,31845.00,22615.00
1973:Q1,371244.00,279503.00,104991.00,174512.00,0.00,91741.00,58549.00,0.00,0.00,33182.00,10.00,371244.00,80898.00,58549.00,22349.00,5947.00,1133.00,25424.00,0.00,25424.00,73784.00,32761.00,41023.00,69722.00,352.00,558.00,641.00,2734.00,0.00,2734.00,3824.00,0.00,3824.00,3725.00,2794.00,931.00,33182.00,33182.00,0.00,3687.00,0.00,0.00,0.00,481.00,0.00,481.00,702.00,0.00,935.00,0.00,1365.00,0.00,62150.00,37971.00,24179.00
1973:Q2,367336.00,272356.00,100061.00,172295.00,0.00,94980.00,59483.00,0.00,0.00,35497.00,0.00,367336.00,81852.00,59483.00,22369.00,4759.00,1161.00,25889.00,0.00,25889.00,74952.00,34247.00,40705.00,65666.00,396.00,473.00,690.00,2674.00,0.00,2674.00,3572.00,0.00,3572.00,4011.00,3008.00,1003.00,35497.00,35497.00,0.00,3460.00,0.00,0.00,0.00,562.00,0.00,562.00,740.00,0.00,337.00,0.00,1430.00,0.00,59215.00,34951.00,24264.00
1973:Q3,365479.00,270401.00,99762.00,170639.00,0.00,95078.00,59885.00,0.00,0.00,35193.00,0.00,365479.00,87064.00,59885.00,27179.00,1923.00,1176.00,26152.00,0.00,26152.00,75224.00,34100.00,41124.00,61875.00,429.00,521.00,740.00,2738.00,0.00,2738.00,3466.00,0.00,3466.00,4711.00,3533.00,1178.00,35193.00,35193.00,0.00,3028.00,0.00,0.00,0.00,682.00,0.00,682.00,774.00,0.00,448.00,0.00,1889.00,0.00,57446.00,33698.00,23748.00
1973:Q4,372203.00,276350.00,107786.00,168564.00,0.00,95853.00,60354.00,0.00,0.00,35499.00,0.00,372203.00,88480.00,60354.00,28126.00,2482.00,1183.00,26065.00,0.00,26065.00,78458.00,36897.00,41561.00,65168.00,449.00,570.00,777.00,2837.00,0.00,2837.00,3444.00,0.00,3444.00,5379.00,4034.00,1345.00,35499.00,35499.00,0.00,2508.00,0.00,0.00,0.00,660.00,0.00,660.00,788.00,0.00,1145.00,0.00,2008.00,0.00,54303.00,31866.00,22437.00
1974:Q1,374816.00,278582.00,111859.00,166723.00,0.00,96234.00,61121.00,0.00,0.00,35113.00,0.00,374816.00,95978.00,61121.00,34857.00,968.00,1199.00,26102.00,0.00,26102.00,77929.00,36400.00,41529.00,64256.00,442.00,445.00,798.00,2765.00,0.00,2765.00,3596.00,0.00,3596.00,6109.00,4582.00,1527.00,35113.00,35113.00,0.00,1840.00,2.00,0.00,2.00,859.00,0.00,859.00,784.00,0.00,1124.00,0.00,971.00,0.00,53536.00,31483.00,22053.00
1974:Q2,372699.00,271853.00,105019.00,166834.00,0.00,100846.00,61934.00,0.00,0.00,38912.00,0.00,372699.00,90833.00,61934.00,28899.00,1492.00,1214.00,25809.00,0.00,25809.00,80284.00,37274.00,43010.00,58675.00,465.00,421.00,802.00,2560.00,0.00,2560.00,3349.00,0.00,3349.00,6912.00,5184.00,1728.00,38912.00,38912.00,0.00,1886.00,5.00,0.00,5.00,495.00,0.00,495.00,760.00,0.00,756.00,0.00,827.00,0.00,56242.00,34008.00,22234.00
1974:Q3,376391.00,251769.00,111099.00,139169.00,1501.00,124622.00,62525.00,0.00,0.00,36625.00,25472.00,376391.00,95248.00,62525.00,32723.00,1981.00,1226.00,26258.00,0.00,26258.00,80353.00,34100.00,46253.00,56313.00,416.00,400.00,811.00,2525.00,0.00,2525.00,3327.00,0.00,3327.00,8235.00,6176.00,2059.00,38126.00,38126.00,0.00,1515.00,20.00,0.00,20.00,826.00,0.00,826.00,732.00,0.00,819.00,0.00,1723.00,0.00,55537.00,33473.00,22064.00
1974:Q4,387067.00,261883.00,119746.00,140636.00,1501.00,125184.00,63338.00,0.00,0.00,36737.00,25109.00,387067.00,96253.00,63338.00,32915.00,2613.00,1238.00,26523.00,0.00,26523.00,80058.00,36765.00,43293.00,60167.00,503.00,346.00,848.00,2860.00,0.00,2860.00,3372.00,0.00,3372.00,8559.00,6419.00,2140.00,38238.00,38238.00,0.00,1585.00,112.00,0.00,112.00,1109.00,0.00,1109.00,716.00,0.00,1441.00,0.00,2256.00,0.00,58270.00,35190.00,23080.00
1975:Q1,406793.00,278231.00,123972.00,154259.00,0.00,128562.00,64349.00,0.00,0.00,37947.00,26266.00,406793.00,93872.00,64349.00,29523.00,6488.00,1228.00,26991.00,0.00,26991.00,82034.00,36087.00,45947.00,65550.00,439.00,375.00,912.00,3170.00,0.00,3170.00,3585.00,0.00,3585.00,9623.00,7217.00,2406.00,37947.00,37947.00,0.00,1559.00,244.00,0.00,244.00,785.00,0.00,785.00,710.00,0.00,4248.00,0.00,2713.00,0.00,64320.00,40093.00,24227.00
1975:Q2,428741.00,294758.00,128569.00,166189.00,0.00,133983.00,65430.00,0.00,0.00,43043.00,25510.00,428741.00,96690.00,65430.00,31260.00,8123.00,1226.00,26734.00,0.00,26734.00,83949.00,37172.00,46777.00,75203.00,426.00,395.00,1004.00,3509.00,0.00,3509.00,3712.00,0.00,3712.00,10516.00,7887.00,2629.00,43043.00,43043.00,0.00,2215.00,291.00,0.00,291.00,949.00,0.00,949.00,710.00,0.00,3523.00,0.00,1813.00,0.00,64710.00,38278.00,26432.00
1975:Q3,451163.00,319044.00,142803.00,176241.00,0.00,132119.00,66407.00,0.00,0.00,41962.00,23750.00,451163.00,105611.00,66407.00,39204.00,9192.00,1243.00,27183.00,0.00,27183.00,86474.00,35422.00,51052.00,84227.00,436.00,408.00,1100.00,3995.00,0.00,3995.00,3821.00,0.00,3821.00,11896.00,8922.00,2974.00,41962.00,41962.00,0.00,2548.00,596.00,0.00,596.00,1493.00,0.00,1493.00,713.00,0.00,3024.00,0.00,1254.00,0.00,63987.00,36642.00,27345.00
1975:Q4,476979.00,343752.00,157483.00,186231.00,38.00,133227.00,67363.00,0.00,0.00,42023.00,23841.00,476979.00,111787.00,67363.00,44424.00,14264.00,1274.00,27783.00,0.00,27783.00,86717.00,37207.00,49510.00,94063.00,610.00,417.00,1177.00,4720.00,0.00,4720.00,4736.00,0.00,4736.00,12396.00,9297.00,3099.00,42061.00,42061.00,0.00,2540.00,927.00,0.00,927.00,1066.00,0.00,1066.00,716.00,0.00,2935.00,0.00,1152.00,120.00,65518.00,37436.00,28082.00
1976:Q1,500032.00,365380.00,163140.00,202166.00,74.00,134652.00,68460.00,1000.00,0.00,41249.00,23943.00,500032.00,110786.00,68460.00,42326.00,19259.00,1249.00,31610.00,1000.00,30610.00,87293.00,36731.00,50562.00,100744.00,705.00,375.00,1232.00,5460.00,0.00,5460.00,5072.00,0.00,5072.00,13613.00,10210.00,3403.00,41323.00,41323.00,0.00,3058.00,1201.00,0.00,1201.00,1435.00,0.00,1435.00,724.00,0.00,4093.00,0.00,2719.00,128.00,67953.00,37571.00,30382.00
1976:Q2,515607.00,372629.00,161198.00,211335.00,96.00,142978.00,69621.00,2000.00,0.00,47585.00,23772.00,515607.00,107997.00,69621.00,38376.00,20432.00,1258.00,33077.00,2000.00,31077.00,90575.00,38729.00,51846.00,103706.00,861.00,346.00,1275.00,5750.00,0.00,5750.00,4956.00,0.00,4956.00,15211.00,11408.00,3803.00,47681.00,47681.00,0.00,3632.00,832.00,0.00,832.00,1196.00,0.00,1196.00,741.00,0.00,3847.00,0.00,2571.00,136.00,69527.00,38257.00,31270.00
1976:Q3,532091.00,388895.00,161505.00,227266.00,124.00,143196.00,70923.00,3000.00,0.00,46188.00,23085.00,532091.00,108305.00,70923.00,37382.00,18534.00,1352.00,35536.00,3000.00,32536.00,94445.00,38245.00,56200.00,106430.00,783.00,410.00,1310.00,6585.00,0.00,6585.00,5419.00,0.00,5419.00,16371.00,12278.00,4093.00,46312.00,46312.00,0.00,3900.00,974.00,0.00,974.00,1368.00,0.00,1368.00,752.00,0.00,4205.00,0.00,5143.00,144.00,73813.00,40119.00,33694.00
1976:Q4,550401.00,402836.00,163992.00,238702.00,142.00,147565.00,72018.00,4460.00,0.00,46515.00,24572.00,550401.00,102741.00,72018.00,30723.00,21547.00,1515.00,40241.00,4460.00,35781.00,93268.00,38571.00,54697.00,115909.00,1162.00,494.00,1343.00,7300.00,0.00,7300.00,5368.00,0.00,5368.00,18075.00,13556.00,4519.00,46657.00,46657.00,0.00,4057.00,1149.00,0.00,1149.00,1086.00,0.00,1086.00,746.00,0.00,4392.00,0.00,5604.00,164.00,77583.00,40743.00,36840.00
1977:Q1,567090.00,417402.00,164264.00,252986.00,152.00,149688.00,73203.00,6824.00,0.00,45314.00,24347.00,567090.00,107247.00,73203.00,34044.00,22381.00,1686.00,43626.00,6824.00,36802.00,95672.00,39170.00,56502.00,119487.00,977.00,550.00,1378.00,8486.00,0.00,8486.00,5542.00,0.00,5542.00,17873.00,13405.00,4468.00,45466.00,45466.00,0.00,4712.00,1042.00,0.00,1042.00,1368.00,0.00,1368.00,718.00,0.00,3202.00,0.00,1624.00,184.00,83869.00,43554.00,40315.00
1977:Q2,567606.00,413050.00,155064.00,257980.00,6.00,154556.00,74448.00,9185.00,0.00,46922.00,24001.00,567606.00,99596.00,74448.00,25148.00,17508.00,1878.00,49779.00,9185.00,40594.00,98163.00,40827.00,57336.00,117172.00,876.00,621.00,1419.00,7633.00,0.00,7633.00,5337.00,0.00,5337.00,19957.00,14968.00,4989.00,46928.00,46928.00,0.00,6568.00,798.00,0.00,798.00,1485.00,0.00,1485.00,666.00,0.00,1401.00,0.00,1990.00,208.00,87623.00,44110.00,43513.00
1977:Q3,593712.00,429469.00,156091.00,273340.00,38.00,164243.00,75572.00,11545.00,0.00,53064.00,24062.00,593712.00,103755.00,75572.00,28183.00,17055.00,2123.00,55880.00,11545.00,44335.00,102405.00,44048.00,58357.00,114782.00,1054.00,660.00,1443.00,8770.00,0.00,8770.00,5719.00,0.00,5719.00,20080.00,15060.00,5020.00,53102.00,53102.00,0.00,6757.00,755.00,0.00,755.00,1740.00,0.00,1740.00,616.00,0.00,830.00,0.00,148.00,240.00,95798.00,43181.00,52617.00
1977:Q4,614181.00,445890.00,161081.00,284754.00,55.00,168291.00,76762.00,13910.00,0.00,53177.00,24442.00,614181.00,104541.00,76762.00,27779.00,16556.00,2412.00,61363.00,13910.00,47453.00,100918.00,41561.00,59357.00,115232.00,1189.00,702.00,1424.00,9760.00,0.00,9760.00,5315.00,0.00,5315.00,21308.00,15981.00,5327.00,53232.00,53232.00,0.00,6760.00,883.00,0.00,883.00,1763.00,0.00,1763.00,590.00,0.00,961.00,0.00,350.00,268.00,108654.00,48905.00,59749.00
1978:Q1,633741.00,461467.00,165652.00,295749.00,66.00,172274.00,77958.00,16509.00,0.00,51900.00,25907.00,633741.00,108190.00,77958.00,30232.00,14993.00,2732.00,68774.00,16509.00,52265.00,99890.00,38358.00,61532.00,114065.00,1132.00,700.00,1254.00,9754.00,0.00,9754.00,5075.00,0.00,5075.00,21477.00,16108.00,5369.00,51966.00,51966.00,0.00,7624.00,1120.00,0.00,1120.00,1833.00,0.00,1833.00,588.00,0.00,842.00,0.00,-947.00,240.00,122439.00,61039.00,61400.00
1978:Q2,637824.00,462538.00,159757.00,302697.00,84.00,175286.00,79116.00,19112.00,0.00,53341.00,23717.00,637824.00,103574.00,79116.00,24458.00,13970.00,3001.00,73601.00,19112.00,54489.00,107859.00,44080.00,63779.00,112396.00,1283.00,700.00,1023.00,9222.00,0.00,9222.00,4924.00,0.00,4924.00,22185.00,16639.00,5546.00,53425.00,53425.00,0.00,9095.00,1065.00,0.00,1065.00,1818.00,0.00,1818.00,608.00,0.00,1320.00,0.00,-884.00,216.00,117423.00,57103.00,60320.00
1978:Q3,659402.00,474270.00,160936.00,313217.00,117.00,185132.00,79945.00,21714.00,0.00,59536.00,23937.00,659402.00,109285.00,79945.00,29340.00,12692.00,3143.00,80665.00,21714.00,58951.00,113027.00,47551.00,65476.00,109268.00,1294.00,665.00,895.00,9895.00,0.00,9895.00,5113.00,0.00,5113.00,21089.00,15817.00,5272.00,59653.00,59653.00,0.00,9543.00,960.00,0.00,960.00,1748.00,0.00,1748.00,632.00,0.00,1097.00,0.00,-902.00,192.00,119448.00,56691.00,62757.00
1978:Q4,675125.00,478139.00,161747.00,316252.00,140.00,196986.00,80691.00,24320.00,0.00,60119.00,31856.00,675125.00,110309.00,80691.00,29618.00,15070.00,3184.00,83680.00,24320.00,59360.00,109478.00,42158.00,67320.00,106418.00,1450.00,629.00,727.00,10450.00,0.00,10450.00,4822.00,0.00,4822.00,23179.00,17384.00,5795.00,60259.00,60259.00,0.00,9454.00,886.00,0.00,886.00,1584.00,0.00,1584.00,643.00,0.00,1442.00,0.00,-1605.00,165.00,132901.00,68201.00,64700.00
1979:Q1,684106.00,487732.00,165459.00,322117.00,156.00,196374.00,80562.00,24390.00,0.00,58395.00,33027.00,684106.00,117269.00,80562.00,36707.00,14519.00,3192.00,89510.00,24390.00,65120.00,109260.00,41241.00,68019.00,107182.00,1290.00,600.00,772.00,10896.00,0.00,10896.00,5357.00,0.00,5357.00,23727.00,17795.00,5932.00,58551.00,58551.00,0.00,10677.00,1687.00,0.00,1687.00,1722.00,0.00,1722.00,644.00,0.00,862.00,0.00,-444.00,200.00,126633.00,60708.00,65925.00
1979:Q2,681578.00,487581.00,159890.00,327505.00,186.00,193997.00,80595.00,24463.00,0.00,59860.00,29079.00,681578.00,120824.00,80595.00,40229.00,17689.00,3159.00,89331.00,24463.00,64868.00,106432.00,38370.00,68062.00,105035.00,1526.00,563.00,863.00,10741.00,0.00,10741.00,5204.00,0.00,5204.00,24928.00,18696.00,6232.00,60046.00,60046.00,0.00,13327.00,1988.00,0.00,1988.00,1502.00,0.00,1502.00,639.00,0.00,1827.00,0.00,1998.00,240.00,113716.00,47544.00,66172.00
1979:Q3,701618.00,498750.00,161378.00,337146.00,226.00,202868.00,80570.00,24535.00,0.00,67381.00,30382.00,701618.00,128166.00,80570.00,47596.00,13855.00,3024.00,90086.00,24535.00,65551.00,114596.00,44232.00,70364.00,103082.00,1658.00,618.00,887.00,10694.00,0.00,10694.00,5150.00,0.00,5150.00,25769.00,19327.00,6442.00,67607.00,67607.00,0.00,13287.00,1224.00,0.00,1224.00,1379.00,0.00,1379.00,632.00,0.00,931.00,0.00,-1551.00,280.00,120244.00,52428.00,67816.00
1979:Q4,720317.00,516104.00,172644.00,343455.00,5.00,204213.00,79876.00,24610.00,0.00,68254.00,31473.00,720317.00,155883.00,79876.00,76007.00,13472.00,2805.00,85460.00,24610.00,60850.00,116291.00,45244.00,71047.00,104386.00,1953.00,672.00,625.00,10665.00,0.00,10665.00,4888.00,0.00,4888.00,25995.00,19496.00,6499.00,68259.00,68259.00,0.00,14706.00,1621.00,0.00,1621.00,1536.00,0.00,1536.00,628.00,0.00,1239.00,0.00,-7023.00,298.00,115958.00,48572.00,67386.00
1980:Q1,735824.00,540619.00,190780.00,349812.00,27.00,195205.00,75996.00,23910.00,0.00,66134.00,29165.00,735824.00,162201.00,75996.00,86205.00,14300.00,2635.00,82029.00,23910.00,58119.00,115734.00,43851.00,71883.00,104944.00,2010.00,693.00,599.00,11158.00,0.00,11158.00,4917.00,0.00,4917.00,27203.00,20402.00,6801.00,66161.00,66161.00,0.00,16159.00,7004.00,0.00,7004.00,1679.00,0.00,1679.00,629.00,0.00,1810.00,0.00,-246.00,304.00,113901.00,44446.00,69455.00
1980:Q2,743632.00,553831.00,184684.00,369091.00,56.00,189801.00,73392.00,23630.00,0.00,67302.00,25477.00,743632.00,157097.00,73392.00,83705.00,9914.00,2509.00,82477.00,23630.00,58847.00,124058.00,49781.00,74277.00,106834.00,2125.00,722.00,801.00,10161.00,0.00,10161.00,5135.00,0.00,5135.00,29387.00,22040.00,7347.00,67358.00,67358.00,0.00,17582.00,5272.00,0.00,5272.00,2592.00,0.00,2592.00,634.00,0.00,1817.00,0.00,-137.00,304.00,116990.00,48192.00,68798.00
1980:Q3,781070.00,582379.00,199832.00,382469.00,78.00,198691.00,73043.00,23630.00,0.00,76846.00,25172.00,781070.00,160849.00,73043.00,87806.00,13704.00,2493.00,87987.00,23630.00,64357.00,119418.00,43907.00,75511.00,115212.00,2447.00,750.00,933.00,11082.00,0.00,11082.00,5338.00,0.00,5338.00,30569.00,22927.00,7642.00,76924.00,76924.00,0.00,19999.00,7450.00,0.00,7450.00,1939.00,0.00,1939.00,638.00,0.00,2055.00,0.00,465.00,312.00,120506.00,50730.00,69776.00
1980:Q4,807189.00,609679.00,216104.00,393471.00,104.00,197510.00,72528.00,23850.00,0.00,77079.00,24053.00,807189.00,173868.00,72528.00,101340.00,13697.00,2564.00,93322.00,23850.00,69472.00,119299.00,43688.00,75611.00,121131.00,2530.00,770.00,939.00,12248.00,0.00,12248.00,5838.00,0.00,5838.00,32215.00,24161.00,8054.00,77183.00,77183.00,0.00,20927.00,3474.00,0.00,3474.00,1853.00,0.00,1853.00,634.00,0.00,1682.00,0.00,-4746.00,312.00,127449.00,57594.00,69855.00
1981:Q1,838634.00,646299.00,235215.00,410946.00,138.00,192335.00,70355.00,23490.00,0.00,74301.00,24189.00,838634.00,165672.00,70355.00,95317.00,12593.00,2728.00,97651.00,23490.00,74161.00,117666.00,42078.00,75588.00,125092.00,2343.00,786.00,973.00,13203.00,0.00,13203.00,7206.00,0.00,7206.00,33352.00,25014.00,8338.00,74439.00,74439.00,0.00,22432.00,14518.00,0.00,14518.00,2651.00,0.00,2651.00,621.00,0.00,3.00,0.00,8332.00,296.00,136077.00,62258.00,73819.00
1981:Q2,837682.00,646256.00,218786.00,427259.00,211.00,191426.00,69223.00,23210.00,0.00,75442.00,23551.00,837682.00,160229.00,69223.00,91006.00,17272.00,2900.00,103545.00,23210.00,80335.00,120017.00,43593.00,76424.00,125071.00,2371.00,803.00,957.00,12959.00,2.00,12957.00,6952.00,0.00,6952.00,34543.00,25907.00,8636.00,75653.00,75653.00,0.00,24531.00,9023.00,0.00,9023.00,2363.00,0.00,2363.00,598.00,0.00,1734.00,0.00,1130.00,291.00,134740.00,59727.00,75013.00
1981:Q3,867051.00,668124.00,223388.00,444736.00,0.00,198927.00,68299.00,23210.00,0.00,86895.00,20523.00,867051.00,170670.00,68299.00,102371.00,19985.00,3091.00,106929.00,23210.00,83719.00,124330.00,46930.00,77400.00,122067.00,2431.00,811.00,865.00,13614.00,8.00,13606.00,7192.00,0.00,7192.00,34755.00,26066.00,8689.00,86895.00,86895.00,0.00,25215.00,11419.00,0.00,11419.00,2443.00,0.00,2443.00,576.00,0.00,1828.00,0.00,1962.00,296.00,129677.00,52368.00,77309.00
1981:Q4,903113.00,705719.00,245015.00,460704.00,0.00,197394.00,68190.00,22980.00,0.00,87179.00,19045.00,903113.00,168758.00,68190.00,100568.00,18652.00,3298.00,108315.00,22980.00,85335.00,127738.00,49359.00,78379.00,122975.00,2942.00,800.00,1014.00,13491.00,15.00,13476.00,8167.00,0.00,8167.00,46684.00,35013.00,11671.00,87179.00,87179.00,0.00,27564.00,21519.00,0.00,21519.00,2775.00,0.00,2775.00,565.00,0.00,1901.00,0.00,2958.00,309.00,135509.00,55314.00,80195.00
1982:Q1,933246.00,738577.00,256212.00,482365.00,0.00,194669.00,67495.00,23160.00,0.00,84313.00,19701.00,933246.00,173112.00,67495.00,105617.00,16030.00,3080.00,116685.00,23160.00,93525.00,123992.00,45543.00,78449.00,126758.00,3108.00,819.00,1127.00,13665.00,30.00,13635.00,11071.00,0.00,11071.00,56035.00,42026.00,14009.00,84313.00,84313.00,0.00,29545.00,25560.00,0.00,25560.00,3512.00,0.00,3512.00,567.00,0.00,1871.00,0.00,6685.00,232.00,135479.00,50172.00,85307.00
1982:Q2,944377.00,749688.00,256007.00,493681.00,0.00,194689.00,67442.00,23380.00,0.00,86345.00,17522.00,944377.00,177717.00,67442.00,110275.00,12805.00,2945.00,125500.00,23380.00,102120.00,127005.00,47921.00,79084.00,124386.00,2841.00,841.00,1203.00,13495.00,74.00,13421.00,10952.00,0.00,10952.00,62040.00,46530.00,15510.00,86345.00,86345.00,0.00,32417.00,22402.00,0.00,22402.00,3895.00,0.00,3895.00,578.00,0.00,2102.00,0.00,-722.00,152.00,135478.00,48831.00,86647.00
1982:Q3,1013958.00,809587.00,277900.00,531687.00,0.00,204371.00,67589.00,23580.00,0.00,98516.00,14686.00,1013958.00,195439.00,67589.00,127850.00,15150.00,3014.00,122791.00,23580.00,99211.00,130591.00,50309.00,80282.00,126665.00,2798.00,869.00,1086.00,14125.00,162.00,13963.00,12705.00,0.00,12705.00,67904.00,50928.00,16976.00,98516.00,98516.00,0.00,35849.00,38221.00,0.00,38221.00,4594.00,0.00,4594.00,592.00,0.00,6133.00,0.00,-4991.00,184.00,141723.00,51589.00,90134.00
1982:Q4,1077356.00,869350.00,311820.00,557530.00,0.00,208006.00,68346.00,25680.00,0.00,99245.00,14735.00,1077356.00,185122.00,68346.00,116776.00,21011.00,3244.00,126272.00,25680.00,100592.00,135607.00,54425.00,81182.00,145776.00,3757.00,900.00,1276.00,14712.00,611.00,14101.00,16529.00,0.00,16529.00,75171.00,56378.00,18793.00,99245.00,99245.00,0.00,36898.00,42646.00,0.00,42646.00,5087.00,0.00,5087.00,599.00,0.00,3402.00,0.00,9199.00,216.00,150687.00,55628.00,95059.00
1983:Q1,1130245.00,925470.00,331884.00,593586.00,0.00,204775.00,68821.00,27140.00,0.00,96374.00,12440.00,1130245.00,192880.00,68821.00,124059.00,24404.00,3987.00,132180.00,27140.00,105040.00,136651.00,55469.00,81182.00,167493.00,4645.00,946.00,1543.00,16069.00,846.00,15223.00,19715.00,0.00,19715.00,79729.00,59797.00,19932.00,96374.00,96374.00,0.00,39812.00,44873.00,0.00,44873.00,4611.00,0.00,4611.00,602.00,0.00,3407.00,0.00,3492.00,220.00,156612.00,58771.00,97841.00
1983:Q2,1179462.00,966482.00,334299.00,632183.00,0.00,212980.00,69697.00,33110.00,0.00,98735.00,11438.00,1179462.00,209601.00,69697.00,139904.00,26870.00,4711.00,140253.00,33110.00,107143.00,140511.00,58213.00,82298.00,185520.00,5424.00,1008.00,2913.00,16781.00,1116.00,15665.00,22088.00,0.00,22088.00,83051.00,62288.00,20763.00,98735.00,98735.00,0.00,43672.00,28279.00,0.00,28279.00,5170.00,0.00,5170.00,603.00,0.00,3198.00,0.00,-871.00,222.00,161723.00,61338.00,100385.00
1983:Q3,1238968.00,1010312.00,340733.00,669579.00,0.00,228656.00,70565.00,35100.00,0.00,111500.00,11491.00,1238968.00,227837.00,70565.00,157272.00,24105.00,5386.00,142844.00,35100.00,107744.00,146171.00,62898.00,83273.00,195919.00,5034.00,1067.00,3213.00,18173.00,1532.00,16641.00,24513.00,0.00,24513.00,89104.00,66828.00,22276.00,111500.00,111500.00,0.00,46278.00,22074.00,0.00,22074.00,4395.00,0.00,4395.00,600.00,0.00,3864.00,0.00,4483.00,288.00,162120.00,64062.00,98058.00
1983:Q4,1277228.00,1044748.00,343815.00,700933.00,0.00,232480.00,71485.00,36730.00,0.00,113787.00,10478.00,1277228.00,230680.00,71485.00,159195.00,30144.00,6023.00,149223.00,36730.00,112493.00,150558.00,54425.00,96133.00,204575.00,5390.00,1100.00,2684.00,19424.00,2058.00,17366.00,28636.00,0.00,28636.00,93332.00,69999.00,23333.00,113787.00,113787.00,0.00,48910.00,22839.00,0.00,22839.00,4059.00,0.00,4059.00,592.00,0.00,1824.00,0.00,-473.00,359.00,163562.00,68668.00,94894.00
1984:Q1,1324160.00,1092278.00,350230.00,742048.00,0.00,231882.00,72249.00,38050.00,0.00,111640.00,9943.00,1324160.00,247019.00,72249.00,174770.00,38101.00,6139.00,153510.00,38050.00,115460.00,150814.00,66366.00,84448.00,216144.00,5183.00,1115.00,3294.00,20686.00,2266.00,18420.00,30886.00,0.00,30886.00,95023.00,71267.00,23756.00,111640.00,111640.00,0.00,54561.00,19374.00,17051.00,2323.00,4720.00,0.00,4720.00,575.00,0.00,2412.00,0.00,-2602.00,328.00,165238.00,70200.00,95038.00
1984:Q2,1358733.00,1121406.00,343282.00,778124.00,0.00,237327.00,72937.00,39940.00,0.00,115547.00,8903.00,1358733.00,273385.00,72937.00,200448.00,37282.00,6155.00,159581.00,39940.00,119641.00,152859.00,66928.00,85931.00,211237.00,5068.00,1108.00,3813.00,22002.00,2569.00,19433.00,31752.00,0.00,31752.00,92123.00,69092.00,23031.00,115547.00,115547.00,0.00,59177.00,14889.00,10454.00,4435.00,5267.00,0.00,5267.00,545.00,0.00,3048.00,0.00,-7718.00,310.00,171303.00,72862.00,98441.00
1984:Q3,1425508.00,1172606.00,356798.00,815808.00,0.00,252902.00,73698.00,41380.00,0.00,128964.00,8860.00,1425508.00,290596.00,73698.00,216898.00,33740.00,5920.00,161925.00,41380.00,120545.00,155018.00,68487.00,86531.00,213244.00,4996.00,1098.00,4105.00,24137.00,2642.00,21495.00,35035.00,0.00,35035.00,98763.00,74072.00,24691.00,128964.00,128964.00,0.00,64331.00,13618.00,9898.00,3720.00,6194.00,0.00,6194.00,519.00,0.00,6411.00,0.00,491.00,368.00,176035.00,73801.00,102234.00
