date,FU226330005.Q,FU225013005.Q,FU224090005.Q,FU223020043.Q,FU223030045.Q,FU223034005.Q,FU222051043.Q,FU224022045.Q,FU223069143.Q,FU223061143.Q,FU223061743.Q,FU223062043.Q,FU223063045.Q,FU223065043.Q,FU223064145.Q,FU223064205.Q,FU223090005.Q,FU223095505.Q,FU223073045.Q,FU223093005.Q,FU224190005.Q,FU224090045.Q,FU224090055.Q
2009:Q1,32.00,22.00,47782.00,-10.00,197.00,-609.00,-31.00,-19512.00,50.00,5352.00,-5673.00,-119.00,-19122.00,-1253.00,8546.00,-9652.00,70106.00,-3510.00,81160.00,-7544.00,47772.00,52537.00,-4755.00
2009:Q2,32.00,20.00,70460.00,-56.00,-188.00,-1786.00,-67.00,-70736.00,-371.00,5685.00,-7811.00,-100.00,-68139.00,-1272.00,3602.00,-2591.00,143554.00,12753.00,136287.00,-5486.00,70448.00,53581.00,16879.00
2009:Q3,32.00,18.00,67872.00,-11.00,190.00,-1336.00,-29.00,-16860.00,46.00,967.00,2774.00,82.00,-20729.00,-45.00,3030.00,1499.00,81434.00,11657.00,65254.00,4523.00,67858.00,54681.00,13191.00
2009:Q4,32.00,17.00,62951.00,-10.00,211.00,-1185.00,-31.00,17871.00,61.00,5799.00,5983.00,199.00,5829.00,-43.00,2869.00,3676.00,39593.00,4559.00,31060.00,3974.00,62936.00,55192.00,7759.00
2010:Q1,31.00,16.00,61510.00,-12.00,204.00,-1124.00,-32.00,5997.00,48.00,2257.00,3328.00,176.00,188.00,-51.00,2685.00,3318.00,50525.00,4503.00,42363.00,3659.00,61495.00,54391.00,7119.00
2010:Q2,31.00,17.00,44852.00,-8.00,254.00,-1055.00,-31.00,-2879.00,92.00,-2881.00,1123.00,174.00,-1387.00,-38.00,4077.00,-341.00,44873.00,-7927.00,49925.00,2875.00,44838.00,55204.00,-10352.00
2010:Q3,31.00,17.00,66679.00,259.00,2470.00,1800.00,189.00,-7696.00,2544.00,411.00,-3007.00,70.00,-7714.00,-93.00,-42829.00,-2383.00,114962.00,9718.00,98914.00,6330.00,66665.00,55739.00,10940.00
2010:Q4,31.00,17.00,66891.00,268.00,2579.00,1802.00,196.00,27785.00,2649.00,8479.00,1046.00,243.00,15368.00,-124.00,-38053.00,643.00,71795.00,7785.00,57925.00,6085.00,66878.00,55392.00,11499.00
2011:Q1,32.00,15.00,52419.00,274.00,2636.00,814.00,199.00,10977.00,2705.00,4191.00,-1051.00,154.00,4978.00,-149.00,-37761.00,-7050.00,82479.00,3706.00,72647.00,6126.00,52402.00,53712.00,-1293.00
2011:Q2,31.00,17.00,46684.00,290.00,2800.00,1995.00,211.00,-1320.00,2870.00,159.00,-3652.00,67.00,-764.00,-174.00,-43431.00,-7275.00,93588.00,-2038.00,90350.00,5276.00,46669.00,53806.00,-7122.00
2011:Q3,31.00,18.00,27025.00,-177.00,-1512.00,-1682.00,-143.00,-7096.00,-1648.00,-2361.00,-12004.00,-415.00,9332.00,-104.00,8717.00,-29535.00,58557.00,-17302.00,81799.00,-5940.00,27011.00,53991.00,-26966.00
2011:Q4,31.00,18.00,58332.00,-195.00,-1672.00,-2218.00,-157.00,2144.00,-1821.00,5086.00,-9793.00,-362.00,9034.00,-153.00,7714.00,-24115.00,76984.00,6003.00,72996.00,-2015.00,58319.00,53725.00,4607.00
2012:Q1,32.00,64.00,54100.00,-196.00,-1677.00,-2297.00,-159.00,3916.00,-1826.00,8654.00,-8904.00,-350.00,6342.00,-161.00,6564.00,-19977.00,68087.00,1323.00,68799.00,-2035.00,54132.00,52920.00,1180.00
2012:Q2,33.00,67.00,44036.00,-183.00,-1570.00,-1964.00,-148.00,-4088.00,-1710.00,1776.00,-10401.00,-342.00,6589.00,-131.00,9659.00,-25917.00,68378.00,-5492.00,78889.00,-5019.00,44070.00,52763.00,-8727.00
2012:Q3,33.00,66.00,55215.00,21.00,184.00,115.00,18.00,-7973.00,200.00,249.00,-3113.00,323.00,-5632.00,-334.00,-46111.00,12987.00,96308.00,3468.00,89144.00,3696.00,55248.00,53145.00,2070.00
2012:Q4,34.00,65.00,48852.00,21.00,175.00,133.00,16.00,5684.00,191.00,1481.00,-2279.00,353.00,5938.00,-354.00,-46296.00,11410.00,78063.00,-461.00,75492.00,3032.00,48884.00,52887.00,-4035.00
2013:Q1,34.00,12.00,42754.00,15.00,125.00,-19.00,12.00,8765.00,136.00,949.00,-2083.00,360.00,9403.00,-377.00,-36405.00,10546.00,60092.00,-7205.00,62917.00,4380.00,42732.00,51509.00,-8755.00
2013:Q2,35.00,12.00,48121.00,17.00,155.00,181.00,15.00,30842.00,167.00,4882.00,-233.00,472.00,25554.00,-391.00,-42946.00,13581.00,46667.00,-1640.00,45550.00,2757.00,48098.00,51797.00,-3676.00
2013:Q3,35.00,13.00,53365.00,119.00,1016.00,2181.00,95.00,24015.00,1108.00,4054.00,2229.00,82.00,16542.00,117.00,-52303.00,-247.00,78372.00,3274.00,71704.00,3394.00,53343.00,52103.00,1262.00
2013:Q4,36.00,13.00,55341.00,118.00,1006.00,1053.00,95.00,26126.00,1096.00,5519.00,2927.00,58.00,16526.00,103.00,-47300.00,553.00,73587.00,4850.00,64694.00,4043.00,55318.00,51893.00,3448.00
2014:Q1,35.00,19.00,39010.00,120.00,1030.00,1023.00,97.00,9991.00,1122.00,654.00,908.00,-26.00,7333.00,103.00,-50697.00,-1751.00,79094.00,-6305.00,82775.00,2624.00,38995.00,50619.00,-11609.00
2014:Q2,35.00,20.00,44189.00,117.00,998.00,981.00,95.00,9839.00,1088.00,368.00,1056.00,-4.00,7331.00,82.00,-45478.00,-4691.00,82246.00,684.00,78725.00,2837.00,44173.00,51125.00,-6936.00
2014:Q3,36.00,20.00,44244.00,68.00,584.00,504.00,55.00,6627.00,635.00,-2180.00,-2360.00,-83.00,10615.00,195.00,-18435.00,8072.00,46574.00,-1312.00,43631.00,4255.00,44228.00,51725.00,-7481.00
2014:Q4,36.00,20.00,47968.00,64.00,552.00,432.00,52.00,-6141.00,602.00,-5851.00,-3740.00,-40.00,2888.00,188.00,-17565.00,9666.00,60720.00,567.00,55967.00,4186.00,47952.00,51879.00,-3911.00
2015:Q1,35.00,24.00,51273.00,63.00,541.00,592.00,51.00,-9937.00,589.00,-4863.00,-3403.00,-33.00,-2227.00,184.00,-17947.00,12409.00,65317.00,1700.00,59839.00,3778.00,51262.00,51020.00,253.00
2015:Q2,35.00,23.00,50548.00,67.00,572.00,706.00,54.00,751.00,623.00,1538.00,-1735.00,13.00,312.00,194.00,-18630.00,7478.00,59356.00,611.00,54833.00,3912.00,50536.00,52003.00,-1455.00
2015:Q3,36.00,23.00,43494.00,-66.00,-561.00,-1612.00,-53.00,-4990.00,-612.00,-4450.00,-1950.00,-181.00,2203.00,-482.00,-11922.00,-5157.00,68337.00,-3804.00,74492.00,-2351.00,43481.00,53158.00,-9664.00
2015:Q4,36.00,22.00,60126.00,-36.00,-312.00,591.00,-30.00,8524.00,-339.00,1300.00,382.00,-35.00,7216.00,-328.00,-18215.00,931.00,69001.00,3229.00,66822.00,-1050.00,60112.00,53920.00,6206.00
2016:Q1,36.00,22.00,55089.00,-203.00,-1740.00,-3056.00,-164.00,14501.00,-1896.00,775.00,426.00,388.00,14808.00,-1282.00,-2145.00,2626.00,46552.00,-131.00,54526.00,-7843.00,55075.00,53920.00,1169.00
2016:Q2,36.00,22.00,53888.00,182.00,1561.00,1796.00,147.00,19850.00,1701.00,6646.00,3665.00,52.00,7786.00,11.00,-19332.00,-3388.00,53061.00,1881.00,51005.00,175.00,53874.00,53920.00,-32.00
2016:Q3,36.00,23.00,58392.00,18.00,149.00,89.00,14.00,3649.00,162.00,4115.00,-1089.00,10.00,451.00,-165.00,-15523.00,4485.00,65676.00,4658.00,58864.00,2154.00,58378.00,53920.00,4472.00
