date,FU263192005.Q,FU263192101.Q,FU263192113.Q,FU263192125.Q,FU263192193.Q,FU263192305.Q,FU263192313.Q,FU263092313.Q,FU103092005.Q,FU263192193.Q,FU763092000.Q,FU513092003.Q,FU543092073.Q,FU613092003.Q,FU663092003.Q,FU103192005.Q,FU263092193.Q,FU115114005.Q,FU753192003.Q,FU513192003.Q,FU543192073.Q,FU613192003.Q,FU663192005.Q,FU733192003.Q,FU503192003.Q,FU263092001.Q,FU263092101.Q,FU263092113.Q,FU263092125.Q,FU263092193.Q,FU263092303.Q,FU263092323.Q,FU263192323.Q,FU263192035.Q,FU263192101.Q,FU263192345.Q,FU263192313.Q,FU263192323.Q,FU263092035.Q,FU263092101.Q,FU263092345.Q,FU263092313.Q,FU263092323.Q
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1981:Q3,2406.00,ND,ND,ND,ND,ND,ND,ND,1499.00,ND,512.00,283.00,54.00,77.00,-19.00,4272.00,ND,356.00,392.00,158.00,111.00,157.00,59.00,0.00,0.00,5505.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1981:Q4,3379.00,ND,ND,ND,ND,ND,ND,ND,2425.00,ND,542.00,294.00,56.00,81.00,-19.00,9420.00,ND,535.00,758.00,173.00,458.00,-181.00,88.00,0.00,0.00,11251.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1982:Q1,6786.00,5519.00,988.00,4531.00,749.00,1267.00,-1013.00,880.00,5237.00,749.00,730.00,440.00,51.00,215.00,113.00,1333.00,-333.00,226.00,398.00,51.00,112.00,-124.00,140.00,0.00,0.00,2136.00,503.00,898.00,-395.00,-333.00,1633.00,1382.00,-251.00,4255.00,5519.00,-1264.00,-1013.00,-251.00,2765.00,503.00,2262.00,880.00,1382.00
1982:Q2,4895.00,5884.00,4044.00,1840.00,895.00,-990.00,288.00,5972.00,4231.00,895.00,201.00,171.00,8.00,168.00,116.00,1978.00,-294.00,256.00,398.00,-17.00,257.00,246.00,158.00,0.00,0.00,3276.00,1679.00,2418.00,-739.00,-294.00,1597.00,1502.00,-95.00,6077.00,5884.00,193.00,288.00,-95.00,9153.00,1679.00,7474.00,5972.00,1502.00
1982:Q3,2453.00,4652.00,2638.00,2014.00,932.00,-2199.00,-758.00,4082.00,1912.00,932.00,296.00,203.00,-11.00,241.00,-188.00,2343.00,-276.00,359.00,340.00,-47.00,-37.00,-266.00,221.00,0.00,0.00,2913.00,2197.00,3089.00,-892.00,-276.00,716.00,1534.00,818.00,4712.00,4652.00,60.00,-758.00,818.00,7813.00,2197.00,5616.00,4082.00,1534.00
1982:Q4,4046.00,1938.00,2038.00,-100.00,902.00,2108.00,3067.00,4086.00,4574.00,902.00,85.00,-163.00,17.00,-262.00,-205.00,2474.00,-272.00,395.00,374.00,358.00,73.00,393.00,243.00,0.00,0.00,4310.00,1808.00,3318.00,-1510.00,-272.00,2502.00,1850.00,-652.00,4353.00,1938.00,2415.00,3067.00,-652.00,7744.00,1808.00,5936.00,4086.00,1850.00
1983:Q1,2800.00,6283.00,1659.00,4624.00,837.00,-3483.00,-4062.00,583.00,1716.00,837.00,419.00,68.00,-15.00,557.00,55.00,365.00,-276.00,615.00,222.00,-36.00,21.00,-115.00,137.00,0.00,0.00,1209.00,1549.00,2320.00,-771.00,-276.00,-340.00,409.00,749.00,2970.00,6283.00,-3313.00,-4062.00,749.00,2541.00,1549.00,992.00,583.00,409.00
1983:Q2,4279.00,5531.00,1236.00,4295.00,767.00,-1252.00,479.00,3162.00,3650.00,767.00,221.00,373.00,51.00,-53.00,37.00,2937.00,-284.00,279.00,67.00,28.00,18.00,187.00,62.00,0.00,0.00,3578.00,1514.00,1976.00,-462.00,-284.00,2064.00,1862.00,-202.00,5808.00,5531.00,277.00,479.00,-202.00,6538.00,1514.00,5024.00,3162.00,1862.00
1983:Q3,6062.00,6231.00,1533.00,4698.00,711.00,-170.00,157.00,1254.00,5378.00,711.00,282.00,290.00,39.00,12.00,61.00,2691.00,-291.00,339.00,421.00,320.00,20.00,238.00,75.00,0.00,0.00,4104.00,1718.00,1579.00,139.00,-291.00,2386.00,2334.00,-52.00,6336.00,6231.00,105.00,157.00,-52.00,5306.00,1718.00,3588.00,1254.00,2334.00
1983:Q4,4830.00,5886.00,2821.00,3065.00,688.00,-1056.00,-1724.00,1255.00,4288.00,688.00,484.00,-22.00,45.00,-32.00,67.00,1773.00,-295.00,59.00,147.00,82.00,53.00,-645.00,11.00,0.00,0.00,1480.00,2432.00,2824.00,-392.00,-295.00,-952.00,616.00,1568.00,5730.00,5886.00,-156.00,-1724.00,1568.00,4303.00,2432.00,1871.00,1255.00,616.00
1984:Q1,4871.00,6910.00,872.00,6038.00,705.00,-2039.00,155.00,4447.00,4361.00,705.00,248.00,-13.00,-27.00,488.00,-186.00,2809.00,-293.00,450.00,198.00,42.00,-166.00,1238.00,230.00,0.00,0.00,4801.00,4086.00,3623.00,463.00,-293.00,715.00,929.00,214.00,7279.00,6910.00,369.00,155.00,214.00,9462.00,4086.00,5376.00,4447.00,929.00
1984:Q2,5532.00,7711.00,1334.00,6377.00,768.00,-2179.00,1425.00,6036.00,4932.00,768.00,726.00,174.00,6.00,-458.00,152.00,8061.00,-285.00,282.00,350.00,7.00,-20.00,98.00,144.00,0.00,0.00,8922.00,4406.00,3577.00,829.00,-285.00,4516.00,5519.00,1003.00,10139.00,7711.00,2428.00,1425.00,1003.00,15961.00,4406.00,11555.00,6036.00,5519.00
1984:Q3,4398.00,5780.00,118.00,5662.00,874.00,-1381.00,1182.00,3602.00,3945.00,874.00,17.00,197.00,33.00,309.00,-103.00,2999.00,-271.00,83.00,749.00,-166.00,-101.00,886.00,43.00,0.00,0.00,4493.00,3337.00,2978.00,359.00,-271.00,1156.00,456.00,-700.00,6262.00,5780.00,482.00,1182.00,-700.00,7395.00,3337.00,4058.00,3602.00,456.00
1984:Q4,5471.00,2966.00,70.00,2896.00,1015.00,2505.00,-594.00,-4961.00,4489.00,1015.00,482.00,134.00,203.00,170.00,-7.00,4639.00,-250.00,252.00,356.00,-18.00,1211.00,-315.00,128.00,0.00,0.00,6253.00,5222.00,4867.00,355.00,-250.00,1031.00,1753.00,722.00,3094.00,2966.00,128.00,-594.00,722.00,2014.00,5222.00,-3208.00,-4961.00,1753.00
1985:Q1,3175.00,4111.00,-659.00,4770.00,1302.00,-936.00,-354.00,157.00,3227.00,1302.00,425.00,-434.00,-55.00,11.00,1.00,4849.00,-214.00,356.00,229.00,-67.00,-142.00,-100.00,-255.00,0.00,0.00,4870.00,3512.00,3506.00,6.00,-214.00,1358.00,2404.00,1046.00,4803.00,4111.00,692.00,-354.00,1046.00,6073.00,3512.00,2561.00,157.00,2404.00
1985:Q2,4700.00,8009.00,847.00,7162.00,1404.00,-3308.00,-1874.00,870.00,4057.00,1404.00,331.00,253.00,91.00,-29.00,-3.00,4315.00,-192.00,-90.00,155.00,-80.00,99.00,300.00,-25.00,0.00,0.00,4674.00,2794.00,3126.00,-332.00,-192.00,1880.00,2077.00,197.00,6332.00,8009.00,-1677.00,-1874.00,197.00,5741.00,2794.00,2947.00,870.00,2077.00
1985:Q3,3316.00,2461.00,-2025.00,4486.00,1436.00,855.00,2338.00,-204.00,3136.00,1436.00,-400.00,353.00,15.00,174.00,38.00,3677.00,-176.00,40.00,789.00,286.00,441.00,-324.00,10.00,0.00,0.00,4919.00,3625.00,3273.00,352.00,-176.00,1294.00,1473.00,179.00,4978.00,2461.00,2517.00,2338.00,179.00,4894.00,3625.00,1269.00,-204.00,1473.00
1985:Q4,3626.00,3452.00,165.00,3287.00,1397.00,174.00,-658.00,-2265.00,3894.00,1397.00,-83.00,-288.00,24.00,-31.00,110.00,4696.00,-166.00,331.00,253.00,165.00,282.00,-423.00,-20.00,0.00,0.00,5284.00,4630.00,5310.00,-680.00,-166.00,654.00,2988.00,2334.00,5128.00,3452.00,1676.00,-658.00,2334.00,5353.00,4630.00,723.00,-2265.00,2988.00
1986:Q1,9005.00,5192.00,195.00,4997.00,1156.00,3813.00,2968.00,-2331.00,6928.00,1156.00,465.00,368.00,-55.00,1274.00,25.00,3338.00,-160.00,216.00,321.00,-91.00,-398.00,-100.00,110.00,0.00,-45.00,3351.00,1497.00,1839.00,-342.00,-160.00,1854.00,2679.00,825.00,8985.00,5192.00,3793.00,2968.00,825.00,1845.00,1497.00,348.00,-2331.00,2679.00
1986:Q2,6458.00,6917.00,403.00,6514.00,1084.00,-460.00,1539.00,-444.00,5310.00,1084.00,333.00,364.00,-345.00,807.00,-11.00,6734.00,-168.00,189.00,269.00,22.00,162.00,-69.00,98.00,0.00,-1568.00,5837.00,4036.00,3217.00,819.00,-168.00,1801.00,2192.00,391.00,8847.00,6917.00,1930.00,1539.00,391.00,5784.00,4036.00,1748.00,-444.00,2192.00
1986:Q3,4276.00,4075.00,1055.00,3020.00,1052.00,201.00,-1562.00,-3333.00,4807.00,1052.00,-320.00,492.00,76.00,-823.00,44.00,7451.00,-186.00,131.00,702.00,40.00,1497.00,569.00,68.00,0.00,-1588.00,8870.00,7084.00,7566.00,-482.00,-186.00,1786.00,2241.00,455.00,2968.00,4075.00,-1107.00,-1562.00,455.00,5992.00,7084.00,-1092.00,-3333.00,2241.00
1986:Q4,-639.00,-1018.00,-506.00,-512.00,1062.00,378.00,-705.00,-479.00,2021.00,1062.00,-2144.00,-483.00,58.00,-29.00,-62.00,14348.00,-211.00,576.00,274.00,507.00,920.00,1676.00,307.00,0.00,-1247.00,17361.00,11505.00,12464.00,-959.00,-211.00,5856.00,6299.00,443.00,-1280.00,-1018.00,-262.00,-705.00,443.00,17325.00,11505.00,5820.00,-479.00,6299.00
1987:Q1,7172.00,5901.00,290.00,5611.00,1232.00,1271.00,2498.00,1349.00,6160.00,1232.00,393.00,807.00,11.00,-229.00,30.00,13772.00,-264.00,120.00,399.00,-70.00,524.00,-562.00,1185.00,0.00,-2595.00,12773.00,6059.00,5843.00,216.00,-264.00,6714.00,9350.00,2636.00,11035.00,5901.00,5134.00,2498.00,2636.00,16758.00,6059.00,10699.00,1349.00,9350.00
1987:Q2,7458.00,7239.00,-193.00,7432.00,1248.00,219.00,2224.00,207.00,7555.00,1248.00,-897.00,432.00,12.00,361.00,-5.00,10043.00,-282.00,164.00,-566.00,527.00,394.00,1599.00,604.00,0.00,-3681.00,9084.00,6547.00,6241.00,306.00,-282.00,2537.00,3932.00,1395.00,10858.00,7239.00,3619.00,2224.00,1395.00,10686.00,6547.00,4139.00,207.00,3932.00
1987:Q3,8208.00,7900.00,1534.00,6366.00,1228.00,309.00,-243.00,-1737.00,7488.00,1228.00,315.00,256.00,34.00,112.00,3.00,20365.00,-287.00,109.00,931.00,257.00,133.00,-1180.00,341.00,0.00,42.00,20998.00,8946.00,8115.00,831.00,-287.00,12052.00,13432.00,1380.00,9037.00,7900.00,1137.00,-243.00,1380.00,20641.00,8946.00,11695.00,-1737.00,13432.00
1987:Q4,8397.00,7161.00,3237.00,3924.00,1172.00,1236.00,832.00,-1340.00,8470.00,1172.00,-1022.00,298.00,-2.00,-993.00,1646.00,8345.00,-278.00,207.00,895.00,313.00,-200.00,-58.00,-12.00,0.00,6125.00,15615.00,12235.00,14121.00,-1886.00,-278.00,3380.00,4252.00,872.00,8865.00,7161.00,1704.00,832.00,872.00,15147.00,12235.00,2912.00,-1340.00,4252.00
1988:Q1,4786.00,2733.00,-1744.00,4477.00,966.00,2052.00,2232.00,-1284.00,2620.00,966.00,485.00,984.00,85.00,976.00,-364.00,12735.00,-229.00,207.00,1168.00,165.00,250.00,760.00,644.00,0.00,-7757.00,8172.00,11082.00,10282.00,800.00,-229.00,-2910.00,-3457.00,-547.00,4418.00,2733.00,1685.00,2232.00,-547.00,6341.00,11082.00,-4741.00,-1284.00,-3457.00
1988:Q2,3755.00,4330.00,-2402.00,6732.00,937.00,-575.00,252.00,-1050.00,3551.00,937.00,-357.00,466.00,-39.00,331.00,-197.00,20754.00,-212.00,174.00,262.00,144.00,-308.00,68.00,-1680.00,0.00,-5273.00,14141.00,11490.00,11523.00,-33.00,-212.00,2651.00,3062.00,411.00,4993.00,4330.00,663.00,252.00,411.00,13502.00,11490.00,2012.00,-1050.00,3062.00
1988:Q3,8631.00,8765.00,446.00,8319.00,968.00,-134.00,477.00,341.00,7590.00,968.00,-77.00,575.00,93.00,538.00,-88.00,16256.00,-200.00,149.00,-99.00,191.00,462.00,-419.00,1827.00,0.00,-4306.00,14061.00,9323.00,8864.00,459.00,-200.00,4738.00,6402.00,1664.00,10906.00,8765.00,2141.00,477.00,1664.00,16066.00,9323.00,6743.00,341.00,6402.00
1988:Q4,-1045.00,-4489.00,-2963.00,-1526.00,1058.00,3444.00,1185.00,-5049.00,-1929.00,1058.00,-125.00,703.00,-126.00,454.00,-22.00,20088.00,-195.00,315.00,1406.00,708.00,856.00,-945.00,81.00,0.00,-1147.00,21362.00,14279.00,14377.00,-98.00,-195.00,7083.00,11771.00,4688.00,1384.00,-4489.00,5873.00,1185.00,4688.00,21001.00,14279.00,6722.00,-5049.00,11771.00
1989:Q1,14662.00,9894.00,2943.00,6951.00,1302.00,4769.00,7095.00,2990.00,12373.00,1302.00,705.00,533.00,-99.00,1102.00,48.00,16479.00,-222.00,528.00,995.00,286.00,906.00,3186.00,-432.00,0.00,-3696.00,18252.00,3117.00,6733.00,-3616.00,-222.00,15135.00,13462.00,-1673.00,15316.00,9894.00,5422.00,7095.00,-1673.00,19569.00,3117.00,16452.00,2990.00,13462.00
1989:Q2,8619.00,8452.00,-332.00,8784.00,1428.00,167.00,4726.00,2817.00,3829.00,1428.00,166.00,443.00,-98.00,4528.00,-249.00,12825.00,-207.00,517.00,75.00,362.00,-46.00,3594.00,424.00,0.00,-2008.00,15743.00,10719.00,10659.00,60.00,-207.00,5024.00,2900.00,-2124.00,11054.00,8452.00,2602.00,4726.00,-2124.00,16436.00,10719.00,5717.00,2817.00,2900.00
1989:Q3,9780.00,9058.00,1105.00,7953.00,1526.00,722.00,4163.00,1994.00,5839.00,1526.00,163.00,564.00,-177.00,3390.00,1.00,14561.00,-176.00,82.00,568.00,722.00,414.00,-4044.00,-69.00,0.00,-415.00,11819.00,12578.00,13681.00,-1103.00,-176.00,-759.00,4055.00,4814.00,18035.00,9058.00,8977.00,4163.00,4814.00,18627.00,12578.00,6049.00,1994.00,4055.00
1989:Q4,5756.00,-2471.00,2678.00,-5149.00,1587.00,8227.00,8562.00,-1767.00,4026.00,1587.00,-828.00,100.00,263.00,1982.00,213.00,18502.00,-131.00,241.00,692.00,866.00,175.00,4442.00,1457.00,0.00,-3916.00,22459.00,17236.00,20704.00,-3468.00,-131.00,5223.00,5700.00,477.00,6568.00,-2471.00,9039.00,8562.00,477.00,21169.00,17236.00,3933.00,-1767.00,5700.00
1990:Q1,11070.00,10157.00,1841.00,8316.00,1593.00,913.00,72.00,-1538.00,12860.00,1593.00,858.00,676.00,80.00,-3513.00,109.00,14893.00,-46.00,211.00,674.00,304.00,404.00,-848.00,59.00,0.00,-59.00,15638.00,12913.00,16049.00,-3136.00,-46.00,2725.00,5575.00,2850.00,13079.00,10157.00,2922.00,72.00,2850.00,16950.00,12913.00,4037.00,-1538.00,5575.00
1990:Q2,5814.00,7089.00,-1312.00,8401.00,1583.00,-1275.00,-492.00,25.00,6648.00,1583.00,58.00,-192.00,-14.00,-707.00,21.00,13044.00,4.00,310.00,809.00,227.00,-196.00,882.00,146.00,0.00,-578.00,14644.00,11458.00,13382.00,-1924.00,4.00,3186.00,6301.00,3115.00,9712.00,7089.00,2623.00,-492.00,3115.00,17784.00,11458.00,6326.00,25.00,6301.00
1990:Q3,19262.00,13980.00,6200.00,7780.00,1544.00,5282.00,10049.00,4735.00,15838.00,1544.00,-413.00,509.00,395.00,2828.00,105.00,19163.00,43.00,85.00,157.00,300.00,15.00,-2542.00,65.00,0.00,-8087.00,9156.00,8859.00,10317.00,-1458.00,43.00,297.00,6788.00,6491.00,30520.00,13980.00,16540.00,10049.00,6491.00,20382.00,8859.00,11523.00,4735.00,6788.00
1990:Q4,-3381.00,5147.00,2010.00,3137.00,1481.00,-8528.00,-238.00,5363.00,298.00,1481.00,-308.00,380.00,126.00,-3961.00,84.00,11996.00,71.00,121.00,-714.00,1625.00,1680.00,-978.00,-163.00,0.00,-4509.00,9058.00,8927.00,16492.00,-7565.00,71.00,131.00,1841.00,1710.00,6619.00,5147.00,1472.00,-238.00,1710.00,16131.00,8927.00,7204.00,5363.00,1841.00
1991:Q1,17863.00,13209.00,4775.00,8434.00,1357.00,4654.00,2406.00,117.00,11282.00,1357.00,746.00,232.00,151.00,5392.00,60.00,5525.00,71.00,-172.00,448.00,2332.00,277.00,-2801.00,1405.00,0.00,-3168.00,3846.00,9491.00,14647.00,-5156.00,71.00,-5645.00,-2193.00,3452.00,19067.00,13209.00,5858.00,2406.00,3452.00,7415.00,9491.00,-2076.00,117.00,-2193.00
1991:Q2,2598.00,8143.00,477.00,7666.00,1300.00,-5545.00,1268.00,6506.00,7211.00,1300.00,-749.00,38.00,-11.00,-3991.00,100.00,1095.00,86.00,8.00,-162.00,202.00,107.00,9199.00,412.00,0.00,3114.00,13975.00,4875.00,8689.00,-3814.00,86.00,9100.00,2839.00,-6261.00,3150.00,8143.00,-4993.00,1268.00,-6261.00,14220.00,4875.00,9345.00,6506.00,2839.00
1991:Q3,10236.00,11343.00,4739.00,6604.00,1268.00,-1107.00,4977.00,5303.00,9335.00,1268.00,203.00,-306.00,-163.00,987.00,180.00,-3925.00,100.00,32.00,248.00,598.00,1295.00,-5796.00,297.00,0.00,6454.00,-797.00,4868.00,7647.00,-2779.00,100.00,-5665.00,2163.00,7828.00,24148.00,11343.00,12805.00,4977.00,7828.00,12334.00,4868.00,7466.00,5303.00,2163.00
1991:Q4,8422.00,8512.00,7691.00,821.00,1268.00,-90.00,-10418.00,-10379.00,10255.00,1268.00,-1168.00,-277.00,575.00,-1084.00,121.00,-4029.00,114.00,103.00,2075.00,329.00,-697.00,651.00,-83.00,0.00,7798.00,6147.00,8265.00,14828.00,-6563.00,114.00,-2118.00,2680.00,4798.00,2892.00,8512.00,-5620.00,-10418.00,4798.00,566.00,8265.00,-7699.00,-10379.00,2680.00
1992:Q1,20703.00,13239.00,7388.00,5851.00,1320.00,7465.00,7536.00,-881.00,14246.00,1320.00,643.00,495.00,174.00,4946.00,199.00,2014.00,136.00,19.00,612.00,102.00,318.00,674.00,185.00,0.00,-2142.00,1782.00,3621.00,8003.00,-4382.00,136.00,-1839.00,287.00,2126.00,22901.00,13239.00,9662.00,7536.00,2126.00,3027.00,3621.00,-594.00,-881.00,287.00
1992:Q2,10848.00,10315.00,2365.00,7950.00,1368.00,534.00,3897.00,2412.00,11141.00,1368.00,489.00,280.00,186.00,-1511.00,263.00,6846.00,147.00,71.00,497.00,181.00,477.00,416.00,154.00,0.00,-2263.00,6379.00,3605.00,5453.00,-1848.00,147.00,2774.00,5100.00,2326.00,16538.00,10315.00,6223.00,3897.00,2326.00,11117.00,3605.00,7512.00,2412.00,5100.00
1992:Q3,5719.00,7128.00,400.00,6728.00,1430.00,-1409.00,2849.00,3306.00,9180.00,1430.00,524.00,-3792.00,-37.00,-210.00,54.00,-623.00,156.00,32.00,177.00,-61.00,-175.00,722.00,21.00,0.00,3455.00,3548.00,5183.00,6685.00,-1502.00,156.00,-1635.00,2198.00,3833.00,13810.00,7128.00,6682.00,2849.00,3833.00,10687.00,5183.00,5504.00,3306.00,2198.00
1992:Q4,7183.00,5877.00,4494.00,1383.00,1501.00,1306.00,-3338.00,-5597.00,5391.00,1501.00,373.00,272.00,1.00,505.00,641.00,-1505.00,162.00,-5.00,1383.00,279.00,597.00,-117.00,-337.00,0.00,7819.00,8114.00,7615.00,11494.00,-3879.00,162.00,499.00,3466.00,2967.00,5506.00,5877.00,-371.00,-3338.00,2967.00,5484.00,7615.00,-2131.00,-5597.00,3466.00
1993:Q1,15977.00,12405.00,2737.00,9668.00,1597.00,3572.00,7560.00,3988.00,17016.00,1597.00,438.00,784.00,86.00,-2575.00,228.00,5631.00,140.00,14.00,103.00,255.00,-1070.00,-1968.00,4136.00,0.00,712.00,7813.00,3532.00,8472.00,-4940.00,140.00,4281.00,5470.00,1189.00,21154.00,12405.00,8749.00,7560.00,1189.00,12990.00,3532.00,9458.00,3988.00,5470.00
1993:Q2,24373.00,16150.00,6543.00,9607.00,1660.00,8223.00,13062.00,4839.00,14591.00,1660.00,381.00,524.00,-243.00,8425.00,695.00,5725.00,157.00,-66.00,1228.00,48.00,658.00,2816.00,4136.00,0.00,-2746.00,11799.00,4171.00,5170.00,-999.00,157.00,7628.00,5182.00,-2446.00,26766.00,16150.00,10616.00,13062.00,-2446.00,14192.00,4171.00,10021.00,4839.00,5182.00
1993:Q3,14171.00,17279.00,6669.00,10610.00,1708.00,-3108.00,6962.00,10070.00,14911.00,1708.00,793.00,613.00,-45.00,-2108.00,7.00,-2316.00,184.00,54.00,20.00,154.00,334.00,1141.00,4136.00,0.00,8625.00,12148.00,5879.00,6817.00,-938.00,184.00,6269.00,6805.00,536.00,24777.00,17279.00,7498.00,6962.00,536.00,22754.00,5879.00,16875.00,10070.00,6805.00
1993:Q4,29430.00,15449.00,8616.00,6833.00,1738.00,13980.00,-1071.00,-15052.00,11395.00,1738.00,384.00,853.00,57.00,16656.00,85.00,11304.00,218.00,29.00,807.00,211.00,308.00,5100.00,4136.00,0.00,-2292.00,19603.00,9032.00,9216.00,-184.00,218.00,10571.00,6295.00,-4276.00,10102.00,15449.00,-5347.00,-1071.00,-4276.00,275.00,9032.00,-8757.00,-15052.00,6295.00
1994:Q1,31072.00,15981.00,7923.00,8058.00,1742.00,15091.00,16195.00,1104.00,28339.00,1742.00,781.00,-698.00,99.00,2497.00,54.00,7624.00,350.00,58.00,427.00,519.00,501.00,-232.00,224.00,0.00,-3648.00,5473.00,6337.00,7812.00,-1475.00,350.00,-864.00,-150.00,714.00,32890.00,15981.00,16909.00,16195.00,714.00,7291.00,6337.00,954.00,1104.00,-150.00
1994:Q2,16123.00,15609.00,6136.00,9473.00,1740.00,515.00,1860.00,1346.00,15575.00,1740.00,913.00,77.00,260.00,-811.00,109.00,2959.00,325.00,-13.00,196.00,342.00,28.00,492.00,224.00,0.00,1798.00,6026.00,5167.00,4125.00,1042.00,325.00,859.00,-308.00,-1167.00,16302.00,15609.00,693.00,1860.00,-1167.00,6205.00,5167.00,1038.00,1346.00,-308.00
1994:Q3,19259.00,16893.00,6816.00,10077.00,1727.00,2366.00,6334.00,3968.00,18232.00,1727.00,844.00,350.00,-117.00,-109.00,59.00,20628.00,242.00,-41.00,881.00,492.00,289.00,112.00,224.00,0.00,-7962.00,14623.00,11925.00,8154.00,3771.00,242.00,2698.00,2198.00,-500.00,22727.00,16893.00,5834.00,6334.00,-500.00,18091.00,11925.00,6166.00,3968.00,2198.00
1994:Q4,13713.00,16180.00,12784.00,3396.00,1707.00,-2467.00,867.00,3334.00,16359.00,1707.00,41.00,1933.00,345.00,-838.00,-4127.00,14856.00,109.00,36.00,1938.00,454.00,133.00,11.00,224.00,0.00,2347.00,19999.00,18665.00,17120.00,1545.00,109.00,1334.00,2356.00,1022.00,18069.00,16180.00,1889.00,867.00,1022.00,24355.00,18665.00,5690.00,3334.00,2356.00
1995:Q1,21684.00,20509.00,6103.00,14406.00,1665.00,1175.00,3928.00,2753.00,19725.00,1665.00,236.00,572.00,25.00,1284.00,-158.00,13725.00,-246.00,-39.00,1590.00,134.00,225.00,-1104.00,481.00,0.00,-5573.00,9439.00,12639.00,10845.00,1794.00,-246.00,-3200.00,-2523.00,677.00,25114.00,20509.00,4605.00,3928.00,677.00,12869.00,12639.00,230.00,2753.00,-2523.00
1995:Q2,16032.00,15329.00,1082.00,14247.00,1656.00,703.00,3735.00,3032.00,14806.00,1656.00,654.00,-26.00,261.00,275.00,62.00,15223.00,-318.00,-33.00,232.00,1383.00,176.00,-443.00,481.00,0.00,-4820.00,12199.00,9817.00,7337.00,2480.00,-318.00,2382.00,766.00,-1616.00,17448.00,15329.00,2119.00,3735.00,-1616.00,13615.00,9817.00,3798.00,3032.00,766.00
1995:Q3,23024.00,21879.00,7152.00,14727.00,1664.00,1144.00,2368.00,1223.00,21208.00,1664.00,669.00,1001.00,-117.00,122.00,141.00,17090.00,-285.00,-9.00,2860.00,346.00,369.00,989.00,481.00,0.00,-4267.00,17859.00,15761.00,12596.00,3165.00,-285.00,2098.00,2229.00,131.00,24378.00,21879.00,2499.00,2368.00,131.00,19213.00,15761.00,3452.00,1223.00,2229.00
1995:Q4,38010.00,36675.00,26147.00,10528.00,1691.00,1334.00,4415.00,3080.00,34583.00,1691.00,85.00,2268.00,240.00,790.00,44.00,8828.00,-147.00,21.00,1939.00,100.00,1075.00,1385.00,481.00,0.00,4450.00,18279.00,18098.00,17112.00,986.00,-147.00,181.00,2192.00,2011.00,43101.00,36675.00,6426.00,4415.00,2011.00,23370.00,18098.00,5272.00,3080.00,2192.00
1996:Q1,26731.00,28775.00,11885.00,16890.00,1751.00,-2043.00,-3387.00,-1343.00,24612.00,1751.00,973.00,544.00,218.00,1412.00,-1028.00,23472.00,287.00,203.00,64.00,1050.00,194.00,719.00,898.00,0.00,1533.00,28133.00,19299.00,17882.00,1417.00,287.00,8834.00,10438.00,1604.00,26992.00,28775.00,-1783.00,-3387.00,1604.00,28394.00,19299.00,9095.00,-1343.00,10438.00
1996:Q2,16828.00,16505.00,2355.00,14150.00,1816.00,323.00,920.00,597.00,14285.00,1816.00,356.00,634.00,183.00,1164.00,206.00,24922.00,476.00,-54.00,-1974.00,784.00,106.00,1071.00,898.00,0.00,-9054.00,16699.00,13270.00,10054.00,3216.00,476.00,3429.00,5170.00,1741.00,19166.00,16505.00,2661.00,920.00,1741.00,19037.00,13270.00,5767.00,597.00,5170.00
1996:Q3,24802.00,20560.00,5779.00,14781.00,1897.00,4242.00,2492.00,-1750.00,21075.00,1897.00,1143.00,833.00,253.00,839.00,659.00,10678.00,608.00,20.00,642.00,453.00,435.00,-1729.00,898.00,0.00,5200.00,16597.00,15932.00,12100.00,3832.00,608.00,665.00,4736.00,4071.00,27123.00,20560.00,6563.00,2492.00,4071.00,18918.00,15932.00,2986.00,-1750.00,4736.00
