1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1971:Q4,972434.00,175266.00,130056.00,517869.00,318411.00,70094.00,96983.00,32381.00,149243.00,972434.00,889419.00,511310.00,200340.00,171162.00,1426.00,5181.00,41476.00,7936.00,0.00,0.00,0.00,0.00,15926.00,2315.00,15299.00,0.00,0.00,41539.00,972434.00,140005.00,50938.00,17553.00,5587.00,60279.00,5648.00,832429.00,0.00,566214.00,8743.00,915.00,15617.00,223.00,92561.00,3658.00,6288.00,0.00,42290.00,9516.00,0.00,67597.00,6203.00,9764.00,2840.00,0.00,0.00
1972:Q1,988215.00,176304.00,131501.00,531563.00,325753.00,72680.00,100034.00,33096.00,148847.00,988215.00,906372.00,518277.00,205318.00,175928.00,1401.00,5448.00,39363.00,5992.00,0.00,0.00,0.00,0.00,15902.00,2823.00,14646.00,0.00,0.00,42480.00,988215.00,138671.00,49756.00,16284.00,5546.00,61102.00,5983.00,849544.00,0.00,577954.00,9245.00,917.00,15791.00,215.00,92665.00,3332.00,6309.00,0.00,41621.00,10542.00,0.00,69400.00,7135.00,11646.00,2772.00,0.00,0.00
1972:Q2,1025328.00,185671.00,133248.00,550187.00,335726.00,76046.00,104306.00,34109.00,156222.00,1025328.00,941609.00,537901.00,211022.00,186158.00,1383.00,5145.00,41708.00,6075.00,0.00,0.00,0.00,0.00,16816.00,3146.00,15671.00,0.00,0.00,42011.00,1025328.00,140774.00,50502.00,16804.00,5857.00,61225.00,6386.00,884554.00,0.00,604989.00,9066.00,894.00,16937.00,204.00,92926.00,3133.00,6257.00,0.00,42989.00,11748.00,0.00,71896.00,8219.00,13000.00,2296.00,0.00,0.00
1972:Q3,1053487.00,189833.00,132759.00,569366.00,347347.00,78834.00,108330.00,34855.00,161529.00,1053487.00,967170.00,553025.00,214341.00,193171.00,1362.00,5271.00,43021.00,6736.00,0.00,0.00,0.00,0.00,17517.00,3206.00,15562.00,0.00,0.00,43296.00,1053487.00,141086.00,48996.00,17228.00,6096.00,62093.00,6673.00,912401.00,0.00,626619.00,9763.00,971.00,17445.00,193.00,93359.00,2865.00,6340.00,0.00,44696.00,12815.00,0.00,72756.00,8921.00,13394.00,2264.00,0.00,0.00
1972:Q4,1104684.00,206045.00,140096.00,589786.00,357381.00,82876.00,114168.00,35361.00,168757.00,1104684.00,1007146.00,571267.00,226463.00,202550.00,1340.00,5526.00,52483.00,7979.00,0.00,0.00,0.00,0.00,20881.00,4121.00,19502.00,0.00,0.00,45055.00,1104684.00,144986.00,50969.00,18224.00,6630.00,62128.00,7035.00,959698.00,0.00,659651.00,11360.00,924.00,17964.00,181.00,94951.00,2728.00,6470.00,0.00,47050.00,14404.00,0.00,77536.00,10396.00,13485.00,2598.00,0.00,0.00
1973:Q1,1136360.00,217668.00,141873.00,605291.00,365955.00,84593.00,118253.00,36490.00,171528.00,1136360.00,1040639.00,583178.00,238368.00,212978.00,1318.00,4797.00,48934.00,8420.00,0.00,0.00,0.00,0.00,20406.00,5289.00,14819.00,0.00,0.00,46787.00,1136360.00,142318.00,48140.00,17290.00,6461.00,63114.00,7313.00,993853.00,0.00,686830.00,11915.00,920.00,18465.00,176.00,95450.00,2514.00,6632.00,0.00,49595.00,15160.00,0.00,79365.00,11269.00,12401.00,3161.00,0.00,189.00
1973:Q2,1187242.00,231048.00,147846.00,627950.00,378024.00,87957.00,124008.00,37961.00,180398.00,1187242.00,1084068.00,601606.00,251929.00,224678.00,1300.00,4555.00,54391.00,11145.00,0.00,0.00,0.00,0.00,22865.00,6405.00,13976.00,0.00,0.00,48783.00,1187242.00,144658.00,49631.00,18279.00,6673.00,62519.00,7556.00,1042418.00,0.00,721634.00,12456.00,915.00,19653.00,173.00,96695.00,2439.00,6821.00,0.00,54387.00,16615.00,0.00,83310.00,12955.00,10845.00,3520.00,0.00,166.00
1973:Q3,1226123.00,237098.00,153322.00,649008.00,389894.00,91127.00,129035.00,38952.00,186695.00,1226123.00,1121288.00,620316.00,265090.00,229627.00,1284.00,4971.00,56585.00,14298.00,0.00,0.00,0.00,0.00,22512.00,6870.00,12905.00,0.00,0.00,48250.00,1226123.00,145755.00,48255.00,18394.00,6598.00,64506.00,8002.00,1080344.00,0.00,745781.00,13560.00,975.00,20605.00,171.00,98784.00,2361.00,6888.00,0.00,60051.00,17057.00,0.00,84384.00,14909.00,10181.00,4637.00,0.00,24.00
1973:Q4,1266060.00,247213.00,159324.00,666543.00,399840.00,93191.00,133706.00,39806.00,192980.00,1266060.00,1152319.00,636277.00,279716.00,230141.00,1269.00,4916.00,63373.00,15147.00,0.00,0.00,0.00,0.00,24370.00,7781.00,16075.00,0.00,0.00,50368.00,1266060.00,150545.00,50804.00,19480.00,6722.00,64804.00,8735.00,1115483.00,0.00,767324.00,15251.00,1036.00,21074.00,166.00,101568.00,2376.00,7141.00,0.00,62672.00,18040.00,0.00,89430.00,15956.00,9149.00,4300.00,0.00,32.00
1974:Q1,1282839.00,251551.00,159415.00,681413.00,407909.00,95355.00,137455.00,40694.00,190460.00,1282839.00,1172432.00,639736.00,287423.00,239050.00,1249.00,4974.00,59065.00,14995.00,0.00,0.00,0.00,0.00,22918.00,8935.00,12017.00,200.00,0.00,51342.00,1282839.00,146686.00,49251.00,18532.00,6475.00,63240.00,9188.00,1136102.00,0.00,780421.00,15598.00,1092.00,21003.00,164.00,102823.00,2393.00,7277.00,0.00,64537.00,19709.00,0.00,90979.00,16700.00,8502.00,4904.00,0.00,51.00
1974:Q2,1338757.00,271401.00,169825.00,700754.00,418838.00,97221.00,142377.00,42318.00,196777.00,1338757.00,1216675.00,659505.00,300266.00,250896.00,1227.00,4781.00,64765.00,17642.00,0.00,0.00,0.00,0.00,23727.00,10146.00,12850.00,400.00,0.00,57317.00,1338757.00,152883.00,52085.00,19803.00,6572.00,64771.00,9652.00,1185756.00,0.00,815256.00,19050.00,1148.00,21920.00,162.00,104530.00,2377.00,7330.00,0.00,71079.00,20132.00,0.00,92729.00,16638.00,8033.00,5372.00,0.00,118.00
1974:Q3,1372652.00,275910.00,178927.00,716574.00,428859.00,98933.00,145045.00,43737.00,201241.00,1372652.00,1246902.00,677111.00,302541.00,260881.00,1196.00,5173.00,67140.00,20772.00,0.00,0.00,0.00,110.00,22109.00,10955.00,12594.00,600.00,0.00,58610.00,1372652.00,157455.00,52982.00,20335.00,6458.00,67585.00,10095.00,1215053.00,0.00,832204.00,20190.00,1382.00,23101.00,161.00,106602.00,2368.00,7423.00,0.00,78334.00,20537.00,0.00,93763.00,16342.00,7732.00,4914.00,0.00,144.00
1974:Q4,1404831.00,285987.00,188492.00,728426.00,435176.00,100049.00,148279.00,44922.00,201926.00,1404831.00,1273272.00,689372.00,309896.00,267249.00,1163.00,5592.00,69817.00,21804.00,0.00,0.00,0.00,695.00,22208.00,11160.00,13150.00,800.00,0.00,61742.00,1404831.00,164950.00,54027.00,21022.00,6476.00,72220.00,11205.00,1239628.00,0.00,844767.00,23396.00,1512.00,23408.00,157.00,109096.00,2372.00,7702.00,0.00,82321.00,21458.00,0.00,94810.00,16145.00,7583.00,4901.00,0.00,253.00
1975:Q1,1392469.00,271327.00,187497.00,737733.00,439951.00,100586.00,150411.00,46785.00,195912.00,1392469.00,1269916.00,687974.00,302345.00,272750.00,1159.00,5688.00,60974.00,18164.00,0.00,0.00,0.00,953.00,17924.00,10647.00,12286.00,1000.00,0.00,61579.00,1392469.00,167833.00,47484.00,28173.00,5923.00,74499.00,11754.00,1224346.00,0.00,831435.00,22879.00,1537.00,23564.00,151.00,110572.00,2409.00,7705.00,0.00,80247.00,24420.00,0.00,93275.00,13894.00,7581.00,4677.00,0.00,290.00
1975:Q2,1413036.00,273444.00,190137.00,753522.00,450826.00,100735.00,153431.00,48530.00,195933.00,1413036.00,1289281.00,701094.00,301534.00,279858.00,1117.00,5678.00,60117.00,16803.00,0.00,0.00,0.00,1247.00,18491.00,9160.00,13116.00,1300.00,0.00,63638.00,1413036.00,176461.00,50693.00,29100.00,5855.00,78611.00,12202.00,1236337.00,0.00,842866.00,23128.00,1567.00,24622.00,172.00,111675.00,2378.00,7810.00,0.00,81157.00,25603.00,0.00,91340.00,11643.00,7709.00,4667.00,0.00,238.00
1975:Q3,1430120.00,268348.00,190851.00,769738.00,462776.00,100820.00,157058.00,49084.00,201183.00,1430120.00,1310466.00,720167.00,299218.00,284188.00,1100.00,5793.00,54119.00,17482.00,0.00,0.00,0.00,1408.00,13959.00,7736.00,11934.00,1600.00,0.00,65535.00,1430120.00,181140.00,50994.00,29630.00,5722.00,82294.00,12500.00,1248731.00,0.00,850300.00,23303.00,1627.00,26574.00,191.00,112430.00,2366.00,7875.00,0.00,83193.00,26785.00,0.00,92561.00,9000.00,8030.00,4496.00,0.00,249.00
1975:Q4,1465650.00,273642.00,199444.00,785568.00,474003.00,100693.00,161019.00,49853.00,206996.00,1465650.00,1339820.00,742777.00,302588.00,287601.00,1073.00,5781.00,57508.00,17845.00,0.00,0.00,0.00,1559.00,13260.00,6810.00,16034.00,2000.00,0.00,68322.00,1465650.00,190486.00,55203.00,30909.00,5920.00,85642.00,12812.00,1274839.00,0.00,869059.00,24670.00,1688.00,27659.00,221.00,113635.00,2383.00,7542.00,0.00,85279.00,28511.00,0.00,95047.00,7140.00,8605.00,3400.00,0.00,325.00
1976:Q1,1477104.00,264455.00,205349.00,802392.00,486205.00,102169.00,163221.00,50797.00,204908.00,1477104.00,1353055.00,751481.00,297877.00,295606.00,1051.00,7040.00,54028.00,15757.00,0.00,0.00,0.00,1534.00,13072.00,6336.00,15229.00,2100.00,0.00,70021.00,1477104.00,193822.00,56153.00,30170.00,5665.00,89082.00,12752.00,1282992.00,0.00,871112.00,24962.00,1712.00,28486.00,221.00,114190.00,2383.00,7543.00,0.00,84478.00,31152.00,0.00,96784.00,6510.00,9959.00,3500.00,0.00,290.00
1976:Q2,1519638.00,273874.00,209299.00,823317.00,501045.00,103607.00,166355.00,52310.00,213148.00,1519638.00,1392640.00,777604.00,304973.00,303301.00,1029.00,5733.00,54016.00,15274.00,0.00,0.00,0.00,1534.00,12977.00,5994.00,16037.00,2200.00,0.00,72982.00,1519638.00,193903.00,55980.00,31349.00,5840.00,87513.00,13221.00,1325358.00,0.00,901592.00,26255.00,1734.00,30565.00,245.00,114842.00,2383.00,7623.00,0.00,85498.00,34026.00,0.00,99892.00,5880.00,11223.00,3600.00,0.00,377.00
1976:Q3,1554595.00,271220.00,214927.00,847760.00,518784.00,104909.00,170146.00,53921.00,220688.00,1554595.00,1428231.00,801918.00,307742.00,310604.00,997.00,6970.00,53262.00,16062.00,0.00,0.00,0.00,1490.00,11353.00,5785.00,16272.00,2300.00,0.00,73102.00,1554595.00,199560.00,56093.00,31983.00,5997.00,91880.00,13607.00,1354542.00,0.00,921144.00,26310.00,1730.00,32563.00,244.00,115696.00,2373.00,7625.00,0.00,88018.00,36984.00,0.00,101260.00,5250.00,11645.00,3700.00,0.00,493.00
1976:Q4,1613822.00,285984.00,228359.00,870518.00,535022.00,105895.00,174189.00,55412.00,228961.00,1613822.00,1472630.00,829229.00,317520.00,317082.00,982.00,7817.00,61428.00,15862.00,0.00,0.00,0.00,1172.00,13277.00,5400.00,23385.00,2332.00,0.00,79764.00,1613822.00,208614.00,60263.00,33867.00,6632.00,93790.00,14062.00,1404713.00,0.00,955556.00,29224.00,1727.00,33669.00,273.00,117389.00,2414.00,7732.00,0.00,88528.00,40693.00,0.00,106597.00,4620.00,12510.00,3781.00,0.00,495.00
1977:Q1,1635136.00,285049.00,228675.00,892257.00,550282.00,107142.00,177453.00,57380.00,229155.00,1635136.00,1506261.00,844974.00,324557.00,327622.00,949.00,8159.00,50147.00,14462.00,0.00,0.00,0.00,410.00,12160.00,4858.00,15957.00,2300.00,0.00,78728.00,1635136.00,203340.00,55059.00,32380.00,6482.00,95202.00,14217.00,1431154.00,0.00,972331.00,28106.00,1729.00,34640.00,327.00,118092.00,2420.00,7684.00,0.00,89406.00,45418.00,0.00,110055.00,4310.00,12936.00,3700.00,0.00,642.00
1977:Q2,1699577.00,294719.00,236540.00,926270.00,575838.00,109746.00,180348.00,60338.00,242048.00,1699577.00,1567066.00,882421.00,337264.00,340344.00,919.00,6118.00,52561.00,15717.00,0.00,0.00,0.00,430.00,12569.00,4168.00,17277.00,2400.00,0.00,79950.00,1699577.00,207384.00,56724.00,34094.00,6615.00,95955.00,13996.00,1491599.00,0.00,1014550.00,29300.00,1731.00,37008.00,368.00,119643.00,2539.00,7864.00,0.00,92647.00,47980.00,0.00,116145.00,4000.00,14024.00,3800.00,0.00,594.00
1977:Q3,1759189.00,303069.00,239974.00,963193.00,603197.00,111835.00,185795.00,62366.00,252953.00,1759189.00,1621065.00,919297.00,343178.00,350362.00,894.00,7334.00,54681.00,17054.00,0.00,0.00,0.00,510.00,14346.00,3831.00,16440.00,2500.00,0.00,83443.00,1759189.00,211945.00,55013.00,35337.00,6805.00,100507.00,14283.00,1546696.00,0.00,1053387.00,31500.00,1770.00,39094.00,395.00,121311.00,2486.00,7622.00,0.00,95242.00,52412.00,0.00,120006.00,3690.00,13981.00,3800.00,0.00,548.00
1977:Q4,1840085.00,317187.00,258793.00,999213.00,627724.00,114279.00,193261.00,63949.00,264892.00,1840085.00,1685171.00,955823.00,360646.00,359811.00,869.00,8022.00,67487.00,20173.00,0.00,0.00,0.00,515.00,16744.00,3680.00,23789.00,2586.00,0.00,87427.00,1840085.00,224341.00,60722.00,37943.00,7506.00,103553.00,14617.00,1615099.00,0.00,1096501.00,35019.00,1807.00,40405.00,384.00,124405.00,2497.00,8041.00,0.00,98951.00,56803.00,0.00,128569.00,3380.00,14527.00,3810.00,0.00,645.00
1978:Q1,1881908.00,323452.00,264672.00,1026813.00,646079.00,116827.00,197958.00,65949.00,266971.00,1881908.00,1730452.00,977548.00,373188.00,370564.00,845.00,8307.00,60478.00,21278.00,0.00,0.00,0.00,590.00,15119.00,3224.00,17667.00,2600.00,0.00,90978.00,1881908.00,225885.00,58327.00,37140.00,7489.00,107755.00,15174.00,1655230.00,0.00,1119634.00,37829.00,1700.00,41639.00,375.00,125929.00,2559.00,8082.00,0.00,102488.00,59512.00,0.00,131784.00,3298.00,16401.00,4000.00,0.00,793.00
1978:Q2,1972023.00,340683.00,279917.00,1066897.00,674540.00,120272.00,203343.00,68742.00,284526.00,1972023.00,1809162.00,1026666.00,388002.00,387212.00,818.00,6464.00,69566.00,25274.00,0.00,0.00,0.00,690.00,17363.00,3001.00,20538.00,2700.00,0.00,93295.00,1972023.00,235239.00,62616.00,38259.00,7910.00,110696.00,15758.00,1735741.00,0.00,1171535.00,40506.00,1590.00,44988.00,365.00,128478.00,2647.00,8246.00,0.00,110360.00,62611.00,0.00,138050.00,3215.00,18950.00,4200.00,0.00,1043.00
1978:Q3,2047320.00,348559.00,290778.00,1109961.00,707359.00,122681.00,208876.00,71045.00,298022.00,2047320.00,1875412.00,1073005.00,391532.00,403622.00,792.00,6461.00,75148.00,29158.00,0.00,0.00,0.00,745.00,17313.00,3033.00,21999.00,2900.00,0.00,96760.00,2047320.00,247958.00,66687.00,39361.00,8476.00,117146.00,16288.00,1797950.00,0.00,1207696.00,44323.00,1604.00,46569.00,366.00,131419.00,2706.00,8407.00,0.00,118694.00,65755.00,0.00,142180.00,3100.00,20731.00,4400.00,0.00,1412.00
1978:Q4,2141808.00,371002.00,308827.00,1150674.00,738254.00,125152.00,214511.00,72757.00,311305.00,2141808.00,1944397.00,1114044.00,404909.00,418206.00,772.00,6466.00,87039.00,32670.00,0.00,0.00,0.00,915.00,20083.00,3120.00,26971.00,3280.00,0.00,110372.00,2141808.00,262657.00,73592.00,42037.00,9572.00,120340.00,17116.00,1878250.00,0.00,1252204.00,53009.00,1619.00,47684.00,391.00,136313.00,2721.00,8586.00,0.00,126244.00,70407.00,0.00,154249.00,3050.00,17145.00,4628.00,0.00,901.00
1979:Q1,2182290.00,372813.00,309541.00,1186117.00,762873.00,127635.00,219175.00,76434.00,313819.00,2182290.00,1996694.00,1139415.00,419214.00,430838.00,746.00,6481.00,77491.00,31881.00,0.00,0.00,0.00,1030.00,19226.00,3117.00,18037.00,4200.00,0.00,108105.00,2182290.00,263090.00,69082.00,41436.00,9922.00,124434.00,18216.00,1917859.00,0.00,1270680.00,55000.00,1635.00,48154.00,448.00,139492.00,2798.00,8797.00,0.00,131575.00,75627.00,0.00,159809.00,3018.00,16326.00,4500.00,0.00,1341.00
1979:Q2,2284783.00,394161.00,331885.00,1231418.00,794869.00,129903.00,225711.00,80935.00,327319.00,2284783.00,2082872.00,1184863.00,434687.00,455969.00,705.00,6648.00,89301.00,35071.00,0.00,0.00,0.00,1140.00,22141.00,3024.00,22825.00,5100.00,0.00,112610.00,2284783.00,278986.00,74717.00,42940.00,10622.00,131132.00,19575.00,2003919.00,0.00,1320665.00,60412.00,1655.00,49166.00,428.00,143109.00,2750.00,9017.00,0.00,139812.00,80506.00,0.00,170056.00,2985.00,18958.00,4400.00,0.00,1878.00
1979:Q3,2380887.00,414294.00,346133.00,1278932.00,828850.00,132396.00,233353.00,84333.00,341528.00,2380887.00,2161324.00,1233248.00,444430.00,476415.00,680.00,6551.00,96647.00,38596.00,0.00,0.00,0.00,1275.00,24367.00,2896.00,23513.00,6000.00,0.00,122916.00,2380887.00,292418.00,79654.00,44530.00,11158.00,135807.00,21269.00,2086010.00,0.00,1367305.00,69383.00,1676.00,50499.00,458.00,147170.00,2968.00,9322.00,0.00,146775.00,87309.00,0.00,175643.00,2953.00,20249.00,4300.00,0.00,2459.00
1979:Q4,2458853.00,421697.00,365510.00,1317030.00,855779.00,135048.00,239448.00,86755.00,354616.00,2458853.00,2230308.00,1276664.00,454312.00,492016.00,654.00,6662.00,106421.00,41838.00,0.00,0.00,0.00,1505.00,24449.00,2781.00,29204.00,6644.00,0.00,122124.00,2458853.00,310092.00,86010.00,47101.00,11884.00,141522.00,23575.00,2145873.00,0.00,1399976.00,68405.00,1700.00,50490.00,650.00,153247.00,3139.00,9604.00,0.00,155896.00,94778.00,0.00,183380.00,2920.00,17458.00,4230.00,0.00,2888.00
1980:Q1,2508222.00,424362.00,376584.00,1357614.00,886093.00,137027.00,243912.00,90582.00,349662.00,2508222.00,2283836.00,1303716.00,463301.00,509472.00,633.00,6714.00,102005.00,44122.00,0.00,0.00,0.00,1785.00,24193.00,2742.00,21863.00,7300.00,0.00,122381.00,2508222.00,320719.00,89737.00,45853.00,11188.00,148340.00,25601.00,2184051.00,0.00,1411322.00,70271.00,1721.00,50200.00,774.00,159290.00,3191.00,10054.00,0.00,165304.00,99954.00,0.00,186265.00,2870.00,18735.00,4100.00,0.00,3452.00
1980:Q2,2538325.00,419907.00,389085.00,1383696.00,902289.00,138408.00,248864.00,94135.00,345637.00,2538325.00,2304921.00,1322387.00,449537.00,525617.00,601.00,6779.00,104517.00,42364.00,0.00,0.00,0.00,2180.00,24057.00,2681.00,25235.00,8000.00,0.00,128887.00,2538325.00,337854.00,95007.00,48835.00,10992.00,154907.00,28113.00,2194903.00,0.00,1408356.00,72572.00,1863.00,47700.00,821.00,164941.00,3263.00,10295.00,0.00,167538.00,104016.00,0.00,188098.00,2820.00,18620.00,4000.00,0.00,5568.00
1980:Q3,2606227.00,434438.00,400026.00,1421427.00,931530.00,140218.00,253808.00,95871.00,350336.00,2606227.00,2360619.00,1356695.00,455202.00,541012.00,572.00,7138.00,109872.00,44161.00,0.00,0.00,0.00,2345.00,24779.00,2629.00,27258.00,8700.00,0.00,135736.00,2606227.00,357491.00,102933.00,52123.00,11428.00,160134.00,30873.00,2243473.00,0.00,1433865.00,78844.00,2030.00,48000.00,865.00,168268.00,3471.00,10597.00,0.00,172483.00,109691.00,0.00,188717.00,2770.00,19972.00,3900.00,0.00,5263.00
1980:Q4,2707877.00,467025.00,424980.00,1457828.00,957912.00,142526.00,259903.00,97487.00,358044.00,2707877.00,2440448.00,1397127.00,480124.00,555061.00,550.00,7586.00,124407.00,48963.00,0.00,0.00,0.00,2720.00,25386.00,2590.00,35486.00,9262.00,0.00,143022.00,2707877.00,377547.00,109476.00,56795.00,12367.00,165552.00,33357.00,2325828.00,0.00,1478280.00,86153.00,2200.00,48700.00,994.00,172492.00,3564.00,10890.00,0.00,181612.00,113959.00,0.00,195824.00,2720.00,24737.00,3703.00,0.00,4502.00
1981:Q1,2730588.00,461006.00,430995.00,1484685.00,973129.00,143948.00,267511.00,100097.00,353902.00,2730588.00,2473670.00,1407659.00,484523.00,573155.00,520.00,7813.00,112623.00,49175.00,0.00,0.00,0.00,3395.00,24558.00,2561.00,26134.00,6800.00,0.00,144295.00,2730588.00,383982.00,104005.00,57251.00,13981.00,173191.00,35554.00,2338894.00,0.00,1481705.00,85961.00,2450.00,48900.00,1055.00,176128.00,3748.00,11166.00,0.00,185935.00,117260.00,0.00,197379.00,2700.00,21807.00,2700.00,0.00,7712.00
1981:Q2,2824955.00,485454.00,454325.00,1523566.00,996937.00,144952.00,278496.00,103181.00,361610.00,2824955.00,2550704.00,1442711.00,507179.00,591751.00,493.00,8570.00,124227.00,56095.00,0.00,0.00,0.00,3400.00,26538.00,2532.00,27809.00,7853.00,0.00,150024.00,2824955.00,403204.00,108699.00,60390.00,15781.00,180541.00,37793.00,2413674.00,0.00,1524113.00,86973.00,2730.00,50200.00,1147.00,179598.00,3871.00,11602.00,0.00,196881.00,120851.00,0.00,207682.00,2680.00,22179.00,3167.00,0.00,8077.00
1981:Q3,2903484.00,504937.00,471478.00,1555141.00,1014571.00,146039.00,288922.00,105609.00,371928.00,2903484.00,2615999.00,1471422.00,530186.00,605457.00,465.00,8469.00,133037.00,64347.00,0.00,0.00,0.00,4300.00,26932.00,2508.00,26150.00,8800.00,0.00,154448.00,2903484.00,417457.00,111927.00,62684.00,17948.00,185351.00,39547.00,2475251.00,0.00,1552082.00,94333.00,3070.00,51200.00,1249.00,183078.00,3878.00,12200.00,0.00,210825.00,124370.00,0.00,211588.00,2660.00,21068.00,3650.00,0.00,10776.00
1981:Q4,2976621.00,522273.00,496962.00,1579504.00,1030213.00,142377.00,299685.00,107229.00,377882.00,2976621.00,2675440.00,1500094.00,546304.00,619777.00,441.00,8824.00,143763.00,65194.00,0.00,0.00,0.00,4600.00,27295.00,2490.00,34379.00,9805.00,0.00,157418.00,2976621.00,437229.00,119766.00,66228.00,20364.00,189832.00,41039.00,2523992.00,0.00,1577373.00,97038.00,3500.00,50400.00,1341.00,186453.00,3913.00,12519.00,0.00,214135.00,128986.00,0.00,218578.00,2641.00,23023.00,4092.00,0.00,15400.00
1982:Q1,2966697.00,496978.00,495387.00,1600795.00,1041585.00,143640.00,306619.00,108951.00,373537.00,2966697.00,2701673.00,1502153.00,558635.00,631402.00,415.00,9068.00,136565.00,66162.00,0.00,0.00,0.00,5000.00,28593.00,2478.00,24932.00,9400.00,0.00,128459.00,2966697.00,441570.00,119980.00,64508.00,21893.00,193016.00,42173.00,2508474.00,0.00,1577403.00,70410.00,4047.00,49700.00,1406.00,188843.00,3913.00,12990.00,0.00,217693.00,137628.00,0.00,219011.00,2680.00,19250.00,3500.00,0.00,16653.00
1982:Q2,3036674.00,517454.00,512666.00,1625667.00,1055044.00,144694.00,315647.00,110282.00,380887.00,3036674.00,2762892.00,1524622.00,578244.00,650037.00,383.00,9606.00,143563.00,69398.00,0.00,0.00,0.00,5000.00,28602.00,2537.00,28978.00,9048.00,0.00,130219.00,3036674.00,456748.00,125915.00,65968.00,23247.00,198424.00,43194.00,2562659.00,0.00,1604239.00,70223.00,4738.00,50100.00,1448.00,191042.00,5386.00,13226.00,0.00,225798.00,146951.00,0.00,224761.00,2720.00,19099.00,2928.00,0.00,17267.00
1982:Q3,3075842.00,532242.00,521379.00,1635406.00,1055314.00,144215.00,324780.00,111097.00,386815.00,3075842.00,2797760.00,1532021.00,588616.00,667117.00,353.00,9653.00,144177.00,67642.00,0.00,0.00,0.00,5000.00,28513.00,2593.00,30829.00,9600.00,0.00,133905.00,3075842.00,461399.00,122082.00,66827.00,24252.00,203636.00,44602.00,2594345.00,0.00,1609374.00,73375.00,5435.00,51300.00,1501.00,192900.00,6361.00,13667.00,0.00,228761.00,160231.00,0.00,224882.00,2760.00,20798.00,3000.00,0.00,20098.00
1982:Q4,3136659.00,544511.00,534140.00,1661290.00,1070187.00,146112.00,333680.00,111311.00,396718.00,3136659.00,2848271.00,1563647.00,596856.00,677655.00,322.00,9791.00,151691.00,66001.00,0.00,0.00,0.00,5000.00,29886.00,2619.00,37888.00,10297.00,0.00,136697.00,3136659.00,480522.00,134201.00,69033.00,24961.00,206049.00,46278.00,2635993.00,0.00,1618829.00,73583.00,6000.00,51500.00,1600.00,194950.00,7770.00,13773.00,0.00,228975.00,178519.00,0.00,228850.00,2800.00,25791.00,3053.00,0.00,20144.00
1983:Q1,3154630.00,547058.00,523633.00,1692029.00,1087139.00,147020.00,346330.00,111540.00,391910.00,3154630.00,2873953.00,1552488.00,615358.00,695767.00,307.00,10033.00,141697.00,60467.00,0.00,0.00,0.00,5000.00,31095.00,2628.00,31707.00,10800.00,0.00,138980.00,3154630.00,475922.00,127671.00,67578.00,25509.00,207279.00,47885.00,2657209.00,0.00,1616430.00,75925.00,6454.00,51600.00,1749.00,196756.00,9056.00,13983.00,0.00,224972.00,196517.00,0.00,231654.00,2770.00,26743.00,2600.00,0.00,21499.00
1983:Q2,3236621.00,552280.00,540859.00,1739644.00,1116296.00,150761.00,360215.00,112372.00,403838.00,3236621.00,2949854.00,1598805.00,627543.00,712881.00,275.00,10350.00,146687.00,59980.00,0.00,0.00,0.00,5000.00,31471.00,2547.00,36396.00,11293.00,0.00,140080.00,3236621.00,487214.00,130213.00,69881.00,26274.00,211091.00,49755.00,2725968.00,0.00,1651087.00,73292.00,6818.00,54200.00,1954.00,198436.00,9709.00,14099.00,0.00,227116.00,213061.00,0.00,238458.00,2740.00,32758.00,2240.00,0.00,23439.00
1983:Q3,3322927.00,555731.00,550233.00,1796351.00,1153484.00,155784.00,373975.00,113108.00,420612.00,3322927.00,3037016.00,1653347.00,642848.00,729857.00,261.00,10703.00,145002.00,59807.00,0.00,0.00,0.00,5000.00,31576.00,2491.00,35228.00,10900.00,0.00,140909.00,3322927.00,494464.00,130445.00,71455.00,27574.00,213343.00,51647.00,2804478.00,0.00,1693826.00,77502.00,7147.00,57500.00,2160.00,201216.00,10569.00,14149.00,0.00,228043.00,231538.00,0.00,241887.00,2710.00,33781.00,2450.00,0.00,23985.00
