1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2006:Q4,20755070.00,1818538.00,2972932.00,13506884.00,10500804.00,712233.00,2185799.00,108048.00,2456716.00,20755070.00,18848264.00,13004531.00,2519087.00,3313430.00,0.00,11215.00,1755521.00,609928.00,18885.00,631.00,11942.00,0.00,129240.00,180406.00,749054.00,55435.00,0.00,151285.00,20755070.00,1520663.00,908142.00,108110.00,34638.00,294291.00,175482.00,19065627.00,0.00,6615928.00,432273.00,64842.00,511075.00,3454.00,436399.00,31940.00,15337.00,46321.00,1312102.00,3841119.00,3637803.00,1627259.00,136338.00,333812.00,5573.00,14052.00,168780.00
2007:Q1,21117650.00,1838380.00,3041306.00,13797697.00,10729932.00,729062.00,2229512.00,109191.00,2440267.00,21117650.00,19193838.00,13181709.00,2573419.00,3427283.00,0.00,11427.00,1792197.00,594367.00,16249.00,625.00,13183.00,0.00,138132.00,183043.00,791649.00,54949.00,0.00,131615.00,21117650.00,1571634.00,951116.00,103179.00,36499.00,299026.00,181814.00,19372606.00,0.00,6616727.00,455546.00,63742.00,511629.00,3558.00,442568.00,32495.00,16414.00,57148.00,1301679.00,3956458.00,3791217.00,1630728.00,148698.00,324015.00,3913.00,16071.00,173410.00
2007:Q2,21745872.00,1906038.00,3258400.00,14104241.00,10941150.00,746256.00,2306489.00,110346.00,2477193.00,21745872.00,19699315.00,13467621.00,2677339.00,3542752.00,0.00,11603.00,1904452.00,606093.00,18897.00,627.00,16335.00,0.00,153453.00,184782.00,856136.00,68129.00,0.00,142105.00,21745872.00,1637504.00,1013518.00,99982.00,38359.00,299624.00,186021.00,19914656.00,0.00,6760779.00,474498.00,63764.00,523135.00,4056.00,452705.00,33049.00,17517.00,68660.00,1327671.00,4077824.00,3936043.00,1630477.00,139491.00,382636.00,4133.00,18218.00,193712.00
2007:Q3,22502758.00,2048692.00,3493855.00,14404391.00,11132571.00,768265.00,2392041.00,111514.00,2555820.00,22502758.00,20234596.00,13709158.00,2856249.00,3657432.00,0.00,11756.00,2116757.00,769638.00,28373.00,1379.00,22364.00,0.00,176736.00,185396.00,861103.00,71768.00,0.00,151405.00,22502758.00,1644745.00,1015907.00,96435.00,40220.00,301717.00,190466.00,20610066.00,0.00,6955528.00,530632.00,65400.00,535896.00,4299.00,461138.00,33603.00,17417.00,75769.00,1521573.00,4252616.00,3999207.00,1653428.00,132127.00,347317.00,4572.00,19544.00,247947.00
2007:Q4,23111314.00,2146994.00,3750363.00,14604077.00,11240363.00,798895.00,2452137.00,112682.00,2609880.00,23111314.00,20666954.00,13901211.00,2978738.00,3775124.00,0.00,11881.00,2286440.00,807810.00,32300.00,1366.00,25666.00,0.00,182006.00,189885.00,969466.00,77941.00,0.00,157920.00,23111314.00,1756040.00,1127847.00,91201.00,42081.00,301073.00,193838.00,21084196.00,0.00,7131419.00,559881.00,62174.00,544090.00,4770.00,471995.00,34157.00,17310.00,82389.00,1585721.00,4464418.00,3946592.00,1650719.00,123134.00,378373.00,6276.00,20778.00,271078.00
2008:Q1,23597143.00,2273294.00,3971628.00,14749756.00,11320544.00,814951.00,2496113.00,118148.00,2602465.00,23597143.00,20940445.00,14023962.00,3045391.00,3859101.00,0.00,11991.00,2486164.00,837369.00,28500.00,1395.00,28571.00,0.00,183388.00,196028.00,1136773.00,74140.00,0.00,170534.00,23597143.00,1888006.00,1258453.00,86013.00,41337.00,306714.00,195489.00,21459466.00,39743.00,7246051.00,577390.00,62889.00,546279.00,4865.00,481598.00,32154.00,17227.00,85568.00,1637997.00,4602238.00,3893284.00,1673749.00,108948.00,418956.00,5881.00,24649.00,249671.00
2008:Q2,23624793.00,2282234.00,3924503.00,14797231.00,11304403.00,831413.00,2537801.00,123614.00,2620825.00,23624793.00,20978102.00,13932423.00,3086833.00,3946651.00,0.00,12195.00,2479801.00,839710.00,35400.00,1500.00,29868.00,0.00,197585.00,190709.00,1062791.00,93410.00,28828.00,166890.00,23624793.00,1875656.00,1244909.00,84602.00,40596.00,311865.00,193684.00,21509669.00,30283.00,7266343.00,572126.00,62614.00,560746.00,5011.00,491192.00,30153.00,17114.00,88165.00,1667181.00,4760244.00,3814382.00,1660050.00,103469.00,345739.00,7045.00,27812.00,239468.00
2008:Q3,24215005.00,2634950.00,4158392.00,14777544.00,11256917.00,842719.00,2548767.00,129141.00,2644119.00,24215005.00,21196681.00,14058352.00,3107528.00,4018331.00,0.00,12470.00,2846217.00,919236.00,43500.00,2201.00,38490.00,0.00,180873.00,195091.00,1275885.00,100870.00,90071.00,172107.00,24215005.00,1886152.00,1251056.00,82233.00,39853.00,323925.00,189085.00,22099997.00,289805.00,7315845.00,595459.00,62749.00,574997.00,4660.00,503945.00,28151.00,15768.00,94356.00,1754360.00,4892653.00,3725805.00,1643435.00,98163.00,458136.00,6359.00,35351.00,228856.00
2008:Q4,23719657.00,2834204.00,3528878.00,14712391.00,11153791.00,852354.00,2571546.00,134700.00,2644184.00,23719657.00,20917741.00,13749709.00,3061324.00,4093992.00,0.00,12716.00,2630670.00,807837.00,40600.00,2736.00,49291.00,0.00,174924.00,196349.00,822724.00,91282.00,444927.00,171246.00,23719657.00,1615494.00,967914.00,80986.00,39109.00,340107.00,187378.00,21877747.00,490411.00,7294591.00,621756.00,62299.00,580486.00,4954.00,508518.00,26148.00,14489.00,94792.00,1686039.00,4961428.00,3606510.00,1584181.00,76261.00,220759.00,8241.00,35884.00,226416.00
2009:Q1,23148216.00,2625654.00,3242323.00,14701609.00,11141881.00,855739.00,2566503.00,137486.00,2578630.00,23148216.00,20567584.00,13565665.00,2910252.00,4078801.00,0.00,12866.00,2412773.00,710756.00,30300.00,2233.00,49647.00,0.00,168365.00,199496.00,722519.00,165695.00,363762.00,167859.00,23148216.00,1561139.00,893793.00,76815.00,38808.00,367453.00,184270.00,21398317.00,388763.00,7183290.00,592569.00,62375.00,580878.00,4992.00,499089.00,25536.00,13236.00,95377.00,1598910.00,5041969.00,3495706.00,1528147.00,54747.00,184521.00,16681.00,31531.00,188760.00
2009:Q2,22747515.00,2389780.00,3169923.00,14638548.00,11087184.00,861358.00,2549702.00,140304.00,2549264.00,22747515.00,20389078.00,13528672.00,2798783.00,4048563.00,0.00,13060.00,2197431.00,642150.00,28500.00,2275.00,47622.00,0.00,178834.00,198184.00,714865.00,161149.00,223852.00,161006.00,22747515.00,1606047.00,900768.00,75411.00,38506.00,404327.00,187035.00,20948110.00,253934.00,7049150.00,553043.00,61335.00,585919.00,5032.00,491433.00,24924.00,11964.00,95826.00,1513990.00,5170747.00,3360874.00,1479580.00,52722.00,193545.00,15911.00,28181.00,193358.00
2009:Q3,22407402.00,2189141.00,3123957.00,14535194.00,11003478.00,864363.00,2524201.00,143152.00,2559110.00,22407402.00,20198589.00,13521344.00,2647811.00,4016193.00,0.00,13241.00,2049719.00,583462.00,28300.00,1956.00,44951.00,0.00,161685.00,195470.00,732662.00,159949.00,141284.00,159094.00,22407402.00,1693815.00,925160.00,73729.00,38204.00,464785.00,191937.00,20531468.00,183920.00,6832063.00,510205.00,62558.00,589755.00,4790.00,484466.00,24312.00,11919.00,96179.00,1447247.00,5297548.00,3243348.00,1437129.00,48062.00,216220.00,16194.00,25553.00,182119.00
2009:Q4,22060726.00,2067896.00,3000308.00,14437132.00,10939249.00,859898.00,2491985.00,146000.00,2555390.00,22060726.00,19952816.00,13500209.00,2453690.00,3985381.00,0.00,13536.00,1951050.00,541743.00,26500.00,2186.00,45471.00,0.00,144501.00,195439.00,733731.00,164191.00,97288.00,156860.00,22060726.00,1743448.00,921975.00,73141.00,37902.00,516368.00,194062.00,20134818.00,142832.00,6703312.00,484961.00,61671.00,587448.00,4446.00,467050.00,23701.00,11876.00,75399.00,1403612.00,5376709.00,3085269.00,1359923.00,45988.00,263091.00,14605.00,22925.00,182460.00
2010:Q1,21733703.00,2063204.00,2903217.00,14273736.00,10802158.00,854582.00,2468999.00,147997.00,2493546.00,21733703.00,19702862.00,13369041.00,2347714.00,3972430.00,0.00,13676.00,1871769.00,485764.00,25400.00,522.00,45006.00,0.00,125990.00,192491.00,732915.00,168816.00,94865.00,159072.00,21733703.00,1762629.00,920462.00,74494.00,38945.00,533745.00,194983.00,19785504.00,137426.00,6964036.00,484293.00,59973.00,579398.00,4267.00,461419.00,24395.00,11825.00,73685.00,5738915.00,987799.00,2451047.00,1468900.00,51485.00,248514.00,17108.00,21019.00,185570.00
2010:Q2,21529040.00,2030469.00,2863113.00,14156599.00,10732271.00,851848.00,2422463.00,150017.00,2478859.00,21529040.00,19541474.00,13322265.00,2240182.00,3965255.00,0.00,13771.00,1823860.00,452050.00,25000.00,1221.00,43774.00,0.00,120589.00,189584.00,734444.00,164376.00,92822.00,163706.00,21529040.00,1778914.00,918263.00,73658.00,39986.00,551807.00,195200.00,19573524.00,127451.00,6889074.00,464349.00,52220.00,580966.00,4248.00,457967.00,25089.00,11787.00,74339.00,5683551.00,1054075.00,2363509.00,1432452.00,46022.00,267137.00,18509.00,20779.00,176602.00
2010:Q3,21406201.00,2013409.00,2845635.00,14042940.00,10653433.00,854725.00,2382724.00,152058.00,2504217.00,21406201.00,19457127.00,13288857.00,2192228.00,3962144.00,0.00,13898.00,1777819.00,409182.00,25200.00,1268.00,43540.00,0.00,95524.00,193829.00,748719.00,175934.00,84623.00,171255.00,21406201.00,1847952.00,923232.00,73048.00,41027.00,610146.00,200499.00,19395176.00,105998.00,6841764.00,463364.00,51945.00,582535.00,4229.00,458946.00,25783.00,11694.00,75878.00,5597407.00,1103513.00,2284365.00,1421271.00,44798.00,282348.00,18564.00,20774.00,163073.00
2010:Q4,21283065.00,2039433.00,2765674.00,13830755.00,10452823.00,857828.00,2366004.00,154100.00,2647203.00,21283065.00,19315095.00,13251490.00,2098340.00,3950862.00,0.00,14403.00,1786343.00,392788.00,26105.00,773.00,43415.00,0.00,92443.00,194495.00,763493.00,190299.00,82532.00,181627.00,21283065.00,1891795.00,922798.00,72769.00,42070.00,649316.00,204842.00,19228998.00,98057.00,6829914.00,474282.00,51872.00,580339.00,4139.00,458217.00,26476.00,11570.00,74567.00,5572242.00,1146814.00,2168769.00,1321259.00,44567.00,325580.00,18895.00,21439.00,162272.00
2011:Q1,21183272.00,2035167.00,2777298.00,13741611.00,10388935.00,854530.00,2340816.00,157330.00,2629196.00,21183272.00,19229572.00,13198406.00,2084074.00,3932583.00,0.00,14509.00,1754882.00,363977.00,23693.00,776.00,44236.00,0.00,94329.00,198153.00,770359.00,200121.00,59238.00,198818.00,21183272.00,1946375.00,927417.00,72018.00,40618.00,702245.00,204077.00,19069805.00,69120.00,6683273.00,488417.00,50873.00,573213.00,4090.00,457979.00,25323.00,11421.00,86743.00,5577395.00,1194287.00,2083878.00,1300414.00,56577.00,361645.00,26883.00,18274.00,167092.00
2011:Q2,21213851.00,2077015.00,2837016.00,13645542.00,10322315.00,853490.00,2309141.00,160596.00,2654278.00,21213851.00,19161512.00,13113494.00,2118291.00,3915030.00,0.00,14697.00,1845605.00,346134.00,22815.00,865.00,44280.00,0.00,90456.00,203480.00,826966.00,258423.00,52186.00,206734.00,21213851.00,2006831.00,973174.00,72568.00,39167.00,717889.00,204033.00,19021947.00,55264.00,6696464.00,508907.00,49870.00,577788.00,4346.00,465119.00,24170.00,11247.00,99736.00,5518634.00,1243237.00,2031123.00,1273344.00,58680.00,360834.00,24222.00,18962.00,185073.00
2011:Q3,21194111.00,2149317.00,2777199.00,13563727.00,10264748.00,854764.00,2280317.00,163898.00,2703868.00,21194111.00,19108362.00,13039747.00,2156223.00,3897432.00,0.00,14960.00,1865573.00,328550.00,23746.00,930.00,44600.00,0.00,99362.00,209847.00,853232.00,264446.00,40860.00,220176.00,21194111.00,2059094.00,981985.00,73311.00,37715.00,761921.00,204162.00,18938114.00,42335.00,6754693.00,531397.00,49997.00,582024.00,4591.00,475126.00,23017.00,11143.00,95269.00,5444436.00,1284499.00,1970943.00,1264487.00,56614.00,306302.00,24830.00,16411.00,196903.00
2011:Q4,21207306.00,2216989.00,2732118.00,13499932.00,10207140.00,857654.00,2267938.00,167200.00,2758267.00,21207306.00,19182243.00,13050049.00,2230313.00,3886609.00,0.00,15272.00,1798860.00,332087.00,24154.00,878.00,44912.00,0.00,103335.00,212550.00,795358.00,254267.00,31319.00,226203.00,21207306.00,2019391.00,917471.00,74487.00,36264.00,788356.00,202813.00,18991786.00,30490.00,6867428.00,533377.00,50511.00,587002.00,4931.00,481087.00,21864.00,10990.00,93479.00,5411077.00,1311884.00,1921519.00,1274551.00,56075.00,293205.00,22895.00,19421.00,196129.00
2012:Q1,21128954.00,2235624.00,2724436.00,13421351.00,10142907.00,860561.00,2249191.00,168692.00,2747543.00,21128954.00,19145297.00,13028197.00,2176063.00,3925634.00,0.00,15403.00,1745087.00,309080.00,22884.00,1280.00,46123.00,0.00,98847.00,209981.00,801027.00,234471.00,21394.00,238570.00,21128954.00,2050542.00,910644.00,72980.00,35661.00,829570.00,201687.00,18906792.00,18962.00,6826195.00,531647.00,50130.00,586938.00,5175.00,483290.00,22163.00,10829.00,94198.00,5390056.00,1336809.00,1868184.00,1262038.00,55535.00,298338.00,53132.00,13173.00,171620.00
2012:Q2,21173828.00,2288293.00,2741386.00,13347252.00,10079988.00,867097.00,2229983.00,170184.00,2796897.00,21173828.00,19197755.00,13050095.00,2160973.00,3971020.00,0.00,15667.00,1721457.00,328020.00,23720.00,1348.00,49535.00,0.00,105195.00,211312.00,817697.00,175691.00,8939.00,254616.00,21173828.00,2091219.00,921146.00,72941.00,35057.00,859403.00,202672.00,18916585.00,4526.00,6924936.00,521598.00,49681.00,597656.00,5385.00,488206.00,22461.00,10698.00,99223.00,5361475.00,1383839.00,1802383.00,1243223.00,58329.00,277304.00,53246.00,12416.00,166024.00
2012:Q3,21284571.00,2319382.00,2811507.00,13296937.00,10029745.00,875746.00,2219754.00,171692.00,2856745.00,21284571.00,19234253.00,13023953.00,2181189.00,4013551.00,0.00,15560.00,1788750.00,321386.00,24380.00,1275.00,49443.00,0.00,117564.00,212818.00,825929.00,229829.00,6126.00,261568.00,21284571.00,2136051.00,921733.00,73007.00,34453.00,901628.00,205230.00,18990861.00,1467.00,6970047.00,517085.00,49617.00,607800.00,5513.00,492369.00,22761.00,10364.00,100623.00,5332083.00,1414356.00,1743775.00,1242171.00,60046.00,301052.00,107846.00,11886.00,157659.00
2012:Q4,21465388.00,2393848.00,2880014.00,13271172.00,9977130.00,888557.00,2232285.00,173200.00,2920354.00,21465388.00,19416072.00,13116372.00,2226674.00,4057342.00,0.00,15684.00,1781439.00,336714.00,25074.00,1254.00,48151.00,0.00,120667.00,221622.00,828163.00,196787.00,3007.00,267877.00,21465388.00,2152329.00,918772.00,73578.00,33851.00,919907.00,206221.00,19169157.00,556.00,7089463.00,520475.00,52966.00,615100.00,5626.00,494829.00,23060.00,10010.00,105692.00,5329178.00,1442727.00,1707235.00,1246241.00,64456.00,343313.00,105327.00,12903.00,143902.00
2013:Q1,21409170.00,2401886.00,2863775.00,13222284.00,9922637.00,893263.00,2230225.00,176159.00,2921225.00,21409170.00,19361542.00,13065723.00,2204520.00,4075289.00,0.00,16009.00,1771661.00,332115.00,22217.00,1392.00,49123.00,0.00,120831.00,221061.00,821604.00,200856.00,2462.00,275967.00,21409170.00,2179900.00,903891.00,67640.00,34101.00,967090.00,207178.00,19087786.00,382.00,7023709.00,527364.00,52456.00,616500.00,5839.00,494193.00,22885.00,9633.00,113397.00,5323844.00,1468060.00,1665894.00,1236623.00,63055.00,345034.00,105980.00,12938.00,141484.00
2013:Q2,21645177.00,2464005.00,2994064.00,13222590.00,9887957.00,900850.00,2254632.00,179151.00,2964518.00,21645177.00,19468649.00,13082075.00,2266895.00,4103713.00,0.00,15965.00,1893403.00,372552.00,23453.00,1496.00,50330.00,0.00,129876.00,238137.00,869984.00,205223.00,2352.00,283125.00,21645177.00,2244205.00,952391.00,68416.00,34350.00,984493.00,204555.00,19248690.00,258.00,7092760.00,530597.00,52686.00,630200.00,6553.00,500365.00,22711.00,9242.00,130867.00,5377060.00,1502437.00,1477481.00,1240564.00,207541.00,344798.00,110730.00,11840.00,152282.00
2013:Q3,21794791.00,2503331.00,3001521.00,13254408.00,9900220.00,910929.00,2261084.00,182175.00,3035531.00,21794791.00,19629057.00,13203985.00,2278291.00,4130702.00,0.00,16078.00,1871458.00,377092.00,26569.00,1550.00,49441.00,0.00,129096.00,232567.00,870034.00,182757.00,2352.00,294276.00,21794791.00,2282223.00,947149.00,69269.00,34599.00,1026891.00,204315.00,19373626.00,101.00,7130037.00,545390.00,51061.00,647100.00,7004.00,509404.00,22536.00,9359.00,137878.00,5419343.00,1544992.00,1431857.00,1241224.00,207913.00,357528.00,100511.00,10388.00,138942.00
2013:Q4,22047208.00,2590338.00,3088461.00,13272210.00,9882498.00,923437.00,2281075.00,185200.00,3096199.00,22047208.00,19767585.00,13274143.00,2315145.00,4162071.00,0.00,16226.00,1971294.00,410057.00,26990.00,2073.00,50111.00,0.00,130986.00,241122.00,897052.00,210551.00,2352.00,308329.00,22047208.00,2324395.00,970677.00,70527.00,34848.00,1044345.00,203998.00,19583123.00,97.00,7241437.00,566169.00,51773.00,660100.00,7932.00,517119.00,22362.00,9462.00,145070.00,5465301.00,1573512.00,1394637.00,1237490.00,214736.00,389631.00,75695.00,10600.00,139690.00
2014:Q1,22160430.00,2647035.00,3139572.00,13270851.00,9855045.00,933972.00,2293724.00,188110.00,3102972.00,22160430.00,19826639.00,13267323.00,2361305.00,4181734.00,0.00,16277.00,2011597.00,394717.00,27407.00,2244.00,50498.00,0.00,127455.00,245789.00,952511.00,208624.00,2352.00,322194.00,22160430.00,2427042.00,1026883.00,71139.00,35040.00,1087635.00,206345.00,19582146.00,82.00,7265782.00,584226.00,51168.00,667400.00,8250.00,521370.00,22777.00,9565.00,160144.00,5437909.00,1589754.00,1349696.00,1221996.00,237281.00,370361.00,73032.00,11353.00,151242.00
2014:Q2,22454572.00,2739920.00,3236002.00,13308064.00,9852891.00,947211.00,2316910.00,191052.00,3170586.00,22454572.00,20076948.00,13433526.00,2386185.00,4240829.00,0.00,16408.00,2040146.00,442177.00,29958.00,2071.00,51081.00,0.00,125207.00,247064.00,954076.00,186160.00,2352.00,337478.00,22454572.00,2444736.00,1021423.00,73134.00,35528.00,1104393.00,210258.00,19851704.00,49.00,7435083.00,595269.00,49878.00,689500.00,8776.00,527599.00,23192.00,9647.00,156488.00,5468084.00,1603922.00,1325184.00,1222685.00,237041.00,425112.00,64121.00,10074.00,158132.00
2014:Q3,22733476.00,2785745.00,3328906.00,13369398.00,9867909.00,963435.00,2344028.00,194026.00,3249427.00,22733476.00,20310594.00,13560901.00,2447744.00,4285461.00,0.00,16487.00,2092924.00,446688.00,33143.00,2139.00,51402.00,0.00,132400.00,254495.00,982417.00,187888.00,2352.00,329958.00,22733476.00,2511972.00,1045990.00,75174.00,35880.00,1146386.00,208542.00,20035566.00,14.00,7510381.00,604839.00,48337.00,711600.00,9345.00,536337.00,23607.00,9842.00,158930.00,5493932.00,1627514.00,1317047.00,1226499.00,241139.00,442047.00,63840.00,10316.00,185938.00
2014:Q4,22994360.00,2910218.00,3323339.00,13442812.00,9880553.00,987040.00,2378219.00,197000.00,3317991.00,22994360.00,20526737.00,13650995.00,2493069.00,4366078.00,0.00,16595.00,2128381.00,468231.00,35397.00,2176.00,51928.00,0.00,141227.00,270355.00,962486.00,194229.00,2352.00,339242.00,22994360.00,2505295.00,1023972.00,76318.00,36494.00,1158802.00,209709.00,20318427.00,0.00,7670042.00,640856.00,47443.00,728900.00,9947.00,546647.00,24022.00,10030.00,154518.00,5542266.00,1648504.00,1299190.00,1243717.00,247269.00,428159.00,64821.00,12096.00,170638.00
2015:Q1,23071451.00,2988052.00,3297702.00,13462868.00,9852644.00,1008384.00,2401758.00,200082.00,3322829.00,23071451.00,20612152.00,13635246.00,2537292.00,4422919.00,0.00,16695.00,2109781.00,436039.00,34903.00,2233.00,54076.00,0.00,144279.00,279744.00,964402.00,191753.00,2352.00,349518.00,23071451.00,2553318.00,1025714.00,76348.00,37062.00,1200727.00,213467.00,20340168.00,0.00,7722725.00,668489.00,43416.00,739400.00,10420.00,552489.00,22664.00,10214.00,160401.00,5509626.00,1646186.00,1297848.00,1234662.00,240705.00,406960.00,62334.00,11629.00,177965.00
2015:Q2,23373577.00,3073603.00,3330007.00,13572151.00,9897001.00,1032168.00,2439783.00,203199.00,3397816.00,23373577.00,20865455.00,13778687.00,2566118.00,4503927.00,0.00,16723.00,2148288.00,478125.00,39923.00,2127.00,56223.00,0.00,151706.00,291230.00,938992.00,187610.00,2352.00,359834.00,23373577.00,2544701.00,997550.00,79163.00,37735.00,1216216.00,214037.00,20640110.00,0.00,7889842.00,685357.00,42567.00,763500.00,10927.00,560731.00,22002.00,10408.00,154373.00,5580896.00,1677244.00,1285362.00,1232348.00,241703.00,415599.00,55101.00,12150.00,188766.00
2015:Q3,23492434.00,3099568.00,3230601.00,13680914.00,9948287.00,1053743.00,2472536.00,206349.00,3481351.00,23492434.00,20993878.00,13860919.00,2526264.00,4590040.00,0.00,16656.00,2139433.00,460227.00,44872.00,2093.00,57285.00,0.00,153232.00,305668.00,934861.00,178843.00,2352.00,359123.00,23492434.00,2580282.00,995088.00,80632.00,38457.00,1248328.00,217777.00,20716993.00,0.00,7990760.00,696762.00,41927.00,787500.00,11493.00,570559.00,21589.00,9926.00,141640.00,5611390.00,1729458.00,1241598.00,1239934.00,230382.00,341256.00,37675.00,13144.00,195159.00
2015:Q4,23765118.00,3205790.00,3239635.00,13783965.00,9974421.00,1089338.00,2510706.00,209500.00,3535728.00,23765118.00,21271499.00,13998847.00,2558596.00,4697190.00,0.00,16866.00,2131008.00,498651.00,44650.00,2306.00,58167.00,0.00,156548.00,299602.00,913177.00,155555.00,2352.00,362611.00,23765118.00,2575871.00,970266.00,80381.00,39346.00,1264375.00,221503.00,20995368.00,0.00,8189943.00,718973.00,41676.00,804900.00,12340.00,586161.00,21268.00,9598.00,138894.00,5666299.00,1775452.00,1210903.00,1226298.00,217721.00,338055.00,23958.00,12929.00,193879.00
2016:Q1,23944130.00,3283986.00,3272166.00,13848611.00,9994786.00,1107050.00,2536257.00,210519.00,3539367.00,23944130.00,21424840.00,14012095.00,2627309.00,4768378.00,0.00,17058.00,2154159.00,484531.00,42918.00,2240.00,60661.00,0.00,155707.00,293073.00,952334.00,160343.00,2352.00,365131.00,23944130.00,2657791.00,1008553.00,79731.00,40019.00,1306793.00,222695.00,21084589.00,0.00,8275231.00,735060.00,41213.00,809200.00,13350.00,595193.00,20987.00,8316.00,144408.00,5659102.00,1803851.00,1191280.00,1196490.00,228261.00,322164.00,23208.00,17275.00,201750.00
2016:Q2,24245975.00,3341239.00,3325644.00,13973814.00,10054738.00,1136620.00,2570917.00,211539.00,3605278.00,24245975.00,21655281.00,14174706.00,2620684.00,4842774.00,0.00,17117.00,2225283.00,548999.00,44463.00,3477.00,65256.00,0.00,155949.00,284982.00,964417.00,155388.00,2352.00,365411.00,24245975.00,2674042.00,1007620.00,81161.00,40695.00,1319520.00,225046.00,21383201.00,0.00,8456206.00,753121.00,40550.00,831800.00,13780.00,603542.00,20713.00,8160.00,139536.00,5735065.00,1843974.00,1152294.00,1189499.00,226338.00,327134.00,22007.00,19482.00,188732.00
