1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1986:Q2,19788.00,2276.00,3752.00,-14076.00,16936.00,9452.00,2196.00,-748.00,27461.00,7621.00,9028.00,324.00,1104.00,4368.00,880.00,4136.00,-7673.00
1986:Q3,73964.00,1500.00,40580.00,-4208.00,22580.00,9616.00,-868.00,4764.00,75113.00,54921.00,8244.00,-1392.00,3432.00,5824.00,880.00,3204.00,-1149.00
1986:Q4,70200.00,2432.00,32372.00,7276.00,11564.00,9636.00,2220.00,4700.00,51893.00,38097.00,5832.00,-4720.00,7320.00,4228.00,880.00,256.00,18307.00
1987:Q1,107720.00,11292.00,49844.00,16536.00,7788.00,9856.00,4620.00,7784.00,120492.00,91232.00,2764.00,19380.00,2364.00,4140.00,1504.00,-892.00,-12772.00
1987:Q2,13008.00,2480.00,5068.00,-7788.00,1768.00,9972.00,-1452.00,2960.00,16676.00,11396.00,-956.00,3260.00,920.00,2980.00,1680.00,-2604.00,-3668.00
1987:Q3,82852.00,416.00,55496.00,2492.00,8680.00,10184.00,1872.00,3712.00,73640.00,56256.00,-428.00,6848.00,3708.00,3060.00,1872.00,2324.00,9212.00
1987:Q4,82340.00,4544.00,67064.00,8996.00,11672.00,10344.00,-8256.00,-12024.00,119220.00,96556.00,4340.00,2424.00,8076.00,4176.00,2080.00,1568.00,-36880.00
1988:Q1,138672.00,2436.00,85184.00,17744.00,11272.00,10456.00,5888.00,5692.00,153520.00,134872.00,9056.00,536.00,2640.00,5944.00,1532.00,-1060.00,-14848.00
1988:Q2,45012.00,2436.00,41500.00,-12368.00,4480.00,10768.00,4452.00,-6256.00,83868.00,59152.00,13692.00,-2268.00,3484.00,7724.00,1648.00,436.00,-38856.00
1988:Q3,11724.00,2432.00,-9812.00,-2748.00,1536.00,10884.00,-1604.00,11036.00,27784.00,2488.00,14360.00,-3432.00,1160.00,7712.00,1768.00,3728.00,-16060.00
1988:Q4,147280.00,2436.00,99648.00,25568.00,14576.00,11120.00,-1856.00,-4212.00,207156.00,165768.00,11060.00,5460.00,11812.00,5856.00,1904.00,5296.00,-59876.00
1989:Q1,161996.00,14580.00,106315.00,7858.00,11772.00,11388.00,-340.00,10424.00,140170.00,117654.00,8680.00,1692.00,2924.00,4116.00,1200.00,3904.00,21826.00
1989:Q2,35734.00,17448.00,1718.00,-4516.00,6872.00,11716.00,276.00,2220.00,38538.00,17201.00,7216.00,4053.00,3844.00,2728.00,1200.00,2296.00,-2803.00
1989:Q3,8066.00,17608.00,-29254.00,4320.00,1984.00,11868.00,-1264.00,2804.00,-5588.00,-15006.00,6052.00,2067.00,1668.00,2120.00,1200.00,-3688.00,13653.00
1989:Q4,41688.00,15056.00,7501.00,2509.00,13849.00,12220.00,-844.00,-8604.00,78416.00,48455.00,5196.00,4964.00,5504.00,2300.00,4100.00,7896.00,-36728.00
1990:Q1,79561.00,11840.00,82249.00,8164.00,-9612.00,12636.00,-7640.00,-18076.00,22396.00,5423.00,4240.00,3977.00,-1788.00,2236.00,6592.00,1716.00,57164.00
1990:Q2,20656.00,12040.00,3739.00,-5854.00,-2432.00,12652.00,-916.00,1428.00,61454.00,38914.00,3204.00,4792.00,2952.00,1928.00,7836.00,1828.00,-40798.00
1990:Q3,89602.00,9444.00,78901.00,-9179.00,-5444.00,12900.00,-584.00,3564.00,108320.00,76404.00,2216.00,-3404.00,5768.00,1808.00,9316.00,16212.00,-18717.00
1990:Q4,-12159.00,4052.00,-51629.00,6661.00,-5699.00,13444.00,1532.00,19480.00,6278.00,-3996.00,1288.00,-12306.00,2864.00,1876.00,11076.00,5476.00,-18437.00
1991:Q1,-9282.00,9412.00,-30525.00,6858.00,-12259.00,13436.00,-1316.00,5112.00,-122940.00,-110748.00,-404.00,-7249.00,-6120.00,1984.00,3748.00,-4152.00,113658.00
1991:Q2,37293.00,9416.00,29267.00,-15231.00,-4031.00,13520.00,2780.00,1572.00,20632.00,15658.00,-864.00,-1634.00,4160.00,2224.00,3952.00,-2864.00,16661.00
1991:Q3,75031.00,9412.00,60923.00,-6656.00,52.00,13768.00,-1068.00,-1400.00,31058.00,26210.00,-4320.00,-1756.00,4280.00,1984.00,4164.00,496.00,43973.00
1991:Q4,65738.00,9416.00,32575.00,10945.00,-5858.00,13992.00,2332.00,2336.00,51386.00,45688.00,1216.00,-7893.00,7280.00,1264.00,4388.00,-556.00,14352.00
1992:Q1,54323.00,5868.00,29978.00,14641.00,-5543.00,14284.00,-3132.00,-1772.00,22665.00,15776.00,4736.00,-48.00,-2820.00,432.00,3504.00,1084.00,31659.00
1992:Q2,83067.00,5876.00,68802.00,-8092.00,356.00,14324.00,1720.00,80.00,86885.00,77481.00,8212.00,-7452.00,5636.00,-500.00,-332.00,3840.00,-3819.00
1992:Q3,54684.00,5868.00,32866.00,1032.00,-3845.00,14348.00,488.00,3928.00,10010.00,4608.00,10828.00,-12310.00,3208.00,-528.00,3396.00,808.00,44674.00
1992:Q4,43426.00,5872.00,1786.00,17671.00,-2172.00,14428.00,3340.00,2500.00,28344.00,12384.00,4576.00,-6899.00,6416.00,348.00,10572.00,948.00,15081.00
1993:Q1,105526.00,5992.00,55477.00,15257.00,3155.00,14644.00,2848.00,8152.00,142050.00,135901.00,9840.00,-4151.00,-972.00,1148.00,940.00,-656.00,-36524.00
1993:Q2,24620.00,5988.00,7232.00,-12651.00,2539.00,14980.00,7320.00,-788.00,44671.00,40990.00,3076.00,-4372.00,2720.00,1852.00,2168.00,-1764.00,-20050.00
1993:Q3,43320.00,5992.00,23628.00,-5667.00,5851.00,15088.00,2024.00,-3596.00,43890.00,35592.00,2140.00,702.00,3512.00,2004.00,-5308.00,5248.00,-570.00
1993:Q4,96377.00,5988.00,59811.00,8984.00,258.00,15280.00,-1472.00,7528.00,17625.00,-9771.00,4620.00,-1732.00,9144.00,1608.00,12528.00,1228.00,78752.00
1994:Q1,105191.00,5168.00,56239.00,17227.00,1085.00,15460.00,8748.00,1264.00,112339.00,97274.00,15916.00,-7079.00,-1144.00,2240.00,2392.00,2740.00,-7147.00
1994:Q2,106593.00,5216.00,94650.00,-10373.00,268.00,15768.00,-9068.00,10132.00,111968.00,90221.00,15356.00,-1001.00,7220.00,2236.00,-4204.00,2140.00,-5375.00
1994:Q3,68462.00,5264.00,48950.00,2285.00,-3381.00,16268.00,1072.00,-1996.00,56554.00,20576.00,18532.00,-666.00,4472.00,2240.00,13252.00,-1852.00,11908.00
1994:Q4,149590.00,5020.00,109793.00,20529.00,1148.00,16520.00,-4432.00,1012.00,121092.00,79661.00,15368.00,-6369.00,11220.00,2236.00,15812.00,3164.00,28498.00
1995:Q1,110947.00,7052.00,68186.00,26932.00,-8491.00,16844.00,-512.00,936.00,77851.00,46657.00,23200.00,-2370.00,88.00,4368.00,11928.00,-6020.00,33096.00
1995:Q2,82073.00,7244.00,54656.00,-5886.00,-6837.00,17240.00,1236.00,14420.00,33639.00,2941.00,10464.00,-2874.00,5184.00,4368.00,12224.00,1332.00,48434.00
1995:Q3,133336.00,7436.00,105886.00,7871.00,-3209.00,17292.00,2668.00,-4608.00,178164.00,147326.00,16828.00,-3914.00,8292.00,4364.00,4304.00,964.00,-44828.00
1995:Q4,144765.00,9708.00,95975.00,26136.00,686.00,17472.00,1056.00,-6268.00,184850.00,114932.00,10692.00,2795.00,10700.00,4368.00,34652.00,6712.00,-40085.00
1996:Q1,99962.00,8024.00,37888.00,42479.00,-458.00,17608.00,5408.00,-10988.00,122558.00,85444.00,24324.00,-1931.00,272.00,4368.00,7776.00,2304.00,-22596.00
1996:Q2,161486.00,8028.00,110643.00,23169.00,814.00,17988.00,5652.00,-4808.00,139223.00,88927.00,38808.00,-2516.00,8848.00,4336.00,-2156.00,2976.00,22263.00
1996:Q3,-28646.00,8024.00,-82239.00,19253.00,2028.00,18348.00,5740.00,200.00,142234.00,93973.00,26372.00,1757.00,780.00,540.00,10172.00,8640.00,-170880.00
1996:Q4,231851.00,8028.00,132620.00,42287.00,2019.00,18964.00,-716.00,28648.00,150942.00,84144.00,28580.00,6366.00,12468.00,-9668.00,20796.00,8256.00,80909.00
1997:Q1,61114.00,8888.00,-10123.00,37207.00,-13290.00,19476.00,13524.00,5432.00,158842.00,110403.00,29576.00,-1789.00,-100.00,16336.00,3832.00,584.00,-97728.00
1997:Q2,119834.00,8892.00,66701.00,38971.00,-9229.00,19520.00,-5228.00,208.00,145309.00,103772.00,43168.00,1909.00,5796.00,2180.00,-7188.00,-4328.00,-25475.00
1997:Q3,135627.00,8896.00,52681.00,29717.00,-11575.00,19592.00,29092.00,7224.00,103765.00,34542.00,22436.00,-12546.00,8008.00,156.00,48648.00,2520.00,31863.00
1997:Q4,186760.00,8892.00,151770.00,21769.00,986.00,19792.00,-14764.00,-1684.00,195008.00,103455.00,45156.00,-535.00,11668.00,-7740.00,38216.00,4788.00,-8248.00
1998:Q1,161429.00,8744.00,125316.00,27139.00,-17234.00,19900.00,-1624.00,-812.00,133648.00,83048.00,29616.00,1684.00,4816.00,10744.00,9616.00,-5876.00,27781.00
1998:Q2,31555.00,8744.00,-2714.00,22274.00,-10725.00,20516.00,5348.00,-11888.00,35261.00,20366.00,17820.00,111.00,1720.00,3112.00,-1312.00,-6556.00,-3706.00
1998:Q3,109441.00,8748.00,33036.00,44978.00,-3222.00,21220.00,3652.00,1028.00,210111.00,147564.00,44536.00,6431.00,4012.00,2592.00,2752.00,2224.00,-100670.00
1998:Q4,133471.00,8744.00,74998.00,26849.00,897.00,21580.00,-11400.00,11804.00,113596.00,98326.00,20896.00,-2218.00,17492.00,-9988.00,4944.00,-15856.00,19875.00
1999:Q1,130081.00,4188.00,83954.00,27910.00,-8567.00,22076.00,1988.00,-1468.00,168483.00,156399.00,31796.00,864.00,8356.00,8608.00,-19960.00,-17580.00,-38402.00
1999:Q2,299667.00,4000.00,178454.00,37547.00,4354.00,22524.00,48440.00,4348.00,207644.00,174214.00,41312.00,3378.00,6368.00,7068.00,-19756.00,-4940.00,92023.00
1999:Q3,298134.00,4400.00,227439.00,37345.00,4982.00,22996.00,-6068.00,7040.00,310710.00,269726.00,47632.00,3524.00,6360.00,2684.00,-16124.00,-3092.00,-12576.00
1999:Q4,301449.00,3980.00,224313.00,35075.00,26.00,23720.00,3348.00,10988.00,279447.00,236301.00,36916.00,10654.00,13664.00,-10280.00,-15316.00,7508.00,22002.00
2000:Q1,341909.00,-980.00,257694.00,35980.00,13018.00,24456.00,11628.00,112.00,254018.00,158177.00,64680.00,2281.00,6968.00,9960.00,13344.00,-1392.00,87891.00
2000:Q2,451141.00,5416.00,343535.00,53414.00,1767.00,24620.00,22556.00,-168.00,396807.00,297846.00,85604.00,4365.00,3460.00,4492.00,-3288.00,4328.00,54333.00
2000:Q3,402923.00,5412.00,340003.00,42105.00,3964.00,25132.00,-13972.00,280.00,449570.00,334793.00,68200.00,6693.00,6560.00,6108.00,17932.00,9284.00,-46646.00
2000:Q4,381427.00,5416.00,309295.00,34553.00,3903.00,25752.00,12.00,2496.00,455469.00,335748.00,59884.00,7808.00,2712.00,-16492.00,36528.00,29280.00,-74042.00
2001:Q1,-135510.00,-1860.00,-129632.00,-12840.00,-629.00,26472.00,-2304.00,-14716.00,-197628.00,-244338.00,-148.00,2694.00,4408.00,12060.00,7388.00,20308.00,62118.00
2001:Q2,-75038.00,-1856.00,-98257.00,1009.00,-3698.00,27328.00,-8072.00,8508.00,-59468.00,-84147.00,2168.00,8087.00,10532.00,9028.00,-2496.00,-2640.00,-15569.00
2001:Q3,-89520.00,-1860.00,-123458.00,-4621.00,8479.00,26760.00,11260.00,-6080.00,-67152.00,-141139.00,3892.00,21590.00,-644.00,11452.00,24004.00,13692.00,-22368.00
2001:Q4,-27829.00,-1860.00,-63061.00,-2560.00,8724.00,27408.00,12300.00,-8780.00,-8611.00,-15640.00,1172.00,-3075.00,9684.00,-11320.00,21304.00,-10736.00,-19218.00
2002:Q1,65385.00,19108.00,39194.00,5822.00,-9243.00,27912.00,-11456.00,-5952.00,-96945.00,-141841.00,18636.00,-7511.00,1840.00,13904.00,-1772.00,19800.00,162330.00
2002:Q2,72328.00,19108.00,18248.00,35530.00,590.00,28160.00,-23060.00,-6248.00,33374.00,-15592.00,18996.00,-7622.00,1516.00,17576.00,-7524.00,26024.00,38954.00
2002:Q3,59010.00,19108.00,-21442.00,31898.00,-661.00,28408.00,4740.00,-3040.00,-123311.00,-149519.00,19000.00,768.00,-776.00,-48.00,-9580.00,16844.00,182321.00
2002:Q4,167785.00,19108.00,43012.00,28322.00,13346.00,28684.00,22604.00,12708.00,-73582.00,-86576.00,18996.00,1274.00,7704.00,-11708.00,-3620.00,348.00,241367.00
2003:Q1,-89217.00,4840.00,-130748.00,-31792.00,79175.00,28920.00,-35668.00,-3944.00,102865.00,63483.00,-25128.00,49399.00,-304.00,17912.00,580.00,-3076.00,-192083.00
2003:Q2,17371.00,4840.00,-95188.00,-23508.00,66247.00,28484.00,27008.00,9488.00,-97020.00,-96371.00,-25132.00,8372.00,14620.00,9356.00,-328.00,-7536.00,114390.00
2003:Q3,28422.00,4840.00,-34745.00,-22791.00,67518.00,28868.00,-11140.00,-4128.00,-118054.00,-67696.00,-25128.00,4246.00,-23116.00,2552.00,-4448.00,-4464.00,146476.00
2003:Q4,113413.00,4840.00,41846.00,-26626.00,73765.00,28884.00,-17000.00,7704.00,58992.00,29613.00,-25132.00,14303.00,1284.00,-11692.00,39516.00,11100.00,54421.00
2004:Q1,300934.00,16452.00,187114.00,21477.00,20043.00,29268.00,25524.00,1056.00,325457.00,235612.00,26640.00,27197.00,12352.00,12100.00,-4248.00,15804.00,-24523.00
2004:Q2,72540.00,16452.00,7169.00,23602.00,2682.00,29840.00,-10088.00,2884.00,140853.00,65217.00,26640.00,4077.00,2824.00,11680.00,33472.00,-3056.00,-68313.00
2004:Q3,173689.00,16452.00,93525.00,22635.00,13013.00,30160.00,8636.00,-10732.00,129326.00,78677.00,26636.00,-4947.00,8896.00,4576.00,16212.00,-724.00,44363.00
2004:Q4,212473.00,16448.00,102925.00,27015.00,25838.00,30668.00,7216.00,2364.00,152440.00,135894.00,26640.00,15638.00,9908.00,-27228.00,-4304.00,-4108.00,60033.00
2005:Q1,339156.00,13036.00,219288.00,55079.00,25848.00,30944.00,-4272.00,-768.00,375529.00,286417.00,66604.00,-103.00,15272.00,10364.00,-16468.00,13444.00,-36373.00
2005:Q2,262272.00,13040.00,156355.00,47581.00,11396.00,31480.00,308.00,2112.00,288195.00,160643.00,66608.00,7151.00,17680.00,11020.00,-1192.00,26284.00,-25923.00
2005:Q3,447950.00,13036.00,284585.00,43600.00,40021.00,32168.00,40712.00,-6172.00,419776.00,322995.00,66604.00,3994.00,21232.00,-160.00,6760.00,-1648.00,28174.00
2005:Q4,293019.00,13036.00,135768.00,52352.00,57382.00,33100.00,-8592.00,9972.00,444812.00,340365.00,66608.00,25855.00,15440.00,-11436.00,-468.00,8448.00,-151793.00
2006:Q1,131515.00,13268.00,97333.00,13443.00,-5481.00,33264.00,-28708.00,8396.00,145007.00,27963.00,39952.00,-14944.00,4624.00,8112.00,62760.00,16540.00,-13492.00
2006:Q2,254924.00,13508.00,145606.00,10876.00,-5602.00,34260.00,52144.00,4132.00,106645.00,64110.00,39952.00,-697.00,14756.00,7652.00,-35756.00,16628.00,148279.00
2006:Q3,134444.00,13744.00,93320.00,12300.00,6692.00,34648.00,-22440.00,-3820.00,8527.00,-1405.00,39952.00,-8972.00,5392.00,-3440.00,-18768.00,-4232.00,125917.00
2006:Q4,223981.00,13992.00,99945.00,20737.00,29207.00,34868.00,19804.00,5428.00,-94043.00,-149729.00,39952.00,-21766.00,10688.00,7284.00,25772.00,-6244.00,318024.00
2007:Q1,225691.00,14240.00,118753.00,21030.00,19312.00,35880.00,13492.00,2984.00,213405.00,132009.00,54744.00,-2359.00,5880.00,0.00,13016.00,10116.00,12285.00
2007:Q2,255809.00,14492.00,79748.00,27653.00,21216.00,36596.00,55284.00,20820.00,248366.00,138257.00,54740.00,392.00,11112.00,10436.00,-11112.00,44540.00,7443.00
2007:Q3,142147.00,14752.00,47287.00,24559.00,31557.00,36940.00,-13376.00,428.00,278085.00,213604.00,54744.00,7908.00,3032.00,-3584.00,-16656.00,19036.00,-135937.00
2007:Q4,176553.00,15016.00,94524.00,30910.00,45195.00,37556.00,-65148.00,18500.00,254870.00,166371.00,54740.00,-1158.00,11092.00,-13056.00,28268.00,8612.00,-78317.00
2008:Q1,37789.00,22204.00,-91042.00,26063.00,58040.00,37852.00,-9392.00,-5936.00,-8225.00,-65700.00,-2968.00,-5257.00,-8244.00,3416.00,26844.00,43684.00,46014.00
2008:Q2,-104949.00,22204.00,-211915.00,-24367.00,70769.00,38684.00,-17628.00,17304.00,-156381.00,-121443.00,-2972.00,6610.00,-13204.00,3452.00,-52464.00,23640.00,51432.00
2008:Q3,-191773.00,22204.00,-252950.00,17655.00,10194.00,39520.00,-18900.00,-9496.00,-253546.00,-206328.00,-2968.00,8294.00,-18308.00,0.00,-42376.00,8140.00,61772.00
2008:Q4,-398867.00,22204.00,-345065.00,3857.00,-48771.00,38408.00,-52780.00,-16720.00,-343947.00,-279464.00,-2968.00,6973.00,-21688.00,-1852.00,3528.00,-48476.00,-54920.00
2009:Q1,-166687.00,41424.00,-282365.00,13337.00,-95287.00,38312.00,106508.00,11384.00,-273018.00,-173204.00,-26328.00,-9926.00,-22340.00,2840.00,-37564.00,-6496.00,106331.00
2009:Q2,-89747.00,41424.00,-127767.00,13725.00,-69998.00,38888.00,26876.00,-12896.00,-137658.00,-96331.00,-26328.00,10525.00,-4860.00,-392.00,-33944.00,13672.00,47911.00
2009:Q3,89856.00,41424.00,-20556.00,19602.00,-35878.00,39200.00,49588.00,-3524.00,-103196.00,27654.00,-26328.00,-89430.00,-1484.00,-7656.00,-39592.00,33640.00,193052.00
2009:Q4,197698.00,41424.00,100188.00,20791.00,-23757.00,39272.00,12608.00,7172.00,60958.00,123906.00,-26328.00,4432.00,10268.00,-9696.00,-26012.00,-15612.00,136740.00
2010:Q1,223496.00,-29392.00,207859.00,38795.00,3827.00,38488.00,-31396.00,-4684.00,205985.00,143471.00,37032.00,-4094.00,14020.00,7440.00,-24596.00,32712.00,17511.00
2010:Q2,129356.00,-29388.00,121942.00,32480.00,-5931.00,38616.00,-40888.00,12524.00,172842.00,104794.00,37032.00,-11924.00,13912.00,7712.00,-4188.00,25504.00,-43486.00
2010:Q3,163828.00,-29392.00,124279.00,20373.00,-201.00,38516.00,12328.00,-2076.00,118762.00,68290.00,37032.00,3820.00,9216.00,1292.00,436.00,-1324.00,45065.00
2010:Q4,102989.00,-29392.00,171204.00,29376.00,23124.00,38276.00,-148004.00,18404.00,127550.00,70957.00,37036.00,9374.00,15096.00,-13072.00,-9476.00,17636.00,-24562.00
2011:Q1,70723.00,1224.00,-21154.00,43414.00,27923.00,37948.00,1256.00,-19888.00,125636.00,49673.00,60980.00,1047.00,-1200.00,2472.00,7052.00,5612.00,-54913.00
2011:Q2,130114.00,1220.00,31822.00,59802.00,-3181.00,38320.00,3392.00,-1260.00,228623.00,134935.00,60980.00,7756.00,9432.00,15188.00,-9760.00,10092.00,-98509.00
2011:Q3,140097.00,1224.00,12617.00,62516.00,2992.00,38540.00,-11720.00,33928.00,193541.00,82629.00,60980.00,6804.00,4596.00,2036.00,-14424.00,50920.00,-53443.00
2011:Q4,173446.00,1220.00,77471.00,53556.00,7410.00,38680.00,-8168.00,3276.00,136662.00,66521.00,60980.00,3437.00,9576.00,-6116.00,304.00,1960.00,36783.00
2012:Q1,130054.00,4000.00,61192.00,10021.00,15045.00,38392.00,12216.00,-10812.00,101032.00,69784.00,4568.00,2588.00,1808.00,15764.00,-9132.00,15652.00,29022.00
2012:Q2,112736.00,4000.00,68880.00,8591.00,2009.00,38216.00,-15344.00,6384.00,20805.00,4142.00,4568.00,2799.00,8680.00,3604.00,-11604.00,8616.00,91932.00
2012:Q3,168729.00,4000.00,96933.00,11270.00,21258.00,37956.00,-1968.00,-720.00,165993.00,113722.00,4568.00,8999.00,6800.00,9792.00,-3920.00,26032.00,2736.00
2012:Q4,127893.00,4000.00,34699.00,23278.00,15308.00,37748.00,4956.00,7904.00,12718.00,22607.00,4572.00,-3805.00,4068.00,-9968.00,-988.00,-3768.00,115175.00
2013:Q1,210270.00,1000.00,114633.00,37811.00,16539.00,37980.00,4612.00,-2304.00,410798.00,343784.00,48840.00,-7706.00,8356.00,8068.00,-4168.00,13624.00,-200527.00
2013:Q2,213691.00,1000.00,104005.00,30907.00,21738.00,38100.00,1028.00,16912.00,374338.00,290745.00,48840.00,6777.00,12940.00,10448.00,-15580.00,20168.00,-160647.00
2013:Q3,222261.00,1000.00,131723.00,32992.00,21122.00,38304.00,-9252.00,6372.00,306603.00,238419.00,48844.00,808.00,10560.00,6800.00,-6400.00,7572.00,-84342.00
2013:Q4,164042.00,1000.00,54991.00,34379.00,12268.00,38300.00,4864.00,18240.00,238067.00,173362.00,48840.00,13141.00,6044.00,-12308.00,4356.00,4632.00,-74024.00
2014:Q1,167683.00,4000.00,136440.00,13592.00,151.00,38324.00,956.00,-25780.00,152754.00,60342.00,14332.00,4892.00,8168.00,19308.00,-5736.00,51448.00,14929.00
2014:Q2,202258.00,3626.00,91015.00,43644.00,2137.00,38800.00,11940.00,11096.00,165873.00,85823.00,36364.00,-3066.00,13352.00,15212.00,-1476.00,19664.00,36384.00
2014:Q3,144848.00,1923.00,71709.00,31932.00,-1580.00,39140.00,8392.00,-6668.00,41612.00,74583.00,26172.00,-34767.00,6108.00,-2008.00,-10056.00,-18420.00,103236.00
2014:Q4,215351.00,2980.00,135844.00,50512.00,-3637.00,39420.00,-7824.00,-1944.00,125885.00,62600.00,45736.00,12325.00,12600.00,-10344.00,-284.00,3252.00,89466.00
2015:Q1,89892.00,1431.00,16198.00,39424.00,-7137.00,39192.00,5048.00,-4264.00,101674.00,15363.00,42256.00,3431.00,1764.00,21268.00,784.00,16808.00,-11782.00
2015:Q2,170283.00,1780.00,51230.00,37960.00,24113.00,40356.00,17736.00,-2892.00,87594.00,-5265.00,49992.00,-3449.00,10176.00,12916.00,2524.00,20700.00,82689.00
2015:Q3,29120.00,971.00,-88144.00,42411.00,27269.00,40672.00,2360.00,3580.00,53739.00,-24614.00,53704.00,4121.00,-4464.00,5540.00,-1952.00,21404.00,-24620.00
2015:Q4,5469.00,754.00,-111867.00,64049.00,7138.00,40284.00,8424.00,-3312.00,52940.00,-47708.00,66152.00,46724.00,-3888.00,-15600.00,9496.00,-2236.00,-47470.00
2016:Q1,53141.00,306.00,-46511.00,31363.00,18999.00,40700.00,-4092.00,12376.00,51588.00,-42671.00,50080.00,6023.00,-3132.00,16812.00,5828.00,18648.00,1553.00
2016:Q2,249726.00,-104.00,164025.00,35429.00,12681.00,40616.00,6492.00,-9412.00,284633.00,169261.00,50372.00,10072.00,18180.00,13408.00,-1512.00,24852.00,-34907.00
