date,FA746330005.Q,FA745013005.Q,FA744090005.Q,FA744022003.Q,FA743061103.Q,FA743061703.Q,FA743062003.Q,FA743063005.Q,FA744023003.Q,FA743068005.Q,FA743065103.Q,FA743065505.Q,FA743093005.Q,FA744190005.Q,FA744110005.Q,FA743127003.Q,FA743131005.Q,FA743135005.Q,FA743193005.Q,FA747005005.Q
1953:Q2,1.00,1.00,-8.00,0.00,-8.00,0.00,4.00,4.00,8.00,0.00,4.00,4.00,-16.00,-8.00,-4.00,-4.00,0.00,0.00,0.00,0.00
1953:Q3,1.00,1.00,-4.00,-4.00,-12.00,0.00,4.00,4.00,4.00,0.00,4.00,0.00,-4.00,0.00,-4.00,0.00,0.00,0.00,4.00,4.00
1953:Q4,1.00,1.00,0.00,-4.00,-12.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,4.00,4.00,-4.00,4.00,0.00,0.00,4.00,4.00
1954:Q1,1.00,1.00,28.00,12.00,8.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,16.00,28.00,0.00,28.00,0.00,0.00,0.00,0.00
1954:Q2,1.00,1.00,44.00,28.00,20.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,16.00,36.00,4.00,40.00,0.00,0.00,-8.00,-8.00
1954:Q3,1.00,1.00,52.00,28.00,20.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,24.00,52.00,4.00,48.00,0.00,0.00,0.00,0.00
1954:Q4,1.00,1.00,56.00,0.00,8.00,0.00,4.00,-12.00,8.00,0.00,4.00,4.00,48.00,40.00,16.00,40.00,0.00,0.00,-16.00,-16.00
1955:Q1,1.00,2.00,32.00,-4.00,-8.00,0.00,4.00,0.00,28.00,0.00,16.00,12.00,8.00,36.00,-4.00,36.00,0.00,0.00,4.00,3.00
1955:Q2,1.00,2.00,24.00,-20.00,-24.00,0.00,0.00,4.00,44.00,0.00,28.00,16.00,0.00,32.00,-4.00,28.00,0.00,0.00,8.00,7.00
1955:Q3,1.00,2.00,28.00,-20.00,-24.00,0.00,0.00,4.00,44.00,0.00,28.00,16.00,4.00,40.00,-8.00,36.00,0.00,0.00,12.00,11.00
1955:Q4,1.00,2.00,40.00,-12.00,-16.00,0.00,0.00,4.00,36.00,0.00,24.00,12.00,16.00,52.00,-12.00,52.00,0.00,0.00,12.00,11.00
1956:Q1,1.00,2.00,48.00,12.00,4.00,0.00,4.00,4.00,24.00,0.00,16.00,8.00,12.00,60.00,-16.00,64.00,0.00,0.00,12.00,11.00
1956:Q2,1.00,2.00,56.00,28.00,20.00,0.00,4.00,4.00,16.00,0.00,12.00,4.00,12.00,80.00,-20.00,76.00,0.00,0.00,24.00,23.00
1956:Q3,1.00,2.00,64.00,32.00,20.00,0.00,8.00,4.00,12.00,0.00,8.00,4.00,20.00,84.00,-24.00,88.00,0.00,0.00,20.00,19.00
1956:Q4,1.00,2.00,80.00,28.00,16.00,0.00,8.00,4.00,20.00,0.00,8.00,12.00,32.00,104.00,-24.00,104.00,0.00,0.00,24.00,23.00
1957:Q1,1.00,2.00,96.00,20.00,12.00,0.00,8.00,0.00,20.00,0.00,4.00,16.00,56.00,124.00,-28.00,124.00,0.00,0.00,28.00,27.00
1957:Q2,1.00,2.00,112.00,12.00,8.00,0.00,8.00,-4.00,20.00,0.00,0.00,20.00,80.00,144.00,-32.00,144.00,0.00,0.00,32.00,31.00
1957:Q3,1.00,2.00,116.00,12.00,8.00,0.00,8.00,-4.00,20.00,0.00,0.00,20.00,84.00,148.00,-32.00,148.00,0.00,0.00,32.00,31.00
1957:Q4,1.00,2.00,116.00,4.00,12.00,0.00,8.00,-16.00,20.00,0.00,4.00,16.00,92.00,132.00,-20.00,136.00,0.00,0.00,16.00,15.00
1958:Q1,1.00,2.00,112.00,32.00,20.00,0.00,8.00,4.00,40.00,0.00,24.00,16.00,40.00,132.00,-24.00,136.00,0.00,0.00,20.00,19.00
1958:Q2,1.00,2.00,120.00,48.00,28.00,0.00,8.00,12.00,52.00,0.00,36.00,16.00,20.00,144.00,-24.00,144.00,0.00,0.00,24.00,23.00
1958:Q3,1.00,2.00,108.00,44.00,24.00,0.00,8.00,12.00,52.00,0.00,36.00,16.00,12.00,124.00,-16.00,124.00,0.00,0.00,16.00,15.00
1958:Q4,1.00,2.00,68.00,16.00,4.00,0.00,8.00,4.00,28.00,0.00,16.00,12.00,24.00,68.00,-4.00,72.00,0.00,0.00,0.00,-1.00
1959:Q1,1.00,2.00,24.00,-4.00,-4.00,0.00,0.00,0.00,8.00,0.00,4.00,4.00,20.00,12.00,12.00,12.00,0.00,0.00,-12.00,-13.00
1959:Q2,1.00,2.00,-20.00,-28.00,-24.00,0.00,0.00,-4.00,-8.00,0.00,-8.00,0.00,16.00,-52.00,36.00,-56.00,0.00,0.00,-32.00,-33.00
1959:Q3,1.00,2.00,-24.00,-28.00,-24.00,0.00,0.00,-4.00,-12.00,0.00,-12.00,0.00,16.00,-60.00,36.00,-60.00,0.00,0.00,-36.00,-37.00
1959:Q4,1.00,2.00,20.00,-44.00,-24.00,0.00,-8.00,-12.00,-12.00,0.00,-12.00,0.00,76.00,-16.00,32.00,-12.00,0.00,0.00,-36.00,-37.00
1960:Q1,1.00,2.00,40.00,12.00,8.00,0.00,4.00,0.00,4.00,0.00,0.00,4.00,24.00,36.00,-4.00,44.00,0.00,0.00,-4.00,-5.00
1960:Q2,1.00,2.00,60.00,28.00,24.00,0.00,4.00,0.00,8.00,0.00,4.00,4.00,24.00,68.00,-16.00,76.00,0.00,0.00,8.00,7.00
1960:Q3,1.00,2.00,72.00,32.00,28.00,0.00,4.00,0.00,12.00,0.00,8.00,4.00,28.00,92.00,-24.00,96.00,0.00,0.00,20.00,19.00
1960:Q4,1.00,2.00,68.00,4.00,20.00,0.00,0.00,-16.00,8.00,0.00,8.00,0.00,56.00,84.00,-24.00,92.00,0.00,0.00,16.00,15.00
1961:Q1,1.00,2.00,80.00,16.00,12.00,0.00,4.00,0.00,20.00,0.00,12.00,8.00,44.00,104.00,-32.00,112.00,0.00,0.00,24.00,23.00
1961:Q2,1.00,2.00,92.00,8.00,8.00,0.00,4.00,-4.00,20.00,0.00,12.00,8.00,64.00,128.00,-40.00,132.00,0.00,0.00,36.00,35.00
1961:Q3,1.00,2.00,96.00,4.00,4.00,0.00,4.00,-4.00,28.00,0.00,20.00,8.00,64.00,132.00,-40.00,136.00,0.00,0.00,36.00,35.00
1961:Q4,1.00,2.00,96.00,-16.00,0.00,0.00,0.00,-16.00,40.00,0.00,28.00,12.00,72.00,128.00,-32.00,128.00,0.00,0.00,32.00,31.00
1962:Q1,1.00,2.00,100.00,8.00,8.00,0.00,0.00,0.00,60.00,0.00,40.00,20.00,32.00,112.00,-20.00,120.00,0.00,0.00,12.00,11.00
1962:Q2,1.00,2.00,100.00,8.00,8.00,0.00,0.00,0.00,76.00,0.00,52.00,24.00,16.00,104.00,-12.00,112.00,0.00,0.00,4.00,3.00
1962:Q3,1.00,2.00,112.00,12.00,12.00,0.00,0.00,0.00,76.00,0.00,52.00,24.00,24.00,116.00,-8.00,120.00,0.00,0.00,4.00,3.00
1962:Q4,1.00,2.00,132.00,16.00,20.00,0.00,-4.00,0.00,60.00,0.00,44.00,16.00,56.00,140.00,-8.00,140.00,0.00,0.00,8.00,7.00
1963:Q1,1.00,2.00,148.00,56.00,32.00,0.00,16.00,8.00,48.00,0.00,40.00,8.00,44.00,152.00,-12.00,160.00,0.00,0.00,4.00,3.00
1963:Q2,1.00,2.00,172.00,92.00,48.00,0.00,28.00,16.00,36.00,0.00,36.00,0.00,44.00,176.00,-8.00,180.00,0.00,0.00,4.00,3.00
1963:Q3,1.00,2.00,176.00,84.00,44.00,0.00,28.00,12.00,32.00,0.00,32.00,0.00,60.00,184.00,-8.00,184.00,0.00,0.00,8.00,7.00
1963:Q4,1.00,2.00,152.00,36.00,20.00,0.00,12.00,4.00,52.00,0.00,36.00,16.00,64.00,164.00,-12.00,164.00,0.00,0.00,12.00,11.00
1964:Q1,1.00,2.00,148.00,-4.00,0.00,0.00,4.00,-8.00,60.00,0.00,40.00,20.00,92.00,140.00,-12.00,160.00,0.00,0.00,-8.00,-9.00
1964:Q2,1.00,2.00,144.00,-36.00,-16.00,0.00,0.00,-20.00,72.00,0.00,44.00,28.00,108.00,132.00,-12.00,156.00,0.00,0.00,-12.00,-13.00
1964:Q3,1.00,2.00,136.00,-40.00,-20.00,0.00,0.00,-20.00,76.00,0.00,48.00,28.00,100.00,144.00,-12.00,148.00,0.00,0.00,8.00,7.00
1964:Q4,1.00,2.00,120.00,-44.00,-16.00,0.00,-4.00,-24.00,72.00,0.00,52.00,20.00,92.00,112.00,-4.00,124.00,0.00,0.00,-8.00,-9.00
1965:Q1,1.00,3.00,92.00,4.00,-4.00,0.00,8.00,0.00,72.00,0.00,64.00,8.00,16.00,80.00,0.00,92.00,0.00,0.00,-12.00,-14.00
1965:Q2,1.00,3.00,60.00,16.00,0.00,0.00,8.00,8.00,76.00,0.00,76.00,0.00,-32.00,36.00,12.00,48.00,0.00,0.00,-24.00,-26.00
1965:Q3,1.00,3.00,72.00,24.00,0.00,0.00,12.00,12.00,76.00,0.00,76.00,0.00,-28.00,56.00,8.00,64.00,0.00,0.00,-16.00,-18.00
1965:Q4,1.00,3.00,152.00,28.00,0.00,0.00,20.00,8.00,68.00,0.00,60.00,8.00,56.00,128.00,8.00,144.00,0.00,0.00,-24.00,-26.00
1966:Q1,1.00,3.00,200.00,60.00,16.00,0.00,28.00,16.00,64.00,0.00,44.00,20.00,76.00,216.00,-20.00,220.00,0.00,0.00,16.00,14.00
1966:Q2,1.00,3.00,256.00,84.00,24.00,0.00,40.00,20.00,56.00,0.00,28.00,28.00,116.00,292.00,-36.00,292.00,0.00,0.00,36.00,34.00
1966:Q3,1.00,3.00,272.00,88.00,28.00,0.00,40.00,20.00,56.00,0.00,24.00,32.00,128.00,308.00,-40.00,312.00,0.00,0.00,36.00,34.00
1966:Q4,1.00,3.00,248.00,60.00,20.00,0.00,28.00,12.00,60.00,0.00,36.00,24.00,128.00,272.00,-32.00,280.00,0.00,0.00,24.00,22.00
1967:Q1,1.00,3.00,248.00,88.00,36.00,0.00,20.00,32.00,60.00,0.00,56.00,4.00,100.00,288.00,-44.00,292.00,0.00,0.00,40.00,38.00
1967:Q2,1.00,4.00,260.00,88.00,44.00,0.00,12.00,32.00,64.00,0.00,72.00,-8.00,108.00,308.00,-52.00,312.00,0.00,0.00,48.00,45.00
1967:Q3,2.00,4.00,248.00,88.00,44.00,0.00,8.00,36.00,64.00,0.00,72.00,-8.00,96.00,304.00,-56.00,304.00,0.00,0.00,56.00,54.00
1967:Q4,2.00,4.00,220.00,84.00,40.00,0.00,4.00,40.00,56.00,0.00,52.00,4.00,80.00,268.00,-48.00,268.00,0.00,0.00,48.00,46.00
1968:Q1,3.00,5.00,200.00,52.00,24.00,0.00,8.00,20.00,20.00,0.00,44.00,-24.00,128.00,224.00,-20.00,220.00,0.00,0.00,24.00,22.00
1968:Q2,3.00,5.00,60.00,32.00,12.00,0.00,8.00,12.00,24.00,0.00,32.00,-8.00,4.00,88.00,-24.00,84.00,0.00,0.00,28.00,26.00
1968:Q3,3.00,5.00,160.00,28.00,12.00,0.00,8.00,8.00,24.00,0.00,28.00,-4.00,108.00,184.00,-24.00,184.00,0.00,0.00,24.00,22.00
1968:Q4,3.00,5.00,496.00,136.00,16.00,0.00,116.00,4.00,24.00,0.00,36.00,-12.00,336.00,516.00,-24.00,520.00,0.00,0.00,20.00,18.00
1969:Q1,3.00,6.00,912.00,60.00,24.00,0.00,32.00,4.00,124.00,0.00,32.00,92.00,728.00,828.00,-32.00,100.00,422.00,422.00,-84.00,-87.00
1969:Q2,3.00,6.00,1436.00,56.00,24.00,0.00,32.00,0.00,180.00,0.00,32.00,148.00,1200.00,1312.00,-36.00,160.00,656.00,656.00,-124.00,-127.00
1969:Q3,4.00,7.00,1344.00,60.00,28.00,0.00,32.00,0.00,196.00,0.00,32.00,164.00,1088.00,1368.00,-36.00,160.00,610.00,610.00,24.00,21.00
1969:Q4,4.00,7.00,628.00,72.00,36.00,0.00,28.00,8.00,172.00,0.00,32.00,140.00,384.00,652.00,-36.00,104.00,280.00,280.00,24.00,21.00
1970:Q1,3.00,5.00,616.00,44.00,28.00,0.00,24.00,-8.00,120.00,0.00,288.00,-168.00,452.00,684.00,-84.00,488.00,106.00,106.00,68.00,66.00
1970:Q2,4.00,5.00,372.00,20.00,24.00,0.00,12.00,-16.00,92.00,0.00,60.00,32.00,260.00,472.00,-116.00,344.00,72.00,72.00,100.00,99.00
1970:Q3,4.00,6.00,268.00,32.00,28.00,0.00,20.00,-16.00,84.00,0.00,60.00,24.00,152.00,368.00,-120.00,268.00,60.00,60.00,100.00,98.00
1970:Q4,4.00,6.00,308.00,52.00,36.00,0.00,36.00,-20.00,96.00,0.00,72.00,24.00,160.00,384.00,-92.00,280.00,60.00,60.00,76.00,74.00
1971:Q1,4.00,7.00,-256.00,344.00,120.00,0.00,224.00,0.00,104.00,0.00,84.00,20.00,-704.00,-208.00,-84.00,-120.00,-26.00,-26.00,48.00,45.00
1971:Q2,4.00,7.00,-284.00,152.00,100.00,0.00,52.00,0.00,216.00,0.00,296.00,-80.00,-652.00,-176.00,-140.00,-100.00,-22.00,-22.00,108.00,105.00
1971:Q3,4.00,7.00,1220.00,180.00,276.00,0.00,-100.00,4.00,108.00,0.00,24.00,84.00,932.00,1436.00,-256.00,1032.00,222.00,222.00,216.00,213.00
1971:Q4,4.00,8.00,848.00,40.00,148.00,0.00,-108.00,0.00,100.00,0.00,24.00,76.00,708.00,832.00,-28.00,616.00,130.00,130.00,-16.00,-20.00
1972:Q1,4.00,6.00,-628.00,64.00,-156.00,0.00,216.00,4.00,8.00,0.00,16.00,-8.00,-700.00,-468.00,-188.00,-308.00,-66.00,-66.00,160.00,158.00
1972:Q2,4.00,6.00,-676.00,-12.00,-124.00,0.00,108.00,4.00,-92.00,0.00,60.00,-152.00,-572.00,-460.00,-248.00,-300.00,-64.00,-64.00,216.00,214.00
1972:Q3,4.00,6.00,1152.00,548.00,560.00,0.00,-16.00,4.00,308.00,0.00,20.00,288.00,296.00,1340.00,-212.00,956.00,204.00,204.00,188.00,186.00
1972:Q4,4.00,7.00,1340.00,512.00,540.00,0.00,-32.00,4.00,-188.00,0.00,-8.00,-180.00,1016.00,1344.00,-28.00,956.00,206.00,206.00,4.00,1.00
1973:Q1,4.00,9.00,148.00,-308.00,-340.00,0.00,12.00,20.00,-16.00,0.00,-168.00,152.00,472.00,160.00,-20.00,116.00,26.00,26.00,12.00,7.00
1973:Q2,4.00,9.00,-528.00,-308.00,-340.00,0.00,12.00,20.00,-20.00,0.00,-164.00,144.00,-200.00,-516.00,-24.00,-352.00,-76.00,-76.00,12.00,7.00
1973:Q3,4.00,10.00,684.00,300.00,192.00,0.00,108.00,0.00,240.00,0.00,192.00,48.00,144.00,1180.00,-552.00,864.00,186.00,186.00,496.00,490.00
1973:Q4,5.00,10.00,444.00,304.00,196.00,0.00,108.00,0.00,244.00,0.00,196.00,48.00,-104.00,940.00,-548.00,696.00,148.00,148.00,496.00,491.00
1974:Q1,5.00,14.00,312.00,-136.00,-500.00,0.00,360.00,4.00,224.00,0.00,-68.00,292.00,224.00,-168.00,476.00,-116.00,-24.00,-24.00,-480.00,-489.00
1974:Q2,5.00,14.00,304.00,268.00,-96.00,0.00,364.00,0.00,224.00,0.00,-72.00,296.00,-188.00,-184.00,480.00,-120.00,-28.00,-28.00,-488.00,-497.00
1974:Q3,6.00,14.00,548.00,180.00,-84.00,0.00,264.00,0.00,936.00,0.00,352.00,584.00,-568.00,332.00,220.00,228.00,50.00,50.00,-216.00,-224.00
1974:Q4,6.00,14.00,-168.00,-356.00,-216.00,0.00,-140.00,0.00,520.00,0.00,4.00,516.00,-332.00,288.00,-448.00,196.00,42.00,42.00,456.00,448.00
1975:Q1,8.00,19.00,968.00,204.00,116.00,0.00,100.00,-12.00,100.00,0.00,-144.00,244.00,664.00,980.00,-32.00,700.00,150.00,150.00,12.00,1.00
1975:Q2,9.00,19.00,984.00,140.00,80.00,0.00,48.00,12.00,120.00,0.00,60.00,60.00,724.00,988.00,-32.00,712.00,152.00,152.00,4.00,-6.00
1975:Q3,9.00,19.00,912.00,216.00,52.00,0.00,152.00,12.00,240.00,0.00,32.00,208.00,456.00,1172.00,-188.00,768.00,166.00,166.00,260.00,250.00
1975:Q4,10.00,20.00,928.00,196.00,36.00,0.00,148.00,12.00,244.00,0.00,28.00,216.00,488.00,1192.00,-196.00,788.00,168.00,168.00,264.00,254.00
1976:Q1,9.00,19.00,-4.00,480.00,-168.00,0.00,572.00,76.00,96.00,0.00,200.00,-104.00,-580.00,148.00,96.00,-72.00,-14.00,-14.00,152.00,142.00
1976:Q2,9.00,19.00,-80.00,320.00,-116.00,0.00,328.00,108.00,88.00,0.00,196.00,-108.00,-488.00,84.00,44.00,-84.00,-20.00,-20.00,164.00,154.00
1976:Q3,10.00,21.00,1120.00,692.00,256.00,0.00,392.00,44.00,-16.00,0.00,64.00,-80.00,444.00,872.00,256.00,604.00,130.00,130.00,-248.00,-259.00
1976:Q4,10.00,21.00,1100.00,868.00,336.00,0.00,484.00,48.00,-12.00,0.00,56.00,-68.00,244.00,880.00,224.00,612.00,132.00,132.00,-220.00,-231.00
1977:Q1,10.00,19.00,316.00,180.00,224.00,0.00,-244.00,200.00,8.00,0.00,144.00,-136.00,128.00,1028.00,-624.00,-48.00,494.00,494.00,712.00,703.00
1977:Q2,10.00,20.00,188.00,296.00,284.00,0.00,-232.00,244.00,8.00,0.00,144.00,-136.00,-116.00,1032.00,-772.00,-240.00,600.00,600.00,844.00,834.00
1977:Q3,10.00,20.00,400.00,224.00,156.00,0.00,72.00,-4.00,156.00,0.00,-204.00,360.00,20.00,516.00,-316.00,-264.00,490.00,490.00,116.00,106.00
1977:Q4,11.00,21.00,396.00,232.00,168.00,0.00,76.00,-12.00,148.00,0.00,-132.00,280.00,16.00,436.00,-320.00,-140.00,428.00,428.00,40.00,30.00
1978:Q1,10.00,23.00,1160.00,472.00,-8.00,0.00,400.00,80.00,-428.00,0.00,212.00,-640.00,1116.00,1472.00,-320.00,-76.00,778.00,778.00,312.00,299.00
1978:Q2,11.00,25.00,1604.00,452.00,0.00,0.00,368.00,84.00,-440.00,0.00,264.00,-704.00,1592.00,1924.00,-328.00,-120.00,1026.00,1026.00,320.00,306.00
1978:Q3,11.00,26.00,1300.00,396.00,-140.00,0.00,256.00,280.00,56.00,0.00,56.00,0.00,848.00,1536.00,-300.00,32.00,784.00,784.00,236.00,221.00
1978:Q4,12.00,27.00,1116.00,396.00,-144.00,0.00,256.00,284.00,60.00,0.00,60.00,0.00,660.00,1404.00,-356.00,380.00,546.00,546.00,288.00,273.00
1979:Q1,13.00,28.00,888.00,-736.00,-116.00,0.00,-636.00,16.00,64.00,0.00,60.00,4.00,1560.00,1240.00,-380.00,812.00,228.00,228.00,352.00,337.00
1979:Q2,13.00,29.00,940.00,-588.00,-148.00,0.00,-464.00,24.00,80.00,0.00,60.00,20.00,1448.00,1240.00,-328.00,1308.00,-20.00,-20.00,300.00,284.00
1979:Q3,14.00,30.00,1592.00,488.00,220.00,0.00,64.00,204.00,84.00,0.00,60.00,24.00,1020.00,2900.00,-1340.00,1320.00,806.00,806.00,1308.00,1292.00
1979:Q4,14.00,30.00,1696.00,468.00,216.00,0.00,60.00,192.00,96.00,0.00,60.00,36.00,1132.00,3068.00,-1404.00,844.00,1128.00,1128.00,1372.00,1356.00
1980:Q1,14.00,35.00,2004.00,344.00,84.00,0.00,-132.00,392.00,84.00,264.00,80.00,-260.00,1576.00,2332.00,-360.00,432.00,364.00,364.00,1532.00,307.00
1980:Q2,15.00,34.00,2812.00,688.00,116.00,0.00,-48.00,620.00,568.00,388.00,80.00,100.00,1556.00,3136.00,-360.00,84.00,196.00,196.00,3020.00,305.00
1980:Q3,16.00,34.00,2980.00,604.00,112.00,0.00,-68.00,560.00,668.00,464.00,80.00,124.00,1708.00,3304.00,-360.00,-32.00,282.00,282.00,3132.00,306.00
1980:Q4,16.00,36.00,2968.00,88.00,80.00,0.00,-212.00,220.00,680.00,484.00,80.00,116.00,2200.00,3296.00,-356.00,68.00,632.00,632.00,2320.00,308.00
1981:Q1,16.00,37.00,3808.00,-400.00,64.00,0.00,-320.00,-144.00,1000.00,556.00,80.00,364.00,3208.00,3584.00,184.00,128.00,1046.00,1046.00,1180.00,-245.00
1981:Q2,17.00,38.00,4132.00,-868.00,68.00,0.00,-452.00,-484.00,1120.00,468.00,80.00,572.00,3880.00,4176.00,-84.00,128.00,1518.00,1518.00,1096.00,23.00
1981:Q3,17.00,39.00,3552.00,-996.00,32.00,0.00,-460.00,-568.00,1360.00,756.00,80.00,524.00,3188.00,3740.00,-232.00,124.00,1480.00,1480.00,888.00,166.00
1981:Q4,18.00,40.00,2056.00,-800.00,-44.00,0.00,-368.00,-388.00,1720.00,1420.00,80.00,220.00,1136.00,2284.00,-268.00,112.00,924.00,924.00,592.00,206.00
1982:Q1,18.00,40.00,188.00,-320.00,76.00,0.00,-124.00,-272.00,2188.00,2156.00,-128.00,160.00,-1680.00,540.00,-396.00,164.00,386.00,386.00,0.00,330.00
1982:Q2,18.00,39.00,-2056.00,-92.00,88.00,0.00,28.00,-208.00,2764.00,2984.00,-252.00,32.00,-4728.00,-1516.00,-584.00,276.00,-158.00,-158.00,-892.00,519.00
1982:Q3,19.00,38.00,-1884.00,16.00,112.00,0.00,76.00,-172.00,2788.00,3108.00,-280.00,-40.00,-4688.00,-1332.00,-596.00,148.00,-200.00,-200.00,-484.00,533.00
1982:Q4,19.00,38.00,696.00,-4.00,124.00,0.00,20.00,-148.00,2260.00,2552.00,-220.00,-72.00,-1560.00,1072.00,-424.00,-224.00,248.00,248.00,1224.00,357.00
1983:Q1,18.00,32.00,1920.00,40.00,184.00,0.00,4.00,-148.00,1816.00,2104.00,-60.00,-228.00,64.00,2148.00,-280.00,-624.00,698.00,698.00,1656.00,214.00
1983:Q2,19.00,33.00,4940.00,120.00,248.00,0.00,4.00,-132.00,1456.00,1832.00,40.00,-416.00,3364.00,5016.00,-132.00,-1060.00,1124.00,1124.00,3960.00,62.00
1983:Q3,19.00,34.00,4680.00,144.00,236.00,0.00,4.00,-96.00,1316.00,1656.00,60.00,-400.00,3220.00,4760.00,-132.00,-1128.00,1116.00,1116.00,3788.00,65.00
1983:Q4,21.00,36.00,1576.00,96.00,132.00,0.00,-12.00,-24.00,1412.00,1608.00,100.00,-296.00,68.00,1776.00,-256.00,-844.00,674.00,674.00,1528.00,185.00
1984:Q1,18.00,34.00,496.00,68.00,60.00,0.00,4.00,4.00,1388.00,1428.00,100.00,-140.00,-960.00,832.00,-396.00,-640.00,266.00,266.00,1336.00,320.00
