1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1968:Q2,884503.00,878753.00,731114.00,731114.00,0.00,147639.00,147639.00,0.00,5750.00,884503.00,718675.00,0.00,0.00,0.00,2453.00,59.00,13773.00,11713.00,55974.00,0.00,4696.00,42054.00,5875.00,0.00,1019.00,0.00,28212.00,878753.00,0.00,0.00,0.00,ND
1968:Q3,901429.00,895325.00,728536.00,728536.00,0.00,166789.00,166789.00,0.00,6104.00,901429.00,727875.00,0.00,0.00,0.00,2402.00,62.00,14263.00,12385.00,58869.00,0.00,5232.00,44089.00,6076.00,0.00,1293.00,0.00,28883.00,895325.00,0.00,0.00,0.00,ND
1968:Q4,996085.00,989633.00,843150.00,843150.00,0.00,146483.00,146483.00,0.00,6452.00,996085.00,815334.00,0.00,0.00,0.00,2400.00,64.00,14600.00,12986.00,61456.00,0.00,5800.00,46082.00,6337.00,0.00,1509.00,0.00,29517.00,989633.00,0.00,0.00,0.00,ND
1969:Q1,946300.00,939784.00,803399.00,803399.00,0.00,136385.00,136385.00,0.00,6516.00,946300.00,770526.00,0.00,0.00,0.00,2349.00,64.00,14129.00,12893.00,60813.00,0.00,6091.00,43798.00,6005.00,0.00,1034.00,0.00,28598.00,939784.00,0.00,0.00,0.00,ND
1969:Q2,907895.00,901158.00,774485.00,774485.00,0.00,126673.00,126673.00,0.00,6737.00,907895.00,733883.00,0.00,0.00,0.00,2393.00,64.00,13826.00,12966.00,60925.00,0.00,6458.00,41803.00,5997.00,0.00,1685.00,0.00,27895.00,901158.00,0.00,0.00,0.00,ND
1969:Q3,882607.00,875844.00,743955.00,743955.00,0.00,131889.00,131889.00,0.00,6763.00,882607.00,713075.00,0.00,0.00,0.00,2402.00,68.00,13244.00,12751.00,59756.00,0.00,6699.00,40914.00,5905.00,0.00,1160.00,0.00,26633.00,875844.00,0.00,0.00,0.00,ND
1969:Q4,840609.00,833656.00,705075.00,705075.00,0.00,128581.00,128581.00,0.00,6953.00,840609.00,667356.00,0.00,0.00,0.00,2500.00,72.00,13300.00,13157.00,61425.00,0.00,7300.00,40857.00,6011.00,0.00,1870.00,0.00,26761.00,833656.00,0.00,0.00,0.00,ND
1970:Q1,815012.00,808263.00,677754.00,677754.00,0.00,130509.00,130509.00,0.00,6749.00,815012.00,643541.00,0.00,0.00,0.00,2518.00,76.00,12964.00,13164.00,61339.00,0.00,7750.00,40995.00,5654.00,0.00,1015.00,0.00,25996.00,808263.00,0.00,0.00,0.00,ND
1970:Q2,648418.00,642705.00,541573.00,541573.00,0.00,101132.00,101132.00,0.00,5713.00,648418.00,509525.00,0.00,0.00,0.00,2079.00,81.00,10321.00,10634.00,50119.00,0.00,6754.00,31346.00,4469.00,0.00,1633.00,0.00,21457.00,642705.00,0.00,0.00,0.00,ND
1970:Q3,755152.00,748681.00,633467.00,633467.00,0.00,115214.00,115214.00,0.00,6471.00,755152.00,593764.00,0.00,0.00,0.00,2502.00,85.00,12034.00,12875.00,59913.00,0.00,8577.00,36079.00,3328.00,0.00,1522.00,0.00,24473.00,748681.00,0.00,0.00,0.00,ND
1970:Q4,831233.00,824660.00,702189.00,702189.00,0.00,122471.00,122471.00,0.00,6573.00,831233.00,650213.00,0.00,0.00,0.00,2800.00,89.00,13200.00,14571.00,67087.00,0.00,10100.00,39683.00,4299.00,0.00,1982.00,0.00,27209.00,824660.00,0.00,0.00,0.00,ND
1971:Q1,920098.00,912811.00,774490.00,774490.00,0.00,138321.00,138321.00,0.00,7287.00,920098.00,712824.00,0.00,0.00,0.00,3174.00,91.00,14847.00,16889.00,76860.00,0.00,12058.00,46001.00,4810.00,0.00,1999.00,0.00,30545.00,912811.00,0.00,0.00,0.00,11.18
1971:Q2,918939.00,911453.00,778343.00,778343.00,0.00,133110.00,133110.00,0.00,7486.00,918939.00,708482.00,0.00,0.00,0.00,3193.00,94.00,14970.00,17425.00,78937.00,0.00,12798.00,46553.00,5066.00,0.00,1720.00,0.00,29701.00,911453.00,0.00,0.00,0.00,-0.13
1971:Q3,911074.00,903856.00,765304.00,765304.00,0.00,138552.00,138552.00,0.00,7218.00,911074.00,693654.00,0.00,0.00,0.00,3306.00,89.00,15605.00,18539.00,83299.00,0.00,13942.00,46250.00,5491.00,0.00,1040.00,0.00,29859.00,903856.00,0.00,0.00,0.00,-0.83
1971:Q4,974871.00,967230.00,823753.00,823753.00,0.00,143477.00,143477.00,0.00,7641.00,974871.00,743724.00,0.00,0.00,0.00,3500.00,85.00,16600.00,20007.00,88651.00,0.00,15400.00,48621.00,5365.00,0.00,2107.00,0.00,30811.00,967230.00,0.00,0.00,0.00,3.83
1972:Q1,1034722.00,1025943.00,871948.00,871948.00,0.00,153995.00,153995.00,0.00,8779.00,1034722.00,785993.00,0.00,0.00,0.00,3822.00,101.00,18225.00,22123.00,96231.00,0.00,17456.00,50367.00,5645.00,0.00,1246.00,0.00,33513.00,1025943.00,0.00,0.00,0.00,6.73
1972:Q2,1033232.00,1023873.00,874936.00,874936.00,0.00,148937.00,148937.00,0.00,9359.00,1033232.00,781697.00,0.00,0.00,0.00,3912.00,108.00,18815.00,22773.00,97083.00,0.00,18513.00,49683.00,5626.00,0.00,1219.00,0.00,33803.00,1023873.00,0.00,0.00,0.00,-0.27
1972:Q3,1058729.00,1049113.00,893435.00,893435.00,0.00,155678.00,155678.00,0.00,9616.00,1058729.00,801771.00,0.00,0.00,0.00,4077.00,108.00,19740.00,23848.00,99365.00,0.00,19828.00,48696.00,5503.00,0.00,694.00,0.00,35099.00,1049113.00,0.00,0.00,0.00,1.76
1972:Q4,1203281.00,1192744.00,1032664.00,1032664.00,0.00,160080.00,160080.00,0.00,10537.00,1203281.00,921384.00,0.00,0.00,0.00,4500.00,108.00,21800.00,26528.00,107817.00,0.00,22200.00,51728.00,5746.00,0.00,2411.00,0.00,39059.00,1192744.00,0.00,0.00,0.00,6.04
1973:Q1,1117824.00,1105552.00,970552.00,970552.00,0.00,135000.00,135000.00,0.00,12272.00,1117824.00,853489.00,0.00,0.00,0.00,4340.00,123.00,21031.00,25801.00,102259.00,0.00,21487.00,44730.00,5883.00,0.00,1087.00,0.00,37594.00,1105552.00,0.00,0.00,0.00,-8.14
1973:Q2,1033342.00,1021455.00,903639.00,903639.00,0.00,117816.00,117816.00,0.00,11887.00,1033342.00,786769.00,0.00,0.00,0.00,4126.00,103.00,20101.00,24798.00,95599.00,0.00,20326.00,39622.00,5998.00,0.00,1348.00,0.00,34552.00,1021455.00,0.00,0.00,0.00,-8.66
1973:Q3,1104063.00,1092352.00,953484.00,953484.00,0.00,138868.00,138868.00,0.00,11711.00,1104063.00,833421.00,0.00,0.00,0.00,4606.00,121.00,22302.00,27956.00,104779.00,0.00,22451.00,43124.00,6481.00,0.00,917.00,0.00,37905.00,1092352.00,0.00,0.00,0.00,7.02
1973:Q4,938338.00,928312.00,809377.00,809377.00,0.00,118935.00,118935.00,0.00,10026.00,938338.00,693870.00,0.00,0.00,0.00,4200.00,157.00,19700.00,25449.00,93557.00,0.00,20200.00,38321.00,6603.00,0.00,2765.00,0.00,33516.00,928312.00,0.00,0.00,0.00,-11.98
1974:Q1,911785.00,901160.00,784167.00,784167.00,0.00,116993.00,116993.00,0.00,10625.00,911785.00,664408.00,0.00,0.00,0.00,4476.00,168.00,19749.00,26890.00,96863.00,0.00,21039.00,35632.00,6466.00,0.00,1852.00,0.00,34242.00,901160.00,0.00,0.00,0.00,-2.65
1974:Q2,817463.00,807694.00,723296.00,723296.00,0.00,84398.00,84398.00,0.00,9769.00,817463.00,591895.00,0.00,0.00,0.00,4260.00,169.00,17119.00,25074.00,88565.00,0.00,19295.00,31723.00,6267.00,0.00,2553.00,0.00,30543.00,807694.00,0.00,0.00,0.00,-11.85
1974:Q3,610689.00,602301.00,540407.00,540407.00,0.00,61894.00,61894.00,0.00,8388.00,610689.00,440798.00,0.00,0.00,0.00,3281.00,168.00,12038.00,18864.00,66279.00,0.00,14477.00,23415.00,5238.00,0.00,2119.00,0.00,24012.00,602301.00,0.00,0.00,0.00,-25.62
1974:Q4,632492.00,623481.00,557581.00,557581.00,0.00,65900.00,65900.00,0.00,9011.00,632492.00,445034.00,0.00,0.00,0.00,3700.00,169.00,12800.00,21292.00,74755.00,0.00,16400.00,26347.00,5910.00,0.00,2164.00,0.00,23921.00,623481.00,0.00,0.00,0.00,7.33
1975:Q1,775904.00,764613.00,684902.00,684902.00,0.00,79711.00,79711.00,0.00,11291.00,775904.00,547842.00,0.00,0.00,0.00,4426.00,183.00,14759.00,25779.00,91897.00,0.00,20263.00,31972.00,6971.00,0.00,1504.00,0.00,30308.00,764613.00,0.00,0.00,0.00,23.71
1975:Q2,893211.00,882406.00,791599.00,791599.00,0.00,90807.00,90807.00,0.00,10805.00,893211.00,625664.00,0.00,0.00,0.00,5013.00,166.00,16322.00,29723.00,110006.00,0.00,24371.00,37097.00,7569.00,0.00,2184.00,0.00,35096.00,882406.00,0.00,0.00,0.00,15.05
1975:Q3,782809.00,773701.00,701690.00,701690.00,0.00,72011.00,72011.00,0.00,9108.00,782809.00,544752.00,0.00,0.00,0.00,4275.00,165.00,13760.00,25843.00,99892.00,0.00,22267.00,31770.00,6392.00,0.00,1647.00,0.00,32046.00,773701.00,0.00,0.00,0.00,-12.56
1975:Q4,839378.00,829793.00,754817.00,754817.00,0.00,74976.00,74976.00,0.00,9585.00,839378.00,584599.00,0.00,0.00,0.00,4400.00,179.00,14200.00,27451.00,107999.00,0.00,24300.00,33664.00,5819.00,0.00,3368.00,0.00,33399.00,829793.00,0.00,0.00,0.00,6.74
1976:Q1,968562.00,958677.00,868179.00,868179.00,0.00,90498.00,90498.00,0.00,9885.00,968562.00,677976.00,0.00,0.00,0.00,4826.00,242.00,15974.00,31542.00,123664.00,0.00,28204.00,38525.00,6793.00,0.00,1302.00,0.00,39514.00,958677.00,0.00,0.00,0.00,15.22
1976:Q2,987996.00,978354.00,887651.00,887651.00,0.00,90703.00,90703.00,0.00,9642.00,987996.00,696689.00,0.00,0.00,0.00,4599.00,234.00,16127.00,32125.00,123557.00,0.00,28717.00,38637.00,6424.00,0.00,1328.00,0.00,39559.00,978354.00,0.00,0.00,0.00,1.25
1976:Q3,998860.00,989577.00,897275.00,897275.00,0.00,92302.00,92302.00,0.00,9283.00,998860.00,707098.00,0.00,0.00,0.00,4415.00,222.00,16451.00,32834.00,123523.00,0.00,29254.00,37434.00,6217.00,0.00,1292.00,0.00,40120.00,989577.00,0.00,0.00,0.00,0.65
1976:Q4,1034228.00,1024775.00,927300.00,927300.00,0.00,97475.00,97475.00,0.00,9453.00,1034228.00,731164.00,0.00,0.00,0.00,4400.00,214.00,16900.00,33686.00,125501.00,0.00,30100.00,37282.00,5964.00,0.00,1542.00,0.00,47475.00,1024775.00,0.00,0.00,0.00,3.63
1977:Q1,957603.00,948012.00,856996.00,856996.00,0.00,91016.00,91016.00,0.00,9591.00,957603.00,673643.00,0.00,0.00,0.00,4207.00,240.00,16107.00,31836.00,118706.00,0.00,28699.00,33004.00,5443.00,0.00,1405.00,0.00,44313.00,948012.00,0.00,0.00,0.00,-6.85
1977:Q2,986596.00,976773.00,881959.00,881959.00,0.00,94814.00,94814.00,0.00,9823.00,986596.00,691483.00,0.00,0.00,0.00,4560.00,239.00,16872.00,32879.00,123183.00,0.00,29936.00,34396.00,5431.00,0.00,1579.00,0.00,46038.00,976773.00,0.00,0.00,0.00,3.42
1977:Q3,947989.00,937737.00,845194.00,845194.00,0.00,92543.00,92543.00,0.00,10252.00,947989.00,661389.00,0.00,0.00,0.00,4643.00,236.00,16627.00,31840.00,120475.00,0.00,29322.00,32450.00,4924.00,0.00,1581.00,0.00,44502.00,937737.00,0.00,0.00,0.00,-3.45
1977:Q4,922579.00,912469.00,819054.00,819054.00,0.00,93415.00,93415.00,0.00,10110.00,922579.00,630970.00,0.00,0.00,0.00,4800.00,245.00,17100.00,32300.00,123610.00,0.00,30000.00,31866.00,4719.00,0.00,1840.00,0.00,45129.00,912469.00,0.00,0.00,0.00,0.02
1978:Q1,875995.00,865451.00,773767.00,773767.00,0.00,91684.00,91684.00,0.00,10544.00,875995.00,593085.00,0.00,0.00,0.00,4618.00,274.00,16698.00,31191.00,122074.00,0.00,29203.00,29615.00,4330.00,0.00,1673.00,0.00,43234.00,865451.00,0.00,0.00,0.00,-4.48
1978:Q2,943712.00,932982.00,833089.00,833089.00,0.00,99893.00,99893.00,0.00,10730.00,943712.00,631131.00,0.00,0.00,0.00,4923.00,271.00,18325.00,34052.00,137026.00,0.00,32043.00,31847.00,4486.00,0.00,2024.00,0.00,47584.00,932982.00,0.00,0.00,0.00,8.28
1978:Q3,1017253.00,1005421.00,895681.00,895681.00,0.00,109740.00,109740.00,0.00,11832.00,1017253.00,671927.00,0.00,0.00,0.00,5219.00,279.00,20185.00,37209.00,154397.00,0.00,35155.00,34597.00,4676.00,0.00,2282.00,0.00,51327.00,1005421.00,0.00,0.00,0.00,8.51
1978:Q4,969619.00,958383.00,856213.00,856213.00,0.00,102170.00,102170.00,0.00,11236.00,969619.00,640129.00,0.00,0.00,0.00,4800.00,118.00,19400.00,35063.00,150308.00,0.00,33300.00,31659.00,5065.00,0.00,1918.00,0.00,47859.00,958383.00,0.00,0.00,0.00,-7.36
1979:Q1,1031598.00,1019863.00,910760.00,910760.00,0.00,109103.00,109103.00,0.00,11735.00,1031598.00,678821.00,0.00,0.00,0.00,4983.00,120.00,21227.00,37318.00,162540.00,0.00,35504.00,32676.00,4995.00,0.00,2092.00,0.00,51322.00,1019863.00,0.00,0.00,0.00,8.11
1979:Q2,1051694.00,1039672.00,920994.00,920994.00,0.00,118678.00,118678.00,0.00,12022.00,1051694.00,692151.00,0.00,0.00,0.00,4903.00,119.00,22317.00,37700.00,165969.00,0.00,35908.00,32905.00,4951.00,0.00,2237.00,0.00,52534.00,1039672.00,0.00,0.00,0.00,3.07
1979:Q3,1121034.00,1106947.00,980996.00,980996.00,0.00,125951.00,125951.00,0.00,14087.00,1121034.00,736043.00,0.00,0.00,0.00,5064.00,120.00,24806.00,40249.00,178516.00,0.00,38316.00,34656.00,4896.00,0.00,2487.00,0.00,55881.00,1106947.00,0.00,0.00,0.00,7.16
1979:Q4,1147253.00,1132450.00,1014625.00,1014625.00,0.00,117825.00,117825.00,0.00,14803.00,1147253.00,767889.00,0.00,0.00,0.00,4700.00,129.00,24800.00,38892.00,175437.00,0.00,37100.00,35436.00,4870.00,0.00,2566.00,0.00,55434.00,1132450.00,0.00,0.00,0.00,-0.10
1980:Q1,1070027.00,1055683.00,956763.00,956763.00,0.00,98920.00,98920.00,0.00,14344.00,1070027.00,705845.00,0.00,0.00,0.00,4165.00,131.00,23810.00,36241.00,167538.00,0.00,34654.00,37625.00,4377.00,0.00,2066.00,0.00,53575.00,1055683.00,0.00,0.00,0.00,-6.78
1980:Q2,1217285.00,1199737.00,1076420.00,1076420.00,0.00,123317.00,123317.00,0.00,17548.00,1217285.00,807631.00,0.00,0.00,0.00,4319.00,121.00,27179.00,40389.00,190278.00,0.00,38460.00,41218.00,4416.00,0.00,2283.00,0.00,60991.00,1199737.00,0.00,0.00,0.00,13.56
1980:Q3,1361379.00,1342296.00,1213806.00,1213806.00,0.00,128490.00,128490.00,0.00,19083.00,1361379.00,909904.00,0.00,0.00,0.00,4307.00,125.00,30079.00,43759.00,210012.00,0.00,41618.00,46798.00,4442.00,0.00,2745.00,0.00,67590.00,1342296.00,0.00,0.00,0.00,11.65
1980:Q4,1494924.00,1475994.00,1346332.00,1346332.00,0.00,129662.00,129662.00,0.00,18930.00,1494924.00,1010470.00,0.00,0.00,0.00,4200.00,117.00,32300.00,46273.00,223468.00,0.00,44300.00,51032.00,4910.00,0.00,3268.00,0.00,74586.00,1475994.00,0.00,0.00,0.00,7.97
1981:Q1,1507474.00,1488591.00,1350793.00,1350793.00,0.00,137798.00,137798.00,0.00,18883.00,1507474.00,1014946.00,0.00,0.00,0.00,3963.00,92.00,33097.00,47057.00,226132.00,0.00,45689.00,51633.00,4978.00,0.00,3053.00,0.00,76834.00,1488591.00,0.00,0.00,0.00,0.74
1981:Q2,1481228.00,1462811.00,1315628.00,1315628.00,0.00,147183.00,147183.00,0.00,18417.00,1481228.00,992933.00,0.00,0.00,0.00,3690.00,80.00,32959.00,46960.00,221214.00,0.00,46506.00,50616.00,4810.00,0.00,3384.00,0.00,78076.00,1462811.00,0.00,0.00,0.00,-1.67
1981:Q3,1279659.00,1264326.00,1135956.00,1135956.00,0.00,128370.00,128370.00,0.00,15333.00,1279659.00,836812.00,0.00,0.00,0.00,3188.00,82.00,30150.00,43009.00,202367.00,0.00,43646.00,43906.00,4247.00,0.00,2768.00,0.00,69484.00,1264326.00,0.00,0.00,0.00,-13.15
1981:Q4,1382028.00,1365561.00,1225445.00,1225445.00,0.00,140116.00,140116.00,0.00,16467.00,1382028.00,905145.00,0.00,0.00,0.00,3237.00,66.00,32393.00,46163.00,218479.00,0.00,47800.00,46417.00,4170.00,0.00,3475.00,0.00,74683.00,1365561.00,0.00,0.00,0.00,6.44
1982:Q1,1238257.00,1224213.00,1090243.00,1090243.00,0.00,133970.00,133970.00,0.00,14044.00,1238257.00,775113.00,0.00,0.00,0.00,2863.00,73.00,30158.00,42512.00,224417.00,0.00,45088.00,42934.00,3795.00,0.00,2750.00,0.00,68554.00,1224213.00,0.00,0.00,0.00,-10.30
1982:Q2,1209151.00,1195638.00,1073469.00,1073469.00,0.00,122169.00,122169.00,0.00,13513.00,1209151.00,745219.00,0.00,0.00,0.00,2661.00,70.00,29310.00,40771.00,229366.00,0.00,44136.00,43063.00,3577.00,0.00,3274.00,0.00,67704.00,1195638.00,0.00,0.00,0.00,-2.48
1982:Q3,1326070.00,1312377.00,1172612.00,1172612.00,0.00,139765.00,139765.00,0.00,13693.00,1326070.00,796027.00,0.00,0.00,0.00,2887.00,72.00,32921.00,45467.00,266987.00,0.00,50162.00,50043.00,3772.00,0.00,3283.00,0.00,74449.00,1312377.00,0.00,0.00,0.00,9.84
1982:Q4,1562485.00,1545043.00,1386269.00,1386269.00,0.00,158774.00,158774.00,0.00,17442.00,1562485.00,966318.00,0.00,0.00,0.00,3300.00,76.00,38500.00,52893.00,282916.00,0.00,60200.00,60919.00,4118.00,0.00,4921.00,0.00,88324.00,1545043.00,0.00,0.00,0.00,17.46
1983:Q1,1728634.00,1709233.00,1533575.00,1533575.00,0.00,175658.00,175658.00,0.00,19401.00,1728634.00,1058391.00,0.00,0.00,0.00,3614.00,85.00,42304.00,57381.00,319549.00,0.00,68737.00,70587.00,4262.00,0.00,5099.00,0.00,98625.00,1709233.00,0.00,0.00,0.00,10.23
1983:Q2,1946581.00,1923683.00,1736437.00,1736437.00,0.00,187246.00,187246.00,0.00,22898.00,1946581.00,1179666.00,0.00,0.00,0.00,4163.00,86.00,47958.00,63878.00,361655.00,0.00,81807.00,84987.00,4569.00,0.00,7423.00,0.00,110389.00,1923683.00,0.00,0.00,0.00,11.98
1983:Q3,1914447.00,1890158.00,1709243.00,1709243.00,0.00,180915.00,180915.00,0.00,24289.00,1914447.00,1146214.00,0.00,0.00,0.00,4335.00,83.00,48930.00,63871.00,354062.00,0.00,87559.00,87342.00,4451.00,0.00,7470.00,0.00,110130.00,1890158.00,0.00,0.00,0.00,-1.89
1983:Q4,1855966.00,1829812.00,1630197.00,1630197.00,0.00,199615.00,199615.00,0.00,26154.00,1855966.00,1088573.00,0.00,0.00,0.00,4317.00,77.00,48112.00,62197.00,350266.00,0.00,89641.00,88931.00,4292.00,0.00,10005.00,0.00,109555.00,1829812.00,0.00,0.00,0.00,-1.95
1984:Q1,1749244.00,1720443.00,1527519.00,1527519.00,0.00,192924.00,192924.00,0.00,28801.00,1749244.00,1023778.00,0.00,0.00,0.00,4145.00,79.00,45769.00,59290.00,323747.00,0.00,88715.00,85899.00,4068.00,0.00,8127.00,0.00,105627.00,1720443.00,0.00,0.00,0.00,-5.20
1984:Q2,1654360.00,1629309.00,1455724.00,1455724.00,0.00,173585.00,173585.00,0.00,25051.00,1654360.00,959429.00,0.00,0.00,0.00,3955.00,79.00,43229.00,56950.00,308011.00,0.00,87637.00,82832.00,3854.00,0.00,7653.00,0.00,100731.00,1629309.00,0.00,0.00,0.00,-3.83
1984:Q3,1769217.00,1743761.00,1542913.00,1542913.00,0.00,200848.00,200848.00,0.00,25456.00,1769217.00,1008919.00,0.00,0.00,0.00,4219.00,75.00,45688.00,61538.00,339365.00,0.00,96406.00,92559.00,3965.00,0.00,9111.00,0.00,107372.00,1743761.00,0.00,0.00,0.00,8.07
1984:Q4,1789165.00,1763171.00,1553280.00,1553280.00,0.00,209891.00,209891.00,0.00,25994.00,1789165.00,1009964.00,0.00,0.00,0.00,4142.00,4.00,44658.00,60316.00,358978.00,0.00,96514.00,97111.00,3712.00,0.00,8914.00,0.00,104852.00,1763171.00,0.00,0.00,0.00,0.23
1985:Q1,1936090.00,1905766.00,1671084.00,1671084.00,0.00,234682.00,234682.00,0.00,30324.00,1936090.00,1069654.00,0.00,0.00,0.00,4534.00,69.00,48796.00,65353.00,408196.00,0.00,105957.00,105672.00,3923.00,0.00,10957.00,0.00,112979.00,1905766.00,0.00,0.00,0.00,9.27
1985:Q2,2044553.00,2012155.00,1743624.00,1743624.00,0.00,268531.00,268531.00,0.00,32398.00,2044553.00,1131477.00,0.00,0.00,0.00,4822.00,74.00,52313.00,68628.00,419105.00,0.00,111742.00,119895.00,4030.00,0.00,12039.00,0.00,120428.00,2012155.00,0.00,0.00,0.00,6.35
1985:Q3,1923657.00,1885919.00,1641750.00,1641750.00,0.00,244169.00,244169.00,0.00,37738.00,1923657.00,1050818.00,0.00,0.00,0.00,4594.00,85.00,50047.00,64164.00,398654.00,0.00,105134.00,120627.00,3813.00,0.00,10615.00,0.00,115106.00,1885919.00,0.00,0.00,0.00,-5.39
1985:Q4,2270405.00,2226022.00,1916908.00,1916908.00,0.00,309114.00,309114.00,0.00,44383.00,2270405.00,1226872.00,0.00,0.00,0.00,5241.00,90.00,56969.00,73989.00,494946.00,0.00,120071.00,137156.00,4210.00,0.00,14070.00,0.00,136791.00,2226022.00,0.00,0.00,0.00,15.68
1986:Q1,2572390.00,2514018.00,2136797.00,2136797.00,0.00,377221.00,377221.00,0.00,58372.00,2572390.00,1390552.00,0.00,0.00,0.00,6007.00,99.00,58656.00,79521.00,549920.00,0.00,135544.00,167512.00,5867.00,0.00,16599.00,0.00,162113.00,2514018.00,0.00,0.00,0.00,13.42
1986:Q2,2685845.00,2621586.00,2244577.00,2244577.00,0.00,377009.00,377009.00,0.00,64259.00,2685845.00,1452430.00,0.00,0.00,0.00,6736.00,80.00,59592.00,83293.00,556234.00,0.00,147760.00,178592.00,6827.00,0.00,16027.00,0.00,178274.00,2621586.00,0.00,0.00,0.00,4.99
1986:Q3,2454216.00,2382173.00,2031804.00,2031804.00,0.00,350369.00,350369.00,0.00,72043.00,2454216.00,1317074.00,0.00,86.00,0.00,6532.00,85.00,60265.00,75641.00,486489.00,0.00,140408.00,171286.00,6844.00,0.00,16727.00,0.00,172779.00,2382173.00,0.00,0.00,0.00,-8.43
1986:Q4,2682199.00,2609800.00,2240835.00,2240835.00,0.00,368965.00,368965.00,0.00,72399.00,2682199.00,1495169.00,0.00,219.00,0.00,6982.00,97.00,61163.00,76393.00,499172.00,0.00,150215.00,184410.00,7486.00,0.00,17721.00,0.00,183172.00,2609800.00,0.00,0.00,0.00,3.15
1987:Q1,3227855.00,3136272.00,2708148.00,2708148.00,0.00,428124.00,428124.00,0.00,91583.00,3227855.00,1768928.00,0.00,367.00,0.00,8443.00,105.00,62121.00,95625.00,622684.00,0.00,184755.00,227452.00,10722.00,0.00,18314.00,0.00,228339.00,3136272.00,0.00,0.00,0.00,20.32
1987:Q2,3298585.00,3198905.00,2783592.00,2783592.00,0.00,415313.00,415313.00,0.00,99680.00,3298585.00,1756493.00,0.00,500.00,0.00,8735.00,110.00,62974.00,100365.00,656616.00,0.00,196669.00,243473.00,12092.00,0.00,17614.00,0.00,242944.00,3198905.00,0.00,0.00,0.00,2.57
1987:Q3,3470639.00,3363362.00,2944431.00,2944431.00,0.00,418931.00,418931.00,0.00,107277.00,3470639.00,1837446.00,0.00,609.00,0.00,9238.00,101.00,63894.00,108914.00,693040.00,0.00,210476.00,253974.00,13111.00,0.00,20423.00,0.00,259413.00,3363362.00,0.00,0.00,0.00,5.53
1987:Q4,2710300.00,2615600.00,2286653.00,2286653.00,0.00,328947.00,328947.00,0.00,94700.00,2710300.00,1472855.00,0.00,687.00,0.00,7026.00,7.00,65056.00,80469.00,507411.00,0.00,170087.00,196632.00,10379.00,0.00,10685.00,0.00,189006.00,2615600.00,0.00,0.00,0.00,-23.77
1988:Q1,2882377.00,2772367.00,2419233.00,2419233.00,0.00,353134.00,353134.00,0.00,110010.00,2882377.00,1573991.00,0.00,796.00,0.00,7814.00,6.00,66358.00,85890.00,529276.00,0.00,188043.00,207680.00,11288.00,0.00,11495.00,0.00,199740.00,2772367.00,0.00,0.00,0.00,6.90
1988:Q2,3005328.00,2899595.00,2514872.00,2514872.00,0.00,384723.00,384723.00,0.00,105733.00,3005328.00,1651625.00,0.00,1000.00,0.00,8295.00,14.00,67697.00,88425.00,541172.00,0.00,196898.00,215376.00,12278.00,0.00,11075.00,0.00,211473.00,2899595.00,0.00,0.00,0.00,5.64
1988:Q3,2972099.00,2863593.00,2459275.00,2459275.00,0.00,404318.00,404318.00,0.00,108506.00,2972099.00,1661135.00,0.00,1297.00,0.00,8327.00,14.00,69308.00,88244.00,496969.00,5.00,204078.00,205769.00,13236.00,0.00,11881.00,0.00,211836.00,2863593.00,0.00,0.00,0.00,-0.84
1988:Q4,3075619.00,2946957.00,2558076.00,2558076.00,0.00,388881.00,388881.00,0.00,128662.00,3075619.00,1766266.00,0.00,1688.00,0.00,8477.00,6.00,71424.00,82779.00,486477.00,7.00,212634.00,205473.00,14342.00,0.00,12233.00,0.00,213813.00,2946957.00,0.00,0.00,0.00,1.17
1989:Q1,3226081.00,3092460.00,2669423.00,2669423.00,0.00,423037.00,423037.00,0.00,133621.00,3226081.00,1843660.00,0.00,2110.00,0.00,13760.00,7.00,74344.00,83693.00,516157.00,18.00,225318.00,214570.00,13068.00,0.00,12566.00,0.00,226810.00,3092460.00,0.00,0.00,0.00,6.45
1989:Q2,3441756.00,3303923.00,2835812.00,2835812.00,0.00,468111.00,468111.00,0.00,137833.00,3441756.00,1942620.00,0.00,2500.00,0.00,14755.00,8.00,78367.00,88426.00,550139.00,27.00,251759.00,237550.00,14189.00,0.00,13423.00,0.00,247993.00,3303923.00,0.00,0.00,0.00,7.61
1989:Q3,3736453.00,3564742.00,3056089.00,3056089.00,0.00,508653.00,508653.00,0.00,171711.00,3736453.00,2098103.00,0.00,2875.00,0.00,15621.00,8.00,82064.00,94568.00,607148.00,42.00,270927.00,259737.00,15530.00,0.00,14081.00,0.00,275749.00,3564742.00,0.00,0.00,0.00,9.23
