1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2006:Q4,0.00,0.00,0.00,0.00,0.00,3048.00,3048.00,16360.00,16360.00,600.00,600.00,5272.00,11340.00,-2140.00,-3928.00,5272.00,-4168.00,-6048.00,-652.00,2532.00,10388.00,-8292.00,18680.00,-1920.00,-1920.00,87204.00,87204.00,24515.00,24515.00,163212.00,111268.00,137815.00,163212.00,111268.00,137815.00
2007:Q1,0.00,0.00,0.00,0.00,0.00,15076.00,15076.00,12884.00,12884.00,2196.00,2196.00,18564.00,9344.00,1116.00,8104.00,18564.00,28632.00,12116.00,12088.00,4428.00,28116.00,19828.00,8288.00,4536.00,4536.00,539328.00,539328.00,18424.00,18424.00,600.00,23436.00,191575.00,600.00,23436.00,191575.00
2007:Q2,0.00,0.00,0.00,0.00,0.00,-6464.00,-6464.00,36016.00,36016.00,120.00,120.00,6724.00,4496.00,760.00,1468.00,6724.00,28916.00,12296.00,12260.00,4360.00,59540.00,31960.00,27580.00,4544.00,4544.00,237388.00,237388.00,18343.00,18343.00,2895.00,84139.00,118976.00,2895.00,84139.00,118976.00
2007:Q3,0.00,0.00,0.00,0.00,0.00,13720.00,13720.00,9492.00,9492.00,1868.00,1868.00,25732.00,18612.00,4484.00,2636.00,25732.00,29208.00,11776.00,12512.00,4920.00,28708.00,21272.00,7436.00,4540.00,4540.00,-85472.00,-85472.00,37198.00,37198.00,3675.00,16114.00,132060.00,3675.00,16114.00,132060.00
2007:Q4,96000.00,0.00,96000.00,0.00,0.00,-14648.00,-14648.00,-4900.00,-4900.00,-12.00,-12.00,11160.00,21456.00,-5392.00,-4904.00,11160.00,-11924.00,-9356.00,-3580.00,1012.00,10692.00,9468.00,1224.00,4544.00,4544.00,-699488.00,-699488.00,21171.00,21171.00,2039.00,67067.00,130482.00,2039.00,67067.00,130482.00
2008:Q1,-12000.00,0.00,-12000.00,0.00,0.00,23156.00,23156.00,19228.00,19228.00,5328.00,5328.00,42700.00,33568.00,1940.00,7192.00,42700.00,29380.00,11640.00,12528.00,5212.00,-75388.00,-41324.00,-34064.00,14736.00,14736.00,515368.00,515368.00,21327.00,21327.00,128701.00,20058.00,67516.00,128701.00,20058.00,67516.00
2008:Q2,164000.00,0.00,164000.00,0.00,0.00,-26220.00,-26220.00,31972.00,31972.00,1592.00,1592.00,4464.00,1348.00,2080.00,1036.00,4464.00,41672.00,18928.00,18628.00,4116.00,-4384.00,-14488.00,10104.00,14736.00,14736.00,-37724.00,-37724.00,21689.00,21689.00,126837.00,13964.00,15123.00,126837.00,13964.00,15123.00
2008:Q3,905052.00,0.00,905052.00,0.00,0.00,27856.00,27856.00,-51892.00,-51892.00,-704.00,-704.00,15608.00,13480.00,96.00,2032.00,15608.00,60180.00,28196.00,24996.00,6988.00,-91012.00,-48524.00,-42488.00,14736.00,14736.00,-891152.00,-891152.00,43574.00,43574.00,127017.00,5882.00,203527.00,127017.00,5882.00,203527.00
2008:Q4,1061860.00,0.00,1061860.00,0.00,0.00,-46380.00,-46380.00,-24096.00,-24096.00,6528.00,6528.00,7564.00,29408.00,-17608.00,-4236.00,7564.00,-29704.00,-14676.00,-12456.00,-2572.00,-127440.00,-60604.00,-66836.00,14744.00,14744.00,-999416.00,-999416.00,19417.00,19417.00,127988.00,30396.00,455210.00,127988.00,30396.00,455210.00
2009:Q1,-975244.00,0.00,-975244.00,0.00,0.00,13980.00,13980.00,-47236.00,-47236.00,-2052.00,-2052.00,9012.00,8760.00,6736.00,-6484.00,9012.00,-8028.00,8504.00,-5400.00,-11132.00,47332.00,61372.00,-14040.00,-8608.00,-8608.00,-339312.00,-339312.00,5961.00,5961.00,76236.00,36977.00,324639.00,76236.00,36977.00,324639.00
2009:Q2,-781332.00,-4.00,-781328.00,0.00,0.00,-3316.00,-3316.00,-31040.00,-31040.00,-6656.00,-6656.00,5904.00,9036.00,-3652.00,520.00,5904.00,-1948.00,10676.00,-2580.00,-10044.00,154868.00,103856.00,51012.00,-8604.00,-8604.00,165932.00,165932.00,17828.00,17828.00,77299.00,17522.00,545148.00,77299.00,17522.00,545148.00
2009:Q3,-231312.00,4.00,-231316.00,0.00,0.00,-14036.00,-14036.00,-30784.00,-30784.00,-1556.00,-1556.00,22756.00,22820.00,-2396.00,2332.00,22756.00,3232.00,13148.00,-584.00,-9332.00,151084.00,104456.00,46628.00,-8604.00,-8604.00,182204.00,182204.00,22028.00,22028.00,76434.00,10842.00,261015.00,76434.00,10842.00,261015.00
2009:Q4,-185936.00,0.00,-185936.00,0.00,0.00,4976.00,4976.00,-27460.00,-27460.00,-9448.00,-9448.00,-3972.00,-1816.00,-5212.00,3056.00,-3972.00,-13336.00,2612.00,-7244.00,-8704.00,102800.00,84564.00,18236.00,-8604.00,-8604.00,-129572.00,-129572.00,20452.00,20452.00,73023.00,-3094.00,124241.00,73023.00,-3094.00,124241.00
2010:Q1,-41088.00,0.00,-41088.00,0.00,0.00,20972.00,20972.00,-3716.00,-3716.00,10020.00,10020.00,8196.00,4432.00,-308.00,4072.00,8196.00,-3608.00,-40040.00,7488.00,28944.00,22616.00,4604.00,18012.00,15384.00,15384.00,-30568.00,-30568.00,17462.00,17462.00,-22946.00,15804.00,169450.00,-22946.00,15804.00,169450.00
2010:Q2,4980.00,0.00,4980.00,0.00,0.00,-13340.00,-13340.00,-24416.00,-24416.00,3576.00,3576.00,22260.00,18392.00,-1300.00,5168.00,22260.00,26640.00,-25856.00,19872.00,32624.00,-63012.00,-31304.00,-31708.00,15380.00,15380.00,-334524.00,-334524.00,15720.00,15720.00,-25512.00,25165.00,199698.00,-25512.00,25165.00,199698.00
2010:Q3,-4736.00,0.00,-4736.00,0.00,0.00,7528.00,7528.00,-7060.00,-7060.00,-11612.00,-11612.00,28876.00,27220.00,1212.00,444.00,28876.00,17836.00,-28876.00,16192.00,30520.00,54768.00,15896.00,38872.00,15388.00,15388.00,31672.00,31672.00,33368.00,33368.00,-26131.00,15482.00,395655.00,-26131.00,15482.00,395655.00
2010:Q4,56.00,0.00,56.00,0.00,0.00,-21144.00,-21144.00,-3404.00,-3404.00,8596.00,8596.00,9128.00,18104.00,2180.00,-11156.00,9128.00,-15504.00,-46164.00,3264.00,27396.00,42604.00,11464.00,31140.00,15380.00,15380.00,-160464.00,-160464.00,23386.00,23386.00,-25224.00,24189.00,231701.00,-25224.00,24189.00,231701.00
2011:Q1,-300.00,0.00,-300.00,0.00,0.00,2440.00,2440.00,-7176.00,-7176.00,1492.00,1492.00,11608.00,7436.00,900.00,3272.00,11608.00,-1964.00,10048.00,-2724.00,-9288.00,52992.00,38168.00,14824.00,2960.00,2960.00,-95640.00,-95640.00,20626.00,20626.00,-15103.00,12648.00,290586.00,-15103.00,12648.00,290586.00
2011:Q2,0.00,0.00,0.00,0.00,0.00,-3620.00,-3620.00,-9856.00,-9856.00,1920.00,1920.00,10732.00,17852.00,-5164.00,-1956.00,10732.00,52908.00,35580.00,19384.00,-2056.00,16920.00,25072.00,-8152.00,2960.00,2960.00,72736.00,72736.00,-16553.00,-16553.00,-14045.00,814598.00,361399.00,-14045.00,814598.00,361399.00
2011:Q3,2000.00,0.00,2000.00,0.00,0.00,8632.00,8632.00,-18272.00,-18272.00,-4984.00,-4984.00,26880.00,24872.00,-572.00,2580.00,26880.00,29944.00,23968.00,10396.00,-4420.00,-87428.00,-18220.00,-69208.00,2960.00,2960.00,-3644.00,-3644.00,52892.00,52892.00,-15376.00,-763615.00,327194.00,-15376.00,-763615.00,327194.00
2011:Q4,397292.00,0.00,397292.00,0.00,0.00,-14800.00,-14800.00,1484.00,1484.00,-292.00,-292.00,9832.00,12180.00,-2196.00,-152.00,9832.00,59872.00,40692.00,22092.00,-2912.00,66864.00,42852.00,24012.00,2960.00,2960.00,-271888.00,-271888.00,17159.00,17159.00,-20104.00,19676.00,291983.00,-20104.00,19676.00,291983.00
2012:Q1,-213364.00,0.00,-213364.00,0.00,0.00,17068.00,17068.00,-4636.00,-4636.00,7320.00,7320.00,-192.00,-3504.00,764.00,2548.00,-192.00,-26956.00,-32548.00,-5852.00,11444.00,4032.00,-1260.00,5292.00,-12324.00,-12324.00,-28896.00,-28896.00,15346.00,15346.00,10207.00,27957.00,275196.00,10207.00,27957.00,275196.00
2012:Q2,-74052.00,0.00,-74052.00,0.00,0.00,-15152.00,-15152.00,10532.00,10532.00,7436.00,7436.00,-15056.00,-18460.00,1540.00,1864.00,-15056.00,5916.00,-18952.00,8216.00,16652.00,-28444.00,-6476.00,-21968.00,-12320.00,-12320.00,219828.00,219828.00,18677.00,18677.00,1994.00,11763.00,315557.00,1994.00,11763.00,315557.00
2012:Q3,-61676.00,-4.00,-61672.00,0.00,0.00,-2084.00,-2084.00,4548.00,4548.00,1612.00,1612.00,19048.00,15984.00,1432.00,1632.00,19048.00,1612.00,-19968.00,6620.00,14960.00,30368.00,16496.00,13872.00,-12324.00,-12324.00,-198448.00,-198448.00,8759.00,8759.00,-6762.00,3133.00,356576.00,-6762.00,3133.00,356576.00
2012:Q4,-14644.00,4.00,-14648.00,0.00,0.00,4796.00,4796.00,-11952.00,-11952.00,-13840.00,-13840.00,-10828.00,-3600.00,-2260.00,-4968.00,-10828.00,42476.00,792.00,23056.00,18628.00,2880.00,4724.00,-1844.00,-12316.00,-12316.00,-309276.00,-309276.00,10602.00,10602.00,-15908.00,158664.00,301969.00,-15908.00,158664.00,301969.00
2013:Q1,-3336.00,-4.00,-3332.00,0.00,0.00,-1380.00,-1380.00,4540.00,4540.00,4048.00,4048.00,-5820.00,-8212.00,1184.00,1208.00,-5820.00,-9240.00,30708.00,-11852.00,-28096.00,-75700.00,-46880.00,-28820.00,-2476.00,-2476.00,236164.00,236164.00,14856.00,14856.00,117685.00,-89172.00,251669.00,117685.00,-89172.00,251669.00
2013:Q2,-25508.00,0.00,-25508.00,0.00,0.00,-5616.00,-5616.00,-27136.00,-27136.00,7612.00,7612.00,-1204.00,172.00,-1516.00,140.00,-1204.00,23804.00,45988.00,1428.00,-23612.00,-12524.00,-5964.00,-6560.00,-2468.00,-2468.00,298280.00,298280.00,-3364.00,-3364.00,110528.00,437691.00,182198.00,110528.00,437691.00,182198.00
2013:Q3,-4672.00,0.00,-4672.00,0.00,0.00,-6060.00,-6060.00,-4020.00,-4020.00,-4008.00,-4008.00,14444.00,12876.00,188.00,1380.00,14444.00,8844.00,39340.00,-4776.00,-25720.00,22640.00,9544.00,13096.00,-2472.00,-2472.00,-43612.00,-43612.00,12044.00,12044.00,104893.00,557849.00,286817.00,104893.00,557849.00,286817.00
2013:Q4,-956.00,0.00,-956.00,0.00,0.00,392.00,392.00,-7332.00,-7332.00,4448.00,4448.00,-5744.00,-4068.00,1068.00,-2744.00,-5744.00,-564.00,35260.00,-8896.00,-26928.00,31524.00,12124.00,19400.00,-2472.00,-2472.00,-114840.00,-114840.00,25093.00,25093.00,101133.00,-945000.00,258774.00,101133.00,-945000.00,258774.00
2014:Q1,540.00,0.00,540.00,0.00,0.00,-468.00,-468.00,-12300.00,-12300.00,3936.00,3936.00,15032.00,14512.00,-588.00,1108.00,15032.00,5960.00,-10740.00,6352.00,10348.00,-54712.00,-29492.00,-25220.00,-2864.00,-2864.00,483968.00,483968.00,16272.00,16272.00,88031.00,1142.00,331101.00,88031.00,1142.00,331101.00
2014:Q2,-1132.00,0.00,-1132.00,0.00,0.00,-5572.00,-5572.00,16184.00,16184.00,5488.00,5488.00,12728.00,12288.00,1992.00,-1552.00,12728.00,32424.00,-604.00,17804.00,15224.00,8216.00,5480.00,2736.00,-2868.00,-2868.00,-191960.00,-191960.00,16703.00,16703.00,86179.00,31893.00,314898.00,86179.00,31893.00,314898.00
2014:Q3,464.00,0.00,464.00,0.00,0.00,1068.00,1068.00,20420.00,20420.00,-2640.00,-2640.00,1708.00,-3308.00,892.00,4124.00,1708.00,27056.00,-2864.00,15496.00,14424.00,-15272.00,-10024.00,-5248.00,-2864.00,-2864.00,-44776.00,-44776.00,10696.00,10696.00,84499.00,10067.00,174523.00,84499.00,10067.00,174523.00
2014:Q4,5152.00,0.00,5152.00,0.00,0.00,-992.00,-992.00,12556.00,12556.00,-1880.00,-1880.00,-6224.00,-1656.00,-1324.00,-3244.00,-6224.00,-6644.00,-19404.00,1748.00,11012.00,3888.00,1620.00,2268.00,-2864.00,-2864.00,-58920.00,-58920.00,-2159.00,-2159.00,82708.00,45430.00,223868.00,82708.00,45430.00,223868.00
2015:Q1,-2872.00,0.00,-2872.00,0.00,0.00,4376.00,4376.00,6212.00,6212.00,4420.00,4420.00,9200.00,7832.00,-5552.00,6920.00,9200.00,-5636.00,13156.00,-5544.00,-13248.00,23308.00,16508.00,6800.00,-5584.00,-5584.00,139068.00,139068.00,2646.00,2646.00,69431.00,390424.00,239356.00,69431.00,390424.00,239356.00
2015:Q2,-700.00,0.00,-700.00,0.00,0.00,-3676.00,-3676.00,-5948.00,-5948.00,3452.00,3452.00,-4528.00,3480.00,-5348.00,-2660.00,-4528.00,30680.00,30240.00,8748.00,-8308.00,-9152.00,-11596.00,2444.00,-3852.00,-3852.00,-209252.00,-209252.00,-5253.00,-5253.00,70041.00,571380.00,219331.00,70041.00,571380.00,219331.00
2015:Q3,184.00,0.00,184.00,0.00,0.00,-3944.00,-3944.00,-12176.00,-12176.00,-864.00,-864.00,13724.00,14708.00,-5160.00,4176.00,13724.00,40384.00,36056.00,11932.00,-7604.00,-37604.00,-22388.00,-15216.00,-4368.00,-4368.00,177688.00,177688.00,12128.00,12128.00,68921.00,475290.00,297966.00,68921.00,475290.00,297966.00
2015:Q4,1264.00,0.00,1264.00,0.00,0.00,1120.00,1120.00,18204.00,18204.00,-176.00,-176.00,-5800.00,5192.00,-4976.00,-6016.00,-5800.00,-3300.00,14136.00,-5680.00,-11756.00,15912.00,2996.00,12916.00,-3472.00,-3472.00,-162648.00,-162648.00,20018.00,20018.00,59203.00,-1362266.00,267287.00,59203.00,-1362266.00,267287.00
2016:Q1,-3404.00,0.00,-3404.00,0.00,0.00,-1016.00,-1016.00,-3864.00,-3864.00,4760.00,4760.00,30684.00,24324.00,2004.00,4356.00,30684.00,18888.00,13600.00,6384.00,-1096.00,7312.00,7836.00,-524.00,-1052.00,-1052.00,315288.00,315288.00,11764.00,11764.00,-762.00,16120.00,218102.00,-762.00,16120.00,218102.00
2016:Q2,11392.00,0.00,11392.00,0.00,0.00,1528.00,1528.00,7964.00,7964.00,3304.00,3304.00,29708.00,26076.00,3452.00,180.00,29708.00,30264.00,18576.00,10980.00,708.00,12932.00,5408.00,7524.00,-2024.00,-2024.00,-266456.00,-266456.00,12916.00,12916.00,22635.00,48996.00,204019.00,22635.00,48996.00,204019.00
2016:Q3,16035.00,-1.00,16036.00,0.00,0.00,476.00,476.00,1796.00,1796.00,-3868.00,-3868.00,15708.00,11920.00,2372.00,1416.00,15708.00,40868.00,22600.00,15652.00,2616.00,27748.00,9116.00,18632.00,-2288.00,-2288.00,-106632.00,-106632.00,8869.00,8869.00,17450.00,25867.00,235454.00,17450.00,25867.00,235454.00
