1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1972:Q2,38059.00,0.00,386.00,18416.00,0.00,-2824.00,-927.00,-1534.00,-1163.00,350.00,450.00,1057.00,-2003.00,-584.00,1706.00,19383.00,2522.00,52104.00,17456.00,7907.00,26221.00,-318.00,838.00,30755.00,5546.00,5169.00,20040.00,21349.00,11910.00,2738.00,6181.00,-318.00,838.00,31088.00,9663.00,7354.00,7375.00,1654.00,5042.00,1506.00,29826.00,6181.00,644.00,2466.00,25467.00,20221.00,5246.00,215170.00,13.86,11.84,9.40,2.44
1972:Q3,44249.00,0.00,4211.00,20149.00,0.00,-1187.00,-2609.00,1261.00,-725.00,272.00,614.00,-1198.00,-2189.00,-218.00,1736.00,20041.00,2904.00,53290.00,17828.00,8061.00,27031.00,-317.00,687.00,31456.00,5680.00,5315.00,20461.00,21835.00,12148.00,2746.00,6571.00,-317.00,687.00,24039.00,11286.00,5925.00,5307.00,862.00,659.00,1609.00,43653.00,6571.00,-263.00,-912.00,36434.00,25639.00,10795.00,225302.00,19.38,16.17,11.38,4.79
1972:Q4,45447.00,0.00,10361.00,15813.00,0.00,-1045.00,-131.00,922.00,-2060.00,501.00,-277.00,2420.00,-4652.00,-534.00,1764.00,19526.00,1794.00,55657.00,19044.00,8578.00,28371.00,-318.00,-19.00,32201.00,5827.00,5471.00,20903.00,23456.00,13217.00,3108.00,7468.00,-318.00,-19.00,29454.00,9856.00,7618.00,7228.00,282.00,4470.00,1755.00,41204.00,7468.00,-198.00,-4063.00,29871.00,33587.00,-3716.00,239535.00,17.20,12.47,14.02,-1.55
1973:Q1,45608.00,0.00,-2201.00,23705.00,0.00,3222.00,-2269.00,3574.00,-361.00,2027.00,251.00,-2008.00,-617.00,-756.00,1804.00,18900.00,3559.00,58802.00,19952.00,9119.00,30549.00,-322.00,-495.00,32940.00,6150.00,5478.00,21312.00,25863.00,13803.00,3641.00,9237.00,-322.00,-495.00,21750.00,9261.00,4734.00,1007.00,-716.00,7464.00,1814.00,51535.00,9237.00,-274.00,3407.00,45980.00,31741.00,14239.00,243896.00,21.13,18.85,13.01,5.84
1973:Q2,46448.00,0.00,3855.00,15477.00,0.00,3496.00,1855.00,982.00,-65.00,914.00,-190.00,1703.00,-318.00,-622.00,1855.00,18681.00,2321.00,60788.00,19404.00,9651.00,30429.00,-327.00,1631.00,33914.00,6340.00,5652.00,21923.00,26874.00,13064.00,3999.00,8506.00,-327.00,1631.00,28923.00,11708.00,4270.00,8870.00,-1111.00,5186.00,1529.00,45928.00,8506.00,633.00,2603.00,39392.00,31217.00,8175.00,247405.00,18.56,15.92,12.62,3.30
1973:Q3,47439.00,0.00,660.00,13000.00,0.00,11589.00,741.00,5227.00,1009.00,2653.00,1959.00,-1451.00,145.00,-20.00,1863.00,19288.00,2365.00,59885.00,19222.00,9829.00,30314.00,-333.00,854.00,34975.00,6556.00,5840.00,22580.00,24911.00,12667.00,3989.00,7734.00,-333.00,854.00,22890.00,11560.00,-1405.00,6297.00,232.00,6206.00,1578.00,51037.00,7734.00,-351.00,-967.00,42688.00,30943.00,11745.00,251847.00,20.27,16.95,12.29,4.66
1973:Q4,50125.00,0.00,10356.00,10054.00,0.00,6630.00,4451.00,1423.00,-1149.00,962.00,943.00,2673.00,-2924.00,-823.00,1826.00,20084.00,2249.00,59119.00,18681.00,9648.00,29712.00,-340.00,1418.00,35974.00,6798.00,6038.00,23139.00,23145.00,11883.00,3611.00,6573.00,-340.00,1418.00,18101.00,9974.00,-3437.00,6285.00,-310.00,5589.00,1680.00,56849.00,6573.00,-179.00,-4501.00,45954.00,37889.00,8064.00,262972.00,21.62,17.47,14.41,3.07
1974:Q1,50236.00,0.00,-3959.00,21982.00,263.00,8628.00,557.00,7514.00,-2594.00,1493.00,1658.00,-1800.00,1002.00,-363.00,1783.00,19914.00,2786.00,56104.00,17867.00,9498.00,29411.00,-349.00,-322.00,37109.00,7012.00,6317.00,23780.00,18995.00,10855.00,3181.00,5631.00,-349.00,-322.00,15992.00,7983.00,4867.00,-2520.00,-107.00,5769.00,1680.00,54919.00,5631.00,-266.00,2947.00,52501.00,39834.00,12667.00,269181.00,20.40,19.50,14.80,4.71
1974:Q2,46573.00,0.00,-951.00,17266.00,307.00,3128.00,3017.00,-5130.00,1232.00,1370.00,2639.00,2931.00,-640.00,-399.00,1732.00,20860.00,2339.00,57680.00,17557.00,9433.00,30324.00,-357.00,724.00,38098.00,7301.00,6525.00,24273.00,19582.00,10256.00,2908.00,6051.00,-357.00,724.00,35547.00,10859.00,7905.00,6317.00,398.00,10068.00,1602.00,32210.00,6051.00,737.00,2630.00,28052.00,31503.00,-3451.00,268110.00,12.01,10.46,11.75,-1.29
1974:Q3,54127.00,0.00,1912.00,6625.00,816.00,21098.00,4339.00,4427.00,5605.00,4495.00,2232.00,783.00,-1022.00,-969.00,1755.00,21837.00,1292.00,58524.00,17531.00,9557.00,31657.00,-364.00,143.00,39477.00,7613.00,6728.00,25136.00,19047.00,9918.00,2829.00,6521.00,-364.00,143.00,30841.00,10205.00,8412.00,4464.00,818.00,6942.00,1541.00,43874.00,6521.00,-484.00,-903.00,36933.00,31424.00,5509.00,275426.00,15.93,13.41,11.41,2.00
1974:Q4,51459.00,0.00,8283.00,11121.00,993.00,6127.00,-2011.00,-203.00,2159.00,-230.00,6412.00,1063.00,-554.00,330.00,1851.00,21673.00,572.00,53464.00,15656.00,9854.00,29526.00,-370.00,-1202.00,41236.00,7947.00,6926.00,26364.00,12228.00,7709.00,2928.00,3163.00,-370.00,-1202.00,21162.00,6828.00,6083.00,685.00,535.00,7031.00,1475.00,44000.00,3163.00,-286.00,-4105.00,37018.00,38968.00,-1950.00,285589.00,15.41,12.96,13.64,-0.68
1975:Q1,44882.00,0.00,-12603.00,27938.00,1241.00,1448.00,-4081.00,1847.00,-1291.00,1624.00,3349.00,182.00,-684.00,492.00,3047.00,22176.00,1645.00,56238.00,15141.00,9748.00,30533.00,-377.00,1193.00,42337.00,8039.00,7404.00,26894.00,13901.00,7102.00,2344.00,3639.00,-377.00,1193.00,5950.00,4695.00,4336.00,-6014.00,653.00,2280.00,1487.00,54321.00,3639.00,830.00,2929.00,52781.00,41405.00,11376.00,294908.00,18.42,17.90,14.04,3.86
1975:Q2,52638.00,0.00,9959.00,18588.00,41.00,-5313.00,-3910.00,2816.00,-2760.00,456.00,-1915.00,3141.00,-663.00,51.00,2350.00,23005.00,1479.00,57251.00,15848.00,9849.00,31670.00,-377.00,260.00,43388.00,8337.00,7592.00,27459.00,13863.00,7511.00,2258.00,4211.00,-377.00,260.00,24264.00,10752.00,3992.00,2721.00,685.00,6114.00,1616.00,43853.00,4211.00,908.00,2838.00,41572.00,41425.00,148.00,302165.00,14.51,13.76,13.71,0.05
1975:Q3,53163.00,0.00,2381.00,14943.00,47.00,9662.00,-4522.00,8938.00,-1088.00,2118.00,4216.00,418.00,-1249.00,-991.00,2059.00,24282.00,1611.00,60936.00,17064.00,10116.00,34009.00,-373.00,121.00,44475.00,8588.00,7763.00,28124.00,16461.00,8476.00,2353.00,5885.00,-373.00,121.00,25425.00,12099.00,2699.00,5250.00,852.00,4525.00,1679.00,45879.00,5885.00,-607.00,-1002.00,39598.00,36159.00,3440.00,305527.00,15.02,12.96,11.83,1.13
1975:Q4,63348.00,0.00,2131.00,19961.00,-12.00,9855.00,-2169.00,6207.00,-97.00,1632.00,4282.00,4407.00,-1892.00,-223.00,2771.00,24125.00,2225.00,64136.00,18120.00,10324.00,35540.00,-366.00,519.00,45399.00,8792.00,7919.00,28689.00,18737.00,9329.00,2405.00,6851.00,-366.00,519.00,28963.00,11443.00,3058.00,5813.00,992.00,7657.00,1666.00,54788.00,6851.00,292.00,-4178.00,43467.00,40024.00,3444.00,316690.00,17.30,13.73,12.64,1.09
1976:Q1,51847.00,0.00,-4479.00,28653.00,-139.00,-853.00,895.00,-550.00,-1097.00,2948.00,-3049.00,15.00,1748.00,-771.00,1989.00,23678.00,2006.00,67980.00,19978.00,10464.00,37597.00,-353.00,294.00,46714.00,8992.00,8032.00,29691.00,21266.00,10986.00,2432.00,7907.00,-353.00,294.00,17308.00,11591.00,5029.00,-2088.00,1766.00,1010.00,1702.00,57506.00,7907.00,-396.00,3325.00,53320.00,42680.00,10640.00,327707.00,17.55,16.27,13.02,3.25
1976:Q2,63991.00,0.00,6180.00,23485.00,-216.00,4939.00,609.00,-2780.00,631.00,4117.00,2362.00,2.00,1927.00,-898.00,2460.00,23128.00,2984.00,69893.00,21063.00,10748.00,38196.00,-342.00,228.00,47784.00,9186.00,8205.00,30393.00,22109.00,11877.00,2543.00,7804.00,-342.00,228.00,35712.00,14671.00,3791.00,8240.00,1757.00,7253.00,1766.00,52154.00,7804.00,1082.00,3166.00,46435.00,33008.00,13427.00,322987.00,16.15,14.38,10.22,4.16
1976:Q3,56622.00,0.00,2494.00,20489.00,-19.00,2617.00,-2294.00,402.00,-601.00,1088.00,4022.00,299.00,331.00,-926.00,2222.00,25699.00,3416.00,71927.00,21041.00,11125.00,39105.00,-329.00,984.00,48855.00,9418.00,8412.00,31025.00,23072.00,11623.00,2713.00,8080.00,-329.00,984.00,33868.00,17617.00,4083.00,7540.00,1032.00,3596.00,1793.00,47619.00,8080.00,-583.00,-1419.00,38703.00,34181.00,4522.00,331617.00,14.36,11.67,10.31,1.36
1976:Q4,71996.00,0.00,8274.00,27374.00,59.00,-1149.00,-2105.00,-5438.00,3460.00,-2103.00,5037.00,4811.00,201.00,-309.00,2527.00,26323.00,3885.00,75256.00,24051.00,11469.00,40397.00,-317.00,-343.00,50047.00,9688.00,8653.00,31706.00,25209.00,14363.00,2816.00,8691.00,-317.00,-343.00,36536.00,16181.00,4291.00,8273.00,1192.00,6599.00,1975.00,62644.00,8691.00,117.00,-4433.00,49404.00,37438.00,11966.00,343468.00,18.24,14.38,10.90,3.48
1977:Q1,70884.00,0.00,202.00,36340.00,-442.00,9392.00,7171.00,4677.00,-4193.00,508.00,1229.00,-5398.00,-1132.00,-931.00,2300.00,27403.00,3150.00,79557.00,25400.00,11910.00,42424.00,-301.00,125.00,51975.00,10240.00,8702.00,33032.00,27582.00,15160.00,3207.00,9391.00,-301.00,125.00,29742.00,15055.00,5530.00,53.00,1028.00,8076.00,3541.00,72265.00,9391.00,-517.00,3969.00,67360.00,38134.00,29227.00,353356.00,20.45,19.06,10.79,8.27
1977:Q2,60201.00,0.00,4188.00,21162.00,78.00,1249.00,4258.00,-7459.00,89.00,4586.00,-225.00,1798.00,-1747.00,611.00,2433.00,25846.00,4583.00,86302.00,28938.00,12396.00,43644.00,-296.00,1620.00,53452.00,10568.00,9001.00,33883.00,32850.00,18370.00,3395.00,9762.00,-296.00,1620.00,51893.00,25001.00,6211.00,12893.00,1589.00,6199.00,1969.00,43127.00,9762.00,882.00,3610.00,36093.00,28675.00,7418.00,351155.00,12.28,10.28,8.17,2.11
1977:Q3,74286.00,0.00,8657.00,26404.00,-61.00,4391.00,276.00,4404.00,325.00,-1132.00,518.00,-1521.00,-857.00,784.00,2436.00,29158.00,4895.00,88806.00,29769.00,12860.00,44744.00,-297.00,1730.00,54827.00,10910.00,9329.00,34588.00,33980.00,18859.00,3531.00,10156.00,-297.00,1730.00,49245.00,27051.00,5663.00,10905.00,577.00,5049.00,1913.00,60933.00,10156.00,-502.00,-1125.00,50155.00,36666.00,13489.00,367171.00,16.60,13.66,9.99,3.67
1977:Q4,74499.00,0.00,4640.00,20927.00,241.00,8830.00,2992.00,1420.00,428.00,1996.00,1994.00,6410.00,-2495.00,-48.00,2815.00,28080.00,5099.00,92479.00,30296.00,13530.00,46293.00,-304.00,2664.00,56447.00,11264.00,9685.00,35498.00,36032.00,19032.00,3846.00,10795.00,-304.00,2664.00,48111.00,24239.00,5909.00,11939.00,1048.00,4976.00,1854.00,64274.00,10795.00,-51.00,-5695.00,47836.00,44686.00,3150.00,385012.00,16.69,12.42,11.61,0.82
1978:Q1,74208.00,0.00,482.00,30198.00,1537.00,8284.00,27.00,3969.00,192.00,5891.00,-1795.00,-2113.00,-3707.00,263.00,2656.00,31509.00,5099.00,91321.00,31482.00,13574.00,46029.00,-317.00,553.00,58738.00,12008.00,9715.00,37016.00,32583.00,19474.00,3859.00,9014.00,-317.00,553.00,36490.00,18937.00,6247.00,2079.00,2465.00,6762.00,1792.00,72093.00,9014.00,-346.00,5184.00,68610.00,50199.00,18411.00,398403.00,18.10,17.22,12.60,4.62
1978:Q2,78191.00,0.00,7715.00,21994.00,1316.00,8307.00,6996.00,-4347.00,-112.00,7390.00,-1620.00,4710.00,-2624.00,-569.00,3069.00,29306.00,4967.00,99626.00,33982.00,15040.00,50214.00,-332.00,722.00,60481.00,12415.00,10100.00,37966.00,39146.00,21567.00,4940.00,12248.00,-332.00,722.00,68614.00,28172.00,7421.00,17555.00,3284.00,12182.00,1774.00,50497.00,12248.00,1202.00,4286.00,41333.00,30591.00,10742.00,393584.00,12.83,10.50,7.77,2.73
1978:Q3,82498.00,0.00,7877.00,25325.00,1165.00,7371.00,-295.00,5853.00,48.00,5565.00,-3800.00,4637.00,-2750.00,52.00,2865.00,30993.00,4963.00,103369.00,35306.00,15915.00,50343.00,-345.00,2150.00,62476.00,12851.00,10495.00,39130.00,40893.00,22455.00,5420.00,11213.00,-345.00,2150.00,65456.00,32438.00,7370.00,13496.00,2746.00,9406.00,1799.00,59734.00,11213.00,-633.00,-1930.00,47224.00,39707.00,7517.00,410803.00,14.54,11.50,9.67,1.83
1978:Q4,86557.00,0.00,3653.00,19175.00,1713.00,16789.00,7963.00,-458.00,607.00,8005.00,672.00,8272.00,-1261.00,16.00,2971.00,30479.00,4750.00,104688.00,36163.00,16798.00,51634.00,-356.00,450.00,64509.00,13314.00,10902.00,40293.00,40179.00,22849.00,5896.00,11341.00,-356.00,450.00,60883.00,30699.00,8252.00,13283.00,-2469.00,11118.00,1824.00,67677.00,11341.00,210.00,-6675.00,49451.00,46065.00,3386.00,427280.00,15.84,11.57,10.78,0.79
1979:Q1,69709.00,0.00,-4914.00,24493.00,6765.00,16304.00,4569.00,6968.00,1448.00,5152.00,-1833.00,-4160.00,-4165.00,-848.00,2633.00,28566.00,5035.00,106785.00,35990.00,17674.00,52019.00,-369.00,1472.00,66428.00,13967.00,11170.00,41292.00,40357.00,22023.00,6504.00,10728.00,-369.00,1472.00,43409.00,24057.00,7337.00,2514.00,281.00,9220.00,1862.00,68520.00,10728.00,-561.00,4590.00,62943.00,54016.00,8927.00,444317.00,15.42,14.17,12.16,2.01
1979:Q2,81716.00,0.00,12298.00,12355.00,6988.00,12177.00,3101.00,3302.00,-322.00,7460.00,-1364.00,6335.00,-5960.00,-127.00,2895.00,29585.00,5170.00,107327.00,36555.00,18075.00,51745.00,-378.00,1330.00,68627.00,14480.00,11584.00,42563.00,38700.00,22075.00,6491.00,9182.00,-378.00,1330.00,75169.00,31560.00,13391.00,13500.00,4040.00,12678.00,1828.00,47076.00,9182.00,1087.00,3982.00,40789.00,32979.00,7810.00,433696.00,10.85,9.40,7.60,1.80
1979:Q3,91541.00,0.00,13807.00,22786.00,7141.00,9644.00,3445.00,7207.00,1073.00,4288.00,-6369.00,5473.00,-6342.00,-720.00,2597.00,32428.00,4727.00,111302.00,37262.00,18946.00,53803.00,-388.00,1678.00,70844.00,15011.00,12000.00,43834.00,40457.00,22252.00,6946.00,9969.00,-388.00,1678.00,73796.00,33686.00,13126.00,14209.00,2539.00,10236.00,1866.00,60069.00,9969.00,-547.00,-1893.00,48754.00,42190.00,6564.00,456884.00,13.15,10.67,9.23,1.44
1979:Q4,106545.00,0.00,1650.00,14997.00,9637.00,32962.00,-1341.00,28930.00,-968.00,2357.00,3984.00,7257.00,-5947.00,-528.00,2811.00,39184.00,4522.00,108982.00,36658.00,19087.00,53364.00,-398.00,272.00,72875.00,15558.00,12415.00,44902.00,36108.00,21101.00,6672.00,8462.00,-398.00,272.00,66184.00,26738.00,12802.00,13088.00,-757.00,14313.00,1985.00,78453.00,8462.00,243.00,-5750.00,63998.00,48359.00,15639.00,474385.00,16.54,13.49,10.19,3.30
1980:Q1,80006.00,0.00,-8360.00,24030.00,15066.00,9154.00,4471.00,6035.00,6544.00,334.00,-8230.00,-6351.00,-2565.00,-1859.00,2459.00,45036.00,3396.00,107308.00,34729.00,18975.00,53916.00,-410.00,98.00,75195.00,15969.00,12994.00,46233.00,32113.00,18760.00,5982.00,7683.00,-410.00,98.00,40872.00,20770.00,12374.00,-4954.00,3577.00,9105.00,2042.00,73289.00,7683.00,-649.00,4735.00,70989.00,54981.00,16009.00,494051.00,14.83,14.37,11.13,3.24
1980:Q2,78338.00,0.00,50.00,19704.00,15403.00,-11617.00,-7782.00,-5006.00,-1550.00,2608.00,113.00,5080.00,-4574.00,437.00,2690.00,49455.00,1710.00,94943.00,28891.00,18155.00,49237.00,-420.00,-921.00,77744.00,16540.00,13377.00,47827.00,17199.00,12351.00,4778.00,1410.00,-420.00,-921.00,38768.00,16503.00,14746.00,-4025.00,2456.00,9088.00,2179.00,58948.00,1410.00,886.00,3994.00,60646.00,42042.00,18605.00,481685.00,12.24,12.59,8.73,3.86
1980:Q3,117951.00,0.00,19368.00,31331.00,75.00,2322.00,-2827.00,3554.00,-680.00,2144.00,131.00,8487.00,-1529.00,428.00,2418.00,52461.00,2590.00,97694.00,30488.00,18657.00,52361.00,-427.00,-3386.00,79708.00,17124.00,13722.00,48862.00,17986.00,13365.00,4935.00,3499.00,-427.00,-3386.00,54569.00,29076.00,11564.00,4699.00,2888.00,6342.00,2324.00,83692.00,3499.00,-744.00,-2056.00,78881.00,52369.00,26512.00,506598.00,16.52,15.57,10.34,5.23
1980:Q4,125187.00,0.00,4864.00,49301.00,-5637.00,11921.00,2544.00,12218.00,1846.00,1325.00,-6012.00,7538.00,-3207.00,404.00,2687.00,49635.00,7681.00,106974.00,34166.00,19844.00,54886.00,-431.00,-1492.00,81512.00,17721.00,14027.00,49763.00,25462.00,16445.00,5817.00,5123.00,-431.00,-1492.00,59094.00,26136.00,9860.00,7708.00,6040.00,9350.00,2233.00,93789.00,5123.00,-22.00,-5658.00,83030.00,63805.00,19225.00,535618.00,17.51,15.50,11.91,3.59
1981:Q1,90838.00,0.00,5951.00,2218.00,34156.00,1504.00,3008.00,-8046.00,-4382.00,12851.00,-1927.00,-3857.00,-6118.00,902.00,2293.00,46611.00,7178.00,114072.00,34080.00,20976.00,57190.00,-441.00,2267.00,83239.00,17619.00,15008.00,50612.00,30833.00,16460.00,5968.00,6578.00,-441.00,2267.00,27797.00,15186.00,10924.00,-4142.00,-771.00,6600.00,2163.00,96037.00,6578.00,-675.00,5200.00,95334.00,67133.00,28202.00,553946.00,17.34,17.21,12.12,5.09
1981:Q2,81851.00,0.00,6850.00,18309.00,10042.00,-5462.00,-8135.00,-5305.00,-17.00,8015.00,-20.00,6746.00,-9215.00,1099.00,2651.00,43533.00,7298.00,113859.00,33506.00,22465.00,56002.00,-441.00,2327.00,84889.00,18187.00,15278.00,51424.00,28970.00,15319.00,7187.00,4578.00,-441.00,2327.00,56253.00,23759.00,9180.00,7708.00,2509.00,13097.00,2281.00,56849.00,4578.00,970.00,4296.00,55597.00,43398.00,12199.00,538638.00,10.55,10.32,8.06,2.26
1981:Q3,117759.00,0.00,10814.00,22178.00,28834.00,9059.00,-7028.00,10537.00,-723.00,8333.00,-2060.00,5395.00,-13360.00,930.00,2208.00,44830.00,6871.00,116551.00,31238.00,23765.00,58557.00,-440.00,3431.00,86719.00,18736.00,15528.00,52455.00,29831.00,12502.00,8237.00,6102.00,-440.00,3431.00,46097.00,17846.00,8360.00,10318.00,1332.00,8241.00,2377.00,103870.00,6102.00,-872.00,-2530.00,96111.00,67877.00,28234.00,573764.00,18.10,16.75,11.83,4.92
1981:Q4,123583.00,0.00,25048.00,25317.00,17212.00,6911.00,1888.00,-1412.00,1060.00,111.00,5264.00,10960.00,-13204.00,1561.00,2430.00,40309.00,7039.00,110229.00,28401.00,25312.00,55051.00,-440.00,1906.00,88393.00,19267.00,15759.00,53368.00,21836.00,9134.00,9553.00,1683.00,-440.00,1906.00,42136.00,11048.00,13680.00,5954.00,4085.00,7369.00,2441.00,105724.00,1683.00,-296.00,-5798.00,98539.00,74070.00,24469.00,584376.00,18.09,16.86,12.68,4.19
1982:Q1,94130.00,0.00,-4626.00,31340.00,10275.00,19181.00,4011.00,4155.00,-774.00,12355.00,-566.00,823.00,-5577.00,600.00,1919.00,39055.00,1140.00,108687.00,27166.00,24475.00,56652.00,-470.00,865.00,88521.00,19023.00,16738.00,52760.00,20167.00,8143.00,7737.00,3892.00,-470.00,865.00,23294.00,10503.00,11331.00,-4345.00,-2279.00,8084.00,2869.00,93872.00,3892.00,-653.00,5602.00,96235.00,77360.00,18876.00,598124.00,15.69,16.09,12.93,3.16
1982:Q2,109649.00,0.00,153.00,24008.00,10496.00,22109.00,6838.00,4467.00,-152.00,17136.00,-6180.00,7289.00,-3284.00,-1.00,2036.00,45481.00,1362.00,108216.00,26672.00,23814.00,57293.00,-468.00,905.00,89728.00,19425.00,16917.00,53387.00,18488.00,7247.00,6897.00,3907.00,-468.00,905.00,53279.00,13437.00,14990.00,7350.00,1723.00,15779.00,2584.00,77442.00,3907.00,1184.00,4609.00,76961.00,59911.00,17049.00,588192.00,13.17,13.08,10.19,2.90
1982:Q3,140542.00,0.00,12918.00,20896.00,25983.00,23970.00,-7238.00,18163.00,-1927.00,10606.00,4366.00,4663.00,-8581.00,1239.00,1647.00,55387.00,2420.00,109290.00,26846.00,22903.00,57955.00,-466.00,2052.00,90767.00,19736.00,17045.00,53986.00,18523.00,7110.00,5858.00,3970.00,-466.00,2052.00,49498.00,13259.00,16479.00,5928.00,3402.00,10430.00,2501.00,112068.00,3970.00,-688.00,-2644.00,106143.00,68249.00,37894.00,609200.00,18.40,17.42,11.20,6.22
1982:Q4,121957.00,0.00,14761.00,59306.00,-14652.00,-1017.00,3107.00,-7528.00,-314.00,1829.00,1889.00,14066.00,-19815.00,1649.00,2215.00,60166.00,5278.00,112324.00,29118.00,22342.00,60771.00,-463.00,557.00,91448.00,19958.00,17122.00,54369.00,20877.00,9160.00,5220.00,6403.00,-463.00,557.00,56037.00,17075.00,13389.00,9903.00,5783.00,9887.00,2149.00,88946.00,6403.00,-412.00,-6375.00,76581.00,72177.00,4404.00,629228.00,14.14,12.17,11.47,0.70
1983:Q1,115670.00,109.00,7545.00,56808.00,-22383.00,14073.00,-760.00,8433.00,-862.00,11373.00,-4111.00,-6255.00,-7899.00,6504.00,1916.00,59640.00,5612.00,115057.00,34309.00,21492.00,61763.00,-485.00,-2022.00,90944.00,19968.00,17292.00,53684.00,24113.00,14342.00,4200.00,8079.00,-485.00,-2022.00,32571.00,16778.00,17743.00,-4808.00,1570.00,1288.00,2071.00,109284.00,8079.00,-333.00,5988.00,107526.00,69046.00,38480.00,636636.00,17.17,16.89,10.85,6.04
1983:Q2,138794.00,-46.00,9490.00,34035.00,-13675.00,25248.00,-5768.00,17365.00,-202.00,18163.00,-4310.00,3307.00,-3461.00,8395.00,2370.00,67723.00,5408.00,122844.00,38400.00,21355.00,66512.00,-487.00,-2936.00,91929.00,20140.00,17362.00,54427.00,30915.00,18261.00,3993.00,12085.00,-487.00,-2936.00,72362.00,29024.00,13953.00,11928.00,6447.00,11010.00,2108.00,99455.00,12085.00,992.00,4755.00,91134.00,56831.00,34303.00,641075.00,15.51,14.22,8.86,5.35
1983:Q3,157043.00,111.00,1708.00,51018.00,259.00,38760.00,-5716.00,18840.00,1695.00,14556.00,9385.00,1532.00,-10240.00,4116.00,2046.00,60904.00,6829.00,126294.00,42381.00,22125.00,69447.00,-495.00,-7164.00,93012.00,20354.00,17476.00,55183.00,33282.00,22027.00,4649.00,14264.00,-495.00,-7164.00,79576.00,36714.00,15050.00,16774.00,1520.00,9518.00,2221.00,112970.00,14264.00,-796.00,-2335.00,97166.00,54051.00,43115.00,656477.00,17.21,14.80,8.23,6.57
1983:Q4,132894.00,142.00,-533.00,49286.00,-969.00,11001.00,7306.00,640.00,717.00,1318.00,1020.00,5172.00,-6546.00,3718.00,2447.00,60582.00,8594.00,138944.00,44552.00,23215.00,73330.00,-510.00,-1643.00,94378.00,20609.00,17632.00,56137.00,44566.00,23943.00,5583.00,17193.00,-510.00,-1643.00,86295.00,32193.00,16886.00,24266.00,800.00,12150.00,1890.00,93054.00,17193.00,583.00,-7153.00,68125.00,67074.00,1051.00,683211.00,13.62,9.97,9.82,0.15
1984:Q1,119101.00,253.00,-14039.00,58323.00,13960.00,17030.00,214.00,16631.00,1265.00,8440.00,-9520.00,-1051.00,-12698.00,5278.00,1261.00,47085.00,3699.00,148676.00,46191.00,24229.00,76724.00,-509.00,2041.00,96227.00,20985.00,17795.00,57447.00,52450.00,25206.00,6435.00,19277.00,-509.00,2041.00,66899.00,29300.00,21898.00,7132.00,-2409.00,10978.00,2177.00,106829.00,19277.00,705.00,9466.00,96313.00,77594.00,18719.00,705613.00,15.14,13.65,11.00,2.65
1984:Q2,170683.00,90.00,9674.00,61440.00,2814.00,61143.00,8367.00,26188.00,1472.00,19407.00,5709.00,3841.00,-17575.00,4433.00,1523.00,40402.00,2898.00,153283.00,47402.00,25399.00,78999.00,-532.00,2015.00,97740.00,21307.00,17977.00,58457.00,55543.00,26096.00,7422.00,20543.00,-532.00,2015.00,101084.00,38369.00,23376.00,27789.00,1249.00,10301.00,2053.00,127196.00,20543.00,1835.00,4960.00,109778.00,71179.00,38600.00,714519.00,17.80,15.36,9.96,5.40
1984:Q3,133004.00,-254.00,-723.00,48341.00,932.00,38342.00,3291.00,17238.00,2943.00,16034.00,-1164.00,6520.00,-24166.00,6458.00,1359.00,53586.00,2609.00,154415.00,47296.00,26176.00,79185.00,-556.00,2313.00,99656.00,21652.00,18140.00,59865.00,54759.00,25645.00,8036.00,19321.00,-556.00,2313.00,88870.00,34691.00,23159.00,22040.00,-1675.00,10655.00,2048.00,100941.00,19321.00,5.00,-3714.00,77901.00,78918.00,-1016.00,732636.00,13.78,10.63,10.77,-0.14
1984:Q4,169212.00,-91.00,23573.00,54894.00,26668.00,10537.00,9988.00,-4246.00,7506.00,318.00,-3029.00,7147.00,-19172.00,3246.00,1907.00,58229.00,2274.00,157526.00,47788.00,26761.00,81909.00,-581.00,1650.00,101281.00,22020.00,18285.00,60977.00,56245.00,25768.00,8477.00,20932.00,-581.00,1650.00,97111.00,32295.00,23665.00,24745.00,1526.00,14880.00,2082.00,130429.00,20932.00,317.00,-9376.00,99804.00,84409.00,15395.00,751118.00,17.36,13.29,11.24,2.05
